
[00:00:00.000 --> 00:00:02.660]  我很喜歡你們選擇的題目
[00:01:50.900 --> 00:01:53.700]  我譯了這個字叫做Homo Thumadon
[00:01:53.700 --> 00:01:57.100]  我有一堂的道是叫做一團火
[00:01:57.100 --> 00:01:58.460]  就是在這裏來的
[00:01:58.460 --> 00:01:59.820]  就是講《士徒行傳》
[00:01:59.820 --> 00:02:01.340]  那麼火呢
[00:02:01.340 --> 00:02:03.340]  因為神是火
[00:02:03.340 --> 00:02:05.100]  神是烈火
[00:02:05.100 --> 00:02:06.660]  所以聖靈在我們心中
[00:02:06.660 --> 00:02:08.660]  炎點的一些情都是火
[00:02:08.660 --> 00:02:11.780]  我就想問你一個問題
[00:02:11.780 --> 00:02:13.780]  我很喜歡問這個問題
[00:02:13.780 --> 00:02:17.460]  如果你覺得你心中的那團火很猛的
[00:02:17.460 --> 00:02:18.740]  大火的
[00:02:18.740 --> 00:02:20.500]  我給你舉手
[00:02:20.500 --> 00:02:22.140]  沒那麼大的那些
[00:02:22.140 --> 00:02:25.100]  我就會慢慢將那些火降低一點
[00:02:25.100 --> 00:02:28.300]  我給你四個選擇選擇
[00:02:28.300 --> 00:02:30.060]  你靜一靜
[00:02:30.060 --> 00:02:32.180]  你檢查一下自己的心
[00:02:32.180 --> 00:02:33.180]  有沒有火
[00:02:33.180 --> 00:02:34.620]  火有多大
[00:02:34.620 --> 00:02:35.820]  你主觀的
[00:02:35.820 --> 00:02:36.980]  不準確的
[00:02:36.980 --> 00:02:38.500]  不要緊
[00:02:38.500 --> 00:02:40.500]  如果你覺得心中的那團火
[00:02:40.500 --> 00:02:42.500]  都很旺盛的
[00:02:42.500 --> 00:02:44.620]  即是表示你生命的火在那裏
[00:02:44.620 --> 00:02:46.180]  熊熊烈火的
[00:02:46.180 --> 00:02:48.180]  請你舉高手
[00:02:50.260 --> 00:02:52.260]  好
[00:02:52.260 --> 00:02:53.460]  第二
[00:02:53.460 --> 00:02:55.460]  就沒那麼猛
[00:02:55.460 --> 00:02:59.100]  中火
[00:02:59.100 --> 00:03:00.900]  即是有
[00:03:00.900 --> 00:03:02.900]  不過不是很猛
[00:03:02.900 --> 00:03:04.900]  中火
[00:03:04.900 --> 00:03:06.900]  舉高手
[00:03:06.900 --> 00:03:11.100]  有些在下面的我看不到
[00:03:11.100 --> 00:03:13.100]  你看到我,我看不到你
[00:03:13.100 --> 00:03:15.100]  第三
[00:03:15.100 --> 00:03:18.140]  其實最近都挺弱的
[00:03:18.140 --> 00:03:19.740]  身體又累
[00:03:19.740 --> 00:03:23.540]  靈性都好像低沉一點
[00:03:23.540 --> 00:03:26.020]  就微火
[00:03:26.020 --> 00:03:28.020]  微火的舉手
[00:03:28.020 --> 00:03:32.460]  好
[00:03:32.460 --> 00:03:34.460]  最後有些人沒舉手
[00:03:34.460 --> 00:03:37.060]  我給多一個選擇
[00:03:37.060 --> 00:03:39.060]  就四火
[00:03:39.060 --> 00:03:42.140]  即是你覺得好像
[00:03:42.140 --> 00:03:44.140]  跟神又好像很遠
[00:03:44.140 --> 00:03:46.740]  做工的時間好像沒什麼力量
[00:03:46.740 --> 00:03:48.740]  跟人的關係好像
[00:03:48.740 --> 00:03:50.220]  比較疏遠一點
[00:03:50.220 --> 00:03:52.220]  即是裏面好像有種很孤獨
[00:03:52.220 --> 00:03:55.100]  很疏離的感覺
[00:03:55.100 --> 00:03:57.100]  不用你舉手
[00:03:57.100 --> 00:04:00.500]  不用你舉手
[00:04:00.500 --> 00:04:02.780]  我為什麼這樣說呢
[00:04:02.780 --> 00:04:04.100]  因為我
[00:04:04.100 --> 00:04:07.100]  你知道我本來醫生行醫五年
[00:04:07.100 --> 00:04:10.220]  就轉行做青年工作
[00:04:10.220 --> 00:04:12.220]  做青年工作是好的
[00:04:12.220 --> 00:04:14.940]  接觸很多不同職場
[00:04:14.940 --> 00:04:18.700]  你猜接觸年輕人最多的職場是什麼
[00:04:18.700 --> 00:04:20.700]  老師
[00:04:20.700 --> 00:04:22.700]  最近這幾年
[00:04:22.700 --> 00:04:24.700]  不斷跟校長老師說話
[00:04:24.700 --> 00:04:27.380]  經常去
[00:04:27.380 --> 00:04:29.380]  當然
[00:04:29.380 --> 00:04:32.380]  由三歲到二十幾歲
[00:04:32.380 --> 00:04:35.380]  年輕人都是在學校裏面
[00:04:35.380 --> 00:04:36.820]  校園很重要
[00:04:36.820 --> 00:04:38.820]  其他就是職場
[00:04:38.820 --> 00:04:41.820]  職場當然是Marketplace工作間
[00:04:41.820 --> 00:04:45.820]  以前的姐妹很多都不用工作
[00:04:45.820 --> 00:04:47.820]  我太太是醫護士
[00:04:47.820 --> 00:04:49.820]  結婚生子
[00:04:49.820 --> 00:04:51.820]  她決定辭職
[00:04:51.820 --> 00:04:53.820]  只在家裏教會侍奉
[00:04:53.820 --> 00:04:55.820]  沒有入職場
[00:04:55.820 --> 00:04:57.820]  不過香港我自己發覺
[00:04:57.820 --> 00:04:59.820]  大部份女士
[00:04:59.820 --> 00:05:01.820]  都有工作
[00:05:01.820 --> 00:05:04.820]  女士的勞動力很大
[00:05:04.820 --> 00:05:07.820]  所以這個對我們來說有好處
[00:05:07.820 --> 00:05:10.820]  變了我們插入所有職場
[00:05:10.820 --> 00:05:12.820]  社工界我又去
[00:05:12.820 --> 00:05:14.820]  因為都是做職場的
[00:05:14.820 --> 00:05:17.820]  醫療界我經常跟醫生護士說話
[00:05:17.820 --> 00:05:19.820]  SARS時更加在醫院
[00:05:19.820 --> 00:05:25.820]  跟很多在醫院服務的院務說話
[00:05:25.820 --> 00:05:27.820]  差不多很多職場
[00:05:27.820 --> 00:05:29.820]  我都有機會接觸
[00:05:29.820 --> 00:05:31.820]  接觸的時間我察覺
[00:05:31.820 --> 00:05:34.820]  香港我想是全球
[00:05:34.820 --> 00:05:36.820]  工時最長
[00:05:36.820 --> 00:05:38.820]  No.1
[00:05:38.820 --> 00:05:41.820]  香港同時是全球快樂指數
[00:05:41.820 --> 00:05:43.820]  差不多最低
[00:05:43.820 --> 00:05:45.820]  最近排名
[00:05:45.820 --> 00:05:47.820]  122
[00:05:47.820 --> 00:05:50.820]  最不明白是低於伊拉克一級
[00:05:50.820 --> 00:05:54.820]  這是我不明白的
[00:05:54.820 --> 00:05:56.820]  這些都是一種狀態
[00:05:56.820 --> 00:05:58.820]  情緒是一個訊號
[00:05:58.820 --> 00:06:00.820]  身體也是一種訊號
[00:06:00.820 --> 00:06:05.820]  現在工作場都會令我們累
[00:06:05.820 --> 00:06:09.820]  同時會直接間接影響疏遠
[00:06:09.820 --> 00:06:12.820]  自己安靜的時間就低了
[00:06:12.820 --> 00:06:15.820]  所以我自己感覺很重要
[00:06:15.820 --> 00:06:18.820]  如果我們這樣繼續下去
[00:06:18.820 --> 00:06:23.820]  靈明不知不覺就會跌落
[00:06:23.820 --> 00:06:25.820]  那些火
[00:06:25.820 --> 00:06:27.820]  有時猛有時弱
[00:06:27.820 --> 00:06:29.820]  有時靜靜下
[00:06:29.820 --> 00:06:31.820]  好像離開神是遠了
[00:06:31.820 --> 00:06:38.820]  所以我想起我們的老師
[00:06:38.820 --> 00:06:40.820]  主耶穌
[00:06:40.820 --> 00:06:44.820]  主耶穌說不要隨便被人叫做師父
[00:06:44.820 --> 00:06:47.820]  師父只有一個
[00:06:47.820 --> 00:06:51.820]  不要隨便說你是主
[00:06:51.820 --> 00:06:53.820]  主只有一個
[00:06:53.820 --> 00:06:57.820]  你知道他是做生命工程
[00:06:57.820 --> 00:07:01.820]  他一次在不同職場召集了一班人
[00:07:01.820 --> 00:07:03.820]  準備栽培他們
[00:07:03.820 --> 00:07:06.820]  然後再揣他出去
[00:07:06.820 --> 00:07:08.820]  改變這個世界
[00:07:08.820 --> 00:07:10.820]  他揀的很少
[00:07:10.820 --> 00:07:12.820]  但是很雜
[00:07:12.820 --> 00:07:17.820]  有些是做稅務的
[00:07:17.820 --> 00:07:19.820]  打魚的
[00:07:19.820 --> 00:07:21.820]  不同的職場都有
[00:07:21.820 --> 00:07:23.820]  所以他很明白職場
[00:07:23.820 --> 00:07:26.820]  我最近開了很多茶經班
[00:07:26.820 --> 00:07:31.820]  有一個茶經班是現在做實習醫生
[00:07:31.820 --> 00:07:33.820]  那班人來到
[00:07:33.820 --> 00:07:35.820]  很多都是張殘的燈火
[00:07:35.820 --> 00:07:37.820]  差不多熄滅
[00:07:37.820 --> 00:07:39.820]  沒有交稅的
[00:07:39.820 --> 00:07:41.820]  很多來我這裏
[00:07:41.820 --> 00:07:43.820]  三晚沒有睡
[00:07:43.820 --> 00:07:48.820]  我另外一個茶經班是Ibanker
[00:07:48.820 --> 00:07:51.820]  我妹妹的女兒也是
[00:07:51.820 --> 00:07:53.820]  我有同事的丈夫也是
[00:07:53.820 --> 00:07:57.820]  我開了一個Ibanker
[00:07:57.820 --> 00:07:59.820]  我問過他
[00:07:59.820 --> 00:08:03.820]  一個星期可以做120個小時
[00:08:03.820 --> 00:08:09.820]  所以那班人也是很微火
[00:08:09.820 --> 00:08:15.820]  所以主耶穌見到這個狀況
[00:08:15.820 --> 00:08:17.820]  這班人跟了他一段時間
[00:08:17.820 --> 00:08:19.820]  然後他發覺一件事
[00:08:19.820 --> 00:08:23.820]  為什麼這班人開始謝
[00:08:23.820 --> 00:08:27.820]  開始火熄滅
[00:08:27.820 --> 00:08:30.820]  他說你不用抄筆記
[00:08:30.820 --> 00:08:33.820]  Simon會將我今天所有powerpoint
[00:08:33.820 --> 00:08:35.820]  傳給你
[00:08:35.820 --> 00:08:38.820]  而且我兩次的powerpoint都傳給你
[00:08:38.820 --> 00:08:40.820]  因為是上下集
[00:08:40.820 --> 00:08:42.820]  我今天當然是講上集
[00:08:42.820 --> 00:08:45.820]  但是我把下集的都給你
[00:08:45.820 --> 00:08:47.820]  希望你預備了下次來
[00:08:47.820 --> 00:08:48.820]  這樣更加好
[00:08:48.820 --> 00:08:50.820]  而且我這樣預備
[00:08:50.820 --> 00:08:51.820]  如果這次沒有來
[00:08:51.820 --> 00:08:52.820]  如果他想來
[00:08:52.820 --> 00:08:55.820]  你幫他溫習一下第一課
[00:08:55.820 --> 00:08:57.820]  他說他很想來可以嗎
[00:08:57.820 --> 00:08:58.820]  都可以
[00:08:58.820 --> 00:08:59.820]  但你要跟他溫習了
[00:08:59.820 --> 00:09:01.820]  然後給他powerpoint
[00:09:01.820 --> 00:09:03.820]  然後他下次也可以
[00:09:03.820 --> 00:09:06.820]  我讀這篇
[00:09:06.820 --> 00:09:07.820]  我很喜歡
[00:09:07.820 --> 00:09:08.820]  我心裏面
[00:09:08.820 --> 00:09:10.820]  我經常都帶著一本聖經
[00:09:10.820 --> 00:09:15.820]  這本新約和詩篇和針研
[00:09:15.820 --> 00:09:16.820]  因為很多時間
[00:09:16.820 --> 00:09:18.820]  我有些空隙
[00:09:18.820 --> 00:09:21.820]  我拿這本聖經出來再看
[00:09:21.820 --> 00:09:22.820]  這本我很喜歡
[00:09:22.820 --> 00:09:24.820]  我今天都是quote這本
[00:09:24.820 --> 00:09:26.820]  Eugene Peterson
[00:09:26.820 --> 00:09:28.820]  用了三十年的時間
[00:09:28.820 --> 00:09:34.820]  將聖經從原文翻譯成contemporary English
[00:09:34.820 --> 00:09:36.820]  他翻譯的不是語文的問題
[00:09:36.820 --> 00:09:37.820]  他其實問了一個問題
[00:09:37.820 --> 00:09:40.820]  倘若主耶穌基督今天
[00:09:40.820 --> 00:09:44.820]  他會用什麼語文和我們溝通呢
[00:09:44.820 --> 00:09:47.820]  因為你讀聖經的時間不是讀歷史
[00:09:47.820 --> 00:09:49.820]  神是永恆的
[00:09:49.820 --> 00:09:50.820]  他是今天和你說話的
[00:09:50.820 --> 00:09:51.820]  present tense
[00:09:51.820 --> 00:09:52.820]  所以他很好
[00:09:52.820 --> 00:09:54.820]  翻譯得非常之好
[00:09:54.820 --> 00:09:58.820]  你留心聽
[00:09:58.820 --> 00:10:01.820]  聽我讀這個
[00:10:01.820 --> 00:10:02.820]  你如果喜歡看
[00:10:02.820 --> 00:10:04.820]  看我讀也可以
[00:10:04.820 --> 00:10:05.820]  如果你吃完
[00:10:05.820 --> 00:10:06.820]  請你看著我
[00:10:06.820 --> 00:10:07.820]  因為我想看一下你
[00:10:07.820 --> 00:10:08.820]  你的火
[00:10:08.820 --> 00:10:10.820]  我怎樣知道你的火
[00:10:10.820 --> 00:10:11.820]  我看你的眼睛
[00:10:11.820 --> 00:10:13.820]  知道你有沒有火
[00:10:13.820 --> 00:10:15.820]  你騙不了人的
[00:10:15.820 --> 00:10:17.820]  眼是靈魂之窗
[00:10:17.820 --> 00:10:19.820]  所以待會我給你看看
[00:10:19.820 --> 00:10:22.820]  你的火究竟是怎樣
[00:10:22.820 --> 00:10:25.820]  我覺得他翻譯得很好
[00:10:25.820 --> 00:10:26.820]  我們很熟悉這段
[00:10:26.820 --> 00:10:28.820]  凡奴婦擔心太太到我這裡來
[00:10:28.820 --> 00:10:29.820]  我們很熟悉
[00:10:29.820 --> 00:10:30.820]  但他翻譯得很好
[00:10:30.820 --> 00:10:33.820]  Are you tired?
[00:10:33.820 --> 00:10:35.820]  Worn out?
[00:10:35.820 --> 00:10:38.820]  Burned out on religion?
[00:10:38.820 --> 00:10:40.820]  為什麼burned out on religion呢
[00:10:40.820 --> 00:10:42.820]  當時的religion猶太教
[00:10:42.820 --> 00:10:44.820]  十屆變成六百幾屆
[00:10:44.820 --> 00:10:46.820]  自己都不守的
[00:10:46.820 --> 00:10:48.820]  就叫人守
[00:10:48.820 --> 00:10:50.820]  守到很累
[00:10:50.820 --> 00:10:52.820]  因為守律法是做不到的
[00:10:52.820 --> 00:10:54.820]  律法是靠自己做不到的
[00:10:54.820 --> 00:10:56.820]  所以全部burned out
[00:10:56.820 --> 00:10:58.820]  Come to me and get away with me
[00:10:58.820 --> 00:11:01.820]  and you will recover your life
[00:11:01.820 --> 00:11:03.820]  這個就是宿命更生
[00:11:03.820 --> 00:11:05.820]  你的life rekindle
[00:11:05.820 --> 00:11:07.820]  renew
[00:11:07.820 --> 00:11:10.820]  Come to me
[00:11:10.820 --> 00:11:12.820]  and get away with me
[00:11:12.820 --> 00:11:15.820]  我們太少時間get away with Jesus Christ
[00:11:15.820 --> 00:11:18.820]  我們trapped在很多的事情當中
[00:11:18.820 --> 00:11:20.820]  於是他說
[00:11:20.820 --> 00:11:24.820]  I'll show you how to take a real rest
[00:11:24.820 --> 00:11:27.820]  rest這個主題
[00:11:27.820 --> 00:11:29.820]  是由創世紀到啟示錄
[00:11:29.820 --> 00:11:32.820]  重要的主題
[00:11:32.820 --> 00:11:34.820]  創世第七日
[00:11:34.820 --> 00:11:36.820]  他說一切完成了
[00:11:36.820 --> 00:11:38.820]  安息日
[00:11:38.820 --> 00:11:40.820]  十屆裡面
[00:11:40.820 --> 00:11:41.820]  你要留心
[00:11:41.820 --> 00:11:43.820]  每一屆一句
[00:11:43.820 --> 00:11:45.820]  只有第四屆
[00:11:45.820 --> 00:11:46.820]  當守安息日
[00:11:46.820 --> 00:11:48.820]  很長的
[00:11:48.820 --> 00:11:49.820]  很長的
[00:11:49.820 --> 00:11:51.820]  證明了一件事
[00:11:51.820 --> 00:11:53.820]  前面那四屆我們是同神的關係
[00:11:53.820 --> 00:11:55.820]  後面那些是跟我們周邊的人的關係
[00:11:55.820 --> 00:11:57.820]  從我們家開始
[00:11:57.820 --> 00:11:59.820]  但我想再看回時間
[00:11:59.820 --> 00:12:01.820]  最近我們教會的小組查了十屆
[00:12:01.820 --> 00:12:03.820]  每次查一屆
[00:12:03.820 --> 00:12:05.820]  我突然再看時間就發覺
[00:12:05.820 --> 00:12:08.820]  原來第四屆是最關鍵的
[00:12:08.820 --> 00:12:10.820]  你如果不rest
[00:12:10.820 --> 00:12:12.820]  你同神就disconnect
[00:12:12.820 --> 00:12:14.820]  除我以外不可以有prediction
[00:12:14.820 --> 00:12:16.820]  如果你同神不rest
[00:12:16.820 --> 00:12:18.820]  你同人的關係都會破裂
[00:12:18.820 --> 00:12:20.820]  會破裂
[00:12:20.820 --> 00:12:22.820]  所以這個是key
[00:12:22.820 --> 00:12:24.820]  當然你見出拉及記
[00:12:24.820 --> 00:12:26.820]  是帶他進入安息
[00:12:26.820 --> 00:12:29.820]  摩西那班人反叛
[00:12:29.820 --> 00:12:33.820]  不能進去
[00:12:33.820 --> 00:12:36.820]  然後約書也帶他進去
[00:12:36.820 --> 00:12:40.820]  然後你見聖經裡面的記載
[00:12:40.820 --> 00:12:42.820]  全部的人都離開了
[00:12:42.820 --> 00:12:44.820]  那些選民
[00:12:44.820 --> 00:12:46.820]  所以他說不能rest
[00:12:46.820 --> 00:12:48.820]  所以他說得力在乎平靜
[00:12:48.820 --> 00:12:50.820]  得救在乎歸回安息
[00:12:50.820 --> 00:12:52.820]  你回來
[00:12:52.820 --> 00:12:55.820]  但他說你們竟然騎馬奔跑
[00:12:55.820 --> 00:12:56.820]  we run
[00:12:56.820 --> 00:12:58.820]  不是run with the horses
[00:12:58.820 --> 00:13:00.820]  run like horses
[00:13:00.820 --> 00:13:02.820]  run with the horses是神邀請我們
[00:13:02.820 --> 00:13:04.820]  你好像馬這麼有力
[00:13:04.820 --> 00:13:06.820]  跟神一起奔跑
[00:13:06.820 --> 00:13:08.820]  run on horseback
[00:13:08.820 --> 00:13:10.820]  用自己的方式去解決問題
[00:13:10.820 --> 00:13:12.820]  you run
[00:13:12.820 --> 00:13:14.820]  所以rest在聖經裡面
[00:13:14.820 --> 00:13:16.820]  是很重要的
[00:13:16.820 --> 00:13:18.820]  起伯來書主題就是rest
[00:13:18.820 --> 00:13:20.820]  主題就是rest
[00:13:20.820 --> 00:13:22.820]  從舊約到新約
[00:13:22.820 --> 00:13:24.820]  就是讓你明白什麼是rest
[00:13:24.820 --> 00:13:26.820]  當然啟示錄
[00:13:26.820 --> 00:13:28.820]  我和兒子 媳婦和我的老友
[00:13:28.820 --> 00:13:30.820]  第二代查經就在查啟示錄
[00:13:30.820 --> 00:13:32.820]  就是在說
[00:13:32.820 --> 00:13:34.820]  在災難當中你都可以rest
[00:13:34.820 --> 00:13:36.820]  在永恆裡面
[00:13:36.820 --> 00:13:38.820]  有一個eternal home你可以永恆的rest
[00:13:38.820 --> 00:13:40.820]  所以這個rest是很重要的
[00:13:40.820 --> 00:13:42.820]  我們查看聖經
[00:13:42.820 --> 00:13:44.820]  很多時候有些keyword
[00:13:44.820 --> 00:13:46.820]  有些很重要的東西
[00:13:46.820 --> 00:13:48.820]  我們就忘記了
[00:13:48.820 --> 00:13:50.820]  然後他就說
[00:13:50.820 --> 00:13:52.820]  walk with me and work with me
[00:13:52.820 --> 00:13:54.820]  我們跟隨耶穌
[00:13:54.820 --> 00:13:56.820]  不只是說
[00:13:56.820 --> 00:13:58.820]  返禮閉堂 我跟隨他
[00:13:58.820 --> 00:14:00.820]  work with me
[00:14:00.820 --> 00:14:02.820]  在職場裡面
[00:14:02.820 --> 00:14:04.820]  他跟你一起
[00:14:04.820 --> 00:14:06.820]  你上班的時候
[00:14:06.820 --> 00:14:08.820]  你記得誰陪你上班
[00:14:08.820 --> 00:14:10.820]  對不對?
[00:14:10.820 --> 00:14:12.820]  但你要come and work with me
[00:14:12.820 --> 00:14:14.820]  watch how I do it
[00:14:14.820 --> 00:14:16.820]  所以你想有火就看耶穌
[00:14:16.820 --> 00:14:18.820]  你看他忙不忙
[00:14:18.820 --> 00:14:20.820]  枕頭的地方都沒有
[00:14:20.820 --> 00:14:22.820]  吃飯的時間都沒有
[00:14:22.820 --> 00:14:24.820]  永遠有火
[00:14:24.820 --> 00:14:26.820]  你看他的secret
[00:14:26.820 --> 00:14:28.820]  他怎麼rest 他怎麼work
[00:14:28.820 --> 00:14:30.820]  然後這句是我最喜歡的
[00:14:30.820 --> 00:14:32.820]  中文譯了
[00:14:32.820 --> 00:14:34.820]  我心裡柔和謙卑
[00:14:34.820 --> 00:14:36.820]  英文好
[00:14:36.820 --> 00:14:38.820]  learn the unforced rhythms of grace
[00:14:38.820 --> 00:14:42.820]  柔和謙卑
[00:14:42.820 --> 00:14:44.820]  是什麼呢?
[00:14:44.820 --> 00:14:46.820]  是grace
[00:14:46.820 --> 00:14:48.820]  是恩典
[00:14:48.820 --> 00:14:50.820]  沒有人生出來柔和謙卑
[00:14:50.820 --> 00:14:52.820]  meekness
[00:14:52.820 --> 00:14:54.820]  你看到人的時候
[00:14:54.820 --> 00:14:56.820]  你會把幾火
[00:14:56.820 --> 00:14:58.820]  特別是媽媽看到兒子就想捏死他
[00:14:58.820 --> 00:15:02.820]  最貼身的人
[00:15:02.820 --> 00:15:04.820]  你就知道你幾柔和幾謙卑
[00:15:04.820 --> 00:15:06.820]  跟你很疏的
[00:15:06.820 --> 00:15:08.820]  你就扮得很柔和
[00:15:08.820 --> 00:15:10.820]  現在靠近你就知道
[00:15:10.820 --> 00:15:12.820]  最貼身的
[00:15:12.820 --> 00:15:14.820]  最近的同事
[00:15:14.820 --> 00:15:16.820]  看到他就生氣
[00:15:16.820 --> 00:15:18.820]  你老闆
[00:15:18.820 --> 00:15:20.820]  我不敢說
[00:15:20.820 --> 00:15:22.820]  你明白嗎?
[00:15:22.820 --> 00:15:24.820]  柔和謙卑是grace
[00:15:24.820 --> 00:15:26.820]  你有神的恩典
[00:15:26.820 --> 00:15:28.820]  你才可以gracious
[00:15:28.820 --> 00:15:30.820]  很graceful
[00:15:30.820 --> 00:15:32.820]  但我喜歡翻譯
[00:15:32.820 --> 00:15:34.820]  a rhythm
[00:15:34.820 --> 00:15:36.820]  有節奏
[00:15:36.820 --> 00:15:38.820]  有節奏
[00:15:38.820 --> 00:15:40.820]  生活是有節奏
[00:15:40.820 --> 00:15:42.820]  你施比受更為有福
[00:15:42.820 --> 00:15:44.820]  但你不領受福
[00:15:44.820 --> 00:15:46.820]  怎樣施福呢?
[00:15:46.820 --> 00:15:48.820]  每個人都說你要施
[00:15:48.820 --> 00:15:50.820]  你receive grace
[00:15:50.820 --> 00:15:52.820]  然後share god's grace
[00:15:52.820 --> 00:15:54.820]  你有神的生命
[00:15:54.820 --> 00:15:56.820]  你就像耶穌
[00:15:56.820 --> 00:15:58.820]  就可以柔和謙卑
[00:15:58.820 --> 00:16:00.820]  根在哪裏呢?
[00:16:00.820 --> 00:16:02.820]  moderate rhythm
[00:16:02.820 --> 00:16:04.820]  跟grace disconnected
[00:16:04.820 --> 00:16:06.820]  disconnected
[00:16:06.820 --> 00:16:08.820]  你不死火
[00:16:08.820 --> 00:16:10.820]  然後他就說
[00:16:10.820 --> 00:16:12.820]  I won't let anything heavy
[00:16:12.820 --> 00:16:14.820]  keep company with me
[00:16:14.820 --> 00:16:16.820]  and you will learn how to live freely and lightly
[00:16:16.820 --> 00:16:18.820]  在職場
[00:16:18.820 --> 00:16:20.820]  你覺得自己有沒有火
[00:16:20.820 --> 00:16:22.820]  當你上班的時候
[00:16:22.820 --> 00:16:24.820]  你會覺得很輕散
[00:16:24.820 --> 00:16:26.820]  很自由
[00:16:26.820 --> 00:16:28.820]  free and light
[00:16:28.820 --> 00:16:30.820]  我們多數都說
[00:16:30.820 --> 00:16:32.820]  thank god it's friday
[00:16:32.820 --> 00:16:38.820]  有長假期
[00:16:38.820 --> 00:16:40.820]  free and light
[00:16:40.820 --> 00:16:42.820]  不是的
[00:16:42.820 --> 00:16:46.820]  live
[00:16:46.820 --> 00:16:48.820]  I won't let anything heavy on you
[00:16:48.820 --> 00:16:50.820]  他答應了
[00:16:50.820 --> 00:16:52.820]  是輕散的
[00:16:52.820 --> 00:16:54.820]  是自由的
[00:16:54.820 --> 00:16:56.820]  所以一個good test
[00:16:56.820 --> 00:16:58.820]  good test
[00:16:58.820 --> 00:17:00.820]  你上班是怎樣的時間
[00:17:00.820 --> 00:17:02.820]  就顯示你的火是怎樣
[00:17:02.820 --> 00:17:04.820]  如果同事見你都死火
[00:17:04.820 --> 00:17:06.820]  你不死嗎?
[00:17:06.820 --> 00:17:08.820]  這個我很喜歡
[00:17:08.820 --> 00:17:10.820]  中文英文我都背了
[00:17:10.820 --> 00:17:12.820]  不過今天當然
[00:17:12.820 --> 00:17:14.820]  不足夠時間說完
[00:17:14.820 --> 00:17:16.820]  其實這個題目
[00:17:16.820 --> 00:17:18.820]  應該跟你spend one day
[00:17:18.820 --> 00:17:20.820]  說到這裏
[00:17:20.820 --> 00:17:22.820]  讓你靜一靜
[00:17:22.820 --> 00:17:24.820]  然後反省
[00:17:24.820 --> 00:17:26.820]  再跟別人share
[00:17:26.820 --> 00:17:28.820]  再跟神傾
[00:17:28.820 --> 00:17:30.820]  今天你給我一個很難度高的
[00:17:30.820 --> 00:17:32.820]  四十分鐘要說完我一天的事
