
[00:00:00.000 --> 00:00:02.600]  今天我和大家分享的信息
[00:02:37.000 --> 00:02:39.700]  當然沒有人會自己站出來說
[00:02:39.700 --> 00:02:42.200]  你看看我多Pure
[00:02:42.200 --> 00:02:46.300]  不過是因為這班人他們有很多的執著
[00:02:46.300 --> 00:02:49.200]  無論在信仰上在行為上
[00:02:49.200 --> 00:02:53.500]  他們都嘗試去將基督的教會
[00:02:53.500 --> 00:02:56.200]  也是他們當時所處歷史裡面
[00:02:56.200 --> 00:02:58.900]  那個叫做Church of England
[00:02:58.900 --> 00:03:02.800]  也是今天仍然是普世聖公會裡面
[00:03:02.800 --> 00:03:08.700]  一個人所敬重的核心的團體
[00:03:08.700 --> 00:03:12.400]  他們在當時1560年左右
[00:03:12.400 --> 00:03:15.300]  是希望將這個Church of England
[00:03:15.300 --> 00:03:17.300]  他們所愛的群體
[00:03:17.300 --> 00:03:21.400]  來帶回一個聖經的正統裡面
[00:03:21.400 --> 00:03:25.400]  來撇除那些在歷史裡面遺留下來
[00:03:25.400 --> 00:03:28.100]  特別是羅馬天主教的影響
[00:03:28.100 --> 00:03:30.500]  一些導人於迷信的那些
[00:03:30.500 --> 00:03:32.600]  功德的行為等等的東西
[00:03:32.600 --> 00:03:35.000]  來從他們的群體裡面來清除
[00:03:35.000 --> 00:03:40.900]  結果他們反而被這個群體逼走了
[00:03:40.900 --> 00:03:44.400]  這一批的人是相當之特別的
[00:03:44.400 --> 00:03:49.900]  是到今時今日仍然是有很重要的影響的
[00:03:49.900 --> 00:03:52.300]  我希望我們幾次
[00:03:52.300 --> 00:03:55.100]  我們會思想到這班人他們的信仰
[00:03:55.100 --> 00:03:56.400]  他們的生活的時候
[00:03:56.400 --> 00:03:59.900]  我們都對照一下今天自己所處的香港
[00:03:59.900 --> 00:04:03.400]  對照一下我們豐盛生命堂所走過的
[00:04:03.400 --> 00:04:06.400]  這五六十年的信仰的經歷
[00:04:06.400 --> 00:04:08.700]  還有一個前瞻性
[00:04:08.700 --> 00:04:10.000]  看看我們以後
[00:04:10.000 --> 00:04:12.500]  到底選擇一個怎樣的信仰
[00:04:12.500 --> 00:04:15.100]  怎樣的道路
[00:04:15.100 --> 00:04:17.700]  有人說這一班的人
[00:04:17.700 --> 00:04:20.300]  是經歷艱難的人
[00:04:20.300 --> 00:04:24.600]  而安逸是不會使人成熟長大
[00:04:24.600 --> 00:04:28.100]  安逸不能夠使人老樹盤根
[00:04:28.100 --> 00:04:30.000]  令到經歷風雨
[00:04:30.000 --> 00:04:35.600]  是艱苦才會熬煉出一種氣質
[00:04:35.600 --> 00:04:37.800]  一種氣節
[00:04:37.800 --> 00:04:39.600]  一種傲氣
[00:04:39.600 --> 00:04:40.600]  一種骨氣
[00:04:40.600 --> 00:04:42.200]  一種忠誠
[00:04:42.200 --> 00:04:45.200]  這班人在他們的故鄉英格蘭
[00:04:45.200 --> 00:04:47.400]  英格蘭那個地區
[00:04:47.400 --> 00:04:51.200]  是因為不肯妥協他們所信的
[00:04:51.200 --> 00:04:55.200]  結果是被當時的當權者逼迫
[00:04:55.200 --> 00:04:58.200]  五月花號我想大家聽過了
[00:04:58.200 --> 00:05:03.600]  他們遷徙到波士頓一帶
[00:05:03.600 --> 00:05:06.200]  叫做New England
[00:05:06.200 --> 00:05:08.900]  其實說New England和England
[00:05:08.900 --> 00:05:10.200]  一個新的英格蘭
[00:05:10.200 --> 00:05:12.500]  即是他們原有的原居地
[00:05:12.500 --> 00:05:14.000]  他們不能夠久留
[00:05:14.000 --> 00:05:16.500]  結果去到一個新的地方
[00:05:16.500 --> 00:05:19.700]  其實他們是一個遷徙的過程
[00:05:19.700 --> 00:05:21.500]  在原地受迫迫
[00:05:21.500 --> 00:05:22.900]  去到新的地方
[00:05:22.900 --> 00:05:24.100]  物資貴乏
[00:05:24.100 --> 00:05:25.600]  自然環境惡劣
[00:05:25.600 --> 00:05:29.800]  起頭的五十年是非常艱辛的
[00:05:29.800 --> 00:05:31.400]  但是這班人
[00:05:31.400 --> 00:05:35.400]  正正是成為教會歷史裡面
[00:05:35.400 --> 00:05:37.400]  一火的明燈
[00:05:37.400 --> 00:05:39.600]  我們尋訪古道目的是
[00:05:39.600 --> 00:05:42.400]  學習什麼是真正的
[00:05:42.400 --> 00:05:45.200]  基督福音的信仰
[00:05:45.200 --> 00:05:46.800]  當風浪來的時候
[00:05:46.800 --> 00:05:48.600]  我們需要做防風的措施
[00:05:48.600 --> 00:05:50.000]  當黑暗來的時候
[00:05:50.000 --> 00:05:52.800]  我們需要剔亮我們的燈台
[00:05:52.800 --> 00:05:55.800]  未來的十年如何我不知道
[00:05:55.800 --> 00:05:59.000]  但是我們不能夠不作準備
[00:05:59.000 --> 00:06:01.600]  主耶穌也是告誡祂的兒女
[00:06:01.600 --> 00:06:04.400]  你要事常作好準備
[00:06:04.400 --> 00:06:07.200]  請問你作過什麼準備
[00:06:07.200 --> 00:06:09.800]  請問你願不願意作準備
[00:06:09.800 --> 00:06:12.800]  還是我們繼續是安逸的度日
[00:06:12.800 --> 00:06:15.200]  是如同沒有事情發生過
[00:06:15.200 --> 00:06:19.200]  而且將來的事也與我們完全無關
[00:06:19.200 --> 00:06:22.800]  童女的比喻十個童女
[00:06:22.800 --> 00:06:26.800]  也是今天我們要注重的一個提醒
[00:06:26.800 --> 00:06:29.000]  其實我今天講的信息是
[00:06:29.000 --> 00:06:30.400]  等了很多年
[00:06:30.400 --> 00:06:32.600]  不是我自己等
[00:06:32.600 --> 00:06:34.200]  很多年前
[00:06:34.200 --> 00:06:38.000]  我們的主任牧師邱子亮已經說
[00:06:38.000 --> 00:06:41.200]  牧師可不可以在我們這裡開班
[00:06:41.200 --> 00:06:42.200]  開什麼班
[00:06:42.200 --> 00:06:44.400]  去講一下Puritans
[00:06:44.400 --> 00:06:46.600]  講一下清教徒的故事
[00:06:46.600 --> 00:06:49.200]  講他們的著作
[00:06:49.200 --> 00:06:52.600]  我其實有一點逃避
[00:06:52.600 --> 00:06:55.800]  因為覺得有些有心無力
[00:06:55.800 --> 00:06:58.600]  但是我又覺得自己責無旁貸
[00:06:58.600 --> 00:07:01.800]  因為在加拿大有幸進修安息年的時候
[00:07:01.800 --> 00:07:04.800]  我是跟隨J.I.Packer來讀書
[00:07:04.800 --> 00:07:07.000]  除了讀系統神學之外
[00:07:07.000 --> 00:07:09.600]  絕大部分都是揣摩
[00:07:09.600 --> 00:07:13.800]  清教徒神學的著作和講章
[00:07:13.800 --> 00:07:16.800]  而這個J.I.Packer我介紹一下
[00:07:16.800 --> 00:07:20.600]  他寫過一本書叫做《認識神》
[00:07:20.600 --> 00:07:22.600]  我也想問一下有多少人
[00:07:22.600 --> 00:07:25.200]  聽過有《認識神》
[00:07:25.200 --> 00:07:26.600]  Knowing God
[00:07:26.600 --> 00:07:27.800]  這一本書的
[00:07:27.800 --> 00:07:32.000]  麻煩你舉手看一下
[00:07:32.000 --> 00:07:33.600]  也好
[00:07:33.600 --> 00:07:35.400]  也有
[00:07:35.400 --> 00:07:39.000]  在我70年代的時候
[00:07:39.000 --> 00:07:41.600]  這一本書是風行全球
[00:07:41.600 --> 00:07:44.800]  銷售量超過100萬
[00:07:44.800 --> 00:07:46.400]  然後早幾年
[00:07:46.400 --> 00:07:49.600]  這本書有25週年版
[00:07:49.600 --> 00:07:53.400]  我也有幸在書裡面寫了一篇
[00:07:53.400 --> 00:07:58.200]  關於我對J.I.Packer的一些印象
[00:07:58.200 --> 00:08:02.000]  很記得這一位飽學的神學家
[00:08:02.000 --> 00:08:06.000]  他說我無論作什麼寫什麼講什麼
[00:08:06.000 --> 00:08:09.200]  都是作一個目者
[00:08:09.200 --> 00:08:11.600]  我是一個Pastor
[00:08:11.600 --> 00:08:14.600]  我是要餵養人的心靈
[00:08:14.600 --> 00:08:18.400]  是要引導人去認識耶穌基督
[00:08:18.400 --> 00:08:20.800]  我很記得有一晚在神學院裡面
[00:08:20.800 --> 00:08:24.400]  拿著《認識神》這本書來看
[00:08:24.400 --> 00:08:27.600]  差不多看到流出眼淚來
[00:08:27.600 --> 00:08:29.800]  其中一篇就是講到
[00:08:29.800 --> 00:08:32.200]  內裡面的煎熬
[00:08:32.200 --> 00:08:34.400]  The inward trials
[00:08:34.400 --> 00:08:37.200]  原來一個人想跟隨耶穌基督
[00:08:37.200 --> 00:08:42.600]  他仍然脫不去自己內裡面的那種掙扎
[00:08:42.600 --> 00:08:45.000]  特別是對自己的污穢
[00:08:45.000 --> 00:08:49.400]  對自己的罪惡的那種內疚感
[00:08:49.400 --> 00:08:51.800]  我看完那一章
[00:08:51.800 --> 00:08:55.200]  給我得著很大的釋放
[00:08:55.200 --> 00:08:57.400]  我想人的生命
[00:08:57.400 --> 00:09:00.000]  他出什麼
[00:09:00.000 --> 00:09:02.400]  其實就是他一直以來
[00:09:02.400 --> 00:09:05.200]  入什麼所造成
[00:09:05.200 --> 00:09:07.800]  而J.I. Packer他自己承認
[00:09:07.800 --> 00:09:11.800]  他一直以來受益最多的
[00:09:11.800 --> 00:09:14.600]  他受教最深的
[00:09:14.600 --> 00:09:18.000]  就是Puritan writings
[00:09:18.000 --> 00:09:19.800]  所謂清教徒
[00:09:19.800 --> 00:09:24.600]  他們所寫的一切著作
[00:09:24.600 --> 00:09:27.000]  在我看來
[00:09:27.000 --> 00:09:29.000]  在這個年代
[00:09:29.000 --> 00:09:32.400]  我不知道你聽過施暴真沒有
[00:09:32.400 --> 00:09:35.400]  你聽過Martin Lloyd-Jones沒有
[00:09:35.400 --> 00:09:38.400]  你聽過John Stott沒有
[00:09:38.400 --> 00:09:42.000]  等等這一班人
[00:09:42.000 --> 00:09:45.200]  對於福音信仰的
[00:09:45.200 --> 00:09:48.600]  這個教會的
[00:09:48.600 --> 00:09:50.600]  全流的這一班人
[00:09:50.600 --> 00:09:52.400]  影響最深的
[00:09:52.400 --> 00:09:55.000]  有這些的人
[00:09:55.000 --> 00:09:56.600]  施暴真
[00:09:56.600 --> 00:09:59.000]  Martin Lloyd-Jones
[00:09:59.000 --> 00:10:00.800]  John Stott
[00:10:00.800 --> 00:10:02.800]  J.I. Packer
[00:10:02.800 --> 00:10:04.800]  這一班人
[00:10:04.800 --> 00:10:07.600]  他們其實所追求的
[00:10:07.600 --> 00:10:11.400]  就是學習怎樣忠於基督
[00:10:11.400 --> 00:10:14.200]  以基督為中心
[00:10:14.200 --> 00:10:17.400]  崇敬三一上帝
[00:10:17.400 --> 00:10:20.000]  然後讓他的權威
[00:10:20.000 --> 00:10:21.800]  讓他的榮光
[00:10:21.800 --> 00:10:26.400]  怎樣影照在生活的每一個角落
[00:10:26.400 --> 00:10:28.200]  在我認識的J.I. Packer
[00:10:28.200 --> 00:10:30.200]  我覺得在他身上就是
[00:10:30.200 --> 00:10:35.600]  滲出了他說他所認識的這一班的清教徒
[00:10:35.600 --> 00:10:38.400]  你想一本書可以賣了
[00:10:38.400 --> 00:10:40.600]  逾百萬本
[00:10:40.600 --> 00:10:42.800]  你的經濟力量都應該不差
[00:10:42.800 --> 00:10:46.800]  而且他都是在大學 神學院裡面
[00:10:46.800 --> 00:10:49.200]  一直服侍 一直教書的
[00:10:49.200 --> 00:10:51.200]  但是他的生活是一個
[00:10:51.200 --> 00:10:52.000]  給我印象
[00:10:52.000 --> 00:10:54.000]  一個非常之簡樸的生活
[00:10:54.000 --> 00:10:57.200]  他穿的白襯衫的領子是披了厚的
[00:10:57.200 --> 00:11:01.200]  他穿的那件西裝外套
[00:11:01.200 --> 00:11:05.600]  數十年如一日都是穿那件
[00:11:05.600 --> 00:11:07.600]  他人虔誠正直
[00:11:07.600 --> 00:11:09.400]  但是又不失幽默
[00:11:09.400 --> 00:11:12.000]  是經過他的門口的時候
[00:11:12.000 --> 00:11:14.200]  總有一些漫畫可以看
[00:11:14.200 --> 00:11:16.200]  看完之後你就會心微笑
[00:11:16.200 --> 00:11:19.400]  多數都是有自嘲的意味
[00:11:19.400 --> 00:11:22.600]  反映出我們信徒的淪盡
[00:11:22.600 --> 00:11:30.800]  教會生活的一些可笑的地方
[00:11:30.800 --> 00:11:32.600]  一個
[00:11:32.600 --> 00:11:36.400]  如果我們要認識清教徒的事情
[00:11:36.400 --> 00:11:41.600]  我也不妨為我這位老師賣下廣告
[00:11:41.600 --> 00:11:43.600]  你看他的書
[00:11:43.600 --> 00:11:45.800]  中英文都有的
[00:11:45.800 --> 00:11:50.000]  其實一本叫做《信徒雖知》
[00:11:50.000 --> 00:11:55.000]  是講十誡和講主禱文
[00:11:55.000 --> 00:11:57.000]  只是講這兩樣東西
[00:11:57.000 --> 00:12:00.400]  他就是喝清教徒的奶水大
[00:12:00.400 --> 00:12:05.200]  是很注重在要理問答的方面
[00:12:05.200 --> 00:12:06.800]  來培育信徒
[00:12:06.800 --> 00:12:08.600]  他最近也寫了一些書
[00:12:08.600 --> 00:12:11.600]  我們必須開這些要道班
[00:12:11.600 --> 00:12:13.400]  紮紮實實的要道班
[00:12:13.400 --> 00:12:18.000]  有西斯敏斯特的要理問答107條
[00:12:18.000 --> 00:12:20.000]  很簡潔的很清楚的
[00:12:20.000 --> 00:12:23.000]  以至你知道你所信的是誰
[00:12:23.000 --> 00:12:25.600]  我覺得這個仍然是我們今天
[00:12:25.600 --> 00:12:28.200]  教會面對的一個很嚴峻的問題
[00:12:28.200 --> 00:12:31.800]  因為今天教會是一窩蜂的追求
[00:12:31.800 --> 00:12:35.800]  旺、大、激、經歷
[00:12:35.800 --> 00:12:39.200]  但是裡面可能是沒有道的餡
[00:12:39.200 --> 00:12:40.800]  我希望我們大家
[00:12:40.800 --> 00:12:43.000]  透過這幾次的學習
[00:12:43.000 --> 00:12:47.000]  我們都有一些心理上思想上的提升
[00:12:47.000 --> 00:12:50.200]  特別是清教徒他們最有力的地方
[00:12:50.200 --> 00:12:53.200]  就是寫了很多很多的書
[00:12:53.200 --> 00:12:56.400]  其中一本其實都是我們華人教會的
[00:12:56.400 --> 00:13:00.200]  屬靈文化的一部分
[00:13:00.200 --> 00:13:04.400]  天路歷程有多少人聽過的
[00:13:04.400 --> 00:13:06.800]  又舉手看看
[00:13:06.800 --> 00:13:08.600]  有多少人看過的
[00:13:08.600 --> 00:13:10.200]  又舉手看看
[00:13:10.200 --> 00:13:11.800]  有多少人想看的
[00:13:11.800 --> 00:13:12.800]  又舉手看看
[00:13:12.800 --> 00:13:15.600]  應該全部都舉手
[00:13:15.600 --> 00:13:18.000]  本人、藥行John Bunyan
[00:13:18.000 --> 00:13:19.000]  寫了這本書
[00:13:19.000 --> 00:13:21.400]  這本書為什麼會影響我們中國人呢
[00:13:21.400 --> 00:13:24.800]  因為他用故事、用寓意
[00:13:24.800 --> 00:13:28.000]  講基督徒Christian
[00:13:28.000 --> 00:13:31.000]  他怎樣背著一個沉重的包袱
[00:13:31.000 --> 00:13:34.000]  一直在山坡上走走走
[00:13:34.000 --> 00:13:37.400]  走到差不多不能夠站起來的時候
[00:13:37.400 --> 00:13:39.800]  去到那個十字架那裡
[00:13:39.800 --> 00:13:42.000]  一去到那個十字架那裡的時候
[00:13:42.000 --> 00:13:46.600]  這個包袱就從他的背上滾了下去
[00:13:46.600 --> 00:13:48.600]  永遠不再見到
[00:13:48.600 --> 00:13:54.200]  他就成為一個完全新造的人
[00:13:54.200 --> 00:13:56.200]  繼續走他的天路
[00:13:56.200 --> 00:13:59.200]  但是在這個天路的過程裡面
[00:13:59.200 --> 00:14:04.600]  他又會走到一個懷疑的泥沼那裡
[00:14:04.600 --> 00:14:06.400]  幾乎沉下去了
[00:14:06.400 --> 00:14:07.600]  不能出去
[00:14:07.600 --> 00:14:08.600]  諸如此類
[00:14:08.600 --> 00:14:10.600]  他一直這樣寫
[00:14:10.600 --> 00:14:14.000]  是給了我們接觸福音的時候
[00:14:14.000 --> 00:14:16.400]  聽到這個信徒的生命的時候
[00:14:16.400 --> 00:14:18.800]  是有很深刻的印象在裡面
[00:14:18.800 --> 00:14:21.600]  他說你遇到一個惡魔
[00:14:21.600 --> 00:14:23.000]  那個阿波倫
[00:14:23.000 --> 00:14:24.800]  是出來跟你戰鬥
[00:14:24.800 --> 00:14:27.400]  當你戰鬥到沒力的時候
[00:14:27.400 --> 00:14:29.600]  這個天使長米加勒
[00:14:29.600 --> 00:14:31.800]  怎樣及時拔刀相助
[00:14:31.800 --> 00:14:32.600]  諸如此類
[00:14:32.600 --> 00:14:37.000]  是很有戲劇性的
[00:14:37.000 --> 00:14:39.200]  我覺得今天教會
[00:14:39.200 --> 00:14:47.600]  就是欠缺了一種戲劇化的表達和講道
[00:14:47.600 --> 00:14:50.800]  所以去到很多的群體都說
[00:14:50.800 --> 00:14:57.400]  在教會裡面聽到很悶
[00:14:57.400 --> 00:15:00.400]  我希望清教徒他們很清
[00:15:00.400 --> 00:15:02.800]  很認真面對真道
[00:15:02.800 --> 00:15:06.200]  但是又很活潑來表達信仰
[00:15:06.200 --> 00:15:10.600]  那一種氣質可以在我們這個群體裡面
[00:15:10.600 --> 00:15:14.200]  是得著效法
[00:15:14.200 --> 00:15:16.200]  得著學習
[00:15:16.200 --> 00:15:18.400]  這本書之所以會影響我們中國人
[00:15:18.400 --> 00:15:22.600]  是因為有一位叫William W.C. Burns的人
[00:15:22.600 --> 00:15:24.400]  畢維倫這位宣教士
[00:15:24.400 --> 00:15:25.800]  他來到我們中國
[00:15:25.800 --> 00:15:27.800]  去到廈門的時候
[00:15:27.800 --> 00:15:29.800]  他是去看那些墓碑
[00:15:29.800 --> 00:15:32.000]  然後抄那些墓碑的名字
[00:15:32.000 --> 00:15:34.400]  然後想一下怎樣可以用這些名字
[00:15:34.400 --> 00:15:39.200]  來翻譯放進《天路歷程》這本書裡面
[00:15:39.200 --> 00:15:41.800]  他翻譯了這本《天路歷程》
[00:15:41.800 --> 00:15:45.000]  我有一個複製
[00:15:45.000 --> 00:15:47.800]  就是影印的複製
[00:15:47.800 --> 00:15:53.400]  是畢維倫所翻譯的《天路歷程》
[00:15:53.400 --> 00:15:58.800]  那插圖完全是用我們善莊書的圖畫
[00:15:58.800 --> 00:16:00.800]  來畫出來的
[00:16:00.800 --> 00:16:05.200]  這本書就一直影響我們華人的信仰
[00:16:05.200 --> 00:16:07.000]  如果你真的沒看過
[00:16:07.000 --> 00:16:08.600]  其實現在看這些書
[00:16:08.600 --> 00:16:11.200]  我告訴你一個好消息
[00:16:11.200 --> 00:16:14.600]  從前1990年左右
[00:16:14.600 --> 00:16:18.000]  我要看一本Puritan的書
[00:16:18.000 --> 00:16:20.000]  是很難看到的
[00:16:20.000 --> 00:16:22.800]  我去我老師他5月11日會來香港
[00:16:22.800 --> 00:16:24.400]  James Houston
[00:16:24.400 --> 00:16:26.000]  他的圖書館那裡
[00:16:26.000 --> 00:16:29.400]  是拿著一本很矜貴的書
[00:16:29.400 --> 00:16:32.200]  我說這篇圖文這麼精彩
[00:16:32.200 --> 00:16:34.400]  可不可以讓我影印一篇
[00:16:34.400 --> 00:16:35.600]  他說不行
[00:16:35.600 --> 00:16:37.400]  因為這本書太矜貴
[00:16:37.400 --> 00:16:40.000]  所以我就補了那個圖文
[00:16:40.000 --> 00:16:42.200]  現在不同了
[00:16:42.200 --> 00:16:44.800]  現在Google Library
[00:16:44.800 --> 00:16:46.400]  eLibrary
[00:16:46.400 --> 00:16:48.200]  Free eBooks
[00:16:48.200 --> 00:16:50.600]  你肯打Puritanical Writings
[00:16:50.600 --> 00:16:54.000]  看到你這一輩子都沒看完
[00:16:54.000 --> 00:16:55.600]  所以我鼓勵大家
[00:16:55.600 --> 00:16:58.200]  能夠上來追尋
[00:16:58.200 --> 00:17:02.400]  到底我們整個教會文化裡面
[00:17:02.400 --> 00:17:04.800]  一個豐富的那個瑰寶
[00:17:04.800 --> 00:17:07.600]  我們怎樣去認識
[00:17:07.600 --> 00:17:09.400]  清教徒
[00:17:09.400 --> 00:17:12.000]  他們給我們效法什麼
[00:17:12.000 --> 00:17:14.000]  他們給我們
[00:17:14.000 --> 00:17:16.600]  有什麼可以增廣見聞
[00:17:16.600 --> 00:17:17.800]  可以思想更新
[00:17:17.800 --> 00:17:20.200]  可以靈命鞏固呢
[00:17:20.200 --> 00:17:21.800]  他們其實是一個運動
[00:17:21.800 --> 00:17:23.000]  剛才說過了
[00:17:23.000 --> 00:17:25.800]  是希望改革他們自己的教會
[00:17:25.800 --> 00:17:28.200]  心思上改變
[00:17:28.200 --> 00:17:30.400]  情緒上活潑
[00:17:30.400 --> 00:17:32.600]  靈命上盡心
[00:17:32.600 --> 00:17:34.600]  這三樣東西
[00:17:34.600 --> 00:17:36.600]  心思的改變
[00:17:36.600 --> 00:17:38.800]  人的思想不改變
[00:17:38.800 --> 00:17:41.200]  其他的東西都不會變
[00:17:41.200 --> 00:17:42.800]  你今天的思想
[00:17:42.800 --> 00:17:45.400]  是充實著什麼
[00:17:45.400 --> 00:17:47.000]  你今天的情懷
[00:17:47.000 --> 00:17:48.400]  你今天的情緒
[00:17:48.400 --> 00:17:50.400]  你的emotions
[00:17:50.400 --> 00:17:52.600]  到底是為什麼著急
[00:17:52.600 --> 00:17:54.400]  為什麼興奮
[00:17:54.400 --> 00:17:57.000]  你的靈命的深處
[00:17:57.000 --> 00:18:00.800]  到底是和上帝之間有多深
[00:18:00.800 --> 00:18:03.000]  清教徒他們強調的就是
[00:18:03.000 --> 00:18:05.800]  我們要不斷地保持著
[00:18:05.800 --> 00:18:09.600]  與上帝的活潑的靈交
[00:18:09.600 --> 00:18:11.400]  活潑的契通
[00:18:11.400 --> 00:18:13.800]  而他們是一套共通的信仰
[00:18:13.800 --> 00:18:14.800]  是很清晰的
[00:18:14.800 --> 00:18:16.400]  我剛才略略說過了
[00:18:16.400 --> 00:18:18.000]  亦都是今天所謂
[00:18:18.000 --> 00:18:21.400]  改革中神學的那個道統
[00:18:21.400 --> 00:18:23.400]  注重上帝的主權
[00:18:23.400 --> 00:18:26.800]  注重基督救恩代贖的奇妙
[00:18:26.800 --> 00:18:29.200]  注重聖靈活潑在我們當中
[00:18:29.200 --> 00:18:32.000]  注重教會群體的聖潔性
[00:18:32.000 --> 00:18:34.000]  注重彼此的相顧
[00:18:34.000 --> 00:18:37.400]  更加注重牧養的積分
[00:18:37.400 --> 00:18:41.400]  牧養是必須有道在其中
[00:18:41.400 --> 00:18:42.800]  而有道的時候
[00:18:42.800 --> 00:18:45.800]  牧養是必須有權威的
[00:18:45.800 --> 00:18:48.400]  無論人多反對權威也好
[00:18:48.400 --> 00:18:52.000]  人仍然需要一個正確的權威
[00:18:52.000 --> 00:18:54.800]  而牧養不只是權威
[00:18:54.800 --> 00:18:56.400]  他們認識上帝
[00:18:56.400 --> 00:19:00.200]  同時他們也深深的懂得人性
[00:19:00.200 --> 00:19:01.800]  有時候我們聽到一些批評
[00:19:01.800 --> 00:19:06.000]  就說這些做傳道人的人情世故都不懂
[00:19:06.000 --> 00:19:08.800]  我想那個已經是最浮淺的一個層面
[00:19:08.800 --> 00:19:11.200]  然後說你只是在台上講理那一套
[00:19:11.200 --> 00:19:14.200]  完全都不明白人間的疾苦
[00:19:14.200 --> 00:19:16.000]  不吃人間煙火的
[00:19:16.000 --> 00:19:18.000]  但是清教徒他們給我們
[00:19:18.000 --> 00:19:21.400]  其中一些很寶貴的著作
[00:19:21.400 --> 00:19:26.200]  就是關於如何關心靈魂
[00:19:26.200 --> 00:19:30.000]  如何去養育人的心靈
[00:19:30.000 --> 00:19:32.200]  明白人的困苦
[00:19:32.200 --> 00:19:34.600]  因為他們看罪看得很深
[00:19:34.600 --> 00:19:38.000]  看人性的軟弱是看得很透
[00:19:38.000 --> 00:19:40.400]  我記得我在培靈會裡面的講道
[00:19:40.400 --> 00:19:43.400]  我參考的其實最重要的講道是
[00:19:43.400 --> 00:19:47.200]  我們的人無論你多高多厲害多威猛
[00:19:47.200 --> 00:19:54.000]  你最終都要講自己是這個VDW
[00:19:54.000 --> 00:19:56.200]  什麼叫做VDW
[00:19:56.200 --> 00:19:59.600]  Violist Dunhill Worm
[00:19:59.600 --> 00:20:05.200]  是這個糞堆裡面最醜陋的那一條蟲
[00:20:05.200 --> 00:20:07.000]  講得這麼絕
[00:20:07.000 --> 00:20:08.600]  講得這麼深
[00:20:08.600 --> 00:20:12.600]  所以他們能夠與人同行
[00:20:12.600 --> 00:20:17.200]  再去到最深的最捆綁的痛苦那裡
[00:20:17.200 --> 00:20:19.000]  去到最高的
[00:20:19.000 --> 00:20:22.000]  人的生命徹底釋放
