
[00:00:00.000 --> 00:00:03.000]  歡迎大家來到我們的周六重大
[00:02:31.000 --> 00:02:33.000]  耶和華要伸手攻擊
[00:02:33.000 --> 00:02:37.000]  從這地剪除正下的巴力
[00:02:37.000 --> 00:02:41.000]  還有那些在屋頂上天上的萬象
[00:02:41.000 --> 00:02:48.000]  那些敬拜耶和華卻又指著米勒宮起誓的人
[00:02:48.000 --> 00:02:50.000]  上帝恨護巴力
[00:02:50.000 --> 00:02:53.000]  上帝恨護天上的萬象
[00:02:53.000 --> 00:02:57.000]  上帝恨護敬拜米勒宮的人
[00:02:57.000 --> 00:02:59.000]  然而上帝還未講完
[00:02:59.000 --> 00:03:02.000]  原來除了巴力、天象、米勒宮以外
[00:03:02.000 --> 00:03:08.000]  還有另外一件事是令耶和華極之火燬
[00:03:08.000 --> 00:03:12.000]  西班牙書第一章第十二節
[00:03:12.000 --> 00:03:16.000]  那時我必用燈巡查耶路撒冷
[00:03:16.000 --> 00:03:21.000]  懲罰那些沉眠在酒渣上的人
[00:03:21.000 --> 00:03:30.000]  他們心裡說:耶和華必不降福也不降和
[00:03:30.000 --> 00:03:34.000]  耶和華說:我必用燈巡查
[00:03:34.000 --> 00:03:35.000]  什麼意思?
[00:03:35.000 --> 00:03:37.000]  什麼叫用燈巡查耶路撒冷?
[00:03:37.000 --> 00:03:41.000]  就是說:你必原形不露,無處可逃
[00:03:41.000 --> 00:03:44.000]  我用我大盞燈照遍耶路撒冷
[00:03:44.000 --> 00:03:49.000]  沒有一個人可以逃過我的眼睛
[00:03:49.000 --> 00:03:54.000]  當我找到你們的罪證之後
[00:03:54.000 --> 00:03:57.000]  我會審判、我會懲罰
[00:03:57.000 --> 00:03:59.000]  懲罰什麼人?
[00:03:59.000 --> 00:04:03.000]  在這裡西班牙用了兩個很活潑的描繪
[00:04:03.000 --> 00:04:05.000]  去描繪這幫人
[00:04:05.000 --> 00:04:08.000]  他說:這種人有兩個特徵
[00:04:08.000 --> 00:04:11.000]  我們先從第二開始
[00:04:11.000 --> 00:04:14.000]  他說:我要審判這種人
[00:04:14.000 --> 00:04:16.000]  這種人有兩個特徵
[00:04:16.000 --> 00:04:18.000]  第一個特徵我們從第二開始
[00:04:18.000 --> 00:04:23.000]  他們心裡說:耶和華必不降福也不降和
[00:04:23.000 --> 00:04:25.000]  這句話反映了什麼呢?
[00:04:25.000 --> 00:04:30.000]  反映了他們對上帝的冷漠
[00:04:30.000 --> 00:04:35.000]  那首歌也可以唱:你有你的生活,我繼續我的忙碌
[00:04:35.000 --> 00:04:40.000]  我們河水不犯井水,天各一方各自存在
[00:04:40.000 --> 00:04:42.000]  你問我耶和華是一個怎樣的上帝?
[00:04:42.000 --> 00:04:44.000]  我不知道
[00:04:44.000 --> 00:04:48.000]  不過我猜他又不會降福,又不會降和
[00:04:48.000 --> 00:04:51.000]  總之就是溫水一堆
[00:04:51.000 --> 00:04:56.000]  這個代表了他們對耶和華已經沒有任何的感覺
[00:04:56.000 --> 00:04:58.000]  是對上帝的一種冷漠
[00:04:58.000 --> 00:04:59.000]  這是他第一個特徵
[00:04:59.000 --> 00:05:01.000]  第二個特徵
[00:05:01.000 --> 00:05:07.000]  耶和華必懲罰那些沉眠在酒渣上的人
[00:05:07.000 --> 00:05:08.000]  這是一個釀酒的比喻
[00:05:08.000 --> 00:05:11.000]  說真的,你和我都不太認識
[00:05:11.000 --> 00:05:12.000]  我都是抄書的
[00:05:12.000 --> 00:05:14.000]  聖經學者告訴我們
[00:05:14.000 --> 00:05:20.000]  這是一個當時的人都很熟悉釀酒的比喻
[00:05:20.000 --> 00:05:23.000]  說要釀成那些陳年老酒
[00:05:23.000 --> 00:05:27.000]  你要把那些酒放在一個地方
[00:05:27.000 --> 00:05:29.000]  很持久的,不要動它
[00:05:29.000 --> 00:05:34.000]  到了一個地步,那些渣已經在那裡沉澱下去
[00:05:34.000 --> 00:05:35.000]  接著你不要動它的酒
[00:05:35.000 --> 00:05:38.000]  最重要的就是要把酒放在那裡
[00:05:38.000 --> 00:05:44.000]  很久很久,經過長年累月,不斷的沉澱
[00:05:44.000 --> 00:05:48.000]  就可以釀成陳年老酒
[00:05:48.000 --> 00:05:53.000]  這幫人就是像陳年老酒釀酒的過程
[00:05:53.000 --> 00:05:56.000]  好聽一點就是他們很文靜
[00:05:56.000 --> 00:05:58.000]  不是很好讀
[00:05:58.000 --> 00:06:02.000]  說真的,全部都已經外祭
[00:06:02.000 --> 00:06:05.000]  變了做老油條
[00:06:05.000 --> 00:06:09.000]  這幫人推它都不動
[00:06:09.000 --> 00:06:13.000]  老油條,外祭
[00:06:13.000 --> 00:06:19.000]  令我想起我們廣東話有一句很精景的通俗話
[00:06:19.000 --> 00:06:22.000]  吃了一口豬油
[00:06:22.000 --> 00:06:24.000]  動都動不了
[00:06:24.000 --> 00:06:26.000]  一塊飯
[00:06:26.000 --> 00:06:29.000]  當然所謂的外祭
[00:06:29.000 --> 00:06:32.000]  所謂的動都動不了
[00:06:32.000 --> 00:06:35.000]  不是說所有的東西
[00:06:35.000 --> 00:06:38.000]  說屬靈的事情
[00:06:38.000 --> 00:06:43.000]  我不知道你第一次接觸教會有什麼經驗
[00:06:43.000 --> 00:06:44.000]  我很記得我以前
[00:06:44.000 --> 00:06:47.000]  我第一次上教會可能是小學的時候
[00:06:47.000 --> 00:06:51.000]  和家人上教會
[00:06:51.000 --> 00:06:53.000]  我不喜歡去主俠俠
[00:06:53.000 --> 00:06:55.000]  於是我和家人一起坐在那裡崇拜
[00:06:55.000 --> 00:06:57.000]  你知道小學生坐崇拜
[00:06:57.000 --> 00:06:58.000]  根本聽不懂他說什麼
[00:06:58.000 --> 00:07:01.000]  不是,我那時候很差
[00:07:01.000 --> 00:07:02.000]  我坐在那裡
[00:07:02.000 --> 00:07:04.000]  我就是看那些人
[00:07:04.000 --> 00:07:06.000]  我發覺大家崇拜之前
[00:07:06.000 --> 00:07:08.000]  大家有講有笑
[00:07:08.000 --> 00:07:10.000]  很生猛的
[00:07:10.000 --> 00:07:12.000]  崇拜一開始有些人很安靜
[00:07:12.000 --> 00:07:14.000]  好像養神一樣
[00:07:14.000 --> 00:07:18.000]  開始你猜他當然是要專心去聽到
[00:07:18.000 --> 00:07:21.000]  慢慢你覺得原來睡著了
[00:07:21.000 --> 00:07:24.000]  於是小時候我去到崇拜的時候
[00:07:24.000 --> 00:07:28.000]  我就開始猜今天誰先睡
[00:07:28.000 --> 00:07:31.000]  但是一些很奇怪的東西
[00:07:31.000 --> 00:07:34.000]  就是他一完崇拜之後
[00:07:34.000 --> 00:07:36.000]  有講有笑的
[00:07:36.000 --> 00:07:39.000]  講經濟、講股票、講樓市
[00:07:39.000 --> 00:07:41.000]  很生猛的
[00:07:41.000 --> 00:07:43.000]  但是一去到聖經
[00:07:43.000 --> 00:07:45.000]  一去到上帝的話語
[00:07:45.000 --> 00:07:47.000]  不外濟
[00:07:47.000 --> 00:07:49.000]  老油條
[00:07:49.000 --> 00:07:51.000]  像一塊飯一樣
[00:07:51.000 --> 00:07:55.000]  我一直以為基督徒就是這樣
[00:07:55.000 --> 00:07:58.000]  我心想做來做什麼呢
[00:07:58.000 --> 00:08:00.000]  直到我開始看完聖經
[00:08:00.000 --> 00:08:02.000]  我發覺保羅根本不是這樣的
[00:08:02.000 --> 00:08:04.000]  我發覺彼得不是這樣的
[00:08:04.000 --> 00:08:06.000]  我發覺約翰不是這樣的
[00:08:06.000 --> 00:08:10.000]  我發覺初期的教會一點都不外濟
[00:08:10.000 --> 00:08:13.000]  一點不一塊飯
[00:08:13.000 --> 00:08:18.000]  一點都不老油條
[00:08:18.000 --> 00:08:20.000]  所以今天我們要苦心自問
[00:08:20.000 --> 00:08:22.000]  這個上帝的話語
[00:08:22.000 --> 00:08:26.000]  你今天的屬靈狀態又是如何呢
[00:08:26.000 --> 00:08:29.000]  我不是叫你自己回去評分
[00:08:29.000 --> 00:08:30.000]  我再挑戰你
[00:08:30.000 --> 00:08:35.000]  如果上帝今天要形容你今天的屬靈狀態
[00:08:35.000 --> 00:08:38.000]  上帝會用什麼形容詞呢
[00:08:38.000 --> 00:08:41.000]  會不會你都是內濟
[00:08:41.000 --> 00:08:45.000]  會不會你都是一塊飯
[00:08:45.000 --> 00:08:49.000]  吃了一口豬油這樣的樣子
[00:08:49.000 --> 00:08:52.000]  為什麼耶路撒冷的子民
[00:08:52.000 --> 00:08:54.000]  上帝的子民
[00:08:54.000 --> 00:08:57.000]  會搞成這樣一塊飯
[00:08:57.000 --> 00:08:59.000]  動都不動
[00:08:59.000 --> 00:09:03.000]  下一節聖經告訴我們這個原因
[00:09:03.000 --> 00:09:05.000]  西班牙書第一章十三節
[00:09:05.000 --> 00:09:08.000]  他們的財寶成了掠物
[00:09:08.000 --> 00:09:11.000]  房屋變成廢墟
[00:09:11.000 --> 00:09:13.000]  上帝要對他們的審判
[00:09:13.000 --> 00:09:14.000]  審判他們什麼
[00:09:14.000 --> 00:09:15.000]  審判他們的財寶
[00:09:15.000 --> 00:09:17.000]  審判他們的房屋
[00:09:17.000 --> 00:09:19.000]  他們建造的房屋
[00:09:19.000 --> 00:09:21.000]  卻不得在其中住
[00:09:21.000 --> 00:09:24.000]  栽種的葡萄園
[00:09:24.000 --> 00:09:28.000]  卻不得喝其中所出的酒
[00:09:28.000 --> 00:09:29.000]  財寶
[00:09:29.000 --> 00:09:31.000]  房屋
[00:09:31.000 --> 00:09:32.000]  葡萄園
[00:09:32.000 --> 00:09:33.000]  金錢
[00:09:33.000 --> 00:09:35.000]  財產
[00:09:35.000 --> 00:09:36.000]  事業
[00:09:36.000 --> 00:09:37.000]  原來這些東西
[00:09:37.000 --> 00:09:40.000]  令到他們屬靈上外濟
[00:09:40.000 --> 00:09:44.000]  對上帝冷漠
[00:09:44.000 --> 00:09:45.000]  可能你聽到這裡
[00:09:45.000 --> 00:09:47.000]  有些人已經屬我了
[00:09:47.000 --> 00:09:48.000]  喂 盧伯斯
[00:09:48.000 --> 00:09:49.000]  你不要說
[00:09:49.000 --> 00:09:51.000]  你不要說
[00:09:51.000 --> 00:09:52.000]  你是不是說
[00:09:52.000 --> 00:09:54.000]  所有基督徒現在都不上班
[00:09:54.000 --> 00:09:55.000]  不賺錢
[00:09:55.000 --> 00:09:57.000]  不做生意
[00:09:57.000 --> 00:10:00.000]  當然不是
[00:10:00.000 --> 00:10:01.000]  但我要說的是
[00:10:01.000 --> 00:10:03.000]  當我們去上班賺錢
[00:10:03.000 --> 00:10:05.000]  做生意的時候
[00:10:05.000 --> 00:10:08.000]  你必須要有上帝的話語
[00:10:08.000 --> 00:10:09.000]  懇切的禱告
[00:10:09.000 --> 00:10:12.000]  保護著你脆弱的心靈
[00:10:12.000 --> 00:10:15.000]  你知不知道
[00:10:15.000 --> 00:10:17.000]  原來去上班
[00:10:17.000 --> 00:10:19.000]  去賺錢
[00:10:19.000 --> 00:10:20.000]  去做生意
[00:10:20.000 --> 00:10:22.000]  是很危險的一個動作
[00:10:22.000 --> 00:10:25.000]  你有沒有想過
[00:10:25.000 --> 00:10:28.000]  你要全副軍裝去保護
[00:10:28.000 --> 00:10:29.000]  我想大家都
[00:10:29.000 --> 00:10:31.000]  可能依稀還記得
[00:10:31.000 --> 00:10:32.000]  起初
[00:10:32.000 --> 00:10:34.000]  剛剛COVID一開始的時候
[00:10:34.000 --> 00:10:36.000]  我不知道你有沒有看過新聞
[00:10:36.000 --> 00:10:39.000]  武漢不是香港
[00:10:39.000 --> 00:10:40.000]  爆發的時候
[00:10:40.000 --> 00:10:42.000]  如果你是一個醫療人員
[00:10:42.000 --> 00:10:43.000]  你要出去做事的時候
[00:10:43.000 --> 00:10:44.000]  你會怎樣
[00:10:44.000 --> 00:10:46.000]  大搖大擺
[00:10:46.000 --> 00:10:48.000]  吸一下空氣
[00:10:48.000 --> 00:10:49.000]  不是的
[00:10:49.000 --> 00:10:51.000]  你將自己完全的包裝
[00:10:51.000 --> 00:10:52.000]  全副武裝出去
[00:10:52.000 --> 00:10:53.000]  為什麼
[00:10:53.000 --> 00:10:56.000]  因為你知道你隨時沒命
[00:10:56.000 --> 00:10:57.000]  你有沒有想過
[00:10:57.000 --> 00:11:00.000]  我們今天出去做事的時候
[00:11:00.000 --> 00:11:02.000]  我們去到這個世界
[00:11:02.000 --> 00:11:04.000]  去工作
[00:11:04.000 --> 00:11:05.000]  去生活的時候
[00:11:05.000 --> 00:11:08.000]  我們需要全副的武裝
[00:11:08.000 --> 00:11:09.000]  有沒有想過
[00:11:09.000 --> 00:11:10.000]  上班
[00:11:10.000 --> 00:11:11.000]  甚至我說上學
[00:11:11.000 --> 00:11:12.000]  賺錢
[00:11:12.000 --> 00:11:13.000]  生活
[00:11:13.000 --> 00:11:14.000]  做生意
[00:11:14.000 --> 00:11:15.000]  計劃人生
[00:11:15.000 --> 00:11:16.000]  其實是高危的動作
[00:11:16.000 --> 00:11:19.000]  致命的任務
[00:11:19.000 --> 00:11:24.000]  你唯一可以做到的
[00:11:24.000 --> 00:11:26.000]  要將你整個人生
[00:11:26.000 --> 00:11:29.000]  用上帝的話語包圍著
[00:11:29.000 --> 00:11:34.000]  再加迫切的報告
[00:11:34.000 --> 00:11:35.000]  講到這裡
[00:11:35.000 --> 00:11:36.000]  可能有人會說
[00:11:36.000 --> 00:11:37.000]  林老師
[00:11:37.000 --> 00:11:39.000]  你真是幾人優先
[00:11:39.000 --> 00:11:42.000]  要不要想得更嚴重
[00:11:42.000 --> 00:11:43.000]  如果你是這樣想的話
[00:11:43.000 --> 00:11:44.000]  你有沒有想過
[00:11:44.000 --> 00:11:46.000]  可能你已經是屬靈外祭
[00:11:46.000 --> 00:11:49.000]  你已經對上帝冷漠
[00:11:49.000 --> 00:11:50.000]  你這麼說
[00:11:50.000 --> 00:11:51.000]  是因為你不知道
[00:11:51.000 --> 00:11:52.000]  本聖經在說什麼
[00:11:52.000 --> 00:11:53.000]  你不知道
[00:11:53.000 --> 00:11:55.000]  我們所相信的上帝是什麼
[00:11:55.000 --> 00:11:58.000]  當你認真去讀本聖經
[00:11:58.000 --> 00:11:59.000]  你開始知道
[00:11:59.000 --> 00:12:01.000]  你活在這個世界上
[00:12:01.000 --> 00:12:05.000]  是一件多麼危險的事情
[00:12:05.000 --> 00:12:07.000]  西班牙的預言
[00:12:07.000 --> 00:12:09.000]  令我想起
[00:12:09.000 --> 00:12:10.000]  新約聖經裡面
[00:12:10.000 --> 00:12:15.000]  耶穌對我們的警告
[00:12:15.000 --> 00:12:17.000]  馬可福音第四章第十八節
[00:12:17.000 --> 00:12:20.000]  還有那些散在荊棘裡的
[00:12:20.000 --> 00:12:21.000]  就像人聽了道
[00:12:21.000 --> 00:12:23.000]  你記不記得
[00:12:23.000 --> 00:12:24.000]  人聽了道
[00:12:24.000 --> 00:12:28.000]  後來世上的憂慮
[00:12:28.000 --> 00:12:30.000]  錢財的迷幻
[00:12:30.000 --> 00:12:34.000]  別讓的私慾盡來
[00:12:34.000 --> 00:12:37.000]  把道遮住了
[00:12:37.000 --> 00:12:39.000]  保持著果實
[00:12:39.000 --> 00:12:40.000]  這個道對於我們來說
[00:12:40.000 --> 00:12:41.000]  太重要了
[00:12:41.000 --> 00:12:42.000]  尤其是今天
[00:12:42.000 --> 00:12:45.000]  Reformation Sunday這個週末
[00:12:45.000 --> 00:12:46.000]  改革了
[00:12:46.000 --> 00:12:47.000]  總之這個道對我們來說
[00:12:47.000 --> 00:12:48.000]  太重要了
[00:12:48.000 --> 00:12:49.000]  它是生命之道
[00:12:49.000 --> 00:12:50.000]  永生之道
[00:12:50.000 --> 00:12:52.000]  唯一的拯救
[00:12:52.000 --> 00:12:54.000]  然而你聽到只是一個開始
[00:12:54.000 --> 00:12:56.000]  你不要以為你靚了
[00:12:56.000 --> 00:12:57.000]  林牧師說
[00:12:57.000 --> 00:13:00.000]  我聽了他那篇道都可以的
[00:13:00.000 --> 00:13:01.000]  我可以了
[00:13:01.000 --> 00:13:02.000]  不是
[00:13:02.000 --> 00:13:03.000]  聽到只是一個開始
[00:13:03.000 --> 00:13:04.000]  你必須要
[00:13:04.000 --> 00:13:06.000]  將這篇道藏在心裡
[00:13:06.000 --> 00:13:09.000]  你要堅忍地守護著它
[00:13:09.000 --> 00:13:11.000]  以至它結出的果子
[00:13:11.000 --> 00:13:12.000]  如果不是
[00:13:12.000 --> 00:13:16.000]  你會變成西班牙先知所說的
[00:13:16.000 --> 00:13:17.000]  那種呆滯
[00:13:17.000 --> 00:13:19.000]  那種對上帝的冷漠
[00:13:19.000 --> 00:13:21.000]  以至上帝的審判
[00:13:21.000 --> 00:13:24.000]  必臨到你
[00:13:24.000 --> 00:13:25.000]  但我沒有時間
[00:13:25.000 --> 00:13:27.000]  跟你回到《某福音》
[00:13:27.000 --> 00:13:28.000]  講殺種的比喻
[00:13:28.000 --> 00:13:30.000]  或者種子的比喻
[00:13:30.000 --> 00:13:31.000]  《某福音》第四章
[00:13:31.000 --> 00:13:33.000]  重新再講一次
[00:13:33.000 --> 00:13:34.000]  但我想借用
[00:13:34.000 --> 00:13:37.000]  我那篇道的最後總結
[00:13:37.000 --> 00:13:38.000]  去鼓勵挑戰
[00:13:38.000 --> 00:13:40.000]  提醒大家
[00:13:40.000 --> 00:13:41.000]  你們還記得
[00:13:41.000 --> 00:13:44.000]  那篇道的題目叫做
[00:13:44.000 --> 00:13:46.000]  聽啊
[00:13:46.000 --> 00:13:47.000]  並要再聽
[00:13:47.000 --> 00:13:50.000]  要不斷重複去聆聽
[00:13:50.000 --> 00:13:52.000]  要深入的思考
[00:13:52.000 --> 00:13:54.000]  用上帝的真道
[00:13:54.000 --> 00:13:57.000]  充斥著我們的頭腦
[00:13:57.000 --> 00:13:59.000]  我們的心靈
[00:13:59.000 --> 00:14:01.000]  那篇道最後的結局是這樣
[00:14:01.000 --> 00:14:03.000]  那個應用
[00:14:03.000 --> 00:14:05.000]  緊握真道不放手
[00:14:05.000 --> 00:14:08.000]  忍受患難心自堅
[00:14:08.000 --> 00:14:11.000]  捨棄錢財求天國
[00:14:11.000 --> 00:14:13.000]  領受真道
[00:14:13.000 --> 00:14:14.000]  心內主
[00:14:14.000 --> 00:14:16.000]  這四點
[00:14:16.000 --> 00:14:20.000]  是我們抗衡外際
[00:14:20.000 --> 00:14:23.000]  冷漠的唯一路徑
[00:14:23.000 --> 00:14:25.000]  我們必須要
[00:14:25.000 --> 00:14:27.000]  馬上急趕的上路
[00:14:27.000 --> 00:14:28.000]  為什麼
[00:14:28.000 --> 00:14:30.000]  因為西班牙告訴我們
[00:14:30.000 --> 00:14:33.000]  上帝的大日子將要臨近
[00:14:33.000 --> 00:14:35.000]  世話下書第一章
[00:14:35.000 --> 00:14:36.000]  第十四節
[00:14:36.000 --> 00:14:38.000]  大日子臨近臨近而且
[00:14:38.000 --> 00:14:40.000]  甚快快過
[00:14:40.000 --> 00:14:41.000]  你想的一齊
[00:14:41.000 --> 00:14:44.000]  那日子是憤怒的日子
[00:14:44.000 --> 00:14:45.000]  急難困苦的日子
[00:14:45.000 --> 00:14:47.000]  惡惑或煩惱的日子
[00:14:47.000 --> 00:14:50.000]  金銀不能救你自己
[00:14:50.000 --> 00:14:56.000]  真道的火必消滅全地
[00:14:56.000 --> 00:14:58.000]  如果你上個禮拜又在這裡
[00:14:58.000 --> 00:14:59.000]  你記得
[00:14:59.000 --> 00:15:01.000]  在西班牙書第一章完結之後
[00:15:01.000 --> 00:15:02.000]  去到第二章的時候
[00:15:02.000 --> 00:15:04.000]  上帝開始將矛頭
[00:15:04.000 --> 00:15:07.000]  將他的烈火指向
[00:15:07.000 --> 00:15:09.000]  猶大國的鄰國
[00:15:09.000 --> 00:15:11.000]  其他的外邦人
[00:15:11.000 --> 00:15:14.000]  不過去到第三章
[00:15:14.000 --> 00:15:15.000]  西班牙書第三章的時候
[00:15:15.000 --> 00:15:17.000]  上帝又再次注目
[00:15:17.000 --> 00:15:18.000]  在耶路撒冷
[00:15:18.000 --> 00:15:19.000]  所以最後的主角是誰
[00:15:19.000 --> 00:15:20.000]  最後的主角是
[00:15:20.000 --> 00:15:23.000]  第五耶路撒冷
[00:15:23.000 --> 00:15:25.000]  因為急難的日子
[00:15:25.000 --> 00:15:26.000]  上帝擲到的烈火
[00:15:26.000 --> 00:15:29.000]  要先臨到他自己的指紋
[00:15:29.000 --> 00:15:34.000]  於是帶我們進入西班牙書第三章
[00:15:34.000 --> 00:15:35.000]  有趣的地方是
[00:15:35.000 --> 00:15:37.000]  當你去到西班牙書第三章的時候
[00:15:37.000 --> 00:15:39.000]  你以為死定了
[00:15:39.000 --> 00:15:41.000]  上帝的烈火一定下來
[00:15:41.000 --> 00:15:42.000]  全死了
[00:15:42.000 --> 00:15:44.000]  又不是
[00:15:44.000 --> 00:15:46.000]  去到西班牙書第三章的時候
[00:15:46.000 --> 00:15:47.000]  我們見到兩件事
[00:15:47.000 --> 00:15:48.000]  第一
[00:15:48.000 --> 00:15:50.000]  我們見到一個災禍的警告
[00:15:50.000 --> 00:15:52.000]  這個是必然發生的
[00:15:52.000 --> 00:15:53.000]  你猜到
[00:15:53.000 --> 00:15:57.000]  但除了災難的警告之外
[00:15:57.000 --> 00:16:00.000]  他又給了一個祝福的宣告
[00:16:00.000 --> 00:16:01.000]  所以有災難
[00:16:01.000 --> 00:16:04.000]  亦都有祝福
[00:16:04.000 --> 00:16:06.000]  小學生告訴我們
[00:16:06.000 --> 00:16:07.000]  西班牙書第三章
[00:16:07.000 --> 00:16:10.000]  可以分為五段
[00:16:10.000 --> 00:16:11.000]  頭兩段是災禍
[00:16:11.000 --> 00:16:12.000]  跟著有個轉折點
[00:16:12.000 --> 00:16:14.000]  跟著變成了福氣
[00:16:14.000 --> 00:16:15.000]  變成了祝福
[00:16:15.000 --> 00:16:16.000]  頭兩段是這樣的
[00:16:16.000 --> 00:16:18.000]  禍災耶成
[00:16:18.000 --> 00:16:19.000]  耶路撒冷
[00:16:19.000 --> 00:16:20.000]  禍災耶路撒冷
[00:16:20.000 --> 00:16:23.000]  因為耶路撒冷不知受詞
[00:16:23.000 --> 00:16:25.000]  禍災耶路撒冷
[00:16:25.000 --> 00:16:28.000]  因為祂不受訓誨
[00:16:28.000 --> 00:16:29.000]  跟著
[00:16:29.000 --> 00:16:31.000]  說上帝的日子來了
[00:16:31.000 --> 00:16:32.000]  上帝的日子來了
[00:16:32.000 --> 00:16:33.000]  祂要擄掠耶路撒冷
[00:16:33.000 --> 00:16:35.000]  厲害了
[00:16:35.000 --> 00:16:36.000]  審判
[00:16:36.000 --> 00:16:37.000]  但是很奇怪的
[00:16:37.000 --> 00:16:38.000]  就是這個時候
[00:16:38.000 --> 00:16:40.000]  祂又有個轉折點
[00:16:40.000 --> 00:16:41.000]  上帝來的日子
[00:16:41.000 --> 00:16:44.000]  祂也要賜福給耶路撒冷
[00:16:44.000 --> 00:16:45.000]  但是我們去到第四
[00:16:45.000 --> 00:16:46.000]  第五
[00:16:46.000 --> 00:16:48.000]  福臨耶路撒冷
[00:16:48.000 --> 00:16:49.000]  在耶路撒冷當中
[00:16:49.000 --> 00:16:52.000]  會有一班愚民
[00:16:52.000 --> 00:16:53.000]  他們會投靠耶穌
[00:16:53.000 --> 00:16:55.000]  說在耶路撒冷那裡
[00:16:55.000 --> 00:16:59.000]  最終有個歡欣的拯救
[00:16:59.000 --> 00:17:01.000]  我想很快地給你看看
[00:17:01.000 --> 00:17:03.000]  這五段聖經的片段
[00:17:03.000 --> 00:17:04.000]  我們不會看完
[00:17:04.000 --> 00:17:06.000]  我們只可以看少少的片段
[00:17:06.000 --> 00:17:08.000]  然後我想帶你
[00:17:08.000 --> 00:17:10.000]  由舊約去到新約
[00:17:10.000 --> 00:17:11.000]  因為這些所有都是
[00:17:11.000 --> 00:17:13.000]  未來報告
[00:17:13.000 --> 00:17:15.000]  所有東西其實只向新約
[00:17:15.000 --> 00:17:17.000]  跟著在新約裡面
[00:17:17.000 --> 00:17:18.000]  去思想西班牙
[00:17:18.000 --> 00:17:22.000]  對我們今天基督人生的形容
[00:17:22.000 --> 00:17:24.000]  所以我們很快地看這五個片段
[00:17:24.000 --> 00:17:25.000]  第一個片段是
[00:17:25.000 --> 00:17:26.000]  禍災耶成
[00:17:26.000 --> 00:17:27.000]  因為耶路撒冷
[00:17:27.000 --> 00:17:29.000]  不知羞恥
[00:17:29.000 --> 00:17:31.000]  西班牙書第三章第一節
[00:17:31.000 --> 00:17:32.000]  禍災者
[00:17:32.000 --> 00:17:33.000]  欺壓的成
[00:17:33.000 --> 00:17:36.000]  撥疫
[00:17:36.000 --> 00:17:37.000]  污穢
[00:17:37.000 --> 00:17:38.000]  不聽從
[00:17:38.000 --> 00:17:39.000]  命令
[00:17:39.000 --> 00:17:40.000]  不親近
[00:17:40.000 --> 00:17:41.000]  上帝也禍災
[00:17:41.000 --> 00:17:42.000]  他中間是
[00:17:42.000 --> 00:17:43.000]  公義的
[00:17:43.000 --> 00:17:44.000]  每祖神顯明公義
