
[00:00:00.000 --> 00:00:03.660]  我們今天繼續講雅歌的系列
[00:13:06.700 --> 00:13:10.780]  內功深厚的太陽穴高高鼓起
[00:13:10.780 --> 00:13:13.740]  這裏不是說蘇拉密是武林高手
[00:13:13.740 --> 00:13:19.580]  這裏是說太陽穴是眼睛和耳朵中間的部分
[00:13:19.580 --> 00:13:24.300]  包括面珠是像石樓一樣的顏色
[00:13:24.300 --> 00:13:27.180]  非常好的血氣
[00:13:27.180 --> 00:13:29.740]  這個太陽穴這個字在《雅歌》
[00:13:29.740 --> 00:13:33.420]  四章三節六章七節都有出現
[00:13:33.420 --> 00:13:36.380]  其實所羅門王是很喜歡石樓
[00:13:36.380 --> 00:13:38.940]  他在聖殿的柱子上
[00:13:38.940 --> 00:13:42.460]  也是雕刻了很多石樓
[00:13:42.460 --> 00:13:44.940]  根據猶太人的傳統
[00:13:44.940 --> 00:13:56.780]  他的皇冠就是照着石樓尾部的形狀來設計
[00:13:56.780 --> 00:13:58.140]  我們看到的確
[00:13:58.140 --> 00:14:02.060]  蘇拉密不單止他的嘴脣
[00:14:02.060 --> 00:14:04.460]  他的膚色都是非常好
[00:14:04.460 --> 00:14:07.580]  好像是塗了胭脂一樣
[00:14:07.580 --> 00:14:12.140]  跟着所羅門王就是描述蘇拉密的頭頸
[00:14:12.140 --> 00:14:13.660]  他的頸項
[00:14:13.660 --> 00:14:15.740]  在《雅歌》的四章四節
[00:14:15.740 --> 00:14:20.860]  說你的頸項好像大魏建造收藏軍器的高臺
[00:14:20.860 --> 00:14:27.180]  其上懸掛一千盾牌都是勇士的藤牌
[00:14:27.180 --> 00:14:28.620]  我們看到
[00:14:28.620 --> 00:14:33.660]  所羅門王是用大魏的高臺來形容蘇拉密的頸
[00:14:33.660 --> 00:14:35.900]  大魏的高臺是什麼
[00:14:35.900 --> 00:14:40.220]  我相信是在《尼加書》的四章四節
[00:14:40.220 --> 00:14:45.740]  和《尼希米記》的三章十六和三章二十五節所提到
[00:14:45.740 --> 00:14:49.340]  是大魏收藏兵器的地方
[00:14:49.340 --> 00:14:53.500]  他不單止是收藏兵器在這個高臺
[00:14:53.500 --> 00:14:55.900]  他還在這個高臺的塔上
[00:14:55.900 --> 00:15:00.060]  懸掛着那些盾牌和藤牌
[00:15:00.060 --> 00:15:01.500]  要來做什麼
[00:15:01.500 --> 00:15:03.820]  要來耀武揚威
[00:15:03.820 --> 00:15:05.820]  是讓他的敵人看到
[00:15:05.820 --> 00:15:08.540]  他的武器是充足
[00:15:08.540 --> 00:15:10.620]  他的國勢是強盛
[00:15:10.620 --> 00:15:13.740]  和敵人說你不要來攻擊我
[00:15:13.740 --> 00:15:17.020]  我們是很強盛
[00:15:17.020 --> 00:15:20.780]  在《以西結書》的二十七章十節
[00:15:20.780 --> 00:15:22.140]  正是這樣說
[00:15:22.140 --> 00:15:28.540]  懸掛盾牌和頭盔的意思就是彰顯尊榮
[00:15:28.540 --> 00:15:30.540]  是令人感到驕傲
[00:15:30.540 --> 00:15:32.140]  令人感到自豪
[00:15:32.140 --> 00:15:35.900]  這個高臺就是令人感到驕傲的意思
[00:15:35.900 --> 00:15:39.100]  就是說蘇拉密的脖子非常直
[00:15:39.100 --> 00:15:40.860]  好像大魏高臺
[00:15:40.860 --> 00:15:43.660]  很有高傲的氣質
[00:15:43.660 --> 00:15:46.140]  我記得我很久之前
[00:15:46.140 --> 00:15:49.580]  曾經和我的媽媽兩個去看房子
[00:15:49.580 --> 00:15:52.620]  那時候我們想買一間房子
[00:15:52.620 --> 00:15:54.860]  去到那裏的經紀
[00:15:54.860 --> 00:15:56.220]  賣房子的經紀
[00:15:56.220 --> 00:15:59.020]  他指着我的媽媽說
[00:15:59.020 --> 00:16:02.300]  太太你的脖子很直
[00:16:02.300 --> 00:16:04.140]  你很有質素
[00:16:04.140 --> 00:16:06.940]  你的脖子就像皇后的脖子一樣
[00:16:06.940 --> 00:16:10.060]  非常有高傲的氣質
[00:16:10.060 --> 00:16:11.820]  我不知道這個經紀
[00:16:11.820 --> 00:16:14.380]  是否每次見到別人來看房子
[00:16:14.380 --> 00:16:16.300]  都是說一樣的話
[00:16:16.300 --> 00:16:18.300]  但有一件事是真的
[00:16:18.300 --> 00:16:21.260]  就是女王的頭頸真的很直
[00:16:21.260 --> 00:16:23.660]  很有高傲的氣質
[00:16:23.660 --> 00:16:25.820]  我相信這裏所羅門王
[00:16:25.820 --> 00:16:27.740]  就是用大魏的高臺
[00:16:27.740 --> 00:16:30.380]  來描述蘇拉密的脖子
[00:16:30.380 --> 00:16:32.940]  就是這個原因
[00:16:32.940 --> 00:16:35.260]  另外有一個可能性
[00:16:35.260 --> 00:16:38.700]  就是現在我們結婚的時候
[00:16:38.700 --> 00:16:43.820]  都是新郎和新娘交換結婚戒指
[00:16:43.820 --> 00:16:45.340]  但在古代
[00:16:45.340 --> 00:16:50.860]  一個未婚夫會將一條頸鍊送給未婚妻
[00:16:50.860 --> 00:16:52.860]  而在這條頸鍊的上方
[00:16:52.860 --> 00:16:54.700]  有很多裝飾
[00:16:54.700 --> 00:16:57.020]  而且有很多錢幣
[00:16:57.020 --> 00:16:59.020]  非常耀眼
[00:16:59.020 --> 00:17:00.780]  爲什麼那麼耀眼
[00:17:00.780 --> 00:17:04.140]  就是要讓所有的狂蜂浪蝶知道
[00:17:04.140 --> 00:17:07.580]  這個女士已經是名花有主
[00:17:07.580 --> 00:17:08.860]  心有所屬
[00:17:08.860 --> 00:17:11.180]  你們不需要癡心妄想
[00:17:11.180 --> 00:17:12.940]  不要去追求
[00:17:12.940 --> 00:17:15.420]  就好像大魏的高臺
[00:17:15.420 --> 00:17:17.420]  將那些盾牌掛出來
[00:17:17.420 --> 00:17:18.460]  跟敵人說
[00:17:18.460 --> 00:17:20.700]  你們不要想着來攻擊我們
[00:17:20.700 --> 00:17:22.860]  我們是非常強盛的
[00:17:22.860 --> 00:17:27.980]  兩者是有相同的意思在裏面
[00:17:27.980 --> 00:17:32.940]  我們也可以解釋另外一節經文
[00:17:32.940 --> 00:17:35.980]  就是《路加福音》第15章
[00:17:35.980 --> 00:17:38.620]  我們知道那裏有一個婦人
[00:17:38.620 --> 00:17:40.140]  有十個錢幣
[00:17:40.140 --> 00:17:41.740]  不見了一個
[00:17:41.740 --> 00:17:44.460]  她是非常傷心
[00:17:44.460 --> 00:17:47.180]  她無論如何都要找到這個錢幣
[00:17:47.180 --> 00:17:50.380]  你說一個錢幣有什麼好緊張的
[00:17:50.380 --> 00:17:52.300]  但她就一定要去找
[00:17:52.300 --> 00:17:54.380]  找到了之後她開心得
[00:17:54.380 --> 00:17:58.220]  跟她的朋友和她的輪舍一起來慶祝
[00:17:58.220 --> 00:18:00.140]  你說爲了一個錢幣
[00:18:00.140 --> 00:18:02.940]  值不值得大排筵席
[00:18:02.940 --> 00:18:06.860]  相信這條頸鍊就是她的丈夫
[00:18:06.860 --> 00:18:09.820]  當年送給她的定情信物
[00:18:09.820 --> 00:18:11.740]  在上面有十個錢幣
[00:18:11.740 --> 00:18:13.100]  不見了一個
[00:18:13.100 --> 00:18:14.940]  你說她有多傷心
[00:18:14.940 --> 00:18:20.380]  一定要去找到爲止
[00:18:20.380 --> 00:18:24.300]  其實耶穌基督都有給定情信物
[00:18:24.300 --> 00:18:26.620]  給祂的新娘、給教會
[00:18:26.620 --> 00:18:30.700]  我們每一個真正接受耶穌基督的人
[00:18:30.700 --> 00:18:33.260]  我們身上都有祂的靈
[00:18:33.260 --> 00:18:35.180]  有聖靈
[00:18:35.180 --> 00:18:39.180]  從聖靈我們可以支取從神而來的力量
[00:18:39.180 --> 00:18:44.780]  從聖靈我們可以支取從神而來的保護
[00:18:44.780 --> 00:18:48.620]  我曾經和大家說過很多次
[00:18:48.620 --> 00:18:53.980]  我不相信基督徒能夠被鬼上身
[00:18:53.980 --> 00:18:58.220]  因爲有魔鬼想上基督徒的身
[00:18:58.220 --> 00:19:00.140]  他去拍門的時候
[00:19:00.140 --> 00:19:01.980]  是誰應門
[00:19:01.980 --> 00:19:03.980]  是聖靈來應門
[00:19:03.980 --> 00:19:06.780]  聖靈說這裏已經是我居住的地方
[00:19:06.780 --> 00:19:10.620]  你不用想進入這個人的身上
[00:19:10.620 --> 00:19:14.700]  就好像我說的未婚妻的那條頸鍊
[00:19:14.700 --> 00:19:19.100]  那些狂蜂浪蝶看到都退避三舍
[00:19:19.100 --> 00:19:20.860]  魔鬼也是一樣
[00:19:20.860 --> 00:19:25.340]  見到我們有從耶穌基督而來的定情信物
[00:19:25.340 --> 00:19:26.380]  就是聖靈
[00:19:26.380 --> 00:19:31.740]  他是不敢入住或上基督徒的身
[00:19:31.740 --> 00:19:35.500]  一個真正接受耶穌基督的人
[00:19:35.500 --> 00:19:37.820]  魔鬼是可以去試探他
[00:19:37.820 --> 00:19:41.020]  但不可以上他的身
[00:19:41.020 --> 00:19:45.580]  但我也聽過很多牧師的朋友說
[00:19:45.580 --> 00:19:50.300]  Sidney 我真的見過有基督徒被鬼上身
[00:19:50.300 --> 00:19:52.860]  我相信這裏所謂的基督徒
[00:19:52.860 --> 00:19:56.220]  就是他們自己以爲是成爲了基督徒
[00:19:56.220 --> 00:19:59.100]  他們自己以爲是有聖靈在他們的身上
[00:19:59.100 --> 00:20:01.260]  但其實他們是沒有
[00:20:01.260 --> 00:20:04.860]  以至魔鬼是可以上他們的身
[00:20:04.860 --> 00:20:07.660]  其實耶穌基督自己也說過
[00:20:07.660 --> 00:20:09.580]  在《馬太福音》的七章
[00:20:09.580 --> 00:20:13.340]  不是每個人在末世說主啊主啊
[00:20:13.340 --> 00:20:15.260]  都能夠得救
[00:20:15.260 --> 00:20:18.860]  所以不是所有自己說是基督徒的
[00:20:18.860 --> 00:20:20.860]  都是真正的基督徒
[00:20:20.860 --> 00:20:24.060]  你說怎樣才能真正得救
[00:20:24.060 --> 00:20:28.540]  我相信羅馬書的七章第四節是告訴我們
[00:20:28.540 --> 00:20:31.580]  叫你們歸於別人
[00:20:31.580 --> 00:20:33.740]  我們已經嫁給了耶穌基督
[00:20:33.740 --> 00:20:35.100]  我們是耶穌基督的新娘
[00:20:35.100 --> 00:20:37.420]  我們不再是屬於自己
[00:20:37.420 --> 00:20:40.300]  就是屬於那從死裏復活的
