
[00:00:00.000 --> 00:00:03.440]  這一節聖經在十度行傳第一章第八節
[00:02:07.160 --> 00:02:09.920]  我們不但在各地建立教會
[00:02:09.920 --> 00:02:11.400]  我們也在不同的地方
[00:02:11.400 --> 00:02:13.400]  我們建立了孤兒院
[00:02:13.400 --> 00:02:14.920]  職業信念學校
[00:02:14.920 --> 00:02:16.840]  以及生命和診所
[00:02:16.840 --> 00:02:19.160]  我們看見神所成就的
[00:02:19.160 --> 00:02:22.520]  遠遠超過我們人所求所想
[00:02:22.520 --> 00:02:24.320]  你們在將榮耀給給我們來
[00:02:24.320 --> 00:02:28.120]  神Hallelujah
[00:02:28.120 --> 00:02:29.320]  我想在這裡一方面
[00:02:29.320 --> 00:02:32.160]  真的要來感謝我們教會的弟兄姐妹
[00:02:32.160 --> 00:02:33.640]  這麼多年來
[00:02:33.640 --> 00:02:36.840]  真的衷心的支持
[00:02:36.840 --> 00:02:39.080]  擺上奉獻
[00:02:39.080 --> 00:02:39.840]  我們真的看見
[00:02:39.840 --> 00:02:41.440]  若是沒有你們的參與
[00:02:41.440 --> 00:02:42.920]  沒有你們的擺上
[00:02:42.920 --> 00:02:45.760]  我們今天不可能發展到這樣的地步
[00:02:45.760 --> 00:02:50.920]  也為你們自己鼓掌一下吧
[00:02:50.920 --> 00:02:53.240]  但另一方面也必須承認
[00:02:53.240 --> 00:02:57.520]  這一切並不是依靠人的勢力跟才能
[00:02:57.520 --> 00:03:01.960]  真的是依靠聖靈的能力方能成事
[00:03:01.960 --> 00:03:02.920]  你們
[00:03:02.920 --> 00:03:04.120]  所以主耶穌在史讀下
[00:03:04.120 --> 00:03:06.760]  第一章第八節很清楚講到說
[00:03:06.760 --> 00:03:09.320]  當聖靈降臨在你們身上
[00:03:09.320 --> 00:03:11.760]  你們就必得到能力
[00:03:11.760 --> 00:03:13.720]  要從本地的耶路撒冷
[00:03:13.720 --> 00:03:19.080]  猶太泉地撒滿亞直到地極做我的見證
[00:03:19.080 --> 00:03:20.320]  在過去二十五年來
[00:03:20.320 --> 00:03:23.280]  我們看見生命河的確已經經歷了
[00:03:23.280 --> 00:03:27.360]  神所賜給教會聖靈的能力
[00:03:27.360 --> 00:03:29.160]  但是這個聖靈的能力
[00:03:29.160 --> 00:03:31.760]  不單是給教會而已
[00:03:31.760 --> 00:03:32.960]  這個聖靈的能力
[00:03:32.960 --> 00:03:36.840]  其實也是降臨在每一位信徒身上
[00:03:36.840 --> 00:03:37.960]  你們
[00:03:37.960 --> 00:03:40.640]  史讀第二章第一節到第四節裡面
[00:03:40.640 --> 00:03:42.040]  我們看見這裡說
[00:03:42.040 --> 00:03:45.120]  五旬節到了門徒都聚集在一處
[00:03:45.120 --> 00:03:47.320]  忽然從天上有響聲下來
[00:03:47.320 --> 00:03:49.480]  好像一陣大風吹過
[00:03:49.480 --> 00:03:51.920]  充滿了他們所做的屋子
[00:03:51.920 --> 00:03:54.280]  又有舌頭如火焰顯現出來
[00:03:54.280 --> 00:03:57.640]  分開落在他們個人頭上
[00:03:57.640 --> 00:03:59.440]  他們就都被聖靈充滿
[00:03:59.440 --> 00:04:01.200]  按照聖靈所賜的口才
[00:04:01.200 --> 00:04:03.360]  說起別國的話來
[00:04:03.360 --> 00:04:04.600]  這裡講得很清楚
[00:04:04.600 --> 00:04:08.960]  聖靈的能力是應許給每一位信徒
[00:04:08.960 --> 00:04:13.680]  聖靈是落在每一個個人的頭上
[00:04:13.680 --> 00:04:14.720]  但很多時候我卻看見
[00:04:14.720 --> 00:04:16.400]  今天很多的信徒
[00:04:16.400 --> 00:04:19.000]  在忙碌的生活當中
[00:04:19.000 --> 00:04:22.320]  感覺不到聖靈在他們身上的工作
[00:04:22.320 --> 00:04:24.920]  以至於常常在信心上
[00:04:24.920 --> 00:04:28.960]  落入軟弱灰心的光景當中
[00:04:28.960 --> 00:04:32.800]  所以今天我們要從初代教會的信徒身上
[00:04:32.800 --> 00:04:35.560]  我們來看怎麼樣能夠更深的
[00:04:35.560 --> 00:04:38.720]  能夠經歷聖靈的作為
[00:04:38.720 --> 00:04:39.760]  首先第一個
[00:04:39.760 --> 00:04:42.280]  我們一定要渴慕聖靈來充滿
[00:04:42.280 --> 00:04:46.840]  跟你們說要渴慕聖靈來充滿
[00:04:46.840 --> 00:04:49.040]  首先現在第一章第十四節
[00:04:49.040 --> 00:04:50.120]  我們看見這裡說
[00:04:50.120 --> 00:04:51.760]  這些人同的幾個婦人
[00:04:51.760 --> 00:04:53.400]  和耶穌的母親瑪利亞
[00:04:53.400 --> 00:04:54.720]  並耶穌的弟兄
[00:04:54.720 --> 00:04:58.120]  都同心合意的恆切禱告
[00:04:58.120 --> 00:05:01.280]  當主耶穌復活升天之後
[00:05:01.280 --> 00:05:04.480]  主耶穌就應許他的門徒們
[00:05:04.480 --> 00:05:05.880]  要領受聖靈
[00:05:05.880 --> 00:05:08.600]  聖靈要降臨下來
[00:05:08.600 --> 00:05:11.320]  而我們看見在這些門徒們
[00:05:11.320 --> 00:05:13.960]  他們領受主耶穌給他們應許的時候
[00:05:13.960 --> 00:05:16.600]  他們沒有只是坐在那裡等候而已
[00:05:16.600 --> 00:05:17.960]  沒有
[00:05:17.960 --> 00:05:19.040]  這裡講得很清楚
[00:05:19.040 --> 00:05:21.840]  他們同心合意在幹什麼
[00:05:21.840 --> 00:05:23.240]  禱告
[00:05:23.240 --> 00:05:24.320]  禱告代表什麼
[00:05:24.320 --> 00:05:27.280]  禱告代表他們的渴慕
[00:05:27.280 --> 00:05:29.320]  而且不是只禱告一天而已
[00:05:29.320 --> 00:05:31.840]  不是只有一次的禱告
[00:05:31.840 --> 00:05:33.520]  我們看見他們從
[00:05:33.520 --> 00:05:36.360]  耶穌基督復活升天
[00:05:36.360 --> 00:05:37.840]  一直到五旬節中間
[00:05:37.840 --> 00:05:40.720]  一個有十天之久
[00:05:40.720 --> 00:05:43.400]  他們迫切的渴慕
[00:05:43.400 --> 00:05:44.800]  迫切的禱告
[00:05:44.800 --> 00:05:47.600]  我們看見渴慕聖靈充滿
[00:05:47.600 --> 00:05:51.200]  是經歷聖靈能力不可少的條件
[00:05:51.200 --> 00:05:52.320]  你們
[00:05:52.320 --> 00:05:53.480]  很多時候我們之所以
[00:05:53.480 --> 00:05:56.080]  沒有辦法經歷到聖靈的能力
[00:05:56.080 --> 00:05:57.000]  最主要的原因
[00:05:57.000 --> 00:05:58.000]  弟兄姊妹
[00:05:58.000 --> 00:06:01.000]  就是因為我們不渴慕
[00:06:01.000 --> 00:06:02.160]  特別在這樣一個
[00:06:02.160 --> 00:06:04.960]  資源很豐富的時代裡面
[00:06:04.960 --> 00:06:07.280]  我們常常覺得我們不是很需要神
[00:06:07.280 --> 00:06:08.480]  不是嗎
[00:06:08.480 --> 00:06:10.360]  好像如果沒有神的恩典
[00:06:10.360 --> 00:06:12.240]  也沒關係了
[00:06:12.240 --> 00:06:13.880]  如果沒有聖靈的充滿
[00:06:13.880 --> 00:06:15.800]  也沒關係了
[00:06:15.800 --> 00:06:17.960]  反正我們可以依靠自己
[00:06:17.960 --> 00:06:19.720]  我們依靠我們的家人
[00:06:19.720 --> 00:06:22.720]  我們可以依靠我們周圍的環境
[00:06:22.720 --> 00:06:24.920]  特別是我們在這麼大間教會
[00:06:24.920 --> 00:06:26.800]  好像我們好像覺得什麼都有了
[00:06:26.800 --> 00:06:28.960]  我們也不覺得很需要神
[00:06:28.960 --> 00:06:30.680]  不是嗎
[00:06:30.680 --> 00:06:32.120]  我就想到在
[00:06:32.120 --> 00:06:34.280]  聖誕節的故事裡面
[00:06:34.280 --> 00:06:37.680]  當東方博士來到耶路撒冷
[00:06:37.680 --> 00:06:39.240]  他們問西綠王說
[00:06:39.240 --> 00:06:41.240]  那生下來做猶大王的
[00:06:41.240 --> 00:06:43.520]  要生在哪裡啊
[00:06:43.520 --> 00:06:46.960]  在西綠王旁邊的文士
[00:06:46.960 --> 00:06:48.560]  毫不考慮
[00:06:48.560 --> 00:06:49.680]  毫不猶豫
[00:06:49.680 --> 00:06:54.800]  立刻就回答要生在猶大地的伯利恆
[00:06:54.800 --> 00:06:57.800]  他們都知道標準答案
[00:06:57.800 --> 00:07:01.680]  但他們卻沒有一個可慕的心去尋求
[00:07:01.680 --> 00:07:03.200]  其實耶路撒冷
[00:07:03.200 --> 00:07:06.480]  離伯利恆也不過走路一個多鐘頭而已
[00:07:06.480 --> 00:07:09.040]  這麼近的距離
[00:07:09.040 --> 00:07:12.800]  他們都沒有一個可慕的心去尋求
[00:07:12.800 --> 00:07:13.800]  今天多少時候
[00:07:13.800 --> 00:07:16.000]  我們不也是如此嗎
[00:07:16.000 --> 00:07:17.760]  在教會裡面久了
[00:07:17.760 --> 00:07:21.480]  好像我們一切的標準答案都知道了
[00:07:21.480 --> 00:07:23.920]  我們自以為很屬靈
[00:07:23.920 --> 00:07:25.960]  自以為很滿足
[00:07:25.960 --> 00:07:30.360]  我們也不那麼覺得我們真的很需要神
[00:07:30.360 --> 00:07:32.520]  但你們讓我告訴你
[00:07:32.520 --> 00:07:34.440]  在你生活當中
[00:07:34.440 --> 00:07:36.360]  有神的恩典
[00:07:36.360 --> 00:07:40.600]  跟沒有神的恩典差太遠了
[00:07:40.600 --> 00:07:42.440]  在你生活當中
[00:07:42.440 --> 00:07:44.160]  有聖靈的充滿
[00:07:44.160 --> 00:07:48.360]  跟沒有聖靈的充滿差太遠了
[00:07:48.360 --> 00:07:50.040]  這為什麼保羅在以佛所說
[00:07:50.040 --> 00:07:52.880]  第五章十八節很清楚的告訴我們說
[00:07:52.880 --> 00:07:53.720]  不要醉酒
[00:07:53.720 --> 00:07:54.960]  酒能使人放蕩
[00:07:54.960 --> 00:07:59.000]  乃要被聖靈充滿
[00:07:59.000 --> 00:08:02.000]  保羅在以佛不是給我們一個建議
[00:08:02.000 --> 00:08:03.720]  不是一個願望
[00:08:03.720 --> 00:08:05.920]  這是個命令句
[00:08:05.920 --> 00:08:07.840]  你們要被聖靈充滿
[00:08:07.840 --> 00:08:08.640]  換句話說
[00:08:08.640 --> 00:08:10.960]  做一個基督徒
[00:08:10.960 --> 00:08:15.640]  光是有聖靈的內註是不夠的
[00:08:15.640 --> 00:08:20.480]  跟你朋友說光有聖靈的內註是不夠的
[00:08:20.480 --> 00:08:25.520]  聖靈的內註只是表明你是屬於神的
[00:08:25.520 --> 00:08:29.600]  但你更需要被聖靈充滿
[00:08:29.600 --> 00:08:31.320]  只有當你被聖靈充滿
[00:08:31.320 --> 00:08:33.840]  你才能夠經歷到聖靈的能力
[00:08:33.840 --> 00:08:37.920]  能夠經歷到得聖生活的能力
[00:08:37.920 --> 00:08:41.840]  那你說我們怎麼樣才能被聖靈充滿呢
[00:08:41.840 --> 00:08:46.120]  首先第一個要求聖靈來光照
[00:08:46.120 --> 00:08:49.840]  跟你朋友說要求聖靈來光照
[00:08:49.840 --> 00:08:53.240]  因為除非聖靈來光照我們
[00:08:53.240 --> 00:08:56.200]  我們人都以自以為意
[00:08:56.200 --> 00:09:01.120]  我們人總是隱藏在一個美麗的外表之下
[00:09:01.120 --> 00:09:03.680]  我們看不見自己的黑暗
[00:09:03.680 --> 00:09:07.600]  也看不見我們自己裡面的藍主
[00:09:07.600 --> 00:09:08.800]  我最近的暗示之後
[00:09:08.800 --> 00:09:12.600]  蔡淑娟女士常喜歡講一個故事
[00:09:12.600 --> 00:09:14.480]  她說當她年輕的時候
[00:09:14.480 --> 00:09:17.080]  她們家住在山腳下
[00:09:17.080 --> 00:09:21.000]  她們家的用水都是從山頂上的水源那裡
[00:09:21.000 --> 00:09:23.960]  從用竹筒一個一個接起來
[00:09:23.960 --> 00:09:28.560]  把水引到她們的家中來使用
[00:09:28.560 --> 00:09:32.000]  有一天她們突然發現她們家裡面停水了
[00:09:32.000 --> 00:09:33.960]  水都流不出來
[00:09:33.960 --> 00:09:38.280]  所以她們家的用人就沿著竹筒往山上走
[00:09:38.280 --> 00:09:40.840]  然後一節一節竹筒打開來看看
[00:09:40.840 --> 00:09:43.360]  裡面有什麼東西塞在裡面
[00:09:43.360 --> 00:09:46.000]  結果走到一半打開來看
[00:09:46.000 --> 00:09:52.240]  才發現原來有一隻大賴蛤蠣塞在裡面動彈不得
[00:09:52.240 --> 00:09:54.560]  她常常就對我們說很多時候
[00:09:54.560 --> 00:09:57.000]  你知道在我們基督徒生命當中
[00:09:57.000 --> 00:10:00.960]  喜樂江河之所以無法永留的原因
[00:10:00.960 --> 00:10:05.840]  因為在我們生命裡面有一個大賴蛤蠣
[00:10:05.840 --> 00:10:10.720]  第二 今天在你生命當中是不是有一個賴蛤蠣
[00:10:10.720 --> 00:10:13.720]  生命中的賴蛤蠣塞住了你
[00:10:13.720 --> 00:10:16.760]  讓你沒有辦法經歷到那種豐盛的生命
[00:10:16.760 --> 00:10:19.280]  無法經歷到那種喜樂的永留
[00:10:19.280 --> 00:10:23.560]  在你生命當中無法經歷到聖靈的大能
[00:10:23.560 --> 00:10:26.640]  你要求聖靈來光照
[00:10:26.640 --> 00:10:29.680]  求聖靈來幫助你除去一切的攔阻
[00:10:29.680 --> 00:10:33.760]  讓你的心要重新得到釋放跟自由
[00:10:33.760 --> 00:10:34.720]   Amen
[00:10:34.720 --> 00:10:37.640]  第二 要憑信心來祈求
[00:10:37.640 --> 00:10:41.120]  根本上要憑信心來祈求
[00:10:41.120 --> 00:10:43.440]  路加福音十一章十三節這裡說
[00:10:43.440 --> 00:10:47.320]  你們雖然不好 尚且知道拿好東西給兒女
[00:10:47.320 --> 00:10:52.400]  何況天父豈不將聖靈給求他的人嗎
[00:10:52.400 --> 00:10:55.600]  這裡講到我們天父何等的愛我們
[00:10:55.600 --> 00:10:59.680]  祂樂意將聖靈賜給那些尋求他的人
[00:10:59.680 --> 00:11:01.720]  就像做父母的人一樣
[00:11:01.720 --> 00:11:03.760]  我相信在我們中心做父母的
[00:11:03.760 --> 00:11:07.200]  我們都是總是把最好的東西給兒女不是嗎
[00:11:07.200 --> 00:11:10.200]  哪一個父母會把不好的東西給兒女的
[00:11:10.200 --> 00:11:12.000]  絕對不會嘛
[00:11:12.000 --> 00:11:14.520]  我們總是連自己都捨不得吃
[00:11:14.520 --> 00:11:16.720]  要保留給兒女
[00:11:16.720 --> 00:11:19.080]  天父的心也是這樣
[00:11:19.080 --> 00:11:21.680]  天父樂意把最好的東西給我們
[00:11:21.680 --> 00:11:25.760]  樂意將聖靈賞賜給我們
[00:11:25.760 --> 00:11:27.720]  那你說既然天父樂意給我們
[00:11:27.720 --> 00:11:30.800]  為什麼還需要祈求呢
[00:11:30.800 --> 00:11:35.400]  因為我告訴你祈求代表謙卑
[00:11:35.400 --> 00:11:38.280]  表明我們需要神
[00:11:38.280 --> 00:11:41.240]  我們需要神的恩典
[00:11:41.240 --> 00:11:44.600]  反過來如果你不祈求代表什麼
[00:11:44.600 --> 00:11:46.280]  驕傲不是嗎
[00:11:46.280 --> 00:11:49.440]  不需要神 我們可以 不需要
[00:11:49.440 --> 00:11:52.160]  我們不祈求是代表我們的驕傲
[00:11:52.160 --> 00:11:54.000]  祈求代表我們的謙卑
[00:11:54.000 --> 00:11:58.080]  而聖經說神阻擋驕傲的人
[00:11:58.080 --> 00:12:01.800]  卻賜恩給謙卑的人
[00:12:01.800 --> 00:12:04.960]  當我們謙卑來卻憑著信心來尋求的時候
[00:12:04.960 --> 00:12:09.520]  神樂意將聖靈賞賜給我們
[00:12:09.520 --> 00:12:12.480]  第三 要向主大大張口
[00:12:12.480 --> 00:12:15.640]  跟你們說要向主大大張口
[00:12:15.640 --> 00:12:18.880]  十篇八十一篇第十節很清楚告訴說
[00:12:18.880 --> 00:12:23.520]  你要大大張口神說 我就給你充滿
[00:12:23.520 --> 00:12:27.200]  你大大張口神就大大充滿
[00:12:27.200 --> 00:12:29.440]  你千萬不要像一些小孩子
[00:12:29.440 --> 00:12:31.920]  不肯吃飯那個樣子一樣
[00:12:31.920 --> 00:12:33.800]  我常常看一些媽媽餵飯
[00:12:33.800 --> 00:12:36.280]  真的好辛苦啊 好辛苦啊
[00:12:36.280 --> 00:12:37.960]  用各樣的動作
[00:12:37.960 --> 00:12:41.600]  來喔 飛機來囉 啾啾啾啾啾
[00:12:41.600 --> 00:12:43.320]  你看那小孩子不吃就是不吃
[00:12:43.320 --> 00:12:45.000]  不吃謙卑的就是不吃
[00:12:45.000 --> 00:12:47.160]  哎呀 好辛苦 好辛苦啊
[00:12:47.160 --> 00:12:50.080]  No no no no no no 你不要像這些小孩子一樣
[00:12:50.080 --> 00:12:52.720]  你一定要大大張口來可慕
[00:12:52.720 --> 00:12:54.920]  承認你需要神
[00:12:54.920 --> 00:12:57.960]  你需要聖靈的恩高 需要聖靈的能力
[00:12:57.960 --> 00:13:02.920]  你們 就好像舊約時代以利沙一樣
[00:13:02.920 --> 00:13:04.480]  你知道我很喜歡以利沙的故事嗎
[00:13:04.480 --> 00:13:07.880]  當以利沙來跟隨以利亞
[00:13:07.880 --> 00:13:10.320]  他知道以利亞要被接升天了
[00:13:10.320 --> 00:13:13.000]  他就向以利亞求一件事
[00:13:13.000 --> 00:13:16.960]  那個在你身上加倍的恩高要在我身上
[00:13:16.960 --> 00:13:19.680]  在你身上的聖靈的恩高要加倍在
[00:13:19.680 --> 00:13:20.760]  這是我所呼求
[00:13:20.760 --> 00:13:23.600]  他真的像成大大張口
[00:13:23.600 --> 00:13:25.240]  換句話說 他對他的老師說
[00:13:25.240 --> 00:13:27.120]  不但在你身上的恩高
[00:13:27.120 --> 00:13:30.160]  他要加倍的恩高在我身上
[00:13:30.160 --> 00:13:31.240]  其實你要知道
[00:13:31.240 --> 00:13:34.880]  這種話對你的老師這樣說是不大禮貌的
[00:13:34.880 --> 00:13:38.400]  換說老師你的恩高還不夠
[00:13:38.400 --> 00:13:41.000]  但是你看見以利沙那個心字
[00:13:41.000 --> 00:13:42.800]  是像成大大張口
[00:13:42.800 --> 00:13:44.760]  不但是要我老師身上的恩高
[00:13:44.760 --> 00:13:47.760]  要加倍的恩高在我身上
[00:13:47.760 --> 00:13:49.440]  但我告訴你
[00:13:49.440 --> 00:13:52.360]  當以利沙像成大大張口的時候
[00:13:52.360 --> 00:13:53.320]  我們看見
[00:13:53.320 --> 00:13:57.040]  自從你看見在以利沙一生當中
[00:13:57.040 --> 00:14:00.040]  神界的以利沙所行的神蹟
[00:14:00.040 --> 00:14:02.920]  剛剛好是神界的以利亞
[00:14:02.920 --> 00:14:05.480]  所行的神蹟的加倍
[00:14:05.480 --> 00:14:06.760]  哈利路亞
[00:14:06.760 --> 00:14:10.800]  就是因為以利沙像成大大張口
[00:14:10.800 --> 00:14:12.800]  他說加倍的靈在我身上
[00:14:12.800 --> 00:14:14.800]  神也加倍的使用他
[00:14:14.800 --> 00:14:16.760]  哈利路亞
[00:14:16.760 --> 00:14:18.280]  所以求神幫助我們
[00:14:18.280 --> 00:14:20.360]  我常說 你大大張口
[00:14:20.360 --> 00:14:22.360]  神就大大充滿
[00:14:22.360 --> 00:14:24.920]  你小小張口呢
[00:14:24.920 --> 00:14:26.560]  小小張口
[00:14:26.560 --> 00:14:28.120]  不張口呢
[00:14:28.120 --> 00:14:29.080]  不張口
[00:14:29.080 --> 00:14:32.400]  你看屬靈的原則多麼簡單
[00:14:32.400 --> 00:14:34.560]  所以你要大大像成張口
[00:14:34.560 --> 00:14:35.520]  Amen
[00:14:35.520 --> 00:14:38.080]  因為我們需要聖靈來充滿我們
[00:14:38.080 --> 00:14:39.000]  Amen
[00:14:39.000 --> 00:14:40.760]  哈利路亞
[00:14:40.760 --> 00:14:44.440]  第二 我們一定要存謙卑的心來領受
[00:14:44.440 --> 00:14:49.040]  跟你們說要存謙卑的心來領受
[00:14:49.040 --> 00:14:51.000]  你知道當五旬節那一天
[00:14:51.000 --> 00:14:53.240]  當聖靈降臨下來
[00:14:53.240 --> 00:14:54.760]  門徒們被聖靈充滿
[00:14:54.760 --> 00:14:58.120]  就說起各國的方言來
[00:14:58.120 --> 00:14:59.400]  結果
[00:14:59.400 --> 00:15:02.800]  當時在旁邊旁觀的人
[00:15:02.800 --> 00:15:05.400]  他們怎麼來回應呢
[00:15:05.400 --> 00:15:08.040]  史律上第二章十二到十三節裡面
[00:15:08.040 --> 00:15:10.080]  這裡說眾人就都驚訝
[00:15:10.080 --> 00:15:13.160]  猜疑彼此說這是什麼意思呢
[00:15:13.160 --> 00:15:15.480]  十三節還有人雞笑說
[00:15:15.480 --> 00:15:17.520]  他們無非是新酒灌
[00:15:17.520 --> 00:15:20.760]  後來就喝醉了 喝醉了
[00:15:20.760 --> 00:15:22.640]  第二點你要知道
[00:15:22.640 --> 00:15:25.640]  當聖靈工作的時候
[00:15:25.640 --> 00:15:27.600]  聖靈常常不見得按照
[00:15:27.600 --> 00:15:31.600]  我們所習慣的方式來工作
[00:15:31.600 --> 00:15:32.880]  很多時候當我們看見
[00:15:32.880 --> 00:15:34.360]  或者經歷到一些
[00:15:34.360 --> 00:15:37.320]  我們不是我們很熟悉的現象的時候
[00:15:37.320 --> 00:15:39.680]  我們常常第一個反應就是什麼呢
[00:15:39.680 --> 00:15:42.160]  就是拒絕不是嗎
[00:15:42.160 --> 00:15:43.440]  就像在五行節
[00:15:43.440 --> 00:15:45.280]  當他們聽見門徒們口中
[00:15:45.280 --> 00:15:47.200]  說出方言的時候
[00:15:47.200 --> 00:15:50.080]  當時旁邊就藐視他們
[00:15:50.080 --> 00:15:54.120]  並且拒絕聖靈的工作
[00:15:54.120 --> 00:15:55.160]  有的時候當我們看見
[00:15:55.160 --> 00:15:56.600]  當聖靈運行工作的時候
[00:15:56.600 --> 00:15:59.520]  我們看見某些的事情跟現象
[00:15:59.520 --> 00:16:02.640]  有點跟不合我們的理性思維
[00:16:02.640 --> 00:16:04.320]  或者是好像不合我們的
[00:16:04.320 --> 00:16:06.960]  身份地位的時候
[00:16:06.960 --> 00:16:11.520]  我們也很自然地會去拒絕不是嗎
[00:16:11.520 --> 00:16:13.480]  就好像1906年
[00:16:13.480 --> 00:16:16.640]  阿蘇薩大復興的時候
[00:16:16.640 --> 00:16:18.720]  我們看見在阿蘇薩大復興
[00:16:18.720 --> 00:16:20.920]  神所使用的一個器皿
[00:16:20.920 --> 00:16:23.400]  是一個黑人的牧師
[00:16:23.400 --> 00:16:25.720]  William Seymour
[00:16:25.720 --> 00:16:27.280]  在所有的文章裡面告訴我
[00:16:27.280 --> 00:16:29.440]  他其實有點是其貌不揚的
[00:16:29.440 --> 00:16:33.000]  也沒有什麼所謂的領袖魅力的人
[00:16:33.000 --> 00:16:34.720]  他所使用的聚會場地
[00:16:34.720 --> 00:16:39.160]  是非常簡陋的好像一個馬房一樣的地方
[00:16:39.160 --> 00:16:41.720]  講台也是用好像一個木箱
[00:16:41.720 --> 00:16:43.920]  搭在一個講台而已
[00:16:43.920 --> 00:16:46.400]  你根本無法想像神的復興
[00:16:46.400 --> 00:16:51.720]  怎麼會降臨在這麼樣一種簡陋的地方
[00:16:51.720 --> 00:16:53.680]  難怪很多人
[00:16:53.680 --> 00:16:57.360]  雖然從各地聽到復興也趕來了
[00:16:57.360 --> 00:17:01.160]  他們也想經歷神復興那個大人的作為
[00:17:01.160 --> 00:17:03.880]  但他們一走進現場
[00:17:03.880 --> 00:17:06.240]  他們第一個反應就是
[00:17:06.240 --> 00:17:09.240]  神的復興怎麼會臨到
[00:17:09.240 --> 00:17:14.360]  在這樣一種又舊又髒又亂的地方
[00:17:14.360 --> 00:17:18.520]  怎麼會藉著這樣一個不起眼的器皿呢
[00:17:18.520 --> 00:17:22.560]  有很多人他們就離開了
[00:17:22.560 --> 00:17:24.200]  為什麼離開
[00:17:24.200 --> 00:17:25.680]  我告訴你
[00:17:25.680 --> 00:17:29.200]  因為心裡的驕傲
[00:17:29.200 --> 00:17:31.320]  心裡的驕傲
[00:17:31.320 --> 00:17:37.080]  多少時候在我們心中是有一種既定的想法
[00:17:37.080 --> 00:17:40.480]  神的復興應當如此如此
[00:17:40.480 --> 00:17:43.160]  聖靈的工作應當如此如此
[00:17:43.160 --> 00:17:46.840]  合乎我們的想法
[00:17:46.840 --> 00:17:49.680]  他們完全無法接受一個
[00:17:49.680 --> 00:17:53.080]  與他們想法不同的復興
[00:17:53.080 --> 00:17:59.200]  無法接受與他們想法不同的聖靈的工作
[00:17:59.200 --> 00:18:01.040]  當地有人讓我告訴你
[00:18:01.040 --> 00:18:03.880]  當神開始工作的時候
