
[00:00:00.000 --> 00:00:03.580]  我在這段時間用了「光臨多前書」
[00:05:03.780 --> 00:05:07.900]  讓我們打開我們的耳朵去聆聽你的話語
[00:05:07.900 --> 00:05:12.060]  又用我們的頭腦去思想明白
[00:05:12.060 --> 00:05:16.060]  更加用我們的心去領受主你的道
[00:05:16.060 --> 00:05:19.180]  不單止讓你的話語存留在心裏
[00:05:19.180 --> 00:05:20.860]  我們更加願意活出來
[00:05:20.860 --> 00:05:23.180]  成為生命的一部份
[00:05:23.180 --> 00:05:26.780]  我求主你讓僕人成為你流通的管子
[00:05:26.780 --> 00:05:29.580]  以致我今天所宣講的道是出於你
[00:05:29.580 --> 00:05:32.500]  也都被聖靈帶領去到第一支會的心裏面
[00:05:32.500 --> 00:05:35.340]  求你帶領我們這些堂聽道的時候
[00:05:35.340 --> 00:05:38.100]  禱告奉耶穌基督得聖名之祈求
[00:05:38.100 --> 00:05:39.820]  阿們
[00:05:39.820 --> 00:05:42.740]  多謝我們的靈慧Cindy帶領我們讀經
[00:05:42.740 --> 00:05:45.100]  我不讀整段
[00:05:45.100 --> 00:05:47.940]  我有時會用和合本修訂版
[00:05:47.940 --> 00:05:50.900]  有時亦都會用新漢語譯本
[00:05:50.900 --> 00:05:53.060]  首先先看頭兩節
[00:05:53.060 --> 00:05:57.660]  我將焦點集中在三個字上
[00:05:57.660 --> 00:06:01.380]  執事、管家和忠心
[00:06:01.380 --> 00:06:04.700]  新漢語譯本將執事揮做差役
[00:06:04.700 --> 00:06:06.300]  漁民就和Deacon
[00:06:06.300 --> 00:06:09.140]  即是我們用開的字有些不同
[00:06:09.140 --> 00:06:14.620]  這個字在原文中解釋為助手或幫手
[00:06:14.620 --> 00:06:16.740]  保羅說
[00:06:16.740 --> 00:06:20.380]  保羅、阿波羅或所有的生命師父導師
[00:06:20.380 --> 00:06:22.340]  都是耶穌基督的執事
[00:06:22.340 --> 00:06:25.020]  意思是說他們是耶穌基督的助手
[00:06:25.020 --> 00:06:27.180]  耶穌基督的幫手
[00:06:27.180 --> 00:06:29.780]  另外用多一個字就是管家這個字
[00:06:29.780 --> 00:06:32.620]  管家這個字在原文
[00:06:32.620 --> 00:06:35.660]  是Ocus和Nomos這兩個字合在一起
[00:06:35.660 --> 00:06:39.340]  Ocus即是家中、房屋的意思
[00:06:39.340 --> 00:06:42.140]  而Nomos是一個律法的意思
[00:06:42.140 --> 00:06:43.820]  如果合在一起的意思即是說
[00:06:43.820 --> 00:06:46.060]  管家是怎樣管理這條家
[00:06:46.060 --> 00:06:49.500]  就是要用按照神的律法去管這條家
[00:06:49.500 --> 00:06:52.100]  就叫做管家
[00:06:52.100 --> 00:06:56.660]  其實擺明做管家、做助手是沒有自己主意的
[00:06:56.660 --> 00:06:58.260]  他就跟著耶穌基督
[00:06:58.260 --> 00:07:02.420]  跟著神的話語怎麼做就怎麼做
[00:07:02.420 --> 00:07:05.940]  跟著我們知道了保羅講出自己
[00:07:05.940 --> 00:07:07.980]  這個熟練的身份之後
[00:07:07.980 --> 00:07:10.820]  究竟作為一個上帝的管家
[00:07:10.820 --> 00:07:14.580]  上帝的執事應該要有什麼特質呢
[00:07:14.580 --> 00:07:18.940]  很明顯他強調了忠心
[00:07:18.940 --> 00:07:21.580]  忠心這個字英文是faithful
[00:07:21.580 --> 00:07:26.100]  意思是說可信可靠和很有公信力的
[00:07:26.100 --> 00:07:28.500]  在耶穌的福音書裡面
[00:07:28.500 --> 00:07:32.700]  耶穌也很強調做祂的僕人要有忠心
[00:07:32.700 --> 00:07:35.500]  在馬德福二十四章四十五次就這樣說
[00:07:35.500 --> 00:07:38.140]  「誰是那忠心又精明的僕人呢?
[00:07:38.140 --> 00:07:40.100]  主人派他管理自己的家僕
[00:07:40.100 --> 00:07:42.460]  按時後分糧給他們的呢?」
[00:07:42.460 --> 00:07:43.420]  這是一個問題
[00:07:43.420 --> 00:07:48.900]  問題就是哪些就是那批又忠心又精明的僕人
[00:07:48.900 --> 00:07:52.700]  耶穌正在尋找又忠心又精明的僕人
[00:07:52.700 --> 00:07:57.980]  如果你在凡事上忠心善良的話
[00:07:57.980 --> 00:07:59.620]  耶穌用比喻說
[00:07:59.620 --> 00:08:01.620]  你在小許事上忠心
[00:08:01.620 --> 00:08:03.820]  我要派你管理許多的事
[00:08:03.820 --> 00:08:06.620]  進來享受你主人的快樂吧
[00:08:06.620 --> 00:08:12.820]  所以我想每一個主人都很想找到一個忠心的僕人幫助他
[00:08:12.820 --> 00:08:17.420]  早陣子我和一些初手服務
[00:08:17.420 --> 00:08:19.940]  就是準備要生寶寶
[00:08:19.940 --> 00:08:21.380]  他們就很緊張
[00:08:21.380 --> 00:08:23.500]  哎呀 我第一胎寶寶
[00:08:23.500 --> 00:08:25.700]  我兩公婆都要出去工作的
[00:08:25.700 --> 00:08:28.900]  那誰來照顧自己的小孩呢?
[00:08:28.900 --> 00:08:31.460]  最好當然是找自己的爸爸媽媽
[00:08:31.460 --> 00:08:32.980]  或者自己…
[00:08:32.980 --> 00:08:34.940]  但是爸爸媽媽又不方便
[00:08:34.940 --> 00:08:36.100]  這次不行
[00:08:36.100 --> 00:08:38.660]  沒有人幫得上忙
[00:08:38.660 --> 00:08:40.460]  當時是疫情階段
[00:08:40.460 --> 00:08:42.060]  所以覺得請工人
[00:08:42.060 --> 00:08:42.980]  第一個條件是什麼?
[00:08:42.980 --> 00:08:44.540]  大家知不知道當時請工人有多難?
[00:08:44.540 --> 00:08:45.420]  要等半年
[00:08:45.420 --> 00:08:47.740]  甚至乎你加多少錢都請不到
[00:08:47.740 --> 00:08:49.060]  所以最重要是快
[00:08:49.060 --> 00:08:49.700]  立刻有
[00:08:49.700 --> 00:08:52.220]  因為寶寶不能等了
[00:08:52.220 --> 00:08:55.140]  再過一個月就生了
[00:08:55.140 --> 00:08:56.740]  第二個條件可能就是
[00:08:56.740 --> 00:08:59.420]  當然是要溝通得到
[00:08:59.420 --> 00:09:01.460]  不然我們說什麼他聽不到
[00:09:01.460 --> 00:09:03.140]  最重要是懂得英文
[00:09:03.140 --> 00:09:05.060]  溝通得到才行
[00:09:05.060 --> 00:09:06.460]  喂 你照顧寶寶
[00:09:06.460 --> 00:09:07.580]  另一邊就說了
[00:09:07.580 --> 00:09:08.700]  當然要懂得照顧寶寶
[00:09:08.700 --> 00:09:11.900]  如果連寶寶都不懂得照顧又怎麼行呢?
[00:09:11.900 --> 00:09:12.460]  然後就想
[00:09:12.460 --> 00:09:14.700]  哇 我們沒有人在家
[00:09:14.700 --> 00:09:16.940]  只剩下工人和寶寶在裡面
[00:09:16.940 --> 00:09:18.340]  也很擔心的
[00:09:18.340 --> 00:09:20.580]  不行 我們要教導那些閉路電視
[00:09:20.580 --> 00:09:22.860]  CTV看著才行
[00:09:22.860 --> 00:09:26.540]  最後大家的結論都是一樣
[00:09:26.540 --> 00:09:29.820]  一個好的工人需要什麼?
[00:09:29.820 --> 00:09:31.180]  條件
[00:09:31.180 --> 00:09:32.340]  忠心
[00:09:32.340 --> 00:09:34.740]  你就算有閉路電視又如何呢?
[00:09:34.740 --> 00:09:36.660]  他可能遮住你看不到
[00:09:36.660 --> 00:09:38.660]  你不可能24小時監控
[00:09:38.660 --> 00:09:40.140]  就算他溝通得不好
[00:09:40.140 --> 00:09:41.540]  或者怎麼樣都好
[00:09:41.540 --> 00:09:44.100]  最重要他忠心
[00:09:44.100 --> 00:09:45.380]  疼愛寶寶
[00:09:45.380 --> 00:09:50.620]  那就是一個最好的一個工人
[00:09:50.620 --> 00:09:55.340]  寶羅除了是一個忠心的管家之外
[00:09:55.340 --> 00:09:56.700]  作為主的僕人
[00:09:56.700 --> 00:10:00.180]  也可能面對著很多的判斷和評斷
[00:10:00.180 --> 00:10:02.340]  在接下來讀的三四五字裡面
[00:10:02.340 --> 00:10:05.140]  你看到這個評斷裡面其實出現了三次
[00:10:05.140 --> 00:10:07.900]  但按花譯裡面可能出現了四五次
[00:10:07.900 --> 00:10:11.140]  這三次的出現正是代表著
[00:10:11.140 --> 00:10:14.620]  寶羅面對三方面不同的評斷
[00:10:14.620 --> 00:10:17.060]  評斷這個字意思就是說
[00:10:17.060 --> 00:10:19.860]  審斷 評檢 交代
[00:10:19.860 --> 00:10:23.220]  沒錯 僕人都要向主人交代
[00:10:23.220 --> 00:10:25.900]  所以寶羅面對的三個評斷
[00:10:25.900 --> 00:10:27.500]  第一個就是黃色
[00:10:27.500 --> 00:10:30.780]  黃色的評斷就是人間的法庭
[00:10:30.780 --> 00:10:33.980]  這是新日本的翻譯
[00:10:33.980 --> 00:10:36.340]  寶羅為什麼會用人間的法庭
[00:10:36.340 --> 00:10:39.620]  或者他在面對著哥倫多教會的評斷
[00:10:39.620 --> 00:10:41.380]  為什麼寶羅要寫哥倫多教會呢?
[00:10:41.380 --> 00:10:42.860]  就是因為哥倫多教會裡面
[00:10:42.860 --> 00:10:44.860]  很多人在評斷他
[00:10:44.860 --> 00:10:47.580]  所以他要寫一封信去做一個回應
[00:10:47.580 --> 00:10:49.220]  而為什麼用人間的法庭呢?
[00:10:49.220 --> 00:10:52.660]  其實某程度上可能是在對比主的審判
[00:10:52.660 --> 00:10:55.820]  主的評斷 主的日子
[00:10:55.820 --> 00:10:57.300]  但對於寶羅來說
[00:10:57.300 --> 00:11:01.100]  人間的判斷可不可以是極少的事
[00:11:01.100 --> 00:11:05.700]  就好像那些特首或者高官說
[00:11:05.700 --> 00:11:07.180]  民望如浮雲
[00:11:07.180 --> 00:11:09.620]  我都很輕看這些東西
[00:11:09.620 --> 00:11:11.220]  第二個的評斷在哪裡呢?
[00:11:11.220 --> 00:11:12.740]  在綠色那裡
[00:11:12.740 --> 00:11:17.220]  寶羅說就連我自己也不評斷自己
[00:11:17.220 --> 00:11:20.620]  其實寶羅也會自我評斷的
[00:11:20.620 --> 00:11:23.780]  但寶羅問心無愧
[00:11:23.780 --> 00:11:26.140]  他不會說自己完全是對的
[00:11:26.140 --> 00:11:29.060]  他也會有自我評檢的時候
[00:11:29.060 --> 00:11:30.300]  但對於寶羅來說
[00:11:30.300 --> 00:11:32.180]  他是忠於神的話語
[00:11:32.180 --> 00:11:34.020]  所以他問心無愧
[00:11:34.020 --> 00:11:36.620]  這是經文所說的第四節
[00:11:36.620 --> 00:11:39.300]  而最重要的寶羅體重是什麼判斷呢?
[00:11:39.300 --> 00:11:40.980]  藍色的字是誰?
[00:11:40.980 --> 00:11:43.340]  是主的判斷
[00:11:43.340 --> 00:11:46.020]  主的判斷就是指
[00:11:46.020 --> 00:11:49.220]  將來那日子主宰回來的時候
[00:11:49.220 --> 00:11:51.460]  要照出黑暗當中的隱情
[00:11:51.460 --> 00:11:55.780]  將人裡面隱藏的動機都要照出來
[00:11:55.780 --> 00:11:59.580]  並且各人要得著上帝的稱讚
[00:11:59.580 --> 00:12:00.860]  意思就是說
[00:12:00.860 --> 00:12:02.060]  在今時今日
[00:12:02.060 --> 00:12:03.980]  其實我們怎麼可能完全掌握到
[00:12:03.980 --> 00:12:05.580]  那個人的心態
[00:12:05.580 --> 00:12:08.580]  有沒有一些資料是我們完全掌握得到的呢?
[00:12:08.580 --> 00:12:11.540]  可能我們都知道不了全部東西
[00:12:11.540 --> 00:12:13.660]  對於寶羅來說
[00:12:13.660 --> 00:12:16.620]  他是基督耶穌終生的僕人
[00:12:16.620 --> 00:12:18.660]  他要向誰交代呢?
[00:12:18.660 --> 00:12:20.940]  他不是向高隆多教會交代
[00:12:20.940 --> 00:12:21.900]  不是向自己交代
[00:12:21.900 --> 00:12:23.980]  而是向上主交代
[00:12:23.980 --> 00:12:25.020]  所以對於他來說
[00:12:25.020 --> 00:12:28.380]  最重要的評斷就在主面前
[00:12:28.380 --> 00:12:29.540]  而對於他來說
[00:12:29.540 --> 00:12:32.340]  他心裡面也說他會得著什麼?
[00:12:32.340 --> 00:12:33.500]  稱讚
[00:12:33.500 --> 00:12:34.780]  因為寶羅都深信
[00:12:34.780 --> 00:12:38.140]  他按照神的心意去牧養高隆多教會
[00:12:38.140 --> 00:12:39.780]  他將來會得著稱讚
[00:12:39.780 --> 00:12:43.860]  這裡就說出了寶羅是一個忠心的管家
[00:12:43.860 --> 00:12:46.980]  他是問心無愧的
[00:12:46.980 --> 00:12:50.260]  在這裡讓我們有一點時間去反思一下
[00:12:50.260 --> 00:12:52.420]  大家覺得作為一個熟練的領袖
[00:12:52.420 --> 00:12:53.860]  一個心靈的導師
[00:12:53.860 --> 00:12:56.700]  無論你是主修老師
[00:12:56.700 --> 00:12:59.780]  或者是團契導師
[00:12:59.780 --> 00:13:02.140]  或者是執事牧者傳道
[00:13:02.140 --> 00:13:05.780]  你覺得應該有什麼特質呢?
[00:13:05.780 --> 00:13:06.980]  剛才說了很強調
[00:13:06.980 --> 00:13:10.100]  寶羅就說忠心問心無愧
[00:13:10.100 --> 00:13:12.460]  我要向主判斷交代
[00:13:12.460 --> 00:13:15.140]  代表著除了忠心之外
[00:13:15.140 --> 00:13:17.540]  還有什麼呢?
[00:13:17.540 --> 00:13:19.820]  我會想到要有愛心
[00:13:19.820 --> 00:13:22.340]  要愛他所服侍的群體
[00:13:22.340 --> 00:13:24.740]  要有信心去依靠神
[00:13:24.740 --> 00:13:27.500]  要有恆心不怕苦
[00:13:27.500 --> 00:13:29.780]  更加不會受別人的論斷
[00:13:29.780 --> 00:13:32.780]  但也要同時能夠聆聽虛心
[00:13:32.780 --> 00:13:34.140]  聆聽別人的意見
[00:13:34.140 --> 00:13:37.940]  我覺得這也是一個生命導師很重要的特質
[00:13:37.940 --> 00:13:40.060]  或者我們可以想一下
[00:13:40.060 --> 00:13:43.020]  你曾經認識過這樣的導師
[00:13:43.020 --> 00:13:44.220]  這樣的牧者
[00:13:44.220 --> 00:13:45.940]  這樣的生命師傅
[00:13:45.940 --> 00:13:51.300]  他在你的生命當中有過什麼影響力呢?
[00:13:51.300 --> 00:13:53.380]  我們又要想一下
[00:13:53.380 --> 00:13:57.380]  你希望不希望都能夠成為這樣的生命導師呢?
[00:13:57.380 --> 00:13:58.940]  如果你希望的話
[00:13:58.940 --> 00:14:02.820]  你希望自己追求的是什麼特質
[00:14:02.820 --> 00:14:04.540]  追求聖靈給你有這種特質
[00:14:04.540 --> 00:14:12.420]  成為一個合神心意的生命導師呢?
[00:14:12.420 --> 00:14:15.940]  我們再看看保羅如何面對高林多教會
[00:14:15.940 --> 00:14:17.420]  對他的評斷
[00:14:17.420 --> 00:14:18.420]  對他的斥責
[00:14:18.420 --> 00:14:20.820]  或者對他的懷疑
[00:14:20.820 --> 00:14:25.340]  到了這裡你會發覺保羅開始說話很高調
[00:14:25.340 --> 00:14:27.180]  而且不客氣
[00:14:27.180 --> 00:14:29.060]  很嚴厲地斥責教會
[00:14:29.060 --> 00:14:31.860]  有一種懶召熱諷的方法
[00:14:31.860 --> 00:14:36.260]  表面上可以抬高別人
[00:14:36.260 --> 00:14:37.820]  貶低自己
[00:14:37.820 --> 00:14:41.340]  但其實是在斥責教會的驕傲自大
[00:14:41.340 --> 00:14:44.980]  我先說出底牌
[00:14:44.980 --> 00:14:47.020]  在第六七節
[00:14:47.020 --> 00:14:48.300]  保羅開始說
[00:14:48.300 --> 00:14:49.860]  為你們的緣故
[00:14:49.860 --> 00:14:53.660]  我將這些東西應用在我和阿波羅身上
[00:14:53.660 --> 00:14:54.420]  為什麼呢?
[00:14:54.420 --> 00:14:59.220]  因為當時保羅是創立這間高林多教會的
[00:14:59.220 --> 00:15:01.420]  真的是在福音裡面生他們的
[00:15:01.420 --> 00:15:05.900]  但後來保羅去了其他地方繼續宣教
[00:15:05.900 --> 00:15:06.900]  去穆會
[00:15:06.900 --> 00:15:09.900]  而後來有一個年輕的穆者阿波羅來到
[00:15:09.900 --> 00:15:13.460]  阿波羅和保羅的風格完全不同
[00:15:13.460 --> 00:15:15.300]  所以有些人很喜歡阿波羅
[00:15:15.300 --> 00:15:16.780]  說我是阿波羅派
[00:15:16.780 --> 00:15:18.380]  有些人仍然很忠心於保羅
[00:15:18.380 --> 00:15:19.420]  我是保羅派
[00:15:19.420 --> 00:15:21.300]  甚至以為可能有其他的穆者來到
[00:15:21.300 --> 00:15:22.500]  又有基法派
[00:15:22.500 --> 00:15:24.100]  很多不同的派別
[00:15:24.100 --> 00:15:27.140]  但保羅在這裡就回到最根源的問題
[00:15:27.140 --> 00:15:30.180]  分黨分派分別的問題裡面
[00:15:30.180 --> 00:15:33.060]  他說你不可過於聖經所記
[00:15:33.060 --> 00:15:34.780]  聖經是整本的
[00:15:34.780 --> 00:15:35.980]  如果當時是舊的聖經
[00:15:35.980 --> 00:15:38.060]  究竟在說什麼呢?
[00:15:38.060 --> 00:15:39.460]  根據《色經》家說
[00:15:39.460 --> 00:15:42.340]  最直接的看上下文就是後面那一句
[00:15:42.340 --> 00:15:47.140]  免得你們自高自大看重這個輕看哪個
[00:15:47.140 --> 00:15:51.220]  保羅就要一指中的指著高林多教會的問題
[00:15:51.220 --> 00:15:53.100]  就是自高自大
[00:15:53.100 --> 00:15:55.420]  重哪個輕哪個
[00:15:55.420 --> 00:15:56.860]  第一就是
[00:15:56.860 --> 00:15:59.620]  究竟誰令你們有這樣的能力呢?
[00:15:59.620 --> 00:16:02.380]  你們所有的能力不是領受出來的嗎?
[00:16:02.380 --> 00:16:04.100]  你怎麼可以自誇呢?
[00:16:04.100 --> 00:16:05.500]  就算你的IQ爆棚
[00:16:05.500 --> 00:16:07.460]  你要多謝神給你有智慧
[00:16:07.460 --> 00:16:08.620]  可能你有很高的學歷
[00:16:08.620 --> 00:16:10.180]  多謝神給你有機會
[00:16:10.180 --> 00:16:12.740]  你有這麼多的富裕
[00:16:12.740 --> 00:16:14.740]  全部都是上帝給你的
[00:16:14.740 --> 00:16:17.900]  所以說你神面前沒什麼可以誇
[00:16:17.900 --> 00:16:21.340]  保羅斥責高林多教會要謙卑
[00:16:21.340 --> 00:16:23.580]  而且每一個屬神的領袖
[00:16:23.580 --> 00:16:26.540]  都是忠於主耶穌基督的領袖
[00:16:26.540 --> 00:16:28.340]  不應該有任何的比較
[00:16:28.340 --> 00:16:30.900]  不應該重哪個輕哪個
[00:16:30.900 --> 00:16:34.100]  這就是保羅馬上要告訴高林多教會
[00:16:34.100 --> 00:16:35.860]  你們的問題在哪裡
[00:16:35.860 --> 00:16:39.740]  然後保羅就帶著一個諷刺的口吻去說
[00:16:39.740 --> 00:16:41.380]  你們富足了
[00:16:41.380 --> 00:16:42.420]  飽足了
[00:16:42.420 --> 00:16:43.860]  作王了
[00:16:43.860 --> 00:16:47.500]  我們就像死囚一樣做囚犯一台戲裡面
[00:16:47.500 --> 00:16:48.980]  是什麼意思?
[00:16:48.980 --> 00:16:50.620]  如果用一個廣東話式
[00:16:50.620 --> 00:16:52.460]  或者今天講的可能就是說
[00:16:52.460 --> 00:16:54.380]  你們有沒有認識飛了
[00:16:54.380 --> 00:16:55.980]  你們長大了
[00:16:55.980 --> 00:16:57.860]  好像跟上帝一樣厲害了
[00:16:57.860 --> 00:16:59.420]  作王了已經
[00:16:59.420 --> 00:17:01.780]  我們這幫上帝的奴僕
[00:17:01.780 --> 00:17:03.740]  就像囚犯一樣
[00:17:03.740 --> 00:17:05.060]  監定一樣
[00:17:05.060 --> 00:17:09.540]  我們在羅馬鬥獸場那裡被那些野獸廝殺
[00:17:09.540 --> 00:17:12.940]  好像一台戲一樣被人觀看
[00:17:12.940 --> 00:17:14.740]  沒錯
[00:17:14.740 --> 00:17:17.780]  在當時羅馬的時代
[00:17:17.780 --> 00:17:19.860]  的確會將那些囚犯
