
[00:00:00.000 --> 00:00:02.960]  各位弟兄姊妹、各位朋友平安
[00:02:31.920 --> 00:02:34.740]  有時我們會遭害
[00:02:34.740 --> 00:02:36.660]  但是你的罩
[00:02:36.660 --> 00:02:38.640]  你的肝與我們同在
[00:02:38.640 --> 00:02:40.520]  因為你牧養我們
[00:02:40.520 --> 00:02:41.920]  你帶領我們
[00:02:41.920 --> 00:02:43.760]  第24篇
[00:02:43.760 --> 00:02:46.520]  誰是你的靠山呢?
[00:02:46.520 --> 00:02:48.940]  神就是我們的靠山
[00:02:48.940 --> 00:02:51.420]  當以色列人每一次去到聖殿
[00:02:51.420 --> 00:02:52.780]  敬拜的時候
[00:02:52.780 --> 00:02:55.560]  一路向著耶路撒冷進發
[00:02:55.560 --> 00:02:59.500]  因為耶路撒冷是一個比較高的地方
[00:02:59.500 --> 00:03:03.220]  所以他們往往叫上耶路撒冷去
[00:03:03.220 --> 00:03:06.360]  由耶路撒冷下耶利哥
[00:03:06.360 --> 00:03:08.140]  下去耶利哥
[00:03:08.140 --> 00:03:12.180]  因為耶利哥在一個山谷下面
[00:03:12.180 --> 00:03:16.080]  所以由於地理位置的緣故
[00:03:16.080 --> 00:03:19.380]  每一次他們去耶路撒冷
[00:03:19.380 --> 00:03:22.560]  都是朝聖向上
[00:03:22.560 --> 00:03:25.060]  一個走向神
[00:03:25.060 --> 00:03:28.840]  一個仰望神這種姿態
[00:03:28.840 --> 00:03:36.080]  所以我就叫22篇做「呼求神」的詩
[00:03:36.080 --> 00:03:41.340]  而23篇是「牧養我的詩」
[00:03:41.340 --> 00:03:43.220]  神是我們的牧者
[00:03:43.220 --> 00:03:47.900]  而24篇是「仰賴神」的詩
[00:03:47.900 --> 00:03:49.980]  神是我們的依靠
[00:03:49.980 --> 00:03:51.700]  祂是我們的高台
[00:03:51.700 --> 00:03:54.580]  祂是我們的避難所
[00:03:54.580 --> 00:03:57.640]  22篇可以說是你的人生
[00:03:57.640 --> 00:04:02.740]  以去懇求神作為你的人生
[00:04:02.740 --> 00:04:04.900]  我認識一些弟兄姊妹
[00:04:04.900 --> 00:04:07.300]  他們是一個禱告人
[00:04:07.300 --> 00:04:10.320]  很懂得向神發出呼求
[00:04:10.320 --> 00:04:12.720]  他們祈禱很有能力
[00:04:12.720 --> 00:04:14.020]  很有權柄
[00:04:14.020 --> 00:04:17.220]  神聽他們的呼求
[00:04:17.220 --> 00:04:22.040]  而有很多人就是以神作我們的牧者
[00:04:22.040 --> 00:04:25.140]  你的一生有神的看顧
[00:04:25.140 --> 00:04:26.740]  有神的牧養
[00:04:26.740 --> 00:04:28.820]  而詩篇24篇
[00:04:28.820 --> 00:04:34.480]  就是你以敬拜讚美作為你的人生
[00:04:34.480 --> 00:04:38.780]  所以我很想將這三篇詩篇都送給大家
[00:04:38.780 --> 00:04:41.840]  22篇我們要「呼求神」
[00:04:41.840 --> 00:04:47.920]  23篇我們要「順靠神」的引導祂的看顧
[00:04:47.920 --> 00:04:53.180]  24篇我們上上依靠我們的神
[00:04:53.180 --> 00:04:58.600]  詩篇24篇是一個很偉大的序曲
[00:04:58.600 --> 00:05:02.660]  第一、第二節是序言
[00:05:02.660 --> 00:05:05.860]  我很喜歡聽歌劇
[00:05:05.860 --> 00:05:08.060]  每一次去聽歌劇
[00:05:08.060 --> 00:05:11.380]  開頭一定有一首是序樂
[00:05:11.380 --> 00:05:13.600]  演員還未出場
[00:05:13.600 --> 00:05:16.220]  只是樂隊在演奏
[00:05:16.220 --> 00:05:17.680]  有些人就很心急
[00:05:17.680 --> 00:05:19.640]  還未開場
[00:05:19.640 --> 00:05:22.680]  一首序曲越奏越長
[00:05:22.680 --> 00:05:27.200]  但其實這首序曲帶領你進入
[00:05:27.200 --> 00:05:33.240]  這次你要看的歌劇的場景裏面
[00:05:33.240 --> 00:05:36.200]  我記得有一次我去看卡門
[00:05:36.200 --> 00:05:39.220]  卡門是比賽所作的
[00:05:39.220 --> 00:05:43.040]  卡門講述一個女子跳舞很厲害
[00:05:43.040 --> 00:05:45.720]  來引誘一些軍官
[00:05:45.720 --> 00:05:48.120]  所以她有一個主題曲
[00:05:48.120 --> 00:05:49.620]  是大家很熟悉的
[00:05:49.620 --> 00:05:54.000]  每次彈起主題曲你就知道是卡門
[00:05:54.000 --> 00:05:58.160]  所以這個序曲真的寫得很好
[00:05:58.160 --> 00:06:03.480]  在序曲裏面主旋律的主題曲就出現了
[00:06:03.480 --> 00:06:05.120]  所以你就知道
[00:06:05.120 --> 00:06:07.000]  現在我來到一個場景
[00:06:07.000 --> 00:06:09.000]  有一個很漂亮的女子
[00:06:09.000 --> 00:06:10.180]  她在那裏跳舞
[00:06:10.180 --> 00:06:13.880]  跟男孩在那裏歡樂
[00:06:13.880 --> 00:06:18.000]  第一第二節講什麼呢?
[00:06:18.000 --> 00:06:22.760]  「夜和華和其中所充滿的」
[00:06:22.760 --> 00:06:26.560]  「地和其中所充滿的」
[00:06:26.560 --> 00:06:31.040]  「和住在其間的都熟」
[00:06:31.040 --> 00:06:32.240]  「夜和華」
[00:06:32.240 --> 00:06:34.660]  第一節是講到地
[00:06:34.660 --> 00:06:37.760]  「地和其中所充滿的」
[00:06:37.760 --> 00:06:40.200]  「和住在其間的都熟」
[00:06:40.200 --> 00:06:41.640]  屬於誰呢?
[00:06:41.640 --> 00:06:43.840]  這個地誰是主人呢?
[00:06:43.840 --> 00:06:47.680]  聖經說「夜和華」就是我們的主人
[00:06:47.680 --> 00:06:50.600]  「夜和華」是大地的主人
[00:06:50.600 --> 00:06:54.200]  全世界都是神所創造的
[00:06:54.200 --> 00:06:56.220]  我們很喜歡讀詩篇
[00:06:56.220 --> 00:06:59.200]  《創世紀》第一篇第一章
[00:06:59.200 --> 00:07:03.320]  「起初神創造天地」
[00:07:03.320 --> 00:07:06.760]  有一首基督徒很喜歡的詩歌
[00:07:06.760 --> 00:07:10.160]  「這是天父世界」
[00:07:10.160 --> 00:07:13.280]  This is my father's world
[00:07:13.280 --> 00:07:16.600]  我爸爸創造
[00:07:16.600 --> 00:07:18.440]  多麼親切
[00:07:18.440 --> 00:07:20.160]  多麼美麗
[00:07:20.160 --> 00:07:21.640]  第二節
[00:07:21.640 --> 00:07:26.120]  祂把地建立在海上
[00:07:26.120 --> 00:07:30.840]  安定在大水之上
[00:07:30.840 --> 00:07:34.440]  《創世紀》一開始記載神創造的時候
[00:07:34.440 --> 00:07:38.880]  祂就把陸地和海洋分開
[00:07:38.880 --> 00:07:40.720]  這個叫做地
[00:07:40.720 --> 00:07:42.720]  那個叫做海
[00:07:42.720 --> 00:07:46.160]  如果你拿一張世界地圖來看看
[00:07:46.160 --> 00:07:47.480]  我想問一下你
[00:07:47.480 --> 00:07:51.240]  這個世界到底地多還是海多?
[00:07:51.240 --> 00:07:53.960]  可能由於我們住在地上
[00:07:53.960 --> 00:07:55.960]  很多人都有一個感覺
[00:07:55.960 --> 00:07:57.480]  當然是地多些
[00:07:57.480 --> 00:07:58.760]  不是的
[00:07:58.760 --> 00:08:00.760]  你看看那個比例
[00:08:00.760 --> 00:08:02.760]  其實整個地球
[00:08:02.760 --> 00:08:07.680]  海的部分是比陸地更多
[00:08:07.680 --> 00:08:10.960]  所以有很多科學家都在發出警告
[00:08:10.960 --> 00:08:16.760]  如果南極北極的冰雪繼續融化
[00:08:16.760 --> 00:08:19.080]  這個世界有很多地方
[00:08:19.080 --> 00:08:24.560]  特別淺水的地方會被淹沒了
[00:08:24.560 --> 00:08:28.640]  海好像要淹沒這個世界一樣
[00:08:28.640 --> 00:08:31.960]  所以在希伯來人的思想裏面
[00:08:31.960 --> 00:08:34.880]  海是代表邪惡的
[00:08:34.880 --> 00:08:36.640]  一種惡勢力
[00:08:36.640 --> 00:08:39.440]  當你出海航行的時候
[00:08:39.440 --> 00:08:42.640]  任你那艘船多大也好
[00:08:42.640 --> 00:08:46.000]  你都覺得是滄海一粟
[00:08:46.000 --> 00:08:48.360]  那個海一望無際的
[00:08:48.360 --> 00:08:50.360]  看不到陸地的
[00:08:50.360 --> 00:08:51.440]  你多害怕
[00:08:51.440 --> 00:08:54.160]  走這麼多天都看不到陸地
[00:08:54.160 --> 00:08:56.720]  特別那些小的船
[00:08:56.720 --> 00:08:59.520]  真的在海裏飄來飄去
[00:08:59.520 --> 00:09:02.000]  你多渺小
[00:09:02.000 --> 00:09:07.840]  但是神將地安置在大海之上
[00:09:07.840 --> 00:09:11.600]  將地立在其上
[00:09:11.600 --> 00:09:12.880]  各位
[00:09:12.880 --> 00:09:15.800]  原來我們的神是掌權的神
[00:09:15.800 --> 00:09:18.200]  他是滿有能力的神
[00:09:18.200 --> 00:09:20.720]  所以他與我們同在
[00:09:20.720 --> 00:09:23.320]  他創造整個大地
[00:09:23.320 --> 00:09:25.080]  所以第一、第二節
[00:09:25.080 --> 00:09:27.440]  還有一個很偉大的宣言
[00:09:27.440 --> 00:09:30.120]  讓你看見一個很偉大的圖畫
[00:09:30.120 --> 00:09:33.480]  就是神創造的奧妙
[00:09:33.480 --> 00:09:38.280]  然後由第三到第五、第六節
[00:09:38.280 --> 00:09:43.240]  第三到第六節是第二個段落
[00:09:43.240 --> 00:09:45.680]  現在就將那個鏡頭
[00:09:45.680 --> 00:09:51.360]  由世界大地轉移到聖殿
[00:09:51.360 --> 00:09:53.480]  來到聖城那裏
[00:09:53.480 --> 00:09:56.280]  或者我讀一讀第三節
[00:09:56.280 --> 00:09:58.600]  是一個問題
[00:09:58.600 --> 00:10:02.440]  誰能登耀華的山呢?
[00:10:02.440 --> 00:10:07.080]  誰能站在他的聖所呢?
[00:10:07.080 --> 00:10:11.720]  詩篇我很喜歡的作者很有技巧
[00:10:11.720 --> 00:10:14.240]  這篇詩也是大衛作的
[00:10:14.240 --> 00:10:18.000]  他提出兩個「誰」字
[00:10:18.000 --> 00:10:22.200]  誰能夠去登耀華的山
[00:10:22.200 --> 00:10:24.120]  上耀華的山
[00:10:24.120 --> 00:10:25.920]  就好像剛才我說的
[00:10:25.920 --> 00:10:28.200]  你要上耀華的山
[00:10:28.200 --> 00:10:29.040]  第二
[00:10:29.040 --> 00:10:33.880]  誰能站在他的聖所呢?
[00:10:33.880 --> 00:10:39.120]  你站在他這麼神聖的地方
[00:10:39.120 --> 00:10:42.000]  誰可以上山?
[00:10:42.000 --> 00:10:45.680]  誰可以站在他的聖殿?
[00:10:45.680 --> 00:10:48.760]  我記得有一次我去一間禮拜堂
[00:10:48.760 --> 00:10:50.960]  講這篇信息
[00:10:50.960 --> 00:10:53.000]  我都跟弟兄姊妹說
[00:10:53.000 --> 00:10:55.240]  不知今天你回禮拜堂
[00:10:55.240 --> 00:10:58.160]  你的態度隨不隨便?
[00:10:58.160 --> 00:11:02.760]  你穿什麼衣服回去崇拜呢?
[00:11:02.760 --> 00:11:05.360]  在舊時
[00:11:05.360 --> 00:11:08.160]  特別是在歐美的傳統
[00:11:08.160 --> 00:11:12.240]  有一件衣服叫做Sunday dress
[00:11:12.240 --> 00:11:14.200]  是禮拜天才穿的
[00:11:14.200 --> 00:11:18.360]  姐妹可能穿一件禮服
[00:11:18.360 --> 00:11:20.880]  穿一條裙帶一頂帽子
[00:11:20.880 --> 00:11:24.120]  男士要穿西裝打領帶
[00:11:24.120 --> 00:11:27.920]  特別是當時的紳士
[00:11:27.920 --> 00:11:31.560]  拿著手掌、拐杖
[00:11:31.560 --> 00:11:36.080]  陪著太太一起回禮拜堂
[00:11:36.080 --> 00:11:38.600]  他們帶著一個很嚴肅
[00:11:38.600 --> 00:11:42.360]  很恭敬、很認真的心回去
[00:11:42.360 --> 00:11:44.280]  相反看我們今天
[00:11:44.280 --> 00:11:47.400]  有些人很casual
[00:11:47.400 --> 00:11:49.440]  穿著很隨便的衣服
[00:11:49.440 --> 00:11:53.000]  甚至有些人說我穿了一雙涼鞋回來
[00:11:53.000 --> 00:11:56.680]  所以有些教會都要有一個dress code
[00:11:56.680 --> 00:11:59.120]  衣著的提醒
[00:11:59.120 --> 00:12:00.800]  特別是夏天的時候
[00:12:00.800 --> 00:12:03.720]  有些女士穿著很單薄的衣服
[00:12:03.720 --> 00:12:06.840]  穿得很露骨
[00:12:06.840 --> 00:12:11.160]  真的看到你都好像替她擔心一樣
[00:12:11.160 --> 00:12:13.800]  為什麼我們今天這麼隨便?
[00:12:13.800 --> 00:12:15.520]  我想問你
[00:12:15.520 --> 00:12:19.000]  為什麼今天這麼多人遲到回禮拜堂?
[00:12:19.000 --> 00:12:21.560]  你明明11點崇拜
[00:12:21.560 --> 00:12:25.360]  有些人11點多才回來
[00:12:25.360 --> 00:12:27.880]  有一次我特意到處走走
[00:12:27.880 --> 00:12:30.000]  因為我不用上台
[00:12:30.000 --> 00:12:33.400]  12點還有人來教會
[00:12:33.400 --> 00:12:34.800]  我真的不知道他想怎樣
[00:12:34.800 --> 00:12:37.520]  有些人說他博牧師祝福
[00:12:37.520 --> 00:12:39.960]  想拿個祝福然後散會
[00:12:39.960 --> 00:12:41.800]  有些人說為什麼他來呢?
[00:12:41.800 --> 00:12:43.840]  因為約了子女、孫子
[00:12:43.840 --> 00:12:45.640]  一會兒一起去喝茶
[00:12:45.640 --> 00:12:47.240]  來教會集合
[00:12:47.240 --> 00:12:50.240]  然後一起去茶樓
[00:12:50.240 --> 00:12:52.240]  究竟你今天來敬拜神
[00:12:52.240 --> 00:12:53.840]  你帶有什麼態度?
[00:12:53.840 --> 00:12:55.920]  我記得我小時候
[00:12:55.920 --> 00:12:57.520]  媽媽經常說
[00:12:57.520 --> 00:12:59.320]  禮拜六早點睡覺
[00:12:59.320 --> 00:13:02.560]  因為第二天要回教會
[00:13:02.560 --> 00:13:05.520]  你有沒有一個敬畏神的心?
[00:13:05.520 --> 00:13:08.960]  誰可以登祂的山?
[00:13:08.960 --> 00:13:12.160]  誰站起祂的聖所?
[00:13:12.160 --> 00:13:15.160]  第四節就是那個答案
[00:13:15.160 --> 00:13:17.240]  所以有人說第三節
[00:13:17.240 --> 00:13:21.120]  就是會眾唱一個問號出來
[00:13:21.120 --> 00:13:25.560]  而第四節就是聖殿裏面的利美人
[00:13:25.560 --> 00:13:29.360]  或者祭司來唱著的答案
[00:13:29.360 --> 00:13:31.240]  就是什麼呢?
[00:13:31.240 --> 00:13:32.560]  有三個條件
[00:13:32.560 --> 00:13:36.360]  第一 手潔心清
[00:13:36.360 --> 00:13:38.560]  即是手要潔淨
[00:13:38.560 --> 00:13:40.920]  心又要乾淨
[00:13:40.920 --> 00:13:44.680]  第二 不向虛妄
[00:13:44.680 --> 00:13:49.440]  不向著虛方 不向著虛妄
[00:13:49.440 --> 00:13:55.080]  第三 就是喜誓不懷詭詐
[00:13:55.080 --> 00:13:58.080]  不會懷有詭詐
[00:13:58.080 --> 00:14:01.080]  這三個答案真是太精彩了
[00:14:01.080 --> 00:14:02.880]  或者我先講第一個
[00:14:02.880 --> 00:14:05.480]  手潔心清
[00:14:05.480 --> 00:14:08.280]  你說手要乾淨很容易
[00:14:08.280 --> 00:14:10.480]  特別現在疫情的時候
[00:14:10.480 --> 00:14:12.080]  叫你勤洗手
[00:14:12.080 --> 00:14:15.480]  而且要用酒精液來洗手
[00:14:15.480 --> 00:14:18.680]  你回家首先第一件事
[00:14:18.680 --> 00:14:21.080]  脫光那些髒衣服
[00:14:21.080 --> 00:14:24.080]  脫了口罩就洗手
[00:14:24.080 --> 00:14:25.680]  洗手每個人都懂
[00:14:25.680 --> 00:14:27.680]  洗手很重要
[00:14:27.680 --> 00:14:30.080]  洗完手你就乾淨了
[00:14:30.080 --> 00:14:31.280]  我想問問你
[00:14:31.280 --> 00:14:34.080]  你的心怎麼洗?
[00:14:34.080 --> 00:14:37.480]  你的心髒了怎麼洗?
[00:14:37.480 --> 00:14:40.680]  心要潔 手要清
[00:14:40.680 --> 00:14:43.280]  手潔心清
[00:14:43.280 --> 00:14:46.080]  怎樣讓你的心才清潔呢?
[00:14:46.080 --> 00:14:51.080]  唯一的方法就是向神認罪
[00:14:51.080 --> 00:14:54.680]  沒有人可以洗淨你的心
[00:14:54.680 --> 00:14:57.080]  只有耶穌基督的寶血
[00:14:57.080 --> 00:15:01.480]  神的恩典可以赦免我們的罪
[00:15:01.480 --> 00:15:04.080]  我想我們每個人都有犯罪
[00:15:04.080 --> 00:15:06.280]  我們牧師都犯罪
[00:15:06.280 --> 00:15:10.880]  但是神有赦罪之人
[00:15:10.880 --> 00:15:13.680]  有誰不需要來到神的面前
[00:15:13.680 --> 00:15:15.480]  求神的光照
[00:15:15.480 --> 00:15:16.880]  求神的赦免?
[00:15:16.880 --> 00:15:18.880]  你信了耶穌也好
[00:15:18.880 --> 00:15:21.280]  你仍然有很多的過犯
[00:15:21.280 --> 00:15:23.480]  你仍然有得罪神
[00:15:23.480 --> 00:15:25.280]  得罪人的地方
[00:15:25.280 --> 00:15:29.680]  我們很需要為每一件罪向神認罪
[00:15:29.680 --> 00:15:33.080]  也要試試求神的赦罪
[00:15:33.080 --> 00:15:38.080]  讓赦罪的平安和恩典在我們心裡
[00:15:38.080 --> 00:15:42.080]  可能大家很熟悉的詩篇51篇
[00:15:42.080 --> 00:15:44.480]  大衛很出名的一篇詩
[00:15:44.480 --> 00:15:47.280]  當他和畢氏巴犯罪之後
[00:15:47.280 --> 00:15:49.880]  後來孫子拿丹責備他
[00:15:49.880 --> 00:15:52.080]  誰偷了隔壁的羊
[00:15:52.080 --> 00:15:54.480]  大衛說沒有 這麼活該
[00:15:54.480 --> 00:15:56.880]  拿丹說就是你
[00:15:56.880 --> 00:16:00.080]  就是你犯罪
[00:16:00.080 --> 00:16:03.480]  結果大衛就報悔
[00:16:03.480 --> 00:16:04.680]  他說 神啊
[00:16:04.680 --> 00:16:08.080]  求祢用牛失草潔淨我
[00:16:08.080 --> 00:16:09.680]  我就乾淨
[00:16:09.680 --> 00:16:11.880]  求祢洗淨我
[00:16:11.880 --> 00:16:15.680]  我就比雪更加白
[00:16:15.680 --> 00:16:16.880]  我不知道今天你有沒有
[00:16:16.880 --> 00:16:20.680]  神赦罪的平安和恩典
[00:16:20.680 --> 00:16:22.880]  在你的心裡
[00:16:22.880 --> 00:16:24.480]  沒錯 我們每個人都有犯罪
[00:16:24.480 --> 00:16:26.280]  有誰不犯罪呢?
[00:16:26.280 --> 00:16:30.880]  但是神仍然給我們有第二次的機會
[00:16:30.880 --> 00:16:34.080]  去接納悔轉悔改的人
[00:16:34.080 --> 00:16:36.480]  所以詩篇第51篇
[00:16:36.480 --> 00:16:38.080]  他也繼續說
[00:16:38.080 --> 00:16:41.680]  憂傷痛悔的心
[00:16:41.680 --> 00:16:44.280]  是神不稀罕的
[00:16:44.280 --> 00:16:47.080]  一個憂傷痛悔
[00:16:47.080 --> 00:16:49.880]  悔轉歸向神的心
[00:16:49.880 --> 00:16:53.280]  是神不稀罕的
[00:16:53.280 --> 00:16:56.680]  所以我們不單止心要清
[00:16:56.680 --> 00:16:58.480]  第二個條件
[00:16:58.480 --> 00:17:00.880]  就是不向虛妄
[00:17:00.880 --> 00:17:02.880]  這個「向」字很厲害
[00:17:02.880 --> 00:17:04.680]  你不要向著
[00:17:04.680 --> 00:17:06.880]  可能你都沒有犯錯
[00:17:06.880 --> 00:17:11.880]  你不要向著虛假、虛方、不好的事
[00:17:11.880 --> 00:17:13.080]  第三
[00:17:13.080 --> 00:17:17.880]  你起誓是不懷詭詐的
[00:17:17.880 --> 00:17:21.480]  這個可能是指我們要約束我們的舌頭
[00:17:21.480 --> 00:17:23.880]  記不記得在《雅各書》
[00:17:23.880 --> 00:17:26.280]  司徒雅各曾經提到
[00:17:26.280 --> 00:17:32.480]  舌頭是白體裡面最小的一個部分
[00:17:32.480 --> 00:17:35.680]  卻可以犯最大的罪
[00:17:35.680 --> 00:17:38.880]  因為你舌頭說出來的謊言
[00:17:38.880 --> 00:17:42.080]  可以燒著一個樹樓
[00:17:42.080 --> 00:17:44.080]  一個小小的火種
[00:17:44.080 --> 00:17:46.280]  你不經意說了一句閒話
[00:17:46.280 --> 00:17:48.080]  你不經意去批評人
[00:17:48.080 --> 00:17:50.280]  你不經意去攻擊人
[00:17:50.280 --> 00:17:55.080]  結果就帶來無數的傷害
[00:17:55.080 --> 00:17:58.080]  我們要很謹慎我們的舌頭
[00:17:58.080 --> 00:18:02.880]  不可以起誓的時候懷有詭詐
[00:18:02.880 --> 00:18:07.480]  結果第五、第六節就是那個結果
[00:18:07.480 --> 00:18:09.280]  問了兩個誰
[00:18:09.280 --> 00:18:12.080]  你又知道第四節的答案了
[00:18:12.080 --> 00:18:15.680]  第五、第六節就是那個後果
[00:18:15.680 --> 00:18:23.880]  「他必蒙耶和華賜福,又蒙救他的神使他誠義」
[00:18:23.880 --> 00:18:26.680]  第一是神要賜福他
[00:18:26.680 --> 00:18:30.880]  第二是神要稱他為義可當寶貴
[00:18:30.880 --> 00:18:35.480]  因信稱義是新約才出現的一個交道
[00:18:35.480 --> 00:18:37.080]  但原來在舊約
[00:18:37.080 --> 00:18:41.680]  詩篇24篇第五節已經說了
[00:18:41.680 --> 00:18:45.280]  「又蒙救他的神使他誠義」
[00:18:45.280 --> 00:18:46.680]  然後第六節
[00:18:46.680 --> 00:18:52.480]  「這是尋求耶和華的族類」
[00:18:52.480 --> 00:18:57.480]  是尋求裡面的亞國
[00:18:57.480 --> 00:19:00.280]  現在有時在現代社會
[00:19:00.280 --> 00:19:03.480]  我們都叫自己做「我是上班一族」
[00:19:03.480 --> 00:19:05.680]  「我是愛狗族、愛貓族」
[00:19:05.680 --> 00:19:07.880]  「我是零食一族」
[00:19:07.880 --> 00:19:09.680]  「我是愛榴槤一族」
[00:19:09.680 --> 00:19:12.080]  我們會叫這班人
[00:19:12.080 --> 00:19:16.280]  我們是一堆的 就叫做「上班族」
[00:19:16.280 --> 00:19:20.280]  你是不是尋求神的一族
[00:19:20.280 --> 00:19:21.880]  你很渴望神
[00:19:21.880 --> 00:19:23.680]  你愛慕神
[00:19:23.680 --> 00:19:25.480]  你去到神那裏
[00:19:25.480 --> 00:19:29.880]  是尋求裡面的亞國
[00:19:29.880 --> 00:19:32.480]  為甚麼要特別提亞國呢?
[00:19:32.480 --> 00:19:35.680]  原來亞國曾經有一次的經歷
[00:19:35.680 --> 00:19:37.680]  去到一個地方
[00:19:37.680 --> 00:19:39.680]  他晚上睡覺
[00:19:39.680 --> 00:19:43.280]  發夢看到一條天梯
[00:19:43.280 --> 00:19:46.480]  有天使在上面來來去去
[00:19:46.480 --> 00:19:51.680]  他看到神在最高的地方
[00:19:51.680 --> 00:19:54.480]  到第二天起床醒來
[00:19:54.480 --> 00:19:58.880]  他說「我與神面對面」
[00:19:58.880 --> 00:20:01.880]  「我竟然間不知道」
[00:20:01.880 --> 00:20:04.680]  於是他幫那個地方改名
[00:20:04.680 --> 00:20:06.880]  叫做「伯特利」
[00:20:06.880 --> 00:20:11.880]  「伯特利」就是「與神見面」的意思
[00:20:11.880 --> 00:20:18.880]  那個地方後來是建造一個敬拜神的地方
[00:20:18.880 --> 00:20:21.480]  所以「與神面對面」
[00:20:21.480 --> 00:20:24.880]  就是神願意和我們見面
[00:20:24.880 --> 00:20:27.680]  最後第三個段落
[00:20:27.680 --> 00:20:31.280]  就是7、8、9、10這四節
[00:20:31.280 --> 00:20:33.280]  可以分作兩部分
[00:20:33.280 --> 00:20:36.880]  第七節和第九節是跳了一節
[00:20:36.880 --> 00:20:39.280]  七和九是一對的
[00:20:39.280 --> 00:20:42.480]  八和十也是一對
[00:20:42.480 --> 00:20:46.080]  第七和第九節是問問題的
[00:20:46.080 --> 00:20:49.880]  「忠誠們你們要抬起頭來」
[00:20:49.880 --> 00:20:51.880]  「永久的門戶」
[00:20:51.880 --> 00:20:54.080]  「你們要把頭抬起」
[00:20:54.080 --> 00:20:57.280]  「老榮耀的王將要進來」
[00:20:57.280 --> 00:21:00.280]  好像完全一模一樣
[00:21:00.280 --> 00:21:03.280]  第七和第九節
[00:21:03.280 --> 00:21:07.080]  「忠誠們抬起頭來」
[00:21:07.080 --> 00:21:09.080]  「永久的門戶」
[00:21:09.080 --> 00:21:13.080]  「你們要把頭抬起」
[00:21:13.080 --> 00:21:15.280]  我想問一下你
[00:21:15.280 --> 00:21:18.680]  城門可以抬起頭的嗎?
[00:21:18.680 --> 00:21:22.680]  永久的門戶又可以抬起頭的嗎?
[00:21:22.680 --> 00:21:24.080]  不通的
[00:21:24.080 --> 00:21:25.280]  不動的
[00:21:25.280 --> 00:21:27.880]  安緊了的
