
[00:00:00.000 --> 00:00:03.000]  親愛的弟兄姊妹主內 平安
[00:04:19.000 --> 00:04:21.000]  神都祝福我們教會的弟兄姊妹
[00:04:21.000 --> 00:04:24.000]  他們在職場上都很能幹
[00:04:24.000 --> 00:04:27.000]  他們發揮神所給的恩賜
[00:04:27.000 --> 00:04:32.000]  如果你們在職場上可以成為能幹的工人
[00:04:32.000 --> 00:04:37.000]  可以成為神積極正面的見證
[00:04:37.000 --> 00:04:41.000]  你們的才幹也可以在教會裏面去發展
[00:04:41.000 --> 00:04:43.000]  在成功上
[00:04:43.000 --> 00:04:45.000]  第二方面我們看見
[00:04:45.000 --> 00:04:49.000]  阿居拉和伯基拉他們是很能幹的教會領袖
[00:04:49.000 --> 00:04:54.000]  保羅在哥倫多居住的一段時間
[00:04:54.000 --> 00:04:57.000]  可以說伯基拉和阿居拉
[00:04:57.000 --> 00:05:01.000]  直接受到保羅的詛咒
[00:05:01.000 --> 00:05:04.000]  奠定了日後他們可以向阿波羅
[00:05:04.000 --> 00:05:07.000]  講解真理的基礎
[00:05:07.000 --> 00:05:12.000]  保羅大概在哥倫多住了一年半
[00:05:12.000 --> 00:05:15.000]  保羅後來想回到安提阿
[00:05:15.000 --> 00:05:18.000]  他就和信徒辭別
[00:05:18.000 --> 00:05:20.000]  離開哥倫多
[00:05:20.000 --> 00:05:25.000]  而阿居拉夫婦就撇下一切跟隨著保羅
[00:05:25.000 --> 00:05:28.000]  坐船去到以弗所
[00:05:28.000 --> 00:05:31.000]  雖然保羅在以弗所逗留不是很久
[00:05:31.000 --> 00:05:32.000]  他就離開
[00:05:32.000 --> 00:05:34.000]  他自己去耶路撒冷
[00:05:34.000 --> 00:05:36.000]  然後去安提阿
[00:05:36.000 --> 00:05:40.000]  但是阿居拉夫婦就留在以弗所教會裏面
[00:05:40.000 --> 00:05:44.000]  他們去服侍去建造教會
[00:05:44.000 --> 00:05:49.000]  有一次當他們出席猶太人會堂聚會的時候
[00:05:49.000 --> 00:05:52.000]  在士道行傳十八章
[00:05:52.000 --> 00:05:54.000]  十八節那裏講到
[00:05:54.000 --> 00:06:01.000]  他們遇見了新來到以弗所的一個青年傳道人
[00:06:01.000 --> 00:06:02.000]  聽到他們講道
[00:06:02.000 --> 00:06:05.000]  那個人的名字叫阿波羅
[00:06:05.000 --> 00:06:08.000]  阿波羅是亞歷山大人
[00:06:08.000 --> 00:06:14.000]  亞歷山大城在當時是學術和文化的中心
[00:06:14.000 --> 00:06:21.000]  阿波羅在當中可以說他有很淵博的學識
[00:06:21.000 --> 00:06:26.000]  還有他有很持風銳利的口才
[00:06:26.000 --> 00:06:28.000]  他也精通舊約的聖經
[00:06:28.000 --> 00:06:33.000]  他憑著一股熱誠向人介紹耶穌
[00:06:33.000 --> 00:06:36.000]  雖然他也知道一些關於耶穌的事
[00:06:36.000 --> 00:06:42.000]  不過似乎他所學所傳的是施贈約翰的信息
[00:06:42.000 --> 00:06:44.000]  他是施贈約翰的門徒
[00:06:44.000 --> 00:06:46.000]  他傳的是悔改的浸禮
[00:06:46.000 --> 00:06:49.000]  他承認耶穌是尼塞亞
[00:06:49.000 --> 00:06:53.000]  不過他不知道耶穌是贖罪的救主
[00:06:53.000 --> 00:06:57.000]  耶穌已經在十字架上完成了拯救的工作
[00:06:57.000 --> 00:06:59.000]  他也不知道聖靈已經降臨
[00:06:59.000 --> 00:07:02.000]  阿基拉和伯基拉看出
[00:07:02.000 --> 00:07:06.000]  阿波羅對福音的本質不是完全的了解
[00:07:06.000 --> 00:07:09.000]  於是他們夫婦的義人
[00:07:09.000 --> 00:07:11.000]  他們沒有公開指責他
[00:07:11.000 --> 00:07:14.000]  也沒有在背後批評他
[00:07:14.000 --> 00:07:18.000]  他反而很誠懇地接他們到家裡
[00:07:18.000 --> 00:07:21.000]  將神的道向他們講解
[00:07:21.000 --> 00:07:23.000]  向阿波羅講解
[00:07:23.000 --> 00:07:28.000]  令阿波羅能夠明白救恩的真義
[00:07:28.000 --> 00:07:30.000]  我們看見阿基拉夫婦
[00:07:30.000 --> 00:07:34.000]  他們不僅很熱心接待保羅
[00:07:34.000 --> 00:07:40.000]  他們也很熱心造就年輕的傳道人阿波羅
[00:07:40.000 --> 00:07:43.000]  阿波羅也很謙卑地接受
[00:07:43.000 --> 00:07:46.000]  伯基拉和阿基拉的教導
[00:07:46.000 --> 00:07:52.000]  一對平平凡凡的公將夫婦
[00:07:52.000 --> 00:07:56.000]  能夠影響一個天才還日的傳道人
[00:07:56.000 --> 00:07:59.000]  可以說是由於他們屬靈生命
[00:07:59.000 --> 00:08:01.000]  他們那種豐盛的緣故
[00:08:01.000 --> 00:08:04.000]  如果他們不是很有愛心
[00:08:04.000 --> 00:08:07.000]  很有豐富屬靈的經驗
[00:08:07.000 --> 00:08:12.000]  阿波羅也不會五體投地去虛心領受教訓
[00:08:12.000 --> 00:08:16.000]  阿基拉夫婦他們啟發造就了阿波羅
[00:08:16.000 --> 00:08:21.000]  以致阿波羅能夠成為神有用的公仁
[00:08:21.000 --> 00:08:25.000]  我們看到在紹行傳十八章的二十八節
[00:08:25.000 --> 00:08:30.000]  記載阿波羅對主的道認識更深的時候
[00:08:30.000 --> 00:08:34.000]  他到處向人極力去見證
[00:08:34.000 --> 00:08:36.000]  耶穌就是基督
[00:08:36.000 --> 00:08:40.000]  也極有能力去博導眾人
[00:08:40.000 --> 00:08:43.000]  所以其後我們看到
[00:08:43.000 --> 00:08:47.000]  保羅在哥倫多前書三章六節的時候
[00:08:47.000 --> 00:08:48.000]  他提到說
[00:08:48.000 --> 00:08:51.000]  「我栽中了阿波羅的囂冠了
[00:08:51.000 --> 00:08:53.000]  唯有神叫他生長」
[00:08:53.000 --> 00:08:58.000]  保羅也讚揚阿波羅在哥倫多傳道的工作
[00:08:58.000 --> 00:09:02.000]  稱他為神和場裡的童工
[00:09:02.000 --> 00:09:05.000]  而阿基拉和伯基拉
[00:09:05.000 --> 00:09:07.000]  其實他們當時很合宜
[00:09:07.000 --> 00:09:10.000]  很謹慎地教導阿波羅
[00:09:10.000 --> 00:09:11.000]  幫助他成為神
[00:09:11.000 --> 00:09:14.000]  重用那個器皿
[00:09:14.000 --> 00:09:18.000]  阿基拉他們夫婦除了是能幹的公仁
[00:09:18.000 --> 00:09:22.000]  他們也是毀身的侍奉者
[00:09:22.000 --> 00:09:24.000]  我想請弟兄姊妹去翻開
[00:09:24.000 --> 00:09:29.000]  哥倫多前書的十六章
[00:09:29.000 --> 00:09:35.000]  新約聖經的二百三十二
[00:09:35.000 --> 00:09:41.000]  哥倫多前書十六章十九節
[00:09:41.000 --> 00:09:44.000]  我想請弟兄姊妹一同去重讀
[00:09:44.000 --> 00:09:45.000]  這一段的經文
[00:09:45.000 --> 00:09:48.000]  哥倫多前書十六章十九節
[00:09:48.000 --> 00:09:50.000]  預備起
[00:09:50.000 --> 00:09:54.000]  阿西亞的眾教會問你們安
[00:09:54.000 --> 00:09:56.000]  阿基拉和伯基拉
[00:09:56.000 --> 00:09:59.000]  並在他們家裡的教會
[00:09:59.000 --> 00:10:03.000]  因主多多的問你們安
[00:10:03.000 --> 00:10:05.000]  在這裡彷彿我們只看到
[00:10:05.000 --> 00:10:08.000]  一些問安的說話
[00:10:08.000 --> 00:10:09.000]  這一段的經文
[00:10:09.000 --> 00:10:11.000]  估計寫作的時間
[00:10:11.000 --> 00:10:14.000]  大約是主後五十五年
[00:10:14.000 --> 00:10:17.000]  保羅為了哥倫多教會的問題
[00:10:17.000 --> 00:10:20.000]  他在二佛所寫了一封信
[00:10:20.000 --> 00:10:22.000]  去給哥倫多的教會
[00:10:22.000 --> 00:10:24.000]  在那封信的最後
[00:10:24.000 --> 00:10:27.000]  他特別提到這一對夫婦
[00:10:27.000 --> 00:10:29.000]  向他們問安
[00:10:29.000 --> 00:10:30.000]  值得注意
[00:10:30.000 --> 00:10:31.000]  想弟兄姊妹留意的是
[00:10:31.000 --> 00:10:34.000]  並在他們家裡的教會
[00:10:34.000 --> 00:10:36.000]  這一句的說話
[00:10:36.000 --> 00:10:37.000]  因為我們看見
[00:10:37.000 --> 00:10:39.000]  其實阿基拉夫婦
[00:10:39.000 --> 00:10:41.000]  他們無論去到什麼地方
[00:10:41.000 --> 00:10:43.000]  他們都開放他們的家
[00:10:43.000 --> 00:10:45.000]  成為了教會
[00:10:45.000 --> 00:10:47.000]  他們不單止在家裡
[00:10:47.000 --> 00:10:48.000]  接待傳道人
[00:10:48.000 --> 00:10:51.000]  也將他們的家開放成為傳福音
[00:10:51.000 --> 00:10:53.000]  造就人的地方
[00:10:53.000 --> 00:10:54.000]  就好像中國國內
[00:10:54.000 --> 00:10:56.000]  也有很多家庭的教會
[00:10:56.000 --> 00:10:58.000]  他們的家就是教會
[00:10:58.000 --> 00:11:01.000]  讓信徒去聚集敬拜神
[00:11:01.000 --> 00:11:03.000]  在那裡有聖徒的相通
[00:11:03.000 --> 00:11:05.000]  和恩主的同在
[00:11:05.000 --> 00:11:08.000]  在香港寸金尺土的情況
[00:11:08.000 --> 00:11:10.000]  我也見過一些教會
[00:11:10.000 --> 00:11:13.000]  信徒開放他們的家
[00:11:13.000 --> 00:11:14.000]  用來上主一學
[00:11:14.000 --> 00:11:16.000]  因為教會有時候在商場
[00:11:16.000 --> 00:11:18.000]  在一些很小的地方
[00:11:18.000 --> 00:11:20.000]  不能夠有這麼多的房間
[00:11:20.000 --> 00:11:24.000]  讓弟兄姊妹去分組聚會
[00:11:24.000 --> 00:11:26.000]  我也認識一些弟兄姊妹
[00:11:26.000 --> 00:11:28.000]  他們開放他們的家
[00:11:28.000 --> 00:11:30.000]  去接待宣教士
[00:11:30.000 --> 00:11:32.000]  或者一些弟兄姊妹
[00:11:32.000 --> 00:11:33.000]  開放他們的家
[00:11:33.000 --> 00:11:34.000]  去接待有時候
[00:11:34.000 --> 00:11:35.000]  Watoto
[00:11:35.000 --> 00:11:37.000]  那個非洲的兒童合唱團
[00:11:37.000 --> 00:11:39.000]  他們來香港
[00:11:39.000 --> 00:11:42.000]  他們去接待這些非洲的兒童
[00:11:42.000 --> 00:11:43.000]  就好像約書亞
[00:11:43.000 --> 00:11:45.000]  他說至於我和我家
[00:11:45.000 --> 00:11:49.000]  我們必定侍奉耶和華
[00:11:49.000 --> 00:11:51.000]  阿基拉和伯基拉他們
[00:11:51.000 --> 00:11:53.000]  對神去委身的侍奉
[00:11:53.000 --> 00:11:55.000]  不單止願意將自己的家
[00:11:55.000 --> 00:11:57.000]  為主所用
[00:11:57.000 --> 00:11:58.000]  我們也見到他們
[00:11:58.000 --> 00:12:00.000]  願意將他們的性命
[00:12:00.000 --> 00:12:02.000]  才幹、時間、職業
[00:12:02.000 --> 00:12:06.000]  一切都奉獻給主
[00:12:06.000 --> 00:12:08.000]  教會如果有很多
[00:12:08.000 --> 00:12:10.000]  好像這對夫婦這樣
[00:12:10.000 --> 00:12:12.000]  這麼委身的信徒
[00:12:12.000 --> 00:12:14.000]  我相信教會
[00:12:14.000 --> 00:12:17.000]  必定會有很大的復興
[00:12:17.000 --> 00:12:19.000]  我都想邀請弟兄姊妹
[00:12:19.000 --> 00:12:21.000]  去翻開另一段經文
[00:12:21.000 --> 00:12:24.000]  就是羅馬書的十六章
[00:12:24.000 --> 00:12:30.000]  聖經的210頁
[00:12:30.000 --> 00:12:31.000]  210頁
[00:12:31.000 --> 00:12:35.000]  羅馬書的十六章
[00:12:35.000 --> 00:12:37.000]  我都想請弟兄姊妹
[00:12:37.000 --> 00:12:41.000]  去讀第三至第四節
[00:12:41.000 --> 00:12:43.000]  十六章三至四節
[00:12:43.000 --> 00:12:48.000]  「問伯基拉和阿基拉案
[00:12:48.000 --> 00:12:51.000]  他們在基督耶穌裡
[00:12:51.000 --> 00:12:52.000]  與我同宮
[00:12:52.000 --> 00:12:54.000]  也為我的命
[00:12:54.000 --> 00:12:56.000]  將自己的頸鼾
[00:12:56.000 --> 00:12:58.000]  致之道外
[00:12:58.000 --> 00:13:00.000]  不但我感謝他們
[00:13:00.000 --> 00:13:03.000]  就是愛邦的宗教會
[00:13:03.000 --> 00:13:06.000]  也感謝他們」
[00:13:06.000 --> 00:13:10.000]  保羅他在第三次宣教的旅途裡
[00:13:10.000 --> 00:13:13.000]  他寫了羅馬書
[00:13:13.000 --> 00:13:15.000]  給羅馬的信徒
[00:13:15.000 --> 00:13:18.000]  向當時在羅馬傳福音
[00:13:18.000 --> 00:13:21.000]  和牧羊信徒的伯基拉和阿基拉
[00:13:21.000 --> 00:13:23.000]  向他們問安
[00:13:23.000 --> 00:13:26.000]  保羅在這裡很感激地說
[00:13:26.000 --> 00:13:28.000]  他們在基督耶穌裡
[00:13:28.000 --> 00:13:30.000]  與我同宮
[00:13:30.000 --> 00:13:31.000]  也為我的命
[00:13:31.000 --> 00:13:34.000]  將自己的頸鼾致之道外
[00:13:34.000 --> 00:13:36.000]  不但我感謝他們
[00:13:36.000 --> 00:13:38.000]  就是愛邦的宗教會
[00:13:38.000 --> 00:13:41.000]  也感謝他們」
[00:13:41.000 --> 00:13:46.000]  聖經沒有記載這件事情的始末
[00:13:46.000 --> 00:13:48.000]  不過我們知道的是
[00:13:48.000 --> 00:13:49.000]  他們夫婦二人
[00:13:49.000 --> 00:13:51.000]  準備為保羅的緣故
[00:13:51.000 --> 00:13:53.000]  甚至甘心願意
[00:13:53.000 --> 00:13:55.000]  捨棄他們自己的性命
[00:13:55.000 --> 00:13:57.000]  不過因著神的保守
[00:13:57.000 --> 00:14:00.000]  他們沒有喪掉生命
[00:14:00.000 --> 00:14:03.000]  但他們這樣去冒生命的危險
[00:14:03.000 --> 00:14:04.000]  去保護保羅
[00:14:04.000 --> 00:14:06.000]  愛保羅愛到一個地步
[00:14:06.000 --> 00:14:09.000]  連自己的生命也不顧
[00:14:09.000 --> 00:14:11.000]  可以說是真真正正活出了
[00:14:11.000 --> 00:14:14.000]  神的命令
[00:14:14.000 --> 00:14:16.000]  愛弟兄愛到願意
[00:14:16.000 --> 00:14:20.000]  為他捨命的地步
[00:14:20.000 --> 00:14:24.000]  我們知道信徒願意為主
[00:14:24.000 --> 00:14:27.000]  捨棄一些金錢物質
[00:14:27.000 --> 00:14:30.000]  可能我們也覺得不是太難
[00:14:30.000 --> 00:14:32.000]  但我們見到一些為主
[00:14:32.000 --> 00:14:35.000]  捨棄自己安逸的生活
[00:14:35.000 --> 00:14:38.000]  捨棄高薪厚職去宣教的時候
[00:14:38.000 --> 00:14:41.000]  我們也知道真的有些不容易
[00:14:41.000 --> 00:14:46.000]  不過好像阿居拉一對夫婦他們那樣
[00:14:46.000 --> 00:14:49.000]  為神的報人捨棄自己的性命
[00:14:49.000 --> 00:14:51.000]  相信就更加難
[00:14:51.000 --> 00:14:55.000]  保羅他曾經與很多人去同宮
[00:14:55.000 --> 00:14:57.000]  例如巴拿巴
[00:14:57.000 --> 00:14:59.000]  或者跟他坐過牢
[00:14:59.000 --> 00:15:01.000]  挨過打的西拉
[00:15:01.000 --> 00:15:03.000]  還有多年跟他一起
[00:15:03.000 --> 00:15:08.000]  陪著他從蓋薩尼亞被解到羅馬的老家
[00:15:08.000 --> 00:15:12.000]  他們都是一同共過一些患難
[00:15:12.000 --> 00:15:14.000]  不過保羅只是提到
[00:15:14.000 --> 00:15:16.000]  阿居拉和伯幾拉他們二人
[00:15:16.000 --> 00:15:21.000]  為自己的命將自己的頸鼾置之度外
[00:15:21.000 --> 00:15:27.000]  能夠將自己的命為主而去甘願捨棄
[00:15:27.000 --> 00:15:31.000]  可見他們對主的那份信心
[00:15:31.000 --> 00:15:36.000]  那種勇氣和堅固的屬靈生命
[00:15:36.000 --> 00:15:40.000]  如果沒有這種生命其實很難去做到
[00:15:40.000 --> 00:15:43.000]  雖然聖經沒有記載這件事
[00:15:43.000 --> 00:15:47.000]  不過我們知道這對夫婦在宣教事公上
[00:15:47.000 --> 00:15:49.000]  他們是全力去支持保羅
[00:15:49.000 --> 00:15:52.000]  就算犧牲生命都在所不惜
[00:15:52.000 --> 00:15:55.000]  而保羅也一樣為了福音的緣故
[00:15:55.000 --> 00:15:58.000]  不以性命為念
[00:15:58.000 --> 00:16:02.000]  阿居拉夫婦在羅馬侍奉過幾年後
[00:16:02.000 --> 00:16:07.000]  又回到二佛所和提摩泰同供
[00:16:07.000 --> 00:16:10.000]  他們一生侍奉的經歷
[00:16:10.000 --> 00:16:17.000]  其實與保羅和他同供的宣教事跡緊密連在一起
[00:16:17.000 --> 00:16:20.000]  保羅臨離世之前
[00:16:20.000 --> 00:16:22.000]  他寫信給提摩泰
[00:16:22.000 --> 00:16:26.000]  他亦向這對夫婦去問案
[00:16:26.000 --> 00:16:29.000]  顯示到保羅就算他坐牢
[00:16:29.000 --> 00:16:33.000]  他仍然很掛念這對夫婦
[00:16:33.000 --> 00:16:40.000]  我們的主今天他需要怎樣的供人呢?
[00:16:40.000 --> 00:16:45.000]  在馬太福音十章四十至四十二節
[00:16:45.000 --> 00:16:50.000]  耶穌說「人接待你們就是接待我
[00:16:50.000 --> 00:16:54.000]  接待我就是接待那差我來的
[00:16:54.000 --> 00:16:56.000]  人因為先知的名
[00:16:56.000 --> 00:17:01.000]  接待先知必得先知所得的賞賜
[00:17:01.000 --> 00:17:03.000]  人因為二人的名
[00:17:03.000 --> 00:17:08.000]  接待二人必得二人所得的賞賜
[00:17:08.000 --> 00:17:11.000]  無論何人因為門徒的名
[00:17:11.000 --> 00:17:14.000]  只擺一杯涼水給小子裡的一個
[00:17:14.000 --> 00:17:16.000]  我實在告訴你們
[00:17:16.000 --> 00:17:19.000]  這人不能不得賞賜」
[00:17:19.000 --> 00:17:26.000]  神要我們接待那些被神差遣為他作供的人
[00:17:26.000 --> 00:17:29.000]  差傳月正是特別提醒我們
[00:17:29.000 --> 00:17:36.000]  為教會差傳的士工、宣教士我們去禱告
[00:17:36.000 --> 00:17:40.000]  阿基拉和伯吉拉的恩賜和成就
[00:17:40.000 --> 00:17:42.000]  他們說許不及保羅
[00:17:42.000 --> 00:17:45.000]  但保羅說「不但感謝他們
[00:17:45.000 --> 00:17:49.000]  就是愛邦的宗教會也感謝他們」
[00:17:49.000 --> 00:17:54.000]  他們不但值得保羅和愛邦教會的感謝
[00:17:54.000 --> 00:17:57.000]  他們的名字也記在聖經裡
[00:17:57.000 --> 00:18:04.000]  成為後世教會我們今天信徒的炮發榜樣
[00:18:04.000 --> 00:18:10.000]  教會需要更多像這對夫婦的信徒
[00:18:10.000 --> 00:18:12.000]  我們在《司徒行傳》看到
[00:18:12.000 --> 00:18:16.000]  這間教會發展迅速
[00:18:16.000 --> 00:18:19.000]  同心合意興旺福音
[00:18:19.000 --> 00:18:22.000]  教會裡不單有好的傳道人
[00:18:22.000 --> 00:18:24.000]  也有好的基督徒
[00:18:24.000 --> 00:18:26.000]  就像這對夫婦一樣
[00:18:26.000 --> 00:18:30.000]  他們也成為我們的榜樣
[00:18:30.000 --> 00:18:31.000]  因為傳方的工作
[00:18:31.000 --> 00:18:36.000]  實在不能單單靠傳道人
[00:18:36.000 --> 00:18:41.000]  我在尖鎮服侍大約半年
[00:18:41.000 --> 00:18:43.000]  我主要服侍的對象
[00:18:43.000 --> 00:18:48.000]  是兒童部的家長
[00:18:48.000 --> 00:18:55.000]  我很感恩能與三福隊弟兄姊妹配搭合作
[00:18:55.000 --> 00:18:58.000]  親愛的弟兄姊妹主乃平安
[00:18:58.000 --> 00:19:01.000]  他們決志信耶穌
[00:19:01.000 --> 00:19:06.000]  但仍然要面對要收的莊稼多
[00:19:06.000 --> 00:19:09.000]  作供的人少的一種境況
[00:19:09.000 --> 00:19:14.000]  你們是只求莊稼的主
[00:19:14.000 --> 00:19:17.000]  打發工人出去收莊稼
[00:19:17.000 --> 00:19:24.000]  抑或你們願意成為出去收莊稼的工人呢?
[00:19:24.000 --> 00:19:26.000]  保羅在宣教歷程裡
[00:19:26.000 --> 00:19:30.000]  他經歷萬般苦難
[00:19:30.000 --> 00:19:36.000]  他最後被困在羅馬的監獄裡
[00:19:36.000 --> 00:19:40.000]  監獄裡他知道他可能會為主去殉道
[00:19:40.000 --> 00:19:43.000]  他就寫信給提摩太說
[00:19:43.000 --> 00:19:46.000]  那美好的將我已經打過了
[00:19:46.000 --> 00:19:49.000]  當跑的路我已經跑盡了
[00:19:49.000 --> 00:19:52.000]  所信的道我已經守住了
[00:19:52.000 --> 00:19:57.000]  從此以後有公義的冠冕為我傳了
[00:19:57.000 --> 00:20:00.000]  在保羅最後這封書信裡
[00:20:00.000 --> 00:20:03.000]  提摩太后書四章十九節
[00:20:03.000 --> 00:20:07.000]  她仍然不忘記向她患難之交
[00:20:07.000 --> 00:20:10.000]  阿居拉和伯基拉去問安
[00:20:10.000 --> 00:20:14.000]  那封信是寫給以弗所墓會的提摩太
[00:20:14.000 --> 00:20:18.000]  但我們從而得知阿居拉夫婦也在以弗所
[00:20:18.000 --> 00:20:22.000]  在當時古代的社會裡
[00:20:22.000 --> 00:20:27.000]  其實旅行不像我們今時今日那麼方便
[00:20:27.000 --> 00:20:32.000]  過海旅行往往冒著很多生命的危險
[00:20:32.000 --> 00:20:35.000]  很多的海難會發生
[00:20:35.000 --> 00:20:39.000]  而阿居拉夫婦她們由羅馬去哥倫多
[00:20:39.000 --> 00:20:42.000]  由哥倫多去以弗所
[00:20:42.000 --> 00:20:44.000]  又由以弗所去羅馬
[00:20:44.000 --> 00:20:48.000]  最後又由羅馬又回到以弗所
[00:20:48.000 --> 00:20:50.000]  數次這樣去遠道
[00:20:50.000 --> 00:20:54.000]  同樣東奔西跑都可以為福音的緣故
[00:20:54.000 --> 00:20:58.000]  將自己的頸汗治之度外
[00:20:58.000 --> 00:21:03.000]  為了完成神的使命和大誡命
[00:21:03.000 --> 00:21:06.000]  就像很多宣教士一樣
[00:21:06.000 --> 00:21:09.000]  這一對夫婦都令我想到
[00:21:09.000 --> 00:21:13.000]  我認識的一對宣教士的夫婦
[00:21:13.000 --> 00:21:15.000]  他們剛剛在早幾天的
[00:21:15.000 --> 00:21:20.000]  星期三的猜拳祈禱會來分享
[00:21:20.000 --> 00:21:22.000]  他們叫小娘婉子
[00:21:22.000 --> 00:21:25.000]  因為弟兄的名字有個娘字
[00:21:25.000 --> 00:21:28.000]  而婉子是妻子
[00:21:28.000 --> 00:21:31.000]  她的名字都有個婉字
[00:21:31.000 --> 00:21:33.000]  這一對夫婦其實我是在
[00:21:33.000 --> 00:21:38.000]  我母會鄉親浸信會的團契認識他們
[00:21:38.000 --> 00:21:40.000]  我和婉子比較熟悉
