
[00:00:00.000 --> 00:00:02.040]  在過去的一個多月
[00:06:25.340 --> 00:06:27.340]  「皇帝是沒有穿衣服的」
[00:06:27.340 --> 00:06:30.340]  「醜死怪了,他沒有穿衣服」
[00:06:30.340 --> 00:06:32.340]  這句話
[00:06:32.340 --> 00:06:36.340]  就道破了整個事件
[00:06:36.340 --> 00:06:41.340]  所有人
[00:06:41.340 --> 00:06:42.340]  沉默
[00:06:42.340 --> 00:06:45.340]  就會讓一件事
[00:06:45.340 --> 00:06:48.340]  讓一件壞事
[00:06:48.340 --> 00:06:50.340]  一度的延續
[00:06:50.340 --> 00:06:54.340]  馬丁路德
[00:06:54.340 --> 00:06:57.340]  今句說話
[00:06:58.340 --> 00:07:02.340]  「我們眼見真理而不發一言的那天」
[00:07:02.340 --> 00:07:06.340]  「就是我們開始死去的時候」
[00:07:06.340 --> 00:07:09.340]  馬丁路德
[00:07:09.340 --> 00:07:12.340]  當時在他的世代裡面
[00:07:12.340 --> 00:07:16.340]  他面對這些不誠實
[00:07:16.340 --> 00:07:25.340]  面對一些敵視、隔離、歧視的政策的時候
[00:07:25.340 --> 00:07:29.340]  他奮起為這些弱勢的社群
[00:07:29.340 --> 00:07:32.340]  被歧視、被奴役的人
[00:07:32.340 --> 00:07:34.340]  他很出聲
[00:07:34.340 --> 00:07:40.340]  周先生上個禮拜講到《馬可福音》第五章
[00:07:40.340 --> 00:07:44.340]  從第一章看到第五章的時候
[00:07:44.340 --> 00:07:49.340]  耶穌基督一出來工作就行了很多神蹟歧視
[00:07:49.340 --> 00:07:51.340]  醫治很多人
[00:07:52.340 --> 00:07:55.340]  因為耶穌基督行的神蹟歧視的緣故
[00:07:55.340 --> 00:07:58.340]  祂的名聲就傳開了
[00:07:58.340 --> 00:08:02.340]  耶穌基督的名字在當時就傳開了
[00:08:02.340 --> 00:08:06.340]  人人都知道耶穌的名字
[00:08:06.340 --> 00:08:10.340]  不過當人人知道耶穌的名字的時候
[00:08:10.340 --> 00:08:13.340]  就按照自己的喜好
[00:08:13.340 --> 00:08:16.340]  按照自己的想法
[00:08:16.340 --> 00:08:22.340]  就將耶穌放在他想要的位置
[00:08:22.340 --> 00:08:26.340]  希律聽到耶穌的名字的時候
[00:08:26.340 --> 00:08:27.340]  他就放在
[00:08:27.340 --> 00:08:30.340]  這就是施浸約翰
[00:08:30.340 --> 00:08:34.340]  有人說他是以利亞
[00:08:34.340 --> 00:08:37.340]  有人就說他是先知的一位
[00:08:37.340 --> 00:08:43.340]  耶穌的名字去傳揚整個城市
[00:08:44.340 --> 00:08:47.340]  在當時所有人都知道耶穌這個人
[00:08:47.340 --> 00:08:51.340]  不過他們沒有將他是上帝的兒子提起
[00:08:51.340 --> 00:08:56.340]  他們只是將心中所想的一位耶穌
[00:08:56.340 --> 00:09:00.340]  放在他想要的位置而已
[00:09:00.340 --> 00:09:04.340]  所以聽見耶穌的名字
[00:09:04.340 --> 00:09:09.340]  怎樣能夠讓他成為上帝的兒子
[00:09:09.340 --> 00:09:10.340]  他就是神
[00:09:10.340 --> 00:09:12.340]  他是獨特的
[00:09:12.340 --> 00:09:13.340]  他是唯一的
[00:09:13.340 --> 00:09:15.340]  他是上帝的兒子
[00:09:15.340 --> 00:09:16.340]  這樣去看
[00:09:16.340 --> 00:09:20.340]  當我們聽見耶穌的名字的時候
[00:09:20.340 --> 00:09:22.340]  是以我們的心
[00:09:22.340 --> 00:09:24.340]  所想放他在什麼位置
[00:09:24.340 --> 00:09:26.340]  而對待他
[00:09:26.340 --> 00:09:29.340]  還是他就是上帝的兒子
[00:09:29.340 --> 00:09:32.340]  他就是我們的救贖主
[00:09:32.340 --> 00:09:33.340]  這個位置呢
[00:09:33.340 --> 00:09:36.340]  對於希律來說
[00:09:36.340 --> 00:09:39.340]  聽見耶穌的名字
[00:09:39.340 --> 00:09:42.340]  他只是覺得有什麼特別呢
[00:09:43.340 --> 00:09:47.340]  他可能是施浸約翰復活而已
[00:09:47.340 --> 00:09:50.340]  但希律說這個話的時候
[00:09:50.340 --> 00:09:52.340]  很有玄機
[00:09:52.340 --> 00:09:55.340]  你看這段經文的時候
[00:09:55.340 --> 00:10:00.340]  是希律將施浸約翰拉去坐牢的
[00:10:00.340 --> 00:10:05.340]  是希律將施浸約翰斬頭的
[00:10:05.340 --> 00:10:08.340]  在這樣的情況之下
[00:10:08.340 --> 00:10:10.340]  希律有什麼害怕呢
[00:10:13.340 --> 00:10:18.340]  耶穌只不過是施浸約翰的復活
[00:10:18.340 --> 00:10:19.340]  而施浸約翰
[00:10:19.340 --> 00:10:21.340]  我將他拉去坐牢
[00:10:21.340 --> 00:10:22.340]  收牢
[00:10:22.340 --> 00:10:23.340]  將他斬頭
[00:10:23.340 --> 00:10:26.340]  他來多個
[00:10:26.340 --> 00:10:27.340]  我斬多個
[00:10:27.340 --> 00:10:28.340]  來多個
[00:10:28.340 --> 00:10:31.340]  我就收多個進牢
[00:10:31.340 --> 00:10:34.340]  所以
[00:10:34.340 --> 00:10:38.340]  在大家聽見耶穌的名字傳遍的時候
[00:10:38.340 --> 00:10:40.340]  都確有想法
[00:10:40.340 --> 00:10:47.340]  各有位置想將耶穌放在他所想的位置當中
[00:10:47.340 --> 00:10:48.340]  而不是
[00:10:48.340 --> 00:10:51.340]  認識這位就是上帝的義子
[00:10:51.340 --> 00:10:53.340]  是獨一的
[00:10:53.340 --> 00:10:56.340]  他是神來的
[00:10:56.340 --> 00:10:58.340]  所以
[00:10:58.340 --> 00:11:00.340]  就在這樣的情況
[00:11:00.340 --> 00:11:04.340]  希律就只是當他
[00:11:04.340 --> 00:11:08.340]  是一個施浸約翰的復活
[00:11:09.340 --> 00:11:11.340]  那又有什麼害怕呢
[00:11:11.340 --> 00:11:14.340]  不過有一句說話
[00:11:14.340 --> 00:11:17.340]  當他傳到
[00:11:17.340 --> 00:11:18.340]  這個
[00:11:18.340 --> 00:11:22.340]  就是當他面對施浸約翰的時候
[00:11:22.340 --> 00:11:25.340]  有一句說話
[00:11:25.340 --> 00:11:28.340]  是死到人都驚訝的
[00:11:28.340 --> 00:11:30.340]  因為希律
[00:11:30.340 --> 00:11:33.340]  大希律的年代
[00:11:33.340 --> 00:11:36.340]  他娶了很多個老婆
[00:11:36.340 --> 00:11:38.340]  生了很多個子女
[00:11:39.340 --> 00:11:40.340]  不過大希律
[00:11:40.340 --> 00:11:42.340]  後來在晚年的時候
[00:11:42.340 --> 00:11:45.340]  就殘暴非常
[00:11:45.340 --> 00:11:48.340]  殺害了他的兒子
[00:11:48.340 --> 00:11:51.340]  而這個希律
[00:11:51.340 --> 00:11:53.340]  本身
[00:11:53.340 --> 00:11:55.340]  娶希羅底
[00:11:55.340 --> 00:11:57.340]  就是他的嫂子
[00:11:57.340 --> 00:12:01.340]  他的婚姻本身
[00:12:01.340 --> 00:12:04.340]  希律整個家族的婚姻是亂七八糟的
[00:12:04.340 --> 00:12:08.340]  這個希羅底就是他的姪女
[00:12:09.340 --> 00:12:12.340]  甚至有些是他家族的姪孫女
[00:12:12.340 --> 00:12:17.340]  但是他搶了他兄長的妻子
[00:12:17.340 --> 00:12:19.340]  去作為自己的妻子
[00:12:19.340 --> 00:12:23.340]  在猶太的法律上
[00:12:23.340 --> 00:12:24.340]  他是違法的
[00:12:24.340 --> 00:12:27.340]  他是不道德的
[00:12:27.340 --> 00:12:32.340]  當約翰知道這件事的時候
[00:12:32.340 --> 00:12:36.340]  他眼見這個真理的時候
[00:12:38.340 --> 00:12:39.340]  他就出聲
[00:12:39.340 --> 00:12:43.340]  因此他就面對希律說
[00:12:43.340 --> 00:12:47.340]  你這樣是不合理的
[00:12:47.340 --> 00:12:51.340]  Not lawful
[00:12:51.340 --> 00:12:53.340]  不合法的
[00:12:53.340 --> 00:12:58.340]  你強娶你的嫂子
[00:12:58.340 --> 00:13:01.340]  你強娶你的女子
[00:13:01.340 --> 00:13:03.340]  是不合法的
[00:13:06.340 --> 00:13:11.340]  約翰就在見到這個盲誤的時候
[00:13:11.340 --> 00:13:14.340]  他見到希律的荒唐
[00:13:14.340 --> 00:13:20.340]  這個家族對道德倫理再不屑一顧的時候
[00:13:20.340 --> 00:13:23.340]  司祭約翰就告訴他
[00:13:23.340 --> 00:13:24.340]  這是不合法的
[00:13:24.340 --> 00:13:27.340]  你這樣做是不合理的
[00:13:27.340 --> 00:13:32.340]  約翰的一種聲音
[00:13:33.340 --> 00:13:37.340]  約翰當時對希律王的一種指責
[00:13:37.340 --> 00:13:40.340]  直斥其非的一種聲音
[00:13:40.340 --> 00:13:45.340]  是衝破當時的緘默的世界
[00:13:45.340 --> 00:13:48.340]  四百年了
[00:13:48.340 --> 00:13:53.340]  猶太人最嚮往的是先知的聲音
[00:13:53.340 --> 00:13:58.340]  是能夠得到上主的回應
[00:13:58.340 --> 00:14:02.340]  因此四百年從馬拉基斯到新約
[00:14:02.340 --> 00:14:04.340]  有四百年的時間
[00:14:04.340 --> 00:14:09.340]  不再聽見耶和華上帝如此說
[00:14:09.340 --> 00:14:10.340]  這個說話
[00:14:10.340 --> 00:14:15.340]  在這個靜默的四百年
[00:14:15.340 --> 00:14:18.340]  約斯朕約翰
[00:14:18.340 --> 00:14:22.340]  這個說話是衝破了緘默
[00:14:22.340 --> 00:14:25.340]  有人說
[00:14:25.340 --> 00:14:31.340]  一個緘默就是對道德淪亡的開始
[00:14:33.340 --> 00:14:37.340]  緘默是開了傷害的大門
[00:14:37.340 --> 00:14:40.340]  讓這種罪惡進入
[00:14:40.340 --> 00:14:42.340]  造成更大的黑暗
[00:14:42.340 --> 00:14:46.340]  因此需要極大的光芒
[00:14:46.340 --> 00:14:51.340]  才能夠照出驅走這個黑暗
[00:14:51.340 --> 00:14:54.340]  約翰的聲音
[00:14:54.340 --> 00:14:56.340]  在當時來說
[00:14:56.340 --> 00:14:59.340]  真是先知的聲音
[00:15:00.340 --> 00:15:02.340]  你這樣做是不合理的
[00:15:02.340 --> 00:15:06.340]  這個說話是挖破整個正直的大地
[00:15:06.340 --> 00:15:09.340]  猶太人所期待的一種聲音
[00:15:09.340 --> 00:15:11.340]  這種聲音
[00:15:11.340 --> 00:15:14.340]  就是一種公義的聲音
[00:15:14.340 --> 00:15:16.340]  這種聲音
[00:15:16.340 --> 00:15:19.340]  是對邪惡的一種譴責
[00:15:19.340 --> 00:15:21.340]  這種譴責
[00:15:21.340 --> 00:15:23.340]  是對希律的
[00:15:23.340 --> 00:15:26.340]  這種道德淪喪的生活
[00:15:26.340 --> 00:15:29.340]  這種窮奢極侈的生活
[00:15:30.340 --> 00:15:34.340]  這種視人民而討價的生活
[00:15:34.340 --> 00:15:39.340]  殘害生命的這種管治
[00:15:39.340 --> 00:15:42.340]  他給予譴責
[00:15:42.340 --> 00:15:44.340]  但同時
[00:15:44.340 --> 00:15:48.340]  如果你會看《馬太福音》第三章的時候
[00:15:48.340 --> 00:15:49.340]  他對薩都蓋人
[00:15:49.340 --> 00:15:51.340]  對法尼塞人
[00:15:51.340 --> 00:15:55.340]  對這些教會的領袖都提出譴責
[00:15:57.340 --> 00:16:02.340]  當然他亦會對一些不知上帝存在的人
[00:16:02.340 --> 00:16:04.340]  告訴他們
[00:16:04.340 --> 00:16:07.340]  所以他對薩都蓋人
[00:16:07.340 --> 00:16:08.340]  法尼塞人
[00:16:08.340 --> 00:16:09.340]  告訴他們
[00:16:09.340 --> 00:16:11.340]  你們是毒蛇的種類
[00:16:11.340 --> 00:16:14.340]  你們來這裡做什麼?
[00:16:14.340 --> 00:16:17.340]  有些人
[00:16:17.340 --> 00:16:20.340]  是不知上帝的存在
[00:16:20.340 --> 00:16:23.340]  於是斯贈約翰就說
[00:16:23.340 --> 00:16:27.340]  上帝的國敬你們應該悔改
[00:16:27.340 --> 00:16:29.340]  所有人
[00:16:29.340 --> 00:16:32.340]  這些人來到斯贈約翰的庚前
[00:16:32.340 --> 00:16:37.340]  他都坦率直接地跟他們會講
[00:16:37.340 --> 00:16:38.340]  警告他們
[00:16:38.340 --> 00:16:41.340]  他對無論是國家
[00:16:41.340 --> 00:16:42.340]  群眾
[00:16:42.340 --> 00:16:44.340]  領袖
[00:16:44.340 --> 00:16:48.340]  常常都會告訴他們什麼是錯誤
[00:16:49.340 --> 00:16:54.340]  就在這個沉默容許罪惡發生的年代
[00:16:54.340 --> 00:16:58.340]  約翰就在這四百年
[00:16:58.340 --> 00:17:01.340]  當猶太人要等待先知的時候
[00:17:01.340 --> 00:17:03.340]  他講出
[00:17:03.340 --> 00:17:06.340]  你所做的不合理這句話
[00:17:06.340 --> 00:17:10.340]  是滑破了沉默正直的大地
[00:17:10.340 --> 00:17:14.340]  當然
[00:17:14.340 --> 00:17:17.340]  斯贈約翰講這句話的時候
[00:17:19.340 --> 00:17:20.340]  是不容易的
[00:17:20.340 --> 00:17:23.340]  他說這句話
[00:17:23.340 --> 00:17:25.340]  說你不合法的時候
[00:17:25.340 --> 00:17:27.340]  或者我們對別人說
[00:17:27.340 --> 00:17:29.340]  你這樣做不對的時候
[00:17:29.340 --> 00:17:31.340]  是必然有後果的
[00:17:31.340 --> 00:17:34.340]  斯贈約翰對希律說
[00:17:34.340 --> 00:17:35.340]  你這樣做
[00:17:35.340 --> 00:17:38.340]  不合法的
[00:17:38.340 --> 00:17:43.340]  希律這位掌權者
[00:17:43.340 --> 00:17:51.340]  希律這位自以為能夠掌控人的生死的管治者
[00:17:51.340 --> 00:17:53.340]  第一個意念是什麼呢
[00:17:53.340 --> 00:17:55.340]  抓了他
[00:17:55.340 --> 00:17:58.340]  所以聖經就說
[00:17:58.340 --> 00:18:02.340]  當他知道約翰會講這句話的時候
[00:18:02.340 --> 00:18:04.340]  就將他收監
[00:18:04.340 --> 00:18:06.340]  抓他
[00:18:06.340 --> 00:18:09.340]  讓他坐監
[00:18:09.340 --> 00:18:12.340]  然後殺了他
[00:18:14.340 --> 00:18:20.340]  約翰在面對一個荒謬的世代
[00:18:20.340 --> 00:18:24.340]  當他講出真誠的話的時候
[00:18:24.340 --> 00:18:29.340]  他所面對的不是君王或者統治者會聆聽
[00:18:29.340 --> 00:18:31.340]  去嘗試明白
[00:18:31.340 --> 00:18:35.340]  或者反省自己的罪行
[00:18:35.340 --> 00:18:38.340]  去反省自己的管治
[00:18:38.340 --> 00:18:41.340]  而是將他抓去收監
[00:18:43.340 --> 00:18:45.340]  然後殺了他
[00:18:45.340 --> 00:18:50.340]  馬丁路德
[00:18:50.340 --> 00:18:55.340]  馬丁路德金這位民權領袖
[00:18:55.340 --> 00:18:57.340]  都講過一句話
[00:18:57.340 --> 00:19:00.340]  我們這一代的人
[00:19:00.340 --> 00:19:03.340]  必將感到懊悔
[00:19:03.340 --> 00:19:07.340]  不單為了惡人可憎的言行
[00:19:07.340 --> 00:19:12.340]  也為了好人可怕的沉默
[00:19:14.340 --> 00:19:15.340]  因為
[00:19:15.340 --> 00:19:17.340]  你要看看
[00:19:17.340 --> 00:19:21.340]  在約翰要面對一個掌權者
[00:19:21.340 --> 00:19:24.340]  面對生與死的抉擇
[00:19:24.340 --> 00:19:28.340]  他面對收監和被害的時候
[00:19:28.340 --> 00:19:33.340]  他只要一心中有一件事
[00:19:33.340 --> 00:19:37.340]  這就是基督徒裡面最高尚的情操
[00:19:37.340 --> 00:19:40.340]  就是生活裡面最高的目標和標準
[00:19:41.340 --> 00:19:47.340]  就是他對罪惡毫不退縮
[00:19:47.340 --> 00:19:51.340]  他對指責罪惡毫不懼怕
[00:19:51.340 --> 00:19:55.340]  6月10號
[00:19:55.340 --> 00:19:59.340]  我也參加了一個遊行
[00:19:59.340 --> 00:20:03.340]  在遊行的隊伍當中
[00:20:03.340 --> 00:20:07.340]  我見到很多熟悉的人
[00:20:09.340 --> 00:20:11.340]  他說牧師
[00:20:11.340 --> 00:20:13.340]  我們一定要表達
[00:20:13.340 --> 00:20:21.340]  一個從8964一直被抓坐牢的人
[00:20:21.340 --> 00:20:23.340]  眼盲
[00:20:23.340 --> 00:20:25.340]  耳聾
[00:20:25.340 --> 00:20:28.340]  牙齒幾乎都掉了
[00:20:28.340 --> 00:20:33.340]  竟然會說是自殺
[00:20:33.340 --> 00:20:36.340]  大家都知道他是被自殺
[00:20:36.340 --> 00:20:38.340]  李旺陽先生
[00:20:40.340 --> 00:20:42.340]  李旺陽先生
[00:20:42.340 --> 00:20:45.340]  他接受訪問
[00:20:45.340 --> 00:20:47.340]  對林健成先生說
[00:20:47.340 --> 00:20:51.340]  他說我爭取一個民主的中國
[00:20:51.340 --> 00:20:58.340]  就是坎頭也不回頭
[00:20:58.340 --> 00:21:03.340]  23年
[00:21:03.340 --> 00:21:06.340]  在他心裡面只有一個理想
[00:21:07.340 --> 00:21:09.340]  只有一個期望
[00:21:09.340 --> 00:21:14.340]  但是他被自殺了
[00:21:14.340 --> 00:21:18.340]  至今真相不明
[00:21:18.340 --> 00:21:24.340]  馬達欽神父
[00:21:24.340 --> 00:21:30.340]  他被捉姓的時候
[00:21:30.340 --> 00:21:32.340]  就宣告他離開
[00:21:32.340 --> 00:21:35.340]  天主教愛國會
[00:21:38.340 --> 00:21:42.340]  他勇敢說出自己心中的話的時候
[00:21:42.340 --> 00:21:44.340]  就被失蹤
[00:21:44.340 --> 00:21:49.340]  約翰要說這句話
[00:21:49.340 --> 00:21:54.340]  不合法的時候
[00:21:54.340 --> 00:21:58.340]  他其實就要面對被失蹤
[00:21:58.340 --> 00:22:02.340]  當然他不是被自殺
[00:22:02.340 --> 00:22:05.340]  他直接被斬頭
[00:22:06.340 --> 00:22:10.340]  原來約翰就是為真理而活
[00:22:10.340 --> 00:22:13.340]  為真理而死
[00:22:13.340 --> 00:22:16.340]  他毫無反顧地
[00:22:16.340 --> 00:22:18.340]  他見到的真理
[00:22:18.340 --> 00:22:20.340]  他所相信的信仰
[00:22:20.340 --> 00:22:22.340]  他所明白的上主
[00:22:22.340 --> 00:22:25.340]  他完全能夠了解
[00:22:25.340 --> 00:22:27.340]  最終的決策
[00:22:27.340 --> 00:22:29.340]  為信仰而活
[00:22:29.340 --> 00:22:31.340]  為真誠而死
[00:22:31.340 --> 00:22:35.340]  這就是他的信息
[00:22:35.340 --> 00:22:37.340]  這種信息在當時的聲音
[00:22:37.340 --> 00:22:41.340]  在劃破了整個沉寂的大地
[00:22:41.340 --> 00:22:43.340]  喚醒起人的心
[00:22:43.340 --> 00:22:46.340]  帶來人類的期望盼望
[00:22:46.340 --> 00:22:50.340]  因為四百年沒有公義的聲音
[00:22:50.340 --> 00:22:52.340]  沒有上主的聲音臨到
[00:22:52.340 --> 00:22:55.340]  約翰去帶出來
[00:22:55.340 --> 00:22:58.340]  去說上帝怎樣說
[00:22:58.340 --> 00:23:00.340]  上帝怎樣去看
[00:23:00.340 --> 00:23:02.340]  上帝對這些邪惡的事
[00:23:02.340 --> 00:23:04.340]  怎樣去處理
[00:23:06.340 --> 00:23:09.340]  在大家沉默的時候
[00:23:09.340 --> 00:23:13.340]  聲音已經出來了
[00:23:13.340 --> 00:23:17.340]  或者我們很多人
[00:23:17.340 --> 00:23:20.340]  沒有希律這種權力
[00:23:20.340 --> 00:23:22.340]  能夠將人收監
[00:23:22.340 --> 00:23:25.340]  將人殺害
[00:23:25.340 --> 00:23:28.340]  但是仍然有很多人
[00:23:28.340 --> 00:23:30.340]  會聽見耶穌
[00:23:30.340 --> 00:23:34.340]  只是將耶穌放在他想放的位置裡面
[00:23:34.340 --> 00:23:36.340]  沒有直接去面對耶穌
[00:23:36.340 --> 00:23:40.340]  因此他似乎聽到真理
[00:23:40.340 --> 00:23:42.340]  他似乎聽到耶穌的名字
[00:23:42.340 --> 00:23:45.340]  他似乎聽到
[00:23:45.340 --> 00:23:48.340]  對罪惡的懲罰的地方
[00:23:48.340 --> 00:23:51.340]  但是他走了
[00:23:51.340 --> 00:23:53.340]  很多人聽見耶穌的名字
[00:23:53.340 --> 00:23:55.340]  很多人見到真理
[00:23:55.340 --> 00:23:57.340]  他不是迎難而上
[00:23:57.340 --> 00:24:00.340]  不是要反省生活
[00:24:00.340 --> 00:24:03.340]  而是為了走了之
[00:24:03.340 --> 00:24:05.340]  就將事情這樣
[00:24:05.340 --> 00:24:09.340]  其實希律不是無知的人
