
[00:00:00.000 --> 00:00:04.000]  我們今天要講的道
[00:01:41.000 --> 00:01:43.000]  接著就到教會的成立
[00:01:43.000 --> 00:01:44.000]  教會成立的時候
[00:01:44.000 --> 00:01:47.000]  接著我們進入士徒行傳
[00:01:47.000 --> 00:01:48.000]  士徒行傳就是說
[00:01:48.000 --> 00:01:51.000]  教會如何由初期一直建立到
[00:01:51.000 --> 00:01:54.000]  後來在聖經記載的時代
[00:01:54.000 --> 00:01:55.000]  即是第一個世紀
[00:01:55.000 --> 00:01:57.000]  接著我們再看的時候
[00:01:57.000 --> 00:01:59.000]  就有保羅書信
[00:01:59.000 --> 00:02:01.000]  有彼得的書信
[00:02:01.000 --> 00:02:03.000]  也有不同的書信
[00:02:03.000 --> 00:02:06.000]  都在講當時的教會之間
[00:02:06.000 --> 00:02:07.000]  如何來交流
[00:02:07.000 --> 00:02:09.000]  神是如何藉著士徒
[00:02:09.000 --> 00:02:12.000]  他們在文字或書信上的模樣
[00:02:12.000 --> 00:02:13.000]  當時的教會
[00:02:13.000 --> 00:02:15.000]  而在這些模樣的過程裡面
[00:02:15.000 --> 00:02:18.000]  到最後聖經記載了
[00:02:18.000 --> 00:02:21.000]  士徒約翰在拔摩海島上
[00:02:21.000 --> 00:02:24.000]  看到的各方面神給他的揭示
[00:02:24.000 --> 00:02:26.000]  就是啟示錄
[00:02:26.000 --> 00:02:28.000]  講的是將來必成的事
[00:02:28.000 --> 00:02:32.000]  接著就到六十六卷聖經的終結
[00:02:32.000 --> 00:02:35.000]  但亦是耶穌基督在來之前
[00:02:35.000 --> 00:02:37.000]  這個末世時代
[00:02:37.000 --> 00:02:42.000]  我們如何向前走的一個指標
[00:02:42.000 --> 00:02:44.000]  神留了聖經給我們
[00:02:44.000 --> 00:02:46.000]  是要讓我們在這個末世
[00:02:46.000 --> 00:02:48.000]  懂得如何去走
[00:02:48.000 --> 00:02:49.000]  所以聖經
[00:02:49.000 --> 00:02:52.000]  保羅在他的書信裡面很清楚講
[00:02:52.000 --> 00:02:54.000]  聖經都是神所默示的
[00:02:54.000 --> 00:02:57.000]  特別是在提摩太后書三章十六節
[00:02:57.000 --> 00:03:00.000]  聖經都是神所默示於教訓督責
[00:03:00.000 --> 00:03:01.000]  洗人歸正
[00:03:01.000 --> 00:03:02.000]  教導人學義
[00:03:02.000 --> 00:03:03.000]  都是有益的
[00:03:03.000 --> 00:03:05.000]  叫屬神的人得以完全
[00:03:05.000 --> 00:03:07.000]  預備我們每一個屬神的人
[00:03:07.000 --> 00:03:09.000]  行各樣的善事
[00:03:09.000 --> 00:03:11.000]  合神心意的事
[00:03:11.000 --> 00:03:13.000]  所以當我們要
[00:03:13.000 --> 00:03:15.000]  讀明這六十六卷聖經的時候
[00:03:15.000 --> 00:03:17.000]  我們要對這本聖經
[00:03:17.000 --> 00:03:19.000]  有一定的信念和認識
[00:03:19.000 --> 00:03:22.000]  我想問問大家一個很小的問題
[00:03:22.000 --> 00:03:23.000]  在我們的兒童主義學
[00:03:23.000 --> 00:03:25.000]  可能都已經有教了
[00:03:25.000 --> 00:03:31.000]  六十六卷聖經是哪六十六卷?
[00:03:31.000 --> 00:03:34.000]  我們這些比較資深的弟兄姊妹
[00:03:34.000 --> 00:03:36.000]  就已經開始說
[00:03:36.000 --> 00:03:38.000]  其實應該要傳個麥克風給你
[00:03:38.000 --> 00:03:40.000]  但是我們要記得
[00:03:40.000 --> 00:03:41.000]  六十六卷聖經
[00:03:41.000 --> 00:03:43.000]  我們由創世紀開始
[00:03:43.000 --> 00:03:47.000]  接著我們中段有福音書
[00:03:47.000 --> 00:03:49.000]  然後到最後有啟示錄
[00:03:49.000 --> 00:03:51.000]  六十六卷聖經就是
[00:03:51.000 --> 00:03:53.000]  創出利民生
[00:03:53.000 --> 00:03:55.000]  舒士德殺上下
[00:03:55.000 --> 00:03:57.000]  王上下代上下
[00:03:57.000 --> 00:03:58.000]  拉尼斯
[00:03:58.000 --> 00:04:00.000]  伯斯針全國
[00:04:00.000 --> 00:04:02.000]  塞耶埃傑旦
[00:04:02.000 --> 00:04:03.000]  荷爾摩
[00:04:03.000 --> 00:04:04.000]  阿那利
[00:04:04.000 --> 00:04:05.000]  洪哈番
[00:04:05.000 --> 00:04:06.000]  戈阿瑪
[00:04:06.000 --> 00:04:07.000]  舊約就停在那裡
[00:04:07.000 --> 00:04:08.000]  三十九卷
[00:04:08.000 --> 00:04:10.000]  然後二十七卷又怎樣呢?
[00:04:10.000 --> 00:04:11.000]  太可路約圖
[00:04:11.000 --> 00:04:12.000]  羅林前後
[00:04:12.000 --> 00:04:13.000]  加忽肥西
[00:04:13.000 --> 00:04:14.000]  貼前後
[00:04:14.000 --> 00:04:15.000]  提前後
[00:04:15.000 --> 00:04:16.000]  多門來也
[00:04:16.000 --> 00:04:17.000]  比前後
[00:04:17.000 --> 00:04:18.000]  約一二三
[00:04:18.000 --> 00:04:20.000]  又啟
[00:04:20.000 --> 00:04:21.000]  二十七卷
[00:04:21.000 --> 00:04:22.000]  三十九卷
[00:04:22.000 --> 00:04:23.000]  這六十六卷的聖經
[00:04:23.000 --> 00:04:24.000]  一直告訴我們
[00:04:24.000 --> 00:04:26.000]  只有一個中心
[00:04:26.000 --> 00:04:27.000]  就是耶穌基督
[00:04:27.000 --> 00:04:30.000]  併他釘十字架
[00:04:30.000 --> 00:04:32.000]  所以今天我們要看的就是福音
[00:04:32.000 --> 00:04:36.000]  福音這個聖經的中心
[00:04:36.000 --> 00:04:37.000]  究竟是說什麼?
[00:04:37.000 --> 00:04:40.000]  對我們的生命又有什麼用?
[00:04:40.000 --> 00:04:42.000]  我們看一下
[00:04:42.000 --> 00:04:44.000]  這一段的聖經
[00:04:44.000 --> 00:04:46.000]  就是我們弟兄姊妹
[00:04:46.000 --> 00:04:48.000]  必須要掌握得很準確的
[00:04:48.000 --> 00:04:50.000]  我們一同來請
[00:04:50.000 --> 00:04:52.000]  我們大家一起讀一讀第一第二節
[00:04:52.000 --> 00:04:54.000]  預備起
[00:04:54.000 --> 00:04:55.000]  弟兄們
[00:04:55.000 --> 00:04:58.000]  我要把我從前傳給你們的福音
[00:04:58.000 --> 00:05:00.000]  向你們講明
[00:05:00.000 --> 00:05:03.000]  這福音你們已經領受了
[00:05:03.000 --> 00:05:06.000]  並且靠著它站立得穩
[00:05:06.000 --> 00:05:09.000]  你們若持守我所傳給你們的道
[00:05:09.000 --> 00:05:12.000]  就必靠這福音得救
[00:05:12.000 --> 00:05:15.000]  不然就是徒然相信了
[00:05:15.000 --> 00:05:17.000]  我們會發現到
[00:05:17.000 --> 00:05:20.000]  這一段短短兩節的聖經
[00:05:20.000 --> 00:05:21.000]  已經明顯地講了
[00:05:21.000 --> 00:05:24.000]  關於福音這個字三次
[00:05:24.000 --> 00:05:27.000]  而隱藏地是講了超過三次
[00:05:27.000 --> 00:05:30.000]  隱藏地在第二節講了這個福音
[00:05:30.000 --> 00:05:31.000]  在哪裡呢?
[00:05:31.000 --> 00:05:34.000]  傳給你們的道
[00:05:34.000 --> 00:05:35.000]  即是說神的道
[00:05:35.000 --> 00:05:37.000]  神的真理
[00:05:37.000 --> 00:05:38.000]  神的福音
[00:05:38.000 --> 00:05:40.000]  傳到我們當中
[00:05:40.000 --> 00:05:43.000]  目的是要我們靠福音得救
[00:05:43.000 --> 00:05:46.000]  有些人對信仰有些誤差
[00:05:46.000 --> 00:05:47.000]  他會覺得
[00:05:47.000 --> 00:05:48.000]  哎呀!我想做好人
[00:05:48.000 --> 00:05:49.000]  所以我回來了
[00:05:49.000 --> 00:05:51.000]  又或者我覺得自己也很好的人
[00:05:51.000 --> 00:05:52.000]  也要埋下堆
[00:05:52.000 --> 00:05:54.000]  那我回來了
[00:05:54.000 --> 00:05:56.000]  不是的
[00:05:56.000 --> 00:05:59.000]  人子尼是要尋找
[00:05:59.000 --> 00:06:03.000]  拯救那些失喪的人
[00:06:03.000 --> 00:06:04.000]  沒有病的人
[00:06:04.000 --> 00:06:06.000]  不需要醫生
[00:06:06.000 --> 00:06:09.000]  而耶穌基督尼是要救罪人
[00:06:09.000 --> 00:06:10.000]  我們其實每一個人
[00:06:10.000 --> 00:06:12.000]  都要承認我們自己有罪
[00:06:12.000 --> 00:06:16.000]  我們才受到福音的果效的影響
[00:06:16.000 --> 00:06:19.000]  我以前在讀大學的階段
[00:06:19.000 --> 00:06:21.000]  我有一個很好的同學朋友
[00:06:21.000 --> 00:06:23.000]  他很喜歡傳福音
[00:06:23.000 --> 00:06:25.000]  多次多番和我傳福音
[00:06:25.000 --> 00:06:27.000]  他傳到很沮喪
[00:06:27.000 --> 00:06:28.000]  這個男的同學
[00:06:28.000 --> 00:06:30.000]  他傳到沮喪到一個地步
[00:06:30.000 --> 00:06:32.000]  他說我有一晚和你談完電話
[00:06:32.000 --> 00:06:33.000]  和你傳福音
[00:06:33.000 --> 00:06:34.000]  幾個小時之後
[00:06:34.000 --> 00:06:37.000]  我哭了很久
[00:06:37.000 --> 00:06:40.000]  我覺得你的心硬到這麼厲害
[00:06:40.000 --> 00:06:42.000]  後來我自己讀聖經
[00:06:42.000 --> 00:06:43.000]  自己祈禱
[00:06:43.000 --> 00:06:45.000]  接受耶穌進入我的生命裏面
[00:06:45.000 --> 00:06:47.000]  後來我也發覺我蒙查查
[00:06:47.000 --> 00:06:48.000]  不知道發生什麼事
[00:06:48.000 --> 00:06:51.000]  我也再接觸到基督徒和教會
[00:06:51.000 --> 00:06:52.000]  我慢慢在教會裏面
[00:06:52.000 --> 00:06:55.000]  對信仰再紮根和成長
[00:06:55.000 --> 00:06:56.000]  但我想說的是
[00:06:56.000 --> 00:06:59.000]  原來人的心可以對福音很硬
[00:06:59.000 --> 00:07:00.000]  為什麼這麼硬呢
[00:07:00.000 --> 00:07:03.000]  有時候我們覺得自己是好人
[00:07:03.000 --> 00:07:07.000]  我在整個家族裏面是最乖的
[00:07:07.000 --> 00:07:11.000]  每個人看到我讀書又聰明又乖
[00:07:11.000 --> 00:07:12.000]  性情又好又溫馴
[00:07:12.000 --> 00:07:14.000]  見到長輩
[00:07:14.000 --> 00:07:15.000]  每個人都追著他
[00:07:15.000 --> 00:07:17.000]  見到他背後已經追到他前面
[00:07:17.000 --> 00:07:19.000]  說什麼疏 什麼宮
[00:07:19.000 --> 00:07:21.000]  每個人都鞠躬
[00:07:21.000 --> 00:07:23.000]  所以每個人都覺得我很好
[00:07:23.000 --> 00:07:24.000]  但當我一直讀聖經的時候
[00:07:24.000 --> 00:07:26.000]  讀到羅馬書第一章
[00:07:26.000 --> 00:07:29.000]  裏面講到人那種愛幫人的罪
[00:07:29.000 --> 00:07:30.000]  我打開一段一段
[00:07:30.000 --> 00:07:32.000]  一隻字一隻字地讀
[00:07:32.000 --> 00:07:35.000]  我簡直覺得有聲音從天上來對我說
[00:07:35.000 --> 00:07:37.000]  你就是這個罪人
[00:07:37.000 --> 00:07:39.000]  我簡直害怕到蓋上聖經
[00:07:39.000 --> 00:07:41.000]  誰跟我說話
[00:07:41.000 --> 00:07:44.000]  神的話癡又否開在我裏面
[00:07:44.000 --> 00:07:45.000]  告訴我
[00:07:45.000 --> 00:07:47.000]  我是不折不扣的一個罪人
[00:07:47.000 --> 00:07:49.000]  就算我在人的眼中
[00:07:49.000 --> 00:07:51.000]  或者我自己覺得自己是多好
[00:07:51.000 --> 00:07:54.000]  我仍然都是一個罪人
[00:07:54.000 --> 00:07:56.000]  所以當我看的時候
[00:07:56.000 --> 00:07:59.000]  這個福音對我來說最重要的東西
[00:07:59.000 --> 00:08:02.000]  就是先告訴我我其實是一個罪人
[00:08:02.000 --> 00:08:04.000]  不過神告訴我
[00:08:04.000 --> 00:08:06.000]  在約翰福音第三章十六節說
[00:08:06.000 --> 00:08:08.000]  神愛世人
[00:08:08.000 --> 00:08:12.000]  福音對我帶來最大的吸引力就是愛
[00:08:12.000 --> 00:08:14.000]  我生長在一個
[00:08:14.000 --> 00:08:16.000]  爸爸很愛疼我
[00:08:16.000 --> 00:08:17.000]  媽媽也很愛疼我
[00:08:17.000 --> 00:08:18.000]  不過爸爸的愛疼就是
[00:08:18.000 --> 00:08:20.000]  久不久帶我去買零食
[00:08:20.000 --> 00:08:22.000]  帶我去買玩具
[00:08:22.000 --> 00:08:24.000]  而我媽媽的愛疼就是
[00:08:24.000 --> 00:08:27.000]  兒子呀 冷呀 穿對絲襪呀
[00:08:27.000 --> 00:08:29.000]  哈哈哈哈
[00:08:29.000 --> 00:08:30.000]  大家聽清楚吧
[00:08:30.000 --> 00:08:32.000]  我小時候上學
[00:08:32.000 --> 00:08:34.000]  不是穿對絲襪在裏面
[00:08:34.000 --> 00:08:36.000]  就是穿一條睡褲在裏面
[00:08:36.000 --> 00:08:37.000]  冬天
[00:08:37.000 --> 00:08:39.000]  我是這樣很驚青
[00:08:39.000 --> 00:08:41.000]  很保護的情況下長大
[00:08:41.000 --> 00:08:43.000]  而我爸爸那種的愛疼
[00:08:43.000 --> 00:08:45.000]  就是他回來後沒辦法跟你談
[00:08:45.000 --> 00:08:47.000]  兒子跟你去買零食
[00:08:47.000 --> 00:08:48.000]  買完玩具
[00:08:48.000 --> 00:08:49.000]  然後他就在那裏看報紙
[00:08:49.000 --> 00:08:50.000]  看電視
[00:08:50.000 --> 00:08:51.000]  沒辦法談
[00:08:51.000 --> 00:08:52.000]  但是他愛不愛你呢
[00:08:52.000 --> 00:08:53.000]  愛
[00:08:53.000 --> 00:08:55.000]  但是神的愛不同
[00:08:55.000 --> 00:08:57.000]  神的愛是有行動 有感覺的
[00:08:57.000 --> 00:09:00.000]  神他親自進入我們內心裏面
[00:09:00.000 --> 00:09:01.000]  藉著聖靈
[00:09:01.000 --> 00:09:02.000]  來為我們禱告
[00:09:02.000 --> 00:09:04.000]  用說不出的嘆息為我們代求
[00:09:04.000 --> 00:09:06.000]  來安慰 鼓勵我們
[00:09:06.000 --> 00:09:08.000]  所以聖靈又稱為保衛師
[00:09:08.000 --> 00:09:10.000]  安慰者
[00:09:10.000 --> 00:09:11.000]  而我們這位神呢
[00:09:11.000 --> 00:09:13.000]  祂是很有智慧的
[00:09:13.000 --> 00:09:16.000]  祂被稱為
[00:09:16.000 --> 00:09:18.000]  祂被稱為賊士
[00:09:18.000 --> 00:09:20.000]  所以你會發現到
[00:09:20.000 --> 00:09:22.000]  祂是一個很好的counselor
[00:09:22.000 --> 00:09:24.000]  祂是一個很有智慧的導引者
[00:09:24.000 --> 00:09:26.000]  在你人生裏面
[00:09:26.000 --> 00:09:28.000]  祂會帶你怎樣走
[00:09:28.000 --> 00:09:29.000]  所以你信了主的時候
[00:09:29.000 --> 00:09:31.000]  突然間好像很有人生方向
[00:09:31.000 --> 00:09:33.000]  我以前信了主
[00:09:33.000 --> 00:09:37.000]  未信主之前的頭20年
[00:09:37.000 --> 00:09:39.000]  我只是呆呆的
[00:09:39.000 --> 00:09:40.000]  如果用現代話說的話
[00:09:40.000 --> 00:09:42.000]  是傻傻的
[00:09:42.000 --> 00:09:43.000]  但是當我信了主的時候
[00:09:43.000 --> 00:09:44.000]  我就發現
[00:09:44.000 --> 00:09:46.000]  為什麼人生突然間有了一個使命感
[00:09:46.000 --> 00:09:48.000]  我覺得我很想做些事情
[00:09:48.000 --> 00:09:51.000]  我覺得我人生不應該只是停在這裏
[00:09:51.000 --> 00:09:54.000]  後來我自己再進修心理學
[00:09:54.000 --> 00:09:57.000]  我就發覺這叫做自我實現
[00:09:57.000 --> 00:10:00.000]  原來神將這種永恆對自己的要求
[00:10:00.000 --> 00:10:02.000]  不斷放在我們裏面
[00:10:02.000 --> 00:10:04.000]  很希望我們不斷突破自己
[00:10:04.000 --> 00:10:05.000]  突破自己
[00:10:05.000 --> 00:10:08.000]  成為一個更好的自己
[00:10:08.000 --> 00:10:11.000]  這是無可推諉的
[00:10:11.000 --> 00:10:12.000]  無可推諉
[00:10:12.000 --> 00:10:13.000]  我們家族可能沒有這種
[00:10:13.000 --> 00:10:16.000]  不斷要突破自己的渴求
[00:10:16.000 --> 00:10:18.000]  但是我們的生命裏
[00:10:18.000 --> 00:10:21.000]  最初深層我們很想突破自己
[00:10:21.000 --> 00:10:23.000]  但是立志突破自己
[00:10:23.000 --> 00:10:24.000]  由得我
[00:10:24.000 --> 00:10:26.000]  但是走出來由不得我
[00:10:26.000 --> 00:10:27.000]  真是苦
[00:10:27.000 --> 00:10:30.000]  所以當我們立志行善的時候
[00:10:30.000 --> 00:10:33.000]  我們需要求神的能力進入我們裏面
[00:10:33.000 --> 00:10:35.000]  所以神愛世人
[00:10:35.000 --> 00:10:37.000]  神的愛就是耶穌基督先來到
[00:10:37.000 --> 00:10:38.000]  解決了我罪的問題
[00:10:38.000 --> 00:10:40.000]  為我的罪釘在十字架上
[00:10:40.000 --> 00:10:43.000]  所以我們稱之為十字架的福音
[00:10:43.000 --> 00:10:44.000]  並且祂來的時候
[00:10:44.000 --> 00:10:46.000]  祂說我要叫你得生命
[00:10:46.000 --> 00:10:48.000]  就是蒙救贖的生命
[00:10:48.000 --> 00:10:50.000]  並且得的是更豐盛的生命
[00:10:50.000 --> 00:10:53.000]  就是一個在救贖的基礎底下
[00:10:53.000 --> 00:10:55.000]  你能夠活出生命
[00:10:55.000 --> 00:10:57.000]  所以基督徒或者基督教裏面
[00:10:57.000 --> 00:10:58.000]  有兩個名詞
[00:10:58.000 --> 00:11:00.000]  大家應該聽過
[00:11:00.000 --> 00:11:02.000]  稱義
[00:11:02.000 --> 00:11:04.000]  稱義大家應該聽過
[00:11:04.000 --> 00:11:07.000]  而另外也有一個叫成義
[00:11:07.000 --> 00:11:11.000]  不是一乘一二乘二的成義
[00:11:11.000 --> 00:11:13.000]  就是說我要成為義
[00:11:13.000 --> 00:11:16.000]  我現在因信耶穌基督
[00:11:16.000 --> 00:11:21.000]  我的地位由罪人變成了被稱義
[00:11:21.000 --> 00:11:22.000]  我是不用做任何事的
[00:11:22.000 --> 00:11:24.000]  我只是相信而已
[00:11:24.000 --> 00:11:25.000]  因信稱義
[00:11:25.000 --> 00:11:27.000]  我被稱為神的兒女
[00:11:27.000 --> 00:11:28.000]  但是我的行事為人
[00:11:28.000 --> 00:11:31.000]  還配不配做神的兒女呢
[00:11:31.000 --> 00:11:32.000]  仍然未配
[00:11:32.000 --> 00:11:33.000]  因為我一信主那一刻
[00:11:33.000 --> 00:11:35.000]  我仍然是那個烏茲瓦塔那個人
[00:11:35.000 --> 00:11:37.000]  但是因為我一信了主的時候
[00:11:37.000 --> 00:11:41.000]  耶穌基督的十字架的寶血就洗淨我的一切
[00:11:41.000 --> 00:11:43.000]  而且聖靈鑽入我裏面
[00:11:43.000 --> 00:11:45.000]  好像打了個印在那裏
[00:11:45.000 --> 00:11:46.000]  不是壓頭
[00:11:46.000 --> 00:11:48.000]  是打在你的生命裏面
[00:11:48.000 --> 00:11:50.000]  告訴你有聖靈作為你的印記
[00:11:50.000 --> 00:11:51.000]  打了個印在那裏
[00:11:51.000 --> 00:11:53.000]  你是神的兒女
[00:11:53.000 --> 00:11:54.000]  就算你多差多好
[00:11:54.000 --> 00:11:56.000]  你都是神的兒女
[00:11:56.000 --> 00:11:57.000]  不是靠你自己
[00:11:57.000 --> 00:12:01.000]  是靠耶穌基督並他釘十字架
[00:12:01.000 --> 00:12:03.000]  而基督如果他真的死了
[00:12:03.000 --> 00:12:04.000]  那個十字架有沒有用呢
[00:12:04.000 --> 00:12:06.000]  不夠的
[00:12:06.000 --> 00:12:08.000]  他再要的是什麼呢
[00:12:08.000 --> 00:12:09.000]  就是從死裡復活
[00:12:09.000 --> 00:12:11.000]  我們再看
[00:12:11.000 --> 00:12:12.000]  所以福音的核心
[00:12:12.000 --> 00:12:16.000]  我鼓勵每一個弟兄姊妹都要背了這兩節經文
[00:12:16.000 --> 00:12:17.000]  你不懂得傳福音
[00:12:17.000 --> 00:12:19.000]  你都要背了這兩節經文
[00:12:19.000 --> 00:12:21.000]  那你就很懂得傳福音了
[00:12:21.000 --> 00:12:22.000]  我們一起讀一次
[00:12:22.000 --> 00:12:24.000]  預備起
[00:12:40.000 --> 00:12:44.000]  我們看一看第一點
[00:12:44.000 --> 00:12:46.000]  基督的十字架
[00:12:46.000 --> 00:12:48.000]  基督的十字架
[00:12:48.000 --> 00:12:49.000]  你會發現到
[00:12:49.000 --> 00:12:53.000]  基督的十字架之所以偉大的地方
[00:12:53.000 --> 00:12:58.000]  就是因為耶穌基督釘在十字架上
[00:12:58.000 --> 00:13:00.000]  因為十字架本來在羅馬的時代
[00:13:00.000 --> 00:13:02.000]  即是耶穌的時代
[00:13:02.000 --> 00:13:05.000]  其實是一個形具
[00:13:05.000 --> 00:13:07.000]  即是一個行形的東西
[00:13:07.000 --> 00:13:10.000]  那些今時今日我們看的電耳
[00:13:10.000 --> 00:13:12.000]  或者是斷頭台
[00:13:12.000 --> 00:13:14.000]  嘩有多榮耀
[00:13:14.000 --> 00:13:16.000]  簡直是醜的
[00:13:16.000 --> 00:13:18.000]  醜的東西
[00:13:18.000 --> 00:13:22.000]  但為什麼今天成為了我們尊崇的一個狀況
[00:13:22.000 --> 00:13:23.000]  每一個教會
[00:13:23.000 --> 00:13:25.000]  總有一些象徵性的東西
[00:13:25.000 --> 00:13:27.000]  放在十字架上
[00:13:27.000 --> 00:13:28.000]  而有一些教派
[00:13:28.000 --> 00:13:29.000]  譬如天主教
[00:13:29.000 --> 00:13:32.000]  更加以它為聖物去崇拜
[00:13:32.000 --> 00:13:33.000]  當然我們其實講到
[00:13:33.000 --> 00:13:36.000]  十字架本身不是一個聖物
[00:13:36.000 --> 00:13:38.000]  是因為十字架這個形具
[00:13:38.000 --> 00:13:39.000]  代表著的就是
[00:13:39.000 --> 00:13:42.000]  它連結引導我們去想回
[00:13:42.000 --> 00:13:44.000]  耶穌基督竟然輸尊降貴
[00:13:44.000 --> 00:13:47.000]  在天上榮耀的寶座
[00:13:47.000 --> 00:13:48.000]  祂原本是硬硬腳的
[00:13:48.000 --> 00:13:50.000]  但祂願意鍍成肉身
[00:13:50.000 --> 00:13:53.000]  親自成為一個人來到這個世界上
[00:13:53.000 --> 00:13:55.000]  願我們同走人生的路
[00:13:55.000 --> 00:13:57.000]  並且在最卑微的環境
[00:13:57.000 --> 00:13:59.000]  在馬槽長出生
[00:13:59.000 --> 00:14:01.000]  並且在一個貧窮的地區
[00:14:01.000 --> 00:14:03.000]  拿撒勒能出什麼好東西
[00:14:03.000 --> 00:14:05.000]  拿撒勒這個地方來長大
[00:14:05.000 --> 00:14:07.000]  並且祂長大的時候
[00:14:07.000 --> 00:14:08.000]  祂出生的時候
[00:14:08.000 --> 00:14:10.000]  出生在一個木匠的家庭
[00:14:10.000 --> 00:14:12.000]  所以有研究說
[00:14:12.000 --> 00:14:16.000]  耶穌早期應該是一個木匠
[00:14:16.000 --> 00:14:18.000]  所以當我們一路看的時候
[00:14:18.000 --> 00:14:20.000]  祂在一個這麼基層的環境
[00:14:20.000 --> 00:14:21.000]  一路長大
[00:14:21.000 --> 00:14:22.000]  一路走過
[00:14:22.000 --> 00:14:25.000]  祂經歷的就像希伯來書所說
[00:14:25.000 --> 00:14:27.000]  祂走過我們人生的路
[00:14:27.000 --> 00:14:29.000]  所以祂明白我們一切的痛苦
[00:14:29.000 --> 00:14:32.000]  所以當耶穌基督一路走的時候
[00:14:32.000 --> 00:14:35.000]  祂最後就照著聖經
[00:14:35.000 --> 00:14:37.000]  舊約聖經所說的
[00:14:37.000 --> 00:14:38.000]  預言的
[00:14:38.000 --> 00:14:40.000]  祂釘在十字架上
[00:14:40.000 --> 00:14:43.000]  祂被與罪犯同列
[00:14:43.000 --> 00:14:44.000]  所以當我們看到
[00:14:44.000 --> 00:14:46.000]  耶穌基督被擺在十字架上
[00:14:46.000 --> 00:14:48.000]  然後被釘
[00:14:48.000 --> 00:14:50.000]  祂為要成就的
[00:14:50.000 --> 00:14:53.000]  就是這個十架的救贖
[00:14:53.000 --> 00:14:55.000]  這個福音的核心
[00:14:55.000 --> 00:14:57.000]  所以保羅說
[00:14:57.000 --> 00:14:58.000]  他傳福音的時候
[00:14:58.000 --> 00:15:00.000]  他定義只有傳耶穌基督
[00:15:00.000 --> 00:15:05.000]  並祂釘十字架
[00:15:05.000 --> 00:15:07.000]  所以十字架的福音
[00:15:07.000 --> 00:15:08.000]  對我們來說
[00:15:08.000 --> 00:15:10.000]  是我們最重要的東西
[00:15:10.000 --> 00:15:12.000]  而後面一直寫著的
[00:15:12.000 --> 00:15:13.000]  那些都是基本的經文
[00:15:13.000 --> 00:15:15.000]  我不能夠和大家仔細去看
[00:15:15.000 --> 00:15:16.000]  但是裡面說的
[00:15:16.000 --> 00:15:18.000]  全部都是說這個福音
[00:15:18.000 --> 00:15:22.000]  就是關乎耶穌基督的十架
[00:15:22.000 --> 00:15:24.000]  而這個十字架的大能力
