
[00:00:00.000 --> 00:00:02.920]  丁小梅 我想再看看
[00:03:10.440 --> 00:03:12.440]  旁邊有兒童教會在進行中
[00:03:12.440 --> 00:03:14.440]  2016年我們集中火力
[00:03:14.440 --> 00:03:16.840]  幫助小朋友去敬拜和禱告
[00:03:16.840 --> 00:03:19.120]  我們都鼓勵他們跟耶穌聊天
[00:03:19.120 --> 00:03:21.600]  他們回來在分享過程中
[00:03:21.600 --> 00:03:23.120]  有很多很奇妙的訊息
[00:03:23.120 --> 00:03:25.440]  我不知道家長有沒有跟小朋友聊天
[00:03:25.440 --> 00:03:27.440]  很多他們會見到耶穌
[00:03:27.440 --> 00:03:29.440]  他們很清楚天父怎樣去表達
[00:03:29.440 --> 00:03:30.800]  上帝對他們的愛
[00:03:30.800 --> 00:03:32.800]  他們在家裡面對壓力
[00:03:32.800 --> 00:03:34.800]  他們讀書很害怕的時候
[00:03:34.800 --> 00:03:38.400]  他們在禱告中親自聽到神的聲音
[00:03:38.400 --> 00:03:40.400]  感受到上帝對他們的祝福
[00:03:40.400 --> 00:03:44.000]  所以事實上上帝向人說話
[00:03:44.000 --> 00:03:46.000]  從來不是一件新事
[00:03:46.000 --> 00:03:47.520]  我在穆會這二十多年裡
[00:03:47.520 --> 00:03:49.120]  看了香港教會的發展
[00:03:49.120 --> 00:03:51.720]  上帝是用了很多很多的方式
[00:03:51.720 --> 00:03:54.520]  來對香港的教會說話
[00:03:54.520 --> 00:03:56.520]  在我們開始出來穆會
[00:03:56.520 --> 00:03:58.520]  80年代末的時候
[00:03:58.520 --> 00:04:01.800]  其實美國第三波的零音運動
[00:04:01.800 --> 00:04:04.760]  對香港是一個很大很大的震驚
[00:04:04.760 --> 00:04:07.640]  那時候連很傳統的教會
[00:04:07.640 --> 00:04:11.600]  都開始去問屬於聖靈的問題
[00:04:11.600 --> 00:04:13.000]  怎樣去經歷聖靈呢
[00:04:13.000 --> 00:04:16.200]  怎樣去有一個很活生生的基督徒的生命呢
[00:04:16.200 --> 00:04:18.680]  那時候在神學院和在整個基督教界
[00:04:18.680 --> 00:04:19.960]  是很瘋狂的
[00:04:19.960 --> 00:04:21.960]  接下來我們就接觸了
[00:04:21.960 --> 00:04:24.280]  細胞小組教會這個運動
[00:04:24.280 --> 00:04:26.760]  當年第一屆在新加坡開的會議
[00:04:26.760 --> 00:04:28.760]  是有400個參加者
[00:04:28.760 --> 00:04:31.560]  香港是佔了100個教務同工的
[00:04:31.560 --> 00:04:33.240]  所以我們都期望那段時間
[00:04:33.240 --> 00:04:37.400]  應該在香港有一個很大很大的改動
[00:04:37.400 --> 00:04:38.760]  因為細胞小組事實上
[00:04:38.760 --> 00:04:42.120]  是教會的牧羊架構一個很大的更新
[00:04:42.120 --> 00:04:43.800]  但是21年過去
[00:04:43.800 --> 00:04:46.840]  現在在香港真正做細胞小組教會的
[00:04:46.840 --> 00:04:48.360]  其實只剩下我們這一間
[00:04:48.360 --> 00:04:51.960]  所以究竟在這個浪潮裏面
[00:04:51.960 --> 00:04:54.360]  香港教會正在發生什麼事情呢
[00:04:54.360 --> 00:04:56.040]  接著細胞小組的出現
[00:04:56.040 --> 00:04:58.040]  一定會有敬拜讚美的運動
[00:04:58.040 --> 00:05:00.520]  我頭十多年是不敢回神學院的
[00:05:00.520 --> 00:05:03.480]  因為我自己本身是傳統性學訓練出來的
[00:05:03.480 --> 00:05:05.720]  我和余姑娘是同學
[00:05:05.720 --> 00:05:09.960]  但是我們教會出現的就是吉他就是樂隊
[00:05:09.960 --> 00:05:13.480]  連振興會鎮山之寶的那個詩集
[00:05:13.480 --> 00:05:15.080]  我們教會都是沒有的
[00:05:15.080 --> 00:05:17.880]  所以在神學院的時候討論得很激烈
[00:05:17.880 --> 00:05:19.640]  批評現代敬拜
[00:05:19.640 --> 00:05:22.280]  批評詩歌很簡短沒有內容
[00:05:22.280 --> 00:05:24.360]  所以根本神學院都不敢回去
[00:05:24.360 --> 00:05:25.720]  都不知道怎麼面對
[00:05:25.720 --> 00:05:27.640]  接下來這十年裏面
[00:05:27.640 --> 00:05:29.080]  黎安泰裏面的先知運動
[00:05:29.080 --> 00:05:30.280]  代討者運動
[00:05:30.280 --> 00:05:31.160]  使徒運動
[00:05:31.160 --> 00:05:33.160]  甚至其實神蹟騎士
[00:05:33.160 --> 00:05:35.320]  原來我們都是坐尾班車
[00:05:35.320 --> 00:05:36.920]  去年我們所經歷了的
[00:05:36.920 --> 00:05:38.920]  我們才上網看看
[00:05:38.920 --> 00:05:41.320]  去問其他教會去看看這個世界
[00:05:41.320 --> 00:05:44.840]  我們發現原來上帝是不斷用神蹟騎士
[00:05:44.840 --> 00:05:47.880]  去跟教會說話
[00:05:47.880 --> 00:05:49.880]  我們去年已經經歷過
[00:05:49.880 --> 00:05:53.240]  你問究竟最令你得著的是什麼
[00:05:53.240 --> 00:05:56.120]  你問我我真的經歷到一樣東西很重要的
[00:05:56.120 --> 00:05:58.840]  神讓我們知道祂是真實的
[00:05:58.840 --> 00:06:00.680]  還有祂是愛我們的
[00:06:00.680 --> 00:06:01.480]  跟旁邊的人說
[00:06:01.480 --> 00:06:03.800]  上帝是真實並且愛你的
[00:06:03.800 --> 00:06:04.600]  OK
[00:06:04.600 --> 00:06:09.320]  我希望你抓到去年2016年整間教會所面對的事情
[00:06:09.320 --> 00:06:11.640]  然後都還沒坐穩
[00:06:11.640 --> 00:06:16.280]  我們就來了一月份的所謂的新媒體教會
[00:06:16.280 --> 00:06:19.320]  這個運動一進入的時候就瘋了
[00:06:19.320 --> 00:06:21.240]  包括我們教會的弟兄姊妹
[00:06:21.240 --> 00:06:23.400]  過往無論經歷靈因趕鬼
[00:06:23.400 --> 00:06:25.400]  經歷小組架構的改變
[00:06:25.400 --> 00:06:27.640]  究竟查經小組還是細胞小組
[00:06:27.640 --> 00:06:29.160]  都還有很多人談論
[00:06:29.160 --> 00:06:31.240]  很多人會在爭拗
[00:06:31.240 --> 00:06:32.440]  不知為何
[00:06:32.440 --> 00:06:37.480]  見了幾萬你們很喜歡的星星在跳唱之後
[00:06:37.480 --> 00:06:40.520]  我們發現個個都已經很瘋狂
[00:06:40.520 --> 00:06:42.920]  這個星期Facebook是很難看到的
[00:06:42.920 --> 00:06:44.120]  因為每個都要按進去
[00:06:44.120 --> 00:06:45.640]  因為個個都在自拍
[00:06:45.640 --> 00:06:47.240]  個個都在直播
[00:06:47.240 --> 00:06:50.520]  我們整個生態都瘋了
[00:06:50.520 --> 00:06:52.600]  平日回來有些婦女組的區長都說
[00:06:52.600 --> 00:06:54.120]  我們都在談如何處理
[00:06:54.120 --> 00:06:55.560]  我說你可不可以冷靜一點
[00:06:55.560 --> 00:06:57.160]  跟旁邊的人說冷靜一點
[00:06:57.160 --> 00:06:58.840]  大家冷靜一點
[00:06:58.840 --> 00:07:02.040]  為什麼其實顧牧師和我一樣有這麼大的擔心
[00:07:02.040 --> 00:07:05.960]  所以他已經急召我們過去見一見他
[00:07:05.960 --> 00:07:09.320]  因為他都很擔心他不知道帶了什麼來給我們香港
[00:07:09.320 --> 00:07:12.920]  以致他不知道他帶來的是一個祝福還是一個奏助
[00:07:12.920 --> 00:07:14.840]  所以他說有些事情一定要踏實
[00:07:14.840 --> 00:07:15.720]  一定要清除
[00:07:15.720 --> 00:07:17.480]  我覺得我都是Amen的
[00:07:17.480 --> 00:07:18.760]  因為兄弟姐妹
[00:07:18.760 --> 00:07:21.000]  不要為了方法你覺得很瘋狂
[00:07:21.000 --> 00:07:22.840]  因為其實這是一個方法的問題
[00:07:22.840 --> 00:07:27.400]  但是上帝用不同的運動帶進香港教會
[00:07:27.400 --> 00:07:29.480]  都是要對教會說話
[00:07:29.480 --> 00:07:31.800]  他裡面所說的核心價值
[00:07:31.800 --> 00:07:33.400]  其實是沒有什麼改變的
[00:07:33.400 --> 00:07:34.520]  都是在說什麼
[00:07:34.520 --> 00:07:35.560]  跟旁邊的人說
[00:07:35.560 --> 00:07:37.960]  請你努力傳福音和建造教會
[00:07:40.280 --> 00:07:41.400]  方法是很多
[00:07:41.400 --> 00:07:43.080]  上帝要對教會說話
[00:07:43.080 --> 00:07:45.560]  是因為教會在那個時代在那個狀態
[00:07:45.560 --> 00:07:47.640]  有些事情是出了問題的
[00:07:47.640 --> 00:07:49.000]  正因為他出了問題
[00:07:49.000 --> 00:07:51.320]  所以上帝需要用各樣的方法
[00:07:51.320 --> 00:07:54.040]  來提醒教會你需要更新
[00:07:54.040 --> 00:07:56.120]  當你唱傳統的詩歌六節
[00:07:56.120 --> 00:07:58.520]  唱到都不知道自己唱了什麼的時候
[00:07:58.520 --> 00:08:01.000]  上帝就用這個敬拜更新的靈
[00:08:01.000 --> 00:08:01.640]  約你們
[00:08:01.640 --> 00:08:03.880]  音樂不是最重要的
[00:08:03.880 --> 00:08:05.800]  聲音美不美不是最重要的
[00:08:05.800 --> 00:08:08.360]  其實你敬拜的靈才是最重要
[00:08:08.360 --> 00:08:10.440]  所以每一次有Movement來的時候
[00:08:10.440 --> 00:08:13.000]  頂尖智慧請你預備你的心去聆聽
[00:08:13.000 --> 00:08:16.360]  究竟上帝要跟你說什麼
[00:08:16.360 --> 00:08:19.560]  事實上面對著新媒體和舊媒體
[00:08:19.560 --> 00:08:21.400]  我跟祖堂的頂尖智慧更加難分享
[00:08:21.400 --> 00:08:22.760]  因為大家都好像很亂
[00:08:22.760 --> 00:08:23.560]  我都不關我事了
[00:08:23.560 --> 00:08:25.000]  我都年紀大了
[00:08:25.000 --> 00:08:27.320]  但其實你問我
[00:08:27.320 --> 00:08:29.240]  溝通的途徑來的
[00:08:29.240 --> 00:08:30.840]  由我們坐在榕樹頭下
[00:08:30.840 --> 00:08:32.360]  聽別人在說故事
[00:08:32.360 --> 00:08:34.040]  到我們有誠書
[00:08:34.040 --> 00:08:36.280]  然後聽到收音機
[00:08:36.280 --> 00:08:38.840]  看到本地的電視台
[00:08:38.840 --> 00:08:40.280]  到你在電腦裡面
[00:08:40.280 --> 00:08:42.440]  世界各地的劇集任你看
[00:08:42.440 --> 00:08:44.200]  到現在這幾年
[00:08:44.200 --> 00:08:45.240]  大家都傻了
[00:08:45.240 --> 00:08:48.120]  因為小朋友都可以上網
[00:08:48.120 --> 00:08:49.880]  都可以拿著手機
[00:08:49.880 --> 00:08:52.200]  這一切無論說新和舊
[00:08:52.200 --> 00:08:54.280]  它都只是一個媒體
[00:08:54.280 --> 00:08:55.160]  你問我
[00:08:55.160 --> 00:08:59.880]  它只是一個傳播的工具
[00:08:59.880 --> 00:09:01.560]  傳播的工具可以是很新
[00:09:01.560 --> 00:09:02.680]  所以新媒體是什麼
[00:09:02.680 --> 00:09:03.640]  不知道
[00:09:03.640 --> 00:09:04.760]  今天是這件事
[00:09:04.760 --> 00:09:07.800]  現在大家很輕鬆地在直播
[00:09:07.800 --> 00:09:09.000]  我不知道將來會是什麼
[00:09:09.000 --> 00:09:10.840]  因為VR已經是很流行的
[00:09:10.840 --> 00:09:12.120]  香港是很落後的
[00:09:12.120 --> 00:09:13.000]  你回大陸
[00:09:13.000 --> 00:09:14.760]  你看到別人賣的廣告
[00:09:14.760 --> 00:09:16.760]  都是在賣VR的東西
[00:09:16.760 --> 00:09:18.040]  已經不是在說
[00:09:18.040 --> 00:09:19.480]  我們在說的這些
[00:09:19.480 --> 00:09:20.920]  我們已經變成舊媒體
[00:09:20.920 --> 00:09:22.840]  我們在學的已經變成舊的東西
[00:09:22.840 --> 00:09:24.280]  還在學怎樣上Facebook
[00:09:24.280 --> 00:09:26.520]  學怎樣去做直播
[00:09:26.520 --> 00:09:27.480]  頂尖姐妹
[00:09:27.480 --> 00:09:29.080]  反而你不要想
[00:09:29.080 --> 00:09:31.400]  上帝要提醒我們一件事
[00:09:31.400 --> 00:09:34.040]  就是究竟我們傳播的內容
[00:09:34.040 --> 00:09:35.320]  究竟是什麼
[00:09:35.320 --> 00:09:37.880]  這個才是最重要要去想的東西
[00:09:37.880 --> 00:09:40.440]  這幾天大家這麼瘋狂地看到
[00:09:40.440 --> 00:09:43.000]  台上的一班頂尖姐妹
[00:09:43.000 --> 00:09:45.000]  你看到的可能是一些歌手
[00:09:45.000 --> 00:09:47.880]  他們是很出名的網絡紅人
[00:09:47.880 --> 00:09:50.440]  但是你沒有看過他們是一間教會
[00:09:50.440 --> 00:09:54.760]  他們是一間比我們紮實十倍的細胞小組教會
[00:09:54.760 --> 00:09:55.800]  為什麼
[00:09:55.800 --> 00:09:58.840]  因為古墓斯是很瘋狂的
[00:09:58.840 --> 00:10:00.040]  瘋狂到什麼
[00:10:00.040 --> 00:10:01.320]  可能你們不知道
[00:10:01.320 --> 00:10:03.800]  台上你看到的是一個警長
[00:10:03.800 --> 00:10:06.280]  在後面的是另一個警長
[00:10:06.280 --> 00:10:07.720]  每一次的編輯
[00:10:07.720 --> 00:10:09.720]  穆斯拍到桌子都爛
[00:10:09.720 --> 00:10:12.120]  他的訓練的方式
[00:10:12.120 --> 00:10:15.640]  比我訓練少年侍奉隊是勁十倍的
[00:10:15.640 --> 00:10:17.080]  他們做的小組
[00:10:17.080 --> 00:10:18.440]  除了你要帶小組
[00:10:18.440 --> 00:10:21.400]  你每個禮拜二晚一定要回教會
[00:10:21.400 --> 00:10:24.680]  來受穆斯的牧養和教導
[00:10:24.680 --> 00:10:27.800]  他們因為團隊有一個的傳路人
[00:10:27.800 --> 00:10:31.160]  晚上出去7-11買了杯東西
[00:10:31.160 --> 00:10:33.000]  沒有通知大家離隊
[00:10:33.000 --> 00:10:35.240]  你知不知道他們就在這條柱子那裡
[00:10:35.240 --> 00:10:36.600]  全天沒得坐
[00:10:36.600 --> 00:10:39.480]  蹲在那裡蹲了一天
[00:10:39.480 --> 00:10:42.680]  所以我們遲到不讓你進
[00:10:42.680 --> 00:10:47.080]  不要再說我們的招待很不對
[00:10:47.080 --> 00:10:49.320]  這一間是一間很紮實的教會
[00:10:49.320 --> 00:10:52.760]  你見他外表在這裡好像很新潮
[00:10:52.760 --> 00:10:53.800]  他們穿的衣服
[00:10:53.800 --> 00:10:55.560]  余姑娘一定不批的上台
[00:10:55.560 --> 00:10:57.560]  大家不要看錯
[00:10:57.560 --> 00:11:01.480]  問題是他們對靈因的開放
[00:11:01.480 --> 00:11:03.960]  是比我們開放十倍
[00:11:03.960 --> 00:11:05.240]  我們都經歷靈因
[00:11:05.240 --> 00:11:07.080]  我們都經歷少年的大能
[00:11:07.080 --> 00:11:08.280]  正如上帝所說
[00:11:08.280 --> 00:11:10.200]  我們是一千兩銀子的信徒
[00:11:10.200 --> 00:11:11.880]  我們擺在地上不敢
[00:11:11.880 --> 00:11:12.920]  又或者簡單地說
[00:11:12.920 --> 00:11:14.280]  我們當他們是一隻金絲雀
[00:11:14.280 --> 00:11:15.320]  在雀籠裡
[00:11:15.320 --> 00:11:16.840]  有空沒事就撿起來
[00:11:16.840 --> 00:11:18.840]  裝在家裡蓋起來
[00:11:18.840 --> 00:11:20.120]  免得被人知道
[00:11:20.120 --> 00:11:21.720]  這個是我們的狀況
[00:11:21.720 --> 00:11:23.960]  我們對於潮流文化不敢說
[00:11:23.960 --> 00:11:25.160]  我們穿衣服
[00:11:25.160 --> 00:11:27.560]  究竟崇拜可不可以戴帽
[00:11:27.560 --> 00:11:31.160]  究竟我們這衣服是V到幾V
[00:11:31.160 --> 00:11:32.360]  短袖到短袖
[00:11:32.360 --> 00:11:33.880]  我們有很多東西要討論
[00:11:33.880 --> 00:11:36.280]  拖鞋後面有沒有繩子
[00:11:36.280 --> 00:11:37.880]  是涼鞋還是拖鞋
[00:11:37.880 --> 00:11:39.880]  你知不知道浪費了我們很多同工的時間
[00:11:39.880 --> 00:11:41.880]  去討論這些雞毛蒜皮的事情
[00:11:41.880 --> 00:11:43.160]  你說我們很想管理
[00:11:43.160 --> 00:11:44.440]  我真的不想管理
[00:11:44.440 --> 00:11:45.240]  你明不明白
[00:11:45.240 --> 00:11:46.840]  但問題是整個狀態
[00:11:46.840 --> 00:11:48.600]  我們真的還沒準備好
[00:11:48.600 --> 00:11:50.200]  和新生命小中教會
[00:11:50.200 --> 00:11:53.240]  他們對於校園事工的那種遺失
[00:11:53.240 --> 00:11:56.600]  我2010年為什麼會認識這間教會
[00:11:56.600 --> 00:11:58.840]  是因為當我學習兒童教會的時候
[00:11:58.840 --> 00:12:00.040]  當我的小孩長大
[00:12:00.040 --> 00:12:01.640]  我一定要去想青少年
[00:12:01.640 --> 00:12:03.000]  當他想青少年的時候
[00:12:03.000 --> 00:12:06.760]  一定是在台北寧良堂的青少年的牧區
[00:12:06.760 --> 00:12:08.760]  但見到他們真的嚇一嚇
[00:12:08.760 --> 00:12:11.720]  接著就認識了有這一間的教會
[00:12:11.720 --> 00:12:16.040]  我帶了十幾個年輕的士兵和侍奉隊
[00:12:16.040 --> 00:12:17.240]  到那邊去看
[00:12:17.240 --> 00:12:20.440]  他們有去做模特兒的營會
[00:12:20.440 --> 00:12:22.280]  有做音樂的營會
[00:12:22.280 --> 00:12:24.360]  有去做戲劇的營會
[00:12:24.360 --> 00:12:25.960]  我們自己都去學做模特兒
[00:12:25.960 --> 00:12:26.520]  你明不明白
[00:12:26.520 --> 00:12:27.720]  跟著跟媽媽和小孩去
[00:12:27.720 --> 00:12:30.520]  但回來後沒有人敢做
[00:12:30.520 --> 00:12:31.400]  做不到
[00:12:31.400 --> 00:12:32.840]  大家都說都搞不定
[00:12:32.840 --> 00:12:34.840]  完全處理不了
[00:12:34.840 --> 00:12:35.800]  所以弟兄姊妹
[00:12:35.800 --> 00:12:37.400]  其實有很多東西
[00:12:37.400 --> 00:12:39.080]  上帝是一浪一浪給你
[00:12:39.080 --> 00:12:42.200]  問題究竟我們是不是有能力
[00:12:42.200 --> 00:12:44.360]  來承載很重要
[00:12:44.360 --> 00:12:45.640]  牧師為什麼這麼擔心
[00:12:45.640 --> 00:12:48.280]  因為你們看的只是台上的東西
[00:12:48.280 --> 00:12:50.280]  這一班人在教會裡面
[00:12:50.280 --> 00:12:52.200]  有一些叫素人
[00:12:52.200 --> 00:12:53.480]  即是沒有出名的人
[00:12:53.480 --> 00:12:55.560]  去到他變成一個網絡的紅人
[00:12:55.560 --> 00:12:57.640]  他們面對的挑戰是很大
[00:12:57.640 --> 00:12:59.000]  婚前性行為
[00:12:59.000 --> 00:13:00.600]  究竟怎樣去面對
[00:13:00.600 --> 00:13:01.960]  如果你做明星
[00:13:01.960 --> 00:13:04.760]  你見到他們在教會很年輕就結婚
[00:13:04.760 --> 00:13:06.040]  與其你受試探
[00:13:06.040 --> 00:13:07.240]  不如你結婚
[00:13:07.240 --> 00:13:09.000]  但當你又要做藝人
[00:13:09.000 --> 00:13:10.360]  你又要公開結婚
[00:13:10.360 --> 00:13:11.880]  是一個很大的挑戰
[00:13:11.880 --> 00:13:13.160]  打鼓的女孩子
[00:13:13.160 --> 00:13:14.680]  被經理人罵到死
[00:13:14.680 --> 00:13:16.120]  來了我們這裡
[00:13:16.120 --> 00:13:18.280]  損失了幾十萬的收入
[00:13:18.280 --> 00:13:19.720]  如果給你李紅
[00:13:19.720 --> 00:13:20.920]  你有幾十萬的收入
[00:13:20.920 --> 00:13:22.760]  你一定放棄耶穌
[00:13:22.760 --> 00:13:23.800]  所以很多東西
[00:13:23.800 --> 00:13:25.640]  你不要只是看台面上面
[00:13:25.640 --> 00:13:27.880]  他們的吸引力的地方
[00:13:27.880 --> 00:13:29.480]  裡面怎樣去處理
[00:13:29.480 --> 00:13:31.320]  但是我們固定有收入
[00:13:31.320 --> 00:13:33.560]  我們說奉獻十分之一很困難
[00:13:33.560 --> 00:13:35.320]  你聽一下劉庚宏
[00:13:35.320 --> 00:13:37.000]  因為我講中文
[00:13:37.000 --> 00:13:38.120]  劉庚宏
[00:13:38.120 --> 00:13:39.240]  他講
[00:13:39.240 --> 00:13:40.440]  我們做藝人的
[00:13:40.440 --> 00:13:41.480]  今天出一份糧
[00:13:41.480 --> 00:13:42.920]  不知道什麼時候再有糧出
[00:13:42.920 --> 00:13:45.640]  你可不可以十分奉獻
[00:13:45.640 --> 00:13:47.800]  這些是很扎實的信仰
[00:13:47.800 --> 00:13:50.120]  我們大家都是這樣在這個潮流
[00:13:50.120 --> 00:13:52.440]  一直一起成長的教會
[00:13:52.440 --> 00:13:54.040]  但是我們大家的東西
[00:13:54.040 --> 00:13:55.560]  是不是真的願意去遵守
[00:13:55.560 --> 00:13:56.520]  四大本份
[00:13:56.520 --> 00:13:57.560]  舊年阿穆斯碧伯
[00:13:57.560 --> 00:13:58.680]  所有的侍奉人員
[00:13:58.680 --> 00:13:59.720]  你受浸的時候
[00:13:59.720 --> 00:14:02.840]  你都75%以上才可以受浸
[00:14:02.840 --> 00:14:04.120]  當你侍奉的時候
[00:14:04.120 --> 00:14:05.400]  為什麼你做不到
[00:14:05.400 --> 00:14:07.080]  當我們一查電腦的時候
[00:14:07.080 --> 00:14:08.120]  嚇死了
[00:14:08.120 --> 00:14:11.320]  全軍覆沒
[00:14:11.320 --> 00:14:12.280]  不是開玩笑的
[00:14:12.280 --> 00:14:14.360]  那就是說我們這一班是什麼人
[00:14:14.360 --> 00:14:15.720]  我們這一班是受了浸之後
[00:14:15.720 --> 00:14:17.400]  大家就當上帝不在的人
[00:14:17.400 --> 00:14:19.160]  繼續自己做自己的事
[00:14:19.160 --> 00:14:19.880]  那你想一下
[00:14:19.880 --> 00:14:21.720]  怎樣去承載上帝的祝福
[00:14:21.720 --> 00:14:22.920]  如果上帝出現的時候
[00:14:22.920 --> 00:14:25.720]  我想我們沒有一個人可以站立得住
[00:14:25.720 --> 00:14:27.880]  當你說要對教會全然毀身
[00:14:27.880 --> 00:14:29.480]  侍奉就等於生活
[00:14:29.480 --> 00:14:31.320]  傳福音就是你的生活
[00:14:31.320 --> 00:14:32.120]  我們覺得
[00:14:32.120 --> 00:14:33.000]  哇
[00:14:33.000 --> 00:14:34.840]  教會實在要求很高
[00:14:34.840 --> 00:14:36.200]  事實上
[00:14:36.200 --> 00:14:38.920]  上帝對我們要求真的很高
[00:14:38.920 --> 00:14:39.560]  弟兄姊妹
[00:14:39.560 --> 00:14:41.640]  我們見的是表面的
[00:14:41.640 --> 00:14:43.400]  那個台上的那一層
[00:14:43.400 --> 00:14:44.920]  你沒有想過背後
[00:14:44.920 --> 00:14:46.920]  要附上那個毀身
