
[00:00:00.000 --> 00:00:04.260]  第二次大戰,1942年
[00:03:50.760 --> 00:03:53.760]  顯現期是耶穌基督的洗禮
[00:03:53.760 --> 00:03:55.360]  讀的經課就是講到
[00:03:55.360 --> 00:03:58.160]  外邦的代表
[00:03:58.160 --> 00:04:00.760]  三個賢士
[00:04:00.760 --> 00:04:05.160]  來到黃金與香抹藥
[00:04:05.160 --> 00:04:07.960]  來敬拜耶穌基督
[00:04:07.960 --> 00:04:10.760]  這個承認被傳於外邦
[00:04:10.760 --> 00:04:11.960]  被世人信服是講到
[00:04:11.960 --> 00:04:15.760]  大祭旗的結束就是耶穌死而復活
[00:04:15.760 --> 00:04:18.760]  復活期的
[00:04:18.760 --> 00:04:23.360]  耶穌證明祂是上帝的兒子
[00:04:23.360 --> 00:04:24.560]  被世人信服
[00:04:24.560 --> 00:04:25.560]  被接到榮耀的女兒
[00:04:25.560 --> 00:04:27.360]  就是祂再會回來的時候
[00:04:27.360 --> 00:04:28.760]  帶着雲彩
[00:04:28.760 --> 00:04:32.160]  衆仕者榮耀的降臨
[00:04:32.160 --> 00:04:36.760]  如果我們思考這個節旗的代表
[00:04:36.760 --> 00:04:41.760]  章林旗是燭光
[00:04:41.760 --> 00:04:43.060]  顯現期
[00:04:43.060 --> 00:04:45.560]  耶穌出現傳福音
[00:04:45.560 --> 00:04:46.860]  醫病趕鬼
[00:04:46.860 --> 00:04:48.460]  是耀光
[00:04:48.460 --> 00:04:49.360]  光輝
[00:04:49.360 --> 00:04:51.460]  照耀人的面前
[00:04:51.460 --> 00:04:52.460]  祂行神蹟
[00:04:52.460 --> 00:04:54.260]  宣我成一道
[00:04:54.260 --> 00:04:55.160]  到復活期
[00:04:55.160 --> 00:04:56.860]  復活節那一天
[00:04:56.860 --> 00:04:59.260]  祂是正午的日照
[00:04:59.260 --> 00:05:02.160]  不能仰視的日照
[00:05:02.160 --> 00:05:03.760]  之後四十天
[00:05:03.760 --> 00:05:05.160]  祂昇天
[00:05:05.160 --> 00:05:06.260]  再過十天五十天
[00:05:06.260 --> 00:05:06.960]  聖靈降臨
[00:05:06.960 --> 00:05:09.760]  這個光成爲火焰
[00:05:09.760 --> 00:05:12.660]  聖靈降臨
[00:05:12.660 --> 00:05:14.760]  那靈就是基督
[00:05:14.760 --> 00:05:17.060]  然後教會誕生
[00:05:17.060 --> 00:05:18.360]  開始國度期
[00:05:18.360 --> 00:05:19.660]  下半年
[00:05:19.660 --> 00:05:23.160]  我們的教會週期
[00:05:23.160 --> 00:05:24.060]  最後一天
[00:05:24.060 --> 00:05:25.560]  就是上個星期的
[00:05:25.560 --> 00:05:27.060]  基督君王主日
[00:05:27.060 --> 00:05:28.160]  基督帶着雲彩
[00:05:28.160 --> 00:05:30.360]  衆仕者再從天降臨
[00:05:30.360 --> 00:05:31.860]  是榮耀降臨
[00:05:31.860 --> 00:05:33.560]  我不知道candlelight
[00:05:33.560 --> 00:05:36.760]  英文是candlelight燭光
[00:05:36.760 --> 00:05:39.760]  耀光就是brilliance
[00:05:39.760 --> 00:05:42.060]  正午的光是midday sun
[00:05:42.060 --> 00:05:44.360]  榮耀是glory
[00:05:44.360 --> 00:05:47.260]  中間聖靈降臨是flame
[00:05:47.260 --> 00:05:48.960]  不同光的層次
[00:05:48.960 --> 00:05:53.560]  表述到成爲肉身
[00:05:53.560 --> 00:05:56.260]  彰異期其實
[00:05:56.260 --> 00:05:59.260]  也是終末的開始
[00:05:59.260 --> 00:06:03.660]  彰異期不但預備聖誕節的來臨
[00:06:03.660 --> 00:06:06.260]  更加預備基督的第二次
[00:06:06.260 --> 00:06:07.960]  帶有榮耀的來臨
[00:06:07.960 --> 00:06:09.060]  如果你看經貨
[00:06:09.060 --> 00:06:10.360]  剛纔讀的幾段經文
[00:06:10.360 --> 00:06:11.560]  講到那日只是
[00:06:11.560 --> 00:06:14.360]  不是耶穌的第一次的
[00:06:14.360 --> 00:06:15.760]  降在馬槽裏面
[00:06:15.760 --> 00:06:19.360]  是第二次帶有能力的降臨
[00:06:19.360 --> 00:06:21.860]  上個星期
[00:06:21.860 --> 00:06:23.860]  這個是同樣的主題
[00:06:23.860 --> 00:06:24.960]  是講審判
[00:06:24.960 --> 00:06:26.760]  基督君王
[00:06:26.760 --> 00:06:27.560]  他再來的時候
[00:06:27.560 --> 00:06:33.860]  是分別公羊和公羊審判
[00:06:33.860 --> 00:06:35.860]  所以
[00:06:35.860 --> 00:06:37.660]  光的來臨
[00:06:37.660 --> 00:06:39.860]  是需要將我們心中的幽暗
[00:06:39.860 --> 00:06:43.160]  抹掉迎接光
[00:06:43.160 --> 00:06:44.960]  是到終末的路
[00:06:44.960 --> 00:06:49.760]  是慢慢修圓的
[00:06:49.760 --> 00:06:52.560]  我們不知道何時基督再回來
[00:06:52.560 --> 00:06:53.860]  其實個人的信仰
[00:06:53.860 --> 00:06:56.360]  的經驗都是這樣的
[00:06:56.360 --> 00:06:58.560]  雖然耶穌是生生命的開始
[00:06:58.560 --> 00:07:00.660]  救生命的結束
[00:07:00.660 --> 00:07:04.460]  但救生命仍然賦予頑抗
[00:07:04.460 --> 00:07:08.760]  我們救人仍然有盈餘的邪惡
[00:07:08.760 --> 00:07:11.460]  生救生命的糾線
[00:07:11.460 --> 00:07:12.560]  靈慾相增
[00:07:12.560 --> 00:07:15.460]  至死方休
[00:07:15.460 --> 00:07:18.660]  降臨期是自省的期間
[00:07:18.660 --> 00:07:20.060]  我們的性命是紫色
[00:07:20.060 --> 00:07:23.260]  紫色代表王者的尊貴
[00:07:23.260 --> 00:07:25.060]  迎接光明的來臨
[00:07:25.060 --> 00:07:25.860]  王者的來臨
[00:07:25.860 --> 00:07:28.560]  就要抹去心中生命的幽暗
[00:07:28.560 --> 00:07:30.760]  警醒等候
[00:07:30.760 --> 00:07:35.960]  在等候基督復臨的終末征途上
[00:07:35.960 --> 00:07:38.460]  耶穌基督設立了聖餐
[00:07:38.460 --> 00:07:39.760]  保護我們
[00:07:39.760 --> 00:07:41.860]  對付撒旦的攻擊
[00:07:41.860 --> 00:07:44.660]  聖餐也稱爲奧祕
[00:07:44.660 --> 00:07:46.560]  我們透過聖餐的禮儀
[00:07:46.560 --> 00:07:52.160]  學習基督福音奧祕
[00:07:52.160 --> 00:07:55.960]  聖餐希臘文是Mysterion
[00:07:55.960 --> 00:07:57.460]  奧祕
[00:07:57.460 --> 00:07:59.160]  翻譯拉丁文是
[00:07:59.160 --> 00:08:02.060]  聖禮
[00:08:02.060 --> 00:08:06.660]  東方教會耶路撒冷的大主教
[00:08:06.660 --> 00:08:07.660]  西睿耳
[00:08:07.660 --> 00:08:09.560]  Syria or Jerusalem
[00:08:09.560 --> 00:08:11.660]  第四世紀的
[00:08:11.660 --> 00:08:15.060]  他有一套的預禮講論
[00:08:15.060 --> 00:08:17.860]  是在洗禮之前的
[00:08:17.860 --> 00:08:20.260]  洗禮是闊折洗禮的
[00:08:20.260 --> 00:08:21.260]  之前四十天
[00:08:21.260 --> 00:08:23.060]  大差旗的開始
[00:08:23.060 --> 00:08:26.060]  就教導預備洗禮的人
[00:08:26.060 --> 00:08:28.060]  預禮
[00:08:28.060 --> 00:08:32.360]  在講論到洗禮前夕的十八講的時候
[00:08:32.360 --> 00:08:33.360]  是講什麼呢
[00:08:33.360 --> 00:08:36.060]  論道論一聖教會
[00:08:36.060 --> 00:08:38.660]  欲生復活並得永生
[00:08:38.660 --> 00:08:40.460]  接着洗禮之後
[00:08:40.460 --> 00:08:43.060]  那個禮拜有五個講論
[00:08:43.060 --> 00:08:45.460]  這五個講論是
[00:08:45.460 --> 00:08:48.760]  稱爲Mystagogic Lectures
[00:08:48.760 --> 00:08:51.760]  奧祕的講論
[00:08:51.760 --> 00:08:53.460]  洗禮之後
[00:08:53.460 --> 00:08:54.760]  講解
[00:08:54.760 --> 00:08:56.660]  他領受了洗禮的奧祕
[00:08:56.660 --> 00:08:57.860]  講什麼呢
[00:08:57.860 --> 00:08:59.760]  是講
[00:08:59.760 --> 00:09:01.860]  奧祕
[00:09:01.860 --> 00:09:03.660]  講聖洗
[00:09:03.660 --> 00:09:06.160]  論抹油代表
[00:09:06.160 --> 00:09:08.860]  受聖靈告納有恩賜
[00:09:08.860 --> 00:09:09.860]  論基督的身體
[00:09:09.860 --> 00:09:14.360]  論聖禮及聖策
[00:09:14.360 --> 00:09:16.660]  洗禮之後繼續由
[00:09:16.660 --> 00:09:18.460]  武道班的講解
[00:09:18.460 --> 00:09:21.960]  總稱叫做奧祕的講解
[00:09:21.960 --> 00:09:23.060]  在洗禮的前夕
[00:09:23.060 --> 00:09:24.160]  總結過去
[00:09:24.160 --> 00:09:27.360]  預禮講論的第十八講是這樣講的
[00:09:27.360 --> 00:09:30.160]  就來洗禮總結一下
[00:09:30.160 --> 00:09:33.460]  但現在神聖的月節臨近了
[00:09:33.460 --> 00:09:36.160]  你們在基督裏蒙愛的
[00:09:36.160 --> 00:09:39.460]  將被重新的洗禮光照
[00:09:39.460 --> 00:09:41.960]  你們將會被再被教導
[00:09:41.960 --> 00:09:44.160]  若上主許可
[00:09:44.160 --> 00:09:46.260]  什麼是必須的
[00:09:46.260 --> 00:09:47.560]  當召喚你們的時候
[00:09:47.560 --> 00:09:48.460]  你們洗禮的時候
[00:09:48.460 --> 00:09:49.860]  提你的名字的時候
[00:09:49.860 --> 00:09:52.360]  你應以何等的權敬
[00:09:52.360 --> 00:09:54.460]  和態度回應
[00:09:54.460 --> 00:09:56.860]  聖洗奧祕的施行
[00:09:56.860 --> 00:10:00.160]  你們應以何等敬畏的態度
[00:10:00.160 --> 00:10:03.560]  從聖洗走向聖誕即是聖餐
[00:10:03.560 --> 00:10:07.560]  享用它的屬靈和天上的奧祕
[00:10:07.560 --> 00:10:10.860]  天主教沿用古教會
[00:10:10.860 --> 00:10:14.260]  稱聖餐爲奧祕的講法
[00:10:14.260 --> 00:10:16.160]  在他們的感恩祭
[00:10:16.160 --> 00:10:18.660]  即是聖餐的禮儀是這樣解釋的
[00:10:18.660 --> 00:10:20.860]  基督徒受洗歸入
[00:10:20.860 --> 00:10:24.160]  基督的死和復活的奧祕
[00:10:24.160 --> 00:10:26.960]  聖洗奧祕
[00:10:26.960 --> 00:10:29.060]  得着罪的赦免
[00:10:29.060 --> 00:10:30.760]  豐盛的救恩
[00:10:30.760 --> 00:10:32.460]  每一次的彌撒或者崇拜
[00:10:32.460 --> 00:10:34.160]  我們慶賀
[00:10:34.160 --> 00:10:35.360]  好像今天一樣
[00:10:35.360 --> 00:10:36.660]  慶賀
[00:10:36.660 --> 00:10:37.960]  這個奧祕
[00:10:37.960 --> 00:10:39.860]  紀念基督的愛
[00:10:39.860 --> 00:10:43.160]  和感謝讚美上主
[00:10:43.160 --> 00:10:46.660]  這個奧祕是上帝的愛
[00:10:46.660 --> 00:10:49.560]  是藏於三一的本體
[00:10:49.560 --> 00:10:51.360]  勝於歷史
[00:10:51.360 --> 00:10:53.160]  正於禮儀
[00:10:53.160 --> 00:10:55.260]  上帝的愛
[00:10:55.260 --> 00:10:57.060]  無人曉得
[00:10:57.060 --> 00:10:58.860]  藏在上帝的本體
[00:10:58.860 --> 00:11:00.860]  父子倆的相愛
[00:11:00.860 --> 00:11:02.460]  情格的共融
[00:11:02.460 --> 00:11:06.160]  直到基督降世爲世人贖罪
[00:11:06.160 --> 00:11:09.260]  將父神的愛就表明出來
[00:11:09.260 --> 00:11:12.160]  在大祭司的禱告裏面
[00:11:12.160 --> 00:11:16.860]  耶穌更以父與子的合一和相愛
[00:11:16.860 --> 00:11:20.260]  作爲信徒內部團契的解悟
[00:11:20.260 --> 00:11:23.560]  祂說:我在他們裏面
[00:11:23.560 --> 00:11:24.860]  他們的裏面
[00:11:24.860 --> 00:11:25.960]  你在我的裏面
[00:11:25.960 --> 00:11:27.460]  父你在我的裏面
[00:11:27.460 --> 00:11:30.060]  使他們完完全全合而爲一
[00:11:30.060 --> 00:11:33.060]  好像我們合而爲一
[00:11:33.060 --> 00:11:34.660]  也知道你愛他們
[00:11:34.660 --> 00:11:35.360]  還愛我
[00:11:35.360 --> 00:11:37.560]  你知道嗎
[00:11:37.560 --> 00:11:41.160]  基督將父和子的相愛共融
[00:11:41.160 --> 00:11:42.660]  來教導門徒
[00:11:42.660 --> 00:11:45.160]  效法這個生命
[00:11:45.160 --> 00:11:46.560]  對外的宣教
[00:11:46.560 --> 00:11:50.960]  也以父如何差遣子作爲典範
[00:11:50.960 --> 00:11:53.460]  你怎樣差遣我們到世上
[00:11:53.460 --> 00:11:55.160]  差遣我到世上
[00:11:55.160 --> 00:11:57.260]  我又怎樣差遣他們到世上
[00:11:57.260 --> 00:12:00.360]  所以愛是藏於三一
[00:12:00.360 --> 00:12:04.560]  藏於上帝的本體
[00:12:04.560 --> 00:12:06.360]  勝於歷史
[00:12:06.360 --> 00:12:08.660]  正於黎耳
[00:12:08.660 --> 00:12:10.760]  要我被直到主回來的時候
[00:12:10.760 --> 00:12:12.860]  才窮途避嫌
[00:12:12.860 --> 00:12:14.760]  完全明白
[00:12:14.760 --> 00:12:16.160]  向基督再回來之前
[00:12:16.160 --> 00:12:18.960]  我們用崇拜的禮儀來見證
[00:12:18.960 --> 00:12:20.560]  這行經事間
[00:12:20.560 --> 00:12:22.160]  顯在空間
[00:12:22.160 --> 00:12:23.960]  勝於歷史的奧祕
[00:12:23.960 --> 00:12:25.660]  這門父和喫者餅喝者杯
[00:12:25.660 --> 00:12:29.960]  是表明主的死敵等到他來
[00:12:29.960 --> 00:12:34.160]  C3最能夠表達這種愛
[00:12:34.160 --> 00:12:36.060]  這種奧祕的愛
[00:12:36.060 --> 00:12:37.560]  道成肉身
[00:12:37.560 --> 00:12:41.660]  其實是最大的神蹟
[00:12:41.660 --> 00:12:44.560]  最大的神蹟不是復活
[00:12:44.560 --> 00:12:46.760]  是道成肉身
[00:12:46.760 --> 00:12:51.060]  如果道能夠成爲肉身
[00:12:51.060 --> 00:12:54.660]  爲什麼水不可以變酒呢?
[00:12:54.660 --> 00:12:57.060]  如果道成肉身
[00:12:57.060 --> 00:12:59.860]  爲什麼不可以使盲眼的看見
[00:12:59.860 --> 00:13:01.660]  缺德的行路
[00:13:01.660 --> 00:13:03.160]  使人復活呢?
[00:13:03.160 --> 00:13:03.960]  相比之下
[00:13:03.960 --> 00:13:07.860]  這些神蹟輕而易舉
[00:13:07.860 --> 00:13:09.360]  基督成爲肉身
[00:13:09.360 --> 00:13:10.960]  他解釋得很好
[00:13:10.960 --> 00:13:14.560]  就好像一個人深深的呼吸
[00:13:14.560 --> 00:13:16.360]  閉着氣
[00:13:16.360 --> 00:13:19.860]  潛入深海的自深之處
[00:13:19.860 --> 00:13:23.460]  去尋找失去的寶貝
[00:13:23.460 --> 00:13:25.560]  當他越潛入海底的時候
[00:13:25.560 --> 00:13:27.260]  就越來越陽光
[00:13:27.260 --> 00:13:28.860]  越來越黑暗
[00:13:28.860 --> 00:13:30.760]  越來越寒冷
[00:13:30.760 --> 00:13:32.260]  最後到達
[00:13:32.260 --> 00:13:35.560]  那個幽黑冰凍的海底
[00:13:35.560 --> 00:13:39.060]  將海底的淤泥撥開
[00:13:39.060 --> 00:13:42.960]  找尋埋在海底的一朵明珠
[00:13:42.960 --> 00:13:43.960]  找到之後
[00:13:43.960 --> 00:13:45.960]  緊緊握住這個明珠
[00:13:45.960 --> 00:13:48.660]  慢慢升上海面
[00:13:48.660 --> 00:13:50.760]  高舉這個明珠
[00:13:50.760 --> 00:13:54.660]  使原來的光澤重現世間
[00:13:54.660 --> 00:13:57.160]  我們就是那個埋在
[00:13:57.160 --> 00:13:59.260]  自深之處
[00:13:59.260 --> 00:14:02.160]  深海的明珠
[00:14:02.160 --> 00:14:05.460]  隨滴滿我們的生命
[00:14:05.460 --> 00:14:08.460]  埋葬了我們原來應該有的光澤
[00:14:08.460 --> 00:14:10.960]  基督成爲肉身
[00:14:10.960 --> 00:14:12.960]  把我們尋回
[00:14:12.960 --> 00:14:17.260]  重現光澤
[00:14:17.260 --> 00:14:19.560]  聖餐其實是教導我們
[00:14:19.560 --> 00:14:21.460]  與教會
[00:14:21.460 --> 00:14:23.160]  與上帝
[00:14:23.160 --> 00:14:25.260]  與世界
[00:14:25.260 --> 00:14:29.160]  與自己的關係
[00:14:29.160 --> 00:14:32.760]  聖餐是我們的身份證
[00:14:32.760 --> 00:14:34.760]  我們喫聖體
[00:14:34.760 --> 00:14:37.960]  就成爲主的奧體
[00:14:37.960 --> 00:14:41.360]  聖餐同時是我們的通行證
[00:14:41.360 --> 00:14:43.360]  我們靠着耶穌基督
[00:14:43.360 --> 00:14:44.560]  提起耶穌基督
[00:14:44.560 --> 00:14:46.560]  紀念的意思是提起
[00:14:46.560 --> 00:14:47.760]  到父的面前
[00:14:47.760 --> 00:14:49.860]  紀念的主體不是我們
[00:14:49.860 --> 00:14:51.760]  是父上帝
[00:14:51.760 --> 00:14:53.660]  因爲耶穌基督的緣故
[00:14:53.660 --> 00:14:55.360]  在聖裏面
[00:14:55.360 --> 00:14:56.960]  到父的面前
[00:14:56.960 --> 00:14:58.560]  這個是我上一次
[00:14:58.560 --> 00:14:59.960]  九月第一個星期
[00:14:59.960 --> 00:15:01.860]  隔了三個月的
[00:15:01.860 --> 00:15:03.760]  我講到的
[00:15:03.760 --> 00:15:05.560]  主要的內容
[00:15:05.560 --> 00:15:07.960]  我說有兩點我沒時間解釋
[00:15:07.960 --> 00:15:09.360]  我這次的講到
[00:15:09.360 --> 00:15:11.460]  講完下面的兩點
[00:15:11.460 --> 00:15:13.760]  就是聖餐同時
[00:15:13.760 --> 00:15:15.460]  去教導我們
[00:15:15.460 --> 00:15:17.260]  與世界的關係
[00:15:17.260 --> 00:15:21.660]  與自己的關係
[00:15:21.660 --> 00:15:24.460]  我們領聖餐的人
[00:15:24.460 --> 00:15:26.160]  因爲明白
[00:15:26.160 --> 00:15:28.960]  得到神的通行證
[00:15:28.960 --> 00:15:30.960]  到父的面前
[00:15:30.960 --> 00:15:32.560]  得到我們的身份證
[00:15:32.560 --> 00:15:34.760]  成爲基督的身體
[00:15:34.760 --> 00:15:37.160]  全部是神自己的工作
[00:15:37.160 --> 00:15:38.160]  我們做不到任何事
[00:15:38.160 --> 00:15:40.160]  只是信
[00:15:40.160 --> 00:15:42.960]  但是回應這個信就是愛
[00:15:42.960 --> 00:15:45.160]  我們要效法耶穌基督
[00:15:45.160 --> 00:15:48.760]  這是我身體爲你而寫的
[00:15:48.760 --> 00:15:51.560]  世人是剛剛相反的
[00:15:51.560 --> 00:15:54.560]  這是你的身體爲我享用的
[00:15:54.560 --> 00:15:55.760]  同時
[00:15:55.760 --> 00:15:58.160]  聖餐教導我們怎麼看自己呢
[00:15:58.160 --> 00:16:01.160]  我們要成爲一個呈現的生命
[00:16:01.160 --> 00:16:03.160]  好像基督一樣
[00:16:03.160 --> 00:16:05.960]  信服父上帝
[00:16:05.960 --> 00:16:07.960]  將自己呈現給上帝
[00:16:07.960 --> 00:16:10.760]  過一個感恩
[00:16:10.760 --> 00:16:13.760]  祝謝的生命
[00:16:13.760 --> 00:16:14.760]  上次的題目
[00:16:14.760 --> 00:16:17.360]  是喫什麼成了什麼
[00:16:17.360 --> 00:16:20.160]  We are what we eat
[00:16:20.160 --> 00:16:23.360]  當我們喫基督的聖體的時候
[00:16:23.360 --> 00:16:24.760]  我們成爲
[00:16:24.760 --> 00:16:26.160]  與基督連結
[00:16:26.160 --> 00:16:27.160]  成爲基督的身體
[00:16:27.160 --> 00:16:30.760]  奧體
[00:16:30.760 --> 00:16:32.560]  但是
[00:16:32.560 --> 00:16:33.960]  成爲什麼
[00:16:33.960 --> 00:16:37.960]  不單是於我們知道喫什麼
[00:16:37.960 --> 00:16:40.360]  乃在於我們如何喫
[00:16:40.360 --> 00:16:43.360]  We are how we eat
[00:16:43.360 --> 00:16:44.960]  兩個不同的
[00:16:44.960 --> 00:16:48.160]  喫什麼是知道的問題
[00:16:48.160 --> 00:16:49.360]  如何喫
[00:16:49.360 --> 00:16:56.160]  是態度的問題
[00:16:56.160 --> 00:17:00.960]  喫什麼是知識
[00:17:00.960 --> 00:17:02.360]  如何喫是實踐
[00:17:02.360 --> 00:17:04.960]  信心與行爲是不可分割
[00:17:04.960 --> 00:17:08.360]  督信要力行
[00:17:08.360 --> 00:17:09.760]  真正的虔誠
[00:17:09.760 --> 00:17:11.560]  是看顧萬難中的孤兒寡婦
[00:17:11.560 --> 00:17:13.560]  並且不沾染世俗
[00:17:13.560 --> 00:17:15.960]  哥倫多教的問題
[00:17:15.960 --> 00:17:18.760]  不是知道的問題
[00:17:18.760 --> 00:17:21.760]  是態度
[00:17:21.760 --> 00:17:23.960]  實踐的問題
[00:17:23.960 --> 00:17:27.160]  保羅習被他們混亂聖餐怎麼說呢
[00:17:27.160 --> 00:17:28.160]  你們聚會的時候
[00:17:28.160 --> 00:17:29.560]  彼此分門別類
[00:17:29.560 --> 00:17:32.160]  算不得喫主的晚餐
[00:17:32.160 --> 00:17:33.360]  因爲喫的時候
[00:17:33.360 --> 00:17:35.760]  各人先喫自己的飯
[00:17:35.760 --> 00:17:37.760]  甚至這個飢餓那個醉酒
[00:17:37.760 --> 00:17:38.760]  你們要喫喝
[00:17:38.760 --> 00:17:41.760]  難道沒有自己的家嗎
[00:17:41.760 --> 00:17:43.760]  還是蔑視神的教會
[00:17:43.760 --> 00:17:45.960]  叫那沒有的羞愧呢
[00:17:45.960 --> 00:17:48.160]  十一章臨前二十到二十二節
[00:17:48.160 --> 00:17:49.960]  請注意
[00:17:49.960 --> 00:17:51.160]  他們犯罪
[00:17:51.160 --> 00:17:51.760]  混亂聖餐
[00:17:51.760 --> 00:17:54.960]  因爲他們蔑視神的教會
[00:17:54.960 --> 00:17:56.960]  叫那沒有的羞愧
[00:17:56.960 --> 00:18:00.360]  知道聖餐之前的哀怨
[00:18:00.360 --> 00:18:02.960]  有錢的人集合在一起
[00:18:02.960 --> 00:18:03.760]  我們可以想象
[00:18:03.760 --> 00:18:05.160]  他們可能談談股票
[00:18:05.160 --> 00:18:06.360]  談談投資
[00:18:06.360 --> 00:18:07.760]  喝XO
[00:18:07.760 --> 00:18:11.160]  那些住劏房的就覺得很寒酸
[00:18:11.160 --> 00:18:14.960]  保羅說你是蔑視神的教會
[00:18:14.960 --> 00:18:17.760]  你是羞辱那沒有的
[00:18:17.760 --> 00:18:21.160]  我們用現在最流行的話就是
[00:18:21.160 --> 00:18:25.960]  他們叫教會里面的低端人口羞愧
[00:18:25.960 --> 00:18:28.960]  他們喫哀怨的表現
[00:18:28.960 --> 00:18:30.360]  不像基督的身體
[00:18:30.360 --> 00:18:33.160]  因爲如何喫是愛的問題
[00:18:33.160 --> 00:18:35.760]  他們沒有愛弟兄
