
[00:00:00.000 --> 00:00:02.000]  各位節目早上好
[00:02:21.000 --> 00:02:23.000]  是屬聖靈恩高的群體
[00:02:23.000 --> 00:02:24.000]  有些人就是聖靈
[00:02:24.000 --> 00:02:26.000]  我們知道我們是屬神的兒女
[00:02:26.000 --> 00:02:28.000]  而在四章一節都提醒我們
[00:02:28.000 --> 00:02:29.000]  我們讀多一次第二四章一節
[00:02:29.000 --> 00:02:31.000]  親愛的弟兄
[00:02:31.000 --> 00:02:32.000]  一切的靈
[00:02:32.000 --> 00:02:33.000]  你們不可都信
[00:02:33.000 --> 00:02:35.000]  總要試驗那些靈
[00:02:35.000 --> 00:02:37.000]  是出於神的不是
[00:02:37.000 --> 00:02:39.000]  因為世上有許多假先知
[00:02:39.000 --> 00:02:41.000]  已經出來了
[00:02:41.000 --> 00:02:45.000]  當我們去到四章
[00:02:45.000 --> 00:02:47.000]  應該是第二個大主題
[00:02:47.000 --> 00:02:48.000]  神制愛
[00:02:48.000 --> 00:02:50.000]  我們要學習彼此相愛
[00:02:50.000 --> 00:02:52.000]  在讀這個題目之前
[00:02:52.000 --> 00:02:54.000]  約翰提醒我們
[00:02:54.000 --> 00:02:55.000]  我們要分辨自己
[00:02:55.000 --> 00:02:57.000]  是被什麼靈所充滿
[00:02:57.000 --> 00:02:59.000]  我們才能去愛人
[00:02:59.000 --> 00:03:00.000]  而我們要知道
[00:03:00.000 --> 00:03:03.000]  不是所有的靈都是真實的
[00:03:03.000 --> 00:03:05.000]  去到四章六節
[00:03:05.000 --> 00:03:07.000]  更加提出原來
[00:03:07.000 --> 00:03:09.000]  我們有一個真理的靈
[00:03:09.000 --> 00:03:11.000]  叫做謬妄的靈
[00:03:11.000 --> 00:03:13.000]  謬妄的靈就是出於撒旦的
[00:03:13.000 --> 00:03:14.000]  那些假先知
[00:03:14.000 --> 00:03:16.000]  就是被謬妄的靈所充滿
[00:03:16.000 --> 00:03:18.000]  去傳播謊言
[00:03:18.000 --> 00:03:19.000]  而我們真理的靈
[00:03:19.000 --> 00:03:21.000]  就要被真理充滿
[00:03:21.000 --> 00:03:23.000]  去傳播真理
[00:03:23.000 --> 00:03:24.000]  所以今天題目就是
[00:03:24.000 --> 00:03:25.000]  堅守真理
[00:03:25.000 --> 00:03:27.000]  棄絕謊言
[00:03:27.000 --> 00:03:28.000]  也提醒我們
[00:03:28.000 --> 00:03:30.000]  原來不是所有教會
[00:03:30.000 --> 00:03:31.000]  掛著十字架
[00:03:31.000 --> 00:03:32.000]  寫著基督教
[00:03:32.000 --> 00:03:33.000]  你們走進去
[00:03:33.000 --> 00:03:35.000]  就想著一定OK
[00:03:35.000 --> 00:03:37.000]  原來今天也有一些
[00:03:37.000 --> 00:03:39.000]  類似掛羊頭賣狗肉
[00:03:39.000 --> 00:03:40.000]  基督教的名號
[00:03:40.000 --> 00:03:41.000]  但是裡面傳說的
[00:03:41.000 --> 00:03:43.000]  是謬妄的靈
[00:03:43.000 --> 00:03:44.000]  是謊言
[00:03:44.000 --> 00:03:46.000]  也不是所有戴著領帶
[00:03:46.000 --> 00:03:47.000]  穿著西裝的牧師說話
[00:03:47.000 --> 00:03:48.000]  你們就相信
[00:03:48.000 --> 00:03:50.000]  原來今天也有一些假牧師
[00:03:50.000 --> 00:03:52.000]  假先知
[00:03:52.000 --> 00:03:54.000]  去傳播謊言
[00:03:54.000 --> 00:03:56.000]  不單是教會圈子裡面
[00:03:56.000 --> 00:03:58.000]  在教會外面
[00:03:58.000 --> 00:04:00.000]  也在這個世道裡面
[00:04:00.000 --> 00:04:02.000]  也有很多人在傳播謊言
[00:04:02.000 --> 00:04:03.000]  很多假消息
[00:04:03.000 --> 00:04:04.000]  假新聞
[00:04:04.000 --> 00:04:05.000]  在欺騙我們
[00:04:05.000 --> 00:04:07.000]  甚至你不要以為
[00:04:07.000 --> 00:04:08.000]  是一些新聞網站
[00:04:08.000 --> 00:04:10.000]  傳出來的消息就正確
[00:04:10.000 --> 00:04:11.000]  或者是你的朋友
[00:04:11.000 --> 00:04:13.000]  傳給你的消息就正確
[00:04:13.000 --> 00:04:15.000]  我們要學習辨別真假
[00:04:15.000 --> 00:04:17.000]  正如約翰所說
[00:04:17.000 --> 00:04:19.000]  假先知已經出來了
[00:04:19.000 --> 00:04:21.000]  那些是說謊者
[00:04:21.000 --> 00:04:23.000]  就由伊甸園當亞當夏娃
[00:04:23.000 --> 00:04:25.000]  被魔鬼那條蛇
[00:04:25.000 --> 00:04:27.000]  欺詐開始
[00:04:27.000 --> 00:04:29.000]  欺騙就一直充滿在世代當中
[00:04:29.000 --> 00:04:31.000]  所以今天
[00:04:31.000 --> 00:04:32.000]  讓我們透過聖經
[00:04:32.000 --> 00:04:33.000]  向我們說話
[00:04:33.000 --> 00:04:35.000]  教導我們怎樣去分辨真偽
[00:04:35.000 --> 00:04:37.000]  堅守真理
[00:04:37.000 --> 00:04:38.000]  棄絕謊言
[00:04:38.000 --> 00:04:39.000]  我們就用祈禱
[00:04:39.000 --> 00:04:41.000]  去交給主
[00:04:41.000 --> 00:04:42.000]  所以我們將我們今天的講道
[00:04:42.000 --> 00:04:44.000]  都交在天父你的手中
[00:04:44.000 --> 00:04:45.000]  求上帝你令充滿
[00:04:45.000 --> 00:04:46.000]  在我們的生命當中
[00:04:46.000 --> 00:04:48.000]  讓我們今天去聽的是
[00:04:48.000 --> 00:04:50.000]  屬於真理的靈所說的說話
[00:04:50.000 --> 00:04:52.000]  讓我作為你的僕人
[00:04:52.000 --> 00:04:54.000]  讓你的真理的靈充滿著我
[00:04:54.000 --> 00:04:56.000]  以致我宣講的是神的話語
[00:04:56.000 --> 00:04:57.000]  不是出於個人
[00:04:57.000 --> 00:04:59.000]  也更加不是出於濫惡者
[00:04:59.000 --> 00:05:00.000]  求主幫助我們
[00:05:00.000 --> 00:05:01.000]  好好去學習
[00:05:01.000 --> 00:05:03.000]  怎樣去辨別真理
[00:05:03.000 --> 00:05:04.000]  分辨真理
[00:05:04.000 --> 00:05:05.000]  堅守真理
[00:05:05.000 --> 00:05:07.000]  和棄絕謊言
[00:05:07.000 --> 00:05:08.000]  求上帝你的靈
[00:05:08.000 --> 00:05:09.000]  打開我們眾人的耳朵
[00:05:09.000 --> 00:05:11.000]  幫助我們去聆聽
[00:05:11.000 --> 00:05:12.000]  神的話語
[00:05:12.000 --> 00:05:13.000]  禱告教託
[00:05:13.000 --> 00:05:15.000]  奉耶穌基督得性明智祈求
[00:05:15.000 --> 00:05:17.000]  阿門
[00:05:17.000 --> 00:05:20.000]  二至三節
[00:05:20.000 --> 00:05:22.000]  約翰提出了一個最簡單的
[00:05:22.000 --> 00:05:25.000]  最簡單的一條鎖匙
[00:05:25.000 --> 00:05:27.000]  幫我們分辨真理的靈
[00:05:27.000 --> 00:05:28.000]  是什麼呢
[00:05:28.000 --> 00:05:30.000]  黃色的字我們讀出來
[00:05:30.000 --> 00:05:34.000]  認耶穌基督是成了肉身來的
[00:05:34.000 --> 00:05:36.000]  凡靈認耶穌基督是成了肉身來的
[00:05:36.000 --> 00:05:38.000]  就是出於上帝
[00:05:38.000 --> 00:05:40.000]  在我們基督教裡面
[00:05:40.000 --> 00:05:41.000]  最做的真理就是
[00:05:41.000 --> 00:05:42.000]  耶穌基督就是
[00:05:42.000 --> 00:05:45.000]  道成肉身的主
[00:05:45.000 --> 00:05:48.000]  我們的耶穌是從天父而來的
[00:05:48.000 --> 00:05:49.000]  祂是神
[00:05:49.000 --> 00:05:50.000]  是神的兒子
[00:05:50.000 --> 00:05:52.000]  是八分八的神
[00:05:52.000 --> 00:05:53.000]  祂來到世上
[00:05:53.000 --> 00:05:54.000]  祂成為人
[00:05:54.000 --> 00:05:55.000]  是八分八的人
[00:05:55.000 --> 00:05:56.000]  你說兩個都八分八
[00:05:56.000 --> 00:05:58.000]  好像不合數學邏輯
[00:05:58.000 --> 00:06:00.000]  這個就是奧秘
[00:06:00.000 --> 00:06:01.000]  但我們要相信
[00:06:01.000 --> 00:06:03.000]  上帝就是人
[00:06:03.000 --> 00:06:06.000]  一個神人異性的身份
[00:06:06.000 --> 00:06:08.000]  道成肉身來到世上
[00:06:08.000 --> 00:06:10.000]  就將上帝的奧秘和啟示
[00:06:10.000 --> 00:06:11.000]  透過耶穌基督
[00:06:11.000 --> 00:06:13.000]  互在世上去展示出來
[00:06:13.000 --> 00:06:14.000]  我們透過耶穌看到
[00:06:14.000 --> 00:06:15.000]  神就是愛
[00:06:15.000 --> 00:06:17.000]  神就是光
[00:06:17.000 --> 00:06:19.000]  所以跟隨耶穌的約翰
[00:06:19.000 --> 00:06:20.000]  也能夠寫出約翰一書
[00:06:20.000 --> 00:06:23.000]  因為透過耶穌去啟示真理
[00:06:23.000 --> 00:06:24.000]  這個就是我們基督教
[00:06:24.000 --> 00:06:26.000]  最重要的一個關鍵
[00:06:26.000 --> 00:06:28.000]  幫助我們分辨
[00:06:28.000 --> 00:06:29.000]  但你要想想
[00:06:29.000 --> 00:06:30.000]  當耶穌升天之後
[00:06:30.000 --> 00:06:33.000]  祂的十二使徒就去到羅馬各省各地
[00:06:33.000 --> 00:06:36.000]  去各教裡面傳講上帝的話語
[00:06:36.000 --> 00:06:37.000]  傳講真理
[00:06:37.000 --> 00:06:38.000]  哪裡都可以去
[00:06:38.000 --> 00:06:40.000]  你看看歐洲多大
[00:06:40.000 --> 00:06:42.000]  然後又要透過什麼?
[00:06:42.000 --> 00:06:43.000]  透過書信
[00:06:43.000 --> 00:06:45.000]  將上帝的道寫在書信上
[00:06:45.000 --> 00:06:48.000]  再傳到各省各地
[00:06:48.000 --> 00:06:49.000]  他自己都去不了
[00:06:49.000 --> 00:06:50.000]  所以譬如保羅書信
[00:06:50.000 --> 00:06:52.000]  有時候就透過提摩太
[00:06:52.000 --> 00:06:53.000]  透過西拉
[00:06:53.000 --> 00:06:56.000]  透過不同的門徒去傳播
[00:06:56.000 --> 00:06:57.000]  但你想想
[00:06:57.000 --> 00:06:59.000]  今時今日都可能會
[00:06:59.000 --> 00:07:01.000]  會傳傳下有些是假的書信
[00:07:01.000 --> 00:07:02.000]  有些冒託
[00:07:02.000 --> 00:07:06.000]  有些託一些著名的使徒的名字
[00:07:06.000 --> 00:07:09.000]  但這封信就不是真正是那個使徒寫的
[00:07:09.000 --> 00:07:12.000]  所以你看到有些保羅書信就是這樣寫的
[00:07:12.000 --> 00:07:14.000]  譬如三十七節就說
[00:07:14.000 --> 00:07:16.000]  我保羅親筆問你門安
[00:07:16.000 --> 00:07:19.000]  但我的信都以此為記
[00:07:19.000 --> 00:07:20.000]  我的筆跡是這樣
[00:07:20.000 --> 00:07:22.000]  原來保羅去到最後
[00:07:22.000 --> 00:07:23.000]  他有個簽名
[00:07:23.000 --> 00:07:26.000]  或者有個特別寫得大一點的標記
[00:07:26.000 --> 00:07:29.000]  那些人知道這個是保羅的信
[00:07:29.000 --> 00:07:30.000]  就信得過了
[00:07:30.000 --> 00:07:32.000]  這樣寫就是可想而知
[00:07:32.000 --> 00:07:33.000]  反過來
[00:07:33.000 --> 00:07:34.000]  的確在那個時代
[00:07:34.000 --> 00:07:38.000]  有些人真的托著其他的使徒的名
[00:07:38.000 --> 00:07:39.000]  去周圍傳播
[00:07:39.000 --> 00:07:41.000]  這個就是約翰剛才所說的
[00:07:41.000 --> 00:07:42.000]  假先知
[00:07:42.000 --> 00:07:43.000]  迪基督
[00:07:43.000 --> 00:07:46.000]  假教師出現了
[00:07:46.000 --> 00:07:52.000]  其實約翰一書是寫在主後八十五至九十五年
[00:07:52.000 --> 00:07:55.000]  當年約翰最後一位使徒都死了之後
[00:07:55.000 --> 00:08:02.000]  我們怎樣確認當時的教導是合乎上帝的真理呢?
[00:08:02.000 --> 00:08:05.000]  如果今天我們用什麼去確認呢?
[00:08:05.000 --> 00:08:07.000]  最簡單就是聖經
[00:08:07.000 --> 00:08:11.000]  但原來聖經是在主後三百九十七年
[00:08:11.000 --> 00:08:14.000]  之後才能夠確認了新約的正點
[00:08:14.000 --> 00:08:15.000]  在這段期間
[00:08:15.000 --> 00:08:17.000]  其實在第二世紀末
[00:08:17.000 --> 00:08:18.000]  第三世紀初
[00:08:18.000 --> 00:08:19.000]  有一個叫使徒信經
[00:08:19.000 --> 00:08:21.000]  就是比剛才說
[00:08:21.000 --> 00:08:24.000]  道成肉身的基督更加豐富的
[00:08:24.000 --> 00:08:27.000]  一個類似信經的物體
[00:08:27.000 --> 00:08:29.000]  好像一把尺一樣
[00:08:29.000 --> 00:08:30.000]  幫助我們量度
[00:08:30.000 --> 00:08:32.000]  如果不合乎一把尺
[00:08:32.000 --> 00:08:34.000]  這個信仰就有問題
[00:08:34.000 --> 00:08:35.000]  這個教導就有問題
[00:08:35.000 --> 00:08:38.000]  到了主後三百二十五年
[00:08:38.000 --> 00:08:39.000]  都有尼西亞信經
[00:08:39.000 --> 00:08:43.000]  更加把使徒信經更加精細地幫助我們量度
[00:08:43.000 --> 00:08:47.000]  今天我就想和大家看看使徒信經
[00:08:47.000 --> 00:08:49.000]  使徒信經
[00:08:49.000 --> 00:08:51.000]  有沒有人知道什麼是使徒信經?
[00:08:51.000 --> 00:08:52.000]  或者接觸過的?
[00:08:52.000 --> 00:08:53.000]  應該有的
[00:08:53.000 --> 00:08:54.000]  其實有些教會
[00:08:54.000 --> 00:08:55.000]  有些宗派
[00:08:55.000 --> 00:08:57.000]  他們每個星期崇拜
[00:08:57.000 --> 00:08:59.000]  都會宣讀使徒信經的
[00:08:59.000 --> 00:09:00.000]  現在我會讀一次
[00:09:00.000 --> 00:09:01.000]  大家聽就行了
[00:09:01.000 --> 00:09:03.000]  大家聽的時候想一想
[00:09:03.000 --> 00:09:06.000]  究竟這一句為什麼要這樣寫呢?
[00:09:06.000 --> 00:09:09.000]  寫的時候是針對我們的信仰教導的哪一部分
[00:09:09.000 --> 00:09:10.000]  為什麼要這樣寫
[00:09:10.000 --> 00:09:12.000]  去確定信仰教導是真的呢?
[00:09:12.000 --> 00:09:13.000]  其實聽起來
[00:09:13.000 --> 00:09:14.000]  你全部的東西都懂的
[00:09:14.000 --> 00:09:15.000]  應該是的
[00:09:15.000 --> 00:09:17.000]  因為如果這些東西你都不懂
[00:09:17.000 --> 00:09:19.000]  可能你的信仰都有些問題
[00:09:19.000 --> 00:09:20.000]  好,聽我讀
[00:09:20.000 --> 00:09:22.000]  我信上帝全能的父
[00:09:22.000 --> 00:09:24.000]  創造天地的主
[00:09:24.000 --> 00:09:26.000]  我信耶穌基督
[00:09:26.000 --> 00:09:27.000]  上帝的獨生子
[00:09:27.000 --> 00:09:28.000]  我們的主
[00:09:28.000 --> 00:09:30.000]  因著聖靈成人
[00:09:30.000 --> 00:09:33.000]  從同類瑪利亞所生
[00:09:33.000 --> 00:09:36.000]  在本雕比拉多手下遇難
[00:09:36.000 --> 00:09:38.000]  被釘在十字架上
[00:09:38.000 --> 00:09:41.000]  死了、撞了、下到陰間
[00:09:41.000 --> 00:09:43.000]  第三天從死裡復活
[00:09:43.000 --> 00:09:44.000]  他升天
[00:09:44.000 --> 00:09:47.000]  坐在全能父上帝的右邊
[00:09:47.000 --> 00:09:49.000]  將來必從那裡降臨
[00:09:49.000 --> 00:09:51.000]  審判沒人、死人
[00:09:51.000 --> 00:09:52.000]  我信聖靈
[00:09:52.000 --> 00:09:54.000]  神聖大公教會
[00:09:54.000 --> 00:09:55.000]  聖徒相通
[00:09:55.000 --> 00:09:56.000]  聚得赦免
[00:09:56.000 --> 00:09:57.000]  欲生復活
[00:09:57.000 --> 00:09:58.000]  並且永生
[00:09:58.000 --> 00:10:00.000]  阿們
[00:10:00.000 --> 00:10:02.000]  我相信大家都不會陌生
[00:10:02.000 --> 00:10:04.000]  因為當中有很多的教導
[00:10:04.000 --> 00:10:05.000]  無論在我們主一學
[00:10:05.000 --> 00:10:06.000]  或者在團契
[00:10:06.000 --> 00:10:07.000]  或者在講壇裡面
[00:10:07.000 --> 00:10:08.000]  都有教導過
[00:10:08.000 --> 00:10:10.000]  但是試問一下大家
[00:10:10.000 --> 00:10:12.000]  為什麼要寫聖靈成人呢?
[00:10:12.000 --> 00:10:13.000]  這麼特別的
[00:10:13.000 --> 00:10:16.000]  為什麼要寫聖靈成人呢?
[00:10:16.000 --> 00:10:18.000]  很重要的一件事
[00:10:18.000 --> 00:10:20.000]  因為照人的邏輯
[00:10:20.000 --> 00:10:21.000]  一個人能夠出生
[00:10:21.000 --> 00:10:23.000]  一定是有男人、女人結合
[00:10:23.000 --> 00:10:24.000]  才可以生的
[00:10:24.000 --> 00:10:26.000]  但是我們的耶穌基督
[00:10:26.000 --> 00:10:28.000]  就是神的兒子
[00:10:28.000 --> 00:10:30.000]  所以就是聖靈成人
[00:10:30.000 --> 00:10:32.000]  但是的確來自一個
[00:10:32.000 --> 00:10:34.000]  女人的育身
[00:10:34.000 --> 00:10:36.000]  生出來就是瑪利亞
[00:10:36.000 --> 00:10:37.000]  這裡記載了耶穌的出生
[00:10:37.000 --> 00:10:39.000]  也記載了耶穌怎麼死
[00:10:39.000 --> 00:10:41.000]  就是在本雕比拉多手下盂蘭
[00:10:41.000 --> 00:10:43.000]  的確是一個羅馬巡撫
[00:10:43.000 --> 00:10:45.000]  借簽名
[00:10:45.000 --> 00:10:47.000]  耶穌才要行上十字架的死刑
[00:10:47.000 --> 00:10:50.000]  但是耶穌基督不單止是死
[00:10:50.000 --> 00:10:52.000]  祂當然是死而復活的主
[00:10:52.000 --> 00:10:54.000]  更加能夠升天
[00:10:54.000 --> 00:10:56.000]  將來更加是審判活人的
[00:10:56.000 --> 00:10:57.000]  死人的主
[00:10:57.000 --> 00:10:59.000]  這裡說我信天父
[00:10:59.000 --> 00:11:00.000]  我信耶穌基督
[00:11:00.000 --> 00:11:01.000]  我信聖靈
[00:11:01.000 --> 00:11:03.000]  也帶出了三一神論的一個
[00:11:03.000 --> 00:11:05.000]  最原始的版本
[00:11:05.000 --> 00:11:07.000]  當然史律信經也在後面不斷地演變
[00:11:07.000 --> 00:11:09.000]  我們憑著史律信經
[00:11:09.000 --> 00:11:11.000]  是一個簡單的方法
[00:11:11.000 --> 00:11:13.000]  讓我們量度這個教導
[00:11:13.000 --> 00:11:15.000]  是不是出於上帝
[00:11:15.000 --> 00:11:17.000]  後來我也問我們
[00:11:17.000 --> 00:11:19.000]  當我還沒有做牧師的時候
[00:11:19.000 --> 00:11:21.000]  我就問我們的顧問牧師陳志強牧師
[00:11:21.000 --> 00:11:24.000]  為什麼我們浸信會又不用讀史律信經呢?
[00:11:24.000 --> 00:11:27.000]  我們浸信會就相信整本聖經
[00:11:27.000 --> 00:11:29.000]  因為覺得史律信經
[00:11:29.000 --> 00:11:31.000]  或者尼西亞信經都不能夠包含這麼豐富的信仰
[00:11:31.000 --> 00:11:35.000]  我們浸信會就相信整本聖經
[00:11:35.000 --> 00:11:39.000]  所以我們在崇拜裡面就很少讀史律信經
[00:11:39.000 --> 00:11:42.000]  除了看到對的東西之外
[00:11:42.000 --> 00:11:45.000]  和大家看看一些不對的東西
[00:11:45.000 --> 00:11:47.000]  其實在我們基督教裡面
[00:11:47.000 --> 00:11:51.000]  如果掛念基督教
[00:11:51.000 --> 00:11:53.000]  但是信仰不正確
[00:11:53.000 --> 00:11:55.000]  我們就稱之為異端
[00:11:55.000 --> 00:12:00.000]  相信大家最認識的就是這個異端
[00:12:00.000 --> 00:12:02.000]  叫做全能神教會
[00:12:02.000 --> 00:12:05.000]  聽到全能神這麼厲害
[00:12:05.000 --> 00:12:07.000]  一定是很棒
[00:12:07.000 --> 00:12:09.000]  你看看他們網站的照片
[00:12:09.000 --> 00:12:12.000]  那些人排得齊齊齊地在讀聖經
[00:12:12.000 --> 00:12:14.000]  他們有什麼問題呢?
[00:12:14.000 --> 00:12:17.000]  相信道成肉身的看到道成肉身
[00:12:17.000 --> 00:12:18.000]  但是看回前面
[00:12:18.000 --> 00:12:20.000]  他們是一個女基督
[00:12:20.000 --> 00:12:23.000]  他們今天的女基督是自稱道成肉身
[00:12:23.000 --> 00:12:25.000]  能夠代替了舊了的耶和華
[00:12:25.000 --> 00:12:27.000]  代替了新了的耶穌
[00:12:27.000 --> 00:12:29.000]  所以他們覺得整本聖經可以丟掉
[00:12:29.000 --> 00:12:30.000]  他們否定聖經
[00:12:30.000 --> 00:12:31.000]  否定沙神
[00:12:31.000 --> 00:12:32.000]  否定聖靈
[00:12:32.000 --> 00:12:34.000]  他們最主要的預測是幾年世界末日
[00:12:34.000 --> 00:12:35.000]  但是每次都不準確
[00:12:35.000 --> 00:12:37.000]  不知道為什麼越來越多人相信他們
[00:12:37.000 --> 00:12:40.000]  這個就是全能神教會
[00:12:40.000 --> 00:12:42.000]  應該大家早幾年港獨都經常說的
[00:12:42.000 --> 00:12:44.000]  另外第二個很熟悉的異端
[00:12:44.000 --> 00:12:46.000]  你會看到他們很勤力的
[00:12:46.000 --> 00:12:48.000]  經常擺街站
[00:12:48.000 --> 00:12:50.000]  現在的網站都很厲害
[00:12:50.000 --> 00:12:52.000]  很瘋狂,JW
[00:12:52.000 --> 00:12:54.000]  千萬不要JW
[00:12:54.000 --> 00:12:56.000]  這個網站裡面有很豐富的資料
[00:12:56.000 --> 00:12:58.000]  這個就是耶和華見證人的網站
[00:12:58.000 --> 00:13:00.000]  他們其實在
[00:13:00.000 --> 00:13:02.000]  我們經常都看到的
[00:13:02.000 --> 00:13:04.000]  在麥當勞浙江街那裡又擺街站
[00:13:04.000 --> 00:13:07.000]  在新口街Circle K那裡又擺街站
[00:13:07.000 --> 00:13:09.000]  他們經常派書
[00:13:09.000 --> 00:13:12.000]  這麼熱心派書還不是好教會
[00:13:12.000 --> 00:13:14.000]  他們經常派那本叫什麼
[00:13:14.000 --> 00:13:16.000]  守望台
[00:13:16.000 --> 00:13:17.000]  他們的問題是什麼呢
[00:13:17.000 --> 00:13:18.000]  他們否認耶穌是神
[00:13:18.000 --> 00:13:20.000]  只是天使
[00:13:20.000 --> 00:13:21.000]  他們否認聖靈是神
[00:13:21.000 --> 00:13:22.000]  只是力量
[00:13:22.000 --> 00:13:24.000]  好像電力一樣
[00:13:24.000 --> 00:13:25.000]  他們否定
[00:13:25.000 --> 00:13:27.000]  救恩是百百得來的
[00:13:27.000 --> 00:13:28.000]  是要賺取的
[00:13:28.000 --> 00:13:29.000]  所以他們為什麼這麼勤力
[00:13:29.000 --> 00:13:30.000]  不賺取多一點
[00:13:30.000 --> 00:13:31.000]  怎樣拿到救恩
[00:13:31.000 --> 00:13:35.000]  這個就是他們的錯誤的信念
[00:13:35.000 --> 00:13:36.000]  另外
[00:13:36.000 --> 00:13:39.000]  你可能想如果說教會
[00:13:39.000 --> 00:13:41.000]  他們那個座堂式教會
[00:13:41.000 --> 00:13:43.000]  在那裡很宏偉
[00:13:43.000 --> 00:13:45.000]  這個教派一定是很正統的
[00:13:45.000 --> 00:13:46.000]  是不是這樣
[00:13:46.000 --> 00:13:47.000]  或者很熱心傳福音的
[00:13:47.000 --> 00:13:48.000]  經常兩個兩個
[00:13:48.000 --> 00:13:50.000]  穿得很整齊的
[00:13:50.000 --> 00:13:52.000]  還收拾得比我更好
[00:13:52.000 --> 00:13:53.000]  這樣出去
[00:13:53.000 --> 00:13:55.000]  兩個兩個傳福音還不是這樣
[00:13:55.000 --> 00:13:57.000]  這個就是在九龍塘的
