
[00:00:00.000 --> 00:00:07.300]  我不知道大家用這一種的觀角度去看究竟會是有什麼感覺
[00:03:31.900 --> 00:03:33.300]  事情會怎麼發生呢
[00:03:33.300 --> 00:03:35.400]  那聰明的你會想到就是
[00:03:35.400 --> 00:03:37.000]  做錯了決定
[00:03:37.000 --> 00:03:40.300]  而他就結果連人帶車
[00:03:40.300 --> 00:03:42.600]  就飛出去
[00:03:42.600 --> 00:03:43.700]  賽道外面
[00:03:43.700 --> 00:03:45.100]  結果受了重傷
[00:03:45.100 --> 00:03:46.200]  那
[00:03:46.200 --> 00:03:48.000]  他本身
[00:03:48.000 --> 00:03:48.600]  按道理
[00:03:48.600 --> 00:03:50.900]  他這條跑道應該是最理想
[00:03:50.900 --> 00:03:52.400]  最輝煌的
[00:03:52.400 --> 00:03:53.300]  就是
[00:03:53.300 --> 00:03:54.200]  會變成冠軍
[00:03:54.200 --> 00:03:55.600]  但是現在卻
[00:03:55.600 --> 00:03:57.400]  變成一個
[00:03:57.400 --> 00:03:58.900]  殘障了
[00:03:58.900 --> 00:04:00.500]  因為他重受重傷
[00:04:00.500 --> 00:04:01.700]  他的骨頭那些
[00:04:01.700 --> 00:04:05.700]  甚至是令到他要退出這個
[00:04:05.700 --> 00:04:07.700]  這個圈子
[00:04:07.700 --> 00:04:09.300]  而在這個過程裏面
[00:04:09.300 --> 00:04:10.700]  其實
[00:04:10.700 --> 00:04:13.000]  為我們帶出了什麼呢
[00:04:13.000 --> 00:04:13.800]  我就會
[00:04:13.800 --> 00:04:14.900]  想就是其實
[00:04:14.900 --> 00:04:16.700]  在我們的人生裏面
[00:04:16.700 --> 00:04:18.200]  在我們生活經驗裏面
[00:04:18.200 --> 00:04:19.200]  我不知道
[00:04:19.200 --> 00:04:20.200]  在座各位
[00:04:20.200 --> 00:04:21.100]  其實你
[00:04:21.100 --> 00:04:23.200]  應該不多不少應該都會遇過
[00:04:23.200 --> 00:04:24.600]  選擇
[00:04:24.600 --> 00:04:26.600]  在一些人生跑道上面
[00:04:26.600 --> 00:04:28.500]  去選擇你的跑道
[00:04:28.500 --> 00:04:29.800]  舉個例子是什麼呢
[00:04:29.800 --> 00:04:31.600]  那可能你會讀書
[00:04:31.600 --> 00:04:32.500]  讀書的時候
[00:04:32.500 --> 00:04:34.100]  可能你要選擇選科
[00:04:34.100 --> 00:04:34.700]  是不是
[00:04:34.700 --> 00:04:35.600]  或者
[00:04:35.600 --> 00:04:36.500]  再說早一點
[00:04:36.500 --> 00:04:38.200]  你要選擇去變成學校
[00:04:38.200 --> 00:04:39.300]  這些是選擇
[00:04:39.300 --> 00:04:41.600]  又或者現在你已經出來工作
[00:04:41.600 --> 00:04:42.600]  你要選擇
[00:04:42.600 --> 00:04:43.900]  做哪一份工作
[00:04:43.900 --> 00:04:45.500]  你要選擇什麼行業
[00:04:45.500 --> 00:04:46.900]  甚至再
[00:04:46.900 --> 00:04:48.000]  久一點的時候
[00:04:48.000 --> 00:04:49.100]  你要選擇
[00:04:49.100 --> 00:04:50.800]  究竟我結不結婚好呢
[00:04:50.800 --> 00:04:51.900]  究竟我先不先
[00:04:51.900 --> 00:04:53.500]  選好對象呢
[00:04:53.500 --> 00:04:55.400]  這些全部都是要選擇
[00:04:55.400 --> 00:04:58.200]  那在這個過程裏面
[00:04:58.200 --> 00:04:59.800]  我是問這個問題而已
[00:04:59.800 --> 00:05:01.200]  那究竟
[00:05:01.200 --> 00:05:02.500]  怎樣去選擇
[00:05:02.500 --> 00:05:05.000]  才能夠選擇得好呢
[00:05:05.000 --> 00:05:06.400]  再問我再說一次
[00:05:06.400 --> 00:05:07.900]  我的重點是我想問
[00:05:07.900 --> 00:05:09.600]  你們有沒有秘訣呢
[00:05:09.600 --> 00:05:10.800]  可以選擇
[00:05:10.800 --> 00:05:12.700]  那個選擇是
[00:05:12.700 --> 00:05:14.700]  保證好的
[00:05:14.700 --> 00:05:15.900]  突然間
[00:05:15.900 --> 00:05:17.400]  看一看哪有保證的
[00:05:17.400 --> 00:05:18.100]  我今天呢
[00:05:18.100 --> 00:05:20.300]  就想透過馬拉基書
[00:05:20.300 --> 00:05:21.800]  就去跟大家說一下
[00:05:21.800 --> 00:05:23.900]  其實神今天呢
[00:05:23.900 --> 00:05:24.700]  透過馬拉基書
[00:05:24.700 --> 00:05:26.300]  怎樣去告訴我們
[00:05:26.300 --> 00:05:27.900]  怎樣去選擇
[00:05:27.900 --> 00:05:28.400]  OK
[00:05:28.400 --> 00:05:30.300]  好 我們一起來看看
[00:05:30.300 --> 00:05:32.000]  那麼不如我們一起來
[00:05:32.000 --> 00:05:34.700]  讀下馬拉基書三章七節
[00:05:34.700 --> 00:05:35.900]  好 預備 一起來
[00:05:35.900 --> 00:05:37.000]  一二三
[00:05:37.000 --> 00:05:39.200]  萬鈞之夜和話說
[00:05:39.200 --> 00:05:41.900]  從你彼本列祖的日子以後
[00:05:41.900 --> 00:05:43.500]  你門上上見靈
[00:05:43.500 --> 00:05:46.000]  我亦見張耳不得遵守
[00:05:46.000 --> 00:05:48.300]  現在你門繞著向我
[00:05:48.300 --> 00:05:50.300]  我便穿向你門
[00:05:50.300 --> 00:05:51.900]  你門為我問書
[00:05:51.900 --> 00:05:53.500]  我門為我作詩
[00:05:53.500 --> 00:05:55.700]  你門為我問書
[00:05:55.700 --> 00:05:56.300]  對了
[00:05:56.300 --> 00:05:56.900]  在這裡呢
[00:05:56.900 --> 00:05:59.500]  其實你會發覺一開始呢
[00:05:59.500 --> 00:06:00.300]  很有趣的
[00:06:00.300 --> 00:06:03.600]  耶和華神就對當時那幫人說
[00:06:03.600 --> 00:06:04.800]  我還沒說那幫是什麼人
[00:06:04.800 --> 00:06:06.200]  先說了那幫人
[00:06:06.200 --> 00:06:07.200]  幹什麼
[00:06:07.200 --> 00:06:08.800]  喂 你那幫人
[00:06:08.800 --> 00:06:11.500]  你那幫人從你祖先開始
[00:06:11.500 --> 00:06:13.000]  列祖開始
[00:06:13.000 --> 00:06:16.400]  你已經不遵守我的說話了
[00:06:16.400 --> 00:06:17.600]  當然是在罵他們
[00:06:17.600 --> 00:06:18.500]  你們這幫人
[00:06:18.500 --> 00:06:20.500]  不是你們 是那幫人
[00:06:20.500 --> 00:06:22.400]  已經不聽神的說話了
[00:06:22.400 --> 00:06:24.400]  那究竟發生什麼事
[00:06:24.400 --> 00:06:26.800]  為什麼耶和華神一開始
[00:06:26.800 --> 00:06:30.000]  就要跟這幫人這樣說話呢
[00:06:30.000 --> 00:06:31.700]  好 先說說背景
[00:06:31.700 --> 00:06:34.200]  原來馬拉基書當時的背景
[00:06:34.200 --> 00:06:37.700]  就是在說一幫猶大人
[00:06:37.700 --> 00:06:40.000]  聽清楚 猶大人
[00:06:40.000 --> 00:06:45.400]  猶大人 他們其實是秘魯
[00:06:45.400 --> 00:06:49.600]  在那個時間 神有個機會給他們
[00:06:49.600 --> 00:06:52.300]  回到他們的家鄉
[00:06:52.300 --> 00:06:54.500]  而去重建聖殿
[00:06:54.500 --> 00:06:56.000]  大概背景是這樣
[00:06:56.000 --> 00:06:58.200]  而我很想說一下猶大人
[00:06:58.200 --> 00:07:01.400]  因為我自己預備這篇講章的時候
[00:07:01.400 --> 00:07:02.400]  我都會去想
[00:07:02.400 --> 00:07:05.500]  猶大人很熟悉
[00:07:05.500 --> 00:07:07.000]  究竟是怎樣的
[00:07:07.000 --> 00:07:09.400]  原來猶大人其實就是
[00:07:09.400 --> 00:07:11.500]  當時候舊約的他們的先祖
[00:07:11.500 --> 00:07:17.000]  亞國的第四個兒子猶大的後裔
[00:07:17.000 --> 00:07:21.800]  然後他們成為了支派的時候
[00:07:21.800 --> 00:07:23.900]  他們就叫做猶大支派
[00:07:23.900 --> 00:07:27.700]  而他們正正式式就成為了猶大人
[00:07:27.700 --> 00:07:29.600]  在整個發展裡面
[00:07:29.600 --> 00:07:30.700]  繼續下去的時候
[00:07:30.700 --> 00:07:33.500]  猶大支派其中一個很出名的人
[00:07:33.500 --> 00:07:35.200]  大家都知道嗎
[00:07:35.200 --> 00:07:39.400]  大衛 他成為了君王
[00:07:39.400 --> 00:07:42.200]  他統一了一個國家
[00:07:42.200 --> 00:07:44.800]  然後就成為了以色列的君王
[00:07:44.800 --> 00:07:47.000]  在這個歷史繼續的發展
[00:07:47.000 --> 00:07:49.400]  當然很快飛到
[00:07:49.400 --> 00:07:54.000]  以色列國分做南國和北國
[00:07:54.000 --> 00:07:55.100]  很感謝你們
[00:07:55.100 --> 00:07:56.800]  我現在當你們好像兒童
[00:07:56.800 --> 00:07:58.100]  無拘小朋友要問問題
[00:07:58.100 --> 00:07:58.800]  你們又回答我
[00:07:58.800 --> 00:07:59.700]  我覺得很好
[00:07:59.700 --> 00:08:01.100]  很有親切感
[00:08:01.100 --> 00:08:02.600]  繼續回答我
[00:08:02.600 --> 00:08:04.100]  南國和北國
[00:08:04.100 --> 00:08:06.700]  我先說他們其實主要是由南國
[00:08:06.700 --> 00:08:09.500]  南國其實主要的包含
[00:08:09.500 --> 00:08:12.900]  就是猶大和汴阿曼兩個支派
[00:08:12.900 --> 00:08:16.700]  再加上利美這個祭司的支派
[00:08:16.700 --> 00:08:18.500]  組合成為一個南國
[00:08:18.500 --> 00:08:20.100]  而繼續的下去
[00:08:20.100 --> 00:08:23.900]  當猶大這個國
[00:08:23.900 --> 00:08:25.600]  慢慢你就會
[00:08:25.600 --> 00:08:27.400]  看聖經你就會發現
[00:08:27.400 --> 00:08:30.700]  他們是開始滅亡
[00:08:30.700 --> 00:08:33.600]  當然是因為有其他外邦的國家
[00:08:33.600 --> 00:08:36.300]  去侵略 去打仗等等
[00:08:36.300 --> 00:08:37.600]  當他們滅亡了之後
[00:08:37.600 --> 00:08:39.500]  他們遭遇到一個背景
[00:08:39.500 --> 00:08:42.700]  就是猶大國的百姓
[00:08:42.700 --> 00:08:48.000]  他們被巴比倫擄去巴比倫這個地方
[00:08:48.000 --> 00:08:51.200]  所以當到了這個發展的裡面
[00:08:51.200 --> 00:08:55.300]  猶大這個已經不再成為了一個國家
[00:08:55.300 --> 00:08:57.800]  只是一個猶大的一幫人
[00:08:57.800 --> 00:08:58.800]  是代表什麼呢
[00:08:58.800 --> 00:09:02.000]  當時一說猶大人的時候
[00:09:02.000 --> 00:09:04.600]  就代表一幫被擄的人
[00:09:04.600 --> 00:09:09.700]  以及他們所走的那些宗教傳統
[00:09:09.700 --> 00:09:11.400]  以及那些獨特性
[00:09:11.400 --> 00:09:12.200]  OK吧
[00:09:12.200 --> 00:09:15.100]  就是帶一個背景給大家知道他們當時是怎樣
[00:09:15.100 --> 00:09:16.400]  再繼續發展下去
[00:09:16.400 --> 00:09:18.600]  就會發展到他們剛才
[00:09:18.600 --> 00:09:22.600]  不是被巴比倫擄了幾十年
[00:09:22.600 --> 00:09:26.100]  而因為波斯興起
[00:09:26.100 --> 00:09:26.900]  搞清楚了
[00:09:26.900 --> 00:09:29.200]  巴比倫擄他們的
[00:09:29.200 --> 00:09:33.300]  然後有另一個國家叫波斯興起了
[00:09:33.300 --> 00:09:36.000]  那巴比倫就開始衰亡
[00:09:36.000 --> 00:09:36.600]  好了
[00:09:36.600 --> 00:09:37.500]  機會來了
[00:09:37.500 --> 00:09:39.400]  飛雲
[00:09:39.400 --> 00:09:41.500]  希望你聽得明白
[00:09:41.500 --> 00:09:44.700]  就是機會來了是什麼呢
[00:09:44.700 --> 00:09:50.600]  就是原來這個……
[00:09:50.600 --> 00:09:53.600]  說完笑話自己也不知道到哪裡去了
[00:09:53.600 --> 00:09:56.700]  這個巴比倫的覆亡
[00:09:56.700 --> 00:09:58.700]  而這個波斯興起
[00:09:58.700 --> 00:10:04.600]  其實他正在給猶大人這個機會
[00:10:04.600 --> 00:10:07.000]  就是讓他們回到他們的故鄉
[00:10:07.000 --> 00:10:10.600]  去走回他們的宗教儀式
[00:10:10.600 --> 00:10:12.600]  甚至起回他們的聖殿
[00:10:12.600 --> 00:10:14.200]  事情說到這裡
[00:10:14.200 --> 00:10:19.000]  我說完馬拉基書其實就到這裡
[00:10:19.000 --> 00:10:23.600]  當時的猶大人已經回到他們的故土
[00:10:23.600 --> 00:10:26.100]  聖殿也已經起好了
[00:10:26.100 --> 00:10:28.200]  就是這樣的背景之下
[00:10:28.200 --> 00:10:29.400]  那麼我繼續說
[00:10:29.400 --> 00:10:29.800]  好了
[00:10:29.800 --> 00:10:34.600]  那麼這裡為什麼會罵他們這幫人
[00:10:34.600 --> 00:10:37.300]  會說你們都不遵行我的點章
[00:10:37.300 --> 00:10:37.800]  不是的
[00:10:37.800 --> 00:10:41.100]  明明這幫人他們已經回歸了
[00:10:41.100 --> 00:10:42.800]  首先第一件事
[00:10:42.800 --> 00:10:45.400]  如果你代入他們
[00:10:45.400 --> 00:10:49.400]  他們神話給你一個機會
[00:10:49.400 --> 00:10:51.500]  當然是藉著當時的政治環境
[00:10:51.500 --> 00:10:53.400]  給他們機會回歸
[00:10:53.400 --> 00:10:55.400]  但是有得回歸
[00:10:55.400 --> 00:10:56.800]  如果是你
[00:10:56.800 --> 00:10:59.900]  回歸給你的感覺是好還是不好
[00:10:59.900 --> 00:11:01.400]  應該是好的
[00:11:01.400 --> 00:11:03.800]  我有得回到自己的地方
[00:11:03.800 --> 00:11:05.300]  自己的地頭
[00:11:05.300 --> 00:11:07.800]  按道理心情都是帶著一種
[00:11:07.800 --> 00:11:08.900]  正啊這次
[00:11:08.900 --> 00:11:10.200]  我不用讓你租塔了
[00:11:10.200 --> 00:11:11.600]  我不用讓你租側了
[00:11:11.600 --> 00:11:13.800]  我回到自己的地方
[00:11:13.800 --> 00:11:16.400]  但是事實
[00:11:16.400 --> 00:11:19.000]  其實他們開始發現
[00:11:19.000 --> 00:11:20.200]  真的回到了剛才說的
[00:11:20.200 --> 00:11:21.200]  已經起好了
[00:11:21.200 --> 00:11:22.400]  起好了聖殿了
[00:11:22.400 --> 00:11:24.000]  再過一陣子
[00:11:24.000 --> 00:11:27.400]  有些人開始覺得不妥 不對勁
[00:11:27.400 --> 00:11:30.200]  教會已經起好了
[00:11:30.200 --> 00:11:31.600]  我已經回來了
[00:11:31.600 --> 00:11:33.800]  為什麼我還是這麼苦
[00:11:33.800 --> 00:11:35.900]  為什麼我還是這麼難受
[00:11:35.900 --> 00:11:37.900]  為什麼我看不到
[00:11:37.900 --> 00:11:41.900]  我預期的那種復興
[00:11:41.900 --> 00:11:44.400]  他們開始埋怨
[00:11:44.400 --> 00:11:47.200]  開始出現
[00:11:47.200 --> 00:11:48.600]  為什麼上帝說
[00:11:48.600 --> 00:11:54.400]  你們根本你們的人是在做這件事
[00:11:54.400 --> 00:11:55.400]  但是你的心
[00:11:55.400 --> 00:11:58.000]  你沒有真正的歸向神
[00:11:58.000 --> 00:12:00.000]  在這裏我們發現了
[00:12:00.000 --> 00:12:02.500]  其實他們回歸的過程覺得不妥
[00:12:02.500 --> 00:12:04.600]  有兩點令到他們真的覺得很不妥
[00:12:04.600 --> 00:12:05.700]  第一樣東西剛才說了
[00:12:05.700 --> 00:12:07.800]  就是說其實他們本身的盼望
[00:12:07.800 --> 00:12:09.400]  回歸是應該會變好的
[00:12:09.400 --> 00:12:12.900]  但是一路事情發展一點都沒有好過
[00:12:12.900 --> 00:12:14.700]  復興的跡象完全沒有出現過
[00:12:14.700 --> 00:12:16.200]  第二樣東西就是
[00:12:16.200 --> 00:12:19.200]  其實他們是回歸了他們這個
[00:12:19.200 --> 00:12:21.400]  上帝所為他們預備的地方
[00:12:21.400 --> 00:12:24.400]  但是這個地方是不是他們的
[00:12:24.400 --> 00:12:26.100]  先問問你 看你知不知道
[00:12:26.100 --> 00:12:27.100]  其實這個地方
[00:12:27.100 --> 00:12:28.800]  不等了 因為時間有限
[00:12:28.800 --> 00:12:30.700]  我直接回答
[00:12:30.700 --> 00:12:32.300]  容許我自問自答
[00:12:32.300 --> 00:12:36.700]  這個地方其實當時的政治環境下
[00:12:36.700 --> 00:12:39.300]  剛才說誰容許他們回去
[00:12:39.300 --> 00:12:40.600]  是波斯
[00:12:40.600 --> 00:12:42.500]  其實仍然是屬於波斯的
[00:12:42.500 --> 00:12:44.300]  只不過他著情給你
[00:12:44.300 --> 00:12:46.800]  你這幫人我哄哄你
[00:12:46.800 --> 00:12:48.300]  讓你回去你自己的地方
[00:12:48.300 --> 00:12:51.500]  不過這個地方仍然是波斯的省
[00:12:51.500 --> 00:12:52.900]  整件事
[00:12:52.900 --> 00:12:55.500]  所以其實他們縱然有一種盼望
[00:12:55.500 --> 00:12:56.300]  回去會復興
[00:12:56.300 --> 00:12:57.800]  但是其實那個地方
[00:12:57.800 --> 00:12:59.400]  那些資源 那些地圖
[00:12:59.400 --> 00:13:02.200]  不是屬於這幫猶大人的
[00:13:02.200 --> 00:13:04.200]  就是這樣
[00:13:04.200 --> 00:13:07.400]  所以他們開始出現什麼情況呢
[00:13:07.400 --> 00:13:09.200]  他們出現懷疑
[00:13:09.200 --> 00:13:11.900]  其實 喂 神你是不是點我
[00:13:11.900 --> 00:13:15.500]  你想想這種情況像什麼
[00:13:15.500 --> 00:13:19.200]  就是像意識人出埃及
[00:13:19.200 --> 00:13:21.200]  喂 你叫我們出來
[00:13:21.200 --> 00:13:22.800]  沒有東西吃 很餓
[00:13:22.800 --> 00:13:23.900]  你是不是點我
[00:13:23.900 --> 00:13:24.900]  耶和尚
[00:13:24.900 --> 00:13:25.900]  像不像
[00:13:25.900 --> 00:13:27.900]  其實都是在重複發生這件事
[00:13:27.900 --> 00:13:28.800]  而他們一樣
[00:13:28.800 --> 00:13:30.700]  就是開始質疑神
[00:13:30.700 --> 00:13:31.700]  喂 其實
[00:13:31.700 --> 00:13:34.200]  你都不是很愛我
[00:13:34.200 --> 00:13:36.300]  你給我們這樣的路
[00:13:36.300 --> 00:13:38.400]  我們選擇去走
[00:13:38.400 --> 00:13:41.000]  我們其實已經作出了選擇過神
[00:13:41.000 --> 00:13:43.200]  你叫我 你叫我回來
[00:13:43.200 --> 00:13:44.500]  我選擇回來
[00:13:44.500 --> 00:13:46.500]  但是你不是應該看我的嗎
[00:13:46.500 --> 00:13:48.500]  現在沒有看我
[00:13:48.500 --> 00:13:49.800]  就是這樣
[00:13:49.800 --> 00:13:51.200]  接著其實
[00:13:51.200 --> 00:13:52.800]  講到這裡
[00:13:52.800 --> 00:13:54.400]  我想問一下
[00:13:54.400 --> 00:13:56.500]  你覺不覺得其實我們
[00:13:56.500 --> 00:13:58.000]  在座我們自己
[00:13:58.000 --> 00:14:03.000]  都有一點像這幫猶大人的
[00:14:03.000 --> 00:14:05.000]  為什麼你會這樣問
[00:14:05.000 --> 00:14:07.300]  在這裡我相信可能
[00:14:07.300 --> 00:14:09.200]  有在座的
[00:14:09.200 --> 00:14:11.400]  有一些可能你是初信的
[00:14:11.400 --> 00:14:13.800]  或者有一些你是
[00:14:13.800 --> 00:14:15.400]  爸爸媽媽信開
[00:14:15.400 --> 00:14:17.500]  然後你又跟著信
[00:14:17.500 --> 00:14:20.100]  或者有一些可能你信了很久的
[00:14:20.100 --> 00:14:21.200]  OK
[00:14:21.200 --> 00:14:22.400]  但是無論如何
[00:14:22.400 --> 00:14:23.600]  在你人生的裡面
[00:14:23.600 --> 00:14:25.600]  我相信你怎麼都會作出過
[00:14:25.600 --> 00:14:29.400]  一些人生的選擇
[00:14:29.400 --> 00:14:31.100]  而今天我很想去
[00:14:31.100 --> 00:14:33.100]  跟大家去探討是什麼
[00:14:33.100 --> 00:14:35.000]  那個選擇
[00:14:35.000 --> 00:14:37.300]  我們怎麼能夠選擇一個
[00:14:37.300 --> 00:14:40.300]  屬於神給我們的跑道
[00:14:40.300 --> 00:14:42.200]  而是好的呢
[00:14:42.200 --> 00:14:44.200]  那我們就來看看
[00:14:44.200 --> 00:14:45.900]  而問一下一個問題
[00:14:45.900 --> 00:14:48.400]  就是你們自己可以想一下
