
[00:00:00.000 --> 00:00:04.020]  各位梁法堂的弟兄姊妹及各位朋友 平安
[00:03:16.060 --> 00:03:21.340]  如果大家讀《馬太福音》是沒有這句話的
[00:03:21.340 --> 00:03:24.300]  正等於如果大家讀《馬太福音》
[00:03:24.300 --> 00:03:27.460]  它就不會有《路加福音》第三章
[00:03:27.460 --> 00:03:29.700]  開頭那些的部分
[00:03:29.700 --> 00:03:33.740]  講到施洗耶穌傳到一個甚麼時代
[00:03:33.740 --> 00:03:38.620]  那時候就是亞拿和蓋亞發作大祭司的時候
[00:03:38.620 --> 00:03:41.180]  都沒有這些的
[00:03:41.180 --> 00:03:43.660]  究竟《路加福音》想講些甚麼呢?
[00:03:43.660 --> 00:03:47.460]  《路加福音》想給大家一個歷史時代的背景
[00:03:47.460 --> 00:03:49.460]  即是當時誰做皇帝的
[00:03:49.460 --> 00:03:51.460]  誰做分封王的
[00:03:51.460 --> 00:03:54.740]  誰做大祭司的
[00:03:54.740 --> 00:03:58.020]  有一個甚麼意思呢?
[00:03:58.020 --> 00:03:59.620]  其實是一兩句說話
[00:03:59.620 --> 00:04:02.620]  不過就交代了一個歷史的背景
[00:04:02.620 --> 00:04:06.860]  當時候約瑟瑪利亞
[00:04:06.860 --> 00:04:12.180]  因為被迫要回到伯利恆那裡要登記戶籍
[00:04:12.180 --> 00:04:16.540]  還然後瑪利亞已經懷有新人了
[00:04:16.540 --> 00:04:20.100]  你可以看到一個羅馬帝國的時代
[00:04:20.100 --> 00:04:22.820]  它的影響力有多大呢?
[00:04:22.820 --> 00:04:24.620]  去到一個小市民
[00:04:24.620 --> 00:04:27.980]  你都要受它這個聖旨的影響
[00:04:27.980 --> 00:04:29.980]  都要登記戶籍
[00:04:29.980 --> 00:04:31.980]  登記戶籍有甚麼用呢?
[00:04:31.980 --> 00:04:33.140]  很簡單
[00:04:33.140 --> 00:04:36.500]  抽稅用
[00:04:36.500 --> 00:04:40.100]  當然如果你知道你是誰住在哪裡
[00:04:40.100 --> 00:04:42.380]  你就逃不掉了
[00:04:42.380 --> 00:04:47.500]  還有就是有時候要抽丁用
[00:04:47.500 --> 00:04:50.620]  抽丁知道你在家裡有多少人
[00:04:50.620 --> 00:04:52.500]  有多少個男丁
[00:04:52.500 --> 00:04:55.180]  無論是歷役或者從軍
[00:04:55.180 --> 00:04:58.100]  即使一個偉大帝國的建立
[00:04:58.100 --> 00:05:00.860]  沒理由缺少登記戶籍的
[00:05:00.860 --> 00:05:03.540]  其實中國歷代很多個皇帝都做過
[00:05:03.540 --> 00:05:04.900]  包括朱元璋
[00:05:04.900 --> 00:05:07.020]  他就很辛苦用了很多年
[00:05:07.020 --> 00:05:10.420]  我看這個朱元璋傳吳咸寫的
[00:05:10.420 --> 00:05:13.300]  他其中一樣最重視的就是
[00:05:13.300 --> 00:05:16.540]  整理那些戶籍和田地
[00:05:16.540 --> 00:05:21.660]  以致能夠抽到合適的稅項
[00:05:21.660 --> 00:05:27.980]  在這裡大家就看到羅馬帝國的影響力
[00:05:27.980 --> 00:05:31.100]  當時羅馬帝國已經非常強盛了
[00:05:31.100 --> 00:05:35.260]  當然羅馬帝國的時代跟我們今天很不同
[00:05:35.260 --> 00:05:39.460]  羅馬帝國的時代人家覺得羅馬都很昇平
[00:05:39.460 --> 00:05:43.740]  可能我們這個時代都會覺得我們都很好
[00:05:43.740 --> 00:05:46.180]  生活都不錯
[00:05:46.180 --> 00:05:49.300]  不過如果大家認真看看我們今天的世界
[00:05:49.300 --> 00:05:51.540]  對比一下羅馬帝國的時代的世界
[00:05:51.540 --> 00:05:53.980]  當然以色列人就未必這樣看
[00:05:53.980 --> 00:05:56.180]  因為羅馬是一個壓迫者
[00:05:56.180 --> 00:06:01.260]  路加福音第三章說到有兩個大祭司
[00:06:01.260 --> 00:06:03.380]  一個叫做阿拿
[00:06:03.380 --> 00:06:04.980]  一個叫做戈亞發
[00:06:04.980 --> 00:06:06.820]  為什麼呢
[00:06:06.820 --> 00:06:10.020]  因為當時的國家
[00:06:10.020 --> 00:06:12.060]  當然還有地方政府的
[00:06:12.060 --> 00:06:14.380]  譬如希律祖王
[00:06:14.380 --> 00:06:20.140]  他們試圖想影響宗教領袖的選任
[00:06:20.140 --> 00:06:22.820]  因為大祭司永遠只有一個
[00:06:22.820 --> 00:06:25.820]  做到死為止好像教宗一樣
[00:06:25.820 --> 00:06:28.660]  不過這個時候竟然有兩個
[00:06:28.660 --> 00:06:30.780]  他不喜歡的就叫你先不要做
[00:06:30.780 --> 00:06:33.260]  有這種影響力
[00:06:33.260 --> 00:06:38.140]  大家可以看到整個帝國的影響力是怎樣
[00:06:38.140 --> 00:06:40.020]  今天我們的世界很不同
[00:06:40.020 --> 00:06:43.900]  但我們今天的世界是不是一個更加平安的世界
[00:06:43.900 --> 00:06:46.380]  是不是一個更加和平的世界
[00:06:46.380 --> 00:06:49.860]  是不是一個更加安全的世界
[00:06:49.860 --> 00:06:52.700]  我最近看了一篇文章
[00:06:52.700 --> 00:06:54.220]  它是這樣說的
[00:06:54.220 --> 00:06:58.660]  它說1945年的時候有一個記者
[00:06:58.660 --> 00:07:01.740]  他的名字叫喬治奧威爾
[00:07:01.740 --> 00:07:03.380]  大家可能聽過他的名字
[00:07:03.380 --> 00:07:05.940]  他是出名的作家
[00:07:05.940 --> 00:07:07.420]  寫了兩本書
[00:07:07.420 --> 00:07:09.020]  一本叫《動物農莊》
[00:07:09.020 --> 00:07:10.180]  一本叫《1984》
[00:07:10.180 --> 00:07:12.500]  非常出名的
[00:07:12.500 --> 00:07:16.180]  他寫了一篇文章投稿
[00:07:16.180 --> 00:07:18.860]  叫《我與原子彈》
[00:07:18.860 --> 00:07:22.900]  他第一次用了冷戰形容當時的時代
[00:07:22.900 --> 00:07:24.660]  他說未來的社會
[00:07:24.660 --> 00:07:26.980]  未來的世界會變成怎樣呢
[00:07:26.980 --> 00:07:29.820]  他說是一個冷戰的時候
[00:07:29.820 --> 00:07:31.140]  是他第一個用這個字眼的
[00:07:31.140 --> 00:07:32.820]  後來更加普遍
[00:07:32.820 --> 00:07:33.900]  是什麼意思呢
[00:07:33.900 --> 00:07:36.060]  就是人不敢打仗
[00:07:36.060 --> 00:07:37.340]  因為一打仗
[00:07:37.340 --> 00:07:42.620]  大家都可能會遭到毀滅
[00:07:42.620 --> 00:07:47.260]  因為當時是有原子彈的存在
[00:07:47.260 --> 00:07:51.260]  而這些只是操縱在某些國家上面
[00:07:51.260 --> 00:07:54.940]  我記得我曾經因為工作的緣故
[00:07:54.940 --> 00:07:58.220]  招呼過一些北韓來的
[00:07:58.220 --> 00:08:00.460]  一些的教會代表
[00:08:00.460 --> 00:08:03.740]  當然連政府官員一起來的
[00:08:03.740 --> 00:08:08.260]  我們就討論和平的問題
[00:08:08.260 --> 00:08:11.980]  北韓和南韓怎麼能夠有好一點的關係呢
[00:08:11.980 --> 00:08:14.660]  教會可不可以做些什麼呢
[00:08:14.660 --> 00:08:18.020]  其中他們的說法是這樣的
[00:08:18.020 --> 00:08:19.940]  我覺得有一些道理
[00:08:19.940 --> 00:08:25.300]  他說有些國家不讓我們有核子彈
[00:08:25.300 --> 00:08:27.980]  因為覺得核子彈是不好的
[00:08:27.980 --> 00:08:29.940]  為什麼他們有這麼多的
[00:08:29.940 --> 00:08:31.700]  他們有過千個又可以
[00:08:31.700 --> 00:08:33.580]  我一個都不給
[00:08:33.580 --> 00:08:36.300]  我覺得又有一些道理
[00:08:36.300 --> 00:08:38.580]  雖然我們覺得這個邪惡帝國
[00:08:38.580 --> 00:08:41.780]  如果它也有核子彈的時候
[00:08:41.780 --> 00:08:43.460]  世界會不會更加亂呢
[00:08:43.460 --> 00:08:46.100]  其實我們今天就面對一個這樣的世界
[00:08:46.100 --> 00:08:48.300]  表面上是很和平
[00:08:48.300 --> 00:08:51.140]  但是其實我們所有人
[00:08:51.140 --> 00:08:56.300]  都在一個核武器的陰霾危機的底下
[00:08:56.300 --> 00:08:59.100]  而這個關係是非常繃緊的
[00:08:59.100 --> 00:09:01.260]  而亦都是大家希望
[00:09:01.260 --> 00:09:04.460]  越來越多國家都希望我擁有核武
[00:09:04.460 --> 00:09:06.660]  就是我們今天的世界
[00:09:06.660 --> 00:09:08.220]  這個是不是真正的和平
[00:09:08.220 --> 00:09:12.300]  這個是黑暗還是光明呢
[00:09:12.300 --> 00:09:15.460]  聖經這裡說到當時是奧古斯都
[00:09:15.460 --> 00:09:16.580]  正在做皇帝
[00:09:16.580 --> 00:09:21.460]  在羅馬帝國的時候
[00:09:21.460 --> 00:09:24.860]  當大家看到這個歷史的時候
[00:09:24.860 --> 00:09:26.860]  當然盧家福音一直在寫
[00:09:26.860 --> 00:09:31.100]  不同的事蹟在耶穌基督的生平交代的時候
[00:09:31.100 --> 00:09:32.420]  他想說明
[00:09:32.420 --> 00:09:35.980]  就算在一個這樣的歷史的時代裡面
[00:09:35.980 --> 00:09:40.740]  就算以色列人在羅馬帝國的壓迫的底下
[00:09:40.740 --> 00:09:43.220]  上帝仍然工作
[00:09:43.220 --> 00:09:44.420]  上帝仍然在這裡
[00:09:44.420 --> 00:09:46.740]  所以耶穌基督降生了
[00:09:46.740 --> 00:09:47.940]  意思就是說
[00:09:47.940 --> 00:09:52.100]  上帝在我們人類歷史之中是活躍的
[00:09:52.100 --> 00:09:54.300]  是主角來的
[00:09:54.300 --> 00:09:58.700]  我們最多是配角或者是小配角、大配角
[00:09:58.700 --> 00:10:01.260]  但是如果大家留意一下
[00:10:01.260 --> 00:10:04.220]  無論你小朋友讀的課本
[00:10:04.220 --> 00:10:08.220]  我們自己讀書的時候所讀的中史、西史、世界史
[00:10:08.220 --> 00:10:09.580]  什麼史都好
[00:10:09.580 --> 00:10:12.460]  是全部不會將上帝寫進去的
[00:10:12.460 --> 00:10:13.700]  如果你將上帝寫進去
[00:10:13.700 --> 00:10:14.780]  然後交卷
[00:10:14.780 --> 00:10:17.100]  說上帝令到這件事發生
[00:10:17.100 --> 00:10:23.660]  上帝令到盟軍打贏了德國當時二戰的時候的希特勒
[00:10:23.660 --> 00:10:25.660]  因為他是邪惡的
[00:10:25.660 --> 00:10:27.020]  那你就會扣分的
[00:10:27.020 --> 00:10:29.540]  你不會得到分數的
[00:10:29.540 --> 00:10:31.220]  這個就是我們這個時代
[00:10:31.220 --> 00:10:36.300]  我們整個的思維是將上帝排除在外的
[00:10:36.300 --> 00:10:39.540]  所以聖經的寫法想跟我們講明
[00:10:39.540 --> 00:10:41.780]  由《創世紀》到《啟示錄》
[00:10:41.780 --> 00:10:43.380]  上帝存在
[00:10:43.380 --> 00:10:45.180]  在人類的歷史之中
[00:10:45.180 --> 00:10:47.140]  上帝在人類歷史之中工作
[00:10:47.140 --> 00:10:50.580]  然後我們不知道怎麼做
[00:10:50.580 --> 00:10:51.420]  是怎麼樣
[00:10:51.420 --> 00:10:52.700]  作為是怎麼樣
[00:10:52.700 --> 00:10:54.580]  每一件事之間的關係是怎麼樣
[00:10:54.580 --> 00:10:59.380]  好像我們拿著一大堆那些砌圖
[00:10:59.380 --> 00:11:01.700]  砌不回原來的樣子
[00:11:01.700 --> 00:11:05.860]  就是這幾千個砌圖的小片
[00:11:05.860 --> 00:11:07.060]  我們都是拿著一些
[00:11:07.060 --> 00:11:09.500]  但是怎麼都砌不回
[00:11:09.500 --> 00:11:13.060]  有一天我們就不會再是模糊不清了
[00:11:13.060 --> 00:11:14.700]  可以面對面了
[00:11:14.700 --> 00:11:16.860]  不過聖經這裡想告訴我們
[00:11:16.860 --> 00:11:19.660]  上帝在歷史之中工作
[00:11:19.660 --> 00:11:22.060]  然後當時有羅馬帝國存在
[00:11:22.060 --> 00:11:27.020]  然後當時以色列人在被受壓迫之中
[00:11:27.020 --> 00:11:29.100]  第二個想跟大家分享的
[00:11:29.100 --> 00:11:32.220]  就是這裡描述耶穌的降生
[00:11:32.220 --> 00:11:35.300]  如果大家剛才看了聖經
[00:11:35.300 --> 00:11:36.740]  讀回這段福音
[00:11:36.740 --> 00:11:39.060]  你會發覺有些東西沒有了
[00:11:39.060 --> 00:11:40.300]  沒有了什麼呢?
[00:11:40.300 --> 00:11:41.900]  沒有了三王來朝
[00:11:41.900 --> 00:11:45.020]  這裡哪裡有三王來朝呢?
[00:11:45.020 --> 00:11:48.060]  其實沒有了景星引路
[00:11:48.060 --> 00:11:51.420]  沒有了希倫
[00:11:51.420 --> 00:11:53.300]  殺小朋友的
[00:11:53.300 --> 00:11:56.260]  都沒有了
[00:11:56.260 --> 00:11:58.900]  那麼耶穌的出生是怎麼樣呢?
[00:11:58.900 --> 00:12:03.420]  這裡描述耶穌的出生就是一個家庭
[00:12:03.420 --> 00:12:05.540]  帶著小朋友
[00:12:05.540 --> 00:12:06.340]  對不起
[00:12:06.340 --> 00:12:08.180]  當時還沒有出生的
[00:12:08.180 --> 00:12:12.100]  然後他們兩夫妻就上到伯尼恆那裡登記戶籍
[00:12:12.100 --> 00:12:14.380]  小朋友就這樣出生了
[00:12:14.380 --> 00:12:15.780]  還有出生的時候
[00:12:15.780 --> 00:12:17.260]  連住的地方都找不到
[00:12:17.260 --> 00:12:20.580]  於是在馬棚那裡就出生了
[00:12:20.580 --> 00:12:22.860]  是一件這樣的事情
[00:12:22.860 --> 00:12:23.860]  意思就是說
[00:12:23.860 --> 00:12:27.540]  他講的是非常尋常的一件事
[00:12:27.540 --> 00:12:29.460]  可能甚至是
[00:12:29.460 --> 00:12:31.340]  當耶穌長大了
[00:12:31.340 --> 00:12:33.620]  耶穌有門徒了
[00:12:33.620 --> 00:12:35.380]  後來耶穌去世了
[00:12:35.380 --> 00:12:37.220]  門徒說祂復活了
[00:12:37.220 --> 00:12:38.220]  然後別人就說
[00:12:38.220 --> 00:12:42.220]  哇 究竟祂這個人物
[00:12:42.220 --> 00:12:44.380]  這個有這麼大影響力的人
[00:12:44.380 --> 00:12:45.500]  究竟是誰來的呢?
[00:12:45.500 --> 00:12:47.540]  追蹤祂過去的時候
[00:12:47.540 --> 00:12:51.020]  祂的媽媽就說那時我們是這樣的
[00:12:51.020 --> 00:12:53.780]  很多人說路加坊的寫成
[00:12:53.780 --> 00:12:58.220]  有不少是有瑪利亞的記憶在裡面
[00:12:58.220 --> 00:12:59.460]  原因就是
[00:12:59.460 --> 00:13:02.380]  大家看到很多時候就說瑪利亞
[00:13:02.380 --> 00:13:04.180]  心裡面都是很
[00:13:04.180 --> 00:13:05.540]  不知怎樣的
[00:13:05.540 --> 00:13:11.140]  當天使向他顯現說要他生小朋友的時候
[00:13:11.140 --> 00:13:12.900]  他真的很混亂
[00:13:12.900 --> 00:13:17.500]  這些描述都是很可能從瑪利亞那裡而來的
[00:13:17.500 --> 00:13:21.260]  所以這裏想說的第二件事
[00:13:21.260 --> 00:13:25.220]  就是說耶穌基督來到這個世界上
[00:13:25.220 --> 00:13:27.900]  走過我們人類所有走過的路程
[00:13:27.900 --> 00:13:30.900]  好像一個普通人一樣
[00:13:30.900 --> 00:13:32.780]  如果大家讀聖經的時候
[00:13:32.780 --> 00:13:35.500]  你會看到耶穌的長大
[00:13:35.500 --> 00:13:38.540]  第二章說到耶穌在聖殿裡面
[00:13:38.540 --> 00:13:45.060]  很有興趣地和大家討論聖經裡面的一些問題
[00:13:45.060 --> 00:13:47.740]  如果你看遍所有福音書
[00:13:47.740 --> 00:13:50.420]  只有路加福音有記載
[00:13:50.420 --> 00:13:52.500]  意思是什麼呢?
[00:13:52.500 --> 00:13:55.700]  就是非常難寫耶穌的長大
[00:13:55.700 --> 00:13:59.380]  你怎樣描述一個神怎樣長大呢?
[00:13:59.380 --> 00:14:02.820]  唯有路加福音保留了一段經文
[00:14:02.820 --> 00:14:04.980]  是耶穌都有長大的過程
[00:14:04.980 --> 00:14:06.340]  好像一個普通人
[00:14:06.340 --> 00:14:08.020]  一個普通的小朋友一樣
[00:14:08.020 --> 00:14:10.940]  因為他是一個完完全全的人
[00:14:10.940 --> 00:14:14.780]  他經歷過我們人間所有的困難、痛苦
[00:14:14.780 --> 00:14:19.140]  一個小朋友、艱難的日子
[00:14:19.140 --> 00:14:21.140]  一個小家庭裡面
[00:14:21.140 --> 00:14:22.940]  這些他都經歷過
[00:14:22.940 --> 00:14:25.940]  其實和我們都一樣
[00:14:25.940 --> 00:14:28.380]  路加福音就想說明一樣
[00:14:28.380 --> 00:14:31.620]  耶穌是一個完完全全的人
[00:14:31.620 --> 00:14:34.180]  初期教會的時代有些人不相信這件事
[00:14:34.180 --> 00:14:36.180]  有些人覺得神不可能是這樣
[00:14:36.180 --> 00:14:38.340]  所以只不過耶穌的存在
[00:14:38.340 --> 00:14:41.100]  是好像我們在看一些影像一樣
[00:14:41.100 --> 00:14:42.460]  是一種幻影而已
[00:14:42.460 --> 00:14:44.420]  不是真實的
[00:14:44.420 --> 00:14:47.540]  我們後來叫這些異端
[00:14:47.540 --> 00:14:49.260]  路加福音想說明的
[00:14:49.260 --> 00:14:52.020]  耶穌是一個實實在在的人
[00:14:52.020 --> 00:14:54.900]  是與我們同在的
[00:14:54.900 --> 00:14:56.020]  與我們同行的
[00:14:56.020 --> 00:14:57.860]  不是高高在天上面的
[00:14:57.860 --> 00:15:04.100]  你可以說這是路加福音所說的一個福音
[00:15:04.100 --> 00:15:07.260]  我記得看過一個小故事
[00:15:07.260 --> 00:15:10.380]  說一個韋特牧師
[00:15:10.380 --> 00:15:12.020]  他很喜歡行山
[00:15:12.020 --> 00:15:15.380]  他和一群朋友發招友
[00:15:15.380 --> 00:15:17.380]  去行喜瑪拉雅山
[00:15:17.380 --> 00:15:18.660]  不懂得行的
[00:15:18.660 --> 00:15:20.140]  又對地形不太熟悉
[00:15:20.140 --> 00:15:24.820]  請了一群當地尼泊爾的嚮導
[00:15:24.820 --> 00:15:26.180]  他也有一群嚮導
[00:15:26.180 --> 00:15:27.500]  有些是揹東西
[00:15:27.500 --> 00:15:29.500]  有些是帶路
[00:15:29.500 --> 00:15:31.500]  他們有一個陪伴者
[00:15:31.500 --> 00:15:33.100]  也是尼泊爾人
[00:15:33.100 --> 00:15:35.500]  是一個大學二年級的學生
[00:15:35.500 --> 00:15:37.740]  韋特牧師經過了一段時間
[00:15:37.740 --> 00:15:41.260]  覺得為甚麼請這樣的人呢
[00:15:41.260 --> 00:15:44.260]  其實他又沒有經驗
[00:15:44.260 --> 00:15:47.820]  又不是特別熟悉地形
[00:15:47.820 --> 00:15:49.260]  對我們沒甚麼用
[00:15:49.260 --> 00:15:51.060]  覺得好像多餘
[00:15:51.060 --> 00:15:53.060]  好像只是一個實習生
[00:15:53.060 --> 00:15:56.340]  經過了跟他一起相處之後
[00:15:56.340 --> 00:15:58.740]  他們就有不同的想法
[00:15:58.740 --> 00:16:00.300]  為甚麼呢
[00:16:00.300 --> 00:16:04.940]  原因就是原來這個大學生
[00:16:04.940 --> 00:16:07.340]  他是發揮到作用的
[00:16:07.340 --> 00:16:11.140]  當他見到大家走路走得很辛苦的時候
[00:16:11.140 --> 00:16:13.340]  他說「快到了,快到了」
[00:16:13.340 --> 00:16:15.100]  鼓勵大家
[00:16:15.100 --> 00:16:16.300]  但那些很有經驗的
[00:16:16.300 --> 00:16:17.700]  一支箭就飆向前面
[00:16:17.700 --> 00:16:19.300]  都不跟你說話
[00:16:19.300 --> 00:16:23.100]  總之你就喘著氣跟著他
[00:16:23.100 --> 00:16:25.540]  然後他有時候會跟你說
[00:16:25.540 --> 00:16:27.540]  「今天都很累,我非常累」
[00:16:27.540 --> 00:16:29.900]  可能大家都是
[00:16:29.900 --> 00:16:32.300]  「我們應該停在這裡了」
[00:16:32.300 --> 00:16:34.980]  「不要再走了,以後再走吧」
[00:16:34.980 --> 00:16:38.100]  他講的話大家覺得很貼心
[00:16:38.100 --> 00:16:42.300]  原因就是他的經驗跟大家相近
[00:16:42.300 --> 00:16:45.660]  他亦都感受到大家的感受
[00:16:45.660 --> 00:16:48.100]  我們是需要陪伴者的
[00:16:48.100 --> 00:16:49.060]  在我們人生裏面
[00:16:49.060 --> 00:16:51.900]  我們需要一些人跟我們同行的
[00:16:51.900 --> 00:16:53.060]  那個部份是相同
[00:16:53.060 --> 00:16:56.140]  以致我們覺得我並不是孤單
[00:16:56.140 --> 00:16:58.340]  我是有陪伴者
[00:16:58.340 --> 00:17:00.420]  我人生就多了一種力量
[00:17:00.420 --> 00:17:03.580]  大家不要小看這種同行者
[00:17:03.580 --> 00:17:07.060]  耶穌基督就是一個這樣的同行者
[00:17:07.060 --> 00:17:10.100]  這個你可以說是我們這本呼音書裏面
[00:17:10.100 --> 00:17:12.500]  這一段裏面有第二個意思
[00:17:12.500 --> 00:17:15.220]  值得我們留意的
[00:17:15.220 --> 00:17:17.620]  第三個大家會看到
[00:17:17.620 --> 00:17:21.820]  就是第八節到第十四節這一段
[00:17:21.820 --> 00:17:25.060]  其實只有老家有記載的
[00:17:25.060 --> 00:17:29.220]  你看馬太福音向著三位博士
[00:17:29.220 --> 00:17:31.500]  有景星引路
[00:17:31.500 --> 00:17:36.820]  但是去到老家呼音沒有了這些
[00:17:36.820 --> 00:17:39.780]  老家想說的是甚麼呢?
[00:17:39.780 --> 00:17:41.300]  在第十四節他說
[00:17:41.300 --> 00:17:43.260]  「在至高之處榮耀歸於上帝
[00:17:43.260 --> 00:17:46.820]  在地上平安歸於他所喜悅的人」
[00:17:46.820 --> 00:17:50.220]  又說到第十節
[00:17:50.220 --> 00:17:51.620]  「不要懼不看
[00:17:51.620 --> 00:17:53.540]  因為我報給你們大氣的訊息
[00:17:53.540 --> 00:17:55.860]  是關乎萬民的」
[00:17:55.860 --> 00:17:57.860]  是所有人的一個福音
[00:17:57.860 --> 00:18:02.820]  這個就是老家想特別強調的地方
[00:18:02.820 --> 00:18:07.900]  福音馬太特別著重向猶太人說的
[00:18:07.900 --> 00:18:15.460]  然後老家作為一個追隨保羅的門徒
[00:18:15.460 --> 00:18:18.340]  他就將福音散佈到全世界
[00:18:18.340 --> 00:18:20.580]  當時《圖行傳》寫出來
[00:18:20.580 --> 00:18:25.020]  意思想說明這個信仰是給全世界的人的
[00:18:25.020 --> 00:18:27.500]  是給所有人的
[00:18:27.500 --> 00:18:32.100]  所以教會很多時候在聖誕的前後
[00:18:32.100 --> 00:18:34.500]  都會不停留在教會裏面
[00:18:34.500 --> 00:18:39.820]  會走出教會向外面傳播福音
[00:18:39.820 --> 00:18:41.780]  唱聖詩
[00:18:41.780 --> 00:18:43.780]  唱平安夜的詩歌
[00:18:43.780 --> 00:18:44.860]  目的是甚麼呢?
[00:18:44.860 --> 00:18:48.420]  就是想講明福音不只是停留在教會裏面
[00:18:48.420 --> 00:18:50.140]  是要走出教會
[00:18:50.140 --> 00:18:54.940]  使到這個福音成為一個世界的福音
[00:18:54.940 --> 00:18:57.900]  我記得不久之前
[00:18:57.900 --> 00:19:00.340]  我有一次在教會裏面講道
[00:19:00.340 --> 00:19:03.500]  講道其實我們教會有一些東西
[00:19:03.500 --> 00:19:08.540]  可能在香港很多時候很多人都不能夠享受到
[00:19:08.540 --> 00:19:09.700]  是甚麼呢?
[00:19:09.700 --> 00:19:12.220]  就是我們有很多地方
