
[00:00:00.000 --> 00:00:06.440]  弟兄姐妹,多謝主席跟我們一起讀出剛才的十六篇經文
[00:04:36.200 --> 00:04:38.440]  所以他要向哪一個效忠呢?
[00:04:38.440 --> 00:04:39.680]  他不會追逐其他
[00:04:39.680 --> 00:04:41.720]  他只是效忠耶華
[00:04:41.720 --> 00:04:45.160]  這是第一點這首詩想跟我們說的
[00:04:45.160 --> 00:04:46.520]  開頭的時候
[00:04:46.520 --> 00:04:49.200]  他在說人生是需要依靠的
[00:04:49.200 --> 00:04:51.840]  要找投靠找誰呢?
[00:04:51.840 --> 00:04:53.960]  第一節所說的是神
[00:04:53.960 --> 00:04:55.440]  但哪一個才是真神
[00:04:55.440 --> 00:04:57.960]  他透過第二節就說得很清楚
[00:04:57.960 --> 00:04:59.200]  是耶華
[00:04:59.200 --> 00:05:01.000]  即是除了耶華之外
[00:05:01.000 --> 00:05:03.360]  其他東西是給不到他任何的好處
[00:05:03.360 --> 00:05:06.920]  這是他很認定的一個處境
[00:05:06.920 --> 00:05:08.680]  三四節剛才說過
[00:05:08.680 --> 00:05:10.640]  就是分開兩批不同的人
[00:05:10.640 --> 00:05:12.160]  第四節所說的人就是
[00:05:12.160 --> 00:05:16.600]  他們會用其他的東西代替上帝
[00:05:16.600 --> 00:05:19.000]  在以色列人的歷史裏面
[00:05:19.000 --> 00:05:20.240]  告訴我們
[00:05:20.240 --> 00:05:24.440]  他們通常會用什麼偶像去代替耶華呢?
[00:05:24.440 --> 00:05:26.440]  一個就叫巴力
[00:05:26.440 --> 00:05:29.040]  巴力是雷雨之神
[00:05:29.040 --> 00:05:32.160]  很多時候都會令到那個地方下大雨
[00:05:32.160 --> 00:05:33.320]  行雷閃電
[00:05:33.320 --> 00:05:36.120]  類似我們今天所理解的雷神
[00:05:36.120 --> 00:05:39.920]  雷神我們經歷過最近紅雨黑雨
[00:05:39.920 --> 00:05:43.640]  這些處境就是雷神發威的時候的處境
[00:05:43.640 --> 00:05:45.600]  嘩!很多雨水
[00:05:45.600 --> 00:05:48.680]  我們現代人就未必會那麼喜歡雨水
[00:05:48.680 --> 00:05:49.880]  但以前的以色列人
[00:05:49.880 --> 00:05:51.600]  他們是靠慕容為生的
[00:05:51.600 --> 00:05:52.520]  很多時候
[00:05:52.520 --> 00:05:53.920]  種大麥小麥
[00:05:53.920 --> 00:05:55.240]  他們會種無花果
[00:05:55.240 --> 00:05:57.440]  種葡萄葡萄
[00:05:57.440 --> 00:05:59.000]  有這些的出產
[00:05:59.000 --> 00:06:02.480]  適當時候有雨水是很重要的
[00:06:02.480 --> 00:06:03.560]  如果沒有雨水
[00:06:03.560 --> 00:06:06.160]  很乾旱就很難了
[00:06:06.160 --> 00:06:10.200]  所以如果他們在生活的那個地方
[00:06:10.200 --> 00:06:12.880]  當地的嘉林人告訴他們
[00:06:12.880 --> 00:06:14.920]  我們拜巴力神的
[00:06:14.920 --> 00:06:16.640]  巴力神很靈驗的
[00:06:16.640 --> 00:06:18.120]  經常就會下雨
[00:06:18.120 --> 00:06:20.120]  令到我們修成很好
[00:06:20.120 --> 00:06:21.800]  以色列人就會受試探
[00:06:21.800 --> 00:06:23.600]  來一起去追隨
[00:06:23.600 --> 00:06:26.400]  因為自己希望可以豐收的緣故
[00:06:26.400 --> 00:06:27.800]  就拜巴力
[00:06:27.800 --> 00:06:32.920]  所以巴力其實就類似我們今天現代人的財神
[00:06:32.920 --> 00:06:33.960]  就是你求這個神
[00:06:33.960 --> 00:06:35.880]  祂就給到你有財產
[00:06:35.880 --> 00:06:38.040]  就是可以這樣去看
[00:06:38.040 --> 00:06:39.840]  其實都是很切身的
[00:06:39.840 --> 00:06:41.680]  錢有誰不喜歡
[00:06:41.680 --> 00:06:44.000]  所以以色列人追隨巴力
[00:06:44.000 --> 00:06:45.360]  是在追隨金錢
[00:06:45.360 --> 00:06:47.120]  追隨切身的需要
[00:06:47.120 --> 00:06:50.080]  有他們當時的那個原因
[00:06:50.080 --> 00:06:53.000]  另外一個神就是阿舍拉
[00:06:53.000 --> 00:06:55.600]  或者另一個翻譯叫做木偶
[00:06:55.600 --> 00:06:58.320]  阿舍拉是一個生育的女神
[00:06:58.320 --> 00:07:01.400]  所賜福的就是令到他們可以多子多孫
[00:07:01.400 --> 00:07:04.280]  就是家裏面有多些人手
[00:07:04.280 --> 00:07:06.800]  多些人手,生得多有什麼好處呢?
[00:07:06.800 --> 00:07:08.240]  以前是能夠
[00:07:08.240 --> 00:07:10.520]  當你要放羊的時候
[00:07:10.520 --> 00:07:12.040]  多些人去幫忙,對不對?
[00:07:12.040 --> 00:07:13.720]  就是你有很多隻羊
[00:07:13.720 --> 00:07:15.040]  但是你只有一兩個牧羊
[00:07:15.040 --> 00:07:16.920]  人不夠,多些人去看著
[00:07:16.920 --> 00:07:17.880]  多好啊
[00:07:17.880 --> 00:07:19.880]  你種農產物
[00:07:19.880 --> 00:07:21.240]  多些人去務農
[00:07:21.240 --> 00:07:22.360]  多些人去耕田
[00:07:22.360 --> 00:07:23.880]  多些人來修葛
[00:07:23.880 --> 00:07:25.080]  也都快捷很多
[00:07:25.080 --> 00:07:26.920]  所以人數多
[00:07:26.920 --> 00:07:29.880]  是幫助你家裏的經濟都可以繁榮
[00:07:29.880 --> 00:07:30.920]  另外就是
[00:07:30.920 --> 00:07:33.640]  他可以保存健康
[00:07:33.640 --> 00:07:35.560]  這個神同樣可以這樣做
[00:07:35.560 --> 00:07:37.880]  當國家面對戰爭的時候
[00:07:37.880 --> 00:07:40.360]  你這個國家多些兵力
[00:07:40.360 --> 00:07:41.680]  也都是強盛多些
[00:07:41.680 --> 00:07:43.160]  令到你自己的國家
[00:07:43.160 --> 00:07:44.840]  那就可以國泰民安了
[00:07:44.840 --> 00:07:47.760]  即是軍力是很富足的時候
[00:07:47.760 --> 00:07:48.880]  沒有其他人
[00:07:48.880 --> 00:07:49.880]  沒有其他的世國
[00:07:49.880 --> 00:07:52.240]  是夠膽在前面去挑戰你
[00:07:52.240 --> 00:07:55.080]  所以這個生育女神都是很重要的
[00:07:55.080 --> 00:07:57.800]  令到你人數多
[00:07:57.800 --> 00:08:00.000]  所以我們會看
[00:08:00.000 --> 00:08:01.880]  其他人他們要拜巴力
[00:08:01.880 --> 00:08:04.120]  其實不是很虛無縹緲地
[00:08:04.120 --> 00:08:07.720]  來拜一個很遙遠的偶像
[00:08:07.720 --> 00:08:09.360]  偶像是什麼呢
[00:08:09.360 --> 00:08:12.000]  是關係人的切身需要
[00:08:12.000 --> 00:08:15.320]  是可以提供人切身需要的供應
[00:08:15.320 --> 00:08:16.840]  是按照人的需要
[00:08:16.840 --> 00:08:18.800]  按照人的所想
[00:08:18.800 --> 00:08:21.960]  來滿足人這些切身需要的東西
[00:08:21.960 --> 00:08:24.560]  所以很自然會很受歡迎
[00:08:24.560 --> 00:08:26.280]  我們今天坐在這裏的弟兄姊妹
[00:08:26.280 --> 00:08:27.600]  可能對你來說
[00:08:27.600 --> 00:08:30.120]  你都不是初信主了
[00:08:30.120 --> 00:08:33.400]  初信主可能都會受其他試探
[00:08:33.400 --> 00:08:35.360]  隔壁鄰屬說六合彩
[00:08:35.360 --> 00:08:37.120]  今期很多
[00:08:37.120 --> 00:08:38.280]  即是頭獎
[00:08:38.280 --> 00:08:39.240]  會不會一起買
[00:08:39.240 --> 00:08:41.640]  可能會有少許試探
[00:08:41.640 --> 00:08:42.760]  信主內的話
[00:08:42.760 --> 00:08:45.160]  已經不會被這些牽引
[00:08:45.160 --> 00:08:47.120]  即是其他人看星座告訴你
[00:08:47.120 --> 00:08:48.400]  現在最近怎樣
[00:08:48.400 --> 00:08:50.480]  你都不會怎樣相信
[00:08:50.480 --> 00:08:52.000]  不過我們都要小心
[00:08:52.000 --> 00:08:54.200]  因為偶像這東西
[00:08:54.200 --> 00:08:56.120]  有時不是那麼具體
[00:08:56.120 --> 00:08:58.560]  既然他是會很切身
[00:08:58.560 --> 00:09:01.680]  可能有時偶像是會自己製造
[00:09:01.680 --> 00:09:04.080]  是你會自己製造一個偶像
[00:09:04.080 --> 00:09:05.680]  來跟隨
[00:09:05.680 --> 00:09:07.520]  以致我們不是跟隨上帝
[00:09:07.520 --> 00:09:09.360]  都不出奇
[00:09:09.360 --> 00:09:12.840]  我試過有一個經驗令我反省
[00:09:12.840 --> 00:09:15.120]  原來我是一個基督徒
[00:09:15.120 --> 00:09:17.880]  但我都會有自己製造的偶像
[00:09:17.880 --> 00:09:19.000]  是幾時之前呢
[00:09:19.000 --> 00:09:21.360]  大概是二十幾年前
[00:09:21.360 --> 00:09:23.200]  當時我是在中學教書
[00:09:23.200 --> 00:09:26.520]  結了婚一個年多左右
[00:09:26.520 --> 00:09:28.080]  我在教書的過程裏
[00:09:28.080 --> 00:09:30.040]  不斷跟學生接觸
[00:09:30.040 --> 00:09:33.960]  所想起的一句聖經就是
[00:09:33.960 --> 00:09:37.360]  「要修的莊稼多,作工的人少」
[00:09:37.360 --> 00:09:39.360]  「要修的莊稼多,作工的人少」
[00:09:39.360 --> 00:09:41.080]  這是福音書裏面所出現的經文
[00:09:41.080 --> 00:09:43.720]  是說外面很需要有人
[00:09:43.720 --> 00:09:44.840]  來聽到福音
[00:09:44.840 --> 00:09:46.440]  不過不是太多人去傳
[00:09:46.440 --> 00:09:50.840]  和太多人來引領他們歸向真神
[00:09:50.840 --> 00:09:52.120]  作為一個老師
[00:09:52.120 --> 00:09:54.840]  心裏面很多時都會想起這件事
[00:09:54.840 --> 00:09:59.240]  同學去開團契的時候會跟他們一起
[00:09:59.240 --> 00:10:01.240]  但我會見到一個處境就是
[00:10:01.240 --> 00:10:05.080]  在學校裏面教科學的同事可以很多
[00:10:05.080 --> 00:10:08.240]  但不是太多人可以帶領學生去團契
[00:10:08.240 --> 00:10:10.800]  不是太多人可以教到聖經
[00:10:10.800 --> 00:10:13.240]  可以跟別人講到福音
[00:10:13.240 --> 00:10:17.200]  我心裏面有一個很大的裝備的挑戰就是
[00:10:17.200 --> 00:10:21.800]  我願不願意去放下做老師的工作
[00:10:21.800 --> 00:10:23.280]  去讀神學呢
[00:10:23.280 --> 00:10:26.040]  我願不願意去了解現在教會的需要
[00:10:26.040 --> 00:10:28.400]  所以我去走這一步
[00:10:28.400 --> 00:10:30.240]  當時心裏面有一個很大的掙扎
[00:10:30.240 --> 00:10:33.320]  就是上帝的呼召我聽得很清楚
[00:10:33.320 --> 00:10:35.840]  但有另外一個掙扎的位置就是
[00:10:35.840 --> 00:10:38.680]  我結婚不過是一年多
[00:10:38.680 --> 00:10:41.960]  結婚這麼短時間就放下這份工作
[00:10:41.960 --> 00:10:43.000]  其實對人不好
[00:10:43.000 --> 00:10:45.320]  就是影響家庭收入
[00:10:45.320 --> 00:10:47.400]  另外的就是在一年多之前
[00:10:47.400 --> 00:10:50.400]  我才在教堂裏面跟我岳父握手
[00:10:50.400 --> 00:10:52.200]  我答應過我的岳父
[00:10:52.200 --> 00:10:54.360]  我會照顧你女兒的
[00:10:54.360 --> 00:10:57.480]  但是結婚一年多之後
[00:10:57.480 --> 00:10:58.680]  就馬上不做事了
[00:10:58.680 --> 00:10:59.640]  就跟他說
[00:10:59.640 --> 00:11:00.960]  我現在不上班了
[00:11:00.960 --> 00:11:02.560]  由你女兒養我
[00:11:02.560 --> 00:11:07.000]  這個處境我覺得很難去承擔
[00:11:07.000 --> 00:11:10.040]  我為自己做了一個責任感
[00:11:10.040 --> 00:11:12.000]  覺得如果要這樣做到
[00:11:12.000 --> 00:11:13.560]  才能對得起別人
[00:11:13.560 --> 00:11:14.880]  這樣做得不好
[00:11:14.880 --> 00:11:15.760]  會被人批評
[00:11:15.760 --> 00:11:18.760]  這樣沒有責任感不好
[00:11:18.760 --> 00:11:27.520]  有一個很大的自己所製造出來的要求和框架
[00:11:27.520 --> 00:11:30.760]  但有一次我看到一段經文
[00:11:30.760 --> 00:11:32.360]  耶穌在講的是
[00:11:32.360 --> 00:11:35.040]  一個人不能侍奉兩個主
[00:11:35.040 --> 00:11:39.080]  馬太福音第六章二十四節裏面所出現過
[00:11:39.080 --> 00:11:41.280]  一個人不能侍奉兩個主
[00:11:41.280 --> 00:11:42.640]  經文本身的上下文
[00:11:42.640 --> 00:11:44.600]  就是耶穌在講的是
[00:11:44.600 --> 00:11:46.920]  人你不可以侍奉神又侍奉馬門
[00:11:46.920 --> 00:11:48.560]  不可以侍奉財產
[00:11:48.560 --> 00:11:49.880]  又侍奉上帝
[00:11:49.880 --> 00:11:54.000]  即是兩種東西不可以這樣一腳踏兩船
[00:11:54.000 --> 00:11:56.360]  你要選擇清楚哪一個是主
[00:11:56.360 --> 00:12:00.160]  上下文是在講不要侍奉錢財
[00:12:00.160 --> 00:12:02.000]  但對我來說
[00:12:02.000 --> 00:12:05.120]  我的提醒就是我侍奉我心裏的一個框架
[00:12:05.120 --> 00:12:07.160]  一個要求一個責任
[00:12:07.160 --> 00:12:09.640]  希望我可以自己做到這個形象
[00:12:09.640 --> 00:12:12.480]  以致這一個責任強到
[00:12:12.480 --> 00:12:16.360]  我很清楚聽到上帝的吩咐
[00:12:16.360 --> 00:12:18.600]  他鼓勵我讀神學
[00:12:18.600 --> 00:12:21.440]  我都說要放下
[00:12:21.440 --> 00:12:25.200]  那麼這個偶像就取代了耶和華
[00:12:25.200 --> 00:12:26.600]  我追隨的
[00:12:26.600 --> 00:12:29.400]  是自己希望要達到的東西
[00:12:29.400 --> 00:12:34.560]  而不是提醒我提醒得很確切的耶和華上帝
[00:12:34.560 --> 00:12:37.160]  那時候我給這段經文有一個很大的提醒
[00:12:37.160 --> 00:12:38.480]  以致我知道
[00:12:38.480 --> 00:12:39.560]  是的
[00:12:39.560 --> 00:12:40.760]  我要選擇的是上帝
[00:12:40.760 --> 00:12:44.640]  既然我心裏面只不過不希望我外父
[00:12:44.640 --> 00:12:48.480]  對基督徒有反感或者有錯誤的看法
[00:12:48.480 --> 00:12:50.160]  我就努力解釋
[00:12:50.160 --> 00:12:52.240]  我就用其他方法去講清楚
[00:12:52.240 --> 00:12:53.520]  用不著這麼緊張
[00:12:53.520 --> 00:12:58.040]  以致取代上帝的吩咐
[00:12:58.040 --> 00:13:02.680]  所以被提醒之後我就悔改了
[00:13:02.680 --> 00:13:06.480]  在一晚吃飯的晚飯裏面就跟外父說
[00:13:06.480 --> 00:13:08.480]  接下來我想報讀神學
[00:13:08.480 --> 00:13:11.040]  會影響的就是家裏的經濟收入
[00:13:11.040 --> 00:13:13.160]  但我亦都準備了一些錢
[00:13:13.160 --> 00:13:15.040]  每個月都會有家用的
[00:13:15.040 --> 00:13:17.520]  問問外父怎麼看
[00:13:17.520 --> 00:13:19.280]  外父聽完之後
[00:13:19.280 --> 00:13:20.800]  他說讀神學
[00:13:20.800 --> 00:13:22.480]  好啊,就去讀吧
[00:13:22.480 --> 00:13:24.560]  我媽媽也是宣教士來的
[00:13:24.560 --> 00:13:25.640]  什麼?
[00:13:25.640 --> 00:13:27.880]  即是外父的媽媽原來是宣教士
[00:13:27.880 --> 00:13:29.080]  這個我完全不知道
[00:13:29.080 --> 00:13:30.760]  因為過身了很久
[00:13:30.760 --> 00:13:32.840]  接著外父就告訴我
[00:13:32.840 --> 00:13:38.560]  原來他媽媽是在澳洲來大陸做宣教工作的宣教士
[00:13:38.560 --> 00:13:40.320]  在大陸的南部
[00:13:40.320 --> 00:13:43.480]  在很多不同貧困的地方人們會傳福音
[00:13:43.480 --> 00:13:45.840]  來周祭很多窮人
[00:13:45.840 --> 00:13:47.480]  但因為之後戰亂
[00:13:47.480 --> 00:13:50.840]  第二次世界大戰有很多地方要到處逃難
[00:13:50.840 --> 00:13:54.360]  接著他媽媽也很早離世
[00:13:54.360 --> 00:14:01.160]  但外父小時候就目睹他媽媽如何不斷傳福音
[00:14:01.160 --> 00:14:04.400]  所以這個印象就放在他心裏面很強
[00:14:04.400 --> 00:14:05.640]  我外父雖然受了洗
[00:14:05.640 --> 00:14:06.960]  但因為戰亂的緣故
[00:14:06.960 --> 00:14:08.480]  沒有機會在教會聚會
[00:14:08.480 --> 00:14:10.600]  後來慢慢就離開信仰
[00:14:10.600 --> 00:14:12.480]  他聽到我這個決定
[00:14:12.480 --> 00:14:13.560]  他就很贊成
[00:14:13.560 --> 00:14:17.200]  他說「好啊,他媽媽以前也是這樣做」
[00:14:17.200 --> 00:14:19.040]  我會發覺
[00:14:19.040 --> 00:14:21.560]  其實我之前何必憂慮這麼多
[00:14:21.560 --> 00:14:23.120]  何必擔心這麼多
[00:14:23.120 --> 00:14:24.800]  去自己組織很多責任
[00:14:24.800 --> 00:14:27.520]  其實這些都是多餘的
[00:14:27.520 --> 00:14:30.320]  的確是偶像
[00:14:30.320 --> 00:14:33.360]  其實是沒有什麼力量的
[00:14:33.360 --> 00:14:36.960]  真正我要專心仰賴的是上帝
[00:14:36.960 --> 00:14:41.960]  上帝在我意識之前已經安排了其他人的見證
[00:14:41.960 --> 00:14:44.400]  可以為上帝說話
[00:14:44.400 --> 00:14:48.160]  以致我外父在裏面不會有這麼大的推卻
[00:14:48.160 --> 00:14:49.800]  我又何必擔心呢
[00:14:49.800 --> 00:14:53.120]  在這件事情上面我就很經歷到
[00:14:53.120 --> 00:14:56.800]  生命上體驗哪一個才是真神是很重要
[00:14:56.800 --> 00:15:00.040]  來時刻聽清楚祂的吩咐
[00:15:00.040 --> 00:15:02.080]  這就是我們追隨上帝
[00:15:02.080 --> 00:15:03.680]  以祂為獨一上帝
[00:15:03.680 --> 00:15:05.520]  效忠於祂的表現
[00:15:05.520 --> 00:15:07.240]  不單單是具體地
[00:15:07.240 --> 00:15:09.680]  我們家裡有沒有任何的神主牌
[00:15:09.680 --> 00:15:10.880]  或者任何的偶像
[00:15:10.880 --> 00:15:13.600]  有沒有裝箱這些動作
[00:15:13.600 --> 00:15:16.320]  而是你生命裏面有沒有一個
[00:15:16.320 --> 00:15:17.840]  你聽到祂的提醒
[00:15:17.840 --> 00:15:19.240]  你就會有回應
[00:15:19.240 --> 00:15:21.640]  你按照祂的提醒去回應的那個
[00:15:21.640 --> 00:15:26.600]  就是我們所尊崇效忠的對象
[00:15:26.600 --> 00:15:28.160]  這首詩的詩人
[00:15:28.160 --> 00:15:30.160]  第二點跟我們說的就是
[00:15:30.160 --> 00:15:32.520]  上主是我們的產業
[00:15:32.520 --> 00:15:34.480]  我們靠祂安穩
[00:15:34.480 --> 00:15:37.000]  對,沒錯,上主會賜我們產業
[00:15:37.000 --> 00:15:40.160]  但這首詩不單單看到上帝是賜產業的那個
[00:15:40.160 --> 00:15:44.160]  甚至是說上帝本身就是人的產業
[00:15:44.160 --> 00:15:47.160]  我們靠著祂可以得到安穩
[00:15:47.160 --> 00:15:49.800]  我想有三點跟大家留意這段經文
[00:15:49.800 --> 00:15:52.040]  第一點就是在第五六節
[00:15:52.040 --> 00:15:55.760]  祂特別有一些字眼很集中地去強調
[00:15:55.760 --> 00:16:00.840]  產業、我所得、繩、地界等等
[00:16:00.840 --> 00:16:05.160]  這些字眼是什麼情況下出現過呢?
[00:16:05.160 --> 00:16:08.360]  是以前在約書亞記的下半部分出現過
[00:16:08.360 --> 00:16:12.000]  當約書亞帶領以色列人攻佔了迦南地
[00:16:12.000 --> 00:16:13.560]  得到應許之地
[00:16:13.560 --> 00:16:16.280]  十二支派就要分地,住在不同的地方
[00:16:16.280 --> 00:16:19.240]  他們是透過祭籤的模式來得到
[00:16:19.240 --> 00:16:23.080]  不同支派就會有他們的地界來劃分
[00:16:23.080 --> 00:16:27.640]  是上帝在中間來掌管不同的支派住了多少地
[00:16:27.640 --> 00:16:30.000]  然後可以在裏面安居樂業
[00:16:30.000 --> 00:16:31.720]  是一個這樣的情況
[00:16:31.720 --> 00:16:34.040]  私人就用了這些字眼
[00:16:34.040 --> 00:16:36.520]  來放在他今天的生活裏面
[00:16:36.520 --> 00:16:39.160]  他在說我們的祖宗
[00:16:39.160 --> 00:16:43.080]  已經經歷過上帝安排產業的步驟
[00:16:43.080 --> 00:16:46.000]  而我今天同樣這樣去經驗到
[00:16:46.000 --> 00:16:49.960]  有上帝所賜給我的地界
[00:16:49.960 --> 00:16:51.640]  祂知道我需要多少
[00:16:51.640 --> 00:16:53.720]  祂知道我的份可以承受多少
[00:16:53.720 --> 00:16:55.560]  祂知道我的杯子有多大
[00:16:55.560 --> 00:16:57.720]  所以就給我這麼多的份量
[00:16:57.720 --> 00:17:00.720]  是一個上帝計算過數
[00:17:00.720 --> 00:17:03.320]  有計劃底下對我的安排
[00:17:03.320 --> 00:17:05.840]  這個是私人的認訊
[00:17:05.840 --> 00:17:06.600]  這是第一點
[00:17:06.600 --> 00:17:09.000]  他透過約書阿記
[00:17:09.000 --> 00:17:11.880]  分產業的字眼來想帶出
[00:17:11.880 --> 00:17:14.400]  第二就是在師哥的平衡體裏
[00:17:14.400 --> 00:17:16.880]  他希望強調上帝的重要性
[00:17:16.880 --> 00:17:18.840]  怎樣看到他強調上帝重要性呢?
[00:17:18.840 --> 00:17:20.080]  第五節
[00:17:20.080 --> 00:17:23.560]  原本就在說耶華你是我的產業
[00:17:23.560 --> 00:17:24.240]  是不是?
[00:17:24.240 --> 00:17:25.240]  耶華是我的產業
[00:17:25.240 --> 00:17:28.200]  我們會看到的先後次序是強調耶華
