
[00:00:00.000 --> 00:00:03.000]  我都有一次教會一位同工
[00:03:25.000 --> 00:03:28.000]  因為他父親是一個很嚴格的人
[00:03:28.000 --> 00:03:30.000]  不准他認識男朋友
[00:03:30.000 --> 00:03:33.000]  不准他讀書的時候去拍拖
[00:03:33.000 --> 00:03:36.000]  有一次他和一個男生聊電話
[00:03:36.000 --> 00:03:41.000]  他的父親生氣得剪斷了那條電話線
[00:03:41.000 --> 00:03:46.000]  於是這個牧師心裡真的很恨他的父親
[00:03:46.000 --> 00:03:50.000]  他的父親其實是教會的執事
[00:03:50.000 --> 00:03:53.000]  但他就覺得為什麼這個父親對我這麼嚴
[00:03:53.000 --> 00:03:55.000]  管得我這麼厲害
[00:03:55.000 --> 00:03:59.000]  所以他裡面起了很大的抗拒
[00:03:59.000 --> 00:04:02.000]  但很感謝神的恩典
[00:04:02.000 --> 00:04:06.000]  因著聖靈的教導,因著神的愛
[00:04:06.000 --> 00:04:09.000]  飄灌在他的心裡
[00:04:09.000 --> 00:04:14.000]  他就能夠饒恕接納他的父親
[00:04:14.000 --> 00:04:19.000]  當後來他的父親晚年患了不治之症
[00:04:19.000 --> 00:04:22.000]  他怎樣來服侍他和他和好
[00:04:22.000 --> 00:04:25.000]  希望得到父親的接納
[00:04:25.000 --> 00:04:29.000]  原來當他發覺他重新被父親接納的時候
[00:04:29.000 --> 00:04:33.000]  那份愛令到他很感動很感動
[00:04:33.000 --> 00:04:38.000]  因此他經常都很喜歡講這個見證
[00:04:38.000 --> 00:04:40.000]  所以我見到這位牧師
[00:04:40.000 --> 00:04:43.000]  他在侍奉裡面充滿能力
[00:04:43.000 --> 00:04:47.000]  他每一次分享他這些經歷的時候
[00:04:47.000 --> 00:04:50.000]  讓全場的會眾都很受感動
[00:04:50.000 --> 00:04:52.000]  因為是很真
[00:04:52.000 --> 00:04:55.000]  各位,原來今天在我們的生命裡面
[00:04:55.000 --> 00:04:59.000]  我們都有很多很特別的經歷
[00:04:59.000 --> 00:05:01.000]  當你在這些經歷裡面
[00:05:01.000 --> 00:05:03.000]  你有體會的時候
[00:05:03.000 --> 00:05:07.000]  你就知道神的愛有多大
[00:05:07.000 --> 00:05:12.000]  神的愛可以融化一切的不協調
[00:05:12.000 --> 00:05:14.000]  因為在神的愛裡面
[00:05:14.000 --> 00:05:18.000]  是能夠將那些怨恨
[00:05:18.000 --> 00:05:25.000]  將那些苦毒將那些仇恨全部抹去
[00:05:25.000 --> 00:05:29.000]  在愛裡面是沒有懼怕的
[00:05:29.000 --> 00:05:34.000]  今天我們很多時候活在被仇敵控訴當中
[00:05:34.000 --> 00:05:36.000]  你看你多不濟
[00:05:36.000 --> 00:05:39.000]  你和你家人的關係不好
[00:05:39.000 --> 00:05:41.000]  你和某某人的關係不好
[00:05:41.000 --> 00:05:45.000]  原來仇敵就最喜歡控訴我們
[00:05:45.000 --> 00:05:48.000]  叫我們給這些好像一根刺
[00:05:48.000 --> 00:05:50.000]  刺在我們身上
[00:05:50.000 --> 00:05:52.000]  叫我們覺得不舒服
[00:05:52.000 --> 00:05:57.000]  但原來神可以將這些刺全部拔走
[00:05:57.000 --> 00:05:59.000]  因為在愛裡面
[00:05:59.000 --> 00:06:01.000]  我們就能夠接納
[00:06:01.000 --> 00:06:03.000]  在愛裡面我們就能夠饒恕
[00:06:03.000 --> 00:06:07.000]  不單止我們要饒恕那些得罪我們的人
[00:06:07.000 --> 00:06:12.000]  甚至有很多時候我們都要饒恕自己
[00:06:12.000 --> 00:06:15.000]  原來我們有時候都會覺得
[00:06:15.000 --> 00:06:18.000]  神你有沒有搞錯
[00:06:18.000 --> 00:06:22.000]  神為什麼你將一個這樣的人放在我的身邊
[00:06:22.000 --> 00:06:26.000]  神為什麼你令到我們兩個之間的關係不和諧
[00:06:26.000 --> 00:06:29.000]  有時候我們甚至會埋怨神
[00:06:29.000 --> 00:06:32.000]  甚至有時候我們又覺得自己很差
[00:06:32.000 --> 00:06:34.000]  自己很軟弱
[00:06:34.000 --> 00:06:37.000]  為什麼我會陷在一個這樣的軟弱裡面
[00:06:37.000 --> 00:06:41.000]  我們連自己都不能夠饒恕
[00:06:41.000 --> 00:06:43.000]  在聖經裡面告訴我們
[00:06:43.000 --> 00:06:48.000]  我們很需要藉著耶穌基督的愛
[00:06:48.000 --> 00:06:50.000]  我們就能夠經歷
[00:06:50.000 --> 00:06:54.000]  我們已經蒙神的要恕
[00:06:54.000 --> 00:06:56.000]  聖經很清楚說
[00:06:56.000 --> 00:07:02.000]  神將我們的罪拋在深海裡面
[00:07:02.000 --> 00:07:04.000]  祂不再紀念
[00:07:04.000 --> 00:07:07.000]  有人說神將我們的罪拋在深海裡面
[00:07:07.000 --> 00:07:11.000]  要祂動牌不准釣魚
[00:07:11.000 --> 00:07:14.000]  不然很多時候我們又將那些罪拋出來
[00:07:14.000 --> 00:07:18.000]  又在想我又怎樣得罪誰
[00:07:18.000 --> 00:07:20.000]  我又怎樣得罪了神
[00:07:20.000 --> 00:07:25.000]  原來神要完全赦免我們一切的過犯
[00:07:25.000 --> 00:07:27.000]  我們的罪惡牽油
[00:07:27.000 --> 00:07:30.000]  全部神都赦免
[00:07:30.000 --> 00:07:35.000]  在約翰一書一章九至十節是那裡說
[00:07:35.000 --> 00:07:41.000]  人若說自己在光明中卻恨他的弟兄
[00:07:41.000 --> 00:07:46.000]  他就如今仍然在黑暗裡面
[00:07:46.000 --> 00:07:50.000]  他們仍然在黑暗裡面
[00:07:50.000 --> 00:07:55.000]  所以我們必須要學習要恕我們的弟兄姊妹
[00:07:55.000 --> 00:08:01.000]  要恕我們的家人和我們家人之間的關係
[00:08:01.000 --> 00:08:05.000]  所以我們很需要有這樣的經歷
[00:08:05.000 --> 00:08:07.000]  經歷神的愛
[00:08:07.000 --> 00:08:10.000]  能夠填補一切
[00:08:10.000 --> 00:08:15.000]  將一切隔斷的牆全部都拆除
[00:08:15.000 --> 00:08:18.000]  原來當我們能夠和好的時候
[00:08:18.000 --> 00:08:21.000]  那個喜悅是很大的
[00:08:21.000 --> 00:08:24.000]  我都試過有一次和一位弟兄
[00:08:24.000 --> 00:08:28.000]  原來這位弟兄和我之間有些嫌棄
[00:08:28.000 --> 00:08:31.000]  那天不知道為什麼他就說 牧師我請你吃午餐
[00:08:31.000 --> 00:08:33.000]  我就去和他吃午餐
[00:08:33.000 --> 00:08:35.000]  原來在吃午餐的裡面
[00:08:35.000 --> 00:08:38.000]  他就將他的心事和我分享
[00:08:38.000 --> 00:08:40.000]  我真的坐在這裡
[00:08:40.000 --> 00:08:42.000]  我很感動
[00:08:42.000 --> 00:08:44.000]  於是我握住他的手
[00:08:44.000 --> 00:08:47.000]  我們在飯桌裡就一起祈禱
[00:08:47.000 --> 00:08:52.000]  這位弟兄就是因為神的愛好充滿他
[00:08:52.000 --> 00:08:54.000]  所以他來到我的面前
[00:08:54.000 --> 00:08:58.000]  尋求彼此的重新接納
[00:08:58.000 --> 00:09:00.000]  彼此的寬恕
[00:09:00.000 --> 00:09:02.000]  那份的釋放
[00:09:02.000 --> 00:09:03.000]  那份的喜樂
[00:09:03.000 --> 00:09:07.000]  真的帶給我心靈裡面一個很大的振奮
[00:09:07.000 --> 00:09:09.000]  一個很寶貴的經歷
[00:09:09.000 --> 00:09:12.000]  所以各位親愛的弟兄姊妹
[00:09:12.000 --> 00:09:17.000]  我很誠懇希望你學會這個饒恕的功課
[00:09:17.000 --> 00:09:21.000]  因為我們的天父怎樣饒恕了我們
[00:09:21.000 --> 00:09:26.000]  我們也要饒恕那些得罪我們的人
[00:09:26.000 --> 00:09:28.000]  求主加添你力量
[00:09:28.000 --> 00:09:31.000]  求聖靈祝福你 與你同行
[00:09:31.000 --> 00:09:36.000]  以致你能夠去饒恕那些得罪你的人
[00:09:36.000 --> 00:09:39.000]  願天父祝福你 使用你
