
[00:00:00.000 --> 00:00:03.200]  我在此恭祝大家新年蒙恩
[00:02:34.940 --> 00:02:38.420]  全部都曾經落實過
[00:02:38.420 --> 00:02:40.220]  是的
[00:02:40.220 --> 00:02:43.440]  世事就是這麼奇妙
[00:02:43.440 --> 00:02:46.400]  關係可以在頃刻之間
[00:02:46.400 --> 00:02:51.060]  就是這樣彼此信任能夠建立起來
[00:02:51.060 --> 00:02:52.960]  但是與此同時
[00:02:52.960 --> 00:02:55.660]  又是這麼脆弱的
[00:02:55.660 --> 00:02:59.020]  在一陣子當中
[00:02:59.020 --> 00:03:05.060]  就能夠變成劍拔弩張、緊張辱烈
[00:03:05.060 --> 00:03:08.540]  世事就是這麼荒謬
[00:03:08.540 --> 00:03:12.420]  就是這麼難揣摩
[00:03:12.420 --> 00:03:13.920]  今天來傳道
[00:03:13.920 --> 00:03:19.220]  你還跟我們說要尋找真正的滿足
[00:03:19.220 --> 00:03:22.220]  我們連生活都掌控不了
[00:03:22.220 --> 00:03:25.960]  怎麼講滿足?
[00:03:25.960 --> 00:03:30.000]  這個話題真是又大又難
[00:03:30.000 --> 00:03:34.340]  但今天我們在這個年初三日子中
[00:03:34.340 --> 00:03:36.740]  我們真的要花點時間
[00:03:36.740 --> 00:03:42.100]  在上帝的面前好好思考
[00:03:42.100 --> 00:03:46.080]  大家也知道我們這一段時間
[00:03:46.080 --> 00:03:51.200]  不僅會跟大家思考傳道書
[00:03:51.200 --> 00:03:55.400]  其實我們也有一份靈修習技
[00:03:55.400 --> 00:04:00.800]  配合到每一天我們屬靈的反思
[00:04:00.800 --> 00:04:03.620]  我不知道你有沒有使用
[00:04:03.620 --> 00:04:09.360]  我很想推介大家使用這個靈修習技
[00:04:09.360 --> 00:04:11.340]  不僅如此
[00:04:11.340 --> 00:04:13.800]  其實當我和一班同工
[00:04:13.800 --> 00:04:18.740]  一直留意當中我們準備出版的時候
[00:04:18.740 --> 00:04:20.200]  這次我很開心
[00:04:20.200 --> 00:04:23.780]  我們請到一位義工的姊妹
[00:04:23.780 --> 00:04:27.140]  幫我們做平面的創作
[00:04:27.140 --> 00:04:31.960]  我看見她回來創作的時候
[00:04:31.960 --> 00:04:34.100]  我心裏就覺得
[00:04:34.100 --> 00:04:35.900]  真的相當好
[00:04:35.900 --> 00:04:38.520]  做設計的義工
[00:04:38.520 --> 00:04:44.920]  真的好好地思考傳道書的內容
[00:04:44.920 --> 00:04:49.380]  大家上星期應該也有聽過《光目師正道》
[00:04:49.380 --> 00:04:51.060]  他有告訴我們
[00:04:51.060 --> 00:04:56.020]  傳道書一個核心的訊息就是虛空
[00:04:56.020 --> 00:04:59.000]  虛空其實原文的意思
[00:04:59.000 --> 00:05:01.940]  有一些精氣
[00:05:01.940 --> 00:05:04.240]  一些煙霧
[00:05:04.240 --> 00:05:06.820]  這種演繹
[00:05:06.820 --> 00:05:08.400]  彷彿告訴我們
[00:05:08.400 --> 00:05:10.060]  在人世間裏面
[00:05:10.060 --> 00:05:13.700]  沒錯 我們是看見那一流的輕煙
[00:05:13.700 --> 00:05:15.640]  甚至我們覺得很欣賞
[00:05:15.640 --> 00:05:18.720]  我們用手想去觸摸的時候
[00:05:18.720 --> 00:05:20.280]  我們就發覺
[00:05:20.280 --> 00:05:23.120]  它很飄渺
[00:05:23.120 --> 00:05:28.180]  已經失去了本來我們覺得美好的形象
[00:05:28.180 --> 00:05:31.280]  虛空豈不是這個意思
[00:05:31.280 --> 00:05:34.180]  而幫我們做創作的姊妹
[00:05:34.180 --> 00:05:40.020]  也演繹了這些線條好像很有格律
[00:05:40.020 --> 00:05:42.880]  但它又是何其的匪測
[00:05:42.880 --> 00:05:45.660]  是縱橫交錯地
[00:05:45.660 --> 00:05:49.140]  去表達了這個飄渺
[00:05:49.140 --> 00:05:52.820]  荒謬的虛空這個主題
[00:05:52.820 --> 00:05:57.680]  我盼望我們大家一起去研讀神的話的時候
[00:05:57.680 --> 00:06:00.440]  我們也可以放眼四周
[00:06:00.440 --> 00:06:08.180]  一起去消化去享受這段與上主親近的時間
[00:06:08.180 --> 00:06:11.560]  好了 我們就繼續講一下今天這個主題
[00:06:11.560 --> 00:06:15.860]  怎樣可以尋找這個生命裏面的滿足
[00:06:15.860 --> 00:06:20.480]  我們先來看一看今天核心的經文
[00:06:20.480 --> 00:06:22.700]  剛才主席也跟我們講到
[00:06:22.700 --> 00:06:25.200]  讀了二章裏面的一些部分
[00:06:25.200 --> 00:06:29.680]  其實今天我們要看的篇章是比較豐富的
[00:06:29.680 --> 00:06:33.520]  由一章的十二節到二章結束
[00:06:33.520 --> 00:06:36.660]  當然我會為大家選讀一些內容
[00:06:36.660 --> 00:06:38.520]  但如果大家方便的話
[00:06:38.520 --> 00:06:41.240]  可以打開手上的聖經
[00:06:41.240 --> 00:06:44.940]  一起去思考 一起去研讀
[00:06:44.940 --> 00:06:49.600]  就讓我讀出十二到十八節的一些選讀
[00:06:49.600 --> 00:06:53.020]  我傳道者在耶路撒冷作過以色列的王
[00:06:53.020 --> 00:06:56.620]  我專心用智慧去尋求
[00:06:56.620 --> 00:07:00.340]  查究天下所做的一切事
[00:07:00.340 --> 00:07:05.380]  乃至神叫世人所經練的節極重的勞苦
[00:07:05.380 --> 00:07:08.420]  我見日光之下所做的一切事
[00:07:08.420 --> 00:07:11.660]  都是虛空 都是暴風
[00:07:11.660 --> 00:07:16.020]  因為多有智慧就多有愁煩
[00:07:16.020 --> 00:07:21.220]  加增知識的就加增憂傷
[00:07:21.220 --> 00:07:29.420]  和合本第十三節裏面形容了傳道者對於智慧是怎樣做的
[00:07:29.420 --> 00:07:34.260]  他用了尋求、查究這些相仿的用語
[00:07:34.260 --> 00:07:41.000]  尋求有問人、問神這種方向
[00:07:41.000 --> 00:07:46.420]  也同時查究有一個查案、調查事件
[00:07:46.420 --> 00:07:50.620]  了解真實事項的一種態度
[00:07:50.620 --> 00:07:53.340]  換句話說,聖經想我們明白到
[00:07:53.340 --> 00:07:57.020]  世人所經練的極其勞苦
[00:07:57.020 --> 00:08:03.360]  其實就是告訴我們人所經驗到是相當之辛勞的
[00:08:03.360 --> 00:08:05.300]  是很苦楚的
[00:08:05.300 --> 00:08:10.080]  活在這個世界上真的有一種作嘔的感覺
[00:08:10.080 --> 00:08:13.800]  加上第十四節作者又怎樣再說呢?
[00:08:13.800 --> 00:08:15.960]  這個傳道者就告訴我們
[00:08:15.960 --> 00:08:20.460]  縱使像我這樣有智慧的人
[00:08:20.460 --> 00:08:25.940]  其實用這麼花心思去研究也好
[00:08:25.940 --> 00:08:29.640]  最終我還是掌握不到這個世事的
[00:08:29.640 --> 00:08:35.380]  給我的感覺都是非常之痛苦的
[00:08:35.380 --> 00:08:37.140]  可能你也會這樣說
[00:08:37.140 --> 00:08:43.420]  「阿仲遠,今天雖然是赤口,但你也不要要我這樣捱下去」
[00:08:43.420 --> 00:08:46.160]  「你放負放得很緊要」
[00:08:46.160 --> 00:08:49.860]  「新星頭積極點好嗎?看著年初七」
[00:08:49.860 --> 00:08:56.100]  「大家都有得放寬,開心一下也好」
[00:08:56.100 --> 00:09:04.860]  但傳道者其實是很想我們用一個很嚴肅的角度
[00:09:04.860 --> 00:09:09.180]  迫使我們去思考生命
[00:09:09.180 --> 00:09:12.460]  換一個角度使我們明白到
[00:09:12.460 --> 00:09:21.160]  其實我們好像人生裡面每一個的追求都是很想掌控未來
[00:09:21.160 --> 00:09:25.720]  能夠明白到世情的變化
[00:09:25.720 --> 00:09:31.620]  但作者就讓我們很能夠停下來
[00:09:31.620 --> 00:09:37.540]  想一想,其實智慧能不能夠幫助到我們掌控未來
[00:09:37.540 --> 00:09:41.340]  能不能夠帶給我們滿足
[00:09:41.340 --> 00:09:44.920]  能不能夠帶給我們幸福
[00:09:44.920 --> 00:09:47.280]  其實在過去這一年裡面
[00:09:47.280 --> 00:09:51.980]  可能我們每一個人都經歷過這類型的故事
[00:09:51.980 --> 00:09:53.600]  例如會這樣想
[00:09:53.600 --> 00:10:00.220]  「我這麼聰明,我又這麼勤力,沒理由解僱我而不解僱他」
[00:10:00.220 --> 00:10:01.980]  不過就是這麼奇怪
[00:10:01.980 --> 00:10:05.100]  你又這麼勤力,你又這麼聰明
[00:10:05.100 --> 00:10:09.100]  但最終可能就是你沒得做了
[00:10:09.100 --> 00:10:11.100]  又或者你會這樣想
[00:10:11.100 --> 00:10:14.980]  「別管那麼多,其實我這個人做足功課的」
[00:10:14.980 --> 00:10:19.140]  「馬雲啊,馬雲很厲害的」
[00:10:19.140 --> 00:10:23.240]  「你知不知道,他這隻螞蟻一上」
[00:10:23.240 --> 00:10:27.360]  「我買多少就一定激讚啊」
[00:10:27.360 --> 00:10:28.600]  是不是?
[00:10:28.600 --> 00:10:30.600]  不過就是這麼奇怪
[00:10:30.600 --> 00:10:32.940]  他最終連屎都上不了
[00:10:32.940 --> 00:10:35.440]  所以就是沒得賺
[00:10:35.440 --> 00:10:40.920]  世事就是這麼難掌握的
[00:10:40.920 --> 00:10:44.780]  傳道者想我們想一想
[00:10:44.780 --> 00:10:48.760]  智慧啊、醒目啊、努力啊
[00:10:48.760 --> 00:10:52.480]  能不能夠帶給我們事事順心呢?
[00:10:52.480 --> 00:10:57.180]  能不能夠在當中找到滿足呢?
[00:10:57.180 --> 00:10:59.800]  能不能夠由頭威到落尾
[00:10:59.800 --> 00:11:02.880]  能夠掌握未來呢?
[00:11:02.880 --> 00:11:08.300]  傳道者很想我們思考這個現象
[00:11:08.300 --> 00:11:12.340]  好啊,我們繼續看第二章的發展
[00:11:12.340 --> 00:11:14.600]  這位傳道者又繼續這麼說
[00:11:14.600 --> 00:11:19.100]  他說:「我心說,內霸我以喜樂試試你」
[00:11:19.100 --> 00:11:23.500]  「我很享福,誰知也是虛空」
[00:11:23.500 --> 00:11:29.800]  「我只嬉笑說,這是狂妄,論喜樂說有何功效」
[00:11:29.800 --> 00:11:35.740]  「我心裡查究,如何用酒使我欲體舒暢」
[00:11:35.740 --> 00:11:39.620]  「後來我察看我手所經營的一切事」
[00:11:39.620 --> 00:11:44.280]  「和我勞碌所成的功,誰知都是暴風」
[00:11:44.280 --> 00:11:48.560]  「都是虛空,都是暴風」
[00:11:48.560 --> 00:11:53.640]  「在日光之下,毫無益處」
[00:11:53.640 --> 00:11:58.520]  這種這麼凝重的心情
[00:11:58.520 --> 00:12:02.440]  在第二章繼續展示
[00:12:02.440 --> 00:12:05.380]  他有一種挑釁我們的口吻
[00:12:05.380 --> 00:12:11.260]  「既然智慧是沒用的,我們大家一起去享樂」
[00:12:11.260 --> 00:12:16.420]  「靠著揮金如土,大興土木,自我吹噓一番」
[00:12:16.420 --> 00:12:20.180]  「可不可以得到滿足啊」
[00:12:20.180 --> 00:12:23.260]  頭兩章一至十一節
[00:12:23.260 --> 00:12:25.540]  我想你有一個幻想
[00:12:25.540 --> 00:12:28.580]  這些其實大家都經歷過
[00:12:28.580 --> 00:12:32.660]  幻想是在一個很大的宴會當中
[00:12:32.660 --> 00:12:34.940]  有一個請吃飯的人
[00:12:34.940 --> 00:12:39.260]  主人,可能是一個帝王
[00:12:39.260 --> 00:12:41.700]  他喝了兩杯
[00:12:41.700 --> 00:12:43.900]  喝了兩杯之後說一下
[00:12:43.900 --> 00:12:48.940]  「嘩,你看看我的事業,你看看我的成就」
[00:12:48.940 --> 00:12:52.380]  「做了多少輝煌的事」
[00:12:52.380 --> 00:12:57.180]  「大家都應該覺得我很威風,很有成就」
[00:12:57.180 --> 00:13:02.620]  既然這班賓客被請吃飯,又喝了兩杯
[00:13:02.620 --> 00:13:05.660]  何不做成人之美呢
[00:13:05.660 --> 00:13:09.100]  也有一番回應,歌功頌德
[00:13:09.100 --> 00:13:15.580]  如何讚賞這位主人,多麼偉大
[00:13:15.580 --> 00:13:19.340]  當宴會結束之後
[00:13:19.340 --> 00:13:22.060]  清醒一點的時候
[00:13:22.060 --> 00:13:25.100]  這位主人你猜他會想什麼呢
[00:13:25.100 --> 00:13:28.140]  傳道者有一種榮譚
[00:13:28.140 --> 00:13:33.740]  當他去看回他手上所經營的一切事情
[00:13:33.740 --> 00:13:36.460]  其實是一回什麼事
[00:13:36.460 --> 00:13:38.940]  用貼地一點的角度去說的話
[00:13:38.940 --> 00:13:41.180]  就是沒料到
[00:13:41.180 --> 00:13:44.540]  就是瑣瑣碎碎
[00:13:44.540 --> 00:13:47.340]  不值一顧
[00:13:47.340 --> 00:13:50.380]  首先一開始的時候跟大家說到
[00:13:50.380 --> 00:13:52.700]  在1868年的時候
[00:13:52.700 --> 00:13:58.300]  中國和美國簽署了《普安神條約》
[00:13:58.300 --> 00:14:01.260]  就在1872年的時候
[00:14:01.260 --> 00:14:07.740]  中國先後支持了120個小朋友
[00:14:07.740 --> 00:14:11.180]  去到美國讀書
[00:14:11.180 --> 00:14:17.500]  其中一位少年人叫做詹天佑
[00:14:17.500 --> 00:14:21.980]  詹天佑後來成為中國鐵路之父
[00:14:21.980 --> 00:14:26.460]  他的功績就被滿清政府
[00:14:26.460 --> 00:14:28.060]  國民政府
[00:14:28.060 --> 00:14:33.340]  和現在的中華人民共和國都這麼肯定
[00:14:33.340 --> 00:14:35.820]  在他臨死之前的時間
[00:14:35.820 --> 00:14:38.780]  他有一封公開遺書
[00:14:38.780 --> 00:14:41.260]  我想跟大家一起思考一下
[00:14:41.260 --> 00:14:43.740]  他裡面的內容
[00:14:43.740 --> 00:14:46.060]  主要他有三點
[00:14:46.060 --> 00:14:48.540]  跟當時的人去說
[00:14:48.540 --> 00:14:52.540]  第一,他就說我鼓勵推動工程師學會
[00:14:52.540 --> 00:14:55.580]  振興國家和人民的活動
[00:14:55.580 --> 00:14:56.860]  這是第一點
[00:14:56.860 --> 00:15:00.220]  第二點,他就說要精心挑選人才
[00:15:00.220 --> 00:15:02.860]  管理俄羅斯的道路
[00:15:02.860 --> 00:15:06.220]  以及促進國家的光明
[00:15:06.220 --> 00:15:07.820]  第三點
[00:15:07.820 --> 00:15:10.540]  就是叫那些人要怎麼做呢
[00:15:10.540 --> 00:15:14.460]  就是要好好規劃我們的錢財
[00:15:14.460 --> 00:15:15.820]  做好我們的工作
[00:15:15.820 --> 00:15:22.060]  要腳踏實地建設好整個漢越村鐵路
[00:15:22.060 --> 00:15:23.740]  可能你都會跟我說
[00:15:23.740 --> 00:15:24.700]  喂,仲遠
[00:15:24.700 --> 00:15:30.380]  這些這樣的遺願好像細微細眼一點
[00:15:30.380 --> 00:15:32.940]  起碼都要好像國父那樣
[00:15:32.940 --> 00:15:34.940]  就是說革命尚未成功
[00:15:34.940 --> 00:15:36.300]  同志仍需努力
[00:15:36.300 --> 00:15:38.620]  那些才值得思考
[00:15:38.620 --> 00:15:40.300]  這些這麼小的東西
[00:15:40.300 --> 00:15:42.380]  年代過去了
[00:15:42.380 --> 00:15:45.340]  就完全不同了
[00:15:45.340 --> 00:15:47.500]  我們儘管繼續看下去
[00:15:47.500 --> 00:15:51.420]  他怎麼補充他這三點
[00:15:51.420 --> 00:15:53.660]  原來他接著就這麼說
[00:15:53.660 --> 00:15:56.860]  他說上述的三件事
[00:15:56.860 --> 00:15:59.180]  是上帝祝福的血液
[00:15:59.180 --> 00:16:02.300]  如果被國家採納的話
[00:16:02.300 --> 00:16:05.340]  上帝的祝福將是死亡的一年
[00:16:05.340 --> 00:16:08.220]  和生命的一年
[00:16:08.220 --> 00:16:12.860]  當時詹天佑死的時候
[00:16:12.860 --> 00:16:16.460]  他約莫是58、59歲左右
[00:16:16.460 --> 00:16:18.460]  作為一位工程師
[00:16:18.460 --> 00:16:21.820]  這是黃金的歲月
[00:16:21.820 --> 00:16:23.740]  其實他臨死的時候
[00:16:23.740 --> 00:16:26.380]  大可以寫些什麼呢
[00:16:26.380 --> 00:16:27.900]  都可以寫下他
[00:16:27.900 --> 00:16:31.020]  怎麼在俄羅斯
[00:16:31.020 --> 00:16:35.740]  在日本、英國人的威逼嘲笑底下
[00:16:35.740 --> 00:16:39.340]  他帶領著華人的建築團隊
[00:16:39.340 --> 00:16:43.500]  在驚人的速度底下建成了京張鐵路
[00:16:43.500 --> 00:16:45.660]  讓到舉世知名
[00:16:45.660 --> 00:16:47.980]  又或者他都可以說一下
[00:16:47.980 --> 00:16:51.420]  他怎麼在默默支持
[00:16:51.420 --> 00:16:55.660]  在巴黎和會當中作出極大的貢獻
[00:16:55.660 --> 00:16:58.380]  其實他都可以說這些的
[00:16:58.380 --> 00:17:02.780]  但是他偏偏說的話
[00:17:02.780 --> 00:17:05.020]  就不是歌功頌德
[00:17:05.020 --> 00:17:08.540]  怎麼數算自己的大力大能
[00:17:08.540 --> 00:17:11.100]  而是他只是很單純的
[00:17:11.100 --> 00:17:16.140]  表達了他最關心、最愛的國家
[00:17:16.140 --> 00:17:18.380]  擺在眼前的福祉
[00:17:18.380 --> 00:17:22.620]  他盼望天父的祝福
[00:17:22.620 --> 00:17:25.980]  將來中國會有好日子過
[00:17:25.980 --> 00:17:28.940]  他確實的生活態度
[00:17:28.940 --> 00:17:31.500]  踏實的工作表現
[00:17:31.500 --> 00:17:38.540]  令到中國三代的政府都讚許他
[00:17:38.540 --> 00:17:40.780]  我們繼續看下去
[00:17:40.780 --> 00:17:43.900]  第二章的發展是怎樣
[00:17:43.900 --> 00:17:46.700]  如果傳道者心裏覺得
[00:17:46.700 --> 00:17:48.060]  智慧搞不定
[00:17:48.060 --> 00:17:49.740]  享樂又搞不定
[00:17:49.740 --> 00:17:52.540]  接著他會想些什麼呢
[00:17:52.540 --> 00:17:55.420]  接下來的發展就是這樣
[00:17:55.420 --> 00:17:59.500]  我又想跟大家一起看看這段經文
[00:17:59.500 --> 00:18:02.540]  我便看出智慧勝過愚昧
[00:18:02.540 --> 00:18:04.860]  愚痛光明勝過黑暗
[00:18:04.860 --> 00:18:06.460]  我就心裏說
[00:18:06.460 --> 00:18:10.060]  愚昧的人所遇見的我也遇見
[00:18:10.060 --> 00:18:12.860]  我為何更有智慧呢
[00:18:12.860 --> 00:18:14.380]  我心裏說
[00:18:14.380 --> 00:18:16.220]  這也是虛空
[00:18:16.220 --> 00:18:20.460]  可嘆智慧人死亡與愚昧人無異
[00:18:20.460 --> 00:18:22.220]  我所以恨惡生命
[00:18:22.220 --> 00:18:25.580]  因為在日光之下所行的事
[00:18:25.580 --> 00:18:27.180]  我都以為煩惱
[00:18:27.180 --> 00:18:31.820]  到時虛空到時暴風
[00:18:31.820 --> 00:18:35.420]  人生的滿足感其實是很重要的
[00:18:35.420 --> 00:18:37.500]  人得到肯定
[00:18:37.500 --> 00:18:39.340]  得到被尊重
[00:18:39.340 --> 00:18:41.740]  這種體會是很重要的
[00:18:41.740 --> 00:18:45.100]  不過傳道者再盡心告訴我們
[00:18:45.100 --> 00:18:51.340]  其實追求金錢、公職、智慧
[00:18:51.340 --> 00:18:53.900]  都沒有意思
[00:18:53.900 --> 00:18:59.900]  因為它導出了人背後的一種慾念
[00:18:59.900 --> 00:19:04.620]  這種慾念就是想透過金錢、公職、智慧
[00:19:04.620 --> 00:19:07.580]  去掌控自己的未來
[00:19:07.580 --> 00:19:10.220]  其實都是暴風逐影
[00:19:10.220 --> 00:19:13.660]  我們都沒有辦法只可以做得到
[00:19:13.660 --> 00:19:19.100]  更加一件令到傳道者覺得難堪的事就是
[00:19:19.100 --> 00:19:23.820]  可嘆其實智慧人與愚昧人一樣
[00:19:23.820 --> 00:19:28.940]  生命都會結束
[00:19:28.940 --> 00:19:31.260]  都是面對死亡的時候
[00:19:31.260 --> 00:19:33.020]  都是這麼公平的
[00:19:33.020 --> 00:19:37.180]  我們沒有一個人可以阻撓到自己
[00:19:37.180 --> 00:19:39.660]  何時生何時死
[00:19:39.660 --> 00:19:44.060]  或者甚至如何死
[00:19:44.060 --> 00:19:47.020]  接下來傳道者又這樣說
[00:19:47.020 --> 00:19:51.580]  「神喜悅誰就給誰智慧
[00:19:51.580 --> 00:19:55.980]  知識和喜樂,惟有罪人神使他勞苦
[00:19:55.980 --> 00:20:00.940]  叫他所收罪的,所堆積的
[00:20:00.940 --> 00:20:03.020]  歸給神所喜悅的人
[00:20:03.020 --> 00:20:06.380]  這也是虛空,也是暴風。」
[00:20:06.380 --> 00:20:09.020]  其實當我們看到二章二十六節的時候
[00:20:09.020 --> 00:20:10.620]  真的挺難解釋的
[00:20:10.620 --> 00:20:13.260]  這段經文如果我們就這樣看的話
[00:20:13.260 --> 00:20:17.180]  我們就以為真的有趣
[00:20:17.180 --> 00:20:20.060]  那些神喜悅的人
[00:20:20.060 --> 00:20:23.740]  能夠好好的侍奉主的話
[00:20:23.740 --> 00:20:26.780]  得到神的喜悅又有什麼問題
[00:20:26.780 --> 00:20:29.660]  那些犯罪得罪神的人
[00:20:29.660 --> 00:20:32.860]  得到懲罰也是正常不過的
[00:20:32.860 --> 00:20:35.500]  為什麼會去到二十六節說
[00:20:35.500 --> 00:20:39.820]  這樣也是暴風,這樣也是虛空
[00:20:39.820 --> 00:20:42.300]  其實你會發現
[00:20:42.300 --> 00:20:44.940]  二章十二節打後
[00:20:44.940 --> 00:20:47.900]  傳道者要表達一個訊息
[00:20:47.900 --> 00:20:50.220]  那種偽善的訊息
[00:20:50.220 --> 00:20:52.140]  因為有些人以為
[00:20:52.140 --> 00:20:55.900]  我做好我自己的本分
[00:20:55.900 --> 00:21:00.380]  我順從上帝的教導的話
[00:21:00.380 --> 00:21:03.260]  其實神就會祝福我
[00:21:03.260 --> 00:21:08.300]  我又會看到那些壞人會有壞的結果
[00:21:08.300 --> 00:21:11.740]  我是一個好人,我敬畏神
[00:21:11.740 --> 00:21:14.540]  神就會祝福我
[00:21:14.540 --> 00:21:16.780]  換句話說
[00:21:16.780 --> 00:21:21.740]  如果我們很膚淺地
[00:21:21.740 --> 00:21:22.780]  告訴自己
[00:21:22.780 --> 00:21:24.780]  是的,我很敬畏神
[00:21:24.780 --> 00:21:27.340]  我很聽神的話
[00:21:27.340 --> 00:21:29.100]  而追求背後
[00:21:29.100 --> 00:21:32.700]  希望人生裡面都有一個模式
[00:21:32.700 --> 00:21:35.100]  都有一個秩序
[00:21:35.100 --> 00:21:38.780]  那我們就可以掌控到未來
[00:21:38.780 --> 00:21:43.580]  我們就可以控制到我們自己的生活
[00:21:43.580 --> 00:21:44.940]  抱歉
[00:21:44.940 --> 00:21:47.500]  聖經偏偏傳道者告訴我們
[00:21:47.500 --> 00:21:49.820]  其實這種因果關係
[00:21:49.820 --> 00:21:52.060]  都不是我們掌控的
[00:21:52.060 --> 00:21:54.860]  其實是神都按著他的心意
[00:21:54.860 --> 00:21:57.420]  去賜福或者降禍的
[00:21:57.420 --> 00:22:00.220]  我們沒得選擇
[00:22:00.220 --> 00:22:03.980]  所以近期我都聽到有不少人說
[00:22:03.980 --> 00:22:08.540]  希望追求人生裡面要完善
[00:22:08.540 --> 00:22:12.220]  為人生畫上一個美滿的句號
[00:22:12.220 --> 00:22:15.180]  追求人生有legacy
[00:22:15.180 --> 00:22:17.740]  為後一代的人
[00:22:17.740 --> 00:22:21.500]  去結成美好的遺產
[00:22:21.500 --> 00:22:23.980]  其實這些心態都是好的
[00:22:23.980 --> 00:22:26.620]  我都欣賞這樣
[00:22:26.620 --> 00:22:30.780]  但是如果我們很極力地
[00:22:30.780 --> 00:22:35.180]  為了抓好一個美好的形象
[00:22:35.180 --> 00:22:40.060]  我們不斷地數算我們自己個人的功德
[00:22:40.060 --> 00:22:43.260]  我們的修為是怎樣的時候
[00:22:43.260 --> 00:22:47.340]  反而我們就修飾了自己的生命
[00:22:47.340 --> 00:22:50.300]  我們掩飾了自己的過失
[00:22:50.300 --> 00:22:51.660]  聖經指出
[00:22:51.660 --> 00:22:55.740]  這種其實都是暴風
[00:22:55.740 --> 00:22:59.020]  這種都不會帶領我們
[00:22:59.020 --> 00:23:02.460]  去到真正的人生的滿足
[00:23:02.460 --> 00:23:07.660]  成就、權力、享樂
[00:23:07.660 --> 00:23:11.020]  以及我們那種假敬虔
[00:23:11.020 --> 00:23:14.620]  一種以為可以兌換
[00:23:14.620 --> 00:23:18.380]  在神面前因著我信服的緣故
[00:23:18.380 --> 00:23:21.500]  我們就可以交換上帝的祝福
[00:23:21.500 --> 00:23:23.420]  種種這種心態
[00:23:23.420 --> 00:23:28.220]  都不能夠帶給我們得到生命的滿足
[00:23:28.220 --> 00:23:30.300]  這樣吧 頌緣
[00:23:30.300 --> 00:23:31.660]  你有沒有搞錯
[00:23:31.660 --> 00:23:33.180]  說到現在
[00:23:33.180 --> 00:23:36.220]  就快結束了 我都知道
[00:23:36.220 --> 00:23:38.540]  都是在說這麼負面的東西
[00:23:38.540 --> 00:23:40.380]  那怎麼算好呢
[00:23:40.380 --> 00:23:44.780]  事實上傳道書真的想逼我們這樣想
[00:23:44.780 --> 00:23:48.940]  那我也不能夠作一些東西出來亂說
[00:23:48.940 --> 00:23:50.780]  不過不用擔心
[00:23:50.780 --> 00:23:54.460]  我們試一下用新約的一些經文
[00:23:54.460 --> 00:23:57.500]  去作出一個回應
[00:23:57.500 --> 00:24:02.300]  在《使徒行傳》第三章有一個這樣的技術
[00:24:02.300 --> 00:24:05.740]  我又選讀了當中的一些經文
