
[00:00:00.000 --> 00:00:04.280]  哥羅西書的生活應用部份
[00:06:54.280 --> 00:06:57.640]  其實工作也可以的
[00:06:57.640 --> 00:06:59.960]  於是就做到退休
[00:06:59.960 --> 00:07:02.560]  要麼就做到公司清盤
[00:07:02.560 --> 00:07:03.200]  是不是?
[00:07:03.200 --> 00:07:03.600]  真的
[00:07:03.600 --> 00:07:07.600]  我也試過有弟兄姊妹是這樣
[00:07:07.600 --> 00:07:10.000]  做到清盤我跟她走到最後一天
[00:07:10.000 --> 00:07:12.040]  然後再想第二件事
[00:07:12.040 --> 00:07:14.040]  又或者第二個處境
[00:07:14.040 --> 00:07:15.640]  我們掙扎完了
[00:07:15.640 --> 00:07:18.000]  都是要轉
[00:07:18.000 --> 00:07:23.680]  不過都知道轉的目的地還不是最後的
[00:07:23.680 --> 00:07:27.040]  就是要找更好的
[00:07:27.040 --> 00:07:29.040]  或者說得廣東話難聽一點
[00:07:29.040 --> 00:07:30.800]  就是騎牛找馬的
[00:07:30.800 --> 00:07:32.560]  都有這樣的處境的
[00:07:32.560 --> 00:07:33.680]  都是真實的
[00:07:33.680 --> 00:07:36.320]  然後第三個處境
[00:07:36.440 --> 00:07:39.960]  第三個結果就是轉行
[00:07:39.960 --> 00:07:41.480]  是不是?
[00:07:41.480 --> 00:07:43.960]  或者是加完進修之後轉行
[00:07:43.960 --> 00:07:44.720]  是不是?
[00:07:44.720 --> 00:07:46.840]  在一個專業分工的社會裡面
[00:07:46.840 --> 00:07:49.040]  不進修差不多轉不了行
[00:07:49.040 --> 00:07:50.040]  我們都明白
[00:07:50.040 --> 00:07:51.640]  那又要付出代價
[00:07:51.640 --> 00:07:53.960]  我們不外乎這幾種選擇而已
[00:07:53.960 --> 00:07:58.240]  不過跟哥羅西書這裡的處境
[00:07:58.240 --> 00:07:59.880]  有些不同
[00:07:59.880 --> 00:08:01.760]  路步其實沒得選的
[00:08:01.760 --> 00:08:03.080]  其實比我們更慘
[00:08:03.080 --> 00:08:04.560]  雖然我們也說我們慘
[00:08:04.560 --> 00:08:05.600]  是不是?
[00:08:05.880 --> 00:08:06.800]  就是
[00:08:06.800 --> 00:08:07.680]  但是
[00:08:07.680 --> 00:08:10.240]  保羅所面對的群體
[00:08:10.240 --> 00:08:13.400]  特別是我們知道有一本書叫做《肥利門書》
[00:08:13.400 --> 00:08:14.600]  是不是?
[00:08:14.600 --> 00:08:18.200]  就是有一個出走的奴僕叫做亞尼西姆
[00:08:18.200 --> 00:08:21.920]  舊譯又叫做亞尼西姆
[00:08:21.920 --> 00:08:22.880]  他有很多名字的
[00:08:22.880 --> 00:08:24.320]  也是那個人而已
[00:08:24.320 --> 00:08:28.120]  於是乎保羅就要向肥利門為他求情
[00:08:28.120 --> 00:08:29.120]  是不是?
[00:08:29.120 --> 00:08:33.560]  事實上奴僕是不准出走的
[00:08:34.080 --> 00:08:35.960]  出走是很嚴重的事情
[00:08:35.960 --> 00:08:38.520]  於是乎聖經就多了一本書
[00:08:38.520 --> 00:08:39.760]  因為這樣的緣故
[00:08:39.760 --> 00:08:40.280]  是不是?
[00:08:40.280 --> 00:08:41.840]  他向肥利門求情
[00:08:41.840 --> 00:08:44.720]  說他也回到你那裡
[00:08:44.720 --> 00:08:45.880]  你也要接納他
[00:08:45.880 --> 00:08:46.600]  是不是?
[00:08:46.600 --> 00:08:48.640]  不過關係也不同了等等
[00:08:48.640 --> 00:08:50.480]  無論如何
[00:08:50.480 --> 00:08:52.200]  出走不是辦法
[00:08:52.200 --> 00:08:53.480]  在當時的社會
[00:08:53.480 --> 00:08:54.920]  或者在當時的社會
[00:08:54.920 --> 00:08:56.440]  根本沒得選擇
[00:08:56.440 --> 00:08:59.360]  他只能夠貼服服的
[00:08:59.360 --> 00:09:01.080]  去服侍他的主人
[00:09:01.080 --> 00:09:03.560]  我們有些 privilege(權利)的了
[00:09:03.560 --> 00:09:05.880]  我們已經有些優勢了
[00:09:05.880 --> 00:09:07.440]  起碼我們有機會掙扎
[00:09:07.440 --> 00:09:11.080]  我們有機會在我們的工作生涯上
[00:09:11.080 --> 00:09:13.560]  去可能改一改
[00:09:13.560 --> 00:09:15.800]  或者不是一百八十度轉彎的
[00:09:15.800 --> 00:09:17.640]  九十度轉彎也好
[00:09:17.640 --> 00:09:18.960]  三十度轉彎也好
[00:09:18.960 --> 00:09:19.800]  我們有得選擇
[00:09:19.800 --> 00:09:22.320]  二十二節
[00:09:22.320 --> 00:09:23.880]  第二十三節
[00:09:23.880 --> 00:09:25.640]  既然出走不是辦法
[00:09:25.640 --> 00:09:29.280]  於是乎保羅就跟弟兄姐妹說
[00:09:29.280 --> 00:09:30.960]  服侍的態度是怎麼樣的
[00:09:30.960 --> 00:09:33.040]  二十二節特別強調
[00:09:33.040 --> 00:09:37.160]  要用真誠和單純的心去敬畏主
[00:09:37.160 --> 00:09:38.880]  但是同時
[00:09:38.880 --> 00:09:44.080]  其實也要一樣聽從世上的主人
[00:09:44.080 --> 00:09:46.520]  我們聽到這句覺得很容易
[00:09:46.520 --> 00:09:48.600]  特別是《新譯本》這裡說
[00:09:48.600 --> 00:09:50.520]  凡事聽從
[00:09:50.520 --> 00:09:52.640]  就是不用分青紅皂白
[00:09:52.640 --> 00:09:55.280]  就是說他說什麼我都會照跟
[00:09:55.280 --> 00:09:56.960]  不過很有趣的
[00:09:56.960 --> 00:10:00.280]  其實希臘文用字
[00:10:00.280 --> 00:10:03.600]  凡事有《譯本》譯做事事
[00:10:03.600 --> 00:10:05.600]  你說差不多而已
[00:10:05.600 --> 00:10:08.280]  凡事跟事事不是差不多嗎?
[00:10:08.280 --> 00:10:09.720]  有一點不同的
[00:10:09.720 --> 00:10:11.480]  在我們的詮釋上
[00:10:11.480 --> 00:10:14.280]  all 還是 every
[00:10:14.280 --> 00:10:15.400]  都有一些分別的
[00:10:15.400 --> 00:10:17.680]  簡而言之事事就是說
[00:10:17.680 --> 00:10:18.320]  好吧
[00:10:18.320 --> 00:10:19.840]  逐件事看看吧
[00:10:19.840 --> 00:10:20.960]  老闆吩咐
[00:10:20.960 --> 00:10:23.280]  事件一看看做
[00:10:23.280 --> 00:10:24.480]  事件二做
[00:10:24.480 --> 00:10:26.280]  事件三要想一想
[00:10:26.280 --> 00:10:29.480]  逐件去衡量
[00:10:29.480 --> 00:10:32.600]  逐件去看看跟不跟著做
[00:10:32.600 --> 00:10:35.120]  其實第二十節也是這麼說的
[00:10:35.120 --> 00:10:38.400]  說我們事事聽從父母
[00:10:38.400 --> 00:10:40.600]  或者凡事聽從父母
[00:10:40.600 --> 00:10:42.080]  你也是這麼做的
[00:10:42.080 --> 00:10:43.920]  你怎麼會什麼都照單傳修
[00:10:43.920 --> 00:10:45.360]  父母說什麼就是什麼呢?
[00:10:45.360 --> 00:10:47.880]  你也是逐件去清一下
[00:10:47.880 --> 00:10:49.480]  逐件去看看
[00:10:49.480 --> 00:10:50.360]  他跟不跟
[00:10:50.360 --> 00:10:51.640]  不會盲從附和
[00:10:51.640 --> 00:10:55.280]  大概這裡說跟主人也是有這樣的態度
[00:10:55.280 --> 00:10:57.440]  不過留意第二十三節又說
[00:10:58.320 --> 00:11:01.240]  既然我們想好要跟的話
[00:11:01.240 --> 00:11:04.240]  接著就要從心底裡面去做
[00:11:04.240 --> 00:11:06.520]  發自內心去做
[00:11:06.520 --> 00:11:09.560]  其實二十二節、二十三節
[00:11:09.560 --> 00:11:11.280]  可能我們沒有留意
[00:11:11.280 --> 00:11:15.400]  這裡用的兩個心
[00:11:15.400 --> 00:11:19.000]  是經典的引述
[00:11:19.000 --> 00:11:20.480]  不過你多數都沒有留意
[00:11:20.480 --> 00:11:23.320]  其實這兩個字
[00:11:23.320 --> 00:11:24.840]  用希臘文是不同的
[00:11:24.840 --> 00:11:29.760]  是在翻譯或者用《生命記》第六章
[00:11:29.760 --> 00:11:37.960]  跟我們說我們要盡心盡性愛上主的心和性
[00:11:37.960 --> 00:11:39.920]  其實是這兩個字
[00:11:39.920 --> 00:11:44.040]  是盡心盡性愛上主的演繹
[00:11:44.040 --> 00:11:48.280]  你就要問怎麼盡心盡性呢?
[00:11:48.280 --> 00:11:51.560]  這裡就在教我們要盡心盡性
[00:11:52.160 --> 00:11:55.160]  心是在說
[00:11:55.160 --> 00:11:58.360]  不是我們說心不說金的那種
[00:11:58.360 --> 00:11:59.480]  我愛你就行了
[00:11:59.480 --> 00:12:00.360]  不是
[00:12:00.360 --> 00:12:05.080]  《生命記》說的心是在說
[00:12:05.080 --> 00:12:07.920]  我們要放上我們的心思
[00:12:07.920 --> 00:12:10.680]  要放上我們的意志
[00:12:10.680 --> 00:12:13.640]  要放上我們的計劃
[00:12:13.640 --> 00:12:15.200]  這樣去敬畏主
[00:12:15.200 --> 00:12:16.640]  然後在普羅話
[00:12:16.640 --> 00:12:20.920]  要一樣的放上這樣的心思意志計劃
[00:12:20.920 --> 00:12:22.800]  在做工作上
[00:12:22.800 --> 00:12:25.360]  然後第二十三節又說
[00:12:25.360 --> 00:12:29.680]  從心底裡要去做事
[00:12:29.680 --> 00:12:36.200]  那個心底盡性是在說全情投入
[00:12:36.200 --> 00:12:39.080]  是在說全情投入
[00:12:39.080 --> 00:12:47.320]  卸造還是放上生命、氣息、毅力、汗水下去做
[00:12:47.320 --> 00:12:49.520]  人知道的
[00:12:50.320 --> 00:12:52.920]  卸造未其名是流水作業
[00:12:52.920 --> 00:12:54.160]  但是也是卸造
[00:12:54.160 --> 00:12:58.360]  放上那份心思
[00:12:58.360 --> 00:13:01.240]  放上那份意志
[00:13:01.240 --> 00:13:04.000]  放上生命和毅力
[00:13:04.000 --> 00:13:05.760]  是普羅對我們的勸勉
[00:13:05.760 --> 00:13:09.120]  我們這樣做的話
[00:13:09.120 --> 00:13:10.720]  第二十四節說
[00:13:10.720 --> 00:13:15.040]  我們會得到主基督的基業
[00:13:15.040 --> 00:13:17.000]  你說什麼來的?
[00:13:17.000 --> 00:13:18.720]  主基督的基業
[00:13:18.720 --> 00:13:21.640]  你留意剛才說奴隸是沒得選的
[00:13:21.640 --> 00:13:24.720]  於是乎奴隸其實做到死都是
[00:13:24.720 --> 00:13:26.880]  我們廣東話說的只有一個吉
[00:13:26.880 --> 00:13:30.120]  他不會有什麼可以繼承得到的
[00:13:30.120 --> 00:13:32.040]  今天我們做工都說
[00:13:32.040 --> 00:13:35.080]  公司好給你一些股份
[00:13:35.080 --> 00:13:44.840]  然後將你升格做主管之一
[00:13:44.840 --> 00:13:47.440]  不知道是福還是禍
[00:13:47.440 --> 00:13:49.440]  但是總而言之
[00:13:49.440 --> 00:13:50.680]  在古代來說
[00:13:50.680 --> 00:13:54.440]  是沒有任何東西可以繼承的
[00:13:54.440 --> 00:13:58.520]  所以這裡說他得到主基督的基業
[00:13:58.520 --> 00:14:04.720]  其實是在說主耶穌自己的恩惠
[00:14:04.720 --> 00:14:06.880]  祂自己的稱讚
[00:14:06.880 --> 00:14:10.520]  最後就算這個人在地上什麼都拿不到
[00:14:10.520 --> 00:14:11.400]  但是
[00:14:11.400 --> 00:14:14.360]  至少在主的面前
[00:14:14.360 --> 00:14:16.680]  我們這些無用的僕人
[00:14:16.680 --> 00:14:19.800]  只是盡了本份去做事的人
[00:14:19.800 --> 00:14:21.880]  被主稱讚
[00:14:21.880 --> 00:14:25.760]  說我們是良善又忠心的僕人
[00:14:25.760 --> 00:14:28.640]  有證就有反了
[00:14:28.640 --> 00:14:30.440]  第二十五節就說
[00:14:30.440 --> 00:14:34.320]  如果不是這樣用單純的心敬畏主
[00:14:34.320 --> 00:14:37.320]  不是從心底裡面去做事的話
[00:14:37.320 --> 00:14:41.160]  就會有不義應得的報應
[00:14:41.160 --> 00:14:43.320]  你說也是很嚴重的
[00:14:43.320 --> 00:14:44.400]  是的
[00:14:44.400 --> 00:14:45.600]  是嚴重的
[00:14:46.040 --> 00:14:50.000]  我們中國的諺語也有說
[00:14:50.000 --> 00:14:52.560]  過完大半生想回頭
[00:14:52.560 --> 00:14:54.560]  少壯不努力
[00:14:54.560 --> 00:14:57.280]  老大徒傷悲
[00:14:57.280 --> 00:14:59.560]  傳道書又教我們
[00:14:59.560 --> 00:15:02.920]  其實在我們未曾完全衰敗的時候
[00:15:02.920 --> 00:15:06.160]  其實我們未至於虛空的時候
[00:15:06.160 --> 00:15:08.640]  就要盡心盡性去做事了
[00:15:08.640 --> 00:15:10.560]  否則的話
[00:15:10.560 --> 00:15:12.240]  時間過了
[00:15:12.240 --> 00:15:15.240]  生命的活力沒有了的時候
[00:15:15.240 --> 00:15:18.960]  到最後想為主努力一點
[00:15:18.960 --> 00:15:20.440]  也未必有機會
[00:15:20.440 --> 00:15:22.240]  最後
[00:15:22.240 --> 00:15:23.840]  第四章第一節
[00:15:23.840 --> 00:15:25.840]  在這樣的基礎下
[00:15:25.840 --> 00:15:31.600]  才說主人要公正公平
[00:15:31.600 --> 00:15:33.360]  就顯得很重要了
[00:15:33.360 --> 00:15:34.160]  是不是?
[00:15:34.160 --> 00:15:35.960]  因為讓那個僕人
[00:15:35.960 --> 00:15:37.760]  能夠他做得好
[00:15:37.760 --> 00:15:38.720]  是不是?
[00:15:38.720 --> 00:15:41.680]  我們今天說加多一點點工資
[00:15:41.680 --> 00:15:44.160]  或者給一張嘉許狀
[00:15:44.160 --> 00:15:44.760]  是不是?
[00:15:44.760 --> 00:15:46.760]  反過來做得不好
[00:15:46.760 --> 00:15:48.000]  太離譜
[00:15:48.000 --> 00:15:48.800]  是不是?
[00:15:48.800 --> 00:15:51.320]  還有很多很難聽的形容詞
[00:15:51.320 --> 00:15:52.160]  不形容了
[00:15:52.160 --> 00:15:54.400]  就給一張警告信給他
[00:15:54.400 --> 00:15:57.440]  或者是請他自動請辭
[00:15:57.440 --> 00:16:00.440]  其實是主人對的事情
[00:16:00.440 --> 00:16:04.280]  如果不是到他退了休
[00:16:04.280 --> 00:16:05.320]  回頭看
[00:16:05.320 --> 00:16:06.360]  你姑息他
[00:16:06.360 --> 00:16:08.200]  他去到一個地步
[00:16:08.200 --> 00:16:10.280]  回頭看就是剛才說的
[00:16:10.280 --> 00:16:11.680]  少壯不努力
[00:16:11.680 --> 00:16:13.480]  老大徒傷悲
[00:16:13.480 --> 00:16:15.680]  這個反而不是主人的心意
[00:16:15.680 --> 00:16:21.080]  所以主人最後的責任是重要的
[00:16:21.080 --> 00:16:22.240]  雖然只有一節
[00:16:22.240 --> 00:16:25.600]  他的身份在這裡
[00:16:25.600 --> 00:16:27.800]  就是說要告訴別人
[00:16:27.800 --> 00:16:29.520]  告訴他的僱員
[00:16:29.520 --> 00:16:31.800]  他不是指鹿為馬的
[00:16:31.800 --> 00:16:36.240]  他不會讓員工的表現
[00:16:36.240 --> 00:16:38.920]  或者是阿諛奉承
[00:16:38.920 --> 00:16:40.240]  混淆視聽
[00:16:40.240 --> 00:16:42.560]  所以可以這麼說
[00:16:42.560 --> 00:16:46.560]  我們蒙主的呼召
[00:16:46.560 --> 00:16:48.520]  去做他的奴僕
[00:16:48.520 --> 00:16:52.200]  其實沒有一個捨意的生涯
[00:16:52.200 --> 00:16:55.040]  我們的自由
[00:16:55.040 --> 00:16:57.520]  拿來信從神
[00:16:57.520 --> 00:16:59.120]  服侍人
[00:16:59.120 --> 00:17:02.360]  那些易做的事情
[00:17:02.360 --> 00:17:04.640]  這個世界都已經做完了
[00:17:04.640 --> 00:17:06.960]  剩下的都是難做的事情
[00:17:06.960 --> 00:17:09.040]  我們未必好體會
[00:17:09.040 --> 00:17:10.840]  新一代好體會
[00:17:11.160 --> 00:17:14.880]  最後我用楊木菊牧師
[00:17:14.880 --> 00:17:18.680]  他在一本書叫做《我的生命宣信》
[00:17:18.680 --> 00:17:20.320]  有一句話
[00:17:20.320 --> 00:17:22.000]  我是寫完這個講章
[00:17:22.000 --> 00:17:25.840]  我才想起覺得很配合我們的主題
[00:17:25.840 --> 00:17:26.960]  我讀給你聽
[00:17:26.960 --> 00:17:27.680]  時間不多
[00:17:27.680 --> 00:17:28.680]  我只是讀一句
[00:17:28.680 --> 00:17:32.280]  所以值得去做的事情
[00:17:32.280 --> 00:17:36.520]  都值得一心一意
[00:17:36.520 --> 00:17:39.480]  全人投入地去做
[00:17:40.080 --> 00:17:41.960]  因為容易的
[00:17:41.960 --> 00:17:45.120]  早給前人做光了
[00:17:45.120 --> 00:17:46.680]  留下的
[00:17:46.680 --> 00:17:48.920]  通常都是困難
[00:17:48.920 --> 00:17:51.040]  而要花心血
[00:17:51.040 --> 00:17:52.360]  時間的
[00:17:52.360 --> 00:17:53.560]  我們一起祈禱
[00:17:53.560 --> 00:18:04.120]  我們的親愛的主耶穌基督
[00:18:04.120 --> 00:18:09.920]  我們又經又喜
[00:18:10.440 --> 00:18:12.800]  祢去呼召我們做祢的僕人
[00:18:12.800 --> 00:18:15.360]  甚至做祢的奴僕
[00:18:15.360 --> 00:18:19.280]  求主差遣我們
[00:18:19.280 --> 00:18:22.720]  無論我們的工作崗位
[00:18:22.720 --> 00:18:24.840]  家庭的崗位
[00:18:24.840 --> 00:18:28.160]  甚至是讀書的崗位有多艱難
[00:18:28.160 --> 00:18:31.640]  求主加力量給我們
[00:18:31.640 --> 00:18:36.080]  以致我們可以勝任有餘
[00:18:37.480 --> 00:18:40.600]  求主賜給我們那份耐性
[00:18:40.600 --> 00:18:42.480]  去尋求祢
[00:18:42.480 --> 00:18:44.200]  去等候祢
[00:18:44.200 --> 00:18:47.320]  為了走下一步
[00:18:47.320 --> 00:18:49.520]  我們願意付出更多
[00:18:49.520 --> 00:18:51.680]  求主祢幫助我們
[00:18:51.680 --> 00:18:53.920]  可以在正確的道路上
[00:18:53.920 --> 00:18:56.040]  繼續侍奉祢
[00:18:56.040 --> 00:18:57.080]  服侍人
[00:18:57.080 --> 00:18:59.240]  多謝你聽我們祈禱
[00:18:59.240 --> 00:19:00.760]  奉耶穌基督的名字
[00:19:00.760 --> 00:19:01.400]  (是)
[00:19:01.400 --> 00:19:02.000]  阿門
