
[00:00:00.000 --> 00:00:04.000]  (主持)我們心目中理想的教會是怎樣的呢?
[00:01:46.000 --> 00:01:48.000]  (主持)一個人不斷犯罪到底應該怎麼做呢?
[00:01:48.000 --> 00:01:51.000]  (梁)每個人都會犯罪得罪神
[00:01:51.000 --> 00:01:54.000]  (主持)每個人都會犯罪得罪神
[00:01:54.000 --> 00:01:56.000]  (梁)基督徒也不例外
[00:01:56.000 --> 00:01:57.000]  (主持)基督徒也不例外
[00:01:57.000 --> 00:01:58.000]  (梁)但如果我們犯了罪
[00:01:58.000 --> 00:02:00.000]  (主持)但如果我們犯了罪
[00:02:00.000 --> 00:02:02.000]  (梁)我們有一個特權
[00:02:02.000 --> 00:02:03.000]  (主持)我們有一個特權
[00:02:03.000 --> 00:02:04.000]  (梁)因為我們信了耶穌基督
[00:02:04.000 --> 00:02:06.000]  (主持)因為我們信了耶穌基督
[00:02:06.000 --> 00:02:08.000]  (梁)我們可以來到神的面前認罪
[00:02:08.000 --> 00:02:10.000]  (主持)我們可以來到神的面前認罪
[00:02:10.000 --> 00:02:14.000]  (梁)然而為自己的罪後悔,立志悔改
[00:02:14.000 --> 00:02:22.000]  (梁)然而為自己的罪後悔,立志悔改
[00:02:22.000 --> 00:02:25.000]  (主持)聖經說神是聖潔的,是公義的
[00:02:25.000 --> 00:02:27.000]  (梁)聖經說神是聖潔的,是公義的
[00:02:27.000 --> 00:02:29.000]  (主持)必會赦免我們的罪
[00:02:29.000 --> 00:02:31.000]  (梁)必會赦免我們的罪
[00:02:31.000 --> 00:02:36.000]  (主持)所以基督徒如果不小心再次犯罪的話
[00:02:36.000 --> 00:02:38.000]  (梁)所以基督徒如果不小心再次犯罪的話
[00:02:38.000 --> 00:02:41.000]  (主持)是同樣可以認罪悔改
[00:02:41.000 --> 00:02:44.000]  (梁)是同樣可以認罪悔改
[00:02:44.000 --> 00:02:49.000]  (主持)那位女士就覺得如果基督徒不斷犯罪的話
[00:02:49.000 --> 00:02:52.000]  (梁)那位女士就認為如果基督徒不斷犯罪的話
[00:02:52.000 --> 00:02:55.000]  (主持)那豈不是和那些未信主的人沒有分別
[00:02:55.000 --> 00:02:56.000]  (梁)那豈不是和那些未信主的人沒有分別
[00:02:56.000 --> 00:02:59.000]  (梁)那豈不是和那些未信主的人沒有分別
[00:02:59.000 --> 00:03:05.000]  (主持)我說如果要自己不犯罪得罪神
[00:03:05.000 --> 00:03:08.000]  (梁)我就跟她說要自己不犯罪得罪神
[00:03:08.000 --> 00:03:12.000]  (主持)就要時常住在主的愛當中
[00:03:12.000 --> 00:03:15.000]  (梁)我們就要常常住在主的愛的裏面
[00:03:15.000 --> 00:03:17.000]  (主持)尤大叔有一節說
[00:03:17.000 --> 00:03:21.000]  (主持)保守自己常在神的愛中
[00:03:21.000 --> 00:03:25.000]  (梁)尤大叔裏面講說要保守自己常在神的愛中
[00:03:25.000 --> 00:03:28.000]  (主持)我們在教會裏面就不難發現
[00:03:28.000 --> 00:03:32.000]  (主持)有些信徒的行為表現不是很理想
[00:03:32.000 --> 00:03:34.000]  (梁)我們在教會裏面會不難發現一些
[00:03:34.000 --> 00:03:37.000]  (梁)信徒的行為表現不如理想
[00:03:37.000 --> 00:03:40.000]  (主持)甚至我們認為他是犯罪的
[00:03:40.000 --> 00:03:42.000]  (梁)甚至我們認為他是犯罪的
[00:03:42.000 --> 00:03:44.000]  (主持)那我們要怎樣對待他們呢?
[00:03:44.000 --> 00:03:46.000]  (梁)我們要怎樣去對待他們呢?
[00:03:46.000 --> 00:03:48.000]  (主持)所以我們要問一個問題
[00:03:48.000 --> 00:03:49.000]  (梁)我們要問一個問題
[00:03:49.000 --> 00:03:52.000]  (主持)怎樣才能使我們教會得以長大成人
[00:03:52.000 --> 00:03:54.000]  (主持)滿有基督長成的新量?
[00:03:54.000 --> 00:03:57.000]  (梁)怎樣才能讓我們的教會長大成人
[00:03:57.000 --> 00:03:59.000]  (梁)滿有基督的新量呢?
[00:03:59.000 --> 00:04:03.000]  (主持)如果我們要教會成為神所喜悅的教會
[00:04:03.000 --> 00:04:06.000]  (梁)又說我們要教會成為神所喜悅的教會
[00:04:06.000 --> 00:04:09.000]  (主持)以下兩節的聖經值得我們仔細思想
[00:04:09.000 --> 00:04:13.000]  (梁)以下有兩節的聖經讓我們可以仔細思想
[00:04:13.000 --> 00:04:17.000]  (主持)我們要長進在主的愛當中建立教會
[00:04:17.000 --> 00:04:21.000]  (梁)我們要長進在主的愛當中建立教會
[00:04:21.000 --> 00:04:23.000]  (主持)如果要建立一個理想的教會
[00:04:23.000 --> 00:04:23.000]  (主持)如果要建立一個理想的教會
[00:04:23.000 --> 00:04:23.000]  (主持)如果要建立一個理想的教會
[00:04:23.000 --> 00:04:23.000]  (主持)如果要建立一個理想的教會
[00:04:23.000 --> 00:04:23.000]  (主持)如果要建立一個理想的教會
[00:04:23.000 --> 00:04:23.000]  (主持)如果要建立一個理想的教會
[00:04:23.000 --> 00:04:23.000]  (主持)如果要建立一個理想的教會
[00:04:23.000 --> 00:04:23.000]  (主持)如果要建立一個理想的教會
[00:04:23.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:39.000]  (主持)如果要建立一個理想的教會
[00:04:39.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:04:59.000]  (主持)如果要建立一個理想的教會
[00:04:59.000 --> 00:05:09.000]  (主持)如果要建立一個理想的教會
[00:05:09.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:29.000]  (主持)如果要建立一個理想的教會
[00:05:29.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:49.000]  (主持)如果要建立一個理想的教會
[00:05:49.000 --> 00:05:59.000]  (主持)如果要建立一個理想的教會
[00:05:59.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:19.000]  (主持)如果要建立一個理想的教會
[00:06:19.000 --> 00:06:29.000]  (主持)如果要建立一個理想的教會
[00:06:29.000 --> 00:06:49.000]  (主持)如果要建立一個理想的教會
[00:06:49.000 --> 00:06:59.000]  (主持)如果要建立一個理想的教會
[00:06:59.000 --> 00:06:59.000]  (主持)如果要建立一個理想的教會
[00:06:59.000 --> 00:07:19.000]  (主持)如果要建立一個理想的教會
[00:07:19.000 --> 00:07:29.000]  (主持)如果要建立一個理想的教會
[00:07:29.000 --> 00:07:49.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:49.000 --> 00:07:49.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:49.000 --> 00:07:49.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:49.000 --> 00:07:49.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:49.000 --> 00:07:49.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:49.000 --> 00:07:49.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:49.000 --> 00:07:49.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:49.000 --> 00:07:49.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:49.000 --> 00:07:49.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:49.000 --> 00:07:59.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:59.000 --> 00:07:59.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:07:59.000 --> 00:08:19.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:19.000 --> 00:08:19.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:19.000 --> 00:08:19.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:19.000 --> 00:08:19.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:19.000 --> 00:08:19.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:19.000 --> 00:08:19.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:19.000 --> 00:08:19.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:19.000 --> 00:08:19.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:19.000 --> 00:08:19.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:19.000 --> 00:08:29.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:29.000 --> 00:08:57.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:57.000 --> 00:08:57.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:08:57.000 --> 00:09:07.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:07.000 --> 00:09:27.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:27.000 --> 00:09:27.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:27.000 --> 00:09:27.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:27.000 --> 00:09:27.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:27.000 --> 00:09:27.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:27.000 --> 00:09:27.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:27.000 --> 00:09:27.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:27.000 --> 00:09:27.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:27.000 --> 00:09:27.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:27.000 --> 00:09:47.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:47.000 --> 00:09:47.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:47.000 --> 00:09:47.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:47.000 --> 00:09:47.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:47.000 --> 00:09:47.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:47.000 --> 00:09:47.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:47.000 --> 00:09:47.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:47.000 --> 00:09:47.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:47.000 --> 00:09:47.000]  (主持)原來我們知道信徒之間互相擔當重擔
[00:09:47.000 --> 00:10:13.800]  第六章第二節,你們各人的重擔要互相擔當,如此就完全了基督的律法。所謂基督的律法是指愛的命令,是人和神能夠合一的指引。
[00:10:13.800 --> 00:10:38.000]  首先在舊約裏面,耶和華是要求人愛人如己,是記載在利味記十九章十八節,主耶穌亦都在馬可福音十二章裏面講過,
[00:10:38.000 --> 00:10:58.000]  他說,誡命中第一要緊的就是說,你要盡心盡性盡義盡力愛主你的神,其次就是說,要愛人如己。
[00:10:58.000 --> 00:11:26.000]  保羅又說,在加拉太書五章十四節,因為全律法都包在愛人如己這一句話裏,其實保羅所講的愛人如己,和耶穌所講的愛神愛人是同一種愛。
[00:11:26.000 --> 00:11:46.000]  因為信徒能夠愛人如己,是建基於人與神在基督裏面已經有了愛的關係,是建基於人在耶穌基督裏面已經有愛的關係。
[00:11:46.000 --> 00:12:08.000]  人與神在基督裏面已經有了愛的關係,而愛別人就是愛神的具體表現,我們不能說單是愛神,卻是不愛其他人。
[00:12:08.000 --> 00:12:31.000]  你們各人的重擔要互相擔當,如此就完全基督的律法,我們這樣做就是愛人如己的表現。
[00:12:31.000 --> 00:12:47.000]  信徒之間如果彼此擔負重擔,就能夠完全滿足了耶穌有關愛的命令和要求,就能夠完全滿足了耶穌對我們愛的要求。
[00:12:47.000 --> 00:13:12.000]  所以我們在這邊想一想,重擔是什麼?可能是金錢引致的重擔,待會我會講一個我自己的見證,而這個重擔也可能是因為犯罪而引起的。
[00:13:12.000 --> 00:13:35.000]  我曾經在教會裏面有兩次落入極大的幽悶之中,想起來都超過二十年前的事了,一次是因為財政的困難而憂慮,
[00:13:35.000 --> 00:13:56.000]  另外一次是因為侍奉的工作得不到別人的認同,這兩個很幽悶的經歷,各人的表現都表現得很相似,
[00:13:56.000 --> 00:14:10.000]  我當時的情緒非常低落,就算身邊的人不用問都知道我發生了什麼事,
[00:14:10.000 --> 00:14:33.000]  有沒有看到你身邊的人的表情拉得很長?或者是非常憂愁的樣子,那你就估計得到他一定有問題。
[00:14:33.000 --> 00:14:51.000]  所以身邊的人看得出我當時很憂愁,他們很想出手去幫我,但是我自己就難以啟齒,
[00:14:51.000 --> 00:15:11.000]  我好像不太願意接受別人的幫忙一樣,現在回想起來,當時是為了面子,雖然他們想伸手去幫我,
[00:15:11.000 --> 00:15:24.000]  但是自己總是不想將自己心裏的鬱結或者心事說出來,估計是無法解決的問題,
[00:15:24.000 --> 00:15:53.000]  再講回財政困難的事件,我自己覺得是很沒面子,因為沒有好好做一個適當的金錢儲備,
[00:15:53.000 --> 00:16:16.000]  所以當日不敷支的時候,我又不想跟別人講,因為身為教會的執事,向人伸手問人借錢是很丟臉的事,
[00:16:16.000 --> 00:16:32.000]  當時有些弟兄姊妹看到我這個樣子,他們估計我遇到經濟困難,
[00:16:32.000 --> 00:16:50.000]  他們介紹了一個很有錢的弟兄,是做醫生的,年紀比我大二十歲左右,
[00:16:50.000 --> 00:17:06.000]  他有一次問我有沒有金錢上的需要,我可以幫你忙,但是我沒有將自己的需要告訴他,
[00:17:06.000 --> 00:17:14.000]  為什麼?因為我跟他並不是很熟,所以我沒有向他求助,
[00:17:14.000 --> 00:17:25.000]  後來有一個比我大十歲左右的弟兄,他跟我相識了很多年,
[00:17:25.000 --> 00:17:36.000]  都是同一個團契的團友,他也蠻有錢的,他平時不太愛講話,
[00:17:36.000 --> 00:17:45.000]  但是很奇怪,當他問我有什麼事令我不開心的時候,
[00:17:45.000 --> 00:18:01.000]  我竟然很樂意跟他分享我心裡的難處,當他知道原來我是為了金錢而極度煩惱的時候,
[00:18:01.000 --> 00:18:15.000]  他就用很溫柔的態度提議借錢給我,幫助我解決這個困難,
[00:18:15.000 --> 00:18:26.000]  我當時並沒有推遲他的提議,最後我接受了他的幫助,
[00:18:26.000 --> 00:18:35.000]  讓我渡過了人生一個很大的危機,非常感謝主,
[00:18:35.000 --> 00:18:49.000]  其實這件事是我自己有過失的,因為我沒有很好的理財,
[00:18:49.000 --> 00:19:02.000]  所以就失去了應有的見證,可以說我是一個偶然被過犯所聖的弟兄,
[00:19:02.000 --> 00:19:14.000]  感謝主,可幸我營救了一些在主裡面同心侍奉主的肢體,
[00:19:14.000 --> 00:19:22.000]  他們願意在我失意的時候,主動的來到我的面前,
[00:19:22.000 --> 00:19:34.000]  很耐心的聆聽我個人的困難,最後使我得以從失敗中熬過來,
[00:19:34.000 --> 00:19:50.000]  我體驗到主內真誠相交的寶貴,主動的內心的關懷,
[00:19:50.000 --> 00:20:04.000]  和愛心的付出是何等的珍貴,這些足以表明神是一個真正信徒心裡面的明證,
[00:20:04.000 --> 00:20:22.000]  所以說有弟兄姊妹有金錢上的需要,大家會怎樣對待這些弟兄姊妹呢?
[00:20:22.000 --> 00:20:39.000]  我們會否伸出援手去幫助她金錢上的需要?當然我們要考慮她會不會還錢的問題,
[00:20:39.000 --> 00:20:52.000]  當我們幫助她過了一段時間,她會不會忘記她欠你的錢,連提也不提怎麼辦?
[00:20:52.000 --> 00:21:01.000]  心裡就覺得很難受,有沒有試過?我知道有些弟兄姊妹是試過的,
[00:21:01.000 --> 00:21:10.000]  她明明欠我的錢,為何還要去旅行?她明明欠我的錢,還要去旅行,為何不先還錢給我?
[00:21:10.000 --> 00:21:24.000]  我心有不甘,這當然是欠別人錢的不對,我們幫助別人的時候,
[00:21:24.000 --> 00:21:35.000]  要判斷一下她是否善忘的人,是否有一個借錢不還的紀錄,
[00:21:35.000 --> 00:21:43.000]  我們借一點點給她就好了,免得自己心疼,
[00:21:43.000 --> 00:21:55.000]  但是其他弟兄姊妹有其他的需要,會不會他們在家庭裡有問題?
[00:21:55.000 --> 00:22:05.000]  他們夫婦之間,兒女之間有沒有問題?我們有沒有留意到?
[00:22:05.000 --> 00:22:15.000]  他們的感情健康有沒有需要?他們的工作壓力是否很大?
[00:22:15.000 --> 00:22:23.000]  當一個人工作壓力大的時候,是非常容易生氣的,
[00:22:23.000 --> 00:22:36.000]  我剛才趕了師母出來,你出去吧,剛才牧師把師母趕到房間外,因為壓力很大,
[00:22:36.000 --> 00:22:48.000]  我知道有位弟兄是為了幫教會一個弟兄還錢,
[00:22:48.000 --> 00:23:03.000]  他不惜向銀行借錢,最後這位弟兄是傳道人,要破產,
[00:23:03.000 --> 00:23:11.000]  他寧願破產也願意去幫這位負債的弟兄,
[00:23:11.000 --> 00:23:26.000]  由此可見,當其他信徒遇到重擔,或者是一些難當的軟弱和痛苦的時候,
[00:23:26.000 --> 00:23:39.000]  我們如果可以憑著愛心去幫助他一把,我們就能夠完全滿足耶穌基督有關愛的命令和要求,
[00:23:39.000 --> 00:23:57.000]  信徒用愛心互相擔當重擔,這樣做是絕對正確的,我們一定要這樣做,
[00:23:57.000 --> 00:24:13.000]  但是我們要怎樣彼此擔當重擔呢?在第三第四節提到一些我們要注意的地方,
[00:24:13.000 --> 00:24:29.000]  首先,信徒要審查自己的行為,信徒間彼此擔當重擔,首先要有一個正確的服事態度,
[00:24:29.000 --> 00:24:49.000]  人若無有,自己還以為有,就是自欺了。這節的聖經可以翻譯為,人如果沒有什麼了不起,還以為有什麼了不起,便是自欺了。
[00:24:49.000 --> 00:24:59.000]  這節的聖經可以翻譯為,人若沒有什麼了不起,還以為有什麼了不起,便是自欺了。
[00:24:59.000 --> 00:25:19.000]  這節的聖經可以翻譯為,人如果沒有什麼了不起,還以為有什麼了不起,便是自欺了。
[00:25:19.000 --> 00:25:30.000]  最正確的做法是什麼呢?個人應當審查自己的行為,
[00:25:30.000 --> 00:25:52.000]  首先,他要測驗自己的行為,所以他所誇的就專在自己,不在別人了,人要細心地去測驗自己過去所做的事,
[00:25:52.000 --> 00:26:17.000]  看看神有沒有在自己身上作功,或者神有沒有透過自己做事,以致個人有所成就,
[00:26:17.000 --> 00:26:27.000]  或者我們看看神有沒有透過自己做事,以致自己有所成就,如果是有的話,
[00:26:27.000 --> 00:26:51.000]  人就可以為這些神的作為,為自己誇口,但是不應該與其他人比較,向其他人去誇聖。
[00:26:51.000 --> 00:27:06.000]  當人事常審查自己的成就,只不過是神藉著自己去成就的話,
[00:27:06.000 --> 00:27:17.000]  不是靠自己的話,便會培養出謙卑和持平的服事態度,
[00:27:17.000 --> 00:27:23.000]  相反,當一個人事常將自己的成就與其他人比較的話,
[00:27:23.000 --> 00:27:32.000]  當這些成就是自己個人的成就的話,
[00:27:32.000 --> 00:27:47.000]  就會保持著輕率浮誇的批評人家的服事態度。
[00:27:47.000 --> 00:27:59.000]  正如主耶穌曾經講過一個有關法利賽人與瑞麗的比喻,
[00:27:59.000 --> 00:28:05.000]  在路加福音十八章九到十二節,
[00:28:05.000 --> 00:28:12.000]  一個法利賽人用自己虔誠的宗教行為,
[00:28:12.000 --> 00:28:17.000]  去與一個瑞麗比較,
[00:28:17.000 --> 00:28:33.000]  他在禱告當中向神論斷這個瑞麗,說這個瑞麗所做的事是怎樣怎樣的差,
[00:28:33.000 --> 00:28:36.000]  去誇耀他自己。
[00:28:36.000 --> 00:28:47.000]  耶穌就講法利賽人這種自以為意,看不起人的態度,
[00:28:47.000 --> 00:28:49.000]  神是不喜悅的。
[00:28:49.000 --> 00:28:57.000]  一個缺乏自省,自己察驗的人,
[00:28:57.000 --> 00:29:03.000]  是很容易成為一個自以為意的人。
[00:29:03.000 --> 00:29:10.000]  這種批評自以為意的服事態度是要不得的,
[00:29:10.000 --> 00:29:15.000]  只會帶來肢體之間的爭競。
[00:29:15.000 --> 00:29:24.000]  所以保羅就對加拉太教會提出一個勸告,
[00:29:24.000 --> 00:29:40.000]  叫他們不要貪圖虛名,彼此惹氣,互相嫉妒。
[00:29:40.000 --> 00:29:49.000]  第六章第一節提到什麼呢?
[00:29:49.000 --> 00:29:55.000]  若有人偶然被過犯所聖,
[00:29:55.000 --> 00:30:03.000]  你們屬靈的人就當用溫柔的心把他挽回過來,
[00:30:03.000 --> 00:30:10.000]  又當自己小心恐怕也被引誘。
[00:30:10.000 --> 00:30:17.000]  上一次白執事提到屬靈人,
[00:30:17.000 --> 00:30:31.000]  他說服事其他人的人,切忌全心高傲,
[00:30:31.000 --> 00:30:34.000]  批評比較,
[00:30:34.000 --> 00:30:44.000]  反而要謙卑溫柔地體恤其他人的軟弱,
[00:30:44.000 --> 00:30:49.000]  願意幫助別人,
