
[00:00:00.000 --> 00:00:02.880]  今天我的題目是「絕世好巴」
[00:02:22.040 --> 00:02:25.520]  當然我們香港就好像用了美國這個日期
[00:02:25.520 --> 00:02:28.520]  第三個星期日就成為了父親節
[00:02:28.520 --> 00:02:30.160]  台灣就不同的
[00:02:30.160 --> 00:02:33.960]  台灣其實他們的父親節是8月8號
[00:02:33.960 --> 00:02:35.120]  為什麼是8月8號呢
[00:02:35.120 --> 00:02:37.680]  就是因為8月8號的「八」字
[00:02:37.680 --> 00:02:42.200]  跟普通話「爸爸」是同一個音
[00:02:42.200 --> 00:02:44.120]  「巴巴」
[00:02:44.120 --> 00:02:45.760]  所以就用了8月8號
[00:02:45.760 --> 00:02:47.520]  成為了父親節
[00:02:47.520 --> 00:02:49.760]  當然過去十多年
[00:02:49.760 --> 00:02:53.320]  其實師母跟我一直在不同的機會
[00:02:53.320 --> 00:02:55.080]  來講婚姻的講座
[00:02:55.080 --> 00:02:56.960]  但是當我們講婚姻講座的時候
[00:02:56.960 --> 00:02:58.440]  慢慢慢慢我們看到
[00:02:58.440 --> 00:03:03.040]  其實一個家庭並不單單是夫妻
[00:03:03.040 --> 00:03:06.240]  而是其實夫妻怎樣去教導下一代
[00:03:06.240 --> 00:03:07.360]  也是很重要
[00:03:07.360 --> 00:03:09.600]  所以十多年前師母就開始
[00:03:09.600 --> 00:03:12.720]  去講多一點點親子的講座
[00:03:12.720 --> 00:03:15.880]  當然在十多年前的親子講座
[00:03:15.880 --> 00:03:20.360]  聽的人99%都是母親
[00:03:20.360 --> 00:03:22.680]  所以講的都是母親
[00:03:22.680 --> 00:03:25.080]  所以都是女性去講親子
[00:03:25.080 --> 00:03:26.760]  聽都是女性
[00:03:26.760 --> 00:03:30.240]  在那個年代如果有三四個的「爸爸」出席
[00:03:30.240 --> 00:03:31.840]  簡直拍眼手掌
[00:03:31.840 --> 00:03:32.840]  是稀有動聞
[00:03:32.840 --> 00:03:34.800]  因為聽的全部都是母親
[00:03:34.800 --> 00:03:36.240]  為什麼很簡單
[00:03:36.240 --> 00:03:37.920]  這個也是中國人的一個傳統
[00:03:37.920 --> 00:03:41.000]  就是男主外 女主內
[00:03:41.000 --> 00:03:43.960]  所以教導小孩的責任當然是給媽媽
[00:03:43.960 --> 00:03:46.800]  但是過去五年我們發覺開始有些轉變
[00:03:46.800 --> 00:03:49.160]  就是因為過去這五年我們看到
[00:03:49.160 --> 00:03:52.400]  原來開始聽這些親子講座的
[00:03:52.400 --> 00:03:55.160]  越來越多「爸爸」
[00:03:55.160 --> 00:03:57.840]  上個月在北宣師母有一個講座
[00:03:57.840 --> 00:03:59.040]  也是親子
[00:03:59.040 --> 00:04:00.800]  師母就跟我說
[00:04:00.800 --> 00:04:01.720]  「不如你也來吧」
[00:04:01.720 --> 00:04:02.680]  我說「無所謂了」
[00:04:02.680 --> 00:04:03.960]  「那晚又沒有事做」
[00:04:03.960 --> 00:04:05.000]  「我和你一起去」
[00:04:05.000 --> 00:04:08.880]  去到發覺有40%是「爸爸」
[00:04:08.880 --> 00:04:10.240]  我絕不簡單
[00:04:10.240 --> 00:04:12.320]  於是我明白為何師母要我去
[00:04:12.320 --> 00:04:14.400]  因為我臨尾可以有個祈禱
[00:04:14.400 --> 00:04:15.680]  祝福這些「爸爸」
[00:04:15.680 --> 00:04:16.840]  所以我心想
[00:04:16.840 --> 00:04:21.200]  越來越多「爸爸」去看重親子
[00:04:21.200 --> 00:04:22.000]  為什麼呢
[00:04:22.000 --> 00:04:23.640]  當然我們有個原因
[00:04:23.640 --> 00:04:25.640]  有個很表面的原因就是
[00:04:25.640 --> 00:04:28.120]  因為現在很多的媽媽都是雙職
[00:04:28.120 --> 00:04:30.520]  以致到家裡的責任
[00:04:30.520 --> 00:04:34.240]  不可能只是給媽媽一個人去承擔
[00:04:34.240 --> 00:04:35.560]  於是越來越多人
[00:04:35.560 --> 00:04:36.800]  越來越多的「爸爸」
[00:04:36.800 --> 00:04:41.000]  出來參與家裡的一些責任
[00:04:41.000 --> 00:04:42.760]  不過這是表面
[00:04:42.760 --> 00:04:45.240]  我覺得更加重要的
[00:04:45.240 --> 00:04:46.840]  就是看到很多的「爸爸」
[00:04:46.840 --> 00:04:50.200]  原來開始對親子的關係
[00:04:50.200 --> 00:04:52.080]  越來越看重
[00:04:52.080 --> 00:04:53.520]  因為我們很深信
[00:04:53.520 --> 00:04:57.240]  一個「家」絕對不只是單一一個元素
[00:04:57.240 --> 00:04:59.240]  去教導我們的下一代
[00:04:59.240 --> 00:05:00.160]  無論「爸爸」
[00:05:00.160 --> 00:05:01.080]  無論「媽媽」
[00:05:01.080 --> 00:05:02.280]  對我們的下一代
[00:05:02.280 --> 00:05:05.640]  其實都有它很重要的角色
[00:05:05.640 --> 00:05:07.360]  以致到過去這五年
[00:05:07.360 --> 00:05:09.920]  我們也開始和師母一樣
[00:05:09.920 --> 00:05:12.000]  開始從父親的角度
[00:05:12.000 --> 00:05:14.920]  去怎麼看親子關係
[00:05:14.920 --> 00:05:16.880]  以致到未來在九月
[00:05:16.880 --> 00:05:18.640]  我和師母又會去到夏威夷
[00:05:18.640 --> 00:05:20.320]  又會講這些講座
[00:05:20.320 --> 00:05:22.320]  我希望能夠在當中
[00:05:22.320 --> 00:05:24.080]  來祝福那邊的教會
[00:05:24.080 --> 00:05:25.400]  而九月份我們教會
[00:05:25.400 --> 00:05:26.760]  也有一個特別講座
[00:05:26.760 --> 00:05:28.120]  就是師母他們的機構
[00:05:28.120 --> 00:05:31.360]  會在我們當中講到信義代
[00:05:31.360 --> 00:05:32.680]  上星期師母也說
[00:05:32.680 --> 00:05:34.440]  我們作為牧者
[00:05:34.440 --> 00:05:36.320]  甚至是長子的下一代
[00:05:36.320 --> 00:05:38.880]  其實百分之八十都流失了
[00:05:38.880 --> 00:05:40.000]  可能都不信耶穌
[00:05:40.000 --> 00:05:40.920]  為什麼呢?
[00:05:40.920 --> 00:05:44.120]  信義代為什麼會不信耶穌呢?
[00:05:44.120 --> 00:05:46.120]  富二代就繼續富二代
[00:05:46.120 --> 00:05:47.320]  但是信義代就沒有了
[00:05:47.320 --> 00:05:47.880]  為什麼呢?
[00:05:47.880 --> 00:05:48.680]  沒有理由的
[00:05:48.680 --> 00:05:50.480]  所以師母他們九月
[00:05:50.480 --> 00:05:52.680]  大家看著報告
[00:05:52.680 --> 00:05:54.680]  九月份會有四堂的時間
[00:05:54.680 --> 00:05:59.160]  是講到怎樣將信仰傳遞給我們的下一代
[00:05:59.160 --> 00:06:01.480]  當然今天我選擇這個人物
[00:06:01.480 --> 00:06:04.280]  是很少人在父親節講這個人物
[00:06:04.280 --> 00:06:05.560]  就是挪亞
[00:06:05.560 --> 00:06:07.240]  因為一想起挪亞
[00:06:07.240 --> 00:06:09.080]  我們就想起方舟
[00:06:09.080 --> 00:06:11.600]  挪亞、方舟、挪亞、方舟、挪亞、方舟
[00:06:11.600 --> 00:06:14.080]  我們想起他是一個動物園的管理者
[00:06:14.080 --> 00:06:16.440]  他是一年在船那邊
[00:06:16.440 --> 00:06:18.000]  跟所有動物一起生活
[00:06:18.000 --> 00:06:18.640]  一年啊
[00:06:18.640 --> 00:06:20.720]  真的不容易頂
[00:06:20.720 --> 00:06:21.960]  這艘船不知道有沒有槍
[00:06:21.960 --> 00:06:23.720]  不是很多槍而已
[00:06:23.720 --> 00:06:24.600]  所以一年
[00:06:24.600 --> 00:06:26.560]  他是一個動物園的管理者
[00:06:26.560 --> 00:06:30.040]  但是我們極少去看這個挪亞
[00:06:30.040 --> 00:06:31.640]  作為一個父親的角色
[00:06:31.640 --> 00:06:33.720]  因為由《創世紀第六章》
[00:06:33.720 --> 00:06:35.120]  去到第九章
[00:06:35.120 --> 00:06:36.200]  甚至在新約那邊
[00:06:36.200 --> 00:06:36.920]  某些經文
[00:06:36.920 --> 00:06:37.800]  無論是耶穌講
[00:06:37.800 --> 00:06:38.560]  或者希伯來書
[00:06:38.560 --> 00:06:40.120]  或者彼得浩書講
[00:06:40.120 --> 00:06:41.120]  講這個挪亞
[00:06:41.120 --> 00:06:45.440]  都很少記載這個挪亞怎樣教子女
[00:06:45.440 --> 00:06:48.000]  反而挪亞一講說話
[00:06:48.000 --> 00:06:49.560]  就是洪水離開了之後
[00:06:49.560 --> 00:06:51.240]  他開始種葡萄樹
[00:06:51.240 --> 00:06:52.560]  開始喝葡萄酒
[00:06:52.560 --> 00:06:53.680]  他喝醉酒
[00:06:53.680 --> 00:06:55.280]  出現了一件醜事
[00:06:55.280 --> 00:06:58.840]  以致他要奏助他的孫奸男
[00:06:58.840 --> 00:07:00.760]  他一講說話就變成奏助
[00:07:00.760 --> 00:07:03.280]  究竟他怎樣成為一個絕世好伯
[00:07:03.280 --> 00:07:05.520]  讓我們先看看兩節聖經
[00:07:05.520 --> 00:07:06.680]  《創世紀第六章》
[00:07:06.680 --> 00:07:09.160]  我們一起讀讀第八節和第九節
[00:07:09.160 --> 00:07:10.480]  準備,一二三
[00:07:10.480 --> 00:07:13.480]  「惟有挪亞在耶和華眼前蒙恩
[00:07:13.480 --> 00:07:16.160]  挪亞的後代記在下面
[00:07:16.160 --> 00:07:18.120]  挪亞是個異人
[00:07:18.120 --> 00:07:21.480]  在當時的世代是個完全人
[00:07:21.480 --> 00:07:23.680]  挪亞與神同行」
[00:07:23.680 --> 00:07:24.520]  很明顯
[00:07:24.520 --> 00:07:26.840]  挪亞在他的年代那邊
[00:07:26.840 --> 00:07:29.320]  耶和華眼中的挪亞
[00:07:29.320 --> 00:07:31.080]  是非常蒙恩
[00:07:31.080 --> 00:07:33.560]  耶和華神說他是一個異人
[00:07:33.560 --> 00:07:35.880]  是一個那個年代的
[00:07:35.880 --> 00:07:39.400]  他特別強調是那個年代的完全人
[00:07:39.400 --> 00:07:41.520]  「挪亞與神同行」
[00:07:41.520 --> 00:07:43.680]  當然我們經常都會說
[00:07:43.680 --> 00:07:45.080]  當然了
[00:07:45.080 --> 00:07:48.200]  那個年代成為一個完全人容不易
[00:07:48.200 --> 00:07:50.080]  其實五十年前的香港
[00:07:50.080 --> 00:07:53.520]  都是夜不閉戶的一個環境
[00:07:53.520 --> 00:07:54.680]  很單純的
[00:07:54.680 --> 00:07:56.200]  現在這個世代不同了
[00:07:56.200 --> 00:07:58.400]  現在這個世代充滿試探
[00:07:58.400 --> 00:07:59.440]  走出街
[00:07:59.440 --> 00:08:01.400]  去到地鐵已經所有的試探
[00:08:01.400 --> 00:08:02.560]  就在牆上面
[00:08:02.560 --> 00:08:04.560]  埋了埋了埋了
[00:08:04.560 --> 00:08:05.960]  嘩!多少個試探
[00:08:05.960 --> 00:08:07.520]  以致到這個世代
[00:08:07.520 --> 00:08:08.960]  嘩!道德淪亡
[00:08:08.960 --> 00:08:11.040]  嘩!又有很多的罪的
[00:08:11.040 --> 00:08:12.560]  充塞這個世代
[00:08:12.560 --> 00:08:14.520]  無論是吸毒各方面
[00:08:14.520 --> 00:08:16.600]  這個世代做一個好人
[00:08:16.600 --> 00:08:20.080]  做一個完全人絕不容易
[00:08:20.080 --> 00:08:21.280]  我們很容易說
[00:08:21.280 --> 00:08:22.720]  「世風日下」
[00:08:22.720 --> 00:08:25.240]  那個年代當然容易
[00:08:25.240 --> 00:08:27.200]  五十年前都容易些
[00:08:27.200 --> 00:08:28.720]  五十年之後的今天
[00:08:28.720 --> 00:08:30.400]  嘩!你要成為一個
[00:08:30.400 --> 00:08:33.840]  真是抗衡這個世代的文化
[00:08:33.840 --> 00:08:35.160]  絕不容易
[00:08:35.160 --> 00:08:36.520]  對不對?
[00:08:36.520 --> 00:08:37.560]  有時候都會這樣
[00:08:37.560 --> 00:08:38.400]  是不是呢?
[00:08:38.400 --> 00:08:40.480]  如果我們看回《創世紀第六章》
[00:08:40.480 --> 00:08:42.920]  由第一節到第七節的時候
[00:08:42.920 --> 00:08:44.760]  特別是到第五節的時候
[00:08:44.760 --> 00:08:45.560]  很有趣
[00:08:45.560 --> 00:08:46.640]  第五節說什麼呢?
[00:08:46.640 --> 00:08:50.760]  「耶和華見人在地上罪惡很大」
[00:08:50.760 --> 00:08:55.560]  「眾人所思想的盡都是惡」
[00:08:55.560 --> 00:08:56.440]  你問一下旁邊那個
[00:08:56.440 --> 00:08:57.960]  是不是在說惡言
[00:08:57.960 --> 00:08:58.720]  當然不是
[00:08:58.720 --> 00:09:00.040]  我們現在在教會
[00:09:00.040 --> 00:09:01.320]  一定不是
[00:09:01.320 --> 00:09:02.440]  我們怎會想惡言呢?
[00:09:02.440 --> 00:09:05.960]  但是當時的人的腦海裡面
[00:09:05.960 --> 00:09:09.120]  所想的盡都是什麼呢?
[00:09:09.120 --> 00:09:10.120]  惡
[00:09:10.120 --> 00:09:13.640]  「諾亞的年代並不單純」
[00:09:13.640 --> 00:09:15.320]  甚至第四節那裡說
[00:09:15.320 --> 00:09:16.840]  他說那個時候的「偉人」
[00:09:16.840 --> 00:09:17.680]  「偉人」這個字
[00:09:17.680 --> 00:09:18.840]  希伯來文的意思
[00:09:18.840 --> 00:09:20.360]  是墮落的人
[00:09:20.360 --> 00:09:21.800]  如果我們看回第四節
[00:09:21.800 --> 00:09:22.920]  如果有些解經家就說
[00:09:22.920 --> 00:09:25.800]  第四節可能在那個年代
[00:09:25.800 --> 00:09:28.240]  已經有一夜情
[00:09:28.240 --> 00:09:29.320]  嘩
[00:09:29.320 --> 00:09:31.560]  我們以為現在才有一夜情
[00:09:31.560 --> 00:09:33.720]  其實那個年代可能已經有了
[00:09:33.720 --> 00:09:36.160]  甚至是一些墮落的人
[00:09:36.160 --> 00:09:38.320]  擺明是墮落的人
[00:09:38.320 --> 00:09:39.440]  第四節說
[00:09:39.440 --> 00:09:44.920]  「諾亞的年代面對的世代並不單純」
[00:09:44.920 --> 00:09:46.240]  所以我們不可以說
[00:09:46.240 --> 00:09:48.160]  這個世代越來越壞
[00:09:48.160 --> 00:09:50.040]  所以我們可以放鬆
[00:09:50.040 --> 00:09:55.600]  我們自己在聖經裡面所學的標準
[00:09:55.600 --> 00:09:58.680]  「諾亞」為什麼我稱他為一個絕世好霸
[00:09:58.680 --> 00:10:00.680]  就因為我覺得在聖經當中
[00:10:00.680 --> 00:10:02.760]  我看到他有三樣東西
[00:10:02.760 --> 00:10:04.800]  給我們去學習
[00:10:04.800 --> 00:10:06.040]  第一
[00:10:06.040 --> 00:10:07.680]  我們看到這個「諾亞」
[00:10:07.680 --> 00:10:11.240]  與神的關係非常之密切
[00:10:11.240 --> 00:10:15.920]  就因為耶和華神說他與神同行
[00:10:15.920 --> 00:10:17.240]  我們從來沒有想過
[00:10:17.240 --> 00:10:19.320]  「諾亞」與神同行
[00:10:19.320 --> 00:10:21.000]  我們一想起與神同行
[00:10:21.000 --> 00:10:23.080]  就想起另一個舊約人物
[00:10:23.080 --> 00:10:24.880]  如果大家聖經熟悉的
[00:10:24.880 --> 00:10:26.000]  知不知道是誰
[00:10:26.000 --> 00:10:28.240]  以諾
[00:10:28.240 --> 00:10:31.200]  以諾與神同行了三百年
[00:10:31.200 --> 00:10:32.040]  很明顯
[00:10:32.040 --> 00:10:35.440]  原來以諾是「諾亞」的曾祖父
[00:10:35.440 --> 00:10:37.440]  因為以諾生了馬圖撒拉
[00:10:37.440 --> 00:10:38.920]  馬圖撒拉生了拉密
[00:10:38.920 --> 00:10:41.000]  拉密生了「諾亞」
[00:10:41.000 --> 00:10:41.880]  所以很明顯
[00:10:41.880 --> 00:10:44.880]  以諾與神同行三百年
[00:10:44.880 --> 00:10:45.840]  的而且確
[00:10:45.840 --> 00:10:49.040]  在他的屬靈的生命中傳遞
[00:10:49.040 --> 00:10:51.320]  到第四代「諾亞」
[00:10:51.320 --> 00:10:54.240]  他仍然與神同行
[00:10:54.240 --> 00:10:55.760]  所以第六章第九節
[00:10:55.760 --> 00:10:56.680]  很明顯
[00:10:56.680 --> 00:10:57.800]  他是與神同行
[00:10:57.800 --> 00:10:59.320]  而「同行」的字
[00:10:59.320 --> 00:11:01.040]  在原文直譯
[00:11:01.040 --> 00:11:03.680]  就是「同行諾亞」
[00:11:03.680 --> 00:11:04.920]  「同行諾亞」這個希伯格文
[00:11:04.920 --> 00:11:06.640]  是「同行諾亞」
[00:11:06.640 --> 00:11:08.480]  「同行」是什麼意思呢?
[00:11:08.480 --> 00:11:09.880]  如果英文很精彩
[00:11:09.880 --> 00:11:10.560]  英文就說
[00:11:10.560 --> 00:11:12.240]  「Walk back and forth」
[00:11:12.240 --> 00:11:12.840]  即是說
[00:11:12.840 --> 00:11:15.040]  他與神是不會離開的
[00:11:15.040 --> 00:11:16.520]  今天我們逛街
[00:11:16.520 --> 00:11:18.520]  甚至與夫婦一起出去逛街
[00:11:18.520 --> 00:11:19.240]  我們都會有時
[00:11:19.240 --> 00:11:20.440]  一個行前一個行後
[00:11:20.440 --> 00:11:22.120]  甚至一去到購物中心
[00:11:22.120 --> 00:11:23.840]  就各自各精彩
[00:11:23.840 --> 00:11:25.040]  已經不再見面
[00:11:25.040 --> 00:11:26.160]  然後只用WhatsApp
[00:11:26.160 --> 00:11:27.960]  「你在哪裡?」
[00:11:27.960 --> 00:11:29.960]  我們很多時候不會「同行」
[00:11:29.960 --> 00:11:31.560]  「同行」是什麼意思呢?
[00:11:31.560 --> 00:11:32.440]  「同行」其實是
[00:11:32.440 --> 00:11:34.240]  一起見並見
[00:11:34.240 --> 00:11:35.880]  經常走在一起
[00:11:35.880 --> 00:11:36.840]  其實
[00:11:36.840 --> 00:11:37.800]  我們的神
[00:11:37.800 --> 00:11:39.360]  很想與我們同行
[00:11:39.360 --> 00:11:40.040]  不過
[00:11:40.040 --> 00:11:42.600]  我們很不想神與我們同行
[00:11:42.600 --> 00:11:44.880]  因為神與我們同行
[00:11:44.880 --> 00:11:45.880]  縱然有好東西
[00:11:45.880 --> 00:11:48.160]  就是可以給我們很多的保護
[00:11:48.160 --> 00:11:49.200]  很多的安慰
[00:11:49.200 --> 00:11:50.120]  但是不好的東西
[00:11:50.120 --> 00:11:51.800]  祂都知道我們的壞事
[00:11:51.800 --> 00:11:53.320]  「你做什麼都監察著」
[00:11:53.320 --> 00:11:54.720]  「你做什麼都監察著」
[00:11:54.720 --> 00:11:56.160]  所以我們很矛盾
[00:11:56.160 --> 00:11:56.960]  與神同行
[00:11:56.960 --> 00:12:00.160]  但是「羅亞卻與神同行」
[00:12:00.160 --> 00:12:01.720]  與神同行帶來了
[00:12:01.720 --> 00:12:02.920]  我覺得有三樣東西
[00:12:02.920 --> 00:12:04.440]  值得我們反思
[00:12:04.440 --> 00:12:05.880]  與神同行
[00:12:05.880 --> 00:12:06.440]  第一
[00:12:06.440 --> 00:12:08.160]  因為神是愛
[00:12:08.160 --> 00:12:09.520]  所以與神同行的人
[00:12:09.520 --> 00:12:11.040]  其實絕對應該
[00:12:11.040 --> 00:12:13.000]  我們的生命是有愛的
[00:12:13.000 --> 00:12:13.800]  我們的生命
[00:12:13.800 --> 00:12:15.400]  應該是愛我們的妻子
[00:12:15.400 --> 00:12:16.440]  愛我們的下一代
[00:12:16.440 --> 00:12:17.520]  愛我們身邊的人
[00:12:17.520 --> 00:12:18.560]  甚至有一天
[00:12:18.560 --> 00:12:21.080]  我們可以去愛我們的仇敵
[00:12:21.080 --> 00:12:21.960]  很難
[00:12:21.960 --> 00:12:23.000]  我絕對不是說
[00:12:23.000 --> 00:12:24.160]  是容易一件事
[00:12:24.160 --> 00:12:25.600]  我都未必做到
[00:12:25.600 --> 00:12:26.440]  但是另一方面
[00:12:26.440 --> 00:12:27.160]  很明顯
[00:12:27.160 --> 00:12:30.080]  當我們越來越與神同行的時候
[00:12:30.080 --> 00:12:31.040]  祂的生命
[00:12:31.040 --> 00:12:32.440]  因為神就是愛
[00:12:32.440 --> 00:12:34.400]  祂的愛一定在我們的生命當中
[00:12:34.400 --> 00:12:35.760]  也是慢慢慢慢
[00:12:35.760 --> 00:12:36.960]  透過我們的生命
[00:12:36.960 --> 00:12:39.200]  可以去愛我們身邊的人
[00:12:39.200 --> 00:12:40.360]  就算身邊的人
[00:12:40.360 --> 00:12:42.160]  對我們有很多的說話
[00:12:42.160 --> 00:12:43.840]  所以神就是愛
[00:12:43.840 --> 00:12:46.280]  我相信「羅亞」在那個年代
[00:12:46.280 --> 00:12:47.800]  因為祂與神同行
[00:12:47.800 --> 00:12:50.080]  祂一定愛祂身邊的人
[00:12:50.080 --> 00:12:54.200]  甚至祂很愛當時那一群的對象
[00:12:54.200 --> 00:12:55.120]  同樣第二
[00:12:55.120 --> 00:12:56.840]  神就是靈
[00:12:56.840 --> 00:12:58.040]  祂是Spirit
[00:12:58.040 --> 00:12:59.240]  所以我們理應
[00:12:59.240 --> 00:13:00.920]  我們是一群屬靈人
[00:13:00.920 --> 00:13:01.680]  弟兄姊妹
[00:13:01.680 --> 00:13:03.000]  甚麼叫屬靈人呢?
[00:13:03.000 --> 00:13:04.720]  上星期師父就說過
[00:13:04.720 --> 00:13:06.520]  我們的年代信耶穌之後
[00:13:06.520 --> 00:13:08.440]  有四年沒有看過電影
[00:13:08.440 --> 00:13:10.800]  因為看電影是屬世的
[00:13:10.800 --> 00:13:12.200]  他還未說完
[00:13:12.200 --> 00:13:14.600]  其實當時的教會是很嚴謹的
[00:13:14.600 --> 00:13:16.440]  就是不准看電影
[00:13:16.440 --> 00:13:17.640]  也不准看電視
[00:13:17.640 --> 00:13:18.640]  不准看報紙
[00:13:18.640 --> 00:13:21.280]  不准聽收音機
[00:13:21.280 --> 00:13:23.200]  我們拍拖不准牽手
[00:13:23.200 --> 00:13:24.240]  拍拖不准牽手
[00:13:24.240 --> 00:13:25.640]  甚麼叫拍拖呢?
[00:13:25.640 --> 00:13:27.360]  拍拖不准牽手
[00:13:27.360 --> 00:13:30.200]  我們在這個年代的成長四年
[00:13:30.200 --> 00:13:31.120]  四年
[00:13:31.120 --> 00:13:33.200]  我們說當時是一種異議分化
[00:13:33.200 --> 00:13:34.840]  這些事是屬世的
[00:13:34.840 --> 00:13:35.880]  你不可以做
[00:13:35.880 --> 00:13:38.000]  唯有我們可以看甚麼
[00:13:38.000 --> 00:13:39.600]  大家一定猜到的
[00:13:39.600 --> 00:13:41.120]  只是聖經
[00:13:41.120 --> 00:13:42.880]  看聖經就是屬靈
[00:13:42.880 --> 00:13:44.440]  看電影就是屬世
[00:13:44.440 --> 00:13:46.520]  拍拖一牽手就是屬世
[00:13:46.520 --> 00:13:48.360]  不牽手就是屬靈
[00:13:48.360 --> 00:13:50.160]  我們覺得是異議分化
[00:13:50.160 --> 00:13:51.240]  但在這個世界
[00:13:51.240 --> 00:13:52.120]  我們有沒有想過
[00:13:52.120 --> 00:13:54.440]  看聖經也可以屬世呢?
[00:13:54.440 --> 00:13:55.080]  怎麼會?
[00:13:55.080 --> 00:13:56.360]  看聖經怎麼會屬世呢?
[00:13:56.360 --> 00:13:57.120]  因為看聖經
[00:13:57.120 --> 00:14:00.880]  如果我們的心態是不正的
[00:14:00.880 --> 00:14:02.320]  我們可以看聖經
[00:14:02.320 --> 00:14:04.480]  可以比較
[00:14:04.480 --> 00:14:05.600]  當你看了十次聖經的時候
[00:14:05.600 --> 00:14:06.280]  你問隔壁
[00:14:06.280 --> 00:14:06.840]  問老公
[00:14:06.840 --> 00:14:07.640]  你看了多少次?
[00:14:07.640 --> 00:14:09.080]  一次
[00:14:09.080 --> 00:14:10.600]  我看了十次
[00:14:10.600 --> 00:14:11.760]  我當然是超過你
[00:14:11.760 --> 00:14:13.840]  侍奉也可以屬世的
[00:14:13.840 --> 00:14:15.200]  你侍奉甚麼?
[00:14:15.200 --> 00:14:17.240]  迎新
[00:14:17.240 --> 00:14:19.520]  我是甚麼?
[00:14:19.520 --> 00:14:20.800]  我們可以比較
[00:14:20.800 --> 00:14:21.840]  也可以屬世
[00:14:21.840 --> 00:14:24.120]  但看電視也可以屬靈
[00:14:24.120 --> 00:14:25.840]  當我們看電視
[00:14:25.840 --> 00:14:27.320]  看到倫敦大火的時候
[00:14:27.320 --> 00:14:28.640]  我們會怎樣?
