
[00:00:00.000 --> 00:00:07.500]  上個月初的時候,在俄亥俄州的伊斯巴勒斯丁,發生了什麼事?
[00:06:33.800 --> 00:06:34.800]  就是「不可姦人」。
[00:06:34.800 --> 00:06:38.800]  是跟在「不可殺人」的後面。
[00:06:38.800 --> 00:06:45.800]  由此你可以看到,犯姦淫這件事是多麼嚴重。
[00:06:45.800 --> 00:06:47.800]  而上帝是看得很緊要。
[00:06:47.800 --> 00:06:50.800]  「不可殺人」之後就「不可姦淫」了。
[00:06:50.800 --> 00:06:55.800]  所以這個問題,是我們必須要去面對的問題。
[00:06:55.800 --> 00:07:03.800]  但是,到了新約的時候,耶穌就更進一步。
[00:07:03.800 --> 00:07:07.800]  耶穌說的話,補充了《舊約聖經》所說的話。
[00:07:07.800 --> 00:07:09.800]  耶穌是教導我們什麼呢?
[00:07:09.800 --> 00:07:15.800]  不只「不可姦淫」,還要走一步是什麼呢?
[00:07:15.800 --> 00:07:18.800]  要提防出軌。
[00:07:18.800 --> 00:07:20.800]  提防出軌。
[00:07:20.800 --> 00:07:26.800]  不要犯姦淫,我們要努力去建立一個幸福的分一。
[00:07:26.800 --> 00:07:30.800]  看完聖經,我們看了馬太福音登山補訓。
[00:07:30.800 --> 00:07:33.800]  今天看了第五章的二十七到三十字。
[00:07:33.800 --> 00:07:38.800]  馬太福音第五章二十七到三十字怎麼說呢?
[00:07:38.800 --> 00:07:42.800]  祂說:「你們聽見有話說,不可姦淫。」
[00:07:42.800 --> 00:07:47.800]  耶穌說:「只是我告訴你們,凡看見婦女就動淫念的,
[00:07:47.800 --> 00:07:50.800]  這人心裡已經遇到凡姦淫了。
[00:07:50.800 --> 00:07:55.800]  若是你們的右眼叫你們跌倒,就畫出來,雕雕。
[00:07:55.800 --> 00:08:00.800]  寧可失去百體中的一體,不叫全身雕在地獄裡。
[00:08:00.800 --> 00:08:05.800]  若是你們的右眼叫你們跌倒,就畫出來,雕雕。
[00:08:05.800 --> 00:08:12.800]  寧可失去百體中的一體,不叫全身雕在地獄裡。」
[00:08:12.800 --> 00:08:15.800]  聖經說不可姦淫。
[00:08:15.800 --> 00:08:20.800]  姦淫這個字,大家在美國都知道,英文是什麼?Adultery。
[00:08:20.800 --> 00:08:25.800]  Adultery這個字的意思,基本上是說做丈夫的,
[00:08:25.800 --> 00:08:31.800]  特別是聖經,做丈夫的,有婚外情,有出軌的行為。
[00:08:31.800 --> 00:08:36.800]  不過,婚外情,就是婚姻以外的,婚姻以外的情緣,
[00:08:36.800 --> 00:08:40.800]  都是包括什麼?包括婚傳性行為,
[00:08:40.800 --> 00:08:49.800]  以及包括一切在婚姻關係以外,違背倫理人常的性關係。
[00:08:49.800 --> 00:08:54.800]  那些都是出軌的行為,都是婚外情。
[00:08:54.800 --> 00:08:59.800]  在聖經裡面來說,如果我們看聖經,
[00:08:59.800 --> 00:09:02.800]  特別是舊約聖經,我還未記得二十章,
[00:09:02.800 --> 00:09:08.800]  那裡列了一大堆東西出來,包括婚外情、犯姦淫這些情況。
[00:09:08.800 --> 00:09:15.800]  要說上帝,就吩咐摩西了,犯姦淫,刑罰是什麼?
[00:09:15.800 --> 00:09:18.800]  姦夫淫婦都要被處死。
[00:09:18.800 --> 00:09:22.800]  這個是舊約聖經裡面來說,很清楚的,
[00:09:22.800 --> 00:09:26.800]  中國人要浸豬籠,不過只浸女兒,不浸男兒,不知道為什麼。
[00:09:26.800 --> 00:09:29.800]  稍後我告訴你為什麼。
[00:09:29.800 --> 00:09:32.800]  按舊約聖經裡面來說,犯姦淫?
[00:09:32.800 --> 00:09:35.800]  哇!姦夫淫婦都要被處死。
[00:09:35.800 --> 00:09:41.800]  不過,到了耶穌時代,新約了,耶穌時代,
[00:09:41.800 --> 00:09:47.800]  以色列人對犯姦淫,對婚外情,婚姻出軌這個,
[00:09:47.800 --> 00:09:50.800]  已經沒有看得這麼嚴重了。
[00:09:50.800 --> 00:09:56.800]  而上帝叫摩西叔定下法律,姦夫淫婦被處死。
[00:09:56.800 --> 00:10:00.800]  在那個時代裡面來說,有沒有執行?
[00:10:00.800 --> 00:10:02.800]  沒有了。
[00:10:02.800 --> 00:10:04.800]  大家記不記得聖經裡面有一個很出名的故事,
[00:10:04.800 --> 00:10:06.800]  約夫淫第八章說什麼?
[00:10:06.800 --> 00:10:11.800]  說到有一個女人,被人捉姦在床。
[00:10:11.800 --> 00:10:14.800]  犯姦淫的時候,正在犯姦淫的時候,
[00:10:14.800 --> 00:10:20.800]  被人撞進來,就被抓去見耶穌。
[00:10:20.800 --> 00:10:22.800]  哪些人被抓去見耶穌?
[00:10:22.800 --> 00:10:24.800]  民主和法律賽人。
[00:10:24.800 --> 00:10:26.800]  被抓去見耶穌面前。
[00:10:26.800 --> 00:10:30.800]  耶穌,這個女人是捉姦在床的,犯姦淫。
[00:10:30.800 --> 00:10:32.800]  你說應該怎麼做?
[00:10:32.800 --> 00:10:38.800]  其實大家知道,他們想找藉口攻擊耶穌。
[00:10:38.800 --> 00:10:44.800]  其實這些被抓去見耶穌,犯姦淫的時候被捉到的女人,
[00:10:44.800 --> 00:10:48.800]  去見耶穌,問耶穌問題的,這些是什麼人?
[00:10:48.800 --> 00:10:52.800]  民主,民主是律法師。
[00:10:52.800 --> 00:10:57.800]  法律賽人,嚴謹的猶太教徒。
[00:10:57.800 --> 00:10:59.800]  他們知不知道猶太律法?
[00:10:59.800 --> 00:11:00.800]  知。
[00:11:00.800 --> 00:11:04.800]  他們十分清楚,因為聖經裡面不單單是利美記,
[00:11:04.800 --> 00:11:09.800]  聖經裡面也說到犯姦淫的人,是要被處死的。
[00:11:09.800 --> 00:11:11.800]  所以,根本上什麼耶穌裁決?
[00:11:11.800 --> 00:11:14.800]  這群人今天就知道應該怎麼做法了。
[00:11:14.800 --> 00:11:18.800]  所以我們剛才說,他們在這個行淫時,
[00:11:18.800 --> 00:11:23.800]  犯姦淫的女人在耶穌面前,其實是想找耶穌基督的把柄。
[00:11:23.800 --> 00:11:27.800]  而事實上,大家不要記住那個背景,要記住那個背景是什麼?
[00:11:27.800 --> 00:11:33.800]  那個時候的猶太是在羅馬帝國統治之下的。
[00:11:33.800 --> 00:11:34.800]  是吧?
[00:11:34.800 --> 00:11:39.800]  所以,其實他們這群宗教領袖,
[00:11:39.800 --> 00:11:51.800]  是沒有這樣的權柄和法律力量可以宣判一個人的死刑,
[00:11:51.800 --> 00:11:53.800]  以及偵行死刑的。
[00:11:53.800 --> 00:11:58.800]  事實上,在羅馬的法律底下來說,
[00:11:58.800 --> 00:12:02.800]  犯姦淫?犯姦淫出軌?
[00:12:02.800 --> 00:12:04.800]  不是死罪來的。
[00:12:04.800 --> 00:12:07.800]  甚至不是罪。
[00:12:07.800 --> 00:12:15.800]  所以,如果按照當時的以色列人在羅馬政府統治的環境底下來說,
[00:12:15.800 --> 00:12:18.800]  這些不是罪來的。
[00:12:18.800 --> 00:12:26.800]  而這些以色列人在那個時候是受羅馬帝國的淫亂之風。
[00:12:26.800 --> 00:12:33.800]  大家知道,羅馬人在那個時候已經出名了,是一個淫亂的民族。
[00:12:33.800 --> 00:12:37.800]  都受了那個影響,是吧?
[00:12:37.800 --> 00:12:45.800]  所以,就算他當中發覺有人犯姦淫,有婚外情,有婚姻出軌,
[00:12:45.800 --> 00:12:50.800]  到了耶穌的時代,他都見怪不怪。
[00:12:50.800 --> 00:12:52.800]  已經見怪不怪。
[00:12:52.800 --> 00:12:56.800]  已經是很普通的事情。
[00:12:56.800 --> 00:12:58.800]  大家有沒有留意那個故事?
[00:12:58.800 --> 00:13:03.800]  剛才說的《約翰佛第八章》,被人捉姦在床上。
[00:13:03.800 --> 00:13:05.800]  那個姦夫在哪裏?
[00:13:05.800 --> 00:13:09.800]  為甚麼你只看到那個淫婦,沒有看到姦夫?
[00:13:09.800 --> 00:13:12.800]  是不是那個姦夫聰明,一早就走了?
[00:13:12.800 --> 00:13:15.800]  一早就走了,就不是捉姦在床了。
[00:13:15.800 --> 00:13:22.800]  那為甚麼他不帶那個女的來,那個男的去了哪裏呢?
[00:13:22.800 --> 00:13:24.800]  我相信不是跑路的。
[00:13:24.800 --> 00:13:26.800]  如果你問我,我相信是為甚麼?
[00:13:26.800 --> 00:13:28.800]  捉她來也沒有用。
[00:13:28.800 --> 00:13:30.800]  They can do anything.
[00:13:30.800 --> 00:13:32.800]  就算捉了那個姦夫來又如何?
[00:13:32.800 --> 00:13:35.800]  他不可以做任何事。
[00:13:35.800 --> 00:13:40.800]  因為他們沒有權去審問這個人,沒有權去責罰這個人。
[00:13:40.800 --> 00:13:41.800]  但這個女人呢?
[00:13:41.800 --> 00:13:42.800]  為甚麼可以捉她來?
[00:13:42.800 --> 00:13:48.800]  女人在那個時代裏面來說,是男人的property。
[00:13:48.800 --> 00:13:52.800]  即是女人和小孩,未成年之前,
[00:13:52.800 --> 00:13:56.800]  都是被以色列人當作是一件物件來的。
[00:13:56.800 --> 00:13:59.800]  那就不要緊,物件就拿來見耶穌。
[00:13:59.800 --> 00:14:02.800]  找些理由想去攻擊耶穌。
[00:14:02.800 --> 00:14:07.800]  所以就帶個女人來,不帶男人來。
[00:14:07.800 --> 00:14:11.800]  捉個男人也沒有用,因為你告他不到,又不可以定他罪。
[00:14:11.800 --> 00:14:19.800]  但捉個女人來就可以問耶穌了,你怎樣處理這件事?
[00:14:19.800 --> 00:14:23.800]  這就是當時的情況。
[00:14:23.800 --> 00:14:27.800]  像不像我們今日美國的情況?
[00:14:27.800 --> 00:14:29.800]  像不像大國特?
[00:14:29.800 --> 00:14:32.800]  在美國裏面來說呢?
[00:14:32.800 --> 00:14:34.800]  婚姻出軌?
[00:14:34.800 --> 00:14:36.800]  有婚外情?
[00:14:36.800 --> 00:14:38.800]  很普通而已。
[00:14:38.800 --> 00:14:47.800]  在美國已經是一件十分普遍的事情來的了。
[00:14:47.800 --> 00:14:54.800]  我們就當作是聽花邊新聞來聽聽。
[00:14:54.800 --> 00:14:56.800]  在哪裏發生了?
[00:14:56.800 --> 00:14:57.800]  在這件事上發生了?
[00:14:57.800 --> 00:14:58.800]  OK!
[00:14:58.800 --> 00:15:00.800]  那就OK了。
[00:15:00.800 --> 00:15:05.800]  我們已經不當是一回事來的了。
[00:15:05.800 --> 00:15:09.800]  特別是在美國。
[00:15:09.800 --> 00:15:13.800]  你來來去去都知道,美國很多人推行什麼?
[00:15:13.800 --> 00:15:15.800]  私婚。
[00:15:15.800 --> 00:15:16.800]  還有呢?
[00:15:16.800 --> 00:15:20.800]  私婚無論同居也好,你叫同居也好,私婚也好。
[00:15:20.800 --> 00:15:24.800]  我好像以前跟大家說過,還有一樣東西,現在推行什麼?
[00:15:24.800 --> 00:15:25.800]  Open Marriage。
[00:15:25.800 --> 00:15:26.800]  有沒有聽過?
[00:15:26.800 --> 00:15:27.800]  我已經說過了。
[00:15:27.800 --> 00:15:28.800]  什麼?
[00:15:28.800 --> 00:15:29.800]  Open Marriage。
[00:15:29.800 --> 00:15:30.800]  我打幾分?
[00:15:30.800 --> 00:15:34.800]  不過,如果大家同意,我又答應你。
[00:15:34.800 --> 00:15:36.800]  我會對你絕對透明的。
[00:15:36.800 --> 00:15:39.800]  我和誰上過床,我可以告訴你。
[00:15:39.800 --> 00:15:42.800]  各自可以找婚姻以外的性伴侶。
[00:15:42.800 --> 00:15:44.800]  這是Open Marriage。
[00:15:44.800 --> 00:15:46.800]  美國現在有人推行這件事。
[00:15:46.800 --> 00:15:48.800]  另外一件事就比較古老了。
[00:15:48.800 --> 00:15:50.800]  也不是古老了,是什麼呢?
[00:15:50.800 --> 00:15:52.800]  換妻換老公。
[00:15:52.800 --> 00:15:54.800]  Swing parties。
[00:15:54.800 --> 00:16:01.800]  可以找另外一個夫婦一起去玩一些家活配偶的遊戲。
[00:16:01.800 --> 00:16:06.800]  在美國裡面,很多人正在推崇這件事。
[00:16:06.800 --> 00:16:08.800]  OK?
[00:16:08.800 --> 00:16:10.800]  再加上美國是什麼?
[00:16:10.800 --> 00:16:11.800]  我都說過了。
[00:16:11.800 --> 00:16:14.800]  No Fort Divorce。
[00:16:14.800 --> 00:16:19.800]  即是,無過失的離婚。
[00:16:19.800 --> 00:16:21.800]  無過失的離婚。
[00:16:21.800 --> 00:16:25.800]  夫妻就不需要有什麼理由。
[00:16:25.800 --> 00:16:30.800]  只要大家覺得合不來。
[00:16:30.800 --> 00:16:31.800]  我受不了這個人。
[00:16:31.800 --> 00:16:32.800]  什麼事受不了?
[00:16:32.800 --> 00:16:34.800]  無所謂了。
[00:16:34.800 --> 00:16:36.800]  總之我覺得不可以再和他在一起了。
[00:16:36.800 --> 00:16:37.800]  OK?
[00:16:37.800 --> 00:16:38.800]  那你可以怎樣?
[00:16:38.800 --> 00:16:41.800]  單方面去離婚。
[00:16:41.800 --> 00:16:42.800]  OK?
[00:16:42.800 --> 00:16:44.800]  不需要說誰欺負誰錯。
[00:16:44.800 --> 00:16:45.800]  不需要說這些了。
[00:16:45.800 --> 00:16:46.800]  OK?
[00:16:46.800 --> 00:16:49.800]  總之我不喜歡,就離婚吧。
[00:16:49.800 --> 00:16:58.800]  離婚就變成了一個解決婚姻問題、婚姻矛盾的一個方法。
[00:16:58.800 --> 00:17:00.800]  這就是美國的情況了。
[00:17:00.800 --> 00:17:02.800]  大家知不知道?
[00:17:02.800 --> 00:17:06.800]  所以我們很多人來發美國夢,都是想賺錢而已。
[00:17:06.800 --> 00:17:09.800]  美國這個環境好,有多點自由了。
[00:17:09.800 --> 00:17:11.800]  所以我們很喜歡來美國生活了。
[00:17:11.800 --> 00:17:16.800]  事實上,在美國真的有很多東西值得我們學習的。
[00:17:16.800 --> 00:17:17.800]  OK?
[00:17:17.800 --> 00:17:21.800]  不過與此同時,我都說過了。
[00:17:21.800 --> 00:17:26.800]  美國的道德標準是每況愈下的。
[00:17:26.800 --> 00:17:28.800]  愈來愈開放。
[00:17:28.800 --> 00:17:31.800]  愈來愈墮落。
[00:17:31.800 --> 00:17:35.800]  這些東西,我們就不要學了。
[00:17:35.800 --> 00:17:38.800]  現在美國到了一個地步,
[00:17:38.800 --> 00:17:40.800]  人們覺得自由嘛。
[00:17:40.800 --> 00:17:42.800]  這是我自己的自由嘛。
[00:17:42.800 --> 00:17:43.800]  我想做什麼?
[00:17:43.800 --> 00:17:44.800]  我想怎樣做?
[00:17:44.800 --> 00:17:50.800]  只要不傷害別人的身體,就OK了。
[00:17:50.800 --> 00:17:52.800]  所以我可以事分。
[00:17:52.800 --> 00:17:54.800]  所以我可以有婚前性行為。
[00:17:54.800 --> 00:17:57.800]  所以我可以婚姻出軌。
[00:17:57.800 --> 00:17:59.800]  OK?
[00:17:59.800 --> 00:18:00.800]  我沒有傷人。
[00:18:00.800 --> 00:18:01.800]  我沒有家庭暴力。
[00:18:01.800 --> 00:18:03.800]  OK?
[00:18:03.800 --> 00:18:04.800]  但我可以做這些東西。
[00:18:04.800 --> 00:18:07.800]  這是我的自由。
[00:18:07.800 --> 00:18:08.800]  這是我的自由。
[00:18:08.800 --> 00:18:09.800]  我喜歡做就行。
[00:18:09.800 --> 00:18:11.800]  我喜歡想怎樣做都行。
[00:18:11.800 --> 00:18:14.800]  OK?
[00:18:14.800 --> 00:18:19.800]  但是不是真的這些人以為是OK的呢?
[00:18:19.800 --> 00:18:23.800]  以為是沒有問題的呢?
[00:18:23.800 --> 00:18:27.800]  事實上,一個接一個的研究報告告訴我們,
[00:18:27.800 --> 00:18:30.800]  當婚姻裏面有婚外情,
[00:18:30.800 --> 00:18:32.800]  當配偶裏面其中一個,
[00:18:32.800 --> 00:18:34.800]  男也好,女也好,
[00:18:34.800 --> 00:18:37.800]  有婚姻出軌的情況出現的時候,
[00:18:37.800 --> 00:18:40.800]  首先第一樣東西是什麼呢?
[00:18:40.800 --> 00:18:44.800]  破壞了夫妻之間的信任。
[00:18:44.800 --> 00:18:48.800]  所以他要完全透明。
[00:18:48.800 --> 00:18:50.800]  第二樣東西來說,
[00:18:50.800 --> 00:18:56.800]  會嚴重損害了夫妻之間的關係。
[00:18:56.800 --> 00:18:58.800]  於是不自覺地,
[00:18:58.800 --> 00:19:00.800]  不經意地會執導,
[00:19:00.800 --> 00:19:03.800]  不自覺地對立。
[00:19:03.800 --> 00:19:05.800]  而另外一樣東西,
[00:19:05.800 --> 00:19:12.800]  你的自尊心和心理健康,
[00:19:12.800 --> 00:19:18.800]  都會受到嚴重的傷害和影響。
[00:19:18.800 --> 00:19:24.800]  如果不好好處理的時候,
[00:19:24.800 --> 00:19:27.800]  結果是什麼呢?
[00:19:27.800 --> 00:19:31.800]  會造成越來越深的傷口,
[00:19:31.800 --> 00:19:34.800]  越來越無法去醫好,
[00:19:34.800 --> 00:19:38.800]  縫合的床上。
[00:19:38.800 --> 00:19:41.800]  心中的那根刺,
[00:19:41.800 --> 00:19:42.800]  會不會有刺呢?
[00:19:42.800 --> 00:19:43.800]  會不會呢?
[00:19:43.800 --> 00:19:44.800]  有的,
[00:19:44.800 --> 00:19:48.800]  那根刺會越來越粗,
[00:19:48.800 --> 00:19:51.800]  那個人會覺得越來越痛,
[00:19:51.800 --> 00:19:52.800]  受不了。
[00:19:52.800 --> 00:19:53.800]  怎樣呢?
[00:19:53.800 --> 00:19:57.800]  離婚。
[00:19:57.800 --> 00:19:59.800]  但是離婚,
[00:19:59.800 --> 00:20:00.800]  我剛才說過,
[00:20:00.800 --> 00:20:04.800]  很多時候成為解決婚姻問題的一個方法。
[00:20:04.800 --> 00:20:07.800]  但是離婚是不可以,
[00:20:07.800 --> 00:20:12.800]  醫好你的心靈中的床上。
[00:20:12.800 --> 00:20:14.800]  那些傷口不會自己好的,
[00:20:14.800 --> 00:20:17.800]  弟兄姊妹。
[00:20:17.800 --> 00:20:19.800]  如果你有小孩呢?
[00:20:19.800 --> 00:20:21.800]  如果你有小朋友的話,
[00:20:21.800 --> 00:20:24.800]  問題更加嚴重。
[00:20:24.800 --> 00:20:26.800]  很多心理學家指出,
[00:20:26.800 --> 00:20:35.800]  父母離婚對小孩會造成長遠的心理影響。
[00:20:35.800 --> 00:20:39.800]  這個是media.com所說的。
[00:20:39.800 --> 00:20:42.800]  父母離異的孩子,
[00:20:42.800 --> 00:20:46.800]  更容易患上焦慮症、抑鬱症,
[00:20:46.800 --> 00:20:49.800]  以及其他類型的精神障礙。
[00:20:49.800 --> 00:20:51.800]  小孩在成長的過程當中,
[00:20:51.800 --> 00:20:53.800]  已經面臨了很多挑戰。
[00:20:53.800 --> 00:20:55.800]  現在父母離婚,
[00:20:55.800 --> 00:20:57.800]  在大多數情況下,
[00:20:57.800 --> 00:21:00.800]  只會增加他們額外的壓力,
[00:21:00.800 --> 00:21:07.800]  增加他們出現行為問題的機會。
[00:21:07.800 --> 00:21:10.800]  而Dr. Judith Wallace-Stan,
[00:21:10.800 --> 00:21:12.800]  她的研究也發現,
[00:21:12.800 --> 00:21:16.800]  離婚對不同年齡層的小孩,
[00:21:16.800 --> 00:21:19.800]  會帶來很多負面的影響。
[00:21:19.800 --> 00:21:21.800]  對學前兒童,
[00:21:21.800 --> 00:21:24.800]  他們會怕被遺棄,
[00:21:24.800 --> 00:21:28.800]  可能會有睡眠的障礙。
[00:21:28.800 --> 00:21:30.800]  對幼兒期的小孩,
[00:21:30.800 --> 00:21:33.800]  他們會害怕流離失所,
[00:21:33.800 --> 00:21:37.800]  會感到憂慮,難過和悲傷。
[00:21:37.800 --> 00:21:40.800]  可能會有學習的困難,
[00:21:40.800 --> 00:21:42.800]  擔心父母不在身邊。
[00:21:42.800 --> 00:21:44.800]  這是對幼齡兒童的影響。
[00:21:44.800 --> 00:21:49.800]  對年齡層的小孩來說,
[00:21:49.800 --> 00:21:51.800]  他們會變得情緒化。
[00:21:51.800 --> 00:21:53.800]  如果你有朋友離婚的小孩,
[00:21:53.800 --> 00:21:55.800]  你觀察一下有沒有這樣的情況出現。
[00:21:55.800 --> 00:21:57.800]  情緒化,
[00:21:57.800 --> 00:22:01.800]  時常跟父母吵架,
[00:22:01.800 --> 00:22:04.800]  還有會偷看其他人的父母,
[00:22:04.800 --> 00:22:07.800]  會監視其他人的父母。
[00:22:07.800 --> 00:22:09.800]  對青春期的青少年,
[00:22:09.800 --> 00:22:13.800]  他們會害怕自己的關係失敗,
[00:22:13.800 --> 00:22:15.800]  像父母一樣。
