
[00:00:00.000 --> 00:00:05.000]  早晨,各位大兄姊妹們,平安!
[00:10:52.000 --> 00:10:55.000]  其實你們就是要留在這裏
[00:10:55.000 --> 00:10:57.000]  切實地進入他們的系統
[00:10:57.000 --> 00:10:59.000]  切實地工作
[00:10:59.000 --> 00:11:01.000]  進入他們的經濟裏面
[00:11:01.000 --> 00:11:04.000]  因為最後次平安的不是我們
[00:11:04.000 --> 00:11:07.000]  最後次平安的是耶和華
[00:11:07.000 --> 00:11:11.000]  你們的責任是為城去求平安
[00:11:11.000 --> 00:11:13.000]  為城祈禱
[00:11:13.000 --> 00:11:15.000]  我們要留意
[00:11:15.000 --> 00:11:17.000]  次平安是折射的平安
[00:11:17.000 --> 00:11:20.000]  你不要只想自求多福
[00:11:20.000 --> 00:11:22.000]  你們是要城市得平安
[00:11:22.000 --> 00:11:24.000]  你們才得平安
[00:11:24.000 --> 00:11:27.000]  我們作為信徒群體
[00:11:27.000 --> 00:11:30.000]  我們是不可以獨善其身的
[00:11:30.000 --> 00:11:31.000]  如果我們周圍
[00:11:31.000 --> 00:11:32.000]  我們的社區
[00:11:32.000 --> 00:11:33.000]  我們的城市不好
[00:11:33.000 --> 00:11:35.000]  我們是很難好的
[00:11:35.000 --> 00:11:38.000]  而且舊約所說的平安
[00:11:38.000 --> 00:11:40.000]  是非常豐富的
[00:11:40.000 --> 00:11:42.000]  那個意義不是無穿無難
[00:11:42.000 --> 00:11:44.000]  無病無痛
[00:11:44.000 --> 00:11:47.000]  而是整存、健康、幸福
[00:11:47.000 --> 00:11:49.000]  包含那個救贖
[00:11:49.000 --> 00:11:51.000]  個人的狀態
[00:11:51.000 --> 00:11:52.000]  我們的品格
[00:11:52.000 --> 00:11:54.000]  人與人的關係
[00:11:54.000 --> 00:11:56.000]  民族、國家的關係
[00:11:56.000 --> 00:11:58.000]  還有很重要
[00:11:58.000 --> 00:12:00.000]  是神與人的關係
[00:12:00.000 --> 00:12:02.000]  但很多時候
[00:12:02.000 --> 00:12:04.000]  我們不太知道
[00:12:04.000 --> 00:12:06.000]  其實我們經常都以為
[00:12:06.000 --> 00:12:08.000]  自己還在耶路撒冷
[00:12:08.000 --> 00:12:10.000]  其實外面的世界
[00:12:10.000 --> 00:12:12.000]  已經變了很多
[00:12:12.000 --> 00:12:14.000]  已經變成了一個巴比倫
[00:12:14.000 --> 00:12:16.000]  就算你沒有活動
[00:12:16.000 --> 00:12:18.000]  很多時候我們都有這個感覺
[00:12:18.000 --> 00:12:20.000]  在教會裡對我們來說
[00:12:20.000 --> 00:12:22.000]  是一個耶路撒冷
[00:12:22.000 --> 00:12:24.000]  每個人都是敬畏神
[00:12:24.000 --> 00:12:26.000]  理所當然的
[00:12:26.000 --> 00:12:28.000]  有信心、忠心
[00:12:28.000 --> 00:12:29.000]  但是出去
[00:12:29.000 --> 00:12:31.000]  我們要面對這個世界
[00:12:31.000 --> 00:12:33.000]  面對城市、面對職場
[00:12:33.000 --> 00:12:35.000]  我們經常都會覺得不舒服
[00:12:35.000 --> 00:12:36.000]  因為他們的文化
[00:12:36.000 --> 00:12:37.000]  他們的價值
[00:12:37.000 --> 00:12:39.000]  他們的處事很不同
[00:12:39.000 --> 00:12:41.000]  外面的人可能
[00:12:41.000 --> 00:12:43.000]  他們拜神、風水
[00:12:43.000 --> 00:12:45.000]  或者一些價值觀
[00:12:45.000 --> 00:12:47.000]  跟我們非常不同
[00:12:47.000 --> 00:12:49.000]  我們的身份經常都被挑戰
[00:12:49.000 --> 00:12:53.000]  但是耶利米書這段的聖經
[00:12:53.000 --> 00:12:55.000]  提點我們
[00:12:55.000 --> 00:12:57.000]  我們不要因為自己不舒服
[00:12:57.000 --> 00:12:58.000]  不安全
[00:12:58.000 --> 00:13:00.000]  就覺得要全心退場
[00:13:00.000 --> 00:13:03.000]  反而我們要深入的
[00:13:03.000 --> 00:13:06.000]  去到這個城市裡
[00:13:06.000 --> 00:13:07.000]  切實生活
[00:13:07.000 --> 00:13:12.000]  而一邊向神求祂們的平安
[00:13:12.000 --> 00:13:14.000]  聖奧古斯丁出了一個
[00:13:14.000 --> 00:13:16.000]  很重要的名著
[00:13:16.000 --> 00:13:18.000]  叫做《上帝之城》
[00:13:18.000 --> 00:13:20.000]  他講到人類的歷史
[00:13:20.000 --> 00:13:22.000]  一向都是耶路撒冷
[00:13:22.000 --> 00:13:24.000]  和巴比倫的爭戰
[00:13:24.000 --> 00:13:27.000]  人的城市是基於人的道理
[00:13:27.000 --> 00:13:29.000]  原則和法則
[00:13:29.000 --> 00:13:30.000]  很多時候
[00:13:30.000 --> 00:13:32.000]  我們為什麼這麼努力工作
[00:13:32.000 --> 00:13:35.000]  是可能因為我們很想爭取
[00:13:35.000 --> 00:13:38.000]  令人覺得我們重要
[00:13:38.000 --> 00:13:40.000]  又或者我們有很多的恐懼
[00:13:40.000 --> 00:13:43.000]  很擔心如果我不努力工作
[00:13:43.000 --> 00:13:45.000]  我就會失去工作
[00:13:45.000 --> 00:13:47.000]  我們就會失去依靠
[00:13:47.000 --> 00:13:49.000]  無以為繼
[00:13:49.000 --> 00:13:51.000]  但是上帝的城市
[00:13:51.000 --> 00:13:54.000]  根基是上帝的國度
[00:13:54.000 --> 00:13:57.000]  我們是在上帝的愛
[00:13:57.000 --> 00:13:59.000]  和恩典裡面生活
[00:13:59.000 --> 00:14:01.000]  我們工作是因為
[00:14:01.000 --> 00:14:03.000]  我們回應上帝的愛
[00:14:03.000 --> 00:14:05.000]  所以我們的基本取態
[00:14:05.000 --> 00:14:08.000]  是奉獻給這個城市
[00:14:08.000 --> 00:14:10.000]  和服侍這個城市
[00:14:10.000 --> 00:14:12.000]  而人的城市的取態
[00:14:12.000 --> 00:14:14.000]  就是我怎樣可以
[00:14:14.000 --> 00:14:17.000]  在這個城市裡面盡量地索取
[00:14:17.000 --> 00:14:20.000]  盡量地放到我的裡面
[00:14:20.000 --> 00:14:22.000]  所以《馬太福音》
[00:14:22.000 --> 00:14:24.000]  耶穌講得很清楚
[00:14:24.000 --> 00:14:26.000]  我們是世界上的光
[00:14:26.000 --> 00:14:28.000]  我們的城是做在山上
[00:14:28.000 --> 00:14:30.000]  不能夠隱藏
[00:14:30.000 --> 00:14:32.000]  大家都知道光的特色
[00:14:32.000 --> 00:14:34.000]  不是你看著光
[00:14:34.000 --> 00:14:36.000]  如果我們每個人對著光
[00:14:36.000 --> 00:14:38.000]  我們雙眼都會刺目
[00:14:38.000 --> 00:14:39.000]  很不舒服
[00:14:39.000 --> 00:14:41.000]  但是教會是世界的光
[00:14:41.000 --> 00:14:43.000]  而不是叫人看著教會
[00:14:43.000 --> 00:14:47.000]  是看著我們照出來的真理
[00:14:47.000 --> 00:14:50.000]  讓人看到城市真正的面相
[00:14:50.000 --> 00:14:53.000]  可以不需要行差踏錯
[00:14:53.000 --> 00:14:55.000]  我們要成為世上的鹽
[00:14:55.000 --> 00:14:57.000]  也一樣
[00:14:57.000 --> 00:15:00.000]  我們不會把鹽放進自己的嘴裡
[00:15:00.000 --> 00:15:02.000]  鹽是要進入世界
[00:15:02.000 --> 00:15:03.000]  進入食物
[00:15:03.000 --> 00:15:05.000]  以致帶出那個食物的味道
[00:15:05.000 --> 00:15:07.000]  所以我們進入城市
[00:15:07.000 --> 00:15:10.000]  不是去強調我們的優越
[00:15:10.000 --> 00:15:13.000]  而是我們怎樣把城市的偉大
[00:15:13.000 --> 00:15:16.000]  上帝的原意帶出來
[00:15:16.000 --> 00:15:18.000]  當我們很認知
[00:15:18.000 --> 00:15:20.000]  我們天上各民的身份
[00:15:20.000 --> 00:15:22.000]  才是我們真正的身份的時候
[00:15:22.000 --> 00:15:24.000]  我們反而會成為
[00:15:24.000 --> 00:15:30.000]  在地上國家城市最好的公民
[00:15:30.000 --> 00:15:33.000]  大家都知道
[00:15:33.000 --> 00:15:36.000]  這個公園頭幾個世紀
[00:15:36.000 --> 00:15:38.000]  基督教由一個
[00:15:38.000 --> 00:15:41.000]  可能都不是很多人認識的宗教
[00:15:41.000 --> 00:15:43.000]  沒有什麼系統
[00:15:43.000 --> 00:15:45.000]  沒有任何的勢力撐腰
[00:15:45.000 --> 00:15:48.000]  而成為羅馬的國教
[00:15:48.000 --> 00:15:51.000]  曾經有一位很出名的社會學家
[00:15:51.000 --> 00:15:53.000]  叫做Redley Stark
[00:15:53.000 --> 00:15:56.000]  他其實不是一位基督徒
[00:15:56.000 --> 00:15:58.000]  他嘗試很客觀地去分析
[00:15:58.000 --> 00:16:00.000]  為何基督教在那幾個世紀
[00:16:00.000 --> 00:16:02.000]  那麼成功
[00:16:02.000 --> 00:16:05.000]  當然這方面的著作是很多的
[00:16:05.000 --> 00:16:07.000]  但可能很多都是比較有一個
[00:16:07.000 --> 00:16:10.000]  宗教的角度
[00:16:10.000 --> 00:16:12.000]  但他嘗試是非常客觀
[00:16:12.000 --> 00:16:14.000]  他留意到其中一個
[00:16:14.000 --> 00:16:18.000]  令基督教那麼快興起的原因
[00:16:18.000 --> 00:16:21.000]  就是當年有兩次的疫症
[00:16:21.000 --> 00:16:24.000]  一次是在公園一百六十五年
[00:16:24.000 --> 00:16:27.000]  另外一次是在公園二百五十一年
[00:16:27.000 --> 00:16:29.000]  當時的疫症和今時不同
[00:16:29.000 --> 00:16:31.000]  因為他們沒有疫苗
[00:16:31.000 --> 00:16:33.000]  也沒有昌明的科學
[00:16:33.000 --> 00:16:35.000]  所以他們每次疫症
[00:16:35.000 --> 00:16:38.000]  都有三分之一人會身亡
[00:16:38.000 --> 00:16:40.000]  我們很難想像
[00:16:40.000 --> 00:16:42.000]  香港三分之一人身亡
[00:16:42.000 --> 00:16:44.000]  是很大一件事
[00:16:44.000 --> 00:16:46.000]  主要身亡的原因是
[00:16:46.000 --> 00:16:47.000]  因為沒有疫苗
[00:16:47.000 --> 00:16:50.000]  大家不知道這個病怎麼治療
[00:16:50.000 --> 00:16:52.000]  還有很多時候
[00:16:52.000 --> 00:16:54.000]  很多人怕受感染
[00:16:54.000 --> 00:16:55.000]  甚至是家人
[00:16:55.000 --> 00:16:57.000]  甚至是最親的朋友
[00:16:57.000 --> 00:17:01.000]  他們一發覺他們有這個疫症的時候
[00:17:01.000 --> 00:17:03.000]  就會馬上把他們扔出街
[00:17:03.000 --> 00:17:05.000]  很怕受感染
[00:17:05.000 --> 00:17:08.000]  而唯一願意撿回這些人去照顧
[00:17:08.000 --> 00:17:10.000]  就是基督徒
[00:17:10.000 --> 00:17:12.000]  基督徒不怕死嗎
[00:17:12.000 --> 00:17:14.000]  基督徒不是不怕死
[00:17:14.000 --> 00:17:15.000]  但因為他們有一個
[00:17:15.000 --> 00:17:18.000]  更加永恆的渴望
[00:17:18.000 --> 00:17:22.000]  他們知道他們真正的國民身份在哪裡
[00:17:22.000 --> 00:17:25.000]  他們發現如果這些人
[00:17:25.000 --> 00:17:27.000]  他們受到照顧
[00:17:27.000 --> 00:17:31.000]  和一些完全沒有受到照顧的死亡率
[00:17:31.000 --> 00:17:34.000]  可以大減80%
[00:17:34.000 --> 00:17:35.000]  所以很多人這些人
[00:17:35.000 --> 00:17:37.000]  他們被教之後
[00:17:37.000 --> 00:17:39.000]  他們就很認定
[00:17:39.000 --> 00:17:42.000]  這個基督徒的群體就是他的群體
[00:17:42.000 --> 00:17:44.000]  所以這位社會學家
[00:17:44.000 --> 00:17:47.000]  就認為基督教之所以成功
[00:17:47.000 --> 00:17:50.000]  是因為它證明了那些加入的人
[00:17:50.000 --> 00:17:54.000]  擁有更豐盛、更有保障、更幸福的生活
[00:17:54.000 --> 00:17:57.000]  甚至可能更長的壽命
[00:17:57.000 --> 00:17:59.000]  但最吊詭的一件事
[00:17:59.000 --> 00:18:03.000]  其實這些更豐盛、更有保障、更幸福、更長壽
[00:18:03.000 --> 00:18:06.000]  不是當時基督徒的考慮
[00:18:06.000 --> 00:18:08.000]  反而他們當時的考慮
[00:18:08.000 --> 00:18:12.000]  是因為他們認定有一個更美的家鄉
