
[00:00:00.000 --> 00:00:04.260]  很高興今天在大家當中能夠分享神的訊息
[00:01:43.000 --> 00:01:45.000]  另一種是對比式
[00:01:45.000 --> 00:01:47.000]  Contrast
[00:01:47.000 --> 00:01:49.000]  參照式就是
[00:01:49.000 --> 00:01:51.000]  講了一個比喻之後
[00:01:51.000 --> 00:01:55.000]  教導我們照著去行
[00:01:55.000 --> 00:01:58.000]  譬如說舉個例子
[00:01:58.000 --> 00:02:02.000]  很撒瑪利亞人的比喻
[00:02:02.000 --> 00:02:05.000]  上個星期才講過
[00:02:05.000 --> 00:02:10.000]  有一個猶太人被強盜搶了他的東西
[00:02:10.000 --> 00:02:12.000]  打了半死
[00:02:12.000 --> 00:02:14.000]  丟下了在路旁
[00:02:14.000 --> 00:02:16.000]  有祭司經過又不理他
[00:02:16.000 --> 00:02:19.000]  有利美人經過又不理他
[00:02:19.000 --> 00:02:22.000]  後來有個撒瑪利亞人經過
[00:02:22.000 --> 00:02:26.000]  撒瑪利亞人對猶太人來說是愛族人
[00:02:26.000 --> 00:02:29.000]  所謂世仇
[00:02:29.000 --> 00:02:33.000]  經過之後動了慈心幫助他
[00:02:33.000 --> 00:02:36.000]  耶穌講完之後就說
[00:02:36.000 --> 00:02:39.000]  你就照樣去這樣做
[00:02:39.000 --> 00:02:42.000]  好像撒瑪利亞人那樣去幫助猶太人
[00:02:42.000 --> 00:02:45.000]  你就去這樣做
[00:02:45.000 --> 00:02:49.000]  我們怎樣去應用在我們的生活
[00:02:49.000 --> 00:02:51.000]  我想我們上一代
[00:02:51.000 --> 00:02:53.000]  就是我們父母那一輩
[00:02:53.000 --> 00:02:56.000]  最討厭的是什麼人
[00:02:56.000 --> 00:02:59.000]  日本人
[00:02:59.000 --> 00:03:01.000]  那時候我聽我父母說
[00:03:01.000 --> 00:03:03.000]  怎樣去打日本
[00:03:03.000 --> 00:03:06.000]  最討厭日本人
[00:03:06.000 --> 00:03:09.000]  但是如果用到耶穌這個比喻的話
[00:03:09.000 --> 00:03:11.000]  一個日本人有需要的時候
[00:03:11.000 --> 00:03:14.000]  你要不要幫他
[00:03:14.000 --> 00:03:16.000]  我們這一代不知道
[00:03:16.000 --> 00:03:19.000]  有些人就是不喜歡黑人
[00:03:19.000 --> 00:03:21.000]  有些人不喜歡印度人
[00:03:21.000 --> 00:03:24.000]  如果那些印度人有需要的時候
[00:03:24.000 --> 00:03:26.000]  你幫不幫他
[00:03:26.000 --> 00:03:29.000]  耶穌就說你照樣去行
[00:03:29.000 --> 00:03:33.000]  這個是一個參照式的比喻
[00:03:33.000 --> 00:03:35.000]  但是另外一種就是對比式
[00:03:35.000 --> 00:03:37.000]  就是contrast
[00:03:37.000 --> 00:03:40.000]  這個就不是說叫做
[00:03:40.000 --> 00:03:43.000]  學那個比喻當中的主角
[00:03:43.000 --> 00:03:47.000]  譬如那個例子就是一個不好的法官
[00:03:47.000 --> 00:03:51.000]  另外有一個什麼都沒有的寡婦
[00:03:51.000 --> 00:03:54.000]  去求他幫忙去伸冤
[00:03:54.000 --> 00:03:57.000]  就像以前的擊鼓鳴冤
[00:03:57.000 --> 00:03:59.000]  又要受冤枉
[00:03:59.000 --> 00:04:02.000]  你幫他出頭吧
[00:04:02.000 --> 00:04:05.000]  法官就看你什麼都沒有
[00:04:05.000 --> 00:04:06.000]  錢又沒有
[00:04:06.000 --> 00:04:08.000]  為什麼要幫你
[00:04:08.000 --> 00:04:10.000]  但是在這個比喻當中
[00:04:10.000 --> 00:04:14.000]  耶穌說那個寡婦就天天夜夜去求他
[00:04:14.000 --> 00:04:17.000]  他去他家門口
[00:04:17.000 --> 00:04:20.000]  同我伸冤
[00:04:20.000 --> 00:04:23.000]  耶穌就說連一個不好的法官
[00:04:23.000 --> 00:04:26.000]  面對一個什麼都沒有的寡婦
[00:04:26.000 --> 00:04:28.000]  天天去冤他求他的時候
[00:04:28.000 --> 00:04:30.000]  到最後都說
[00:04:30.000 --> 00:04:33.000]  好啦好啦我幫你
[00:04:33.000 --> 00:04:36.000]  就不是神好像這個法官那樣
[00:04:36.000 --> 00:04:39.000]  這樣的法官都幫他的時候
[00:04:39.000 --> 00:04:42.000]  何況我們的天父愛我們
[00:04:42.000 --> 00:04:46.000]  何況我們有一個天父在天上幫我們
[00:04:46.000 --> 00:04:51.000]  豈不會因為我們祈求他幫助我們
[00:04:51.000 --> 00:04:55.000]  所以就不需要像念經那樣
[00:04:55.000 --> 00:04:57.000]  每天念一百次兩百次
[00:04:57.000 --> 00:04:59.000]  求主幫助我求主幫助我
[00:04:59.000 --> 00:05:01.000]  神一定會幫助我們
[00:05:01.000 --> 00:05:04.000]  因為他愛我們的天父
[00:05:04.000 --> 00:05:07.000]  所以今天講到的這個內容
[00:05:07.000 --> 00:05:12.000]  也是關於一個對比式的比喻
[00:05:12.000 --> 00:05:15.000]  《羅家福音》第十六章記載耶穌說了一個比喻
[00:05:15.000 --> 00:05:18.000]  是講到一個不好的管家
[00:05:18.000 --> 00:05:21.000]  一個很狡猾的管家
[00:05:21.000 --> 00:05:25.000]  主要就不是要我們效法這樣的管家
[00:05:25.000 --> 00:05:29.000]  而是要我們不要學他
[00:05:29.000 --> 00:05:31.000]  就算一個這樣不好的管家
[00:05:31.000 --> 00:05:35.000]  他都會是自己想辦法自己動動腦筋
[00:05:35.000 --> 00:05:37.000]  何況我們是侍奉神
[00:05:37.000 --> 00:05:40.000]  何況我們是一個好的管家
[00:05:40.000 --> 00:05:45.000]  豈不更加要學習忠心侍奉神呢
[00:05:45.000 --> 00:05:50.000]  那我們應該在什麼事上忠心侍奉神呢
[00:05:50.000 --> 00:05:54.000]  第一在小事上忠心
[00:05:54.000 --> 00:05:55.000]  第十節這裡說
[00:05:55.000 --> 00:05:57.000]  人在最小的事上忠心
[00:05:57.000 --> 00:05:59.000]  在大事上也忠心
[00:05:59.000 --> 00:06:02.000]  在最小的事上不移
[00:06:02.000 --> 00:06:06.000]  在大事上也不移
[00:06:06.000 --> 00:06:09.000]  小時候我媽媽教我
[00:06:09.000 --> 00:06:11.000]  不要輕易拿別人的東西
[00:06:11.000 --> 00:06:12.000]  她當然是這樣說
[00:06:12.000 --> 00:06:14.000]  小時候偷針
[00:06:14.000 --> 00:06:16.000]  大時候偷金
[00:06:16.000 --> 00:06:18.000]  大家都知道
[00:06:18.000 --> 00:06:22.000]  那時候五十年代六十年代香港
[00:06:22.000 --> 00:06:26.000]  每個家裡都有那些大頭針
[00:06:26.000 --> 00:06:28.000]  車衣針
[00:06:28.000 --> 00:06:30.000]  沒有說去哪裡買成衣
[00:06:30.000 --> 00:06:32.000]  當然是自己在家裡
[00:06:32.000 --> 00:06:34.000]  媽媽就是車衣
[00:06:34.000 --> 00:06:35.000]  或者收手補補
[00:06:35.000 --> 00:06:37.000]  所以針是普通的
[00:06:37.000 --> 00:06:39.000]  每個人家裡都會有
[00:06:39.000 --> 00:06:41.000]  但是小時候偷針
[00:06:41.000 --> 00:06:42.000]  大時候偷金
[00:06:42.000 --> 00:06:44.000]  有沒有道理
[00:06:44.000 --> 00:06:47.000]  有啊
[00:06:47.000 --> 00:06:49.000]  一旦養成了習慣
[00:06:49.000 --> 00:06:52.000]  順手拿別人的東西
[00:06:52.000 --> 00:06:54.000]  可能我的想法裡面就是
[00:06:54.000 --> 00:06:56.000]  你家裡這麼多東西
[00:06:56.000 --> 00:06:57.000]  偷一偷
[00:06:57.000 --> 00:07:00.000]  拿一口針沒什麼
[00:07:00.000 --> 00:07:01.000]  或者想想
[00:07:01.000 --> 00:07:04.000]  那些有錢人幾百萬身家
[00:07:04.000 --> 00:07:08.000]  那你拿他幾百塊不算什麼
[00:07:08.000 --> 00:07:10.000]  有這樣的想法的時候
[00:07:10.000 --> 00:07:15.000]  我們容易偷別人的東西
[00:07:15.000 --> 00:07:19.000]  出賣耶穌的門徒有大
[00:07:19.000 --> 00:07:24.000]  他貪心拿祭司的三十塊銀幣
[00:07:24.000 --> 00:07:27.000]  然後就帶領那些守衛
[00:07:27.000 --> 00:07:30.000]  那些丙丁去抓耶穌
[00:07:30.000 --> 00:07:34.000]  晚黑就去赫斯馬尼園那裡
[00:07:34.000 --> 00:07:38.000]  這是不是他第一次貪錢
[00:07:38.000 --> 00:07:40.000]  約翰福音
[00:07:40.000 --> 00:07:41.000]  約翰福音就是
[00:07:41.000 --> 00:07:44.000]  耶穌另外一個門徒約翰所寫的
[00:07:44.000 --> 00:07:46.000]  第十二章第六節
[00:07:46.000 --> 00:07:48.000]  他說他
[00:07:48.000 --> 00:07:52.000]  說者說並不是關心窮人
[00:07:52.000 --> 00:07:54.000]  因為他是個賊
[00:07:54.000 --> 00:07:59.000]  由管錢郎常偷取錢郎中所存的
[00:07:59.000 --> 00:08:01.000]  意思就是說
[00:08:01.000 --> 00:08:02.000]  約翰都看到
[00:08:02.000 --> 00:08:04.000]  就是猶大其實平時都是
[00:08:04.000 --> 00:08:06.000]  手腳不乾淨的
[00:08:06.000 --> 00:08:08.000]  他管錢
[00:08:08.000 --> 00:08:10.000]  但是有時候就拿幾個
[00:08:10.000 --> 00:08:12.000]  就是小錢
[00:08:12.000 --> 00:08:14.000]  那些門徒可能都知道的了
[00:08:14.000 --> 00:08:15.000]  除了約翰
[00:08:15.000 --> 00:08:17.000]  我想其他門徒都看到
[00:08:17.000 --> 00:08:22.000]  不過數目不大就算了
[00:08:22.000 --> 00:08:23.000]  但是到了
[00:08:23.000 --> 00:08:28.000]  有機會猶大看到三十塊銀幣
[00:08:28.000 --> 00:08:29.000]  根據研究
[00:08:29.000 --> 00:08:33.000]  三十塊銀幣就差不多可以買到一塊
[00:08:33.000 --> 00:08:34.000]  小小的田地
[00:08:34.000 --> 00:08:36.000]  大概半畝左右
[00:08:36.000 --> 00:08:38.000]  大家如果有自己屋的時候
[00:08:38.000 --> 00:08:40.000]  即是四分之一畝
[00:08:40.000 --> 00:08:42.000]  就兩間屋這麼大的田
[00:08:42.000 --> 00:08:44.000]  可以種到東西了
[00:08:44.000 --> 00:08:48.000]  不少錢一萬元
[00:08:48.000 --> 00:08:51.000]  猶大就是遇到這樣的機會的時候
[00:08:51.000 --> 00:08:57.000]  就貪大錢
[00:08:57.000 --> 00:08:59.000]  上一個月
[00:08:59.000 --> 00:09:02.000]  我想大家還記得教會選
[00:09:02.000 --> 00:09:04.000]  補選執事
[00:09:04.000 --> 00:09:06.000]  幾乎所有基督教會
[00:09:06.000 --> 00:09:09.000]  是講到選長老或者執事
[00:09:09.000 --> 00:09:13.000]  就一定會提到他們的資格
[00:09:13.000 --> 00:09:15.000]  或者品格
[00:09:15.000 --> 00:09:17.000]  特別提到提摩太前書第三章
[00:09:17.000 --> 00:09:19.000]  和提多書第一章
[00:09:19.000 --> 00:09:25.000]  所列的個人的操守品格
[00:09:25.000 --> 00:09:28.000]  根據一些解經家的研究
[00:09:28.000 --> 00:09:31.000]  在第一世紀的希臘文獻當中
[00:09:31.000 --> 00:09:37.000]  有一篇提到羅馬將軍的選立
[00:09:37.000 --> 00:09:41.000]  那時候就是被羅馬統治
[00:09:41.000 --> 00:09:44.000]  他們除了那些低級的官員
[00:09:44.000 --> 00:09:47.000]  將軍是很大權的
[00:09:47.000 --> 00:09:49.000]  怎樣選呢
[00:09:49.000 --> 00:09:51.000]  除了會打仗
[00:09:51.000 --> 00:09:54.000]  那些就是他的技巧
[00:09:54.000 --> 00:09:56.000]  或者是才能
[00:09:56.000 --> 00:09:59.000]  但在品格那方面是怎樣講呢
[00:09:59.000 --> 00:10:01.000]  這個文獻就說
[00:10:01.000 --> 00:10:04.000]  羅馬將軍要黑己
[00:10:04.000 --> 00:10:06.000]  即是有節制
[00:10:06.000 --> 00:10:10.000]  警醒 節劍 勤奮 機警
[00:10:10.000 --> 00:10:12.000]  不貪心
[00:10:12.000 --> 00:10:15.000]  不是太老也不是太年輕
[00:10:15.000 --> 00:10:19.000]  可能的話是以為人的父親
[00:10:19.000 --> 00:10:21.000]  有口才
[00:10:21.000 --> 00:10:23.000]  有好的聲譽
[00:10:23.000 --> 00:10:25.000]  我們會想一下
[00:10:25.000 --> 00:10:27.000]  做將軍打仗
[00:10:27.000 --> 00:10:29.000]  為甚麼需要這些品格呢
[00:10:29.000 --> 00:10:32.000]  想深一層是有關係的
[00:10:32.000 --> 00:10:34.000]  比如說是
[00:10:34.000 --> 00:10:37.000]  所謂不貪心
[00:10:37.000 --> 00:10:40.000]  以前的軍閥就是貪心
[00:10:40.000 --> 00:10:42.000]  就是從將軍開始貪
[00:10:42.000 --> 00:10:45.000]  下一級一級就每個人都貪
[00:10:45.000 --> 00:10:49.000]  貪污 搶別人民居的東西
[00:10:49.000 --> 00:10:53.000]  所以不貪心的人做將軍
[00:10:53.000 --> 00:10:55.000]  就是所謂的軍紀
[00:10:55.000 --> 00:10:58.000]  就會很清潔 廉潔
[00:10:58.000 --> 00:11:00.000]  有關係
[00:11:00.000 --> 00:11:03.000]  你說他是不太老也不太年輕
[00:11:03.000 --> 00:11:05.000]  也有些理由
[00:11:05.000 --> 00:11:08.000]  即是有些人生經驗
[00:11:08.000 --> 00:11:11.000]  如果他自己做過人的父親的時候
[00:11:11.000 --> 00:11:14.000]  更加懂得對下屬
[00:11:14.000 --> 00:11:16.000]  好像對子女一樣
[00:11:16.000 --> 00:11:18.000]  另一方面又要嚴格
[00:11:18.000 --> 00:11:20.000]  要搞他們
[00:11:20.000 --> 00:11:23.000]  但也要有憐憫 饒恕他們
[00:11:23.000 --> 00:11:25.000]  所以做將軍
[00:11:25.000 --> 00:11:27.000]  帶領年輕的那些
[00:11:27.000 --> 00:11:32.000]  需要好像父親對子女那樣的心
[00:11:32.000 --> 00:11:34.000]  另外有口才
[00:11:34.000 --> 00:11:38.000]  又要懂得鼓動軍隊
[00:11:38.000 --> 00:11:40.000]  所以這些是他的品格
[00:11:40.000 --> 00:11:42.000]  有時我們看見品格
[00:11:42.000 --> 00:11:44.000]  和那個實際的工作
[00:11:44.000 --> 00:11:47.000]  需要是沒有直接的關係
[00:11:47.000 --> 00:11:51.000]  但想深一層是有關係的
[00:11:51.000 --> 00:11:53.000]  所以我們說
[00:11:53.000 --> 00:11:55.000]  在聖經上面說
[00:11:55.000 --> 00:11:58.000]  長老和執事的資格
[00:11:58.000 --> 00:12:01.000]  當然有些就是恩賜那方面
[00:12:01.000 --> 00:12:04.000]  譬如說懂得教導
[00:12:04.000 --> 00:12:07.000]  聖經裡面說對長老有這樣的要求
[00:12:07.000 --> 00:12:11.000]  但對執事就不需要
[00:12:11.000 --> 00:12:13.000]  當然懂得教導最好
[00:12:13.000 --> 00:12:16.000]  但不像長老那樣需要懂得教導
[00:12:16.000 --> 00:12:18.000]  但品格那方面
[00:12:18.000 --> 00:12:21.000]  長老和執事的要求都是差不多
[00:12:21.000 --> 00:12:23.000]  也可以這樣說
[00:12:23.000 --> 00:12:28.000]  也是對每一個信徒應該有的品格
[00:12:28.000 --> 00:12:31.000]  在一些小事上
[00:12:31.000 --> 00:12:33.000]  你能夠忠心的時候
[00:12:33.000 --> 00:12:35.000]  大事上也能夠忠心
[00:12:35.000 --> 00:12:38.000]  懂得如何照顧自己的家庭
[00:12:38.000 --> 00:12:40.000]  照顧自己的小朋友
[00:12:40.000 --> 00:12:45.000]  也懂得如何照顧教會
[00:12:45.000 --> 00:12:49.000]  所以無論在家庭 工作 教會
[00:12:49.000 --> 00:12:52.000]  你懂得如何處理小事
[00:12:52.000 --> 00:12:54.000]  然後才處理大事
[00:12:54.000 --> 00:12:59.000]  忠心的人不會嫌事情太細微
[00:12:59.000 --> 00:13:00.000]  沒有人注意
[00:13:00.000 --> 00:13:02.000]  無所謂 侍奉神的時候
[00:13:02.000 --> 00:13:03.000]  神看見
[00:13:03.000 --> 00:13:06.000]  無論是你看見地毯上面
[00:13:06.000 --> 00:13:09.000]  有一張紙仔撿起來扔掉
[00:13:09.000 --> 00:13:11.000]  或者看見有一個杯子
[00:13:11.000 --> 00:13:13.000]  有人亂放
[00:13:13.000 --> 00:13:16.000]  你拿了杯子回去廚房
[00:13:16.000 --> 00:13:19.000]  很小的事情都是侍奉神
[00:13:19.000 --> 00:13:22.000]  在小事上學習侍奉的時候
[00:13:22.000 --> 00:13:27.000]  在大事上也是忠心
[00:13:27.000 --> 00:13:29.000]  第二 在什麼事上忠心
[00:13:29.000 --> 00:13:33.000]  我們要在暫時的財富上忠心
[00:13:33.000 --> 00:13:36.000]  若是你們在不義的錢財上不忠心
[00:13:36.000 --> 00:13:40.000]  最橫版的真實的錢財托付你們
[00:13:40.000 --> 00:13:42.000]  這個不義之財
[00:13:42.000 --> 00:13:46.000]  不義的錢財是指世界上的錢財
[00:13:46.000 --> 00:13:50.000]  那些是暫時給我們管理的錢財
[00:13:50.000 --> 00:13:54.000]  所以和平時我們所說的不義之財
[00:13:54.000 --> 00:13:56.000]  那些骯髒錢 黑錢
[00:13:56.000 --> 00:13:58.000]  稍微廣義一點
[00:13:58.000 --> 00:14:02.000]  凡是屬於世界的暫時給你管理的錢
[00:14:02.000 --> 00:14:05.000]  都算是不義的錢財
[00:14:05.000 --> 00:14:09.000]  在這個上下文裡所說
[00:14:09.000 --> 00:14:11.000]  真實的錢財就是說
[00:14:11.000 --> 00:14:14.000]  是從神而來的財富
[00:14:14.000 --> 00:14:19.000]  包括所有屬靈的福氣
[00:14:19.000 --> 00:14:21.000]  很多人買東西之前
[00:14:21.000 --> 00:14:24.000]  就只是考慮是否買得起
[00:14:24.000 --> 00:14:27.000]  檢查一下銀行戶口有沒有這麼多錢
[00:14:27.000 --> 00:14:29.000]  有就買
[00:14:29.000 --> 00:14:32.000]  如果在美國長大的小朋友
[00:14:32.000 --> 00:14:34.000]  就不會這樣想的
[00:14:34.000 --> 00:14:36.000]  他們只是考慮就是
[00:14:36.000 --> 00:14:38.000]  下一次出糧的時候
[00:14:38.000 --> 00:14:44.000]  能不能夠給到所欠債的最低限度的付款
[00:14:44.000 --> 00:14:47.000]  大家知道信用卡最低的付款
[00:14:47.000 --> 00:14:49.000]  大概是多少錢
[00:14:49.000 --> 00:14:53.000]  3% 4%左右
[00:14:53.000 --> 00:14:55.000]  算是5%
[00:14:55.000 --> 00:14:59.000]  你只要每個月給到5元
[00:14:59.000 --> 00:15:01.000]  你可以用100元
[00:15:01.000 --> 00:15:02.000]  那多好
[00:15:02.000 --> 00:15:04.000]  所以就盡量借錢
[00:15:04.000 --> 00:15:06.000]  盡量用錢
[00:15:06.000 --> 00:15:08.000]  1000元不貴
[00:15:08.000 --> 00:15:09.000]  我下一次付款
[00:15:09.000 --> 00:15:13.000]  我可以給到50元
[00:15:13.000 --> 00:15:15.000]  這邊長大很多人都是這樣
[00:15:15.000 --> 00:15:20.000]  盡量將來不在世界上欠債
[00:15:20.000 --> 00:15:21.000]  一大堆債
[00:15:21.000 --> 00:15:23.000]  死了就沒有了
[00:15:23.000 --> 00:15:24.000]  沒錯
[00:15:24.000 --> 00:15:26.000]  跟唐人不一樣
[00:15:26.000 --> 00:15:31.000]  唐人說離開世界還要剩下一筆給子女
[00:15:31.000 --> 00:15:33.000]  多少個子女就一人一間屋
[00:15:33.000 --> 00:15:35.000]  還要儲成這樣
[00:15:35.000 --> 00:15:37.000]  所以不同
[00:15:37.000 --> 00:15:38.000]  最低限度
[00:15:38.000 --> 00:15:42.000]  所以很多人真的等著出糧
[00:15:42.000 --> 00:15:44.000]  真的等著出糧
[00:15:44.000 --> 00:15:48.000]  出糧那天才可以給到最低限度的4%
[00:15:48.000 --> 00:15:54.000]  5%還債
[00:15:54.000 --> 00:15:56.000]  我希望大家考慮擁有
[00:15:56.000 --> 00:15:58.000]  去買一樣東西之前
[00:15:58.000 --> 00:16:02.000]  分別有幾方面
[00:16:02.000 --> 00:16:03.000]  有幾個圈
[00:16:03.000 --> 00:16:06.000]  一個是你想要的
[00:16:06.000 --> 00:16:07.000]  What I want
[00:16:07.000 --> 00:16:10.000]  一個是你需要的
[00:16:10.000 --> 00:16:12.000]  What I need
[00:16:12.000 --> 00:16:15.000]  然後就是你應得的
[00:16:15.000 --> 00:16:17.000]  What I deserve
[00:16:17.000 --> 00:16:23.000]  這幾個圈的大小當然每個人不同
[00:16:23.000 --> 00:16:25.000]  我們想要
[00:16:25.000 --> 00:16:27.000]  我又想要一輛車
[00:16:27.000 --> 00:16:29.000]  又想要一輛單車
[00:16:29.000 --> 00:16:30.000]  又想要一輛電單車
[00:16:30.000 --> 00:16:32.000]  又想要一隻小船
[00:16:32.000 --> 00:16:34.000]  圈很大
[00:16:34.000 --> 00:16:36.000]  什麼都想要
[00:16:36.000 --> 00:16:37.000]  需要呢
[00:16:37.000 --> 00:16:39.000]  需要什麼
[00:16:39.000 --> 00:16:40.000]  我不知道
[00:16:40.000 --> 00:16:44.000]  不同年齡的需要
[00:16:44.000 --> 00:16:46.000]  應得
[00:16:46.000 --> 00:16:48.000]  有時候我們到
[00:16:48.000 --> 00:16:50.000]  到差不多一年多就會想
[00:16:50.000 --> 00:16:53.000]  一生做牛做馬
[00:16:53.000 --> 00:16:54.000]  養大幾個子女
[00:16:54.000 --> 00:16:56.000]  現在退休
[00:16:56.000 --> 00:16:59.000]  輪到我了
[00:16:59.000 --> 00:17:02.000]  以前就慳慳死活
[00:17:02.000 --> 00:17:03.000]  慳慳慳慳
[00:17:03.000 --> 00:17:05.000]  還有多少年
[00:17:05.000 --> 00:17:07.000]  我應得的
[00:17:07.000 --> 00:17:09.000]  有用
[00:17:09.000 --> 00:17:11.000]  有時候不只是買東西
[00:17:11.000 --> 00:17:14.000]  遊埠也要用錢
[00:17:14.000 --> 00:17:16.000]  或者你去聽音樂
[00:17:16.000 --> 00:17:18.000]  看畫展
[00:17:18.000 --> 00:17:22.000]  用錢不只是買
[00:17:22.000 --> 00:17:24.000]  有時候我們就會
[00:17:24.000 --> 00:17:27.000]  其實沒什麼想要的
[00:17:27.000 --> 00:17:29.000]  這個圈很小
[00:17:29.000 --> 00:17:31.000]  但是看廣告之後
[00:17:31.000 --> 00:17:35.000]  其實有也不錯
[00:17:35.000 --> 00:17:38.000]  或者看那些萬能電煲
[00:17:38.000 --> 00:17:39.000]  又可以蒸
[00:17:39.000 --> 00:17:40.000]  又可以煮
[00:17:40.000 --> 00:17:41.000]  什麼都可以
[00:17:41.000 --> 00:17:43.000]  真的挺方便的
[00:17:43.000 --> 00:17:46.000]  一個鍋什麼都可以
[00:17:46.000 --> 00:17:48.000]  以前十年二十年
[00:17:48.000 --> 00:17:49.000]  都是這樣過的
[00:17:49.000 --> 00:17:51.000]  現在有也不錯
[00:17:51.000 --> 00:17:53.000]  需要
[00:17:53.000 --> 00:17:54.000]  特別想
[00:17:54.000 --> 00:17:57.000]  那個鍋都用了二十年
[00:17:57.000 --> 00:17:58.000]  雖然還沒壞
[00:17:58.000 --> 00:18:01.000]  不過有新的也不錯
[00:18:01.000 --> 00:18:03.000]  我應得的
[00:18:03.000 --> 00:18:05.000]  所以你會看到
[00:18:05.000 --> 00:18:06.000]  自己想要的東西
[00:18:06.000 --> 00:18:08.000]  慢慢在這個圈裡面
[00:18:08.000 --> 00:18:10.000]  轉來轉去
[00:18:10.000 --> 00:18:11.000]  本來想要的
[00:18:11.000 --> 00:18:13.000]  是沒什麼想要的
[00:18:13.000 --> 00:18:14.000]  什麼都有的
[00:18:14.000 --> 00:18:15.000]  但是去看
[00:18:15.000 --> 00:18:16.000]  那些衣服
[00:18:16.000 --> 00:18:20.000]  好像還是少了一件
[00:18:20.000 --> 00:18:21.000]  看看鞋子
[00:18:21.000 --> 00:18:23.000]  又少了一雙
[00:18:23.000 --> 00:18:24.000]  應該有的
[00:18:24.000 --> 00:18:27.000]  差不多了
[00:18:27.000 --> 00:18:28.000]  人就是這樣
[00:18:28.000 --> 00:18:32.000]  對於物質的東西
[00:18:32.000 --> 00:18:36.000]  有錢其實本身不是罪
[00:18:36.000 --> 00:18:38.000]  如果我們看回聖經上
[00:18:38.000 --> 00:18:41.000]  那些人物
[00:18:41.000 --> 00:18:42.000]  阿巴拉罕
[00:18:42.000 --> 00:18:45.000]  很有錢的
[00:18:45.000 --> 00:18:46.000]  甚至約伯
[00:18:46.000 --> 00:18:48.000]  很有錢的
[00:18:48.000 --> 00:18:50.000]  大衛 所羅門王
[00:18:50.000 --> 00:18:51.000]  那些做皇帝
[00:18:51.000 --> 00:18:52.000]  很有錢的
[00:18:52.000 --> 00:18:55.000]  有錢本身不是罪
[00:18:55.000 --> 00:18:58.000]  但是如果我們用得不合意
[00:18:58.000 --> 00:19:01.000]  用在神不喜悅的地方
[00:19:01.000 --> 00:19:04.000]  可能會犯罪
[00:19:04.000 --> 00:19:05.000]  這有時候我們用錢的時候
[00:19:05.000 --> 00:19:08.000]  我們要小心去想一想
[00:19:08.000 --> 00:19:10.000]  核心的問題就是
[00:19:10.000 --> 00:19:11.000]  究竟我們這些財富
[00:19:11.000 --> 00:19:14.000]  最終是屬於誰
[00:19:14.000 --> 00:19:18.000]  是不是我們自己的呢
[00:19:18.000 --> 00:19:19.000]  在歷代至上
[00:19:19.000 --> 00:19:21.000]  第29章第14節
[00:19:21.000 --> 00:19:23.000]  大衛在他預備
[00:19:23.000 --> 00:19:25.000]  建築聖殿材料
[00:19:25.000 --> 00:19:26.000]  那個過程當中
[00:19:26.000 --> 00:19:28.000]  很深的體會
[00:19:28.000 --> 00:19:29.000]  我們記得
[00:19:29.000 --> 00:19:32.000]  大衛他想建一個聖殿
[00:19:32.000 --> 00:19:34.000]  為神建一個聖殿
[00:19:34.000 --> 00:19:35.000]  但是神就說
