
[00:00:00.000 --> 00:00:02.800]  我們在讀到《羅亞之約》的時候
[00:06:10.700 --> 00:06:12.500]  一百二十年
[00:06:12.500 --> 00:06:16.800]  這個審判就會臨到這個世界
[00:06:16.800 --> 00:06:19.300]  那麼我們看到
[00:06:19.300 --> 00:06:23.400]  差不多就是到挪亞六百歲的時候
[00:06:23.400 --> 00:06:25.500]  這個洪水就來了
[00:06:25.500 --> 00:06:28.400]  所以從神說這個話
[00:06:28.400 --> 00:06:30.500]  到這個審判來臨
[00:06:30.500 --> 00:06:31.600]  神呢
[00:06:31.600 --> 00:06:34.000]  給人一個很長的時間
[00:06:34.000 --> 00:06:37.500]  給人有一百多年的時間來悔改
[00:06:37.500 --> 00:06:39.300]  那一百多年的時間
[00:06:39.300 --> 00:06:41.800]  可以來離開罪惡
[00:06:41.800 --> 00:06:44.500]  但是我們在挪亞的身上呢
[00:06:44.500 --> 00:06:46.600]  當時所發生的事情呢
[00:06:46.600 --> 00:06:48.600]  直到洪水來了以後
[00:06:48.600 --> 00:06:51.100]  能夠得救的就是挪亞
[00:06:51.100 --> 00:06:53.900]  跟他一家八口人
[00:06:53.900 --> 00:06:55.000]  所以人呢
[00:06:55.000 --> 00:06:59.500]  雖然神寬容人有很長的時間
[00:06:59.500 --> 00:07:01.600]  但是人如果不悔改的話
[00:07:01.600 --> 00:07:06.500]  最後還是落在神的審判裏頭了
[00:07:06.500 --> 00:07:08.800]  那麼這裏也說到
[00:07:08.800 --> 00:07:12.600]  耶和華就後悔造人的地上
[00:07:12.600 --> 00:07:15.700]  那麼有人說神怎麼會後悔呢
[00:07:15.700 --> 00:07:17.300]  我們人會後悔
[00:07:17.300 --> 00:07:18.900]  因爲我們沒有想到
[00:07:18.900 --> 00:07:22.500]  這個事情的結局會發生的演變
[00:07:22.500 --> 00:07:24.500]  那神爲什麼會後悔呢
[00:07:24.500 --> 00:07:27.000]  神難道不知道這樣的情景嗎
[00:07:27.000 --> 00:07:28.800]  那麼後悔的意思呢
[00:07:28.800 --> 00:07:31.700]  這個字呢在這個原文裏頭呢
[00:07:31.700 --> 00:07:33.200]  有一個解釋呢
[00:07:33.200 --> 00:07:34.600]  有幾個解釋
[00:07:34.600 --> 00:07:36.400]  其中一個解釋就說呢
[00:07:36.400 --> 00:07:38.000]  是嘆息
[00:07:38.000 --> 00:07:39.100]  嘆息
[00:07:39.100 --> 00:07:42.900]  就好像這個父母看見兒女不聽話
[00:07:42.900 --> 00:07:44.300]  他打也沒有用
[00:07:44.300 --> 00:07:45.600]  說也沒有用
[00:07:45.600 --> 00:07:46.700]  他怎麼辦呢
[00:07:46.700 --> 00:07:47.600]  嘆息
[00:07:47.600 --> 00:07:49.100]  哎怎麼這個兒子
[00:07:49.100 --> 00:07:50.800]  這個是這樣的兒子呢
[00:07:50.800 --> 00:07:51.700]  嘆息
[00:07:51.700 --> 00:07:55.300]  那神呢看見人這個敗壞
[00:07:55.300 --> 00:07:57.700]  一直不肯悔改
[00:07:57.700 --> 00:07:59.400]  神也嘆息
[00:07:59.400 --> 00:08:02.000]  神覺得爲什麼他們要這樣呢
[00:08:02.000 --> 00:08:03.500]  明明這樣下去
[00:08:03.500 --> 00:08:05.500]  是個很可怕的結果
[00:08:05.500 --> 00:08:07.900]  爲什麼他們還要這樣呢
[00:08:07.900 --> 00:08:10.500]  神也不能立刻把他消滅掉
[00:08:10.500 --> 00:08:12.300]  神給他們時間
[00:08:12.300 --> 00:08:13.900]  神真能夠嘆息
[00:08:13.900 --> 00:08:14.700]  而且呢
[00:08:14.700 --> 00:08:16.200]  心中憂傷
[00:08:16.200 --> 00:08:17.600]  很難過
[00:08:17.600 --> 00:08:19.200]  他說所造的人
[00:08:19.200 --> 00:08:22.500]  爲什麼他們不肯得到這個福氣
[00:08:22.500 --> 00:08:25.200]  反而往滅亡的路上走呢
[00:08:25.200 --> 00:08:26.600]  神真能嘆息
[00:08:26.600 --> 00:08:28.000]  神憂傷
[00:08:28.000 --> 00:08:30.500]  所以神是有感情的
[00:08:30.500 --> 00:08:34.000]  神不是說嚴厲的一點不講情面的
[00:08:34.000 --> 00:08:35.500]  他有感情
[00:08:35.500 --> 00:08:38.300]  他看到人犯罪的
[00:08:38.300 --> 00:08:39.700]  他心裏難過
[00:08:39.700 --> 00:08:41.600]  他心裏嘆息
[00:08:41.600 --> 00:08:44.800]  這就是神的情況
[00:08:44.800 --> 00:08:46.400]  但是呢
[00:08:46.400 --> 00:08:50.400]  神不能夠永遠容忍人這麼下去
[00:08:50.400 --> 00:08:53.600]  神一定要有審判要領導
[00:08:53.600 --> 00:08:55.700]  所以這地方可以看見
[00:08:55.700 --> 00:09:02.100]  神是寬容的
[00:09:02.100 --> 00:09:03.300]  神後跪
[00:09:03.300 --> 00:09:04.800]  人在地上
[00:09:04.800 --> 00:09:07.300]  造人在地上
[00:09:07.300 --> 00:09:08.800]  那麼就是
[00:09:08.800 --> 00:09:09.400]  後跪呢
[00:09:09.400 --> 00:09:12.100]  就是說無可救藥了
[00:09:12.100 --> 00:09:16.300]  神要審判了
[00:09:16.300 --> 00:09:19.800]  在聖經說的話
[00:09:19.800 --> 00:09:26.900]  他說第六章的第九節
[00:09:26.900 --> 00:09:30.200]  他說羅亞的後代記在下面
[00:09:30.200 --> 00:09:32.000]  羅亞是個異人
[00:09:32.000 --> 00:09:36.700]  在當時的時代是個完全人
[00:09:36.700 --> 00:09:38.700]  與羅亞餘生同行
[00:09:38.700 --> 00:09:40.900]  這講到羅亞的特點
[00:09:40.900 --> 00:09:47.600]  一切聖經把羅亞這個情形寫下來的
[00:09:47.600 --> 00:09:50.600]  這個異 他是異人
[00:09:50.600 --> 00:09:54.700]  異的意思就是合乎神的標準
[00:09:54.700 --> 00:09:57.600]  異不是說一點也沒有犯罪
[00:09:57.600 --> 00:09:58.900]  一點沒有錯誤
[00:09:58.900 --> 00:10:01.800]  來說他合乎神的標準
[00:10:01.800 --> 00:10:02.800]  他錯了以後
[00:10:02.800 --> 00:10:04.000]  他就願意悔改
[00:10:04.000 --> 00:10:05.300]  他就改
[00:10:05.300 --> 00:10:07.300]  這是異的標準
[00:10:07.300 --> 00:10:08.900]  當時異的標準
[00:10:08.900 --> 00:10:09.600]  還有一個呢
[00:10:09.600 --> 00:10:12.500]  完全
[00:10:12.500 --> 00:10:15.000]  我們人沒有一個是完全的
[00:10:15.000 --> 00:10:17.400]  聖經所說的完全
[00:10:17.400 --> 00:10:22.300]  就是他能全心全意的來敬畏神
[00:10:22.300 --> 00:10:24.600]  想神所想的
[00:10:24.600 --> 00:10:26.900]  行神所要他做的
[00:10:26.900 --> 00:10:28.000]  那麼這樣的話
[00:10:28.000 --> 00:10:29.200]  在神看來
[00:10:29.200 --> 00:10:31.700]  羅亞當時就是個異人
[00:10:31.700 --> 00:10:33.500]  就是一個完全人
[00:10:33.500 --> 00:10:34.900]  爲什麼他能這樣呢
[00:10:34.900 --> 00:10:37.300]  因爲他與神同行
[00:10:37.300 --> 00:10:41.500]  與神同行就是一直跟神在一起
[00:10:41.500 --> 00:10:43.200]  能夠知道神的心
[00:10:43.200 --> 00:10:45.100]  也知道神的想法
[00:10:45.100 --> 00:10:50.000]  照着神所喜歡的來跟他來做
[00:10:50.000 --> 00:10:51.400]  這就是同行
[00:10:51.400 --> 00:10:53.200]  你跟一個人同行
[00:10:53.200 --> 00:10:56.200]  你不能說想的跟他都相反
[00:10:56.200 --> 00:10:58.200]  他要往東你就往西
[00:10:58.200 --> 00:11:01.000]  那麼都是要一致要同心
[00:11:01.000 --> 00:11:03.400]  那麼才能夠同行
[00:11:03.400 --> 00:11:08.000]  這是講到羅亞的特點
[00:11:08.000 --> 00:11:10.900]  我們看見在彼得厚書
[00:11:10.900 --> 00:11:13.400]  就講到羅亞是什麼個人呢
[00:11:13.400 --> 00:11:17.200]  他說是傳異道
[00:11:17.200 --> 00:11:20.900]  有的說他傳異道傳了120年
[00:11:20.900 --> 00:11:26.000]  就從他聽到神叫他召方舟以後
[00:11:26.000 --> 00:11:30.200]  他就是接着召方舟來傳道
[00:11:30.200 --> 00:11:31.700]  爲什麼用這方法呢
[00:11:31.700 --> 00:11:34.500]  當時沒有聖經
[00:11:34.500 --> 00:11:38.200]  那麼就是用怎麼來把神的意識
[00:11:38.200 --> 00:11:40.700]  把神的審判要領到這個世界
[00:11:40.700 --> 00:11:43.200]  怎麼能告訴周圍的人呢
[00:11:43.200 --> 00:11:45.100]  他召一個方舟
[00:11:45.100 --> 00:11:46.200]  在召方舟的時候
[00:11:46.200 --> 00:11:51.500]  可能就是有人會笑話的
[00:11:51.500 --> 00:11:53.800]  爲什麼要召這麼大的船
[00:11:53.800 --> 00:11:56.200]  這是一個很大的船
[00:11:56.200 --> 00:11:59.600]  差不多有人算下來
[00:11:59.600 --> 00:12:05.000]  差不多可以坐四萬多噸的一個輪船
[00:12:05.000 --> 00:12:07.400]  不是一個小船
[00:12:07.400 --> 00:12:09.700]  一個很長
[00:12:09.700 --> 00:12:12.600]  四百多尺長
[00:12:12.600 --> 00:12:15.100]  還有很寬也很高
[00:12:15.100 --> 00:12:18.000]  可以方舟上中下三層
[00:12:18.000 --> 00:12:22.100]  人家會看見羅亞怎麼做這個工作
[00:12:22.100 --> 00:12:24.500]  也不是蓋房子給自己住
[00:12:24.500 --> 00:12:26.900]  而且當時他告訴人說
[00:12:26.900 --> 00:12:30.000]  神用洪水要下大雨
[00:12:30.000 --> 00:12:33.000]  用洪水來審判這個世界
[00:12:33.000 --> 00:12:34.500]  人都不相信
[00:12:34.500 --> 00:12:40.700]  因爲當時的情況很少下雨
[00:12:40.700 --> 00:12:44.800]  因爲當時是地上有霧氣
[00:12:44.800 --> 00:12:46.600]  有霧氣上升
[00:12:46.600 --> 00:12:49.600]  然後地上的柴樹樹木
[00:12:49.600 --> 00:12:52.700]  都可以得到這個水分的
[00:12:52.700 --> 00:12:56.300]  不像現在要下大雨
[00:12:56.300 --> 00:12:59.700]  人家說沒有什麼下雨
[00:12:59.700 --> 00:13:01.100]  你蓋這麼個船
[00:13:01.100 --> 00:13:02.900]  說將來要下大雨
[00:13:02.900 --> 00:13:05.300]  要用洪水來滅這個世界
[00:13:05.300 --> 00:13:07.500]  人家都笑他不相信
[00:13:07.500 --> 00:13:14.400]  但是這個羅亞他就用這個來傳
[00:13:14.400 --> 00:13:18.000]  神要審判這個世界的信息
[00:13:18.000 --> 00:13:21.400]  而且叫人能夠趕快的悔改
[00:13:21.400 --> 00:13:28.500]  要悔改進到這個方舟裏頭來
[00:13:28.500 --> 00:13:30.800]  我們看到因爲這樣的話
[00:13:30.800 --> 00:13:36.000]  在《創世紀》第七章第八章開始就講到
[00:13:36.000 --> 00:13:38.100]  有洪水的審判
[00:13:38.100 --> 00:13:41.600]  那麼神就吩咐羅亞造個方舟
[00:13:41.600 --> 00:13:43.200]  那麼羅亞因爲信
[00:13:43.200 --> 00:13:45.600]  他就動了敬畏的心
[00:13:45.600 --> 00:13:48.400]  他就是預備了一個方舟
[00:13:48.400 --> 00:13:51.300]  使他全家得救
[00:13:51.300 --> 00:13:54.200]  在當時從來沒有人這麼做過的
[00:13:54.200 --> 00:13:56.600]  但他相信神的話
[00:13:56.600 --> 00:13:59.100]  所以他就造了這個舟了
[00:13:59.100 --> 00:14:02.100]  他是信心跟順服
[00:14:02.100 --> 00:14:06.000]  事實上當時是敗壞
[00:14:06.000 --> 00:14:09.000]  不信神不聽神的話
[00:14:09.000 --> 00:14:13.000]  所以這兩方面是一個很鮮明的對照
[00:14:13.000 --> 00:14:16.000]  因爲羅亞把神的命令
[00:14:16.000 --> 00:14:18.600]  當作是一個生命的應許
[00:14:18.600 --> 00:14:21.200]  你若是聽到神的話
[00:14:21.200 --> 00:14:23.000]  你聽到神的命令
[00:14:23.000 --> 00:14:24.500]  你願意接受的話
[00:14:24.500 --> 00:14:28.700]  那這個命令就成爲你生命的應許
[00:14:28.700 --> 00:14:31.800]  你就能得到這個生命
[00:14:31.800 --> 00:14:33.300]  這也是信心
[00:14:33.300 --> 00:14:34.600]  剛纔我們說的
[00:14:34.600 --> 00:14:38.400]  因爲這個過去都沒有什麼下過大雨
[00:14:38.400 --> 00:14:41.100]  而且這個是一個很大的功臣
[00:14:41.100 --> 00:14:42.900]  如果沒有信心的人
[00:14:42.900 --> 00:14:46.000]  看到這麼大的功臣
[00:14:46.000 --> 00:14:50.400]  靠他們自己跟一家八口人
[00:14:50.400 --> 00:14:52.700]  是很難能夠完成的
[00:14:52.700 --> 00:14:54.100]  但他有信心
[00:14:54.100 --> 00:14:56.500]  他能夠依靠神
[00:14:56.500 --> 00:15:07.200]  神爲什麼要用洪水來審判這個世界
[00:15:07.200 --> 00:15:08.700]  一個呢
[00:15:08.700 --> 00:15:11.500]  神爲什麼不用別的方法呢
[00:15:11.500 --> 00:15:14.100]  那我們要第一個看到這個原因就是
[00:15:14.100 --> 00:15:16.600]  神有祂的主權
[00:15:16.600 --> 00:15:18.800]  神覺得怎樣做最好
[00:15:18.800 --> 00:15:22.800]  祂決定了祂就這麼做
[00:15:22.800 --> 00:15:25.800]  祂認爲用洪水這個方法最好
[00:15:25.800 --> 00:15:27.300]  祂就這麼做的
[00:15:27.300 --> 00:15:28.500]  第二個呢
[00:15:28.500 --> 00:15:33.900]  洪水是清除這個世界這些最好的方法
[00:15:33.900 --> 00:15:34.800]  清除
[00:15:34.800 --> 00:15:36.200]  好像什麼東西髒了
[00:15:36.200 --> 00:15:38.800]  用水洗一洗就乾淨了
[00:15:38.800 --> 00:15:42.400]  所以用洪水來清除世界上
[00:15:42.400 --> 00:15:45.800]  來界定世界上一切的污穢
[00:15:45.800 --> 00:15:48.100]  能夠把神所要留下來
[00:15:48.100 --> 00:15:50.900]  就能夠把它留下來的
[00:15:50.900 --> 00:15:54.900]  所以在舊約律法裏頭呢
[00:15:54.900 --> 00:15:58.000]  就是洪水的審判
[00:15:58.000 --> 00:16:00.300]  就是爲什麼用洪水審判
[00:16:00.300 --> 00:16:04.000]  那麼律法裏頭也有用這個水來界定
[00:16:04.000 --> 00:16:06.300]  即使要施封神的時候
[00:16:06.300 --> 00:16:08.800]  他要經過洗桌棚
[00:16:08.800 --> 00:16:12.400]  洗淨了以後才能進去施封
[00:16:12.400 --> 00:16:15.600]  那麼用洪水審判這個世界呢
[00:16:15.600 --> 00:16:19.400]  也是開始一個新的創造
[00:16:19.400 --> 00:16:26.000]  當夏娃、亞當他們失敗了
[00:16:26.000 --> 00:16:33.600]  他們就不能夠繼續的
[00:16:33.600 --> 00:16:35.000]  但是羅亞呢
[00:16:35.000 --> 00:16:37.500]  他就經過審判以後
[00:16:37.500 --> 00:16:41.000]  他們出來的時候是一個新的世界
[00:16:41.000 --> 00:16:43.800]  地上經過水洗以後
[00:16:43.800 --> 00:16:48.800]  他們從方舟出來的時候是新的世界
[00:16:48.800 --> 00:16:52.700]  我們再看到剛纔說到的羅亞的心情
[00:16:52.700 --> 00:16:59.700]  那麼洪水呢也是一個審判
[00:16:59.700 --> 00:17:01.600]  洪水也是個審判
[00:17:01.600 --> 00:17:05.200]  是神對這個罪惡的憤怒
[00:17:05.200 --> 00:17:09.800]  洪水呢就洗去了世界上的一些罪
[00:17:09.800 --> 00:17:12.400]  把世界洗乾淨了
[00:17:12.400 --> 00:17:15.800]  所以這也是預表水的洗禮
[00:17:15.800 --> 00:17:19.800]  水的洗禮呢基督徒要經過水的洗禮
[00:17:19.800 --> 00:17:24.400]  不說經過水洗禮以後就纔可以得救
[00:17:24.400 --> 00:17:26.200]  水的洗禮表示什麼呢
[00:17:26.200 --> 00:17:30.800]  表示信徒要離開舊的生命
[00:17:30.800 --> 00:17:34.000]  要除去這些污穢
[00:17:34.000 --> 00:17:36.000]  所以水的洗禮呢
[00:17:36.000 --> 00:17:40.400]  那是得救的人經過水的洗禮
[00:17:40.400 --> 00:17:43.400]  表示他舊的生命不要了
[00:17:43.400 --> 00:17:45.400]  他要脫去舊人
[00:17:45.400 --> 00:17:47.200]  他要穿上新人
[00:17:47.200 --> 00:17:50.800]  他要除去一切的污穢
[00:17:50.800 --> 00:17:59.200]  所以這個是洪水的審判
[00:17:59.200 --> 00:18:00.800]  那羅亞呢
[00:18:00.800 --> 00:18:03.800]  這裏六章第八節說的
[00:18:03.800 --> 00:18:08.800]  唯有羅亞在耶和華面前蒙恩
[00:18:08.800 --> 00:18:14.600]  羅亞在神面前蒙恩典
[00:18:14.600 --> 00:18:17.000]  脫離這個審判
[00:18:17.000 --> 00:18:20.400]  這是神格外的恩典
[00:18:20.400 --> 00:18:27.400]  並不是羅亞他這個完全的什麼罪都沒有
[00:18:27.400 --> 00:18:29.000]  他還是有罪性
[00:18:29.000 --> 00:18:30.600]  但是神恩怠他
[00:18:30.600 --> 00:18:33.800]  給他格外的恩典救贖他
[00:18:33.800 --> 00:18:38.600]  所以我們看到這個罪人是要受到審判的
[00:18:38.600 --> 00:18:43.000]  但是在審判中間能夠得救
[00:18:43.000 --> 00:18:49.400]  這個完全是不同的境地
[00:18:49.400 --> 00:18:54.200]  罪人受審判是每個罪人都要受到審判
[00:18:54.200 --> 00:18:56.800]  但是其中的罪人
[00:18:56.800 --> 00:19:03.400]  有的罪人因着神的恩典就能夠得救
[00:19:03.400 --> 00:19:06.000]  接受神的恩典
[00:19:06.000 --> 00:19:10.200]  世上曾經說沒有義人連一個都沒有
[00:19:10.200 --> 00:19:14.000]  他說世人都犯了罪虧缺了神的榮耀
[00:19:14.000 --> 00:19:18.400]  世界上沒有一個義人
[00:19:18.400 --> 00:19:21.400]  但是罪人怎麼能夠得救呢
[00:19:21.400 --> 00:19:25.000]  就是要像羅亞時代這樣的
[00:19:25.000 --> 00:19:33.000]  他們要進到方舟裏頭纔可以得到這樣的保存
[00:19:33.000 --> 00:19:41.000]  所以神的審判乃是神對罪人顯出的恩詞
[00:19:41.000 --> 00:19:44.000]  恩典和慈愛
[00:19:44.000 --> 00:19:47.000]  看起來好像神冷酷無情
[00:19:47.000 --> 00:19:49.400]  把這麼多的人都給滅掉
[00:19:49.400 --> 00:19:52.400]  但你要看到審判的另外一面
[00:19:52.400 --> 00:19:56.400]  就是神有恩典他有慈愛
[00:19:56.400 --> 00:19:58.400]  他會拯救
[00:19:58.400 --> 00:20:00.600]  他預備這麼大的方舟
[00:20:00.600 --> 00:20:04.200]  不是單單爲了羅亞一家幾個人
[00:20:04.200 --> 00:20:07.800]  他是爲了所有願意悔改的人
[00:20:07.800 --> 00:20:11.000]  這個方舟很大很大
[00:20:11.000 --> 00:20:16.000]  各樣的生物和動物都可以進到裏頭
[00:20:16.000 --> 00:20:18.400]  那人呢也可以進去
[00:20:18.400 --> 00:20:22.000]  誰願意來相信神的
[00:20:22.000 --> 00:20:24.000]  能夠接受神的恩典的人
[00:20:24.000 --> 00:20:27.600]  進去的話就得到拯救
[00:20:27.600 --> 00:20:31.200]  所以這個神用洪水審判
[00:20:31.200 --> 00:20:35.200]  那麼審判以後還留下一些人
[00:20:35.200 --> 00:20:39.200]  這些人呢就能夠得到神命
[00:20:39.200 --> 00:20:40.400]  就能活下來
[00:20:40.400 --> 00:20:44.000]  神並不是要把所有的人都給他除滅
[00:20:44.000 --> 00:20:47.000]  神是還願意留下的人
[00:20:47.000 --> 00:20:50.800]  能繼續也下去
[00:20:50.800 --> 00:20:55.200]  所以羅亞在這些事情上他認識到什麼呢
[00:20:55.200 --> 00:20:57.400]  神除了憤怒以外
[00:20:57.400 --> 00:20:59.600]  他還有這個恩典
[00:20:59.600 --> 00:21:02.200]  他還要有救贖
[00:21:02.200 --> 00:21:07.600]  還要恢復人在神面前的情形
[00:21:07.600 --> 00:21:11.400]  神知道經過這樣的審判
[00:21:11.400 --> 00:21:16.600]  存下的人他們的心要來轉向神
[00:21:16.600 --> 00:21:19.800]  羅亞也從這個事情上看到
[00:21:19.800 --> 00:21:22.400]  自己是軟弱無能的
[00:21:22.400 --> 00:21:24.400]  面對這麼大的工程
[00:21:24.400 --> 00:21:27.800]  他怎麼能完成是很難
