
[00:00:00.000 --> 00:00:02.000]  各位領事館的各位朋友們
[00:03:00.400 --> 00:03:04.400]  不過中間就有少少改變
[00:03:04.400 --> 00:03:07.400]  保守黨就拿回他們的陣營
[00:03:07.400 --> 00:03:09.400]  中間一段時間
[00:03:09.400 --> 00:03:12.400]  但是這些政黨的交替上場
[00:03:12.400 --> 00:03:15.400]  你都會看到每天都有新的事情發生
[00:03:15.400 --> 00:03:16.400]  不知道你有沒有留意
[00:03:16.400 --> 00:03:17.400]  無論是保守黨也好
[00:03:17.400 --> 00:03:18.400]  工黨也好
[00:03:18.400 --> 00:03:20.400]  或者是以前的Lib Dem也好
[00:03:20.400 --> 00:03:22.400]  都是一樣有很多不同的新的東西推出
[00:03:22.400 --> 00:03:24.400]  工黨一上場沒多久
[00:03:24.400 --> 00:03:26.400]  又有一些五星級的服務給難民
[00:03:26.400 --> 00:03:28.400]  大家都看到的
[00:03:28.400 --> 00:03:30.400]  又有一些全球徵稅
[00:03:30.400 --> 00:03:32.400]  接著又說10+1
[00:03:32.400 --> 00:03:34.400]  之後又有Property Tax
[00:03:34.400 --> 00:03:36.400]  連喝可樂
[00:03:36.400 --> 00:03:39.400]  現在你Costco想買一隻熱狗
[00:03:39.400 --> 00:03:42.400]  還有無限fill的可樂都沒賣了
[00:03:42.400 --> 00:03:45.400]  因為它禁止了無限fill的動作
[00:03:45.400 --> 00:03:48.400]  所以其實你會發現
[00:03:48.400 --> 00:03:50.400]  有很多地方都會改變
[00:03:50.400 --> 00:03:52.400]  隨著政黨的改變的話
[00:03:52.400 --> 00:03:54.400]  有一樣東西對這次是好的
[00:03:54.400 --> 00:03:56.400]  不知道大家有沒有聽過
[00:03:56.400 --> 00:03:58.400]  工黨現在推近一樣東西
[00:03:58.400 --> 00:04:01.400]  就是英國由南到北
[00:04:01.400 --> 00:04:03.400]  選了12個城市出來
[00:04:03.400 --> 00:04:05.400]  接著來建樓
[00:04:05.400 --> 00:04:07.400]  建多一些住宅
[00:04:07.400 --> 00:04:10.400]  建造一個非常之美麗的經濟區
[00:04:10.400 --> 00:04:12.400]  這些好像聽到
[00:04:12.400 --> 00:04:14.400]  有點熟悉
[00:04:14.400 --> 00:04:18.400]  英國也推出了類似的東西
[00:04:18.400 --> 00:04:20.400]  譬如說Milton Keynes
[00:04:20.400 --> 00:04:23.400]  打造Milton Keynes是一個非常重要的城市
[00:04:23.400 --> 00:04:24.400]  將來會是
[00:04:24.400 --> 00:04:26.400]  甚至可能有一些鐵路
[00:04:26.400 --> 00:04:28.400]  或者類似
[00:04:28.400 --> 00:04:29.400]  不知道是輕鐵還是地鐵
[00:04:29.400 --> 00:04:32.400]  總之在Milton Keynes外圍進行
[00:04:32.400 --> 00:04:34.400]  而第一階段
[00:04:34.400 --> 00:04:35.400]  12個城市裏面
[00:04:35.400 --> 00:04:37.400]  我們真是很幸運
[00:04:37.400 --> 00:04:39.400]  竟然是第一階段的城市
[00:04:39.400 --> 00:04:41.400]  你說Lis是否很幸運
[00:04:41.400 --> 00:04:42.400]  也不知道是否好
[00:04:42.400 --> 00:04:43.400]  無論如何
[00:04:43.400 --> 00:04:45.400]  就想著建很多樓
[00:04:45.400 --> 00:04:47.400]  不知道哪個區建樓
[00:04:47.400 --> 00:04:49.400]  這都是一件好事
[00:04:49.400 --> 00:04:51.400]  對Lis似乎是一件好事
[00:04:51.400 --> 00:04:54.400]  甚至連同Manchester
[00:04:54.400 --> 00:04:55.400]  加上Chester
[00:04:55.400 --> 00:04:57.400]  這個area
[00:04:57.400 --> 00:05:00.400]  成為一個北面的大經濟區
[00:05:00.400 --> 00:05:02.400]  大經濟區
[00:05:02.400 --> 00:05:05.400]  所以其實工黨的這個動作
[00:05:05.400 --> 00:05:07.400]  不知道他們是想拉票還是甚麼
[00:05:07.400 --> 00:05:08.400]  總之無論如何
[00:05:08.400 --> 00:05:11.400]  令到我們Lis都叫了一點
[00:05:11.400 --> 00:05:14.400]  好像有點得益
[00:05:14.400 --> 00:05:16.400]  但是我們都知道
[00:05:16.400 --> 00:05:17.400]  未必做得長
[00:05:17.400 --> 00:05:18.400]  應工黨
[00:05:18.400 --> 00:05:19.400]  沒多久
[00:05:19.400 --> 00:05:20.400]  如果我們知道
[00:05:20.400 --> 00:05:22.400]  以今時今日的氣勢來說
[00:05:22.400 --> 00:05:24.400]  有可能第二個黨會上場
[00:05:24.400 --> 00:05:25.400]  就是Reform
[00:05:25.400 --> 00:05:26.400]  即是改革黨
[00:05:26.400 --> 00:05:27.400]  改革黨上場之後
[00:05:27.400 --> 00:05:29.400]  又可能有第二個講法
[00:05:29.400 --> 00:05:30.400]  你知道
[00:05:30.400 --> 00:05:32.400]  Nigel Farage
[00:05:32.400 --> 00:05:36.400]  他曾經在記者會裏面
[00:05:36.400 --> 00:05:37.400]  曾經有人問及過
[00:05:37.400 --> 00:05:40.400]  烏克蘭難民
[00:05:40.400 --> 00:05:42.400]  和香港BNO visa的人
[00:05:42.400 --> 00:05:44.400]  是否一樣會有10+1
[00:05:44.400 --> 00:05:46.400]  他答案非常斬釘截鐵
[00:05:46.400 --> 00:05:48.400]  非常囂張地說
[00:05:48.400 --> 00:05:49.400]  所有人都是
[00:05:49.400 --> 00:05:50.400]  無一例外
[00:05:50.400 --> 00:05:51.400]  所以其實
[00:05:51.400 --> 00:05:54.400]  對於我們作為香港人來說
[00:05:54.400 --> 00:05:56.400]  其實你都說
[00:05:56.400 --> 00:05:58.400]  其實都有點害怕
[00:05:58.400 --> 00:05:59.400]  每一個政黨上場
[00:05:59.400 --> 00:06:02.400]  他都可以玩不同的遊戲規則
[00:06:02.400 --> 00:06:05.400]  所以我們作為基督徒
[00:06:05.400 --> 00:06:07.400]  我們作為BNO visa的香港人
[00:06:07.400 --> 00:06:08.400]  來到這裏
[00:06:08.400 --> 00:06:10.400]  我們會不會在信心上
[00:06:10.400 --> 00:06:12.400]  都有搖動的可能性呢
[00:06:12.400 --> 00:06:13.400]  這一節的經文
[00:06:13.400 --> 00:06:15.400]  又或者我們SOL的經歷
[00:06:15.400 --> 00:06:18.400]  或者今天都成為我們一個小小的幫助
[00:06:18.400 --> 00:06:20.400]  首先這段經文提醒我們
[00:06:20.400 --> 00:06:24.400]  信心是所盼望的事的實體
[00:06:24.400 --> 00:06:25.400]  其實我想你留意
[00:06:25.400 --> 00:06:27.400]  希伯來書第十一章第一節
[00:06:27.400 --> 00:06:29.400]  沒有那麼快跳到那裏
[00:06:29.400 --> 00:06:30.400]  這個太快了
[00:06:30.400 --> 00:06:32.400]  我們只是在看第一節
[00:06:32.400 --> 00:06:34.400]  這一節經文的上半部分
[00:06:34.400 --> 00:06:35.400]  希伯來書的第十一章第一節
[00:06:35.400 --> 00:06:36.400]  這一節經文
[00:06:36.400 --> 00:06:39.400]  其實是和信心當然有關係
[00:06:39.400 --> 00:06:40.400]  但是他沒有提到
[00:06:40.400 --> 00:06:42.400]  信心的對象是誰
[00:06:42.400 --> 00:06:43.400]  也沒有指明
[00:06:43.400 --> 00:06:45.400]  信心的擁有者是誰
[00:06:45.400 --> 00:06:47.400]  所以這一節經文
[00:06:47.400 --> 00:06:48.400]  絕對不是在說
[00:06:48.400 --> 00:06:52.400]  信心的完整包羅萬有的定義
[00:06:52.400 --> 00:06:55.400]  而是針對信心的某一個層面
[00:06:55.400 --> 00:06:58.400]  做一些教導和說明
[00:06:58.400 --> 00:06:59.400]  這一節經文
[00:06:59.400 --> 00:07:01.400]  有兩個字非常之重要
[00:07:01.400 --> 00:07:04.400]  第一隻字就是實體的這一隻字
[00:07:04.400 --> 00:07:05.400]  Hypostasis
[00:07:05.400 --> 00:07:07.400]  Hypostasis這個字
[00:07:07.400 --> 00:07:08.400]  其實就是希利文的一個字
[00:07:08.400 --> 00:07:10.400]  出現了五次在新約裏面
[00:07:10.400 --> 00:07:12.400]  如果我們參考各大的譯本的話
[00:07:12.400 --> 00:07:15.400]  你就會發現有不同的理解和翻譯
[00:07:15.400 --> 00:07:17.400]  最常見的例子
[00:07:17.400 --> 00:07:19.400]  翻譯的就是實體
[00:07:19.400 --> 00:07:20.400]  實體
[00:07:20.400 --> 00:07:22.400]  甚至乎是根基
[00:07:22.400 --> 00:07:23.400]  又或者是把握
[00:07:23.400 --> 00:07:25.400]  甚至乎再加多幾錢重
[00:07:25.400 --> 00:07:28.400]  就是穩固的確據
[00:07:28.400 --> 00:07:29.400]  所以這個字
[00:07:29.400 --> 00:07:33.400]  其實都幾乎是很廣泛的含義
[00:07:33.400 --> 00:07:35.400]  有些時候甚至可以包括
[00:07:35.400 --> 00:07:37.400]  心智意智的堅定
[00:07:37.400 --> 00:07:40.400]  但是當我們考察這個字的時候
[00:07:40.400 --> 00:07:41.400]  我們就發現
[00:07:41.400 --> 00:07:43.400]  在古代的商業的交易裏面
[00:07:43.400 --> 00:07:45.400]  這個字曾經出現過
[00:07:45.400 --> 00:07:47.400]  特別這個字就是說到
[00:07:47.400 --> 00:07:49.400]  一些契約
[00:07:49.400 --> 00:07:51.400]  如果在買賣上
[00:07:51.400 --> 00:07:54.400]  在商業上的交易
[00:07:54.400 --> 00:07:56.400]  大家達成一個協議
[00:07:56.400 --> 00:07:58.400]  有沒有一些憑據
[00:07:58.400 --> 00:08:00.400]  這個字就出現在這些合約裏面
[00:08:00.400 --> 00:08:02.400]  所以換句話說
[00:08:02.400 --> 00:08:04.400]  希伯來書第十一章第一節
[00:08:04.400 --> 00:08:08.400]  這裏可以理解為產業的契約
[00:08:08.400 --> 00:08:14.400]  又或者是產業的一個約定
[00:08:14.400 --> 00:08:18.400]  所以這裏似乎如果這個是真實的話
[00:08:18.400 --> 00:08:22.400]  信就是所望之事的實體
[00:08:22.400 --> 00:08:25.400]  就提供了一個非常之重要的歷史的預警
[00:08:25.400 --> 00:08:30.400]  信心就好像神所擔保的契約契據
[00:08:30.400 --> 00:08:36.400]  成為了未來應許的產業的法律的保障
[00:08:36.400 --> 00:08:37.400]  就好像你買樓那樣
[00:08:37.400 --> 00:08:40.400]  買樓的契的名字是誰
[00:08:40.400 --> 00:08:42.400]  那層樓就是誰
[00:08:42.400 --> 00:08:43.400]  是不是
[00:08:43.400 --> 00:08:44.400]  我沒有辦法拿你那層樓
[00:08:44.400 --> 00:08:47.400]  因為你的契本身不是我的名字
[00:08:47.400 --> 00:08:49.400]  你沒有辦法拿那個東西
[00:08:49.400 --> 00:08:52.400]  所以那個契本身就成為了一個證據
[00:08:52.400 --> 00:08:55.400]  你能夠拿到那層樓
[00:08:55.400 --> 00:08:57.400]  信心就是那個契
[00:08:57.400 --> 00:08:59.400]  信心就是那個契約
[00:08:59.400 --> 00:09:05.400]  而這裏經文說所盼望的事的實體
[00:09:05.400 --> 00:09:07.400]  究竟盼望些什麼呢
[00:09:07.400 --> 00:09:09.400]  每一個人都有很多不同的盼望
[00:09:09.400 --> 00:09:10.400]  是不是
[00:09:10.400 --> 00:09:11.400]  你希望工黨下台
[00:09:11.400 --> 00:09:13.400]  你希望你那層樓升值
[00:09:13.400 --> 00:09:14.400]  升到很厲害
[00:09:14.400 --> 00:09:16.400]  每一個人都有很多不同的盼望
[00:09:16.400 --> 00:09:20.400]  但這裏所說的盼望是一個將來的盼望
[00:09:20.400 --> 00:09:21.400]  第一
[00:09:21.400 --> 00:09:22.400]  所盼望的事
[00:09:22.400 --> 00:09:24.400]  就是我們還沒有擁有它
[00:09:24.400 --> 00:09:27.400]  所以它是說所盼望的事
[00:09:27.400 --> 00:09:29.400]  是說將來的事
[00:09:29.400 --> 00:09:30.400]  你還沒有拿到
[00:09:30.400 --> 00:09:31.400]  第二
[00:09:31.400 --> 00:09:33.400]  就算你拿到也好
[00:09:33.400 --> 00:09:34.400]  你也是部份
[00:09:34.400 --> 00:09:35.400]  現在你拿著的
[00:09:35.400 --> 00:09:37.400]  你不是完全全部擁有它
[00:09:37.400 --> 00:09:40.400]  所以你仍然盼望著它
[00:09:40.400 --> 00:09:41.400]  第三
[00:09:41.400 --> 00:09:43.400]  其實這裏說的是
[00:09:43.400 --> 00:09:46.400]  信心是要抓住這裏的應許
[00:09:46.400 --> 00:09:48.400]  上帝給了我們很多應許
[00:09:48.400 --> 00:09:51.400]  是必須用信心去抓住它
[00:09:51.400 --> 00:09:54.400]  才可以拿到這個應許
[00:09:54.400 --> 00:09:56.400]  而上帝的應許是永不落空的
[00:09:56.400 --> 00:09:58.400]  只要你有信心的話
[00:09:58.400 --> 00:09:59.400]  你一定見到這個應許
[00:09:59.400 --> 00:10:00.400]  所以第四
[00:10:00.400 --> 00:10:03.400]  就是信心在祈求的時候
[00:10:03.400 --> 00:10:05.400]  就相信因為你的禱告
[00:10:05.400 --> 00:10:07.400]  你有信心的話
[00:10:07.400 --> 00:10:08.400]  你知道有一天
[00:10:08.400 --> 00:10:11.400]  你必定會拿到這件事
[00:10:11.400 --> 00:10:12.400]  所以第五
[00:10:12.400 --> 00:10:15.400]  就是神會在適當的時間
[00:10:15.400 --> 00:10:19.400]  就會給你這個應許
[00:10:19.400 --> 00:10:22.400]  所以信心在希伯來書第十一章第一節裏
[00:10:22.400 --> 00:10:24.400]  不是模糊的感覺
[00:10:24.400 --> 00:10:27.400]  而是擁有一個法律的效力的憑據
[00:10:27.400 --> 00:10:30.400]  當我們憑信心接受神的應許的時候
[00:10:30.400 --> 00:10:34.400]  就等於有一個非常之有的把握
[00:10:34.400 --> 00:10:37.400]  會得到天上的產業
[00:10:37.400 --> 00:10:38.400]  這個天上的產業
[00:10:38.400 --> 00:10:40.400]  你今天是未見到的
[00:10:40.400 --> 00:10:43.400]  但是神已經透過你的相信
[00:10:43.400 --> 00:10:47.400]  合法地給了這個信心給你
[00:10:47.400 --> 00:10:48.400]  很多年前
[00:10:48.400 --> 00:10:50.400]  我就去一個教會廣道
[00:10:50.400 --> 00:10:51.400]  Lottingham的教會
[00:10:51.400 --> 00:10:52.400]  Lottingham這個地方
[00:10:52.400 --> 00:10:53.400]  大家有沒有去過
[00:10:53.400 --> 00:10:54.400]  如果沒有去過
[00:10:54.400 --> 00:10:55.400]  不妨可以去一下
[00:10:55.400 --> 00:10:57.400]  很多香港人在裏面是聚腳的
[00:10:57.400 --> 00:10:58.400]  很多年前
[00:10:58.400 --> 00:10:59.400]  我去廣道的時候
[00:10:59.400 --> 00:11:00.400]  你都知道我Benny
[00:11:00.400 --> 00:11:03.400]  是比較為人低調的
[00:11:03.400 --> 00:11:04.400]  是低調的
[00:11:04.400 --> 00:11:05.400]  沒錯
[00:11:05.400 --> 00:11:08.400]  如果我去其他教會廣道
[00:11:08.400 --> 00:11:10.400]  我盡量不會坐前排
[00:11:10.400 --> 00:11:12.400]  我都會坐到躲在一旁
[00:11:12.400 --> 00:11:13.400]  躲在一個
[00:11:13.400 --> 00:11:15.400]  你不講都不知道那個是講員
[00:11:15.400 --> 00:11:17.400]  那些人叫我坐前面
[00:11:17.400 --> 00:11:18.400]  我就永遠不坐前面
[00:11:18.400 --> 00:11:19.400]  我就坐在旁邊
[00:11:19.400 --> 00:11:21.400]  有一次我去教會廣道的時候
[00:11:21.400 --> 00:11:23.400]  後面有一位女士
[00:11:23.400 --> 00:11:24.400]  她旁邊有一個西人
[00:11:24.400 --> 00:11:25.400]  我就很好奇
[00:11:25.400 --> 00:11:26.400]  喂
[00:11:26.400 --> 00:11:28.400]  這裡是講廣東話的聚會
[00:11:28.400 --> 00:11:29.400]  看她的樣子
[00:11:29.400 --> 00:11:30.400]  你都不太會看廣東
[00:11:30.400 --> 00:11:32.400]  應該不會聽廣東話
[00:11:32.400 --> 00:11:35.400]  為什麼她會來聽廣東話的service呢
[00:11:35.400 --> 00:11:36.400]  於是乎
[00:11:36.400 --> 00:11:37.400]  完了廣道之後
[00:11:37.400 --> 00:11:38.400]  這位太太和我打招呼
[00:11:38.400 --> 00:11:39.400]  我就問一問她
[00:11:39.400 --> 00:11:41.400]  為什麼你有一個西人的朋友
[00:11:41.400 --> 00:11:42.400]  原來他是她的老公
[00:11:42.400 --> 00:11:45.400]  然後她就偶爾幫他做翻譯
[00:11:45.400 --> 00:11:46.400]  聊著聊著
[00:11:46.400 --> 00:11:49.400]  我才知道這位姊妹叫Stella
[00:11:49.400 --> 00:11:51.400]  Stella她
[00:11:51.400 --> 00:11:54.400]  她本身就開始講她的故事給我聽
[00:11:54.400 --> 00:11:58.400]  她說她拜了日本佛非常多年
[00:11:58.400 --> 00:12:00.400]  十幾年的時間
[00:12:00.400 --> 00:12:01.400]  但她說Benny
[00:12:01.400 --> 00:12:04.400]  我已經在之前信了耶穌
[00:12:04.400 --> 00:12:06.400]  不過後期我轉投去第二個陣營
[00:12:06.400 --> 00:12:08.400]  就是日本佛
[00:12:08.400 --> 00:12:11.400]  當時她就將所有的聖經
[00:12:11.400 --> 00:12:12.400]  家裡的聖經
[00:12:12.400 --> 00:12:13.400]  所有的詩歌
[00:12:13.400 --> 00:12:15.400]  全部丟掉
[00:12:15.400 --> 00:12:19.400]  一心來跟日本佛修行
[00:12:19.400 --> 00:12:22.400]  後期醫生就告訴她
[00:12:22.400 --> 00:12:25.400]  她確診了肝癌
[00:12:25.400 --> 00:12:28.400]  肝癌是一個很嚴重的病
[00:12:28.400 --> 00:12:31.400]  大部分時間都非常困難去醫治
[00:12:31.400 --> 00:12:32.400]  大家都可能知道
[00:12:32.400 --> 00:12:34.400]  於是在那段時間
[00:12:34.400 --> 00:12:37.400]  她就剛好有天使到處出現
[00:12:37.400 --> 00:12:39.400]  後期她就信了主
[00:12:39.400 --> 00:12:40.400]  信了主之後
[00:12:40.400 --> 00:12:44.400]  她也知道治療的過程並不容易
[00:12:44.400 --> 00:12:47.400]  後期甚至醫生告訴她
[00:12:47.400 --> 00:12:48.400]  妳的胃
[00:12:48.400 --> 00:12:49.400]  妳的肺
[00:12:49.400 --> 00:12:50.400]  妳的腎
[00:12:50.400 --> 00:12:53.400]  全部都有癌症
[00:12:53.400 --> 00:12:54.400]  所以她已經知道
[00:12:54.400 --> 00:12:57.400]  生命已經落到倒數的階段
[00:12:57.400 --> 00:12:59.400]  在2020年的時候
[00:12:59.400 --> 00:13:01.400]  2020年1月的時候
[00:13:01.400 --> 00:13:05.400]  是她最後一次在公開場所講見證
[00:13:05.400 --> 00:13:08.400]  那一次她就來了這裡
[00:13:08.400 --> 00:13:10.400]  在我們教會講了一個見證
[00:13:10.400 --> 00:13:12.400]  那也是她最後一次的見證
[00:13:12.400 --> 00:13:13.400]  沒多久之後
[00:13:13.400 --> 00:13:15.400]  她的老公就用她的手機
[00:13:15.400 --> 00:13:16.400]  發了一個短信給我
[00:13:16.400 --> 00:13:18.400]  他說她已經安詳地
[00:13:18.400 --> 00:13:21.400]  在我的懷抱裡離開了這個世界
[00:13:21.400 --> 00:13:23.400]  Stella本身是一個
[00:13:23.400 --> 00:13:26.400]  挺挑剔的人
[00:13:26.400 --> 00:13:28.400]  挺挑戰性的人
[00:13:28.400 --> 00:13:30.400]  但到了後期的時候
[00:13:30.400 --> 00:13:31.400]  她和很多人講見證的時候
[00:13:31.400 --> 00:13:32.400]  她都相信
[00:13:32.400 --> 00:13:34.400]  她現在憑著她的信心
[00:13:34.400 --> 00:13:36.400]  她知道她的生命在耶穌那裡
[00:13:36.400 --> 00:13:38.400]  她不再懼怕死亡
[00:13:38.400 --> 00:13:40.400]  其實她見不到那個永生
[00:13:40.400 --> 00:13:42.400]  她見不到那個天國
[00:13:42.400 --> 00:13:45.400]  但她很有信心地來到這個世界上
[00:13:45.400 --> 00:13:47.400]  去不同的教會裡面
[00:13:47.400 --> 00:13:49.400]  去講她的見證出來
[00:13:49.400 --> 00:13:50.400]  沒錯
[00:13:50.400 --> 00:13:51.400]  信心就是這樣
[00:13:51.400 --> 00:13:53.400]  信心就是那個盼望
[00:13:53.400 --> 00:13:56.400]  那個盼望還沒見到
[00:13:56.400 --> 00:13:57.400]  但是
[00:13:57.400 --> 00:13:59.400]  她的信心就是一個憑據
[00:13:59.400 --> 00:14:00.400]  在她的將來
[00:14:00.400 --> 00:14:02.400]  她一定會得到這個東西
[00:14:02.400 --> 00:14:04.400]  接著第二樣東西就是
[00:14:04.400 --> 00:14:08.400]  信心其實就是未見之時的確據
[00:14:08.400 --> 00:14:10.400]  這就是下一半句的經文
[00:14:10.400 --> 00:14:12.400]  在古典希臘文裡面
[00:14:12.400 --> 00:14:14.400]  這個字眼
[00:14:14.400 --> 00:14:16.400]  這個確據這個字眼
[00:14:16.400 --> 00:14:18.400]  其實有三個很重要的意思
[00:14:18.400 --> 00:14:21.400]  第一個意思就是證明的意思
[00:14:21.400 --> 00:14:24.400]  一種很有理據的證明
[00:14:24.400 --> 00:14:26.400]  去令到人確信這件事
[00:14:26.400 --> 00:14:27.400]  是雖然未出現
[00:14:27.400 --> 00:14:29.400]  但是真實存在的
[00:14:29.400 --> 00:14:32.400]  而這個存在不是憑感覺的
[00:14:32.400 --> 00:14:34.400]  是有理據的
[00:14:34.400 --> 00:14:36.400]  是有理由的
[00:14:36.400 --> 00:14:38.400]  大家都可能聽過
[00:14:38.400 --> 00:14:41.400]  最近Charlie Kirk被槍殺
[00:14:41.400 --> 00:14:42.400]  其實我對於這個人
[00:14:42.400 --> 00:14:43.400]  之前就不太認識的
[00:14:43.400 --> 00:14:45.400]  但是這件事之後
[00:14:45.400 --> 00:14:46.400]  我看回他很多的
[00:14:46.400 --> 00:14:47.400]  在牛津
[00:14:47.400 --> 00:14:48.400]  在Cambridge
[00:14:48.400 --> 00:14:49.400]  或者是很多不同的哈佛
[00:14:49.400 --> 00:14:50.400]  其他的地方
[00:14:50.400 --> 00:14:52.400]  做一些辯論
[00:14:52.400 --> 00:14:53.400]  有一次
[00:14:53.400 --> 00:14:55.400]  我就見到他跟一個
[00:14:55.400 --> 00:14:57.400]  蔡鴻祺的一個女士
[00:14:57.400 --> 00:14:58.400]  來辯論
[00:14:58.400 --> 00:15:00.400]  講了十幾二十分鐘
[00:15:00.400 --> 00:15:01.400]  這十幾二十分鐘裡面
[00:15:01.400 --> 00:15:02.400]  大家都口沫橫飛
[00:15:02.400 --> 00:15:04.400]  大家都講了很多東西
[00:15:04.400 --> 00:15:06.400]  Charlie Kirk就問他
[00:15:06.400 --> 00:15:07.400]  什麼叫做女人
[00:15:07.400 --> 00:15:09.400]  你可不可以定義什麼叫做女人
[00:15:09.400 --> 00:15:10.400]  而每一樣東西
[00:15:10.400 --> 00:15:12.400]  都是很基本上
[00:15:12.400 --> 00:15:13.400]  問他很多
[00:15:13.400 --> 00:15:15.400]  關於理據上的東西
[00:15:15.400 --> 00:15:16.400]  譬如說
[00:15:16.400 --> 00:15:17.400]  你知不知道有多少人墮胎
[00:15:17.400 --> 00:15:18.400]  為什麼會墮胎
[00:15:18.400 --> 00:15:19.400]  之類的
[00:15:19.400 --> 00:15:22.400]  基本上有很多的數據出來
[00:15:23.400 --> 00:15:25.400]  這些就是證據
[00:15:25.400 --> 00:15:26.400]  而這些數據
[00:15:26.400 --> 00:15:28.400]  本身就是有證明的
[00:15:28.400 --> 00:15:29.400]  沒錯
[00:15:29.400 --> 00:15:30.400]  這個字的意思就是說
[00:15:30.400 --> 00:15:32.400]  其實是正在證明
[00:15:32.400 --> 00:15:33.400]  證明了一件事
[00:15:33.400 --> 00:15:35.400]  還有第二件事
[00:15:35.400 --> 00:15:36.400]  這個字也是在講
[00:15:36.400 --> 00:15:37.400]  責備的意思
[00:15:37.400 --> 00:15:38.400]  我想其中一節經文
[00:15:38.400 --> 00:15:40.400]  大家或者你聽過的就是
[00:15:40.400 --> 00:15:42.400]  經文在楊方第十六章第八節那裡
