
[00:00:00.000 --> 00:00:03.080]  好 弟兄姐妹 平安 早晨
[00:02:35.460 --> 00:02:39.400]  所以對於真理這個字是很敏感的
[00:02:39.400 --> 00:02:41.060]  你不要跟我說真理
[00:02:41.060 --> 00:02:44.260]  或者你跟我說真相比較好
[00:02:44.260 --> 00:02:47.360]  因為呢 真相我都很容易接受
[00:02:47.360 --> 00:02:50.160]  你一講真理我就想起真理報沒有好東西
[00:02:50.160 --> 00:02:54.160]  就是 那麼你就可以明白到
[00:02:54.160 --> 00:02:55.920]  事實上真的是很難的
[00:02:55.920 --> 00:02:59.000]  就是在現代來說究竟什麼是真理是很難的
[00:02:59.000 --> 00:03:02.400]  但是剛才我們讀那段經文本身呢
[00:03:02.400 --> 00:03:08.260]  正正就是反映到一個很重要的問題
[00:03:08.260 --> 00:03:10.520]  連沈耶穌的比拉多
[00:03:10.520 --> 00:03:12.080]  去到最後的時候
[00:03:12.080 --> 00:03:13.900]  他都問了一個問題
[00:03:13.900 --> 00:03:15.960]  究竟什麼是真理呢
[00:03:15.960 --> 00:03:19.100]  一個suppose他
[00:03:19.100 --> 00:03:24.960]  他是在那個審判的案前的時候
[00:03:24.960 --> 00:03:27.960]  他應該要找出真相 找出真理
[00:03:27.960 --> 00:03:32.960]  去判耶穌究竟是否應該釋放的時候
[00:03:32.960 --> 00:03:35.460]  但是他都搞不清楚什麼是真理的時候
[00:03:35.460 --> 00:03:37.360]  你又可以想像到
[00:03:37.360 --> 00:03:40.560]  其實這個世界如果沒有了真理的時候呢
[00:03:40.560 --> 00:03:43.560]  是很大的問題
[00:03:43.560 --> 00:03:47.560]  我們一起低頭離頭去禱告
[00:03:47.560 --> 00:03:50.560]  願乎求你真的讓我們去明白
[00:03:50.560 --> 00:03:54.560]  你所啟示的真理究竟是什麼一回事
[00:03:54.560 --> 00:03:57.560]  叫我們的心 心悅誠服的
[00:03:57.560 --> 00:04:00.560]  來去含服真理
[00:04:00.560 --> 00:04:03.560]  不單止是明白真理 是含服真理
[00:04:03.560 --> 00:04:05.560]  以致到你的真理
[00:04:05.560 --> 00:04:08.060]  將我們整個人來去涉服的時候
[00:04:08.060 --> 00:04:12.560]  我們知道怎樣按照真理去行事為人
[00:04:12.560 --> 00:04:14.060]  我們求你教導我們
[00:04:14.060 --> 00:04:17.560]  我們這樣討好奉耶穌基督的名其靠 阿門
[00:04:17.560 --> 00:04:25.560]  但事實上自從有人以來
[00:04:25.560 --> 00:04:27.560]  其實追求真理的心
[00:04:27.560 --> 00:04:29.060]  不知道你有沒有想過
[00:04:29.060 --> 00:04:33.560]  是一個人的特性
[00:04:33.560 --> 00:04:36.560]  人之所以為人
[00:04:36.560 --> 00:04:38.560]  有一些基本的特性
[00:04:38.560 --> 00:04:40.060]  之前我們都講過一些
[00:04:40.060 --> 00:04:44.060]  例如我們會追求良善 追求Good
[00:04:44.060 --> 00:04:46.060]  我們會問我們是誰
[00:04:46.060 --> 00:04:50.060]  我們找自己的身份是怎樣
[00:04:50.060 --> 00:04:54.060]  而這些是直根於人 神
[00:04:54.060 --> 00:04:55.560]  因為神造人的時候
[00:04:55.560 --> 00:04:58.560]  將祂自己的形象放在我們裡面的時候
[00:04:58.560 --> 00:05:01.560]  所以有一些人之所以為人那些基本特性
[00:05:01.560 --> 00:05:03.560]  是很特別動物沒有的
[00:05:03.560 --> 00:05:06.560]  而其中一樣就是尋索真理
[00:05:06.560 --> 00:05:09.560]  不知道你有沒有想過
[00:05:09.560 --> 00:05:11.560]  當人看到
[00:05:11.560 --> 00:05:13.560]  例如你想想以前的人
[00:05:13.560 --> 00:05:17.560]  他們看到天上的星星 月亮
[00:05:17.560 --> 00:05:19.560]  那些星星會斬
[00:05:19.560 --> 00:05:22.560]  那些軌道會走的時候
[00:05:22.560 --> 00:05:26.560]  動物就不會想這些東西的 我相信
[00:05:26.560 --> 00:05:30.560]  但是唯有人就會望著天
[00:05:30.560 --> 00:05:32.560]  晚上就在發呆
[00:05:32.560 --> 00:05:36.560]  然後就想究竟天上的星體又是怎樣
[00:05:36.560 --> 00:05:40.560]  背後是不是天上有什麼神明
[00:05:40.560 --> 00:05:44.560]  那些軌跡又會怎樣 計數那些
[00:05:44.560 --> 00:05:46.560]  人是有的
[00:05:46.560 --> 00:05:52.560]  而且這個不是人教的
[00:05:52.560 --> 00:05:56.560]  好像是人本身裡面對於真相
[00:05:56.560 --> 00:06:01.560]  對於真理是有一種的尋求之心
[00:06:01.560 --> 00:06:03.560]  而這個尋求之心
[00:06:03.560 --> 00:06:08.560]  是多過一個表面現象
[00:06:08.560 --> 00:06:12.560]  是植根於我們心靈的深處
[00:06:12.560 --> 00:06:15.560]  好像是有一把聲音
[00:06:15.560 --> 00:06:17.560]  一個呼喚
[00:06:17.560 --> 00:06:21.560]  去背後催促著我們去尋求
[00:06:21.560 --> 00:06:24.560]  所以一個活在謊話當中的人
[00:06:24.560 --> 00:06:27.560]  是不開心的
[00:06:27.560 --> 00:06:32.560]  一個去找到真理 找到真相的時候
[00:06:32.560 --> 00:06:35.560]  整個人是豁然開朗的
[00:06:35.560 --> 00:06:40.560]  這個不是一個教育出來的成果
[00:06:40.560 --> 00:06:42.560]  你會明白
[00:06:42.560 --> 00:06:45.560]  是好像在心靈的深處
[00:06:45.560 --> 00:06:47.560]  我們每個人都是這樣
[00:06:47.560 --> 00:06:49.560]  這個正正就是因為
[00:06:49.560 --> 00:06:52.560]  神將找真理的種子
[00:06:52.560 --> 00:06:56.560]  放在我們每個人的心靈的深處那裡
[00:06:56.560 --> 00:07:00.560]  我們每個人都很想找真理
[00:07:00.560 --> 00:07:02.560]  只是到頭來有時候
[00:07:02.560 --> 00:07:06.560]  一開始說太過找不到了
[00:07:06.560 --> 00:07:08.560]  就是放棄了
[00:07:08.560 --> 00:07:10.560]  所以就說不要跟我講真理了
[00:07:10.560 --> 00:07:12.560]  太多全部都是假的東西
[00:07:12.560 --> 00:07:14.560]  全部都是假新聞
[00:07:14.560 --> 00:07:18.560]  只是我們對於現實太過氣餒
[00:07:18.560 --> 00:07:23.560]  但是從來找真相 找真理的心
[00:07:23.560 --> 00:07:28.560]  那個聲音其實都是在我們裡面
[00:07:28.560 --> 00:07:30.560]  回過頭來的時候
[00:07:30.560 --> 00:07:32.560]  你就會問
[00:07:32.560 --> 00:07:34.560]  究竟真理是什麼呢
[00:07:34.560 --> 00:07:36.560]  剛才比拉多也問 真理是什麼呢
[00:07:36.560 --> 00:07:39.560]  似乎這個也不是一個這麼簡單的問題
[00:07:39.560 --> 00:07:43.560]  如果你細心一點想一想 是不是
[00:07:43.560 --> 00:07:47.560]  很有趣 我們每個人都
[00:07:47.560 --> 00:07:49.560]  好像在心靈裡面有個聲音
[00:07:49.560 --> 00:07:52.560]  有個呼喚去想找真理
[00:07:52.560 --> 00:07:55.560]  但是如果我問你
[00:07:55.560 --> 00:07:59.560]  真理是什麼呢
[00:07:59.560 --> 00:08:01.560]  你好像含含糊糊的
[00:08:01.560 --> 00:08:05.560]  又不太知道是什麼 是不是
[00:08:05.560 --> 00:08:07.560]  很多人都是這樣
[00:08:07.560 --> 00:08:11.560]  其中一個對於真理是一些什麼呢
[00:08:11.560 --> 00:08:13.560]  其中有一個這樣的理論
[00:08:13.560 --> 00:08:18.560]  或者有一個這樣的理論
[00:08:18.560 --> 00:08:20.560]  其實很多人都是
[00:08:20.560 --> 00:08:22.560]  特別是在科學的世界觀的時候
[00:08:22.560 --> 00:08:26.560]  這個也是一個挺普遍的信念
[00:08:26.560 --> 00:08:27.560]  或者一個這樣的理論
[00:08:27.560 --> 00:08:29.560]  我們相信真理是什麼呢
[00:08:29.560 --> 00:08:33.560]  真理就是一些事情
[00:08:33.560 --> 00:08:36.560]  對應真實的存在
[00:08:36.560 --> 00:08:38.560]  那個就是真理
[00:08:38.560 --> 00:08:42.560]  譬如說自由神像在紐約
[00:08:42.560 --> 00:08:45.560]  這樣 自由神像在紐約
[00:08:45.560 --> 00:08:47.560]  這個是不是真理呢
[00:08:47.560 --> 00:08:49.560]  也是的 是不是
[00:08:49.560 --> 00:08:53.560]  或者有另一個說話
[00:08:53.560 --> 00:08:56.560]  水在大氣壓力 一倍的大氣壓力之下
[00:08:56.560 --> 00:08:59.560]  在100度就會沸騰 是不是
[00:08:59.560 --> 00:09:02.560]  這個是不是真理呢
[00:09:02.560 --> 00:09:05.560]  這個我們都覺得應該是真理
[00:09:05.560 --> 00:09:09.560]  因為真是會這樣發生的 是不是
[00:09:09.560 --> 00:09:12.560]  其實這個就是一般來說
[00:09:12.560 --> 00:09:15.560]  普遍人相信的真理
[00:09:15.560 --> 00:09:19.560]  其實就是真理符合一個
[00:09:19.560 --> 00:09:21.560]  實在的情況的情形
[00:09:21.560 --> 00:09:23.560]  兩樣東西吻合在一起
[00:09:23.560 --> 00:09:27.560]  就為之真理了
[00:09:27.560 --> 00:09:30.560]  第一句說話
[00:09:30.560 --> 00:09:32.560]  真是一個自由神像的東西
[00:09:32.560 --> 00:09:35.560]  你知道自由神像是什麼來的 是不是
[00:09:35.560 --> 00:09:39.560]  有個女人拿著一支東西
[00:09:39.560 --> 00:09:40.560]  那個自由神像
[00:09:40.560 --> 00:09:41.560]  那你知道自由神像是什麼
[00:09:41.560 --> 00:09:44.560]  你就知道那個東西真實存在的
[00:09:44.560 --> 00:09:45.560]  然後你就知道
[00:09:45.560 --> 00:09:47.560]  它現在真是放在了一個地方
[00:09:47.560 --> 00:09:49.560]  那個地方就叫紐約
[00:09:49.560 --> 00:09:52.560]  那第一句說話就是對的 是不是
[00:09:52.560 --> 00:09:54.560]  第二句說話
[00:09:54.560 --> 00:09:56.560]  你知道水是什麼
[00:09:56.560 --> 00:09:59.560]  你就知道水加熱它
[00:09:59.560 --> 00:10:01.560]  溫度會上升的
[00:10:01.560 --> 00:10:03.560]  如果上升到100度
[00:10:03.560 --> 00:10:07.560]  是會沸騰的
[00:10:07.560 --> 00:10:10.560]  又會發生
[00:10:10.560 --> 00:10:14.560]  又真是這個說話
[00:10:14.560 --> 00:10:16.560]  如果環境各樣東西不變
[00:10:16.560 --> 00:10:20.560]  這個說話是一定會實現的
[00:10:20.560 --> 00:10:23.560]  那這個就是真理 是不是
[00:10:23.560 --> 00:10:25.560]  所以很多科學的真理都是這樣
[00:10:25.560 --> 00:10:27.560]  很多人相信科學的定律都是真理
[00:10:27.560 --> 00:10:30.560]  其實他們都是有一個這樣的觀念
[00:10:30.560 --> 00:10:32.560]  來看真理 是不是
[00:10:32.560 --> 00:10:34.560]  那這個大家都明白 是不是
[00:10:34.560 --> 00:10:36.560]  當我們讀科學的時候的人
[00:10:36.560 --> 00:10:38.560]  大家都明白這樣的真理
[00:10:38.560 --> 00:10:41.560]  那在這樣的理論之下
[00:10:41.560 --> 00:10:42.560]  很多人想真
[00:10:42.560 --> 00:10:44.560]  如果他是這樣想真理的時候
[00:10:44.560 --> 00:10:45.560]  你就會發覺
[00:10:45.560 --> 00:10:49.560]  其實背後有三個很重要的元素
[00:10:49.560 --> 00:10:54.560]  第一個的元素就是
[00:10:54.560 --> 00:10:59.560]  語言是表達了一些的意象的
[00:10:59.560 --> 00:11:01.560]  剛才那個真理的句子
[00:11:01.560 --> 00:11:04.560]  本身是用語言來表達的 是不是
[00:11:04.560 --> 00:11:06.560]  那個語言表達了什麼意象呢
[00:11:06.560 --> 00:11:08.560]  譬如我講自由神像
[00:11:08.560 --> 00:11:13.560]  自由神像是表達了一個女的公仔
[00:11:13.560 --> 00:11:15.560]  拿著一支火炬
[00:11:15.560 --> 00:11:18.560]  你就知道那個自由神像的東西
[00:11:18.560 --> 00:11:20.560]  就是等於那個公仔
[00:11:20.560 --> 00:11:24.560]  或者紐約的名稱
[00:11:24.560 --> 00:11:26.560]  就等於那個地圖當中
[00:11:26.560 --> 00:11:28.560]  在某個位置 是不是
[00:11:28.560 --> 00:11:30.560]  語言就表達了某個意象的
[00:11:30.560 --> 00:11:32.560]  或者滾水
[00:11:32.560 --> 00:11:34.560]  你就知道代表著什麼了
[00:11:34.560 --> 00:11:39.560]  譬如滾水就代表著有蒸汽出來
[00:11:39.560 --> 00:11:42.560]  那些語言表達了某些的意象
[00:11:42.560 --> 00:11:45.560]  第二就是那些意象
[00:11:45.560 --> 00:11:48.560]  是對應了現實會發生的
[00:11:48.560 --> 00:11:52.560]  或者現實可以考證的一個情況
[00:11:52.560 --> 00:11:54.560]  不是無中生有的
[00:11:54.560 --> 00:11:57.560]  你所講出來那樣東西的意象
[00:11:57.560 --> 00:12:00.560]  是對應那個事情是實實在在的
[00:12:00.560 --> 00:12:04.560]  而這樣的時候
[00:12:04.560 --> 00:12:06.560]  所第三個元素就是
[00:12:06.560 --> 00:12:08.560]  引導第三個元素
[00:12:08.560 --> 00:12:10.560]  所表達出來的真理
[00:12:10.560 --> 00:12:13.560]  是必然是命題式的表達來的
[00:12:13.560 --> 00:12:16.560]  就是propositional的 命題式的表達來的
[00:12:16.560 --> 00:12:18.560]  意思就是說
[00:12:18.560 --> 00:12:20.560]  水 譬如舉例來說
[00:12:20.560 --> 00:12:22.560]  水在100度會滾
[00:12:22.560 --> 00:12:25.560]  要麼就對 要麼就錯 是不是
[00:12:25.560 --> 00:12:27.560]  如果它不滾就錯
[00:12:27.560 --> 00:12:28.560]  它滾就對
[00:12:28.560 --> 00:12:31.560]  或者它不是在100度滾 就錯
[00:12:31.560 --> 00:12:33.560]  90度已經滾了 就錯 是不是
[00:12:33.560 --> 00:12:35.560]  它在110度滾 就錯
[00:12:35.560 --> 00:12:37.560]  但在100度滾就對 是不是
[00:12:37.560 --> 00:12:39.560]  譬如自由神像在紐約這樣
[00:12:39.560 --> 00:12:41.560]  如果它不是在紐約的
[00:12:41.560 --> 00:12:44.560]  譬如它是在洛杉磯的 那就錯
[00:12:44.560 --> 00:12:46.560]  或者在紐約那個不是自由神像
[00:12:46.560 --> 00:12:49.560]  是巴黎鐵塔來的 那就錯 是不是
[00:12:49.560 --> 00:12:51.560]  又是有自由神像 又是在紐約
[00:12:51.560 --> 00:12:54.560]  現在真是在這裡 那就對 是不是
[00:12:54.560 --> 00:12:56.560]  這個命題式的表達意思就是說
[00:12:56.560 --> 00:12:59.560]  在一個句子裏面 就一是對一是錯
[00:12:59.560 --> 00:13:02.560]  就不會有中間的 是不是
[00:13:02.560 --> 00:13:07.560]  所以這個真理符合論的
[00:13:07.560 --> 00:13:10.560]  去想真理就是用這三個
[00:13:10.560 --> 00:13:12.560]  必然有這三個的元素
[00:13:12.560 --> 00:13:14.560]  而這些真理的表達
[00:13:14.560 --> 00:13:18.560]  很多時候都是用命題式來表達的
[00:13:18.560 --> 00:13:21.560]  譬如太陽是熱
[00:13:21.560 --> 00:13:24.560]  天空是藍
[00:13:24.560 --> 00:13:27.560]  很多這些的
[00:13:27.560 --> 00:13:29.560]  我們認為那些真理
[00:13:29.560 --> 00:13:32.560]  都是這些的句子來的 是不是
[00:13:32.560 --> 00:13:34.560]  就是第三級力
[00:13:34.560 --> 00:13:37.560]  譬如是9.8g 是不是
[00:13:37.560 --> 00:13:40.560]  就是你讀科學
[00:13:40.560 --> 00:13:42.560]  你計算過physics
[00:13:42.560 --> 00:13:44.560]  9.8g計算的時候
[00:13:44.560 --> 00:13:47.560]  引力是9.8的重量
[00:13:47.560 --> 00:13:51.560]  諸如此類 光速是多少
[00:13:51.560 --> 00:13:54.560]  這些都是命題式的表達
[00:13:54.560 --> 00:13:56.560]  我們就認為
[00:13:56.560 --> 00:13:58.560]  真理就是一些這樣
[00:13:58.560 --> 00:14:00.560]  可以一些的principle
[00:14:00.560 --> 00:14:02.560]  一些語句可以這樣來的
[00:14:02.560 --> 00:14:04.560]  將它來的去羅列
[00:14:04.560 --> 00:14:07.560]  來的去表達出來的 是不是
[00:14:07.560 --> 00:14:09.560]  很多時候讀科學的人
[00:14:09.560 --> 00:14:10.560]  或者在現代人來講
[00:14:10.560 --> 00:14:14.560]  我們都是這樣來的去認為
[00:14:14.560 --> 00:14:17.560]  真理就是這些這樣的意象
[00:14:17.560 --> 00:14:19.560]  或者這樣的一個
[00:14:19.560 --> 00:14:21.560]  命題式可以表達出來的
[00:14:21.560 --> 00:14:23.560]  一些必然是對的
[00:14:23.560 --> 00:14:25.560]  一些的statement
[00:14:25.560 --> 00:14:27.560]  一些的語句 是不是
[00:14:27.560 --> 00:14:30.560]  大家都明白我在講什麼 是不是
[00:14:30.560 --> 00:14:32.560]  希望你現在
[00:14:32.560 --> 00:14:35.560]  去到這一刻都沒有迷失 是不是
[00:14:35.560 --> 00:14:37.560]  這樣的時候
[00:14:37.560 --> 00:14:39.560]  在一個這樣的真理
[00:14:39.560 --> 00:14:42.560]  這樣的命題式的真理的時候
[00:14:42.560 --> 00:14:44.560]  就會
[00:14:44.560 --> 00:14:48.560]  其實它帶來了有幾個的特質
[00:14:48.560 --> 00:14:50.560]  第一個的特質
[00:14:50.560 --> 00:14:54.560]  就是這些真理本身
[00:14:54.560 --> 00:14:59.560]  是在思想之中去掌握的
[00:14:59.560 --> 00:15:01.560]  你想一下 是不是
[00:15:01.560 --> 00:15:02.560]  譬如我舉個例子
[00:15:02.560 --> 00:15:03.560]  剛才講的那個例子
[00:15:03.560 --> 00:15:06.560]  天空是藍色
[00:15:06.560 --> 00:15:09.560]  可能今天如果天黑黑
[00:15:09.560 --> 00:15:12.560]  你見不到有天空是藍的
[00:15:12.560 --> 00:15:15.560]  但是你必然會
[00:15:15.560 --> 00:15:18.560]  知道好天的時候天空是藍色
[00:15:18.560 --> 00:15:22.560]  這個你不需要見到這個現象
[00:15:22.560 --> 00:15:25.560]  在你的思想當中
[00:15:25.560 --> 00:15:27.560]  有這句statement
[00:15:27.560 --> 00:15:29.560]  有這句命題
[00:15:29.560 --> 00:15:31.560]  你就認為這個是真理
[00:15:31.560 --> 00:15:32.560]  就是這樣
[00:15:32.560 --> 00:15:36.560]  譬如地心吸力是9.8G
[00:15:36.560 --> 00:15:38.560]  你可能你
[00:15:38.560 --> 00:15:40.560]  不是你計算出來的那條數
[00:15:40.560 --> 00:15:42.560]  但是你認定了這個
[00:15:42.560 --> 00:15:44.560]  地心吸力是9.8G
[00:15:44.560 --> 00:15:46.560]  認定了這個statement
[00:15:46.560 --> 00:15:47.560]  這個命題
[00:15:47.560 --> 00:15:50.560]  你在頭腦有這樣的觀念
[00:15:50.560 --> 00:15:53.560]  你就去計算那些力學的數
[00:15:53.560 --> 00:15:56.560]  就全部用這樣來計算
[00:15:56.560 --> 00:16:00.560]  或者自由神像在紐約
[00:16:00.560 --> 00:16:01.560]  你沒有去過紐約
[00:16:01.560 --> 00:16:03.560]  我也沒有去過紐約
[00:16:03.560 --> 00:16:06.560]  我也沒有見過自由神像
[00:16:06.560 --> 00:16:09.560]  但是我知道
[00:16:09.560 --> 00:16:10.560]  就是每個人都這樣講
[00:16:10.560 --> 00:16:12.560]  我當他們不騙我
[00:16:12.560 --> 00:16:15.560]  我就知道真的有個自由神像在紐約
[00:16:15.560 --> 00:16:20.560]  在我的腦海當中就有這個觀念
[00:16:20.560 --> 00:16:23.560]  自由神像在紐約
[00:16:23.560 --> 00:16:25.560]  我就知道這個是真的
[00:16:25.560 --> 00:16:28.560]  這個就是命題式真理
[00:16:28.560 --> 00:16:31.560]  通常都是在頭腦裡面去掌握的
[00:16:31.560 --> 00:16:32.560]  這些真理
[00:16:32.560 --> 00:16:34.560]  這個是第一個特色
[00:16:34.560 --> 00:16:36.560]  為什麼這個特色要講這麼多
[00:16:36.560 --> 00:16:38.560]  等一下會再講
[00:16:38.560 --> 00:16:41.560]  第二個跟第一個相關
[00:16:41.560 --> 00:16:45.560]  如果這些真理本身用命題式來表達的時候
[00:16:45.560 --> 00:16:48.560]  很多時候都是關於知識的
[00:16:48.560 --> 00:16:49.560]  是不是
[00:16:49.560 --> 00:16:54.560]  很多時候都是關於知識的
[00:16:54.560 --> 00:16:59.560]  你知道什麼不知道什麼
[00:16:59.560 --> 00:17:01.560]  什麼是對什麼是不對
[00:17:01.560 --> 00:17:03.560]  什麼是真什麼是假
[00:17:03.560 --> 00:17:06.560]  那些是知識的領域
[00:17:06.560 --> 00:17:10.560]  所以有人說讀書尋求真理
[00:17:10.560 --> 00:17:12.560]  其實讀書是不是幫你們尋求真理呢
[00:17:12.560 --> 00:17:15.560]  當然很多東西可以討論
[00:17:15.560 --> 00:17:16.560]  但是最簡單來說
[00:17:16.560 --> 00:17:20.560]  讀書是增長了你的知識的領域
[00:17:20.560 --> 00:17:22.560]  這個就無可否認
[00:17:22.560 --> 00:17:28.560]  讀書就多了很多資訊
[00:17:28.560 --> 00:17:30.560]  而這個命題式的真理
[00:17:30.560 --> 00:17:31.560]  剛才也講過
[00:17:31.560 --> 00:17:33.560]  一定是對還是不對
[00:17:33.560 --> 00:17:35.560]  一是對一是錯
[00:17:35.560 --> 00:17:36.560]  不會有中間的
[00:17:36.560 --> 00:17:38.560]  我說天是藍色
[00:17:38.560 --> 00:17:41.560]  你說不是 天是綠色的
[00:17:41.560 --> 00:17:44.560]  那就是你錯 還是我錯
[00:17:44.560 --> 00:17:46.560]  不會藍也是綠的
[00:17:46.560 --> 00:17:47.560]  對不對
[00:17:47.560 --> 00:17:49.560]  我說彩虹有七種顏色
[00:17:49.560 --> 00:17:51.560]  就說藍是綠的
[00:17:51.560 --> 00:17:53.560]  天就沒有理由藍也是綠的
[00:17:53.560 --> 00:17:55.560]  所以大家都知道天是什麼
[00:17:55.560 --> 00:17:57.560]  大家都知道藍色是什麼
[00:17:57.560 --> 00:17:59.560]  大家都知道綠色是什麼
[00:17:59.560 --> 00:18:02.560]  那時候
[00:18:02.560 --> 00:18:04.560]  要麼就是你對 要麼就是我對
[00:18:04.560 --> 00:18:07.560]  我說藍色 你說綠色 是不是
[00:18:07.560 --> 00:18:10.560]  這個就很明顯了
[00:18:10.560 --> 00:18:12.560]  所以
[00:18:12.560 --> 00:18:14.560]  很多人都是用這樣的觀念
[00:18:14.560 --> 00:18:17.560]  去想真理的 事實上
[00:18:17.560 --> 00:18:20.560]  你會說這些很抽象
[00:18:20.560 --> 00:18:22.560]  但是事實上
[00:18:22.560 --> 00:18:26.560]  很多人覺得真理是這樣的時候
[00:18:26.560 --> 00:18:30.560]  甚至看聖經也是這樣
[00:18:30.560 --> 00:18:34.560]  以為信仰的真理也是這樣
[00:18:34.560 --> 00:18:36.560]  都是關於頭腦的觀念
[00:18:36.560 --> 00:18:38.560]  都是一些命題式的表達
[00:18:38.560 --> 00:18:40.560]  所以要麼是對 要麼是錯
[00:18:40.560 --> 00:18:46.560]  所以都是在知識裡面的
[00:18:46.560 --> 00:18:49.560]  就是
[00:18:49.560 --> 00:18:51.560]  那
[00:18:51.560 --> 00:18:53.560]  但是
[00:18:53.560 --> 00:18:55.560]  下一個問題就是
[00:18:55.560 --> 00:18:57.560]  究竟這些命題式的真理
[00:18:57.560 --> 00:18:59.560]  我不是說那些命題
[00:18:59.560 --> 00:19:01.560]  真理本身不能用命題去表達
[00:19:01.560 --> 00:19:03.560]  但是我的意思就是
[00:19:03.560 --> 00:19:07.560]  不會是所有的真理都是用命題式來表達
[00:19:07.560 --> 00:19:10.560]  不是所有的真理都是用
[00:19:10.560 --> 00:19:13.560]  真理對應論來表達
[00:19:13.560 --> 00:19:16.560]  舉例來講
[00:19:16.560 --> 00:19:19.560]  太陽從東方升起 從西方落下
[00:19:19.560 --> 00:19:22.560]  這是不是真理呢
[00:19:22.560 --> 00:19:25.560]  這是不是真理呢
[00:19:25.560 --> 00:19:26.560]  你說是不是真理
[00:19:26.560 --> 00:19:30.560]  有人說是 有人說不是
[00:19:30.560 --> 00:19:34.560]  其實你說太陽從東方升起 從西方落下
[00:19:34.560 --> 00:19:36.560]  這句話是不是真理本身呢
[00:19:36.560 --> 00:19:38.560]  就看你問誰
[00:19:38.560 --> 00:19:42.560]  如果你問那個天文學家
[00:19:42.560 --> 00:19:44.560]  他就告訴你 當然錯了
[00:19:44.560 --> 00:19:48.560]  地球又自轉又公轉
[00:19:48.560 --> 00:19:52.560]  太陽從來都沒有動過
[00:19:52.560 --> 00:19:54.560]  在中間 是不是
[00:19:54.560 --> 00:19:56.560]  那又怎會從東方升起 從西方落下呢
