
[00:00:00.000 --> 00:00:03.000]  各位來賓 主內弟 兄姊妹 平安
[00:07:26.000 --> 00:07:32.000]  這班劉變、迦德和馬來西這些半支派人
[00:07:32.000 --> 00:07:35.000]  雖然我們分了土地
[00:07:35.000 --> 00:07:37.000]  但是我們是要過約旦河的
[00:07:37.000 --> 00:07:39.000]  在文素記這樣看
[00:07:39.000 --> 00:07:41.000]  你們不可以好像以前
[00:07:41.000 --> 00:07:44.000]  派十二探子去探迦南地的時候
[00:07:44.000 --> 00:07:48.000]  從迦底斯巴尼亞出了埃及的時候
[00:07:48.000 --> 00:07:49.000]  想去探迦南地的時候
[00:07:49.000 --> 00:07:52.000]  你們不願意進入迦南地
[00:07:52.000 --> 00:07:57.000]  現在拿到土地就停留在約旦河西岸
[00:07:57.000 --> 00:07:59.000]  當時在摩西文素記的時候
[00:07:59.000 --> 00:08:00.000]  在那裡斥責他們
[00:08:00.000 --> 00:08:06.000]  說你們要繼續專心跟從神的帶領
[00:08:06.000 --> 00:08:08.000]  去過約旦河
[00:08:08.000 --> 00:08:11.000]  他們真的聽摩西的話
[00:08:11.000 --> 00:08:15.000]  就放下他的妻兒在約旦河的東邊
[00:08:15.000 --> 00:08:25.000]  這兩個半支派的兵兵、軍人、壯年男子弟兄
[00:08:25.000 --> 00:08:28.000]  跟著其他十個支派過約旦河
[00:08:28.000 --> 00:08:32.000]  和他們去進攻迦南地的外族
[00:08:32.000 --> 00:08:36.000]  所以這班兩個半支派的人
[00:08:36.000 --> 00:08:39.000]  約書亞就很感謝他們
[00:08:39.000 --> 00:08:42.000]  摩西所吩咐的你專心跟從
[00:08:42.000 --> 00:08:47.000]  摩西英會賜福給他們
[00:08:47.000 --> 00:08:49.000]  因為他們專心跟從
[00:08:49.000 --> 00:08:52.000]  你們不要像以前的探子那麼膽怯
[00:08:52.000 --> 00:08:56.000]  令到這班弟兄灰心喪膽
[00:08:56.000 --> 00:08:57.000]  他們沒有這樣做
[00:08:57.000 --> 00:09:01.000]  他們反而一一跟從摩西的教導
[00:09:01.000 --> 00:09:03.000]  就算約書亞所吩咐的
[00:09:03.000 --> 00:09:06.000]  他們去攻佔哪個城
[00:09:06.000 --> 00:09:09.000]  一直跟從他們都是他們的一份子
[00:09:09.000 --> 00:09:12.000]  今天過了那麼多的時候
[00:09:12.000 --> 00:09:21.000]  這證明了他們一直沒有拋棄他們的弟兄
[00:09:21.000 --> 00:09:23.000]  從過約旦河的時候
[00:09:23.000 --> 00:09:26.000]  他們明明可以不過約旦河
[00:09:26.000 --> 00:09:28.000]  明明有土地
[00:09:28.000 --> 00:09:34.000]  土地又很肥美可以給他們生畜牧養
[00:09:34.000 --> 00:09:35.000]  他們都跟隨
[00:09:35.000 --> 00:09:40.000]  他們一直在七年多裡沒有掉頭走
[00:09:40.000 --> 00:09:41.000]  因為很困難的時候
[00:09:41.000 --> 00:09:46.000]  一直跟隨守住耶和華所吩咐的
[00:09:46.000 --> 00:09:48.000]  到現在的時候
[00:09:48.000 --> 00:09:53.000]  約書亞就應許他們賜福給他們平安
[00:09:53.000 --> 00:09:55.000]  這個耶和華神是我們的神
[00:09:55.000 --> 00:09:56.000]  是他們的神
[00:09:56.000 --> 00:09:58.000]  一直跟隨他們
[00:09:58.000 --> 00:10:04.000]  一切一切都吩咐他們的律法
[00:10:04.000 --> 00:10:08.000]  守律法
[00:10:08.000 --> 00:10:09.000]  愛耶和華神
[00:10:09.000 --> 00:10:11.000]  行一切的道
[00:10:11.000 --> 00:10:12.000]  守誡命
[00:10:12.000 --> 00:10:13.000]  尊靠祂
[00:10:13.000 --> 00:10:15.000]  盡心盡性地侍奉祂
[00:10:15.000 --> 00:10:17.000]  一一數點的時候
[00:10:17.000 --> 00:10:18.000]  一二三四五六
[00:10:18.000 --> 00:10:20.000]  數得清清楚楚
[00:10:20.000 --> 00:10:23.000]  他們都有遵守
[00:10:23.000 --> 00:10:26.000]  所以約書亞就約他們
[00:10:26.000 --> 00:10:27.000]  照米來說
[00:10:27.000 --> 00:10:30.000]  你們現在可以回到約旦河的東邊
[00:10:30.000 --> 00:10:34.000]  是神所應許你的地業
[00:10:34.000 --> 00:10:36.000]  你們可以回家了
[00:10:36.000 --> 00:10:40.000]  於是他就祝福他們可以回到帳篷
[00:10:40.000 --> 00:10:42.000]  馬來西亞那半個支派
[00:10:42.000 --> 00:10:43.000]  摩西早已分了
[00:10:43.000 --> 00:10:48.000]  那時候已經分了巴山地區給他們為業
[00:10:48.000 --> 00:10:49.000]  你們可以回去了
[00:10:49.000 --> 00:10:50.000]  祝福了之後
[00:10:50.000 --> 00:10:53.000]  你們可以帶你們的財物
[00:10:53.000 --> 00:10:55.000]  你的新竹金銀銅鐵
[00:10:55.000 --> 00:10:56.000]  所有的衣服
[00:10:56.000 --> 00:10:59.000]  你們都回去跟你們的弟兄分享
[00:10:59.000 --> 00:11:01.000]  你們離鄉別井
[00:11:01.000 --> 00:11:02.000]  七年多的時候
[00:11:02.000 --> 00:11:05.000]  你們所神給你們拿走的
[00:11:05.000 --> 00:11:07.000]  你們就可以帶回去
[00:11:07.000 --> 00:11:11.000]  跟他們的家人兄弟來分享
[00:11:11.000 --> 00:11:13.000]  於是故事繼續
[00:11:13.000 --> 00:11:17.000]  故事就說那幫流變加德馬來西亞半支派的人
[00:11:17.000 --> 00:11:19.000]  就去到約旦河河邊
[00:11:19.000 --> 00:11:21.000]  剛才大家所讀的經文當中
[00:11:21.000 --> 00:11:22.000]  他們去到約旦河
[00:11:22.000 --> 00:11:24.000]  未過河的時候
[00:11:24.000 --> 00:11:28.000]  心情很特別
[00:11:28.000 --> 00:11:31.000]  他們離開別井七年多
[00:11:31.000 --> 00:11:34.000]  要過河去到對岸的時候
[00:11:34.000 --> 00:11:36.000]  這條河不是簡單的河
[00:11:36.000 --> 00:11:37.000]  你們記得嗎
[00:11:37.000 --> 00:11:39.000]  那時候約書亞是靠著神
[00:11:39.000 --> 00:11:41.000]  把這條約旦河截住水
[00:11:41.000 --> 00:11:43.000]  就可以走過去
[00:11:43.000 --> 00:11:45.000]  這條不是簡單的河
[00:11:45.000 --> 00:11:48.000]  不是一條我們去遠足過一條溪
[00:11:48.000 --> 00:11:50.000]  過那些河那麼簡單
[00:11:50.000 --> 00:11:53.000]  這條河就好像我們中國的長江一樣
[00:11:53.000 --> 00:11:55.000]  是文化整個國家裡面
[00:11:55.000 --> 00:11:57.000]  一條主要的河
[00:11:57.000 --> 00:12:01.000]  從加里里海去到死海的時候
[00:12:01.000 --> 00:12:03.000]  這條河不是很窄的河
[00:12:03.000 --> 00:12:10.000]  他們過河是將他們兩個地方的人民分隔起來
[00:12:10.000 --> 00:12:15.000]  是一個不易輕易的障礙
[00:12:15.000 --> 00:12:16.000]  他們過河之前
[00:12:16.000 --> 00:12:18.000]  大家看到剛才所讀的經文
[00:12:18.000 --> 00:12:19.000]  他們做了什麼
[00:12:19.000 --> 00:12:21.000]  捉了一座壇
[00:12:21.000 --> 00:12:22.000]  一座壇搭石
[00:12:22.000 --> 00:12:24.000]  搭了一個壇出來
[00:12:24.000 --> 00:12:26.000]  我們看到生命記
[00:12:26.000 --> 00:12:29.000]  剛才一開頭我們讀的教導當中
[00:12:29.000 --> 00:12:31.000]  摩西吩咐他們
[00:12:31.000 --> 00:12:32.000]  吩咐以色列民
[00:12:32.000 --> 00:12:35.000]  你們只可以在一個地方
[00:12:35.000 --> 00:12:38.000]  一個指定的地方去敬拜神
[00:12:38.000 --> 00:12:40.000]  你們這群人
[00:12:40.000 --> 00:12:42.000]  這件事情很震撼
[00:12:42.000 --> 00:12:44.000]  你突然間建一座東西出來
[00:12:44.000 --> 00:12:46.000]  還要不是小的
[00:12:46.000 --> 00:12:49.000]  使得全部人過了河之後
[00:12:49.000 --> 00:12:51.000]  回頭看都看得到
[00:12:51.000 --> 00:12:53.000]  這座的壇
[00:12:53.000 --> 00:12:54.000]  不是一座小的壇
[00:12:54.000 --> 00:12:55.000]  是高大的壇
[00:12:55.000 --> 00:12:59.000]  是離遠對岸都可以看到的壇
[00:12:59.000 --> 00:13:02.000]  這群以色列人
[00:13:02.000 --> 00:13:05.000]  以色列人聽到這件事情的時候
[00:13:05.000 --> 00:13:07.000]  他們就怎樣呢
[00:13:07.000 --> 00:13:08.000]  剛才所讀經文當中
[00:13:08.000 --> 00:13:11.000]  他們就說要過來攻打他們
[00:13:11.000 --> 00:13:16.000]  這個是摩西的生命記提醒他們
[00:13:16.000 --> 00:13:21.000]  他們不可以擅自建一些壇
[00:13:21.000 --> 00:13:23.000]  去敬拜其他的神
[00:13:23.000 --> 00:13:26.000]  他們有一個誤會在當中
[00:13:26.000 --> 00:13:29.000]  因為他們不明白
[00:13:29.000 --> 00:13:32.000]  這群在淡河西岸的弟兄姊妹
[00:13:32.000 --> 00:13:35.000]  以色列民不明白他們的心情
[00:13:35.000 --> 00:13:37.000]  這條河回到家的時候
[00:13:37.000 --> 00:13:38.000]  回到過河的時候
[00:13:38.000 --> 00:13:41.000]  他們怎樣才可以回去呢
[00:13:41.000 --> 00:13:44.000]  有什麼時候才可以有阻礙
[00:13:44.000 --> 00:13:45.000]  這是一個障礙
[00:13:45.000 --> 00:13:47.000]  回家是一個障礙
[00:13:47.000 --> 00:13:49.000]  他們不明白他們過去用了七年時間
[00:13:49.000 --> 00:13:54.000]  為了他們的耶和華神而付出
[00:13:54.000 --> 00:14:00.000]  結果我們看到第十三節的時候
[00:14:00.000 --> 00:14:03.000]  祭司菲尼克
[00:14:03.000 --> 00:14:05.000]  我這個人名都出現過很多次
[00:14:05.000 --> 00:14:07.000]  大家如果看摩西五經的時候
[00:14:07.000 --> 00:14:09.000]  大家看到文素記
[00:14:09.000 --> 00:14:14.000]  當以色列民成功攻陷了
[00:14:14.000 --> 00:14:17.000]  阿摩尼和西雲和巴沙王國的時候
[00:14:17.000 --> 00:14:20.000]  他們取得了他們的土地
[00:14:20.000 --> 00:14:22.000]  但是他們犯了罪
[00:14:22.000 --> 00:14:24.000]  之後犯罪
[00:14:24.000 --> 00:14:27.000]  是犯了姦淫罪
[00:14:27.000 --> 00:14:29.000]  他們犯了淫亂
[00:14:29.000 --> 00:14:32.000]  被這些摩押女子去行淫
[00:14:32.000 --> 00:14:35.000]  我們看到文素記的時候
[00:14:35.000 --> 00:14:37.000]  當時他們行淫
[00:14:37.000 --> 00:14:39.000]  和這些外邦人行淫
[00:14:39.000 --> 00:14:45.000]  去敬拜巴力比爾神
[00:14:45.000 --> 00:14:47.000]  米地人的賈神
[00:14:47.000 --> 00:14:50.000]  結果還去拜賈神
[00:14:50.000 --> 00:14:52.000]  吃他們的祭物和跪拜他們
[00:14:52.000 --> 00:14:54.000]  結果就出現了很大的事情
[00:14:54.000 --> 00:14:58.000]  這個菲尼克就是當中的主角
[00:14:58.000 --> 00:15:05.000]  將這些拜賈神的耶和華人殺死
[00:15:05.000 --> 00:15:07.000]  這個故事提醒他們
[00:15:07.000 --> 00:15:10.000]  所以這個祭司他們很熟悉
[00:15:10.000 --> 00:15:12.000]  這個祭司就帶領了
[00:15:12.000 --> 00:15:18.000]  每個支派的領袖去查問
[00:15:18.000 --> 00:15:21.000]  查問這兩個半支派
[00:15:21.000 --> 00:15:23.000]  用這個團隊去查問他們
[00:15:23.000 --> 00:15:25.000]  為什麼他們會建了塔出來
[00:15:25.000 --> 00:15:27.000]  他們進攻之前
[00:15:27.000 --> 00:15:29.000]  攻打他們有內戰
[00:15:29.000 --> 00:15:32.000]  他們在想很嚴重的事情
[00:15:32.000 --> 00:15:34.000]  是國家的內戰
[00:15:34.000 --> 00:15:36.000]  即將爆發的時刻
[00:15:36.000 --> 00:15:38.000]  他們就派這個團隊
[00:15:38.000 --> 00:15:40.000]  由菲尼克去帶領每個支派
[00:15:40.000 --> 00:15:43.000]  帶領一個首領去問清楚
[00:15:43.000 --> 00:15:44.000]  就問他們
[00:15:44.000 --> 00:15:51.000]  你們究竟為什麼要去那裡
[00:15:51.000 --> 00:15:53.000]  為自己建了塔
[00:15:53.000 --> 00:15:55.000]  他們先入為主
[00:15:55.000 --> 00:15:58.000]  你們為自己建了塔
[00:15:58.000 --> 00:16:01.000]  你們違背了聖經摩西的教導
[00:16:01.000 --> 00:16:04.000]  生命紀當中不可以拜賈神
[00:16:04.000 --> 00:16:05.000]  只是拜一個神
[00:16:05.000 --> 00:16:07.000]  你們犯了這個罪
[00:16:07.000 --> 00:16:10.000]  你們快點回轉
[00:16:10.000 --> 00:16:12.000]  為什麼要犯這個罪
[00:16:12.000 --> 00:16:13.000]  去質問他們
[00:16:13.000 --> 00:16:14.000]  你們還記不記得
[00:16:14.000 --> 00:16:16.000]  剛才我所提到的
[00:16:16.000 --> 00:16:17.000]  在皮爾那裡
[00:16:17.000 --> 00:16:19.000]  他們犯拜賈神的罪的時候
[00:16:19.000 --> 00:16:23.000]  當時有二萬四千個以色列人
[00:16:23.000 --> 00:16:24.000]  是病死的
[00:16:24.000 --> 00:16:25.000]  因為犯了這個罪
[00:16:25.000 --> 00:16:27.000]  結果就由菲尼克
[00:16:27.000 --> 00:16:31.000]  去將這些拜賈神的人賜死之後
[00:16:31.000 --> 00:16:33.000]  才會沒事
[00:16:33.000 --> 00:16:35.000]  所以就懲罰了他們
[00:16:35.000 --> 00:16:39.000]  他就出來做這次的領導
[00:16:39.000 --> 00:16:43.000]  去查考這件事情
[00:16:43.000 --> 00:16:44.000]  究竟有什麼事情
[00:16:44.000 --> 00:16:47.000]  為什麼你們不跟從耶和華
[00:16:47.000 --> 00:16:49.000]  去質問他們
[00:16:49.000 --> 00:16:52.000]  你們為什麼為自己建了塔
[00:16:52.000 --> 00:16:55.000]  他已經提醒他們
[00:16:55.000 --> 00:16:57.000]  你們就好像以前
[00:16:57.000 --> 00:16:58.000]  你記不記得
[00:16:58.000 --> 00:17:01.000]  以前是亞干犯罪的時候
[00:17:01.000 --> 00:17:03.000]  就算不是過了大學之前犯罪
[00:17:03.000 --> 00:17:04.000]  過了大學之後
[00:17:04.000 --> 00:17:08.000]  你們有班人是不聽亞干
[00:17:08.000 --> 00:17:11.000]  當時攻陷耶律哥城的時候
[00:17:11.000 --> 00:17:14.000]  他拿了自己的一些物件
[00:17:14.000 --> 00:17:16.000]  叫他當滅之物
[00:17:16.000 --> 00:17:17.000]  他拿了
[00:17:17.000 --> 00:17:18.000]  結果攻打艾城的時候
[00:17:18.000 --> 00:17:20.000]  第一次攻打艾城的時候
[00:17:20.000 --> 00:17:26.000]  就被以色列的軍隊慘敗
[00:17:26.000 --> 00:17:27.000]  求問耶和華之後
[00:17:27.000 --> 00:17:29.000]  發現了原來亞干
[00:17:29.000 --> 00:17:32.000]  是私吞了一些財物
[00:17:32.000 --> 00:17:34.000]  這些罪
[00:17:34.000 --> 00:17:36.000]  以色列民族個人的罪
[00:17:36.000 --> 00:17:39.000]  影響到整個民族
[00:17:39.000 --> 00:17:41.000]  因為亞干犯罪的時候
[00:17:41.000 --> 00:17:43.000]  就會知道原來
[00:17:43.000 --> 00:17:45.000]  以色列民族不是戰無不勝
[00:17:45.000 --> 00:17:48.000]  他們當時的危險程度非常危急
[00:17:48.000 --> 00:17:51.000]  所以他們就提醒他
[00:17:51.000 --> 00:17:52.000]  菲利克就提醒他們
[00:17:52.000 --> 00:17:53.000]  提醒這兩個半支派
[00:17:53.000 --> 00:17:55.000]  你們所犯的罪
[00:17:55.000 --> 00:17:57.000]  不只是影響到自己
[00:17:57.000 --> 00:17:59.000]  是會影響到整個民族
[00:17:59.000 --> 00:18:01.000]  不是一個人死的問題
[00:18:01.000 --> 00:18:04.000]  是連累了整個民族
[00:18:04.000 --> 00:18:06.000]  因為你們在這裡
[00:18:06.000 --> 00:18:09.000]  擅自為自己捉了這座賊壇
[00:18:09.000 --> 00:18:11.000]  來敬拜他們森林
[00:18:11.000 --> 00:18:13.000]  為自己捉到賊
[00:18:13.000 --> 00:18:14.000]  來敬拜
[00:18:14.000 --> 00:18:15.000]  可能敬拜賈神
[00:18:15.000 --> 00:18:17.000]  或者敬拜
[00:18:17.000 --> 00:18:20.000]  其他的情況出現
[00:18:20.000 --> 00:18:23.000]  令到這個崇拜出現了問題
[00:18:23.000 --> 00:18:25.000]  敬拜出現了問題
[00:18:25.000 --> 00:18:27.000]  這個就是他們的定罪
[00:18:27.000 --> 00:18:28.000]  就像Grand Jury
[00:18:28.000 --> 00:18:30.000]  我們看到有什麼事情發生了
[00:18:30.000 --> 00:18:32.000]  現代的社會
[00:18:32.000 --> 00:18:34.000]  我們組織一個陪審團
[00:18:34.000 --> 00:18:36.000]  去審問去定罪
[00:18:36.000 --> 00:18:38.000]  原來已經定了他們的罪
[00:18:38.000 --> 00:18:39.000]  然後再定了他們的罪
[00:18:39.000 --> 00:18:41.000]  就說你們擅自捉賊
[00:18:41.000 --> 00:18:43.000]  現在你們解釋一下
[00:18:43.000 --> 00:18:46.000]  於是他們就回答他
[00:18:46.000 --> 00:18:49.000]  這班人的心情
[00:18:49.000 --> 00:18:51.000]  我們雖然聖經沒有提到
[00:18:51.000 --> 00:18:52.000]  很清楚提到
[00:18:52.000 --> 00:18:55.000]  我們都可以思考到幻想到
[00:18:55.000 --> 00:18:58.000]  如果你們是那兩個半支派的首領
[00:18:58.000 --> 00:19:00.000]  你們的心情會是怎麼樣
[00:19:00.000 --> 00:19:04.000]  他們用了七年的時間
[00:19:04.000 --> 00:19:05.000]  過了大河
[00:19:05.000 --> 00:19:06.000]  七年
[00:19:06.000 --> 00:19:07.000]  拋棄棄子
[00:19:07.000 --> 00:19:08.000]  真的
[00:19:08.000 --> 00:19:10.000]  丟下子女在家裡
[00:19:10.000 --> 00:19:11.000]  跟他們賣命
[00:19:11.000 --> 00:19:12.000]  跟伊斯蘭文
[00:19:12.000 --> 00:19:13.000]  其餘那十二支
[00:19:13.000 --> 00:19:14.000]  其他的十二支派
[00:19:14.000 --> 00:19:16.000]  一同進入迦南地的時候
[00:19:16.000 --> 00:19:20.000]  現在完成了他們所做的任務
[00:19:20.000 --> 00:19:21.000]  約書
[00:19:21.000 --> 00:19:22.000]  跟他們祝福
[00:19:22.000 --> 00:19:23.000]  他們又回家
[00:19:23.000 --> 00:19:26.000]  他們過河之前見了一座壇
[00:19:26.000 --> 00:19:30.000]  結果就被其他的弟兄姊妹
[00:19:30.000 --> 00:19:34.000]  去判他們的罪
[00:19:34.000 --> 00:19:38.000]  這個是很嚴重的罪
[00:19:38.000 --> 00:19:41.000]  這個的心情
[00:19:41.000 --> 00:19:43.000]  我相信是非常沉重
