
[00:00:00.000 --> 00:00:02.940]  跟隨神的人是會在這裏被掀起的
[00:01:23.320 --> 00:01:25.320]  甚至有些你會發現是刪減的
[00:01:25.320 --> 00:01:26.780]  都會有些不同的
[00:01:26.780 --> 00:01:28.580]  而這些不同不是選改
[00:01:28.580 --> 00:01:32.040]  而是作者想有一些東西特別要跟我們講的
[00:01:32.040 --> 00:01:33.440]  想特別要跟我們講這些東西
[00:01:33.440 --> 00:01:35.440]  在八章的一二三節
[00:01:35.440 --> 00:01:39.780]  整本聖經裏面只有這三節
[00:01:39.780 --> 00:01:40.740]  沒有了
[00:01:40.740 --> 00:01:42.740]  就是同樣的序述
[00:01:42.740 --> 00:01:44.440]  在這裏有什麼奇怪的?
[00:01:44.440 --> 00:01:45.640]  很普通的事而已
[00:01:45.640 --> 00:01:47.640]  耶穌有多少門徒啊?
[00:01:47.640 --> 00:01:48.540]  十二個
[00:01:48.540 --> 00:01:50.360]  末大拉尼瑪尼亞見過沒有?
[00:01:50.360 --> 00:01:51.880]  見過也很普通
[00:01:51.880 --> 00:01:53.260]  特別這三節
[00:01:53.260 --> 00:01:54.600]  但是你留意一件事
[00:01:54.600 --> 00:01:59.280]  早前諾姑娘剛剛講我們在第七章之前的事情
[00:01:59.280 --> 00:02:01.020]  其實這個段落是完結的
[00:02:01.020 --> 00:02:02.740]  耶穌不再去會堂
[00:02:02.740 --> 00:02:04.920]  不去那些地方報道
[00:02:04.920 --> 00:02:06.920]  在第八章開始他告訴我們一件事
[00:02:06.920 --> 00:02:08.020]  耶穌經歷了什麼?
[00:02:08.020 --> 00:02:09.260]  各城各鄉
[00:02:09.260 --> 00:02:10.720]  就是他服侍
[00:02:10.720 --> 00:02:13.760]  不論你理解爲在會堂裏面不受歡迎趕走
[00:02:13.760 --> 00:02:14.960]  又或者是被擴展了
[00:02:14.960 --> 00:02:15.780]  不論如何
[00:02:15.780 --> 00:02:18.980]  事實上那些服侍真的越來越多越來越大
[00:02:18.980 --> 00:02:20.180]  一路服侍的時候
[00:02:20.180 --> 00:02:23.260]  究竟跟隨耶穌的人是怎樣呢?
[00:02:23.260 --> 00:02:26.600]  弟兄姊妹,在今天的講道就想去探討一件事
[00:02:26.600 --> 00:02:28.600]  又或者諾姬藉着這個敘述
[00:02:28.600 --> 00:02:30.160]  就想告訴我們
[00:02:30.160 --> 00:02:33.700]  跟隨神的人究竟是怎樣的
[00:02:33.700 --> 00:02:35.580]  有什麼怎樣呢?
[00:02:35.580 --> 00:02:38.340]  第一節不是在講十二門徒嗎?
[00:02:38.340 --> 00:02:40.260]  十二門徒可能你數得完
[00:02:40.260 --> 00:02:41.440]  可能數不完
[00:02:41.440 --> 00:02:43.700]  當中可能包括我們
[00:02:43.700 --> 00:02:47.060]  上上帝起作愚夫的彼得
[00:02:47.060 --> 00:02:50.600]  這幫一手一腳都是魚腥味的
[00:02:50.600 --> 00:02:52.740]  盲子都不認識過的
[00:02:52.740 --> 00:02:54.140]  很基層的
[00:02:54.140 --> 00:02:55.340]  很沒有知識的
[00:02:55.340 --> 00:02:57.040]  也不是有錢的一幫人
[00:02:57.040 --> 00:02:59.020]  因爲當耶穌
[00:02:59.020 --> 00:03:03.960]  他們想着彼得三次不認耶穌之後
[00:03:03.960 --> 00:03:05.700]  他轉頭就回去打魚了
[00:03:05.700 --> 00:03:07.180]  因爲他不打魚就沒得喫了
[00:03:07.180 --> 00:03:08.500]  這幫沒什麼錢
[00:03:08.500 --> 00:03:09.580]  沒什麼學識的人
[00:03:09.580 --> 00:03:11.180]  也有什麼呢?有瑞尼
[00:03:11.180 --> 00:03:11.980]  有瑞尼
[00:03:11.980 --> 00:03:14.240]  也有什麼呢?有粉瑞黨
[00:03:14.240 --> 00:03:16.240]  粉瑞黨是什麼呢?革命黨
[00:03:16.240 --> 00:03:17.120]  革命黨
[00:03:17.120 --> 00:03:19.800]  永遠跟政府對着幹
[00:03:19.800 --> 00:03:22.340]  甚至當日是想推翻當時的統治的
[00:03:22.340 --> 00:03:25.020]  當然你很快就會想到
[00:03:25.020 --> 00:03:26.340]  是不是長毛那些
[00:03:26.340 --> 00:03:28.380]  我不知道他是什麼
[00:03:28.380 --> 00:03:30.380]  我不可以亂扣人家的帽子
[00:03:30.380 --> 00:03:31.100]  很危險的
[00:03:31.100 --> 00:03:33.300]  總之就是在政治上
[00:03:33.300 --> 00:03:35.300]  是對現有政權很反感的
[00:03:35.300 --> 00:03:37.300]  但這些全部都在這裏
[00:03:37.300 --> 00:03:39.060]  說了這麼久這段聖經都沒特別提
[00:03:39.060 --> 00:03:39.940]  沒錯
[00:03:39.940 --> 00:03:43.540]  不過在路加的敘述有些很有趣的
[00:03:43.540 --> 00:03:45.220]  我小時候很記得有個印象
[00:03:45.220 --> 00:03:47.540]  十幾歲的時候看完這段聖經
[00:03:47.540 --> 00:03:48.760]  一至三節
[00:03:48.760 --> 00:03:53.740]  裏面第一個觀念是耶穌是靠什麼飯喫的呢?
[00:03:53.740 --> 00:03:55.700]  很壞的,立刻會笑
[00:03:55.700 --> 00:03:58.020]  靠女人供養
[00:03:58.020 --> 00:04:00.620]  我們知道飯一定是不硬的
[00:04:00.620 --> 00:04:02.060]  啊,這樣的?
[00:04:02.060 --> 00:04:04.100]  一羣女人跟着
[00:04:04.100 --> 00:04:05.980]  那些人,你明白嗎?
[00:04:05.980 --> 00:04:07.220]  特別是第三節講到明
[00:04:07.220 --> 00:04:08.420]  講得很清楚
[00:04:08.420 --> 00:04:09.900]  前面有一堆
[00:04:09.900 --> 00:04:11.380]  還說是和好些婦女
[00:04:11.380 --> 00:04:12.420]  一羣女人
[00:04:12.420 --> 00:04:13.300]  都是用什麼?
[00:04:13.300 --> 00:04:14.340]  自己的財物
[00:04:14.340 --> 00:04:16.020]  供給耶穌和門徒
[00:04:16.020 --> 00:04:17.820]  那究竟這些是多少錢呢?
[00:04:17.820 --> 00:04:19.820]  還是自己賺回來的,還是怎樣呢?
[00:04:19.820 --> 00:04:22.420]  小時候看完之後,第一件事就是想這件事
[00:04:22.420 --> 00:04:23.140]  當然啦
[00:04:23.140 --> 00:04:25.620]  這樣講,就告訴你,不是這個意思
[00:04:25.620 --> 00:04:26.780]  當一路成長的時候
[00:04:26.780 --> 00:04:29.060]  一路學着
[00:04:29.060 --> 00:04:30.340]  就發現一件事,原來
[00:04:30.340 --> 00:04:32.500]  路加在方書
[00:04:32.500 --> 00:04:33.660]  他的寫法
[00:04:33.660 --> 00:04:34.580]  一路寫
[00:04:34.580 --> 00:04:36.780]  他都很努力,很刻意地
[00:04:36.780 --> 00:04:38.500]  很想讓人去明白
[00:04:38.500 --> 00:04:40.620]  在社會里面被拒絕
[00:04:40.620 --> 00:04:42.060]  被看不起
[00:04:42.060 --> 00:04:43.140]  被人推開
[00:04:43.140 --> 00:04:45.220]  邊緣化,很基層的人
[00:04:45.220 --> 00:04:47.260]  其實是很重要的
[00:04:47.260 --> 00:04:49.140]  甚至在耶穌的服侍裏面
[00:04:49.140 --> 00:04:50.460]  是很重要的
[00:04:50.460 --> 00:04:51.500]  耶穌服侍
[00:04:51.500 --> 00:04:53.180]  能夠很鬆容地
[00:04:53.180 --> 00:04:54.460]  繼續四圍走
[00:04:54.460 --> 00:04:57.780]  因爲有一羣婦女對他的支持
[00:04:57.780 --> 00:04:59.420]  你明白什麼意思嗎?
[00:04:59.420 --> 00:05:01.180]  所以你一路看到的那方面會看到
[00:05:01.180 --> 00:05:02.860]  有很多很特別的記載
[00:05:02.860 --> 00:05:05.100]  都是那裏很撒馬尼亞人的故事
[00:05:05.100 --> 00:05:06.780]  這些都是隻有路加纔講
[00:05:06.780 --> 00:05:09.340]  因爲當時撒馬尼亞人是被人拒絕的
[00:05:09.340 --> 00:05:11.540]  整個路加都想告訴你一件事
[00:05:11.540 --> 00:05:12.580]  就是這些
[00:05:12.580 --> 00:05:13.820]  社會里面被
[00:05:13.820 --> 00:05:14.860]  看不起的人
[00:05:14.860 --> 00:05:16.940]  其實是重要的
[00:05:16.940 --> 00:05:18.620]  那女人有沒有這麼特別?
[00:05:18.620 --> 00:05:21.300]  因爲當時是一個男尊女卑的社會
[00:05:21.300 --> 00:05:23.220]  你想想
[00:05:23.220 --> 00:05:25.020]  在一個被歧視的世界
[00:05:25.020 --> 00:05:26.140]  猶太人有一樣東西
[00:05:26.140 --> 00:05:28.180]  跟我們中國人都挺相似的
[00:05:28.180 --> 00:05:29.540]  很多東西都很相似
[00:05:29.540 --> 00:05:31.460]  他們喜歡有新年的
[00:05:31.460 --> 00:05:32.500]  所以他如月節
[00:05:32.500 --> 00:05:33.820]  一樣是要人齊
[00:05:33.820 --> 00:05:36.100]  有他如月節晚餐的
[00:05:36.100 --> 00:05:36.980]  當然你說
[00:05:36.980 --> 00:05:37.860]  不是哦,那個
[00:05:37.860 --> 00:05:38.780]  應該出埃及的時候
[00:05:38.780 --> 00:05:39.580]  那個會景
[00:05:39.580 --> 00:05:40.420]  對,沒錯
[00:05:40.420 --> 00:05:42.100]  但是他這個觀念都很接近的
[00:05:42.100 --> 00:05:44.460]  當然是另一種的應用
[00:05:44.460 --> 00:05:45.940]  男女的觀念都是的
[00:05:45.940 --> 00:05:47.180]  猶太人裏面
[00:05:47.180 --> 00:05:48.980]  男人才算人的
[00:05:48.980 --> 00:05:50.260]  女人不算的
[00:05:50.260 --> 00:05:53.220]  所以馬太他在說耶穌餵飽五千人的時候是數什麼?
[00:05:53.220 --> 00:05:55.420]  是數男的,沒有數女人的
[00:05:55.420 --> 00:05:56.500]  是這樣數的
[00:05:56.500 --> 00:05:58.300]  但是路加里面是特別的在說
[00:05:58.300 --> 00:06:01.340]  這羣女人其實是在支持耶穌服侍的
[00:06:01.340 --> 00:06:02.260]  甚至再問他
[00:06:02.260 --> 00:06:04.540]  這羣都是跟隨耶穌的人
[00:06:04.540 --> 00:06:05.660]  但是有趣之處
[00:06:05.660 --> 00:06:07.020]  十二門徒當你懂得
[00:06:07.020 --> 00:06:08.260]  就不再提其他的了
[00:06:08.260 --> 00:06:10.780]  只提那些女士
[00:06:10.780 --> 00:06:12.260]  就這樣十二門徒
[00:06:12.260 --> 00:06:14.140]  但是這些女人是特別
[00:06:14.140 --> 00:06:15.380]  講得很清楚
[00:06:15.380 --> 00:06:17.060]  甚至點名出來
[00:06:17.060 --> 00:06:18.220]  又或者回到今天
[00:06:18.220 --> 00:06:20.940]  當我們講由八章一至二十一節整個段落
[00:06:20.940 --> 00:06:22.620]  其實路加是想講
[00:06:22.620 --> 00:06:25.140]  跟隨耶穌的人是怎樣的
[00:06:25.140 --> 00:06:26.860]  這裏一至三節這麼特殊
[00:06:26.860 --> 00:06:28.180]  之後他記載的時候
[00:06:28.180 --> 00:06:30.300]  我們特別要多問幾個問題
[00:06:30.300 --> 00:06:32.300]  點名的那幾個是什麼人呢?
[00:06:32.300 --> 00:06:33.860]  莫大拉的瑪利亞
[00:06:33.860 --> 00:06:34.620]  正如剛纔說
[00:06:34.620 --> 00:06:36.780]  應該大家有機會聽過
[00:06:36.780 --> 00:06:38.700]  但是他交代了背景
[00:06:38.700 --> 00:06:40.460]  那個背景聽完之後大家都挺害怕的
[00:06:40.460 --> 00:06:41.940]  但是第二節其實已經講了
[00:06:41.940 --> 00:06:43.860]  他說有些跟隨耶穌的那些人
[00:06:43.860 --> 00:06:45.500]  有被惡鬼附身的
[00:06:45.500 --> 00:06:47.180]  有疾病線身的
[00:06:47.180 --> 00:06:48.260]  不過這些好了沒有?
[00:06:48.260 --> 00:06:49.180]  好了
[00:06:49.180 --> 00:06:50.220]  然後再講
[00:06:50.220 --> 00:06:52.540]  還有當中有一個
[00:06:52.540 --> 00:06:53.820]  莫大拉的瑪利亞
[00:06:53.820 --> 00:06:55.780]  曾經有七個鬼附身
[00:06:55.780 --> 00:06:56.740]  我看完之後我想
[00:06:56.740 --> 00:06:58.140]  哇 真是很厲害哦
[00:06:58.140 --> 00:07:00.020]  七個鬼在身上趕出來
[00:07:00.020 --> 00:07:00.740]  當然你會想起
[00:07:00.740 --> 00:07:02.900]  不是哦 耶穌那時候趕進豬羣
[00:07:02.900 --> 00:07:03.740]  豬都死了三千隻
[00:07:03.740 --> 00:07:04.780]  那些羣更多
[00:07:04.780 --> 00:07:06.060]  對 沒錯
[00:07:06.060 --> 00:07:07.660]  但是現實就是
[00:07:07.660 --> 00:07:08.940]  你要明白一件事就是
[00:07:08.940 --> 00:07:11.780]  不論鬼附身是在說多少都好
[00:07:11.780 --> 00:07:13.580]  但是說到七個的時候
[00:07:13.580 --> 00:07:16.660]  對於他們來講應該是印象的一件事
[00:07:16.660 --> 00:07:17.860]  你明白什麼意思嗎?
[00:07:17.860 --> 00:07:19.020]  不是有些鬼
[00:07:19.020 --> 00:07:20.100]  不是有鬼
[00:07:20.100 --> 00:07:20.740]  對他們來講
[00:07:20.740 --> 00:07:23.180]  一次這樣的趕鬼七隻出來了
[00:07:23.180 --> 00:07:24.980]  有很多解經家就問這個問題
[00:07:24.980 --> 00:07:28.620]  究竟莫大拉瑪利亞跟隨耶穌之前是怎樣的呢?
[00:07:28.620 --> 00:07:29.900]  實際上沒有交代
[00:07:29.900 --> 00:07:31.300]  但是可以值得問的
[00:07:31.300 --> 00:07:32.140]  你明白嗎?
[00:07:32.140 --> 00:07:33.220]  等於說
[00:07:33.220 --> 00:07:34.820]  爲什麼那個人的生命
[00:07:34.820 --> 00:07:38.620]  是會榮耀到七個邪靈在他身上的呢?
[00:07:38.620 --> 00:07:39.420]  我自己想起來
[00:07:39.420 --> 00:07:41.660]  我服侍十幾年
[00:07:41.660 --> 00:07:44.220]  釋放啊、趕鬼這些都會去做一下的
[00:07:44.220 --> 00:07:45.500]  我都沒試過
[00:07:45.500 --> 00:07:47.940]  會一次性有個人是七個的
[00:07:47.940 --> 00:07:49.900]  我這樣說完開始有點害怕
[00:07:49.900 --> 00:07:51.700]  我會不會遲些弄一輛車
[00:07:51.700 --> 00:07:53.300]  讓你試試吧
[00:07:53.300 --> 00:07:55.740]  不然我肚子裏也不想做這些事情
[00:07:55.740 --> 00:07:58.140]  就算很多時候跟陽天牧師也好
[00:07:58.140 --> 00:07:59.340]  或者和涵牧師來
[00:07:59.340 --> 00:08:00.660]  跟他們聊天
[00:08:00.660 --> 00:08:01.940]  他都沒說
[00:08:01.940 --> 00:08:04.300]  我那次一次性有多少隻
[00:08:04.300 --> 00:08:04.860]  都沒有的
[00:08:04.860 --> 00:08:05.780]  很多時候都是說
[00:08:05.780 --> 00:08:07.140]  在這些處境裏面
[00:08:07.140 --> 00:08:11.780]  人身上可能有一個兩個的邪靈出來了
[00:08:11.780 --> 00:08:12.140]  但是
[00:08:12.140 --> 00:08:14.900]  梅大拉的瑪利亞原來曾經有七個的時候
[00:08:14.900 --> 00:08:16.620]  有很多解經家就問
[00:08:16.620 --> 00:08:20.340]  哇,究竟他以往可能遭遇過什麼事呢?
[00:08:20.340 --> 00:08:21.100]  那當然
[00:08:21.100 --> 00:08:23.500]  我們硬說他很壞是沒必要的
[00:08:23.500 --> 00:08:25.300]  但是我絕對明白一件事就是
[00:08:25.300 --> 00:08:28.220]  他以往應該在生命裏面
[00:08:28.220 --> 00:08:30.300]  很多問題的
[00:08:30.300 --> 00:08:31.460]  這個是沒法否認的
[00:08:31.460 --> 00:08:32.780]  不論是可能性格
[00:08:32.780 --> 00:08:33.500]  成長
[00:08:33.500 --> 00:08:34.780]  或者甚至跟人的關係
[00:08:34.780 --> 00:08:36.580]  很多東西成爲了缺口
[00:08:36.580 --> 00:08:37.780]  這樣的邪靈在他身上
[00:08:37.780 --> 00:08:40.020]  可以留得這麼安樂的
[00:08:40.020 --> 00:08:41.020]  但是這個人
[00:08:41.020 --> 00:08:42.060]  改變之後
[00:08:42.060 --> 00:08:42.940]  現在在做什麼呢?
[00:08:42.940 --> 00:08:45.100]  跟隨耶穌
[00:08:45.100 --> 00:08:46.060]  他在服侍神
[00:08:46.060 --> 00:08:48.220]  他在支持耶穌的服侍
[00:08:48.220 --> 00:08:49.020]  但是同時
[00:08:49.020 --> 00:08:49.820]  有一個人
[00:08:49.820 --> 00:08:50.900]  這個就真是最緊
[00:08:50.900 --> 00:08:51.460]  不是最緊要
[00:08:51.460 --> 00:08:52.820]  就是最
[00:08:52.820 --> 00:08:54.020]  叫什麼呢?
[00:08:54.020 --> 00:08:54.700]  現在很流行叫什麼
[00:08:54.700 --> 00:08:56.540]  吸引眼球
[00:08:56.540 --> 00:08:57.980]  不是中文來的
[00:08:57.980 --> 00:08:59.900]  最叫人注目的就是中文
[00:08:59.900 --> 00:09:02.740]  最叫人注目
[00:09:02.740 --> 00:09:04.420]  希律的家宰
[00:09:04.420 --> 00:09:07.100]  谷撒的妻子約瓦娜
[00:09:07.100 --> 00:09:08.940]  有個人
[00:09:08.940 --> 00:09:09.740]  不是的
[00:09:09.740 --> 00:09:11.300]  路加很刻意寫下來的
[00:09:11.300 --> 00:09:12.220]  因爲反過來來說
[00:09:12.220 --> 00:09:13.740]  後面那個蘇珊娜
[00:09:13.740 --> 00:09:15.820]  沒有介紹的
[00:09:15.820 --> 00:09:16.780]  可能是人人都認識
[00:09:16.780 --> 00:09:19.620]  可能對於路加的讀者來說
[00:09:19.620 --> 00:09:20.660]  一提名字就知道
[00:09:20.660 --> 00:09:21.780]  她沒有介紹的
[00:09:21.780 --> 00:09:23.060]  但是這個約瓦娜
[00:09:23.060 --> 00:09:24.420]  她特別說一件事
[00:09:24.420 --> 00:09:26.100]  她是希律的家宰
[00:09:26.100 --> 00:09:26.660]  的老婆
[00:09:26.660 --> 00:09:28.100]  什麼來的?
[00:09:28.100 --> 00:09:28.900]  祖倫聖誕
[00:09:28.900 --> 00:09:30.580]  你記得
[00:09:30.580 --> 00:09:31.580]  平安夜那一晚
[00:09:31.580 --> 00:09:33.340]  你說有聚會
[00:09:33.340 --> 00:09:36.340]  誰落窩底要殺光小孩
[00:09:36.340 --> 00:09:37.220]  就是希律
[00:09:37.220 --> 00:09:38.460]  誰要騙那幾個博士
[00:09:38.460 --> 00:09:39.900]  幾個不是三個
[00:09:39.900 --> 00:09:40.900]  那幾個博士
[00:09:40.900 --> 00:09:42.540]  就是我很想見見那個王
[00:09:42.540 --> 00:09:43.860]  我也去拜一下他
[00:09:43.860 --> 00:09:45.780]  就是希律
[00:09:45.780 --> 00:09:47.020]  這個女人是什麼人
[00:09:47.020 --> 00:09:49.060]  是希律王的家宰
[00:09:49.060 --> 00:09:52.340]  家宰就是管家
[00:09:52.340 --> 00:09:53.220]  是啊
[00:09:53.220 --> 00:09:55.540]  當時希律王的管家老婆
[00:09:55.540 --> 00:09:56.540]  用今天香港來想
[00:09:56.540 --> 00:09:58.380]  可能她是那些局長
[00:09:58.380 --> 00:09:59.580]  司長老婆
[00:09:59.580 --> 00:10:01.420]  就是那類的身份的人
[00:10:01.420 --> 00:10:03.220]  權貴
[00:10:03.220 --> 00:10:04.660]  你沒理由說一個這樣的人
[00:10:04.660 --> 00:10:07.260]  你都是一腳牛屎
[00:10:07.260 --> 00:10:08.700]  你不會這麼說的
[00:10:08.700 --> 00:10:09.940]  真的是權貴
[00:10:09.940 --> 00:10:11.540]  一個這樣的女人竟然
[00:10:11.540 --> 00:10:16.300]  成爲和耶穌跟隨的那一對人當中一個
[00:10:16.300 --> 00:10:17.580]  說這麼久想說什麼
[00:10:17.580 --> 00:10:20.660]  那你就想想她們怎麼和十二使徒相處
[00:10:20.660 --> 00:10:22.780]  你記得我剛纔特別交代一下
[00:10:22.780 --> 00:10:26.260]  小小那十二個門徒
[00:10:26.260 --> 00:10:27.940]  一個權貴的女人
[00:10:27.940 --> 00:10:30.300]  和一個革命黨
[00:10:30.300 --> 00:10:31.180]  你明白嗎
[00:10:31.180 --> 00:10:32.740]  一起跟隨上帝
[00:10:32.740 --> 00:10:34.380]  一起跟隨耶穌去服侍
[00:10:34.380 --> 00:10:35.660]  一個有錢的女人
[00:10:35.660 --> 00:10:36.660]  又和
[00:10:36.660 --> 00:10:38.540]  比特這些
[00:10:38.540 --> 00:10:39.580]  窮等人家
[00:10:39.580 --> 00:10:41.100]  漁夫來的你明白嗎
[00:10:41.100 --> 00:10:42.740]  當不可以和耶穌服侍
[00:10:42.740 --> 00:10:44.140]  馬上要去打魚
[00:10:44.140 --> 00:10:45.660]  又是一起這樣服侍
[00:10:45.660 --> 00:10:47.180]  一起跟隨神的時候
[00:10:47.180 --> 00:10:47.780]  頂尖妹
[00:10:47.780 --> 00:10:49.620]  很相信一件事
[00:10:49.620 --> 00:10:50.700]  跟隨耶穌的人
[00:10:50.700 --> 00:10:52.060]  或者跟隨神的人
[00:10:52.060 --> 00:10:53.100]  有一個很緊要的原則
[00:10:53.100 --> 00:10:55.900]  我們本身是不分背景的
[00:10:55.900 --> 00:11:00.660]  是不分我們在地上的學歷
[00:11:00.660 --> 00:11:01.580]  財富
[00:11:01.580 --> 00:11:03.300]  階級地位
[00:11:03.300 --> 00:11:05.060]  不是用這些去計較的
[00:11:05.060 --> 00:11:05.580]  甚至一件事
[00:11:05.580 --> 00:11:07.060]  等於如果我們信耶穌的時候
[00:11:07.060 --> 00:11:08.780]  我們用這些眼界去看人
[00:11:08.780 --> 00:11:10.220]  和看不同羣體
[00:11:10.220 --> 00:11:11.780]  是一個問題
[00:11:11.780 --> 00:11:13.740]  正如今天的《目者的還》
[00:11:13.740 --> 00:11:14.540]  可能大家還沒看
[00:11:14.540 --> 00:11:16.620]  或者都不願意看
[00:11:16.620 --> 00:11:17.340]  不論如何
[00:11:17.340 --> 00:11:18.060]  我再提一件事
[00:11:18.060 --> 00:11:19.380]  貧窮富的問題
[00:11:19.380 --> 00:11:20.620]  我目者的還提了一件事
[00:11:20.620 --> 00:11:21.540]  在香港教會
[00:11:21.540 --> 00:11:22.660]  偶然
[00:11:22.660 --> 00:11:23.940]  不過現在多了
[00:11:23.940 --> 00:11:24.580]  有一個現象
[00:11:24.580 --> 00:11:25.820]  就好像將部分
[00:11:25.820 --> 00:11:26.820]  不是所有
[00:11:26.820 --> 00:11:28.340]  經常人們都想兩邊教會講
[00:11:28.340 --> 00:11:30.820]  不講中間那一堆
[00:11:30.820 --> 00:11:32.220]  有些教會被人羨慕
[00:11:32.220 --> 00:11:33.580]  是些權貴教會
[00:11:33.580 --> 00:11:34.540]  有錢的
[00:11:34.540 --> 00:11:36.660]  向某些單位經常傾斜的
[00:11:36.660 --> 00:11:38.700]  主要是講成功的
[00:11:38.700 --> 00:11:40.380]  要講有錢的
[00:11:40.380 --> 00:11:41.460]  富貴有權
[00:11:41.460 --> 00:11:42.660]  經常都做那些事
[00:11:42.660 --> 00:11:44.740]  幫他們說話的
[00:11:44.740 --> 00:11:45.660]  有些教會
[00:11:45.660 --> 00:11:47.060]  又會很強調自己
[00:11:47.060 --> 00:11:48.420]  我們是不那些的
[00:11:48.420 --> 00:11:50.540]  我們擁抱貧窮人的
[00:11:50.540 --> 00:11:51.740]  我們只是做那些的
[00:11:51.740 --> 00:11:53.380]  我們有錢都不會去裝修的
[00:11:53.380 --> 00:11:54.220]  任由教會
[00:11:54.220 --> 00:11:58.460]  我們又去了另一邊
[00:11:58.460 --> 00:11:59.700]  我真是
[00:11:59.700 --> 00:12:01.100]  曾經有時候我面對這些現象
[00:12:01.100 --> 00:12:03.460]  我都比較失措的
[00:12:03.460 --> 00:12:04.100]  我都在想
[00:12:04.100 --> 00:12:05.780]  怎樣呢
[00:12:05.780 --> 00:12:06.540]  我都很記得
[00:12:06.540 --> 00:12:08.060]  早兩年我們教會
[00:12:08.060 --> 00:12:09.540]  外面那個
[00:12:09.540 --> 00:12:10.500]  我們的十字架
[00:12:10.500 --> 00:12:12.180]  我都知道有人曾經
[00:12:12.180 --> 00:12:14.340]  拍下那張照片在網上罵過
[00:12:14.340 --> 00:12:14.980]  做什麼事
[00:12:14.980 --> 00:12:16.380]  有錢都拿雲石
[00:12:16.380 --> 00:12:17.900]  弄了個十字架出來
[00:12:17.900 --> 00:12:19.300]  但是我再三證明
[00:12:19.300 --> 00:12:20.700]  那個不是雲石
[00:12:20.700 --> 00:12:21.700]  那些是化學東西
[00:12:21.700 --> 00:12:23.300]  石頭粘在一起
[00:12:23.300 --> 00:12:25.420]  任務是讓我們那三條屎渠
[00:12:25.420 --> 00:12:26.460]  不要那麼惡毒
[00:12:26.460 --> 00:12:28.380]  是個美化工程
[00:12:28.380 --> 00:12:29.300]  很老實告訴你
[00:12:29.300 --> 00:12:30.140]  外面不是
[00:12:30.140 --> 00:12:33.460]  不是我們要做那些刁難辱妻的東西
[00:12:33.460 --> 00:12:34.820]  而是只不過真是
[00:12:34.820 --> 00:12:36.900]  你不喜歡就給那幾條屎渠
[00:12:36.900 --> 00:12:39.260]  擺在大家面前
[00:12:39.260 --> 00:12:42.220]  那是遮醜工程來的
[00:12:42.220 --> 00:12:42.700]  但很有趣
[00:12:42.700 --> 00:12:44.180]  這個評論很容易兩極化
[00:12:44.180 --> 00:12:45.420]  擺在一起
[00:12:45.420 --> 00:12:46.460]  在兩邊
[00:12:46.460 --> 00:12:48.180]  在兩邊
[00:12:48.180 --> 00:12:50.180]  甚至那個現象就是
[00:12:50.180 --> 00:12:51.580]  我會很感受到
