
[00:00:00.000 --> 00:00:01.160]  兄弟姊妹、各位朋友
[00:01:20.440 --> 00:01:24.960]  當耶穌遇上暴風中的生命
[00:01:24.960 --> 00:01:27.760]  從馬可福音第四章開始
[00:01:27.760 --> 00:01:32.280]  耶穌的活動主要在加里裏的西岸
[00:01:32.280 --> 00:01:33.800]  即是加里裏湖的西岸
[00:01:33.800 --> 00:01:36.160]  不過經文來到第四章三十五節
[00:01:36.160 --> 00:01:39.160]  耶穌與一羣門徒開始一個新的旅程
[00:01:39.160 --> 00:01:45.080]  他們主要是夜間從西岸坐船去到另一邊的東岸
[00:01:45.080 --> 00:01:47.800]  馬可福音給我們獨家的資料
[00:01:47.800 --> 00:01:51.640]  原來耶穌與一羣門徒是黃昏的時候出發的
[00:01:51.640 --> 00:01:54.440]  實情如果你看第四章第一節
[00:01:54.440 --> 00:01:57.160]  耶穌又在海邊教訓人
[00:01:57.160 --> 00:01:59.680]  有許多人到他那裏聚集
[00:01:59.680 --> 00:02:01.600]  他只得上船坐下
[00:02:01.600 --> 00:02:03.040]  船在海里
[00:02:03.040 --> 00:02:04.520]  衆人都靠近海
[00:02:04.520 --> 00:02:06.200]  站在岸上
[00:02:06.200 --> 00:02:08.960]  耶穌原本是在船上教導的
[00:02:08.960 --> 00:02:11.000]  因爲人羣很多
[00:02:11.000 --> 00:02:12.360]  在岸上聽
[00:02:12.360 --> 00:02:14.480]  這樣他在船上講
[00:02:14.480 --> 00:02:16.880]  這樣的效果應該更好
[00:02:16.880 --> 00:02:18.760]  所以耶穌就在船上
[00:02:18.760 --> 00:02:21.000]  而其後在第四章第三十五節
[00:02:21.000 --> 00:02:25.800]  耶穌要求門徒開船到另一邊
[00:02:25.800 --> 00:02:27.120]  聖經告訴我們
[00:02:27.120 --> 00:02:29.000]  不單止是門徒
[00:02:29.000 --> 00:02:32.560]  甚至有其他船都一起出發
[00:02:32.560 --> 00:02:34.600]  你可以想象
[00:02:34.600 --> 00:02:39.120]  一大批人在岸上看着
[00:02:39.120 --> 00:02:41.960]  而耶穌除了與門徒出發外
[00:02:41.960 --> 00:02:46.480]  也有其他人被吸引跟隨了耶穌一起走
[00:02:46.480 --> 00:02:48.800]  這一幅那麼生動的圖畫
[00:02:48.800 --> 00:02:51.960]  就好像把揚帆出海的這羣跟隨者
[00:02:51.960 --> 00:02:54.280]  與那些留在岸邊的人
[00:02:54.280 --> 00:02:55.520]  那邊的羣衆
[00:02:55.520 --> 00:02:57.200]  經文用羣衆這個字
[00:02:57.200 --> 00:02:58.520]  Oclos這個字
[00:02:58.520 --> 00:03:00.280]  故意將他們分別出來
[00:03:00.280 --> 00:03:02.480]  現在這羣跟隨耶穌的人
[00:03:02.480 --> 00:03:05.440]  難道想着這次跟隨了耶穌一定沒有死
[00:03:05.440 --> 00:03:07.280]  跟着那麼厲害的主耶穌
[00:03:07.280 --> 00:03:08.880]  肯定什麼都可以
[00:03:08.880 --> 00:03:10.080]  得心應手
[00:03:10.080 --> 00:03:11.040]  萬事勝意
[00:03:11.040 --> 00:03:13.040]  一帆風順
[00:03:13.040 --> 00:03:15.800]  但事實上情況不是這樣
[00:03:15.800 --> 00:03:17.400]  他們一出海沒多久
[00:03:17.400 --> 00:03:19.400]  就遇上風暴
[00:03:19.400 --> 00:03:22.040]  其實人生或多或少
[00:03:22.040 --> 00:03:24.960]  就有不同程度的人生的風暴出現
[00:03:24.960 --> 00:03:26.320]  無論是金融風暴
[00:03:26.320 --> 00:03:27.600]  次貢風暴
[00:03:27.600 --> 00:03:29.760]  又或者是家庭種種的風暴
[00:03:29.760 --> 00:03:32.760]  或者是身體毛病的風暴
[00:03:32.760 --> 00:03:35.240]  而聖經提到風暴的時候
[00:03:35.240 --> 00:03:37.840]  真的確實令人手足無措
[00:03:37.840 --> 00:03:41.040]  因爲風暴可以來得很突然
[00:03:41.040 --> 00:03:44.040]  來得非常難以預測
[00:03:44.040 --> 00:03:46.320]  我們知道部分耶穌的門徒
[00:03:46.320 --> 00:03:47.800]  在未跟隨耶穌之前
[00:03:47.800 --> 00:03:50.080]  他們是從事打魚的工作
[00:03:50.080 --> 00:03:54.160]  按道理他們很熟悉加利利一帶的地理
[00:03:54.160 --> 00:03:56.360]  甚至是加利利湖一帶的水域
[00:03:56.360 --> 00:03:58.040]  他們都很清楚瞭解
[00:03:58.040 --> 00:04:00.520]  按道理他們應該都很熟悉水性
[00:04:00.520 --> 00:04:02.320]  有什麼風浪沒見過呢?
[00:04:02.320 --> 00:04:06.360]  但是從他們那麼驚青的情況來看
[00:04:06.360 --> 00:04:09.440]  這場風暴來得應該非常突然
[00:04:09.440 --> 00:04:12.920]  是完全超出了他們預計之內
[00:04:12.920 --> 00:04:16.200]  因爲原來加利利湖本身是全世界
[00:04:16.200 --> 00:04:18.800]  最低的淡水湖
[00:04:18.800 --> 00:04:20.120]  低到什麼地步呢?
[00:04:20.120 --> 00:04:23.280]  水平線低於210米
[00:04:23.280 --> 00:04:25.960]  即是差不多690尺
[00:04:25.960 --> 00:04:27.000]  比起死海
[00:04:27.000 --> 00:04:28.840]  當然死海更加低
[00:04:28.840 --> 00:04:31.760]  因爲死海是鹹水海
[00:04:31.760 --> 00:04:35.800]  加利利湖四面都是被羣山包圍着
[00:04:35.800 --> 00:04:37.240]  特別是東北面
[00:04:37.240 --> 00:04:39.480]  有很多高山圍繞着
[00:04:39.480 --> 00:04:42.160]  平均每一個高山都大概2000尺高
[00:04:42.160 --> 00:04:44.280]  北面吹過來的強風
[00:04:44.280 --> 00:04:46.600]  很多時候都被山圍繞着
[00:04:46.600 --> 00:04:48.760]  但是遇到一些更厲害的風
[00:04:48.760 --> 00:04:50.880]  遇到一些巨風的時候
[00:04:50.880 --> 00:04:53.240]  他們就可能越過這些山
[00:04:53.240 --> 00:04:55.840]  掛在桌子上
[00:04:55.840 --> 00:04:57.680]  就會因爲這個地形的緣故
[00:04:57.680 --> 00:05:04.840]  產生一個非常震撼的巨風或者巨浪出現
[00:05:04.840 --> 00:05:05.920]  雖然是這樣
[00:05:05.920 --> 00:05:10.760]  這場暴風肯定是爆發得很突然
[00:05:10.760 --> 00:05:14.800]  所以令這羣本身很熟悉這個區域
[00:05:14.800 --> 00:05:16.720]  很熟悉水性的人
[00:05:16.720 --> 00:05:19.840]  他們一樣嚇得怕了
[00:05:19.840 --> 00:05:24.480]  他們沒有預料到這個時候竟然會發生這樣的風暴
[00:05:24.480 --> 00:05:25.360]  是的
[00:05:25.360 --> 00:05:28.920]  風暴真的可以來得很突然
[00:05:28.920 --> 00:05:32.520]  聽說近年英國最厲害的巨風
[00:05:32.520 --> 00:05:37.240]  可以說是1987年的時候那場巨風
[00:05:37.240 --> 00:05:39.280]  這場巨風主要吹襲的地方就是
[00:05:39.280 --> 00:05:43.360]  Cornwall Hampshire和Kent那一帶
[00:05:43.360 --> 00:05:47.560]  當然隨後也吹襲到英國的中部和Wells
[00:05:47.560 --> 00:05:52.880]  它的風速最高可以錄到的是120mph
[00:05:52.880 --> 00:05:53.960]  很快
[00:05:53.960 --> 00:05:57.200]  平時高速公路大家知道開多少嗎
[00:05:57.200 --> 00:05:59.520]  高速公路最多的車速是70
[00:05:59.520 --> 00:06:00.560]  有些人開80
[00:06:00.560 --> 00:06:02.080]  有些人開90
[00:06:02.080 --> 00:06:04.760]  現在是120
[00:06:04.760 --> 00:06:06.520]  是超出了多少
[00:06:06.520 --> 00:06:09.800]  今時今日我們就說有氣象中心
[00:06:09.800 --> 00:06:13.640]  天文臺可以提供一些風暴的指示
[00:06:13.640 --> 00:06:16.000]  叫你做好一些防風的措施
[00:06:16.000 --> 00:06:20.000]  不過人生的風暴可以說是完全預計不到
[00:06:20.000 --> 00:06:23.480]  有誰會想到有金融有次按的風暴呢
[00:06:23.480 --> 00:06:25.520]  當大家炒到興起的時候
[00:06:25.520 --> 00:06:27.640]  風暴突然之間來臨
[00:06:27.640 --> 00:06:32.680]  有誰會預計到當年的雷曼兄弟
[00:06:32.680 --> 00:06:36.640]  甚至英國的Law & Rock會倒閉呢
[00:06:36.640 --> 00:06:41.880]  誰會想到當年賺錢的神話大笨象HSBC
[00:06:41.880 --> 00:06:44.000]  股價會直插水
[00:06:44.000 --> 00:06:47.760]  連電視的評述員在直播的時候都哭崩了
[00:06:47.760 --> 00:06:51.240]  有誰可以預計到有SARS
[00:06:51.240 --> 00:06:55.920]  有誰可以預計到有COVID-19的爆發呢
[00:06:55.920 --> 00:06:57.600]  很多年前我聽到
[00:06:57.600 --> 00:07:00.960]  以前我初初上教會的時候
[00:07:00.960 --> 00:07:04.000]  那個團長患有肝癌
[00:07:04.000 --> 00:07:06.280]  而且是一個很嚴重的
[00:07:06.280 --> 00:07:08.960]  差不多是末期的階段
[00:07:08.960 --> 00:07:10.560]  是很突然的
[00:07:10.560 --> 00:07:14.320]  有誰可以預計得到呢?
[00:07:14.320 --> 00:07:18.720]  在四章三十七節
[00:07:18.720 --> 00:07:20.720]  《中文聖經》翻譯爲「忽然」
[00:07:20.720 --> 00:07:22.160]  真的很有意思
[00:07:22.160 --> 00:07:24.480]  令人很有共鳴
[00:07:24.480 --> 00:07:27.080]  你要知道這個湖一般來說
[00:07:27.080 --> 00:07:28.880]  都是很平靜的
[00:07:28.880 --> 00:07:30.480]  就好像人生一樣
[00:07:30.480 --> 00:07:32.960]  大部分時間都是很平淡的
[00:07:32.960 --> 00:07:34.080]  但是稍稍之間
[00:07:34.080 --> 00:07:35.840]  在你毫無準備的時間
[00:07:35.840 --> 00:07:38.000]  突然之間來一場暴風
[00:07:38.000 --> 00:07:41.760]  衝散了不單止是你的財富
[00:07:41.760 --> 00:07:44.680]  衝散了可能是你的家庭
[00:07:44.680 --> 00:07:46.520]  甚至是你的前途
[00:07:46.520 --> 00:07:49.240]  甚至是整個社會
[00:07:49.240 --> 00:07:53.200]  沒有人會想到香港會一瞬間就變成這樣
[00:07:53.200 --> 00:07:55.400]  一批又一批的人離開
[00:07:55.400 --> 00:07:59.680]  在機場每天都不知道多少人流着眼淚
[00:07:59.680 --> 00:08:04.640]  多少親朋戚友依依不捨的情況
[00:08:04.640 --> 00:08:08.840]  一天的幾班飛來英國的航班都爆炸了
[00:08:08.840 --> 00:08:10.240]  人走
[00:08:10.240 --> 00:08:12.080]  錢又走
[00:08:12.080 --> 00:08:14.400]  多少人放棄了他們的高薪厚職
[00:08:14.400 --> 00:08:18.800]  壓上了以後幾乎不可能再回香港的情況也好
[00:08:18.800 --> 00:08:20.560]  他們都要離開
[00:08:20.560 --> 00:08:22.240]  我認識不少的人
[00:08:22.240 --> 00:08:25.840]  他們來英國的決定都是幾天之內就做到的
[00:08:25.840 --> 00:08:26.800]  於是很快的
[00:08:26.800 --> 00:08:31.920]  連東西都還沒收拾就用LTR衝進來了
[00:08:31.920 --> 00:08:33.520]  是很突然的
[00:08:33.520 --> 00:08:36.480]  是非常之忽然的
[00:08:36.480 --> 00:08:38.160]  你看看這段經文
[00:08:38.160 --> 00:08:40.640]  巨風剎到
[00:08:40.640 --> 00:08:41.920]  而且不單止是這樣
[00:08:41.920 --> 00:08:43.880]  水又打入了船裏面
[00:08:43.880 --> 00:08:45.840]  情況是相當之危險
[00:08:45.840 --> 00:08:50.520]  連這麼有經驗的人都在叫救命
[00:08:50.520 --> 00:08:53.720]  風暴真的可以來得很突然
[00:08:53.720 --> 00:08:56.480]  而且是難以預測的
[00:08:56.480 --> 00:08:58.000]  風暴第二樣東西
[00:08:58.000 --> 00:08:59.800]  也是很具殺傷力
[00:08:59.800 --> 00:09:01.600]  很多人害怕的
[00:09:01.600 --> 00:09:03.720]  這場風暴不單止來得很突然
[00:09:03.720 --> 00:09:05.560]  而且很有殺傷能力
[00:09:05.560 --> 00:09:07.760]  因爲經文第四章第37節
[00:09:07.760 --> 00:09:09.920]  用了暴風這個字
[00:09:09.920 --> 00:09:13.160]  在原文這麼簡單的翻譯
[00:09:13.160 --> 00:09:16.520]  其實是由好幾個希列文的字組成的
[00:09:16.520 --> 00:09:18.920]  按照字面如果要直讀的話
[00:09:18.920 --> 00:09:22.200]  這個應該是暴風的大風
[00:09:22.200 --> 00:09:23.400]  暴風這個字
[00:09:23.400 --> 00:09:24.720]  拉納斯這個字
[00:09:24.720 --> 00:09:27.640]  在新約裏面出現的次數只有三次
[00:09:27.640 --> 00:09:29.200]  意思通常都是說
[00:09:29.200 --> 00:09:30.240]  不是陣風
[00:09:30.240 --> 00:09:33.400]  又或者不是穩定在吹的風
[00:09:33.400 --> 00:09:35.560]  而是猛烈的狂風
[00:09:35.560 --> 00:09:36.920]  而且又有暴雨
[00:09:36.920 --> 00:09:38.760]  隨着黑色的雨雲
[00:09:38.760 --> 00:09:41.760]  來到爆發在狂風之中
[00:09:41.760 --> 00:09:42.640]  就等於我想
[00:09:42.640 --> 00:09:44.240]  香港的黑雨
[00:09:44.240 --> 00:09:46.160]  或者十號風球都未定
[00:09:46.160 --> 00:09:49.280]  暴雨夾雜的當然是傾盆大雨
[00:09:49.280 --> 00:09:51.840]  這就是因爲狂風的吹擊
[00:09:51.840 --> 00:09:55.800]  船正經說幾乎都滿了水
[00:09:55.800 --> 00:09:57.240]  甚至門徒自己都說
[00:09:57.240 --> 00:09:58.800]  這次死定了
[00:09:58.800 --> 00:10:01.000]  我們死了這次
[00:10:01.000 --> 00:10:02.080]  金融風暴
[00:10:02.080 --> 00:10:05.280]  或者次旱風暴的時候
[00:10:05.280 --> 00:10:07.680]  多少人跳樓死
[00:10:07.680 --> 00:10:11.280]  多少人笑談死
[00:10:11.280 --> 00:10:13.360]  我們知道在SARS的時間
[00:10:13.360 --> 00:10:15.520]  甚至在COVID-19的時間
[00:10:15.520 --> 00:10:17.560]  他們是被殺的
[00:10:17.560 --> 00:10:21.880]  他們是被病毒弄死的
[00:10:21.880 --> 00:10:24.480]  當然人生的風暴
[00:10:24.480 --> 00:10:27.160]  就怎會只有這幾樣
[00:10:27.160 --> 00:10:28.880]  不同形式的人生的風暴
[00:10:28.880 --> 00:10:31.520]  肯定對於我們造成很沉重
[00:10:31.520 --> 00:10:34.760]  生理上的威脅
[00:10:34.760 --> 00:10:36.800]  美國曾經有一架巴士
[00:10:36.800 --> 00:10:38.120]  載着一班中學生
[00:10:38.120 --> 00:10:39.440]  大概53個人
[00:10:39.440 --> 00:10:41.640]  他們都是師班員和領隊
[00:10:41.640 --> 00:10:43.120]  在轉彎急彎的時候
[00:10:43.120 --> 00:10:44.520]  就撞過了圍欄
[00:10:44.520 --> 00:10:49.200]  車子是從21尺的半空撞到地面
[00:10:49.200 --> 00:10:51.240]  車頭直插到地上
[00:10:51.240 --> 00:10:52.320]  到處都是血
[00:10:52.320 --> 00:10:53.720]  車上的人大叫
[00:10:53.720 --> 00:10:55.320]  天啊天啊
[00:10:55.320 --> 00:10:58.160]  到處亂跑亂叫
[00:10:58.160 --> 00:11:01.480]  甚至每個人都說很痛很痛
[00:11:01.480 --> 00:11:04.080]  結果造成29個人死
[00:11:04.080 --> 00:11:06.240]  25個人傷
[00:11:06.240 --> 00:11:09.720]  對十幾個死傷者的家庭來說
[00:11:09.720 --> 00:11:15.320]  難道還不算是巨大的風暴嗎?
[00:11:15.320 --> 00:11:20.440]  難道還不算是巨大殺傷力的風暴嗎?
[00:11:20.440 --> 00:11:21.600]  在我人生裏面
[00:11:21.600 --> 00:11:24.400]  都曾經經歷過不同的風暴
[00:11:24.400 --> 00:11:28.280]  例如我有白蝕
[00:11:28.280 --> 00:11:30.360]  這簡直是人生的風暴
[00:11:30.360 --> 00:11:31.480]  你要知道
[00:11:31.480 --> 00:11:35.680]  這個風暴對於我剛出道的人來說
[00:11:35.680 --> 00:11:38.440]  是非常大的震撼
[00:11:38.440 --> 00:11:42.840]  當時這個白蝕的位置就在我的臉上
[00:11:42.840 --> 00:11:45.200]  整個人都折斷了
[00:11:45.200 --> 00:11:48.520]  暴風可以說是很具殺傷力
[00:11:48.520 --> 00:11:49.680]  很多人害怕
[00:11:49.680 --> 00:11:52.400]  而聖經作者也用了第二個字
[00:11:52.400 --> 00:11:53.760]  Animos 這個字
[00:11:53.760 --> 00:11:56.920]  這個字是非常常見的字眼
[00:11:56.920 --> 00:11:57.440]  在聖經裏面
[00:11:57.440 --> 00:11:59.520]  簡單來說就是指風
[00:11:59.520 --> 00:12:01.560]  大馬赫福音故意加上大這個字
[00:12:01.560 --> 00:12:02.920]  Magus
[00:12:02.920 --> 00:12:08.360]  這個字才能夠等同於那個巨風
[00:12:08.360 --> 00:12:09.960]  Lanax 這個巨風
[00:12:09.960 --> 00:12:12.440]  但馬赫福音故意加上這個大字
[00:12:12.440 --> 00:12:15.840]  當然是有另外的意思
[00:12:15.840 --> 00:12:18.760]  因爲想不到這段聖經裏面
[00:12:18.760 --> 00:12:20.320]  短短的幾節經文裏面
[00:12:20.320 --> 00:12:23.160]  Magus 大這個字已經連續出現好幾次
[00:12:23.160 --> 00:12:25.560]  除了用來形容這股巨風之外
[00:12:25.560 --> 00:12:26.800]  這股風之外
[00:12:26.800 --> 00:12:29.280]  也在第四章第四十節那裏
[00:12:29.280 --> 00:12:31.720]  這次就講到大平靜
[00:12:31.720 --> 00:12:34.240]  當然那裏所講的平靜
[00:12:34.240 --> 00:12:35.920]  就是講到海的平靜
[00:12:35.920 --> 00:12:39.120]  因爲平靜這個字
[00:12:39.120 --> 00:12:45.000]  Galilei 這個字
[00:12:45.000 --> 00:12:47.680]  一般都是指海
[00:12:47.680 --> 00:12:49.360]  Galilei 這個字
[00:12:49.360 --> 00:12:50.840]  就將它鎖定了範圍
[00:12:50.840 --> 00:12:52.000]  就是指海
[00:12:52.000 --> 00:12:54.760]  而最後一次用到Magus
[00:12:54.760 --> 00:12:56.120]  這個字在故事裏面
[00:12:56.120 --> 00:12:58.320]  就是第四章第四十一節那裏
[00:12:58.320 --> 00:13:01.320]  就是指門徒他們大大懼怕
[00:13:01.320 --> 00:13:07.080]  從大風去到海面的大平靜
[00:13:07.080 --> 00:13:09.960]  想不到結果是什麼
[00:13:09.960 --> 00:13:11.040]  四十一節說
[00:13:11.040 --> 00:13:16.520]  門徒大大懼怕
[00:13:16.520 --> 00:13:17.880]  第三樣東西
[00:13:17.880 --> 00:13:21.440]  風暴甚至會影響整個羣衆
[00:13:21.440 --> 00:13:23.280]  牽連其他人
[00:13:23.280 --> 00:13:25.120]  留意這條船上
[00:13:25.120 --> 00:13:26.960]  不單止只有一兩個人
[00:13:26.960 --> 00:13:30.200]  而中文聖經說這裏是用門徒這個字眼
[00:13:30.200 --> 00:13:32.880]  其實原文只不過是說他們
[00:13:32.880 --> 00:13:34.480]  而沒有門徒這個字眼
[00:13:34.480 --> 00:13:36.840]  當然他們就是指門徒
[00:13:36.840 --> 00:13:41.160]  而他們只是代表着相信耶穌的羣體
[00:13:41.160 --> 00:13:44.080]  總之這裏不是說一兩個人
[00:13:44.080 --> 00:13:45.280]  而是一個班人
[00:13:45.280 --> 00:13:46.160]  一個羣體
[00:13:46.160 --> 00:13:49.840]  還有原來還有其他的船隻一起去
[00:13:49.840 --> 00:13:50.920]  聖經沒有說到
[00:13:50.920 --> 00:13:53.600]  到底這個風暴對於他們產生什麼影響
[00:13:53.600 --> 00:13:54.720]  因爲聖經的焦點
[00:13:54.720 --> 00:13:58.200]  好像放在了耶穌的這條船上
[00:13:58.200 --> 00:13:59.920]  風暴的出現
[00:13:59.920 --> 00:14:03.560]  難道只有我一個人去承受?
[00:14:03.560 --> 00:14:06.680]  只有我一個人去受苦?
[00:14:06.680 --> 00:14:10.600]  其實往往都不是影響一個人那麼簡單
[00:14:10.600 --> 00:14:12.760]  在人生真正第一場的風暴
[00:14:12.760 --> 00:14:16.280]  就是會考得兩分
[00:14:16.280 --> 00:14:19.800]  當時真的眼淚不是在心裏流
[00:14:19.800 --> 00:14:21.160]  是直接流出來
[00:14:21.160 --> 00:14:22.480]  我拿了一張成績單之後
[00:14:22.480 --> 00:14:25.160]  我就衝着後樓梯在那裏哭
[00:14:25.160 --> 00:14:27.840]  當時我的朋友立刻追出來
[00:14:27.840 --> 00:14:30.320]  我的家人都非常擔心
[00:14:30.320 --> 00:14:31.640]  四處爲我奔走
[00:14:31.640 --> 00:14:33.280]  找學校來讀書
[00:14:33.280 --> 00:14:36.400]  有些朋友也非常緊張
[00:14:36.400 --> 00:14:40.800]  所以你見不見到一個人的受苦
[00:14:40.800 --> 00:14:42.000]  怎樣治啊?
[00:14:42.000 --> 00:14:44.120]  也會牽連其他的朋友
[00:14:44.120 --> 00:14:46.280]  甚至親人
[00:14:46.280 --> 00:14:49.600]  也見到有些人患了嚴重的疾病
[00:14:49.600 --> 00:14:50.520]  其他的朋友
[00:14:50.520 --> 00:14:51.520]  其他的家人
[00:14:51.520 --> 00:14:52.320]  甚至他的同事
[00:14:52.320 --> 00:14:53.240]  他的同學
[00:14:53.240 --> 00:14:55.520]  都一樣爲他們很擔心
[00:14:55.520 --> 00:14:57.840]  風暴可以來得很突然
[00:14:57.840 --> 00:14:59.160]  難以預測
[00:14:59.160 --> 00:15:01.640]  風暴也可以很具殺傷力
[00:15:01.640 --> 00:15:04.520]  風暴甚至可以影響整個羣體
[00:15:04.520 --> 00:15:06.000]  影響周圍的人
[00:15:06.000 --> 00:15:09.680]  到底當耶穌面對暴風中的生命的時候
[00:15:09.680 --> 00:15:11.040]  又會怎樣
[00:15:11.040 --> 00:15:13.520]  值得我們來學習呢?
[00:15:13.520 --> 00:15:14.440]  第一件事
[00:15:14.440 --> 00:15:17.200]  我們必須要認識耶穌的身份
[00:15:17.200 --> 00:15:19.400]  留意整段經文裏面
[00:15:19.400 --> 00:15:21.320]  門徒其實只講了兩句話
[00:15:21.320 --> 00:15:24.040]  第一句在第四章第38節
[00:15:24.040 --> 00:15:25.560]  門徒就叫醒耶穌說
[00:15:25.560 --> 00:15:27.240]  夫子,我們喪命了
[00:15:27.240 --> 00:15:28.960]  你不沽啊?
[00:15:28.960 --> 00:15:32.120]  聽起來好像有些不客氣的口吻
[00:15:32.120 --> 00:15:34.680]  好像有些怪責的意味在裏面
[00:15:34.680 --> 00:15:35.920]  其實我們都能夠明白
[00:15:35.920 --> 00:15:36.840]  我們都可以體會
[00:15:36.840 --> 00:15:37.520]  爲什麼?
[00:15:37.520 --> 00:15:39.520]  因爲在第一、第二、第三章裏面
[00:15:39.520 --> 00:15:43.400]  都經常講到耶穌那種神奇超然的能力
[00:15:43.400 --> 00:15:45.320]  醫好這個,醫好那個
[00:15:45.320 --> 00:15:47.160]  有鬼就照驅
[00:15:47.160 --> 00:15:48.360]  有病就照醫
[00:15:48.360 --> 00:15:49.840]  耶穌的能力
[00:15:49.840 --> 00:15:51.080]  我們沒有人不清楚
[00:15:51.080 --> 00:15:52.560]  門徒都更加清楚
[00:15:54.240 --> 00:15:55.760]  如果你作爲耶穌的門徒
[00:15:55.760 --> 00:15:57.440]  你的心裏面在想什麼?
[00:15:57.440 --> 00:15:59.480]  你幫人家那麼快
[00:15:59.480 --> 00:16:01.160]  幫我們呢?
[00:16:01.160 --> 00:16:03.120]  爲什麼我們那些你就不幫?
[00:16:03.120 --> 00:16:05.600]  等於用現代的說話講
[00:16:05.600 --> 00:16:07.400]  爲什麼人家祈禱你就聽
[00:16:07.400 --> 00:16:09.240]  我有事我祈禱的時候
[00:16:09.240 --> 00:16:10.280]  你就不聽呢?
[00:16:10.280 --> 00:16:11.760]  搞那麼久都還沒成功
[00:16:11.760 --> 00:16:18.120]  耶穌的門徒還講了第二句話
[00:16:18.120 --> 00:16:22.080]  就在第四章第41節
[00:16:22.080 --> 00:16:24.760]  他就說:哇!那麼厲害!
[00:16:24.760 --> 00:16:26.040]  好可怕啊!
[00:16:26.040 --> 00:16:27.600]  這個到底是誰來的?
[00:16:27.600 --> 00:16:31.440]  連風和海都要聽他講
[00:16:31.440 --> 00:16:35.560]  他們懼怕的不是見到超級的神蹟
[00:16:35.560 --> 00:16:38.640]  他們也不是因爲風浪停止
[00:16:38.640 --> 00:16:42.280]  而是因爲他們懼怕耶穌
[00:16:42.280 --> 00:16:44.280]  這個到底是誰呢?
[00:16:44.280 --> 00:16:45.880]  那麼厲害
[00:16:45.880 --> 00:16:48.760]  耶穌到底是誰呢,兄弟姐妹?
[00:16:48.760 --> 00:16:51.920]  如果我們從《馬克福音》一開始
[00:16:51.920 --> 00:16:52.880]  讀起的話
[00:16:52.880 --> 00:16:55.000]  你就很清楚知道耶穌是誰
[00:16:55.000 --> 00:16:56.480]  《馬克福音》第一章第一節
[00:16:56.480 --> 00:17:00.080]  上帝的兒子耶穌基督福音的起頭
[00:17:00.080 --> 00:17:01.680]  耶穌是誰呢?
[00:17:01.680 --> 00:17:04.280]  門徒和耶穌說:我們喪命了
[00:17:04.280 --> 00:17:07.800]  你不理嗎?
[00:17:07.800 --> 00:17:12.160]  如果根據原文讀出來的話
[00:17:12.160 --> 00:17:13.200]  這句話就是說
[00:17:13.200 --> 00:17:16.840]  我們喪命與你無關嗎?
[00:17:16.840 --> 00:17:19.960]  喪命這個字你聽過了
[00:17:19.960 --> 00:17:22.480]  耶穌遇上孤狼的故事
[00:17:22.480 --> 00:17:23.480]  你記不記得
[00:17:23.480 --> 00:17:26.320]  整個故事的結束在那一個字裏面
[00:17:26.320 --> 00:17:27.680]  Apollo me
[00:17:27.680 --> 00:17:29.920]  Apollo me這個字
