
[00:00:00.000 --> 00:00:08.000]  今日正度嘅經文記載喺尼希米記嘅第九章三十八節到十章三十一節
[00:03:43.000 --> 00:03:47.000]  衛生在我們自己的成長裏面
[00:03:47.000 --> 00:03:51.000]  叫我們得著 主祢給我們的豐盛
[00:03:51.000 --> 00:03:53.000]  主求祢恩待我們
[00:03:53.000 --> 00:03:56.000]  聽我們同心祈禱 奉耶穌的聖名
[00:03:56.000 --> 00:03:58.000]  阿們
[00:03:58.000 --> 00:04:00.000]  丁子梅 你有沒有想過
[00:04:00.000 --> 00:04:02.000]  為甚麼香港這麼多教會
[00:04:02.000 --> 00:04:08.000]  但香港好像很多人都還是這麼抑鬱的
[00:04:08.000 --> 00:04:09.000]  如果我們說
[00:04:09.000 --> 00:04:12.000]  信仰能夠帶給我們生命有盼望和喜樂
[00:04:12.000 --> 00:04:16.000]  你知道外面有喜樂堂有平安堂
[00:04:16.000 --> 00:04:19.000]  有信望愛堂 聽過沒有
[00:04:19.000 --> 00:04:23.000]  當然有宣導會 報道會和贈信會
[00:04:23.000 --> 00:04:25.000]  但你想
[00:04:25.000 --> 00:04:29.000]  很簡單 如果香港這麼多人抑鬱
[00:04:29.000 --> 00:04:30.000]  這麼多人不快樂
[00:04:30.000 --> 00:04:34.000]  他們不明白信仰帶給他們
[00:04:34.000 --> 00:04:37.000]  可以改變他們的威力
[00:04:37.000 --> 00:04:41.000]  甚麼原因那些人不能夠轉變呢
[00:04:41.000 --> 00:04:45.000]  因為他們不信
[00:04:45.000 --> 00:04:51.000]  他們不信 所以生命就沒有改變
[00:04:51.000 --> 00:04:54.000]  這是一個沒有衛生的年代
[00:04:54.000 --> 00:04:55.000]  今時今日
[00:04:55.000 --> 00:04:58.000]  很多人都是信自己
[00:04:58.000 --> 00:05:02.000]  甚至道肉一點
[00:05:02.000 --> 00:05:05.000]  有時連我們基督徒都信自己
[00:05:05.000 --> 00:05:10.000]  多過信神所說的聖經話語
[00:05:10.000 --> 00:05:14.000]  聖經講到尼希米記
[00:05:14.000 --> 00:05:18.000]  講到一個很獨特的功課
[00:05:18.000 --> 00:05:20.000]  稍後我們會講下去
[00:05:20.000 --> 00:05:23.000]  但你知不知為何這個時代這麼難衛生呢
[00:05:23.000 --> 00:05:24.000]  舉個例
[00:05:24.000 --> 00:05:28.000]  有多少人在小學中學到現在
[00:05:28.000 --> 00:05:32.000]  試過在年頭定一些目標
[00:05:32.000 --> 00:05:35.000]  例如每一次奧運和亞運
[00:05:35.000 --> 00:05:37.000]  我都會運動
[00:05:37.000 --> 00:05:41.000]  我太太說都好 每四年一次
[00:05:41.000 --> 00:05:45.000]  證明很快我又顧著這個
[00:05:45.000 --> 00:05:47.000]  顧著那個就忘記了
[00:05:47.000 --> 00:05:49.000]  我都分享過
[00:05:49.000 --> 00:05:51.000]  過去兩年
[00:05:51.000 --> 00:05:53.000]  我雖然看不到
[00:05:53.000 --> 00:05:54.000]  其他人都沒有騙我
[00:05:54.000 --> 00:05:56.000]  就說我胖了
[00:05:56.000 --> 00:05:58.000]  牧師你胖了一點
[00:05:58.000 --> 00:06:01.000]  是嗎?一點吧
[00:06:01.000 --> 00:06:06.000]  我早兩年就立志要保持身材
[00:06:06.000 --> 00:06:09.000]  但我記得好幾年前
[00:06:09.000 --> 00:06:12.000]  我教體育科的哥哥
[00:06:12.000 --> 00:06:15.000]  他給了我動力計劃
[00:06:15.000 --> 00:06:18.000]  他搬了一輛健身單車去我家
[00:06:18.000 --> 00:06:20.000]  跟著他跟我說
[00:06:20.000 --> 00:06:22.000]  如果我每日踩到半小時
[00:06:22.000 --> 00:06:25.000]  他那天就給我五十元
[00:06:25.000 --> 00:06:27.000]  如果我踩不到
[00:06:27.000 --> 00:06:30.000]  我就要給他五十元
[00:06:30.000 --> 00:06:35.000]  我就覺得賺得過
[00:06:35.000 --> 00:06:37.000]  其實五十元不是什麼
[00:06:37.000 --> 00:06:39.000]  我要厲害給哥哥看看
[00:06:39.000 --> 00:06:43.000]  他體育科經常覺得我不夠健美
[00:06:43.000 --> 00:06:46.000]  他帶我跑了十公里
[00:06:46.000 --> 00:06:49.000]  跑了十公里去到西瑞那裡
[00:06:49.000 --> 00:06:50.000]  跑來跑去叫我
[00:06:50.000 --> 00:06:52.000]  這裡要慢一點就轉
[00:06:52.000 --> 00:06:53.000]  我問他為什麼
[00:06:53.000 --> 00:06:54.000]  他說那裡有個圖牌寫著
[00:06:54.000 --> 00:06:57.000]  不准超速
[00:06:57.000 --> 00:06:59.000]  開個玩笑
[00:06:59.000 --> 00:07:04.000]  所以我記得我頭個禮拜是賺的
[00:07:04.000 --> 00:07:05.000]  我五日踩了五日
[00:07:05.000 --> 00:07:07.000]  每日半個小時
[00:07:07.000 --> 00:07:10.000]  我告訴他當然可以
[00:07:10.000 --> 00:07:11.000]  很瀟灑
[00:07:11.000 --> 00:07:13.000]  你看西瓜平時說話就知道
[00:07:13.000 --> 00:07:14.000]  很瀟灑
[00:07:14.000 --> 00:07:15.000]  當然可以
[00:07:15.000 --> 00:07:16.000]  什麼不行
[00:07:16.000 --> 00:07:18.000]  但你不知哪個西瓜
[00:07:18.000 --> 00:07:19.000]  打鼓的那個是
[00:07:19.000 --> 00:07:21.000]  你認住他
[00:07:21.000 --> 00:07:23.000]  最後怎樣呢
[00:07:23.000 --> 00:07:25.000]  當然過了第一個月
[00:07:25.000 --> 00:07:28.000]  我還是有贏的
[00:07:28.000 --> 00:07:30.000]  但第二個月就平手了
[00:07:30.000 --> 00:07:32.000]  第三個月都不知什麼時候
[00:07:32.000 --> 00:07:35.000]  我就已經開始破產了
[00:07:35.000 --> 00:07:37.000]  因為忙到忘記了運動
[00:07:37.000 --> 00:07:39.000]  我昨天有沒有運動呢
[00:07:39.000 --> 00:07:40.000]  我前日踩過
[00:07:40.000 --> 00:07:41.000]  還是昨日踩過呢
[00:07:41.000 --> 00:07:43.000]  忘記了
[00:07:43.000 --> 00:07:45.000]  加上我太太又不喜歡運動
[00:07:45.000 --> 00:07:47.000]  我自己一個在那裡踩
[00:07:47.000 --> 00:07:48.000]  夠不夠半個小時呢
[00:07:48.000 --> 00:07:50.000]  好像又不夠
[00:07:50.000 --> 00:07:52.000]  為什麼我們想維生
[00:07:52.000 --> 00:07:54.000]  都不成功呢
[00:07:54.000 --> 00:07:56.000]  有沒有想過
[00:07:56.000 --> 00:07:58.000]  維生是生命一個很重要
[00:07:58.000 --> 00:07:59.000]  你知你不維生
[00:07:59.000 --> 00:08:01.000]  你很難成功
[00:08:01.000 --> 00:08:03.000]  成功的秘訣
[00:08:03.000 --> 00:08:04.000]  其實很簡單
[00:08:04.000 --> 00:08:05.000]  就是要維生
[00:08:05.000 --> 00:08:06.000]  要承諾下去
[00:08:06.000 --> 00:08:07.000]  你想運動
[00:08:07.000 --> 00:08:09.000]  你想身體健康
[00:08:09.000 --> 00:08:11.000]  你想節食
[00:08:11.000 --> 00:08:12.000]  甚至你在屬靈上
[00:08:12.000 --> 00:08:13.000]  你想有讀經計劃
[00:08:13.000 --> 00:08:16.000]  靈修好的生活
[00:08:16.000 --> 00:08:18.000]  你要保持到水準
[00:08:18.000 --> 00:08:19.000]  你讀書也好
[00:08:19.000 --> 00:08:20.000]  做工也好
[00:08:20.000 --> 00:08:22.000]  你沒有承諾
[00:08:22.000 --> 00:08:23.000]  你沒有維生
[00:08:23.000 --> 00:08:24.000]  是不成功的
[00:08:24.000 --> 00:08:27.000]  但是為什麼會不行呢
[00:08:27.000 --> 00:08:31.000]  或者說回一些通常的統計
[00:08:31.000 --> 00:08:35.000]  年頭定全年計劃那些
[00:08:35.000 --> 00:08:37.000]  有些人大學統計過
[00:08:37.000 --> 00:08:40.000]  能夠完成只有8%的人
[00:08:40.000 --> 00:08:44.000]  有92%的人是不成功的
[00:08:44.000 --> 00:08:45.000]  那我想問你
[00:08:45.000 --> 00:08:49.000]  你是那8%還是那92%
[00:08:49.000 --> 00:08:52.000]  看看是什麼
[00:08:52.000 --> 00:08:57.000]  我喜歡的那些當然是那8%
[00:08:57.000 --> 00:09:01.000]  我記得我當年很喜歡看英超
[00:09:01.000 --> 00:09:03.000]  我早上港島
[00:09:03.000 --> 00:09:05.000]  港島的人寫回應紙
[00:09:05.000 --> 00:09:06.000]  我講祖堂
[00:09:06.000 --> 00:09:08.000]  回應紙就寫
[00:09:08.000 --> 00:09:09.000]  阿流傳道
[00:09:09.000 --> 00:09:11.000]  拜託你不要再去祖堂那裡
[00:09:11.000 --> 00:09:12.000]  講那個賽果
[00:09:12.000 --> 00:09:14.000]  因為我還沒看
[00:09:14.000 --> 00:09:15.000]  我一早就很開心
[00:09:15.000 --> 00:09:19.000]  昨晚我們利物浦贏了
[00:09:19.000 --> 00:09:20.000]  那些人就說
[00:09:20.000 --> 00:09:21.000]  你又開賽果
[00:09:21.000 --> 00:09:23.000]  我昨晚就沒看
[00:09:23.000 --> 00:09:26.000]  所以留著今天看
[00:09:26.000 --> 00:09:29.000]  不成功的關鍵就是沒有維生
[00:09:29.000 --> 00:09:32.000]  但是我們這個是沒有維生的年代
[00:09:32.000 --> 00:09:33.000]  為什麼
[00:09:33.000 --> 00:09:34.000]  很簡單
[00:09:34.000 --> 00:09:35.000]  瑞士有些研究說
[00:09:35.000 --> 00:09:39.000]  香港人稱為全世界最聰明的曾經
[00:09:39.000 --> 00:09:40.000]  為什麼
[00:09:40.000 --> 00:09:42.000]  因為我們精於計算
[00:09:42.000 --> 00:09:44.000]  精於計算
[00:09:44.000 --> 00:09:46.000]  要上身的那些當然不要
[00:09:46.000 --> 00:09:47.000]  我們不會隨便承諾
[00:09:47.000 --> 00:09:48.000]  不會維生
[00:09:48.000 --> 00:09:50.000]  不會承諾任何東西
[00:09:50.000 --> 00:09:52.000]  纏擾我們
[00:09:52.000 --> 00:09:54.000]  我們最嚮往全香港曾經
[00:09:54.000 --> 00:09:57.000]  都叫全世界最自由的地方
[00:09:57.000 --> 00:09:58.000]  是不是
[00:09:58.000 --> 00:10:01.000]  感覺大家好
[00:10:01.000 --> 00:10:02.000]  沒什麼心情
[00:10:02.000 --> 00:10:04.000]  因為這個身份好像沒有了
[00:10:04.000 --> 00:10:07.000]  但是維生是一個很寶貴
[00:10:07.000 --> 00:10:08.000]  很重要的東西
[00:10:08.000 --> 00:10:11.000]  如果耶穌基督不是為我們維生
[00:10:11.000 --> 00:10:14.000]  偉大的救恩不會成就
[00:10:14.000 --> 00:10:15.000]  如果我們的父母
[00:10:15.000 --> 00:10:18.000]  他不是維生去養育我們
[00:10:18.000 --> 00:10:20.000]  你知道養育兒女是一個維生
[00:10:20.000 --> 00:10:22.000]  婚姻是一個維生
[00:10:22.000 --> 00:10:25.000]  工作也是一個維生
[00:10:25.000 --> 00:10:28.000]  有些人是承諾給五岳
[00:10:28.000 --> 00:10:31.000]  就是中國的五個大山
[00:10:31.000 --> 00:10:33.000]  都更要重
[00:10:33.000 --> 00:10:34.000]  你承諾了
[00:10:34.000 --> 00:10:35.000]  維生了一樣東西
[00:10:35.000 --> 00:10:36.000]  決定了一樣
[00:10:36.000 --> 00:10:39.000]  你認為對的東西就要堅持到底
[00:10:39.000 --> 00:10:42.000]  沒有維生就不會有真正的成功
[00:10:42.000 --> 00:10:45.000]  回到我們信仰裡面
[00:10:45.000 --> 00:10:48.000]  你見很多人信主很多年
[00:10:48.000 --> 00:10:49.000]  十年
[00:10:49.000 --> 00:10:50.000]  二十年
[00:10:50.000 --> 00:10:51.000]  但是你留意
[00:10:51.000 --> 00:10:53.000]  甚至教會都很多年
[00:10:53.000 --> 00:10:54.000]  二十年
[00:10:54.000 --> 00:10:55.000]  五十年
[00:10:55.000 --> 00:10:57.000]  但是為什麼那個基督徒
[00:10:57.000 --> 00:10:58.000]  或者那個教會
[00:10:58.000 --> 00:11:00.000]  對社區沒有影響力
[00:11:00.000 --> 00:11:02.000]  為什麼很多信徒
[00:11:02.000 --> 00:11:03.000]  有很多知識
[00:11:03.000 --> 00:11:05.000]  卻發揮不到
[00:11:05.000 --> 00:11:08.000]  那個生命力的影響
[00:11:08.000 --> 00:11:09.000]  聖經說
[00:11:09.000 --> 00:11:11.000]  關鍵就是一個字
[00:11:11.000 --> 00:11:13.000]  就是維生
[00:11:13.000 --> 00:11:15.000]  你沒有維生神不能使用你
[00:11:15.000 --> 00:11:19.000]  你只是在頭腦裡面
[00:11:19.000 --> 00:11:23.000]  有一個美國訓練的社會
[00:11:23.000 --> 00:11:25.000]  那些學會
[00:11:25.000 --> 00:11:26.000]  它是研究
[00:11:26.000 --> 00:11:27.000]  如果你想成功
[00:11:27.000 --> 00:11:29.000]  你要維生
[00:11:29.000 --> 00:11:30.000]  除了你要維生
[00:11:30.000 --> 00:11:32.000]  你要找人去檢查
[00:11:32.000 --> 00:11:34.000]  找人去幫你負責
[00:11:34.000 --> 00:11:36.000]  找人去提醒
[00:11:36.000 --> 00:11:37.000]  去看守你
[00:11:37.000 --> 00:11:38.000]  要你同行
[00:11:38.000 --> 00:11:39.000]  它說如果你找得到一個人
[00:11:39.000 --> 00:11:42.000]  他是局外人
[00:11:42.000 --> 00:11:44.000]  譬如我在家裡
[00:11:44.000 --> 00:11:46.000]  我一家幾口
[00:11:46.000 --> 00:11:48.000]  又一家幾口
[00:11:48.000 --> 00:11:49.000]  如果我要儲錢
[00:11:49.000 --> 00:11:51.000]  我找一個家裡以外的人
[00:11:51.000 --> 00:11:52.000]  去看守我
[00:11:52.000 --> 00:11:53.000]  提醒我
[00:11:53.000 --> 00:11:56.000]  你成功的機會有65%
[00:11:56.000 --> 00:11:57.000]  但是你在家裡
[00:11:57.000 --> 00:11:58.000]  你跟你老婆說
[00:11:58.000 --> 00:11:59.000]  你要儲錢
[00:11:59.000 --> 00:12:02.000]  那你成功的機會應該是100%
[00:12:02.000 --> 00:12:04.000]  因為老婆一定會迫你
[00:12:04.000 --> 00:12:07.000]  過數給她
[00:12:07.000 --> 00:12:08.000]  所以呢
[00:12:08.000 --> 00:12:09.000]  如果你維生那樣東西
[00:12:09.000 --> 00:12:11.000]  我決定要做這件事
[00:12:11.000 --> 00:12:13.000]  而那件事
[00:12:13.000 --> 00:12:17.000]  譬如我要決定
[00:12:17.000 --> 00:12:18.000]  承諾
[00:12:18.000 --> 00:12:19.000]  我媽媽要幫我洗碗
[00:12:19.000 --> 00:12:21.000]  譬如這樣
[00:12:21.000 --> 00:12:24.000]  那些人研究有95%
[00:12:24.000 --> 00:12:27.000]  一般是可以達到
[00:12:27.000 --> 00:12:28.000]  所以你分析那些人
[00:12:28.000 --> 00:12:30.000]  成功背後
[00:12:30.000 --> 00:12:31.000]  維生
[00:12:31.000 --> 00:12:33.000]  但是維生很難
[00:12:33.000 --> 00:12:35.000]  因為你人太容易滿足
[00:12:35.000 --> 00:12:37.000]  自己的喜好
[00:12:37.000 --> 00:12:39.000]  自己的內心
[00:12:39.000 --> 00:12:41.000]  你知道在後現代
[00:12:41.000 --> 00:12:43.000]  最大的衝擊就是
[00:12:43.000 --> 00:12:46.000]  如果我維生在信仰裡面
[00:12:46.000 --> 00:12:48.000]  我維生在婚姻裡面
[00:12:48.000 --> 00:12:50.000]  我維生給子女
[00:12:50.000 --> 00:12:54.000]  我維生給任何覺得有意義的東西
[00:12:54.000 --> 00:12:56.000]  最後最好的藉口
[00:12:56.000 --> 00:12:58.000]  最強的藉口就是
[00:12:58.000 --> 00:13:00.000]  一樣東西
[00:13:00.000 --> 00:13:03.000]  那我是不是沒了自己
[00:13:03.000 --> 00:13:04.000]  各位父母
[00:13:04.000 --> 00:13:05.000]  你帶孩子
[00:13:05.000 --> 00:13:07.000]  有沒有覺得好像沒了自己
[00:13:07.000 --> 00:13:10.000]  是喔 有誰可以難為你
[00:13:10.000 --> 00:13:12.000]  想睏又不能睡
[00:13:12.000 --> 00:13:14.000]  想發脾氣又發不了
[00:13:14.000 --> 00:13:16.000]  硬吃
[00:13:16.000 --> 00:13:18.000]  你的子女
[00:13:18.000 --> 00:13:22.000]  有時說句通俗一點的
[00:13:22.000 --> 00:13:24.000]  吹嗎
[00:13:24.000 --> 00:13:26.000]  你沒有她扶
[00:13:26.000 --> 00:13:28.000]  因為她是你的子女
[00:13:28.000 --> 00:13:30.000]  你生得她出 養得她大
[00:13:30.000 --> 00:13:33.000]  你要盡心盡力教好她
[00:13:33.000 --> 00:13:35.000]  你選了
[00:13:35.000 --> 00:13:36.000]  什麼叫婚姻
[00:13:36.000 --> 00:13:39.000]  婚姻就是選了不再選
[00:13:39.000 --> 00:13:40.000]  生孩子也是
[00:13:40.000 --> 00:13:44.000]  你選了就不能再選
[00:13:44.000 --> 00:13:45.000]  維生
[00:13:45.000 --> 00:13:48.000]  對我們很多基督徒來說
[00:13:48.000 --> 00:13:50.000]  就是我們信了一件事
[00:13:50.000 --> 00:13:52.000]  但我們沒有維生在信仰
[00:13:52.000 --> 00:13:54.000]  你沒有維生在跟基督的關係
[00:13:54.000 --> 00:13:56.000]  跟弟兄姊妹的關係
[00:13:56.000 --> 00:13:58.000]  沒有維生在成長
[00:13:58.000 --> 00:14:01.000]  自己真的竭力去成長
[00:14:01.000 --> 00:14:03.000]  你不會有什麼改變
[00:14:03.000 --> 00:14:04.000]  我坦白說
[00:14:04.000 --> 00:14:06.000]  我認識很多弟兄姊妹
[00:14:06.000 --> 00:14:09.000]  信主很多年都是德國人
[00:14:09.000 --> 00:14:12.000]  遇到挫折 全倒了
[00:14:12.000 --> 00:14:14.000]  遇到考驗
[00:14:14.000 --> 00:14:16.000]  遇到一個挺好的
[00:14:16.000 --> 00:14:18.000]  不信的女孩子
[00:14:18.000 --> 00:14:22.000]  就被捉進去
[00:14:22.000 --> 00:14:24.000]  然後你看到她有沒有
[00:14:24.000 --> 00:14:25.000]  被神使用侍奉
[00:14:25.000 --> 00:14:26.000]  沒有
[00:14:26.000 --> 00:14:27.000]  她有沒有再想傳福音
[00:14:27.000 --> 00:14:29.000]  沒有
[00:14:29.000 --> 00:14:32.000]  當然她連自己的配偶
[00:14:32.000 --> 00:14:34.000]  都帶不了信主
[00:14:34.000 --> 00:14:36.000]  她都不敢傳福音
[00:14:36.000 --> 00:14:38.000]  難的
[00:14:38.000 --> 00:14:40.000]  今天我們看回
[00:14:40.000 --> 00:14:42.000]  李希米的這段經文
[00:14:42.000 --> 00:14:44.000]  為什麼會這樣寫呢
[00:14:44.000 --> 00:14:46.000]  我們看一看
[00:14:46.000 --> 00:14:48.000]  剛才我們讀了十章
[00:14:48.000 --> 00:14:49.000]  三十八節
[00:14:49.000 --> 00:14:50.000]  九章三十八節
[00:14:50.000 --> 00:14:51.000]  如果你讀一讀
[00:14:51.000 --> 00:14:52.000]  看著經文
[00:14:52.000 --> 00:14:53.000]  九章三十八節
[00:14:53.000 --> 00:14:55.000]  我請Doris幫我讀一讀
[00:14:55.000 --> 00:14:57.000]  只是三十八節
[00:14:57.000 --> 00:14:58.000]  因這一切
[00:14:58.000 --> 00:15:02.000]  我們立確實的約
[00:15:02.000 --> 00:15:03.000]  寫在冊上
[00:15:03.000 --> 00:15:04.000]  我們的領袖
[00:15:04.000 --> 00:15:08.000]  利美人和祭司都容了人
[00:15:28.000 --> 00:15:31.000]  會有一點對調的位置
[00:15:31.000 --> 00:15:32.000]  但是你留意
[00:15:32.000 --> 00:15:33.000]  在這裡
[00:15:33.000 --> 00:15:35.000]  其實九章三十八節
[00:15:35.000 --> 00:15:36.000]  就是希伯林明聖經的
[00:15:36.000 --> 00:15:39.000]  第十章一節
[00:15:39.000 --> 00:15:41.000]  立約來到這裡
[00:15:41.000 --> 00:15:44.000]  許怡文沒有約這個字
[00:15:44.000 --> 00:15:45.000]  她說他們要立一個
[00:15:45.000 --> 00:15:48.000]  確實的承諾
[00:15:48.000 --> 00:15:50.000]  如果你看回經文
[00:15:50.000 --> 00:15:53.000]  由第八章一節
[00:15:53.000 --> 00:15:55.000]  或者其實由六章尾
[00:15:55.000 --> 00:15:57.000]  李希米的一章到七節
[00:15:57.000 --> 00:15:59.000]  一到七章就說
[00:15:59.000 --> 00:16:01.000]  城牆興建好
[00:16:01.000 --> 00:16:03.000]  第七章說了
[00:16:03.000 --> 00:16:06.000]  其中一個家譜
[00:16:06.000 --> 00:16:09.000]  就是由第一代上來
[00:16:09.000 --> 00:16:11.000]  興建耶路撒冷的人
[00:16:11.000 --> 00:16:13.000]  李希米重新記錄
[00:16:13.000 --> 00:16:16.000]  由第一代隔了一百多年
[00:16:16.000 --> 00:16:18.000]  能夠完成城牆
[00:16:18.000 --> 00:16:19.000]  這個偉大工程
[00:16:19.000 --> 00:16:20.000]  他沒有忘記
[00:16:20.000 --> 00:16:22.000]  起初發起這個工程
[00:16:22.000 --> 00:16:24.000]  起初的人
[00:16:24.000 --> 00:16:25.000]  他寫下來
[00:16:25.000 --> 00:16:29.000]  因為要回去跟皇帝交代
[00:16:29.000 --> 00:16:31.000]  他們經歷了什麼呢
[00:16:31.000 --> 00:16:32.000]  在立約之前
[00:16:32.000 --> 00:16:35.000]  他們經歷了信心的德性
[00:16:35.000 --> 00:16:38.000]  城牆一百年都興建不好
[00:16:38.000 --> 00:16:40.000]  最後他們用了七個多星期
[00:16:40.000 --> 00:16:42.000]  就興建好了
[00:16:42.000 --> 00:16:43.000]  很多艱難
[00:16:43.000 --> 00:16:45.000]  因為他們周圍都是敵人
[00:16:45.000 --> 00:16:48.000]  很多外邦拜偶像的敵士
[00:16:48.000 --> 00:16:50.000]  他們阻撓他們
[00:16:50.000 --> 00:16:52.000]  用政治手段
[00:16:52.000 --> 00:16:56.000]  告到皇帝那裡要他們停工
[00:16:56.000 --> 00:17:01.000]  由建殿到興建城牆
[00:17:01.000 --> 00:17:04.000]  他們經歷了信心的德性
[00:17:04.000 --> 00:17:06.000]  他們很歡喜
[00:17:06.000 --> 00:17:07.000]  第七章
[00:17:07.000 --> 00:17:09.000]  他們數點了所有有參與
[00:17:09.000 --> 00:17:11.000]  建城牆的人
[00:17:11.000 --> 00:17:16.000]  回來重建聖殿聖城的人
[00:17:16.000 --> 00:17:21.000]  你看到他們經歷信心的得著
[00:17:21.000 --> 00:17:23.000]  信心的經歷之後
[00:17:23.000 --> 00:17:25.000]  第八章
[00:17:25.000 --> 00:17:27.000]  他們被真理建立
[00:17:27.000 --> 00:17:30.000]  他們肯回歸神的話語
[00:17:30.000 --> 00:17:32.000]  他們亡國
[00:17:32.000 --> 00:17:33.000]  他們很記得
[00:17:33.000 --> 00:17:35.000]  他們沒有珍惜
[00:17:35.000 --> 00:17:37.000]  沒有遵行神的話
[00:17:37.000 --> 00:17:39.000]  特別是拜偶像
[00:17:39.000 --> 00:17:41.000]  所以從此之後
[00:17:41.000 --> 00:17:43.000]  猶太人的會堂
[00:17:43.000 --> 00:17:44.000]  猶太人的聖殿
[00:17:44.000 --> 00:17:46.000]  再不會有偶像
[00:17:46.000 --> 00:17:47.000]  亡國之前
[00:17:47.000 --> 00:17:49.000]  聖殿裡面都充滿了偶像
[00:17:49.000 --> 00:17:51.000]  很可怕
[00:17:51.000 --> 00:17:53.000]  即是你去到我家裡
[00:17:53.000 --> 00:17:58.000]  看到有個偶像在那裡
[00:17:58.000 --> 00:18:02.000]  斯丹、狄球王那些
[00:18:02.000 --> 00:18:06.000]  莫非牧師拜偶像
[00:18:06.000 --> 00:18:09.000]  但是你留意
[00:18:09.000 --> 00:18:10.000]  第八章
