
[00:00:00.000 --> 00:00:04.000]  在我們接下來的時間我們要進入你的說話裡
[00:10:44.000 --> 00:10:50.000]  所以神不會被困在一個聖殿裏面
[00:10:50.000 --> 00:10:53.000]  照這樣說
[00:10:53.000 --> 00:10:55.000]  斯蒂凡在說什麼
[00:10:55.000 --> 00:10:58.000]  他在說這群人已經將聖殿
[00:10:58.000 --> 00:11:00.000]  變成他們的偶像
[00:11:00.000 --> 00:11:03.000]  他們將神困在聖殿裏面
[00:11:03.000 --> 00:11:05.000]  情況有點像
[00:11:05.000 --> 00:11:08.000]  他們的祖先拜金牛獨
[00:11:08.000 --> 00:11:11.000]  他們以為神在金牛獨裏面
[00:11:11.000 --> 00:11:12.000]  他們就敬拜金牛
[00:11:12.000 --> 00:11:15.000]  他們以為神單單在聖殿裏面
[00:11:15.000 --> 00:11:17.000]  他們就敬拜聖殿
[00:11:17.000 --> 00:11:19.000]  斯蒂凡說
[00:11:19.000 --> 00:11:23.000]  你們將天地的主宰
[00:11:23.000 --> 00:11:29.000]  矮化成被困在聖殿裏面的神字
[00:11:29.000 --> 00:11:34.000]  所以真正侮辱上帝的是你們
[00:11:34.000 --> 00:11:36.000]  這是第一個指控
[00:11:36.000 --> 00:11:40.000]  這是斯蒂凡對這群猶太人的第一個指控
[00:11:40.000 --> 00:11:41.000]  第二個呢
[00:11:41.000 --> 00:11:42.000]  第二個說他侮辱什麼
[00:11:42.000 --> 00:11:44.000]  律法
[00:11:44.000 --> 00:11:46.000]  斯蒂凡怎麼去回應這個指控
[00:11:46.000 --> 00:11:50.000]  他說你們雖然自以為尊重神的律法
[00:11:50.000 --> 00:11:53.000]  但是你們的祖先怎樣
[00:11:53.000 --> 00:11:55.000]  迫害先知
[00:11:55.000 --> 00:11:57.000]  現在又到你們了
[00:11:57.000 --> 00:12:02.000]  親手殺死神的義者耶穌
[00:12:02.000 --> 00:12:06.000]  斯蒂凡說他們自以為明白律法
[00:12:06.000 --> 00:12:08.000]  但真相是什麼
[00:12:08.000 --> 00:12:11.000]  他們不認識神
[00:12:11.000 --> 00:12:15.000]  斯蒂凡說他們以為自己謹守律法
[00:12:15.000 --> 00:12:17.000]  但是真相是
[00:12:17.000 --> 00:12:21.000]  他們竟然迫害那些傳講律法的先知
[00:12:21.000 --> 00:12:24.000]  斯蒂凡說他們以為自己擁有律法
[00:12:24.000 --> 00:12:27.000]  就是擁有上帝
[00:12:27.000 --> 00:12:29.000]  但是真相是
[00:12:29.000 --> 00:12:32.000]  他們竟然藉著律法
[00:12:32.000 --> 00:12:38.000]  將神自己釘死在十字架上面
[00:12:38.000 --> 00:12:44.000]  他們甚至自己擁納自己做上帝
[00:12:44.000 --> 00:12:48.000]  所以斯蒂凡說真正沒有守律法的是誰
[00:12:48.000 --> 00:12:50.000]  是你們
[00:12:50.000 --> 00:12:54.000]  斯蒂凡指出這些會堂的人將神矮化了
[00:12:54.000 --> 00:12:58.000]  將神困在一個聖殿裏面
[00:12:58.000 --> 00:13:01.000]  他們又藉著律法將神埋葬了
[00:13:01.000 --> 00:13:04.000]  將自己捧為神
[00:13:04.000 --> 00:13:06.000]  弟兄姊妹
[00:13:06.000 --> 00:13:09.000]  你會不會在心裏說
[00:13:09.000 --> 00:13:11.000]  嘩!幸運而已
[00:13:11.000 --> 00:13:15.000]  我一直都不認為神只是同福堂的神
[00:13:15.000 --> 00:13:17.000]  是不是?
[00:13:17.000 --> 00:13:19.000]  真的嗎?
[00:13:19.000 --> 00:13:21.000]  真的嗎?
[00:13:21.000 --> 00:13:22.000]  弟兄姊妹
[00:13:22.000 --> 00:13:24.000]  當你離開教會
[00:13:24.000 --> 00:13:26.000]  雙腳踏出會堂
[00:13:26.000 --> 00:13:30.000]  踏出離開這棟建築物的時候
[00:13:30.000 --> 00:13:34.000]  神是不是還是你的神?
[00:13:34.000 --> 00:13:37.000]  當你回到家裏的時候
[00:13:37.000 --> 00:13:39.000]  面對你的家人
[00:13:39.000 --> 00:13:43.000]  主是不是還是你的主?
[00:13:43.000 --> 00:13:46.000]  當你回到工作的地方
[00:13:46.000 --> 00:13:49.000]  面對你的同事的時候
[00:13:49.000 --> 00:13:54.000]  上帝是不是仍然是你的上帝?
[00:13:54.000 --> 00:13:56.000]  弟兄說
[00:13:56.000 --> 00:13:58.000]  只有當你來到教會
[00:13:58.000 --> 00:14:00.000]  見到弟兄姊妹
[00:14:00.000 --> 00:14:03.000]  見到傳道目者的時間
[00:14:03.000 --> 00:14:08.000]  你才會對這位上帝恭恭敬敬
[00:14:08.000 --> 00:14:12.000]  我們有沒有蟻伐到上帝?
[00:14:12.000 --> 00:14:13.000]  弟兄姊妹
[00:14:13.000 --> 00:14:14.000]  可能你會說
[00:14:14.000 --> 00:14:19.000]  嘩!我都沒有尊自己為神
[00:14:19.000 --> 00:14:21.000]  真的嗎?
[00:14:21.000 --> 00:14:23.000]  真的嗎?
[00:14:23.000 --> 00:14:26.000]  你有沒有說得好聽一點
[00:14:26.000 --> 00:14:28.000]  有些任性
[00:14:28.000 --> 00:14:31.000]  其實講白一點是什麼?
[00:14:31.000 --> 00:14:33.000]  任意妄為
[00:14:33.000 --> 00:14:37.000]  偏行己路
[00:14:37.000 --> 00:14:40.000]  有沒有?
[00:14:40.000 --> 00:14:41.000]  你有沒有以為
[00:14:41.000 --> 00:14:42.000]  你禱告神
[00:14:42.000 --> 00:14:45.000]  神就一定要聽你的祈禱
[00:14:45.000 --> 00:14:48.000]  按你的心意去行
[00:14:48.000 --> 00:14:50.000]  不遵從你的劇本去做
[00:14:50.000 --> 00:14:52.000]  就是神良
[00:14:52.000 --> 00:14:54.000]  神不好
[00:14:54.000 --> 00:14:56.000]  有沒有?
[00:14:56.000 --> 00:14:58.000]  你有沒有自以為自己
[00:14:58.000 --> 00:15:00.000]  在你的工作崗位
[00:15:00.000 --> 00:15:02.000]  又或者在教會裏
[00:15:02.000 --> 00:15:06.000]  嘩!很有恩典
[00:15:06.000 --> 00:15:08.000]  神給了你一個很好的崗位
[00:15:08.000 --> 00:15:10.000]  給了你一個很大的恩賜
[00:15:10.000 --> 00:15:15.000]  你就以為神是站在你那邊
[00:15:15.000 --> 00:15:20.000]  神做了你的舌頭
[00:15:20.000 --> 00:15:22.000]  大家記不記得
[00:15:22.000 --> 00:15:25.000]  約書亞在攻打耶利哥城之前
[00:15:25.000 --> 00:15:26.000]  他見到一個使者
[00:15:26.000 --> 00:15:29.000]  拿著刀站在他前面
[00:15:29.000 --> 00:15:31.000]  約書亞問這個使者
[00:15:31.000 --> 00:15:32.000]  說什麼?
[00:15:32.000 --> 00:15:36.000]  你是來幫助我們
[00:15:36.000 --> 00:15:38.000]  還是幫助我們的敵人?
[00:15:38.000 --> 00:15:40.000]  這個使者怎麼回答?
[00:15:40.000 --> 00:15:44.000]  記不記得?
[00:15:44.000 --> 00:15:47.000]  這個使者是神而來的使者
[00:15:47.000 --> 00:15:48.000]  從神而來的使者
[00:15:48.000 --> 00:15:50.000]  這個使者回答他
[00:15:50.000 --> 00:15:51.000]  不是的
[00:15:51.000 --> 00:15:52.000]  什麼叫不是的?
[00:15:52.000 --> 00:15:54.000]  兩樣都不是
[00:15:54.000 --> 00:15:56.000]  我不是來幫助你的
[00:15:56.000 --> 00:16:01.000]  也不是來幫助你們的敵人的
[00:16:01.000 --> 00:16:02.000]  不是的
[00:16:02.000 --> 00:16:03.000]  這是什麼?
[00:16:03.000 --> 00:16:04.000]  這個使者說
[00:16:04.000 --> 00:16:10.000]  我是來做耶和華軍隊的元帥
[00:16:10.000 --> 00:16:13.000]  誰是主?
[00:16:13.000 --> 00:16:16.000]  誰才是主?
[00:16:16.000 --> 00:16:18.000]  誰是神?
[00:16:18.000 --> 00:16:21.000]  斯蒂法其實是在用他的命
[00:16:21.000 --> 00:16:23.000]  告訴這群會堂的人
[00:16:23.000 --> 00:16:26.000]  也在告訴你和我
[00:16:26.000 --> 00:16:29.000]  不要矮化我們的上帝
[00:16:29.000 --> 00:16:34.000]  也不要自己捧自己成為上帝
[00:16:34.000 --> 00:16:35.000]  在斯蒂法的身上
[00:16:35.000 --> 00:16:36.000]  我們見到原來
[00:16:36.000 --> 00:16:38.000]  當一個人被聖靈充滿時間
[00:16:38.000 --> 00:16:41.000]  其中一個生命的特質
[00:16:41.000 --> 00:16:44.000]  是會有屬靈的視覺
[00:16:44.000 --> 00:16:47.000]  這個視覺能夠幫助人
[00:16:47.000 --> 00:16:51.000]  去看清楚神的位置
[00:16:51.000 --> 00:16:52.000]  和幫助我們自己
[00:16:52.000 --> 00:16:57.000]  去看回我們的位置
[00:16:57.000 --> 00:16:59.000]  讓我們學不學無
[00:16:59.000 --> 00:17:02.000]  有這個視覺
[00:17:02.000 --> 00:17:06.000]  聖靈充滿為你帶來這個視覺
[00:17:06.000 --> 00:17:07.000]  第二個我見到
[00:17:07.000 --> 00:17:08.000]  生命的特質
[00:17:08.000 --> 00:17:10.000]  被聖靈充滿的人的生命特質
[00:17:10.000 --> 00:17:14.000]  就是有宣認信仰的勇氣
[00:17:14.000 --> 00:17:15.000]  當斯蒂法和這群人說
[00:17:15.000 --> 00:17:17.000]  你們殺的耶穌
[00:17:17.000 --> 00:17:21.000]  就是你們等了很久的尼采亞救主
[00:17:21.000 --> 00:17:24.000]  甚至當斯蒂法說
[00:17:24.000 --> 00:17:29.000]  耶穌站在了神的右邊
[00:17:29.000 --> 00:17:32.000]  當他說這句話的時候
[00:17:32.000 --> 00:17:36.000]  他冒著多大的危險
[00:17:36.000 --> 00:17:40.000]  原來他要面對的是殺身之禍
[00:17:40.000 --> 00:17:42.000]  他有沒有恐懼
[00:17:42.000 --> 00:17:45.000]  聖經沒有記載
[00:17:45.000 --> 00:17:49.000]  沒有說他很害怕
[00:17:49.000 --> 00:17:51.000]  他仍然帶著一份勇氣
[00:17:51.000 --> 00:17:55.000]  去宣講他所看到和所相信
[00:17:55.000 --> 00:17:56.000]  經文告訴我們
[00:17:56.000 --> 00:18:01.000]  回堂的人好像瘋了一樣
[00:18:01.000 --> 00:18:04.000]  掩著耳朵衝向斯蒂法
[00:18:04.000 --> 00:18:06.000]  推他出城外面
[00:18:06.000 --> 00:18:08.000]  用石頭扔死他
[00:18:08.000 --> 00:18:09.000]  我們會問
[00:18:09.000 --> 00:18:11.000]  一句話而已
[00:18:11.000 --> 00:18:14.000]  需要這麼大反應嗎
[00:18:14.000 --> 00:18:16.000]  但大家有所不知
[00:18:16.000 --> 00:18:19.000]  其實斯蒂法說的這句話
[00:18:19.000 --> 00:18:25.000]  有很多很重要的訊息和意思在裏面
[00:18:25.000 --> 00:18:26.000]  斯蒂法說
[00:18:26.000 --> 00:18:27.000]  我看見天開了
[00:18:27.000 --> 00:18:30.000]  人子站在神的右邊
[00:18:30.000 --> 00:18:32.000]  有沒有搞錯
[00:18:32.000 --> 00:18:35.000]  你見到異象我見不到
[00:18:35.000 --> 00:18:37.000]  第一個
[00:18:37.000 --> 00:18:41.000]  為什麼你見到我見不到
[00:18:41.000 --> 00:18:44.000]  第二個
[00:18:44.000 --> 00:18:48.000]  在猶太人的心目中
[00:18:48.000 --> 00:18:52.000]  誰可以在神的右邊
[00:18:52.000 --> 00:18:53.000]  你們可能不知道
[00:18:53.000 --> 00:18:55.000]  但他們很清楚
[00:18:55.000 --> 00:18:57.000]  因為大衛寫的詩篇第110篇
[00:18:57.000 --> 00:19:00.000]  是尼采瓦的詩篇
[00:19:00.000 --> 00:19:01.000]  大衛說到
[00:19:01.000 --> 00:19:06.000]  大衛的主就在耶和華的右邊
[00:19:06.000 --> 00:19:07.000]  那個主是誰
[00:19:07.000 --> 00:19:10.000]  就是他們的救贖主
