
[00:00:00.000 --> 00:00:03.300]  我們繼續在《四福音》裡面
[00:06:03.400 --> 00:06:06.400]  三為一體或者 trinity
[00:06:06.400 --> 00:06:08.400]  這個字眼
[00:06:08.400 --> 00:06:12.400]  但是在耶穌受洗這件事上
[00:06:12.400 --> 00:06:16.400]  同時發生這三個
[00:06:16.400 --> 00:06:18.400]  我們被稱為
[00:06:18.400 --> 00:06:20.400]  三為都是神
[00:06:20.400 --> 00:06:23.400]  是同榮同尊的
[00:06:23.400 --> 00:06:24.400]  聖父是神
[00:06:24.400 --> 00:06:25.400]  聖子是神
[00:06:25.400 --> 00:06:27.400]  聖靈是神
[00:06:27.400 --> 00:06:28.400]  聖父等於聖子
[00:06:28.400 --> 00:06:30.400]  聖子等於聖靈
[00:06:30.400 --> 00:06:32.400]  他們是Echo的
[00:06:32.400 --> 00:06:35.400]  就在這裡出現
[00:06:35.400 --> 00:06:37.400]  耶穌起地上
[00:06:37.400 --> 00:06:39.400]  聖靈從天上降臨
[00:06:39.400 --> 00:06:42.400]  然後有聖父的聲音
[00:06:42.400 --> 00:06:44.400]  從天上宣告
[00:06:44.400 --> 00:06:47.400]  這個是我的愛子
[00:06:47.400 --> 00:06:48.400]  所以各位
[00:06:48.400 --> 00:06:50.400]  我們實在很感謝神
[00:06:50.400 --> 00:06:54.400]  透過這位三為一體的衛格
[00:06:54.400 --> 00:06:57.400]  叫我們從聖父
[00:06:57.400 --> 00:07:00.400]  我們更認識神那個權能
[00:07:00.400 --> 00:07:04.400]  神那個很偉大的作為
[00:07:04.400 --> 00:07:06.400]  然後透過耶穌
[00:07:06.400 --> 00:07:09.400]  我們明白什麼叫做犧牲的愛
[00:07:09.400 --> 00:07:12.400]  耶穌的講論
[00:07:12.400 --> 00:07:14.400]  耶穌所行的道
[00:07:14.400 --> 00:07:16.400]  耶穌所行的聖蹟
[00:07:16.400 --> 00:07:18.400]  耶穌如何醫病趕鬼
[00:07:18.400 --> 00:07:22.400]  耶穌如何關心那些流離失所的
[00:07:22.400 --> 00:07:25.400]  然後耶穌離開這個世界的時候
[00:07:25.400 --> 00:07:29.400]  祂說有聖靈保衛師要來
[00:07:29.400 --> 00:07:32.400]  永遠與你們同在
[00:07:32.400 --> 00:07:34.400]  叫你們起地上
[00:07:34.400 --> 00:07:38.400]  想起我所講的教訓
[00:07:38.400 --> 00:07:39.400]  我們感謝神
[00:07:39.400 --> 00:07:42.400]  今天我們三樣東西都有
[00:07:42.400 --> 00:07:44.400]  我們有聖父
[00:07:44.400 --> 00:07:45.400]  我們有聖子
[00:07:45.400 --> 00:07:47.400]  我們又有聖靈
[00:07:47.400 --> 00:07:52.400]  所以大家千萬不要疏忽了聖靈的工作
[00:07:52.400 --> 00:07:56.400]  我們每一個跟從主耶穌的門徒
[00:07:56.400 --> 00:07:59.400]  都需要有聖靈的提醒
[00:07:59.400 --> 00:08:01.400]  聖靈是我們的導師
[00:08:01.400 --> 00:08:03.400]  聖靈是我們的保衛師
[00:08:03.400 --> 00:08:05.400]  聖靈是那位光照我們
[00:08:05.400 --> 00:08:09.400]  引導我們進入這個真理裡面的
[00:08:09.400 --> 00:08:11.400]  所以讓聖靈
[00:08:11.400 --> 00:08:14.400]  繼續在我們每個人的生命中工作
[00:08:14.400 --> 00:08:19.400]  好 接著就說耶穌退到抗爺去
[00:08:19.400 --> 00:08:23.400]  祂仿效四十日
[00:08:23.400 --> 00:08:25.400]  四十這個數目
[00:08:25.400 --> 00:08:28.400]  在聖經裡面是出現了很多字的
[00:08:28.400 --> 00:08:32.400]  以色列人在抗爺漂流四十年
[00:08:32.400 --> 00:08:35.400]  摩西看陽四十年
[00:08:35.400 --> 00:08:37.400]  然後神仙呼召祂
[00:08:37.400 --> 00:08:40.400]  祂就帶領以色列人出海及
[00:08:40.400 --> 00:08:42.400]  在抗爺漂流四十年
[00:08:42.400 --> 00:08:46.400]  然後才進入迦南美地
[00:08:46.400 --> 00:08:50.400]  所以四十好像是一個很重要的數字
[00:08:50.400 --> 00:08:54.400]  讓我們知道神是體重這個數字
[00:08:54.400 --> 00:08:58.400]  所以耶穌就用了四十日去禁食
[00:08:58.400 --> 00:09:01.400]  讓祂跟神更親近
[00:09:01.400 --> 00:09:05.400]  更明白神差距離這個地上
[00:09:05.400 --> 00:09:08.400]  祂到底要做些什麼
[00:09:08.400 --> 00:09:10.400]  誰知道就在最後的時刻
[00:09:10.400 --> 00:09:13.400]  撒旦就出現了
[00:09:13.400 --> 00:09:16.400]  祂知道耶穌很餓
[00:09:16.400 --> 00:09:18.400]  因為四十天什麼都沒有吃
[00:09:18.400 --> 00:09:20.400]  祂就說不如耶穌
[00:09:20.400 --> 00:09:23.400]  你把石頭變成麵包
[00:09:23.400 --> 00:09:25.400]  變成餅
[00:09:25.400 --> 00:09:29.400]  耶穌面對這樣一個
[00:09:29.400 --> 00:09:32.400]  肉體需要的試探
[00:09:32.400 --> 00:09:33.400]  祂怎麼做呢
[00:09:33.400 --> 00:09:36.400]  祂就引用聖經的話
[00:09:36.400 --> 00:09:40.400]  人活著不是單靠食物
[00:09:40.400 --> 00:09:46.400]  而是靠神口裡面所出的一切的話
[00:09:46.400 --> 00:09:49.400]  魔鬼看到第一招沒有效
[00:09:49.400 --> 00:09:51.400]  於是來第二招
[00:09:51.400 --> 00:09:53.400]  第二招是什麼呢
[00:09:53.400 --> 00:09:56.400]  就帶祂去到聖殿的頂上
[00:09:56.400 --> 00:09:58.400]  他說你跳下去吧
[00:09:58.400 --> 00:10:01.400]  我會拆遍天使來托住你
[00:10:01.400 --> 00:10:04.400]  那你就很出名了
[00:10:04.400 --> 00:10:09.400]  耶穌同樣用聖經的話
[00:10:09.400 --> 00:10:13.400]  面對撒旦這個挑戰
[00:10:13.400 --> 00:10:18.400]  祂說撒旦離開我吧
[00:10:18.400 --> 00:10:23.400]  不可試探主你的實
[00:10:23.400 --> 00:10:26.400]  撒旦看到第二招又不靈活
[00:10:26.400 --> 00:10:28.400]  於是祂出第三招
[00:10:28.400 --> 00:10:31.400]  帶祂去一個很高的山
[00:10:31.400 --> 00:10:33.400]  這個山上面就望見
[00:10:33.400 --> 00:10:36.400]  世上一際的榮華富貴
[00:10:36.400 --> 00:10:38.400]  祂竟然間挑戰耶穌
[00:10:38.400 --> 00:10:40.400]  你只要向我下拜
[00:10:40.400 --> 00:10:41.400]  有沒有搞錯
[00:10:41.400 --> 00:10:43.400]  耶穌要向撒旦下拜
[00:10:43.400 --> 00:10:46.400]  我就將天下的權兵
[00:10:46.400 --> 00:10:49.400]  天下的榮華都賜給你
[00:10:49.400 --> 00:10:54.400]  耶穌立刻用聖經的話斥責他
[00:10:54.400 --> 00:10:58.400]  撒旦退我後面去吧
[00:10:58.400 --> 00:11:00.400]  你有沒有留意
[00:11:00.400 --> 00:11:02.400]  原來三次
[00:11:02.400 --> 00:11:05.400]  耶穌都是用聖經的話
[00:11:05.400 --> 00:11:07.400]  斥退撒旦
[00:11:07.400 --> 00:11:10.400]  而且三次所引用的經文
[00:11:10.400 --> 00:11:13.400]  完全是出自一卷書
[00:11:13.400 --> 00:11:14.400]  如果你查一下
[00:11:14.400 --> 00:11:16.400]  這三句話出自哪裡
[00:11:16.400 --> 00:11:19.400]  全部出自生命記
[00:11:19.400 --> 00:11:21.400]  我想考考你
[00:11:21.400 --> 00:11:23.400]  你有沒有讀過生命記
[00:11:23.400 --> 00:11:25.400]  由頭到尾一次
[00:11:25.400 --> 00:11:28.400]  你明不明白生命記說什麼
[00:11:28.400 --> 00:11:30.400]  各位親愛的提醒主們
[00:11:30.400 --> 00:11:33.400]  原來我們千萬不要忽略讀經
[00:11:33.400 --> 00:11:36.400]  聖經每一卷書都同樣重要
[00:11:36.400 --> 00:11:39.400]  一開始我們碰到摩西五經
[00:11:39.400 --> 00:11:43.400]  創世記 初系及記 利尾記 文數記 生命記
[00:11:43.400 --> 00:11:46.400]  創世記很好看很多故事
[00:11:46.400 --> 00:11:48.400]  初系及記還可以
[00:11:48.400 --> 00:11:51.400]  行神蹟 歧視等等
[00:11:51.400 --> 00:11:55.400]  然後到創出利尾記
[00:11:55.400 --> 00:11:57.400]  說什麼很悶
[00:11:57.400 --> 00:12:01.400]  然後到文數記數點人數更悶
[00:12:01.400 --> 00:12:04.400]  所以如果你是從創世記開始讀
[00:12:04.400 --> 00:12:07.400]  到利尾記 文數記
[00:12:07.400 --> 00:12:10.400]  可能你已經睡著了
[00:12:10.400 --> 00:12:11.400]  不想再讀
[00:12:11.400 --> 00:12:14.400]  然後到生命記
[00:12:14.400 --> 00:12:18.400]  例典章律 例典章律 例典章
[00:12:18.400 --> 00:12:21.400]  真的很沉悶
[00:12:21.400 --> 00:12:23.400]  各位不是的
[00:12:23.400 --> 00:12:25.400]  讓我們有興趣
[00:12:25.400 --> 00:12:27.400]  去認識神的話
[00:12:27.400 --> 00:12:30.400]  因為神的話是活潑的
[00:12:30.400 --> 00:12:32.400]  我們拿著神的話
[00:12:32.400 --> 00:12:34.400]  就是聖靈賜給我們的寶劍
[00:12:34.400 --> 00:12:36.400]  兩人的利劍
[00:12:36.400 --> 00:12:40.400]  能夠打低仇敵的軌跡
[00:12:40.400 --> 00:12:44.400]  原來聖經在約翰一書第二章
[00:12:44.400 --> 00:12:45.400]  告訴我們
[00:12:45.400 --> 00:12:48.400]  世界上的事
[00:12:48.400 --> 00:12:52.400]  就由撒旦所用的這三招
[00:12:52.400 --> 00:12:54.400]  世界上的事
[00:12:54.400 --> 00:12:58.400]  就像肉體的情慾
[00:12:58.400 --> 00:13:01.400]  第一招撒旦常常用的
[00:13:01.400 --> 00:13:04.400]  是對我們的肉體
[00:13:04.400 --> 00:13:06.400]  我們都有很多的情慾
[00:13:06.400 --> 00:13:08.400]  有很多的需要
[00:13:08.400 --> 00:13:10.400]  我們肚子餓要吃東西
[00:13:10.400 --> 00:13:12.400]  我們口乾要喝水
[00:13:12.400 --> 00:13:14.400]  人都有性慾
[00:13:14.400 --> 00:13:16.400]  所以這些是肉體的情慾
[00:13:16.400 --> 00:13:17.400]  第二
[00:13:17.400 --> 00:13:21.400]  聖經說是眼目的情慾
[00:13:21.400 --> 00:13:23.400]  有些東西是很美的
[00:13:23.400 --> 00:13:24.400]  很吸引人的
[00:13:24.400 --> 00:13:29.400]  第三是今生的驕傲
[00:13:29.400 --> 00:13:34.400]  特別很多人說男性最容易跌倒
[00:13:34.400 --> 00:13:36.400]  就是面對情慾
[00:13:36.400 --> 00:13:38.400]  錢
[00:13:38.400 --> 00:13:40.400]  權力
[00:13:40.400 --> 00:13:42.400]  我們很想有這些東西
[00:13:42.400 --> 00:13:44.400]  有錢我就行了
[00:13:44.400 --> 00:13:47.400]  有錢我可以開一間大公司
[00:13:47.400 --> 00:13:48.400]  賺很多錢
[00:13:48.400 --> 00:13:51.400]  有錢我就可以去享受
[00:13:51.400 --> 00:13:55.400]  所以人是會被撒旦
[00:13:55.400 --> 00:13:59.400]  記不記得創世紀那條蛇
[00:13:59.400 --> 00:14:01.400]  他引誘夏娃的時候是甚麼
[00:14:01.400 --> 00:14:03.400]  他說你看看那個果子
[00:14:03.400 --> 00:14:07.400]  月人的眼目
[00:14:07.400 --> 00:14:10.400]  好作食物
[00:14:10.400 --> 00:14:12.400]  你可以吃的
[00:14:12.400 --> 00:14:16.400]  因為神不是說你吃的時候會死
[00:14:16.400 --> 00:14:19.400]  你吃了就像神那麼聰明
[00:14:19.400 --> 00:14:22.400]  原來撒旦就是用謊言
[00:14:22.400 --> 00:14:25.400]  引誘夏娃
[00:14:25.400 --> 00:14:28.400]  完全是用肉體的情慾
[00:14:28.400 --> 00:14:30.400]  眼目的情慾
[00:14:30.400 --> 00:14:32.400]  以及今生的驕傲
[00:14:32.400 --> 00:14:34.400]  又是這三招
[00:14:34.400 --> 00:14:36.400]  結果夏娃中計
[00:14:36.400 --> 00:14:40.400]  她吃了又遞給撒旦吃
[00:14:40.400 --> 00:14:46.400]  結果人我們的始終犯罪
[00:14:46.400 --> 00:14:50.400]  於是罪就進入這個世界
[00:14:50.400 --> 00:14:52.400]  今天大家都知道
[00:14:52.400 --> 00:14:54.400]  我們都是罪人
[00:14:54.400 --> 00:14:57.400]  我們需要神的拯救
[00:14:57.400 --> 00:14:59.400]  求神幫助我們
[00:14:59.400 --> 00:15:03.400]  讓耶穌在地上祂所過的生活
[00:15:03.400 --> 00:15:07.400]  成為我們一個很好的榜樣
[00:15:07.400 --> 00:15:10.400]  我們跟耶穌走
[00:15:10.400 --> 00:15:12.400]  Follow Jesus
[00:15:12.400 --> 00:15:14.400]  耶穌走一條怎樣的路
[00:15:14.400 --> 00:15:18.400]  我們今天都走一條怎樣的路
[00:15:18.400 --> 00:15:20.400]  我希望當我們一起大家去讀
[00:15:20.400 --> 00:15:22.400]  耶穌生平的時候
[00:15:22.400 --> 00:15:24.400]  讓耶穌的一生
[00:15:24.400 --> 00:15:28.400]  成為我們很大的激勵
[00:15:28.400 --> 00:15:30.400]  願天父賜福給我們
