
[00:00:00.000 --> 00:00:08.000]  我以前剛信主沒多久的時候,我很薄弱,人家問我說你在教會做什麼?
[00:04:43.000 --> 00:04:56.000]  保羅說我們是因性稱義,justification by faith,游泳生因為我們有信心,不是因為說我做了多少的事情。
[00:04:56.000 --> 00:05:07.000]  保羅甚至舉一個例子,他說亞伯拉罕信神,這就算為他的義了,並不是說亞伯拉罕獻以殺有什麼了不起。
[00:05:08.000 --> 00:05:18.000]  如果說亞伯拉罕因為獻以殺,神說我算你為有義的話,那亞伯拉罕就了不起,他就說你看我比你好。
[00:05:18.000 --> 00:05:24.000]  保羅這是在《羅馬書》裡面講的,你知道《羅馬書》是寫給誰的嗎?
[00:05:24.000 --> 00:05:37.000]  《羅馬書》是保羅寫給羅馬一些人的,保羅所以強調說信心是重要的,而且他是說你這個信心是要有行為的。
[00:05:38.000 --> 00:05:45.000]  沒有行為的信心是死的,沒有信心的行為是假的。
[00:05:45.000 --> 00:05:53.000]  假如說我今天我根本不相信說神愛世人,甚至將他獨生子吃給他,叫他一切信他的,不知變往,反得永生。
[00:05:53.000 --> 00:06:00.000]  或者我根本不相信說你要盡心盡心,盡心盡義,愛主你的神,其次你要愛人如己。
[00:06:01.000 --> 00:06:08.000]  但是我勸你去做一大堆好事情的話,有可能屠了什麼?
[00:06:08.000 --> 00:06:20.000]  而雅各,我們剛才念了這邊,他確實講我們能夠被神稱為有義,是因為我們有好行為。
[00:06:21.000 --> 00:06:36.000]  中間的差別就是在雅各寫雅各書,他是寫給散佈在羅馬帝國的十二支派的選民,因為他們都已經相信了,但是卻沒有行為。
[00:06:36.000 --> 00:06:41.000]  所以他特別跟他們講,你們要有行為,沒有行為怎麼行呢?
[00:06:42.000 --> 00:06:58.000]  所以他說我們的祖宗亞伯拉罕把他的兒子以撒獻在壇上,豈不是因行為稱義嗎?雅各說,有一種叫做無義的信心,faith that doesn't work。
[00:06:58.000 --> 00:07:05.000]  這是從我們的十四節到二十節他講,信心沒有行為就是死的。
[00:07:06.000 --> 00:07:14.000]  你說你有信心,你把你的信心給我看。我說我有行為,我把我的行為給你看。
[00:07:14.000 --> 00:07:27.000]  他強調基督徒你不要光信,卻沒有行為,光是在那邊講了頭頭是道,神經都反過來會背了,但是卻做不到。
[00:07:28.000 --> 00:07:38.000]  像我常常喜歡講說,就算我講一千篇好道,沒有用。如果我能夠活出一篇來,這就不得了了。
[00:07:38.000 --> 00:07:47.000]  這就是神看重的,我也是竭盡努力,盡我所有可能,我要活出一篇道來。
[00:07:47.000 --> 00:07:54.000]  我們每一個人都像一句戲,演給世人還有天使觀看。
[00:07:55.000 --> 00:08:02.000]  所以如果一個基督徒他沒有好的行為,不但是天使看得直搖頭,
[00:08:02.000 --> 00:08:10.000]  甚至一讓別人看了都說,這個人你要上天堂,那個天堂我不去也罷,這就不好了。
[00:08:10.000 --> 00:08:14.000]  所以行為這個時候就顯得重要。
[00:08:14.000 --> 00:08:20.000]  我們聖經上面講說,主耶穌你的話語是我腳前的燈,路上的光。
[00:08:21.000 --> 00:08:30.000]  這很漂亮一句話,我們禱告也都會禱。問題是,你真是把主耶穌的話當成你腳前的燈,路上的光嗎?
[00:08:30.000 --> 00:08:39.000]  還只是你講一講而已呢?你真是如果今天神的話語臨到你說,你要愛人如己,你真是愛人如己嗎?
[00:08:39.000 --> 00:08:47.000]  你真有把祂的話當作你的腳前的燈,路上的光嗎?你真有獻上你自己嗎?
[00:08:48.000 --> 00:08:57.000]  Hallelujah,讚美神。信心行為有一二三四,一是我剛才講的,信心跟行為是一體的兩面。
[00:08:57.000 --> 00:09:08.000]  二他講是說,在十四節跟十六節,他都一再講說,信心沒有行為有什麼益處呢?
[00:09:08.000 --> 00:09:15.000]  十六節他說,你講你愛神,但是你看到弟兄姐妹有需要的時候,或者教會有需要的時候,
[00:09:16.000 --> 00:09:21.000]  教會不滿足他們的需要,或不關心,又有什麼益處呢?
[00:09:21.000 --> 00:09:31.000]  而雅各他也三次的重申,十七節他說什麼,信心沒有行為就是死了。
[00:09:31.000 --> 00:09:40.000]  二十節他說,你相信神只有一位,你信得不錯,魔鬼都相信有神。
[00:09:41.000 --> 00:09:47.000]  有一次主願是去趕人身上的一個鬼,那個人身上的鬼他就講說,
[00:09:47.000 --> 00:09:53.000]  你上帝的兒子,我的時間沒有到,你為什麼要趕我呢?他都知道。
[00:09:53.000 --> 00:09:59.000]  所以我們講說,我信神,我信神,我知道上帝,我認識上帝,但是你有行為嗎?
[00:09:59.000 --> 00:10:04.000]  不然的話,你信得不錯,鬼魔也信。
[00:10:05.000 --> 00:10:14.000]  還有,沒有行為的信心有四個特點,我們看四節,沒有益處的信心不能夠救你。
[00:10:14.000 --> 00:10:26.000]  他這裡強調信心必須要有行為,有的時候你會不會感覺到你看到一個基督徒,你真不知道他到底是真信假信。
[00:10:27.000 --> 00:10:35.000]  當然我們不應該這樣子,你自己在那邊審判他,那個人那個樣子我看他是假信。
[00:10:35.000 --> 00:10:40.000]  你意思是說他上不了天堂,那你變成神了,當然我們最好不要這樣子。
[00:10:40.000 --> 00:10:45.000]  但是有的時候你禁不住你看到一個人他那個行為,你真的懷疑他到底是真信假信。
[00:10:45.000 --> 00:10:55.000]  因為我常常講,我們信了上帝,我們覺得是信了主受了洗,只是一個起步。
[00:10:56.000 --> 00:11:05.000]  你剛剛才開始,你還要承聖,一生之久你要承聖,承聖憑什麼?憑你的行為。
[00:11:05.000 --> 00:11:12.000]  所以這就是當初你信,雖然很多人講說我信得糊裡糊塗,我都搞不清楚。
[00:11:12.000 --> 00:11:19.000]  或者有人講說,牧師啊你不要逼我,我搞不清楚,我搞清楚我再信,你怎麼可能把神搞清楚。
[00:11:20.000 --> 00:11:30.000]  所以你就是那一個意念說我要信,甚至於你信了第二天跟前一天好像還是沒有兩樣,可能會偷的還是偷,會罵人還是罵人。
[00:11:30.000 --> 00:11:39.000]  但是你要有一生之久,你還活到地上,你還有一口氣,你就要學又要有好的行為。
[00:11:40.000 --> 00:11:50.000]  讀聖經就是讓我們知道到底是什麼叫好的行為,到底是怎麼樣我們在這個世界上能夠活得下去,能夠繼續地往前走。
[00:11:50.000 --> 00:12:06.000]  我講過聖經為什麼叫Bible,B-I-B-L-E,Basic Instruction Before Leaving Earth,在你離開世界之前,最基本的一些規則你要學,就是Bible,B-I-B-L-E。
[00:12:07.000 --> 00:12:16.000]  這就是讓我們學將來我們怎麼樣上天,我們怎麼樣能夠活得更有豐富的生命,Hallelujah!
[00:12:16.000 --> 00:12:31.000]  耶穌說我來了是要叫羊得生命,我們在座大部分都已經有了這生命,耶穌跟著第二句話說,而且活得更豐盛,這就是有問題了。
[00:12:32.000 --> 00:12:48.000]  如果說你心裡面都是有苦毒,恨這個氣那個,而你做出來的,甚至你講出來的話,人家一聽就知道你心裡面有苦毒,有很多的怨恨,那麼你的行為就沒有辦法表現出來了。
[00:12:48.000 --> 00:12:55.000]  沒有行為的信心是不能夠救你的,這是雅各講的。
[00:12:56.000 --> 00:13:09.000]  還有16節,不能夠滿足你身體的需要,17節他說是死的,所以不能夠做見證,你要怎麼樣為耶穌做見證?
[00:13:09.000 --> 00:13:21.000]  我請問各位,我今天要起來做見證,不錯啦,做見證有的時候講耶穌在我身上做了什麼事情,但是做見證有另外一個意思。
[00:13:22.000 --> 00:13:32.000]  這個字是從初代教會出來的,叫做martyr,他意思是為主殉道,做見證就是為主殉道。
[00:13:32.000 --> 00:13:48.000]  因為那個時候羅馬人統治的時候,不可以信基督教,你信基督教我就把你抓起來釘十字架,就好像釘耶穌一樣,你信基督教我就把你丟到獅子籠裡面去餵獅子,或丟到競技場裡面去殺。
[00:13:49.000 --> 00:13:57.000]  所以你只要說你是基督徒,你就是準備為主殉道去了,所以做見證要抱著這個心。
[00:13:58.000 --> 00:14:21.000]  如果說一個人沒有好行為,假如說我沒有好行為,我上來講了滿口是仁義道德,或者是耶穌多愛你,或者是怎麼樣,沒有行為的信心是死的,是不能夠做見證的。什麼叫見證?見證就是說你要做出來,不然不叫見證。
[00:14:22.000 --> 00:14:31.000]  你如果嘴巴在講多棒天大的一個神蹟,但是那只是在分享,那不是叫見證。
[00:14:32.000 --> 00:14:54.000]  還有十九節他說什麼?他說如果說你是一個無欲的信心,沒有行為的信心,你就要戰驚,像鬼魔一樣,你只有信心,沒有行為,卻是戰驚,你怕,怕得不得了。
[00:14:55.000 --> 00:15:04.000]  你碰到事情的時候,哇,擔心,擔憂,怕得不得了,不知道下面日子要怎麼過,哈雷洛亞。
[00:15:04.000 --> 00:15:16.000]  這裡他講了兩個例子,他一個是說亞伯拉罕獻上以撒,所以神就稱他為一,因為他有一個好的行為。
[00:15:17.000 --> 00:15:26.000]  另外他講了一個例子是拉合,和他為主他冒險受死,這是做見證,他是願意有一個好的行為。
[00:15:26.000 --> 00:15:42.000]  拉合聖經上面說他是一個妓女,以前在古代的時候城裡面管得很嚴的,白天的時候他開城門,讓這些人進進出出,或者做生意,或者要出去的人進進出出。
[00:15:43.000 --> 00:15:51.000]  晚上的時候就要把他關起來,免得有敵方的奸細進來,破壞,或者是探虛實。
[00:15:51.000 --> 00:16:11.000]  有一些做生意的人呢,他可能是從老遠來,帶了一群牛羊要來城裡面做買賣,他不可能帶回去嘛,所以他就必須要把牛羊趕到棚裡面,然後上旅館去住,旅館在城牆上面。
[00:16:12.000 --> 00:16:27.000]  當摩西派了兩個探子來到耶利哥城來探虛實的時候,他們就從城牆爬上去,就跑到拉合他們在城牆上面的旅館。
[00:16:28.000 --> 00:16:50.000]  他們跟拉合說,你不要嚷嚷,你包藏我們,我就保證你沒有事情,你全家有平安,不會被殺。那拉合說,我怎麼知道呢?他說這樣子,我們等一下要從你的窗戶最下的城牆跑回去報告。
[00:16:51.000 --> 00:17:03.000]  他說,你弄一個紅絲帶的繩子留在窗戶上,我們大軍來的時候看到這個,我們就知道是你家,不會進到你家的,所以拉合就這麼做。
[00:17:04.000 --> 00:17:23.000]  甚至於有兩個探子來的消息已經被耶利哥王知道了,就整個城收,收到拉合家的時候,拉合說,哦,有有有,他們從那邊去了,走了一個相反的方向,所以這兩個探子不會被追上殺死。
[00:17:24.000 --> 00:17:48.000]  最後拉合因此而得救。他不但是得救,你去看聖經裡面,拉合是誰的真主母?大魏王。但是神這麼看重,我們是外邦人沒有關係,我們如果願意相信神能夠有行為,信心不錯,信心是讓我們上天堂的一張票。
[00:17:49.000 --> 00:18:13.000]  如果說你光有信心,你有了票上天堂,好像你有一張飛機票,你可以上飛機,但是你沒有行為,你那個一路坐在飛機上面,你可能不敢吃也不敢喝,或者是暈機,或者是肚子疼,或者是睡不著,因為沒有行為。
[00:18:14.000 --> 00:18:33.000]  我從來沒有講說你信了耶穌你就應凡豐盛,就榮華富貴,你信了耶穌還會有許多困苦患難,但是你成聖的階段,即使你碰到困苦患難,你就有生命,而且得到更豐盛。
[00:18:34.000 --> 00:18:50.000]  信心在發功,不單是做出來的。我不騙你,有的時候你看有一個人,你看他好像很客氣,很尊敬你,但是你怎麼看都覺得很虛假,不是嗎?那個就是沒有信心的信心。
[00:18:51.000 --> 00:19:17.000]  有一個小故事是這麼說的,有一個人到了一家裡面,這個主人就說,坐,茶,後來講了兩句話才發現,哦,這個人不是普通人,他立刻改口,請坐,倒茶,再聊聊越來越發現,哦,這個人還說不定對自己有幫助了,請上座,泡好茶。
[00:19:18.000 --> 00:19:39.000]  你說他客不客氣,但是你怎麼聽你都感覺到這是虛假的行為。所以信心行為要go together,能夠讓我們再一次,能夠因著我們有信心,能夠活出有行為的有信心的,讓人家看到你的信心,讓人家知道你有好行為,甚至於知道你所信。
[00:19:40.000 --> 00:20:01.000]  今天我如果受了委屈,受了冤枉,我以前如果沒有信,我可能就開始破口大罵了,不是嗎?我非要跟你扯平不可,但是你默默禱告,甚至於原諒人家,哦,人家一看到你身上,就說這個人一定是基督徒。
[00:20:02.000 --> 00:20:21.000]  信心跟行為一樣重。一次大戰完的時候,有一個軍人戰死了,結果後來要過聖誕節的時候,這個軍人的遺孀,家裡面幾個孩子,總是要去髒樓髒樓要過聖誕節,不是嗎?
[00:20:22.000 --> 00:20:34.000]  孩子寫的單子要什麼禮物,要吃什麼東西,但是媽媽沒有錢,她就寫在禱告單上面,就憑著信心在那裡禱告。
[00:20:35.000 --> 00:20:52.000]  聖誕節馬上就要到了,他就到商場去,去買東西去了,這個店主就說,哎,太太,你是要買多少東西,有沒有單子,這樣子我可以幫你拿,你可以省一些時間。
[00:20:53.000 --> 00:21:10.000]  我沒有什麼單子,我也沒有說要買多少東西,實際上我也沒有錢,那那個店主就說,那你有什麼,他說我只有我的禱告,我這個禱告單子上面列我要什麼東西,我也可以為你禱告。
[00:21:11.000 --> 00:21:24.000]  他說好,你把這個禱告單子放到天秤這邊,然後你把你所有拿的東西放到天秤的另外一端,你禱告有多重,我就給你多少東西免費。
[00:21:25.000 --> 00:21:49.000]  這個婦人大概信心特別大,就把禱告單往天秤上面放,一放就有一點過來了,不是嗎,她就開始去拿東西了,拿了就往天秤上面放,一放照理說應該碰,但是放還是禱告單重,再拿放下還是禱告單重。
[00:21:50.000 --> 00:22:02.000]  最後那個店老闆看了心裡面起毛了,好了好了好了,不要再拿了,這些你通通免費放,你東西通通拿去了,婦人興高采烈地採購回家去了。
[00:22:03.000 --> 00:22:29.000]  店老闆進不去就看那個天秤,確實還是那個禱告單比較重,他再弄一弄才發現天秤壞了,神做事啊,真的是他來幫助你的時候,禱告跟行為都再一次地彰顯出他的榮耀來。
[00:22:30.000 --> 00:22:42.000]  當北京遇上西雅圖的時候,即使是短暫的分離,卻是人生是有目標的,卻是為了將來的再相逢。
[00:22:43.000 --> 00:23:00.000]  當信心遇到行為的時候,就是什麼?盼望,如果說你很有信心,也有行為,你一定有很大的盼望,哦,盼望跟希望不一樣,您知道嗎?
[00:23:01.000 --> 00:23:15.000]  就expect,九個半月之後,十個月,會有一個小baby會生出來,盼望不是希望,盼望是有信心的行為,盼望是有行為的信心,那叫盼望。
[00:23:16.000 --> 00:23:34.000]  盼望還沒有拿到,但是我相信已經在手上,阿彌陀佛,讓我們低頭禱告,阿爸,父王,我們感謝你,我們讚美你,求你來做那奇妙的事情,帶領我們,保守我們,這樣感謝禱告,讚美,奉主耶穌基督的名,阿們。
