
[00:00:00.000 --> 00:00:10.000]  在今天多元化又相對的社會裏面,很多人都質疑基督教信仰所信的神是否真的呢?
[00:01:29.000 --> 00:01:31.000]  覺得這位神是不是真實的呢?
[00:01:31.000 --> 00:01:33.000]  他們懷疑神是否真實的呢?
[00:01:33.000 --> 00:01:39.000]  神昨日已經在四十章下半那裏用一個很清楚的證據
[00:01:39.000 --> 00:01:44.000]  擺明我是最有資格的,因為我創造這個宇宙
[00:01:44.000 --> 00:01:49.000]  昨天第四十章已經說明了神是最有資格的,因為祂是創造宇宙的
[00:01:49.000 --> 00:01:53.000]  這位這麼夠班的神,祂是能夠證明祂是獨一的
[00:01:53.000 --> 00:01:56.000]  這位夠資格的神證明了祂的獨一性
[00:01:56.000 --> 00:01:59.000]  感謝上帝
[00:01:59.000 --> 00:02:00.000]  感謝上帝
[00:02:00.000 --> 00:02:04.000]  我覺得上帝特別在感動我們講員
[00:02:04.000 --> 00:02:06.000]  神特別在感動著講員
[00:02:06.000 --> 00:02:10.000]  我們所有講員都沒有通過任何電郵
[00:02:10.000 --> 00:02:12.000]  我們講員之間沒有用電郵聯繫過
[00:02:12.000 --> 00:02:15.000]  各自都是自己在神面前領受
[00:02:15.000 --> 00:02:17.000]  各自在神的面前來領受
[00:02:17.000 --> 00:02:21.000]  我覺得我的信息可以和萊特牧師的信息配合得到
[00:02:21.000 --> 00:02:25.000]  我覺得我的信息可以和萊特牧師的信息配合得到
[00:02:25.000 --> 00:02:28.000]  祂是講獨一的,只有你愛獨一的真神
[00:02:28.000 --> 00:02:30.000]  信仰跟隨這位獨一的真神
[00:02:30.000 --> 00:02:34.000]  祂強調我們的信仰就是跟隨獨一的真神
[00:02:34.000 --> 00:02:36.000]  而賽伊在晚上也讓我們看得出
[00:02:36.000 --> 00:02:40.000]  我們真的要徹底地去革新我們
[00:02:40.000 --> 00:02:42.000]  因為我們有一個真實的神
[00:02:42.000 --> 00:02:45.000]  賽伊晚上的信息也告訴我們要徹底地革新
[00:02:45.000 --> 00:02:47.000]  因為我們有獨一的真神
[00:02:47.000 --> 00:02:52.000]  現在來到第四十一章,第一節說
[00:02:52.000 --> 00:02:54.000]  第一節怎麼說呢?
[00:02:54.000 --> 00:02:59.000]  仲海道說,在我面前靜默,萬民要重新得力
[00:02:59.000 --> 00:03:03.000]  讓他們近前來陳述
[00:03:03.000 --> 00:03:06.000]  你看這個新普及譯本
[00:03:06.000 --> 00:03:11.000]  就在你們最有力的陳詞,前來發現吧
[00:03:11.000 --> 00:03:14.000]  而新譯本的翻譯是什麼呢?
[00:03:14.000 --> 00:03:20.000]  我們一起來準備好審理這個案子
[00:03:20.000 --> 00:03:22.000]  第四十一章,一節仲海道
[00:03:22.000 --> 00:03:24.000]  在我面前靜默,萬民要重新得力
[00:03:24.000 --> 00:03:26.000]  讓他們近前來陳述
[00:03:26.000 --> 00:03:30.000]  新普及譯本說,這是有力的陳詞,前來發現
[00:03:30.000 --> 00:03:34.000]  聖經新譯本就說,我們一起來辯論
[00:03:34.000 --> 00:03:36.000]  神朝聚不單止以色列百姓
[00:03:36.000 --> 00:03:40.000]  朝聚所有海島的人,所有周圍的列邦列國的人
[00:03:40.000 --> 00:03:46.000]  一起在天裏面,做一個法庭,來審理一個案件
[00:03:46.000 --> 00:03:56.000]  所以說,你們要呈上你們的案件上來,讓我們一起辯論一下
[00:03:56.000 --> 00:04:00.000]  所以要呈上你們的案子,我們一同來辯論
[00:04:00.000 --> 00:04:12.000]  我這一生都很開放的,你既然質疑我的獨一性,大家就像我們的立法會主席,一起來辯論一下
[00:04:12.000 --> 00:04:18.000]  神是開放的,既然你們質疑,我們就來開個大會,像立法會,大家來辯論辯論
[00:04:18.000 --> 00:04:26.000]  這張聖經就要從另一個角度,不單單從宇宙,從歷史的運轉運作
[00:04:26.000 --> 00:04:30.000]  誰掌管歷史,這個事實,大家來辯論一下
[00:04:30.000 --> 00:04:37.000]  證據不單單來自宇宙的創造,也說到人類的歷史,誰在掌管,大家看看證據,一起辯論
[00:04:37.000 --> 00:04:40.000]  所以這張聖經的主旨是什麼呢?
[00:04:40.000 --> 00:04:49.000]  就是永恆的神要證實,祂有能力在歷史裏面,能夠驚奇地興起這個作為
[00:04:49.000 --> 00:04:54.000]  就是神在歷史當中,有能力興起令人驚訝的作為來
[00:04:54.000 --> 00:04:59.000]  特別要安慰以色列百姓說,我是眷顧你的
[00:04:59.000 --> 00:05:02.000]  特別安慰以色列的百姓,我是一直眷顧你的
[00:05:02.000 --> 00:05:07.000]  你雖然質疑我,但我沒有離棄你,反而我要加力量給你
[00:05:07.000 --> 00:05:10.000]  你懷疑我嗎?我沒有離棄你,反而加你力量
[00:05:10.000 --> 00:05:15.000]  所以說,有這樣的神來照著你,你還怕些什麼呢?
[00:05:15.000 --> 00:05:26.000]  所以,有神幽助,心無所懼
[00:05:26.000 --> 00:05:36.000]  當一個人遇到很多不知所措的處境,或者意外的時候
[00:05:36.000 --> 00:05:39.000]  我們都很害怕
[00:05:39.000 --> 00:05:45.000]  特別是患病的時候,要做手術之前,很害怕,心裏面很剔膽
[00:05:45.000 --> 00:05:49.000]  但醫生還是這麼安慰你的
[00:05:49.000 --> 00:05:57.000]  不用擔心,沒事的,不用怕,完成了之後你會好起來
[00:05:57.000 --> 00:06:00.000]  這個反映人生有時成惶成恐
[00:06:00.000 --> 00:06:12.000]  反映了我們人生常常成惶成恐,憂心在恐懼的處境裏面自己能否過關呢?
[00:06:12.000 --> 00:06:21.000]  各位,現在你去中環,有兩個活動你可以參加的荔園,一個叫摩天輪
[00:06:21.000 --> 00:06:26.000]  最近到中環你可以參加不同的活動,荔園,還有坐摩天輪
[00:06:26.000 --> 00:06:31.000]  坐過摩天輪的人,或者坐過外國的過山車的人,都有一種經驗的
[00:06:31.000 --> 00:06:34.000]  坐摩天輪的,或者坐過山車的都有相同的經驗
[00:06:34.000 --> 00:06:37.000]  很想很想去,不過心裏很害怕
[00:06:37.000 --> 00:06:39.000]  很想去做,但心裏又害怕
[00:06:39.000 --> 00:06:44.000]  尤其是五轉,九一轉,九一轉,九一轉的時候,怕得要死
[00:06:44.000 --> 00:06:46.000]  轉來轉去的時候,你怕得要死
[00:06:46.000 --> 00:06:48.000]  但很快最後過了
[00:06:48.000 --> 00:06:49.000]  但很快又過去了
[00:06:49.000 --> 00:06:52.000]  過了之後,你心裏面還是很怕的
[00:06:52.000 --> 00:06:55.000]  過去了之後,心裏還是有害怕的
[00:06:55.000 --> 00:06:57.000]  人生一樣
[00:06:57.000 --> 00:06:58.000]  人生是相同的
[00:06:58.000 --> 00:07:02.000]  人生很多東西刺激我們,以致我們面對恐懼
[00:07:02.000 --> 00:07:05.000]  很多的刺激帶來恐懼
[00:07:05.000 --> 00:07:07.000]  很怕自己應付不來
[00:07:07.000 --> 00:07:09.000]  害怕自己不能應付
[00:07:09.000 --> 00:07:16.000]  以色列百姓就很恐懼,他們不能夠應付這班外敵的侵擾的仇敵
[00:07:16.000 --> 00:07:20.000]  以色列的百姓最害怕的就是來侵擾他們的外敵
[00:07:20.000 --> 00:07:25.000]  但其實恐懼是人生一個必然的現象
[00:07:25.000 --> 00:07:28.000]  恐懼其實是人心裏必然的現象
[00:07:28.000 --> 00:07:33.000]  如果不是,耶穌就不會說你不用憂心,你不用受煩
[00:07:33.000 --> 00:07:37.000]  不是這樣的話,耶穌也不要說你們心裏不要憂愁,不要受煩
[00:07:37.000 --> 00:07:40.000]  馬太十章三十一節說,你不用懼怕
[00:07:40.000 --> 00:07:42.000]  馬太十章三十一節說,不要懼怕
[00:07:42.000 --> 00:07:44.000]  人是個個都會懼怕的
[00:07:44.000 --> 00:07:46.000]  原來每個人都會害怕
[00:07:46.000 --> 00:07:52.000]  以色列先知在這段經文裏面就繼承上一章安慰百姓的勸說
[00:07:52.000 --> 00:07:56.000]  在這裏以色列先知繼承了上一章對百姓的安慰勸說
[00:07:56.000 --> 00:07:59.000]  他深知百姓害怕,震驚
[00:07:59.000 --> 00:08:00.000]  第五節
[00:08:00.000 --> 00:08:02.000]  第五節知道百姓是害怕的,是震驚的
[00:08:02.000 --> 00:08:05.000]  鼓勵他們,第六節說,壯膽吧
[00:08:05.000 --> 00:08:08.000]  所以第六節鼓勵他們壯膽吧
[00:08:08.000 --> 00:08:10.000]  第十節,不要害怕
[00:08:10.000 --> 00:08:11.000]  第十節,不要害怕
[00:08:11.000 --> 00:08:15.000]  十三節說,我必兼顧你,幫助你,扶持你
[00:08:15.000 --> 00:08:18.000]  第十三節,我必兼顧你,幫助你,扶持你
[00:08:18.000 --> 00:08:23.000]  因為耶和華你的神是攙扶你右手的那位
[00:08:23.000 --> 00:08:26.000]  因為耶和華你的神是攙扶你右手的那位
[00:08:26.000 --> 00:08:30.000]  對你說,不要害怕,我必幫助你
[00:08:30.000 --> 00:08:33.000]  對你說,不要害怕,我必幫助你
[00:08:33.000 --> 00:08:35.000]  第十四節,從此也各以色列人
[00:08:35.000 --> 00:08:38.000]  不要害怕,我必幫助你
[00:08:38.000 --> 00:08:40.000]  十四節,從此也各以色列人
[00:08:40.000 --> 00:08:43.000]  不要害怕,我必幫助你
[00:08:43.000 --> 00:08:45.000]  為什麼用這些重重疊疊
[00:08:45.000 --> 00:08:49.000]  說來說去的說話,只有一個重點
[00:08:49.000 --> 00:08:51.000]  我知你恐懼大
[00:08:51.000 --> 00:08:55.000]  有我在你身邊,包在我身上
[00:08:55.000 --> 00:08:56.000]  你還怕些什麼呢?
[00:08:56.000 --> 00:08:59.000]  重重複複的話,就是說明神知道百姓的害怕
[00:08:59.000 --> 00:09:03.000]  但有我在你的生命當中,還有什麼要恐懼呢?
[00:09:03.000 --> 00:09:05.000]  你知道害怕什麼?
[00:09:05.000 --> 00:09:06.000]  你知道人害怕什麼?
[00:09:06.000 --> 00:09:11.000]  正如我已經提過,就是他們害怕周圍的列國強大過他們
[00:09:11.000 --> 00:09:13.000]  他們害怕周圍的列國強大過他們
[00:09:13.000 --> 00:09:16.000]  在《生命記》第七章裡面,摩西說明了
[00:09:16.000 --> 00:09:21.000]  我揀選你,你不是所有民族之中最強大的民族
[00:09:21.000 --> 00:09:23.000]  《生命記》七章已經說明了
[00:09:23.000 --> 00:09:27.000]  當神揀選他們的時候,他們根本不是民族當中最強大的
[00:09:27.000 --> 00:09:29.000]  反而你是最細小的
[00:09:29.000 --> 00:09:31.000]  反而你們是最細小的
[00:09:31.000 --> 00:09:36.000]  無論軍事、政治、各方面、經濟都不及其他的國家
[00:09:36.000 --> 00:09:39.000]  軍事、政治、經濟比不上其他的列國
[00:09:39.000 --> 00:09:42.000]  但是,我特別揀選你
[00:09:42.000 --> 00:09:43.000]  但我就是特別揀選你們
[00:09:43.000 --> 00:09:49.000]  是要證明,不是你們的偉大,是我的偉大
[00:09:49.000 --> 00:09:52.000]  證明了不是你們的偉大,而是神我的偉大
[00:09:52.000 --> 00:09:57.000]  所以我在這裡,稍微拆開來勉勵香港的信徒
[00:09:57.000 --> 00:09:59.000]  所以在這裡,我想特別勉勵一下香港的信徒
[00:09:59.000 --> 00:10:02.000]  我們面對一個很強大的政權
[00:10:02.000 --> 00:10:04.000]  我們面對著一個強大的政權
[00:10:04.000 --> 00:10:05.000]  香港是這麼細小的地方
[00:10:05.000 --> 00:10:07.000]  香港只是細小的地方
[00:10:07.000 --> 00:10:10.000]  但我記得香港有一個優勢
[00:10:10.000 --> 00:10:12.000]  我們是一個國際的城市
[00:10:12.000 --> 00:10:13.000]  我們是國際的城市
[00:10:13.000 --> 00:10:15.000]  神也都看著我們
[00:10:15.000 --> 00:10:22.000]  特別興起香港的華人教會成為世界上所有華人教會的榜樣
[00:10:22.000 --> 00:10:28.000]  而且神也特別興起了香港華人教會成為世界上華人教會的一個榜樣
[00:10:28.000 --> 00:10:32.000]  所以你要知道,神會照著香港的
[00:10:32.000 --> 00:10:34.000]  你不用這麼懼怕
[00:10:34.000 --> 00:10:35.000]  你不要怕
[00:10:35.000 --> 00:10:40.000]  這是我在這段經文給大家的鼓勵和安慰
[00:10:40.000 --> 00:10:44.000]  希望透過經文給大家今天處境當中的安慰
[00:10:44.000 --> 00:10:47.000]  我們再看經文內容
[00:10:47.000 --> 00:10:53.000]  從經文裡面你會看見到神怎樣眷佑以色列百姓幫助他們
[00:10:53.000 --> 00:10:57.000]  經文讓我們看到神眷佑以色列百姓幫助他們
[00:10:57.000 --> 00:11:02.000]  首先一到四節就是因為祂穩定人心的宣稱
[00:11:02.000 --> 00:11:05.000]  第一到第四節是神穩定人心的宣稱
[00:11:05.000 --> 00:11:11.000]  滿有主權的神向列國宣告祂掌權人類歷史和命運
[00:11:11.000 --> 00:11:15.000]  滿有主權的神宣告祂掌管了人類的歷史和命運
[00:11:15.000 --> 00:11:20.000]  有一位學者這樣說,先知透視一位暗影的神
[00:11:20.000 --> 00:11:25.000]  一位學者說,先知在透視著一位像暗影一般的神
[00:11:25.000 --> 00:11:28.000]  在歷史頭下一種不同的觀照
[00:11:28.000 --> 00:11:33.000]  叫人能夠明白誰在掌管這個世界和歷史
[00:11:33.000 --> 00:11:39.000]  這個力量指明假神雖然有威脅
[00:11:39.000 --> 00:11:42.000]  力量說明了假神縱然有威脅
[00:11:42.000 --> 00:11:46.000]  但這位創造宇宙有能力的超勁的神
[00:11:46.000 --> 00:11:50.000]  一定能夠幫助以色列抵擋一切的威脅
[00:11:50.000 --> 00:11:53.000]  但這位創造宇宙的有超強能力的神
[00:11:53.000 --> 00:11:59.000]  一定能夠幫助以色列抵擋威脅
[00:11:59.000 --> 00:12:04.000]  不信的話開一個辯論會,大家來辯論
[00:12:04.000 --> 00:12:11.000]  他又照海島威脅以色列百姓的幫國來做一個見證人
[00:12:11.000 --> 00:12:21.000]  等於現在法庭裏面的見證人或者陪審團
[00:12:21.000 --> 00:12:25.000]  大家客觀地看看這個事實是否真實
[00:12:25.000 --> 00:12:28.000]  就像今天法庭裏的證人還有陪審員
[00:12:28.000 --> 00:12:31.000]  大家來看看是否一個客觀的事實
[00:12:31.000 --> 00:12:36.000]  在當時的歷史背景下,當時是巴比倫帝國統治
[00:12:36.000 --> 00:12:41.000]  巴斯坦是在巴比倫的統治下
[00:12:41.000 --> 00:12:46.000]  而巴比倫是氣勢萬千的一個民族
[00:12:46.000 --> 00:12:53.000]  巴比倫當時氣勢如虹,他們用他們的強權將以色列威逼到老去
[00:12:53.000 --> 00:12:56.000]  他們自己離開自己的家園被擄了
[00:12:56.000 --> 00:13:00.000]  他們用強權擄走了以色列,離開自己本來的家園
[00:13:00.000 --> 00:13:05.000]  但是先知在這段聲音說,這些事情雖然是面臨你們
[00:13:05.000 --> 00:13:07.000]  不過總會過去的
[00:13:07.000 --> 00:13:14.000]  因為耶利米先知早已講過,七十年之後你們必會回國的
[00:13:14.000 --> 00:13:22.000]  所以你們現在仍然在被擄的處境裏面
[00:13:22.000 --> 00:13:32.000]  神就說我在歷史轉折裏面,我會興起一個更強大的來壓迫巴比倫
[00:13:32.000 --> 00:13:40.000]  在上一章我們已經聽見先知的提醒
[00:13:40.000 --> 00:13:47.000]  在神眼中列國的份量,好像一桶水的一滴
[00:13:47.000 --> 00:13:51.000]  在神眼中列國的份量只是水桶裏頭的一滴
[00:13:51.000 --> 00:13:54.000]  在天平上一粒沙
[00:13:54.000 --> 00:13:56.000]  是天平上的一顆沙
[00:13:56.000 --> 00:14:00.000]  有什麼厲害
[00:14:00.000 --> 00:14:05.000]  現在預言,神將來要結束巴比倫的統治
[00:14:05.000 --> 00:14:08.000]  神預言快要結束巴比倫的統治
[00:14:08.000 --> 00:14:12.000]  他會興起一個所謂後來的東方的王
[00:14:12.000 --> 00:14:18.000]  第二節,誰從東方興起的人,憑公義召他來腳前
[00:14:18.000 --> 00:14:22.000]  誰將列國交給他,使他管轄列王
[00:14:22.000 --> 00:14:27.000]  第二節,誰從東方興起人,憑公義召他來到腳前
[00:14:27.000 --> 00:14:30.000]  誰將列國交給他,使他管轄列王
[00:14:30.000 --> 00:14:32.000]  我們知道先知書是預言書
[00:14:32.000 --> 00:14:35.000]  我們知道先知書是預言的書
[00:14:35.000 --> 00:14:42.000]  即是未發生的事,神遲早預言之後,一定照應他來發生
[00:14:42.000 --> 00:14:46.000]  沒有發生的事情,但因著神的應許,早晚都會出現
[00:14:46.000 --> 00:14:49.000]  誰能夠造成這些事,第四節
[00:14:49.000 --> 00:14:51.000]  第四節,誰能造成
[00:14:51.000 --> 00:14:56.000]  從起初宣召的歷代,就是我,只有我,耶和華,做得到
[00:14:56.000 --> 00:15:01.000]  從起初宣召歷代的,就是我,我,耶和華,唯有我能夠做成
[00:15:01.000 --> 00:15:05.000]  他宣告我是誰呢?我是首先的
[00:15:05.000 --> 00:15:07.000]  他宣告我是誰呢?我是首先的
[00:15:07.000 --> 00:15:10.000]  也是與末後同在的那一位
[00:15:10.000 --> 00:15:12.000]  也是與末後同在的那一位
[00:15:12.000 --> 00:15:13.000]  即是說甚麼呢?
[00:15:13.000 --> 00:15:14.000]  說甚麼呢?
[00:15:14.000 --> 00:15:17.000]  因為耶和華神是有始有終
[00:15:17.000 --> 00:15:19.000]  這位耶和華神有始有終
[00:15:19.000 --> 00:15:24.000]  亦都可以說無始,但亦都有終
[00:15:24.000 --> 00:15:27.000]  你也可以說是無始,但同樣有終
[00:15:27.000 --> 00:15:32.000]  大家都知道,我們的神是沒有人創造出來,祂是自我存在的
[00:15:32.000 --> 00:15:34.000]  我們知道神是自我存在,沒有人創造出來
[00:15:34.000 --> 00:15:35.000]  I am that I am
[00:15:35.000 --> 00:15:36.000]  我就是我
[00:15:36.000 --> 00:15:37.000]  我就是我
[00:15:37.000 --> 00:15:39.000]  是不是?無始的
[00:15:39.000 --> 00:15:40.000]  沒有開始
[00:15:40.000 --> 00:15:41.000]  不過有終
[00:15:41.000 --> 00:15:42.000]  但是有終結
[00:15:42.000 --> 00:15:46.000]  即是換了一個說法,在時間的空間領域裏面
[00:15:46.000 --> 00:15:50.000]  祂是根本不受這個驅控的
[00:15:50.000 --> 00:15:53.000]  也就是祂不受時間空間的驅控
[00:15:53.000 --> 00:15:58.000]  所以有時候你們就說,聖經裏面彼得說一日如千年,千年如一日
[00:15:58.000 --> 00:16:01.000]  彼得說一日如千年,千年如一日
[00:16:01.000 --> 00:16:02.000]  就是這個意思
[00:16:02.000 --> 00:16:05.000]  這個不會和科學有甚麼衝突
[00:16:05.000 --> 00:16:08.000]  科學家說我們宇宙已經存了多少十億年
[00:16:08.000 --> 00:16:12.000]  神,我們人體的有限的年數
[00:16:12.000 --> 00:16:16.000]  神看來一刻之間就完成了很多東西
[00:16:16.000 --> 00:16:18.000]  這跟科學是沒有衝突的
[00:16:18.000 --> 00:16:20.000]  人看時間可以是很長久
[00:16:20.000 --> 00:16:22.000]  但神看的只是一刻之間的事情
[00:16:22.000 --> 00:16:26.000]  祂能夠講預言,因為祂本身就在神學上宣告
[00:16:26.000 --> 00:16:30.000]  我是一位無,無所不知的神
[00:16:30.000 --> 00:16:33.000]  神能夠宣告預言,因為祂是一個無所不知的神
[00:16:33.000 --> 00:16:37.000]  祂老早知道你我的一切要發生的結果
[00:16:37.000 --> 00:16:40.000]  祂早就知道你我一切要發生的事情的結果
[00:16:40.000 --> 00:16:43.000]  按歷史的發展,按照歷史的發展
[00:16:43.000 --> 00:16:45.000]  那個記載就是將來有一位叫做古烈
[00:16:45.000 --> 00:16:50.000]  不過現代多數聖經翻譯他叫做居老時
[00:16:50.000 --> 00:16:52.000]  就是將來一位君王古烈
[00:16:52.000 --> 00:16:55.000]  但現代的譯本通常叫居老時
[00:16:55.000 --> 00:16:58.000]  在《以察書》41章開始
[00:16:58.000 --> 00:17:05.000]  慢慢由41章到44章28,45章1
[00:17:05.000 --> 00:17:07.000]  都提及這個皇帝的名字
[00:17:07.000 --> 00:17:12.000]  從41章到第45章當中常常提到這個君王的名字
[00:17:12.000 --> 00:17:14.000]  這個君王是誰?
[00:17:14.000 --> 00:17:15.000]  這個君王是誰?
[00:17:15.000 --> 00:17:17.000]  是波斯國
[00:17:17.000 --> 00:17:19.000]  是波斯的國王
[00:17:19.000 --> 00:17:20.000]  一個統治者
[00:17:20.000 --> 00:17:21.000]  他是一個統治者
[00:17:21.000 --> 00:17:22.000]  根據歷史記載
[00:17:22.000 --> 00:17:26.000]  他在公元539年佔領了巴比倫
[00:17:26.000 --> 00:17:30.000]  歷史記載他在公元前539年佔領巴比倫
[00:17:30.000 --> 00:17:33.000]  就釋放神的子民歸回故國
[00:17:33.000 --> 00:17:35.000]  釋放神的子民回歸故國了
[00:17:35.000 --> 00:17:41.000]  現在雖然我們長漢的聖經是沒有以斯拉記的
[00:17:41.000 --> 00:17:44.000]  不過我讀一下以斯拉記第一章第一節給大家聽
[00:17:44.000 --> 00:17:47.000]  我想讀一讀以斯拉記的一章一節
[00:17:47.000 --> 00:17:51.000]  波斯王古烈即是蔡老師
[00:17:51.000 --> 00:17:57.000]  元年耶和華為要應驗藉耶利米口所說的話
[00:17:57.000 --> 00:18:01.000]  就激動波斯王古烈即是蔡老師的心
[00:18:01.000 --> 00:18:05.000]  使他下詔通告全國
[00:18:05.000 --> 00:18:08.000]  你們可以回到你們自己的家園了
[00:18:08.000 --> 00:18:11.000]  一章一節波斯王古烈也就是居魯士
[00:18:11.000 --> 00:18:15.000]  古烈元年耶和華為要應驗借耶利明口所說的話
[00:18:15.000 --> 00:18:17.000]  就激動波斯王古烈的心
[00:18:17.000 --> 00:18:19.000]  使他下詔通告全國說
[00:18:19.000 --> 00:18:21.000]  你們可以回歸自己的國土
[00:18:21.000 --> 00:18:24.000]  而以賽亞說這段說話的時候
[00:18:24.000 --> 00:18:27.000]  應該是公元前的七零一年
[00:18:27.000 --> 00:18:29.000]  以賽亞這樣宣告預言的時候
[00:18:29.000 --> 00:18:32.000]  是公元前的七百零一年
[00:18:32.000 --> 00:18:33.000]  換了一個說話說
[00:18:33.000 --> 00:18:38.000]  神在一百五十年前已經宣告祂要興起
[00:18:38.000 --> 00:18:40.000]  因為祂還沒有出世
[00:18:40.000 --> 00:18:43.000]  連祂自己都不知道祂的存在
[00:18:43.000 --> 00:18:48.000]  但是神說我已經定為祂是拯救以色列的一位君王
[00:18:48.000 --> 00:18:50.000]  也就是說一百五十年前
[00:18:50.000 --> 00:18:53.000]  神已經定義這一位還沒有來到世界
[00:18:53.000 --> 00:18:55.000]  也不知道自己存在的人
[00:18:55.000 --> 00:18:57.000]  將要成為神手中的工具
[00:18:57.000 --> 00:18:59.000]  成為幫助以色列民的一位君王
[00:18:59.000 --> 00:19:02.000]  祂要執行神的一個拯救的旨意
[00:19:02.000 --> 00:19:04.000]  祂執行神要拯救的旨意
[00:19:04.000 --> 00:19:07.000]  在人想不透的時候
[00:19:07.000 --> 00:19:10.000]  祂就已經開始計劃和佈局了
[00:19:10.000 --> 00:19:13.000]  在神的預言裡面
[00:19:13.000 --> 00:19:15.000]  神甚至說出祂的名字
[00:19:15.000 --> 00:19:18.000]  在預言當中把祂的名字也說清楚了
[00:19:18.000 --> 00:19:26.000]  實在太奇妙了
[00:19:26.000 --> 00:19:28.000]  你或者我曾立華
[00:19:28.000 --> 00:19:32.000]  可不可以我的老祖宗一早就知道我的名字呢
[00:19:32.000 --> 00:19:34.000]  像你像我曾立華
[00:19:34.000 --> 00:19:37.000]  我們的祖宗是否一早就知道我的名字呢
[00:19:37.000 --> 00:19:41.000]  當然立華這個名字是很普通的
[00:19:41.000 --> 00:19:43.000]  你打上去google一查
[00:19:43.000 --> 00:19:45.000]  你會看到很多立華出來的
[00:19:45.000 --> 00:19:47.000]  但你不要相信那個是我
[00:19:47.000 --> 00:19:49.000]  當然立華這個名字太普通了
[00:19:49.000 --> 00:19:51.000]  網上去搜尋了很多很多的立華
[00:19:51.000 --> 00:19:53.000]  但沒有一個可能是我
[00:19:53.000 --> 00:19:56.000]  但是真的有一個曾立華他研究法學的
[00:19:56.000 --> 00:19:59.000]  真的看到一個曾立華他是研究佛學的
[00:19:59.000 --> 00:20:02.000]  你不要把那個人和我串在一起
[00:20:02.000 --> 00:20:04.000]  我不是分裂的人格
[00:20:04.000 --> 00:20:06.000]  不要把那個跟我搞混了
[00:20:06.000 --> 00:20:07.000]  我不是人格分裂的
[00:20:07.000 --> 00:20:08.000]  就是這樣
[00:20:08.000 --> 00:20:11.000]  未出現的人名
[00:20:11.000 --> 00:20:13.000]  神已經老早宣告了
[00:20:13.000 --> 00:20:14.000]  還沒有出現的人
[00:20:14.000 --> 00:20:15.000]  祂的名字
[00:20:15.000 --> 00:20:17.000]  神早就宣告出來
[00:20:17.000 --> 00:20:21.000]  神預先知道將來的一切
[00:20:21.000 --> 00:20:26.000]  因為祂在寶座上掌管一切
[00:20:26.000 --> 00:20:28.000]  祂在歷史上的工作
[00:20:28.000 --> 00:20:29.000]  要完成祂的目的
[00:20:29.000 --> 00:20:30.000]  解救以色列百姓
[00:20:30.000 --> 00:20:31.000]  就是這樣做
[00:20:31.000 --> 00:20:38.000]  在以後我們看44章28節
[00:20:38.000 --> 00:20:41.000]  我們看44章28節的時候
[00:20:41.000 --> 00:20:43.000]  他說論到居魯士古列
[00:20:43.000 --> 00:20:45.000]  祂是我的牧人
[00:20:45.000 --> 00:20:47.000]  論到居魯士說
[00:20:47.000 --> 00:20:48.000]  祂是我的牧人
[00:20:48.000 --> 00:20:51.000]  祂要成就我所喜悅的下令
[00:20:51.000 --> 00:20:53.000]  去重建耶路撒冷
[00:20:53.000 --> 00:20:56.000]  祂要成就我所喜悅的下令建造耶路撒冷
[00:20:56.000 --> 00:20:59.000]  祂要發命令立穩聖殿的根基
[00:20:59.000 --> 00:21:02.000]  祂要發命令立穩聖殿的根基
