
[00:00:00.000 --> 00:00:04.500]  我好開心返返嚟屋企度
[00:03:52.580 --> 00:03:54.740]  You may remember the Paris Olympics
[00:03:54.740 --> 00:03:56.940]  你哋大家會記得巴黎嘅奧運會
[00:03:56.940 --> 00:04:00.840]  The Lord graciously blessed our efforts and we began to see fruit
[00:04:00.840 --> 00:04:05.740]  神好仁慈咁供應我哋嘅努力
[00:04:05.740 --> 00:04:10.740]  We passed out over 5,038 Gospel materials and Bibles
[00:04:10.740 --> 00:04:15.040]  我哋發出咗5,038個福音嘅傳單或者聖經
[00:04:15.040 --> 00:04:20.140]  Including 1,155 Olympic Gospel pens
[00:04:20.140 --> 00:04:25.140]  包括咗1,155像奧運會嘅福音嘅空針
[00:04:25.140 --> 00:04:29.740]  You can see on the top here the Olympic themed trading pens
[00:04:29.740 --> 00:04:33.540]  你睇到喺個視像上面就係奧運嘅空針
[00:04:33.540 --> 00:04:35.540]  And you notice the colors there
[00:04:35.540 --> 00:04:38.640]  Each color represents some aspect of the Gospel
[00:04:38.640 --> 00:04:40.740]  你會注意到上面有唔同嘅顏色
[00:04:40.740 --> 00:04:44.040]  每個顏色係代表聖經裏面唔同嘅部分
[00:04:44.040 --> 00:04:47.140]  And so we were able to pass out these trading pens
[00:04:47.140 --> 00:04:49.740]  and share the full Gospel message
[00:04:49.740 --> 00:04:52.640]  And we told the people we were working with
[00:04:52.640 --> 00:04:55.940]  that in order to give someone a trading pen
[00:04:55.940 --> 00:04:58.740]  they must hear the full Gospel
[00:04:58.740 --> 00:05:01.240]  我哋藉著呢啲交換呢啲空針
[00:05:01.240 --> 00:05:02.540]  我哋可以傳福音
[00:05:02.540 --> 00:05:03.840]  我哋訓練嗰啲人
[00:05:03.840 --> 00:05:06.440]  當佢派出呢啲空針嘅時候
[00:05:06.440 --> 00:05:10.040]  佢首先要將佢同嗰個人分享福音先
[00:05:10.040 --> 00:05:11.440]  So you see several colors
[00:05:11.440 --> 00:05:14.240]  You see green representing creation
[00:05:14.240 --> 00:05:16.840]  你睇到好多唔同嘅顏色喺個空針上面
[00:05:16.840 --> 00:05:18.640]  綠色係代表創造
[00:05:18.640 --> 00:05:21.340]  You see black representing sin in the fall of man
[00:05:21.340 --> 00:05:24.640]  黑就係代表人嘅墜落
[00:05:24.640 --> 00:05:28.640]  Red is the death of Christ for a sacrifice for our sin
[00:05:28.640 --> 00:05:31.440]  紅色係耶穌基督為我罪喺十字架而死
[00:05:31.440 --> 00:05:34.340]  Blue is the gift that we receive of eternal life
[00:05:34.340 --> 00:05:39.340]  藍色就係代表永生同埋有意義嘅人生
[00:05:39.340 --> 00:05:42.040]  White represents forgiveness of sin and gold
[00:05:42.040 --> 00:05:46.640]  The promise of a meaningful and eternal life in Christ
[00:05:46.640 --> 00:05:49.040]  白色就代表我哋嘅罪得以赦免
[00:05:49.040 --> 00:05:51.340]  金色係代表我哋有永生嘅盼望
[00:05:51.340 --> 00:05:53.340]  We shared these pens
[00:05:53.340 --> 00:05:57.840]  Over 1,219 people in Paris
[00:05:57.840 --> 00:05:59.240]  Mostly Chinese people
[00:05:59.240 --> 00:06:01.240]  我哋分享呢啲空針
[00:06:01.240 --> 00:06:04.440]  分享咗1,219個人
[00:06:04.440 --> 00:06:06.040]  大多數都係華人
[00:06:06.040 --> 00:06:09.140]  And praise God, there were over 112 people
[00:06:09.140 --> 00:06:10.840]  who made professions of faith in Christ
[00:06:10.840 --> 00:06:12.640]  讚美主義嘅112個人
[00:06:12.640 --> 00:06:14.640]  佢願意跟隨耶穌
[00:06:14.640 --> 00:06:18.940]  So MPCBC, your prayers and your support
[00:06:18.940 --> 00:06:21.240]  enabled this work by God's grace
[00:06:21.240 --> 00:06:22.740]  所以慕道員華人浸信會
[00:06:22.740 --> 00:06:24.440]  你嘅禱告,你嘅支持
[00:06:24.440 --> 00:06:26.740]  係成就呢件事嘅
[00:06:26.740 --> 00:06:30.640]  Similarly, we have now made these
[00:06:30.640 --> 00:06:33.140]  You see there, there's the Eiffel Tower
[00:06:33.140 --> 00:06:35.340]  And it is a fridge magnet
[00:06:35.340 --> 00:06:38.540]  And it's the same concept of color concept
[00:06:38.540 --> 00:06:39.840]  of sharing the gospel
[00:06:39.840 --> 00:06:41.640]  我哋而家繼續製造咗呢啲
[00:06:41.640 --> 00:06:43.940]  好似睇到呢個空針一樣
[00:06:43.940 --> 00:06:47.340]  有八角巴黎嘅邪塔同有顏色嘅
[00:06:47.340 --> 00:06:49.940]  係擺喺雪櫃上面嘅,送畀人嘅
[00:06:49.940 --> 00:06:52.140]  So we plan this Christmas Chinese New Year
[00:06:52.140 --> 00:06:55.240]  And next summer, we are leading a team
[00:06:55.240 --> 00:07:00.740]  of second generation French Chinese to Senegal
[00:07:00.740 --> 00:07:03.040]  to share in the French language
[00:07:03.040 --> 00:07:04.840]  the good news of Jesus Christ
[00:07:04.840 --> 00:07:06.840]  我哋希望喺聖誕節、新年
[00:07:06.840 --> 00:07:08.440]  或者復活節
[00:07:08.440 --> 00:07:11.740]  我哋將第二代嘅華人
[00:07:11.740 --> 00:07:13.740]  喺法國生存嘅第二代
[00:07:13.740 --> 00:07:18.340]  去教佢做,用法文嚟講福音
[00:07:18.340 --> 00:07:21.640]  So your fundraising a few weeks ago
[00:07:21.640 --> 00:07:25.340]  helps support us in buying these magnets
[00:07:25.340 --> 00:07:27.340]  記得之前我哋幾個禮拜有籌款
[00:07:27.340 --> 00:07:35.140]  買雪糕,就係製造呢啲雪櫃嘅磁石
[00:07:35.140 --> 00:07:36.940]  So thank you for your support
[00:07:36.940 --> 00:07:38.540]  多謝大家嘅支持
[00:07:38.540 --> 00:07:40.540]  Now my message this morning
[00:07:40.540 --> 00:07:42.340]  我今日早上嘅訊息
[00:07:42.340 --> 00:07:44.740]  is about a very young woman
[00:07:44.740 --> 00:07:50.040]  who was very miserable, depressed and desperate
[00:07:50.040 --> 00:07:52.240]  佢講到一個好年輕嘅女子
[00:07:52.240 --> 00:07:55.040]  佢係好絕望、沮喪、痛苦
[00:07:55.040 --> 00:08:00.040]  But she had faith in the midst of misery
[00:08:00.040 --> 00:08:03.040]  但係喺個痛苦嘅中間,佢有信心
[00:08:03.040 --> 00:08:06.540]  Faith to be a risk taker when it wasn't easy
[00:08:06.540 --> 00:08:08.240]  信心佢做個冒險者
[00:08:08.240 --> 00:08:11.840]  當佢嘅生活唔係好容易嘅時候
[00:08:11.840 --> 00:08:15.340]  And the reality of this woman named Ruth
[00:08:15.340 --> 00:08:20.340]  in our passage, was that her life was not bright
[00:08:20.340 --> 00:08:24.340]  老實講,我哋經文裏面呢個女子
[00:08:24.340 --> 00:08:28.340]  路德,佢人生嘅生命當時係唔係好明亮嘅
[00:08:28.340 --> 00:08:29.840]  It was a tragedy
[00:08:29.840 --> 00:08:31.840]  佢係悲劇嘅
[00:08:31.840 --> 00:08:36.340]  She and her mother-in-law Naomi were miserable
[00:08:36.340 --> 00:08:43.340]  佢同佢嘅奶奶離鵝米係好痛苦嘅
[00:08:43.340 --> 00:08:49.340]  The fact is friends that we live in a fallen world of darkness and despair
[00:08:49.340 --> 00:08:56.340]  老實講,我哋生活喺一個黑暗同埋絕望嘅破碎嘅墮落嘅世界裏面
[00:08:56.340 --> 00:08:59.340]  Maybe you can relate to her story
[00:08:59.340 --> 00:09:01.340]  或者你可以同佢有同感嘅
[00:09:01.340 --> 00:09:05.340]  While the Bible addresses the problem of misery
[00:09:05.340 --> 00:09:08.340]  當聖經有解答苦難嘅問題嘅時候
[00:09:08.340 --> 00:09:11.340]  It doesn't necessarily give us all the answers we want
[00:09:11.340 --> 00:09:14.340]  佢通常唔會畀到我哋所有嘅答案
[00:09:14.340 --> 00:09:16.340]  We usually are looking for a reason
[00:09:16.340 --> 00:09:19.340]  我哋通常喺度尋找緊原因
[00:09:19.340 --> 00:09:22.340]  If God is a good God
[00:09:22.340 --> 00:09:25.340]  Why does He allow me to go through this misery?
[00:09:25.340 --> 00:09:27.340]  如果神係一個好嘅神
[00:09:27.340 --> 00:09:29.340]  點解佢要我經歷呢啲痛苦呢?
[00:09:29.340 --> 00:09:33.340]  The Bible never promises us that we'll live without pain in this world
[00:09:33.340 --> 00:09:35.340]  聖經到從來冇承諾
[00:09:35.340 --> 00:09:37.340]  我哋喺世上我哋會冇痛苦咁生活
[00:09:37.340 --> 00:09:42.340]  But the Bible tells us that tragedy and misery
[00:09:42.340 --> 00:09:46.340]  No matter how difficult it may be in life
[00:09:46.340 --> 00:09:49.340]  但聖經話我聽無論我哋嘅痛苦
[00:09:49.340 --> 00:09:51.340]  我哋嘅經歷任何嘅嘢
[00:09:51.340 --> 00:09:53.340]  失望嘅嘢喺我哋生命之中
[00:09:53.340 --> 00:09:55.340]  Is never the last word
[00:09:55.340 --> 00:09:57.340]  永遠都唔係我哋嘅終結
[00:09:57.340 --> 00:09:58.340]  For followers of Christ
[00:09:58.340 --> 00:10:00.340]  作為基督徒嘅跟隨者
[00:10:00.340 --> 00:10:02.340]  The last word
[00:10:02.340 --> 00:10:06.340]  Listen, the last word is always triumph
[00:10:06.340 --> 00:10:08.340]  我哋嘅終結永遠都係得勝嘅
[00:10:08.340 --> 00:10:10.340]  And it often results in mission
[00:10:10.340 --> 00:10:13.340]  通常都係藉著宣教嘅使命
[00:10:13.340 --> 00:10:15.340]  There are many examples in the New Testament
[00:10:15.340 --> 00:10:17.340]  喺新約聖經度有好多嘅例子
[00:10:17.340 --> 00:10:21.340]  There's a cripple who are down and out
[00:10:21.340 --> 00:10:23.340]  有個殘廢嘅人
[00:10:23.340 --> 00:10:25.340]  They experience Jesus
[00:10:25.340 --> 00:10:27.340]  And their life is suddenly transformed
[00:10:27.340 --> 00:10:29.340]  佢哋好老到
[00:10:29.340 --> 00:10:31.340]  但當佢經歷咗耶穌之後
[00:10:31.340 --> 00:10:32.340]  佢嘅生命就改變啦
[00:10:32.340 --> 00:10:35.340]  Their tragedy becomes triumph
[00:10:35.340 --> 00:10:38.340]  佢哋嘅悲劇就成為得勝
[00:10:38.340 --> 00:10:40.340]  And their misery becomes mission
[00:10:40.340 --> 00:10:43.340]  佢哋嘅痛苦就變成咗使命啦
[00:10:43.340 --> 00:10:45.340]  I think of the adulterous woman at the well
[00:10:45.340 --> 00:10:49.340]  我想起嗰個喺井邊嘅行淫戀
[00:10:49.340 --> 00:10:52.340]  After encountering Jesus
[00:10:52.340 --> 00:10:55.340]  She returns to her hometown in Saikar
[00:10:55.340 --> 00:10:56.340]  佢遇見耶穌之後
[00:10:56.340 --> 00:10:59.340]  佢返返佢嘅家鄉聚家
[00:10:59.340 --> 00:11:01.340]  And she says, "Come, see a man
[00:11:01.340 --> 00:11:03.340]  who told me everything I did
[00:11:03.340 --> 00:11:05.340]  Could this man be the Messiah?"
[00:11:05.340 --> 00:11:07.340]  And the Bible says that they came out of the town
[00:11:07.340 --> 00:11:09.340]  and made their way toward Him
[00:11:09.340 --> 00:11:11.340]  佢話,你喺你門來看
[00:11:11.340 --> 00:11:13.340]  有一個人將我素來所行的一切事
[00:11:13.340 --> 00:11:15.340]  都給我說出來了
[00:11:15.340 --> 00:11:17.340]  莫非這人就是基督嗎?
[00:11:17.340 --> 00:11:19.340]  眾人就出城,往耶穌那裏去
[00:11:19.340 --> 00:11:23.340]  And I believe Jesus seeing them at the distance
[00:11:23.340 --> 00:11:26.340]  Wearing their white robes and coming toward Him
[00:11:26.340 --> 00:11:28.340]  He turns to His disciples and He says,
[00:11:28.340 --> 00:11:33.340]  "Look to the harvest, look, it's ready for white
[00:11:33.340 --> 00:11:35.340]  of the harvest."
[00:11:35.340 --> 00:11:39.340]  當耶穌睇到呢群穿着白色衣服嘅罪家女子
[00:11:39.340 --> 00:11:41.340]  走向佢嘅時候,佢就同佢嘅門徒講
[00:11:41.340 --> 00:11:46.340]  佢話,舉目向田觀看,莊稼熟了
[00:11:46.340 --> 00:11:50.340]  They had heard the woman's testimony
[00:11:50.340 --> 00:11:52.340]  佢哋聽到呢個女人嘅見證
[00:11:52.340 --> 00:11:55.340]  And now they came out to experience the Messiah
[00:11:55.340 --> 00:11:59.340]  而家佢出嚟,佢親身咁經歷彌賽亞
[00:11:59.340 --> 00:12:02.340]  Pain can be productive
[00:12:02.340 --> 00:12:04.340]  痛苦可能有生產力
[00:12:04.340 --> 00:12:06.340]  There is purpose in pain
[00:12:06.340 --> 00:12:08.340]  我哋嘅痛苦係有目的嘅
[00:12:08.340 --> 00:12:11.340]  Suffering can accomplish something
[00:12:11.340 --> 00:12:13.340]  苦難可以成就一啲嘅事
[00:12:13.340 --> 00:12:16.340]  From misery to God's mission
[00:12:16.340 --> 00:12:18.340]  By faith
[00:12:18.340 --> 00:12:24.340]  從苦難,憑著信心去到達咗神嘅使命
[00:12:24.340 --> 00:12:26.340]  So this morning we will see in the Old Testament
[00:12:26.340 --> 00:12:30.340]  Another woman named Naomi
[00:12:30.340 --> 00:12:35.340]  今日我哋喺舊約聖經中睇到嘅一個女人叫蘭娥米
[00:12:35.340 --> 00:12:37.340]  She also experienced misery
[00:12:37.340 --> 00:12:41.340]  But she traveled from her tragedy by way of trust
[00:12:41.340 --> 00:12:44.340]  And found God's grace and triumph
[00:12:44.340 --> 00:12:46.340]  呢個女人佢亦都經歷咗痛苦
[00:12:46.340 --> 00:12:49.340]  但透過佢嘅信心同埋佢嘅尋求
[00:12:49.340 --> 00:12:52.340]  佢喺上帝度搵到得勝
[00:12:52.340 --> 00:12:56.340]  Let's look at our passage
[00:12:56.340 --> 00:12:59.340]  Ruth chapter 1 verses 11 through 18
[00:12:59.340 --> 00:13:02.340]  我哋睇下路德記第一章十一至十八節
[00:13:02.340 --> 00:13:05.340]  But Naomi said to her daughter-in-law
[00:13:05.340 --> 00:13:07.340]  "Return home, my daughters
[00:13:07.340 --> 00:13:09.340]  Why would you come with me?
[00:13:09.340 --> 00:13:11.340]  Am I going to have any more sons?
[00:13:11.340 --> 00:13:13.340]  Who could become your husbands?"
[00:13:13.340 --> 00:13:16.340]  蘭娥米說,我的女兒會去爸
[00:13:16.340 --> 00:13:18.340]  為何要跟從我呢?
[00:13:18.340 --> 00:13:21.340]  我還能生兒子作你們的丈夫嗎?
[00:13:21.340 --> 00:13:27.340]  "Return home, I am too old to have another husband
[00:13:27.340 --> 00:13:30.340]  Even if I thought there was still hope for me
[00:13:30.340 --> 00:13:32.340]  Even if I had a husband tonight
[00:13:32.340 --> 00:13:35.340]  And then gave birth to sons"
[00:13:35.340 --> 00:13:37.340]  我的兒女呀,會去爸
[00:13:37.340 --> 00:13:39.340]  我的年紀老了,不能再有丈夫
[00:13:39.340 --> 00:13:41.340]  就算我還有希望
[00:13:41.340 --> 00:13:43.340]  今夜有丈夫,而且也生了兒子
[00:13:43.340 --> 00:13:46.340]  "Would you wait until they grew up?
[00:13:46.340 --> 00:13:48.340]  Would you remain unmarried for them?
[00:13:48.340 --> 00:13:52.340]  Know, my daughters, it is more bitter for me than for you
[00:13:52.340 --> 00:13:55.340]  Because the Lord's hand has turned against me"
[00:13:55.340 --> 00:13:58.340]  你們豈能等著他們長大呢?
[00:13:58.340 --> 00:14:00.340]  你們能守住自己不嫁人嗎?
[00:14:00.340 --> 00:14:02.340]  我的女兒呀,不要這樣
[00:14:02.340 --> 00:14:04.340]  我比你們更苦
[00:14:04.340 --> 00:14:07.340]  因為耶和華的新手擊打我
[00:14:07.340 --> 00:14:11.340]  "They wept aloud again
[00:14:11.340 --> 00:14:14.340]  And Orpah kissed her mother-in-law goodbye
[00:14:14.340 --> 00:14:17.340]  But Ruth clung to her"
[00:14:17.340 --> 00:14:21.340]  在十四節說到兩個媳婦又放聲大哭
[00:14:21.340 --> 00:14:23.340]  Orpah與婆婆吻別
[00:14:23.340 --> 00:14:27.340]  但是魯德卻緊跟著蘭娥米
[00:14:27.340 --> 00:14:31.340]  "Look," said Naomi
[00:14:31.340 --> 00:14:34.340]  "Your sister-in-law is going back to her people
[00:14:34.340 --> 00:14:37.340]  And to her gods, go back with her
[00:14:37.340 --> 00:14:40.340]  But Ruth replied, 'Don't urge me to leave you
[00:14:40.340 --> 00:14:42.340]  Or to turn back from you
[00:14:42.340 --> 00:14:44.340]  Where you go, I will go
[00:14:44.340 --> 00:14:46.340]  Where you stay, I will stay
[00:14:46.340 --> 00:14:48.340]  Your people will be my people
[00:14:48.340 --> 00:14:51.340]  And your god, my god"
[00:14:51.340 --> 00:14:52.340]  蘭娥米說
[00:14:52.340 --> 00:14:56.340]  "漢啊,你嫂嫂已經回到她的百姓和她的神明那裏去了
[00:14:56.340 --> 00:14:59.340]  你也跟你的嫂嫂回去吧
[00:14:59.340 --> 00:15:01.340]  魯德說,不要勸我離開你
[00:15:01.340 --> 00:15:03.340]  轉去不跟隨你
[00:15:03.340 --> 00:15:05.340]  你往哪裏去,我也往哪裏去
[00:15:05.340 --> 00:15:07.340]  你在哪裏住,我也在哪裏住
[00:15:07.340 --> 00:15:09.340]  你的百姓就是我的百姓
[00:15:09.340 --> 00:15:11.340]  你的神就是我的神"
[00:15:11.340 --> 00:15:14.340]  "And where you die, I will die
[00:15:14.340 --> 00:15:16.340]  And there I will be buried
[00:15:16.340 --> 00:15:19.340]  May the Lord deal with me, be it ever so severely
[00:15:19.340 --> 00:15:22.340]  If even death separates you and me"
[00:15:22.340 --> 00:15:26.340]  And when Naomi realized that Ruth was determined
[00:15:26.340 --> 00:15:29.340]  To go with her, she stopped urging her
[00:15:29.340 --> 00:15:32.340]  "你死在哪裏,我也死在哪裏,葬在哪裏
[00:15:32.340 --> 00:15:34.340]  只有死能使你與我分離
[00:15:34.340 --> 00:15:37.340]  不言怨言和話,重重懲罰我
[00:15:37.340 --> 00:15:40.340]  蘭娥米見,魯德決意要跟自己去
[00:15:40.340 --> 00:15:43.340]  就不再對她說什麼了"
[00:15:43.340 --> 00:15:48.340]  Wow, can you feel this passage this morning?
[00:15:48.340 --> 00:15:51.340]  你有沒有感受到今天這段經文?
[00:15:51.340 --> 00:15:53.340]  Perhaps you know moving and making new friends
[00:15:53.340 --> 00:15:56.340]  and adjusting to a new area
[00:15:56.340 --> 00:15:59.340]  are challenging situations
[00:15:59.340 --> 00:16:01.340]  或者你會知道,搬到一個新地方
[00:16:01.340 --> 00:16:03.340]  去認識新的朋友,去適應這個環境
[00:16:03.340 --> 00:16:05.340]  是可以有挑戰性的
[00:16:05.340 --> 00:16:08.340]  The story of Ruth and Naomi's move
[00:16:08.340 --> 00:16:13.340]  is from Moab, a Gentile city
[00:16:13.340 --> 00:16:17.340]  back to Bethlehem in Israel or in Judah
[00:16:17.340 --> 00:16:21.340]  and also a move that would have been full of misery
[00:16:21.340 --> 00:16:25.340]  蘭娥米從摩訶這個異教的國家
[00:16:25.340 --> 00:16:27.340]  回到白里行的故事
[00:16:27.340 --> 00:16:29.340]  也是充滿著痛苦的
[00:16:29.340 --> 00:16:33.340]  Maybe you remember Ruth's Jewish mother-in-law Naomi
[00:16:33.340 --> 00:16:37.340]  and father-in-law Elimelech had two sons
[00:16:37.340 --> 00:16:40.340]  Milan and Kilian
[00:16:40.340 --> 00:16:42.340]  and they had moved to Moab
[00:16:42.340 --> 00:16:45.340]  during a great famine in Canaan
[00:16:45.340 --> 00:16:48.340]  或者你會記得,路德這個猶太的奶奶
[00:16:48.340 --> 00:16:51.340]  蘭娥米和她的老爺伊利米勒
[00:16:51.340 --> 00:16:54.340]  她有兩個兒子叫做馬倫和基蓮
[00:16:54.340 --> 00:16:56.340]  是從加南,在饑荒的時候
[00:16:56.340 --> 00:16:58.340]  搬到去摸鴨的
[00:16:58.340 --> 00:17:02.340]  While living in Moab, the two Jewish sons
[00:17:02.340 --> 00:17:07.340]  of Naomi married a Gentile
[00:17:07.340 --> 00:17:09.340]  Gentile women, Orpah and Ruth
[00:17:09.340 --> 00:17:11.340]  住在摩訶的期間
[00:17:11.340 --> 00:17:14.340]  蘭娥米的兩個猶太兒子
[00:17:14.340 --> 00:17:17.340]  娶了摩訶艾邦的女子為妻
[00:17:17.340 --> 00:17:19.340]  娶了俄爾巴和路德為妻
[00:17:19.340 --> 00:17:21.340]  Now we're not told the circumstances
[00:17:21.340 --> 00:17:24.340]  but Naomi's husband died
[00:17:24.340 --> 00:17:27.340]  and her two sons also died
[00:17:27.340 --> 00:17:32.340]  Leaving Naomi, Orpah and Ruth as widows
[00:17:32.340 --> 00:17:36.340]  and they would have been in a totally desperate
[00:17:36.340 --> 00:17:39.340]  and a total miserable situation
[00:17:39.340 --> 00:17:41.340]  我們不知道當時的情況
[00:17:41.340 --> 00:17:43.340]  蘭娥米的丈夫過世
[00:17:43.340 --> 00:17:45.340]  然後兩個兒子也去世
[00:17:45.340 --> 00:17:49.340]  留下了蘭娥米、俄爾巴和路德成為寡婦
[00:17:49.340 --> 00:17:51.340]  我們可以想像一下
[00:17:51.340 --> 00:17:53.340]  他們當時是多麼的痛苦
[00:17:53.340 --> 00:17:54.340]  They would have been alone
[00:17:54.340 --> 00:17:56.340]  他們當時是很孤單的
[00:17:56.340 --> 00:17:59.340]  They would have been without their husbands
[00:17:59.340 --> 00:18:01.340]  因為他們沒有了他們的丈夫
[00:18:01.340 --> 00:18:02.340]  Without their sons
[00:18:02.340 --> 00:18:03.340]  沒有了他們的兒子
[00:18:03.340 --> 00:18:05.340]  and basically without a future
[00:18:05.340 --> 00:18:06.340]  in that culture
[00:18:06.340 --> 00:18:09.340]  其實在那種習俗之中是沒有將來的
[00:18:09.340 --> 00:18:11.340]  But the story goes on to say that
[00:18:11.340 --> 00:18:14.340]  Naomi learned that there was no longer a famine
[00:18:14.340 --> 00:18:16.340]  in her homeland of Judah
[00:18:16.340 --> 00:18:19.340]  and so she decided to move back to her homeland
[00:18:19.340 --> 00:18:21.340]  故事繼續就是蘭娥米得知
[00:18:21.340 --> 00:18:24.340]  她的祖國猶大不再有饑荒
[00:18:24.340 --> 00:18:26.340]  所以決定她要搬回她的家鄉
[00:18:26.340 --> 00:18:29.340]  So Naomi must have been preparing to go back
[00:18:29.340 --> 00:18:30.340]  packing her things
[00:18:30.340 --> 00:18:32.340]  and she turned and she saw
[00:18:32.340 --> 00:18:35.340]  Orpah and Ruth following after her
[00:18:35.340 --> 00:18:38.340]  蘭娥米一定在收拾行李
[00:18:38.340 --> 00:18:40.340]  她轉身看到兩個媳婦
[00:18:40.340 --> 00:18:42.340]  俄爾巴和路德在跟隨她
[00:18:42.340 --> 00:18:44.340]  And then in verse 8 we see
[00:18:44.340 --> 00:18:45.340]  she says go back
[00:18:45.340 --> 00:18:48.340]  and each of you to your mother's home
[00:18:48.340 --> 00:18:51.340]  May the Lord show you kindness
[00:18:51.340 --> 00:18:53.340]  as you have shown to your dead husbands
[00:18:53.340 --> 00:18:55.340]  And to me, may the Lord grant
[00:18:55.340 --> 00:18:57.340]  that each of you will find rest
[00:18:57.340 --> 00:19:00.340]  in the home of another husband
[00:19:00.340 --> 00:19:02.340]  在第八節,蘭娥米就跟她的媳婦說
[00:19:02.340 --> 00:19:04.340]  你們各自回娘家去吧
