
[00:00:00.000 --> 00:00:02.000]  思想的題目就是
[00:04:57.000 --> 00:05:00.000]  有時世界有很多不開心
[00:05:00.000 --> 00:05:01.000]  我記得兩三年前
[00:05:01.000 --> 00:05:03.000]  佛山有一個故事
[00:05:03.000 --> 00:05:05.000]  有一個女童叫小玉葉
[00:05:05.000 --> 00:05:07.000]  被路人滾過
[00:05:07.000 --> 00:05:08.000]  沒有人理她
[00:05:08.000 --> 00:05:10.000]  人有一個危機
[00:05:10.000 --> 00:05:12.000]  中文有一個典故
[00:05:12.000 --> 00:05:14.000]  就是一個名句
[00:05:14.000 --> 00:05:18.000]  國家自掃門前雪
[00:05:18.000 --> 00:05:20.000]  別理他人瓦上霜
[00:05:20.000 --> 00:05:22.000]  危機就是我們基督徒都不理
[00:05:22.000 --> 00:05:24.000]  都不出手
[00:05:24.000 --> 00:05:26.000]  香港現在很多嘈吵
[00:05:26.000 --> 00:05:28.000]  明天有些人計算明天有多少遊行
[00:05:28.000 --> 00:05:30.000]  還是參加維穩show
[00:05:30.000 --> 00:05:32.000]  我都不是甚麼表達的立場
[00:05:32.000 --> 00:05:35.000]  其實香港人都開始有點擔心
[00:05:35.000 --> 00:05:37.000]  究竟前面怎樣走
[00:05:37.000 --> 00:05:39.000]  有很多怨氣有不同的立場
[00:05:39.000 --> 00:05:44.000]  前一陣子香港被廉政公署買走的困擾
[00:05:44.000 --> 00:05:47.000]  新繼任的廉政公署署長
[00:05:47.000 --> 00:05:49.000]  就是白韻祿弟兄
[00:05:49.000 --> 00:05:51.000]  是浸會的弟兄
[00:05:51.000 --> 00:05:52.000]  其實都為其他希望
[00:05:52.000 --> 00:05:53.000]  他不要想
[00:05:53.000 --> 00:05:55.000]  有時一個想一個
[00:05:55.000 --> 00:05:57.000]  希望有些崗位的人可以守得住
[00:05:57.000 --> 00:06:02.000]  台灣都面對很多這些貪腐的暴事
[00:06:02.000 --> 00:06:03.000]  其實在這個世代裏面
[00:06:03.000 --> 00:06:06.000]  很需要人在他的崗位裏面站出來
[00:06:06.000 --> 00:06:08.000]  當人不站在崗位的時候
[00:06:08.000 --> 00:06:10.000]  就有很多的破壞
[00:06:10.000 --> 00:06:11.000]  如果記得兩年前
[00:06:11.000 --> 00:06:15.000]  倫敦的大火暴動
[00:06:15.000 --> 00:06:17.000]  其中倫敦的報紙寫得很好
[00:06:17.000 --> 00:06:19.000]  就說其中一個背景
[00:06:19.000 --> 00:06:20.000]  一個原因就是
[00:06:20.000 --> 00:06:24.000]  那些暴動的青年沒有爸爸在家
[00:06:24.000 --> 00:06:26.000]  當群體裏面家庭破碎
[00:06:26.000 --> 00:06:29.000]  社會破碎的時候就有很多混亂
[00:06:29.000 --> 00:06:30.000]  世代裏面
[00:06:30.000 --> 00:06:33.000]  現在我們有很多的爭議性的出現
[00:06:33.000 --> 00:06:36.000]  上個月加州通過一個法案
[00:06:36.000 --> 00:06:39.000]  男生自認是女生
[00:06:39.000 --> 00:06:41.000]  可以去女更衣室
[00:06:41.000 --> 00:06:43.000]  中小學都可以
[00:06:43.000 --> 00:06:46.000]  你想想如果有女生參加學校
[00:06:46.000 --> 00:06:47.000]  有個男生
[00:06:47.000 --> 00:06:50.000]  學校的男生說自認是女生
[00:06:50.000 --> 00:06:52.000]  都不能進女更衣室
[00:06:52.000 --> 00:06:53.000]  很恐怖
[00:06:53.000 --> 00:06:55.000]  很恐怖
[00:06:55.000 --> 00:06:58.000]  所以很多這些戰線很恐怖
[00:06:58.000 --> 00:07:15.000]  不好意思我忘記關機
[00:07:15.000 --> 00:07:16.000]  剛才想過這個題目
[00:07:16.000 --> 00:07:18.000]  不敢走出來
[00:07:18.000 --> 00:07:21.000]  時代裏面有很多恐怖
[00:07:21.000 --> 00:07:27.000]  我小時候看過一個電影
[00:07:27.000 --> 00:07:29.000]  叫Oliver
[00:07:29.000 --> 00:07:31.000]  很貧窮的時候怎麼做呢
[00:07:31.000 --> 00:07:33.000]  記得最近埃及的故事
[00:07:33.000 --> 00:07:35.000]  提到在中東裏面
[00:07:35.000 --> 00:07:37.000]  很多貧窮人因為走投無路
[00:07:37.000 --> 00:07:38.000]  自焚自己
[00:07:38.000 --> 00:07:41.000]  接著整個埃及很多的變化
[00:07:41.000 --> 00:07:42.000]  貧富懸殊
[00:07:42.000 --> 00:07:45.000]  青年的迷失
[00:07:45.000 --> 00:07:48.000]  很喜歡左下角這個漫畫
[00:07:48.000 --> 00:07:51.000]  他說你發高長大
[00:07:51.000 --> 00:07:53.000]  不失的率更多
[00:07:53.000 --> 00:07:56.000]  現代裏面年青人的憤怒
[00:07:56.000 --> 00:07:58.000]  跟年青人有沒有出路有關係
[00:07:58.000 --> 00:08:00.000]  在西班牙
[00:08:00.000 --> 00:08:04.000]  我都不太懂的西班牙語
[00:08:04.000 --> 00:08:08.000]  SIN是沒有的意思
[00:08:08.000 --> 00:08:10.000]  沒有屋
[00:08:10.000 --> 00:08:12.000]  沒有工作
[00:08:12.000 --> 00:08:14.000]  沒有退休金
[00:08:14.000 --> 00:08:17.000]  最後的沒有就是沒有恐懼
[00:08:17.000 --> 00:08:18.000]  既然甚麼都沒有
[00:08:18.000 --> 00:08:20.000]  我就上街遊行
[00:08:20.000 --> 00:08:21.000]  所以西方裏面
[00:08:21.000 --> 00:08:22.000]  這個擔心
[00:08:22.000 --> 00:08:25.000]  西方都很厲害
[00:08:25.000 --> 00:08:28.000]  很多人看不到將來的時候
[00:08:28.000 --> 00:08:30.000]  有很多的迷失
[00:08:30.000 --> 00:08:32.000]  好像今天的主角
[00:08:32.000 --> 00:08:33.000]  講到這個南米
[00:08:33.000 --> 00:08:35.000]  他看不到方向的時候
[00:08:35.000 --> 00:08:38.000]  有個問題可以做甚麼呢
[00:08:38.000 --> 00:08:40.000]  我們是否會袖手旁觀
[00:08:40.000 --> 00:08:42.000]  讓這個世界越來越混亂
[00:08:42.000 --> 00:08:43.000]  還是我們要參與呢
[00:08:43.000 --> 00:08:45.000]  在這個南米迷失的時候
[00:08:45.000 --> 00:08:47.000]  其中很特別的一個突破
[00:08:47.000 --> 00:08:50.000]  就是路德基第一章第六節
[00:08:50.000 --> 00:08:51.000]  一起讀嗎
[00:08:51.000 --> 00:08:54.000]  他就與兩個兒媳婦
[00:08:54.000 --> 00:08:57.000]  站起來和摩訶地歸回
[00:08:57.000 --> 00:09:00.000]  因為他在摩訶地聽見耶和華
[00:09:00.000 --> 00:09:03.000]  勸故自己逼百姓吃糧食
[00:09:03.000 --> 00:09:04.000]  要他們
[00:09:04.000 --> 00:09:05.000]  這個很重要
[00:09:05.000 --> 00:09:06.000]  一個很大的突破
[00:09:06.000 --> 00:09:10.000]  就是他在摩訶地回去
[00:09:10.000 --> 00:09:11.000]  一聽到神
[00:09:11.000 --> 00:09:13.000]  再一代百姓
[00:09:13.000 --> 00:09:14.000]  因為神的恩典
[00:09:14.000 --> 00:09:15.000]  他就去
[00:09:15.000 --> 00:09:17.000]  雖然信心很低迷
[00:09:17.000 --> 00:09:19.000]  他就要尋找神恩典
[00:09:19.000 --> 00:09:21.000]  同樣這個路德
[00:09:21.000 --> 00:09:23.000]  雖然是一個沒有認識神
[00:09:23.000 --> 00:09:25.000]  從這個南米裏面
[00:09:25.000 --> 00:09:26.000]  略知道神的道理的人
[00:09:26.000 --> 00:09:28.000]  他講一個名句就是
[00:09:28.000 --> 00:09:30.000]  你的國就是我的國
[00:09:30.000 --> 00:09:32.000]  你的神就是我的神
[00:09:32.000 --> 00:09:33.000]  當人從頭
[00:09:33.000 --> 00:09:34.000]  這位全能的神
[00:09:34.000 --> 00:09:35.000]  全愛的神
[00:09:35.000 --> 00:09:36.000]  在手中的時候
[00:09:36.000 --> 00:09:37.000]  就有盼望
[00:09:37.000 --> 00:09:39.000]  生命就有奮鬥
[00:09:39.000 --> 00:09:41.000]  就有方向
[00:09:41.000 --> 00:09:43.000]  所以到今天的經文裏
[00:09:43.000 --> 00:09:44.000]  第二章
[00:09:44.000 --> 00:09:45.000]  我喜歡第二章第二節
[00:09:45.000 --> 00:09:46.000]  一起讀嗎
[00:09:46.000 --> 00:09:47.000]  第二章第二節
[00:09:47.000 --> 00:09:49.000]  摩訶女子路德
[00:09:49.000 --> 00:09:51.000]  去南岸米船
[00:09:51.000 --> 00:09:53.000]  我往田間去
[00:09:53.000 --> 00:09:54.000]  我夢誰的恩
[00:09:54.000 --> 00:09:56.000]  就在誰的膝後
[00:09:56.000 --> 00:09:57.000]  拾取墨水
[00:09:57.000 --> 00:09:59.000]  南米船
[00:09:59.000 --> 00:10:01.000]  女兒她的志
[00:10:01.000 --> 00:10:02.000]  當時有一個規矩
[00:10:02.000 --> 00:10:03.000]  可以在田裏面
[00:10:03.000 --> 00:10:05.000]  撿那些剩下的墨
[00:10:05.000 --> 00:10:06.000]  或者其他東西
[00:10:06.000 --> 00:10:09.000]  但南米自己可能年長一點
[00:10:09.000 --> 00:10:10.000]  也可能自己不想去做
[00:10:10.000 --> 00:10:11.000]  因為可能以前
[00:10:11.000 --> 00:10:13.000]  都是一個相對有錢的人
[00:10:13.000 --> 00:10:15.000]  後來拿了全家去移民
[00:10:15.000 --> 00:10:17.000]  回來後很窮
[00:10:17.000 --> 00:10:18.000]  就等於一個人
[00:10:18.000 --> 00:10:19.000]  可能十幾年前
[00:10:19.000 --> 00:10:21.000]  去澳洲去加拿大移民
[00:10:21.000 --> 00:10:23.000]  誰知炒股票
[00:10:23.000 --> 00:10:25.000]  丈夫死了
[00:10:25.000 --> 00:10:26.000]  回來後很窮
[00:10:26.000 --> 00:10:28.000]  要去拿綜援
[00:10:28.000 --> 00:10:29.000]  自己很害怕
[00:10:29.000 --> 00:10:31.000]  不敢去面對
[00:10:31.000 --> 00:10:34.000]  反而就靠這個媳婦去面對
[00:10:34.000 --> 00:10:36.000]  這個媳婦沒有坐在那裏
[00:10:36.000 --> 00:10:38.000]  袖手旁觀
[00:10:38.000 --> 00:10:39.000]  她就去
[00:10:39.000 --> 00:10:41.000]  所以史理的一個很重要的觀念
[00:10:41.000 --> 00:10:44.000]  就是當世界有困難的時候
[00:10:44.000 --> 00:10:46.000]  當人心有困難的時候
[00:10:46.000 --> 00:10:48.000]  基督徒站起來去服侍
[00:10:48.000 --> 00:10:50.000]  去成為人的福音使者
[00:10:50.000 --> 00:10:53.000]  改變生命的使者
[00:10:53.000 --> 00:10:55.000]  我自己在美國留學的時候
[00:10:55.000 --> 00:10:58.000]  看一套聖誕的西片
[00:10:58.000 --> 00:10:59.000]  一個老的西片
[00:10:59.000 --> 00:11:01.000]  其中英文名叫
[00:11:01.000 --> 00:11:02.000]  It's a Wonderful Life
[00:11:02.000 --> 00:11:04.000]  講到一個張仁宗
[00:11:04.000 --> 00:11:06.000]  他自己有一段時間迷失
[00:11:06.000 --> 00:11:08.000]  他在一個小鎮做了很多好事
[00:11:08.000 --> 00:11:11.000]  但他手下突然間不見了一筆大錢
[00:11:11.000 --> 00:11:13.000]  他覺得人生做什麼都沒有意義
[00:11:13.000 --> 00:11:16.000]  好像人生做了很多小的好事
[00:11:16.000 --> 00:11:18.000]  但人生沒有好處
[00:11:18.000 --> 00:11:20.000]  他就想自殺
[00:11:20.000 --> 00:11:21.000]  這個故事講到
[00:11:21.000 --> 00:11:23.000]  上天派了一個天使
[00:11:23.000 --> 00:11:25.000]  中間那個肥肥的天使
[00:11:25.000 --> 00:11:26.000]  來救他
[00:11:26.000 --> 00:11:27.000]  天使想到辦法
[00:11:27.000 --> 00:11:28.000]  就要救那些好人
[00:11:28.000 --> 00:11:30.000]  自己跳進水裏自殺
[00:11:30.000 --> 00:11:33.000]  那些好人本來想跳進水裏自殺
[00:11:33.000 --> 00:11:35.000]  但見到天使跳進水裏自殺
[00:11:35.000 --> 00:11:36.000]  自己跳進水裏救人
[00:11:36.000 --> 00:11:37.000]  就不怕自殺
[00:11:37.000 --> 00:11:39.000]  救了天使之後
[00:11:39.000 --> 00:11:41.000]  他就跟那個天使說
[00:11:41.000 --> 00:11:43.000]  他不知道天使是一個老人家
[00:11:43.000 --> 00:11:45.000]  他說我沒有出世也好
[00:11:45.000 --> 00:11:47.000]  有我一個沒用了
[00:11:47.000 --> 00:11:49.000]  多不多弟子妹
[00:11:49.000 --> 00:11:50.000]  掛在口邊
[00:11:50.000 --> 00:11:52.000]  我沒用了
[00:11:52.000 --> 00:11:54.000]  有時家裏面年長的弟子妹
[00:11:54.000 --> 00:11:56.000]  有時不知不覺到某年紀
[00:11:56.000 --> 00:11:58.000]  我都沒用了
[00:11:58.000 --> 00:12:01.000]  有時不知不覺都說我沒用了
[00:12:01.000 --> 00:12:04.000]  那天使就讓他經歷一個
[00:12:04.000 --> 00:12:07.000]  他沒有的世界
[00:12:07.000 --> 00:12:09.000]  他發覺他沒有的世界
[00:12:09.000 --> 00:12:11.000]  那個鎮裏面一個霸主
[00:12:11.000 --> 00:12:13.000]  叫Potter
[00:12:13.000 --> 00:12:15.000]  叫Potter鎮
[00:12:15.000 --> 00:12:17.000]  第二
[00:12:17.000 --> 00:12:20.000]  當九龍城為例
[00:12:20.000 --> 00:12:24.000]  九龍城被蔡少奇霸王霸了之後
[00:12:24.000 --> 00:12:26.000]  叫蔡城
[00:12:26.000 --> 00:12:28.000]  所以發覺城市
[00:12:28.000 --> 00:12:31.000]  雖然他自己做很少的好事
[00:12:31.000 --> 00:12:33.000]  但沒有他的話
[00:12:33.000 --> 00:12:35.000]  城市更糟糕
[00:12:35.000 --> 00:12:37.000]  他曾經小時候
[00:12:37.000 --> 00:12:39.000]  救過他一個弟弟
[00:12:39.000 --> 00:12:41.000]  弟弟在冰湖裏面
[00:12:41.000 --> 00:12:43.000]  浸渣浸死去救他
[00:12:43.000 --> 00:12:45.000]  今天他沒有再出世
[00:12:45.000 --> 00:12:47.000]  他弟弟小時候就死了
[00:12:47.000 --> 00:12:50.000]  他知道原來自己雖然好像沒什麼用
[00:12:50.000 --> 00:12:53.000]  但原來有自己比沒有自己好
[00:12:53.000 --> 00:12:56.000]  求天使不如我生了
[00:12:56.000 --> 00:12:58.000]  結束的時候
[00:12:58.000 --> 00:13:01.000]  這個電影就說他回到自己的家
[00:13:01.000 --> 00:13:03.000]  雖然自己很窮
[00:13:03.000 --> 00:13:04.000]  臨破產
[00:13:04.000 --> 00:13:06.000]  突然中間一幅相
[00:13:06.000 --> 00:13:08.000]  抱自己太太抱小朋友
[00:13:08.000 --> 00:13:10.000]  原來都很有意義
[00:13:10.000 --> 00:13:12.000]  全村的人去幫很多全村的人
[00:13:12.000 --> 00:13:15.000]  全村的人來捐幾塊捐幾塊幫助他
[00:13:15.000 --> 00:13:18.000]  我說這個道理的意思就是
[00:13:18.000 --> 00:13:20.000]  耶穌說一句話
[00:13:20.000 --> 00:13:22.000]  只擺一杯涼水
[00:13:22.000 --> 00:13:24.000]  給你這小子女一個喝
[00:13:24.000 --> 00:13:27.000]  這人不能不得上前
[00:13:27.000 --> 00:13:29.000]  耶穌說到一杯凍水
[00:13:29.000 --> 00:13:31.000]  給一批無名之輩
[00:13:31.000 --> 00:13:33.000]  很少的人物
[00:13:33.000 --> 00:13:34.000]  其中一個
[00:13:34.000 --> 00:13:36.000]  只有一杯凍水給一個人
[00:13:36.000 --> 00:13:38.000]  這麼少的好事
[00:13:38.000 --> 00:13:40.000]  耶穌記不記得
[00:13:40.000 --> 00:13:42.000]  所以基督徒一個很重要的觀念
[00:13:42.000 --> 00:13:46.000]  就是不要輕看自己在神的角度的參與
[00:13:46.000 --> 00:13:47.000]  神很特別
[00:13:47.000 --> 00:13:50.000]  神不是一定要用好像很偉大的人
[00:13:50.000 --> 00:13:51.000]  國王
[00:13:51.000 --> 00:13:53.000]  什麼名教授
[00:13:53.000 --> 00:13:54.000]  或者什麼人
[00:13:54.000 --> 00:13:56.000]  很有錢的商人
[00:13:56.000 --> 00:13:58.000]  神要用每一個人
[00:13:58.000 --> 00:14:01.000]  試試這一段的說話一起讀
[00:14:01.000 --> 00:14:02.000]  一二三
[00:14:02.000 --> 00:14:05.000]  若果基督徒都歸隱
[00:14:05.000 --> 00:14:08.000]  都不盡地上的責任和崗位
[00:14:08.000 --> 00:14:11.000]  世界會變成怎麼樣
[00:14:11.000 --> 00:14:13.000]  沒有好媽媽
[00:14:13.000 --> 00:14:14.000]  好妻子
[00:14:14.000 --> 00:14:15.000]  好爸爸
[00:14:15.000 --> 00:14:16.000]  好丈夫
[00:14:16.000 --> 00:14:17.000]  好警察
[00:14:17.000 --> 00:14:18.000]  好法官
[00:14:18.000 --> 00:14:19.000]  好醫生
[00:14:19.000 --> 00:14:20.000]  好商人
[00:14:20.000 --> 00:14:21.000]  好老師
[00:14:21.000 --> 00:14:22.000]  好官員
[00:14:22.000 --> 00:14:23.000]  好市民
[00:14:23.000 --> 00:14:24.000]  好工人的世界
[00:14:24.000 --> 00:14:26.000]  是何等恐怖呢
[00:14:26.000 --> 00:14:27.000]  所以
[00:14:27.000 --> 00:14:31.000]  如果你是離開你的崗位的時候
[00:14:31.000 --> 00:14:32.000]  那一刻
[00:14:32.000 --> 00:14:33.000]  我自己都很差
[00:14:33.000 --> 00:14:36.000]  但如果我家裏面連我都離開的話
[00:14:36.000 --> 00:14:38.000]  家裏會亂一點嗎
[00:14:38.000 --> 00:14:41.000]  或者你負責教會裏面的一個小組
[00:14:41.000 --> 00:14:43.000]  小組裏面的人很累
[00:14:43.000 --> 00:14:44.000]  沒空工作
[00:14:44.000 --> 00:14:46.000]  連你都離開的話
[00:14:46.000 --> 00:14:48.000]  小組會不會散一點
[00:14:48.000 --> 00:14:49.000]  可能是的
[00:14:49.000 --> 00:14:53.000]  其實神會給我們每一個都有重要的崗位
[00:14:53.000 --> 00:14:55.000]  聖經裏面其中一幕
[00:14:55.000 --> 00:14:57.000]  就是講路德走出去
[00:14:57.000 --> 00:14:58.000]  走出去之後
[00:14:58.000 --> 00:15:01.000]  聖經裏面有一個很奇妙的說話
[00:15:01.000 --> 00:15:04.000]  在路德記第二章第三和第四節
[00:15:04.000 --> 00:15:05.000]  一起讀
[00:15:05.000 --> 00:15:07.000]  路德就去了
[00:15:07.000 --> 00:15:08.000]  來到田間
[00:15:08.000 --> 00:15:11.000]  在修過的人身後拾取墨水
[00:15:11.000 --> 00:15:15.000]  他某到了以利米樓盤做園人
[00:15:15.000 --> 00:15:17.000]  科華斯乃拜田
[00:15:17.000 --> 00:15:19.000]  科華斯正從阿里行來
[00:15:19.000 --> 00:15:21.000]  對修過的人說
[00:15:21.000 --> 00:15:23.000]  願耶華與你們同在
[00:15:23.000 --> 00:15:25.000]  他們回答說
[00:15:25.000 --> 00:15:27.000]  願耶華賜福你們
[00:15:27.000 --> 00:15:29.000]  第一個就是恰巧
[00:15:29.000 --> 00:15:33.000]  在人眼中是恰巧
[00:15:33.000 --> 00:15:35.000]  剛剛如剛剛
[00:15:35.000 --> 00:15:38.000]  等於有些年長一點的
[00:15:38.000 --> 00:15:39.000]  十年前
[00:15:39.000 --> 00:15:40.000]  二十年前
[00:15:40.000 --> 00:15:41.000]  三十年前
[00:15:41.000 --> 00:15:42.000]  四十年前
[00:15:42.000 --> 00:15:43.000]  我來到教會
[00:15:43.000 --> 00:15:45.000]  好像剛剛遇到一個朋友
[00:15:45.000 --> 00:15:46.000]  遇到一個街坊
[00:15:46.000 --> 00:15:48.000]  就來到教會
[00:15:48.000 --> 00:15:49.000]  但就是這樣
[00:15:49.000 --> 00:15:53.000]  我心裏面有很大的恩典和禱告
[00:15:53.000 --> 00:15:54.000]  人看是恰巧
[00:15:54.000 --> 00:15:57.000]  我們看是神的恩典
[00:15:57.000 --> 00:15:59.000]  這裏特別講到
[00:15:59.000 --> 00:16:01.000]  科華斯上班之前
[00:16:01.000 --> 00:16:05.000]  路德在田裏拾取墨水
[00:16:05.000 --> 00:16:07.000]  科華斯上班後
[00:16:07.000 --> 00:16:08.000]  遲了回來
[00:16:08.000 --> 00:16:10.000]  就見到路德在拾取
