
[00:00:00.000 --> 00:00:12.000]  昨天全美國紀念父親節 舉行了這個No Kings的這個示威遊行全美各地
[00:09:41.000 --> 00:09:44.000]  帶來他整個人格的發展
[00:09:44.000 --> 00:09:45.000]  會受到影響
[00:09:45.000 --> 00:09:49.000]  他的家庭觀念會出問題
[00:09:49.000 --> 00:09:51.000]  一個男孩如果他
[00:09:51.000 --> 00:09:54.000]  自己是在父親缺席的情況
[00:09:54.000 --> 00:09:58.000]  他也很容易成為缺席的父親
[00:09:58.000 --> 00:10:03.000]  一個女孩如果他的父親是缺席的
[00:10:03.000 --> 00:10:06.000]  他將來結了婚之後
[00:10:06.000 --> 00:10:09.000]  可能他跟先生相處也會有問題
[00:10:09.000 --> 00:10:11.000]  懂我意思嗎
[00:10:11.000 --> 00:10:13.000]  因為他人生當中
[00:10:13.000 --> 00:10:16.000]  第一個男人就是缺席的
[00:10:16.000 --> 00:10:19.000]  他不知道怎麼跟男的在一起相處
[00:10:19.000 --> 00:10:21.000]  所以在那種親密關係的時候
[00:10:21.000 --> 00:10:24.000]  也反映出他不知道怎麼跟他的先生相處
[00:10:24.000 --> 00:10:32.000]  這次當我們出去到新約之旅的時候
[00:10:34.000 --> 00:10:36.000]  有一位姐妹
[00:10:36.000 --> 00:10:39.000]  她其實小孩子也都已經
[00:10:39.000 --> 00:10:43.000]  她已經也是有孩子的媽
[00:10:43.000 --> 00:10:46.000]  年紀也是五十
[00:10:46.000 --> 00:10:48.000]  看來應該也五十歲以上的
[00:10:48.000 --> 00:10:49.000]  五十來歲
[00:10:49.000 --> 00:10:53.000]  我就注意到她怎麼
[00:10:53.000 --> 00:10:54.000]  有一次她就
[00:10:54.000 --> 00:11:01.000]  反正我就注意到她好像
[00:11:05.000 --> 00:11:07.000]  在這個路上面
[00:11:07.000 --> 00:11:09.000]  或者是坐在車子裡面
[00:11:09.000 --> 00:11:13.000]  反正她就是總是躲得遠遠的
[00:11:13.000 --> 00:11:18.000]  後來有一次當她經過我的時候
[00:11:18.000 --> 00:11:20.000]  我們在這個旅程的過程當中
[00:11:20.000 --> 00:11:24.000]  我就叫了她
[00:11:24.000 --> 00:11:25.000]  我就說
[00:11:25.000 --> 00:11:29.000]  我叫她就是說想要跟她聊一聊
[00:11:29.000 --> 00:11:32.000]  那她本來就是要從我旁邊就這樣過去的
[00:11:32.000 --> 00:11:34.000]  但我一叫她她就不好意思
[00:11:34.000 --> 00:11:35.000]  她就怎麼樣
[00:11:35.000 --> 00:11:36.000]  她就停下來了
[00:11:36.000 --> 00:11:37.000]  停下來之後我說
[00:11:37.000 --> 00:11:45.000]  我說我就半開玩笑
[00:11:45.000 --> 00:11:48.000]  我說怎麼你好像有點躲著牧師
[00:11:48.000 --> 00:11:51.000]  她笑一笑
[00:11:51.000 --> 00:11:54.000]  就有點不好意思
[00:11:54.000 --> 00:11:56.000]  然後接著我跟她的聊當中
[00:11:56.000 --> 00:11:57.000]  我就問她說
[00:11:57.000 --> 00:11:59.000]  我說你跟你爸爸的關係怎麼樣
[00:12:00.000 --> 00:12:04.000]  她一聽怎麼有問題她跟爸爸的關係
[00:12:04.000 --> 00:12:07.000]  後來她就說
[00:12:07.000 --> 00:12:09.000]  她說她爸爸很嚴格
[00:12:09.000 --> 00:12:11.000]  所以她說她從小
[00:12:11.000 --> 00:12:14.000]  她很怕跟她爸爸在一起講話
[00:12:14.000 --> 00:12:16.000]  那她就問我說
[00:12:16.000 --> 00:12:18.000]  她說牧師你怎麼會問這個問題
[00:12:18.000 --> 00:12:21.000]  我說我看你的反應我就知道
[00:12:21.000 --> 00:12:24.000]  可能你跟你爸爸的關係
[00:12:24.000 --> 00:12:25.000]  有一些狀況
[00:12:25.000 --> 00:12:29.000]  這不是第一次
[00:12:29.000 --> 00:12:32.000]  我碰過很多地獄之魅的情況
[00:12:32.000 --> 00:12:35.000]  父親是嚴厲的
[00:12:35.000 --> 00:12:40.000]  那麼很容易他就會帶出一個image
[00:12:40.000 --> 00:12:43.000]  就是他會反映出來
[00:12:43.000 --> 00:12:45.000]  那些所謂比較有權威的人
[00:12:45.000 --> 00:12:48.000]  牧師算是一個
[00:12:48.000 --> 00:12:52.000]  所以你下次看到我就躲的話
[00:12:52.000 --> 00:12:55.000]  我可能也要叫過來問你
[00:12:55.000 --> 00:12:56.000]  這是what happen
[00:12:58.000 --> 00:12:59.000]  現在就是沒
[00:12:59.000 --> 00:13:02.000]  其實你不要以為你今天已經五十歲了
[00:13:02.000 --> 00:13:05.000]  你不要以為說你已經都八十歲了
[00:13:05.000 --> 00:13:07.000]  你仍然受到你以前的影響
[00:13:07.000 --> 00:13:09.000]  可能你自己都不知道
[00:13:09.000 --> 00:13:12.000]  所以今天這個信息
[00:13:12.000 --> 00:13:13.000]  不是只是對父親說的
[00:13:13.000 --> 00:13:15.000]  今天這個信息是對所有
[00:13:15.000 --> 00:13:16.000]  我們在這裡每一個人講
[00:13:16.000 --> 00:13:17.000]  對做母親的
[00:13:17.000 --> 00:13:18.000]  或者是對做兒女的
[00:13:18.000 --> 00:13:20.000]  這個信息是對你說的
[00:13:20.000 --> 00:13:21.000]  跟你旁邊說
[00:13:21.000 --> 00:13:23.000]  今天這個信息是跟你講的
[00:13:26.000 --> 00:13:28.000]  因為無論如何
[00:13:28.000 --> 00:13:29.000]  你成長的過程
[00:13:29.000 --> 00:13:30.000]  你出生的時候
[00:13:30.000 --> 00:13:35.000]  你一定是有一個父母親有家庭的
[00:13:35.000 --> 00:13:37.000]  是不是
[00:13:37.000 --> 00:13:39.000]  你將來或者你現在
[00:13:39.000 --> 00:13:40.000]  你自己成長的家庭當中
[00:13:40.000 --> 00:13:42.000]  你就扮演一個做父母親
[00:13:42.000 --> 00:13:45.000]  或者你已經扮演做祖父母的角色
[00:13:45.000 --> 00:13:49.000]  所以今天這個信息
[00:13:49.000 --> 00:13:51.000]  祖再次提醒我們
[00:13:51.000 --> 00:13:53.000]  他說在他來之前
[00:13:53.000 --> 00:13:57.000]  他要使父親的心轉向兒女
[00:13:57.000 --> 00:14:00.000]  兒女的心轉向父親
[00:14:00.000 --> 00:14:06.000]  那麼父親的心怎麼轉向兒女呢
[00:14:06.000 --> 00:14:09.000]  正因為今天很多的父親的心
[00:14:09.000 --> 00:14:11.000]  不是轉向兒女
[00:14:11.000 --> 00:14:13.000]  所以很多兒女的心
[00:14:13.000 --> 00:14:15.000]  也不在父親身上
[00:14:15.000 --> 00:14:16.000]  是不是
[00:14:16.000 --> 00:14:19.000]  中國曾經做了一個調查統計
[00:14:19.000 --> 00:14:22.000]  那麼這個調查統計
[00:14:22.000 --> 00:14:24.000]  就問了一個問題
[00:14:24.000 --> 00:14:28.000]  就是說當你心中有一些的困難
[00:14:28.000 --> 00:14:30.000]  或者有囚煩的時候
[00:14:30.000 --> 00:14:32.000]  你會找誰去說
[00:14:32.000 --> 00:14:39.000]  你知道這些做調查的問卷的人
[00:14:39.000 --> 00:14:40.000]  他們怎麼回答嗎
[00:14:40.000 --> 00:14:42.000]  根據統計
[00:14:42.000 --> 00:14:45.000]  大部分的人
[00:14:47.000 --> 00:14:52.000]  他們在說會去找誰去傾訴的時候
[00:14:52.000 --> 00:14:55.000]  母親是在前五名之內
[00:14:55.000 --> 00:15:00.000]  父親呢
[00:15:00.000 --> 00:15:03.000]  父親啊
[00:15:03.000 --> 00:15:05.000]  門都沒有
[00:15:05.000 --> 00:15:12.000]  甚至在很多人的選擇裡面
[00:15:12.000 --> 00:15:16.000]  父親連網友都不如
[00:15:18.000 --> 00:15:20.000]  為什麼兒女不跟父親講話
[00:15:20.000 --> 00:15:24.000]  為什麼兒女有心思說不來找爸爸談
[00:15:24.000 --> 00:15:29.000]  可能很多做父親的自己有心思
[00:15:29.000 --> 00:15:31.000]  也不找自己的爸爸談
[00:15:31.000 --> 00:15:33.000]  自己的爸爸
[00:15:33.000 --> 00:15:35.000]  也不找他自己的爸爸的爸爸談
[00:15:35.000 --> 00:15:37.000]  你懂我意思嗎
[00:15:37.000 --> 00:15:41.000]  這一代一代的就形成
[00:15:41.000 --> 00:15:42.000]  而且我們中國人
[00:15:42.000 --> 00:15:43.000]  很多的一些成員
[00:15:43.000 --> 00:15:44.000]  家職人士
[00:15:44.000 --> 00:15:47.000]  君子不忠怎麼樣
[00:15:47.000 --> 00:15:48.000]  者不威
[00:15:48.000 --> 00:15:50.000]  父嚴
[00:15:50.000 --> 00:15:52.000]  子孝
[00:15:52.000 --> 00:15:54.000]  所以父親一定要嚴
[00:15:54.000 --> 00:15:55.000]  你兒子才會孝
[00:15:55.000 --> 00:16:01.000]  所以當我們講說父親是慈愛的時候
[00:16:01.000 --> 00:16:02.000]  親愛的孺子們
[00:16:02.000 --> 00:16:04.000]  當我們講說天父愛我們的時候
[00:16:04.000 --> 00:16:05.000]  親愛的孺子們
[00:16:05.000 --> 00:16:07.000]  可能對很多人來講那很抽象
[00:16:07.000 --> 00:16:09.000]  因為我的生命當中
[00:16:09.000 --> 00:16:12.000]  我堅定的堅定的堅定
[00:16:12.000 --> 00:16:15.000]  我的生命當中我見到的父親
[00:16:15.000 --> 00:16:17.000]  我見到的男人都是那一
[00:16:17.000 --> 00:16:19.000]  都是很嚴肅的
[00:16:19.000 --> 00:16:21.000]  有沒有
[00:16:21.000 --> 00:16:24.000]  你看我們中國的這個
[00:16:24.000 --> 00:16:26.000]  這個電視上面裡面
[00:16:26.000 --> 00:16:27.000]  男人不管報告新聞
[00:16:27.000 --> 00:16:29.000]  或者是哪個官員或怎麼樣的
[00:16:29.000 --> 00:16:31.000]  你看出現的這些男人
[00:16:31.000 --> 00:16:32.000]  都是怎麼樣的一個表情
[00:16:32.000 --> 00:16:40.000]  都是很重的
[00:16:41.000 --> 00:16:42.000]  君子不忠者不威
[00:16:42.000 --> 00:16:43.000]  是不是
[00:16:43.000 --> 00:16:45.000]  親愛的孺子們
[00:16:45.000 --> 00:16:47.000]  父親可以慈愛嗎
[00:16:47.000 --> 00:16:50.000]  父親可以笑嗎
[00:16:50.000 --> 00:16:52.000]  可不可以
[00:16:52.000 --> 00:16:57.000]  來跟你旁邊的笑一下
[00:16:57.000 --> 00:17:06.000]  所以馬拉基先知預言說
[00:17:06.000 --> 00:17:08.000]  他說在祖再來之前
[00:17:08.000 --> 00:17:10.000]  他要使父親的心轉向兒女
[00:17:10.000 --> 00:17:12.000]  兒女的心轉向父親
[00:17:12.000 --> 00:17:14.000]  這件事情要發生
[00:17:14.000 --> 00:17:18.000]  首先我們需要來迴轉
[00:17:18.000 --> 00:17:19.000]  歸向這位天父
[00:17:19.000 --> 00:17:25.000]  如果我們跟人的關係要好
[00:17:25.000 --> 00:17:26.000]  我們首先
[00:17:26.000 --> 00:17:29.000]  我們需要先迴轉到跟神的關係
[00:17:29.000 --> 00:17:31.000]  天父的愛
[00:17:31.000 --> 00:17:34.000]  這是今天很多基督徒
[00:17:34.000 --> 00:17:38.000]  我們很需要更深去體會
[00:17:38.000 --> 00:17:39.000]  去認識的
[00:17:40.000 --> 00:17:43.000]  在聖經裡面講到天父的慈愛
[00:17:43.000 --> 00:17:47.000]  舊約裡面充滿了慈愛的這個用詞
[00:17:47.000 --> 00:17:51.000]  整個舊約大概有250次以上
[00:17:51.000 --> 00:17:54.000]  講到慈愛慈愛慈愛
[00:17:54.000 --> 00:17:57.000]  單單在詩篇就有大概超過170次
[00:17:57.000 --> 00:17:59.000]  講到慈愛慈愛
[00:17:59.000 --> 00:18:00.000]  有沒有你讀詩篇的時候
[00:18:00.000 --> 00:18:02.000]  耶和華的慈愛怎麼樣
[00:18:02.000 --> 00:18:07.000]  耶和華的慈愛永遠長存
[00:18:07.000 --> 00:18:08.000]  有個詩篇是不是這樣子說
[00:18:08.000 --> 00:18:10.000]  耶和華的慈愛怎麼樣
[00:18:10.000 --> 00:18:11.000]  永遠長存
[00:18:11.000 --> 00:18:13.000]  我記得以前我年輕的時候
[00:18:13.000 --> 00:18:14.000]  在教會裡面做禮拜
[00:18:14.000 --> 00:18:16.000]  還有我們叫做那個叫做什麼
[00:18:16.000 --> 00:18:18.000]  起印文對不對
[00:18:18.000 --> 00:18:20.000]  好那麼主席在那邊說
[00:18:20.000 --> 00:18:21.000]  耶和華的或者弟兄說
[00:18:21.000 --> 00:18:23.000]  耶和華的慈愛
[00:18:23.000 --> 00:18:24.000]  姐妹就說怎麼樣
[00:18:24.000 --> 00:18:26.000]  永遠長存
[00:18:26.000 --> 00:18:28.000]  年輕時候不懂事
[00:18:28.000 --> 00:18:30.000]  心想說這麼煩
[00:18:30.000 --> 00:18:32.000]  講一遍就好了嘛
[00:18:32.000 --> 00:18:33.000]  講這麼多遍
[00:18:33.000 --> 00:18:36.000]  然後好像是重複重複重複
[00:18:36.000 --> 00:18:39.000]  其實希伯來文重複就表示什麼
[00:18:39.000 --> 00:18:41.000]  這是重要的事情
[00:18:41.000 --> 00:18:42.000]  他一再地強調
[00:18:42.000 --> 00:18:44.000]  耶和華的慈愛
[00:18:44.000 --> 00:18:47.000]  永遠長存
[00:18:47.000 --> 00:18:48.000]  親愛的弟兄姊妹
[00:18:48.000 --> 00:18:50.000]  慈愛這個字
[00:18:50.000 --> 00:18:52.000]  has said
[00:18:52.000 --> 00:18:54.000]  這個用詞
[00:18:54.000 --> 00:18:55.000]  在中文裡面
[00:18:55.000 --> 00:18:58.000]  你沒有辦法用一個詞來表達它
[00:18:58.000 --> 00:19:00.000]  所以這個詞
[00:19:00.000 --> 00:19:01.000]  慈愛也好
[00:19:01.000 --> 00:19:02.000]  恩典也好
[00:19:02.000 --> 00:19:03.000]  良善
[00:19:03.000 --> 00:19:04.000]  剛才我們講
[00:19:04.000 --> 00:19:05.000]  他是良善
[00:19:05.000 --> 00:19:06.000]  有沒有
[00:19:06.000 --> 00:19:07.000]  他是善
[00:19:07.000 --> 00:19:08.000]  神是
[00:19:08.000 --> 00:19:09.000]  he is good
[00:19:09.000 --> 00:19:11.000]  他的goodness
[00:19:11.000 --> 00:19:13.000]  他憐憫恩典
[00:19:13.000 --> 00:19:15.000]  這些全都是
[00:19:15.000 --> 00:19:17.000]  你看他的上下文
[00:19:17.000 --> 00:19:20.000]  都可以來翻譯這個字
[00:19:20.000 --> 00:19:23.000]  那麼
[00:19:23.000 --> 00:19:26.000]  在生命記第七章第九節
[00:19:26.000 --> 00:19:27.000]  我們一起來讀自己的聖經
[00:19:27.000 --> 00:19:28.000]  好不好
[00:19:28.000 --> 00:19:29.000]  來預備請
[00:19:29.000 --> 00:19:31.000]  所以你要知道耶和華你的神
[00:19:31.000 --> 00:19:32.000]  他是神
[00:19:32.000 --> 00:19:34.000]  是信使的神
[00:19:34.000 --> 00:19:35.000]  愛他
[00:19:35.000 --> 00:19:38.000]  守約
[00:19:38.000 --> 00:19:40.000]  是慈愛
[00:19:40.000 --> 00:19:46.000]  他說守約是慈愛
[00:19:46.000 --> 00:19:50.000]  這個地方又加上守約
[00:19:50.000 --> 00:19:52.000]  這是什麼意思呢
[00:19:52.000 --> 00:19:53.000]  這個表明說
[00:19:53.000 --> 00:19:56.000]  神跟人
[00:19:56.000 --> 00:19:58.000]  立約
[00:19:58.000 --> 00:20:00.000]  我們人的約都是
[00:20:00.000 --> 00:20:01.000]  如果你不守約
[00:20:01.000 --> 00:20:03.000]  我也可以不守約對不對
[00:20:03.000 --> 00:20:05.000]  但是神跟人立約
[00:20:05.000 --> 00:20:07.000]  是上帝這一方
[00:20:07.000 --> 00:20:10.000]  他永遠不會毀約
[00:20:10.000 --> 00:20:12.000]  就算你毀約
[00:20:12.000 --> 00:20:14.000]  他也不會毀約
[00:20:14.000 --> 00:20:15.000]  他還是會守約
[00:20:15.000 --> 00:20:17.000]  懂這個意思嗎
[00:20:17.000 --> 00:20:18.000]  所以你要了解到
[00:20:18.000 --> 00:20:20.000]  這代表一件事情就是說
[00:20:20.000 --> 00:20:22.000]  上帝的愛
[00:20:22.000 --> 00:20:24.000]  是永永遠遠的
[00:20:24.000 --> 00:20:25.000]  是堅定的
[00:20:25.000 --> 00:20:28.000]  是主動的
[00:20:28.000 --> 00:20:29.000]  是不改變的
[00:20:29.000 --> 00:20:31.000]  Amen
[00:20:33.000 --> 00:20:35.000]  神的愛呢
[00:20:35.000 --> 00:20:40.000]  昆玄送你一千朵玫瑰花
[00:20:40.000 --> 00:20:41.000]  代表我
[00:20:41.000 --> 00:20:45.000]  我對你的心永遠不改變
[00:20:45.000 --> 00:20:49.000]  結果一個禮拜之後就變了
[00:20:49.000 --> 00:20:53.000]  現在都準備
[00:20:53.000 --> 00:20:56.000]  人間的愛是何其的有限
[00:20:56.000 --> 00:20:59.000]  但是神的愛永不改變
[00:20:59.000 --> 00:21:00.000]  神的愛堅定的
[00:21:00.000 --> 00:21:02.000]  神的愛主動的
[00:21:02.000 --> 00:21:04.000]  神的愛不是說你今天不理我
[00:21:04.000 --> 00:21:05.000]  我就不理你
[00:21:05.000 --> 00:21:06.000]  神的愛是你不理我
[00:21:06.000 --> 00:21:07.000]  我還要理你
[00:21:07.000 --> 00:21:08.000]  神的愛是你離開我
[00:21:08.000 --> 00:21:10.000]  我還要找你
[00:21:10.000 --> 00:21:13.000]  這就是神的愛
[00:21:13.000 --> 00:21:18.000]  神的愛也是無條件的愛
[00:21:18.000 --> 00:21:20.000]  生命劇第七章第七節
[00:21:20.000 --> 00:21:21.000]  我們一起來念
[00:21:21.000 --> 00:21:22.000]  請
[00:21:22.000 --> 00:21:24.000]  顏和華專愛你們
[00:21:24.000 --> 00:21:25.000]  簡選你們
[00:21:25.000 --> 00:21:28.000]  並非因你們的人數多於別名
[00:21:28.000 --> 00:21:33.000]  原來你們的人數在萬名中是最少的
[00:21:33.000 --> 00:21:36.000]  這個地方講的是以色列
[00:21:36.000 --> 00:21:39.000]  以色列這一個國家
[00:21:39.000 --> 00:21:42.000]  人口只不過是六百萬的
[00:21:42.000 --> 00:21:44.000]  非常少的
[00:21:44.000 --> 00:21:45.000]  在地圖上面
[00:21:45.000 --> 00:21:46.000]  其實你就看不到它了
[00:21:46.000 --> 00:21:49.000]  好像一個點一樣
[00:21:49.000 --> 00:21:51.000]  上帝簡選以色列
[00:21:51.000 --> 00:21:52.000]  上帝跟以色列人這樣說
[00:21:52.000 --> 00:21:54.000]  他說我簡選你們
[00:21:54.000 --> 00:21:56.000]  並非因為你們人多
