
[00:00:00.000 --> 00:00:05.800]  好感謝主在美國大半年的時間
[00:01:59.000 --> 00:02:00.900]  你看到香港的新聞
[00:02:00.900 --> 00:02:02.800]  看到台灣的新聞
[00:02:02.800 --> 00:02:04.600]  看到大陸的新聞
[00:02:04.600 --> 00:02:07.200]  看到東南亞華人社區的新聞
[00:02:07.200 --> 00:02:10.600]  你也看到美國、加拿大
[00:02:10.600 --> 00:02:13.700]  甚至歐洲華人社區的新聞
[00:02:13.700 --> 00:02:15.000]  因此你同樣
[00:02:15.000 --> 00:02:19.300]  發現在華人社會的同一件事
[00:02:19.300 --> 00:02:24.900]  你會有不同國土和社會情境的比對
[00:02:24.900 --> 00:02:26.900]  視野就闊很多
[00:02:26.900 --> 00:02:28.200]  你會發現到
[00:02:28.200 --> 00:02:30.300]  似乎台灣人處理這件事
[00:02:30.300 --> 00:02:32.600]  處理得很恰當
[00:02:32.600 --> 00:02:34.800]  比香港人處理這件事
[00:02:34.800 --> 00:02:38.200]  同樣的議題是恰當很多
[00:02:38.200 --> 00:02:39.800]  今天我們香港
[00:02:39.800 --> 00:02:41.300]  實在需要有一種
[00:02:41.300 --> 00:02:44.700]  這樣比對闊一點的視野
[00:02:44.700 --> 00:02:46.800]  以至我們的目光
[00:02:46.800 --> 00:02:49.700]  回到一個困局
[00:02:49.700 --> 00:02:51.700]  在這些問題上
[00:02:51.700 --> 00:02:53.600]  今天是社關主日
[00:02:53.600 --> 00:02:56.500]  基督徒為什麼要關心社會呢?
[00:02:56.500 --> 00:02:57.900]  我想很簡單
[00:02:57.900 --> 00:02:58.800]  一件事
[00:02:58.800 --> 00:03:01.400]  就是我們仍然生活在世界
[00:03:01.400 --> 00:03:03.800]  除非耶穌基督回來
[00:03:03.800 --> 00:03:05.400]  千年國度降臨
[00:03:05.400 --> 00:03:07.000]  耶穌為王
[00:03:07.000 --> 00:03:08.100]  否則的話
[00:03:08.100 --> 00:03:10.600]  我們永遠是在
[00:03:10.600 --> 00:03:13.200]  兩個國民的身份
[00:03:13.200 --> 00:03:15.100]  這種張力下
[00:03:15.100 --> 00:03:17.600]  一方面我們是天國的子民
[00:03:17.600 --> 00:03:18.700]  但另一方面
[00:03:18.700 --> 00:03:21.300]  我們也有地上的責任
[00:03:21.300 --> 00:03:24.200]  地上的國族身份
[00:03:24.200 --> 00:03:26.800]  地上人間的責任
[00:03:26.800 --> 00:03:29.200]  而這種責任不是一種累贅
[00:03:29.200 --> 00:03:30.600]  相反這種責任
[00:03:30.600 --> 00:03:33.800]  是我們去彰顯天國子民身份
[00:03:33.800 --> 00:03:36.600]  一個具體的表達
[00:03:36.600 --> 00:03:39.000]  你怎樣可以成為一個更好的公民
[00:03:39.000 --> 00:03:40.300]  更好的父親
[00:03:40.300 --> 00:03:42.200]  更好的妻子
[00:03:42.200 --> 00:03:43.100]  這些的身份
[00:03:43.100 --> 00:03:45.000]  這些的角色
[00:03:45.000 --> 00:03:46.300]  這些的責任
[00:03:46.300 --> 00:03:47.300]  我們沒有辦法
[00:03:47.300 --> 00:03:48.500]  因為信主
[00:03:48.500 --> 00:03:50.100]  是天國的公民
[00:03:50.100 --> 00:03:51.600]  將來沒有嫁娶
[00:03:51.600 --> 00:03:53.700]  而現世所有這些東西
[00:03:53.700 --> 00:03:54.800]  我們取消它
[00:03:54.800 --> 00:03:56.300]  不行
[00:03:56.300 --> 00:03:58.300]  我們必須要仍然
[00:03:58.300 --> 00:04:01.300]  靠著主的恩典和力量
[00:04:01.300 --> 00:04:04.500]  基於聖經給我們的觀點
[00:04:04.500 --> 00:04:07.700]  來實踐這些的身份
[00:04:07.700 --> 00:04:09.300]  我們在社會裡面
[00:04:09.300 --> 00:04:11.500]  如果要傳福音給人
[00:04:11.500 --> 00:04:15.800]  如果我們不關注他生命整體的需要的話
[00:04:15.800 --> 00:04:18.000]  我們的福音是抽象
[00:04:18.000 --> 00:04:19.600]  不落地
[00:04:19.600 --> 00:04:21.600]  如果我們要我們的福音
[00:04:21.600 --> 00:04:24.300]  是改變個人
[00:04:24.300 --> 00:04:26.300]  不單止改變他的心靈
[00:04:26.300 --> 00:04:29.500]  是改變他的生活和關係
[00:04:29.500 --> 00:04:32.100]  甚至改變他這個
[00:04:32.100 --> 00:04:36.700]  所生活環境整個社會的文化的話
[00:04:36.700 --> 00:04:40.200]  我們必須要是入世
[00:04:40.200 --> 00:04:41.600]  為炎為光
[00:04:41.600 --> 00:04:45.100]  來為耶穌基督做見證
[00:04:45.100 --> 00:04:49.100]  所以基督徒關心社會
[00:04:49.100 --> 00:04:51.200]  是一個必定的議題
[00:04:51.200 --> 00:04:54.500]  是我們必須要這樣做
[00:04:54.500 --> 00:04:56.800]  但是社會很多時候受
[00:04:56.800 --> 00:04:59.600]  一時之間在歷史階段裡面
[00:04:59.600 --> 00:05:02.500]  不同的思潮來影響
[00:05:02.500 --> 00:05:03.700]  我相信
[00:05:03.700 --> 00:05:05.900]  這幾個星期的香港人
[00:05:05.900 --> 00:05:10.000]  都當著辯士被人打了幾巴掌
[00:05:10.000 --> 00:05:14.000]  而且是睜開眼說謊
[00:05:14.000 --> 00:05:19.700]  羞辱香港人所有選民的智慧
[00:05:19.700 --> 00:05:21.700]  我覺得這幾個年青人
[00:05:21.700 --> 00:05:26.300]  是過往殖民地教育制度裡面的失敗
[00:05:26.300 --> 00:05:27.500]  沒有歷史意識
[00:05:27.500 --> 00:05:29.600]  也沒有民族意識
[00:05:29.600 --> 00:05:30.900]  他去台灣開會
[00:05:30.900 --> 00:05:33.400]  我不知道他怎樣面對國民黨
[00:05:33.400 --> 00:05:37.000]  那些抗日的老兵
[00:05:37.000 --> 00:05:41.600]  或者戰死的家屬
[00:05:41.600 --> 00:05:44.900]  不知道他怎樣去面對基隆那裡
[00:05:44.900 --> 00:05:49.800]  常常出海抗疫釣魚台的漁民
[00:05:49.800 --> 00:05:53.300]  他怎樣去面對這些人呢
[00:05:53.300 --> 00:05:57.500]  現在的文化和青年人
[00:05:57.500 --> 00:06:00.900]  抗爭沒有底線
[00:06:00.900 --> 00:06:02.200]  不僅是信仰
[00:06:02.200 --> 00:06:03.700]  在我們的常識裡面
[00:06:03.700 --> 00:06:06.500]  我們做人一定要有底線
[00:06:06.500 --> 00:06:10.500]  有些是上帝擺入人心良知裡面
[00:06:10.500 --> 00:06:13.400]  最基本的一些東西
[00:06:13.400 --> 00:06:15.500]  如果你連這個底線都衝擊的話
[00:06:15.500 --> 00:06:16.500]  你就是虛無
[00:06:16.500 --> 00:06:19.400]  也是無所依蓬
[00:06:19.400 --> 00:06:21.500]  沒有辦法站在一個地方
[00:06:21.500 --> 00:06:25.400]  去進一步來說話
[00:06:25.400 --> 00:06:27.800]  我們廣福堂有一個老姐妹
[00:06:27.800 --> 00:06:30.100]  已經回到天賦處
[00:06:30.100 --> 00:06:33.400]  有一次當我們仍然在鑽石會的時代
[00:06:33.400 --> 00:06:36.600]  就在一個福音餐會
[00:06:36.600 --> 00:06:39.700]  紫羅蓮來講見證
[00:06:39.700 --> 00:06:42.100]  她就決志信了主
[00:06:42.100 --> 00:06:45.300]  信了主跟她做了決志禱告之後
[00:06:45.300 --> 00:06:47.100]  她仍然哭不停
[00:06:47.100 --> 00:06:48.300]  走路人人都走了
[00:06:48.300 --> 00:06:49.700]  她仍然在哭
[00:06:49.700 --> 00:06:52.200]  慢慢去跟她談心事
[00:06:52.200 --> 00:06:54.500]  就發現她雖然認罪悔改
[00:06:54.500 --> 00:06:56.900]  她內心裡面仍然有一個結
[00:06:56.900 --> 00:06:58.800]  她放不下的
[00:06:58.800 --> 00:07:01.200]  這個結是什麼呢
[00:07:01.200 --> 00:07:02.600]  就是日本侵華
[00:07:02.600 --> 00:07:05.900]  香港三年零八個月的時候
[00:07:05.900 --> 00:07:08.600]  當時很多人都飢餓
[00:07:08.600 --> 00:07:10.800]  米要配給的
[00:07:10.800 --> 00:07:13.300]  一家人一天就是拿一把米
[00:07:13.300 --> 00:07:14.700]  煮一大盤粥
[00:07:14.700 --> 00:07:18.400]  然後就衝擊到日
[00:07:18.400 --> 00:07:21.100]  她有一個弟弟正是發育時期
[00:07:21.100 --> 00:07:23.000]  忍不住飢餓
[00:07:23.000 --> 00:07:26.200]  半夜偷偷地起床去廚房
[00:07:26.200 --> 00:07:31.500]  拿一把米放在瓦罐裡面煮
[00:07:31.500 --> 00:07:33.000]  這個姐姐
[00:07:33.000 --> 00:07:34.800]  就是這個老人家
[00:07:34.800 --> 00:07:37.100]  半夜聽到廚房的聲音
[00:07:37.100 --> 00:07:38.500]  以為有人進來偷米
[00:07:38.500 --> 00:07:41.700]  以為有老鼠進來吃米
[00:07:41.700 --> 00:07:43.800]  就開燈去看
[00:07:43.800 --> 00:07:47.500]  這個少年人知道自己不對
[00:07:47.500 --> 00:07:48.600]  因為她要衝擊
[00:07:48.600 --> 00:07:51.800]  她就將第二天全家要吃的
[00:07:51.800 --> 00:07:54.800]  份量的米吃掉了
[00:07:54.800 --> 00:07:56.600]  她見人揭穿了
[00:07:56.600 --> 00:07:58.200]  害怕的情況下
[00:07:58.200 --> 00:08:02.300]  整盤粥掉到地上沒有了
[00:08:02.300 --> 00:08:04.300]  很有罪疚感
[00:08:04.300 --> 00:08:06.500]  又仍然肚餓
[00:08:06.500 --> 00:08:08.600]  這個做姐姐的老人家
[00:08:08.600 --> 00:08:11.900]  他幾十年都放不下
[00:08:11.900 --> 00:08:15.400]  最後因為這個弟弟營養不良
[00:08:15.400 --> 00:08:17.100]  餓死了
[00:08:17.100 --> 00:08:18.500]  他整天自責
[00:08:18.500 --> 00:08:21.600]  為什麼我明知道我弟弟會餓死
[00:08:21.600 --> 00:08:25.200]  我仍然不給他一頓安樂飯
[00:08:25.200 --> 00:08:28.600]  揭穿他令他不能夠吃飽
[00:08:28.600 --> 00:08:33.300]  和帶著怯懼地離開呢
[00:08:33.300 --> 00:08:36.100]  如果這兩個年青人
[00:08:36.100 --> 00:08:38.600]  他知道這些故事
[00:08:38.600 --> 00:08:46.700]  他無疑是灑鹽在人的傷口、瘡疤裡面
[00:08:46.700 --> 00:08:50.300]  他好像對著南京大屠殺這些人
[00:08:50.300 --> 00:08:54.700]  告訴他們你們該死
[00:08:54.700 --> 00:08:58.000]  他好像對著那些亞洲的慰安婦說
[00:08:58.000 --> 00:09:01.600]  你自己作賤的
[00:09:01.600 --> 00:09:04.000]  他怎樣去對得起
[00:09:04.000 --> 00:09:11.300]  這個中國當時抗日戰爭所死的軍民呢
[00:09:11.300 --> 00:09:14.300]  我不知道台灣怎樣去接待
[00:09:14.300 --> 00:09:17.400]  很難想得通
[00:09:17.400 --> 00:09:19.100]  今天這個社會
[00:09:19.100 --> 00:09:24.600]  如果你說一年拿幾百萬納稅人的錢的人
[00:09:24.600 --> 00:09:25.900]  在這個位置
[00:09:25.900 --> 00:09:29.100]  能夠公然去侮辱香港所有的人
[00:09:29.100 --> 00:09:30.900]  全世界華人
[00:09:30.900 --> 00:09:33.600]  而且侮辱人的智慧的話
[00:09:33.600 --> 00:09:38.200]  就是我們現在剛怪下來的社會
[00:09:38.200 --> 00:09:39.900]  所以我們發現到
[00:09:39.900 --> 00:09:42.800]  就是社會裡面的事情令人很痛心
[00:09:42.800 --> 00:09:44.200]  我發現有一節經文
[00:09:44.200 --> 00:09:46.700]  也很對應我們今天的情景
[00:09:46.700 --> 00:09:49.000]  其實這節經文的前文
[00:09:49.000 --> 00:09:51.700]  就講保羅華末後的時候
[00:09:51.700 --> 00:09:53.500]  必有危險的日子
[00:09:53.500 --> 00:09:57.300]  那時候人專顧自己不顧親情
[00:09:57.300 --> 00:10:00.600]  又講到這些人好像舊約有兩個人
[00:10:00.600 --> 00:10:05.300]  是不斷來抵擋摩西一樣
[00:10:05.300 --> 00:10:07.600]  但最後這節也很有意思
[00:10:07.600 --> 00:10:11.200]  仍然他們不能再這樣抵擋
[00:10:11.200 --> 00:10:16.000]  因為他們的愚昧必在眾人面前顯露出來
[00:10:16.000 --> 00:10:18.400]  像那兩人一樣
[00:10:18.400 --> 00:10:24.100]  我覺得這兩個人是無疑把父母、祖宗
[00:10:24.100 --> 00:10:26.800]  下身的衣服揭起來一樣
[00:10:26.800 --> 00:10:29.000]  而這些人不知道
[00:10:29.000 --> 00:10:31.300]  缺乏這種常識
[00:10:31.300 --> 00:10:33.800]  很可悲
[00:10:33.800 --> 00:10:35.500]  一切歸根到底
[00:10:35.500 --> 00:10:39.500]  都是來自思想的變化
[00:10:39.500 --> 00:10:42.600]  人的行為、言語
[00:10:42.600 --> 00:10:44.400]  甚至想法
[00:10:44.400 --> 00:10:48.600]  是來自我們內心裡面的信念、價值
[00:10:48.600 --> 00:10:52.400]  這些東西影響我們的行為取向
[00:10:52.400 --> 00:10:54.600]  影響我們的言論
[00:10:54.600 --> 00:10:56.500]  影響我們怎麼投資
[00:10:56.500 --> 00:10:58.300]  我們怎麼抉擇信仰
[00:10:58.300 --> 00:11:00.700]  甚至政治立場的選擇
[00:11:00.700 --> 00:11:02.300]  是來自根源
[00:11:02.300 --> 00:11:04.000]  所以我們發現到
[00:11:04.000 --> 00:11:05.900]  原來社會的思潮
[00:11:05.900 --> 00:11:08.800]  對的話能夠建立社會
[00:11:08.800 --> 00:11:11.900]  思潮是不對的話
[00:11:11.900 --> 00:11:14.500]  是摧毀一個社會
[00:11:14.500 --> 00:11:16.000]  但是社會裡面
[00:11:16.000 --> 00:11:18.300]  有很多有頭有臉、有地位的人
[00:11:18.300 --> 00:11:19.800]  甚至有學識的人
[00:11:19.800 --> 00:11:24.300]  突然之間都在社會蔓延的風氣底下
[00:11:24.300 --> 00:11:29.600]  突然之間好像失去了自己的思考能力一樣
[00:11:29.600 --> 00:11:31.800]  好像啟示錄這段經文說
[00:11:31.800 --> 00:11:34.300]  地上的君王與他行淫
[00:11:34.300 --> 00:11:38.900]  住在地上的人喝醉了他淫亂的酒
[00:11:38.900 --> 00:11:42.000]  紛紛醉倒沒有清晰思考
[00:11:42.000 --> 00:11:47.300]  也沒有考慮到全局所有人的問題
[00:11:47.300 --> 00:11:50.600]  社會思潮是怎麼形成的呢?
[00:11:50.600 --> 00:11:52.600]  當物質環境改變
[00:11:52.600 --> 00:11:54.400]  社會關係改變
[00:11:54.400 --> 00:11:56.900]  歷史的時空改變
[00:11:56.900 --> 00:12:00.700]  就會有新的思想去流行
[00:12:00.700 --> 00:12:03.300]  突然之間人的想法方式
[00:12:03.300 --> 00:12:05.100]  人的價值取向
[00:12:05.100 --> 00:12:08.600]  和信念都會改變
[00:12:08.600 --> 00:12:12.900]  我是目擊我們由打字機
[00:12:12.900 --> 00:12:15.700]  轉入很笨重的電腦
[00:12:15.700 --> 00:12:17.700]  到微型電腦
[00:12:17.700 --> 00:12:20.900]  所有的東西都在手機的時代
[00:12:20.900 --> 00:12:23.900]  我又是目擊由固網電話
[00:12:23.900 --> 00:12:26.100]  到開一個大水壺
[00:12:26.100 --> 00:12:28.500]  好像許冠文那個一樣
[00:12:28.500 --> 00:12:30.800]  然後到今天
[00:12:30.800 --> 00:12:35.600]  手機是包羅萬有
[00:12:35.600 --> 00:12:38.700]  所有人都變成低頭族
[00:12:38.700 --> 00:12:40.400]  自老自幼
[00:12:40.400 --> 00:12:44.900]  大家都是手指指撥下撥下
[00:12:44.900 --> 00:12:46.800]  頭暗暗的
[00:12:46.800 --> 00:12:49.800]  所以你看見原來一種科學的發明
[00:12:49.800 --> 00:12:52.000]  改變了我們的生活方式
[00:12:52.000 --> 00:12:54.500]  改變了我們的溝通方法
[00:12:54.500 --> 00:12:56.800]  教會都用facebook
[00:12:56.800 --> 00:12:59.800]  我們要like下去
[00:12:59.800 --> 00:13:03.100]  善的要親近
[00:13:03.100 --> 00:13:04.800]  惡的要厭惡
[00:13:04.800 --> 00:13:09.000]  我想港福堂的facebook應該沒什麼病毒吧
[00:13:09.000 --> 00:13:11.800]  應該沒什麼不好的東西
[00:13:11.800 --> 00:13:15.300]  社會有些思潮
[00:13:15.300 --> 00:13:20.800]  是對社會國家人類有正面和積極的貢獻
[00:13:20.800 --> 00:13:27.000]  但有些是令社會趨向低俗和卑劣
[00:13:27.000 --> 00:13:29.100]  我們很難想像
[00:13:29.100 --> 00:13:32.900]  除了你說立法會裡面發生的事情之外
[00:13:32.900 --> 00:13:35.900]  連香港小姐都說髒話
[00:13:35.900 --> 00:13:39.100]  香港小姐說髒話還好什麼呢
[00:13:39.100 --> 00:13:42.300]  智慧與美貌並重
[00:13:42.300 --> 00:13:46.500]  你說她說髒話影響她的智慧
[00:13:46.500 --> 00:13:49.900]  說髒話也影響她的美貌
[00:13:49.900 --> 00:13:52.500]  別人欣賞她那句話
[00:13:52.500 --> 00:13:58.100]  對她的面容甚至身形打了一個大折扣
[00:13:58.100 --> 00:14:00.300]  但我們的社會是這樣
[00:14:00.300 --> 00:14:04.700]  一路不斷的庸俗化
[00:14:04.700 --> 00:14:05.500]  為什麼呢
[00:14:05.500 --> 00:14:08.700]  媒體不斷在播放這些訊息
[00:14:08.700 --> 00:14:12.900]  社會思潮是要通過媒介去影響
[00:14:12.900 --> 00:14:14.600]  你以為現在的年輕人
[00:14:14.600 --> 00:14:17.000]  很可能他真的讀到書
[00:14:17.000 --> 00:14:20.800]  或者他研究過用這種方式
[00:14:20.800 --> 00:14:23.100]  不過外乎看電視而已
[00:14:23.100 --> 00:14:25.700]  看電視的前輩怎樣
[00:14:25.700 --> 00:14:27.900]  原來他都有局限
[00:14:27.900 --> 00:14:29.700]  我可以沒有底線
[00:14:29.700 --> 00:14:32.300]  我可以超越他的
[00:14:32.300 --> 00:14:37.400]  就是產生這種循環的影響
[00:14:37.400 --> 00:14:41.600]  我們基督徒面對今天社會這種情況
[00:14:41.600 --> 00:14:44.300]  除了做我們說關心社會
[00:14:44.300 --> 00:14:47.100]  除了做扶貧的事業之外
[00:14:47.100 --> 00:14:51.900]  其實社會裡面道德價值的高舉
[00:14:51.900 --> 00:14:53.900]  和淨化文化
[00:14:53.900 --> 00:14:56.600]  都是我們的工作
[00:14:56.600 --> 00:14:59.200]  外國一些大的教會中派
[00:14:59.200 --> 00:15:02.500]  他們有一些關心社會的部門
[00:15:02.500 --> 00:15:06.900]  他們有Ministry of Mercy的部門
[00:15:06.900 --> 00:15:11.200]  例如林牧師明天要去紐約的教會
[00:15:11.200 --> 00:15:13.100]  是一個長老會
[00:15:13.100 --> 00:15:17.400]  這個教會的出名的牧者Tim Keller
[00:15:17.400 --> 00:15:20.600]  寫了一本書叫做Ministry of Mercy
[00:15:20.600 --> 00:15:22.700]  憐憫的即是
[00:15:22.700 --> 00:15:28.100]  憐憫的即是扶貧或者助學
[00:15:28.100 --> 00:15:30.600]  關心社會流浪的人
[00:15:30.600 --> 00:15:35.000]  但還有一些就是Ministry of Social Justice
[00:15:35.000 --> 00:15:39.400]  就是社會公義一種服務的部門
[00:15:39.400 --> 00:15:41.700]  這些也是關心社會
[00:15:41.700 --> 00:15:43.600]  關心社會體制的問題
[00:15:43.600 --> 00:15:45.900]  政策的問題
[00:15:45.900 --> 00:15:54.200]  甚至法院對某些道德議題的判決
[00:15:54.200 --> 00:15:56.100]  公不公平的問題
[00:15:56.100 --> 00:15:58.400]  這些是社會公義
[00:15:58.400 --> 00:16:01.200]  我們基督徒有很多層次
[00:16:01.200 --> 00:16:03.500]  我們可以在社會
[00:16:03.500 --> 00:16:05.400]  在世人面前
[00:16:05.400 --> 00:16:08.900]  來表達我們的見證
[00:16:08.900 --> 00:16:10.900]  上世紀六七十年代
[00:16:10.900 --> 00:16:12.100]  我們提出
[00:16:12.100 --> 00:16:17.200]  以簡樸生活來抗衡文化裏面的
[00:16:17.200 --> 00:16:21.700]  庸俗化、物質化、消費化
[00:16:21.700 --> 00:16:23.700]  當時也成功的
[00:16:23.700 --> 00:16:27.100]  有很多專業中產的人士
[00:16:27.100 --> 00:16:31.300]  他們將他們收入的40%
[00:16:31.300 --> 00:16:33.900]  40%留給自己用
[00:16:33.900 --> 00:16:39.200]  但60%放在教會、機構
[00:16:39.200 --> 00:16:41.800]  放在一些扶貧的事業上
[00:16:41.800 --> 00:16:44.300]  不是十分之一
[00:16:44.300 --> 00:16:47.100]  十分之六
[00:16:47.100 --> 00:16:49.100]  當時還未到現在
[00:16:49.100 --> 00:16:53.800]  是99%甚至裸捐
[00:16:53.800 --> 00:16:59.300]  但當時對一個中產的專業人士來說
[00:16:59.300 --> 00:17:01.700]  是一個頗大的決心
[00:17:01.700 --> 00:17:05.200]  原因是他覺得40%
[00:17:05.200 --> 00:17:07.200]  他已經可以住碧瑤灣
[00:17:07.200 --> 00:17:08.400]  可以開車
[00:17:08.400 --> 00:17:10.400]  可以有不同的東西
[00:17:10.400 --> 00:17:13.000]  那個年代
[00:17:13.000 --> 00:17:17.500]  你說他就算不太需要
[00:17:17.500 --> 00:17:19.500]  錢儲起來將來退休
[00:17:19.500 --> 00:17:21.500]  兒女升學都什麼
[00:17:21.500 --> 00:17:24.400]  簡樸的生活
[00:17:24.400 --> 00:17:27.400]  都是一種學習信心的生活
[00:17:27.400 --> 00:17:29.400]  對當時教會
[00:17:29.400 --> 00:17:31.900]  對社會都有一個很大的影響
[00:17:31.900 --> 00:17:34.900]  現在宣明會所謂禁食幾多小時
[00:17:34.900 --> 00:17:39.900]  某種程度都是受那時候的影響
[00:17:39.900 --> 00:17:41.900]  我們要提出一些運動
[00:17:41.900 --> 00:17:43.900]  一些概念
[00:17:43.900 --> 00:17:47.900]  令我們與這個世界分別為勝
[00:17:47.900 --> 00:17:50.900]  有所不同、抗衡
[00:17:50.900 --> 00:17:52.900]  最基本的第一個層次就是
[00:17:52.900 --> 00:17:56.900]  遠離惡事不要效法這個世界
[00:17:56.900 --> 00:17:58.900]  現在流行說髒話
[00:17:58.900 --> 00:18:01.900]  我們是否一定要跟著說髒話呢
[00:18:01.900 --> 00:18:03.900]  或者要扎人
[00:18:03.900 --> 00:18:05.900]  或者抗爭呢
[00:18:05.900 --> 00:18:09.900]  我們不要隨從今世的風俗
[00:18:09.900 --> 00:18:12.900]  詩篇第一篇第一節說
[00:18:12.900 --> 00:18:14.900]  不從惡人的計謀
[00:18:14.900 --> 00:18:16.900]  不站罪人的道路
[00:18:16.900 --> 00:18:18.900]  不助洩漫人的作為
[00:18:18.900 --> 00:18:20.900]  不參與其中
[00:18:20.900 --> 00:18:22.900]  而且在當中
[00:18:22.900 --> 00:18:27.900]  不被異教之風所影響
[00:18:27.900 --> 00:18:31.900]  不是所有社會的思潮一定正面
[00:18:31.900 --> 00:18:35.900]  有些社會思潮帶來社會一些不好的後果
[00:18:35.900 --> 00:18:40.900]  好像現在香港社會瀰漫著一種氣氛一樣
[00:18:40.900 --> 00:18:46.900]  異教之風不一定是其他信仰、迷信等等
[00:18:46.900 --> 00:18:51.900]  包括在政治、經濟、社會、文化領域裡
[00:18:51.900 --> 00:18:54.900]  凡是將有限的東西無限化
[00:18:54.900 --> 00:18:57.900]  凡是將相對的東西絕對化
[00:18:57.900 --> 00:19:01.900]  就是為你自己訴訟偶像和拜偶像
[00:19:01.900 --> 00:19:03.900]  經濟領域裡
[00:19:03.900 --> 00:19:05.900]  我們拜金主義、消費主義
[00:19:05.900 --> 00:19:10.900]  或者以金錢成為我們人生的保障
[00:19:10.900 --> 00:19:15.900]  你無疑是拜金牛毒和拜晚門
[00:19:15.900 --> 00:19:17.900]  同樣在政治裡
[00:19:17.900 --> 00:19:19.900]  我們以為有一種方案、一種體制
[00:19:19.900 --> 00:19:22.900]  就是這個烏托邦
[00:19:22.900 --> 00:19:25.900]  就是解決人類的問題
[00:19:25.900 --> 00:19:29.900]  無疑同樣在政治領域
[00:19:29.900 --> 00:19:32.900]  為我們自己訴訟偶像
[00:19:32.900 --> 00:19:36.900]  這個世界除非耶穌基督回來了
[00:19:36.900 --> 00:19:38.900]  千禧年的國度降臨
[00:19:38.900 --> 00:19:39.900]  耶穌作王
[00:19:39.900 --> 00:19:42.900]  否則人間歷史裡
[00:19:42.900 --> 00:19:46.900]  包括聖經歷史裡所顯示的
[00:19:46.900 --> 00:19:51.900]  每一個的制度都有它的欠缺
[00:19:51.900 --> 00:19:57.900]  每一個的國家、社會都有它改善的地方
[00:19:57.900 --> 00:20:02.900]  這就是為什麼我們仍然要等
[00:20:02.900 --> 00:20:04.900]  耶穌基督的國度回來
[00:20:04.900 --> 00:20:05.900]  就是最完美
[00:20:05.900 --> 00:20:09.900]  為人類提供最終的救恩和出路
[00:20:09.900 --> 00:20:12.900]  另一方面我們要持守真道
[00:20:12.900 --> 00:20:14.900]  作中流的底柱
[00:20:14.900 --> 00:20:18.900]  有時就說整個潮流是這樣
[00:20:18.900 --> 00:20:20.900]  我們怎麼守得住
[00:20:20.900 --> 00:20:25.900]  這個星期我們真的經歷很大的天氣變化
[00:20:25.900 --> 00:20:28.900]  星期三我去探望一個人
[00:20:28.900 --> 00:20:30.900]  坐計程車出來的時候
[00:20:30.900 --> 00:20:32.900]  計程車幾乎浮起
[00:20:32.900 --> 00:20:34.900]  大家在網絡裡有沒有看到
[00:20:34.900 --> 00:20:36.900]  有些人搶橡皮艇
[00:20:36.900 --> 00:20:39.900]  不知道是不是後來加上去的
[00:20:39.900 --> 00:20:43.900]  他怎麼知道會落到搶橡皮艇的地步
[00:20:43.900 --> 00:20:46.900]  真是萬馬奔騰
