
[00:00:00.000 --> 00:00:01.560]  Hello 各位聽眾好
[00:02:56.920 --> 00:03:00.040]  利用這件事來取笑你
[00:03:00.040 --> 00:03:01.920]  甚至是欺負你
[00:03:01.920 --> 00:03:04.360]  你就會更加難受了
[00:03:04.360 --> 00:03:07.720]  在《聖經》裡面,其實真的有一個這樣的例子
[00:03:07.720 --> 00:03:10.680]  她的名字就叫做Hannah
[00:03:10.680 --> 00:03:14.720]  Hannah嫁給了一個住在以法尼的利美人
[00:03:14.720 --> 00:03:16.800]  就叫做爾利·加拿
[00:03:16.800 --> 00:03:18.960]  爾利·加拿還有另外一個太太
[00:03:18.960 --> 00:03:21.040]  她就叫做佩尼娜
[00:03:21.040 --> 00:03:23.120]  已經為她生兒育女了
[00:03:23.120 --> 00:03:24.440]  生了多少就不知道了
[00:03:24.440 --> 00:03:25.520]  應該有幾個吧
[00:03:25.520 --> 00:03:27.320]  但是《聖經》沒有清楚說
[00:03:27.320 --> 00:03:33.440]  但是Hannah雖然被丈夫疼愛多一點
[00:03:33.440 --> 00:03:35.680]  但是還沒有子女
[00:03:35.680 --> 00:03:41.280]  而佩尼娜就經常利用這件事來欺負Hannah
[00:03:41.280 --> 00:03:44.040]  故意去羞辱她
[00:03:44.040 --> 00:03:45.280]  特別是每一年
[00:03:45.280 --> 00:03:49.720]  他們都會上去侍羅敬拜和獻祭給上帝
[00:03:49.720 --> 00:03:51.760]  大家知道獻祭給上帝
[00:03:51.760 --> 00:03:53.840]  就是有羊、有牛等等
[00:03:53.840 --> 00:03:55.600]  看你能夠獲得什麼
[00:03:55.600 --> 00:03:56.440]  獻祭完之後
[00:03:56.440 --> 00:04:00.240]  部分的肉就要分給家裡的人
[00:04:00.240 --> 00:04:02.320]  佩尼娜因為有子女
[00:04:02.320 --> 00:04:04.360]  所以她分的份數就多一份
[00:04:04.360 --> 00:04:05.400]  每人一份
[00:04:05.400 --> 00:04:08.280]  除了自己之外,每個子女都有一份
[00:04:08.280 --> 00:04:10.880]  她就用這種情況去刺激Hannah
[00:04:10.880 --> 00:04:12.120]  因為Hannah只有一份
[00:04:12.120 --> 00:04:12.800]  OK?
[00:04:12.800 --> 00:04:15.720]  雖然她供奉的是最好的那塊肉
[00:04:15.720 --> 00:04:19.240]  但是每年遇見這件事的時候
[00:04:19.240 --> 00:04:20.280]  到了一個日子
[00:04:20.280 --> 00:04:22.240]  本來應該是一家人很開心快樂的
[00:04:22.240 --> 00:04:24.720]  一起去獻祭、去敬拜、去感恩
[00:04:24.720 --> 00:04:27.120]  甚至好像當作家庭假期
[00:04:27.120 --> 00:04:29.320]  對家人來說是一件大喜事
[00:04:29.320 --> 00:04:30.600]  開心快樂的事
[00:04:30.600 --> 00:04:33.320]  但是對Hannah來說
[00:04:33.320 --> 00:04:35.080]  就成為了她的詛咒
[00:04:35.080 --> 00:04:38.280]  因為佩尼娜不是一次、兩次
[00:04:38.280 --> 00:04:39.680]  是時時是這樣
[00:04:39.680 --> 00:04:40.880]  每年都有時間
[00:04:40.880 --> 00:04:46.600]  每年都在令Hannah覺得很難堪
[00:04:46.600 --> 00:04:50.560]  我不知道大家有沒有類似的經驗
[00:04:50.560 --> 00:04:54.080]  其實我們大家生活得也不錯的
[00:04:54.080 --> 00:04:54.960]  但很多時候
[00:04:54.960 --> 00:04:57.320]  因為在生活上有一個缺陷
[00:04:57.320 --> 00:04:58.440]  你覺得是缺陷
[00:04:58.440 --> 00:04:59.440]  覺得是沒有的
[00:04:59.440 --> 00:04:59.920]  OK?
[00:04:59.920 --> 00:05:00.720]  人有你沒有
[00:05:00.720 --> 00:05:02.080]  一個缺陷
[00:05:02.080 --> 00:05:05.800]  就讓你整個人失去了生活的那種知彩
[00:05:05.800 --> 00:05:07.400]  沒有喜樂
[00:05:07.400 --> 00:05:09.680]  我們會經常有一件事不開心
[00:05:09.680 --> 00:05:13.840]  特別當有人有意無意和我們提這件事的時候
[00:05:13.840 --> 00:05:15.520]  我們會特別敏感
[00:05:15.520 --> 00:05:20.240]  覺得他們好像有意去挑釁你一樣
[00:05:20.240 --> 00:05:22.400]  令你覺得很難過
[00:05:22.400 --> 00:05:24.480]  甚至會覺得抑鬱
[00:05:24.480 --> 00:05:26.360]  生不如死
[00:05:26.360 --> 00:05:28.640]  當然另一個就覺得這些人很不體諒你
[00:05:28.640 --> 00:05:31.000]  你覺得很委屈、很難受
[00:05:31.000 --> 00:05:35.520]  很容易不開心、甚至發脾氣
[00:05:35.520 --> 00:05:38.800]  可能我們當中有些人都聽過我師母的見證
[00:05:38.800 --> 00:05:39.800]  她有很多見證
[00:05:39.800 --> 00:05:41.480]  這是其中一個
[00:05:41.480 --> 00:05:44.480]  就是師母在家裡
[00:05:44.480 --> 00:05:45.680]  有七兄弟姐妹
[00:05:45.680 --> 00:05:49.000]  她是唯一一個大學畢業生
[00:05:49.000 --> 00:05:50.800]  但是她畢業那一年
[00:05:50.800 --> 00:05:52.160]  竟然找不到工作
[00:05:52.160 --> 00:05:53.120]  四月就畢業了
[00:05:53.120 --> 00:05:54.720]  可以開始找工作了
[00:05:54.720 --> 00:05:57.840]  但是一直到八月都找不到工作
[00:05:57.840 --> 00:06:00.000]  在七零年代中文大學畢業
[00:06:00.000 --> 00:06:02.400]  找不到工作其實是很少有的事情
[00:06:02.400 --> 00:06:06.640]  甚至師母的父親已經托人士幫忙
[00:06:06.640 --> 00:06:08.320]  給她一些機會
[00:06:08.320 --> 00:06:12.320]  但是結果都是徒勞無功的
[00:06:12.320 --> 00:06:14.400]  那個時候師母跟我說
[00:06:14.400 --> 00:06:15.760]  當時我們在拍拖
[00:06:15.760 --> 00:06:18.040]  她說時不時好像聽到有電話響
[00:06:18.040 --> 00:06:19.240]  走到電話旁邊
[00:06:19.240 --> 00:06:21.880]  原來沒有響
[00:06:21.880 --> 00:06:23.240]  為什麼她會有這樣的感覺?
[00:06:23.240 --> 00:06:23.960]  因為到了一個地步
[00:06:23.960 --> 00:06:26.880]  她太過緊張、太過不開心
[00:06:26.880 --> 00:06:31.200]  她希望有人打電話叫她去面試
[00:06:31.200 --> 00:06:32.840]  到了一個地步
[00:06:32.840 --> 00:06:35.800]  師母甚至不想回教會參加聚會
[00:06:35.800 --> 00:06:36.280]  為什麼呢?
[00:06:36.280 --> 00:06:37.880]  回到教會,弟兄姐妹們都關心你的
[00:06:37.880 --> 00:06:39.200]  找到工作了嗎?
[00:06:39.200 --> 00:06:40.480]  她不知道怎麼回答
[00:06:40.480 --> 00:06:42.560]  她不懂得怎麼回答
[00:06:42.560 --> 00:06:44.040]  她也不想祈禱
[00:06:44.040 --> 00:06:47.120]  因為她覺得她只是希望找一份工作而已
[00:06:47.120 --> 00:06:48.440]  也不是什麼要求
[00:06:48.440 --> 00:06:51.000]  但是上帝連一個這麼簡單的要求
[00:06:51.000 --> 00:06:52.240]  都不答應
[00:06:52.240 --> 00:06:55.000]  所以她就生上帝的氣
[00:06:55.000 --> 00:06:57.080]  不肯祈禱
[00:06:57.080 --> 00:06:59.920]  後來事後我們才發覺
[00:06:59.920 --> 00:07:02.800]  原來上帝是有更美的安排的
[00:07:02.800 --> 00:07:06.600]  上帝是很願意打開天上的窗戶
[00:07:06.600 --> 00:07:08.680]  傾福於我們
[00:07:08.680 --> 00:07:10.240]  但是我們必須要明白
[00:07:10.240 --> 00:07:12.760]  上帝有時候是故意讓我們
[00:07:12.760 --> 00:07:15.720]  經歷到人生裡面的一些挫折
[00:07:15.720 --> 00:07:16.960]  高低起伏
[00:07:16.960 --> 00:07:19.560]  為了要讓我們的屬靈生命
[00:07:19.560 --> 00:07:21.600]  能夠不斷成長
[00:07:21.600 --> 00:07:25.400]  以致我們能夠在信仰上長大成人
[00:07:25.400 --> 00:07:28.200]  有能力去完成上帝交給我們
[00:07:28.200 --> 00:07:30.920]  在地上的使命
[00:07:30.920 --> 00:07:33.200]  所以我們必須要學習怎麼放下自己
[00:07:33.200 --> 00:07:36.280]  憑信心去信賴上帝
[00:07:36.280 --> 00:07:39.960]  學習和上帝的配合
[00:07:39.960 --> 00:07:43.040]  所以無論你現在的生命裡面
[00:07:43.040 --> 00:07:44.640]  有什麼缺陷
[00:07:44.640 --> 00:07:46.320]  I don't know, you know
[00:07:46.320 --> 00:07:48.280]  或者有什麼覺得美中不足
[00:07:48.280 --> 00:07:48.960]  樣子也好
[00:07:48.960 --> 00:07:50.400]  就是撐衣條吃宵夜而已
[00:07:50.400 --> 00:07:52.400]  為什麼上帝都不給我呢?
[00:07:52.400 --> 00:07:55.760]  就讓你覺得耿耿於懷
[00:07:55.760 --> 00:07:57.560]  我鼓勵你
[00:07:57.560 --> 00:07:59.040]  今天你留心聽道
[00:07:59.040 --> 00:08:02.320]  你可以好像哈拿一樣去祈禱
[00:08:02.320 --> 00:08:04.680]  從哈拿禱告的經驗裡面
[00:08:04.680 --> 00:08:08.360]  學習怎麼打開天上的窗戶
[00:08:08.360 --> 00:08:09.880]  哈拿的禱告
[00:08:09.880 --> 00:08:11.000]  真的為他打開了
[00:08:11.000 --> 00:08:13.880]  似乎是不能夠打開天上的窗戶
[00:08:13.880 --> 00:08:15.040]  而這個過程裡面
[00:08:15.040 --> 00:08:16.400]  正如我剛才所說
[00:08:16.400 --> 00:08:20.440]  讓他的屬靈生命迅速地成長
[00:08:20.440 --> 00:08:23.320]  我們看看經文
[00:08:23.320 --> 00:08:25.960]  在《聖母意記》上的第一章
[00:08:25.960 --> 00:08:27.920]  第九節開始
[00:08:27.920 --> 00:08:29.200]  很快讀一讀
[00:08:29.200 --> 00:08:34.120]  「有一次他們(就是以利加拿和他的家人)
[00:08:34.120 --> 00:08:37.280]  在士羅(上主的聖殿)獻完祭
[00:08:37.280 --> 00:08:38.200]  就吃飯了
[00:08:38.200 --> 00:08:39.280]  吃祭肉
[00:08:39.280 --> 00:08:41.120]  哈拿站起來
[00:08:41.120 --> 00:08:42.240]  非常難過
[00:08:42.240 --> 00:08:43.080]  一面痛哭
[00:08:43.080 --> 00:08:44.840]  一面向上主禱告
[00:08:44.840 --> 00:08:45.920]  在哪裡禱告呢?
[00:08:45.920 --> 00:08:47.280]  在會幕前面
[00:08:47.280 --> 00:08:50.520]  那時候祭司以利就坐在會幕
[00:08:50.520 --> 00:08:53.400]  這個電門其實是說會幕的門口
[00:08:53.400 --> 00:08:55.280]  因為那時候聖殿還沒有建造
[00:08:55.280 --> 00:08:58.320]  不過這個會幕我們稱之為上帝的殿
[00:08:58.320 --> 00:09:00.760]  旁邊有一個祭司的座位
[00:09:00.760 --> 00:09:02.720]  以利坐在上面
[00:09:02.720 --> 00:09:05.280]  哈拿就向上帝許願
[00:09:05.280 --> 00:09:07.240]  上主萬君的統帥
[00:09:07.240 --> 00:09:09.320]  請你垂聽婢女的苦情
[00:09:09.320 --> 00:09:10.280]  眷念我
[00:09:10.280 --> 00:09:12.040]  不要忘記我
[00:09:12.040 --> 00:09:13.720]  如果你賜給我一個兒子
[00:09:13.720 --> 00:09:14.880]  我現在許願
[00:09:14.880 --> 00:09:16.480]  將他終生獻給你
[00:09:16.480 --> 00:09:19.040]  一輩子不剃頭髮
[00:09:19.040 --> 00:09:21.400]  哈拿不停地向上帝禱告
[00:09:21.400 --> 00:09:24.520]  以利注目看他的嘴唇
[00:09:24.520 --> 00:09:26.520]  因為哈拿默默地祈禱
[00:09:26.520 --> 00:09:27.920]  只動嘴唇
[00:09:27.920 --> 00:09:29.640]  沒有出聲
[00:09:29.640 --> 00:09:32.080]  以利以為他喝醉了走
[00:09:32.080 --> 00:09:34.280]  就對他說
[00:09:34.280 --> 00:09:36.240]  你還沒醉夠嗎?
[00:09:36.240 --> 00:09:38.160]  不要再醉酒了
[00:09:38.160 --> 00:09:39.400]  哈拿就說
[00:09:39.400 --> 00:09:40.440]  不是的先生
[00:09:40.440 --> 00:09:42.200]  我根本沒有喝酒
[00:09:42.200 --> 00:09:43.760]  我心裡仇苦
[00:09:43.760 --> 00:09:47.320]  正在向上主傾吐我的苦情
[00:09:47.320 --> 00:09:49.680]  別以為我是一個不規矩的女人
[00:09:49.680 --> 00:09:50.920]  我一直在禱告
[00:09:50.920 --> 00:09:54.320]  因為我是極度的悲傷痛苦
[00:09:54.320 --> 00:09:55.280]  以利說
[00:09:55.280 --> 00:09:56.760]  你安心回去吧
[00:09:56.760 --> 00:09:58.400]  如以色列的上帝
[00:09:58.400 --> 00:10:01.280]  照你所求的賜給你
[00:10:01.280 --> 00:10:02.360]  哈拿回答
[00:10:02.360 --> 00:10:05.480]  願你常以仁慈待我
[00:10:05.480 --> 00:10:06.400]  說完之後
[00:10:06.400 --> 00:10:07.440]  他就離開
[00:10:07.440 --> 00:10:08.440]  去吃東西
[00:10:08.440 --> 00:10:11.720]  不再面帶愁慾
[00:10:11.720 --> 00:10:16.160]  我相信哈拿一直都有向上帝祈禱
[00:10:16.160 --> 00:10:18.320]  就求上帝賜個兒子給他
[00:10:18.320 --> 00:10:20.080]  特別每年他們去到示羅
[00:10:20.080 --> 00:10:22.200]  去到會幕的前面敬拜
[00:10:22.200 --> 00:10:23.320]  獻祭的時候
[00:10:23.320 --> 00:10:24.800]  他更加會在這個時間
[00:10:24.800 --> 00:10:26.400]  向上帝懇切祈禱
[00:10:26.400 --> 00:10:28.480]  但是似乎一年一年過去
[00:10:28.480 --> 00:10:30.520]  上帝好像沒有聽他的禱告
[00:10:30.520 --> 00:10:33.360]  上帝好像不了解他的委屈
[00:10:33.360 --> 00:10:37.000]  這一年他真的到一個地步要爆炸了
[00:10:37.000 --> 00:10:38.920]  不能夠再抵受下去
[00:10:38.920 --> 00:10:41.520]  於是令到他
[00:10:41.520 --> 00:10:42.760]  獻祭完要吃東西
[00:10:42.760 --> 00:10:44.720]  但是沒有胃口吃不下
[00:10:44.720 --> 00:10:46.120]  雖然我剛才說過
[00:10:46.120 --> 00:10:47.320]  他最好是疼他
[00:10:47.320 --> 00:10:48.480]  雖然只是一份
[00:10:48.480 --> 00:10:51.800]  但是把最好的、最好的那塊肉給他
[00:10:51.800 --> 00:10:52.920]  但是他也沒有胃口
[00:10:52.920 --> 00:10:54.640]  真的吃不下
[00:10:54.640 --> 00:10:55.800]  因為佩妮娜
[00:10:55.800 --> 00:10:58.920]  就算是給他一個蔑視的眼神
[00:10:58.920 --> 00:11:02.400]  就已經讓哈拿無地自容
[00:11:02.400 --> 00:11:05.880]  於是他一個人跑到會幕的門口
[00:11:05.880 --> 00:11:07.720]  向上帝禱告
[00:11:07.720 --> 00:11:10.560]  哈拿這次的祈禱
[00:11:10.560 --> 00:11:12.840]  與他以往的禱告不同
[00:11:12.840 --> 00:11:14.840]  不是因為他這次痛哭禱告
[00:11:14.840 --> 00:11:18.360]  我相信他以前也曾經痛哭禱告過
[00:11:18.360 --> 00:11:20.200]  這個不一樣的原因
[00:11:20.200 --> 00:11:21.800]  是因為什麼呢?
[00:11:21.800 --> 00:11:26.480]  是因為他願意跨越出自己信仰的極限
[00:11:26.480 --> 00:11:31.320]  將自己認為是最重要、最寶貴的東西
[00:11:31.320 --> 00:11:33.640]  獻給上帝
[00:11:33.640 --> 00:11:35.440]  我再看一看十一節他怎麼說
[00:11:35.440 --> 00:11:37.680]  「上主萬君的統帥
[00:11:37.680 --> 00:11:40.000]  請祢垂聽祢婢女的苦情
[00:11:40.000 --> 00:11:40.960]  眷念我
[00:11:40.960 --> 00:11:42.160]  不要忘掉我
[00:11:42.160 --> 00:11:43.640]  如果你賜給我兒子
[00:11:43.640 --> 00:11:46.040]  我現在向你許願
[00:11:46.040 --> 00:11:48.240]  將他終生獻給你
[00:11:48.240 --> 00:11:50.840]  一輩子都不剃他的頭髮」
[00:11:50.840 --> 00:11:52.880]  對一個猶太人、希伯來人來說
[00:11:52.880 --> 00:11:54.360]  一輩子不剃頭髮
[00:11:54.360 --> 00:11:55.680]  代表著什麼呢?
[00:11:55.680 --> 00:11:58.640]  兒子會終生服侍上帝
[00:11:58.640 --> 00:12:01.440]  意思就是這個兒子如果生出來的時候
[00:12:01.440 --> 00:12:03.160]  不是屬於哈那的
[00:12:03.160 --> 00:12:05.320]  是屬於上帝的
[00:12:05.320 --> 00:12:08.400]  不知道大家知不知道呢?
[00:12:08.400 --> 00:12:09.680]  我想告訴大家
[00:12:09.680 --> 00:12:12.240]  猶太人不是隨便許願的
[00:12:12.240 --> 00:12:15.200]  他們的許願不像我們很多人
[00:12:15.200 --> 00:12:16.240]  信口雌黃
[00:12:16.240 --> 00:12:18.160]  說完之後很快不記得
[00:12:18.160 --> 00:12:21.720]  或者如願以償之後不算數
[00:12:21.720 --> 00:12:25.960]  就沒有將所許的願放在心上去還願
[00:12:25.960 --> 00:12:29.240]  猶太人是不會隨便許願的
[00:12:29.240 --> 00:12:30.520]  因為他們知道
[00:12:30.520 --> 00:12:32.520]  許願如果不償還
[00:12:32.520 --> 00:12:34.880]  是犯罪得罪上帝
[00:12:34.880 --> 00:12:36.160]  結果是什麼呢?
[00:12:36.160 --> 00:12:38.320]  必遭天譴
[00:12:38.320 --> 00:12:41.080]  其實《新命記》就說得很清楚了
[00:12:41.080 --> 00:12:43.080]  《新命記》二十三章我們看看
[00:12:43.080 --> 00:12:45.280]  第21至23節說
[00:12:45.280 --> 00:12:47.000]  你們向耶和華說
[00:12:47.000 --> 00:12:48.480]  你們的神許願
[00:12:48.480 --> 00:12:51.280]  償還不要遲延
[00:12:51.280 --> 00:12:55.200]  因為耶和華你的神必定向你追討
[00:12:55.200 --> 00:12:57.360]  你不償還就有罪
[00:12:57.360 --> 00:12:58.600]  你如果不許願
[00:12:58.600 --> 00:13:00.160]  反而沒有罪
[00:13:00.160 --> 00:13:01.440]  你嘴裡所出的
[00:13:01.440 --> 00:13:03.160]  就是你口中應許
[00:13:03.160 --> 00:13:04.840]  甘心所獻的
[00:13:04.840 --> 00:13:08.280]  要照你向耶和華你神所許的願
[00:13:08.280 --> 00:13:10.600]  謹守遵行
[00:13:10.600 --> 00:13:15.440]  所以當哈那向上帝許願的時候
[00:13:15.440 --> 00:13:18.960]  他是很認真地向上帝作出一個承諾
[00:13:18.960 --> 00:13:23.000]  如果上帝賜給我一個夢寐以求的兒子的話
[00:13:23.000 --> 00:13:24.920]  我會將他奉獻給你
[00:13:24.920 --> 00:13:27.520]  讓他終生在會望裡面服侍你
[00:13:27.520 --> 00:13:29.600]  這個許願代表著什麼呢?
[00:13:29.600 --> 00:13:32.560]  是代表著這個小孩子出生之後
[00:13:32.560 --> 00:13:36.000]  他會長期跟他的兒子分開
[00:13:36.000 --> 00:13:39.880]  就好像亞洲國家甚至現在還有的
[00:13:39.880 --> 00:13:41.600]  有一種風俗是什麼呢?
[00:13:41.600 --> 00:13:45.280]  將你的兒子過繼給你一個遠房的親戚
[00:13:45.280 --> 00:13:46.400]  因為他沒有兒子
[00:13:46.400 --> 00:13:49.080]  過繼給我吧
[00:13:49.080 --> 00:13:50.840]  這個兒子過繼之後
[00:13:50.840 --> 00:13:53.160]  不但至少要跟著親戚住
[00:13:53.160 --> 00:13:55.920]  而且連姓也要跟著親戚姓
[00:13:55.920 --> 00:13:57.840]  大家有沒有聽過?
[00:13:57.840 --> 00:14:01.840]  這個哈那願意將夢寐以求的兒子獻給上帝
[00:14:01.840 --> 00:14:03.520]  是反映出什麼呢?
[00:14:03.520 --> 00:14:07.320]  是反映出他在信仰上有一個突破
[00:14:07.320 --> 00:14:13.160]  這個兒子將不會成為哈那心裡面的至寶
[00:14:13.160 --> 00:14:17.000]  最多只是次要的寶貝
[00:14:17.000 --> 00:14:19.200]  因為他的行動是表明了
[00:14:19.200 --> 00:14:25.320]  他看上帝給生這個兒子是更加重要
[00:14:25.320 --> 00:14:26.520]  聖經告訴我們
[00:14:26.520 --> 00:14:28.840]  上帝後來真的打開天上的窗戶了
[00:14:28.840 --> 00:14:30.640]  不可能的窗戶打開了
[00:14:30.640 --> 00:14:35.280]  將一個兒子賜給哈那
[00:14:35.280 --> 00:14:38.000]  這個哈那特別給他改了一個名字叫什麼呢?
[00:14:38.000 --> 00:14:40.080]  撒慕爾
[00:14:40.080 --> 00:14:41.600]  大家很熟悉撒慕爾
[00:14:41.600 --> 00:14:43.600]  「先知希伯來文」是什麼意思呢?
[00:14:43.600 --> 00:14:45.600]  Name of God
[00:14:45.600 --> 00:14:48.040]  上帝的名字
[00:14:48.040 --> 00:14:50.440]  真的跟上帝姓的
[00:14:50.440 --> 00:14:53.120]  他改這個名字是藉以提醒自己
[00:14:53.120 --> 00:14:55.720]  這個兒子不僅是從上帝那裡求來的
[00:14:55.720 --> 00:14:58.800]  而且是屬於上帝的
[00:14:58.800 --> 00:15:02.160]  哈那在撒慕爾斷奶之後
[00:15:02.160 --> 00:15:04.040]  就將他送到以利那裡
[00:15:04.040 --> 00:15:07.200]  從家裡送到士羅以利那裡
[00:15:07.200 --> 00:15:09.800]  那個時候撒慕爾多少歲大家知不知道?
[00:15:09.800 --> 00:15:11.720]  大概應該是三歲左右
[00:15:11.720 --> 00:15:12.880]  因為斷奶嘛
[00:15:12.880 --> 00:15:14.680]  大概三歲就斷奶了
[00:15:14.680 --> 00:15:17.880]  你不會吃奶吃到六歲的
[00:15:17.880 --> 00:15:19.320]  三歲左右就斷奶了
[00:15:19.320 --> 00:15:20.320]  按照他們的規矩
[00:15:20.320 --> 00:15:22.400]  大概的情況是這樣
[00:15:22.400 --> 00:15:24.840]  那你說三歲就放下小孩了嗎?
[00:15:24.840 --> 00:15:26.600]  他捨得嗎?
[00:15:26.600 --> 00:15:28.520]  老實說我相信他也不捨得的
[00:15:28.520 --> 00:15:29.600]  不過
[00:15:29.600 --> 00:15:30.920]  有一點更加重要
[00:15:30.920 --> 00:15:32.640]  因為在這個過程裡面
[00:15:32.640 --> 00:15:35.560]  他認識到上帝的信實
[00:15:35.560 --> 00:15:36.360]  OK?
[00:15:36.360 --> 00:15:38.920]  所以當他將這個兒子帶到聖殿
[00:15:38.920 --> 00:15:41.520]  這個會幕交給以利之後
[00:15:41.520 --> 00:15:46.360]  他在那裡做了一個很有震撼力的感恩祈禱
[00:15:46.360 --> 00:15:48.720]  記載在撒慕爾記的第二章
[00:15:48.720 --> 00:15:49.880]  大家有時間就回去看吧
[00:15:49.880 --> 00:15:51.480]  今天我們沒有時間看了
[00:15:51.480 --> 00:15:55.200]  在那裡看到他如何讚美上帝那種崇高和偉大
[00:15:55.200 --> 00:15:58.640]  人其實是沒有什麼可以自誇的
[00:15:58.640 --> 00:16:03.040]  而最後他是經歷了上帝的能力和恩典
[00:16:03.040 --> 00:16:07.360]  哈那能夠這樣向上帝還願和祈禱
[00:16:07.360 --> 00:16:11.200]  是告訴我們他和上帝之間的關係
[00:16:11.200 --> 00:16:13.200]  又進了一步了
[00:16:13.200 --> 00:16:18.000]  他對上帝的信心是有很明顯的提升的
[00:16:18.000 --> 00:16:21.800]  所以讓我們大家自己想一想
[00:16:21.800 --> 00:16:23.840]  我們向上帝祈求的時候
[00:16:23.840 --> 00:16:25.000]  我們是覺得
[00:16:25.000 --> 00:16:29.320]  是上帝應允我們的禱告祈求重要呢?
[00:16:29.320 --> 00:16:33.520]  還是上帝能夠得到榮耀重要呢?
[00:16:33.520 --> 00:16:38.040]  我們祈求是為了要滿足我們自己的需要、自己的慾望
[00:16:38.040 --> 00:16:42.600]  還是要見證上帝的恩典和能力呢?
[00:16:42.600 --> 00:16:46.400]  我相信我們當中也有人曾經向上帝求過兒女的
[00:16:46.400 --> 00:16:49.800]  我們這樣祈求是因為人有我們也要有
[00:16:49.800 --> 00:16:52.680]  或者是因為父母和社會給我們壓力呢?
[00:16:52.680 --> 00:16:54.440]  還是希望我們有子女
[00:16:54.440 --> 00:16:56.400]  可以被上帝使用
[00:16:56.400 --> 00:17:01.000]  完成上帝的計劃去造福這個世界呢?
[00:17:01.000 --> 00:17:03.680]  如果我們當中有人向上帝求份工作的
[00:17:03.680 --> 00:17:04.800]  求轉工的
[00:17:04.800 --> 00:17:06.320]  或者是求創業的
[00:17:06.320 --> 00:17:08.320]  到底是為了想出人頭地
[00:17:08.320 --> 00:17:10.440]  有更高的事業成就呢?
[00:17:10.440 --> 00:17:12.800]  或者可以過更好的生活呢?
[00:17:12.800 --> 00:17:17.400]  還是想讓自己的才幹可以盡量發揮
[00:17:17.400 --> 00:17:21.800]  在工作上榮耀上帝呢?
