
[00:00:00.000 --> 00:00:03.280]  (主席) 當你坐下的時候跟旁邊的鄧小平說一聲 祝你二馬來歷
[00:06:35.120 --> 00:06:36.880]  你開車繞一圈看
[00:06:36.880 --> 00:06:37.920]  不如不要去
[00:06:37.920 --> 00:06:39.360]  不如下次再去
[00:06:39.360 --> 00:06:41.360]  下次不知道什麼時候
[00:06:41.360 --> 00:06:43.280]  但是五月花號很小
[00:06:43.280 --> 00:06:44.960]  坐一百零二人應該去看一下
[00:06:44.960 --> 00:06:46.960]  特別是浸會歷史
[00:06:46.960 --> 00:06:48.960]  經常提五月花號
[00:06:48.960 --> 00:06:52.560]  接著在Newton那條街
[00:06:52.560 --> 00:06:55.440]  我開報道的那間教會
[00:06:55.440 --> 00:06:57.440]  一百多年歷史
[00:06:57.440 --> 00:06:59.440]  很漂亮
[00:06:59.440 --> 00:07:02.800]  接著我去另一間教會在downtown
[00:07:02.800 --> 00:07:06.880]  1839年開始蓋建
[00:07:06.880 --> 00:07:08.400]  1839年突然之間
[00:07:08.400 --> 00:07:10.000]  你和我都不在
[00:07:10.000 --> 00:07:12.000]  林肯總統在那裏
[00:07:12.000 --> 00:07:14.800]  曾經演說過的一間教會
[00:07:14.800 --> 00:07:18.000]  但是Newton這個地方整條街
[00:07:18.000 --> 00:07:20.880]  原本有十座建築物
[00:07:20.880 --> 00:07:22.880]  有七座建築物是教會
[00:07:22.880 --> 00:07:25.840]  現在只剩下一間
[00:07:25.840 --> 00:07:30.480]  而這間教會已經不是西洋教會
[00:07:30.480 --> 00:07:32.320]  完完全全在十幾年前
[00:07:32.320 --> 00:07:33.520]  交給華人
[00:07:33.520 --> 00:07:36.720]  即是說在Boston Newton這條街
[00:07:36.720 --> 00:07:39.280]  已經沒有英語的教會
[00:07:39.280 --> 00:07:44.640]  教會是人
[00:07:44.640 --> 00:07:48.080]  建築物多漂亮都沒有用
[00:07:48.080 --> 00:07:50.080]  其他的教會變成什麼
[00:07:50.080 --> 00:07:52.080]  現在變成了商業建築
[00:07:52.080 --> 00:07:54.720]  這個不悲慘
[00:07:54.720 --> 00:07:56.720]  在歐洲你去看一下
[00:07:56.720 --> 00:07:59.440]  變成了酒吧也有
[00:07:59.440 --> 00:08:00.720]  Casino也有
[00:08:00.720 --> 00:08:02.720]  貨倉也有
[00:08:02.720 --> 00:08:04.720]  美倫美奐的教堂
[00:08:04.720 --> 00:08:06.720]  變成貨倉
[00:08:06.720 --> 00:08:09.760]  為什麼會這樣呢
[00:08:09.760 --> 00:08:13.280]  接著我去到加拿大
[00:08:13.280 --> 00:08:14.880]  我再次見到一對夫婦
[00:08:14.880 --> 00:08:16.240]  兩年前見過她
[00:08:16.240 --> 00:08:17.680]  其實在我的書
[00:08:17.680 --> 00:08:18.880]  《再見再遇見》那本書
[00:08:18.880 --> 00:08:20.880]  其中一個個案就說他們
[00:08:20.880 --> 00:08:23.920]  我就很清晰看到一個情況
[00:08:23.920 --> 00:08:27.600]  就是原來人的理性
[00:08:27.600 --> 00:08:29.600]  跟他的感性
[00:08:29.600 --> 00:08:31.040]  跟他的靈性
[00:08:31.040 --> 00:08:34.000]  可以完全分割
[00:08:34.000 --> 00:08:35.360]  即是說
[00:08:35.360 --> 00:08:39.600]  今天我們頭腦上認識很多神學思想
[00:08:39.600 --> 00:08:42.400]  我們識背所有的經文
[00:08:42.400 --> 00:08:44.400]  可能跟我們的感性毫無關係
[00:08:44.400 --> 00:08:47.760]  發起脾氣也不是人這麼笨
[00:08:47.760 --> 00:08:49.760]  你見過了
[00:08:49.760 --> 00:08:53.600]  跟他的靈性也可以沒有關係
[00:08:53.600 --> 00:08:58.080]  他不一定有一個關聯性在
[00:08:58.080 --> 00:08:59.360]  原來可以
[00:08:59.360 --> 00:09:02.080]  因為其中的太太
[00:09:02.080 --> 00:09:03.760]  即是我本書提到的
[00:09:03.760 --> 00:09:04.720]  去一次旅行
[00:09:04.720 --> 00:09:06.080]  不知道發生什麼事
[00:09:06.080 --> 00:09:09.120]  她腦部受到創傷
[00:09:09.120 --> 00:09:10.080]  昏迷
[00:09:10.080 --> 00:09:11.120]  不醒
[00:09:11.120 --> 00:09:12.320]  後來醫好了
[00:09:12.320 --> 00:09:13.360]  醒了
[00:09:13.360 --> 00:09:14.880]  不認得人
[00:09:14.880 --> 00:09:16.880]  不過奇怪的在這裡
[00:09:16.880 --> 00:09:18.240]  她連老公也不認得
[00:09:18.240 --> 00:09:21.120]  沒有叫她老公的名字
[00:09:21.120 --> 00:09:23.360]  兩年後今天我見到她
[00:09:23.360 --> 00:09:26.480]  語言的能力比兩年前好強
[00:09:26.480 --> 00:09:28.000]  誰知道她強
[00:09:28.000 --> 00:09:30.000]  懂得罵人
[00:09:30.000 --> 00:09:31.200]  一個人懂得罵人
[00:09:31.200 --> 00:09:33.200]  語言能力就很強
[00:09:33.200 --> 00:09:34.720]  坐坐聊聊天
[00:09:34.720 --> 00:09:36.720]  突然她罵她老公
[00:09:36.720 --> 00:09:38.720]  我跟她老公說
[00:09:38.720 --> 00:09:39.840]  她很厲害
[00:09:39.840 --> 00:09:41.840]  兩年前還不懂得罵人
[00:09:41.840 --> 00:09:44.240]  牧師我現在經歷愛是恨
[00:09:44.240 --> 00:09:46.240]  夠忍耐
[00:09:46.240 --> 00:09:48.240]  但是
[00:09:48.240 --> 00:09:53.760]  她由五年前開始出事
[00:09:53.760 --> 00:09:57.920]  我第一次見到她是兩年前
[00:09:57.920 --> 00:10:00.800]  她仍然可以祈禱
[00:10:00.800 --> 00:10:03.440]  對答不了
[00:10:03.440 --> 00:10:07.440]  她可以自己一個人領土
[00:10:07.440 --> 00:10:11.040]  祈禱之後還是很完整地說
[00:10:11.040 --> 00:10:13.040]  奉耶穌基督的名祈求
[00:10:13.040 --> 00:10:19.200]  她的靈性部份仍然很完整
[00:10:19.200 --> 00:10:22.240]  但是她的感性部份
[00:10:22.240 --> 00:10:24.240]  好像小朋友一樣
[00:10:24.240 --> 00:10:26.240]  喜怒哀樂
[00:10:26.240 --> 00:10:28.240]  完全表露無遺
[00:10:28.240 --> 00:10:30.240]  見到我們很開心
[00:10:30.240 --> 00:10:33.040]  因為我們去之前她老公給了她一些照片
[00:10:33.040 --> 00:10:35.040]  你記不記得這個人
[00:10:35.040 --> 00:10:37.040]  兩年前見過
[00:10:37.040 --> 00:10:39.040]  她見到我們很開心
[00:10:39.040 --> 00:10:41.040]  但當我們離開
[00:10:41.040 --> 00:10:43.040]  她就哭了
[00:10:43.040 --> 00:10:45.040]  好像小朋友一樣
[00:10:45.040 --> 00:10:47.040]  情緒上好像小朋友一樣
[00:10:47.040 --> 00:10:49.040]  智能上
[00:10:49.040 --> 00:10:51.040]  未到四歲
[00:10:51.040 --> 00:10:53.040]  直到醫生說
[00:10:53.040 --> 00:10:55.040]  你太太要好起來
[00:10:55.040 --> 00:10:57.040]  是她記得人的名字
[00:10:57.040 --> 00:10:59.040]  記得人的名字原來這麼重要
[00:10:59.040 --> 00:11:01.040]  為何創世紀
[00:11:01.040 --> 00:11:03.040]  亞當要為動物改名
[00:11:03.040 --> 00:11:05.040]  這是一個智慧的象徵
[00:11:05.040 --> 00:11:07.040]  原來
[00:11:07.040 --> 00:11:09.040]  靈性和感性
[00:11:09.040 --> 00:11:13.520]  感性和理性是可以分割到這樣的
[00:11:13.520 --> 00:11:19.960]  我吃完飯,因為沒什麼機會再跟他們說其他東西
[00:11:19.960 --> 00:11:23.720]  因為整晚她丈夫分享了這兩年的經歷,我都被他說完了
[00:11:23.720 --> 00:11:30.280]  我很安靜地吃飯,吃完飯,突然間這個姐妹指著我的戒指大聲叫
[00:11:30.280 --> 00:11:33.680]  她說:「靚靚,靚靚」,就是這隻戒指
[00:11:33.680 --> 00:11:38.120]  「靚靚,靚靚,好Special,好Special」,哇,那我就覺得很Special了
[00:11:39.040 --> 00:11:46.920]  每件事都不止,如果她指著我的人,我會覺得很Special
[00:11:46.920 --> 00:11:51.600]  只是指著我的戒指,我說:「為什麼你會覺得很Special?」
[00:11:51.600 --> 00:11:57.480]  她說:「好Special,好Special」,她的靈是很敏銳的
[00:11:57.480 --> 00:12:07.040]  看到嗎,大姐妹,所以一個人想要耶穌,是不是等於被聖靈充滿呢?
[00:12:07.040 --> 00:12:11.680]  聖靈充滿究竟是什麼事呢?為什麼方派這麼怕聖靈充滿呢?
[00:12:11.680 --> 00:12:16.880]  靈恩派又這麼強調聖靈充滿,但那些聖靈充滿的現象又古古怪怪的呢?
[00:12:16.880 --> 00:12:18.760]  究竟是什麼回事呢?
[00:12:18.760 --> 00:12:25.160]  保羅要回應的世代邪惡,不是從制度上去令這個社會不邪惡
[00:12:25.160 --> 00:12:31.320]  如果你問我,羅馬帝國的邪惡,遠比現在很多國家的邪惡得多
[00:12:32.600 --> 00:12:40.560]  所以有人提出羅馬書裏面說要信服掌權者,除非那個政府公義,我就信服他
[00:12:40.560 --> 00:12:43.520]  羅馬書裏面從來沒有提及這個條件性
[00:12:43.520 --> 00:12:47.720]  如果講公義,羅馬帝國是一個不公義的國家
[00:12:47.720 --> 00:12:56.360]  我們看看保羅的回應,在一個邪惡的世代裏面,要謹慎行事,不要像無知的人,要像智慧的人
[00:12:56.360 --> 00:13:06.760]  其實這裏提到三個不要,三個要的,不要像無知的人,不要做糊塗人,不要醉酒
[00:13:06.760 --> 00:13:12.320]  你要做什麼呢?要像智慧人,要明白主的旨意,要被聖靈充滿
[00:13:12.320 --> 00:13:15.000]  我是提到的,究竟發生什麼事?
[00:13:15.000 --> 00:13:19.480]  保羅要提到的,他說你要像智慧人,智慧人是一個把握時機的人
[00:13:19.480 --> 00:13:25.080]  因為世代邪惡,是太多的事情浪費我們的生命
[00:13:25.080 --> 00:13:32.480]  弟兄,每天打機對你來說是沒有意義的,但是就是這樣浪費的
[00:13:32.480 --> 00:13:35.120]  我們的生命是浪費得起的
[00:13:35.120 --> 00:13:43.760]  姐妹,我們不斷談電話,不斷談話,益處不大,但是就不斷浪費
[00:13:43.760 --> 00:13:51.440]  香港人很忙的,忙到什麼地步呢?忙到不知道為了什麼而忙
[00:13:51.440 --> 00:13:55.960]  香港人沒有事忙的,你看看,不知道發生什麼事
[00:13:55.960 --> 00:14:04.040]  我想去到波士頓,有個弟兄跟我說,牧師這裡開始葉轉紅色,你想不想去看?
[00:14:04.040 --> 00:14:10.920]  我要開多久車?三個小時,我說他太忙嗎?
[00:14:10.920 --> 00:14:20.320]  開三個小時的車就去看樹變紅?他說這裡是這樣的,牧師,這裡沒什麼可以做的
[00:14:20.320 --> 00:14:27.560]  我有空也不會做這些事情,傻的,我這麼遠飛過來,開三個小時去看,然後開三個小時回來
[00:14:27.560 --> 00:14:34.400]  那我六個小時要去做什麼?沿途就看到,沿途看到整條街都轉了
[00:14:34.400 --> 00:14:38.920]  這樣就看到了,這樣看是不一樣的
[00:14:38.920 --> 00:14:49.320]  世代邪惡,我們的時間很快被充斥,然後做了很多很無謂的事情
[00:14:49.320 --> 00:14:58.400]  時機是一瞬即逝,時機一過了就不會回頭,等一等就過了
[00:14:58.400 --> 00:15:04.520]  眨一眨眼就過了,因為現在的世代邪惡,時光是不斷的流逝
[00:15:04.520 --> 00:15:09.360]  基督徒如果不善用時間,他就被罪惡任意利用
[00:15:09.360 --> 00:15:14.120]  跟你的鄰居說,你要善用你的時間
[00:15:14.120 --> 00:15:22.320]  當我們沒有刻意去用我們的時間的時候,我們就不經意地浪費時間
[00:15:22.320 --> 00:15:27.280]  再聽清楚我說,當我們沒有刻意去運用我們的時間的時候
[00:15:27.280 --> 00:15:33.640]  我們就不經意地浪費了我們的時間,時間是不會等我們的
[00:15:33.640 --> 00:15:41.360]  第二,普羅話被形容充滿了要愛惜光陰,不要做糊塗的人,要明白主的旨意
[00:15:41.360 --> 00:15:46.480]  這段經文所關注的是,上帝對我們日常生活的旨意多過其他
[00:15:46.480 --> 00:15:52.640]  當然,有兩派人士的解釋,可能是在說末世上帝的心意,還是我們每天生活的心意
[00:15:52.640 --> 00:15:57.840]  但如果你上下文看一下,如果我們說不要浪費我們的生命和時間的話
[00:15:57.840 --> 00:16:02.040]  當然是在說我們上帝對我們個人的旨意
[00:16:02.040 --> 00:16:07.080]  究竟我們每一天,上帝要我們做些什麼,我們必須要尋求神的心意
[00:16:07.080 --> 00:16:11.720]  上帝是不是要我們睡到自然醒,上帝是不是要我們下班之後
[00:16:11.720 --> 00:16:16.400]  就是由七點鐘開始打機,打到晚上凌晨兩點
[00:16:16.400 --> 00:16:20.200]  各位姐妹,這是我們必須要問的問題
[00:16:20.200 --> 00:16:24.040]  上帝是不是要我們浪費我們的生命呢?我們的生命是否真的浪費得起呢?
[00:16:24.040 --> 00:16:30.320]  究竟上帝有什麼心意呢?跟你隔壁的朋友說,上帝在你身上是有心意的
[00:16:30.320 --> 00:16:34.800]  問題是我們是否有尋求神的心意
[00:16:34.800 --> 00:16:38.120]  保羅繼續說,第三個不要,不要醉酒
[00:16:38.120 --> 00:16:42.760]  當時的羅馬帝國,喝酒是必然醉的
[00:16:42.760 --> 00:16:48.480]  有一次我和一班人吃飯,他就問我,牧師你可不可以喝酒
[00:16:48.480 --> 00:16:53.360]  我說,我是可以喝酒的,不過不可以醉酒
[00:16:53.360 --> 00:16:59.240]  他就馬上回應,他不喝醉,喝來幹什麼?
[00:16:59.240 --> 00:17:07.200]  你看台灣,你看中國北方的文化,都是要喝醉
[00:17:07.200 --> 00:17:13.080]  在美國歷史裡面,清教徒的運動是令醉酒的事情停止
[00:17:13.080 --> 00:17:18.440]  所以浸浴會在那段時間裡面,牧師不准喝酒
[00:17:18.440 --> 00:17:23.560]  喝酒是當時羅馬帝國很常見的,喝了必醉,是必然會醉
[00:17:23.560 --> 00:17:27.080]  喝酒而喝醉之後,產生了兩件事
[00:17:27.080 --> 00:17:33.320]  第一,浪費時間,喝醉就一定浪費時間
[00:17:33.320 --> 00:17:37.480]  第二,就是使人放蕩
[00:17:37.480 --> 00:17:42.640]  所以我們廣東人說,酒後吐真言
[00:17:42.640 --> 00:17:47.040]  如果你的弟兄不想說話,你給他兩杯,他就會說真話
[00:17:47.040 --> 00:17:54.440]  酒會令人放蕩,做了一些他平日有理性之下不會做的事情
[00:17:54.440 --> 00:18:01.400]  保羅說,要取締「不要喝酒,不要醉酒」
[00:18:01.400 --> 00:18:06.320]  就要「被聖靈充滿」,跟你旁邊的帝王山要「被聖靈充滿」
[00:18:06.320 --> 00:18:09.280]  因為在第一次五旬節聖靈降臨的時候
[00:18:09.280 --> 00:18:14.960]  「喝醉酒」和「被聖靈充滿」的外顯現象是相似的
[00:18:14.960 --> 00:18:23.000]  興奮的,高興的,很振奮的,很敢說話的
[00:18:23.000 --> 00:18:25.120]  外表很相似
[00:18:25.120 --> 00:18:35.600]  所以保羅說,甚至當時「醉酒」和「異教」的敬拜儀式是有關係的
[00:18:35.600 --> 00:18:38.360]  所以保羅特別提到「不要醉酒,要被聖靈充滿」
[00:18:38.360 --> 00:18:41.160]  「被聖靈充滿」到底是在說什麼呢?
[00:18:41.160 --> 00:18:44.480]  是在說信徒的生活由聖靈掌管和導引
[00:18:44.480 --> 00:18:53.120]  保羅強調的,不是要某些現象出現,他強調的是要「不斷被聖靈充滿」
[00:18:53.120 --> 00:19:00.520]  以致不是用酒精控制我們的生命,而是由聖靈掌管我們的生命
[00:19:00.520 --> 00:19:07.320]  跟你旁邊的帝王山要「被聖靈掌管」你的生命
[00:19:07.320 --> 00:19:11.760]  保羅繼續說,要用詩章、詩篇、讚美詩、靈歌、彼此的對說
[00:19:11.760 --> 00:19:14.920]  口唱心和的讚美主繁少,奉我們主耶穌基督的名上
[00:19:14.920 --> 00:19:18.760]  尚有感謝父神,要全心敬畏神,彼此的信服
[00:19:18.760 --> 00:19:24.200]  被聖靈充滿的人,有以下三個現象
[00:19:24.200 --> 00:19:26.280]  這是第一個指標
[00:19:26.280 --> 00:19:30.080]  當以上我們做了之後,這三個「不要」我們做了之後
[00:19:30.080 --> 00:19:32.440]  這三個「要」我們做了之後
[00:19:32.440 --> 00:19:39.640]  接著產生的結果,這個被聖靈充滿的人是常常歌頌神
[00:19:39.640 --> 00:19:46.480]  常常歌頌神不是你有沒有走音
[00:19:46.480 --> 00:19:48.560]  是不是音很準
[00:19:48.560 --> 00:19:51.320]  當然我明白詩篇我們不要走音
[00:19:51.320 --> 00:19:54.000]  但是你講個人的被聖靈充滿的話
[00:19:54.000 --> 00:19:55.760]  這個人為什麼常常歌頌神
[00:19:55.760 --> 00:19:58.960]  因為他覺得神是值得他讚美的
[00:19:58.960 --> 00:20:01.000]  有些人說我不喜歡唱歌
[00:20:01.000 --> 00:20:06.720]  你不喜歡唱歌跟你喜歡不喜歡歌頌神是兩回事
[00:20:06.720 --> 00:20:09.200]  你要分得到
[00:20:09.200 --> 00:20:13.760]  你可以就這樣朗誦出來去歌頌他
[00:20:13.760 --> 00:20:16.160]  不一定要唱出來
[00:20:16.160 --> 00:20:19.920]  但是被聖靈充滿的人是心被恩感
[00:20:19.920 --> 00:20:23.000]  常常都感覺神是值得讚美的
[00:20:23.000 --> 00:20:25.600]  一睡醒就覺得神是值得讚美的
[00:20:25.600 --> 00:20:27.720]  臨睡之前神是值得讚美的
[00:20:27.720 --> 00:20:30.280]  走著走著街會覺得上帝是值得讚美的
[00:20:30.280 --> 00:20:33.000]  因為聖靈充滿
[00:20:33.000 --> 00:20:34.520]  兄弟姐妹
[00:20:34.520 --> 00:20:36.880]  沒有被聖靈充滿的人剛剛相反
[00:20:36.880 --> 00:20:40.080]  睡醒就埋怨 見到人又怨
[00:20:40.080 --> 00:20:42.600]  臨睡之前又怨
[00:20:42.600 --> 00:20:43.560]  你看到嗎
[00:20:43.560 --> 00:20:44.360]  兄弟姐妹
[00:20:44.360 --> 00:20:46.760]  一個常常埋怨的人
[00:20:46.760 --> 00:20:52.800]  是等於並沒有被聖靈充滿
[00:20:52.800 --> 00:20:55.240]  能夠歌頌上帝的人
[00:20:55.240 --> 00:20:57.480]  常常都有一個感動
[00:20:57.480 --> 00:20:59.080]  很強烈的感動
[00:20:59.080 --> 00:20:59.960]  想讚美神
[00:20:59.960 --> 00:21:01.640]  因為神是值得他讚美的
[00:21:01.640 --> 00:21:03.600]  這是被聖靈充滿的現象
[00:21:03.600 --> 00:21:07.400]  第二 常常感恩
[00:21:07.400 --> 00:21:10.040]  這兩件事是分不開的
[00:21:10.040 --> 00:21:12.360]  當你覺得神是值得讚美
[00:21:12.360 --> 00:21:14.480]  就自然會感恩
[00:21:14.480 --> 00:21:15.720]  當你覺得感恩
[00:21:15.720 --> 00:21:17.360]  自然也會讚美
[00:21:17.360 --> 00:21:21.800]  這兩件事不是分一家、二家、三家的事
[00:21:21.800 --> 00:21:24.920]  是同時都會發生的事
[00:21:24.920 --> 00:21:27.240]  好像《雅各書》提到
[00:21:27.240 --> 00:21:29.680]  你不會同一張嘴去讚美上帝
[00:21:29.680 --> 00:21:32.720]  同一張嘴去奏助弟兄姊妹
[00:21:32.720 --> 00:21:34.800]  當你讚美上帝的時候
[00:21:34.800 --> 00:21:35.760]  你就會感恩
[00:21:35.760 --> 00:21:39.200]  第三 是會彼此信服
