
[00:00:00.000 --> 00:00:04.640]  今日的題目叫做「基督徒行事為人的準則」
[00:02:38.240 --> 00:02:39.680]  看什麼時候講哪一篇
[00:02:39.680 --> 00:02:40.800]  輪著講什麼
[00:02:40.800 --> 00:02:44.000]  福音書、啟示錄、保羅書信、菲律賓書
[00:02:44.000 --> 00:02:46.160]  有些是整卷書的,有些是各個主題的
[00:02:46.160 --> 00:02:48.720]  有一篇就是講到神的旨意
[00:02:48.720 --> 00:02:52.800]  怎麼去明白、尋求神的旨意、神的心意
[00:02:52.800 --> 00:02:56.400]  我記得那裡是超過50點的
[00:02:56.400 --> 00:02:58.960]  所以今天這個是那個的一個
[00:02:58.960 --> 00:03:00.720]  不是叫濃縮版
[00:03:00.720 --> 00:03:05.120]  是有一點點相似但又有分別的題目
[00:03:05.120 --> 00:03:06.240]  好,我們逐個去看
[00:03:06.240 --> 00:03:09.040]  第一個就是我們基督徒行事為人
[00:03:09.040 --> 00:03:10.640]  有些什麼的準則
[00:03:10.640 --> 00:03:14.400]  這個不是叫我們去量別人的
[00:03:14.400 --> 00:03:16.480]  看看你合不合標準
[00:03:16.480 --> 00:03:20.320]  不是,是我們自己作為一個反思
[00:03:20.320 --> 00:03:24.080]  一個思考去檢討自己
[00:03:24.080 --> 00:03:26.720]  第一點就說是叫做榮神
[00:03:26.720 --> 00:03:27.840]  榮神
[00:03:27.840 --> 00:03:30.640]  基督徒行事是有一個原則的
[00:03:30.640 --> 00:03:32.400]  臨前十章三十一節
[00:03:32.400 --> 00:03:35.040]  所以你們或吃或喝
[00:03:35.040 --> 00:03:38.560]  無論作什麼都要為榮耀神而做
[00:03:38.560 --> 00:03:39.680]  我想問一下大家
[00:03:39.680 --> 00:03:42.320]  由今早到現在
[00:03:42.320 --> 00:03:44.080]  我說今早起床到現在
[00:03:44.080 --> 00:03:51.440]  有誰未曾吃喝過的請你舉手
[00:03:51.440 --> 00:03:53.280]  個個都吃喝過是不是
[00:03:53.280 --> 00:03:55.280]  就算你說我沒吃早餐
[00:03:55.280 --> 00:03:58.080]  但可能你都喝了水對不對
[00:03:58.080 --> 00:04:02.880]  所以他這個感覺差不多是人
[00:04:02.880 --> 00:04:05.680]  每一天都會做的事情對不對
[00:04:05.680 --> 00:04:08.640]  我們不是個個都會去看戲
[00:04:08.640 --> 00:04:10.000]  去戲院看戲
[00:04:10.000 --> 00:04:12.640]  我都不知道多久沒去過戲院看戲
[00:04:12.640 --> 00:04:16.000]  我們不是個個都會去遊船河
[00:04:16.000 --> 00:04:20.160]  我們不是個個都會去打乒乓球
[00:04:20.160 --> 00:04:23.200]  但是每一天我們都會做的是什麼
[00:04:23.200 --> 00:04:25.280]  飲食對不對
[00:04:25.280 --> 00:04:27.280]  就算多辛苦都好
[00:04:27.280 --> 00:04:29.600]  我見到今天有個弟兄姊妹
[00:04:29.600 --> 00:04:33.360]  其實她吃東西是很辛苦的
[00:04:33.360 --> 00:04:35.360]  她會吐出來的
[00:04:35.360 --> 00:04:36.720]  那你們不要左望右望
[00:04:36.720 --> 00:04:39.360]  是哪個弟兄姊妹這麼辛苦
[00:04:39.360 --> 00:04:42.080]  但是她都要吃是不是
[00:04:42.080 --> 00:04:44.400]  就算我們去醫院探病
[00:04:44.400 --> 00:04:46.400]  有些弟兄姊妹
[00:04:46.400 --> 00:04:50.240]  或者一些總之是我們去探望的人
[00:04:50.240 --> 00:04:51.440]  她吃不到東西
[00:04:51.440 --> 00:04:54.320]  她都要吊鹽水吊給她對不對
[00:04:54.320 --> 00:04:57.280]  胃口插下去
[00:04:57.280 --> 00:05:00.800]  我記得有一個弟兄姊妹跟我分享
[00:05:00.800 --> 00:05:03.760]  她說當她被插了胃口的時候
[00:05:03.760 --> 00:05:06.320]  她其實是昏昏迷迷的時候
[00:05:06.320 --> 00:05:08.320]  她好像做夢一樣
[00:05:08.320 --> 00:05:11.280]  她說那些醫護人員做什麼
[00:05:11.280 --> 00:05:14.160]  要把一條蛇放在我的口裡插下去
[00:05:14.160 --> 00:05:15.680]  她跟我說
[00:05:15.680 --> 00:05:20.320]  她覺得好像有一條蛇放在她的口裡插下去
[00:05:20.320 --> 00:05:23.200]  她不知道那條是胃口
[00:05:23.200 --> 00:05:26.960]  所以人真的要吃和喝
[00:05:26.960 --> 00:05:29.200]  吃喝玩樂
[00:05:29.200 --> 00:05:31.920]  不是每個人都有玩樂的
[00:05:31.920 --> 00:05:33.680]  其實這個原則是什麼
[00:05:33.680 --> 00:05:36.160]  就是無論做什麼
[00:05:36.160 --> 00:05:37.440]  都要什麼
[00:05:37.440 --> 00:05:38.720]  她說無論做什麼
[00:05:38.720 --> 00:05:41.200]  是要為榮耀神而行的
[00:05:41.200 --> 00:05:42.160]  所以弟兄姊妹
[00:05:42.160 --> 00:05:47.360]  我們每一天每時每刻做任何一件事
[00:05:47.360 --> 00:05:49.520]  甚至不是說做事
[00:05:49.520 --> 00:05:51.520]  甚至是我們的思想
[00:05:51.520 --> 00:05:53.360]  我們想的東西
[00:05:53.360 --> 00:05:54.800]  因為你可以什麼都不做
[00:05:54.800 --> 00:05:56.640]  你去想事情的對不對
[00:05:56.640 --> 00:05:58.640]  是不是
[00:05:58.640 --> 00:06:00.160]  我跟一個弟兄姊妹談
[00:06:00.160 --> 00:06:01.520]  她說我現在還能做什麼
[00:06:01.520 --> 00:06:03.600]  我整天躺在床上我能做什麼
[00:06:03.600 --> 00:06:06.400]  我兩隻腳連在椅子上站起來都沒有力
[00:06:06.400 --> 00:06:07.920]  我能做什麼
[00:06:07.920 --> 00:06:09.600]  我以前所做的事情
[00:06:09.600 --> 00:06:10.960]  衝鋒陷陣
[00:06:10.960 --> 00:06:12.720]  她真的衝鋒陷陣
[00:06:12.720 --> 00:06:18.480]  因為她類似是特種部隊
[00:06:18.480 --> 00:06:21.120]  在紀錄部隊的特種部隊
[00:06:21.120 --> 00:06:22.880]  拿著長槍出去
[00:06:22.880 --> 00:06:25.360]  香港很少用長槍出去
[00:06:25.360 --> 00:06:26.800]  她是特種部隊
[00:06:26.800 --> 00:06:28.400]  她說現在我能做什麼
[00:06:28.400 --> 00:06:32.080]  她說我連在椅子上想站起來
[00:06:32.080 --> 00:06:33.600]  站起來不要說叫她做什麼
[00:06:33.600 --> 00:06:36.480]  她說我都沒有力去站起來
[00:06:36.480 --> 00:06:37.760]  要我和另外一個人
[00:06:37.760 --> 00:06:42.160]  兩個人扶著她才能站起來
[00:06:42.160 --> 00:06:44.560]  但是她說我的腦繼續在思考
[00:06:44.560 --> 00:06:46.000]  可以想事情
[00:06:46.000 --> 00:06:47.440]  可以想好的事情
[00:06:47.440 --> 00:06:49.040]  可以想不好的事情
[00:06:49.040 --> 00:06:50.080]  是不是
[00:06:50.080 --> 00:06:51.520]  而在神的眼裡
[00:06:51.520 --> 00:06:53.120]  只要我們想過的事情
[00:06:53.120 --> 00:06:55.440]  就等於我們做過的事情
[00:06:55.440 --> 00:06:56.640]  是不是
[00:06:56.640 --> 00:06:58.320]  聖經說的耶穌說的
[00:06:58.320 --> 00:07:01.920]  你在腦裡犯了淫念
[00:07:01.920 --> 00:07:05.120]  你已經犯了奸淫
[00:07:05.120 --> 00:07:07.360]  所以在神的眼裡
[00:07:07.360 --> 00:07:10.480]  去看我們和我們人體是完全不同的
[00:07:10.480 --> 00:07:11.840]  昨晚我和那兩對夫婦
[00:07:11.840 --> 00:07:15.920]  正如一個很資深的教會的執事
[00:07:15.920 --> 00:07:17.920]  做了幾十年的教會執事
[00:07:17.920 --> 00:07:21.760]  一個回到教會幾十年的
[00:07:21.760 --> 00:07:24.720]  大家談天說地
[00:07:24.720 --> 00:07:27.120]  很多都關心
[00:07:27.120 --> 00:07:29.920]  怎樣向我爸爸媽媽傳福音
[00:07:29.920 --> 00:07:33.280]  我們這一班
[00:07:33.280 --> 00:07:34.880]  我爸爸媽媽回到天父那裡
[00:07:34.880 --> 00:07:36.640]  他們信了主
[00:07:36.640 --> 00:07:38.560]  但是其中其他的兩位
[00:07:38.560 --> 00:07:40.400]  還有父母在
[00:07:40.400 --> 00:07:43.520]  但是最年輕的那個都八十九歲了
[00:07:43.520 --> 00:07:44.800]  就是不知道媽媽八十九歲
[00:07:44.800 --> 00:07:46.960]  爸爸九十幾歲
[00:07:46.960 --> 00:07:49.280]  他說我怎樣向他們傳福音
[00:07:49.280 --> 00:07:51.920]  是很大很大的困難
[00:07:51.920 --> 00:07:55.040]  他說我有什麼做錯
[00:07:55.040 --> 00:07:57.360]  我養大你五個
[00:07:57.360 --> 00:07:59.040]  就是他生了四個兒子一個女兒
[00:07:59.040 --> 00:08:00.000]  我養大你五個
[00:08:00.000 --> 00:08:03.200]  公書教學就是靠我這雙手
[00:08:03.200 --> 00:08:04.240]  我錯了什麼
[00:08:04.240 --> 00:08:06.800]  我是罪人
[00:08:06.800 --> 00:08:10.800]  他說你們當中又有醫生
[00:08:10.800 --> 00:08:12.160]  又有工程師
[00:08:12.160 --> 00:08:15.440]  又有學校的校長
[00:08:15.440 --> 00:08:19.840]  個個都是有為的人
[00:08:19.840 --> 00:08:21.920]  我做錯了什麼
[00:08:21.920 --> 00:08:23.040]  我是罪人
[00:08:23.040 --> 00:08:26.000]  他質問他信了主的兒女
[00:08:26.000 --> 00:08:28.320]  他們都不知道怎樣回答他
[00:08:28.320 --> 00:08:30.160]  我是牧師
[00:08:30.160 --> 00:08:31.600]  牧師應該怎樣做
[00:08:31.600 --> 00:08:33.920]  大家分享聊聊天
[00:08:33.920 --> 00:08:36.480]  所以弟兄姊妹
[00:08:36.480 --> 00:08:37.760]  這件事第一點
[00:08:37.760 --> 00:08:41.600]  我們做這件事榮不榮耀神
[00:08:41.600 --> 00:08:45.120]  有時我們說什麼叫榮耀神
[00:08:45.120 --> 00:08:47.360]  我用一個例子大家可能明白
[00:08:47.360 --> 00:08:53.120]  我們做一些事會不會令到我們父母的名字被羞辱
[00:08:53.120 --> 00:08:56.320]  做了出來別人會覺得
[00:08:56.320 --> 00:09:00.560]  爸爸媽媽是不光彩的
[00:09:00.560 --> 00:09:02.080]  大家明白我的意思嗎
[00:09:02.080 --> 00:09:05.920]  特別我們中國人這件事是很重要的
[00:09:05.920 --> 00:09:08.480]  如果你在一間公司工作
[00:09:08.480 --> 00:09:09.760]  你做了一些事
[00:09:09.760 --> 00:09:12.080]  令到你的公司的名字
[00:09:12.080 --> 00:09:16.160]  被別人覺得
[00:09:16.160 --> 00:09:17.120]  搞錯了
[00:09:17.120 --> 00:09:21.920]  大家記得最近電視拍那個醫生
[00:09:21.920 --> 00:09:24.640]  他就被人拉出來拍了
[00:09:24.640 --> 00:09:27.280]  你知不知道現在這間行公司
[00:09:27.280 --> 00:09:29.600]  是虧了多少錢出去
[00:09:29.600 --> 00:09:33.200]  有些我不知是真是假
[00:09:33.200 --> 00:09:34.720]  我不會認為
[00:09:34.720 --> 00:09:36.640]  我今早看facebook
[00:09:36.640 --> 00:09:39.360]  說有一個人和蘇格拉底聊天
[00:09:39.360 --> 00:09:40.560]  這些不知是真是假
[00:09:40.560 --> 00:09:42.400]  不過他這樣說
[00:09:42.400 --> 00:09:45.440]  那個人就說話給蘇格拉底聽
[00:09:45.440 --> 00:09:47.760]  大家知不知道他叫蘇格拉底
[00:09:47.760 --> 00:09:50.800]  是一個大哲學家
[00:09:50.800 --> 00:09:55.440]  蘇格拉底就問他
[00:09:55.440 --> 00:09:57.760]  三件事第一件事你告訴我這件事是不是真的
[00:09:57.760 --> 00:10:00.320]  Is it true
[00:10:00.320 --> 00:10:04.160]  我說我是聽回來的
[00:10:04.160 --> 00:10:06.720]  他說如果你這件事是聽回來的
[00:10:06.720 --> 00:10:10.320]  那你最好不要告訴我
[00:10:10.320 --> 00:10:11.840]  因為你都不知道是真是假
[00:10:11.840 --> 00:10:13.120]  你告訴我
[00:10:13.120 --> 00:10:15.040]  第二件事他問這件事
[00:10:15.040 --> 00:10:17.680]  那你講這件事關於那個人的事
[00:10:17.680 --> 00:10:19.520]  給我聽是好還是壞的
[00:10:19.520 --> 00:10:22.720]  他說是壞的
[00:10:22.720 --> 00:10:24.880]  我說你又不知道這件事是真是假
[00:10:24.880 --> 00:10:26.560]  你是講人家壞的給我聽
[00:10:26.560 --> 00:10:29.120]  是不是很厲害
[00:10:29.120 --> 00:10:31.680]  這些都不知道是不是真的蘇格拉底講的
[00:10:31.680 --> 00:10:32.960]  不過這幾句話都很有意思
[00:10:32.960 --> 00:10:35.520]  第三件事
[00:10:35.520 --> 00:10:40.400]  你說這件事對我有什麼用
[00:10:40.400 --> 00:10:42.960]  對我有什麼用
[00:10:42.960 --> 00:10:44.480]  第一件事你講的是真是假的
[00:10:44.480 --> 00:10:45.760]  我說我不是太清楚
[00:10:45.760 --> 00:10:46.800]  太不清楚
[00:10:46.800 --> 00:10:49.600]  第二件事關於那個人的事是好是壞的
[00:10:49.600 --> 00:10:50.880]  他說不好的
[00:10:50.880 --> 00:10:52.800]  不好的你又不清楚你告訴我
[00:10:52.800 --> 00:10:54.720]  第三件事對我有什麼用
[00:10:54.720 --> 00:10:58.560]  他說其實對你都沒有什麼用的
[00:10:58.560 --> 00:11:01.120]  又對我沒用你告訴我幹什麼
[00:11:01.120 --> 00:11:04.960]  他說要filter過這三件事你才好跟我說話
[00:11:04.960 --> 00:11:06.480]  大師就是大師
[00:11:06.480 --> 00:11:10.080]  不過其實我現在講什麼都不知道是不是真的蘇格拉底講的
[00:11:10.080 --> 00:11:12.000]  不過無論怎樣都好
[00:11:12.000 --> 00:11:15.200]  這三句話都挺有意思的
[00:11:15.200 --> 00:11:18.000]  所以大家記得那間航空公司
[00:11:18.000 --> 00:11:20.080]  我看報紙聽說
[00:11:20.080 --> 00:11:25.200]  它的股價跌了以幾億美金計
[00:11:25.200 --> 00:11:29.040]  我相信這個就不會太假了
[00:11:29.040 --> 00:11:30.560]  但跟著Facebook就說
[00:11:30.560 --> 00:11:32.880]  你猜它賠了多少錢給這個醫生呢
[00:11:32.880 --> 00:11:38.000]  那些傳出來我又不是很一定相信
[00:11:38.000 --> 00:11:43.120]  總之情愛和解到它是願意接受的
[00:11:43.120 --> 00:11:50.160]  因為這間公司的名聲已經被破壞了
[00:11:50.160 --> 00:11:54.000]  而實在有很多人說我不會再搭這間航空公司的了
[00:11:54.000 --> 00:11:56.960]  嘩很厲害
[00:11:56.960 --> 00:12:01.280]  所以如果我們做一件事是神得不到榮耀的
[00:12:01.280 --> 00:12:04.880]  我們要小心我們做還是不做
[00:12:04.880 --> 00:12:07.680]  第二點就是救人
[00:12:07.680 --> 00:12:08.720]  什麼叫救人呢
[00:12:08.720 --> 00:12:13.360]  哥本多前書9章第22節
[00:12:13.360 --> 00:12:16.400]  對軟弱的人我就作軟弱的人
[00:12:16.400 --> 00:12:18.320]  為要贏得軟弱的人
[00:12:18.320 --> 00:12:21.280]  對什麼人我就作什麼樣的人
[00:12:21.280 --> 00:12:23.840]  無論如何我總要救一些人
[00:12:23.840 --> 00:12:27.920]  如果你看前半段你就覺得這個人是很滑頭的
[00:12:27.920 --> 00:12:31.760]  對軟弱的人我就做軟弱的人
[00:12:31.760 --> 00:12:33.200]  但他有一個目的
[00:12:33.200 --> 00:12:35.360]  為要贏得軟弱的人
[00:12:35.360 --> 00:12:37.680]  贏得軟弱的人是什麼呢
[00:12:37.680 --> 00:12:41.280]  贏得他們的認同同意的人
[00:12:41.280 --> 00:12:42.800]  如果是這樣的意思
[00:12:42.800 --> 00:12:46.000]  就是我希望大家能夠接受我
[00:12:46.000 --> 00:12:48.320]  你們想我怎樣就怎樣
[00:12:48.320 --> 00:12:50.800]  你想牧師做小丑就做小丑
[00:12:50.800 --> 00:12:55.440]  你想牧師做什麼我都做的
[00:12:55.440 --> 00:13:00.240]  總之你們要支持我支持我
[00:13:00.240 --> 00:13:01.680]  但這裡呢
[00:13:01.680 --> 00:13:05.360]  對什麼樣的人我就作什麼樣的人
[00:13:05.360 --> 00:13:09.680]  好像你做什麼樣的人我就做什麼樣的人
[00:13:09.680 --> 00:13:11.760]  但原來他的目的
[00:13:11.760 --> 00:13:13.600]  保羅講的這句話
[00:13:13.600 --> 00:13:15.920]  無論如何我總要救一些人
[00:13:15.920 --> 00:13:18.480]  原來他是為了那些人的得救
[00:13:18.480 --> 00:13:19.600]  他們的救恩
[00:13:19.600 --> 00:13:24.240]  他願意不堅持一些自己的看法做法
[00:13:24.240 --> 00:13:25.920]  特別如果那些人的看法做法
[00:13:25.920 --> 00:13:27.040]  當然要加個注腳
[00:13:27.040 --> 00:13:29.680]  是不是好像他又沒有了這個東西
[00:13:29.680 --> 00:13:32.800]  我覺得好像我聽到聲音
[00:13:32.800 --> 00:13:36.320]  我講話嘛又扭回來了
[00:13:36.320 --> 00:13:37.920]  這叫做什麼
[00:13:37.920 --> 00:13:41.760]  不知道叫什麼
[00:13:41.760 --> 00:13:44.640]  保羅我記得早一天看聖經的時候
[00:13:44.640 --> 00:13:46.880]  其中有一段經文講什麼
[00:13:46.880 --> 00:13:50.160]  提摩泰的爸爸不是猶太人來的
[00:13:50.160 --> 00:13:52.000]  聖經說
[00:13:52.000 --> 00:13:53.840]  應該是外邦人
[00:13:53.840 --> 00:13:55.040]  不是猶太人就是外邦人
[00:13:55.040 --> 00:13:56.880]  如果沒有記錯可能是希臘人
[00:13:56.880 --> 00:14:00.000]  不過總之就是不是猶太人
[00:14:00.000 --> 00:14:03.520]  所以保羅如果要帶他去聖殿裏面
[00:14:03.520 --> 00:14:06.160]  提摩泰敬拜的聖殿就帶他出來
[00:14:06.160 --> 00:14:10.320]  那些猶太人是很難接受的
[00:14:10.320 --> 00:14:14.320]  由於提摩泰本身他爸爸不是猶太人
[00:14:14.320 --> 00:14:17.280]  他小時候第八天沒有做一件事
[00:14:17.280 --> 00:14:18.560]  大家知道什麼事了
[00:14:18.560 --> 00:14:20.880]  沒有受國禮的
[00:14:20.880 --> 00:14:22.960]  所以當提摩泰長大了
[00:14:22.960 --> 00:14:24.080]  已經出來跟保羅
[00:14:24.080 --> 00:14:28.160]  可以做保羅的門徒
[00:14:28.160 --> 00:14:32.800]  保羅跟他去做國禮
[00:14:32.800 --> 00:14:34.800]  這麼大的人都要他做國禮
[00:14:34.800 --> 00:14:36.480]  為什麼要做國禮
[00:14:36.480 --> 00:14:40.480]  因為他為了不想讓那些猶太人
[00:14:40.480 --> 00:14:43.280]  他們覺得很不高興
[00:14:43.280 --> 00:14:44.000]  很不接受
[00:14:44.000 --> 00:14:46.080]  甚至會抗拒
[00:14:46.080 --> 00:14:49.920]  甚至會有很大的反對
[00:14:49.920 --> 00:14:52.080]  所以保羅來說
[00:14:52.080 --> 00:14:54.160]  為了他們的軟弱
[00:14:54.160 --> 00:14:55.200]  他們的需要
[00:14:55.200 --> 00:14:57.920]  他願意去做這件事
[00:14:57.920 --> 00:15:00.960]  所以做行事為人
[00:15:00.960 --> 00:15:01.760]  第三點
[00:15:01.760 --> 00:15:03.200]  益人
[00:15:03.200 --> 00:15:04.800]  國民黨前書10章24節
[00:15:04.800 --> 00:15:07.920]  無論什麼人不要求自己的益處
[00:15:07.920 --> 00:15:09.600]  要求別人的益處
[00:15:09.600 --> 00:15:11.040]  今天我們很多時候
[00:15:11.040 --> 00:15:12.960]  這件事對我有什麼利益
[00:15:12.960 --> 00:15:15.360]  有什麼好處
[00:15:15.360 --> 00:15:17.760]  我都會去想做的
[00:15:17.760 --> 00:15:20.240]  但都要看我付多少代價
[00:15:20.240 --> 00:15:24.640]  我擺出來的effort有多少回報
[00:15:24.640 --> 00:15:27.440]  這是很正常的
[00:15:27.440 --> 00:15:28.560]  如果我做一件事
[00:15:28.560 --> 00:15:29.680]  對我都沒有幫助
[00:15:29.680 --> 00:15:31.600]  我做來做什麼
[00:15:31.600 --> 00:15:33.360]  很正常的
[00:15:33.360 --> 00:15:36.160]  但是它這裡是高層次的
[00:15:36.160 --> 00:15:38.640]  無論什麼人不要求自己的益處
[00:15:38.640 --> 00:15:41.120]  要求別人的益處
[00:15:41.120 --> 00:15:46.160]  其實這個歸根究底就是愛
[00:15:46.160 --> 00:15:48.480]  所以我在五堂的時候
[00:15:48.480 --> 00:15:50.160]  其實早堂講完了
[00:15:50.160 --> 00:15:51.680]  愛是恆久的忍耐
[00:15:51.680 --> 00:15:53.120]  有因此愛是不疾度
[00:15:53.120 --> 00:15:54.080]  不自誇不張狂
[00:15:54.080 --> 00:15:55.600]  不懼害羞的事
[00:15:55.600 --> 00:15:57.120]  不求自己的益處
[00:15:57.120 --> 00:15:58.160]  你記不記得
[00:15:58.160 --> 00:15:59.120]  不喜歡不義
[00:15:59.120 --> 00:16:00.080]  只喜歡真理凡事
[00:16:00.080 --> 00:16:00.720]  不愛凡事
[00:16:00.720 --> 00:16:01.280]  相信凡事
[00:16:01.280 --> 00:16:01.920]  不愛凡事
[00:16:01.920 --> 00:16:02.480]  忍耐愛事
[00:16:02.480 --> 00:16:03.360]  永不自適的
[00:16:03.360 --> 00:16:05.760]  其中愛裡面其中一樣東西
[00:16:05.760 --> 00:16:09.200]  神的愛是叫我們不求自己的益處
[00:16:09.200 --> 00:16:12.000]  所以如果一個人真的是
[00:16:12.000 --> 00:16:14.400]  這個愛篇也是保羅寫的
[00:16:14.400 --> 00:16:16.160]  在哥倫多前書13章
[00:16:16.160 --> 00:16:17.600]  他這裡是講第10章
[00:16:17.600 --> 00:16:19.520]  不求自己的益處
[00:16:19.520 --> 00:16:21.280]  是愛的一個表現
[00:16:21.280 --> 00:16:22.720]  而是求誰的益處
[00:16:22.720 --> 00:16:23.840]  求別人的益處
[00:16:23.840 --> 00:16:24.960]  所以如果我們做一件事
[00:16:24.960 --> 00:16:25.760]  自己沒有益處
[00:16:25.760 --> 00:16:26.720]  但是別人有益處
[00:16:26.720 --> 00:16:29.680]  這件事是真的可以經歷
[00:16:29.680 --> 00:16:32.720]  經得聖經裡面真理的考驗的
[00:16:32.720 --> 00:16:34.400]  他只要得到益處
[00:16:34.400 --> 00:16:35.680]  我們都要去做
[00:16:35.680 --> 00:16:38.800]  不是每一次要我有益處才去做
[00:16:38.800 --> 00:16:43.120]  這個也是我們基督徒行事為人的一個原則
[00:16:43.120 --> 00:16:44.000]  好了
[00:16:44.000 --> 00:16:45.440]  造就人
[00:16:45.440 --> 00:16:48.080]  哥倫多前書17章23節
[00:16:48.080 --> 00:16:49.760]  凡事都可行
[00:16:49.760 --> 00:16:51.120]  對不起
[00:16:51.120 --> 00:16:52.240]  我經常看這邊
[00:16:52.240 --> 00:16:56.000]  這個鐘是9點37分
[00:16:56.000 --> 00:16:59.600]  這個東西不妥的
[00:16:59.600 --> 00:17:02.960]  我很給他面子的
[00:17:02.960 --> 00:17:04.320]  不然我已經扔在地上了
[00:17:04.320 --> 00:17:07.520]  我的錶9點50分22秒
[00:17:07.520 --> 00:17:08.960]  我每天都對NOW TV
[00:17:08.960 --> 00:17:10.880]  一個秒都沒有變的
[00:17:10.880 --> 00:17:11.920]  每天都準的
[00:17:11.920 --> 00:17:13.200]  每天都準的這個錶
[00:17:13.200 --> 00:17:14.560]  98元人民幣
[00:17:14.560 --> 00:17:15.840]  這個錶很正的
[00:17:15.840 --> 00:17:16.800]  好了
[00:17:16.800 --> 00:17:18.480]  他這裡就是講到
[00:17:18.480 --> 00:17:19.520]  造就人
[00:17:19.520 --> 00:17:21.120]  凡事都可行
[00:17:21.120 --> 00:17:23.520]  但不都有益處
[00:17:23.520 --> 00:17:25.120]  這個銅板上面有沒有益處呢
[00:17:25.120 --> 00:17:26.800]  凡事都可行
[00:17:26.800 --> 00:17:28.320]  其實很多事我們都做到的
[00:17:28.320 --> 00:17:29.920]  不是說做不到的
[00:17:29.920 --> 00:17:31.680]  你說可不可以去打人呢
[00:17:31.680 --> 00:17:34.000]  你試試打旁邊那個
[00:17:34.000 --> 00:17:36.560]  一下打下去打到他的
[00:17:36.560 --> 00:17:38.320]  凡事你都可以做到的
[00:17:38.320 --> 00:17:39.680]  凡事都可行的
[00:17:39.680 --> 00:17:42.400]  但是這樣是不是有益處呢
[00:17:42.400 --> 00:17:43.360]  無端打人
[00:17:43.360 --> 00:17:44.320]  凡事都可行
[00:17:44.320 --> 00:17:46.000]  但不都造就人
[00:17:46.000 --> 00:17:50.320]  所以如果對人沒有造就的
[00:17:50.320 --> 00:17:51.200]  不造就的
[00:17:51.200 --> 00:17:52.720]  我們不要講
[00:17:52.720 --> 00:17:54.400]  不要做
