
[00:00:00.000 --> 00:00:03.640]  平安神
[00:02:22.080 --> 00:02:27.040]  是很強調我們孝敬父母
[00:02:27.040 --> 00:02:30.160]  是聖經裡面唯一一條
[00:02:30.160 --> 00:02:32.800]  帶著應許的誡命
[00:02:32.800 --> 00:02:34.360]  孝敬父母
[00:02:34.360 --> 00:02:37.080]  是當父母在世的時候
[00:02:37.080 --> 00:02:41.240]  我們應該盡賞我們對他的敬愛
[00:02:41.240 --> 00:02:42.920]  對他的孝順
[00:02:42.920 --> 00:02:45.080]  而不是當他死了之後
[00:02:45.080 --> 00:02:46.760]  我們用很多東西
[00:02:46.760 --> 00:02:50.040]  想好像有補救有挽回一樣
[00:02:50.040 --> 00:02:52.800]  因此我們很需要明白
[00:02:52.800 --> 00:02:57.920]  到底神怎樣看祭祖那些問題
[00:02:57.920 --> 00:02:59.040]  因為我們的神
[00:02:59.040 --> 00:03:00.160]  聖經裡面說
[00:03:00.160 --> 00:03:03.120]  他是一個忌邪的神
[00:03:03.120 --> 00:03:06.040]  特別在《采吸記》第二十章
[00:03:06.040 --> 00:03:08.520]  講到第二屆的時候
[00:03:08.520 --> 00:03:12.480]  聖經是有很清楚給我們的教導
[00:03:12.480 --> 00:03:15.040]  讓我現在讀一讀
[00:03:15.040 --> 00:03:18.880]  《采吸記》第二十章第二屆
[00:03:18.880 --> 00:03:23.680]  他說不可為自己雕刻偶像
[00:03:23.680 --> 00:03:28.880]  好像不可作什麽形象
[00:03:28.880 --> 00:03:32.240]  彷彿是上天下地的
[00:03:32.240 --> 00:03:34.720]  以及地底下的
[00:03:34.720 --> 00:03:37.320]  水中的百物
[00:03:37.320 --> 00:03:41.040]  不可跪拜的那些像
[00:03:41.040 --> 00:03:44.040]  也不可以侍奉他
[00:03:44.040 --> 00:03:49.160]  因爲我耶和華里的神是忌邪的神
[00:03:49.160 --> 00:03:56.040]  但我必是追討你們的罪
[00:03:56.040 --> 00:04:00.480]  是至父及子直到三四代
[00:04:00.480 --> 00:04:03.720]  凡愛我守我誡命的
[00:04:03.720 --> 00:04:07.240]  我必向他們廣施自愛
[00:04:07.240 --> 00:04:10.400]  直到千代
[00:04:10.400 --> 00:04:13.240]  原來神很清楚提醒我們
[00:04:13.240 --> 00:04:16.440]  我們千萬不要做一些偶像
[00:04:16.440 --> 00:04:19.520]  或者不要跪拜一些東西
[00:04:19.520 --> 00:04:22.600]  因爲有很多時候到了清明節
[00:04:22.600 --> 00:04:25.880]  我們就說我們會去拜山
[00:04:25.880 --> 00:04:27.680]  到底什麽叫做拜山
[00:04:27.680 --> 00:04:32.400]  首先拜這個字就引起一個問題
[00:04:32.400 --> 00:04:35.720]  是不是我要拜這些祖先
[00:04:35.720 --> 00:04:38.280]  所以很多時候我們應該正確地說
[00:04:38.280 --> 00:04:40.120]  是掃墓
[00:04:40.120 --> 00:04:42.520]  清理一下墓穴
[00:04:42.520 --> 00:04:44.640]  把環境打理好
[00:04:44.640 --> 00:04:46.440]  帶著一些鮮花
[00:04:46.440 --> 00:04:50.000]  以致我們去紀念我們的先人
[00:04:50.000 --> 00:04:52.160]  而不是去拜祭他
[00:04:52.160 --> 00:04:53.440]  因爲很多時候
[00:04:53.440 --> 00:04:55.000]  我們都知道有些基督徒
[00:04:55.000 --> 00:04:57.800]  在一些不信主的家人當中
[00:04:57.800 --> 00:04:59.920]  會受到很大的壓力
[00:04:59.920 --> 00:05:01.520]  到清明節的時候
[00:05:01.520 --> 00:05:04.520]  我應不應該去祭拜呢
[00:05:04.520 --> 00:05:06.680]  我應該怎麽去做呢
[00:05:06.680 --> 00:05:12.200]  因此我們很需要帶著一個恭敬的心
[00:05:12.200 --> 00:05:15.520]  首先我們不是去拜祭他
[00:05:15.520 --> 00:05:19.320]  有些人說我信不信行鞠躬禮
[00:05:19.320 --> 00:05:22.960]  沒錯 鞠躬好像是一個禮貌的儀式
[00:05:22.960 --> 00:05:25.480]  我們對長輩的尊敬
[00:05:25.480 --> 00:05:27.280]  但是有時候有些人喊著
[00:05:27.280 --> 00:05:30.200]  一鞠躬 再鞠躬 三鞠躬
[00:05:30.200 --> 00:05:32.800]  就好像一個敬拜那樣
[00:05:32.800 --> 00:05:34.800]  因此我們可以低頭
[00:05:34.800 --> 00:05:36.640]  我們安靜祈禱
[00:05:36.640 --> 00:05:41.440]  也都是用這種態度表明
[00:05:41.440 --> 00:05:44.920]  我們很孝敬我們的祖先
[00:05:44.920 --> 00:05:47.320]  我們真的很懷念他
[00:05:47.320 --> 00:05:49.200]  但是好像剛才我說的
[00:05:49.200 --> 00:05:52.120]  其實我們對祖先 對父母的孝敬
[00:05:52.120 --> 00:05:54.840]  應該是他在生的時候
[00:05:54.840 --> 00:05:56.320]  我們努力去做
[00:05:56.320 --> 00:05:58.200]  而不是他死了之後
[00:05:58.200 --> 00:05:59.920]  我們找很多方法
[00:05:59.920 --> 00:06:02.240]  好像去彌補一樣
[00:06:02.240 --> 00:06:05.400]  另外就是我們中國人很容易的
[00:06:05.400 --> 00:06:09.760]  就說 哎呀 祖先怎麽樣來保護我們
[00:06:09.760 --> 00:06:11.640]  甚至在家裏面
[00:06:11.640 --> 00:06:15.800]  要擺一些列祖的位置
[00:06:15.800 --> 00:06:17.760]  好像我們去紀念他
[00:06:17.760 --> 00:06:19.600]  因此有很多人建議
[00:06:19.600 --> 00:06:22.640]  我們可以寫一個家譜
[00:06:22.640 --> 00:06:24.880]  將我們的父母
[00:06:24.880 --> 00:06:26.600]  父母的上一代
[00:06:26.600 --> 00:06:28.200]  我們的祖父祖母
[00:06:28.200 --> 00:06:29.880]  那些名字全部列出來
[00:06:29.880 --> 00:06:32.760]  我們用一個表來記載
[00:06:32.760 --> 00:06:36.760]  以致我們是神宗追遠的
[00:06:36.760 --> 00:06:40.040]  不是忘記了我們的祖先
[00:06:40.040 --> 00:06:43.760]  但是我們不需要用一個牌位
[00:06:43.760 --> 00:06:46.640]  用一些東西來表達
[00:06:46.640 --> 00:06:49.360]  我們對祖先的尊敬
[00:06:49.360 --> 00:06:52.720]  所以聖經裏面是很清楚的跟我們說
[00:06:52.720 --> 00:06:55.160]  是不可以用一些像
[00:06:55.160 --> 00:07:01.160]  不可以用一些很明顯的物件
[00:07:01.160 --> 00:07:03.400]  來去拜祭的
[00:07:03.400 --> 00:07:06.440]  所以我們心裏面不是要去拜祭
[00:07:06.440 --> 00:07:09.240]  而是我們只不過是一個尊敬
[00:07:09.240 --> 00:07:11.760]  一個的紀念
[00:07:11.760 --> 00:07:13.440]  還有在香港
[00:07:13.440 --> 00:07:16.360]  我也主持了很多的安息禮拜
[00:07:16.360 --> 00:07:18.160]  完了安息禮拜之後
[00:07:18.160 --> 00:07:21.400]  就有所謂「解餵酒」
[00:07:21.400 --> 00:07:22.680]  最先我不明白
[00:07:22.680 --> 00:07:25.080]  什麽叫做「解餵酒」
[00:07:25.080 --> 00:07:27.840]  後來有一個牧師跟我說
[00:07:27.840 --> 00:07:30.880]  就是「解除污穢」的意思
[00:07:30.880 --> 00:07:33.560]  所以他說他通常宣佈的時候
[00:07:33.560 --> 00:07:36.360]  不是說一會兒我們去哪個地方
[00:07:36.360 --> 00:07:37.760]  有「解餵酒」
[00:07:37.760 --> 00:07:40.800]  而是叫做「解憂飯」
[00:07:40.800 --> 00:07:44.040]  因為我們可能很多東西很擔憂、很憂愁
[00:07:44.040 --> 00:07:47.560]  但是現在我們可以大家一起有一個「Fellowship」
[00:07:47.560 --> 00:07:48.880]  有一個交通
[00:07:48.880 --> 00:07:52.320]  所以西方很多時候他們就說
[00:07:52.320 --> 00:07:54.720]  我們一會兒有一個「Fellowship」
[00:07:54.720 --> 00:07:56.600]  大家可以去哪裏呢?
[00:07:56.600 --> 00:07:59.520]  我們一起吃些東西給錢的商教
[00:07:59.520 --> 00:08:01.560]  我們中國人太多就覺得
[00:08:01.560 --> 00:08:03.640]  我去完殯儀館
[00:08:03.640 --> 00:08:06.000]  我參加完這個喪禮
[00:08:06.000 --> 00:08:08.040]  好像我有「污穢」
[00:08:08.040 --> 00:08:10.320]  因此我要潔淨自己
[00:08:10.320 --> 00:08:12.760]  我要解除這些「污穢」
[00:08:12.760 --> 00:08:16.200]  這個完全是一個錯誤的觀念
[00:08:16.200 --> 00:08:19.800]  因此讓我們帶著一個正確的態度
[00:08:19.800 --> 00:08:23.600]  所以每一次當我們參加一些親友
[00:08:23.600 --> 00:08:26.480]  一些我們很敬愛的前輩
[00:08:26.480 --> 00:08:28.480]  他們的「安息禮拜」的時候
[00:08:28.480 --> 00:08:31.120]  讓我們帶著這一份的態度
[00:08:31.120 --> 00:08:33.040]  當我們做得好的時候
[00:08:33.040 --> 00:08:36.440]  我們就可以影響我們身邊的家人
[00:08:36.440 --> 00:08:39.320]  特別當我們可能在家裏面
[00:08:39.320 --> 00:08:41.640]  是唯一信主的人
[00:08:41.640 --> 00:08:44.360]  我的兄弟姊妹、我的親戚
[00:08:44.360 --> 00:08:46.080]  可能他們都未信主
[00:08:46.080 --> 00:08:49.120]  你應該好好地跟他們解釋
[00:08:49.120 --> 00:08:51.120]  為什麼我們要這樣做
[00:08:51.120 --> 00:08:52.960]  我相信我們的家人
[00:08:52.960 --> 00:08:55.920]  一定會很體諒、很接納我們
[00:08:55.920 --> 00:09:00.280]  以致明白我們所做的是什麼意思
[00:09:00.280 --> 00:09:02.960]  我想再一次很鄭重的提醒
[00:09:02.960 --> 00:09:08.000]  我們千萬不可以祭祖
[00:09:08.000 --> 00:09:11.960]  我們只可以敬重我們的先人
[00:09:11.960 --> 00:09:15.080]  而且我們帶著一個懷念的心
[00:09:15.080 --> 00:09:18.840]  神是很嚴厲地警戒我們
[00:09:18.840 --> 00:09:22.560]  不可以去拜祭其他人
[00:09:22.560 --> 00:09:24.160]  只要獨一的神
[00:09:24.160 --> 00:09:26.720]  我們是要尊崇我們的神
[00:09:26.720 --> 00:09:28.000]  高舉祂
[00:09:28.000 --> 00:09:29.760]  所以求神幫助我們
[00:09:29.760 --> 00:09:32.520]  讓我們在一些中國習俗的裏面
[00:09:32.520 --> 00:09:34.720]  我們可以站立得穩
[00:09:34.720 --> 00:09:37.440]  讓我們成為一個好的見證
[00:09:37.440 --> 00:09:39.240]  歸榮耀比神
[00:09:39.240 --> 00:09:41.240]  願神賜福給各位
