
[00:00:00.000 --> 00:00:01.200]  第二節就平安了
[00:01:51.200 --> 00:01:52.520]  我們有不同的
[00:01:52.520 --> 00:01:56.520]  途徑去認識這位神
[00:01:57.480 --> 00:01:59.440]  無論我們的重新得救
[00:01:59.440 --> 00:02:01.280]  或者我們在人生裡面
[00:02:01.280 --> 00:02:02.480]  我們的伯特利
[00:02:02.480 --> 00:02:04.040]  我們知道
[00:02:04.040 --> 00:02:05.800]  我們一個信徒的旅程
[00:02:05.800 --> 00:02:08.120]  不是單單在他起點
[00:02:08.120 --> 00:02:09.560]  在他決志那一剎那
[00:02:09.560 --> 00:02:11.840]  而是在他整個生命裡面
[00:02:11.840 --> 00:02:14.200]  他要經歷上帝為他預備的
[00:02:14.200 --> 00:02:15.560]  雅各也是
[00:02:15.560 --> 00:02:18.400]  雅各不是單單在伯特利說
[00:02:18.400 --> 00:02:20.400]  「神啊,我遇到祢就OK了」
[00:02:20.400 --> 00:02:22.000]  然後他的生命裡面
[00:02:22.000 --> 00:02:23.960]  一路被神改變
[00:02:23.960 --> 00:02:26.760]  神就讓他的生命成為一個制
[00:02:26.960 --> 00:02:28.320]  一個美好的見證
[00:02:28.320 --> 00:02:30.760]  神就讓他的生命去塗造
[00:02:30.760 --> 00:02:34.800]  去對付雅各他一些不好的品性
[00:02:34.800 --> 00:02:36.280]  對付他一些
[00:02:36.280 --> 00:02:39.760]  在神看來是一些貪婪
[00:02:39.760 --> 00:02:42.640]  一些要死都要活著的人生
[00:02:42.640 --> 00:02:44.200]  同樣我們也是
[00:02:44.200 --> 00:02:47.600]  我們的人生很可能被我們這個世界的價值觀
[00:02:47.600 --> 00:02:48.640]  去活實了
[00:02:48.640 --> 00:02:50.640]  我們用我們的兩雙手
[00:02:50.640 --> 00:02:52.280]  去活著很多的東西
[00:02:52.280 --> 00:02:56.560]  神就是讓他自己的聖靈在當中
[00:02:56.760 --> 00:02:58.600]  去塗造我們的生命
[00:02:58.600 --> 00:03:00.920]  所以我們的生命不是單單說
[00:03:00.920 --> 00:03:03.480]  「我決志信耶穌成為我一生的救主」
[00:03:03.480 --> 00:03:05.000]  「我的罪得赦免」
[00:03:05.000 --> 00:03:07.640]  那是我的起點之後
[00:03:07.640 --> 00:03:10.360]  我怎樣神繼續的去幫我
[00:03:10.360 --> 00:03:12.360]  在我的黑暗的生命裡面
[00:03:12.360 --> 00:03:13.680]  成為我的亮光
[00:03:13.680 --> 00:03:16.400]  雅各告訴我們
[00:03:16.400 --> 00:03:17.200]  他晚黑
[00:03:17.200 --> 00:03:19.080]  當他帶著他的妻兒
[00:03:19.080 --> 00:03:21.400]  回到他自己的家鄉裡面的時候
[00:03:21.400 --> 00:03:23.840]  他就在阿博道口的時候
[00:03:24.040 --> 00:03:27.640]  他就護送他的家人、婢女
[00:03:27.640 --> 00:03:28.840]  大家會問
[00:03:28.840 --> 00:03:30.000]  「為什麼他會在晚上呢?」
[00:03:30.000 --> 00:03:30.880]  「五天前呢?」
[00:03:30.880 --> 00:03:33.600]  原來就是因為他之前做了一些事情
[00:03:33.600 --> 00:03:35.080]  對哥哥耳掃不絕
[00:03:35.080 --> 00:03:36.760]  他跟著他哥哥
[00:03:36.760 --> 00:03:38.560]  四百人圍捕他
[00:03:38.560 --> 00:03:40.160]  所以他要在晚上
[00:03:40.160 --> 00:03:41.520]  將他的妻兒
[00:03:41.520 --> 00:03:42.880]  一切的家產
[00:03:42.880 --> 00:03:44.320]  都渡過河一邊
[00:03:44.320 --> 00:03:47.440]  然後他就去一個人去想一下
[00:03:47.440 --> 00:03:50.800]  「我明天怎樣面對我哥哥耳掃?」
[00:03:50.800 --> 00:03:53.720]  因為我騙過蔣子澄的事情
[00:03:53.960 --> 00:03:55.280]  我騙了我哥哥
[00:03:55.280 --> 00:03:58.640]  我更加怎樣去面對四百人的時候
[00:03:58.640 --> 00:04:00.360]  我怎樣說些什麼話
[00:04:00.360 --> 00:04:01.960]  去軟化我哥哥
[00:04:01.960 --> 00:04:05.440]  好叫我哥哥對我的仇恨減少
[00:04:05.440 --> 00:04:08.720]  他在這個寂靜的夜晚
[00:04:08.720 --> 00:04:10.240]  他會不停地思想
[00:04:10.240 --> 00:04:11.480]  怎樣去
[00:04:11.480 --> 00:04:13.760]  能夠令我哥哥耳掃
[00:04:13.760 --> 00:04:15.400]  對我懷恨的心
[00:04:15.400 --> 00:04:16.800]  能夠去軟化
[00:04:16.800 --> 00:04:20.480]  他舉目無人的時候
[00:04:20.480 --> 00:04:21.280]  有一個人
[00:04:21.280 --> 00:04:22.920]  這個人神秘人
[00:04:23.280 --> 00:04:25.440]  不知為何突然走來跟他摔角
[00:04:25.440 --> 00:04:27.320]  當然
[00:04:27.320 --> 00:04:29.120]  有人跟你摔角的時候
[00:04:29.120 --> 00:04:31.680]  雅各他就會自己去自慰
[00:04:31.680 --> 00:04:34.520]  於是他就跟這個人一直這樣摔角
[00:04:34.520 --> 00:04:36.880]  不知為何
[00:04:36.880 --> 00:04:38.880]  雅各不知是否學過摔角
[00:04:38.880 --> 00:04:41.200]  他將這個神秘人摔倒了
[00:04:41.200 --> 00:04:43.840]  但這個神秘人突然間
[00:04:43.840 --> 00:04:45.440]  在雅各的大腿裏面
[00:04:45.440 --> 00:04:46.280]  撕了一下
[00:04:46.280 --> 00:04:49.240]  他的腿就受傷了
[00:04:49.240 --> 00:04:52.520]  雅各他很不明白
[00:04:52.640 --> 00:04:54.640]  我明明打贏他
[00:04:54.640 --> 00:04:57.160]  為何他會反敗為勝呢?
[00:04:57.160 --> 00:04:59.240]  為何這個人那麼厲害呢?
[00:04:59.240 --> 00:05:01.240]  為何能夠傷害我的腿呢?
[00:05:01.240 --> 00:05:02.400]  我明明贏了他
[00:05:02.400 --> 00:05:05.200]  雅各雖然受了傷
[00:05:05.200 --> 00:05:06.640]  他仍然都不肯罷手
[00:05:06.640 --> 00:05:07.880]  他死纏不放
[00:05:07.880 --> 00:05:10.800]  因為他原來知道這個神秘人
[00:05:10.800 --> 00:05:12.160]  可以為他帶來祝福
[00:05:12.160 --> 00:05:16.360]  更加可以幫助他怎樣面對明天
[00:05:16.360 --> 00:05:18.720]  他見到他哥哥耳掃的時候
[00:05:18.720 --> 00:05:20.040]  他要解決
[00:05:20.040 --> 00:05:22.720]  很多年來的恩恩怨怨
[00:05:22.720 --> 00:05:25.360]  天快亮了
[00:05:25.360 --> 00:05:29.360]  這個神秘人就告訴雅各
[00:05:29.360 --> 00:05:32.160]  「走吧,大家都摔角完了」
[00:05:32.160 --> 00:05:33.840]  雅各就說
[00:05:33.840 --> 00:05:36.000]  「不行,你一定要為我祝福」
[00:05:36.000 --> 00:05:39.000]  大家知道雅各
[00:05:39.000 --> 00:05:41.440]  為了得到他爸爸的祝福
[00:05:41.440 --> 00:05:43.720]  而欺騙了他爸爸
[00:05:43.720 --> 00:05:45.960]  更加欺騙了他哥哥耳掃
[00:05:45.960 --> 00:05:49.360]  現在他用同樣的方法
[00:05:49.640 --> 00:05:51.920]  希望這個神秘人給他一些祝福
[00:05:51.920 --> 00:05:55.240]  所以當我們信主之後
[00:05:55.240 --> 00:05:57.240]  我們的性格
[00:05:57.240 --> 00:05:59.400]  我們的心路歷程
[00:05:59.400 --> 00:06:00.480]  是否會改變呢?
[00:06:00.480 --> 00:06:01.800]  改變有多少呢?
[00:06:01.800 --> 00:06:04.080]  這個只有你自己才可以回答
[00:06:04.080 --> 00:06:05.400]  上帝問你的問題
[00:06:05.400 --> 00:06:10.240]  神秘人沒有立刻為雅各祝福
[00:06:10.240 --> 00:06:12.480]  他只問雅各你叫什麼名字
[00:06:12.480 --> 00:06:14.080]  雅各就說
[00:06:14.080 --> 00:06:14.920]  「我叫雅各」
[00:06:14.920 --> 00:06:18.240]  原來創世者的作者
[00:06:18.360 --> 00:06:20.960]  給我們一個很大的震撼
[00:06:20.960 --> 00:06:23.800]  就是原來他要透過這個神秘人
[00:06:23.800 --> 00:06:25.640]  問雅各叫什麼名字的時候
[00:06:25.640 --> 00:06:28.520]  雅各這個名字
[00:06:28.520 --> 00:06:30.360]  他就告訴這個神秘人
[00:06:30.360 --> 00:06:32.600]  他過去其實
[00:06:32.600 --> 00:06:33.720]  雅各是解什麼呢?
[00:06:33.720 --> 00:06:34.760]  就是抓住
[00:06:34.760 --> 00:06:36.800]  如果真正的解釋
[00:06:36.800 --> 00:06:37.640]  就是欺騙
[00:06:37.640 --> 00:06:39.520]  他欺騙了他爸爸
[00:06:39.520 --> 00:06:41.160]  他欺騙了耳掃
[00:06:41.160 --> 00:06:43.240]  他更加欺騙了拉班
[00:06:43.240 --> 00:06:45.520]  於是神秘人就說
[00:06:45.520 --> 00:06:47.440]  「好吧,你以後都不要叫雅各」
[00:06:47.880 --> 00:06:49.040]  「你叫以色列」
[00:06:49.040 --> 00:06:51.600]  雅各說好吧
[00:06:51.600 --> 00:06:52.640]  那就叫以色列
[00:06:52.640 --> 00:06:55.440]  大家知不知道其實以色列是解什麼呢?
[00:06:55.440 --> 00:06:59.080]  以色列就是說他曾與神搏鬥
[00:06:59.080 --> 00:07:00.640]  在希伯來民的原民
[00:07:00.640 --> 00:07:03.360]  雅各他就是從
[00:07:03.360 --> 00:07:05.480]  一個神的使者
[00:07:05.480 --> 00:07:07.000]  去摔角
[00:07:07.000 --> 00:07:10.360]  或者我們說雅各其實是打贏
[00:07:10.360 --> 00:07:12.240]  其實如果你看清楚這些經文
[00:07:12.240 --> 00:07:13.680]  他其實是打輸
[00:07:13.680 --> 00:07:17.280]  當雅各聽見神秘人
[00:07:17.280 --> 00:07:18.760]  叫他做以色列的時候
[00:07:18.760 --> 00:07:21.800]  他更加知道這個神秘人大有來頭
[00:07:21.800 --> 00:07:25.200]  所以雅各都死纏爛打
[00:07:25.200 --> 00:07:26.840]  就像英文James一樣
[00:07:26.840 --> 00:07:28.360]  抓住不放
[00:07:28.360 --> 00:07:30.400]  一定要他得到祝福
[00:07:30.400 --> 00:07:31.520]  然後才放他
[00:07:31.520 --> 00:07:35.120]  雅各是一個很聰明的世界仔
[00:07:35.120 --> 00:07:37.760]  他在伯特利
[00:07:37.760 --> 00:07:40.360]  他得到要神給他的祝福
[00:07:40.360 --> 00:07:41.960]  他要神應許他
[00:07:41.960 --> 00:07:44.320]  未來的日子
[00:07:44.320 --> 00:07:46.400]  他要回到自己的鄉下
[00:07:47.120 --> 00:07:48.160]  今天他同樣
[00:07:48.160 --> 00:07:50.120]  要在這個神秘人裡面
[00:07:50.120 --> 00:07:52.320]  要得到神秘人給他的祝福
[00:07:52.320 --> 00:07:57.880]  於是神秘人就給了他一個祝福
[00:07:57.880 --> 00:08:01.120]  當我們看到這裡的時候
[00:08:01.120 --> 00:08:02.480]  我們發覺
[00:08:02.480 --> 00:08:05.480]  雅各與神秘人許出交之後
[00:08:05.480 --> 00:08:07.960]  他多了兩件事
[00:08:07.960 --> 00:08:09.240]  第一
[00:08:09.240 --> 00:08:11.120]  他有一個新的名字
[00:08:11.120 --> 00:08:12.720]  叫做以色列
[00:08:12.720 --> 00:08:14.720]  第二樣東西
[00:08:15.160 --> 00:08:17.600]  就是他身上有一條疤痕
[00:08:17.600 --> 00:08:21.640]  新的名字是什麼呢?
[00:08:21.640 --> 00:08:24.800]  就是雅各成為一個新的人
[00:08:24.800 --> 00:08:27.520]  頂子們我們信了主之後
[00:08:27.520 --> 00:08:28.920]  我們有沒有改回英文名字呢?
[00:08:28.920 --> 00:08:31.320]  你有沒有改回我英文名字
[00:08:31.320 --> 00:08:32.200]  叫做Steven呢?
[00:08:32.200 --> 00:08:35.040]  知道Steven的意思是什麼嗎?
[00:08:35.040 --> 00:08:37.000]  大家看看《新約聖經》
[00:08:37.000 --> 00:08:39.840]  第一個人被石頭扔死的那個
[00:08:39.840 --> 00:08:41.080]  就叫做史提反
[00:08:41.080 --> 00:08:42.720]  他的英文名字叫做Steven
[00:08:42.720 --> 00:08:44.880]  其實我改這個名字的時候
[00:08:44.880 --> 00:08:45.800]  我剛剛信了主
[00:08:45.800 --> 00:08:48.240]  我希望不會被石頭扔死
[00:08:48.240 --> 00:08:49.000]  就改這個名字
[00:08:49.000 --> 00:08:49.720]  這個是真的
[00:08:49.720 --> 00:08:50.920]  那時候很天真
[00:08:50.920 --> 00:08:52.840]  想著被石頭扔死也不錯
[00:08:52.840 --> 00:08:55.480]  一個新的名字
[00:08:55.480 --> 00:08:57.960]  新的名字帶來什麼呢?
[00:08:57.960 --> 00:08:59.680]  這個名字
[00:08:59.680 --> 00:09:03.240]  帶來原來是上帝給雅各一個新的祝福
[00:09:03.240 --> 00:09:05.840]  就好像大家知道
[00:09:05.840 --> 00:09:07.040]  我們讀舊約聖經
[00:09:07.040 --> 00:09:07.800]  阿伯蘭
[00:09:07.800 --> 00:09:09.200]  他是他的名字
[00:09:09.200 --> 00:09:10.920]  但他後來改了什麼呢?
[00:09:10.920 --> 00:09:12.320]  大家知不知道阿伯蘭
[00:09:12.320 --> 00:09:14.040]  他的希伯來文叫什麼呢?
[00:09:14.040 --> 00:09:15.280]  他是尊貴的父
[00:09:15.280 --> 00:09:18.480]  後來他改了一個名字叫做阿伯拉罕
[00:09:18.480 --> 00:09:19.880]  阿伯拉罕是什麼名字呢?
[00:09:19.880 --> 00:09:20.520]  是為什麼呢?
[00:09:20.520 --> 00:09:21.880]  就是多國的父
[00:09:21.880 --> 00:09:24.440]  撒萊他的名字
[00:09:24.440 --> 00:09:26.240]  是叫做尊貴的母
[00:09:26.240 --> 00:09:29.080]  不過後來撒萊他改了名字叫撒拉
[00:09:29.080 --> 00:09:30.560]  是多國的母
[00:09:30.560 --> 00:09:33.080]  這個都是我們
[00:09:33.080 --> 00:09:34.800]  在聖經裡面所學
[00:09:34.800 --> 00:09:35.640]  為什麼要改名呢?
[00:09:35.640 --> 00:09:37.560]  阿各他一生前
[00:09:37.560 --> 00:09:38.720]  半生未改名之前
[00:09:38.720 --> 00:09:40.280]  他是叫做韋儒
[00:09:40.280 --> 00:09:43.480]  他要韋儒人世間所有的名和利
[00:09:44.040 --> 00:09:45.960]  他要用一些欺騙的手法
[00:09:45.960 --> 00:09:47.920]  要得到名和利
[00:09:47.920 --> 00:09:50.400]  所以如果你看《創世紀》前半部
[00:09:50.400 --> 00:09:52.000]  阿各他一生的時候
[00:09:52.000 --> 00:09:53.840]  是不是可能我們的寫照呢?
[00:09:53.840 --> 00:09:56.320]  我們在這個世界的價值觀裡面
[00:09:56.320 --> 00:09:58.400]  我們是不是一生用了半生
[00:09:58.400 --> 00:10:00.560]  都去找我們的名和利呢?
[00:10:00.560 --> 00:10:03.840]  當他遇到這位跟他出國的人
[00:10:03.840 --> 00:10:05.720]  改了名叫做以色列
[00:10:05.720 --> 00:10:08.440]  這個以色列其實
[00:10:08.440 --> 00:10:09.760]  就是告訴我們
[00:10:09.760 --> 00:10:11.400]  其實他有另外一個
[00:10:11.400 --> 00:10:12.800]  最新的
[00:10:13.280 --> 00:10:14.360]  深層的意思
[00:10:14.360 --> 00:10:15.520]  就是說
[00:10:15.520 --> 00:10:16.680]  你的生命
[00:10:16.680 --> 00:10:19.040]  是要神親自掌管
[00:10:19.040 --> 00:10:21.000]  所以以色列
[00:10:21.000 --> 00:10:23.160]  在這個阿各裡面
[00:10:23.160 --> 00:10:24.440]  他要從
[00:10:24.440 --> 00:10:27.240]  他揹著這個世界名和利的時候
[00:10:27.240 --> 00:10:28.840]  他要成為
[00:10:28.840 --> 00:10:30.120]  讓他的生命
[00:10:30.120 --> 00:10:31.480]  被神管治
[00:10:31.480 --> 00:10:33.640]  所以
[00:10:33.640 --> 00:10:35.320]  阿各他能不能夠
[00:10:35.320 --> 00:10:38.640]  在以後讓他剩餘的生命裡面
[00:10:38.640 --> 00:10:40.320]  被神去管治
[00:10:40.320 --> 00:10:42.840]  他不像以往一樣
[00:10:42.840 --> 00:10:44.560]  他揹著名和利
[00:10:44.560 --> 00:10:46.760]  他更加不會像以往一樣
[00:10:46.760 --> 00:10:48.040]  是自己作主
[00:10:48.040 --> 00:10:49.440]  他是謙卑
[00:10:49.440 --> 00:10:50.920]  去到這位跟他摔跤
[00:10:50.920 --> 00:10:52.200]  這位神的面前
[00:10:52.200 --> 00:10:54.680]  知道他以後的生命
[00:10:54.680 --> 00:10:56.200]  都是由神作主
[00:10:56.200 --> 00:11:01.680]  保羅他在《爾忽所書》說
[00:11:01.680 --> 00:11:05.360]  「你們要脫去從前行為上的舊人
[00:11:05.360 --> 00:11:08.360]  這舊人是因為私慾的迷惑
[00:11:08.360 --> 00:11:09.640]  漸漸變壞
[00:11:09.640 --> 00:11:11.640]  我們要穿上新人
[00:11:12.200 --> 00:11:15.000]  這新人是照著神的形象做的
[00:11:15.000 --> 00:11:18.080]  有真理的仁義和聖潔」
[00:11:18.080 --> 00:11:21.040]  第一,我們要有新的名
[00:11:21.040 --> 00:11:24.160]  新的名帶來給阿各新的祝福
[00:11:24.160 --> 00:11:25.600]  讓他明白
[00:11:25.600 --> 00:11:27.240]  他人生的生命
[00:11:27.240 --> 00:11:30.440]  不是單單在伯特利開始
[00:11:30.440 --> 00:11:33.520]  是他人生經歷上帝的時候
[00:11:33.520 --> 00:11:36.440]  神就慢慢塗造他的生命
[00:11:36.440 --> 00:11:38.560]  成為神合用的器皿
[00:11:38.560 --> 00:11:41.400]  第二種,我剛才說
[00:11:41.800 --> 00:11:43.360]  就是一個新的疤痕
[00:11:43.360 --> 00:11:44.920]  因為出國的時候
[00:11:44.920 --> 00:11:48.280]  這位人就在大腿上撕了一刻
[00:11:48.280 --> 00:11:51.000]  這個新痕
[00:11:51.000 --> 00:11:54.160]  就是為阿各帶來一個叫做
[00:11:54.160 --> 00:11:56.800]  「皮盧伊勒」這個地方
[00:11:56.800 --> 00:11:59.440]  所以我們剛才讀經文說
[00:11:59.440 --> 00:12:02.320]  以色人都不吃動物的大腿
[00:12:02.320 --> 00:12:03.040]  就是這個意思
[00:12:03.040 --> 00:12:07.000]  如果說到傷痕
[00:12:07.000 --> 00:12:10.800]  弟兄姊妹,我相信我們身上
[00:12:11.560 --> 00:12:13.840]  或者有兩種的傷痕
[00:12:13.840 --> 00:12:17.960]  第一種的傷痕是什麼傷痕呢?
[00:12:17.960 --> 00:12:20.480]  就是我們在人生裡
[00:12:20.480 --> 00:12:23.080]  我們身體上有時候需要做手術
[00:12:23.080 --> 00:12:25.440]  雖然今天醫學很發達
[00:12:25.440 --> 00:12:26.720]  或者用微創
[00:12:26.720 --> 00:12:29.040]  你摸一條長長疤的疤痕
[00:12:29.040 --> 00:12:31.080]  或者你在身上有三個洞
[00:12:31.080 --> 00:12:31.880]  兩個洞
[00:12:31.880 --> 00:12:33.680]  不過這個都是一個痕
[00:12:33.680 --> 00:12:36.440]  當我們未信耶穌的時候
[00:12:36.440 --> 00:12:37.680]  我們醫生告訴我們
[00:12:37.680 --> 00:12:39.640]  「你要做手術了,你怕不怕呢?」
[00:12:39.640 --> 00:12:41.240]  「你怎樣去呢?」
[00:12:42.400 --> 00:12:45.280]  當你在茶灣浸信會遇上耶穌基督
[00:12:45.280 --> 00:12:47.640]  在親自去救你的時候
[00:12:47.640 --> 00:12:50.640]  「你要做手術了,你怕不怕呢?」
[00:12:50.640 --> 00:12:53.480]  「你怎樣去看你身上那條疤痕呢?」
[00:12:53.480 --> 00:12:55.960]  我們人生
[00:12:55.960 --> 00:12:58.680]  這個就是我們身體上一種疾病
[00:12:58.680 --> 00:12:59.840]  一種的疤痕
[00:12:59.840 --> 00:13:01.840]  不過你會覺得
[00:13:01.840 --> 00:13:04.360]  我未必到現在我都沒有疤痕
[00:13:04.360 --> 00:13:08.240]  讓我講一個肢體的很好的經歷給你聽
[00:13:08.240 --> 00:13:11.160]  一個肢體最近做了一個手術
[00:13:11.960 --> 00:13:13.480]  手術就在皮外
[00:13:13.480 --> 00:13:17.320]  他的疤痕如果用一條軟尺量度一下
[00:13:17.320 --> 00:13:19.440]  都沒有十吋,只有六、七吋
[00:13:19.440 --> 00:13:21.520]  他就告訴我們
[00:13:21.520 --> 00:13:23.920]  我們當然問他「痛不痛啊?」
[00:13:23.920 --> 00:13:25.720]  做完手術「當然痛啊,莫先生」
[00:13:25.720 --> 00:13:27.280]  「做手術怎會不痛啊?」
[00:13:27.280 --> 00:13:28.840]  接著他說
[00:13:28.840 --> 00:13:32.240]  「這個是我身上一個恩典的印記」
[00:13:32.240 --> 00:13:34.400]  他說「真是感謝主」
[00:13:34.400 --> 00:13:37.000]  「整個手術很順利」
[00:13:37.000 --> 00:13:38.680]  「有這條疤痕」
[00:13:39.560 --> 00:13:43.040]  「我們會不會用膠布黏著黏著」
[00:13:43.040 --> 00:13:44.520]  「這條疤痕都沒有啊?」
[00:13:44.520 --> 00:13:45.920]  他說「不用的」
[00:13:45.920 --> 00:13:48.760]  「這條疤痕是神給我的恩典」
[00:13:48.760 --> 00:13:49.640]  「一個印記」
[00:13:49.640 --> 00:13:50.720]  「一個記號」
[00:13:50.720 --> 00:13:54.760]  「我用這個記號跟別人分享」
[00:13:54.760 --> 00:13:56.920]  「如果將來有弟兄姊妹做同樣的手術」
[00:13:56.920 --> 00:13:58.160]  「我就給這條疤痕看看」
[00:13:58.160 --> 00:14:00.560]  「喂,可以的,不用怕的」
[00:14:00.560 --> 00:14:03.800]  瓦剝道口瓦割
[00:14:03.800 --> 00:14:06.120]  是一條新的疤痕在身體上
[00:14:06.120 --> 00:14:08.320]  它會不會消滅呢?
[00:14:08.800 --> 00:14:10.240]  我相信它一定不會消滅
[00:14:10.240 --> 00:14:14.760]  它是否在心裡記著這條疤痕呢?
[00:14:14.760 --> 00:14:18.240]  怎樣才可以令這條疤痕消失呢?
[00:14:18.240 --> 00:14:22.280]  瓦割它抓著神,避人不放
[00:14:22.280 --> 00:14:25.600]  它要經過這條疤痕
[00:14:25.600 --> 00:14:27.360]  在身上的時候
[00:14:27.360 --> 00:14:30.320]  都成為它一個得性的標記
[00:14:30.320 --> 00:14:35.320]  而且神幫它更加認識這位愛它的主
[00:14:35.320 --> 00:14:38.000]  它除了這條疤痕
[00:14:38.000 --> 00:14:40.000]  我們剛才說,它還有一個新的名字
[00:14:40.000 --> 00:14:44.840]  而且它更加是在新的名字裡
[00:14:44.840 --> 00:14:47.560]  如果我們繼續看下面的經文
[00:14:47.560 --> 00:14:49.480]  它怎樣同意
[00:14:49.480 --> 00:14:54.200]  它以為它哥哥放著四百人去尋仇
[00:14:54.200 --> 00:14:56.600]  其實它哥哥一點都沒有想過
[00:14:56.600 --> 00:14:58.840]  它哥哥帶著四百人
[00:14:58.840 --> 00:15:01.920]  是歡迎這位弟弟愛回家
[00:15:01.920 --> 00:15:04.360]  很多時候我們就是這樣想
[00:15:04.360 --> 00:15:05.920]  「我得罪那個人」
[00:15:06.400 --> 00:15:08.400]  「他會不會派人來作弄我呢?」
[00:15:08.400 --> 00:15:11.200]  「我怎樣和他爭錢呢?」
[00:15:11.200 --> 00:15:14.640]  「我怎樣和他糾纏在這個恩恩怨怨裡呢?」
[00:15:14.640 --> 00:15:17.920]  我們沒有想到原來我們信了耶穌之後
[00:15:17.920 --> 00:15:21.880]  神就幫我們將這種性格塗造
[00:15:21.880 --> 00:15:26.680]  我們帶著一個謙虛、謙虛、溫柔的心
[00:15:26.680 --> 00:15:29.480]  去怎樣看愛這個敵人呢?
[00:15:29.480 --> 00:15:34.200]  它就想不到它哥哥真的四百人來歡迎這位弟弟
[00:15:34.200 --> 00:15:36.000]  它從來都沒有想過
[00:15:37.400 --> 00:15:40.400]  它哥哥和神庇人鬥爭的時候
[00:15:40.400 --> 00:15:43.800]  它就看到它自己性格上的弱點
[00:15:43.800 --> 00:15:46.800]  和它自己隱言未言的罪
[00:15:46.800 --> 00:15:50.000]  我們有沒有看到我們自己的性格?
[00:15:50.000 --> 00:15:52.800]  我們有沒有看到我們自己的弱點呢?
[00:15:52.800 --> 00:15:56.000]  很多時候我們在很多學術裡
[00:15:56.000 --> 00:15:59.400]  我們有很多幫助我們去了解自己的性格
[00:15:59.400 --> 00:16:01.400]  不過我們了解歸了解
[00:16:01.400 --> 00:16:04.200]  我們有沒有求神改變我們的性格呢?
[00:16:04.800 --> 00:16:07.200]  其實改變性格不是我們自己可以改變
[00:16:07.200 --> 00:16:10.000]  是要求神幫我們改變
[00:16:10.000 --> 00:16:12.400]  所以你看整個過程裡面
[00:16:12.400 --> 00:16:14.200]  這一國的雅各
[00:16:14.200 --> 00:16:16.000]  神就是幫他改變
[00:16:16.000 --> 00:16:21.200]  以色列就是讓神親自去掌管雅各的生命
[00:16:21.200 --> 00:16:23.600]  成為他的主
[00:16:23.600 --> 00:16:26.200]  原本這位就是創造他的主
[00:16:26.200 --> 00:16:31.000]  他重新地讓這位主回到他身邊的時候
[00:16:31.000 --> 00:16:32.000]  去管理他
[00:16:33.600 --> 00:16:37.000]  我們無論你在哪裡遇上耶穌基督都好
[00:16:37.000 --> 00:16:41.800]  你有沒有毫無保留地去交託給祂呢?
[00:16:41.800 --> 00:16:44.200]  我記得我信主的時候
[00:16:44.200 --> 00:16:46.200]  我們那時候有個術語
[00:16:46.200 --> 00:16:48.200]  我們說「倒空生命」
