
[00:00:00.000 --> 00:00:06.080]  今天跟大家分享的題目是「做過貴重的器皿」
[00:08:39.000 --> 00:08:43.000]  怎樣才是一個正確的態度呢
[00:08:43.000 --> 00:08:47.000]  第一件事我們有一種渴望和驅力
[00:08:47.000 --> 00:08:51.000]  就是我們要成為一個貴重的器皿
[00:08:51.000 --> 00:08:53.000]  貴重的器皿
[00:08:53.000 --> 00:08:55.000]  我們在神的眼中
[00:08:55.000 --> 00:08:59.000]  我們都要成為祂的金器和銀器
[00:08:59.000 --> 00:09:01.000]  不要做木器、瓦器
[00:09:01.000 --> 00:09:04.000]  其實木器、瓦器他是在說一些映射的
[00:09:04.000 --> 00:09:06.000]  因為他前面是在說那些人
[00:09:06.000 --> 00:09:08.000]  有些人說那些異端
[00:09:08.000 --> 00:09:10.000]  跟著前面那幾節
[00:09:10.000 --> 00:09:12.000]  有些人甚至說名字
[00:09:12.000 --> 00:09:15.000]  那些名字都不是很熟悉
[00:09:15.000 --> 00:09:17.000]  許米賴、肥李濤、偏離了真道
[00:09:17.000 --> 00:09:19.000]  他們說的話如同毒瘡一樣
[00:09:19.000 --> 00:09:20.000]  越爛越大
[00:09:20.000 --> 00:09:22.000]  就是在群體中間
[00:09:22.000 --> 00:09:26.000]  或者外面的人會影響教會
[00:09:26.000 --> 00:09:31.000]  甚至說「復活的事已過」
[00:09:31.000 --> 00:09:33.000]  這是教義上的問題
[00:09:33.000 --> 00:09:35.000]  意思就是說他們會說
[00:09:35.000 --> 00:09:37.000]  現在一個人算了主
[00:09:37.000 --> 00:09:38.000]  受了洗
[00:09:38.000 --> 00:09:40.000]  他就已經復活了
[00:09:40.000 --> 00:09:42.000]  所以將來不會再復活了
[00:09:42.000 --> 00:09:44.000]  這就是問題
[00:09:44.000 --> 00:09:45.000]  復活的事已過
[00:09:45.000 --> 00:09:47.000]  這句話是說
[00:09:47.000 --> 00:09:50.000]  他們認為將來我們信耶穌的人
[00:09:50.000 --> 00:09:52.000]  不會再復活了
[00:09:52.000 --> 00:09:55.000]  沒有復活之後的生命
[00:09:55.000 --> 00:09:57.000]  就會成為保羅斥責的地方
[00:09:57.000 --> 00:09:59.000]  無論如何
[00:09:59.000 --> 00:10:01.000]  現在的問題是
[00:10:01.000 --> 00:10:03.000]  保羅想要影射一些人
[00:10:03.000 --> 00:10:04.000]  說他們是卑賤
[00:10:04.000 --> 00:10:06.000]  而且不單是教義上
[00:10:06.000 --> 00:10:08.000]  跟著說他們貪財
[00:10:08.000 --> 00:10:10.000]  帶來很多競爭
[00:10:10.000 --> 00:10:13.000]  有很多辯論、敗壞人心等等
[00:10:13.000 --> 00:10:17.000]  所以他就跟提摩泰說
[00:10:17.000 --> 00:10:21.000]  我們作為神的器皿
[00:10:21.000 --> 00:10:25.000]  我們應該要追求成為一個貴重的器皿
[00:10:25.000 --> 00:10:27.000]  成為貴重的器皿
[00:10:27.000 --> 00:10:33.000]  我想服事主的過程中
[00:10:33.000 --> 00:10:36.000]  我們總是會有一些驅力
[00:10:36.000 --> 00:10:38.000]  我覺得我看到的就是
[00:10:38.000 --> 00:10:39.000]  成為貴重的器皿
[00:10:39.000 --> 00:10:41.000]  是要我們服事
[00:10:41.000 --> 00:10:44.000]  有份服事主的人的一種心靈驅力
[00:10:44.000 --> 00:10:47.000]  我英文叫做drive
[00:10:47.000 --> 00:10:50.000]  我們做每一件事
[00:10:50.000 --> 00:10:52.000]  往往都有一種驅力
[00:10:52.000 --> 00:10:53.000]  不知道你們同不同意
[00:10:53.000 --> 00:10:55.000]  為什麼我會做這件事
[00:10:55.000 --> 00:10:57.000]  背後在我們裡面
[00:10:57.000 --> 00:10:59.000]  肯定有些東西是推動我們去做的
[00:10:59.000 --> 00:11:02.000]  無論那件事可能是你的責任感
[00:11:02.000 --> 00:11:04.000]  那件事可能你覺得那件事
[00:11:04.000 --> 00:11:07.000]  我做下去很快樂
[00:11:07.000 --> 00:11:08.000]  做那件事
[00:11:08.000 --> 00:11:09.000]  看到很多人有改變
[00:11:09.000 --> 00:11:10.000]  我很開心
[00:11:10.000 --> 00:11:11.000]  無論如何
[00:11:11.000 --> 00:11:13.000]  你往往是有一種驅力
[00:11:13.000 --> 00:11:15.000]  讓你去實踐
[00:11:15.000 --> 00:11:20.000]  讓你去參與某一些服事
[00:11:20.000 --> 00:11:22.000]  我看到一件事就是
[00:11:22.000 --> 00:11:25.000]  柏諾和提摩泰說
[00:11:25.000 --> 00:11:27.000]  你要成為貴重的器皿
[00:11:27.000 --> 00:11:30.000]  這個態度
[00:11:30.000 --> 00:11:35.000]  往往我們不是很多時候會這樣想
[00:11:35.000 --> 00:11:39.000]  有些人為什麼會選擇某一件事
[00:11:39.000 --> 00:11:41.000]  成為他的服事
[00:11:41.000 --> 00:11:46.000]  可能他會覺得這件事很有滿足感
[00:11:46.000 --> 00:11:47.000]  做完這件事之後
[00:11:47.000 --> 00:11:48.000]  他會變得很快樂
[00:11:48.000 --> 00:11:51.000]  很滿足、很開心
[00:11:51.000 --> 00:11:53.000]  這種驅力
[00:11:53.000 --> 00:11:55.000]  不可以說它不好
[00:11:55.000 --> 00:11:56.000]  都是好的
[00:11:56.000 --> 00:11:57.000]  但是
[00:11:57.000 --> 00:12:00.000]  柏諾在這裡不是強調這一點
[00:12:00.000 --> 00:12:02.000]  如果你問提摩泰
[00:12:02.000 --> 00:12:04.000]  他在耳筆鎖教會裡面
[00:12:04.000 --> 00:12:05.000]  他去做服事
[00:12:05.000 --> 00:12:07.000]  他去做教導、領導工作
[00:12:07.000 --> 00:12:11.000]  他有沒有滿足感呢
[00:12:11.000 --> 00:12:12.000]  你看看
[00:12:12.000 --> 00:12:13.000]  柏諾怎麼說
[00:12:13.000 --> 00:12:14.000]  他說
[00:12:14.000 --> 00:12:15.000]  你要注意
[00:12:15.000 --> 00:12:17.000]  你要務要全導
[00:12:17.000 --> 00:12:18.000]  這句話可能大家聽過
[00:12:18.000 --> 00:12:19.000]  你務要全導
[00:12:19.000 --> 00:12:22.000]  無論得時不得時
[00:12:22.000 --> 00:12:25.000]  總要專心
[00:12:25.000 --> 00:12:27.000]  無論人們聽不聽都好
[00:12:27.000 --> 00:12:28.000]  你都要說
[00:12:28.000 --> 00:12:30.000]  這就是他的使命
[00:12:30.000 --> 00:12:31.000]  他的任務
[00:12:31.000 --> 00:12:33.000]  提摩泰後書第四章最後說的
[00:12:33.000 --> 00:12:34.000]  他就說
[00:12:34.000 --> 00:12:35.000]  為什麼呢
[00:12:35.000 --> 00:12:37.000]  他說總要專心
[00:12:37.000 --> 00:12:38.000]  用百般的忍耐
[00:12:38.000 --> 00:12:39.000]  各樣的教訓
[00:12:39.000 --> 00:12:40.000]  責備人
[00:12:40.000 --> 00:12:41.000]  警戒人
[00:12:41.000 --> 00:12:42.000]  勸勉人
[00:12:42.000 --> 00:12:44.000]  因為人們好聽的話
[00:12:44.000 --> 00:12:45.000]  不是
[00:12:45.000 --> 00:12:47.000]  因為時候要到了
[00:12:47.000 --> 00:12:49.000]  人必厭煩純正的道理
[00:12:49.000 --> 00:12:51.000]  以果發揚
[00:12:51.000 --> 00:12:53.000]  什麼是以果發揚
[00:12:53.000 --> 00:12:56.000]  就隨從自己的情慾
[00:12:56.000 --> 00:12:57.000]  增添好些師父
[00:12:57.000 --> 00:12:59.000]  掩耳不聽真稿
[00:12:59.000 --> 00:13:02.000]  偏向荒謬的言語
[00:13:02.000 --> 00:13:03.000]  就是說
[00:13:03.000 --> 00:13:04.000]  他做的事情
[00:13:04.000 --> 00:13:05.000]  我想像一下
[00:13:05.000 --> 00:13:08.000]  如果提摩泰真的這麼聽話
[00:13:08.000 --> 00:13:09.000]  這麼做的話
[00:13:09.000 --> 00:13:11.000]  我相信他碰到很多阻力
[00:13:11.000 --> 00:13:14.000]  或者人們都不聽他的
[00:13:14.000 --> 00:13:15.000]  如果他說
[00:13:15.000 --> 00:13:17.000]  他想尋求滿足感
[00:13:17.000 --> 00:13:18.000]  我這裡肯定
[00:13:18.000 --> 00:13:20.000]  不會有很大滿足感
[00:13:20.000 --> 00:13:21.000]  可能會有些人聽
[00:13:21.000 --> 00:13:22.000]  但都會有很多人
[00:13:22.000 --> 00:13:23.000]  未必會聽他
[00:13:23.000 --> 00:13:24.000]  做不做
[00:13:24.000 --> 00:13:25.000]  做
[00:13:25.000 --> 00:13:28.000]  他服侍有沒有果效呢
[00:13:28.000 --> 00:13:30.000]  我不敢說
[00:13:30.000 --> 00:13:32.000]  因為聖經沒有說得很明顯
[00:13:32.000 --> 00:13:34.000]  不過我相信他遇到很多困難
[00:13:34.000 --> 00:13:35.000]  一定有的
[00:13:35.000 --> 00:13:36.000]  保羅告訴他
[00:13:36.000 --> 00:13:37.000]  你是我的徒弟
[00:13:37.000 --> 00:13:39.000]  你從我的生命上面
[00:13:39.000 --> 00:13:41.000]  看到很多榜樣
[00:13:41.000 --> 00:13:42.000]  我怎樣忍耐
[00:13:42.000 --> 00:13:43.000]  我怎樣教訓
[00:13:43.000 --> 00:13:44.000]  我的志向
[00:13:44.000 --> 00:13:46.000]  我的信心等等
[00:13:46.000 --> 00:13:48.000]  我以前遭遇的患難
[00:13:48.000 --> 00:13:49.000]  你是知道的
[00:13:49.000 --> 00:13:50.000]  所以你要學我
[00:13:50.000 --> 00:13:51.000]  你要跟著我
[00:13:51.000 --> 00:13:52.000]  接著他說了什麼
[00:13:52.000 --> 00:13:53.000]  在第三章說
[00:13:53.000 --> 00:13:54.000]  他說
[00:13:54.000 --> 00:13:57.000]  凡是立志在基督耶穌裡
[00:13:57.000 --> 00:13:58.000]  敬虔道仁的
[00:13:58.000 --> 00:14:00.000]  也都要受逼迫
[00:14:00.000 --> 00:14:02.000]  你要跟我一起
[00:14:02.000 --> 00:14:03.000]  同仇患難
[00:14:03.000 --> 00:14:05.000]  所以我相信
[00:14:05.000 --> 00:14:08.000]  提摩泰他面對他的服侍
[00:14:08.000 --> 00:14:12.000]  他一定會碰到很多困難
[00:14:12.000 --> 00:14:13.000]  在這個環境裡
[00:14:13.000 --> 00:14:15.000]  特別如果我們理解
[00:14:15.000 --> 00:14:17.000]  以弗所教會的場景
[00:14:17.000 --> 00:14:23.000]  成為貴重的器皿
[00:14:23.000 --> 00:14:25.000]  其實不一定
[00:14:25.000 --> 00:14:26.000]  等於你是一個
[00:14:26.000 --> 00:14:28.000]  很受注目的人
[00:14:28.000 --> 00:14:30.000]  或者不一定等於
[00:14:30.000 --> 00:14:32.000]  你服侍很大的那一刻
[00:14:32.000 --> 00:14:34.000]  那些可以是
[00:14:34.000 --> 00:14:35.000]  可以不是
[00:14:35.000 --> 00:14:36.000]  不一定
[00:14:36.000 --> 00:14:37.000]  但是我們
[00:14:37.000 --> 00:14:39.000]  保羅提醒我們一樣東西
[00:14:39.000 --> 00:14:40.000]  一個貴重的器皿
[00:14:40.000 --> 00:14:41.000]  就是說
[00:14:41.000 --> 00:14:44.000]  跟著那三句話
[00:14:44.000 --> 00:14:45.000]  就是什麼呢
[00:14:45.000 --> 00:14:50.000]  就必作貴重的器皿
[00:14:50.000 --> 00:14:51.000]  成為聖潔
[00:14:51.000 --> 00:14:53.000]  合乎主用
[00:14:53.000 --> 00:14:56.000]  預備行各樣的善事
[00:14:56.000 --> 00:14:57.000]  這三句話
[00:14:57.000 --> 00:14:58.000]  在某個角度
[00:14:58.000 --> 00:15:01.000]  是形容貴重器皿的意思
[00:15:01.000 --> 00:15:05.000]  成為貴重器皿的意思
[00:15:05.000 --> 00:15:06.000]  就是說
[00:15:06.000 --> 00:15:08.000]  是成為聖潔
[00:15:08.000 --> 00:15:09.000]  聖潔的意思
[00:15:09.000 --> 00:15:10.000]  就是屬於神的意思
[00:15:10.000 --> 00:15:11.000]  分別出來
[00:15:11.000 --> 00:15:12.000]  歸給神的
[00:15:12.000 --> 00:15:13.000]  屬於神的
[00:15:13.000 --> 00:15:15.000]  反映神的性情
[00:15:15.000 --> 00:15:18.000]  舊約裡面說
[00:15:18.000 --> 00:15:20.000]  就是神說
[00:15:20.000 --> 00:15:21.000]  我是聖潔的
[00:15:21.000 --> 00:15:23.000]  所以你們都要聖潔
[00:15:23.000 --> 00:15:24.000]  就是這個意思
[00:15:24.000 --> 00:15:26.000]  你們要跟我相似
[00:15:26.000 --> 00:15:28.000]  所以別人看到你們的生活
[00:15:28.000 --> 00:15:31.000]  看到你們的律例
[00:15:31.000 --> 00:15:32.000]  他們就明白
[00:15:32.000 --> 00:15:34.000]  我又說是哪一位
[00:15:34.000 --> 00:15:36.000]  跟神相似
[00:15:36.000 --> 00:15:38.000]  反映主人的特質
[00:15:38.000 --> 00:15:39.000]  成為聖潔
[00:15:39.000 --> 00:15:41.000]  貴重的意思
[00:15:41.000 --> 00:15:43.000]  有這個含義在內
[00:15:43.000 --> 00:15:45.000]  當我們說他是金器銀器
[00:15:45.000 --> 00:15:48.000]  就是說他跟主人有點相似
[00:15:48.000 --> 00:15:50.000]  是屬於主人的
[00:15:50.000 --> 00:15:51.000]  服侍主的時候
[00:15:51.000 --> 00:15:52.000]  其實這個就是
[00:15:52.000 --> 00:15:54.000]  我們很重要的一個角度
[00:15:54.000 --> 00:15:57.000]  你想不想持我們的神呢
[00:15:57.000 --> 00:15:59.000]  合乎主用
[00:15:59.000 --> 00:16:01.000]  作為一個器皿
[00:16:01.000 --> 00:16:02.000]  就是適合的
[00:16:02.000 --> 00:16:03.000]  簡單來說
[00:16:03.000 --> 00:16:04.000]  就是適合的
[00:16:04.000 --> 00:16:05.000]  合乎主用
[00:16:05.000 --> 00:16:08.000]  合乎主人所用的
[00:16:08.000 --> 00:16:09.000]  合用這個字
[00:16:09.000 --> 00:16:10.000]  有一個意思
[00:16:10.000 --> 00:16:11.000]  就是對他有益
[00:16:11.000 --> 00:16:12.000]  益處的意思
[00:16:12.000 --> 00:16:14.000]  肥利門書裡面
[00:16:14.000 --> 00:16:17.000]  有一個奴隸逃跑
[00:16:17.000 --> 00:16:19.000]  大家記不記得這個故事
[00:16:19.000 --> 00:16:21.000]  名字叫阿尼西姆
[00:16:21.000 --> 00:16:22.000]  這個名字就是這個字
[00:16:22.000 --> 00:16:23.000]  益處的意思
[00:16:23.000 --> 00:16:25.000]  對主人是有益的
[00:16:25.000 --> 00:16:26.000]  適合他使用的
[00:16:26.000 --> 00:16:27.000]  我想一下
[00:16:27.000 --> 00:16:29.000]  因為最近經常都洗東西
[00:16:29.000 --> 00:16:30.000]  是不是
[00:16:30.000 --> 00:16:32.000]  我就會覺得
[00:16:32.000 --> 00:16:34.000]  當我吃麵的時候
[00:16:34.000 --> 00:16:36.000]  當我為自己煮午餐的時候
[00:16:36.000 --> 00:16:38.000]  我知道哪個比較適合
[00:16:38.000 --> 00:16:39.000]  是不是
[00:16:39.000 --> 00:16:40.000]  有些我發覺
[00:16:40.000 --> 00:16:42.000]  背後真的有很多學問
[00:16:42.000 --> 00:16:43.000]  是不是
[00:16:43.000 --> 00:16:45.000]  你走那些
[00:16:45.000 --> 00:16:48.000]  你要重新換過器材的時候
[00:16:48.000 --> 00:16:49.000]  你會發覺很有學問
[00:16:49.000 --> 00:16:51.000]  為什麼要買28cm
[00:16:51.000 --> 00:16:54.000]  不是30cm的鑊呢
[00:16:54.000 --> 00:16:56.000]  為什麼你要買兩個耳
[00:16:56.000 --> 00:16:58.000]  還是一個耳的鑊呢
[00:16:58.000 --> 00:17:00.000]  你問什麼質地的鑊呢
[00:17:00.000 --> 00:17:01.000]  我發覺
[00:17:01.000 --> 00:17:02.000]  跟那個銷售王
[00:17:02.000 --> 00:17:04.000]  一套理論出來
[00:17:04.000 --> 00:17:06.000]  除了他要稅
[00:17:06.000 --> 00:17:07.000]  你幫他買
[00:17:07.000 --> 00:17:09.000]  他覺得他想推銷那種之外
[00:17:09.000 --> 00:17:10.000]  他都告訴你
[00:17:10.000 --> 00:17:12.000]  原來有很多你不懂的
[00:17:12.000 --> 00:17:14.000]  於是就在這裡研究
[00:17:14.000 --> 00:17:15.000]  有些什麼
[00:17:15.000 --> 00:17:17.000]  原來你看上去是很好的
[00:17:17.000 --> 00:17:18.000]  不過你發覺用起來
[00:17:18.000 --> 00:17:19.000]  特別洗的時候
[00:17:19.000 --> 00:17:22.000]  是很艱鉅的
[00:17:22.000 --> 00:17:24.000]  不同的器具
[00:17:24.000 --> 00:17:25.000]  適不適合洗呢
[00:17:25.000 --> 00:17:26.000]  其實很有學問
[00:17:26.000 --> 00:17:29.000]  什麼叫做尊貴的器皿呢
[00:17:29.000 --> 00:17:31.000]  其中一個表達的形態
[00:17:31.000 --> 00:17:33.000]  就是合乎主用
[00:17:33.000 --> 00:17:35.000]  當主拿起手的時候
[00:17:35.000 --> 00:17:37.000]  它很適合他洗的
[00:17:37.000 --> 00:17:38.000]  你有沒有想過
[00:17:38.000 --> 00:17:40.000]  如果主拿起你
