
[00:00:00.000 --> 00:00:01.400]  各位電視節目的觀眾朋友大家好
[00:01:19.000 --> 00:01:24.200]  這個Kadesh很多時候都會在其他經文出現的
[00:01:24.200 --> 00:01:27.520]  這個摩西的姐姐
[00:01:27.520 --> 00:01:29.000]  這個重要的人物
[00:01:29.000 --> 00:01:32.120]  不過一度都曾經攻擊過摩西的
[00:01:32.120 --> 00:01:35.840]  都是有權力的問題
[00:01:35.840 --> 00:01:38.440]  一定是你說了算的
[00:01:38.440 --> 00:01:41.760]  我堂堂姐姐也要說一下
[00:01:41.760 --> 00:01:43.120]  這些不要緊了
[00:01:43.120 --> 00:01:44.200]  人之常情
[00:01:44.200 --> 00:01:49.480]  米利庵就是Mia
[00:01:49.480 --> 00:01:52.160]  所以Mia就是米利庵
[00:01:52.160 --> 00:01:54.000]  其實這個名字很有趣
[00:01:54.000 --> 00:01:55.720]  反抗的意思
[00:01:55.720 --> 00:01:57.120]  以前也說過了
[00:01:57.120 --> 00:01:58.280]  很有可能
[00:01:58.280 --> 00:02:04.160]  由於當時他們在埃及地被埃及人迫害
[00:02:04.160 --> 00:02:05.920]  要殺殺男孩
[00:02:05.920 --> 00:02:06.960]  要做奴隸
[00:02:06.960 --> 00:02:08.080]  苦工
[00:02:08.080 --> 00:02:11.080]  所以很有可能這個女孩子出生的時候
[00:02:11.080 --> 00:02:13.800]  爸爸改了名字就是要反抗
[00:02:13.800 --> 00:02:15.760]  於是就把自己的心意
[00:02:15.760 --> 00:02:19.280]  給了兒女的名字
[00:02:19.280 --> 00:02:23.160]  米利庵就死在迦底斯的抗爺那裡
[00:02:23.160 --> 00:02:26.400]  撞在那裡
[00:02:26.400 --> 00:02:30.560]  匯縱去到迦底斯沒有水殼
[00:02:30.560 --> 00:02:31.720]  你知道了
[00:02:31.720 --> 00:02:33.880]  以色列人一有不妥當
[00:02:33.880 --> 00:02:38.720]  又來聚集攻擊摩西亞倫
[00:02:38.720 --> 00:02:40.120]  攻擊
[00:02:40.120 --> 00:02:40.840]  怎麼攻擊呢?
[00:02:40.840 --> 00:02:41.720]  下面看到了
[00:02:41.720 --> 00:02:44.640]  那些說話難聽到
[00:02:44.640 --> 00:02:46.920]  肉酸到
[00:02:46.920 --> 00:02:48.880]  如果我是摩西人
[00:02:48.880 --> 00:02:51.360]  一巴掌打過去
[00:02:51.360 --> 00:02:53.480]  真的很難說
[00:02:53.480 --> 00:02:54.640]  真的很難聽
[00:02:54.640 --> 00:02:56.280]  百姓在摩西爭吵
[00:02:56.280 --> 00:02:56.960]  說什麼呢?
[00:02:56.960 --> 00:03:01.680]  我們的弟兄曾死在耶和華面前
[00:03:01.680 --> 00:03:04.920]  我們恨不得與他們同死
[00:03:04.920 --> 00:03:07.480]  這句話怎麼說的?
[00:03:07.480 --> 00:03:11.080]  我們的弟兄死在耶和華面前
[00:03:11.080 --> 00:03:14.280]  我們恨不得與他們同死
[00:03:14.280 --> 00:03:15.680]  意思是什麼?
[00:03:15.680 --> 00:03:19.600]  就是耶和華害死我們的弟兄
[00:03:19.600 --> 00:03:21.080]  我們真的很慘
[00:03:21.080 --> 00:03:22.400]  我也想和他一起死
[00:03:22.400 --> 00:03:24.280]  不如害死我吧
[00:03:24.280 --> 00:03:28.480]  如果我的翻譯是廣東話的口語
[00:03:28.480 --> 00:03:30.880]  耶和華害死我們的弟兄
[00:03:30.880 --> 00:03:33.200]  我也不如害死我吧
[00:03:33.200 --> 00:03:34.880]  我也想和他一起死
[00:03:34.880 --> 00:03:37.480]  說這種話沒有水喝
[00:03:37.480 --> 00:03:39.680]  大家都沒有
[00:03:39.680 --> 00:03:46.480]  摩西亞倫你們為何把耶和華的匯眾領到這曠野
[00:03:46.480 --> 00:03:49.480]  使我們和牲畜都死在這裡
[00:03:49.480 --> 00:03:52.480]  為什麼你們要帶我們來這裡
[00:03:52.480 --> 00:03:56.480]  是不是想渴死我們和我們的牲畜
[00:03:56.480 --> 00:03:59.080]  你們為何逼著我們出埃及
[00:03:59.080 --> 00:04:01.880]  領我們到這壞地方
[00:04:01.880 --> 00:04:03.680]  逼著我們出埃及
[00:04:03.680 --> 00:04:05.480]  這樣也可以說的
[00:04:05.480 --> 00:04:07.680]  你不要來
[00:04:07.680 --> 00:04:09.280]  現在你回去吧
[00:04:09.280 --> 00:04:10.680]  我沒有逼著你
[00:04:10.680 --> 00:04:11.680]  是大家一起走
[00:04:11.680 --> 00:04:17.880]  你還拿著埃及人的金、銀器、衣服、牲口一起走
[00:04:17.880 --> 00:04:20.680]  你自願一腳走出來
[00:04:20.680 --> 00:04:23.080]  我怎會逼著你出埃及呢
[00:04:23.080 --> 00:04:24.880]  領我們來這個壞地方
[00:04:24.880 --> 00:04:26.680]  這裡壞到怎樣
[00:04:26.680 --> 00:04:28.680]  這個地方不好殺種
[00:04:28.680 --> 00:04:32.080]  因此他們可能在這裡停留了一段時間
[00:04:32.080 --> 00:04:33.680]  這裡又不能種田
[00:04:33.680 --> 00:04:35.480]  又沒有無花果樹
[00:04:35.480 --> 00:04:36.880]  又沒有葡萄樹
[00:04:36.880 --> 00:04:38.080]  又沒有石榴樹
[00:04:38.080 --> 00:04:39.880]  又沒有水飲
[00:04:39.880 --> 00:04:43.480]  你以為這裡是油果園嗎
[00:04:43.480 --> 00:04:45.080]  這裡都沒有無花果
[00:04:45.080 --> 00:04:47.080]  這裡是礦野
[00:04:47.080 --> 00:04:48.480]  沒有無花果樹
[00:04:48.480 --> 00:04:49.680]  沒有葡萄樹
[00:04:49.680 --> 00:04:50.680]  沒有石頭樹
[00:04:50.680 --> 00:04:51.880]  又沒有水井
[00:04:51.880 --> 00:04:52.880]  那怎樣生活呢
[00:04:52.880 --> 00:04:54.280]  這個鬼地方
[00:04:54.280 --> 00:04:56.280]  為什麼你逼我們出埃及
[00:04:56.280 --> 00:05:00.080]  為什麼你們兩兄弟帶我們來這裡死
[00:05:00.080 --> 00:05:02.880]  第一句是最壞的
[00:05:02.880 --> 00:05:05.680]  第一句是我們的弟兄曾死在耶華面前
[00:05:05.680 --> 00:05:07.080]  我恨不得與他們同死
[00:05:07.080 --> 00:05:08.280]  這句更壞
[00:05:08.280 --> 00:05:10.480]  耶華說害死我們的兄弟
[00:05:10.480 --> 00:05:12.080]  現在我都想與他們同死
[00:05:12.080 --> 00:05:13.880]  害死我吧
[00:05:13.880 --> 00:05:15.880]  如果我是上帝
[00:05:15.880 --> 00:05:18.480]  就一個雷劈下來
[00:05:18.480 --> 00:05:21.280]  摩西亞倫呢
[00:05:21.280 --> 00:05:25.280]  我想這只是一個特別的例子
[00:05:25.280 --> 00:05:30.680]  我想平日這群人的怨言已經多到不得了
[00:05:30.680 --> 00:05:33.280]  都有些聽到利利地
[00:05:33.280 --> 00:05:34.280]  頓頓地
[00:05:34.280 --> 00:05:35.680]  沒有費事反應
[00:05:35.680 --> 00:05:37.480]  摩西亞倫留意
[00:05:37.480 --> 00:05:38.480]  第一點要學的
[00:05:38.480 --> 00:05:40.480]  忘記了寫號碼
[00:05:40.480 --> 00:05:42.280]  螢光字第一點
[00:05:42.280 --> 00:05:43.680]  遇到這些問題
[00:05:43.680 --> 00:05:46.280]  都會莫門口
[00:05:46.280 --> 00:05:48.680]  俯伏在地
[00:05:48.680 --> 00:05:50.280]  哇,真是好
[00:05:50.280 --> 00:05:51.680]  摩西亞倫呢
[00:05:51.680 --> 00:05:55.080]  他真的拿到一個竅門
[00:05:55.080 --> 00:05:55.880]  一個秘訣
[00:05:55.880 --> 00:05:59.080]  一個武功心法是什麼呢
[00:05:59.080 --> 00:06:02.480]  別人攻擊到這樣
[00:06:02.480 --> 00:06:04.280]  如果我呢
[00:06:04.280 --> 00:06:07.080]  我就會立刻站好
[00:06:07.080 --> 00:06:10.080]  去反駁他
[00:06:10.080 --> 00:06:11.680]  是你自己跟出來的
[00:06:11.680 --> 00:06:12.280]  你這麼厲害
[00:06:12.280 --> 00:06:13.480]  現在回去
[00:06:13.480 --> 00:06:15.680]  明知道來抗議的
[00:06:15.680 --> 00:06:17.280]  是走一段路的
[00:06:17.280 --> 00:06:20.680]  怎麼會有無花果樹種好在等你
[00:06:20.680 --> 00:06:21.880]  怎麼會有石榴樹
[00:06:21.880 --> 00:06:23.680]  怎麼會有葡萄在種好
[00:06:23.680 --> 00:06:25.280]  等你讓走
[00:06:25.280 --> 00:06:26.080]  你不是吧
[00:06:26.080 --> 00:06:27.280]  你沒事吧
[00:06:27.280 --> 00:06:29.280]  今天吃了藥沒有
[00:06:29.280 --> 00:06:30.880]  那你就
[00:06:30.880 --> 00:06:34.280]  一定會大家頂過,生氣的
[00:06:34.280 --> 00:06:37.080]  你還敢說耶和華帶你
[00:06:37.080 --> 00:06:38.280]  殺死你的兄弟
[00:06:38.280 --> 00:06:39.680]  不是吧
[00:06:39.680 --> 00:06:41.480]  哇,我想如果我是摩西
[00:06:41.480 --> 00:06:42.680]  真的頂不住
[00:06:42.680 --> 00:06:44.480]  我想那支匠
[00:06:44.480 --> 00:06:47.080]  就飛過去插死幾個
[00:06:47.080 --> 00:06:48.280]  真的很生氣
[00:06:48.280 --> 00:06:49.280]  但是呢
[00:06:49.280 --> 00:06:52.280]  摩西亞倫很沉靜
[00:06:52.280 --> 00:06:53.680]  離開匯種
[00:06:53.680 --> 00:06:54.880]  留意一下
[00:06:54.880 --> 00:06:56.880]  離開匯種
[00:06:56.880 --> 00:06:58.280]  離開
[00:06:58.280 --> 00:07:00.480]  當去到這些火爆場面
[00:07:00.480 --> 00:07:02.280]  很厲害的時候
[00:07:02.280 --> 00:07:03.080]  其中一個
[00:07:03.080 --> 00:07:05.280]  今天上課也教一下
[00:07:05.280 --> 00:07:06.080]  就是
[00:07:06.080 --> 00:07:07.280]  怎樣去做呢
[00:07:07.280 --> 00:07:10.880]  就是如果只有你離開這個場面
[00:07:10.880 --> 00:07:12.280]  不要站在那裏
[00:07:12.280 --> 00:07:13.680]  這樣越來越大聲
[00:07:13.680 --> 00:07:16.080]  是有機會就是
[00:07:16.080 --> 00:07:17.280]  靜一靜
[00:07:17.280 --> 00:07:19.680]  當然有人幫你做梅就好一點
[00:07:19.680 --> 00:07:21.080]  哎呀,摩西亞
[00:07:21.080 --> 00:07:23.080]  不如你過去那邊休息一下
[00:07:23.080 --> 00:07:24.280]  冷靜一下
[00:07:24.280 --> 00:07:25.280]  你們又等一等
[00:07:25.280 --> 00:07:26.080]  我們一會再談
[00:07:26.080 --> 00:07:26.880]  現在先停一停
[00:07:26.880 --> 00:07:27.680]  暫停
[00:07:27.680 --> 00:07:30.680]  去個洗手間先
[00:07:30.680 --> 00:07:32.280]  離開那裏
[00:07:32.280 --> 00:07:34.280]  斷了它切斷了
[00:07:34.280 --> 00:07:37.480]  當然我們今天教人家
[00:07:37.480 --> 00:07:38.480]  去洗手間
[00:07:38.480 --> 00:07:40.080]  洗個臉那些
[00:07:40.080 --> 00:07:41.880]  其實是切斷了思路
[00:07:41.880 --> 00:07:43.480]  不要再繼續爭辯
[00:07:43.480 --> 00:07:45.680]  但是摩西亞倫厲害的就是
[00:07:45.680 --> 00:07:47.280]  離開匯種
[00:07:47.280 --> 00:07:50.080]  是去到匯莫門口
[00:07:50.080 --> 00:07:53.080]  俯伏在地求問上帝
[00:07:53.080 --> 00:07:54.880]  這一點大家要學
[00:07:54.880 --> 00:07:55.680]  我也要學
[00:07:55.680 --> 00:07:56.680]  你也要學
[00:07:56.680 --> 00:07:59.080]  就是去到這些最難的位置
[00:07:59.080 --> 00:08:02.280]  心情最壞的位置
[00:08:02.280 --> 00:08:05.080]  情緒真的氣到震的位置
[00:08:05.080 --> 00:08:06.080]  憤怒的位置
[00:08:06.080 --> 00:08:07.480]  那怎麼辦?
[00:08:07.480 --> 00:08:09.080]  去到神面前
[00:08:09.080 --> 00:08:11.080]  無論你是找廁所其中一格
[00:08:11.080 --> 00:08:12.480]  關上門
[00:08:12.480 --> 00:08:14.680]  自己靜一靜
[00:08:14.680 --> 00:08:16.280]  在那裏禱告
[00:08:16.280 --> 00:08:17.480]  去回自己的房間
[00:08:17.480 --> 00:08:18.880]  走一走出去也好
[00:08:18.880 --> 00:08:20.680]  看看窗口
[00:08:20.680 --> 00:08:25.280]  你要心靈來到屬靈匯莫的門口
[00:08:25.280 --> 00:08:27.680]  心俯伏在地上
[00:08:27.680 --> 00:08:28.680]  神啊
[00:08:28.680 --> 00:08:29.680]  怎麼辦?
[00:08:29.680 --> 00:08:30.880]  你教我吧
[00:08:30.880 --> 00:08:32.480]  這是第一點要學的
[00:08:32.480 --> 00:08:36.480]  於是耶和華的榮光向他們顯現
[00:08:36.480 --> 00:08:38.880]  於是神就曉喻摩西了
[00:08:38.880 --> 00:08:42.080]  你拿著像
[00:08:42.080 --> 00:08:43.280]  留意一下
[00:08:43.280 --> 00:08:44.480]  你拿著你的像
[00:08:44.480 --> 00:08:47.080]  那支像是象精神的同在與能力
[00:08:47.080 --> 00:08:48.680]  你拿著像
[00:08:48.680 --> 00:08:50.780]  和你的哥哥亞倫
[00:08:50.780 --> 00:08:53.880]  焦醉匯種在他們眼前
[00:08:53.880 --> 00:08:55.480]  分腹留意一下
[00:08:55.480 --> 00:08:57.880]  第二個榮光的地方
[00:08:57.880 --> 00:08:58.880]  第二點就是
[00:08:58.880 --> 00:09:01.680]  分腹盤石發出水來
[00:09:01.680 --> 00:09:03.280]  記得紅色字
[00:09:03.280 --> 00:09:05.080]  分腹盤石發出
[00:09:05.080 --> 00:09:07.280]  神就會叫你做一些事情
[00:09:07.280 --> 00:09:08.080]  你拿著一支像
[00:09:08.080 --> 00:09:11.880]  其實是表示你重拾你的信心
[00:09:11.880 --> 00:09:14.280]  重拾神給你的能力
[00:09:14.280 --> 00:09:17.880]  重拾以前這支像走過很多神蹟
[00:09:17.880 --> 00:09:20.080]  你是有信心的
[00:09:20.080 --> 00:09:22.080]  從丟到地上變成蛇
[00:09:22.080 --> 00:09:23.680]  撿起來變成一支像
[00:09:23.680 --> 00:09:26.280]  由一指向海水
[00:09:26.280 --> 00:09:28.280]  就分開百姓過海
[00:09:28.280 --> 00:09:29.880]  好似行乾地
[00:09:29.880 --> 00:09:31.680]  但都是這支像
[00:09:31.680 --> 00:09:33.480]  你拿著這支像
[00:09:33.480 --> 00:09:35.480]  就是信心的一個象徵
[00:09:35.480 --> 00:09:36.880]  重拾信心
[00:09:36.880 --> 00:09:38.680]  然後你分腹
[00:09:38.680 --> 00:09:40.480]  分腹是不用做事的
[00:09:40.480 --> 00:09:41.680]  不用動的
[00:09:41.680 --> 00:09:44.680]  是叫盤石出水就可以了
[00:09:44.680 --> 00:09:49.080]  於是就分腹盤石發出水來
[00:09:49.080 --> 00:09:51.480]  水就從盤石流出來
[00:09:51.480 --> 00:09:54.880]  吸會眾和他們的生促汗
[00:09:54.880 --> 00:09:57.680]  這樣就分腹盤石出水
[00:09:57.680 --> 00:09:59.080]  這樣就有水流了
[00:09:59.080 --> 00:10:02.080]  於是摩西照耶和華所吩咐的
[00:10:02.080 --> 00:10:05.480]  就是從耶和華面前取了像出去
[00:10:05.480 --> 00:10:07.280]  拿著一支像
[00:10:07.280 --> 00:10:12.080]  摩西和阿倫就招聚會眾到盤石前
[00:10:12.080 --> 00:10:14.280]  我想留意大家留意一下這個字
[00:10:14.280 --> 00:10:15.480]  盤石
[00:10:15.480 --> 00:10:20.280]  盤石我也和我的團友去過很多次
[00:10:20.280 --> 00:10:24.080]  以色列去到哥薩利亞菲勒比
[00:10:24.080 --> 00:10:29.280]  有很多神像的小小的小洞
[00:10:29.280 --> 00:10:32.080]  以前在那裡拜很多樣神
[00:10:32.080 --> 00:10:35.280]  那裡除了我講解之外
[00:10:35.280 --> 00:10:38.880]  我就叫大家找一下盤石在哪裡
[00:10:38.880 --> 00:10:40.280]  指給我看
[00:10:40.280 --> 00:10:42.280]  大家就低頭周圍看
[00:10:42.280 --> 00:10:45.880]  這塊石這麼大是不是盤石
[00:10:45.880 --> 00:10:48.480]  那塊石十幾二十呎真的挺大的
[00:10:48.480 --> 00:10:49.880]  那塊也不是盤石
[00:10:49.880 --> 00:10:52.080]  只是一塊石
[00:10:52.080 --> 00:10:53.680]  大家都找不到
[00:10:53.680 --> 00:10:56.680]  然後我叫大家抬起頭看看
[00:10:56.680 --> 00:11:01.680]  嘩!原來那個盤石是一座山
[00:11:01.680 --> 00:11:03.280]  一座山
[00:11:03.280 --> 00:11:06.280]  在山腳下我們幾個人仔在這裡
[00:11:06.280 --> 00:11:08.480]  嘩!那個盤石
[00:11:08.480 --> 00:11:10.680]  這個才叫盤石
[00:11:10.680 --> 00:11:11.680]  不是一塊的
[00:11:11.680 --> 00:11:13.880]  是一座山
[00:11:13.880 --> 00:11:15.880]  所以你會明白什麼叫做
[00:11:15.880 --> 00:11:17.880]  耶和華是我的高台
[00:11:17.880 --> 00:11:18.880]  是我的盤石
[00:11:18.880 --> 00:11:20.280]  是我的拯救
[00:11:20.280 --> 00:11:21.880]  因為如果你站在上面
[00:11:21.880 --> 00:11:22.880]  我要攻打你
[00:11:22.880 --> 00:11:24.280]  是沒有可能的
[00:11:24.280 --> 00:11:26.480]  你扔石頭下來也扔死我
[00:11:26.480 --> 00:11:28.080]  這樣就很高台
[00:11:28.080 --> 00:11:29.280]  是很穩陣的
[00:11:29.280 --> 00:11:30.080]  好了
[00:11:30.080 --> 00:11:32.880]  去到一塊盤石面前
[00:11:32.880 --> 00:11:34.280]  摩西就說
[00:11:34.280 --> 00:11:35.280]  你們這些
[00:11:35.280 --> 00:11:37.080]  你看這個摩西的說話
[00:11:37.080 --> 00:11:38.080]  他雖然沒怎麼出聲
[00:11:38.080 --> 00:11:39.880]  不過這個說話顯示他有點脾氣
[00:11:39.880 --> 00:11:40.880]  心裡有點生氣
[00:11:40.880 --> 00:11:42.880]  你們這些背叛的人
[00:11:42.880 --> 00:11:44.480]  聽我說
[00:11:44.480 --> 00:11:46.480]  我為你們使水
[00:11:46.480 --> 00:11:50.080]  從這盤石中流出來嗎?
[00:11:50.080 --> 00:11:52.080]  這裡又變成一個問號
[00:11:52.080 --> 00:11:54.080]  變成一個問句
[00:11:54.080 --> 00:11:56.680]  你們這班五逆仔
[00:11:56.680 --> 00:11:58.880]  聽著
[00:11:58.880 --> 00:12:01.680]  看看我可不可以在這塊石上
[00:12:01.680 --> 00:12:03.880]  為你們變些水流出來
[00:12:03.880 --> 00:12:06.280]  如果我做今天廣東話就是
[00:12:06.280 --> 00:12:08.280]  你們這班五逆仔聽著
[00:12:08.280 --> 00:12:10.480]  聽著我說
[00:12:10.480 --> 00:12:11.680]  我為你們
[00:12:11.680 --> 00:12:12.280]  看看行不行
[00:12:12.280 --> 00:12:15.280]  我要在這塊石上
[00:12:15.280 --> 00:12:17.480]  流些水出來
[00:12:17.480 --> 00:12:20.480]  五逆仔聽著
[00:12:20.480 --> 00:12:23.880]  摩西就舉手
[00:12:23.880 --> 00:12:25.680]  第三點
[00:12:25.680 --> 00:12:27.280]  螢光字
[00:12:27.280 --> 00:12:29.480]  用將擊打盤石兩下
[00:12:29.480 --> 00:12:31.880]  嘩!很多水流出來
[00:12:31.880 --> 00:12:33.480]  砰砰聲
[00:12:33.480 --> 00:12:35.080]  所以那些水
[00:12:35.080 --> 00:12:36.680]  你千萬不要以一塊石
[00:12:36.680 --> 00:12:37.680]  這麼小塊
[00:12:37.680 --> 00:12:39.280]  然後一打
[00:12:39.280 --> 00:12:41.880]  有一條水線流出來
[00:12:41.880 --> 00:12:43.280]  二百萬人喝
[00:12:43.280 --> 00:12:44.480]  嘩!不是吧
[00:12:44.480 --> 00:12:45.480]  要喝到什麼時候
[00:12:45.480 --> 00:12:47.280]  還要拿兩桶回去
[00:12:47.280 --> 00:12:49.480]  其實盤石是指這樣
[00:12:49.480 --> 00:12:51.480]  嘩!一座山
[00:12:51.480 --> 00:12:53.280]  然後摩西打了兩下
[00:12:53.280 --> 00:12:55.680]  整塊大盤石很多地方
[00:12:55.680 --> 00:12:57.880]  砰砰聲水流出來
[00:12:57.880 --> 00:12:59.680]  嘩!這麼厲害
[00:12:59.680 --> 00:13:01.480]  於是他們可以
[00:13:01.480 --> 00:13:03.680]  二百萬人連生畜
[00:13:03.680 --> 00:13:06.080]  都可以有水喝
[00:13:06.080 --> 00:13:09.280]  所以不是一條水線
[00:13:09.280 --> 00:13:10.680]  打下去水流出來
[00:13:10.680 --> 00:13:11.480]  不是那些
[00:13:11.480 --> 00:13:12.280]  哪裡夠
[00:13:12.280 --> 00:13:14.080]  喝到明年都未喝完
[00:13:14.080 --> 00:13:16.680]  未喝完又喝過了
[00:13:16.680 --> 00:13:20.680]  是那一塊巨大的山岩
[00:13:20.680 --> 00:13:22.680]  砰!很多水流出來
[00:13:22.680 --> 00:13:23.880]  就是這樣
[00:13:23.880 --> 00:13:25.480]  於是很多水
[00:13:25.480 --> 00:13:26.680]  生畜都喝了
[00:13:26.680 --> 00:13:28.880]  問題在哪裡
[00:13:28.880 --> 00:13:32.880]  神叫留意看上面
[00:13:32.880 --> 00:13:35.680]  神是你拿著象
[00:13:35.680 --> 00:13:37.480]  然後去第八節說
[00:13:37.480 --> 00:13:40.680]  你是吩咐盤石出水
[00:13:40.680 --> 00:13:42.480]  紅了兩個字
[00:13:42.480 --> 00:13:44.480]  是吩咐神給他的答案就是
[00:13:44.480 --> 00:13:45.480]  你行的
[00:13:45.480 --> 00:13:46.280]  你拿著象
[00:13:46.280 --> 00:13:47.880]  拿著你從實你的信心
[00:13:47.880 --> 00:13:48.480]  不要怕
[00:13:48.480 --> 00:13:49.280]  不要怕那班人
[00:13:49.280 --> 00:13:50.280]  你拿著你的象
[00:13:50.280 --> 00:13:52.080]  法老王你都不怕
[00:13:52.080 --> 00:13:54.080]  拿著這些不好的心亂
[00:13:54.080 --> 00:13:56.080]  吩咐盤石發出水
[00:13:56.080 --> 00:13:57.080]  你去吩咐就行
[00:13:57.080 --> 00:13:59.480]  誰知摩西舉手用象擊
[00:13:59.480 --> 00:14:00.880]  打盤石兩下
[00:14:00.880 --> 00:14:01.680]  是有水
[00:14:01.680 --> 00:14:04.080]  不過耶和華對摩西說
[00:14:04.080 --> 00:14:05.880]  因為你們不信我
[00:14:05.880 --> 00:14:09.680]  不在以色列人眼前尊我為聖
[00:14:09.680 --> 00:14:12.680]  所以你們必不得領者會眾
[00:14:12.680 --> 00:14:15.680]  盡我所賜給他們的地去
[00:14:15.680 --> 00:14:18.480]  嘩!這個要緊
[00:14:18.480 --> 00:14:19.680]  你們神是說
[00:14:19.680 --> 00:14:22.280]  我覺得這裡很嚴厲
[00:14:22.280 --> 00:14:26.880]  你們兩個不信我
[00:14:26.880 --> 00:14:28.080]  其實他們不信
[00:14:28.080 --> 00:14:31.280]  又怎會去那塊石擊打呢?
[00:14:31.280 --> 00:14:33.080]  其實摩西是做多了
[00:14:33.080 --> 00:14:35.080]  就是擊打而已
[00:14:35.080 --> 00:14:36.080]  他應該吩咐
[00:14:36.080 --> 00:14:37.080]  不過他擊打了
[00:14:37.080 --> 00:14:39.680]  神說你不信我
[00:14:39.680 --> 00:14:42.480]  不在以色列人眼前尊我為聖
[00:14:42.480 --> 00:14:44.280]  其實以色列人有沒有聽到
[00:14:44.280 --> 00:14:45.480]  神跟他們說什麼呢?
[00:14:45.480 --> 00:14:47.280]  沒有聽到
[00:14:47.280 --> 00:14:49.880]  他自己在會幕前禱告
[00:14:49.880 --> 00:14:51.480]  神教他
[00:14:51.480 --> 00:14:52.480]  不過神說
[00:14:52.480 --> 00:14:55.280]  我都當你在以色列人面前不尊敬我
[00:14:55.280 --> 00:14:58.880]  所以你不可以領他們進入
[00:14:58.880 --> 00:15:00.280]  我賜給他們的地方
[00:15:00.280 --> 00:15:01.480]  即是迦南
[00:15:01.480 --> 00:15:03.280]  兩件事
[00:15:03.280 --> 00:15:05.480]  打了兩下就沒有了
[00:15:05.480 --> 00:15:07.080]  沒有得去
[00:15:07.080 --> 00:15:10.680]  這水名叫米利巴
[00:15:10.680 --> 00:15:14.280]  米利巴
[00:15:14.280 --> 00:15:17.680]  是爭拗、紛爭的意思
[00:15:17.680 --> 00:15:18.880]  所以這裡的水
[00:15:18.880 --> 00:15:21.280]  自此就叫做紛爭水
[00:15:21.280 --> 00:15:23.480]  爭拗水
[00:15:23.480 --> 00:15:26.080]  因為以色列人向耶和華爭鬧
[00:15:26.080 --> 00:15:28.480]  嘩!你們夠膽
[00:15:28.480 --> 00:15:29.280]  向耶和華爭鬧
[00:15:29.280 --> 00:15:29.680]  好了
[00:15:29.680 --> 00:15:30.880]  你看到嗎?
[00:15:30.880 --> 00:15:32.680]  有沒有看得出這些經文的字
[00:15:32.680 --> 00:15:33.880]  是告訴我們
[00:15:33.880 --> 00:15:36.280]  神知不知道發生什麼事?
[00:15:36.280 --> 00:15:37.880]  知道的
[00:15:37.880 --> 00:15:41.280]  是百姓向耶和華爭鬧
[00:15:41.280 --> 00:15:44.080]  不過剛剛摩西亞倫站在中間
[00:15:44.080 --> 00:15:44.880]  一夾
[00:15:44.880 --> 00:15:46.280]  夾中
[00:15:46.280 --> 00:15:48.280]  就說你帶我們出來死嗎?
[00:15:48.280 --> 00:15:50.480]  其實他們是先鬧耶和華
[00:15:50.480 --> 00:15:53.080]  那個耶和華害死我們的兄弟
