
[00:00:00.000 --> 00:00:05.120]  上星期我們的訊息和敬拜的主題
[00:03:25.600 --> 00:03:28.800]  在舊約第一卷書亦都鮮明
[00:03:28.800 --> 00:03:31.760]  一路延續到新約耶穌基督
[00:03:31.760 --> 00:03:34.800]  將這個預表變成實際
[00:03:34.800 --> 00:03:38.560]  如果作為阿不拉罕在人來看
[00:03:38.560 --> 00:03:39.760]  真是不容易
[00:03:39.760 --> 00:03:42.320]  這個是上帝給他又拿回
[00:03:42.320 --> 00:03:44.880]  這個是他自己自愛
[00:03:44.880 --> 00:03:47.840]  上帝可不可以拿個第二樣呢
[00:03:47.840 --> 00:03:51.760]  在他來講是很痛很掙扎
[00:03:51.760 --> 00:03:54.240]  但他仍然憑信心
[00:03:54.240 --> 00:03:56.560]  信心是有冒險性
[00:03:56.560 --> 00:03:59.520]  信心有時是你走前面的路
[00:03:59.520 --> 00:04:01.200]  都不知道去那裏
[00:04:01.200 --> 00:04:04.320]  但是他憑信這樣去做的時候
[00:04:04.320 --> 00:04:06.320]  得到上帝的喜悅
[00:04:06.320 --> 00:04:09.120]  他不單止成為萬國之父
[00:04:09.120 --> 00:04:11.120]  他成為信心之父
[00:04:11.120 --> 00:04:14.080]  他的獻祭成為耶穌基督
[00:04:14.080 --> 00:04:15.680]  釘在十字架
[00:04:15.680 --> 00:04:17.680]  獻祭的一個預表
[00:04:17.680 --> 00:04:19.920]  我們看新約
[00:04:19.920 --> 00:04:22.160]  新約亦都有奉獻
[00:04:22.160 --> 00:04:25.920]  新約亦都有很多祭
[00:04:25.920 --> 00:04:29.200]  包括敬拜
[00:04:29.200 --> 00:04:32.160]  原來你說我今日沒有散銀
[00:04:32.160 --> 00:04:34.880]  我昨晚又忘記寫支票
[00:04:34.880 --> 00:04:36.000]  不要緊
[00:04:36.000 --> 00:04:39.280]  當你坐在這個地方
[00:04:39.280 --> 00:04:42.160]  專心來領受神的話語
[00:04:42.160 --> 00:04:44.720]  長過禱告的時候
[00:04:44.720 --> 00:04:47.440]  原來你亦都在獻祭
[00:04:47.440 --> 00:04:49.760]  獻一個敬拜的祭
[00:04:49.760 --> 00:04:52.880]  啟示錄第八章第四節說
[00:04:52.880 --> 00:04:57.280]  那香的煙和眾聖徒的祈禱
[00:04:57.280 --> 00:04:59.360]  從天使的手中
[00:04:59.360 --> 00:05:02.240]  一同升到神的面前
[00:05:02.240 --> 00:05:04.720]  原來我們在敬拜
[00:05:04.720 --> 00:05:07.280]  Be there, pleasant
[00:05:07.280 --> 00:05:09.040]  就是一種祭
[00:05:09.040 --> 00:05:10.800]  是敬拜的祭
[00:05:10.800 --> 00:05:15.600]  新約亦都有獻金錢的祭
[00:05:15.600 --> 00:05:17.280]  不單止是十分一
[00:05:17.280 --> 00:05:20.400]  是維繫聖殿所需
[00:05:20.400 --> 00:05:25.200]  亦都是持為幫助需要的支體
[00:05:25.200 --> 00:05:28.080]  講唔多前書十六章三節說
[00:05:28.080 --> 00:05:32.080]  把你們的捐資送到耶路撒冷
[00:05:32.080 --> 00:05:35.680]  當時耶路撒冷正是金融風暴
[00:05:35.680 --> 00:05:39.120]  以前的方罕就是經濟衰退
[00:05:39.120 --> 00:05:41.520]  就是金融風暴
[00:05:41.520 --> 00:05:43.680]  耶路撒冷的弟兄姊妹
[00:05:43.680 --> 00:05:46.400]  很多人失業
[00:05:46.400 --> 00:05:49.040]  於是在富裕的城市
[00:05:49.040 --> 00:05:50.800]  哥倫多、菲律賓
[00:05:50.800 --> 00:05:55.120]  他們就供應那裏教會的需要
[00:05:55.120 --> 00:05:56.800]  菲律賓書四章
[00:05:56.800 --> 00:05:58.080]  保羅亦都說
[00:05:58.080 --> 00:06:00.240]  就算我再貼薩諾尼加
[00:06:00.240 --> 00:06:04.640]  你們也一次兩次打發人供應我需要
[00:06:04.640 --> 00:06:07.280]  支持宣教的工作
[00:06:07.280 --> 00:06:10.720]  支持這些專職做神工作的人
[00:06:10.720 --> 00:06:13.440]  是生活所需
[00:06:13.440 --> 00:06:15.680]  第三種奉獻是服侍
[00:06:15.680 --> 00:06:18.000]  侍奉上的奉獻
[00:06:18.000 --> 00:06:20.400]  教會有沒有一個年限
[00:06:20.400 --> 00:06:22.240]  就建立成功呢?
[00:06:22.240 --> 00:06:23.520]  十年
[00:06:23.520 --> 00:06:26.720]  十年我們就建立一間理想的教會
[00:06:26.720 --> 00:06:27.760]  沒有
[00:06:27.760 --> 00:06:30.240]  教會的建立是無止境
[00:06:30.240 --> 00:06:32.560]  on going process
[00:06:32.560 --> 00:06:34.800]  就好像一個國家民族
[00:06:34.800 --> 00:06:37.040]  和一個社會的建設
[00:06:37.040 --> 00:06:39.680]  什麼時候有完美的社會呢?
[00:06:39.680 --> 00:06:41.280]  沒有的
[00:06:41.280 --> 00:06:43.200]  人類的歷史不斷發展
[00:06:43.200 --> 00:06:45.520]  社會就有不斷的改變
[00:06:45.520 --> 00:06:47.200]  是否一定進步呢?
[00:06:47.200 --> 00:06:48.480]  當你研究歷史
[00:06:48.480 --> 00:06:49.920]  不是的
[00:06:49.920 --> 00:06:52.880]  走一步退一步的
[00:06:52.880 --> 00:06:54.720]  甚至有很多不同的
[00:06:54.720 --> 00:06:56.800]  現今人所擁抱的政制
[00:06:56.800 --> 00:06:58.400]  一樣會退步
[00:06:58.400 --> 00:07:00.400]  你看看烏克蘭
[00:07:00.400 --> 00:07:02.880]  你看看泰國
[00:07:02.880 --> 00:07:04.480]  所以當你去看歷史
[00:07:04.480 --> 00:07:06.640]  看文明的進程的時候
[00:07:06.640 --> 00:07:10.080]  你就會有一個闊一點的視野
[00:07:10.080 --> 00:07:14.640]  不受有限的輿論所影響
[00:07:14.640 --> 00:07:18.800]  我昨天去一個新聞從業員的組織那裡
[00:07:18.800 --> 00:07:20.560]  很大膽的分享
[00:07:20.560 --> 00:07:22.880]  因為我假設他不會錄音
[00:07:22.880 --> 00:07:25.200]  不會放上網
[00:07:25.200 --> 00:07:29.280]  我分享我對新聞從業員
[00:07:29.280 --> 00:07:30.720]  講真話
[00:07:30.720 --> 00:07:32.640]  寫實事
[00:07:32.640 --> 00:07:36.080]  就是那種操守和要求
[00:07:36.080 --> 00:07:39.680]  特別在社會一些的議題上
[00:07:39.680 --> 00:07:43.120]  侍奉在這裡給了前書二章說
[00:07:43.120 --> 00:07:45.120]  作聖潔的祭司
[00:07:45.120 --> 00:07:49.360]  藉著耶穌基督奉獻神所圓立的靈祭
[00:07:49.360 --> 00:07:51.120]  今天我們建設牧區
[00:07:51.120 --> 00:07:52.640]  明天建設部門
[00:07:52.640 --> 00:07:55.920]  後天發展國內的宣教工作
[00:07:55.920 --> 00:08:01.600]  明年就有不同的社區裡面的祝福
[00:08:01.600 --> 00:08:05.440]  一個無止境不斷的要建立
[00:08:05.440 --> 00:08:09.680]  因為我們所建立不是一個三合土
[00:08:09.680 --> 00:08:11.680]  或者這些建築物
[00:08:11.680 --> 00:08:15.920]  我們所建立是裡面那些人的生命
[00:08:15.920 --> 00:08:18.960]  第四方面傳道的祭
[00:08:18.960 --> 00:08:23.120]  羅曼書十五章十六節這裡講得非常好
[00:08:23.120 --> 00:08:25.200]  原來傳福音
[00:08:25.200 --> 00:08:27.360]  結靈魂的果子
[00:08:27.360 --> 00:08:31.280]  是好像一個祭一樣能夠獻給神的
[00:08:31.280 --> 00:08:37.040]  本來在這裡講使我為外邦人作基督耶穌的伯役
[00:08:37.040 --> 00:08:39.520]  作神福音的祭司
[00:08:39.520 --> 00:08:42.000]  叫所獻上的外邦人
[00:08:42.000 --> 00:08:44.640]  因著聖靈成為聖潔
[00:08:44.640 --> 00:08:46.080]  可蒙月能
[00:08:46.080 --> 00:08:48.560]  原來你向一個人傳福音
[00:08:48.560 --> 00:08:50.080]  帶領他信主
[00:08:50.080 --> 00:08:52.560]  就好像結了一個果子
[00:08:52.560 --> 00:08:55.200]  這個果子是初熟的果子
[00:08:55.200 --> 00:09:00.080]  能夠好像舊藥一樣獻祭來給神
[00:09:00.080 --> 00:09:01.680]  身體的祭
[00:09:01.680 --> 00:09:03.040]  好像舊藥一樣
[00:09:03.040 --> 00:09:06.480]  獻祭最高峰的意義
[00:09:06.480 --> 00:09:10.240]  不是外在的行為形式
[00:09:10.240 --> 00:09:11.280]  那是什麼呢?
[00:09:11.280 --> 00:09:14.400]  是將身體全然獻上
[00:09:14.400 --> 00:09:18.240]  保羅所講的身體的確是我們這個身體
[00:09:18.240 --> 00:09:20.800]  但這個身體裡面是有靈魂
[00:09:20.800 --> 00:09:22.320]  是有我們的情緒
[00:09:22.320 --> 00:09:23.600]  有我們的理性
[00:09:23.600 --> 00:09:25.280]  有我們的意志
[00:09:25.280 --> 00:09:28.640]  但是我們令到我們人生裡面迷茫
[00:09:28.640 --> 00:09:32.080]  很多時候是我們這個身體的需要
[00:09:32.080 --> 00:09:35.680]  很多時候是這個血氣之軀
[00:09:35.680 --> 00:09:37.360]  所有的意念
[00:09:37.360 --> 00:09:40.320]  ambition等等的東西
[00:09:40.320 --> 00:09:42.720]  當我們能夠將這件事
[00:09:42.720 --> 00:09:45.360]  都成為聖意獻給神
[00:09:45.360 --> 00:09:46.720]  你的靈魂
[00:09:46.720 --> 00:09:48.160]  你的情緒
[00:09:48.160 --> 00:09:49.600]  你各樣東西
[00:09:49.600 --> 00:09:51.360]  都被聖化
[00:09:51.360 --> 00:09:54.400]  昨晚我在九龍有一個聚會
[00:09:54.400 --> 00:09:56.320]  講到失聯
[00:09:56.320 --> 00:09:59.920]  失聯這件事不單止是人的關係上
[00:09:59.920 --> 00:10:04.160]  有時候我們很怕見到一些
[00:10:04.160 --> 00:10:08.480]  會令我們受傷害的人、事、物
[00:10:08.480 --> 00:10:13.280]  我們會心理上引退到一種狀況
[00:10:13.280 --> 00:10:14.880]  是不去面對
[00:10:14.880 --> 00:10:18.160]  這個也是一種失聯
[00:10:18.160 --> 00:10:21.600]  今天教會裡面有很多人失聯
[00:10:21.600 --> 00:10:23.520]  我又不知道你在哪裡
[00:10:23.520 --> 00:10:26.000]  你又不知道你自己在哪裡
[00:10:26.000 --> 00:10:27.520]  你跟上帝的關係
[00:10:27.520 --> 00:10:30.400]  跟弟兄姊妹的關係
[00:10:30.400 --> 00:10:31.120]  是怎樣呢?
[00:10:31.120 --> 00:10:33.920]  有沒有進入默區跟別人交往呢?
[00:10:33.920 --> 00:10:35.440]  很可能你都很怕
[00:10:35.440 --> 00:10:38.880]  跟別人建立一種緊密的關係
[00:10:38.880 --> 00:10:41.200]  特別是在今天的社會裡面
[00:10:41.200 --> 00:10:42.880]  誰能夠信任得過
[00:10:42.880 --> 00:10:44.880]  誰能夠推心置腹
[00:10:44.880 --> 00:10:47.280]  真的不知道
[00:10:47.280 --> 00:10:50.720]  但是健全的人生
[00:10:50.720 --> 00:10:53.600]  還有信仰在我們生命裡面
[00:10:53.600 --> 00:10:55.360]  能夠帶來的影響力
[00:10:55.360 --> 00:10:58.880]  就驅動我們打破這些自我封閉
[00:10:58.880 --> 00:11:02.960]  跟神、跟弟兄姊妹、跟家人
[00:11:02.960 --> 00:11:10.800]  在各種關係裡面重新連繫起來
[00:11:10.800 --> 00:11:15.920]  究竟我們要為甚麼原因來奉獻呢?
[00:11:15.920 --> 00:11:18.160]  第一,聖經說
[00:11:18.160 --> 00:11:20.720]  萬物都是從主而來
[00:11:20.720 --> 00:11:23.760]  我們把從主而來的獻給神
[00:11:23.760 --> 00:11:26.240]  今天如果你是一個基督徒
[00:11:26.240 --> 00:11:28.560]  你接受基督教的信仰的話
[00:11:28.560 --> 00:11:30.880]  你應該有一個信念就是說
[00:11:30.880 --> 00:11:40.240]  今天我的生命、時間、財幹、金錢、學歷、名譽、關係
[00:11:40.240 --> 00:11:43.040]  全是上帝給我的
[00:11:43.040 --> 00:11:48.000]  我只不過是一個百般恩賜的好管家
[00:11:48.000 --> 00:11:49.600]  你認為這段關係
[00:11:49.600 --> 00:11:55.760]  真是生死之戀,道永恆,此世的
[00:11:55.760 --> 00:11:59.520]  在永恆,在天裡面,不說這些東西
[00:11:59.520 --> 00:12:01.600]  我們經歷到上帝的恩典
[00:12:01.600 --> 00:12:03.440]  經歷到祂的拯救
[00:12:03.440 --> 00:12:07.280]  在災難當中得以逃脫,罪得赦免
[00:12:07.280 --> 00:12:10.240]  就是我們感恩徒步之心
[00:12:10.240 --> 00:12:12.160]  《詩篇》116篇說
[00:12:12.160 --> 00:12:14.400]  你救我的命,免了死亡
[00:12:14.400 --> 00:12:16.640]  救我的眼,免了流淚
[00:12:16.640 --> 00:12:19.680]  救我的腳,免了跌倒
[00:12:19.680 --> 00:12:23.360]  我拿什麽布達耶和華,向我索施的恩允
[00:12:23.360 --> 00:12:28.560]  我要在眾民面前,向耶和華還我的怨
[00:12:28.560 --> 00:12:30.800]  一個人感受到的恩典越多
[00:12:30.800 --> 00:12:33.680]  他徒步的心就越濃
[00:12:33.680 --> 00:12:34.720]  有時候我們覺得
[00:12:34.720 --> 00:12:37.840]  上帝給那個人一萬,就給我一百
[00:12:37.840 --> 00:12:42.640]  那當然了,他當然更多的為主來擺上
[00:12:42.640 --> 00:12:46.160]  其實上帝給我們都是一模一樣
[00:12:46.160 --> 00:12:48.880]  不過我們的回應,我們的感受
[00:12:48.880 --> 00:12:50.880]  以為我們是一百、一萬
[00:12:50.880 --> 00:12:52.800]  可能是相反的
[00:12:52.800 --> 00:12:56.400]  上帝因為你的信心的遲鈍
[00:12:56.400 --> 00:13:01.680]  給你一萬,你仍然只是感受到是一百
[00:13:01.680 --> 00:13:04.560]  上帝給那個人的信心敏感
[00:13:04.560 --> 00:13:08.080]  給他十元,他就當十萬元
[00:13:08.080 --> 00:13:11.200]  原來,究竟我們領受上帝有多少
[00:13:11.200 --> 00:13:17.040]  是和我們信心和生命的空間有很密切的關係
[00:13:17.040 --> 00:13:19.520]  我們感受上帝的恩典越多
[00:13:19.520 --> 00:13:24.720]  我們就被激發,更起來熱心來服侍他
[00:13:24.720 --> 00:13:26.480]  經歷到上帝的大愛
[00:13:26.480 --> 00:13:30.560]  經歷到他的恩典,也是一樣
[00:13:30.560 --> 00:13:34.720]  在我們無論投資工作上
[00:13:34.720 --> 00:13:38.320]  他叫我們避過一些風波
[00:13:38.320 --> 00:13:42.480]  在我們生活上避免了跌倒試探
[00:13:42.480 --> 00:13:46.560]  在我們需要的時候,天賜甘霖
[00:13:46.560 --> 00:13:50.400]  所以我們要感恩來徒步
[00:13:50.400 --> 00:13:53.680]  第二件事,我們為甚麼會奉獻
[00:13:53.680 --> 00:13:56.560]  是我們看見社會需要
[00:13:56.560 --> 00:13:58.640]  看見失喪的靈魂
[00:13:58.640 --> 00:14:01.840]  就好像主耶穌舉目望天觀看
[00:14:01.840 --> 00:14:04.080]  莊稼已經熟
[00:14:04.080 --> 00:14:06.000]  又好像主耶穌說
[00:14:06.000 --> 00:14:08.880]  看見這些人流離失所
[00:14:08.880 --> 00:14:11.920]  好像無目的羊一樣
[00:14:11.920 --> 00:14:15.760]  兄弟姐妹,我們看見今世之子
[00:14:15.760 --> 00:14:17.680]  世界之子
[00:14:17.680 --> 00:14:24.160]  為著在歷史裏不能達成的願望
[00:14:24.160 --> 00:14:30.880]  在歷史裏會過去的一種體制或理想
[00:14:30.880 --> 00:14:34.320]  是願意寫起身叫人焚燒
[00:14:34.320 --> 00:14:38.560]  如果我們知道我們今日所爭取
[00:14:38.560 --> 00:14:41.360]  我們知道今日我們所把握的東西
[00:14:41.360 --> 00:14:45.200]  是在歷史裏不斷被持續
[00:14:45.200 --> 00:14:48.880]  而且在人的生命裏有普遍意義
[00:14:48.880 --> 00:14:51.600]  在永恆裏有價值
[00:14:51.600 --> 00:14:55.280]  我們豈不是要比世界之子
[00:14:55.280 --> 00:14:59.760]  更加寫起身叫人焚燒呢
[00:14:59.760 --> 00:15:02.320]  今日的教會很軟弱
[00:15:02.320 --> 00:15:08.240]  在大是大非或社會的議題上很軟弱
[00:15:08.240 --> 00:15:11.280]  很少人敢站起來
[00:15:11.280 --> 00:15:17.520]  對一些思維不清晰或錯誤的事發言
[00:15:17.520 --> 00:15:19.040]  在最近的問題上
[00:15:19.040 --> 00:15:23.280]  我看過很多教會的宗派都有一些立場書
[00:15:23.280 --> 00:15:25.280]  以我自己的看法
[00:15:25.280 --> 00:15:30.160]  不寫這些立場書比寫這些立場書更好
[00:15:30.160 --> 00:15:34.800]  個個都很怕各打五十大板就了事
[00:15:34.800 --> 00:15:36.880]  沒有一個人敢真正
[00:15:36.880 --> 00:15:39.120]  只有一個宗派的立場書
[00:15:39.120 --> 00:15:40.640]  是捨得比較
[00:15:40.640 --> 00:15:46.080]  是站在一個正確的真理裏面來講
[00:15:46.080 --> 00:15:50.000]  基督徒都是有一個改變世界的意象
[00:15:50.000 --> 00:15:53.360]  有一個改變世界的使命
[00:15:53.360 --> 00:15:55.920]  儘管我是一個很卑微的人
[00:15:55.920 --> 00:15:57.200]  沒甚麼學識
[00:15:57.200 --> 00:15:59.840]  很貧寒住在駛士區的人
[00:15:59.840 --> 00:16:02.960]  我仍然因為我是基督徒的緣故
[00:16:02.960 --> 00:16:07.520]  我領受從天而來去改變我周圍的人
[00:16:07.520 --> 00:16:10.640]  這個意義上和使命
[00:16:10.640 --> 00:16:15.200]  所以在《馬太福音》28章和《史特恒傳》第一章
[00:16:15.200 --> 00:16:19.120]  就是門徒被差派往普天下
[00:16:19.120 --> 00:16:23.440]  由耶路撒冷、猶大、撒瑪利亞直到全地
[00:16:23.440 --> 00:16:29.120]  一同去傳揚福音使萬民來做門徒
[00:16:29.120 --> 00:16:31.920]  因此我們奉勸是不得已的
[00:16:31.920 --> 00:16:33.680]  上帝揀選的
[00:16:33.680 --> 00:16:36.720]  你以為楊瀾很想去尼尼眉傳道嗎?
[00:16:36.720 --> 00:16:39.520]  她寧可死都不去
[00:16:39.520 --> 00:16:45.120]  她寧可自己付錢搭船去西班牙度假
[00:16:45.120 --> 00:16:47.520]  她不去伊拉克那個地方
[00:16:47.520 --> 00:16:49.840]  尼尼眉就是今天伊拉克
[00:16:49.840 --> 00:16:51.920]  那比利尼也不會去
[00:16:51.920 --> 00:16:57.040]  比利簡你要去西班牙、塔斯還是去伊拉克?
[00:16:57.040 --> 00:16:59.920]  還是地中海郵輪比較好
[00:16:59.920 --> 00:17:01.760]  楊瀾已經有先例
[00:17:01.760 --> 00:17:04.080]  但是上帝說你走不掉
[00:17:04.080 --> 00:17:06.640]  你走到船艙底我都要找你
[00:17:06.640 --> 00:17:07.840]  你扔下海
[00:17:07.840 --> 00:17:12.080]  我找一個生產魚肝油的大魚
[00:17:12.080 --> 00:17:13.600]  撞著你
[00:17:13.600 --> 00:17:17.200]  叫你撞牆又撞不到
[00:17:17.200 --> 00:17:19.840]  天天聞著魚肝油的味道
[00:17:19.840 --> 00:17:21.840]  上帝說我去伊拉克
[00:17:21.840 --> 00:17:24.320]  我去尼尼眉
[00:17:24.320 --> 00:17:27.760]  有很多人包括我自己在內
[00:17:27.760 --> 00:17:31.200]  如果我選的話我不想做牧師
[00:17:31.200 --> 00:17:33.280]  我不是一個失見性的說話
[00:17:33.280 --> 00:17:38.080]  我覺得我不是最好做牧師的材料
[00:17:38.080 --> 00:17:39.600]  我自己說
[00:17:39.600 --> 00:17:42.560]  如果上帝買我做圖書館管理員
[00:17:42.560 --> 00:17:45.680]  我一生人很開心很快樂
[00:17:45.680 --> 00:17:50.160]  我中學畢業曾經做過一個職業的測試
[00:17:50.160 --> 00:17:52.800]  你猜我的最適合職業是什麼呢?
[00:17:52.800 --> 00:17:55.440]  考古學家面對石頭
[00:17:55.440 --> 00:17:58.880]  或者圖書館管理員面對本書
[00:17:58.880 --> 00:18:00.400]  我很害羞
[00:18:00.400 --> 00:18:03.520]  我不想在公開場合說話
[00:18:03.520 --> 00:18:05.200]  好像現在這樣
[00:18:05.200 --> 00:18:06.960]  上帝的幽默就是說
[00:18:06.960 --> 00:18:09.280]  我不要使用你強悍
[00:18:09.280 --> 00:18:12.240]  我不要使用你自己願意
[00:18:12.240 --> 00:18:14.800]  我就是願意使用你的軟弱
[00:18:14.800 --> 00:18:19.760]  以至於在你的身上顯出上帝的剛強
[00:18:19.760 --> 00:18:23.920]  有些人很小的時候上帝就是揀選他
[00:18:23.920 --> 00:18:26.160]  我希望到我有一天
[00:18:26.160 --> 00:18:27.920]  看到我的孫子長大
[00:18:27.920 --> 00:18:31.280]  他做牧師的志願仍然沒有改變
[00:18:31.280 --> 00:18:38.640]  我看很多年輕人被人揀選
[00:18:38.640 --> 00:18:42.240]  我會說小學當你揀外語
[00:18:42.240 --> 00:18:44.480]  就先讀德文、法文
[00:18:44.480 --> 00:18:47.680]  中學就讀希臘文、拉丁文
[00:18:47.680 --> 00:18:50.240]  大學就主修自學、聖經
[00:18:50.240 --> 00:18:53.440]  然後再去研究院讀神學
[00:18:53.440 --> 00:18:56.240]  你的基礎已經好了
[00:18:56.240 --> 00:18:58.880]  你能夠用神學裡面
[00:18:58.880 --> 00:19:02.480]  德文、法文、拉丁文、希臘文
[00:19:02.480 --> 00:19:04.720]  研究院再讀希伯來文
[00:19:04.720 --> 00:19:06.320]  你對聖經掌握
[00:19:06.320 --> 00:19:08.960]  你去傳導各方面
[00:19:08.960 --> 00:19:11.200]  研究非常之好
[00:19:11.200 --> 00:19:12.320]  我的孫子的教育
[00:19:12.320 --> 00:19:16.640]  我會朝著這個方向來填鴨
[00:19:16.640 --> 00:19:18.400]  讓他學這些語文
[00:19:18.400 --> 00:19:21.440]  你們的孩子如果神真的呼召他
[00:19:21.440 --> 00:19:25.760]  我覺得真的由小學一直到中學
[00:19:25.760 --> 00:19:30.000]  大學不要讓他讀金融管理、投資
[00:19:30.000 --> 00:19:33.600]  因為神揀選要那些未曾富過的
[00:19:33.600 --> 00:19:36.800]  還有不要讀那些理工工程
[00:19:36.800 --> 00:19:39.680]  最好讀人類學、社會科學
[00:19:39.680 --> 00:19:44.240]  因為神學需要有一個社會心理科學
[00:19:44.240 --> 00:19:46.800]  和人民學科的基礎
[00:19:46.800 --> 00:19:50.640]  對了解神學信仰會有幫助
[00:19:50.640 --> 00:19:53.200]  所以總結來說
[00:19:53.200 --> 00:19:57.280]  無論是神至少將你分別要差遣
[00:19:57.280 --> 00:20:01.120]  或者我們基於看見世界孤雄遍野
[00:20:01.120 --> 00:20:03.040]  或者我們感恩圖報
[00:20:03.040 --> 00:20:04.800]  三樣東西都是
[00:20:04.800 --> 00:20:08.640]  神要你將你自己擺上
[00:20:08.640 --> 00:20:10.720]  最後我們怎樣去實踐
[00:20:10.720 --> 00:20:12.960]  怎樣去奉獻
[00:20:12.960 --> 00:20:15.520]  其實總括所有的奉獻
[00:20:15.520 --> 00:20:18.480]  只有兩個原則
[00:20:18.480 --> 00:20:20.000]  第一個原則
[00:20:20.000 --> 00:20:23.520]  將最好獻上
[00:20:23.520 --> 00:20:25.040]  第二個原則
[00:20:25.040 --> 00:20:28.960]  全然地獻上
[00:20:28.960 --> 00:20:30.560]  將最好獻上
[00:20:30.560 --> 00:20:32.800]  年輕無瑕疵
[00:20:32.800 --> 00:20:35.200]  好像繁祭一樣
[00:20:35.200 --> 00:20:37.280]  你看利明記說
