
[00:00:00.000 --> 00:00:01.240]  節目的朋友們,早安!
[00:05:51.160 --> 00:06:03.160]  我們不是很想早點死,我們只是想明白,希望可以快快的穿上將來在天上的居所那件外衣
[00:06:04.160 --> 00:06:17.160]  接著保羅也用外衣來做同樣的比喻,我們不是想早點離開的地方,我們只是期待著有一天可以披上一件新的外衣,新的身體,新的居所
[00:06:18.160 --> 00:06:35.160]  裡面有一個圖畫,圖畫裡面令我想起幾十年前認識的一個姐妹,她中年的時候有一個兒子和一個女兒,她的女兒只是不夠十歲,當時這個姐妹患上末期的骨癌
[00:06:35.160 --> 00:06:46.160]  醫生宣判了她只有幾個月的生命,雖然她的肉體正在受苦,可能她甚至想早點回到天家,不用再受地上的苦
[00:06:47.160 --> 00:07:00.160]  早點回到天上,在神的懷抱裡面,但是她女兒只有不到十歲的時候,她就和神祈求,求神給她多點時間,仍然存留在地上,可以看著她女兒的長大
[00:07:00.160 --> 00:07:08.160]  結果神有恩典給了她,她真的看到她女兒十四五歲的時候,她才離開這個家庭,回到神的家裡面
[00:07:09.160 --> 00:07:25.160]  神是那位為我們安排一切的神,我們幾時回去,幾時留下,幾時神會給多點時間,幾時神接我們回去,是神為我們安排,神不單止為我們安排時間
[00:07:25.160 --> 00:07:38.160]  神為我們安排在永恆裡面有個居所,還給我們聖靈作為一個憑據,神在耶穌基督裡面給我們新的生命,新的盼望,因為主耶穌基督的犧牲,好像我們聖餐幫助我們再次紀念一樣
[00:07:39.160 --> 00:07:54.160]  耶穌基督的犧牲,祂的死,祂的復活,祂給我們永恆裡面有份的盼望,基督,基督是聖靈在我們心裡面的一個憑據,讓我們知道,確實的知道將來的事是怎樣來發生
[00:07:55.160 --> 00:08:12.160]  知道一切是怎樣呢?得到主的喜悅,第二個命題,所以無論是住在室內或室外都好,我們都要立定志向,要得到主的喜悅
[00:08:13.160 --> 00:08:27.160]  原來我們知道剛才那種情況,知道我們永恆裡面有些什麼在等我們的時候,我們的自然反應,就應該過一些日子去得到主的喜悅,可能我們都有一些心裡面不一定十分的願意
[00:08:28.160 --> 00:08:47.160]  我們已經有了上天堂的門票,有了上天堂的確據,有了得到永生的承諾,有了一份盼望可以有新的生命,一切都得到了,為什麼我們不可以在今生裡面仍然會著我們自己想取捨所選擇的日子呢?
[00:08:48.160 --> 00:09:04.160]  為什麼我們要過一些得主的喜悅的生活呢?保羅都怕我們不明白,加多一些解釋在裡面,因為我們每一個人都必須要在基督的審判台前受審
[00:09:04.160 --> 00:09:17.160]  我們都知道人不能逃避將會受到神的審判這件事,聖經裡面說得很清楚,白色的大寶座是人要面對的審判
[00:09:18.160 --> 00:09:29.160]  原來基督徒神位我們為了預備了另一個審判,就是基督審判台前的審判,專為一些信了耶穌,得到救恩的人來面對的審判
[00:09:29.160 --> 00:09:42.160]  基督台前的審判和大寶座的審判是不同的,基督台前的審判其實就好像一個運動員在運動場上,向著最後的終點來努力
[00:09:43.160 --> 00:09:55.160]  最後在終點那裡,那裡就叫審判台,就是基督的審判台,原來基督在審判台那裡等著看我們每一個人完成我們在地上走的路
[00:09:55.160 --> 00:10:10.160]  不是和旁邊的人要比較,不是要比旁邊的人快,是要完成我們自己要完成的那條跑道,要走到最後審判台前,讓我們基督,我們主耶穌來作最後的審判
[00:10:11.160 --> 00:10:25.160]  難怪布羅華當走的路他已經跑過了,當守的路他已經守過了,布羅華就知道他需要跑這條路,知道將來永恆裡面有居所,有新的肉體
[00:10:25.160 --> 00:10:34.160]  直到我們將來真的要去到天國的寺院那一刻,中間原來他要經過一個審判的階段
[00:10:35.160 --> 00:10:52.160]  審判台你不用聽,好像很害怕,好像法官在那裡有什麼審判,是不是主耶穌很想罰我們,其實不是,我看審判台其實是神,耶穌基督在台那裡等著看我們過終點,是因為祂要給我們有獎賞
[00:10:53.160 --> 00:11:12.160]  是因為祂想見到我們努力完成我們今生所要完成的路,祂不希望見到我們拿到特天堂的門票之後站在跑道上悠悠閒悠悠,孖孖呼呼,最後都不知道為什麼沒有完成要完成的跑道
[00:11:13.160 --> 00:11:24.160]  沒有努力的去到基督審判台前,或善或惡,基督會來讓我們有各個審判和報應
[00:11:24.160 --> 00:11:38.160]  我們可能奇怪,為什麼保羅可以守得住呢,為什麼他可以跑完他的道呢,是因為他的生命自從預算了耶穌基督之後,他可以真正的為主而活
[00:11:39.160 --> 00:11:51.160]  他說原來基督的愛激勵了我們,原來基督的愛激勵了保羅的自己,基督的愛,基督的犧牲,基督的死,基督的復活,激勵了保羅願意為主而活
[00:11:52.160 --> 00:12:17.160]  他很確定的跟我們說,基督一人為眾人死,眾人就都死了,是向罪死,我們不再需要在罪的就坐,不再需要在罪的捆綁那裡,對眾人,我們因為耶穌基督的死的緣故,他犧牲的緣故,我們可以對罪說,不再需要受你的捆綁
[00:12:18.160 --> 00:12:31.160]  一人為眾人死,眾人就為基督而活,一人為基督,為眾人而死,眾人就為基督而活
[00:12:32.160 --> 00:12:49.160]  在小說裡面,武功高強的英雄人物拯救了一個美少女,通常美少女會怎樣回報呢?英雄救美在小說裡面是怎樣的呢?
[00:12:50.160 --> 00:13:11.160]  無以為報,以身相許,這是小說裡面所說的故事,在現實生活裡面我們是怎樣的呢?現實生活裡面我們得到主耶穌的拯救,主耶穌一人犧牲了自己,拯救了我們每一個,我們無以為報,那又怎樣呢?
[00:13:12.160 --> 00:13:32.160]  沒有人說的,以生命相交托,我們經歷了神的恩典,主的拯救,拯救了我們從罪裡面拯救了出來,我們無以為報,只能夠以我們生命來交托給我們的主,我們願意為主而活
[00:13:33.160 --> 00:13:46.160]  有沒有人還記得這件事講什麼呢?去年十一月的時候,杜洛斯四十週年交唱會永恆音樂在香港特地過來跟我們做一個分享報道的晚會,唱出心中那團火
[00:13:46.160 --> 00:14:00.160]  杜洛斯他們四十週年,Pastor Karen就唱足差不多四十週年,他的生命就是為主而活,唱出心中那團火
[00:14:01.160 --> 00:14:26.160]  他為主而活,為主而唱,那些隊友為主而彈,為主而講,永恆音樂裡面的梓盈和Gary,同樣的三十週年他們為主而活了一段很長的時間,放下自己的事業,為主而作功,這個就是為主而活的生命
[00:14:27.160 --> 00:14:51.160]  可能說我們有沒有這樣的恩賜,我不知道你有沒有,我就沒有了,我沒有唱的恩賜,也沒有彈的恩賜,那可以有什麼侍奉呢?我們不可以像他們在台上那樣侍奉,可能我們為了逃避侍奉,逃避回應主的恩典的時候,給自己一個藉口,為了沒有那些恩賜,我們就不用了
[00:14:52.160 --> 00:15:10.160]  然後保羅告訴我們,其實我們和那些在台上侍奉的,和其他的報道家,和其他的宣教士,和所有在主裡面侍奉的人,都是一樣,都是一個新造的人
[00:15:11.160 --> 00:15:30.160]  保羅說,所以從今以後我們看人,我們看我們耶穌基督,和以前看的不再是一樣,和以前所看的不再是一樣,是怎麼不一樣呢?我們以前覺得怎樣呢?厲害的人就在台上侍奉,厲害的人就在人面前影響世界
[00:15:31.160 --> 00:15:42.160]  而現在世界裡面影響人的,就是那些我們以為厲害的人,神裡面我們每一個人都是一樣,都是新造的人
[00:15:43.160 --> 00:16:01.160]  其實Karen的報道團的名字叫做Doulos,Doulos的意思是奴僕,不單只是僕人,是奴隸的僕人,是奴僕的意思,他們選了這個名字是代表他們的心聲,他們願意侍奉他們的主,為主而活,以奴僕的身份來侍奉
[00:16:02.160 --> 00:16:23.160]  我們和他們其實都是一樣,我們已經是新造人類了,我們可以為主而活,成為主的僕人,我們是主的跟從者,我們是神的兒女,是天國的公民,我們和那些其他努力侍奉,為主而活的人,都是一樣,都是一樣
[00:16:24.160 --> 00:16:47.160]  又有人在基督裡,他就是新造的人,舊是已過,都變成新的了,不要再覺得自己是一個沒用的人,主可以大大讓我們,不要覺得我們在世上是一個很成功的人,主可以讓我們成為祂的奴僕
[00:16:48.160 --> 00:17:06.160]  第五點,新的使命,我們是新造的人,神就給我們一個新的使命,不單止神令到他自己和我們可以和好,要把這個和好的道理,這個信息教育給我們
[00:17:07.160 --> 00:17:21.160]  創世紀裡面,神做了亞當、夏娃,給了他們一個大使命,是什麼?生養眾多遍滿全地
[00:17:22.160 --> 00:17:37.160]  今天我們這班新人類,神同樣給我們一個新的命令,我們新造的人類,神同樣給我們一個新造人類的命令,就是生養眾多遍布全地
[00:17:38.160 --> 00:18:00.160]  生養眾多,像這些嬰兒一樣,是屬靈的嬰兒,昔日神讓亞當、夏娃肉身上生養眾多遍布全地,今天我們,今天給神特別呼籲我們一班蒙恩的人,基督耶穌裡面一班新造的人,一個新的人類,就是生養眾多,屬靈裡面多一點的兒子,多一點的女兒
[00:18:01.160 --> 00:18:11.160]  將主耶穌和好的道理,將神和好的福音傳給更多的人,在靈裡面建立多一點屬靈的兒女
[00:18:11.160 --> 00:18:26.160]  雖然我們可能覺得我們沒有其他人侍奉得那麼好,我們不可以為主而唱,為主而彈,為主而講,但是有一樣東西你可以做的,就是為主去探訪
[00:18:27.160 --> 00:18:45.160]  知不知道外教會有一個小城宣教隊,已經有兩年的時間了,兩年的時間裡面,他們是每年的夏天,每一個月都出隊去安省附近的小鎮,探訪那些餐廳、店鋪和老闆聊天
[00:18:45.160 --> 00:18:52.160]  現在我想聽一下他們幾位小城宣教隊友的心聲
[00:18:53.160 --> 00:19:03.160]  兩年裡面,我會覺得一方面覺得有機會將福音帶給人,但是首先始終都是要認識那個人
[00:19:04.160 --> 00:19:29.160]  到目前為止,兩年我覺得都做到的,到目前為止真的有些餐館的管主都當我們是朋友的,有時有時那些心事都跟我們講,所以是要很久去表白,可能每個人有些會快些有些會慢些,所以另外在同宮一起去的時候,也有很多的分享在路上
[00:19:30.160 --> 00:19:44.160]  我自己覺得是一個福音機會,如果突然之間去探訪,有時我們在車上都會聊很多東西的,所以都是另一個學習或者一個成長機會
[00:19:45.160 --> 00:20:01.160]  感恩由不認識到大家成為朋友,是小城宣教的生命見證,不覺得花了時間沒果效,因為宋土宰眾算不得什麼,唯有神叫他生長開花結果,榮耀頌讚歸於神
[00:20:02.160 --> 00:20:17.160]  很感恩在小城宣教參加了兩年,得著是跟別人傾談當中,學了很多東西,想到別人怎樣想我們去探訪他們的情況
[00:20:18.160 --> 00:20:36.160]  第二方面,其實不講福音也沒問題,最重要是跟他打好關係,讓他知道我們基督教來探訪他,主要是愛關心他,是最重要
[00:20:37.160 --> 00:20:49.160]  剛才那個姐妹說,就算不可以馬上傳福音給他,也不要緊,起碼可以保持到,建立到一份友情,一份關係
[00:20:49.160 --> 00:21:02.160]  上星期馮傳道跟大家講了3D,去跟那些人聯絡,去結交,去認識,有機會的將我們自己的生命故事跟他們分享
[00:21:03.160 --> 00:21:12.160]  我記得我們跟那些短宣隊去到中南美洲短宣的時候,很多時候有短宣隊出隊的隊員都很謙卑的
[00:21:12.160 --> 00:21:20.160]  他說我出去只是想幫忙煮飯,有些人說我出去只是想幫忙做司機,有些人說我出去只是想幫忙按PowerPoint
[00:21:20.160 --> 00:21:30.160]  我還記得我第一次出隊的時候,我就說我出去只是想幫忙按PowerPoint,覺得自己只是做一些手作
[00:21:31.160 --> 00:21:40.160]  但是去到工場有機會的時候,眾人都有機會跟弟兄姊妹一起,跟當地的那些人,那些不認識的陌生人
[00:21:40.160 --> 00:21:49.160]  講一圈幾句,進入認識一下他們,了解他們的生活,問一下他們的情況,都是短宣隊可以做的
[00:21:50.160 --> 00:22:06.160]  回來問一下我們自己,我們沒有那個恩賜可以站台,為主發聲,沒有那個機會去到外面做宣教,我們自己身邊有沒有機會做主的使者,為主做見證呢
[00:22:07.160 --> 00:22:22.160]  最後一個所以,所以我們做基督的特使,不是那些其他有恩賜的人,弟兄姊妹才做的,是我們這些有恩賜的人,同樣都可以承擔的一個使命
[00:22:22.160 --> 00:22:29.160]  還記不記得這一支旗幟,上一次沒有機會跟大家講我旗幟的意思
[00:22:30.160 --> 00:22:41.160]  紅色十字架代表什麼,大家都很心裡有數,代表耶穌基督為我們所釘的犧牲的十字架,祂留的寶血見證我們的罪,祂的犧牲,祂的死,祂的復活
[00:22:42.160 --> 00:23:02.160]  藍色代表天國的福音,祂帶來彰顯了神的信實,然後白色代表基督帶給這個世界和平,基督帶給這個世界潔淨,聖潔,這個就是基督徒的使命,就是主耶穌交給我們的使命
[00:23:03.160 --> 00:23:19.160]  其實保羅今天跟我們所講的,立定心智,無論道路有多艱難,無論結果是不是我們所期盼的那麼成功,我們仍然堅持在這個方法,在選擇裡面向前走
[00:23:20.160 --> 00:23:34.160]  因為主耶穌吩咐我們,祂吩咐的使徒保羅,就像保羅所講的,吩咐我們要成為主的使者,神交託給我們這個福音的使命,是要我們完成
[00:23:35.160 --> 00:23:54.160]  我們知道剛才所講的,我們永恆裡面,我們已經知道一定有歸宿等候我們,我們有新的身體,天上面有一個居所,我們就過著一些為主而活的生命,蒙主,得主的喜悅
[00:23:55.160 --> 00:24:05.160]  我們知道我們最後,最終每一個都要面對基督抬前的審判,我們希望這個審判是一個獎賞的審判,而不是一個懲罰的審判
[00:24:06.160 --> 00:24:25.160]  各位蒙族的人,我們都接受這個新的使命,神昔給亞當夏娃一個使命,今天給我們一個地上能夠傳講福音,建立更加多的宿靈兒女的一個生命,就是這個最後的基督特使的使者的身份
[00:24:26.160 --> 00:24:42.160]  要有一個使命,要有一個選擇,要有一個方向,要堅持,立定心智,努力向前,不論結果如何,我們知道只有一個,就是蒙主預立的生命
[00:24:43.160 --> 00:24:57.160]  一切向上祈禱,主人所有當你放眼看我們生活的環境,我們生活周圍的人,我們見到的是甚麼呢?
[00:24:58.160 --> 00:25:13.160]  我們見不見到一些流離失所的人,見不見到一些還沒有認識你的人,見不見到一些宿靈生命裏面在死亡的人,見不見到你所給他們的使命
[00:25:14.160 --> 00:25:33.160]  我們都願不願意拿起這個旗幟,基督徒的旗幟,為主發聲,為主在我們走出去,為主我們願意開口,我們願意去探訪,我們願意去關心身邊的人
[00:25:34.160 --> 00:25:51.160]  這是主祢所教的,就好像昔日祢對在世上各個有錢的稅吏一樣,今日給我們這個愛心,同樣地接觸這個世界,接觸身邊祢所帶來給我們的人
[00:25:51.160 --> 00:26:00.160]  求神的令來加力給我們,求祢加力給我們每一個,奉主耶穌基督得勝名求,Amen
