
[00:00:00.000 --> 00:00:04.000]  請接著我們繼續思想聖經希伯來書的信息
[00:02:18.000 --> 00:02:21.000]  甚至會像聖經今天所說的
[00:02:21.000 --> 00:02:25.000]  會偏離主的真道 失去救恩
[00:02:25.000 --> 00:02:28.000]  這個正是今天我們要留心讀的經文
[00:02:28.000 --> 00:02:30.000]  帶給我們的訊息
[00:02:30.000 --> 00:02:32.000]  所以去到五章第十一節的時候
[00:02:32.000 --> 00:02:35.000]  聖經就說到弟兄姊妹要留心
[00:02:35.000 --> 00:02:42.000]  不要讓你退後 倒退成為了一個鷹孩的狀況
[00:02:42.000 --> 00:02:44.000]  所以第五章十一節這樣說
[00:02:44.000 --> 00:02:48.000]  「論到這些事我們有很多話要說
[00:02:48.000 --> 00:02:50.000]  可是很難解釋
[00:02:50.000 --> 00:02:53.000]  因為你們已經遲鈍了 聽不進去
[00:02:53.000 --> 00:02:57.000]  到這個時候你們應該已經作老師了
[00:02:57.000 --> 00:03:03.000]  可是你們還需要有人再把神道裡的初步教導你們
[00:03:03.000 --> 00:03:08.000]  你們成了只能吃奶而不能吃乾糧的人」
[00:03:08.000 --> 00:03:13.000]  當我們讀到聖經第一章到第五章頭的時候
[00:03:13.000 --> 00:03:19.000]  發覺不斷說耶穌基督的身份和位格
[00:03:19.000 --> 00:03:22.000]  祂是超越天使 超越摩西
[00:03:22.000 --> 00:03:26.000]  祂是大祭司 永恆的大祭司
[00:03:26.000 --> 00:03:27.000]  但來到十一節的時候
[00:03:27.000 --> 00:03:31.000]  突然聖經好像轉了一個話題
[00:03:31.000 --> 00:03:35.000]  提到弟兄姊妹要留心 要讓自己成長
[00:03:35.000 --> 00:03:38.000]  不要讓自己停留在鷹孩的地步
[00:03:38.000 --> 00:03:40.000]  因為作者很清楚知道
[00:03:40.000 --> 00:03:43.000]  有些教徒來到這個階段
[00:03:43.000 --> 00:03:47.000]  已經聽不進這些真道
[00:03:47.000 --> 00:03:48.000]  不能夠再明白
[00:03:48.000 --> 00:03:51.000]  再怎麼解釋他們都不會明白
[00:03:51.000 --> 00:03:54.000]  因此作者就提醒你們要留心
[00:03:54.000 --> 00:03:56.000]  讓自己繼續成長
[00:03:56.000 --> 00:04:01.000]  以至你們能夠繼續進入神自己的真道裡面
[00:04:01.000 --> 00:04:03.000]  聖經提到這班弟兄姊妹
[00:04:03.000 --> 00:04:06.000]  他們都信主不是初期
[00:04:06.000 --> 00:04:10.000]  甚至聖經說他們已經可以教導別人
[00:04:10.000 --> 00:04:13.000]  但反而他們不能夠教導別人
[00:04:13.000 --> 00:04:17.000]  而是要別人重新將真道的基要
[00:04:17.000 --> 00:04:20.000]  再教導他們
[00:04:20.000 --> 00:04:24.000]  聖經說你們成了只能吃奶
[00:04:24.000 --> 00:04:27.000]  而不能吃乾糧的人
[00:04:27.000 --> 00:04:30.000]  他們的生命倒退了
[00:04:30.000 --> 00:04:33.000]  當然在鷹孩的成長
[00:04:33.000 --> 00:04:36.000]  每個人都會必經這個階段
[00:04:36.000 --> 00:04:37.000]  但到了一個階段
[00:04:37.000 --> 00:04:39.000]  如果他已經差不多成長
[00:04:39.000 --> 00:04:42.000]  突然間出現一些倒退的問題
[00:04:42.000 --> 00:04:45.000]  你會覺得很難接受
[00:04:45.000 --> 00:04:47.000]  一個孩子當他七八歲
[00:04:47.000 --> 00:04:50.000]  他開始很靈活到處走動
[00:04:50.000 --> 00:04:52.000]  說很多話
[00:04:52.000 --> 00:04:55.000]  跟爸爸媽媽聊很多話
[00:04:55.000 --> 00:04:58.000]  突然間一日回到家的時候坐下
[00:04:58.000 --> 00:05:02.000]  突然間發覺他說的話只是幾個單字
[00:05:02.000 --> 00:05:04.000]  不懂得說
[00:05:04.000 --> 00:05:08.000]  突然間發覺他走起路的時候
[00:05:08.000 --> 00:05:12.000]  走兩步跌下來,不懂得走
[00:05:12.000 --> 00:05:14.000]  你一定會很驚訝
[00:05:14.000 --> 00:05:17.000]  為什麼會這樣?發生什麼事?
[00:05:17.000 --> 00:05:20.000]  受靈生命的一種倒退情況
[00:05:20.000 --> 00:05:23.000]  是令到你會驚訝
[00:05:23.000 --> 00:05:27.000]  但更加叫你身邊的人
[00:05:27.000 --> 00:05:29.000]  都會感受到,都會驚訝
[00:05:29.000 --> 00:05:31.000]  為什麼你會這樣?
[00:05:31.000 --> 00:05:33.000]  聖經就解釋
[00:05:33.000 --> 00:05:35.000]  在這種情況有一個很重要的原因
[00:05:35.000 --> 00:05:37.000]  第十三節這樣說
[00:05:37.000 --> 00:05:46.000]  「凡是吃奶的,試過還是過鷹孩,對公義的道理沒有經歷」
[00:05:46.000 --> 00:05:51.000]  原來是因為對公義的道理沒有經歷
[00:05:51.000 --> 00:05:53.000]  這裡所說的經歷是說一個人
[00:05:53.000 --> 00:05:57.000]  他在神的道理上沒有實踐
[00:05:57.000 --> 00:06:00.000]  或者不純屬,因為他沒有實踐
[00:06:00.000 --> 00:06:05.000]  或者說他過去可能都曾經是實踐的
[00:06:05.000 --> 00:06:09.000]  但是現在停了下來,沒有再去實行了
[00:06:09.000 --> 00:06:13.000]  因此他突然間沒有了那種經歷
[00:06:13.000 --> 00:06:17.000]  他不再能夠經歷到神的話的真實
[00:06:17.000 --> 00:06:23.000]  他的生命也好像失去了這種神給他的真道
[00:06:23.000 --> 00:06:27.000]  聖經就說因為他在那個時候已經放棄了
[00:06:27.000 --> 00:06:32.000]  沒有再按照神給他的教導來行出來
[00:06:32.000 --> 00:06:36.000]  生活上不再有那種正義的表現
[00:06:36.000 --> 00:06:38.000]  那種公義行為的表現
[00:06:38.000 --> 00:06:43.000]  因此聖經就說他已經成為了一個鷹孩
[00:06:43.000 --> 00:06:47.000]  一個很危險的情況
[00:06:47.000 --> 00:06:54.000]  我想有一次留意到一位護士
[00:06:54.000 --> 00:06:56.000]  一位資深的護士
[00:06:56.000 --> 00:07:01.000]  這位護士過去曾經幫很多病人抽血
[00:07:01.000 --> 00:07:03.000]  做各樣的檢查
[00:07:03.000 --> 00:07:09.000]  第一段時間他沒有做抽血的服事
[00:07:09.000 --> 00:07:12.000]  過了一段時間之後他再做的時候
[00:07:12.000 --> 00:07:16.000]  就發覺抽不準血管
[00:07:16.000 --> 00:07:19.000]  看不到適當的位置
[00:07:19.000 --> 00:07:21.000]  因此發覺不行,再來一次
[00:07:21.000 --> 00:07:23.000]  不行,再來一次
[00:07:23.000 --> 00:07:27.000]  不知道大家有沒有試過
[00:07:27.000 --> 00:07:28.000]  在那些情況
[00:07:28.000 --> 00:07:32.000]  那些手臂的地方可能會變得很瘀黑
[00:07:32.000 --> 00:07:35.000]  因為傷了一些血管
[00:07:35.000 --> 00:07:38.000]  或者血液凝結在那裡
[00:07:38.000 --> 00:07:40.000]  在那些情況他很害怕
[00:07:40.000 --> 00:07:42.000]  他就說算了
[00:07:42.000 --> 00:07:46.000]  叫其他人幫忙
[00:07:46.000 --> 00:07:48.000]  之後一段很長的時間
[00:07:48.000 --> 00:07:52.000]  他沒有再做這件事情
[00:07:52.000 --> 00:07:53.000]  過程當中
[00:07:53.000 --> 00:07:57.000]  他在這方面的事上倒退了
[00:07:57.000 --> 00:07:59.000]  以前能做到
[00:07:59.000 --> 00:08:03.000]  突然間這段時間他好像倒退了
[00:08:03.000 --> 00:08:06.000]  想回到屬靈成長的事上
[00:08:06.000 --> 00:08:12.000]  可能過去也嘗試去自己行善的事情
[00:08:12.000 --> 00:08:15.000]  也學習怎樣按著耶穌給我們的吩咐
[00:08:15.000 --> 00:08:19.000]  去愛人,去服侍人
[00:08:19.000 --> 00:08:22.000]  但是不知道為什麼有時候覺得好像做不到
[00:08:22.000 --> 00:08:23.000]  因此放下了
[00:08:23.000 --> 00:08:25.000]  突然間發覺自己的生命
[00:08:25.000 --> 00:08:28.000]  回到一個吃奶的階段
[00:08:28.000 --> 00:08:30.000]  對神的道好像很多地方
[00:08:30.000 --> 00:08:35.000]  好像不再能夠很明白、很了解
[00:08:35.000 --> 00:08:36.000]  所以就說
[00:08:36.000 --> 00:08:38.000]  在我們什麼時候放下
[00:08:38.000 --> 00:08:41.000]  這個對真理的實踐的時候
[00:08:41.000 --> 00:08:43.000]  我們就倒退了
[00:08:43.000 --> 00:08:44.000]  但是相對來說
[00:08:44.000 --> 00:08:49.000]  當他再一次實踐神給他的正義的路
[00:08:49.000 --> 00:08:53.000]  聖經就說他開始成熟了
[00:08:53.000 --> 00:08:55.000]  他的生命開始成熟了
[00:08:55.000 --> 00:08:57.000]  而且可以吃乾糧
[00:08:57.000 --> 00:09:01.000]  也意味著他可以盡心去明白神的真道
[00:09:01.000 --> 00:09:03.000]  當他明白神的真道的時候
[00:09:03.000 --> 00:09:06.000]  他就能夠分辨是非
[00:09:06.000 --> 00:09:08.000]  他能夠去知道哪些是正路
[00:09:08.000 --> 00:09:10.000]  哪些是錯的路
[00:09:10.000 --> 00:09:14.000]  而他可以有力量走在正的路上面
[00:09:14.000 --> 00:09:16.000]  正如聖經在第十四節這樣說
[00:09:16.000 --> 00:09:18.000]  你再看回下面的十四節
[00:09:18.000 --> 00:09:21.000]  祂說只有長大成人的
[00:09:21.000 --> 00:09:22.000]  這個成熟的人
[00:09:22.000 --> 00:09:24.000]  他們能夠吃乾糧
[00:09:24.000 --> 00:09:28.000]  他們的官能因為操練純熟
[00:09:28.000 --> 00:09:30.000]  就能分辨是非
[00:09:30.000 --> 00:09:33.000]  或者說他們的道德判斷的能力
[00:09:33.000 --> 00:09:36.000]  是經常可以得到操練
[00:09:36.000 --> 00:09:39.000]  他們或者說習慣了這樣做
[00:09:39.000 --> 00:09:41.000]  所以他們能夠分辨
[00:09:41.000 --> 00:09:43.000]  什麼是對什麼是錯
[00:09:43.000 --> 00:09:46.000]  所以就能夠走在正路上面
[00:09:46.000 --> 00:09:48.000]  聖經就提到
[00:09:48.000 --> 00:09:51.000]  原來當我們能夠明白神的道
[00:09:51.000 --> 00:09:54.000]  不只是你自己去讀聖經去研經
[00:09:54.000 --> 00:09:58.000]  你更加是去操練去實踐
[00:09:58.000 --> 00:10:03.000]  在那個時候你才能夠真正進入神自己的話裡面
[00:10:03.000 --> 00:10:06.000]  我想分析最近剛剛讀到一篇見證
[00:10:06.000 --> 00:10:08.000]  一位弟兄說他自己的情況
[00:10:08.000 --> 00:10:09.000]  很簡單說
[00:10:09.000 --> 00:10:11.000]  一位弟兄他本身是
[00:10:11.000 --> 00:10:16.000]  過去成長過程裡面是很暴躁
[00:10:16.000 --> 00:10:17.000]  很容易會發脾氣
[00:10:17.000 --> 00:10:19.000]  甚至會打人
[00:10:19.000 --> 00:10:21.000]  但是感謝神後來他信了主
[00:10:21.000 --> 00:10:24.000]  當他開始有自己的工作
[00:10:24.000 --> 00:10:28.000]  他在公司裡面和同事都有很多的交往
[00:10:28.000 --> 00:10:31.000]  有一次他說和同事談一些公事
[00:10:31.000 --> 00:10:35.000]  談一談的時候對方很不同意他的意見
[00:10:35.000 --> 00:10:36.000]  一路爭論
[00:10:36.000 --> 00:10:40.000]  爭論過程當中突然間對方很憤怒
[00:10:40.000 --> 00:10:44.000]  拾起一支筆就飛到他那裡
[00:10:44.000 --> 00:10:46.000]  他覺得很被冒犯
[00:10:46.000 --> 00:10:49.000]  你生氣也不需要這樣襲擊我
[00:10:49.000 --> 00:10:53.000]  但是感謝神他說當時心中有一種平安
[00:10:53.000 --> 00:10:57.000]  覺得不需要和他去爭論
[00:10:57.000 --> 00:11:00.000]  所以他就平靜地離開了
[00:11:00.000 --> 00:11:03.000]  但是更加感謝神的就是
[00:11:03.000 --> 00:11:08.000]  他覺得他仍然可以和這位同事交往
[00:11:08.000 --> 00:11:10.000]  也有時候有感動
[00:11:10.000 --> 00:11:13.000]  想有些地方去幫他
[00:11:13.000 --> 00:11:15.000]  但是對方似乎沒什麼反應
[00:11:15.000 --> 00:11:17.000]  不是很接受他
[00:11:17.000 --> 00:11:19.000]  但是想不到過了一段時間之後
[00:11:19.000 --> 00:11:23.000]  有一次這位同事去旅遊
[00:11:23.000 --> 00:11:26.000]  旅遊回來之後走到他桌邊
[00:11:26.000 --> 00:11:31.000]  就放下一份禮物送給你的
[00:11:31.000 --> 00:11:32.000]  一份小的手信
[00:11:32.000 --> 00:11:34.000]  拿回來送給他
[00:11:34.000 --> 00:11:36.000]  這位弟兄說他很開心
[00:11:36.000 --> 00:11:38.000]  他很開心不單是因為那份禮物
[00:11:38.000 --> 00:11:41.000]  而很感激神當時給他有力量
[00:11:41.000 --> 00:11:44.000]  可以不去以牙還牙
[00:11:44.000 --> 00:11:49.000]  而可以繼續去善待這位同事
[00:11:49.000 --> 00:11:52.000]  當我看到這份見證的時候
[00:11:52.000 --> 00:11:57.000]  我的心就想這位弟兄他明白聖經
[00:11:57.000 --> 00:11:59.000]  我上回在聖經比例前書講到
[00:11:59.000 --> 00:12:04.000]  大家都會記得當主耶穌在被人釘十架的時候
[00:12:04.000 --> 00:12:07.000]  聖經說他避罵不還口
[00:12:07.000 --> 00:12:12.000]  他在當中仍然以良善待那些惡待他的人
[00:12:12.000 --> 00:12:16.000]  然後聖經說你們要以一種受苦的心智
[00:12:16.000 --> 00:12:19.000]  作為你們的兵器
[00:12:19.000 --> 00:12:23.000]  兵器意味著用這件事情保護自己
[00:12:23.000 --> 00:12:25.000]  武裝自己
[00:12:25.000 --> 00:12:30.000]  就叫你們能夠在世為人不從人的情慾
[00:12:30.000 --> 00:12:34.000]  只是從神的旨意來過你的每一天
[00:12:34.000 --> 00:12:37.000]  當人去聽見神的道的時候
[00:12:37.000 --> 00:12:38.000]  你去這樣行
[00:12:38.000 --> 00:12:41.000]  就發覺在神的話當中帶來的能力
[00:12:41.000 --> 00:12:46.000]  叫你可以不會從自己的情慾去做一些惡事
[00:12:46.000 --> 00:12:50.000]  反而能夠行神的旨意
[00:12:50.000 --> 00:12:54.000]  而你發覺當時這位弟兄他這樣講的時候
[00:12:54.000 --> 00:12:57.000]  你發覺他進入了神的真理
[00:12:57.000 --> 00:12:59.000]  而當他再讀這段聖經的時候
[00:12:59.000 --> 00:13:01.000]  我假設他有機會再讀的時候
[00:13:01.000 --> 00:13:04.000]  他會更加明白
[00:13:04.000 --> 00:13:06.000]  不單單是一些頭腦的知識
[00:13:06.000 --> 00:13:09.000]  是知道是神的道
[00:13:09.000 --> 00:13:12.000]  而他更加能夠進入在神的真理裡面
[00:13:12.000 --> 00:13:16.000]  等於你發覺當聖經講到鷹孩的時候
[00:13:16.000 --> 00:13:19.000]  原來我們去領受神的真理
[00:13:19.000 --> 00:13:22.000]  不單單是你的頭腦的認識
[00:13:22.000 --> 00:13:24.000]  而是當你在實行的過程當中
[00:13:24.000 --> 00:13:29.000]  你是真實地進入認識神的道
[00:13:29.000 --> 00:13:30.000]  親愛的弟兄姊妹
[00:13:30.000 --> 00:13:33.000]  當我們讀這段經文的時候
[00:13:33.000 --> 00:13:35.000]  你記得提醒自己
[00:13:35.000 --> 00:13:39.000]  不要讓自己倒退成為鷹孩
[00:13:39.000 --> 00:13:42.000]  要按著你所領受的道
[00:13:42.000 --> 00:13:44.000]  留心去讓它行出來
[00:13:44.000 --> 00:13:47.000]  而且讓它成為一種習慣
[00:13:47.000 --> 00:13:49.000]  純屬在當中
[00:13:49.000 --> 00:13:53.000]  以至你能夠堅固長大成人
[00:13:53.000 --> 00:13:55.000]  可以吃乾糧
[00:13:55.000 --> 00:13:58.000]  可以進入神的恩典裡面
[00:13:58.000 --> 00:13:59.000]  你再讀的時候
[00:13:59.000 --> 00:14:00.000]  聖經下面再講
[00:14:00.000 --> 00:14:03.000]  弟兄姊妹要繼續努力去追求成長
[00:14:03.000 --> 00:14:05.000]  不要中斷了
[00:14:05.000 --> 00:14:11.000]  免得我們跌入偏離正道的危險狀況
[00:14:11.000 --> 00:14:13.000]  所以第六章第一節就繼續講
[00:14:13.000 --> 00:14:18.000]  所以我們應當離開基督初步的道理
[00:14:18.000 --> 00:14:20.000]  到了成熟的地步
[00:14:20.000 --> 00:14:24.000]  不必要在這些懊悔致死的行為
[00:14:24.000 --> 00:14:25.000]  信靠神
[00:14:25.000 --> 00:14:26.000]  洗禮按手禮
[00:14:26.000 --> 00:14:27.000]  使人復活
[00:14:27.000 --> 00:14:31.000]  和永遠審判的教訓上再立根基
[00:14:31.000 --> 00:14:34.000]  聖經提到這些信仰的根本
[00:14:34.000 --> 00:14:35.000]  不是說不重要
[00:14:35.000 --> 00:14:37.000]  你們不用怎麼理會
[00:14:37.000 --> 00:14:38.000]  不是
[00:14:38.000 --> 00:14:40.000]  是說當你明白了
[00:14:40.000 --> 00:14:44.000]  領受了這些基本的基要的真理之後
[00:14:44.000 --> 00:14:50.000]  不需要在當中不斷糾纏
[00:14:50.000 --> 00:14:53.000]  認為有很多其他的
[00:14:53.000 --> 00:15:04.000]  我要在其中一直停留在信念或知識上
[00:15:04.000 --> 00:15:09.000]  而是讓你將這些信念活出來
[00:15:09.000 --> 00:15:10.000]  如剛才所講
[00:15:10.000 --> 00:15:12.000]  活出正義的生活
[00:15:12.000 --> 00:15:14.000]  和後面所講
[00:15:14.000 --> 00:15:19.000]  活出那種愛心的真實行動等等
[00:15:19.000 --> 00:15:26.000]  先不要讓自己停留在基礎的信念上
[00:15:26.000 --> 00:15:32.000]  而是繼續努力進到成熟的地步
[00:15:32.000 --> 00:15:36.000]  我很歡迎《天子聖經》的英文翻譯
[00:15:36.000 --> 00:15:39.000]  Go on to maturity
[00:15:39.000 --> 00:15:40.000]  Go on
[00:15:40.000 --> 00:15:42.000]  最重要的是不要讓自己停止
[00:15:42.000 --> 00:15:44.000]  繼續向前走
[00:15:44.000 --> 00:15:50.000]  繼續真實地走神的道
[00:15:50.000 --> 00:15:51.000]  可能在這節目當中
[00:15:51.000 --> 00:15:54.000]  我們都有一些都順著一段長時間
[00:15:54.000 --> 00:15:56.000]  甚至你都會經歷過一段時間
[00:15:56.000 --> 00:16:01.000]  覺得我大概都知道聖經講什麼
[00:16:01.000 --> 00:16:03.000]  崇拜講道我都聽過了
[00:16:03.000 --> 00:16:06.000]  大致我都知道什麼
[00:16:06.000 --> 00:16:07.000]  甚至有些時候會覺得
[00:16:07.000 --> 00:16:10.000]  返來崇拜都差不多了
[00:16:10.000 --> 00:16:12.000]  我都知道大概是怎樣
[00:16:12.000 --> 00:16:13.000]  而平時生活
[00:16:13.000 --> 00:16:16.000]  也都覺得沒什麼特別需要再怎樣去讀聖經
[00:16:16.000 --> 00:16:17.000]  怎樣去地道
[00:16:17.000 --> 00:16:21.000]  再去留心怎樣去行神的道
[00:16:21.000 --> 00:16:25.000]  有時候有一種呆滯的情況就出現了
[00:16:25.000 --> 00:16:27.000]  但是已經提醒我們
[00:16:27.000 --> 00:16:28.000]  頂尖之門要留心
[00:16:28.000 --> 00:16:33.000]  要努力進到成熟的地步
[00:16:33.000 --> 00:16:34.000]  我過去曾經分享過
[00:16:34.000 --> 00:16:38.000]  我都很喜歡去一些樹林看樹
[00:16:38.000 --> 00:16:40.000]  其中一次的經歷
[00:16:40.000 --> 00:16:45.000]  就是去到在美國美洲參國家公園
[00:16:45.000 --> 00:16:47.000]  去到那些地方的時候
[00:16:47.000 --> 00:16:49.000]  我心裏面有很多很多反思
[00:16:49.000 --> 00:16:51.000]  去到見到一些大樹
[00:16:51.000 --> 00:16:53.000]  那些大樹是全世界最大的樹
[00:16:53.000 --> 00:16:55.000]  那些樹的樹齡
[00:16:55.000 --> 00:16:59.000]  你知道是行行地一千年
[00:16:59.000 --> 00:17:01.000]  有些二千多年
[00:17:01.000 --> 00:17:05.000]  知道的有些樹去到二千六百多年
[00:17:05.000 --> 00:17:07.000]  很高
[00:17:07.000 --> 00:17:10.000]  我不可以看到樹冠
[00:17:10.000 --> 00:17:13.000]  所以我要躺在地上才可以看到頂
[00:17:13.000 --> 00:17:15.000]  因為那些樹有二百呎
[00:17:15.000 --> 00:17:16.000]  三百多呎
[00:17:16.000 --> 00:17:19.000]  三十多層樓高
[00:17:19.000 --> 00:17:23.000]  所以很震撼在那些樹林當中
[00:17:23.000 --> 00:17:25.000]  所以我很喜歡去看一看
[00:17:25.000 --> 00:17:28.000]  有關這些樹木的一些研究
[00:17:28.000 --> 00:17:30.000]  一些分析
[00:17:30.000 --> 00:17:32.000]  就發覺這些樹
[00:17:32.000 --> 00:17:34.000]  去到一個這麼高的年齡
[00:17:34.000 --> 00:17:36.000]  我們說高齡大樹
[00:17:36.000 --> 00:17:38.000]  我心裏想一定到某個情況
[00:17:38.000 --> 00:17:40.000]  它會有些退化
[00:17:40.000 --> 00:17:42.000]  自從人的角度講
[00:17:42.000 --> 00:17:43.000]  這麼大年紀了
[00:17:43.000 --> 00:17:45.000]  應該會退化
[00:17:45.000 --> 00:17:47.000]  但是這些的解釋就說
[00:17:47.000 --> 00:17:49.000]  這些樹一路的生長
[00:17:49.000 --> 00:17:52.000]  每年新增出來的樹幹
[00:17:52.000 --> 00:17:54.000]  或者樹葉樹枝
[00:17:54.000 --> 00:17:56.000]  那些木材
[00:17:56.000 --> 00:17:59.000]  是等於一棵六十呎高的大樹
[00:17:59.000 --> 00:18:02.000]  的木材一樣
[00:18:02.000 --> 00:18:04.000]  大家明白我的意思吧
[00:18:04.000 --> 00:18:07.000]  即是它六十呎的大樹
[00:18:07.000 --> 00:18:10.000]  有的那些木材
[00:18:10.000 --> 00:18:12.000]  樹幹樹根等等加起來
[00:18:12.000 --> 00:18:16.000]  就是它每年生出的樹的木材
[00:18:16.000 --> 00:18:19.000]  是不斷不斷增生
[00:18:19.000 --> 00:18:22.000]  不斷有新的力量
[00:18:22.000 --> 00:18:25.000]  當我在那些樹林當中
[00:18:25.000 --> 00:18:27.000]  一路來到去夢想的時候
[00:18:27.000 --> 00:18:30.000]  我就鼓勵自己
[00:18:30.000 --> 00:18:32.000]  蕭秀華
[00:18:32.000 --> 00:18:35.000]  不要因為你年紀大了
[00:18:35.000 --> 00:18:40.000]  你就減輕了對神的追求
[00:18:40.000 --> 00:18:43.000]  不要放棄了
[00:18:43.000 --> 00:18:45.000]  繼續去成長
[00:18:45.000 --> 00:18:48.000]  我就想回聖經所講
[00:18:48.000 --> 00:18:49.000]  聖經講到
[00:18:49.000 --> 00:18:52.000]  無錯我們肉體毀壞
[00:18:52.000 --> 00:18:54.000]  但是內心卻
[00:18:54.000 --> 00:18:57.000]  一天生之一天
[00:18:57.000 --> 00:18:59.000]  神能夠讓我們的生命
[00:18:59.000 --> 00:19:01.000]  可以不斷的成長
[00:19:01.000 --> 00:19:04.000]  直到我們能夠得到
[00:19:04.000 --> 00:19:06.000]  神給我們的豐盛的生命
[00:19:06.000 --> 00:19:08.000]  祂是願意我們能夠盡得
[00:19:08.000 --> 00:19:11.000]  祂給我們生命的好處
[00:19:11.000 --> 00:19:14.000]  所以弟兄姊妹不要停止追求
[00:19:14.000 --> 00:19:17.000]  無論在認識聖經的事上
[00:19:17.000 --> 00:19:21.000]  無論在留心進行聖經的事
[00:19:21.000 --> 00:19:23.000]  在愛神愛人的事上
[00:19:23.000 --> 00:19:26.000]  繼續的追求
[00:19:26.000 --> 00:19:28.000]  繼續去成長
[00:19:28.000 --> 00:19:30.000]  正是今天聖經給我們一個
[00:19:30.000 --> 00:19:32.000]  很重要的勉勵
[00:19:32.000 --> 00:19:33.000]  當然當你去追求的時候
[00:19:33.000 --> 00:19:34.000]  你會發覺
[00:19:34.000 --> 00:19:36.000]  這樣很大壓力
[00:19:36.000 --> 00:19:39.000]  那怎樣才夠呢
[00:19:39.000 --> 00:19:41.000]  但是你留心聖經講到
[00:19:41.000 --> 00:19:42.000]  當你提到說
[00:19:42.000 --> 00:19:44.000]  要努力進度的時候
[00:19:44.000 --> 00:19:45.000]  一句說話
[00:19:45.000 --> 00:19:47.000]  在原來的文字是在講
[00:19:47.000 --> 00:19:50.000]  被動的努力進行
[00:19:50.000 --> 00:19:53.000]  它是一個被動的儀式
[00:19:53.000 --> 00:19:55.000]  聖經也在講一件事情
[00:19:55.000 --> 00:19:56.000]  當你去追求成長的時候
[00:19:56.000 --> 00:19:58.000]  你要知道其實不是你
[00:19:58.000 --> 00:20:00.000]  是神會在你生命當中
[00:20:00.000 --> 00:20:01.000]  不斷的去工作
[00:20:01.000 --> 00:20:02.000]  祂會感動你
[00:20:02.000 --> 00:20:04.000]  祂會去引導你
[00:20:04.000 --> 00:20:06.000]  重要的就是你去回應
[00:20:06.000 --> 00:20:08.000]  你不會去拒絕
[00:20:08.000 --> 00:20:10.000]  而是你回應神給你的感動
[00:20:10.000 --> 00:20:12.000]  順著祂給你的帶領
[00:20:12.000 --> 00:20:16.000]  來走出來
[00:20:16.000 --> 00:20:19.000]  一位姐妹大病初癒
[00:20:19.000 --> 00:20:21.000]  她需要做運動
[00:20:21.000 --> 00:20:23.000]  調理她的身體
[00:20:23.000 --> 00:20:25.000]  但是經常都不想動
[00:20:25.000 --> 00:20:27.000]  躺在床上
[00:20:27.000 --> 00:20:29.000]  先生見到這樣的情況
[00:20:29.000 --> 00:20:31.000]  就鼓勵她
[00:20:31.000 --> 00:20:32.000]  起來做運動
[00:20:32.000 --> 00:20:33.000]  我陪你一起去
[00:20:33.000 --> 00:20:35.000]  她說不去了
