
[00:00:00.000 --> 00:00:03.860]  《出埃及記》的第十四章
[00:02:31.960 --> 00:02:33.680]  前面沒有路了
[00:02:33.680 --> 00:02:34.760]  前面沒有路的時候
[00:02:34.760 --> 00:02:39.080]  在這裏第十節開始
[00:02:39.080 --> 00:02:40.360]  法老臨近的時候
[00:02:40.360 --> 00:02:43.200]  以色列人舉目看見埃及人趕來
[00:02:43.200 --> 00:02:45.080]  就甚懼怕
[00:02:45.080 --> 00:02:46.840]  向耶和華哀求
[00:02:46.840 --> 00:02:49.040]  他們就跟摩西講了
[00:02:49.040 --> 00:02:51.920]  他們跟摩西講的說話就在後面
[00:02:51.920 --> 00:02:52.760]  我讀了
[00:02:52.760 --> 00:02:56.200]  「難道在埃及沒有墳地
[00:02:56.200 --> 00:03:00.480]  你把我們帶來死在曠野嗎?
[00:03:00.480 --> 00:03:03.000]  為什麼你這樣待我們呢?
[00:03:03.000 --> 00:03:05.680]  將我們從埃及領出來呢?
[00:03:05.680 --> 00:03:09.480]  我們在埃及豈沒有對你說過
[00:03:09.480 --> 00:03:11.400]  不要搞我們了
[00:03:11.400 --> 00:03:14.560]  容許我們服侍埃及人吧
[00:03:14.560 --> 00:03:19.680]  因為服侍埃及人比死在曠野更好」
[00:03:19.680 --> 00:03:24.120]  這些以色列人這樣蒙受了神的拯救離開
[00:03:24.120 --> 00:03:25.880]  本來應該開開心心
[00:03:25.880 --> 00:03:27.480]  很感恩的心
[00:03:27.480 --> 00:03:30.960]  到現在被埃及人追殺的時候
[00:03:30.960 --> 00:03:32.040]  前面沒有路了
[00:03:32.040 --> 00:03:33.240]  他們就很害怕
[00:03:33.240 --> 00:03:35.680]  就這樣在這裏跟摩西講
[00:03:35.680 --> 00:03:39.520]  都很厲害
[00:03:39.520 --> 00:03:42.160]  「難道埃及沒有墳地嗎?
[00:03:42.160 --> 00:03:44.480]  要出來這裏才死嗎?
[00:03:44.480 --> 00:03:46.480]  叫你不要搞我們了
[00:03:46.480 --> 00:03:48.320]  在這裏做奴隸更好」
[00:03:48.320 --> 00:03:50.320]  這樣跟摩西講
[00:03:50.320 --> 00:03:51.400]  你們覺得怎樣呢?
[00:03:51.400 --> 00:03:54.120]  如果他們從摩西聽到這樣說
[00:03:54.120 --> 00:03:58.400]  這麼辛苦帶你們出來
[00:03:58.400 --> 00:04:01.680]  現在竟然這樣對摩西
[00:04:01.680 --> 00:04:04.400]  摩西跟神說
[00:04:04.400 --> 00:04:06.560]  神顯示了很大的神蹟
[00:04:06.560 --> 00:04:09.160]  第十四章開頭標題已經說了
[00:04:09.160 --> 00:04:11.240]  叫摩西那些雀
[00:04:11.240 --> 00:04:14.800]  紅海竟然分開了
[00:04:14.800 --> 00:04:17.920]  海的中間有一個陸地給牠們行過
[00:04:17.920 --> 00:04:20.120]  很大的神蹟
[00:04:20.120 --> 00:04:21.800]  牠們行過之後
[00:04:21.800 --> 00:04:23.960]  埃及兵追下去
[00:04:23.960 --> 00:04:25.880]  誰知那些水又合起來
[00:04:25.880 --> 00:04:28.000]  那些埃及兵全部死了
[00:04:28.000 --> 00:04:29.480]  是一個很大的神蹟
[00:04:29.480 --> 00:04:31.400]  過紅海的神蹟
[00:04:31.400 --> 00:04:32.600]  這些埃及人
[00:04:32.600 --> 00:04:34.640]  這些以色列人這樣過了紅海
[00:04:34.640 --> 00:04:36.480]  剛才差點死
[00:04:36.480 --> 00:04:38.600]  現在神這樣拯救了他們
[00:04:38.600 --> 00:04:40.280]  讓你是他們當中的一份子
[00:04:40.280 --> 00:04:41.960]  你又覺得怎樣呢?
[00:04:41.960 --> 00:04:44.960]  這個神真的很好
[00:04:44.960 --> 00:04:46.680]  在前面沒有路
[00:04:46.680 --> 00:04:47.920]  危難的時候
[00:04:47.920 --> 00:04:49.400]  這樣又拯救了我們
[00:04:49.400 --> 00:04:52.960]  之前有十個大神蹟來拯救我們
[00:04:52.960 --> 00:04:54.920]  這個神真的很好
[00:04:54.920 --> 00:04:55.800]  對不對?
[00:04:55.800 --> 00:04:57.080]  應該是這樣
[00:04:57.080 --> 00:04:58.760]  其實也是
[00:04:58.760 --> 00:05:00.080]  不過以色列人有一個特質
[00:05:00.080 --> 00:05:02.680]  就是變化得很快
[00:05:02.680 --> 00:05:04.680]  走著走著
[00:05:04.680 --> 00:05:07.680]  埃及的礦物
[00:05:07.680 --> 00:05:09.240]  沒有水
[00:05:09.240 --> 00:05:10.640]  全素不生
[00:05:10.640 --> 00:05:13.120]  你真的要走到找到有水源的地方
[00:05:13.120 --> 00:05:15.040]  才可以有水喝
[00:05:15.040 --> 00:05:19.840]  以及入滿你的裝水器皿等等
[00:05:19.840 --> 00:05:21.840]  但是他們一路走著走著
[00:05:21.840 --> 00:05:23.280]  走了三天
[00:05:23.280 --> 00:05:25.600]  都找不到新的水源
[00:05:25.600 --> 00:05:27.800]  那怎麼辦呢?
[00:05:27.800 --> 00:05:30.600]  從這裡開始不開心了
[00:05:30.600 --> 00:05:31.600]  終於找了找了
[00:05:31.600 --> 00:05:32.400]  找到了
[00:05:32.400 --> 00:05:34.040]  找到一個水源
[00:05:34.040 --> 00:05:36.400]  那個地方叫馬拉
[00:05:36.400 --> 00:05:39.640]  現在之後的名字叫馬拉
[00:05:39.640 --> 00:05:41.800]  去到那裡很開心
[00:05:41.800 --> 00:05:42.440]  有水喝了
[00:05:42.440 --> 00:05:45.040]  誰知道那裡的水原來是苦的
[00:05:45.040 --> 00:05:46.840]  本來很開心找到
[00:05:46.840 --> 00:05:48.360]  但那裡的水是苦的
[00:05:48.360 --> 00:05:51.440]  那麼他們就怎樣呢?
[00:05:51.440 --> 00:05:54.760]  十五章二十四節
[00:05:54.760 --> 00:05:55.520]  節後一點
[00:05:55.520 --> 00:05:57.160]  十五章二十四節
[00:05:57.160 --> 00:05:59.440]  又記載了一些以色列人的反應
[00:05:59.440 --> 00:06:00.760]  二十四節那一段
[00:06:00.760 --> 00:06:03.800]  「百姓就向摩西發願言」
[00:06:03.800 --> 00:06:06.400]  這三個字在這裡開始就用了
[00:06:06.400 --> 00:06:08.280]  「發願言」
[00:06:08.280 --> 00:06:11.280]  說我們學什麼呢?
[00:06:11.280 --> 00:06:17.680]  這幾個字看上去好像沒有什麼表情的形容在裡面
[00:06:17.680 --> 00:06:19.840]  但是前面說「發願言」
[00:06:19.840 --> 00:06:23.240]  當然是很「發願言」地去說
[00:06:23.240 --> 00:06:25.640]  我們學什麼呢?
[00:06:25.640 --> 00:06:27.040]  其實這些內容
[00:06:27.040 --> 00:06:29.560]  我昨天在小朋友的小組那一串
[00:06:29.560 --> 00:06:30.440]  也跟他們說過
[00:06:30.440 --> 00:06:31.840]  不如用簡單版
[00:06:31.840 --> 00:06:34.680]  還有一些給他們演繹版
[00:06:34.680 --> 00:06:36.480]  他們出來背對白的時候
[00:06:36.480 --> 00:06:37.640]  七情上面
[00:06:37.640 --> 00:06:39.920]  就大發願言
[00:06:39.920 --> 00:06:42.280]  那些讀起來的對白
[00:06:42.280 --> 00:06:44.200]  讀到很激昂之後
[00:06:44.200 --> 00:06:46.640]  原來被他們的字也丟掉了
[00:06:46.640 --> 00:06:47.400]  他們很生氣
[00:06:47.400 --> 00:06:48.280]  很「發願言」
[00:06:48.280 --> 00:06:49.240]  為什麼會這樣呢?
[00:06:49.240 --> 00:06:51.280]  我們喝什麼呢?
[00:06:51.280 --> 00:06:52.720]  那些「發願言」說
[00:06:52.720 --> 00:06:56.120]  我們喝什麼呢?
[00:06:56.120 --> 00:06:58.080]  剛剛才經歷了這麼多神跡
[00:06:58.080 --> 00:06:59.480]  這個神這麼厲害
[00:06:59.480 --> 00:07:01.120]  現在你說沒有水喝
[00:07:01.120 --> 00:07:03.720]  那你就「發願言」了
[00:07:03.720 --> 00:07:07.680]  你看這群人是怎樣的素質
[00:07:07.680 --> 00:07:09.200]  但是神接著怎樣呢?
[00:07:09.200 --> 00:07:11.600]  神接著在下一節
[00:07:11.600 --> 00:07:13.000]  第二十五節的時候
[00:07:13.000 --> 00:07:14.520]  就跟摩西說
[00:07:14.520 --> 00:07:18.360]  「摩西,你……」
[00:07:18.360 --> 00:07:21.800]  摩西定了律例
[00:07:21.800 --> 00:07:25.680]  這個看上去
[00:07:25.680 --> 00:07:27.200]  在這個二十五節
[00:07:27.200 --> 00:07:28.720]  摩西就呼求耶和華
[00:07:28.720 --> 00:07:30.040]  耶和華就指示他
[00:07:30.040 --> 00:07:30.800]  告訴他
[00:07:30.800 --> 00:07:31.440]  有棵樹
[00:07:31.440 --> 00:07:34.200]  將那棵樹丟在水裡
[00:07:34.200 --> 00:07:35.400]  水就變甜
[00:07:35.400 --> 00:07:37.000]  解決了這個問題
[00:07:37.000 --> 00:07:40.200]  用一些方法解決了問題
[00:07:40.200 --> 00:07:41.200]  水就變回甜
[00:07:41.200 --> 00:07:42.640]  那就是他們可以有得喝
[00:07:42.640 --> 00:07:45.240]  有得喝就不再「發願」了
[00:07:45.240 --> 00:07:46.600]  不再「發願言」了
[00:07:46.600 --> 00:07:48.400]  這個神一直這樣看下來
[00:07:48.400 --> 00:07:50.760]  看到有問題就解決
[00:07:50.760 --> 00:07:51.800]  有問題就解決
[00:07:51.800 --> 00:07:53.200]  挺好的
[00:07:53.200 --> 00:07:54.640]  又走了
[00:07:54.640 --> 00:07:55.960]  走了不太遠
[00:07:55.960 --> 00:07:57.720]  走到第二章十六章的時候
[00:07:57.720 --> 00:07:58.880]  第七節就算了
[00:07:58.880 --> 00:08:01.720]  去到一個信的曠野
[00:08:01.720 --> 00:08:03.200]  那些曠野有一個區域
[00:08:03.200 --> 00:08:04.320]  一個區域有一個名字
[00:08:04.320 --> 00:08:06.480]  那個區域的曠野叫做信
[00:08:06.480 --> 00:08:10.360]  信的曠野走到那裡的時候又如何呢?
[00:08:10.360 --> 00:08:11.720]  十六章第七節
[00:08:11.720 --> 00:08:16.400]  我們又看看他又有什麼新事物出現了
[00:08:16.400 --> 00:08:18.040]  十六章七節那裡說
[00:08:18.040 --> 00:08:20.120]  到了早晨了
[00:08:20.120 --> 00:08:21.440]  摩西跟他們說
[00:08:21.440 --> 00:08:23.440]  到了早晨你們要看到神的榮耀了
[00:08:23.440 --> 00:08:28.080]  因為神聽見你們向祂發的願言
[00:08:28.080 --> 00:08:31.560]  他們這裡又發願言
[00:08:31.560 --> 00:08:32.600]  又發願言
[00:08:32.600 --> 00:08:34.480]  願什麼呢?
[00:08:34.480 --> 00:08:36.600]  摩西跟他們說
[00:08:36.600 --> 00:08:37.520]  我們算什麼呢?
[00:08:37.520 --> 00:08:42.280]  你竟然向我們摩西向我們發願言
[00:08:42.280 --> 00:08:43.920]  摩西就說
[00:08:43.920 --> 00:08:46.960]  耶和華晚上必給你們肉吃
[00:08:46.960 --> 00:08:50.200]  因為他們覺得現在沒有肉吃了
[00:08:50.200 --> 00:08:51.800]  走了這麼久
[00:08:51.800 --> 00:08:53.160]  沒有肉吃
[00:08:53.160 --> 00:08:55.520]  又在這裡投訴發願言
[00:08:55.520 --> 00:08:56.960]  為什麼我們沒有肉吃
[00:08:56.960 --> 00:08:59.120]  摩西就跟他們說
[00:08:59.120 --> 00:09:00.800]  好了
[00:09:00.800 --> 00:09:04.320]  他們有一段說話
[00:09:04.320 --> 00:09:06.520]  耶和華說
[00:09:06.520 --> 00:09:07.880]  晚上必給你們肉吃
[00:09:07.880 --> 00:09:10.440]  早晨又有食物給你們飽足
[00:09:10.440 --> 00:09:12.720]  因為你們向耶和華發的願言
[00:09:12.720 --> 00:09:13.840]  他們都聽到了
[00:09:13.840 --> 00:09:14.880]  我們算什麼呢?
[00:09:14.880 --> 00:09:17.160]  你的願言不是向我們人
[00:09:17.160 --> 00:09:19.520]  摩西、亞倫作領袖的發的
[00:09:19.520 --> 00:09:20.520]  你們這樣發願言
[00:09:20.520 --> 00:09:23.040]  其實是向耶和華發的
[00:09:23.040 --> 00:09:25.120]  這群人他們說過什麼呢?
[00:09:25.120 --> 00:09:26.200]  我們看回頭一點
[00:09:26.200 --> 00:09:27.680]  我讀得快了
[00:09:27.680 --> 00:09:30.120]  到了第二節
[00:09:30.120 --> 00:09:31.600]  第十六章二節
[00:09:31.600 --> 00:09:34.560]  那時候以色列的傳會眾在曠野
[00:09:34.560 --> 00:09:36.200]  向摩西、亞倫發願言
[00:09:36.200 --> 00:09:37.360]  他們說什麼呢?
[00:09:37.360 --> 00:09:39.600]  那段說話是這樣說的
[00:09:39.600 --> 00:09:43.440]  巴不得我們早死在埃及地
[00:09:43.440 --> 00:09:46.000]  死在埃及地耶和華的手下
[00:09:46.000 --> 00:09:50.240]  那時候我們坐在浴窩旁吃得飽
[00:09:50.240 --> 00:09:53.480]  你們將我們領了出來
[00:09:53.480 --> 00:09:55.200]  到了這個曠野
[00:09:55.200 --> 00:10:00.880]  叫傳會眾都餓死了
[00:10:00.880 --> 00:10:02.800]  他們想有肉吃
[00:10:02.800 --> 00:10:04.760]  現在沒有肉吃
[00:10:04.760 --> 00:10:08.160]  懷念當日在埃及多好
[00:10:08.160 --> 00:10:10.680]  坐在浴窩旁吃得飽
[00:10:10.680 --> 00:10:12.640]  你們啊!摩西、亞倫啊!
[00:10:12.640 --> 00:10:13.600]  將我們領了出來
[00:10:13.600 --> 00:10:14.600]  到了這個曠野
[00:10:14.600 --> 00:10:16.440]  現在領了我們出來
[00:10:16.440 --> 00:10:18.560]  要在這裡餓死了
[00:10:18.560 --> 00:10:20.200]  又是為了沒有肉吃
[00:10:20.200 --> 00:10:24.400]  他們很懷念以前埃及的時候
[00:10:24.400 --> 00:10:26.280]  有肉吃多好
[00:10:26.280 --> 00:10:28.520]  又發願言
[00:10:28.520 --> 00:10:30.280]  你覺得他們沒有肉吃
[00:10:30.280 --> 00:10:32.520]  神是否可以解決到呢?
[00:10:32.520 --> 00:10:34.960]  他們又採用了一個方法
[00:10:34.960 --> 00:10:37.040]  發願言埋怨摩西、亞倫
[00:10:37.040 --> 00:10:38.720]  為什麼要帶他們出來呢?
[00:10:38.720 --> 00:10:41.360]  然後神安排了
[00:10:41.360 --> 00:10:42.360]  很有趣
[00:10:42.360 --> 00:10:44.160]  到了十三節
[00:10:44.160 --> 00:10:45.120]  大家可以瀏覽
[00:10:45.120 --> 00:10:46.240]  我一邊說
[00:10:46.240 --> 00:10:47.240]  到了晚上
[00:10:47.240 --> 00:10:48.240]  好像摩西所說
[00:10:48.240 --> 00:10:50.560]  有些鵪鶉飛來
[00:10:50.560 --> 00:10:53.040]  在曠野沒有肉的
[00:10:53.040 --> 00:10:53.760]  沒有肉吃
[00:10:53.760 --> 00:10:55.840]  有鵪鶉飛來
[00:10:55.840 --> 00:10:57.040]  剛剛前幾天
[00:10:57.040 --> 00:10:59.840]  有人在網上給大家看一段影片
[00:10:59.840 --> 00:11:01.960]  在屯門拍到很多鵪鶉
[00:11:01.960 --> 00:11:03.640]  由北一直飛過來
[00:11:03.640 --> 00:11:07.520]  他們說可能是因為寒流突然降溫
[00:11:07.520 --> 00:11:10.280]  在北方很多鳥鳥
[00:11:10.280 --> 00:11:12.280]  一群一群向南飛
[00:11:12.280 --> 00:11:15.280]  真的拍到很多鳥鳥一直飛
[00:11:15.280 --> 00:11:17.960]  旁白那個人在拍攝的時候
[00:11:17.960 --> 00:11:20.200]  他說昨天飛了一天
[00:11:20.200 --> 00:11:21.600]  今天又在飛
[00:11:21.600 --> 00:11:23.000]  那個鏡頭拍了幾分鐘
[00:11:23.000 --> 00:11:26.240]  不斷有鵪鶉一直飛出來
[00:11:26.240 --> 00:11:28.000]  我也不知道為什麼會有這麼多鵪鶉
[00:11:28.000 --> 00:11:30.200]  大家如果有興趣
[00:11:30.200 --> 00:11:31.640]  可以去看那段影片
[00:11:31.640 --> 00:11:32.280]  很厲害
[00:11:32.280 --> 00:11:33.560]  很多鳥鳥飛過來
[00:11:33.560 --> 00:11:34.560]  其實我也想到
[00:11:34.560 --> 00:11:35.640]  好像這裡
[00:11:35.640 --> 00:11:39.080]  鵪鶉在天邊一直飛過來
[00:11:39.080 --> 00:11:40.640]  牠們就有東西吃了
[00:11:40.640 --> 00:11:43.080]  那一晚有肉可以吃
[00:11:43.080 --> 00:11:45.160]  解決了這個問題
[00:11:45.160 --> 00:11:46.680]  到了早上
[00:11:46.680 --> 00:11:47.840]  又好像摩西所說
[00:11:47.840 --> 00:11:48.720]  晚上吃完肉
[00:11:48.720 --> 00:11:50.000]  早上
[00:11:50.000 --> 00:11:51.800]  露水出現了之後
[00:11:51.800 --> 00:11:54.480]  竟然在地面有一些
[00:11:54.480 --> 00:11:58.440]  叫做馬拿的東西出現
[00:11:58.440 --> 00:11:59.920]  後來有經文說
[00:11:59.920 --> 00:12:02.000]  好像一些芫荽的種子
[00:12:02.000 --> 00:12:03.760]  我上網找過一些芫荽種子
[00:12:03.760 --> 00:12:07.120]  有一顆顆好像花生大顆一點的
[00:12:07.120 --> 00:12:11.800]  他們就把它磨粉、做餅來吃
[00:12:11.800 --> 00:12:13.240]  每一天都有的
[00:12:13.240 --> 00:12:15.320]  一隻這樣的馬拿的東西
[00:12:15.320 --> 00:12:18.040]  每一天早上都會出現
[00:12:18.040 --> 00:12:20.760]  他們要很早出去撿
[00:12:20.760 --> 00:12:21.800]  經常撿
[00:12:21.800 --> 00:12:23.280]  如果晚了起來
[00:12:23.280 --> 00:12:25.400]  就已經化霧了
[00:12:25.400 --> 00:12:28.240]  所以以色列人通常都很早起床
[00:12:28.240 --> 00:12:30.000]  因為要出去撿東西吃
[00:12:30.000 --> 00:12:31.680]  如是者
[00:12:31.680 --> 00:12:33.360]  一直四十年
[00:12:33.360 --> 00:12:34.600]  告訴大家之後
[00:12:34.600 --> 00:12:35.920]  四十年都是這樣
[00:12:35.920 --> 00:12:37.040]  每一天都有撿
[00:12:37.040 --> 00:12:38.680]  不過很奇怪
[00:12:38.680 --> 00:12:40.400]  修正這句話
[00:12:40.400 --> 00:12:42.720]  是六天都有撿
[00:12:42.720 --> 00:12:46.440]  到了安息日那一天就沒有了
[00:12:46.440 --> 00:12:47.480]  這樣也行
[00:12:47.480 --> 00:12:49.680]  每一天都OK
[00:12:49.680 --> 00:12:50.720]  正常現象
[00:12:50.720 --> 00:12:51.800]  天然現象
[00:12:51.800 --> 00:12:52.840]  每一天都會有
[00:12:52.840 --> 00:12:54.680]  但是很奇怪
[00:12:54.680 --> 00:12:55.720]  六天就有
[00:12:55.720 --> 00:12:58.120]  第七天安息日就沒有了
[00:12:58.120 --> 00:13:00.080]  你想出去撿都沒有
[00:13:00.080 --> 00:13:02.040]  原來神這樣安排
[00:13:02.040 --> 00:13:06.120]  就是想以色列人很明確地知道
[00:13:06.120 --> 00:13:09.160]  工作辛苦勞碌六天
[00:13:09.160 --> 00:13:11.640]  到第七天要安息
[00:13:11.640 --> 00:13:12.640]  因為這一天
[00:13:12.640 --> 00:13:14.160]  神定為聖人
[00:13:14.160 --> 00:13:17.160]  是給他的日安息
[00:13:17.160 --> 00:13:19.880]  因此我們今天教會裡面
[00:13:19.880 --> 00:13:23.120]  一直都是七天裡面六天工作
[00:13:23.120 --> 00:13:24.400]  到了主日的時候
[00:13:24.400 --> 00:13:26.200]  我們基本上是休息
[00:13:26.200 --> 00:13:29.520]  不會辛勞拼命去謀生
[00:13:29.520 --> 00:13:32.160]  所以我們很多時候勸一些人
[00:13:32.160 --> 00:13:35.560]  不行,星期一一定要做完工作
[00:13:35.560 --> 00:13:36.880]  我們都勸勉他
[00:13:36.880 --> 00:13:40.680]  試試主日的時候
[00:13:40.680 --> 00:13:42.440]  歸給神
[00:13:42.440 --> 00:13:43.560]  看看又如何
[00:13:43.560 --> 00:13:45.080]  看看你夠不夠吃
[00:13:45.080 --> 00:13:46.680]  有些做生意的人
[00:13:46.680 --> 00:13:47.880]  他試過見證
[00:13:47.880 --> 00:13:51.680]  星期日早上關門
[00:13:51.680 --> 00:13:53.480]  試日主日休息
[00:13:53.480 --> 00:13:56.000]  有些就近半步
[00:13:56.000 --> 00:13:57.600]  下午再開
[00:13:57.600 --> 00:13:59.440]  下午再做生意
[00:13:59.440 --> 00:14:00.680]  早上休息
[00:14:00.680 --> 00:14:02.200]  賺少半天錢
[00:14:02.200 --> 00:14:03.720]  星期日早上很多人
[00:14:03.720 --> 00:14:04.520]  不管
[00:14:04.520 --> 00:14:06.040]  一定要夠吃
[00:14:06.040 --> 00:14:08.480]  這是一個很大的考驗
[00:14:08.480 --> 00:14:10.840]  因此我又勸勉年輕人
[00:14:10.840 --> 00:14:12.840]  很辛苦讀書六天
[00:14:12.840 --> 00:14:14.280]  你的靈明很重要
[00:14:14.280 --> 00:14:15.560]  人的靈魂體
[00:14:15.560 --> 00:14:17.520]  你的靈明和神親近
[00:14:17.520 --> 00:14:18.520]  是很重要的
[00:14:18.520 --> 00:14:19.920]  你要和神親近
[00:14:19.920 --> 00:14:21.240]  這兩個小時回來
[00:14:21.240 --> 00:14:22.160]  要和神親近
[00:14:22.160 --> 00:14:23.760]  你的靈健壯
[00:14:23.760 --> 00:14:25.840]  身體又健壯
[00:14:25.840 --> 00:14:28.960]  讀書又好一點
[00:14:28.960 --> 00:14:29.800]  又補電
[00:14:29.800 --> 00:14:31.840]  是真的
[00:14:31.840 --> 00:14:36.200]  所以食物神又有安排
[00:14:36.200 --> 00:14:38.200]  所以這些以色列人這樣發怨言
[00:14:38.200 --> 00:14:41.000]  你說是不是很無謂?
[00:14:41.000 --> 00:14:43.440]  其實他發遲一點的怨言
[00:14:43.440 --> 00:14:45.720]  神會有安排的
[00:14:45.720 --> 00:14:46.600]  對不對?
[00:14:46.600 --> 00:14:47.640]  看很多例子
[00:14:47.640 --> 00:14:49.120]  這幾章一直都是這樣
[00:14:49.120 --> 00:14:50.920]  沒得吃又發怨言
[00:14:50.920 --> 00:14:52.600]  沒得喝又發怨言
[00:14:52.600 --> 00:14:55.520]  接著想吃肉又說發怨言
[00:14:55.520 --> 00:14:57.560]  接著再看下去還沒完
[00:14:57.560 --> 00:14:59.200]  下一章十七章
[00:14:59.200 --> 00:15:00.640]  他們一路走來走去
[00:15:00.640 --> 00:15:02.720]  又去到一個地方叫利菲定
[00:15:02.720 --> 00:15:05.600]  第十七章第三節
[00:15:05.600 --> 00:15:06.480]  你看聖經的時候
[00:15:06.480 --> 00:15:07.200]  一路看下去
[00:15:07.200 --> 00:15:09.480]  沒多久前面又發怨言
[00:15:09.480 --> 00:15:10.400]  為什麼又發怨言?
[00:15:10.400 --> 00:15:12.720]  這麼多怨言發的
[00:15:12.720 --> 00:15:14.160]  十七章
[00:15:14.160 --> 00:15:17.240]  記載他們去了一個地方叫利菲定
[00:15:17.240 --> 00:15:19.080]  第三節那裡說
[00:15:19.080 --> 00:15:20.360]  百姓在那裡
[00:15:20.360 --> 00:15:21.240]  怎麼樣?
[00:15:21.240 --> 00:15:22.240]  甚喝
[00:15:22.240 --> 00:15:23.920]  又是沒水喝的問題
[00:15:23.920 --> 00:15:25.160]  要喝水
[00:15:25.160 --> 00:15:27.480]  就向摩西發怨言
[00:15:27.480 --> 00:15:29.400]  又來?
[00:15:29.400 --> 00:15:32.520]  之前不是因為喝水的問題發了怨言
[00:15:32.520 --> 00:15:35.080]  現在又沒水喝又發怨言
[00:15:35.080 --> 00:15:37.280]  向摩西發怨言說
[00:15:37.280 --> 00:15:41.640]  你為什麼將我們從埃及地領出來呢?
[00:15:41.640 --> 00:15:44.920]  使我們和我們的兒女並我們生畜
[00:15:44.920 --> 00:15:48.360]  渴死呢?
[00:15:48.360 --> 00:15:50.080]  之前也試過了
[00:15:50.080 --> 00:15:51.200]  沒水喝沒東西吃
[00:15:51.200 --> 00:15:53.640]  神都能夠這麼有方法幫你解決
[00:15:53.640 --> 00:15:56.720]  現在沒水喝你又發怨言
[00:15:56.720 --> 00:16:02.440]  你覺得這群小人也很煩吧?
