
[00:00:00.000 --> 00:00:02.000]  各位電視媒早晨,各位來賓早晨
[00:02:13.000 --> 00:02:16.000]  在菲律賓之後的第二站
[00:02:16.000 --> 00:02:20.000]  貼索羅里加城是一個富庶的香港
[00:02:20.000 --> 00:02:24.000]  當時也享有自由城的地位和權利
[00:02:24.000 --> 00:02:25.000]  意思就是說
[00:02:25.000 --> 00:02:28.000]  這個城可以由他們自己的市民
[00:02:28.000 --> 00:02:31.000]  來自行選出那個地方官來管治
[00:02:31.000 --> 00:02:33.000]  享有這個自治權
[00:02:33.000 --> 00:02:35.000]  是在羅馬司法以外
[00:02:35.000 --> 00:02:37.000]  保羅來到這裡
[00:02:37.000 --> 00:02:39.000]  除了在會堂,猶太會堂裡面
[00:02:39.000 --> 00:02:41.000]  傳講基督的福音之外
[00:02:41.000 --> 00:02:44.000]  更多的時間就是在會堂以外
[00:02:44.000 --> 00:02:46.000]  來傳講福音
[00:02:46.000 --> 00:02:51.000]  因此也吸引了不少的對信仰認真競前的希臘人
[00:02:51.000 --> 00:02:53.000]  來歸主
[00:02:53.000 --> 00:02:56.000]  建立了教會,就是貼索羅里加教會
[00:02:56.000 --> 00:03:00.000]  由於這個城市地處在海港
[00:03:00.000 --> 00:03:03.000]  人口流動又高,經濟發達
[00:03:03.000 --> 00:03:05.000]  貼索羅里加教會就好像
[00:03:05.000 --> 00:03:08.000]  我們今天不少的香港教會一樣
[00:03:08.000 --> 00:03:11.000]  富庶,也有知識
[00:03:11.000 --> 00:03:15.000]  不過,教會也因為信主而受逼迫
[00:03:15.000 --> 00:03:18.000]  原因是猶太教裡面有很多
[00:03:18.000 --> 00:03:21.000]  不滿意使徒來宣講耶穌
[00:03:21.000 --> 00:03:23.000]  就是那位舊約所預備的
[00:03:23.000 --> 00:03:25.000]  預言的基督,那個尼塞亞
[00:03:25.000 --> 00:03:29.000]  而找藉口來指控教會有騷亂
[00:03:29.000 --> 00:03:31.000]  煽動的嫌疑
[00:03:31.000 --> 00:03:33.000]  這樣的罪名,我們可以看到
[00:03:33.000 --> 00:03:35.000]  在《次度行傳》第十七章裡面
[00:03:35.000 --> 00:03:37.000]  一至九席裡面提到
[00:03:37.000 --> 00:03:39.000]  我在這裡不再詳細說
[00:03:39.000 --> 00:03:42.000]  而在整個席塞羅里加前書裡面
[00:03:42.000 --> 00:03:44.000]  我們可以看到
[00:03:44.000 --> 00:03:47.000]  保羅在講這個記載的時候
[00:03:47.000 --> 00:03:49.000]  其實是在一個大患難的背景之下
[00:03:49.000 --> 00:03:51.000]  去講的
[00:03:51.000 --> 00:03:54.000]  而這個大患難,有聖經學者認為
[00:03:54.000 --> 00:03:57.000]  並不是《次度行傳》所講的大患難
[00:03:57.000 --> 00:04:00.000]  因為那個是更加嚴峻的患難
[00:04:00.000 --> 00:04:03.000]  不過沒有在經文裡面記載得來
[00:04:03.000 --> 00:04:07.000]  而這個書信也是在這個情況之下
[00:04:07.000 --> 00:04:11.000]  為了要鼓勵教會在逼迫持續之下
[00:04:11.000 --> 00:04:13.000]  如何帶著信心和盼望
[00:04:13.000 --> 00:04:15.000]  積極回應上帝的呼召
[00:04:15.000 --> 00:04:19.000]  作為主軸見證
[00:04:19.000 --> 00:04:24.000]  這個就是席塞羅里加前書的背景
[00:04:24.000 --> 00:04:30.000]  而我先從今天的主題來講
[00:04:30.000 --> 00:04:33.000]  我的初心來講起
[00:04:33.000 --> 00:04:37.000]  唐代詩人《假賭》裡面有一句話
[00:04:37.000 --> 00:04:39.000]  一句詩句說
[00:04:39.000 --> 00:04:43.000]  十年磨一劍,雙刃未曾試
[00:04:43.000 --> 00:04:47.000]  今日把是君,誰有不平事
[00:04:47.000 --> 00:04:49.000]  詩人的意思就是
[00:04:49.000 --> 00:04:51.000]  用了十年時間來準備
[00:04:51.000 --> 00:04:54.000]  如今我這把劍如果有賞識之人
[00:04:54.000 --> 00:04:58.000]  定當去出鞘全力以赴
[00:04:58.000 --> 00:05:01.000]  這個就是劍客的心聲
[00:05:01.000 --> 00:05:04.000]  這首詩表達了詩人貫徹子聰的期望
[00:05:04.000 --> 00:05:07.000]  等待著有用之日
[00:05:07.000 --> 00:05:12.000]  並沒有放棄當初的目標、決心
[00:05:12.000 --> 00:05:15.000]  這是對生命的一種執著
[00:05:15.000 --> 00:05:17.000]  認定了目標
[00:05:17.000 --> 00:05:19.000]  就一往無前的那份堅毅精神
[00:05:19.000 --> 00:05:22.000]  所以就稱之為初心
[00:05:22.000 --> 00:05:24.000]  我選擇這個初心作為主題
[00:05:24.000 --> 00:05:27.000]  來演繹這個書信的開首
[00:05:27.000 --> 00:05:30.000]  是因為看到席塞羅里加教會的生命見證
[00:05:30.000 --> 00:05:32.000]  提醒了我
[00:05:32.000 --> 00:05:34.000]  當日,我信主的熱誠
[00:05:34.000 --> 00:05:39.000]  是因為神的話語的感動來決治
[00:05:39.000 --> 00:05:42.000]  而我在熟練生命成長的日子裡
[00:05:42.000 --> 00:05:45.000]  在很多生活裡各樣的試探和困難裡
[00:05:45.000 --> 00:05:49.000]  也是因為靠著耶穌基督來走過
[00:05:49.000 --> 00:05:55.000]  雖然有時總有失腳、軟弱的時候
[00:05:55.000 --> 00:06:01.000]  但更多的是勝過試煉、勝過誘惑的時候
[00:06:01.000 --> 00:06:04.000]  是感恩的時候
[00:06:04.000 --> 00:06:06.000]  初心是立志的一刻
[00:06:06.000 --> 00:06:09.000]  也是設定目標的一刻
[00:06:09.000 --> 00:06:11.000]  也是我們心裡需要不斷被激化
[00:06:11.000 --> 00:06:14.000]  被鼓勵的一個生活動力
[00:06:14.000 --> 00:06:16.000]  教會群體的初心
[00:06:16.000 --> 00:06:18.000]  你和我的初心
[00:06:18.000 --> 00:06:21.000]  也是應該被激勵
[00:06:21.000 --> 00:06:24.000]  在哪裡發揮?是傳福音
[00:06:24.000 --> 00:06:27.000]  去見證那位耶穌基督
[00:06:27.000 --> 00:06:31.000]  怎樣可以在世代之下、轉變之下
[00:06:31.000 --> 00:06:33.000]  保持這份初心
[00:06:33.000 --> 00:06:35.000]  以傳福音為目標呢?
[00:06:35.000 --> 00:06:38.000]  這就是我想今天跟大家分享的重點
[00:06:38.000 --> 00:06:43.000]  提到我們生命、人生的目標
[00:06:43.000 --> 00:06:45.000]  我在這裡先想跟大家分享一個
[00:06:45.000 --> 00:06:48.000]  最近發現的奮鬥故事
[00:06:48.000 --> 00:06:53.000]  這個關於阿根廷門將馬丁尼斯的奮鬥故事
[00:06:53.000 --> 00:06:56.000]  世界盃就曲終人散
[00:06:56.000 --> 00:07:00.000]  究竟你有多少還留在你的回憶當中呢?
[00:07:00.000 --> 00:07:03.000]  各有各不同的焦點
[00:07:03.000 --> 00:07:04.000]  有人欣賞帥哥
[00:07:04.000 --> 00:07:06.000]  也有人欣賞球技
[00:07:06.000 --> 00:07:09.000]  有人欣賞英雄慈母
[00:07:09.000 --> 00:07:13.000]  三十多歲的美斯還要在球場上搏殺
[00:07:13.000 --> 00:07:15.000]  有網絡文章裡面
[00:07:15.000 --> 00:07:18.000]  就用一個剛才的詩句來說
[00:07:18.000 --> 00:07:20.000]  十年無一見形容這位
[00:07:20.000 --> 00:07:22.000]  阿根廷門將馬丁尼斯
[00:07:22.000 --> 00:07:28.000]  默默地在阿仙奴球隊苦後了八年
[00:07:28.000 --> 00:07:31.000]  他為了成為正選的守門員
[00:07:31.000 --> 00:07:34.000]  一份心聲
[00:07:34.000 --> 00:07:36.000]  我想十年無一見這句話
[00:07:36.000 --> 00:07:38.000]  大家都不會反對
[00:07:38.000 --> 00:07:42.000]  他加入了阿仙奴差不多有十年的時間
[00:07:42.000 --> 00:07:43.000]  等了八年
[00:07:43.000 --> 00:07:47.000]  才在偶然的機會臨危受命出場
[00:07:47.000 --> 00:07:50.000]  為球隊2020年的足總盃冠軍
[00:07:50.000 --> 00:07:53.000]  奪得冠軍成為一個重要的功臣
[00:07:53.000 --> 00:07:58.000]  而後來更以差不多三十歲的高齡
[00:07:58.000 --> 00:08:02.000]  來入選來到阿根廷的國家門將
[00:08:02.000 --> 00:08:04.000]  而終於也為阿根廷
[00:08:04.000 --> 00:08:06.000]  取得三十六年之後的
[00:08:06.000 --> 00:08:08.000]  另一個世界盃冠軍
[00:08:08.000 --> 00:08:10.000]  更加有意思的是
[00:08:10.000 --> 00:08:11.000]  他是為了美斯
[00:08:11.000 --> 00:08:15.000]  帶來他足球生涯裡面的完美回憶
[00:08:15.000 --> 00:08:16.000]  馬丁尼斯的成功
[00:08:16.000 --> 00:08:19.000]  就在他的目標明確
[00:08:19.000 --> 00:08:23.000]  心智堅定地努力不懈地鍛鍊
[00:08:23.000 --> 00:08:24.000]  八年以來他在阿仙奴
[00:08:24.000 --> 00:08:30.000]  只上過出席過十四場的球賽
[00:08:30.000 --> 00:08:32.000]  是正選的
[00:08:32.000 --> 00:08:35.000]  給人冷落的感覺
[00:08:35.000 --> 00:08:40.000]  沒有去消磨了他的意志鬥志
[00:08:40.000 --> 00:08:44.000]  他自己努力地鍛鍊
[00:08:44.000 --> 00:08:46.000]  人家踢完球
[00:08:46.000 --> 00:08:47.000]  練完球休息的時候
[00:08:47.000 --> 00:08:50.000]  他更加在家裡加緊苦練
[00:08:50.000 --> 00:08:51.000]  務求能夠爭取成為
[00:08:51.000 --> 00:08:56.000]  一個首席門將的地位
[00:08:56.000 --> 00:08:57.000]  他保持狀態
[00:08:57.000 --> 00:08:59.000]  等候著機會的到來
[00:08:59.000 --> 00:09:03.000]  最終他的耐性
[00:09:03.000 --> 00:09:04.000]  他的目標
[00:09:04.000 --> 00:09:08.000]  他的堅忍得到回報
[00:09:08.000 --> 00:09:10.000]  作為主耶穌的僕人
[00:09:10.000 --> 00:09:12.000]  我也在反省著
[00:09:12.000 --> 00:09:14.000]  自己有沒有這份激情
[00:09:14.000 --> 00:09:17.000]  願意為基督來盡力呢
[00:09:17.000 --> 00:09:19.000]  保羅在這本書信裡
[00:09:19.000 --> 00:09:22.000]  為我對這個反省帶來鼓勵
[00:09:22.000 --> 00:09:24.000]  由個人以至群體
[00:09:24.000 --> 00:09:28.000]  教會如何可以保持這份初心
[00:09:28.000 --> 00:09:31.000]  今天我想從第一章
[00:09:31.000 --> 00:09:37.000]  看到上帝給我們的提醒
[00:09:37.000 --> 00:09:39.000]  第一章的分段很明確
[00:09:39.000 --> 00:09:42.000]  基本上第一節是獨立的焦點
[00:09:42.000 --> 00:09:44.000]  民安
[00:09:44.000 --> 00:09:46.000]  然後第二節到第十節
[00:09:46.000 --> 00:09:48.000]  是鼓勵的說話
[00:09:48.000 --> 00:09:50.000]  是為了教會的警方
[00:09:50.000 --> 00:09:52.000]  來感恩的說話
[00:09:52.000 --> 00:09:54.000]  在第二節到第十節裡面
[00:09:54.000 --> 00:09:56.000]  又可以分成兩個段落
[00:09:56.000 --> 00:09:57.000]  分別是二到七
[00:09:57.000 --> 00:09:59.000]  和八到十兩個部分
[00:09:59.000 --> 00:10:03.000]  我們先來看第一節的民安
[00:10:03.000 --> 00:10:05.000]  在這個民安裡面
[00:10:05.000 --> 00:10:08.000]  我們看到一個很重要的
[00:10:08.000 --> 00:10:11.000]  保羅對教會的形容
[00:10:11.000 --> 00:10:13.000]  那個是他很少用這個方式
[00:10:13.000 --> 00:10:16.000]  去在民安說話對教會的稱呼
[00:10:16.000 --> 00:10:20.000]  他說在父神和主耶穌基督裡的教會
[00:10:20.000 --> 00:10:22.000]  這個稱呼反映了在保羅眼中
[00:10:22.000 --> 00:10:25.000]  這個教會和父上帝和耶穌基督
[00:10:25.000 --> 00:10:28.000]  是有很密切的關係
[00:10:28.000 --> 00:10:30.000]  在什麼裡面
[00:10:30.000 --> 00:10:32.000]  這個希臘文具有屬於
[00:10:32.000 --> 00:10:34.000]  和藉著的意思
[00:10:34.000 --> 00:10:35.000]  換言之
[00:10:35.000 --> 00:10:38.000]  教會是由父上帝和耶穌基督以來
[00:10:38.000 --> 00:10:42.000]  也是屬於父上帝和耶穌基督的
[00:10:42.000 --> 00:10:43.000]  這樣我們可以看到
[00:10:43.000 --> 00:10:46.000]  教會是被重視的原因
[00:10:46.000 --> 00:10:47.000]  也反映了
[00:10:47.000 --> 00:10:50.000]  上帝對人的憐愛的具體演繹
[00:10:50.000 --> 00:10:53.000]  就好像仕途約翰的心聲
[00:10:53.000 --> 00:10:54.000]  他說神愛世人
[00:10:54.000 --> 00:10:58.000]  甚至將他獨一的兒子賜給他們
[00:10:58.000 --> 00:10:59.000]  叫一切信他的人
[00:10:59.000 --> 00:11:02.000]  不致滅亡 反德永生
[00:11:02.000 --> 00:11:05.000]  因為神差他的兒子到世上來
[00:11:05.000 --> 00:11:07.000]  不是要定世人的罪
[00:11:07.000 --> 00:11:11.000]  而是要使世人因他得救
[00:11:11.000 --> 00:11:14.000]  上帝賜下愛子耶穌
[00:11:14.000 --> 00:11:17.000]  耶穌在十字架上為人受死
[00:11:17.000 --> 00:11:19.000]  然後復活
[00:11:19.000 --> 00:11:21.000]  教會領受主耶穌吩咐
[00:11:21.000 --> 00:11:23.000]  跟隨聖靈的引導
[00:11:23.000 --> 00:11:25.000]  傳揚福音
[00:11:25.000 --> 00:11:27.000]  召聚世人歸向基督
[00:11:27.000 --> 00:11:29.000]  和父上帝建立教會
[00:11:29.000 --> 00:11:30.000]  我們可以看到
[00:11:30.000 --> 00:11:32.000]  一連串的關係
[00:11:32.000 --> 00:11:33.000]  都是出於上帝
[00:11:33.000 --> 00:11:36.000]  也是屬於上帝
[00:11:36.000 --> 00:11:39.000]  正正這種關係
[00:11:39.000 --> 00:11:42.000]  是教會天然的本質
[00:11:42.000 --> 00:11:45.000]  跟上帝和基督有緊密的聯繫
[00:11:45.000 --> 00:11:48.000]  而這也是保羅心裏面認定了
[00:11:48.000 --> 00:11:50.000]  耶穌基督在教會裏面
[00:11:50.000 --> 00:11:53.000]  具有崇高地位的基礎
[00:11:53.000 --> 00:11:59.000]  因為上帝差他的愛子來到世間
[00:11:59.000 --> 00:12:03.000]  既然上帝這麼愛教會
[00:12:03.000 --> 00:12:08.000]  而教會在當中有你和我一份基督
[00:12:08.000 --> 00:12:12.000]  是否同樣好像保羅那樣
[00:12:12.000 --> 00:12:16.000]  在你心裏面有一個極高的地位呢
[00:12:16.000 --> 00:12:20.000]  耶穌基督是否真的這樣成為你的主
[00:12:20.000 --> 00:12:23.000]  成為你人生的奮鬥目標呢
[00:12:23.000 --> 00:12:28.000]  保羅用一生的侍奉主作為他的目標
[00:12:28.000 --> 00:12:31.000]  在他的工作上全力以赴
[00:12:31.000 --> 00:12:33.000]  亦都提醒了我
[00:12:33.000 --> 00:12:36.000]  我又沒有這個相似的態度
[00:12:36.000 --> 00:12:40.000]  為了榮耀上帝榮耀基督而全力以赴呢
[00:12:40.000 --> 00:12:44.000]  而有什麼令到貼沙內里加教會
[00:12:44.000 --> 00:12:46.000]  能夠被保羅形容為
[00:12:46.000 --> 00:12:49.000]  再父神和主耶穌基督裏的教會
[00:12:49.000 --> 00:12:52.000]  這個這麼親密的關係的一個教會呢
[00:12:52.000 --> 00:12:56.000]  接下來的經文將會給我們一個清楚的答案
[00:12:56.000 --> 00:13:00.000]  我們先來說第二節到第七節
[00:13:00.000 --> 00:13:02.000]  在這個段落裏面
[00:13:02.000 --> 00:13:09.000]  我們看到保羅對教會那份的欣賞
[00:13:09.000 --> 00:13:14.000]  保羅在第三第二節裏面提到他的感恩之情
[00:13:14.000 --> 00:13:17.000]  他為教會的見證去感謝神
[00:13:17.000 --> 00:13:22.000]  上上這個賦詞將感謝的心情強調了出來
[00:13:22.000 --> 00:13:27.000]  和第三節的不住感激的紀念有相同的用意
[00:13:27.000 --> 00:13:31.000]  都是強調了保羅對教會的關切和愛護
[00:13:31.000 --> 00:13:33.000]  而在第三節裏面
[00:13:33.000 --> 00:13:37.000]  保羅進一步將教會的見證放在他的心上
[00:13:37.000 --> 00:13:39.000]  他看到教會的服侍
[00:13:39.000 --> 00:13:41.000]  是對人的服侍
[00:13:41.000 --> 00:13:44.000]  是弟兄姊妹之間彼此相愛的見證
[00:13:44.000 --> 00:13:46.000]  具體的關懷愛護
[00:13:46.000 --> 00:13:49.000]  而在第二節裏面我們更加可以看到
[00:13:49.000 --> 00:13:51.000]  保羅來到去分別用了
[00:13:51.000 --> 00:13:57.000]  功夫、勞苦、忍耐這三個生活上的具體表現
[00:13:57.000 --> 00:14:03.000]  就以這個信心、愛心、盼望來傳遞出來
[00:14:03.000 --> 00:14:05.000]  他將教會的服侍
[00:14:05.000 --> 00:14:08.000]  見證各樣的行動
[00:14:08.000 --> 00:14:11.000]  透過了信、愛、望
[00:14:11.000 --> 00:14:16.000]  這三個基督信仰的核心價值來承載出來
[00:14:16.000 --> 00:14:17.000]  換言之
[00:14:17.000 --> 00:14:22.000]  是因為教會在實踐真理上經歷了信心
[00:14:22.000 --> 00:14:25.000]  經歷了上帝的感動和帶領
[00:14:25.000 --> 00:14:29.000]  所以願意努力不懈地去服侍
[00:14:29.000 --> 00:14:31.000]  傳福音去見證神
[00:14:31.000 --> 00:14:34.000]  努力地去愛人、愛上帝
[00:14:34.000 --> 00:14:37.000]  這一切因為信而有的行動
[00:14:37.000 --> 00:14:39.000]  因為有惡而不覺得勞苦
[00:14:39.000 --> 00:14:44.000]  因為有盼望而堅持下去的生命見證
[00:14:44.000 --> 00:14:48.000]  都是出於父上帝和基督帶給教會
[00:14:48.000 --> 00:14:53.000]  帶給信眾信、愛、望的信念
[00:14:53.000 --> 00:14:57.000]  貼薩羅尼加教會就是藉著這個信、愛、望來服侍
[00:14:57.000 --> 00:15:00.000]  來見證基督
[00:15:00.000 --> 00:15:03.000]  而這個也是每一間教會都有的因典
[00:15:03.000 --> 00:15:09.000]  每一間教會都應該有的素質
[00:15:09.000 --> 00:15:11.000]  貼薩羅尼加教會
[00:15:11.000 --> 00:15:16.000]  還有另一個很值得我們留意的素質就是依靠主
[00:15:16.000 --> 00:15:20.000]  第四節是教會的新品去定位
[00:15:20.000 --> 00:15:24.000]  神所愛的和蒙簡選的這兩個形容
[00:15:24.000 --> 00:15:27.000]  它有一個相近的意思
[00:15:27.000 --> 00:15:28.000]  第四節這樣說
[00:15:28.000 --> 00:15:33.000]  「被神所愛的弟兄我,我知道你們是蒙簡選的」
[00:15:33.000 --> 00:15:36.000]  被神所愛蒙簡選
[00:15:36.000 --> 00:15:44.000]  反映了教會在上帝眼中是多麼地受重視
[00:15:44.000 --> 00:15:45.000]  這兩句的短語
[00:15:45.000 --> 00:15:49.000]  神所愛的和蒙簡選的有相互解釋之用
[00:15:49.000 --> 00:15:52.000]  因為上帝對教會的愛
[00:15:52.000 --> 00:15:55.000]  所以簡選了教會
[00:15:55.000 --> 00:15:57.000]  因為上帝對我的愛
[00:15:57.000 --> 00:15:59.000]  所以簡選了愛
[00:15:59.000 --> 00:16:01.000]  就好像舊約聖經裡面
[00:16:01.000 --> 00:16:07.000]  上帝在以掃和惡國之間也有簡選和喜愛的形容
[00:16:07.000 --> 00:16:13.000]  《創世紀廿五章》和《馬拉基書》也有分別提到這個觀點
[00:16:13.000 --> 00:16:15.000]  上帝怎樣選擇我
[00:16:15.000 --> 00:16:18.000]  或者上帝怎樣選擇你
[00:16:18.000 --> 00:16:21.000]  最終的最基礎是出於愛
[00:16:21.000 --> 00:16:23.000]  被神所愛的弟兄這句說話
[00:16:23.000 --> 00:16:25.000]  從文理上來說
[00:16:25.000 --> 00:16:29.000]  更加反映了貼薩羅尼加教會的蒙福
[00:16:29.000 --> 00:16:32.000]  而接著第五節裡面就解釋
[00:16:32.000 --> 00:16:35.000]  這個是因為教會對福音的熱誠
[00:16:35.000 --> 00:16:37.000]  所以被神所愛
[00:16:37.000 --> 00:16:41.000]  第五節說明了福音在他們當中
[00:16:41.000 --> 00:16:44.000]  怎樣展現了一個什麼樣的能力
[00:16:44.000 --> 00:16:46.000]  不獨在乎言語
[00:16:46.000 --> 00:16:49.000]  也在乎權能和聖靈並充足了信心
[00:16:49.000 --> 00:16:52.000]  描述了福音是怎樣在他們當中
[00:16:52.000 --> 00:16:54.000]  在他們的心裡面
[00:16:54.000 --> 00:16:58.000]  不獨在乎言語當中的不獨
[00:16:58.000 --> 00:17:03.000]  和在乎權能和聖靈並充足信心中的也在乎
[00:17:03.000 --> 00:17:08.000]  兩個副詞連貫了保羅對傳福音的明白和了解
[00:17:08.000 --> 00:17:13.000]  保羅深知道單有言語的傳遞不足夠
[00:17:13.000 --> 00:17:17.000]  還要有能力伴隨著
[00:17:17.000 --> 00:17:20.000]  所謂能力是從聖靈而來的信心
[00:17:20.000 --> 00:17:23.000]  就是說就是傳講者
[00:17:23.000 --> 00:17:25.000]  傳道的人、傳福音的人
[00:17:25.000 --> 00:17:27.000]  自己對福音的確信
[00:17:27.000 --> 00:17:30.000]  有這份確信才有這種能力
[00:17:30.000 --> 00:17:33.000]  然後第五節下半正如這個連接詞
[00:17:33.000 --> 00:17:36.000]  將教會你們
[00:17:36.000 --> 00:17:38.000]  貼薩羅尼加教會你們
[00:17:38.000 --> 00:17:41.000]  和保羅福音團隊我們
[00:17:41.000 --> 00:17:43.000]  拉在一起
[00:17:43.000 --> 00:17:46.000]  就是說彼此都一樣
[00:17:46.000 --> 00:17:49.000]  保羅要說的就是福音的大能
[00:17:49.000 --> 00:17:51.000]  福音在貼薩羅尼加教會
[00:17:51.000 --> 00:17:54.000]  或者在保羅福音團隊裡面所創新的大能
[00:17:54.000 --> 00:18:00.000]  這個令人生命改變的大能
[00:18:00.000 --> 00:18:02.000]  在第五節裡面所說的
[00:18:02.000 --> 00:18:04.000]  「怎樣為人」展現出來的時候
[00:18:04.000 --> 00:18:08.000]  這個不同世俗一樣的價值觀
[00:18:08.000 --> 00:18:10.000]  對人有愛包容
[00:18:10.000 --> 00:18:13.000]  對神忠誠敬愛的價值觀
[00:18:13.000 --> 00:18:15.000]  彼此都一樣
[00:18:15.000 --> 00:18:17.000]  教會一樣
[00:18:17.000 --> 00:18:19.000]  保羅團隊都一樣
[00:18:19.000 --> 00:18:23.000]  因為我們同樣都經歷了上帝的愛
[00:18:23.000 --> 00:18:25.000]  而這種生活的態度
[00:18:25.000 --> 00:18:27.000]  同樣更加重要的
[00:18:27.000 --> 00:18:31.000]  在信望外當中是經得起考驗
[00:18:31.000 --> 00:18:33.000]  第六節就將教會在現實生活中
[00:18:33.000 --> 00:18:36.000]  怎樣展現出這種愛人精神的素質
[00:18:36.000 --> 00:18:38.000]  來表現出來
[00:18:38.000 --> 00:18:39.000]  在大患難之中
[00:18:39.000 --> 00:18:43.000]  是當時教會要面對的境況
[00:18:43.000 --> 00:18:45.000]  這個大患難
[00:18:45.000 --> 00:18:49.000]  可能對不同的人有不同的演繹
[00:18:49.000 --> 00:18:53.000]  然而在當時來說
[00:18:53.000 --> 00:18:55.000]  這個大患難比起最初教會
[00:18:55.000 --> 00:18:58.000]  在猶太人的指控之下
[00:18:58.000 --> 00:19:03.000]  被地方官審判的時候
[00:19:03.000 --> 00:19:04.000]  很簡單
[00:19:04.000 --> 00:19:07.000]  他們最後只需要交保證金就釋放
[00:19:07.000 --> 00:19:10.000]  這樣的情景來得嚴重
[00:19:10.000 --> 00:19:14.000]  這個對貼薩雷吉教會的嚴重衝擊
[00:19:14.000 --> 00:19:17.000]  我們可以在第三章裡面
[00:19:17.000 --> 00:19:20.000]  試圖保羅多次提到這個情況
[00:19:20.000 --> 00:19:22.000]  來推斷出來
[00:19:22.000 --> 00:19:24.000]  至於這個迫迫的內容
[00:19:24.000 --> 00:19:28.000]  就沒有時間留到日後再交代
[00:19:28.000 --> 00:19:30.000]  然而重要的就是
[00:19:30.000 --> 00:19:33.000]  我們要知道教會在迫迫之中
[00:19:33.000 --> 00:19:35.000]  它是經歷了藉著信
[00:19:35.000 --> 00:19:40.000]  而領受到聖靈所賜的喜樂
[00:19:40.000 --> 00:19:43.000]  「夢聖靈所賜」和「領受真道」
[00:19:43.000 --> 00:19:47.000]  這兩句之間有因果的關係
[00:19:47.000 --> 00:19:50.000]  能夠在大患難之中仍然有喜樂
[00:19:50.000 --> 00:19:53.000]  是一種生活的態度
[00:19:53.000 --> 00:19:58.000]  不過也不是必然而有的心境
[00:19:58.000 --> 00:20:01.000]  我們沒有辦法自己
[00:20:01.000 --> 00:20:07.000]  憑自己去有一種面對著困難
[00:20:07.000 --> 00:20:11.000]  面對著困難事情帶來的恐懼
[00:20:11.000 --> 00:20:14.000]  而能夠去超越的心境
