
[00:00:00.000 --> 00:00:05.100]  今天也挺特別 無論是領詩的 詩琴的 還有講道的
[00:01:41.700 --> 00:01:44.900]  好像我們戴著口罩 蒙著口罩說愛你
[00:01:44.900 --> 00:01:50.100]  都要一段時間都要戴著口罩兩年多了 這樣的生活
[00:01:50.100 --> 00:01:52.900]  所以很多的轉變在裏面
[00:01:52.900 --> 00:01:54.600]  這些都是一些危機
[00:01:54.600 --> 00:01:56.700]  不單止世界各地面對危機
[00:01:56.700 --> 00:02:00.700]  我們人生或者群體有事都會面對危機的
[00:02:00.700 --> 00:02:02.900]  不如很快給你用幾十秒想一想
[00:02:02.900 --> 00:02:05.300]  你人生有沒有遇過危機
[00:02:05.300 --> 00:02:08.900]  健康上的危機 經濟上的危機
[00:02:08.900 --> 00:02:10.700]  工作上有沒有遇過危機
[00:02:10.700 --> 00:02:14.300]  或者你在家庭裏面等等有沒有危機
[00:02:14.300 --> 00:02:17.800]  甚至信仰群體裏面的危機
[00:02:17.800 --> 00:02:19.100]  你有沒有遇過危機
[00:02:19.100 --> 00:02:20.900]  有的話可不可以點點頭
[00:02:20.900 --> 00:02:22.900]  你人生有沒有遇過危機
[00:02:22.900 --> 00:02:25.900]  人生去到這麼上下的年日歷練
[00:02:25.900 --> 00:02:28.700]  你一定是會遇過一些的危機
[00:02:28.700 --> 00:02:31.300]  但究竟危機會帶來些什麼呢
[00:02:31.300 --> 00:02:33.700]  今天剛才的經文我不會馬上再讀
[00:02:33.700 --> 00:02:35.900]  因為剛才感謝主席幫我們讀了
[00:02:35.900 --> 00:02:39.700]  經文裏面其實都記載著一個的危機
[00:02:39.700 --> 00:02:42.300]  以及屬基督的群體
[00:02:42.300 --> 00:02:47.500]  怎樣去轉化和面對這個危機
[00:02:47.500 --> 00:02:49.500]  剛才說的使徒行傳
[00:02:49.500 --> 00:02:53.300]  其實他們這個群體都面對著一個危機
[00:02:53.300 --> 00:02:54.900]  究竟是什麼危機呢
[00:02:54.900 --> 00:02:57.500]  這個教會如果按照使徒行傳來說
[00:02:57.500 --> 00:03:00.300]  使徒行傳又稱為聖靈行傳
[00:03:00.300 --> 00:03:03.700]  有人就稱呼好像使徒行傳一章八節說到
[00:03:03.700 --> 00:03:07.300]  但聖靈降臨在那班的使徒門徒身上的時候
[00:03:07.300 --> 00:03:10.300]  他們就得著能力就要承擔一個使命
[00:03:10.300 --> 00:03:12.100]  是要在猶太傳地
[00:03:12.100 --> 00:03:13.300]  耶路撒冷猶太傳地
[00:03:13.300 --> 00:03:15.500]  撒瑪利亞直到地極做什麼
[00:03:15.500 --> 00:03:17.100]  作主的見證
[00:03:17.100 --> 00:03:18.700]  使徒行傳一章八節
[00:03:18.700 --> 00:03:20.700]  說到這一班早期教會的時候
[00:03:20.700 --> 00:03:22.300]  他們不單止什麼
[00:03:22.300 --> 00:03:25.700]  領受了耶穌基督的使命
[00:03:25.700 --> 00:03:28.700]  見證了耶穌基督的死埋葬
[00:03:28.700 --> 00:03:30.500]  接著復活
[00:03:30.500 --> 00:03:31.700]  接著顯現
[00:03:31.700 --> 00:03:32.900]  接著升天
[00:03:32.900 --> 00:03:35.900]  升天之後並不是停在那裏沒有事做的
[00:03:35.900 --> 00:03:37.900]  教會領受了使命
[00:03:37.900 --> 00:03:38.900]  去一路增長
[00:03:38.900 --> 00:03:40.900]  所以使徒行傳你看回的時候
[00:03:40.900 --> 00:03:43.500]  他記載了早期教會
[00:03:43.500 --> 00:03:45.900]  即基督徒你和我的這個群體
[00:03:45.900 --> 00:03:49.300]  早期怎樣去面對他們的傳福音
[00:03:49.300 --> 00:03:51.700]  或者繼續作美好的見證
[00:03:51.700 --> 00:03:53.900]  如果你看回第一至第五章
[00:03:53.900 --> 00:03:56.700]  你看到教會其實有增長的
[00:03:56.700 --> 00:03:57.900]  是呀
[00:03:57.900 --> 00:03:58.900]  有多少增長呢
[00:03:58.900 --> 00:04:00.300]  其實有很多增長的
[00:04:00.300 --> 00:04:01.700]  第一章的時候還說他們
[00:04:01.700 --> 00:04:04.300]  大概一百二十人在牢房裡祈禱
[00:04:04.300 --> 00:04:05.500]  去到第二章的時候
[00:04:05.500 --> 00:04:09.300]  使徒彼得就帶領人去講道的時候
[00:04:09.300 --> 00:04:11.300]  一天裏面有多少人信主
[00:04:11.300 --> 00:04:12.500]  大家記不記得
[00:04:12.500 --> 00:04:14.100]  一天裏面有三千人
[00:04:14.100 --> 00:04:16.100]  南丁數目都有三千
[00:04:16.100 --> 00:04:18.300]  即是有二十六倍的增長
[00:04:18.300 --> 00:04:20.500]  教會在第一至第五章的時候
[00:04:20.500 --> 00:04:22.100]  講到教會其實增長
[00:04:22.100 --> 00:04:23.300]  有美好的見證
[00:04:23.300 --> 00:04:25.100]  有很多的成長在裏面
[00:04:25.100 --> 00:04:28.300]  但是同時聖經都沒有避諱
[00:04:28.300 --> 00:04:29.500]  不講一些負面的
[00:04:29.500 --> 00:04:30.900]  沒有避諱不講負面的東西
[00:04:30.900 --> 00:04:31.700]  講什麼呢
[00:04:31.700 --> 00:04:33.700]  當中門徒或者群體
[00:04:33.700 --> 00:04:35.900]  都有一些的危機
[00:04:35.900 --> 00:04:37.100]  去到第六章的時候
[00:04:37.100 --> 00:04:38.300]  一會兒你會看回
[00:04:38.300 --> 00:04:40.700]  其實他們會面對一個的危機
[00:04:40.700 --> 00:04:42.700]  我會慢慢去解說神的話語
[00:04:42.700 --> 00:04:44.700]  你看到他們怎樣面對這個危機
[00:04:44.700 --> 00:04:47.100]  和怎樣按著基督的心意
[00:04:47.100 --> 00:04:49.500]  以一個基督的群體和價值觀
[00:04:49.500 --> 00:04:50.700]  去面對危機
[00:04:50.700 --> 00:04:54.700]  以至真正的轉危為基
[00:04:54.700 --> 00:04:57.100]  我不知道你人生有什麼危機
[00:04:57.100 --> 00:04:59.500]  一會兒可以看看這個群體
[00:04:59.500 --> 00:05:01.700]  怎樣按著基督作為一個參考
[00:05:01.700 --> 00:05:05.100]  你可以怎樣面對你的危機
[00:05:05.100 --> 00:05:06.500]  在第六章的時候
[00:05:06.500 --> 00:05:09.700]  我會用三個簡單的要點
[00:05:09.700 --> 00:05:11.500]  讓我們一起去思想
[00:05:11.500 --> 00:05:14.500]  第六章所講的危機的由來
[00:05:14.500 --> 00:05:15.900]  危機的應對
[00:05:15.900 --> 00:05:17.900]  和危機他們怎樣轉化
[00:05:17.900 --> 00:05:19.100]  所以我會用三個R
[00:05:19.100 --> 00:05:21.300]  Root的危機的根源是什麼呢
[00:05:21.300 --> 00:05:22.300]  那個群體
[00:05:22.300 --> 00:05:23.500]  危機的Response
[00:05:23.500 --> 00:05:24.500]  就不是Reaction
[00:05:24.500 --> 00:05:25.100]  是Response
[00:05:25.100 --> 00:05:26.900]  怎樣回應這個危機呢
[00:05:26.900 --> 00:05:28.900]  在第二到第六節你會看到
[00:05:28.900 --> 00:05:30.500]  去到第七節你會看到
[00:05:30.500 --> 00:05:32.500]  當他們按著耶穌基督的心意
[00:05:32.500 --> 00:05:33.300]  處理危機
[00:05:33.300 --> 00:05:34.700]  又會有什麼轉化
[00:05:34.700 --> 00:05:38.300]  不如我們一起進入經文
[00:05:38.300 --> 00:05:40.100]  危機的由來是這樣的
[00:05:40.100 --> 00:05:42.300]  當時聖經這樣記載
[00:05:42.300 --> 00:05:45.500]  「門徒不斷增加」
[00:05:45.500 --> 00:05:48.100]  不斷增加你聽到是什麼呢
[00:05:48.100 --> 00:05:50.300]  是一個成長
[00:05:50.300 --> 00:05:52.300]  是一個進步
[00:05:52.300 --> 00:05:54.700]  傳音堂2017年來到這個地方
[00:05:54.700 --> 00:05:56.500]  剛剛聽江牧師講
[00:05:56.500 --> 00:05:58.500]  2月1號的時候就是你們直堂的日子
[00:05:58.500 --> 00:05:59.500]  剛剛五年了
[00:05:59.500 --> 00:06:01.100]  接下來二二年
[00:06:01.100 --> 00:06:02.700]  我們宗教會其他的教會
[00:06:02.700 --> 00:06:05.500]  其實我教會在22樓
[00:06:05.500 --> 00:06:06.700]  我們新生命浸信會
[00:06:06.700 --> 00:06:10.700]  其他教會都會見證其他教會的成長
[00:06:10.700 --> 00:06:13.700]  傳音堂我們看到你們的成長
[00:06:13.700 --> 00:06:15.100]  無論在人數上
[00:06:15.100 --> 00:06:17.500]  或者福音的見證上
[00:06:17.500 --> 00:06:20.300]  我們相信這五年你們是有拓展
[00:06:20.300 --> 00:06:21.500]  正如這裡講
[00:06:21.500 --> 00:06:24.300]  當時的教會是正在增加的
[00:06:24.300 --> 00:06:25.500]  是一件什麼事
[00:06:25.500 --> 00:06:26.900]  正面的事
[00:06:26.900 --> 00:06:27.900]  開心
[00:06:27.900 --> 00:06:33.300]  為什麼這件事會引來一個危機的關鍵之一呢
[00:06:33.300 --> 00:06:36.100]  當時的情況不斷增加代表什麼呢
[00:06:36.100 --> 00:06:38.100]  其實無論在人數上
[00:06:38.100 --> 00:06:40.500]  影響力上本身是增加的
[00:06:40.500 --> 00:06:42.300]  但是也都意味著
[00:06:42.300 --> 00:06:45.100]  它離開了它的舒適區
[00:06:45.100 --> 00:06:49.500]  它不再停留在一模一樣坐在這裡
[00:06:49.500 --> 00:06:50.900]  什麼都不做
[00:06:50.900 --> 00:06:51.700]  沒有危機
[00:06:51.700 --> 00:06:54.100]  你知不知道沒有危機的人代表什麼
[00:06:54.100 --> 00:06:57.100]  有人說沒有危機代表你沒有成長
[00:06:57.100 --> 00:06:59.700]  因為你從來不用踏出一個新的階段
[00:06:59.700 --> 00:07:00.500]  就好像小學生
[00:07:00.500 --> 00:07:01.500]  我永遠在小學
[00:07:01.500 --> 00:07:02.700]  我不用進入中學
[00:07:02.700 --> 00:07:04.100]  我沒有危機
[00:07:04.100 --> 00:07:05.900]  我一直熟悉的東西
[00:07:05.900 --> 00:07:07.500]  我一直服侍的對象
[00:07:07.500 --> 00:07:09.500]  我自己那幾個我熟悉的
[00:07:09.500 --> 00:07:10.500]  我就不認識新朋友
[00:07:10.500 --> 00:07:11.300]  我就沒有危機
[00:07:11.300 --> 00:07:12.300]  沒有新的東西
[00:07:12.300 --> 00:07:14.900]  增長的時候其實都會帶來危機
[00:07:14.900 --> 00:07:16.700]  其實很容易明白的
[00:07:16.700 --> 00:07:18.700]  好像年輕人你工作
[00:07:18.700 --> 00:07:20.900]  你升職開心
[00:07:20.900 --> 00:07:24.100]  也都意味著你責任又多了
[00:07:24.100 --> 00:07:25.500]  其實你都要轉變
[00:07:25.500 --> 00:07:26.900]  也是一個危機
[00:07:26.900 --> 00:07:28.900]  轉換一個地方居住也好
[00:07:28.900 --> 00:07:30.100]  生活也好
[00:07:30.100 --> 00:07:30.900]  聚會也好
[00:07:30.900 --> 00:07:31.900]  其實也是危機
[00:07:31.900 --> 00:07:33.100]  當時的門徒
[00:07:33.100 --> 00:07:35.300]  正面的他們是不斷增加
[00:07:35.300 --> 00:07:37.500]  但是同時他們都面對一個危機
[00:07:37.500 --> 00:07:38.700]  什麼危機
[00:07:38.700 --> 00:07:39.500]  我們看看
[00:07:39.500 --> 00:07:42.500]  他說講希臘話的猶太人
[00:07:42.500 --> 00:07:44.300]  埋怨本地的希伯來人
[00:07:44.300 --> 00:07:46.100]  即是本地的猶太人
[00:07:46.100 --> 00:07:47.300]  什麼意思呢
[00:07:47.300 --> 00:07:48.700]  講希臘話的猶太人
[00:07:48.700 --> 00:07:51.100]  就是當時他們在耶路撒冷
[00:07:51.100 --> 00:07:52.500]  有一班人
[00:07:52.500 --> 00:07:53.500]  就是他們猶太人
[00:07:53.500 --> 00:07:55.300]  會在節期的時候
[00:07:55.300 --> 00:07:56.100]  猶太的節期
[00:07:56.100 --> 00:07:58.100]  回去耶路撒冷去守節
[00:07:58.100 --> 00:08:00.100]  去京都耶和華
[00:08:00.100 --> 00:08:02.300]  這些人其實是在希臘
[00:08:02.300 --> 00:08:03.500]  即是在羅馬的
[00:08:03.500 --> 00:08:05.700]  其他的地方長大的
[00:08:05.700 --> 00:08:06.700]  是講希臘話的
[00:08:06.700 --> 00:08:07.500]  就好像我的背景
[00:08:07.500 --> 00:08:10.100]  我有17年在海外生活
[00:08:10.100 --> 00:08:11.100]  10年在澳洲
[00:08:11.100 --> 00:08:12.700]  其實那裏有很多叫ABC
[00:08:12.700 --> 00:08:14.500]  他們的樣子是華人
[00:08:14.500 --> 00:08:16.100]  以前叫香蕉
[00:08:16.100 --> 00:08:18.700]  他們其實不懂華人文化
[00:08:18.700 --> 00:08:20.300]  可能好像一個西人
[00:08:20.300 --> 00:08:21.500]  講英文的
[00:08:21.500 --> 00:08:23.100]  他們再去和華人生活
[00:08:23.100 --> 00:08:24.500]  可能都有些習性的不同
[00:08:24.500 --> 00:08:26.100]  當時的猶太人
[00:08:26.100 --> 00:08:27.100]  又是這樣的情況
[00:08:27.100 --> 00:08:29.500]  他們在羅馬其他地方生長
[00:08:29.500 --> 00:08:30.900]  雖然是猶太人
[00:08:30.900 --> 00:08:33.300]  但是他們也都希臘化了
[00:08:33.300 --> 00:08:34.900]  有些事情的想法不同
[00:08:34.900 --> 00:08:36.300]  有這一批這樣的人
[00:08:36.300 --> 00:08:37.300]  講什麼事呢
[00:08:37.300 --> 00:08:40.500]  這批人埋怨本土派
[00:08:40.500 --> 00:08:41.300]  即是海歸
[00:08:41.300 --> 00:08:43.500]  那批海歸講希臘話的猶太人
[00:08:43.500 --> 00:08:45.500]  埋怨本地的猶太人
[00:08:45.500 --> 00:08:47.100]  為什麼會發生這些事
[00:08:47.100 --> 00:08:49.300]  這個是他們當時的一個危機
[00:08:49.300 --> 00:08:50.500]  我們一路看下去
[00:08:50.500 --> 00:08:53.300]  這個是早期教會正在增長
[00:08:53.300 --> 00:08:55.300]  接著就發生了一個插曲
[00:08:55.300 --> 00:08:57.300]  他們有一些的埋怨
[00:08:57.300 --> 00:08:58.300]  或者對立
[00:08:58.300 --> 00:09:00.300]  或者潛在的衝突
[00:09:00.300 --> 00:09:01.500]  分裂的可能在裏面
[00:09:01.500 --> 00:09:04.700]  海歸派埋怨本地派
[00:09:04.700 --> 00:09:05.500]  埋怨什麼呢
[00:09:05.500 --> 00:09:06.300]  我們看下去
[00:09:06.300 --> 00:09:08.100]  因為在日常的功級上
[00:09:08.100 --> 00:09:10.900]  忽略了他們的寡婦
[00:09:10.900 --> 00:09:12.500]  關鍵詞是忽略
[00:09:12.500 --> 00:09:13.700]  忽略代表到
[00:09:13.700 --> 00:09:15.900]  他們認為他有些事情做得不妥當
[00:09:15.900 --> 00:09:16.900]  做得不足
[00:09:16.900 --> 00:09:18.900]  就講到原來當時教會
[00:09:18.900 --> 00:09:20.300]  做他一些好事的
[00:09:20.300 --> 00:09:22.700]  做他什麼好事
[00:09:22.700 --> 00:09:25.500]  他們供給一些有需要的人
[00:09:25.500 --> 00:09:26.700]  他們find a need
[00:09:26.700 --> 00:09:27.500]  meet a need
[00:09:27.500 --> 00:09:28.700]  見到他們有需要幫他
[00:09:28.700 --> 00:09:29.900]  幫什麼人呢
[00:09:29.900 --> 00:09:31.100]  幫寡婦
[00:09:31.100 --> 00:09:33.100]  這個是當時教會的事供
[00:09:33.100 --> 00:09:35.100]  你說寡婦要幫手的嗎
[00:09:35.100 --> 00:09:36.100]  寡婦即是離了婚
[00:09:36.100 --> 00:09:38.700]  或者喪偶的一個婦女
[00:09:38.700 --> 00:09:39.900]  有什麼要幫手呢
[00:09:39.900 --> 00:09:41.700]  原來在當時的文化背景
[00:09:41.700 --> 00:09:43.900]  寡婦是屬於邊緣人士
[00:09:43.900 --> 00:09:45.100]  當時小孩
[00:09:45.100 --> 00:09:45.900]  寡婦
[00:09:45.900 --> 00:09:47.700]  生活能力比較低
[00:09:47.700 --> 00:09:48.500]  在社會裏面
[00:09:48.500 --> 00:09:49.900]  亦都找不到一個立足點
[00:09:49.900 --> 00:09:51.500]  是需要群體的協助
[00:09:51.500 --> 00:09:52.300]  幫助等等
[00:09:52.300 --> 00:09:53.300]  無論經濟上
[00:09:53.300 --> 00:09:54.300]  生活上
[00:09:54.300 --> 00:09:56.700]  他們教會有一些事供
[00:09:56.700 --> 00:09:57.700]  其實幫這些人
[00:09:57.700 --> 00:09:59.300]  本來是好事
[00:09:59.300 --> 00:10:02.300]  但是原來他們幫這些猶太人的同時
[00:10:02.300 --> 00:10:06.700]  又忽略了一些講希臘話的猶太人
[00:10:06.700 --> 00:10:10.500]  忽略了那些海歸派裏面的寡婦
[00:10:10.500 --> 00:10:12.700]  他們就覺得有問題了
[00:10:12.700 --> 00:10:15.300]  成為一個危機
[00:10:15.300 --> 00:10:15.900]  你說
[00:10:15.900 --> 00:10:18.100]  講一下負面的事
[00:10:18.100 --> 00:10:20.100]  朱全道有多危機
[00:10:20.100 --> 00:10:21.300]  又不是這樣說
[00:10:21.300 --> 00:10:23.700]  如果你看仔細一點看
[00:10:23.700 --> 00:10:24.900]  其實我可以分析
[00:10:24.900 --> 00:10:27.300]  都是有幾個危機的由來在裏面
[00:10:27.300 --> 00:10:28.300]  第一
[00:10:28.300 --> 00:10:29.700]  需要增多了
[00:10:29.700 --> 00:10:31.300]  其實五花八門的需要
[00:10:31.300 --> 00:10:33.100]  就令他們疲於奔命
[00:10:33.100 --> 00:10:35.300]  怎樣去面對這些需要
[00:10:35.300 --> 00:10:36.900]  但是你再去看的時候
[00:10:36.900 --> 00:10:38.900]  他們出現怨言是表面
[00:10:38.900 --> 00:10:40.900]  你們有沒有發過怨言的
[00:10:40.900 --> 00:10:42.900]  有的點點頭讓我知道
[00:10:42.900 --> 00:10:44.900]  從來都沒有可以轉過頭來的
[00:10:44.900 --> 00:10:45.900]  感恩
[00:10:45.900 --> 00:10:47.300]  怨言是什麼呢
[00:10:47.300 --> 00:10:50.900]  怨言就是埋怨的聲音出來
[00:10:50.900 --> 00:10:53.500]  但是怨言是表面的
[00:10:53.500 --> 00:10:54.900]  如果你從一個心理的角度
[00:10:54.900 --> 00:10:56.900]  它潛藏了裏面什麼
[00:10:56.900 --> 00:10:58.700]  怨言代表有什麼
[00:10:58.700 --> 00:11:00.500]  怨氣
[00:11:00.500 --> 00:11:02.900]  香港人多不多怨氣
[00:11:02.900 --> 00:11:04.500]  那你自己分析
[00:11:04.500 --> 00:11:05.500]  有沒有怨言
[00:11:05.500 --> 00:11:07.500]  表面了出來就是一個怨言
[00:11:07.500 --> 00:11:08.900]  當時的人
[00:11:08.900 --> 00:11:10.100]  他們背地交談
[00:11:10.100 --> 00:11:11.300]  說說私語
[00:11:11.300 --> 00:11:12.700]  那有什麼問題呢
[00:11:12.700 --> 00:11:14.700]  其實有可能阻礙了
[00:11:14.700 --> 00:11:16.900]  當時教會的發展
[00:11:16.900 --> 00:11:17.900]  為什麼我這樣說
[00:11:17.900 --> 00:11:19.900]  為什麼是一個危機
[00:11:19.900 --> 00:11:22.700]  如果你說一戰五將再之前
[00:11:22.700 --> 00:11:24.100]  耶穌基督頒佈這個使命
[00:11:24.100 --> 00:11:25.700]  是一個什麼使命
[00:11:25.700 --> 00:11:28.900]  是一個使萬民作主門徒的使命
[00:11:28.900 --> 00:11:30.900]  是一個合一見證的
[00:11:30.900 --> 00:11:33.300]  是一個愛的群體的
[00:11:33.300 --> 00:11:34.900]  和一個使命來的
[00:11:34.900 --> 00:11:35.900]  神的使命
[00:11:35.900 --> 00:11:38.700]  如果當時早期的教會
[00:11:38.700 --> 00:11:40.900]  就出現了一個分裂
[00:11:40.900 --> 00:11:43.300]  或者一個這麼差的見證
[00:11:43.300 --> 00:11:45.300]  就是我不妥你你不妥我
[00:11:45.300 --> 00:11:47.900]  但是就在一個群體一起生活
[00:11:47.900 --> 00:11:49.300]  就說是基督的群體
[00:11:49.300 --> 00:11:52.300]  不斷出現這些怨言和埋怨
[00:11:52.300 --> 00:11:56.500]  其實很可能成為教會的一個
[00:11:56.500 --> 00:11:57.300]  不好的見證
[00:11:57.300 --> 00:11:59.300]  或者一個阻礙的發展
[00:11:59.300 --> 00:12:01.500]  所以冰山的表面是怨言
[00:12:01.500 --> 00:12:04.100]  但是背後其實還有一些危機
[00:12:04.100 --> 00:12:05.500]  在他們的潛藏
[00:12:05.500 --> 00:12:07.100]  那麼他們的危機由來還有什麼呢
[00:12:07.100 --> 00:12:08.500]  忽略
[00:12:08.500 --> 00:12:11.500]  他們剛才經文說忽略了他們的寡婦
[00:12:11.500 --> 00:12:13.900]  其實都算是對制度的不滿
[00:12:13.900 --> 00:12:15.500]  覺得背後是什麼
[00:12:15.500 --> 00:12:16.300]  不公平
[00:12:16.300 --> 00:12:17.700]  為什麼他有我沒有
[00:12:17.700 --> 00:12:20.300]  為什麼他們會做不足
[00:12:20.300 --> 00:12:24.500]  但是也給我們去思考了一件事
[00:12:24.500 --> 00:12:27.500]  試圖去帶領當時的教會
[00:12:27.500 --> 00:12:29.300]  試圖偉不偉大
[00:12:29.300 --> 00:12:32.100]  神不神聖很跟從主
[00:12:32.100 --> 00:12:34.100]  但是他們會怎樣
[00:12:34.100 --> 00:12:36.100]  你和旁邊的人說
[00:12:36.100 --> 00:12:37.100]  基督徒也似人
[00:12:37.100 --> 00:12:37.900]  跟你說
[00:12:37.900 --> 00:12:38.700]  基督徒也似人
[00:12:38.700 --> 00:12:39.100]  好不好
[00:12:39.100 --> 00:12:40.100]  和旁邊的人說
[00:12:40.100 --> 00:12:41.300]  基督徒也似人
[00:12:41.300 --> 00:12:43.100]  領袖也是人
[00:12:43.100 --> 00:12:44.100]  當時的試圖
[00:12:44.100 --> 00:12:46.300]  這裡記載說他有所忽略
[00:12:46.300 --> 00:12:48.700]  或者別人覺得他有所忽略
[00:12:48.700 --> 00:12:49.300]  即是什麼
[00:12:49.300 --> 00:12:50.300]  其實他也是人來的
[00:12:50.300 --> 00:12:52.100]  他有限制
[00:12:52.100 --> 00:12:53.500]  可能他專注一件事的時候
[00:12:53.500 --> 00:12:55.500]  他真的看不到一些東西
[00:12:55.500 --> 00:12:58.300]  可能因為他的性格文化背景等等
[00:12:58.300 --> 00:13:00.100]  但是覺得被忽略的人
[00:13:00.100 --> 00:13:00.900]  為什麼會有怨言
[00:13:00.900 --> 00:13:02.700]  他就覺得不公平
[00:13:02.700 --> 00:13:03.900]  有比較
[00:13:03.900 --> 00:13:05.100]  為什麼那邊有我沒有
[00:13:05.100 --> 00:13:07.100]  海歸派就覺得有問題等等
[00:13:07.100 --> 00:13:08.300]  還有如果你看回經文
[00:13:08.300 --> 00:13:10.500]  他說是日常的供給上
[00:13:10.500 --> 00:13:11.700]  是日常的
[00:13:11.700 --> 00:13:14.100]  即是這件事是經常發生的
[00:13:14.100 --> 00:13:15.500]  日常的分配不足
[00:13:15.500 --> 00:13:16.100]  即是什麼
[00:13:16.100 --> 00:13:17.500]  這個危機的發生是怎樣
[00:13:17.500 --> 00:13:19.700]  不是第一天突然間的
[00:13:19.700 --> 00:13:21.300]  是累積的
[00:13:21.300 --> 00:13:22.100]  和自己說
[00:13:22.100 --> 00:13:24.100]  危機是累積爆出來的
[00:13:24.100 --> 00:13:25.300]  危機是累積爆出來的
[00:13:25.300 --> 00:13:26.500]  今天你看到危機的發生
[00:13:26.500 --> 00:13:28.700]  其實已經是累積了一些問題
[00:13:28.700 --> 00:13:30.500]  譬如健康危機的人也是
[00:13:30.500 --> 00:13:31.900]  我們經常吃肥膏
[00:13:31.900 --> 00:13:32.900]  有一天你危機
[00:13:32.900 --> 00:13:34.500]  即某個人就爆血管
[00:13:34.500 --> 00:13:36.100]  不是那天才爆的
[00:13:36.100 --> 00:13:37.700]  而是累積了很多天
[00:13:37.700 --> 00:13:39.500]  當時的危機出怨言的時候
[00:13:39.500 --> 00:13:41.900]  其實都累積了日常供給的問題
[00:13:41.900 --> 00:13:43.300]  還有什麼
[00:13:43.300 --> 00:13:45.500]  差異都會帶來危機
[00:13:45.500 --> 00:13:46.900]  兩派想事情不同
[00:13:46.900 --> 00:13:47.700]  一派是海歸
[00:13:47.700 --> 00:13:48.900]  一派是本土
[00:13:48.900 --> 00:13:50.100]  一派是不同文化
[00:13:50.100 --> 00:13:50.900]  一派是年輕一點
[00:13:50.900 --> 00:13:51.700]  一派是年長一點
[00:13:51.700 --> 00:13:53.100]  代購等等
[00:13:53.100 --> 00:13:54.900]  都可以帶來危機
[00:13:54.900 --> 00:13:57.300]  原來危機都有很多的背景
[00:13:57.300 --> 00:13:58.300]  我們看到這裡
[00:13:58.300 --> 00:13:59.300]  但是
[00:13:59.300 --> 00:14:01.100]  他們可能會凝聚了力量
[00:14:01.100 --> 00:14:02.500]  甚至乎敵我分明
[00:14:02.500 --> 00:14:06.100]  分派的可能就在裡面發生
[00:14:06.100 --> 00:14:07.500]  我想問一下你
[00:14:07.500 --> 00:14:11.100]  如果你是當時教會的一份子
[00:14:11.100 --> 00:14:13.300]  你會怎樣處理呢
[00:14:13.300 --> 00:14:14.900]  我給你用十秒鐘和隔壁說一下
[00:14:14.900 --> 00:14:15.900]  你會怎樣
[00:14:15.900 --> 00:14:16.900]  你會馬上做什麼
[00:14:16.900 --> 00:14:18.300]  如果你是教會一份子
[00:14:18.300 --> 00:14:19.100]  你會做什麼
[00:14:19.100 --> 00:14:20.700]  和隔壁說一下
[00:14:20.700 --> 00:14:21.300]  不要緊的
