
[00:00:00.000 --> 00:00:02.000]  (主席) 請你到旁邊講一聲
[00:01:29.000 --> 00:01:31.000]  (主席) 回轉過來就得罪醫治
[00:01:31.000 --> 00:01:34.000]  (主席) 我就說 主下這到幾時為止呢
[00:01:34.000 --> 00:01:40.000]  (主席) 他說 直到城一荒涼 無人居住 房屋空閒 無人土地極其荒涼
[00:01:40.000 --> 00:01:45.000]  (主席) 並且 又說將人遷到遠方 在這境內撇下的土地很多
[00:01:45.000 --> 00:01:49.000]  (主席) 境內撇剩下的人若有十分之一 就必被吞滅
[00:01:49.000 --> 00:01:54.000]  (主席) 橡栗樹 橡樹 雖被砍伐 樹希子仍然卻處存留
[00:01:54.000 --> 00:01:59.000]  (主席) 者聖潔的種類在各中 也是如此
[00:01:59.000 --> 00:02:03.000]  (主席) 在這段經文就提到聖潔主的第二部份
[00:02:03.000 --> 00:02:09.000]  (主席) 我們上星期已經提到 十九世紀的解經家解釋了整個《異塞俠書》的疑團
[00:02:09.000 --> 00:02:12.000]  (主席) 是用一個平衡的方法去理解
[00:02:12.000 --> 00:02:15.000]  (主席) 如果這樣的話 我們看《異塞俠書》第六章
[00:02:15.000 --> 00:02:19.000]  (主席) 平衡的理解 A1 上帝的顯現 六章一到四節
[00:02:19.000 --> 00:02:24.000]  (主席) 和 A2 的六章十一到十三節 上帝的計劃是平衡的
[00:02:24.000 --> 00:02:30.000]  (主席) 而中間的六章的第五到第七節 是B1先知的蒙詔
[00:02:30.000 --> 00:02:34.000]  (主席) 和六章八到十節 B2先知的使命是平衡的
[00:02:34.000 --> 00:02:39.000]  (主席) 如果從這個結構去理解 整個《異塞俠書》的第六章的情況就很不一樣
[00:02:39.000 --> 00:02:46.000]  (主席) 我要先預告弟兄姊妹 在下半年的講道是很艱難
[00:02:46.000 --> 00:02:48.000]  (主席) 亦都是很難聽的道
[00:02:48.000 --> 00:02:51.000]  (主席) 我亦都深信在下半年有很多的基督徒
[00:02:51.000 --> 00:02:53.000]  (主席) 聽完我的講道之後會離開的
[00:02:53.000 --> 00:02:57.000]  (主席) 同理解釋 弟兄姊妹我講一聲 你會離開的
[00:02:57.000 --> 00:03:02.000]  (主席) 直到什麼時候為止呢 直到你全部離開為止 OK?
[00:03:02.000 --> 00:03:07.000]  (主席) 因為太難聽了 這個世界不是在講這些東西
[00:03:07.000 --> 00:03:10.000]  (主席) 我想講給你聽 弟兄姊妹 我預備講《異塞俠書》
[00:03:10.000 --> 00:03:12.000]  (主席) 不是因為你的政局的緣故
[00:03:12.000 --> 00:03:17.000]  (主席) 我和我的教務同工講了我下半年我會宣講《異塞俠書》
[00:03:17.000 --> 00:03:20.000]  (主席) 沒有因為這個政局我選擇任何的書信去講
[00:03:20.000 --> 00:03:23.000]  (主席) 是我自己祈禱領受要講的信息
[00:03:23.000 --> 00:03:27.000]  (主席) 但我深信確實就是上帝這個世代要和我們講的信息
[00:03:27.000 --> 00:03:30.000]  (主席) 在第六章裏面 你帶著一種的思維
[00:03:30.000 --> 00:03:33.000]  (主席) 就是整天在講 主啊我在這裡 請差遣我
[00:03:33.000 --> 00:03:35.000]  (主席) 就是這段經文的重點
[00:03:35.000 --> 00:03:38.000]  (主席) 如果是這樣的話 你對這段經文的認識
[00:03:38.000 --> 00:03:40.000]  (主席) 實在停留在很膚淺的地步
[00:03:40.000 --> 00:03:42.000]  (主席) 今天我們要講的時候 你會知道
[00:03:42.000 --> 00:03:45.000]  (主席) 你要盡心的去理解《異塞俠書》第六章
[00:03:45.000 --> 00:03:47.000]  (主席) 你說我聽過無數遍在任何的宣教大會
[00:03:47.000 --> 00:03:50.000]  (主席) 任何的場合 復興的大會都經常聽《異塞俠書》第六章
[00:03:50.000 --> 00:03:53.000]  (主席) 但我想講沒有人講完《異塞俠書》第六章
[00:03:53.000 --> 00:03:57.000]  (主席) 人停留在第五節 第六節就完結了
[00:03:57.000 --> 00:04:05.000]  (主席) 但確實整個《異塞俠書》第六章不可以停留在第六節
[00:04:27.000 --> 00:04:30.000]  (主席) 事實上今天我們要宣講整篇的訊息
[00:04:30.000 --> 00:04:33.000]  (主席) 讓你知道一件很難很難接受的事實
[00:04:33.000 --> 00:04:36.000]  (主席) 《異塞俠書》是首先要自覺自己有罪
[00:04:36.000 --> 00:04:40.000]  (主席) 接受上帝赦免之後才有能力面對四十年的先知生涯
[00:04:40.000 --> 00:04:42.000]  (主席) 第五節是四十年 一點都不簡單
[00:04:42.000 --> 00:04:44.000]  (主席) 經歷過幾個王朝
[00:04:44.000 --> 00:04:46.000]  (主席) 不同的改朝換代
[00:04:46.000 --> 00:04:48.000]  (主席) 是在《異塞俠書》第六章
[00:04:48.000 --> 00:04:50.000]  (主席) 為什麼成為了我們第一講
[00:04:50.000 --> 00:04:52.000]  (主席) 我們上次已經講了 在那個排列裏面
[00:04:52.000 --> 00:04:57.000]  (主席) A1 A2 B1 B2 C1 C2 到 D
[00:04:57.000 --> 00:04:59.000]  (主席) 這個D是第六章裏面成為了
[00:04:59.000 --> 00:05:01.000]  (主席) 整個《異塞俠書》一至十二章的重點
[00:05:01.000 --> 00:05:03.000]  (主席) 亦應該是第一章
[00:05:03.000 --> 00:05:05.000]  (主席) 不過在排列裏面是這樣排列
[00:05:05.000 --> 00:05:07.000]  (主席) 如果這樣的時候
[00:05:07.000 --> 00:05:10.000]  (主席) 如何面對那種朝代的興衰
[00:05:10.000 --> 00:05:12.000]  (主席) 如何面對上帝的審判
[00:05:12.000 --> 00:05:14.000]  (主席) 如何面對上帝聖傑的主這個主題
[00:05:14.000 --> 00:05:17.000]  (主席) 一路要擴張這個境界到地極
[00:05:17.000 --> 00:05:19.000]  (主席) 要讓人知道上帝是全地的主
[00:05:19.000 --> 00:05:22.000]  (主席) 是聖傑的主 他必須要面對這件事
[00:05:22.000 --> 00:05:25.000]  (主席) 是透過第六章這個深刻的經歷
[00:05:25.000 --> 00:05:28.000]  (主席) 這個經歷讓他知道他是一個有罪的人
[00:05:28.000 --> 00:05:30.000]  (主席) 活在有罪的人民當中
[00:05:30.000 --> 00:05:33.000]  (主席) 所以他能夠不怕人站在國民當中
[00:05:33.000 --> 00:05:35.000]  (主席) 去講道指責國民的罪
[00:05:35.000 --> 00:05:38.000]  (主席) 並且講明國民的罪是應該怎樣對著赦免
[00:05:38.000 --> 00:05:40.000]  (主席) 因為他自己本身就是一個蒙赦免的人
[00:05:40.000 --> 00:05:43.000]  (主席) 所以第六章裏面很重要
[00:05:43.000 --> 00:05:46.000]  (主席) 《異塞俠書》是一個很重要的開始
[00:05:46.000 --> 00:05:49.000]  (主席) 不是重要的結束 是一個重要的開始
[00:05:49.000 --> 00:05:52.000]  (主席) 沒有這個開始的話 以後做的事都是枉然的
[00:05:52.000 --> 00:05:54.000]  (主席) 今天有很多A4
[00:05:54.000 --> 00:05:56.000]  (主席) 很多A4就是沒有了第六章
[00:05:56.000 --> 00:05:59.000]  (主席) 今天有很多A4的信徒是沒有了第六章
[00:05:59.000 --> 00:06:01.000]  (主席) 他在假扮是異塞俠先知
[00:06:01.000 --> 00:06:04.000]  (主席) 他在向列國宣講信息
[00:06:04.000 --> 00:06:06.000]  (主席) 去指責列國的罪的時候
[00:06:06.000 --> 00:06:08.000]  (主席) 他在講這個世界公平公義公正的時候
[00:06:08.000 --> 00:06:10.000]  (主席) 因為他沒有第六章的經歷
[00:06:10.000 --> 00:06:13.000]  (主席) 所以這些信徒是A4的先知
[00:06:13.000 --> 00:06:18.000]  (主席) 等於你要分辨哪些是真哪些是假的時候
[00:06:18.000 --> 00:06:20.000]  (主席) 必須要看這個人有沒有這個經歷
[00:06:20.000 --> 00:06:22.000]  (主席) 在異塞俠有這種經歷
[00:06:22.000 --> 00:06:23.000]  (主席) 和上帝的聖結相遇
[00:06:23.000 --> 00:06:25.000]  (主席) 看清楚自己的不潔活在不潔的民當中
[00:06:25.000 --> 00:06:29.000]  (主席) 他才不會以自異者為居
[00:06:29.000 --> 00:06:35.000]  (主席) 今天有很多人以自異者的身份去宣講神話
[00:06:35.000 --> 00:06:38.000]  (主席) 甚至以為自己是公義的化身
[00:06:38.000 --> 00:06:40.000]  (主席) 這個是很恐怖的事情
[00:06:40.000 --> 00:06:43.000]  (主席) 可以宣告別人落地獄是很恐怖的事情
[00:06:43.000 --> 00:06:46.000]  (主席) 但是我們今天搞錯了一件事
[00:06:46.000 --> 00:06:51.000]  (主席) 我們完全信徒不能活在神的話語裡面
[00:06:51.000 --> 00:06:55.000]  (主席) 今天教會的信息只停留在水平線的層面
[00:06:55.000 --> 00:06:57.000]  (主席) 將聖經變成了道德倫理的標準
[00:06:57.000 --> 00:06:59.000]  (主席) 將聖經變成了管理學的標準
[00:06:59.000 --> 00:07:01.000]  (主席) 將聖經變成了人際關係的標準
[00:07:01.000 --> 00:07:06.000]  (主席) 忽略了這位聖結的主從天而降的那種真理
[00:07:06.000 --> 00:07:11.000]  (主席) 今天人心裡面的真理只是同一本管理學的書
[00:07:11.000 --> 00:07:15.000]  (主席) 一本人際關係的書和一本講EQ的書是沒有分別的
[00:07:15.000 --> 00:07:17.000]  (主席) 因為裡面的真正的信仰
[00:07:17.000 --> 00:07:20.000]  (主席) 那位聖結的主的信仰抽走了
[00:07:20.000 --> 00:07:22.000]  (主席) 人不再尊敬這位聖結的主
[00:07:22.000 --> 00:07:24.000]  (主席) 恐怖的地方就在這裡
[00:07:24.000 --> 00:07:26.000]  (主席) 當我們宣講神話的時候
[00:07:26.000 --> 00:07:29.000]  (主席) 我們根本沒有經歷這位上帝是聖結的主
[00:07:29.000 --> 00:07:33.000]  (主席) 先知來到這個世界上不是要審判世界
[00:07:33.000 --> 00:07:37.000]  (主席) 今天我們搞錯了 以為先知就是要來到這個社會上
[00:07:37.000 --> 00:07:41.000]  (主席) 用文字 用影像 用言語去審判這個世界
[00:07:41.000 --> 00:07:43.000]  (主席) 去指責這個世界
[00:07:43.000 --> 00:07:45.000]  (主席) 先知的責任是要帶給這個世界
[00:07:45.000 --> 00:07:47.000]  (主席) 盼望的訊息
[00:07:47.000 --> 00:07:48.000]  (主席) 跟你講第二句沒有聲音
[00:07:48.000 --> 00:07:50.000]  (主席) 你要帶給這個世界盼望的訊息
[00:07:50.000 --> 00:07:55.000]  (主席) 先知不是叫全世界滅亡的訊息
[00:07:55.000 --> 00:07:59.000]  (主席) 先知是要叫全世界在滅亡當中得著盼望的訊息
[00:08:00.000 --> 00:08:04.000]  (主席) 要看到六章第三節仍然是沒有盼望的
[00:08:04.000 --> 00:08:08.000]  (主席) 因為連剩下的十分之一都要滅亡的話
[00:08:08.000 --> 00:08:09.000]  (主席) 還有什麼盼望呢
[00:08:09.000 --> 00:08:12.000]  (主席) 如果耳塞夏書停留在十三節的上半節的話
[00:08:12.000 --> 00:08:15.000]  (主席) 現在的先知是正確的
[00:08:15.000 --> 00:08:17.000]  (主席) 但是耳塞夏書講出
[00:08:17.000 --> 00:08:20.000]  (主席) 在一個人類絕望 大絕望當中
[00:08:20.000 --> 00:08:22.000]  (主席) 最大的盼望是什麼
[00:08:22.000 --> 00:08:24.000]  (主席) 所以他仍然有最後一句留下
[00:08:24.000 --> 00:08:27.000]  (主席) 所以如果今天我們說
[00:08:27.000 --> 00:08:32.000]  (主席) 在這個社會上這麼多A4假先知出現的話
[00:08:32.000 --> 00:08:33.000]  (主席) 是一個問題
[00:08:33.000 --> 00:08:35.000]  (主席) 今天連基督徒都被迷惑了
[00:08:35.000 --> 00:08:37.000]  (主席) 我想說今天連基督徒都被迷惑
[00:08:37.000 --> 00:08:39.000]  (主席) 今天連基督徒都跟從這些假先知
[00:08:39.000 --> 00:08:42.000]  (主席) 出到社會上在呼喊在吶喊的時候
[00:08:42.000 --> 00:08:44.000]  (主席) 這個是搞錯了事情
[00:08:44.000 --> 00:08:45.000]  (主席) 第一次我想說
[00:08:45.000 --> 00:08:47.000]  (主席) 我不是在說維穩
[00:08:47.000 --> 00:08:51.000]  (主席) 如果有人指責我說今天的行動是為了維穩的話
[00:08:51.000 --> 00:08:53.000]  (主席) I am so sorry
[00:08:53.000 --> 00:08:55.000]  (主席) 我是在說聖經
[00:08:58.000 --> 00:08:59.000]  (主席) 我再說
[00:08:59.000 --> 00:09:01.000]  (主席) 從今天開始
[00:09:01.000 --> 00:09:03.000]  (主席) 我說的道
[00:09:03.000 --> 00:09:05.000]  (主席) 會有很多人聽不下去的
[00:09:05.000 --> 00:09:07.000]  (主席) 會有很多人走的
[00:09:07.000 --> 00:09:09.000]  (主席) 但我要宣講的是神的說
[00:09:09.000 --> 00:09:10.000]  (主席) 我不想討你的喜悅
[00:09:10.000 --> 00:09:12.000]  (主席) 如果我要討你的喜悅的話
[00:09:12.000 --> 00:09:13.000]  (主席) 我不做牧師了
[00:09:13.000 --> 00:09:15.000]  (主席) 兄弟姐妹
[00:09:15.000 --> 00:09:18.000]  (主席) 我做公關了
[00:09:18.000 --> 00:09:21.000]  (主席) 今天我要宣講的是神的說
[00:09:21.000 --> 00:09:22.000]  (主席) 連耶穌都沒有說
[00:09:22.000 --> 00:09:25.000]  (主席) 你看連上方十二章四十六到四十八節
[00:09:25.000 --> 00:09:27.000]  (主席) 我到世上來乃是光叫凡信
[00:09:27.000 --> 00:09:29.000]  (主席) 我的不住在黑暗裏面
[00:09:29.000 --> 00:09:31.000]  (主席) 若有人聽見我話不遵守
[00:09:31.000 --> 00:09:32.000]  (主席) 我不審判他
[00:09:32.000 --> 00:09:34.000]  (主席) 我不審判他
[00:09:34.000 --> 00:09:36.000]  (主席) 我來本不是要審判世界
[00:09:36.000 --> 00:09:38.000]  (主席) 我來不是為了審判世界
[00:09:38.000 --> 00:09:40.000]  (主席) 是要來拯救世界
[00:09:40.000 --> 00:09:41.000]  (主席) 棄絕我的不領受
[00:09:41.000 --> 00:09:43.000]  (主席) 我說的有審判他的
[00:09:43.000 --> 00:09:44.000]  (主席) 就是我所說的道
[00:09:44.000 --> 00:09:45.000]  (主席) 在末日要審判他
[00:09:45.000 --> 00:09:55.000]  (主席) 連耶穌來世上都不是做審判工作
[00:10:15.000 --> 00:10:16.000]  (主席) 不要搞錯
[00:10:16.000 --> 00:10:19.000]  (主席) 我們的盼望不在地上
[00:10:19.000 --> 00:10:22.000]  (主席) 我亦都沒有說過
[00:10:22.000 --> 00:10:23.000]  (主席) 因為這樣的緣故
[00:10:23.000 --> 00:10:24.000]  (主席) 我們的盼望不在地上
[00:10:24.000 --> 00:10:25.000]  (主席) 我們要唱古舊的詩歌
[00:10:25.000 --> 00:10:26.000]  (主席) 寫世界非我家
[00:10:26.000 --> 00:10:28.000]  (主席) 所以我們基督徒就躲起來祈禱
[00:10:28.000 --> 00:10:29.000]  (主席) 基督徒躲起來聚會
[00:10:29.000 --> 00:10:30.000]  (主席) 團結不參與社會
[00:10:30.000 --> 00:10:31.000]  (主席) 我沒有這個意思
[00:10:31.000 --> 00:10:32.000]  (主席) 我意思是說
[00:10:32.000 --> 00:10:34.000]  (主席) 就算我們參與社會任何的事
[00:10:34.000 --> 00:10:36.000]  (主席) 你用任何的行動去表達都好
[00:10:36.000 --> 00:10:45.000]  (主席) 但最重要的是有兩件事是很重要的
[00:10:45.000 --> 00:10:46.000]  (主席) 第一 你和上帝的關係
[00:10:46.000 --> 00:10:47.000]  (主席) 和你跟從的人
[00:10:47.000 --> 00:10:48.000]  (主席) 他和上帝的關係
[00:10:48.000 --> 00:10:49.000]  (主席) 第一是最重要的
[00:10:49.000 --> 00:10:50.000]  (主席) 但我們怎樣釐定
[00:10:50.000 --> 00:10:51.000]  (主席) 這個人和上帝的關係
[00:10:51.000 --> 00:10:52.000]  (主席) 待會我再說下去
[00:10:52.000 --> 00:10:53.000]  (主席) 他不可以口中告訴你
[00:10:53.000 --> 00:10:54.000]  (主席) 我是跟從上帝
[00:10:54.000 --> 00:10:55.000]  (主席) 你就認為你是跟從上帝
[00:10:55.000 --> 00:10:56.000]  (主席) 你必須有一個標準
[00:10:56.000 --> 00:10:57.000]  (主席) 第二
[00:10:57.000 --> 00:10:58.000]  (主席) 就是你用甚麼方法
[00:10:58.000 --> 00:10:59.000]  (主席) 在這個社會裏面
[00:10:59.000 --> 00:11:06.000]  (主席) 行公義 好憐憫不重要
[00:11:06.000 --> 00:11:08.000]  (主席) 這不是我今天要討論的問題
[00:11:08.000 --> 00:11:09.000]  (主席) 總之我沒有反對任何方法
[00:11:09.000 --> 00:11:10.000]  (主席) 沒有贊成任何方法
[00:11:10.000 --> 00:11:11.000]  (主席) 所以我這篇講道不是為了維穩
[00:11:11.000 --> 00:11:12.000]  (主席) 聽得明白我說嗎
[00:11:12.000 --> 00:11:13.000]  (主席) 我沒有試圖在講道裏面
[00:11:13.000 --> 00:11:14.000]  (主席) 要打壓任何的方法去表達
[00:11:14.000 --> 00:11:15.000]  (主席) 因為我們是浸水門
[00:11:15.000 --> 00:11:16.000]  (主席) 我們是政教分離的
[00:11:16.000 --> 00:11:17.000]  (主席) 我要宣講整個話
[00:11:17.000 --> 00:11:18.000]  (主席) 要告訴你
[00:11:18.000 --> 00:11:19.000]  (主席) 我們的基本標準是甚麼
[00:11:19.000 --> 00:11:29.000]  (主席) 如果沒有基本標準的話
[00:11:29.000 --> 00:11:30.000]  (主席) 人就可以任意妄為
[00:11:30.000 --> 00:11:31.000]  (主席) 做任何事
[00:11:31.000 --> 00:11:32.000]  (主席) 我們知道我們不是來審判這個世界
[00:11:32.000 --> 00:11:33.000]  (主席) 我們來這個世界上
[00:11:33.000 --> 00:11:34.000]  (主席) 是帶給世人有盼望
[00:11:34.000 --> 00:11:35.000]  (主席) 審判的日子還未到
[00:11:35.000 --> 00:11:36.000]  (主席) 審判是由上帝自己去審判
[00:11:36.000 --> 00:11:37.000]  (主席) 我亦都不贊成
[00:11:37.000 --> 00:11:38.000]  (主席) 今天教徒只是躲在教會裏面
[00:11:38.000 --> 00:11:39.000]  (主席) 祈禱
[00:11:39.000 --> 00:11:40.000]  (主席) 讀經
[00:11:40.000 --> 00:11:41.000]  (主席) 團契
[00:11:41.000 --> 00:11:42.000]  (主席) 不理這個社會發生甚麼事情
[00:11:42.000 --> 00:11:49.000]  (主席) 交給上帝 交給上帝
[00:11:49.000 --> 00:11:54.000]  (主席) 兩者都是一個捉不到原則的信徒
[00:11:54.000 --> 00:11:56.000]  (主席) 我沒有說他們兩個是極端
[00:11:56.000 --> 00:11:57.000]  (主席) 兩個都不叫極端
[00:11:57.000 --> 00:11:58.000]  (主席) 不是極端
[00:11:58.000 --> 00:11:59.000]  (主席) 是不應該用極端形容這兩類教徒
[00:11:59.000 --> 00:12:03.000]  (主席) 而是他根本沒有捉到上帝的原則
[00:12:03.000 --> 00:12:05.000]  (主席) 他沒有捉穩上帝的原則
[00:12:05.000 --> 00:12:08.000]  (主席) 上帝的原則在一段經文裏面已經察見到甚麼事情
[00:12:08.000 --> 00:12:09.000]  (主席) 他說
[00:12:09.000 --> 00:12:10.000]  (主席) 我覺得自己是禍災
[00:12:10.000 --> 00:12:11.000]  (主席) 我滅亡了
[00:12:11.000 --> 00:12:12.000]  (主席) 原因有兩個
[00:12:12.000 --> 00:12:14.000]  (主席) 第一 他看到上帝是聖潔的
[00:12:14.000 --> 00:12:15.000]  (主席) 他看到自己不潔
[00:12:15.000 --> 00:12:16.000]  (主席) 第二
[00:12:16.000 --> 00:12:20.000]  (主席) 很多很多人忽略了這節經文
[00:12:20.000 --> 00:12:24.000]  (主席) 以賽亞不只是看到聖潔的主那麼簡單
[00:12:24.000 --> 00:12:30.000]  (主席) 他看到一位大君王 萬君的耶和華
[00:12:30.000 --> 00:12:33.000]  (主席) 在解經學者裏面說
[00:12:33.000 --> 00:12:36.000]  (主席) 以賽亞在文學的修辭裏面
[00:12:36.000 --> 00:12:37.000]  (主席) 特意用這個字
[00:12:37.000 --> 00:12:40.000]  (主席) 做了一個諷刺的一種語句
[00:12:40.000 --> 00:12:41.000]  (主席) 語帶相關
[00:12:41.000 --> 00:12:43.000]  (主席) 其實在第六章一到十三節那麼簡單
[00:12:43.000 --> 00:12:44.000]  (主席) 十三節經文裏面
[00:12:44.000 --> 00:12:47.000]  (主席) 以賽亞用了很多很多文學的修飾詞
[00:12:47.000 --> 00:12:50.000]  (主席) 是要表達了一些訊息是很重要
[00:12:50.000 --> 00:12:52.000]  (主席) 所以我們必須要回到希伯來源文裏面
[00:12:52.000 --> 00:12:53.000]  (主席) 才了解到這件事
[00:12:53.000 --> 00:12:55.000]  (主席) 原來在以賽亞書裏面
[00:12:55.000 --> 00:12:58.000]  (主席) 曾經用過一個形容詞形容大君王
[00:12:58.000 --> 00:13:02.000]  (主席) 這個就是亞述將會興起的一個新的君主
[00:13:02.000 --> 00:13:06.000]  (主席) 這個君主就是西那基納
[00:13:06.000 --> 00:13:11.000]  (主席) 是一個統領大君將會亞述國將會興起
[00:13:11.000 --> 00:13:14.000]  (主席) 成為了以色列人最大的威脅的一個王國
[00:13:14.000 --> 00:13:20.000]  (主席) 亦都成為了當地中東一帶威脅的一個王國
[00:13:20.000 --> 00:13:24.000]  (主席) 這個那麼偉大的君王帶著十幾萬的士兵
[00:13:24.000 --> 00:13:26.000]  (主席) 但是在以賽亞書裏面說
[00:13:26.000 --> 00:13:28.000]  (主席) 不要望人
[00:13:28.000 --> 00:13:30.000]  (主席) 第二節和李嘉誠說不要望人
[00:13:30.000 --> 00:13:35.000]  (主席) 我們今天沒有和這位萬軍的耶和華相遇
[00:13:35.000 --> 00:13:37.000]  (主席) 見不到他才是真正的大君王的話
[00:13:37.000 --> 00:13:40.000]  (主席) 連基督徒都沉淪到一個地步
[00:13:40.000 --> 00:13:43.000]  (主席) 我們只是看地上帶給我們盼望
[00:13:43.000 --> 00:13:48.000]  (主席) 為什麼基督徒會沉淪到這樣
[00:13:48.000 --> 00:13:51.000]  (主席) 因為他沒有和這位主相遇
[00:13:51.000 --> 00:13:54.000]  (主席) 講到最白的那句就是這句
[00:13:54.000 --> 00:13:56.000]  (主席) 如果我們和這位主相遇的時候
[00:13:56.000 --> 00:13:58.000]  (主席) 我知道神才是那位大君王
[00:13:58.000 --> 00:14:00.000]  (主席) 你知道在以賽亞書第六章
[00:14:00.000 --> 00:14:02.000]  (主席) 我們經常關心的是上帝是聖結的主
[00:14:02.000 --> 00:14:06.000]  (主席) 忽略了他是坐著為王的大君王
[00:14:06.000 --> 00:14:08.000]  (主席) 他用大君王來利用上帝
[00:14:08.000 --> 00:14:10.000]  (主席) 是在諷刺當時的亞述王
[00:14:10.000 --> 00:14:12.000]  (主席) 也是記載了一件事跡
[00:14:12.000 --> 00:14:14.000]  (主席) 告訴你和我知道
[00:14:14.000 --> 00:14:16.000]  (主席) 上帝比亞述王更偉大
[00:14:16.000 --> 00:14:18.000]  (主席) 在以賽亞書三十七章三十六節
[00:14:18.000 --> 00:14:20.000]  (主席) 耶和華的使者出去在亞述的營中
[00:14:20.000 --> 00:14:22.000]  (主席) 殺了十八萬五千人
[00:14:22.000 --> 00:14:24.000]  (主席) 清早有人起來看都市死屍
[00:14:24.000 --> 00:14:26.000]  (主席) 亞述王西那基那就拔刑
[00:14:26.000 --> 00:14:32.000]  (主席) 回去住在尼尼尾王 一夜之間睡醒之後沒有人知道發生什麼事
[00:14:32.000 --> 00:14:36.000]  (主席) 只是遍地屍骸十八萬五千
[00:14:36.000 --> 00:14:40.000]  (主席) 亞述這個大君王滿有野心要佔領
[00:14:40.000 --> 00:14:42.000]  (主席) 去攻佔各地方的亞述大君王
[00:14:42.000 --> 00:14:44.000]  (主席) 馬上拔刑回去住在尼尼尾城
[00:14:44.000 --> 00:14:46.000]  (主席) 不敢做任何的事情
[00:14:46.000 --> 00:14:48.000]  (主席) 只能夠按兵不動
[00:14:48.000 --> 00:14:50.000]  (主席) 以賽亞記載這件事
[00:14:50.000 --> 00:14:52.000]  (主席) 和第六章的回應
[00:14:52.000 --> 00:14:54.000]  (主席) 是首尾要呼應一件事
[00:14:54.000 --> 00:14:56.000]  (主席) 告訴我
[00:14:56.000 --> 00:15:00.000]  (主席) 任何地上的君王擁有何等大的軍事實力
[00:15:00.000 --> 00:15:04.000]  (主席) 擁有何等強大的財富經濟的影響力
[00:15:04.000 --> 00:15:06.000]  (主席) 但是
[00:15:06.000 --> 00:15:08.000]  (主席) 和你旁邊聽到什麼聲音
[00:15:08.000 --> 00:15:10.000]  (主席) 耶和華聲是大君王
[00:15:10.000 --> 00:15:13.000]  (主席) 今天為什麼基督徒會被騙呢
[00:15:13.000 --> 00:15:15.000]  (主席) 為什麼基督徒會走錯路
[00:15:15.000 --> 00:15:18.000]  (主席) 為什麼基督徒會在眾多的聲音裡被假先知引導呢
[00:15:18.000 --> 00:15:20.000]  (主席) 因為我們不知道
[00:15:20.000 --> 00:15:23.000]  (主席) 我們以為這些先知告訴我們
[00:15:23.000 --> 00:15:26.000]  (主席) 這個社會上的政制才是最重要的
[00:15:26.000 --> 00:15:29.000]  (主席) 這個社會上的在位掌權者才是最重要的
[00:15:29.000 --> 00:15:31.000]  (主席) 我們今天香港的命運
[00:15:31.000 --> 00:15:33.000]  (主席) 就是決定在這些人的手上
[00:15:33.000 --> 00:15:35.000]  (主席) 丁子妹
[00:15:35.000 --> 00:15:37.000]  (主席) 曾幾何時
[00:15:37.000 --> 00:15:40.000]  (主席) 曾幾何時
[00:15:40.000 --> 00:15:44.000]  (主席) 我們口裡宣告
[00:15:44.000 --> 00:15:47.000]  (主席) 耶和華是坐著為王的那個
[00:15:47.000 --> 00:15:49.000]  (主席) 為什麼在實際行動裡
[00:15:49.000 --> 00:15:54.000]  (主席) 我們會把我們的盼望壓在人身上呢
[00:15:54.000 --> 00:15:58.000]  (主席) 因為我們這裡相信一件事情
