
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹早晨 後面的弟兄姊妹都聽到
[00:07:44.000 --> 00:07:48.000]  聖殿是聖潔、潔淨的地方
[00:07:48.000 --> 00:07:51.000]  外邦人一直被視為不潔
[00:07:51.000 --> 00:07:55.000]  所以他們從來都不讓進入聖殿
[00:07:55.000 --> 00:07:58.000]  否則就會污穢了聖殿
[00:07:58.000 --> 00:08:03.000]  但是作者盧家在這裡特別跟我們說
[00:08:03.000 --> 00:08:06.000]  他說只不過是因為他們見到
[00:08:06.000 --> 00:08:10.000]  一個叫做特羅非摩的伊弗所人
[00:08:10.000 --> 00:08:13.000]  他其實就是一個外邦人的弟兄
[00:08:13.000 --> 00:08:16.000]  是跟保羅一起的一位弟兄
[00:08:16.000 --> 00:08:21.000]  不過其實他們只不過是一起在希尤薩城
[00:08:21.000 --> 00:08:24.000]  其實特羅非摩是沒有進入聖殿的
[00:08:24.000 --> 00:08:26.000]  其實說得嚴格一點
[00:08:26.000 --> 00:08:29.000]  這裡所說的聖殿應該是指聖殿的內院
[00:08:29.000 --> 00:08:31.000]  因為聖殿也有一個叫做外邦人院
[00:08:31.000 --> 00:08:32.000]  那裡是沒有問題的
[00:08:32.000 --> 00:08:36.000]  內院只有以色列人才可以進去
[00:08:36.000 --> 00:08:40.000]  他們以為保羅帶了這個人進去
[00:08:40.000 --> 00:08:42.000]  其實是一個誤會
[00:08:42.000 --> 00:08:44.000]  是不是真的誤解了呢
[00:08:44.000 --> 00:08:48.000]  還是有心藉故去誣衊保羅呢
[00:08:48.000 --> 00:08:49.000]  我不知道
[00:08:49.000 --> 00:08:53.000]  不過總之現在他們誤會了是一個事實
[00:08:53.000 --> 00:08:54.000]  在當時的傳統
[00:08:54.000 --> 00:08:59.000]  如果一個外邦人是越界
[00:08:59.000 --> 00:09:05.000]  其實就表示了他踐踏了上帝的神聖
[00:09:05.000 --> 00:09:06.000]  所以他們搬出來
[00:09:06.000 --> 00:09:09.000]  表面上是一個很崇高的宗教理由
[00:09:09.000 --> 00:09:14.000]  不過實際上我相信當時的猶太人
[00:09:14.000 --> 00:09:19.000]  他們心裡面更加真實更加強烈的感覺
[00:09:19.000 --> 00:09:22.000]  是覺得自己的民族身份
[00:09:22.000 --> 00:09:25.000]  他的尊嚴被踐踏了
[00:09:25.000 --> 00:09:28.000]  多於覺得上帝被踐踏
[00:09:28.000 --> 00:09:32.000]  所以我相信這個只不過是一個包裝了
[00:09:32.000 --> 00:09:34.000]  其實是一個政治動機
[00:09:34.000 --> 00:09:38.000]  就是想剷除保羅的眼中釘
[00:09:38.000 --> 00:09:42.000]  他們整體就是要去指控保羅
[00:09:42.000 --> 00:09:44.000]  他不守摩西的律法
[00:09:44.000 --> 00:09:47.000]  褻瀆上帝的聖潔
[00:09:47.000 --> 00:09:50.000]  按照律法這個罪
[00:09:50.000 --> 00:09:53.000]  足以將他處死
[00:09:53.000 --> 00:09:54.000]  用石頭打死
[00:09:54.000 --> 00:09:57.000]  就好像在第七章的時候
[00:09:57.000 --> 00:10:01.000]  我們見到支提法就是這樣被石頭打死了
[00:10:01.000 --> 00:10:06.000]  情況就越來越像當年
[00:10:06.000 --> 00:10:09.000]  這裡說全城都騷動
[00:10:09.000 --> 00:10:12.000]  百姓一起跑來抓住保羅
[00:10:12.000 --> 00:10:14.000]  就拉他出聖殿
[00:10:14.000 --> 00:10:17.000]  殿門立刻就關了
[00:10:17.000 --> 00:10:19.000]  下一步是什麼呢
[00:10:19.000 --> 00:10:21.000]  下一步就是要處死他
[00:10:21.000 --> 00:10:23.000]  因為不可以在聖殿裡面處死他
[00:10:23.000 --> 00:10:26.000]  這樣會污穢了聖殿
[00:10:26.000 --> 00:10:29.000]  保羅他知不知道摩西的律法呢
[00:10:29.000 --> 00:10:30.000]  不用說其實他知道
[00:10:30.000 --> 00:10:32.000]  他不但知道他很熟悉
[00:10:32.000 --> 00:10:36.000]  他曾經是一個名師門下的法利塞人
[00:10:36.000 --> 00:10:41.000]  法利塞人就是一向以嚴守摩西的律法而自居
[00:10:41.000 --> 00:10:43.000]  其實一千年來
[00:10:43.000 --> 00:10:49.000]  聖殿或者會幕都是象徵著上帝和人的同在
[00:10:49.000 --> 00:10:53.000]  透過在聖殿裡的祭禮
[00:10:53.000 --> 00:10:58.000]  納約的子民就可以重新得到上帝的接納
[00:10:58.000 --> 00:11:03.000]  對於一個嚴守律法的法利塞人來說
[00:11:03.000 --> 00:11:05.000]  現在他被拉出了聖殿
[00:11:05.000 --> 00:11:09.000]  而且聖殿門立刻關上
[00:11:09.000 --> 00:11:11.000]  可不可以想像得到
[00:11:11.000 --> 00:11:13.000]  可能他很難過
[00:11:13.000 --> 00:11:17.000]  我相信心裡也有些戚戚焉
[00:11:17.000 --> 00:11:21.000]  彷彿上帝或者他的子民
[00:11:21.000 --> 00:11:24.000]  現在一起把他拒諸門外
[00:11:24.000 --> 00:11:30.000]  可能有一天突然發生了戰亂
[00:11:30.000 --> 00:11:33.000]  地震等等大災難
[00:11:33.000 --> 00:11:36.000]  你完全沒有選擇的情況下
[00:11:36.000 --> 00:11:39.000]  你就要被迫和你的家人分開
[00:11:39.000 --> 00:11:41.000]  不知何時才能見面
[00:11:41.000 --> 00:11:43.000]  大概就是這樣的心情
[00:11:43.000 --> 00:11:47.000]  事實上我相信保羅的確在這一天之後
[00:11:47.000 --> 00:11:51.000]  他沒有機會再回到耶路撒冷
[00:11:51.000 --> 00:11:53.000]  回到這個聖殿裡
[00:11:53.000 --> 00:11:57.000]  不過我很相信一件事
[00:11:57.000 --> 00:12:00.000]  保羅當時可能他難過
[00:12:00.000 --> 00:12:02.000]  但他又不會太難過
[00:12:02.000 --> 00:12:03.000]  為什麼呢?
[00:12:03.000 --> 00:12:05.000]  因為他不同了
[00:12:05.000 --> 00:12:09.000]  他現在明白到一個很重要的真理
[00:12:09.000 --> 00:12:13.000]  就是聖殿裡的萬子已經裂開了
[00:12:13.000 --> 00:12:16.000]  那位已經復活升天的主耶穌
[00:12:16.000 --> 00:12:19.000]  他已經成為了新的聖殿
[00:12:19.000 --> 00:12:22.000]  成為了唯一的道路、真理和生命
[00:12:22.000 --> 00:12:25.000]  使人可以通向上帝
[00:12:25.000 --> 00:12:28.000]  主耶穌同樣賜予人有聖靈
[00:12:28.000 --> 00:12:30.000]  使我們一切相信祂的人
[00:12:30.000 --> 00:12:32.000]  都可以受這個聖靈的使
[00:12:32.000 --> 00:12:34.000]  可以成為聖潔
[00:12:34.000 --> 00:12:37.000]  我們就可以重新蒙上帝去接納
[00:12:37.000 --> 00:12:41.000]  所以主耶穌現在就成為了一個永恆的聖殿
[00:12:41.000 --> 00:12:42.000]  既然如此
[00:12:42.000 --> 00:12:46.000]  這個地上的聖殿就不再算什麼了
[00:12:46.000 --> 00:12:48.000]  二千年前的保羅
[00:12:48.000 --> 00:12:50.000]  五百年前的馬丁路德
[00:12:50.000 --> 00:12:55.000]  他們現在同樣都受到一個很相似的處境
[00:12:55.000 --> 00:13:03.000]  就是被他們身邊這群表面上的信仰群體驅逐
[00:13:03.000 --> 00:13:08.000]  表面上也好像是被上帝的群體驅逐
[00:13:08.000 --> 00:13:11.000]  但實際上不是
[00:13:11.000 --> 00:13:15.000]  相反上帝是一直和他們同在
[00:13:15.000 --> 00:13:19.000]  但是這群驅逐他們的信仰群體
[00:13:19.000 --> 00:13:23.000]  相反他們卻是遠離了上帝
[00:13:23.000 --> 00:13:28.000]  他們才是真正在真道裡迷失了的人
[00:13:28.000 --> 00:13:29.000]  弟兄姊妹
[00:13:29.000 --> 00:13:33.000]  真正的聖殿不再是一個建築物
[00:13:33.000 --> 00:13:35.000]  不是一座聖殿
[00:13:35.000 --> 00:13:39.000]  不是今天我們坐在崇拜的禮堂
[00:13:39.000 --> 00:13:43.000]  蒙恩赦罪再次被上帝接納
[00:13:43.000 --> 00:13:45.000]  不是因為我們回到這裡
[00:13:45.000 --> 00:13:47.000]  我們在這裡崇拜
[00:13:47.000 --> 00:13:49.000]  不是因為我們常常這樣做
[00:13:49.000 --> 00:13:53.000]  是因為我們紀念那位
[00:13:53.000 --> 00:13:56.000]  就是剛才我們藉著聖餐
[00:13:56.000 --> 00:14:02.000]  這個餅和杯的那位和我們同在的耶穌
[00:14:02.000 --> 00:14:08.000]  或者我們有沒有常常去親近這位主耶穌
[00:14:08.000 --> 00:14:10.000]  有沒有藉著禱告、靈修
[00:14:10.000 --> 00:14:11.000]  常常親近祂
[00:14:11.000 --> 00:14:19.000]  反而這是一個更加反映我們和上帝的距離指標
[00:14:19.000 --> 00:14:23.000]  我們不會像這群百姓一樣
[00:14:23.000 --> 00:14:26.000]  以為自己和上帝很近
[00:14:26.000 --> 00:14:28.000]  但原來剛剛相反
[00:14:28.000 --> 00:14:33.000]  其實和上帝很遠
[00:14:33.000 --> 00:14:34.000]  再次回來的經文
[00:14:34.000 --> 00:14:40.000]  我們看到保祿其實已經做足了很多功夫
[00:14:40.000 --> 00:14:43.000]  做了這些潔淨的禮儀
[00:14:43.000 --> 00:14:46.000]  其實就是為了要防止一場衝突
[00:14:46.000 --> 00:14:50.000]  不過始終衝突終於都要出現
[00:14:50.000 --> 00:14:52.000]  在上帝的時間裡
[00:14:52.000 --> 00:14:54.000]  第31節說到這群猶太人
[00:14:54.000 --> 00:14:56.000]  正是想要殺他的時候
[00:14:56.000 --> 00:14:59.000]  就有人報信給營裡的千夫長
[00:14:59.000 --> 00:15:02.000]  就說耶路撒冷全城都亂了
[00:15:02.000 --> 00:15:05.000]  千夫長就馬上帶同士兵
[00:15:05.000 --> 00:15:08.000]  幾個百夫長跑到他們那裡
[00:15:08.000 --> 00:15:12.000]  這群人見到千夫長和百夫長的時候
[00:15:12.000 --> 00:15:15.000]  見到士兵就停下來不打保祿了
[00:15:15.000 --> 00:15:20.000]  這些羅馬官兵很明顯就是外邦人
[00:15:20.000 --> 00:15:25.000]  有些學者估計當時大概有200多部兵和馬匹在當中
[00:15:25.000 --> 00:15:28.000]  所以猶太人見到都不敢再動了
[00:15:28.000 --> 00:15:31.000]  要停下來不再打保祿了
[00:15:31.000 --> 00:15:35.000]  這裡說到他們是跑下去的
[00:15:35.000 --> 00:15:38.000]  所以見到這群士兵
[00:15:38.000 --> 00:15:41.000]  當時的情況是多麼的緊急
[00:15:41.000 --> 00:15:45.000]  就這樣一群得如期待的奪寶奇兵
[00:15:45.000 --> 00:15:50.000]  爭奪保祿的奇妙官兵就拯救了保祿
[00:15:50.000 --> 00:15:56.000]  這個也應驗了阿加布之前所說的寓言
[00:15:56.000 --> 00:15:57.000]  還記不記得
[00:15:57.000 --> 00:16:00.000]  他拿著保祿的皮帶綁著他的手
[00:16:00.000 --> 00:16:05.000]  他就說在猶太耶路撒冷那裡這條皮帶的主人
[00:16:05.000 --> 00:16:09.000]  就要被綑綁交在外邦人的手裡
[00:16:09.000 --> 00:16:12.000]  就是這一刻所出現的情景
[00:16:12.000 --> 00:16:18.000]  這些官兵我相信他不太關心當時的猶太人的宗教問題
[00:16:18.000 --> 00:16:21.000]  他只關心當時有沒有人造反
[00:16:21.000 --> 00:16:23.000]  要制止一些暴亂
[00:16:23.000 --> 00:16:26.000]  所以千夫長他現在千軍一發
[00:16:26.000 --> 00:16:30.000]  第一件事當然是要分開保祿和那群猶太人
[00:16:30.000 --> 00:16:34.000]  所以第一件事最簡單的當然是鎖住保祿
[00:16:34.000 --> 00:16:36.000]  難道鎖住不知道多少人嗎
[00:16:36.000 --> 00:16:39.000]  就先抓了保祿
[00:16:39.000 --> 00:16:43.000]  這群百姓又喊這樣又喊那樣亂讓一番
[00:16:43.000 --> 00:16:45.000]  那種情況是非常之的
[00:16:45.000 --> 00:16:49.000]  所以千夫長他都不知道究竟現在發生什麼事
[00:16:49.000 --> 00:16:51.000]  唯有就抓了保祿
[00:16:51.000 --> 00:16:54.000]  就抓了他帶他上了營流
[00:16:54.000 --> 00:16:59.000]  這個營流相信是當時聖殿附近一個羅馬的軍營
[00:16:59.000 --> 00:17:02.000]  因為太多人太混亂的緣故
[00:17:02.000 --> 00:17:05.000]  甚至乎都不可以讓他走
[00:17:05.000 --> 00:17:09.000]  要將保祿整個抬起進去營流
[00:17:09.000 --> 00:17:12.000]  無論如何這個這麼混亂的情況
[00:17:12.000 --> 00:17:16.000]  一班突然的奇兵出現拯救了保祿
[00:17:16.000 --> 00:17:21.000]  我相信一定是上帝在當中的工作
[00:17:21.000 --> 00:17:24.000]  縱然其實保祿已經視死如歸
[00:17:24.000 --> 00:17:29.000]  但似乎上帝覺得保祿的任務暫時都未完成
[00:17:29.000 --> 00:17:33.000]  未可以像屍體犯那樣這麼快回天家
[00:17:33.000 --> 00:17:37.000]  事實上生命的主權已經擺在了上帝的手裡
[00:17:37.000 --> 00:17:41.000]  他們上去營流的時候
[00:17:41.000 --> 00:17:51.000]  一群人跟在後面喊著「除掉他」這個說話的場景
[00:17:51.000 --> 00:17:53.000]  有沒有發覺很眼熟
[00:17:53.000 --> 00:17:59.000]  像不像當年耶穌在比拉多面前受審的時候
[00:17:59.000 --> 00:18:02.000]  在猶太人面前的場景
[00:18:02.000 --> 00:18:07.000]  的確我很相信作者盧迦
[00:18:07.000 --> 00:18:10.000]  他寫《銷行傳》的時候
[00:18:10.000 --> 00:18:13.000]  回想起上一章一直說到
[00:18:13.000 --> 00:18:17.000]  他一步一步去耶路撒冷
[00:18:17.000 --> 00:18:20.000]  現在他要被羅馬的官兵捉拿
[00:18:20.000 --> 00:18:23.000]  接著被猶太人拒絕
[00:18:23.000 --> 00:18:27.000]  之後那幾章也說到他像人球一樣
[00:18:27.000 --> 00:18:31.000]  被人在猶太的議會和羅馬的官
[00:18:31.000 --> 00:18:35.000]  即是羅馬不同的領袖當中扔來扔去
[00:18:35.000 --> 00:18:41.000]  審問的場景也很像前書在盧迦的課程中
[00:18:41.000 --> 00:18:44.000]  耶穌所經歷的一樣
[00:18:44.000 --> 00:18:48.000]  我相信作者盧迦很想暗示我們
[00:18:48.000 --> 00:18:51.000]  其實做主耶穌的門徒就是這樣
[00:18:51.000 --> 00:18:54.000]  你跟了他 遇了就好像你的師父
[00:18:54.000 --> 00:18:58.000]  好像主耶穌就為人這樣死了
[00:18:58.000 --> 00:19:02.000]  所以一種視死如歸的心智其實很合理
[00:19:02.000 --> 00:19:06.000]  而這個本身就是一個無聲的見證
[00:19:06.000 --> 00:19:11.000]  不過結果無論是像史提反那樣
[00:19:11.000 --> 00:19:13.000]  很快就殉道
[00:19:13.000 --> 00:19:18.000]  還是像保羅那樣突然間有群奇兵救了他出來
[00:19:18.000 --> 00:19:22.000]  我相信只要有一個真正的馴服主的心智
[00:19:22.000 --> 00:19:25.000]  其實兩者都是一個忠心的表現
[00:19:25.000 --> 00:19:30.000]  其實釋迦主同樣這樣拯救了馬丁奴德
[00:19:30.000 --> 00:19:33.000]  即是剛才所說的
[00:19:33.000 --> 00:19:36.000]  原來馬丁奴德不單是一個神學家
[00:19:36.000 --> 00:19:38.000]  他也是一個音樂家
[00:19:38.000 --> 00:19:41.000]  寫過不少的聖詩
[00:19:41.000 --> 00:19:43.000]  其中一首很出名的
[00:19:43.000 --> 00:19:45.000]  其實就是你們剛剛唱的
[00:19:45.000 --> 00:19:47.000]  《生命聖詩》第五十首
[00:19:47.000 --> 00:19:49.000]  堅固保障過
[00:19:49.000 --> 00:19:52.000]  這首詩傳頌了五百年
[00:19:52.000 --> 00:19:55.000]  當中第一句提到的就是
[00:19:55.000 --> 00:20:00.000]  上主是我堅固保累 永不動搖之保障
[00:20:00.000 --> 00:20:06.000]  上主是我隨時的幫助 使我脫危難恐慌
[00:20:06.000 --> 00:20:12.000]  看不看到他昔日那種被上帝拯救的心聲
[00:20:12.000 --> 00:20:14.000]  最後一句也提到
[00:20:14.000 --> 00:20:20.000]  親戚貨財可捨 渺小浮生可喪
[00:20:20.000 --> 00:20:25.000]  身體還被殺害 真理依然興旺
[00:20:25.000 --> 00:20:28.000]  上主國道永久長
[00:20:28.000 --> 00:20:32.000]  當然他寫的是德文
[00:20:32.000 --> 00:20:34.000]  這是中文的翻譯
[00:20:34.000 --> 00:20:36.000]  但意思是一樣
[00:20:36.000 --> 00:20:39.000]  這就是他作見證的心態
[00:20:39.000 --> 00:20:40.000]  為主作見證
[00:20:40.000 --> 00:20:45.000]  但這絕對不是輕描淡寫的說話
[00:20:45.000 --> 00:20:47.000]  他實在是經歷過
[00:20:47.000 --> 00:20:49.000]  他已經為主豁出去了
[00:20:49.000 --> 00:20:53.000]  他已經真實地受過考驗
[00:20:53.000 --> 00:20:58.000]  真實地有血有淚地為主立志
[00:20:58.000 --> 00:21:01.000]  他已經做了我們
[00:21:01.000 --> 00:21:07.000]  其實我們和保羅和馬丁路德一樣是主的門徒
[00:21:07.000 --> 00:21:09.000]  我們也是主的輩
[00:21:09.000 --> 00:21:13.000]  主給我們的恩典不會比他們少
[00:21:13.000 --> 00:21:14.000]  也不會比他們多
[00:21:14.000 --> 00:21:15.000]  一樣那麼多
[00:21:15.000 --> 00:21:19.000]  我們可以為真理為主的角度
[00:21:19.000 --> 00:21:22.000]  我們又可以付出多少呢
[00:21:22.000 --> 00:21:26.000]  首先我們其實不像五百年前的歐洲
[00:21:26.000 --> 00:21:30.000]  當時很多人大部分人都不識字
[00:21:30.000 --> 00:21:31.000]  但今天我們大部分人
[00:21:31.000 --> 00:21:33.000]  大英姐妹我相信不只識字
[00:21:33.000 --> 00:21:35.000]  可能識不知多少隻畫
[00:21:35.000 --> 00:21:41.000]  當日馬丁路德也是學者
[00:21:41.000 --> 00:21:42.000]  有些學位
[00:21:42.000 --> 00:21:45.000]  但我們今天有很多大英姐妹學位一堆堆
[00:21:45.000 --> 00:21:47.000]  實在是很不同
[00:21:47.000 --> 00:21:50.000]  但你又猜今天
[00:21:50.000 --> 00:21:52.000]  如果你想像一下我們今天的禮堂
[00:21:52.000 --> 00:21:53.000]  所有的大英姐妹
