
[00:00:00.000 --> 00:00:02.300]  祈求祢幫助我們今天能夠在崇拜祂的那一邊
[00:04:42.900 --> 00:04:46.200]  就是按著公義審判的主
[00:04:46.200 --> 00:04:49.000]  到底哪一天要賜給我的
[00:04:49.000 --> 00:04:51.100]  不但賜給我
[00:04:51.100 --> 00:04:54.800]  但賜給凡愛慕他顯現的人
[00:04:54.800 --> 00:04:55.800]  其實這三節聖經
[00:04:55.800 --> 00:04:56.800]  可能很多的牧者
[00:04:56.800 --> 00:04:57.700]  很多的傳道人
[00:04:57.700 --> 00:05:01.000]  甚至很多的信徒的領袖
[00:05:01.000 --> 00:05:02.700]  都很喜歡這三節聖經
[00:05:02.700 --> 00:05:04.300]  特別很想有一天
[00:05:04.300 --> 00:05:06.200]  如果我們真的回到天家的時候
[00:05:06.200 --> 00:05:07.400]  這麼無悲
[00:05:07.400 --> 00:05:09.000]  都有這三句聖經
[00:05:09.000 --> 00:05:10.100]  無可頂的
[00:05:10.100 --> 00:05:11.200]  就算沒有三句
[00:05:11.200 --> 00:05:12.900]  最低限度有一節
[00:05:12.900 --> 00:05:13.700]  那一節就是說
[00:05:13.700 --> 00:05:16.200]  那美好的帳我已經打過了
[00:05:16.200 --> 00:05:18.500]  當跑的路我已經跑盡了
[00:05:18.500 --> 00:05:22.100]  所信的道我已經守住了
[00:05:22.100 --> 00:05:24.100]  我相信很多的侍奉的人
[00:05:24.100 --> 00:05:28.600]  都很想在墓碑上面
[00:05:28.600 --> 00:05:30.400]  擺一句聖經
[00:05:30.400 --> 00:05:31.700]  但我覺得
[00:05:31.700 --> 00:05:34.000]  真的擺一句聖經在墓碑上面
[00:05:34.000 --> 00:05:35.800]  其實絕不簡單
[00:05:35.800 --> 00:05:38.300]  所以我說今天說毀身
[00:05:38.300 --> 00:05:40.600]  我都在學什麼叫毀身
[00:05:40.600 --> 00:05:43.400]  以致到我希望大家在人生
[00:05:43.400 --> 00:05:48.000]  去到二十幾三十歲的那個時間
[00:05:48.000 --> 00:05:50.200]  我們開始去思考
[00:05:50.200 --> 00:05:51.300]  什麼叫毀身
[00:05:51.300 --> 00:05:53.700]  讓我們能夠在人生路上
[00:05:53.700 --> 00:05:55.700]  繼續在神的國界那邊
[00:05:55.700 --> 00:05:57.700]  我們好好的去為神
[00:05:57.700 --> 00:06:01.100]  去打這場得勝的仗
[00:06:01.100 --> 00:06:02.300]  但是
[00:06:02.300 --> 00:06:07.200]  怎樣去能夠真正認識毀身呢
[00:06:07.200 --> 00:06:09.000]  這裡很有趣的
[00:06:09.000 --> 00:06:13.400]  這裡說到美好的帳我已經打過了
[00:06:13.400 --> 00:06:15.600]  當跑的路我已經跑盡了
[00:06:15.600 --> 00:06:18.200]  所信的道我已經守住了
[00:06:18.200 --> 00:06:21.600]  這個打過跑盡守住
[00:06:21.600 --> 00:06:23.000]  這三個動詞
[00:06:23.000 --> 00:06:26.000]  為什麼我說很難寫在墓碑上面
[00:06:26.000 --> 00:06:27.500]  不是每個人都有資格
[00:06:27.500 --> 00:06:30.100]  把這句聖經放在自己墓碑上面
[00:06:30.100 --> 00:06:31.500]  就因為這三個字
[00:06:31.500 --> 00:06:35.100]  如果看回原文的動詞的時式
[00:06:35.100 --> 00:06:36.400]  是一個完成式
[00:06:36.400 --> 00:06:37.500]  意思就是說
[00:06:37.500 --> 00:06:39.800]  保羅他夠膽這麼說
[00:06:39.800 --> 00:06:44.700]  他真的為主打過這場美好的仗
[00:06:44.700 --> 00:06:47.000]  他為主跑盡
[00:06:47.000 --> 00:06:51.200]  為主去守住這個真道
[00:06:51.200 --> 00:06:52.400]  保羅真的做得到
[00:06:52.400 --> 00:06:55.400]  當他面對他快要離世的時候
[00:06:55.400 --> 00:06:57.000]  他講這句聖經的時候
[00:06:57.000 --> 00:06:59.400]  他自己深信
[00:06:59.400 --> 00:07:05.000]  他已經完成了上帝給他的託付
[00:07:05.000 --> 00:07:07.600]  所以我今天就用這句聖經
[00:07:07.600 --> 00:07:09.000]  跟大家看看
[00:07:09.000 --> 00:07:11.900]  怎樣才可以一生的侍奉
[00:07:11.900 --> 00:07:13.500]  怎樣去毀身
[00:07:13.500 --> 00:07:15.500]  我就用三個原則
[00:07:15.500 --> 00:07:17.700]  三個S的原則
[00:07:17.700 --> 00:07:19.200]  跟大家分享
[00:07:19.200 --> 00:07:20.100]  第一
[00:07:20.100 --> 00:07:21.300]  第一個S就是
[00:07:21.300 --> 00:07:23.200]  我中文就會這樣翻譯
[00:07:23.200 --> 00:07:26.700]  被打倒再站起來
[00:07:26.700 --> 00:07:28.700]  Stand
[00:07:28.700 --> 00:07:30.500]  再站起來
[00:07:30.500 --> 00:07:31.000]  Stand
[00:07:31.000 --> 00:07:31.800]  第一個英文字
[00:07:31.800 --> 00:07:33.800]  Stand
[00:07:33.800 --> 00:07:35.600]  這裡說打美好的仗
[00:07:35.600 --> 00:07:38.100]  我已經打過了
[00:07:38.100 --> 00:07:39.900]  美好的仗是什麼意思呢
[00:07:39.900 --> 00:07:41.400]  美好的仗如果看回原文
[00:07:41.400 --> 00:07:43.300]  有其中一個含義就是
[00:07:43.300 --> 00:07:46.300]  是各種運動的競賽
[00:07:46.300 --> 00:07:48.000]  可能今年最慘
[00:07:48.000 --> 00:07:50.200]  因為疫情沒了奧林匹克
[00:07:50.200 --> 00:07:52.400]  因為日本真的很慘
[00:07:52.400 --> 00:07:53.600]  雖然很多人喜歡去日本
[00:07:53.600 --> 00:07:55.800]  但現在都沒得去
[00:07:55.800 --> 00:07:58.900]  日本連奧林匹克都沒了
[00:07:58.900 --> 00:08:02.000]  其實奧林匹克是一種各種的競賽
[00:08:02.000 --> 00:08:04.600]  這個字本身的意思是有這個含義
[00:08:04.600 --> 00:08:06.900]  當然我們在這裡來看
[00:08:06.900 --> 00:08:11.200]  可能是一場為真道去打一場的屬靈真戰
[00:08:11.200 --> 00:08:13.700]  我經常都要說這個屬靈真戰
[00:08:13.700 --> 00:08:15.700]  其實屬靈真戰有時候都覺得
[00:08:15.700 --> 00:08:18.200]  有些人不太明白
[00:08:18.200 --> 00:08:19.200]  屬靈真戰
[00:08:19.200 --> 00:08:20.600]  究竟什麼是屬靈真戰呢
[00:08:20.600 --> 00:08:21.800]  我們看不到
[00:08:21.800 --> 00:08:24.400]  但其實我們每一天都在面對
[00:08:24.400 --> 00:08:27.400]  很多很多的人生的挑戰
[00:08:27.400 --> 00:08:28.900]  有時候我們的選擇
[00:08:28.900 --> 00:08:31.300]  究竟選擇A還是選擇B
[00:08:31.300 --> 00:08:34.300]  其實都是一種很大的真戰
[00:08:34.300 --> 00:08:35.800]  所以保和曾經說過
[00:08:35.800 --> 00:08:38.400]  「豈不知在場上賽跑的都跑
[00:08:38.400 --> 00:08:40.600]  但得獎賞的只有一個人
[00:08:40.600 --> 00:08:42.200]  你們也當自己人跑
[00:08:42.200 --> 00:08:44.200]  好叫你們得著獎賞
[00:08:44.200 --> 00:08:47.300]  凡交的真誠的諸事都有節制
[00:08:47.300 --> 00:08:51.600]  他們不過是要得能壞的冠冕」
[00:08:51.600 --> 00:08:54.900]  他們卻是要得不能壞的冠冕
[00:08:54.900 --> 00:08:58.900]  「所以我奔跑不像無定向的
[00:08:58.900 --> 00:09:01.900]  我鬥拳不像打空氣的」
[00:09:01.900 --> 00:09:03.700]  屬靈真戰就是
[00:09:03.700 --> 00:09:05.200]  其實我們都要明白
[00:09:05.200 --> 00:09:06.700]  在這個世界上
[00:09:06.700 --> 00:09:08.800]  我們都有很多很多的掙扎
[00:09:08.800 --> 00:09:10.100]  很多的挑戰
[00:09:10.100 --> 00:09:12.700]  甚至很多的挑戰和掙扎
[00:09:12.700 --> 00:09:14.100]  甚至痛苦
[00:09:14.100 --> 00:09:16.300]  是我們不想要的
[00:09:16.300 --> 00:09:21.000]  所以打過這個字很有意思
[00:09:21.000 --> 00:09:23.500]  打過這個字的原文是有
[00:09:23.500 --> 00:09:27.900]  一個我已經受過好的痛苦
[00:09:27.900 --> 00:09:30.200]  痛苦有什麼好呢?
[00:09:30.200 --> 00:09:31.800]  痛苦沒有什麼好
[00:09:31.800 --> 00:09:34.300]  但是正如很多時候
[00:09:34.300 --> 00:09:37.200]  我們在痛苦的當中
[00:09:37.200 --> 00:09:40.100]  我們不會覺得是開心的
[00:09:40.100 --> 00:09:42.000]  誰覺得痛苦的時候開心就走
[00:09:42.000 --> 00:09:43.400]  就是不會
[00:09:43.400 --> 00:09:45.800]  我們只會說「為什麼是我?
[00:09:45.800 --> 00:09:47.000]  為什麼不是旁邊那個?
[00:09:47.000 --> 00:09:48.500]  為什麼是我?」
[00:09:48.500 --> 00:09:49.900]  但是前幾天
[00:09:49.900 --> 00:09:51.600]  我有機會在一間醫院
[00:09:51.600 --> 00:09:55.000]  有一個院務人員打電話給我
[00:09:55.000 --> 00:09:58.900]  他說「牧師 你可不可以來探一探這個病人
[00:09:58.900 --> 00:10:00.800]  這個癌症的病人?」
[00:10:00.800 --> 00:10:03.200]  我說「他現在是誰?」
[00:10:03.200 --> 00:10:05.500]  他說「以前回過同福的」
[00:10:05.500 --> 00:10:07.800]  我說「我現在已經退休了」
[00:10:07.800 --> 00:10:10.700]  「因為你可以打電話給教會
[00:10:10.700 --> 00:10:12.600]  給現在的牧者去探他」
[00:10:12.600 --> 00:10:13.500]  他說「不是」
[00:10:13.500 --> 00:10:14.800]  因為他說
[00:10:14.800 --> 00:10:17.800]  他很想見何志迪牧師
[00:10:17.800 --> 00:10:19.900]  我說「他什麼名字?」
[00:10:19.900 --> 00:10:20.900]  他說了一個名字
[00:10:20.900 --> 00:10:22.100]  我說「我都不知道他是誰」
[00:10:22.100 --> 00:10:23.400]  其實我真的不知道他是誰
[00:10:23.400 --> 00:10:25.800]  因為我已經退休了一年多
[00:10:25.800 --> 00:10:28.400]  但是那個院務人員說
[00:10:28.400 --> 00:10:30.800]  「不如你也來探探他」
[00:10:30.800 --> 00:10:32.300]  我說「現在探訪很麻煩的
[00:10:32.300 --> 00:10:34.100]  要去探訪醫院 你知道的」
[00:10:34.100 --> 00:10:35.700]  但是他不滿意
[00:10:35.700 --> 00:10:38.400]  我們給他一些特別通道去探訪他
[00:10:38.400 --> 00:10:41.600]  所以我真的去了探訪這位女士
[00:10:41.600 --> 00:10:43.300]  這位姐妹
[00:10:43.300 --> 00:10:45.200]  她已經在病床上
[00:10:45.200 --> 00:10:47.100]  她昨天已經過世了
[00:10:47.100 --> 00:10:50.400]  昨天我收到消息她已經過世了
[00:10:50.400 --> 00:10:52.400]  但是當我看著這位姐妹
[00:10:52.400 --> 00:10:55.700]  看著她先生 他們夫婦
[00:10:55.700 --> 00:10:57.800]  他們兩個人在面對
[00:10:57.800 --> 00:11:01.800]  他太太去到最後的階段的時候
[00:11:01.800 --> 00:11:02.800]  他先生跟我說
[00:11:02.800 --> 00:11:06.400]  他說「很感謝神
[00:11:06.400 --> 00:11:08.800]  今天他太太能夠
[00:11:08.800 --> 00:11:12.000]  再一次能夠跟我一起祈禱」
[00:11:12.000 --> 00:11:14.200]  他說他已經很開心
[00:11:14.200 --> 00:11:15.000]  各位弟兄姊妹
[00:11:15.000 --> 00:11:17.600]  我不是說我做了什麼
[00:11:17.600 --> 00:11:20.100]  其實我真的不認識他
[00:11:20.100 --> 00:11:22.900]  但是他說因為我肯去他身邊
[00:11:22.900 --> 00:11:24.600]  跟他一起祈禱
[00:11:24.600 --> 00:11:26.400]  只是祈禱而已
[00:11:26.400 --> 00:11:27.900]  他也很開心
[00:11:27.900 --> 00:11:29.100]  各位弟兄姊妹
[00:11:29.100 --> 00:11:30.600]  其實有時候我們做事
[00:11:30.600 --> 00:11:32.400]  不一定做很偉大的事
[00:11:32.400 --> 00:11:35.200]  做事不一定要讓很多人知道
[00:11:35.200 --> 00:11:37.600]  但可能你只是去到他身邊
[00:11:37.600 --> 00:11:40.200]  去跟他拍拍肩膀
[00:11:40.200 --> 00:11:42.700]  問一問一個問候
[00:11:42.700 --> 00:11:46.700]  可能已經是祝福了我們身邊的人
[00:11:46.700 --> 00:11:48.200]  真正的偉生
[00:11:48.200 --> 00:11:51.300]  就是說人生在很多階段裡面
[00:11:51.300 --> 00:11:54.500]  有時候當他面對痛苦的時候
[00:11:54.500 --> 00:11:56.100]  原來他先生就說
[00:11:56.100 --> 00:11:58.600]  在他人生跟他太太的過程裡面
[00:11:58.600 --> 00:12:01.300]  有很多很多不同的經歷
[00:12:01.300 --> 00:12:03.800]  縱然他今天已經回到天家
[00:12:03.800 --> 00:12:05.700]  他今天才發了WhatsApp給我
[00:12:05.700 --> 00:12:09.200]  他說他們一生都是感謝天父
[00:12:09.200 --> 00:12:10.400]  各位弟兄姊妹
[00:12:10.400 --> 00:12:12.600]  痛苦其實不會是好的
[00:12:12.600 --> 00:12:14.100]  在我們這樣的想法
[00:12:14.100 --> 00:12:17.900]  但我已經受過好的痛苦
[00:12:17.900 --> 00:12:20.200]  意思就是說其實每一個痛苦
[00:12:20.200 --> 00:12:23.300]  上帝容讓在我們的生命裡面
[00:12:23.300 --> 00:12:25.800]  可以去經歷的時候
[00:12:25.800 --> 00:12:28.600]  當我們能夠依靠我們的主的時候
[00:12:28.600 --> 00:12:30.300]  你就渡過了
[00:12:30.300 --> 00:12:32.800]  渡過了其實你的人生
[00:12:32.800 --> 00:12:35.700]  你自己的生命就會有成長
[00:12:35.700 --> 00:12:37.400]  就是說如果今天
[00:12:37.400 --> 00:12:40.300]  如果我們完全都沒有任何的難處
[00:12:40.300 --> 00:12:42.200]  完全沒有任何的痛苦
[00:12:42.200 --> 00:12:44.800]  一帆風順一世回到天家
[00:12:44.800 --> 00:12:46.400]  其實你未必開心
[00:12:46.400 --> 00:12:50.600]  因為可能你永遠都未試過長大
[00:12:50.600 --> 00:12:52.300]  我都說我自己種花
[00:12:52.300 --> 00:12:55.500]  就是未試過種得好的
[00:12:55.500 --> 00:12:57.900]  最近有人跟我說
[00:12:57.900 --> 00:12:59.800]  就是最近我家有一棵蘭花
[00:12:59.800 --> 00:13:01.700]  你知道蘭花很快死的
[00:13:01.700 --> 00:13:02.500]  很快死
[00:13:02.500 --> 00:13:04.500]  你知道種蘭花很多人跟我說
[00:13:04.500 --> 00:13:05.900]  又不可以水多
[00:13:05.900 --> 00:13:07.800]  又不可以太多陽光
[00:13:07.800 --> 00:13:08.600]  什麼都不行
[00:13:08.600 --> 00:13:10.400]  我說真的很難種
[00:13:10.400 --> 00:13:12.500]  結果全死了
[00:13:12.500 --> 00:13:16.700]  誰知道有一次我去到一個人家
[00:13:16.700 --> 00:13:18.400]  我看到他一棵蘭花
[00:13:18.400 --> 00:13:19.500]  蘭花全死了
[00:13:19.500 --> 00:13:21.200]  剪掉它
[00:13:21.200 --> 00:13:22.100]  放在騎樓
[00:13:22.100 --> 00:13:23.100]  我說不是吧
[00:13:23.100 --> 00:13:24.300]  放在騎樓
[00:13:24.300 --> 00:13:25.900]  外面又有太陽
[00:13:25.900 --> 00:13:26.900]  又有很多雨水
[00:13:26.900 --> 00:13:27.700]  豈不是全死了
[00:13:27.700 --> 00:13:28.900]  他說不是
[00:13:28.900 --> 00:13:30.400]  你放在這裡都可以
[00:13:30.400 --> 00:13:32.000]  第二年已經有花了
[00:13:32.000 --> 00:13:34.400]  於是我就跟著他
[00:13:34.400 --> 00:13:36.200]  放在騎樓
[00:13:36.200 --> 00:13:38.000]  風吹雨打
[00:13:38.000 --> 00:13:40.000]  如果放在房間那邊
[00:13:40.000 --> 00:13:41.800]  葉子開始乾
[00:13:41.800 --> 00:13:43.000]  我放了出去之後
[00:13:43.000 --> 00:13:44.400]  葉子開始變綠
[00:13:44.400 --> 00:13:45.600]  所以我發覺
[00:13:45.600 --> 00:13:47.400]  為什麼那麼多人騙我
[00:13:47.400 --> 00:13:49.100]  就說蘭花不可以有太陽
[00:13:49.100 --> 00:13:51.500]  不可以有雨水
[00:13:51.500 --> 00:13:52.600]  為什麼我放出去之後
[00:13:52.600 --> 00:13:55.500]  反而葉子越來越漂亮
[00:13:55.500 --> 00:13:57.300]  所以我已經決定去花區
[00:13:57.300 --> 00:13:59.000]  買些花肥
[00:13:59.000 --> 00:14:01.600]  希望明年有蘭花出現
[00:14:01.600 --> 00:14:03.100]  我不知道是不是有人騙我
[00:14:03.100 --> 00:14:04.200]  我也不知道
[00:14:04.200 --> 00:14:05.000]  不過我只是覺得
[00:14:05.000 --> 00:14:06.800]  原來一棵植物
[00:14:06.800 --> 00:14:10.100]  我只是一個常識
[00:14:10.100 --> 00:14:13.200]  我經常在想植物應該不會在家裡
[00:14:13.200 --> 00:14:14.500]  你明白我的意思嗎
[00:14:14.500 --> 00:14:17.100]  植物應該在外面
[00:14:17.100 --> 00:14:18.500]  沒有蘭花在家裡
[00:14:18.500 --> 00:14:19.700]  我這樣想
[00:14:19.700 --> 00:14:20.600]  所以我決定
[00:14:20.600 --> 00:14:22.300]  反正它死了就快死
[00:14:22.300 --> 00:14:23.400]  放在外面看它死不死
[00:14:23.400 --> 00:14:25.400]  結果它不死
[00:14:25.400 --> 00:14:26.500]  人生就是這樣
[00:14:26.500 --> 00:14:28.700]  你以為痛苦一定會打敗我們嗎
[00:14:28.700 --> 00:14:29.800]  No
[00:14:29.800 --> 00:14:30.700]  耶穌說
[00:14:30.700 --> 00:14:31.400]  聖經說
[00:14:31.400 --> 00:14:32.800]  你在哪裡跌倒
[00:14:32.800 --> 00:14:35.400]  在哪裡起身
[00:14:35.400 --> 00:14:37.500]  沒有東西可以打倒我們
[00:14:37.500 --> 00:14:39.400]  因為我們有誰
[00:14:39.400 --> 00:14:40.900]  有耶穌
[00:14:40.900 --> 00:14:42.400]  靠著耶穌
[00:14:42.400 --> 00:14:43.400]  有首歌是什麼
[00:14:43.400 --> 00:14:44.400]  記不記得
[00:14:44.400 --> 00:14:45.700]  靠著耶穌
[00:14:45.700 --> 00:14:47.100]  得勝
[00:14:47.100 --> 00:14:48.100]  一定勝
[00:14:48.100 --> 00:14:49.900]  所以我們不要怕
[00:14:49.900 --> 00:14:52.200]  有時被人打倒我們
[00:14:52.200 --> 00:14:54.700]  但我們要為主
[00:14:54.700 --> 00:14:55.900]  起身
[00:14:55.900 --> 00:14:57.700]  在跌倒的地方
[00:14:57.700 --> 00:14:59.000]  我們起身
[00:14:59.000 --> 00:15:00.300]  過去三十五年
[00:15:00.300 --> 00:15:02.200]  在香港的侍奉
[00:15:02.200 --> 00:15:04.500]  我幾乎在很多階段
[00:15:04.500 --> 00:15:06.500]  都想不做傳導人
[00:15:06.500 --> 00:15:07.800]  但上帝
[00:15:07.800 --> 00:15:11.400]  讓我有機會繼續做
[00:15:11.400 --> 00:15:13.800]  終於做到現在
[00:15:13.800 --> 00:15:15.200]  我退學了
[00:15:15.200 --> 00:15:17.500]  但退學後我還有很多事情要做
[00:15:17.500 --> 00:15:18.300]  做到一個地步
[00:15:18.300 --> 00:15:21.300]  我發覺我現在比以前忙
[00:15:21.300 --> 00:15:23.600]  但縱然我比以前忙
[00:15:23.600 --> 00:15:26.700]  我覺得人生有不同的階段
[00:15:26.700 --> 00:15:28.400]  亦有不同的挑戰
[00:15:28.400 --> 00:15:31.600]  在我現在的侍奉裏面
[00:15:31.600 --> 00:15:32.600]  第二
[00:15:32.600 --> 00:15:34.600]  S就是Sincere
[00:15:34.600 --> 00:15:39.400]  我說不要比較 要忠心向前
[00:15:39.400 --> 00:15:40.200]  在這裏說
[00:15:40.200 --> 00:15:41.200]  當跑一條路
[00:15:41.200 --> 00:15:43.100]  我已經跑盡
[00:15:43.100 --> 00:15:44.400]  跑到盡
[00:15:44.400 --> 00:15:45.200]  當跑一條路
