
[00:00:00.000 --> 00:00:02.640]  撒姆爾傳的第八講
[00:01:25.000 --> 00:01:28.080]  一個在人面前孝勇善戰
[00:01:28.080 --> 00:01:30.320]  高大威猛的王
[00:01:30.320 --> 00:01:32.520]  這就是素羅
[00:01:32.520 --> 00:01:34.840]  神甚至是給他們
[00:01:34.840 --> 00:01:38.800]  給素羅有機會證明自己
[00:01:38.800 --> 00:01:41.560]  來鞏固自己的地位
[00:01:41.560 --> 00:01:47.560]  為什麼我說神給他們有機會來鞏固自己的地位?
[00:01:47.560 --> 00:01:51.640]  因為神容許亞門人來攻擊以色列人
[00:01:51.640 --> 00:01:55.080]  給素羅有機會來證實自己
[00:01:55.080 --> 00:01:57.960]  在說《薩姆》以上的十一章第一節
[00:01:57.960 --> 00:02:01.440]  說亞門人的王拿客上來
[00:02:01.440 --> 00:02:04.240]  對著激烈雅比安刑
[00:02:04.240 --> 00:02:07.040]  雅比的眾人對拿客說
[00:02:07.040 --> 00:02:11.240]  你與我們立約 我們就服侍你
[00:02:11.240 --> 00:02:15.120]  拿客就是亞門人的王
[00:02:15.120 --> 00:02:18.640]  拿客這個名字的意思就是蛇
[00:02:18.640 --> 00:02:24.080]  所想得這個人有多陰險 有多詭詐
[00:02:24.080 --> 00:02:26.560]  亞門人就是羅德的後人
[00:02:26.560 --> 00:02:30.000]  他們去到約旦河的東面
[00:02:30.000 --> 00:02:31.840]  激烈雅比的地方
[00:02:31.840 --> 00:02:33.560]  就是在加利利海
[00:02:33.560 --> 00:02:36.840]  加利利海就是耶穌基督在世的時候
[00:02:36.840 --> 00:02:39.160]  很多時候出入的地方
[00:02:39.160 --> 00:02:42.680]  他們在加利利海的南邊二十二里
[00:02:42.680 --> 00:02:48.160]  現在二十二里是位於馬拿西茲派的地方
[00:02:48.160 --> 00:02:50.040]  他們去到那裡做什麼?
[00:02:50.040 --> 00:02:53.280]  是叫激烈雅比的人要投降
[00:02:53.280 --> 00:02:56.200]  你們不投降 我們就攻打你
[00:02:56.200 --> 00:02:59.760]  當激烈雅比的人願意講和的時候
[00:02:59.760 --> 00:03:02.720]  拿客就獅子大開口
[00:03:02.720 --> 00:03:06.640]  我們上海人很喜歡說獅子大開口
[00:03:06.640 --> 00:03:08.440]  廣東人就會怎麼說?
[00:03:08.440 --> 00:03:10.320]  口出狂言
[00:03:10.320 --> 00:03:11.880]  要他們怎樣?
[00:03:11.880 --> 00:03:15.400]  所有激烈雅比的人挖出你的右眼
[00:03:15.400 --> 00:03:18.040]  每個人將你的右眼挖出來
[00:03:18.040 --> 00:03:20.240]  在戰爭的時候
[00:03:20.240 --> 00:03:23.240]  以色列人都是左手拿著盾牌
[00:03:23.240 --> 00:03:27.160]  所以通常他們的左眼都是被盾牌遮住
[00:03:27.160 --> 00:03:30.480]  右眼才是真真正正看到敵人
[00:03:30.480 --> 00:03:32.520]  來攻打敵人
[00:03:32.520 --> 00:03:34.280]  如果沒有了右眼的話
[00:03:34.280 --> 00:03:37.480]  會大大影響他們的視野
[00:03:37.480 --> 00:03:39.160]  也沒有了立體感
[00:03:39.160 --> 00:03:40.520]  沒有了深度
[00:03:40.520 --> 00:03:43.040]  所以會影響他們的戰鬥能力
[00:03:43.040 --> 00:03:47.120]  他們就會打敗仗
[00:03:47.120 --> 00:03:52.160]  這對激烈雅比人是一個很大的恥辱
[00:03:52.160 --> 00:03:53.160]  你想想
[00:03:53.160 --> 00:03:55.600]  有人來到看到激烈雅比
[00:03:55.600 --> 00:03:58.080]  為什麼每個人都沒有了右眼?
[00:03:58.080 --> 00:04:00.520]  一看之下就知道什麼事情發生
[00:04:00.520 --> 00:04:05.400]  原來你們每個人都是打敗的俘虜
[00:04:05.400 --> 00:04:06.720]  都是戰俘
[00:04:06.720 --> 00:04:09.960]  被人挖出了右眼
[00:04:09.960 --> 00:04:12.200]  這個拿客
[00:04:12.200 --> 00:04:15.480]  無需動一兵一卒
[00:04:15.480 --> 00:04:17.720]  就能夠戰敗這座城
[00:04:17.720 --> 00:04:19.880]  能夠奪取他們的財富
[00:04:19.880 --> 00:04:22.520]  能夠奴役他們的人民
[00:04:22.520 --> 00:04:24.120]  在我們看來
[00:04:24.120 --> 00:04:27.120]  這個真的是野蠻的行動
[00:04:27.120 --> 00:04:29.720]  但是當時在近東的時候
[00:04:29.720 --> 00:04:33.480]  這個是司空見慣的事
[00:04:33.480 --> 00:04:36.920]  城裡面的長老很有智慧
[00:04:36.920 --> 00:04:39.400]  拖延戰術
[00:04:39.400 --> 00:04:44.400]  他們說你們讓我們一個星期來考慮一下
[00:04:44.400 --> 00:04:46.120]  為什麼要拖延?
[00:04:46.120 --> 00:04:48.400]  他們希望在約旦河
[00:04:48.400 --> 00:04:52.760]  西面的同胞會得來打救他們
[00:04:52.760 --> 00:04:54.840]  拿客就同意了
[00:04:54.840 --> 00:04:56.600]  因為拿客認為
[00:04:56.600 --> 00:04:59.320]  有誰敢來救你們
[00:04:59.320 --> 00:05:01.720]  沒有人會來救你們
[00:05:01.720 --> 00:05:03.200]  如果我們記得
[00:05:03.200 --> 00:05:05.520]  在《士司機》的二十一章
[00:05:05.520 --> 00:05:08.880]  當以色列人要攻打汴衙文字牌
[00:05:08.880 --> 00:05:10.400]  記不記得這件事?
[00:05:10.400 --> 00:05:14.600]  有一個利美人的妾侍被奸殺
[00:05:14.600 --> 00:05:18.160]  就是被一群汴衙文字牌的人
[00:05:18.160 --> 00:05:21.040]  所以以色列人是要攻打汴衙文
[00:05:21.040 --> 00:05:25.680]  為這件事來主持正義
[00:05:25.680 --> 00:05:27.760]  當時基列亞比的人
[00:05:27.760 --> 00:05:31.640]  都有參與這場戰爭來攻打汴衙文
[00:05:31.640 --> 00:05:33.400]  現在反過來
[00:05:33.400 --> 00:05:36.520]  基列亞比是需要人來保護
[00:05:36.520 --> 00:05:40.680]  以色列的同胞很應該去拯救他們
[00:05:40.680 --> 00:05:42.920]  基列亞比的使者
[00:05:42.920 --> 00:05:45.600]  來到基比亞這個地方
[00:05:45.600 --> 00:05:49.640]  基比亞就是掃羅的家鄉
[00:05:49.640 --> 00:05:52.520]  上一次在薩姆以上的第十章
[00:05:52.520 --> 00:05:54.120]  已經說到
[00:05:54.120 --> 00:05:57.440]  掃羅是被按立為王
[00:05:57.440 --> 00:06:02.520]  所以基比亞就成為他第一個的首都
[00:06:02.520 --> 00:06:06.200]  所以這些使者就來到基比亞
[00:06:06.200 --> 00:06:08.680]  基比亞在樹葉路撒冷不眠
[00:06:08.680 --> 00:06:10.520]  大概三里的路程
[00:06:10.520 --> 00:06:11.960]  不是很遠
[00:06:11.960 --> 00:06:14.680]  當時掃羅在做什麼?
[00:06:14.680 --> 00:06:16.960]  在田裡工作
[00:06:16.960 --> 00:06:20.000]  你想想一個已經被按立為王的人
[00:06:20.000 --> 00:06:21.720]  在田裡工作
[00:06:21.720 --> 00:06:25.880]  當時好像沒什麼重要的事要他來處理
[00:06:25.880 --> 00:06:28.160]  還在田裡耕種
[00:06:28.160 --> 00:06:31.240]  他回到家就聽見有人哭
[00:06:31.240 --> 00:06:34.720]  追問之下就知道發生什麼事
[00:06:34.720 --> 00:06:37.800]  在薩姆以上的十一章六節
[00:06:37.800 --> 00:06:39.800]  說掃羅聽見者說
[00:06:39.800 --> 00:06:42.080]  就被神的靈大大感動
[00:06:42.080 --> 00:06:44.000]  甚是發怒
[00:06:44.000 --> 00:06:45.720]  在這裡我們還看到
[00:06:45.720 --> 00:06:49.360]  掃羅仍然有神的靈在他的身上
[00:06:49.360 --> 00:06:52.000]  記不記得在薩姆以上的第十章
[00:06:52.000 --> 00:06:55.400]  我們說到掃羅和一班先知
[00:06:55.400 --> 00:06:57.640]  一起有神的靈在他們的身上
[00:06:57.640 --> 00:06:59.680]  能夠說預言
[00:06:59.680 --> 00:07:03.000]  所以現在來到第十一、十二章
[00:07:03.000 --> 00:07:06.160]  仍然掃羅有神的靈在他的身上
[00:07:06.160 --> 00:07:07.720]  要到遲一點
[00:07:07.720 --> 00:07:09.960]  當他變成很驕傲、很自大
[00:07:09.960 --> 00:07:12.840]  神的靈才會離開他
[00:07:12.840 --> 00:07:15.640]  在薩姆以上的十一章六節尾
[00:07:15.640 --> 00:07:18.480]  他將一對牛切成筷子
[00:07:18.480 --> 00:07:22.520]  託父使者傳送以色列的全景說
[00:07:22.520 --> 00:07:25.960]  凡不出來跟隨掃羅和薩姆爾的
[00:07:25.960 --> 00:07:28.920]  也必這樣切開他的牛
[00:07:28.920 --> 00:07:32.080]  於是耶和華使百姓懼怕
[00:07:32.080 --> 00:07:35.720]  他們就都出來如同一人
[00:07:35.720 --> 00:07:38.640]  這件事也解釋了
[00:07:38.640 --> 00:07:42.880]  為何在《士司記》的第十九章
[00:07:42.880 --> 00:07:45.120]  記不記得我剛才說
[00:07:45.120 --> 00:07:47.320]  有一個利美人的妾侍
[00:07:47.320 --> 00:07:50.360]  被一班人姦殺了
[00:07:50.360 --> 00:07:52.080]  這個利美人很生氣
[00:07:52.080 --> 00:07:55.240]  將她妾侍的屍體切開十二塊
[00:07:55.240 --> 00:07:58.480]  然後送去十二支派
[00:07:58.480 --> 00:08:00.520]  我們就明白原因了
[00:08:00.520 --> 00:08:02.280]  原來當時這個利美人
[00:08:02.280 --> 00:08:05.240]  就是號召所有的以色列人
[00:08:05.240 --> 00:08:07.160]  出來一起作戰
[00:08:07.160 --> 00:08:11.160]  攻打變亞盟之派
[00:08:11.160 --> 00:08:14.160]  當年對付的是自己人
[00:08:14.160 --> 00:08:15.600]  變亞盟之派
[00:08:15.600 --> 00:08:17.480]  但是現在的經文
[00:08:17.480 --> 00:08:19.720]  他們是對付亞盟人
[00:08:19.720 --> 00:08:23.760]  是他們共同的敵人
[00:08:23.760 --> 00:08:26.440]  注意掃羅
[00:08:26.440 --> 00:08:28.240]  他發出號召的時候
[00:08:28.240 --> 00:08:31.680]  他是將自己和薩姆爾放在一起
[00:08:31.680 --> 00:08:35.040]  誰不跟隨掃羅和薩姆爾
[00:08:35.040 --> 00:08:39.640]  他們家裡的牛就會像現在斬開的牛一樣
[00:08:39.640 --> 00:08:41.080]  為何他要這樣做
[00:08:41.080 --> 00:08:44.040]  因為他知道人民很尊敬薩姆爾
[00:08:44.040 --> 00:08:47.560]  所以他將自己和薩姆爾放在一起
[00:08:47.560 --> 00:08:51.360]  神就令到以色列人的心中懼怕
[00:08:51.360 --> 00:08:55.120]  一共有三十三萬人出來應戰
[00:08:55.120 --> 00:08:57.160]  參與這場戰爭
[00:08:57.160 --> 00:09:00.040]  三十三萬人是很多的
[00:09:00.040 --> 00:09:01.920]  經文還告訴我們
[00:09:01.920 --> 00:09:07.400]  以色列出動了三十萬兵
[00:09:07.400 --> 00:09:11.080]  猶大出動了三萬
[00:09:11.080 --> 00:09:14.360]  可見寫薩姆爾記的時候
[00:09:14.360 --> 00:09:17.600]  以色列國已經分為南北兩國
[00:09:17.600 --> 00:09:21.680]  北國以色列和南國猶大
[00:09:21.680 --> 00:09:24.240]  注意我不是說掃羅的時候
[00:09:24.240 --> 00:09:25.880]  分開了南北國
[00:09:25.880 --> 00:09:28.120]  但是寫薩姆爾記的時候
[00:09:28.120 --> 00:09:30.160]  就已經分開了
[00:09:30.160 --> 00:09:32.880]  所以我在說薩姆爾記的介紹的時候
[00:09:32.880 --> 00:09:34.080]  我也說過
[00:09:34.080 --> 00:09:36.440]  薩姆爾記成書的日期
[00:09:36.440 --> 00:09:41.200]  應該在公元前的九百三十一年之後
[00:09:41.200 --> 00:09:45.360]  就是分開了南北國之後才成書
[00:09:45.360 --> 00:09:50.120]  掃羅在基列瓦比西面大概十七里的地方
[00:09:50.120 --> 00:09:51.800]  召集兵馬
[00:09:51.800 --> 00:09:54.640]  然後和基列瓦比的人說
[00:09:54.640 --> 00:09:57.040]  明天中午的時候
[00:09:57.040 --> 00:09:59.280]  我們就會來打救你
[00:09:59.280 --> 00:10:02.080]  基列瓦比的人就反過來
[00:10:02.080 --> 00:10:03.720]  就去告訴那赫
[00:10:03.720 --> 00:10:05.280]  告訴亞門人
[00:10:05.280 --> 00:10:07.640]  明天中午的時候
[00:10:07.640 --> 00:10:10.000]  我們就會投降
[00:10:10.000 --> 00:10:11.280]  為什麼要這樣說?
[00:10:11.280 --> 00:10:13.360]  給他們一個錯誤的信心
[00:10:13.360 --> 00:10:15.640]  給他們輕敵
[00:10:15.640 --> 00:10:19.520]  這樣他們就會打贏亞門人
[00:10:19.520 --> 00:10:21.120]  其實掃羅
[00:10:21.120 --> 00:10:24.920]  可能他是知道基列瓦比的戰略
[00:10:24.920 --> 00:10:27.880]  記不記得在《士司記》的第七章
[00:10:27.880 --> 00:10:31.040]  基列瓦比曾經戰勝米列人
[00:10:31.040 --> 00:10:32.960]  他的戰略是怎麼樣?
[00:10:32.960 --> 00:10:35.680]  將他的兵馬分開三路
[00:10:35.680 --> 00:10:40.080]  然後晚上來攻擊米列人
[00:10:40.080 --> 00:10:43.280]  現在掃羅是用同一樣的方法
[00:10:43.280 --> 00:10:44.800]  兵分三路
[00:10:44.800 --> 00:10:48.160]  他是神根的時候來攻打敵人
[00:10:48.160 --> 00:10:49.760]  神根是什麼時候?
[00:10:49.760 --> 00:10:54.680]  是當那些亞門人睡到鼓鼓聲
[00:10:54.680 --> 00:10:57.840]  是凌晨兩點到六點的時候
[00:10:57.840 --> 00:10:59.480]  應該睡覺的時候
[00:10:59.480 --> 00:11:01.280]  他們就來攻打
[00:11:01.280 --> 00:11:04.880]  所以使得敵人攻其無備
[00:11:04.880 --> 00:11:06.240]  措手不及
[00:11:06.240 --> 00:11:07.840]  而輸了
[00:11:07.840 --> 00:11:10.760]  掃羅的成功完全是神
[00:11:10.760 --> 00:11:14.040]  來幫助他 給他力量
[00:11:14.040 --> 00:11:16.960]  聖靈在掃羅的身上
[00:11:16.960 --> 00:11:21.160]  不單止是用掃羅天賦的條件
[00:11:21.160 --> 00:11:24.200]  就是他是一個高大威猛的領袖
[00:11:24.200 --> 00:11:27.080]  也給他有智慧和能力
[00:11:27.080 --> 00:11:30.720]  來帶領三十三萬的軍隊
[00:11:30.720 --> 00:11:33.240]  要帶領三十三萬的軍隊
[00:11:33.240 --> 00:11:35.400]  絕對不是一件容易的事
[00:11:35.400 --> 00:11:40.800]  因為以色列人根本沒有行軍安營的經驗
[00:11:40.800 --> 00:11:43.520]  突然間要帶領三十三萬的人
[00:11:43.520 --> 00:11:45.440]  絕對不是容易的事
[00:11:45.440 --> 00:11:48.240]  是神令他得勝
[00:11:48.240 --> 00:11:51.880]  當神揀選掃羅的時候
[00:11:51.880 --> 00:11:56.080]  他是得到神 從神而來的權柄
[00:11:56.080 --> 00:11:58.840]  現在透過勝利
[00:11:58.840 --> 00:12:01.560]  他是能夠得到人民的支持
[00:12:01.560 --> 00:12:04.000]  有沒有見到這兩點是很重要的
[00:12:04.000 --> 00:12:06.200]  從神而來的權柄
[00:12:06.200 --> 00:12:08.920]  然後從人民的支持
[00:12:08.920 --> 00:12:12.080]  一個有效的領袖兩樣都需要
[00:12:12.080 --> 00:12:13.960]  缺一不可
[00:12:13.960 --> 00:12:16.760]  很可惜後來就是因為掃羅
[00:12:16.760 --> 00:12:18.600]  他驕傲自大
[00:12:18.600 --> 00:12:21.480]  所以失去了從神而來的權柄
[00:12:21.480 --> 00:12:25.280]  但也失去了從人民而來的支持
[00:12:25.280 --> 00:12:27.720]  這是非常可惜
[00:12:27.720 --> 00:12:29.080]  大衛呢
[00:12:29.080 --> 00:12:31.200]  大衛就剛剛相反
[00:12:31.200 --> 00:12:33.840]  大衛就算得到勝利
[00:12:33.840 --> 00:12:37.280]  他不會因為勝利而令他驕傲
[00:12:37.280 --> 00:12:38.760]  他仍然謙卑
[00:12:38.760 --> 00:12:41.920]  仍然將榮耀歸給神
[00:12:41.920 --> 00:12:43.760]  但掃羅就很不同
[00:12:43.760 --> 00:12:46.680]  因為他的驕傲 自大
[00:12:46.680 --> 00:12:50.280]  他日後是會失去他的王位
[00:12:50.280 --> 00:12:57.880]  但我們又要讓掃羅有他讚賞的地方
[00:12:57.880 --> 00:12:58.920]  因為為什麼
[00:12:58.920 --> 00:13:03.400]  他最初的時候仍然將榮耀歸給神
[00:13:03.400 --> 00:13:05.720]  他是後來才改變
[00:13:05.720 --> 00:13:09.600]  在這個時候他仍然將榮耀歸給神
[00:13:09.600 --> 00:13:11.440]  記不記得我在說第十章
[00:13:11.440 --> 00:13:16.160]  我講到掃羅被神揀損的時候
[00:13:16.160 --> 00:13:18.760]  當時是有很多人不服他
[00:13:18.760 --> 00:13:21.560]  有人藐視他 有人嘲笑他
[00:13:21.560 --> 00:13:22.920]  但他沒有發聲
[00:13:22.920 --> 00:13:24.240]  記不記得
[00:13:24.240 --> 00:13:28.480]  現在在撒姆爾上的十一章十二至十三節
[00:13:28.480 --> 00:13:31.000]  當他打贏了亞門人
[00:13:31.000 --> 00:13:33.880]  有人就出來為他講說話
[00:13:33.880 --> 00:13:36.640]  這班百姓對撒姆爾說
[00:13:36.640 --> 00:13:41.320]  那說掃羅豈能管理我們的 是誰呢
[00:13:41.320 --> 00:13:43.600]  可以將他交出來
[00:13:43.600 --> 00:13:46.240]  我們好殺死他
[00:13:46.240 --> 00:13:49.080]  這班人說是誰說掃羅的壞話
[00:13:49.080 --> 00:13:50.960]  說他不可以帶領我們
[00:13:50.960 --> 00:13:52.720]  你儘管將他交出來
[00:13:52.720 --> 00:13:54.680]  我們將他處死
[00:13:54.680 --> 00:13:56.040]  掃羅怎麼說
[00:13:56.040 --> 00:14:00.680]  今日夜和華在以色列中施行拯救
[00:14:00.680 --> 00:14:03.000]  所以不可殺人
[00:14:03.000 --> 00:14:05.920]  我們不得不讚賞掃羅
[00:14:05.920 --> 00:14:10.280]  在那個時候仍然願意將榮耀歸給神
[00:14:10.280 --> 00:14:13.360]  他沒有被聖利沖昏了他的頭腦
[00:14:13.360 --> 00:14:16.960]  他沒有用聖利來排除異己
[00:14:16.960 --> 00:14:18.160]  他反而說
[00:14:18.160 --> 00:14:21.880]  今日是神施行拯救的時候
[00:14:21.880 --> 00:14:24.920]  我們不應該殺任何人
[00:14:24.920 --> 00:14:27.360]  一個有效的領袖
[00:14:27.360 --> 00:14:30.320]  就是用從神而來的權威
[00:14:30.320 --> 00:14:32.960]  來建立他的人民
[00:14:32.960 --> 00:14:35.200]  但一個無效的領袖
[00:14:35.200 --> 00:14:38.440]  就是用人民來建立自己的權威
[00:14:38.440 --> 00:14:41.120]  而將榮耀歸給自己
[00:14:41.120 --> 00:14:43.080]  有沒有看到這個不同的地方
[00:14:43.080 --> 00:14:43.920]  我再說一次
[00:14:43.920 --> 00:14:45.760]  一個有效的領袖
[00:14:45.760 --> 00:14:48.440]  是將從神而來的權柄
[00:14:48.440 --> 00:14:49.800]  來到榮耀神
[00:14:49.800 --> 00:14:51.320]  建立人民
[00:14:51.320 --> 00:14:53.440]  但一個無效的領袖
[00:14:53.440 --> 00:14:56.480]  就是用人民來建立自己的權威
[00:14:56.480 --> 00:14:59.360]  然後將榮耀歸給自己
[00:14:59.360 --> 00:15:02.600]  這就是掃羅日後所犯的罪
[00:15:02.600 --> 00:15:04.360]  我們會見到掃羅
[00:15:04.360 --> 00:15:07.040]  到了日後他很注意
[00:15:07.040 --> 00:15:09.000]  人怎樣看待他
[00:15:09.000 --> 00:15:11.160]  他不注意神怎樣看待他
[00:15:11.160 --> 00:15:14.440]  這就是他要用人民的支持
[00:15:14.440 --> 00:15:16.320]  來建立他的權威
[00:15:16.320 --> 00:15:21.120]  這也是他失敗的地方
[00:15:21.120 --> 00:15:26.080]  撒姆爾就抓住這個機會
[00:15:26.080 --> 00:15:28.680]  在吉格這個地方
[00:15:28.680 --> 00:15:30.680]  來感謝神
[00:15:30.680 --> 00:15:33.240]  召集人民來感謝神
[00:15:33.240 --> 00:15:37.640]  其實以色列人和吉格有很大的淵源
[00:15:37.640 --> 00:15:40.240]  吉格就在約旦河的西面
[00:15:40.240 --> 00:15:42.080]  記不記得以色列人
[00:15:42.080 --> 00:15:44.920]  當他們渡過約旦河
[00:15:44.920 --> 00:15:48.000]  第一站就是去到吉格這個地方
[00:15:48.000 --> 00:15:51.520]  他們還建立了石碑來敬拜神
[00:15:51.520 --> 00:15:52.400]  記不記得
[00:15:52.400 --> 00:15:56.800]  紀念神帶領他們渡過約旦河
[00:15:56.800 --> 00:15:59.800]  在撒姆爾上的第十章
[00:15:59.800 --> 00:16:02.000]  在米斯巴這個地方
[00:16:02.000 --> 00:16:04.320]  撒姆爾是聚集人民
[00:16:04.320 --> 00:16:08.120]  證明掃羅就是神所揀選
[00:16:08.120 --> 00:16:10.920]  現在在吉格這個地方
[00:16:10.920 --> 00:16:13.320]  透過戰勝阿門人
[00:16:13.320 --> 00:16:20.080]  證明確定掃羅真真正正是以色列人的王
[00:16:20.080 --> 00:16:22.080]  你說為什麼會分開兩次
[00:16:22.080 --> 00:16:23.760]  這麼奇怪
[00:16:23.760 --> 00:16:25.720]  先被神呼召
[00:16:25.720 --> 00:16:30.200]  然後證明他真是以色列人的王
[00:16:30.200 --> 00:16:34.080]  其實這跟美國選總統也很相似
[00:16:34.080 --> 00:16:36.320]  今年年底就大選
[00:16:36.320 --> 00:16:39.480]  年底就會選出哪一個下四年
[00:16:39.480 --> 00:16:41.840]  是誰做總統
[00:16:41.840 --> 00:16:44.560]  但是十一月選出來之後
[00:16:44.560 --> 00:16:49.240]  要等到什麼時候他才登上總統的位置
[00:16:49.240 --> 00:16:52.320]  要到下一年
[00:16:52.320 --> 00:16:55.600]  然後才有就職典禮
[00:16:55.600 --> 00:16:56.800]  Inauguration
[00:16:56.800 --> 00:16:58.360]  又是分開兩個部分
[00:16:58.360 --> 00:16:59.320]  有沒有看到
[00:16:59.320 --> 00:17:03.360]  就跟掃羅被擁立為王很相似
[00:17:03.360 --> 00:17:07.360]  於是他們在吉格獻了平安祭
[00:17:07.360 --> 00:17:10.360]  平安祭就是納約的儀式
[00:17:10.360 --> 00:17:12.800]  他們將祭物獻給神
[00:17:12.800 --> 00:17:16.520]  然後大家一起來分享這些食物
[00:17:16.520 --> 00:17:18.440]  用了平安祭
[00:17:18.440 --> 00:17:21.760]  證明了掃羅在神的面前
[00:17:21.760 --> 00:17:23.840]  跟以色列人來納約
[00:17:23.840 --> 00:17:26.520]  掃羅是要服從神的命令
[00:17:26.520 --> 00:17:30.720]  他是答應會走在神的旨意裡面
[00:17:30.720 --> 00:17:34.960]  其實是以色列人寧命復興
[00:17:34.960 --> 00:17:38.480]  以及舉國歡騰的時候
[00:17:38.480 --> 00:17:41.800]  大家都很高興
[00:17:41.800 --> 00:17:47.240]  掃羅其實跟大衛被擁立為王
[00:17:47.240 --> 00:17:50.240]  其實又有很多相似的地方
[00:17:50.240 --> 00:17:53.000]  今天我們看到掃羅
[00:17:53.000 --> 00:17:56.720]  在撒母以上的第九章和第十章
[00:17:56.720 --> 00:18:00.400]  被呼召成為以色列人的王
[00:18:00.400 --> 00:18:03.200]  但是要透過戰勝阿門人
[00:18:03.200 --> 00:18:04.720]  就是今天的經文
[00:18:04.720 --> 00:18:07.400]  才證實他的呼召
[00:18:07.400 --> 00:18:10.120]  然後才被擁立為王
[00:18:10.120 --> 00:18:11.960]  就是撒母以上的十一章
[00:18:11.960 --> 00:18:13.920]  十二至十五節
[00:18:13.920 --> 00:18:15.480]  那你說大衛呢
[00:18:15.480 --> 00:18:17.360]  遲些我們就會看到
[00:18:17.360 --> 00:18:19.080]  在撒母以上的十六章
[00:18:19.080 --> 00:18:23.240]  大衛是會被神呼召成為以色列人的王
[00:18:23.240 --> 00:18:26.040]  然後會透過他戰勝
[00:18:26.040 --> 00:18:29.640]  菲律師人 記不記得巨人哥利亞
[00:18:29.640 --> 00:18:31.360]  他戰勝了哥利亞之後
[00:18:31.360 --> 00:18:33.680]  就證明他的呼召
[00:18:33.680 --> 00:18:36.240]  然後才被擁立為王
[00:18:36.240 --> 00:18:40.760]  但是大衛是會被擁立兩次
[00:18:40.760 --> 00:18:44.080]  第一次是在撒母以上的第二章
[00:18:44.080 --> 00:18:46.920]  被擁立成為猶大人的王
[00:18:46.920 --> 00:18:50.440]  而第二次是在撒母以下的第五章
[00:18:50.440 --> 00:18:53.640]  被擁立成為全以色列人的王
[00:18:53.640 --> 00:18:56.280]  所以掃羅和大衛被擁立
[00:18:56.280 --> 00:18:58.080]  都是很相似
[00:18:58.080 --> 00:19:01.600]  神給了掃羅機會來證明自己
[00:19:01.600 --> 00:19:03.640]  鞏固自己的地位
[00:19:03.640 --> 00:19:04.960]  但是很可惜
[00:19:04.960 --> 00:19:06.760]  給他第一個任務
[00:19:06.760 --> 00:19:08.480]  他就失敗了
[00:19:08.480 --> 00:19:10.640]  失去了他的王位
[00:19:10.640 --> 00:19:13.880]  有人說我們應該在勝利之後
[00:19:13.880 --> 00:19:18.360]  仍然和在勝利之前一樣的警醒
[00:19:18.360 --> 00:19:21.160]  掃羅就是因為他勝利之後
[00:19:21.160 --> 00:19:24.840]  不再警醒而出現了問題
[00:19:24.840 --> 00:19:27.600]  他雖然是打贏了第一場仗
[00:19:27.600 --> 00:19:29.360]  但是因為他不警醒
[00:19:29.360 --> 00:19:35.040]  而結果失去了他全部的勝利
[00:19:35.040 --> 00:19:36.920]  在雪吉迦
[00:19:36.920 --> 00:19:40.200]  撒母以講了他最後的一篇道
[00:19:40.200 --> 00:19:42.040]  他提醒以色列人
[00:19:42.040 --> 00:19:44.200]  他們犯了罪
[00:19:44.200 --> 00:19:47.080]  他們要求有一位王犯了罪
[00:19:47.080 --> 00:19:49.600]  撒母以絕對不妥協
[00:19:49.600 --> 00:19:51.320]  所以我們很應該學習
