
[00:00:00.000 --> 00:00:03.840]  保底師傅,讓我們在聆聽主導而先,讓我們一起同心抵頭禱告
[00:02:30.540 --> 00:02:32.840]  鞏固自我的權力
[00:02:32.840 --> 00:02:37.440]  嚟到去到讓自己覺得比較舒服啲
[00:02:37.440 --> 00:02:40.760]  而其中一種去鞏固自己嘅權力
[00:02:40.760 --> 00:02:42.300]  嘅方法呢
[00:02:42.300 --> 00:02:46.920]  喺呢個社會我相信好多代言姐妹亦都遇見過㗎就係
[00:02:46.920 --> 00:02:48.960]  盡量去
[00:02:48.960 --> 00:02:51.020]  踐踏其他嘅人
[00:02:52.300 --> 00:02:57.160]  踐踏其他嘅人希望讓自己嗰個嘅
[00:02:57.160 --> 00:02:59.460]  權力更加嘅穩固
[00:02:59.460 --> 00:03:02.800]  咁呀正如好似廣東人有一句俗語
[00:03:02.800 --> 00:03:04.080]  就叫做
[00:03:04.080 --> 00:03:09.200]  搵人哋去戰你師弟就係咁嘅緣故
[00:03:09.200 --> 00:03:14.820]  呢種嘅情況呢其實我自己亦都好明白嘅因其實
[00:03:14.820 --> 00:03:18.660]  因為可能因為喺罪嘅裏面呢所以成日都
[00:03:18.660 --> 00:03:21.740]  感覺到好不安穩呀所以佢
[00:03:22.760 --> 00:03:28.140]  為咗為免自己覺得長期係一種不安穩嘅狀態之下呢
[00:03:28.140 --> 00:03:30.440]  就搵機會去攻擊其他嘅人
[00:03:30.440 --> 00:03:33.000]  咁我記得喺我年青嘅時候呢
[00:03:33.000 --> 00:03:38.120]  我讀中學啦咁呀都好多年前呀諗返都
[00:03:38.120 --> 00:03:39.660]  30
[00:03:39.660 --> 00:03:44.000]  30幾40年前嘅時間
[00:03:44.000 --> 00:03:46.820]  當時呢就話我喺
[00:03:46.820 --> 00:03:48.360]  讀中學嘅時候呢
[00:03:48.360 --> 00:03:52.200]  冇幾耐呢就喺班嘅裏面呢就
[00:03:52.460 --> 00:03:54.520]  被選做班長
[00:03:54.520 --> 00:04:00.920]  咁做選班長呢通常係選舉嘅我哋自己班嘅裏面自己嘅同學去選
[00:04:00.920 --> 00:04:06.280]  咁但係呢過咗冇幾耐呢就另外呢就學校就需要一啲
[00:04:06.280 --> 00:04:09.860]  風紀隊呀或者我哋叫做prefect
[00:04:09.860 --> 00:04:12.700]  咁就需要係由學校去
[00:04:12.700 --> 00:04:13.960]  點派
[00:04:13.960 --> 00:04:15.260]  某一啲
[00:04:15.260 --> 00:04:16.260]  學生
[00:04:16.260 --> 00:04:19.600]  而係老師覺得係可信賴
[00:04:19.860 --> 00:04:23.700]  而且佢哋係真係有好嘅品格一啲嘅學生呢
[00:04:23.700 --> 00:04:26.260]  就去擔任呢個風紀
[00:04:26.260 --> 00:04:31.380]  呢個嘅工作咁我因為讀英文學校啦咁通常就叫prefect
[00:04:31.380 --> 00:04:34.440]  不過呢我原來發現到呢好多人
[00:04:34.440 --> 00:04:37.260]  我喺香港讀書嘅時候
[00:04:37.260 --> 00:04:40.580]  對prefect呢個字眼呢係好陌生嘅
[00:04:40.580 --> 00:04:42.120]  好多時候
[00:04:42.120 --> 00:04:44.680]  就混淆prefect呢個字眼
[00:04:44.680 --> 00:04:49.300]  去同perfect呢個字眼就撈埋一齊睇
[00:04:49.560 --> 00:04:50.840]  佢唔知道原來
[00:04:50.840 --> 00:04:57.240]  prefect同perfect係兩個唔同嘅字嚟㗎喎
[00:04:57.240 --> 00:05:01.840]  於是乎佢以為呢做風紀prefect嘅人呢
[00:05:01.840 --> 00:05:04.920]  個個應該就係perfect
[00:05:04.920 --> 00:05:06.960]  覺得佢完美無瑕嘅
[00:05:06.960 --> 00:05:09.020]  咁所以呢
[00:05:09.020 --> 00:05:10.800]  好多時候
[00:05:10.800 --> 00:05:17.200]  當風紀嘅時候作為一個prefect喺學校呢就會經常畀啲同學呀學生呀
[00:05:17.720 --> 00:05:19.520]  去進行挑剔
[00:05:19.520 --> 00:05:20.540]  去
[00:05:20.540 --> 00:05:25.900]  睇下你自己話你自己係風紀啦咁你應該perfect啦係咪
[00:05:25.900 --> 00:05:28.460]  但係其實你好多地方都唔係
[00:05:28.460 --> 00:05:31.020]  幾妥當㗎喎一樣都係
[00:05:31.020 --> 00:05:33.080]  做得唔好㗎喎
[00:05:33.080 --> 00:05:34.620]  佢哋希望
[00:05:34.620 --> 00:05:37.180]  藉住呢種咁嘅指控
[00:05:37.180 --> 00:05:40.240]  嚟到去讓自己有少少嘅安慰感
[00:05:40.240 --> 00:05:42.540]  咁當然啦我
[00:05:42.540 --> 00:05:46.140]  喺做prefect嘅過程當中呢
[00:05:46.380 --> 00:05:51.760]  都叫做做得唔錯㗎喇咁喺嗰兩年幾三年嘅當中
[00:05:51.760 --> 00:05:56.620]  但係呢就後嚟呢到咗一日呢我就好深刻
[00:05:56.620 --> 00:05:58.660]  咁就係到我
[00:05:58.660 --> 00:06:00.720]  中學會考
[00:06:00.720 --> 00:06:04.300]  考完之後呢就需要放榜
[00:06:04.300 --> 00:06:09.160]  放榜嗰日呢通常呢我哋學校有個規矩呢就要著返曬全套
[00:06:09.160 --> 00:06:12.240]  逢真返學校就一定要著校服嘅
[00:06:12.240 --> 00:06:15.060]  唔可以著便服返去學校嘅因為
[00:06:15.300 --> 00:06:18.380]  學校話呢個保安理由啦分辨唔到邊啲係
[00:06:18.380 --> 00:06:20.420]  學生邊啲係外人呀嘛
[00:06:20.420 --> 00:06:24.760]  咁自己學生都有校服咁所以我就著返曬全套嘅校服
[00:06:24.760 --> 00:06:25.540]  咁呀
[00:06:25.540 --> 00:06:30.920]  我做prefect嘅咁通常我哋就有個prefect嘅章咁咪帶住咁咪
[00:06:30.920 --> 00:06:31.940]  著返學校
[00:06:31.940 --> 00:06:35.260]  咁但係嗰日呢就放榜嘅成績
[00:06:35.260 --> 00:06:40.140]  發咗出嚟之後呢就唔係咁理想冇辦法可以繼續喺自己原校
[00:06:40.140 --> 00:06:44.740]  升讀返中六中七呀即係用加拿大嘅學制
[00:06:45.000 --> 00:06:47.040]  Grade 12 and grade 13
[00:06:47.040 --> 00:06:49.340]  12級同13級
[00:06:49.340 --> 00:06:51.900]  呢時候呢就
[00:06:51.900 --> 00:06:53.700]  覺得好唔開心喎嗰刻
[00:06:53.700 --> 00:06:55.740]  唔開心
[00:06:55.740 --> 00:06:59.080]  你都明白呢一日亦都係我應該係同
[00:06:59.080 --> 00:07:01.640]  自己嘅母校闊別嘅日子啦
[00:07:01.640 --> 00:07:04.200]  咁就喺一種
[00:07:04.200 --> 00:07:06.760]  好失落嘅心情之下
[00:07:06.760 --> 00:07:08.540]  就作咗一個咁嘅決定
[00:07:08.540 --> 00:07:10.600]  呢個決定係咩嘢呢就係
[00:07:10.600 --> 00:07:12.640]  我決定喺學校
[00:07:12.640 --> 00:07:14.180]  走返一圈
[00:07:14.440 --> 00:07:17.000]  行過曬我喺呢間學校我經常
[00:07:17.000 --> 00:07:19.300]  去嘅地方其中一個地方呢
[00:07:19.300 --> 00:07:20.840]  我經常都去嘅
[00:07:20.840 --> 00:07:23.900]  係我哋學校亦都最隱蔽嘅地方
[00:07:23.900 --> 00:07:25.440]  我仲記得係喺
[00:07:25.440 --> 00:07:27.740]  我學校最高嘅頂樓
[00:07:27.740 --> 00:07:29.800]  嘅一個角落頭
[00:07:29.800 --> 00:07:33.120]  嗰個角落頭呢有張好長嘅枱
[00:07:33.120 --> 00:07:38.240]  冇班學生會去嗰張嗰個地方喺呢張枱度咁但係我就好喜歡呢
[00:07:38.240 --> 00:07:40.300]  嗰陣時喺學校呢逢親
[00:07:40.300 --> 00:07:43.620]  考試呀測驗呀做功課呀小息呀
[00:07:43.880 --> 00:07:47.200]  就會喺嗰張枱嗰度做功課所以要簡單啲咁講
[00:07:47.200 --> 00:07:51.560]  喺嗰個地方可以留低咗我好多嘅回憶我希望能夠喺
[00:07:51.560 --> 00:07:54.120]  最後嘅一日喺母校
[00:07:54.120 --> 00:07:56.680]  生活嘅時候向學校嘅
[00:07:56.680 --> 00:07:59.500]  道別之前都返返去呢個地方咁但係
[00:07:59.500 --> 00:08:00.520]  好奇怪
[00:08:00.520 --> 00:08:01.540]  喺嗰日
[00:08:01.540 --> 00:08:04.620]  放榜日子呢竟然有一啲嘅
[00:08:04.620 --> 00:08:09.220]  低年級嘅學生返咗去學校喎仲喺嗰張枱嗰度坐喺上面添
[00:08:10.240 --> 00:08:15.360]  當佢見到我行去嗰個時候呢咁佢一眼就認得出我因為以前呢我曾經
[00:08:15.360 --> 00:08:16.380]  係做
[00:08:16.380 --> 00:08:19.200]  呢個prefix嘅時候曾經帶過佢去
[00:08:19.200 --> 00:08:24.060]  佢需要留堂呀咁我哋就有個留堂班咁就會
[00:08:24.060 --> 00:08:29.440]  喺嗰度教佢做功課留堂教佢做功課嘅啫其實就冇乜特別嘅
[00:08:29.440 --> 00:08:31.760]  佢一見見到我呢佢就
[00:08:31.760 --> 00:08:33.540]  馬上就咁講喇
[00:08:33.540 --> 00:08:35.840]  見到你個
[00:08:35.840 --> 00:08:38.900]  衰樣呢應該都考唔成㗎喇
[00:08:38.900 --> 00:08:40.180]  衰咗呀
[00:08:40.960 --> 00:08:45.560]  衰咗真係冇得返嚟㗎喇㗎喇以後捉唔到我㗎喇喎
[00:08:45.560 --> 00:08:48.640]  咁呢
[00:08:48.640 --> 00:08:49.680]  你呢
[00:08:49.680 --> 00:08:51.460]  就冇人行㗎喇以後
[00:08:51.460 --> 00:08:58.120]  今日呢係你最後一日啦我係今日著紮腳褲唔合規格嘅校服返嚟
[00:08:58.120 --> 00:08:58.880]  學校㗎喇
[00:08:58.880 --> 00:09:02.460]  捉我呀有本事嘅
[00:09:02.460 --> 00:09:04.780]  佢就講咗呢番嘅說話
[00:09:04.780 --> 00:09:09.120]  當時呢我其實真係好唔開心嘅因為點解呢
[00:09:09.380 --> 00:09:11.680]  其實我作為一個
[00:09:11.680 --> 00:09:14.760]  學校嘅風紀隊嘅private呢其實
[00:09:14.760 --> 00:09:16.800]  目的唔係去捉人呀
[00:09:16.800 --> 00:09:18.080]  而係希望
[00:09:18.080 --> 00:09:22.440]  幫助一啲嘅學生喺佢哋自己年青嘅時候
[00:09:22.440 --> 00:09:25.000]  無論功課也好或者喺
[00:09:25.000 --> 00:09:29.360]  性格嘅上面也好我都希望能夠幫助佢哋能夠成長
[00:09:29.360 --> 00:09:31.920]  原來我花咗咁多日子
[00:09:31.920 --> 00:09:34.480]  呢兩個嘅學生
[00:09:34.480 --> 00:09:37.800]  不但只喺性情上面冇改變
[00:09:38.560 --> 00:09:42.400]  而且仲故意喺呢個情況嘅裏面
[00:09:42.400 --> 00:09:44.960]  顯露出佢哋最醜陋嘅一面
[00:09:44.960 --> 00:09:48.040]  希望藉住咁樣去挑戰你嘅權力
[00:09:48.040 --> 00:09:50.840]  你今日做埋今日就冇份做㗎喇
[00:09:50.840 --> 00:09:52.880]  嚟到去藉此奚落
[00:09:52.880 --> 00:09:56.720]  當佢講完呢番說話
[00:09:56.720 --> 00:09:58.000]  我
[00:09:58.000 --> 00:09:59.280]  首先會覺得
[00:09:59.280 --> 00:10:01.340]  點解我會花咁多時間
[00:10:01.340 --> 00:10:03.380]  我好嬲自己呀嗰刻
[00:10:03.380 --> 00:10:07.740]  點解我仲喺識日花咁多時間去幫助佢呢
[00:10:08.760 --> 00:10:10.040]  但回心去諗
[00:10:10.040 --> 00:10:12.600]  我馬上又會覺得佢哋好可憐
[00:10:12.600 --> 00:10:14.920]  可憐在乜嘢嘢呢
[00:10:14.920 --> 00:10:17.480]  原來佢哋嘅生命
[00:10:17.480 --> 00:10:19.780]  係唔能夠喺藉著我
[00:10:19.780 --> 00:10:24.380]  對佢哋善意嘅改變嘅裏面有作出一啲任何嘅改進
[00:10:24.380 --> 00:10:31.040]  或者可能係因為喺嗰個教導或者幫助佢哋嘅過程當中
[00:10:31.040 --> 00:10:35.640]  我嘅語氣或者用詞可能對於佢哋嚟計佢哋好難接受
[00:10:35.640 --> 00:10:37.440]  但係
[00:10:37.960 --> 00:10:38.480]  喺呢刻
[00:10:38.480 --> 00:10:40.260]  我只覺得好軟熟
[00:10:40.260 --> 00:10:46.160]  帶住呢份軟熟同埋當時我嗰份嘅失落嘅感覺呢於是乎我就
[00:10:46.160 --> 00:10:47.440]  忍住氣
[00:10:47.440 --> 00:10:50.000]  就跟住繼續行完
[00:10:50.000 --> 00:10:52.800]  喺呢間我自己嘅母校嘅裏面一圈
[00:10:52.800 --> 00:10:54.340]  向學校道別
[00:10:54.340 --> 00:10:56.140]  亦都可以咁講
[00:10:56.140 --> 00:11:01.260]  同呢兩個學生亦都道別我後來冇機會再見返呢兩個學生
[00:11:01.260 --> 00:11:03.820]  究竟佢哋係點樣樣嘅人生
[00:11:03.820 --> 00:11:04.840]  因為其實好
[00:11:04.840 --> 00:11:06.120]  講真
[00:11:06.380 --> 00:11:08.940]  我對每一個我曾經希望佢係
[00:11:08.940 --> 00:11:10.480]  變得好嘅人呢
[00:11:10.480 --> 00:11:14.060]  我都希望知道佢後來嘅發展但我冇咁嘅機會
[00:11:14.060 --> 00:11:15.600]  但係我相信
[00:11:15.600 --> 00:11:18.660]  我呢啲咁嘅經驗呢其實只不過係
[00:11:18.660 --> 00:11:21.480]  我自己一個人生好皮毛嘅一啲嘅
[00:11:21.480 --> 00:11:22.760]  見證啦
[00:11:22.760 --> 00:11:26.860]  可能你喺人生嘅裏面有更多更
[00:11:26.860 --> 00:11:28.400]  令你去
[00:11:28.400 --> 00:11:29.160]  得到更
[00:11:29.160 --> 00:11:30.700]  刺激嘅
[00:11:30.700 --> 00:11:32.740]  或者更
[00:11:32.740 --> 00:11:34.540]  痛苦嘅啲經歷
[00:11:35.300 --> 00:11:39.140]  不過我希望藉住我頭先講呢個見證亦都提返出一點
[00:11:39.140 --> 00:11:42.460]  如果你覺得自己有啲嘅
[00:11:42.460 --> 00:11:44.520]  地方曾經係好
[00:11:44.520 --> 00:11:46.560]  無理地畀人去
[00:11:46.560 --> 00:11:52.960]  踐踏嘅或者係挑戰嘅甚至對你自己嘅權力嘅誤會
[00:11:52.960 --> 00:11:55.280]  我相信喺呢方面呢
[00:11:55.280 --> 00:11:57.840]  讓我哋帶住呢份心情
[00:11:57.840 --> 00:12:00.640]  去了解今日我哋睇呢段經文
[00:12:00.640 --> 00:12:04.740]  耶穌基督喺佢整個人生嘅裏面
[00:12:05.500 --> 00:12:07.040]  從佢未出世
[00:12:07.040 --> 00:12:10.620]  我哋喺馬太福音由耶穌未出世之前嘅情況
[00:12:10.620 --> 00:12:12.680]  去講到耶穌基督
[00:12:12.680 --> 00:12:14.720]  佢最後死埋
[00:12:14.720 --> 00:12:15.500]  復活
[00:12:15.500 --> 00:12:17.800]  佢整個人生
[00:12:17.800 --> 00:12:19.080]  其實
[00:12:19.080 --> 00:12:23.940]  好多個人都不斷地去搵機會去攻擊耶穌
[00:12:23.940 --> 00:12:29.780]  即係話耶穌而家已經復活咗喺天國嘅裏面為我預備地方嘅時候
[00:12:29.780 --> 00:12:31.820]  仍然其實好多個人
[00:12:31.820 --> 00:12:33.620]  都向耶穌進行
[00:12:33.880 --> 00:12:36.700]  同程度嘅唔合理嘅攻擊
[00:12:36.700 --> 00:12:40.540]  其實係在於係乜嘢嘢呢我自己嘅睇法
[00:12:40.540 --> 00:12:44.120]  你都從聖經嘅領受就係因為人有罪
[00:12:44.120 --> 00:12:49.500]  人有罪唔想畀人點出佢嘅罪或者要佢面對佢嘅罪
[00:12:49.500 --> 00:12:52.580]  所帶嚟嘅嗰啲嘅種種嘅後果
[00:12:52.580 --> 00:12:54.360]  於是乎佢帶住一份
[00:12:54.360 --> 00:12:58.460]  欠缺安全感嘅生命
[00:12:58.460 --> 00:12:59.220]  態度
[00:12:59.220 --> 00:13:01.780]  而喺呢種情況嘅裏面
[00:13:01.780 --> 00:13:03.060]  佢哋就會向
[00:13:03.320 --> 00:13:05.880]  嗰啲如果要求佢或者期望佢
[00:13:05.880 --> 00:13:07.920]  可以生命再一次得到
[00:13:07.920 --> 00:13:10.740]  利罪悔改嘅呢
[00:13:10.740 --> 00:13:12.780]  佢可能覺得好唔舒服
[00:13:12.780 --> 00:13:17.900]  於是乎佢咪作出好多嘅唔同層次嘅一啲嘅攻擊囉
[00:13:17.900 --> 00:13:19.180]  所以今日
[00:13:19.180 --> 00:13:24.300]  我畀咗呢個題目佢叫做由安息日去了解主嘅主權
[00:13:24.300 --> 00:13:27.380]  Understand the authority of the Lord from the Sabbath
[00:13:27.380 --> 00:13:29.680]  我就係希望透過呢段聖經
[00:13:29.940 --> 00:13:36.860]  睇下耶穌基督喺呢個時候已經畀人不斷挑戰佢你有咩權有咩權有咩權
[00:13:36.860 --> 00:13:40.180]  或者你唔好好嘅管理好你嘅門徒
[00:13:40.180 --> 00:13:42.980]  於是乎你睇下你其實係咩主呀
[00:13:42.980 --> 00:13:44.260]  咩耶穌呀
[00:13:44.260 --> 00:13:45.540]  喺呢方面
[00:13:45.540 --> 00:13:48.620]  我希望藉著耶穌佢自己嘅見證
[00:13:48.620 --> 00:13:51.700]  能夠畀我哋作為信徒今天學曉點樣去走
[00:13:51.700 --> 00:13:53.240]  呢條屬靈嘅道路
[00:13:53.240 --> 00:13:55.540]  咁我哋不如去
[00:13:55.800 --> 00:14:01.940]  一齊仔細去睇下啦今日我哋分為三個部分一齊去睇呢段經文嘅第一個部分就係第十二章
[00:14:01.940 --> 00:14:03.220]  第九節
[00:14:03.220 --> 00:14:05.280]  我畀咗個分題佢叫做
[00:14:05.280 --> 00:14:09.620]  一個自我為中心嘅信仰群體係點樣樣㗎
[00:14:09.620 --> 00:14:12.700]  咁我哋一齊再再次睇下啦好唔好啱啱
[00:14:12.700 --> 00:14:17.040]  彭林師父已經為我讀過一次㗎喇不過讓我哋再去睇下
[00:14:17.040 --> 00:14:20.640]  究竟一個自我為中心嘅信仰群體係點樣先
[00:14:20.640 --> 00:14:23.440]  然後耶穌點樣面對佢哋好喇我哋一齊
[00:14:23.440 --> 00:14:24.460]  打開
[00:14:25.240 --> 00:14:25.760]  第
[00:14:25.760 --> 00:14:27.280]  十二章第九節
[00:14:27.280 --> 00:14:30.600]  呢度咁樣講喎我哋一齊讀喇喎
[00:14:30.600 --> 00:14:33.940]  耶穌離開嗰地方
[00:14:33.940 --> 00:14:36.760]  進了一個會堂
[00:14:36.760 --> 00:14:39.840]  好短嘅一句經文冇乜特別啫係咪
[00:14:39.840 --> 00:14:44.440]  耶穌離開咗地方其實就指到上文啱啱
[00:14:44.440 --> 00:14:48.800]  耶穌同佢個門徒去咗呢個會堂嘅裏面
[00:14:48.800 --> 00:14:50.840]  唔後去畀人作
[00:14:50.840 --> 00:14:53.920]  特別嗰啲法尼賽人啦一路跟蹤住佢哋
[00:14:54.180 --> 00:14:55.960]  一路咁樣喺度指控佢哋
[00:14:55.960 --> 00:14:57.000]  指控
[00:14:57.000 --> 00:14:59.820]  佢哋點解喺安息日嘅時候
[00:14:59.820 --> 00:15:01.360]  撕和水食
[00:15:01.360 --> 00:15:03.140]  呢件事件
[00:15:03.140 --> 00:15:06.460]  喺呢個時候點樣樣呢
[00:15:06.460 --> 00:15:07.240]  呢度
[00:15:07.240 --> 00:15:09.020]  我哋就會留意到呢
[00:15:09.020 --> 00:15:12.600]  耶穌進入咗一個會堂
[00:15:12.600 --> 00:15:14.920]  和合本聖經喺呢度嘅
[00:15:14.920 --> 00:15:22.600]  嘅嘅翻譯呢其實係同呢個希臘文嘅版本係有啲嘅唔同㗎
[00:15:23.100 --> 00:15:27.960]  如果大家去仔細留意下英文聖經嘅時候譬如我
[00:15:27.960 --> 00:15:34.360]  零收用嘅版本呢New English Translation New English Revised Standard Version
[00:15:34.360 --> 00:15:35.900]  佢就喺呢度講話
[00:15:35.900 --> 00:15:40.240]  He left that place and entered their synagogue
[00:15:40.240 --> 00:15:44.600]  如果喺希臘文嘅裏面呢亦都好強調
[00:15:44.600 --> 00:15:46.640]  Their synagogue
[00:15:46.640 --> 00:15:48.700]  佢哋嘅一個會堂
[00:15:49.200 --> 00:15:54.060]  耶穌喺呢個同門途一路行緊去到呢個嘅
[00:15:54.060 --> 00:15:58.920]  會堂嘅過程已經畀人糟蹋咗一輪嘅畀呢班法尼賽人喺度挑戰㗎喇
[00:15:58.920 --> 00:16:00.460]  而家去到會堂喇
[00:16:00.460 --> 00:16:02.000]  入到去喇
[00:16:02.000 --> 00:16:08.140]  馬太福音嘅作者喺度特意提出呢個陳述
[00:16:08.140 --> 00:16:10.960]  Their synagogue
[00:16:10.960 --> 00:16:14.540]  呢個Their係咩意思呢唔係指耶穌喎
[00:16:15.060 --> 00:16:21.200]  而係指到屬於呢班猶太人法尼賽人嗰個嘅
[00:16:21.200 --> 00:16:22.240]  會堂呀
[00:16:22.240 --> 00:16:27.860]  睇落係一句好似好彭平平無奇嘅說話
[00:16:27.860 --> 00:16:30.160]  離開咗同佢哋去討論
[00:16:30.160 --> 00:16:32.980]  耶穌係安息日的主呢個嘅
[00:16:32.980 --> 00:16:34.260]  對話之後
[00:16:34.260 --> 00:16:37.320]  入去咗個距離嘅會堂有咩意思呢
[00:16:37.320 --> 00:16:38.860]  其實係
[00:16:38.860 --> 00:16:41.420]  馬太首先話畀我知到
[00:16:42.700 --> 00:16:47.320]  法尼賽人以至當時嘅民事祭司
[00:16:47.320 --> 00:16:50.380]  其實佢哋已經將佢哋嘅
[00:16:50.380 --> 00:16:52.680]  宗教場所
[00:16:52.680 --> 00:16:57.280]  變成咗成為佢哋嘅勢力範圍呀
[00:16:57.280 --> 00:17:00.620]  喺呢個咁嘅陳述嘅裏面
[00:17:00.620 --> 00:17:03.680]  其實當我哋比對返其他嘅
[00:17:03.680 --> 00:17:06.500]  對觀福音或者扶女福音嘅時候呢
[00:17:06.500 --> 00:17:09.580]  其他扶女福音係唔強調一點嘅
[00:17:10.600 --> 00:17:14.700]  點解馬太要喺度特意要強調
[00:17:14.700 --> 00:17:17.260]  佢哋嘅會堂呢
[00:17:17.260 --> 00:17:20.320]  其實係想話畀你同我知道
[00:17:20.320 --> 00:17:22.120]  耶穌而家
[00:17:22.120 --> 00:17:23.400]  進入到去
[00:17:23.400 --> 00:17:24.420]  佢哋
[00:17:24.420 --> 00:17:27.240]  自己建立出嚟一個嘅勢力
[00:17:27.240 --> 00:17:29.800]  或者簡單啲嚟咁講
[00:17:29.800 --> 00:17:34.400]  呢個嘅會堂已經變成咗呢班法尼賽人
[00:17:34.400 --> 00:17:35.940]  民事
[00:17:35.940 --> 00:17:38.260]  祭司佢哋嗰個
[00:17:38.260 --> 00:17:39.540]  山頭呀
[00:17:40.560 --> 00:17:41.840]  而呢個山頭
[00:17:41.840 --> 00:17:44.400]  而家耶穌要進入到去嘅時候呢
[00:17:44.400 --> 00:17:49.260]  簡單啲嚟咁講耶穌可以話得係進入一個
[00:17:49.260 --> 00:17:51.820]  挑戰佢哋嘅場合
[00:17:51.820 --> 00:17:54.900]  咁耶穌係咪想挑戰佢哋呢呢個
[00:17:54.900 --> 00:17:57.460]  我相信就唔係咁嘅原因因為你睇下
[00:17:57.460 --> 00:18:02.320]  耶穌基督其實不住喺唔同嘅場合都進入到唔同嘅地方嘅
[00:18:02.320 --> 00:18:07.440]  會堂嘅裏面喺當當中同人分享上帝嘅道理
[00:18:07.440 --> 00:18:08.720]  但係
[00:18:08.980 --> 00:18:12.820]  對於呢班已經鞏固咗自己權力嘅人
[00:18:12.820 --> 00:18:16.400]  佢哋認為你進入到去我嘅會堂
[00:18:16.400 --> 00:18:23.060]  就好似廣東人所講呀好似耶穌嚟踢館一樣呀記唔記得呢啲咁嘅陳述
[00:18:23.060 --> 00:18:25.880]  好似以前好多武館呀
[00:18:25.880 --> 00:18:28.180]  武館同武館之間
[00:18:28.180 --> 00:18:29.720]  有時有啲爭執
[00:18:29.720 --> 00:18:31.000]  爭執呀
[00:18:31.000 --> 00:18:37.400]  唔知喺邊度有爭執啦於是乎其中武館嘅人唔服另一個武館呢就走去另一個館
[00:18:38.160 --> 00:18:41.240]  佢裏面然後點樣呀同佢哋去理論
