
[00:00:00.000 --> 00:00:04.580]  先和大家分享一些有關十戒的冷知識
[00:01:27.000 --> 00:01:29.000]  孝敬父母是很重要的
[00:01:29.000 --> 00:01:30.500]  是一個神聖的誡命
[00:01:30.500 --> 00:01:32.500]  我猜都是父母這樣說
[00:01:32.500 --> 00:01:33.500]  不要這樣想
[00:01:33.500 --> 00:01:35.500]  這個是第二個版本
[00:01:35.500 --> 00:01:37.500]  第三個版本更離奇
[00:01:37.500 --> 00:01:39.500]  它說十戒兩塊石板
[00:01:39.500 --> 00:01:41.000]  就應該是一式一樣的
[00:01:41.000 --> 00:01:43.000]  從第一戒到第十戒都在上面
[00:01:43.000 --> 00:01:47.000]  就是好像神人立約
[00:01:47.000 --> 00:01:49.000]  於是就兩個 copy
[00:01:49.000 --> 00:01:50.500]  抄送兩個 copy
[00:01:50.500 --> 00:01:53.000]  這個人當然是辦公室上身了
[00:01:53.000 --> 00:01:54.000]  抄送兩個 copy
[00:01:54.000 --> 00:01:55.500]  就一人一個 copy
[00:01:55.500 --> 00:01:57.500]  神一份 以色列人一份
[00:01:57.500 --> 00:02:00.000]  是不是大家聽到都很好笑
[00:02:00.000 --> 00:02:01.500]  其實我在想
[00:02:01.500 --> 00:02:02.500]  我預備的時候
[00:02:02.500 --> 00:02:06.500]  我看回其實三個版本都是
[00:02:06.500 --> 00:02:08.500]  不理解
[00:02:08.500 --> 00:02:11.500]  不是一個推論都不成立的
[00:02:11.500 --> 00:02:12.000]  為什麼呢
[00:02:12.000 --> 00:02:14.000]  我們讀一節聖經你就知道了
[00:02:14.000 --> 00:02:15.000]  我們一起讀
[00:02:15.000 --> 00:02:17.500]  出埃及記三十二章十五節
[00:02:17.500 --> 00:02:18.500]  一二三
[00:02:18.500 --> 00:02:20.500]  摩西下山
[00:02:24.500 --> 00:02:26.500]  這邊那邊都有字
[00:02:26.500 --> 00:02:27.500]  對了
[00:02:27.500 --> 00:02:29.500]  第一摩西下山的時候
[00:02:29.500 --> 00:02:30.500]  拿著兩塊石板
[00:02:30.500 --> 00:02:32.500]  所以不會是
[00:02:32.500 --> 00:02:34.500]  兩個 copy 神要一塊
[00:02:34.500 --> 00:02:35.500]  人要一塊
[00:02:35.500 --> 00:02:36.500]  第二
[00:02:36.500 --> 00:02:38.000]  大家看到
[00:02:38.000 --> 00:02:40.500]  石板是兩邊都有字的
[00:02:40.500 --> 00:02:42.500]  即是一塊石板的面 底
[00:02:42.500 --> 00:02:44.500]  第二塊石板的面和底
[00:02:44.500 --> 00:02:46.500]  都是寫到有字的
[00:02:46.500 --> 00:02:48.000]  所以如果剛才的版本
[00:02:48.000 --> 00:02:50.500]  無論是你看到有四個 六個
[00:02:50.500 --> 00:02:52.000]  或者五個 五個
[00:02:52.000 --> 00:02:54.000]  你看得到都不應該
[00:02:54.000 --> 00:02:55.500]  因為你沒有留意到後面
[00:02:55.500 --> 00:02:58.500]  其實都有字的
[00:02:58.500 --> 00:03:00.500]  然後我再去看的時候
[00:03:00.500 --> 00:03:02.500]  為什麼我將所有的中文
[00:03:02.500 --> 00:03:03.500]  剛才讀的和合本
[00:03:03.500 --> 00:03:05.500]  擺滿一大堆字呢
[00:03:05.500 --> 00:03:08.500]  其實古代希伯來文就是這樣
[00:03:08.500 --> 00:03:10.500]  抄寫聖經是沒有章節
[00:03:10.500 --> 00:03:12.500]  沒有標點符號
[00:03:12.500 --> 00:03:14.500]  就是在四塊石板裡面
[00:03:14.500 --> 00:03:15.500]  抄完一塊
[00:03:15.500 --> 00:03:16.500]  前後
[00:03:16.500 --> 00:03:17.500]  即是神都是這樣
[00:03:17.500 --> 00:03:19.000]  前前後後這樣
[00:03:19.000 --> 00:03:21.000]  在整段的經文裡面
[00:03:21.000 --> 00:03:23.500]  大概有三百個希伯來字
[00:03:23.500 --> 00:03:25.500]  即是加起來有三百個希伯來字
[00:03:25.500 --> 00:03:27.500]  但是剛才如果你特別留意
[00:03:27.500 --> 00:03:30.500]  由第一屆讀到第四屆
[00:03:30.500 --> 00:03:32.500]  已經差不多佔了
[00:03:32.500 --> 00:03:34.500]  全個三百多字裡面的
[00:03:34.500 --> 00:03:36.500]  差不多四分之三
[00:03:36.500 --> 00:03:37.500]  為什麼呢
[00:03:37.500 --> 00:03:39.500]  因為第二屆和第四屆是很長的
[00:03:39.500 --> 00:03:41.500]  數起來都各有
[00:03:41.500 --> 00:03:43.500]  差不多九十個希伯來字的
[00:03:43.500 --> 00:03:45.500]  所以呢
[00:03:45.500 --> 00:03:47.500]  如果你說按著我們去想
[00:03:47.500 --> 00:03:50.500]  神比這個十屆美摩西
[00:03:50.500 --> 00:03:52.500]  就是一直這樣抄寫
[00:03:52.500 --> 00:03:54.500]  寫到第四屆
[00:03:54.500 --> 00:03:56.500]  已經差不多開到第四頁了
[00:03:56.500 --> 00:03:58.500]  三頁已經寫到滿了
[00:03:58.500 --> 00:04:00.500]  然後你看到當孝敬父母開始
[00:04:00.500 --> 00:04:03.500]  一直到最後其實就很短的
[00:04:03.500 --> 00:04:04.500]  所以呢
[00:04:04.500 --> 00:04:06.500]  可能就在第四頁
[00:04:06.500 --> 00:04:09.500]  這個是我的版本
[00:04:09.500 --> 00:04:10.500]  大家不知道接不接受
[00:04:10.500 --> 00:04:13.500]  如果不接受都不起勿插
[00:04:13.500 --> 00:04:14.500]  你自己來有自己
[00:04:14.500 --> 00:04:16.500]  繼續你自己的版本
[00:04:16.500 --> 00:04:17.500]  但是
[00:04:17.500 --> 00:04:19.500]  亦都因為這樣
[00:04:19.500 --> 00:04:21.500]  大家方便大家記
[00:04:21.500 --> 00:04:22.500]  讀了一大堆字
[00:04:22.500 --> 00:04:23.500]  大家都不知道哪個
[00:04:23.500 --> 00:04:25.500]  哪條誡命打哪條誡命
[00:04:25.500 --> 00:04:27.500]  我都做了一個簡短的 summary
[00:04:27.500 --> 00:04:28.500]  在下一版裡面
[00:04:28.500 --> 00:04:30.500]  大家去重溫一下
[00:04:30.500 --> 00:04:31.500]  很簡單的
[00:04:31.500 --> 00:04:35.500]  很容易就記到這個十條誡命
[00:04:35.500 --> 00:04:36.500]  為什麼呢
[00:04:36.500 --> 00:04:37.500]  神要和
[00:04:37.500 --> 00:04:38.500]  又想一下
[00:04:38.500 --> 00:04:40.500]  為什麼神要和人分享
[00:04:40.500 --> 00:04:42.500]  去頒佈誡命呢
[00:04:42.500 --> 00:04:43.500]  和以色列文
[00:04:43.500 --> 00:04:44.500]  就是想回
[00:04:44.500 --> 00:04:46.500]  其實以色列文在埃及圍爐
[00:04:46.500 --> 00:04:47.500]  四百幾年
[00:04:47.500 --> 00:04:48.500]  幾百年
[00:04:48.500 --> 00:04:50.500]  他們一直受法老
[00:04:50.500 --> 00:04:55.500]  和埃及的律例的管治
[00:04:55.500 --> 00:04:56.500]  敬拜埃及的神
[00:04:56.500 --> 00:04:58.500]  敬拜埃及的偶像
[00:04:58.500 --> 00:05:00.500]  完全沒有自己的律法
[00:05:00.500 --> 00:05:01.500]  沒有自己的規條
[00:05:01.500 --> 00:05:03.500]  但是當他們出了埃及
[00:05:03.500 --> 00:05:05.500]  他進入神的國度
[00:05:05.500 --> 00:05:07.500]  所謂國有國法
[00:05:07.500 --> 00:05:08.500]  家有家規
[00:05:08.500 --> 00:05:10.500]  在一個新的國度裡面
[00:05:10.500 --> 00:05:12.500]  以色列文就要有新的律法
[00:05:12.500 --> 00:05:18.500]  所以神就向他們頒佈這些誡命
[00:05:18.500 --> 00:05:21.500]  讓他們知道神喜悅什麼
[00:05:21.500 --> 00:05:23.500]  神體重一些什麼
[00:05:23.500 --> 00:05:26.500]  他們要跟隨著神的時候
[00:05:26.500 --> 00:05:28.500]  有些什麼他們要做
[00:05:28.500 --> 00:05:31.500]  就得到神的喜悅
[00:05:31.500 --> 00:05:34.500]  所以在春埃及的二十章開始的時候
[00:05:34.500 --> 00:05:36.500]  我們剛才從第三節開始讀
[00:05:36.500 --> 00:05:38.500]  我們現在讀前一節
[00:05:38.500 --> 00:05:39.500]  第二節神開始
[00:05:39.500 --> 00:05:41.500]  怎樣和以色列人說
[00:05:41.500 --> 00:05:43.500]  我們一起讀這段經文
[00:05:43.500 --> 00:05:45.500]  我是耶和華你的神
[00:05:45.500 --> 00:05:47.500]  曾經把你從埃及地
[00:05:47.500 --> 00:05:50.500]  從圍爐之家領出來
[00:05:50.500 --> 00:05:54.500]  我們看到神去宣佈誡命之前
[00:05:54.500 --> 00:05:56.500]  他首先去宣告恩典
[00:05:56.500 --> 00:05:58.500]  他再提醒以色列人
[00:05:58.500 --> 00:06:00.500]  是我耶和華你的神
[00:06:00.500 --> 00:06:05.500]  將你們從埃及圍爐之家領出來
[00:06:05.500 --> 00:06:08.500]  所以看到神一切的要求
[00:06:08.500 --> 00:06:10.500]  對人一切的要求
[00:06:10.500 --> 00:06:12.500]  一切律法的根本
[00:06:12.500 --> 00:06:14.500]  就是出於神的愛
[00:06:14.500 --> 00:06:16.500]  神愛世人
[00:06:16.500 --> 00:06:20.500]  先有恩典再有律法
[00:06:20.500 --> 00:06:22.500]  而十誡
[00:06:22.500 --> 00:06:24.500]  我們去看十誡
[00:06:24.500 --> 00:06:26.500]  也不是一些最早
[00:06:26.500 --> 00:06:28.500]  或者最重要的十條誡命
[00:06:28.500 --> 00:06:30.500]  我們給這個題目叫做
[00:06:30.500 --> 00:06:32.500]  一切律法的總綱
[00:06:32.500 --> 00:06:34.500]  所有其實在這十誡裏面
[00:06:34.500 --> 00:06:36.500]  可以找到一切神的本性
[00:06:36.500 --> 00:06:38.500]  無論是祂的聖潔
[00:06:38.500 --> 00:06:39.500]  祂的公義
[00:06:39.500 --> 00:06:40.500]  祂的慈愛
[00:06:40.500 --> 00:06:41.500]  祂的信實
[00:06:41.500 --> 00:06:43.500]  是神的指明生活信仰裏面的基礎
[00:06:43.500 --> 00:06:45.500]  以及準則
[00:06:45.500 --> 00:06:47.500]  而神的話神的誡命
[00:06:47.500 --> 00:06:49.500]  也不會因著時間
[00:06:49.500 --> 00:06:51.500]  因著空間而改變
[00:06:51.500 --> 00:06:52.500]  很多人問
[00:06:52.500 --> 00:06:54.500]  幾千年前所頒佈的律例
[00:06:54.500 --> 00:06:57.500]  對我們今天還有沒有什麼意義呢
[00:06:57.500 --> 00:07:00.500]  我們回顧當耶穌在世上的時候
[00:07:00.500 --> 00:07:02.500]  祂自己親自這樣說
[00:07:02.500 --> 00:07:04.500]  祂說不要以為
[00:07:04.500 --> 00:07:06.500]  我要來是廢掉律法
[00:07:06.500 --> 00:07:09.500]  祂來是要成全
[00:07:09.500 --> 00:07:10.500]  成全律法
[00:07:10.500 --> 00:07:12.500]  祂不是來廢掉律法
[00:07:12.500 --> 00:07:14.500]  祂說神是愛
[00:07:14.500 --> 00:07:15.500]  耶穌是愛
[00:07:15.500 --> 00:07:17.500]  但是耶穌也在地上
[00:07:17.500 --> 00:07:18.500]  吩咐我們
[00:07:18.500 --> 00:07:21.500]  要遵守神的律法和誡命
[00:07:21.500 --> 00:07:23.500]  耶穌同時在馬太福音
[00:07:23.500 --> 00:07:25.500]  說過
[00:07:25.500 --> 00:07:27.500]  說過這個大誡命
[00:07:27.500 --> 00:07:29.500]  有一個叫做The Great Commandment
[00:07:29.500 --> 00:07:30.500]  我們一起讀
[00:07:30.500 --> 00:07:31.500]  馬太福音的
[00:07:31.500 --> 00:07:34.500]  二十二章的三十七至四十節
[00:07:34.500 --> 00:07:35.500]  一二三
[00:07:35.500 --> 00:07:40.500]  你要盡心盡性盡意愛主你的神
[00:07:40.500 --> 00:07:42.500]  這是誡命中的第一
[00:07:42.500 --> 00:07:44.500]  且是最大的
[00:07:44.500 --> 00:07:46.500]  其次也相仿
[00:07:46.500 --> 00:07:48.500]  就是要愛人如己
[00:07:48.500 --> 00:07:54.500]  這兩條誡命是律法和先知一切道理的總綱
[00:07:54.500 --> 00:07:57.500]  而提摩太前書也提醒我們
[00:07:57.500 --> 00:07:59.500]  命令的總歸
[00:07:59.500 --> 00:08:00.500]  命令的目的
[00:08:00.500 --> 00:08:02.500]  就是愛
[00:08:02.500 --> 00:08:06.500]  所以今天我嘗試把十誡分成三個類別
[00:08:06.500 --> 00:08:07.500]  就是按照大誡命
[00:08:07.500 --> 00:08:10.500]  耶穌所吩咐我們要遵守的
[00:08:10.500 --> 00:08:12.500]  包括我們要愛神
[00:08:12.500 --> 00:08:15.500]  我們要愛自己和愛人
[00:08:15.500 --> 00:08:20.500]  去和大家分享十誡的一個概論
[00:08:20.500 --> 00:08:21.500]  第一
[00:08:21.500 --> 00:08:24.500]  我們要愛主我們的神
[00:08:24.500 --> 00:08:28.500]  包括了頭三個誡命
[00:08:28.500 --> 00:08:33.500]  再下一章
[00:08:33.500 --> 00:08:36.500]  耶穌吩咐我們要盡心盡意
[00:08:36.500 --> 00:08:38.500]  盡性的愛我們的主
[00:08:38.500 --> 00:08:40.500]  也在第一條誡命
[00:08:40.500 --> 00:08:42.500]  神說祂是獨一的
[00:08:42.500 --> 00:08:44.500]  在我們信徒的群體
[00:08:44.500 --> 00:08:46.500]  絕對成立的
[00:08:46.500 --> 00:08:49.500]  在神給我們的這條誡命
[00:08:49.500 --> 00:08:51.500]  神是獨一的真神
[00:08:51.500 --> 00:08:52.500]  正如
[00:08:52.500 --> 00:08:55.500]  我們爸爸是我獨一的爸爸
[00:08:55.500 --> 00:08:57.500]  其他的男人都不是
[00:08:57.500 --> 00:09:01.500]  你嘗試在你爸爸面前
[00:09:01.500 --> 00:09:03.500]  叫其他男人做爸爸
[00:09:03.500 --> 00:09:05.500]  你嘗試一下有什麼後果
[00:09:05.500 --> 00:09:08.500]  昨天立刻有回應
[00:09:08.500 --> 00:09:10.500]  給了一個手勢給我
[00:09:10.500 --> 00:09:13.500]  就是這樣
[00:09:13.500 --> 00:09:17.500]  所以神去成為他們的天父
[00:09:17.500 --> 00:09:19.500]  成為以色列人的主
[00:09:19.500 --> 00:09:22.500]  祂要吩咐和以色列人要有一個忠誠
[00:09:22.500 --> 00:09:24.500]  神與人立約
[00:09:24.500 --> 00:09:27.500]  就好像婚姻的盟誓一樣
[00:09:27.500 --> 00:09:30.500]  是要彼此忠誠
[00:09:30.500 --> 00:09:32.500]  所以神的獨一性
[00:09:32.500 --> 00:09:36.500]  是祂要吩咐以色列人一定要記住
[00:09:36.500 --> 00:09:39.500]  因為以色列他們出埃及
[00:09:39.500 --> 00:09:41.500]  以色列在埃及地的時候
[00:09:41.500 --> 00:09:43.500]  是一個多神的文化
[00:09:43.500 --> 00:09:46.500]  和我們傳統的中國人一樣
[00:09:46.500 --> 00:09:48.500]  是多神的文化
[00:09:48.500 --> 00:09:49.500]  他們會覺得
[00:09:49.500 --> 00:09:51.500]  以為每一個神都在天上
[00:09:51.500 --> 00:09:53.500]  有很多不同的神
[00:09:53.500 --> 00:09:55.500]  每一個神都有不同的角色
[00:09:55.500 --> 00:09:56.500]  這個就管這個
[00:09:56.500 --> 00:09:58.500]  那個就管那個
[00:09:58.500 --> 00:10:01.500]  於是不妨信多幾個神
[00:10:01.500 --> 00:10:02.500]  拜多幾個神
[00:10:02.500 --> 00:10:04.500]  我就得多些祝福
[00:10:04.500 --> 00:10:05.500]  這個又得福
[00:10:05.500 --> 00:10:06.500]  那個又得福
[00:10:06.500 --> 00:10:09.500]  其實最終結果的神就是你自己
[00:10:09.500 --> 00:10:15.500]  所有的神都是來讓你得福
[00:10:15.500 --> 00:10:19.500]  所以當時叫以色列人信多個耶和華
[00:10:19.500 --> 00:10:21.500]  對他們來說真的不是很難
[00:10:21.500 --> 00:10:23.500]  叫他們信就信
[00:10:23.500 --> 00:10:24.500]  反正我都信了二十個神
[00:10:24.500 --> 00:10:26.500]  不妨再信第二十一個
[00:10:26.500 --> 00:10:28.500]  但是
[00:10:28.500 --> 00:10:32.500]  所以神第一樣要吩咐的就是
[00:10:32.500 --> 00:10:34.500]  除我以外
[00:10:34.500 --> 00:10:36.500]  不可有別的神
[00:10:36.500 --> 00:10:39.500]  當我們能夠找到我們生命的主宰
[00:10:39.500 --> 00:10:41.500]  生命最真實那個的時候
[00:10:41.500 --> 00:10:43.500]  其他那些都是
[00:10:43.500 --> 00:10:45.500]  都是假的
[00:10:45.500 --> 00:10:47.500]  就成為了以色列人
[00:10:47.500 --> 00:10:50.500]  和我們一個很顛覆的
[00:10:50.500 --> 00:10:53.500]  和一個很重要的誡命
[00:10:53.500 --> 00:10:54.500]  這個是第一屆
[00:10:54.500 --> 00:10:57.500]  除我以外不可有別的神
[00:10:57.500 --> 00:11:00.500]  第二屆就是不要為自己
[00:11:00.500 --> 00:11:02.500]  即是為神去挑剋任何的偶像
[00:11:02.500 --> 00:11:05.500]  亦都不要為自己
[00:11:05.500 --> 00:11:09.500]  有任何去跪拜那些偶像
[00:11:09.500 --> 00:11:11.500]  約翰福音四章二十四節
[00:11:11.500 --> 00:11:15.500]  耶穌對井旁的婦人的對話說到
[00:11:15.500 --> 00:11:17.500]  祂說神是個靈
[00:11:17.500 --> 00:11:21.500]  所以敬拜祂要用心靈誠實去敬拜祂
[00:11:21.500 --> 00:11:26.500]  成為了這個第二條誡命的核心
[00:11:26.500 --> 00:11:29.500]  神學家J.I. Packer亦都說過
[00:11:29.500 --> 00:11:31.500]  誡命是禁止我們把真神
[00:11:31.500 --> 00:11:34.500]  造成一個和我們相似
[00:11:34.500 --> 00:11:38.500]  或者比我們更加低層次的東西
[00:11:38.500 --> 00:11:41.500]  即是不可以按著我們人的智慧
[00:11:41.500 --> 00:11:45.500]  去為神去做任何的象
[00:11:45.500 --> 00:11:47.500]  所以我們今天敬拜神
[00:11:47.500 --> 00:11:48.500]  我們心靈誠實
[00:11:48.500 --> 00:11:50.500]  我們去敬拜祂
[00:11:50.500 --> 00:11:51.500]  我們去跟祂禱告
[00:11:51.500 --> 00:11:53.500]  我們不需要去一個實體
[00:11:53.500 --> 00:11:55.500]  有一個形象給我們看到
[00:11:55.500 --> 00:11:58.500]  以色列人當時做金牛毒
[00:11:58.500 --> 00:12:00.500]  以為可以代表到神的形象
[00:12:00.500 --> 00:12:05.500]  結果神就向他們發烈露
[00:12:05.500 --> 00:12:07.500]  所以神再一次提醒我們
[00:12:07.500 --> 00:12:10.500]  我們用心靈誠實去敬拜祂
[00:12:10.500 --> 00:12:13.500]  亦都不要敬拜任何在我們生命裏面
[00:12:13.500 --> 00:12:15.500]  這些有形無形的偶像
[00:12:15.500 --> 00:12:18.500]  成為了我們的別神
[00:12:18.500 --> 00:12:19.500]  這些包括了
[00:12:19.500 --> 00:12:22.500]  如果你說我們看重金錢
[00:12:22.500 --> 00:12:23.500]  看重名利
[00:12:23.500 --> 00:12:24.500]  看重權勢
[00:12:24.500 --> 00:12:26.500]  看重虛榮
[00:12:26.500 --> 00:12:29.500]  成為了我們心目中的偶像
[00:12:29.500 --> 00:12:31.500]  甚至乎我們看重我們的兒女
[00:12:31.500 --> 00:12:33.500]  看重我們的配偶
[00:12:33.500 --> 00:12:35.500]  看重其他世上的東西
[00:12:35.500 --> 00:12:36.500]  多過我們看重神的話
[00:12:36.500 --> 00:12:40.500]  這些都成為了我們的別神
[00:12:40.500 --> 00:12:41.500]  第二屆提醒我們
[00:12:41.500 --> 00:12:44.500]  我們單單敬拜這個
[00:12:44.500 --> 00:12:48.500]  我們三一的真神
[00:12:48.500 --> 00:12:50.500]  聖父聖子聖靈
[00:12:50.500 --> 00:12:54.500]  而第三屆亦都跟我們說
[00:12:54.500 --> 00:12:57.500]  叫我們不要妄稱耶和華的名
[00:12:57.500 --> 00:13:00.500]  神的名是應當給我們尊重的
[00:13:00.500 --> 00:13:01.500]  當我們有意識
[00:13:01.500 --> 00:13:02.500]  我們去敬拜祂
[00:13:02.500 --> 00:13:03.500]  我們讚美祂的時候
[00:13:03.500 --> 00:13:06.500]  我們可以高舉耶和華的名
[00:13:06.500 --> 00:13:09.500]  但是不要將祂的名
[00:13:09.500 --> 00:13:12.500]  隨隨便便地呼喊發誓
[00:13:12.500 --> 00:13:13.500]  世俗
[00:13:13.500 --> 00:13:15.500]  出到去世界
[00:13:15.500 --> 00:13:16.500]  很多時
[00:13:16.500 --> 00:13:18.500]  有很多人拿了神的名來玩
[00:13:18.500 --> 00:13:22.500]  拿了神的名來隨隨便便地講
[00:13:22.500 --> 00:13:24.500]  作為在語詞等等
[00:13:24.500 --> 00:13:25.500]  但是
[00:13:25.500 --> 00:13:28.500]  耶穌在新約裡面跟我們說
[00:13:28.500 --> 00:13:31.500]  不是每一個稱呼做主啊主啊的人
[00:13:31.500 --> 00:13:34.500]  都可以進到天國
[00:13:34.500 --> 00:13:35.500]  所以頭三屆
[00:13:35.500 --> 00:13:36.500]  要我們再一次對準
[00:13:36.500 --> 00:13:38.500]  我們那位獨一的真神
[00:13:38.500 --> 00:13:39.500]  我們要尊崇祂
[00:13:39.500 --> 00:13:41.500]  我們要敬拜祂
[00:13:41.500 --> 00:13:43.500]  不是單單說我們愛祂就可以
[00:13:43.500 --> 00:13:45.500]  我們要尊崇祂的誡命
[00:13:45.500 --> 00:13:46.500]  就是我們要學習
[00:13:46.500 --> 00:13:47.500]  我們要去榮耀
[00:13:47.500 --> 00:13:48.500]  我們尊崇
[00:13:48.500 --> 00:13:51.500]  我們將最大的榮耀歸還給祂
[00:13:51.500 --> 00:13:53.500]  這個是頭三屆
[00:13:53.500 --> 00:13:55.500]  要我們去學習的
[00:13:55.500 --> 00:13:57.500]  然後接著第四第五屆
[00:13:57.500 --> 00:13:58.500]  我給第二個分類
[00:13:58.500 --> 00:14:03.500]  就是我們要學會愛自己
[00:14:03.500 --> 00:14:07.500]  愛自己並不是一個自私的行為
[00:14:07.500 --> 00:14:09.500]  弟兄姊妹
[00:14:09.500 --> 00:14:11.500]  我首先跟大家讀一段聖經
[00:14:11.500 --> 00:14:13.500]  哥林多前書六章十九節
[00:14:13.500 --> 00:14:18.500]  你們豈不知道你們的身體是聖靈的殿嗎
[00:14:18.500 --> 00:14:19.500]  是呀
[00:14:19.500 --> 00:14:22.500]  原來愛惜自己
[00:14:22.500 --> 00:14:25.500]  就是將神的家打掃得乾乾淨淨
[00:14:25.500 --> 00:14:26.500]  無論你的肉身
[00:14:26.500 --> 00:14:27.500]  你的身體
[00:14:27.500 --> 00:14:28.500]  無論你的情緒
[00:14:28.500 --> 00:14:29.500]  你的心靈
[00:14:29.500 --> 00:14:31.500]  你的靈命
[00:14:31.500 --> 00:14:34.500]  聖靈可以在裡面安然居住
[00:14:34.500 --> 00:14:35.500]  很想告訴你
[00:14:35.500 --> 00:14:38.500]  我們的聖靈很喜歡邀請他的朋友
[00:14:38.500 --> 00:14:40.500]  來他的家裡坐坐
[00:14:40.500 --> 00:14:43.500]  所以就要視乎我們
[00:14:43.500 --> 00:14:45.500]  有沒有好好地為我們的聖靈
[00:14:45.500 --> 00:14:51.500]  好好地預備他的家給他的朋友
[00:14:51.500 --> 00:14:56.500]  當聖靈將人帶到我們面前的時候
[00:14:56.500 --> 00:15:02.500]  我們的生命就是成為神的一個美好的見證
[00:15:02.500 --> 00:15:05.500]  所以藉著我們的生命
[00:15:05.500 --> 00:15:09.500]  就可以彰顯到神的愛
[00:15:09.500 --> 00:15:12.500]  但是如果我們的生命一塌糊塗
[00:15:12.500 --> 00:15:13.500]  亂七八糟
[00:15:13.500 --> 00:15:16.500]  當聖靈將人帶到我們面前的時候
[00:15:16.500 --> 00:15:18.500]  我們就是丟神的架
[00:15:18.500 --> 00:15:21.500]  我們就是讓聖靈蒙羞
[00:15:21.500 --> 00:15:22.500]  所以弟兄姊妹
[00:15:22.500 --> 00:15:24.500]  愛人如己
[00:15:24.500 --> 00:15:26.500]  這件事是耶穌的教導
[00:15:26.500 --> 00:15:32.500]  我們要學習愛其他人
[00:15:32.500 --> 00:15:34.500]  首先我們要懂得愛自己
[00:15:34.500 --> 00:15:36.500]  我們不要說
[00:15:36.500 --> 00:15:39.500]  我們經常說要去關心這個關心那個
[00:15:39.500 --> 00:15:40.500]  我們又要愛神
[00:15:40.500 --> 00:15:43.500]  接著我們又要去愛剪
[00:15:43.500 --> 00:15:46.500]  我們又要去關心鄰舍
[00:15:46.500 --> 00:15:48.500]  但是中間忽略了一個橋樑
[00:15:48.500 --> 00:15:50.500]  我們自己都不懂得愛自己
[00:15:50.500 --> 00:15:52.500]  我們糟蹋自己的身體
[00:15:52.500 --> 00:15:56.500]  讓我們自己的身體耗盡
[00:15:56.500 --> 00:15:59.500]  我們亦都不好好管理我們的情緒
[00:15:59.500 --> 00:16:02.500]  而且我們和神的關係
[00:16:02.500 --> 00:16:03.500]  我們的靈命
[00:16:03.500 --> 00:16:05.500]  又不好好管理的時候
[00:16:05.500 --> 00:16:08.500]  我們不懂得怎樣去關心其他人
[00:16:08.500 --> 00:16:11.500]  我們不懂得怎樣去愛惜其他人
[00:16:11.500 --> 00:16:14.500]  所以我們在這裡看這兩條誡命
[00:16:14.500 --> 00:16:16.500]  我們看看怎樣神吩咐我們
[00:16:16.500 --> 00:16:18.500]  要學習愛自己
[00:16:18.500 --> 00:16:22.500]  第四屆是講當守安息日
[00:16:22.500 --> 00:16:27.500]  在過往的人看上去是一條很神聖的誡命
[00:16:27.500 --> 00:16:28.500]  因為是神所設立的
[00:16:28.500 --> 00:16:29.500]  沒錯的
[00:16:29.500 --> 00:16:30.500]  但是當守安息日
[00:16:30.500 --> 00:16:33.500]  其實得益的那個亦都是我們自己
[00:16:33.500 --> 00:16:35.500]  我們先看經文
