
[00:00:00.000 --> 00:00:10.880]  所以那個土人和這個年輕人就開槍殺死了一隻雄獅,打傷了一隻雄獅,有一隻母獅跑走了
[00:06:52.560 --> 00:06:57.840]  說明因為在你的內心裡面認同他當時的環境
[00:06:57.840 --> 00:07:00.880]  認同他當時所遭遇的事情
[00:07:00.880 --> 00:07:05.520]  也認同他這個人在你心目中的位置
[00:07:05.520 --> 00:07:08.080]  各位,這個很重要
[00:07:08.080 --> 00:07:12.720]  在聖經裡面有一位
[00:07:12.720 --> 00:07:17.120]  他是對我們人做出最大的認同
[00:07:17.120 --> 00:07:24.800]  他也是對我們人怎麼樣去認同別人的最好的榜樣
[00:07:24.800 --> 00:07:26.320]  那個人是誰呢?
[00:07:26.320 --> 00:07:30.880]  那個人就是主耶穌基督
[00:07:30.880 --> 00:07:36.320]  聖經在以賽亞書的53章12節裡面怎麼去形容耶穌呢?
[00:07:36.320 --> 00:07:41.040]  聖經說,他將命擒倒,以至於死
[00:07:41.040 --> 00:07:44.000]  他被列在罪犯之中
[00:07:44.000 --> 00:07:51.280]  他卻擔當多人的罪,又為罪犯禱求
[00:07:51.280 --> 00:07:57.200]  我們大家都知道,主耶穌基督來到這個世界上的目的是為什麼?
[00:07:57.200 --> 00:07:59.200]  耶穌不是說,哎呀
[00:07:59.200 --> 00:08:04.880]  因為在天上上帝說,耶穌啊,我給你放假33年
[00:08:04.880 --> 00:08:07.360]  你可以隨便去什麼地方
[00:08:07.360 --> 00:08:09.520]  耶穌最後選擇的呢?
[00:08:09.520 --> 00:08:12.160]  他是在人間游走一番
[00:08:12.160 --> 00:08:16.240]  來到人間呢?他也不來美國,他也不來中國
[00:08:16.240 --> 00:08:22.080]  他卻來到了一個我們看似非常荒漠的地方
[00:08:22.080 --> 00:08:26.320]  加利利那個地方,以色列那個地方
[00:08:26.320 --> 00:08:31.120]  所以在那個地方,耶穌說不經意中做成了一件事情
[00:08:31.120 --> 00:08:33.040]  卻上了死之架
[00:08:33.040 --> 00:08:38.480]  並且這件事情帶來了所有全人類的祝福
[00:08:38.480 --> 00:08:42.320]  是不是這樣?並不是這樣
[00:08:42.320 --> 00:08:44.880]  各位,聖經裡面很清楚地告訴我們說
[00:08:44.880 --> 00:08:47.040]  耶穌來到這個世界上面
[00:08:47.040 --> 00:08:52.320]  他真正的目的,在人類沒有被創造以前的時候
[00:08:52.320 --> 00:08:54.640]  已經預定要他這麼去做
[00:08:54.640 --> 00:08:55.760]  幹什麼呢?
[00:08:55.760 --> 00:09:02.160]  他來到這個世界的目的,就是為了我們這些罪人
[00:09:02.160 --> 00:09:03.520]  但是你知道
[00:09:03.520 --> 00:09:09.600]  如果說,耶穌說我來到這個世界為了這些罪人
[00:09:09.600 --> 00:09:16.320]  那如果上帝說,第二位格的聖子
[00:09:16.320 --> 00:09:19.840]  耶穌,你來到這個世界上面
[00:09:19.840 --> 00:09:24.320]  為了他們的罪,而掛在死者上面
[00:09:24.320 --> 00:09:27.040]  但是聖經裡面明確告訴我們說
[00:09:27.040 --> 00:09:30.720]  父子聖靈他們是同等的
[00:09:30.720 --> 00:09:32.160]  耶穌可不可以這麼講
[00:09:32.160 --> 00:09:36.320]  聖子說,聖父、聖靈,為什麼你叫我去?
[00:09:36.320 --> 00:09:40.400]  為什麼你們不去?為什麼要我去呢?
[00:09:40.400 --> 00:09:42.080]  各位,如果這樣的話
[00:09:42.080 --> 00:09:45.360]  從理論上來講,可以不可以?
[00:09:45.360 --> 00:09:46.000]  好像可以嘛
[00:09:46.000 --> 00:09:48.720]  如果我們大家在一起的,我們都是基督徒
[00:09:48.720 --> 00:09:50.960]  那這個事情說,哎呀,你要去做吧
[00:09:50.960 --> 00:09:53.120]  你說,為什麼你偏偏要我去做呢?
[00:09:53.120 --> 00:09:56.160]  你們幾個去做也可以啊,為什麼不可以去做呢?
[00:09:56.160 --> 00:09:58.080]  從理論上是可以的
[00:09:58.080 --> 00:10:00.880]  但是你從聖經裡面告訴我們說
[00:10:00.880 --> 00:10:04.960]  耶穌本來與神同等
[00:10:04.960 --> 00:10:14.320]  但並沒有如此跟祂說,我不去做
[00:10:14.320 --> 00:10:18.640]  乃是祂甘願捨己來到這個世界上面
[00:10:18.640 --> 00:10:20.560]  祂來到這個世界上面
[00:10:20.560 --> 00:10:24.720]  祂對我們人類有充分的認同
[00:10:24.720 --> 00:10:26.560]  祂認同什麼?
[00:10:26.560 --> 00:10:29.360]  祂本來是神
[00:10:29.360 --> 00:10:31.600]  祂本來是聖潔的
[00:10:31.600 --> 00:10:33.840]  祂本來是公義的
[00:10:33.840 --> 00:10:36.640]  祂卻要來到我們的中間
[00:10:36.640 --> 00:10:39.840]  變成像我們一樣的
[00:10:39.840 --> 00:10:42.560]  聖經裡面告訴我們說
[00:10:42.560 --> 00:10:49.040]  祂像我們一樣成為罪人的形象
[00:10:49.040 --> 00:10:53.520]  祂來到這個世界上面成為罪人的形象的目的是為什麼?
[00:10:53.520 --> 00:10:55.280]  就要經歷我們
[00:10:55.280 --> 00:11:00.320]  我們怎麼樣在這個世界上面所經歷到的這麼多的瑕疵
[00:11:00.320 --> 00:11:02.240]  這麼多的捆綁
[00:11:02.240 --> 00:11:04.960]  祂在經歷那些之後
[00:11:04.960 --> 00:11:08.720]  也更好的在實假上面
[00:11:08.720 --> 00:11:12.640]  能在神的面前代替我們這些罪人
[00:11:12.640 --> 00:11:16.720]  付出他生命的代價
[00:11:16.720 --> 00:11:19.280]  各位你知道
[00:11:19.280 --> 00:11:22.000]  論同是帶導者
[00:11:22.000 --> 00:11:26.560]  我們第一條很重要的法則
[00:11:26.560 --> 00:11:28.320]  如果你不認同
[00:11:28.320 --> 00:11:32.800]  第一 也許你沒有帶導的動機
[00:11:32.800 --> 00:11:34.400]  你不認同
[00:11:34.400 --> 00:11:42.880]  第二 你也不會很懇切的為他寫上禱告
[00:11:42.880 --> 00:11:46.560]  各位你知道很多的人
[00:11:46.560 --> 00:11:50.320]  在禱告的過程裡面
[00:11:50.320 --> 00:11:52.160]  他總會怎麼樣呢?
[00:11:52.160 --> 00:11:56.480]  比如說一個人在一段時間裡面
[00:11:56.480 --> 00:11:58.080]  可能遭遇了很多的環境
[00:11:58.080 --> 00:12:00.880]  他變得很痛苦
[00:12:00.880 --> 00:12:04.720]  在經歷很痛苦的時間裡面
[00:12:04.720 --> 00:12:07.360]  很多人過去禱告的怎麼樣呢?
[00:12:07.360 --> 00:12:09.920]  我發現很多人過去並不是禱告
[00:12:09.920 --> 00:12:13.120]  可能首先給他說教一番
[00:12:13.120 --> 00:12:14.880]  你為什麼這樣呢?
[00:12:14.880 --> 00:12:16.080]  你應該那樣做的
[00:12:16.080 --> 00:12:17.520]  你不應該這樣的
[00:12:17.520 --> 00:12:21.360]  這件事情對你來講也沒有什麼大不了的
[00:12:21.360 --> 00:12:23.280]  結果你知道說教了一番
[00:12:23.280 --> 00:12:24.880]  再去為他禱告
[00:12:24.880 --> 00:12:27.680]  你發現那個時候對一個帶導者
[00:12:27.680 --> 00:12:30.160]  他的內心來講
[00:12:30.160 --> 00:12:31.840]  說白了
[00:12:31.840 --> 00:12:34.400]  他的內心的感受是怎麼樣?
[00:12:34.400 --> 00:12:36.480]  你一開始說他很多都不對
[00:12:36.480 --> 00:12:37.600]  結果你在禱告的時候
[00:12:37.600 --> 00:12:39.360]  你禱告得好像非常有能力
[00:12:39.360 --> 00:12:41.680]  你一定幫助他
[00:12:41.680 --> 00:12:43.680]  你一定來抑制他
[00:12:43.680 --> 00:12:44.800]  很多時候我會感覺到
[00:12:44.800 --> 00:12:46.800]  這些人禱告是怎麼樣?
[00:12:46.800 --> 00:12:48.320]  他的禱告並不是因為
[00:12:48.320 --> 00:12:53.200]  他內心對這個帶導者的認同而發出來的
[00:12:53.200 --> 00:12:57.040]  他並不是
[00:12:57.040 --> 00:12:58.560]  那是因為什麼?
[00:12:58.560 --> 00:13:00.880]  我們經歷很多人的禱告是什麼?
[00:13:00.880 --> 00:13:02.640]  禱告是一回事
[00:13:02.640 --> 00:13:08.560]  我心裡的想法又是另外一回事
[00:13:08.560 --> 00:13:09.600]  你發現我們基督徒
[00:13:09.600 --> 00:13:15.600]  禱告是我們偽裝自己最好的方法
[00:13:15.600 --> 00:13:17.120]  有人過來要你幫助
[00:13:17.120 --> 00:13:20.080]  你就告訴他我為你禱告吧
[00:13:20.080 --> 00:13:21.520]  有人犯難的時候
[00:13:21.520 --> 00:13:23.520]  你說我為你禱告吧
[00:13:23.520 --> 00:13:25.120]  很多時候你說我什麼也幫不了
[00:13:25.120 --> 00:13:26.720]  我就為你禱告吧
[00:13:26.720 --> 00:13:29.040]  各位你知道禱告固然很好
[00:13:29.040 --> 00:13:30.320]  很多的時候
[00:13:30.320 --> 00:13:34.320]  禱告成為我們對他這個人的認同
[00:13:34.320 --> 00:13:36.080]  對他所經歷的認同
[00:13:36.080 --> 00:13:40.640]  以及你要做出一些實際行動的愛心的
[00:13:40.640 --> 00:13:44.400]  很多很好的藉口
[00:13:44.400 --> 00:13:46.960]  各位如果是這樣的話
[00:13:46.960 --> 00:13:52.080]  你不能成為帶導者
[00:13:52.080 --> 00:13:54.640]  我跟大家講一個經歷
[00:13:54.640 --> 00:13:56.960]  以前我在北京的教會的時候
[00:13:56.960 --> 00:13:58.480]  我們北京的教會很大
[00:13:58.480 --> 00:14:01.680]  有三千多人的一個教會
[00:14:01.680 --> 00:14:04.880]  但是我們很難過的是
[00:14:04.880 --> 00:14:06.400]  有一年
[00:14:06.400 --> 00:14:11.280]  一個諸位學老師在所有的諸位學團隊裡面
[00:14:11.280 --> 00:14:13.440]  是一個很好的姊妹
[00:14:13.440 --> 00:14:14.960]  諸位學講得很好
[00:14:14.960 --> 00:14:18.240]  大家對她的口碑也很好的一個姊妹
[00:14:18.240 --> 00:14:20.480]  突然就瘋了
[00:14:20.480 --> 00:14:25.200]  並且長得瘦瘦的一個姊妹
[00:14:25.200 --> 00:14:27.280]  結果變成力大無比
[00:14:27.280 --> 00:14:30.560]  那我們就知道那肯定是有魔鬼的作為
[00:14:30.560 --> 00:14:33.200]  那我們教會就一直在那裡禱告
[00:14:33.200 --> 00:14:34.720]  一直禱告
[00:14:34.720 --> 00:14:38.560]  但是我們知道我們的那種禱告
[00:14:38.560 --> 00:14:42.400]  並且好像是怎麼樣呢
[00:14:42.400 --> 00:14:44.720]  我們去為這個姊妹的禱告
[00:14:44.720 --> 00:14:47.280]  我們更多的是什麼
[00:14:47.280 --> 00:14:49.280]  我們更多的是上帝啊
[00:14:49.280 --> 00:14:51.360]  你讓那個鬼離開
[00:14:51.360 --> 00:14:57.760]  並且你不要讓這個姊妹變得更加的瘋瘋狂狂
[00:14:57.760 --> 00:15:00.320]  並且很多時候我們去禱告的時候
[00:15:00.320 --> 00:15:01.840]  我問了很多的人
[00:15:01.840 --> 00:15:04.400]  跪在那裡禱告的時候心裡面想的呢
[00:15:04.400 --> 00:15:06.720]  不是說哎呀這個姊妹很痛苦
[00:15:06.720 --> 00:15:09.760]  不是想的說哎呀這個姊妹在那個環境裡面怎麼辦呢
[00:15:09.760 --> 00:15:12.560]  很多時候想的說上帝啊會不會那個姊妹一瘋起來
[00:15:12.560 --> 00:15:15.920]  我跪下禱告她拿著刀砍我頭上下來呢
[00:15:15.920 --> 00:15:18.720]  為什麼因為那個姊妹真的做過的
[00:15:18.720 --> 00:15:21.280]  有些人去她家突然有一天她就拿了一把刀出來
[00:15:21.280 --> 00:15:23.440]  要砍那個人也做過的
[00:15:23.440 --> 00:15:26.400]  所以你跪在她家禱告你要閉上眼睛的時候
[00:15:26.400 --> 00:15:30.480]  你發現你不僅僅你那個時候你的內心裡面需要信心
[00:15:30.480 --> 00:15:35.600]  那個時候你的內心裡面你怎麼去克服你內心的那種恐懼啊
[00:15:35.600 --> 00:15:40.000]  各位那個時候你發現你的禱告有出發說姊妹
[00:15:40.000 --> 00:15:47.840]  我很認同她在那種環境裡面給魔鬼的壓制捆綁的痛苦
[00:15:47.840 --> 00:15:49.440]  有沒有
[00:15:49.440 --> 00:15:53.760]  我相信那個時候很多時候很多人不會感受到這一點
[00:15:53.760 --> 00:15:57.440]  但是後來那個姊妹回家了
[00:15:57.440 --> 00:15:59.600]  去了我們溫州的一個教堂
[00:15:59.600 --> 00:16:01.520]  就是我的本會
[00:16:01.520 --> 00:16:03.120]  因為我那個教堂呢很有名
[00:16:03.120 --> 00:16:05.520]  為什麼很有名呢在我們溫州很有名
[00:16:05.520 --> 00:16:10.640]  就是有人有絕症的或者說有很多人被鬼附著的
[00:16:10.640 --> 00:16:13.360]  你住在那個教堂裡面你住著一個禮拜
[00:16:13.360 --> 00:16:14.960]  大家為她禱告
[00:16:14.960 --> 00:16:18.400]  百分之七八十呢都是平安的走了
[00:16:18.400 --> 00:16:23.440]  所以一下子那個地方就比我們溫州的人民醫院還熱鬧
[00:16:23.440 --> 00:16:27.920]  有很多的人就過來後來呢那個姊妹這樣呢
[00:16:27.920 --> 00:16:30.320]  她的弟兄就問我說那怎麼辦呢
[00:16:30.320 --> 00:16:31.760]  我說要不要試一把
[00:16:31.760 --> 00:16:32.880]  他說怎麼試呢
[00:16:32.880 --> 00:16:37.680]  他說我說你把你這個姊妹送到我們那個教會去
[00:16:37.680 --> 00:16:41.360]  讓那些教會的帶導者們為她禱告
[00:16:41.360 --> 00:16:43.520]  結果你知道坐飛機不能坐
[00:16:43.520 --> 00:16:46.320]  為什麼因為說她精神病不能坐飛機嘛
[00:16:46.320 --> 00:16:48.640]  你知道自己開車下去也不可以
[00:16:48.640 --> 00:16:53.920]  一路開去那個北京路開車到溫州要十八個小時
[00:16:53.920 --> 00:16:55.120]  你說也沒法開
[00:16:55.120 --> 00:16:57.280]  結果她沒有辦法去火車裡面
[00:16:57.280 --> 00:17:01.520]  就是告訴火車那個買車票的人跟她說清楚
[00:17:01.520 --> 00:17:04.400]  她說我就買了那個軟臥的一個包階
[00:17:04.400 --> 00:17:05.760]  整個包階給她包好
[00:17:05.760 --> 00:17:06.800]  幾個人在那裡陪著
[00:17:06.800 --> 00:17:10.080]  就是不讓她跳窗戶也不讓她出那個門
[00:17:10.080 --> 00:17:12.080]  就這樣把她送回家
[00:17:12.080 --> 00:17:15.040]  但是你知道奇妙的事情發生了
[00:17:15.040 --> 00:17:18.560]  回家之後的回家的第三天
[00:17:18.560 --> 00:17:21.840]  那個姊妹就給我妻子打電話
[00:17:21.840 --> 00:17:24.000]  我們一開始以為說她還在那種病中
[00:17:24.000 --> 00:17:26.000]  所以不清楚就隨便打電話
[00:17:26.000 --> 00:17:28.640]  她給我妻子打電話說
[00:17:28.640 --> 00:17:32.960]  她說為什麼你們那個諸位學校的怎麼樣呢
[00:17:32.960 --> 00:17:34.880]  我怎麼突然直接回家了
[00:17:34.880 --> 00:17:36.480]  她不知道自己為什麼回家
[00:17:36.480 --> 00:17:38.480]  她說所有的一切都很平安
[00:17:38.480 --> 00:17:39.200]  都很清楚
[00:17:39.200 --> 00:17:41.280]  她不知道曾經在北京發生什麼事情
[00:17:41.280 --> 00:17:43.600]  也不知道自己怎麼回溫州老家的
[00:17:43.600 --> 00:17:44.960]  什麼也不知道
[00:17:44.960 --> 00:17:46.640]  結果平安了
[00:17:46.640 --> 00:17:48.560]  後來我回家的時候
[00:17:48.560 --> 00:17:50.000]  我去我們教會
[00:17:50.000 --> 00:17:52.880]  問我們教會的那些長輩們
[00:17:52.880 --> 00:17:54.240]  後來我就問他說
[00:17:54.240 --> 00:17:58.080]  如果遇到這樣的一個被鬼附著的一個姊妹
[00:17:58.080 --> 00:18:02.000]  我們怎麼樣去為她禱告呢
[00:18:02.000 --> 00:18:03.680]  她說
[00:18:03.680 --> 00:18:05.520]  第一
[00:18:05.520 --> 00:18:07.520]  她說你的禱告
[00:18:07.520 --> 00:18:10.160]  一定首先要認同這個人
[00:18:10.160 --> 00:18:13.120]  因為你禱告很重要的就是為這個人
[00:18:13.120 --> 00:18:15.760]  她說你要對這個人有認同
[00:18:15.760 --> 00:18:17.200]  她很痛苦
[00:18:17.200 --> 00:18:20.080]  感覺到這個姊妹被鬼附著
[00:18:20.080 --> 00:18:22.960]  就好像是你被附著一樣
[00:18:22.960 --> 00:18:24.720]  她說如果是那種感覺的時候
[00:18:24.720 --> 00:18:26.080]  你會怎麼去禱告
[00:18:26.080 --> 00:18:28.800]  她說最起碼你認為這個姊妹被鬼附著
[00:18:28.800 --> 00:18:30.960]  好像就是你自己的妻子
[00:18:30.960 --> 00:18:32.240]  就是你自己的妹妹
[00:18:32.240 --> 00:18:34.400]  就是你自己的姐姐這樣的時候
[00:18:34.400 --> 00:18:36.400]  她說你會怎麼樣
[00:18:36.400 --> 00:18:39.120]  後來我問他們說你們為她怎麼禱告
[00:18:39.120 --> 00:18:42.720]  她說整個教會的那個帶刀團隊的
[00:18:42.720 --> 00:18:45.120]  就是我們教會裡面有人可以住在那裡的
[00:18:45.120 --> 00:18:46.800]  就一個帶刀團隊
[00:18:46.800 --> 00:18:50.240]  他們整整為他們絕食三天
[00:18:50.240 --> 00:18:53.200]  就三天連水也不喝的
[00:18:53.200 --> 00:18:54.720]  因為為什麼我不講進食呢
[00:18:54.720 --> 00:18:57.280]  因為現在的很多進食不一樣
[00:18:57.280 --> 00:19:00.160]  因為我們那邊的進食跟韓國的進食也不一樣
[00:19:00.160 --> 00:19:02.720]  韓國的進食是可以喝牛奶和果汁的
[00:19:02.720 --> 00:19:05.440]  那如果像我本來就不愛吃飯
[00:19:05.440 --> 00:19:07.520]  你說每天喝果汁喝牛奶的時候
[00:19:07.520 --> 00:19:09.760]  我可一個月都不吃呢
[00:19:09.760 --> 00:19:11.680]  所以說我們那邊的進食是什麼
[00:19:11.680 --> 00:19:13.440]  是絕食的
[00:19:13.440 --> 00:19:14.800]  什麼都不吃
[00:19:14.800 --> 00:19:16.080]  水也不喝
[00:19:16.080 --> 00:19:16.800]  飯也不吃
[00:19:16.800 --> 00:19:17.520]  水果也不吃
[00:19:17.520 --> 00:19:20.240]  什麼都不吃
[00:19:20.240 --> 00:19:22.240]  但是你知道三天之後
[00:19:22.240 --> 00:19:26.720]  那個姊妹真的好了
[00:19:26.720 --> 00:19:29.520]  所以在座的各位我們知道
[00:19:29.520 --> 00:19:32.800]  當我們要為一個人禱告的時候
[00:19:32.800 --> 00:19:36.960]  所以帶刀是我們第一的法則
[00:19:36.960 --> 00:19:42.320]  如果讓你能沈浸在那個人的需要
[00:19:42.320 --> 00:19:44.800]  和他的痛苦之中的時候
[00:19:44.800 --> 00:19:48.720]  我相信你的帶刀面對上帝
[00:19:48.720 --> 00:19:50.640]  包括你內心的信心
[00:19:50.640 --> 00:19:52.480]  包括你心中的盼望
[00:19:52.480 --> 00:19:55.440]  包括你心中的那種很切
[00:19:55.440 --> 00:19:57.920]  你心中的那種心情
[00:19:57.920 --> 00:20:00.880]  我相信會變得很純
[00:20:00.880 --> 00:20:01.840]  為什麼
[00:20:01.840 --> 00:20:03.360]  因為你好像經歷到的這個事
[00:20:03.360 --> 00:20:05.840]  到底嘆息什麼
[00:20:05.840 --> 00:20:08.640]  有些人說是不是因為我們人太壞了
[00:20:08.640 --> 00:20:11.120]  所以聖靈在那裡嘆息
[00:20:11.120 --> 00:20:14.320]  這些人我也沒辦法
[00:20:14.320 --> 00:20:16.800]  是不是有時候因為你太痛苦了
[00:20:16.800 --> 00:20:19.600]  聖靈在那裡嘆息說
[00:20:19.600 --> 00:20:22.000]  我的子民他太痛苦了
[00:20:22.000 --> 00:20:24.720]  所以在那裡
[00:20:24.720 --> 00:20:27.520]  那到底怎麼樣
[00:20:27.520 --> 00:20:31.360]  所以這一節經文
[00:20:31.360 --> 00:20:34.080]  我查考了很多的資料
[00:20:34.080 --> 00:20:37.760]  但是我覺得我比較容易接受的是
[00:20:37.760 --> 00:20:42.320]  因為聖靈用說不出的嘆息為我們禱告
[00:20:42.320 --> 00:20:47.440]  也就是說聖靈他非常懇切的
[00:20:47.440 --> 00:20:50.480]  不需要任何聲音的
[00:20:50.480 --> 00:20:56.160]  為我們的需要在聖滅祭獻上禱告
[00:20:56.160 --> 00:20:59.600]  並且我們知道聖經裡面很明確的表明說
[00:20:59.600 --> 00:21:04.320]  聖靈是一位非常完美的帶導者
[00:21:04.320 --> 00:21:08.400]  所以一個人如果你的禱告有能力
[00:21:08.400 --> 00:21:10.640]  你的帶導有能力
[00:21:10.640 --> 00:21:16.080]  他說你必須要有這一種懇切的態度
[00:21:16.080 --> 00:21:18.160]  聖經裡面有幾個人
[00:21:18.160 --> 00:21:20.480]  我不得不提
[00:21:20.480 --> 00:21:23.360]  第一個是誰呢 是摩西
[00:21:23.360 --> 00:21:25.040]  你知道摩西這個人
[00:21:25.040 --> 00:21:26.480]  從我們人的角度來講
[00:21:26.480 --> 00:21:28.560]  想想這個人挺傻的
[00:21:28.560 --> 00:21:30.400]  怎麼傻呢
[00:21:30.400 --> 00:21:32.720]  本來是一個以色列民
[00:21:32.720 --> 00:21:38.640]  出生的時候就經歷了生死攸關的關頭
[00:21:38.640 --> 00:21:41.200]  因為為什麼當時的法老下令說
[00:21:41.200 --> 00:21:44.960]  以色列的婦女如果一生了男孩就要把他殺掉
[00:21:44.960 --> 00:21:48.480]  但是摩西卻因為他的父母的信心
[00:21:48.480 --> 00:21:50.560]  所保留下來了
