
[00:00:00.000 --> 00:00:05.400]  弟兄姊妹,各位來賓,早安,新年快樂
[00:04:25.700 --> 00:04:28.700]  聽見一班使徒去講述福音
[00:04:28.700 --> 00:04:29.700]  信了耶穌之後
[00:04:29.700 --> 00:04:32.700]  將福音帶到羅馬教會建立
[00:04:32.700 --> 00:04:34.700]  所以保羅要寫一封信去說服
[00:04:34.700 --> 00:04:39.700]  當時他不能夠直接認識的羅馬教會弟兄姐妹
[00:04:39.700 --> 00:04:43.700]  願意參與這個福音的工作
[00:04:43.700 --> 00:04:45.700]  他這麼有能力去傳揚福音
[00:04:45.700 --> 00:04:51.700]  因為知道福音是神的大能
[00:04:51.700 --> 00:04:53.700]  他知道福音是神的大能
[00:04:53.700 --> 00:04:57.700]  所以他知道他可以帶著大能去傳揚福音
[00:04:57.700 --> 00:04:59.700]  我們一起去讀羅馬書的第一章
[00:04:59.700 --> 00:05:01.700]  第一到第十七節
[00:05:01.700 --> 00:05:02.700]  請讀
[00:05:31.700 --> 00:05:32.700]  榮耀你的名
[00:05:32.700 --> 00:05:33.700]  奉耶穌的聖名
[00:05:33.700 --> 00:05:34.700]  淡門
[00:05:34.700 --> 00:05:35.700]  福音是神的大能
[00:05:35.700 --> 00:05:37.700]  保羅的說法就是
[00:05:37.700 --> 00:05:40.700]  因為凡相信的人都能夠得救
[00:05:40.700 --> 00:05:42.700]  沒有附帶任何其他的條件
[00:05:42.700 --> 00:05:43.700]  在今天來說
[00:05:43.700 --> 00:05:44.700]  我們習慣了教會
[00:05:44.700 --> 00:05:45.700]  覺得這個很理所當然
[00:05:45.700 --> 00:05:47.700]  但其實在當時的世界來說
[00:05:47.700 --> 00:05:49.700]  很多人不是這樣想的
[00:05:49.700 --> 00:05:53.700]  因為當時要傳揚福音
[00:05:53.700 --> 00:05:54.700]  在當時的社會
[00:05:54.700 --> 00:05:57.700]  人對於很多方面的理解
[00:05:57.700 --> 00:06:00.700]  都分了不同的階層層次
[00:06:01.700 --> 00:06:03.700]  建了很多的圍牆
[00:06:03.700 --> 00:06:04.700]  尼巴
[00:06:04.700 --> 00:06:06.700]  將人與人之間分隔
[00:06:06.700 --> 00:06:09.700]  保羅在這十七節的聖經裏
[00:06:09.700 --> 00:06:14.700]  大概暗示了有三方面的歧視
[00:06:14.700 --> 00:06:18.700]  福音的大能都能夠越過
[00:06:18.700 --> 00:06:20.700]  將福音帶給每一個人
[00:06:20.700 --> 00:06:21.700]  包括了有宗教
[00:06:21.700 --> 00:06:23.700]  有政治和文化三方面
[00:06:23.700 --> 00:06:24.700]  第一
[00:06:24.700 --> 00:06:25.700]  就是宗教方面
[00:06:25.700 --> 00:06:29.700]  主要是來自猶太教和其他宗教之間分別的方面
[00:06:29.700 --> 00:06:31.700]  我們來看第一至第四節
[00:06:31.700 --> 00:06:33.700]  我用的是和本修訂版來講
[00:06:33.700 --> 00:06:35.700]  基督耶穌的僕人保羅
[00:06:35.700 --> 00:06:36.700]  夢照為使徒
[00:06:36.700 --> 00:06:38.700]  奉派全神的福音
[00:06:38.700 --> 00:06:40.700]  這福音是神從前直眾
[00:06:40.700 --> 00:06:43.700]  先知在聖經上所應許的
[00:06:43.700 --> 00:06:44.700]  論到他兒子我主耶穌
[00:06:44.700 --> 00:06:45.700]  基督按肉體說
[00:06:45.700 --> 00:06:48.700]  是從大胃後裔生的
[00:06:48.700 --> 00:06:49.700]  按神聖的靈說
[00:06:49.700 --> 00:06:50.700]  因從死人中復活
[00:06:50.700 --> 00:06:54.700]  用大能顯明他是神的兒子
[00:06:54.700 --> 00:06:56.700]  《羅馬書》不僅是十三卷保羅書
[00:06:56.700 --> 00:06:58.700]  信中最長的一卷
[00:06:58.700 --> 00:07:00.700]  連問候語也比別人長
[00:07:00.700 --> 00:07:04.700]  也是十三卷保羅書信中最長的
[00:07:04.700 --> 00:07:06.700]  問候語有七節這麼多
[00:07:06.700 --> 00:07:09.700]  特別是介紹耶穌基督自己
[00:07:09.700 --> 00:07:12.700]  第二節講到福音是神從前直眾
[00:07:12.700 --> 00:07:14.700]  先知在聖經上所應許的
[00:07:14.700 --> 00:07:17.700]  講到耶穌基督是大胃後裔神應許
[00:07:17.700 --> 00:07:20.700]  這個大胃後裔會承接作為以色列王
[00:07:20.700 --> 00:07:22.700]  坐在大胃的寶座上
[00:07:22.700 --> 00:07:24.700]  要統治不單止以色列人
[00:07:24.700 --> 00:07:29.700]  全地萬國萬民都要去敬拜服侍祂
[00:07:29.700 --> 00:07:31.700]  但是我想問
[00:07:31.700 --> 00:07:33.700]  如果今天我們傳揚福音
[00:07:33.700 --> 00:07:37.700]  這樣跟別人說關於耶穌
[00:07:37.700 --> 00:07:39.700]  那些人會不會信明明白呢?
[00:07:39.700 --> 00:07:41.700]  老實說不要說不信的人
[00:07:41.700 --> 00:07:44.700]  我相信在座很多信耶穌這麼久的人
[00:07:44.700 --> 00:07:47.700]  聽完剛才說的那些話都不知道在說什麼
[00:07:47.700 --> 00:07:50.700]  因為這是涵蓋了整個舊約聖經神的應許
[00:07:50.700 --> 00:07:52.700]  我們如果對舊約聖經不熟
[00:07:52.700 --> 00:07:54.700]  就不知道什麼大胃後裔
[00:07:54.700 --> 00:07:57.700]  什麼先知的應許
[00:07:57.700 --> 00:07:58.700]  不知道
[00:07:58.700 --> 00:08:01.700]  但是保羅不是停在那裡
[00:08:01.700 --> 00:08:02.700]  他繼續介紹耶穌說
[00:08:02.700 --> 00:08:04.700]  按神聖經令
[00:08:04.700 --> 00:08:07.700]  耶穌基督從死人中復活
[00:08:07.700 --> 00:08:09.700]  用大能顯明他是神的兒子
[00:08:09.700 --> 00:08:12.700]  不是說他從死裡復活才成為神的兒子
[00:08:12.700 --> 00:08:13.700]  而是他從死裡復活
[00:08:13.700 --> 00:08:16.700]  神的兒子的身份就爆炸性地爆開
[00:08:16.700 --> 00:08:18.700]  讓全世界的人都能夠明白
[00:08:18.700 --> 00:08:20.700]  所以今天我們傳揚福音
[00:08:20.700 --> 00:08:24.700]  不是跟人說他是猶太人所仰望的基督彌撒
[00:08:24.700 --> 00:08:25.700]  不是
[00:08:25.700 --> 00:08:27.700]  而是介紹耶穌是誰
[00:08:27.700 --> 00:08:29.700]  從死裡復活的神的兒子
[00:08:29.700 --> 00:08:31.700]  全世界人一聽
[00:08:31.700 --> 00:08:33.700]  就能夠明白
[00:08:33.700 --> 00:08:35.700]  無論今天你怎麼信耶穌
[00:08:35.700 --> 00:08:36.700]  我們怎麼去傳揚福音
[00:08:36.700 --> 00:08:37.700]  我們福音主耶穌說的
[00:08:37.700 --> 00:08:39.700]  當耶穌從死裡復活這個福音
[00:08:39.700 --> 00:08:41.700]  不需要牽涉到這麼多舊約的聖經
[00:08:41.700 --> 00:08:42.700]  當人信了之後
[00:08:42.700 --> 00:08:44.700]  再唸聖經才理解都不遲
[00:08:44.700 --> 00:08:46.700]  但是只要人願意相信耶穌基督
[00:08:46.700 --> 00:08:47.700]  從死裡復活
[00:08:47.700 --> 00:08:50.700]  贖去我們的罪得著永生的盼望的時候
[00:08:50.700 --> 00:08:53.700]  因著相信就可以得救
[00:08:53.700 --> 00:08:56.700]  所以大家了解到
[00:08:56.700 --> 00:08:59.700]  聖經講到教會的建立
[00:08:59.700 --> 00:09:01.700]  雖然初期一定是從猶太人開始
[00:09:01.700 --> 00:09:02.700]  從耶路撒冷開始
[00:09:02.700 --> 00:09:07.700]  但是大概到了第一世紀的中葉
[00:09:07.700 --> 00:09:09.700]  這兩間聖經的發展
[00:09:09.700 --> 00:09:10.700]  或者初期的發展
[00:09:10.700 --> 00:09:14.700]  很快教會已經由猶太人為中心
[00:09:14.700 --> 00:09:19.700]  慢慢轉移至主要是由外邦人所組成
[00:09:19.700 --> 00:09:22.700]  甚至在啟示裡見到
[00:09:22.700 --> 00:09:24.700]  史特朗罕所寫的所謂七封信
[00:09:24.700 --> 00:09:27.700]  都是寫給猶太人還是外邦人的教會
[00:09:27.700 --> 00:09:29.700]  是外邦人的教會
[00:09:29.700 --> 00:09:32.700]  所以這幅大能祭
[00:09:32.700 --> 00:09:33.700]  從耶穌復活之後
[00:09:33.700 --> 00:09:37.700]  不再需要受到舊約以色人的歷史包袱
[00:09:37.700 --> 00:09:40.700]  去限制外邦人都可以擁抱
[00:09:40.700 --> 00:09:44.700]  這個以色人所相信的全地的救主耶穌基督
[00:09:44.700 --> 00:09:46.700]  這是福音的大能
[00:09:46.700 --> 00:09:49.700]  凡是願意相信的人都能夠得救
[00:09:49.700 --> 00:09:51.700]  不管你知多少歷史
[00:09:51.700 --> 00:09:57.700]  不管你以前如何去信你的宗教都不要緊
[00:09:57.700 --> 00:10:00.700]  就以對比我們中國人所熟悉的
[00:10:00.700 --> 00:10:01.700]  不同的宗教信仰
[00:10:01.700 --> 00:10:03.700]  如釋道
[00:10:03.700 --> 00:10:06.700]  如果你要按照這些宗教所講
[00:10:06.700 --> 00:10:08.700]  所謂叫得救也好
[00:10:08.700 --> 00:10:09.700]  得道也好
[00:10:09.700 --> 00:10:11.700]  聖仙也好
[00:10:11.700 --> 00:10:15.700]  用什麼詞來形容最理想的境況
[00:10:15.700 --> 00:10:17.700]  你要做些什麼
[00:10:17.700 --> 00:10:20.700]  都複雜的
[00:10:20.700 --> 00:10:22.700]  考經念佛
[00:10:22.700 --> 00:10:24.700]  定時竟期吃齋
[00:10:24.700 --> 00:10:26.700]  要做善事
[00:10:26.700 --> 00:10:29.700]  要看風水
[00:10:29.700 --> 00:10:31.700]  要看時辰八字
[00:10:31.700 --> 00:10:32.700]  要計算數
[00:10:32.700 --> 00:10:33.700]  要清一下骨
[00:10:33.700 --> 00:10:39.700]  有時麻煩到控制不了出生時辰
[00:10:39.700 --> 00:10:41.700]  好像你出生已經定了命運
[00:10:41.700 --> 00:10:47.700]  要看你出生的生肖是否遇上今年所謂的太歲
[00:10:47.700 --> 00:10:49.700]  再搞又搞一輪
[00:10:49.700 --> 00:10:51.700]  你都不知道自己是否能得救
[00:10:51.700 --> 00:10:54.700]  甚至再極端一點
[00:10:54.700 --> 00:10:55.700]  有其他宗教
[00:10:55.700 --> 00:10:57.700]  如果你要得救
[00:10:57.700 --> 00:10:59.700]  你要傷害其他人才能得救
[00:10:59.700 --> 00:11:01.700]  可能得救
[00:11:01.700 --> 00:11:03.700]  但基督教信仰不是
[00:11:03.700 --> 00:11:06.700]  你不需要做這麼大件事
[00:11:06.700 --> 00:11:09.700]  有些宗教說你要朝聖
[00:11:09.700 --> 00:11:10.700]  如果你沒能力朝聖怎麼辦
[00:11:10.700 --> 00:11:11.700]  那對不起了
[00:11:11.700 --> 00:11:13.700]  你沒有這些東西了
[00:11:13.700 --> 00:11:16.700]  福音的本質
[00:11:16.700 --> 00:11:18.700]  是一個平等的本質
[00:11:18.700 --> 00:11:19.700]  不理你的背景是怎樣
[00:11:19.700 --> 00:11:21.700]  不理你有什麼能力
[00:11:21.700 --> 00:11:23.700]  只要你聽得明福音
[00:11:23.700 --> 00:11:25.700]  願意相信就可以了
[00:11:25.700 --> 00:11:27.700]  甚至原來一個人
[00:11:27.700 --> 00:11:29.700]  他臨死前最後
[00:11:29.700 --> 00:11:31.700]  消失的一個功能
[00:11:31.700 --> 00:11:33.700]  就是聽覺
[00:11:33.700 --> 00:11:35.700]  我們做教育經常這樣做
[00:11:35.700 --> 00:11:37.700]  如果有人
[00:11:37.700 --> 00:11:39.700]  垂死在病榻上
[00:11:39.700 --> 00:11:41.700]  好像不省人事一樣
[00:11:41.700 --> 00:11:43.700]  仍然可以帶著信心去到耳邊
[00:11:43.700 --> 00:11:45.700]  或者不一定需要教會做
[00:11:45.700 --> 00:11:46.700]  你都做得到
[00:11:46.700 --> 00:11:47.700]  所以有些情況
[00:11:47.700 --> 00:11:48.700]  你自己都可以
[00:11:48.700 --> 00:11:50.700]  向你身邊有需要的人立即去做
[00:11:50.700 --> 00:11:52.700]  你跟他說你信耶穌啦
[00:11:52.700 --> 00:11:54.700]  甚至我岳父某程度上都是這樣信的
[00:11:54.700 --> 00:11:58.700]  就算我們以為他昏迷
[00:11:58.700 --> 00:11:59.700]  就算是垂死邊緣
[00:11:59.700 --> 00:12:01.700]  他仍然可以聽見
[00:12:01.700 --> 00:12:03.700]  只要他心裏面向著耶穌說
[00:12:03.700 --> 00:12:04.700]  耶穌你救我
[00:12:04.700 --> 00:12:06.700]  你赦免我的罪
[00:12:06.700 --> 00:12:07.700]  他就得救
[00:12:07.700 --> 00:12:09.700]  無論我們知不知道不是最緊要
[00:12:09.700 --> 00:12:11.700]  耶穌知就得
[00:12:11.700 --> 00:12:13.700]  但沒有其他宗教這樣說
[00:12:13.700 --> 00:12:15.700]  其他宗教最多就說
[00:12:15.700 --> 00:12:18.700]  看看你家人死了之後
[00:12:18.700 --> 00:12:20.700]  會不會幫你打床大齋
[00:12:20.700 --> 00:12:21.700]  超渡一下
[00:12:21.700 --> 00:12:22.700]  如果不幫你做的話對不起了
[00:12:22.700 --> 00:12:24.700]  沒有人幫到你
[00:12:24.700 --> 00:12:26.700]  不是
[00:12:26.700 --> 00:12:28.700]  福音是神的大能
[00:12:28.700 --> 00:12:30.700]  凡願意相信的都可以得救
[00:12:30.700 --> 00:12:33.700]  沒有人在福音的門外
[00:12:33.700 --> 00:12:35.700]  第二就是政治方面
[00:12:35.700 --> 00:12:37.700]  主要是說羅馬政治
[00:12:37.700 --> 00:12:40.700]  帶來當時一個人和人之間的歧視
[00:12:40.700 --> 00:12:43.700]  第五招第七節
[00:12:43.700 --> 00:12:45.700]  有些字眼我們讀下去就沒什麼
[00:12:45.700 --> 00:12:47.700]  但其實當我們了解當時的情況
[00:12:47.700 --> 00:12:49.700]  都挺有味道的
[00:12:49.700 --> 00:12:53.700]  這句話我們從他蒙恩受了使徒的積憤
[00:12:53.700 --> 00:12:58.700]  為他的名在萬國中使人因信而信服
[00:12:58.700 --> 00:13:00.700]  舊的華本席祖
[00:13:00.700 --> 00:13:02.700]  是信服真道
[00:13:02.700 --> 00:13:05.700]  修定版比較仔細一點
[00:13:05.700 --> 00:13:11.700]  叫萬國中使人因信而信服
[00:13:11.700 --> 00:13:13.700]  Obedience of faith
[00:13:13.700 --> 00:13:15.700]  這句字是什麼意思呢
[00:13:15.700 --> 00:13:18.700]  除了可能針對猶太人去強調
[00:13:18.700 --> 00:13:20.700]  他信耶穌或者是得救
[00:13:20.700 --> 00:13:22.700]  要遵守律法之外
[00:13:23.700 --> 00:13:27.700]  是針對當時在羅馬世界裡面
[00:13:27.700 --> 00:13:31.700]  要人去聽在上位的人說話
[00:13:31.700 --> 00:13:34.700]  不是單單說因為我是皇帝
[00:13:34.700 --> 00:13:36.700]  你不聽我說我就抓了你
[00:13:36.700 --> 00:13:37.700]  我就把你關進監獄
[00:13:37.700 --> 00:13:38.700]  我就罰你
[00:13:38.700 --> 00:13:40.700]  實際當然是這樣
[00:13:40.700 --> 00:13:41.700]  大石砸死蟹
[00:13:41.700 --> 00:13:43.700]  但當時他們的宣揚就是
[00:13:43.700 --> 00:13:47.700]  其實我們國家的統治者凱撒
[00:13:47.700 --> 00:13:49.700]  其實是很好的人
[00:13:49.700 --> 00:13:50.700]  是我們的恩主
[00:13:50.700 --> 00:13:52.700]  當時是這樣用這個字
[00:13:52.700 --> 00:13:53.700]  為什麼是恩主呢
[00:13:53.700 --> 00:13:56.700]  因為你看看你今天能夠和平地生活
[00:13:56.700 --> 00:14:00.700]  是因為凱撒統一了天下
[00:14:00.700 --> 00:14:03.700]  我們不再需要受外族威脅去打仗
[00:14:03.700 --> 00:14:08.700]  於是你可以在羅馬帝國的領土裡面
[00:14:08.700 --> 00:14:10.700]  很平安地去生活
[00:14:10.700 --> 00:14:14.700]  所以不是因為我們有權力
[00:14:14.700 --> 00:14:16.700]  從一個階層上
[00:14:16.700 --> 00:14:18.700]  你要下面的信服上面的
[00:14:18.700 --> 00:14:19.700]  不是
[00:14:19.700 --> 00:14:21.700]  是因為你既然有一個這麼好的恩主
[00:14:21.700 --> 00:14:23.700]  你很欣賞他這種
[00:14:23.700 --> 00:14:27.700]  尊重他這個尊貴可敬的品格
[00:14:27.700 --> 00:14:29.700]  為人民服務
[00:14:29.700 --> 00:14:31.700]  所以你是衷心由內而出
[00:14:31.700 --> 00:14:37.700]  心悅誠服地去信服他所說的一切
[00:14:37.700 --> 00:14:38.700]  但當然
[00:14:38.700 --> 00:14:40.700]  大家都知道其實頭上有把刀
[00:14:40.700 --> 00:14:45.700]  你不信服就自然有人會找你
[00:14:45.700 --> 00:14:47.700]  但保羅說
[00:14:47.700 --> 00:14:48.700]  今天我們信服耶穌基督
[00:14:48.700 --> 00:14:51.700]  不是因為這種高壓的權力
[00:14:51.700 --> 00:14:54.700]  不是這種虛偽的語言藝術
[00:14:54.700 --> 00:14:57.700]  是因為耶穌基督我們死而復活
[00:14:57.700 --> 00:15:00.700]  我們因著相信就得救
[00:15:00.700 --> 00:15:03.700]  於是我們願意甘心地去信服耶穌
[00:15:03.700 --> 00:15:05.700]  遵循祂的旨意
[00:15:05.700 --> 00:15:07.700]  不是要我們有完美的行為才得救
[00:15:07.700 --> 00:15:10.700]  而是因為我們已經得著救恩
[00:15:10.700 --> 00:15:13.700]  所以我們好像報答這個最大的恩主
[00:15:13.700 --> 00:15:15.700]  去信服祂
[00:15:15.700 --> 00:15:19.700]  第六和第七節繼續看下去
[00:15:19.700 --> 00:15:22.700]  還有些事我們要了解
[00:15:22.700 --> 00:15:23.700]  聖經說
[00:15:23.700 --> 00:15:24.700]  其中也有你們者
[00:15:24.700 --> 00:15:26.700]  蒙召屬耶穌基督的人
[00:15:26.700 --> 00:15:27.700]  我寫信給你們
[00:15:27.700 --> 00:15:28.700]  在羅馬為上帝所愛
[00:15:28.700 --> 00:15:30.700]  蒙召作聖徒的眾人
[00:15:30.700 --> 00:15:33.700]  願因為平安
[00:15:33.700 --> 00:15:37.700]  從我們父神和主耶穌基督歸給你們
[00:15:37.700 --> 00:15:39.700]  這方面
[00:15:39.700 --> 00:15:41.700]  我們經常看這句話
[00:15:41.700 --> 00:15:42.700]  看完就算了
[00:15:42.700 --> 00:15:43.700]  不要問安妮
[00:15:43.700 --> 00:15:46.700]  其實在當時的羅馬世界來說
[00:15:46.700 --> 00:15:48.700]  因為平安
[00:15:48.700 --> 00:15:52.700]  或者也叫恩典和平
[00:15:52.700 --> 00:15:54.700]  Grace and Peace
[00:15:54.700 --> 00:15:57.700]  不應該歸於神
[00:15:57.700 --> 00:15:59.700]  知道歸於誰嗎
[00:15:59.700 --> 00:16:01.700]  又是歸於凱撒
[00:16:01.700 --> 00:16:02.700]  因為這麼說
[00:16:02.700 --> 00:16:06.700]  是凱撒令我們今天有和平的生活
[00:16:06.700 --> 00:16:09.700]  所以用一些更加準確的字眼
[00:16:09.700 --> 00:16:13.700]  Age of Grace and World Peace是來自凱撒
[00:16:13.700 --> 00:16:15.700]  恩典和和平是來自凱撒
[00:16:15.700 --> 00:16:17.700]  所以當時政治正確
[00:16:17.700 --> 00:16:18.700]  保羅應該說
[00:16:18.700 --> 00:16:22.700]  願恩典和平從凱撒歸於你們
[00:16:22.700 --> 00:16:23.700]  這樣才對
[00:16:23.700 --> 00:16:26.700]  所以保羅當時說的話不是政治正確
[00:16:26.700 --> 00:16:28.700]  但是保羅說
[00:16:28.700 --> 00:16:29.700]  I don't care
[00:16:29.700 --> 00:16:31.700]  我要真理正確
[00:16:31.700 --> 00:16:32.700]  所以他說
[00:16:32.700 --> 00:16:36.700]  真正的恩惠平安是來自父神和耶穌基督
[00:16:36.700 --> 00:16:37.700]  不是來自凱撒
[00:16:37.700 --> 00:16:39.700]  因為耶穌基督的救恩
[00:16:39.700 --> 00:16:40.700]  我們死十二加上
[00:16:40.700 --> 00:16:41.700]  叫我們因信
[00:16:41.700 --> 00:16:43.700]  可以得到真正的恩惠和平安
[00:16:43.700 --> 00:16:45.700]  整個福音是一個given
[00:16:45.700 --> 00:16:46.700]  是一個禮物
[00:16:46.700 --> 00:16:47.700]  從神而來送給我們
[00:16:47.700 --> 00:16:49.700]  我們只要憑信心去接受
[00:16:49.700 --> 00:16:55.700]  第三個尼巴
[00:16:55.700 --> 00:16:56.700]  就是在文化上
[00:16:56.700 --> 00:16:58.700]  主要是希臘的文化
[00:16:58.700 --> 00:16:59.700]  稍後我會說到
[00:16:59.700 --> 00:17:02.700]  原來當時的希臘文化
[00:17:02.700 --> 00:17:04.700]  是深深影響著羅馬人
[00:17:04.700 --> 00:17:06.700]  羅馬人承繼了希臘的文化
[00:17:06.700 --> 00:17:07.700]  大家知道
[00:17:07.700 --> 00:17:09.700]  所謂哲學 數學 科學
[00:17:09.700 --> 00:17:10.700]  歸根究底
[00:17:10.700 --> 00:17:15.700]  都是很大程度受古代希臘的影響
[00:17:15.700 --> 00:17:16.700]  羅馬人認為
[00:17:16.700 --> 00:17:17.700]  既然希臘文化這麼厲害
[00:17:17.700 --> 00:17:18.700]  好我承接著
[00:17:18.700 --> 00:17:21.700]  然後在羅馬人的眼中
[00:17:21.700 --> 00:17:26.700]  沒有受過這套叫希羅文化分逃教育的人
[00:17:26.700 --> 00:17:28.700]  就覺得你差一點點
[00:17:28.700 --> 00:17:29.700]  你不是完全的人
[00:17:29.700 --> 00:17:31.700]  Not for human
[00:17:31.700 --> 00:17:32.700]  有句聖經
[00:17:32.700 --> 00:17:33.700]  想大家幫我讀出
[00:17:33.700 --> 00:17:35.700]  第十四節
[00:17:35.700 --> 00:17:36.700]  第十四節
[00:17:36.700 --> 00:17:38.700]  請幫我讀出
[00:17:38.700 --> 00:17:48.700]  這句說話看上去很簡單
[00:17:48.700 --> 00:17:49.700]  好像很容易明白
[00:17:49.700 --> 00:17:51.700]  什麼人都好
[00:17:51.700 --> 00:17:53.700]  你IQ高還是低
[00:17:53.700 --> 00:17:54.700]  你什麼國籍
[00:17:54.700 --> 00:17:56.700]  不要緊 跟你全部一樣
[00:17:56.700 --> 00:17:58.700]  不是這麼簡單
[00:17:58.700 --> 00:18:02.700]  當時的羅馬希臘文化
[00:18:02.700 --> 00:18:03.700]  剛才這麼說
