
[00:00:00.000 --> 00:00:02.480]  各位姐妹,我們又來讀聖經啦
[00:04:27.280 --> 00:04:32.280]  前設就是,你要是這些聖經說的重要人物
[00:04:32.280 --> 00:04:35.280]  你才可以施洗的,譬如是基督
[00:04:35.280 --> 00:04:38.280]  我們等待那個尼徹,或者是伊利亞
[00:04:38.280 --> 00:04:41.280]  或者是摩西說的那先知
[00:04:41.280 --> 00:04:45.280]  那你就可以了,那你無端端什麼不見經傳
[00:04:45.280 --> 00:04:48.280]  那你為什麼會施洗呢?
[00:04:48.280 --> 00:04:52.280]  好,施洗約翰就沒有回答他
[00:04:52.280 --> 00:04:55.280]  第一點要和大家說,我用水施洗
[00:04:55.280 --> 00:04:59.280]  他的意思其實就是說,為什麼不行呢?
[00:04:59.280 --> 00:05:01.280]  為什麼不行呢?
[00:05:01.280 --> 00:05:05.280]  我可以做的,沒有立法禁止
[00:05:05.280 --> 00:05:08.280]  我可以做的,我只是用,我告訴你
[00:05:08.280 --> 00:05:13.280]  我是用水施洗,來讓他們表達悔改
[00:05:13.280 --> 00:05:16.280]  是預備心尼徹亞接近的時候
[00:05:16.280 --> 00:05:18.280]  他們的心靈已經預備好
[00:05:18.280 --> 00:05:22.280]  修平了主尼的道路,就是罪惡除正
[00:05:22.280 --> 00:05:25.280]  無論高山的罪,無論低窪的罪
[00:05:25.280 --> 00:05:28.280]  平平坦坦,崎嶇的改成平坦
[00:05:28.280 --> 00:05:31.280]  使基督來到的時候
[00:05:31.280 --> 00:05:34.280]  尼徹來到的時候,他們是很容易接受
[00:05:34.280 --> 00:05:36.280]  我只是做這件事而已
[00:05:36.280 --> 00:05:38.280]  因此在這件事裡面,最重要的就是
[00:05:38.280 --> 00:05:41.280]  用悔罪來修平主的道路
[00:05:41.280 --> 00:05:44.280]  對自己罪的醒覺與悔改
[00:05:44.280 --> 00:05:47.280]  我是用水來做這個禮而施洗
[00:05:47.280 --> 00:05:51.280]  其實就是這樣,不過其實我這個施洗是有作用的
[00:05:51.280 --> 00:05:56.280]  因為是預備,預備是有一位
[00:05:56.280 --> 00:05:59.280]  在你們中間,是你們不認識的
[00:05:59.280 --> 00:06:03.280]  就是那個在我以後來
[00:06:03.280 --> 00:06:06.280]  第二念,那個人呢,是在我之後
[00:06:06.280 --> 00:06:09.280]  其實他是在說,基督在我之後
[00:06:09.280 --> 00:06:12.280]  你是以利亞,我不敢說
[00:06:12.280 --> 00:06:15.280]  我是預備他的路而已
[00:06:15.280 --> 00:06:19.280]  好,在我以後來,他會和你們施洗
[00:06:19.280 --> 00:06:21.280]  他很厲害的
[00:06:21.280 --> 00:06:26.280]  那位很偉大,很高超的
[00:06:26.280 --> 00:06:28.280]  他在我以後來的
[00:06:28.280 --> 00:06:30.280]  我現在是做他的先鋒
[00:06:30.280 --> 00:06:32.280]  很清楚自己的身份
[00:06:32.280 --> 00:06:35.280]  我給他解鞋打也不配
[00:06:35.280 --> 00:06:39.280]  第三點要說的是,我解鞋打也不配
[00:06:39.280 --> 00:06:42.280]  這個是有背景要說的
[00:06:42.280 --> 00:06:46.280]  當日羅馬呢,東征西戰
[00:06:46.280 --> 00:06:49.280]  搶奪土地資源
[00:06:49.280 --> 00:06:51.280]  你見到呢,很多都是這樣的
[00:06:51.280 --> 00:06:55.280]  自古到今,有些是這樣的,到處搶奪
[00:06:55.280 --> 00:06:59.280]  除了搶奪金銀珠寶,人家的財物之外
[00:06:59.280 --> 00:07:01.280]  搶奪土地之外
[00:07:01.280 --> 00:07:04.280]  還有一樣東西他們搶的,就是人
[00:07:04.280 --> 00:07:07.280]  羅馬很喜歡搶人回來做什麼呢?
[00:07:07.280 --> 00:07:10.280]  到處去,因為他有很多建設,很多工程
[00:07:10.280 --> 00:07:14.280]  他要搶,抓很多人回來做奴隸
[00:07:14.280 --> 00:07:17.280]  又要服侍自己的奢華
[00:07:17.280 --> 00:07:21.280]  又要耕種,又要建那些偉大的建設
[00:07:21.280 --> 00:07:24.280]  於是羅馬就到處去抓人回來
[00:07:24.280 --> 00:07:26.280]  抓人回來做什麼呢?
[00:07:26.280 --> 00:07:28.280]  做奴隸,明白嗎?
[00:07:28.280 --> 00:07:30.280]  而在羅馬國土裡面
[00:07:30.280 --> 00:07:36.280]  今天無論世界上哪一個國家都沒有當日羅馬那麼差
[00:07:36.280 --> 00:07:39.280]  他到處抓人回來奴隸
[00:07:39.280 --> 00:07:42.280]  甚至殺死任你做什麼都可以
[00:07:42.280 --> 00:07:48.280]  家裡有些僕人是比較聰明的
[00:07:48.280 --> 00:07:50.280]  管家,我要付錢請的
[00:07:50.280 --> 00:07:54.280]  有些僕人比較聰明,我要付錢的
[00:07:54.280 --> 00:07:57.280]  這些專門做什麼的,我就請的
[00:07:57.280 --> 00:08:02.280]  另外有些奴隸是我買的
[00:08:02.280 --> 00:08:04.280]  如果我有奴隸的話
[00:08:04.280 --> 00:08:07.280]  我就不用請工人,一塊錢就不用了
[00:08:07.280 --> 00:08:11.280]  我就叫奴隸做,由早做到晚都可以
[00:08:11.280 --> 00:08:14.280]  有很多級數的工人
[00:08:14.280 --> 00:08:16.280]  僕人與奴隸
[00:08:16.280 --> 00:08:18.280]  奴隸最低級
[00:08:18.280 --> 00:08:24.280]  如果大家知道有些水變酒的神蹟
[00:08:24.280 --> 00:08:25.280]  門口有些石缸
[00:08:25.280 --> 00:08:29.280]  那些僕人就倒水下去和人洗腳
[00:08:29.280 --> 00:08:31.280]  為什麼呢?因為他們走完路
[00:08:31.280 --> 00:08:34.280]  腳就著涼,有很多塵
[00:08:34.280 --> 00:08:36.280]  所以有屋的時候要先洗腳
[00:08:36.280 --> 00:08:38.280]  而且他們坐在那裡吃飯
[00:08:38.280 --> 00:08:40.280]  坐在地上的矮的桌子
[00:08:40.280 --> 00:08:44.280]  你見他們坐在那裡
[00:08:44.280 --> 00:08:47.280]  坐久了,一餐吃幾個小時
[00:08:47.280 --> 00:08:49.280]  或者吃一整天
[00:08:49.280 --> 00:08:51.280]  坐在那裡聊天,不離開桌子
[00:08:51.280 --> 00:08:53.280]  聊天,睡覺在那裡
[00:08:53.280 --> 00:08:57.280]  所以你見到有時要這樣坐
[00:08:57.280 --> 00:08:59.280]  有時要這樣坐
[00:08:59.280 --> 00:09:02.280]  因為腰骨很痛,屁股很痛
[00:09:02.280 --> 00:09:03.280]  腳又累
[00:09:03.280 --> 00:09:06.280]  有時他們的腳會伸來伸去
[00:09:06.280 --> 00:09:08.280]  伸來伸去,伸到旁邊
[00:09:08.280 --> 00:09:11.280]  嘩,腳伸過來,這麼髒
[00:09:11.280 --> 00:09:13.280]  吃肉都不爭了
[00:09:13.280 --> 00:09:14.280]  於是就很差了
[00:09:14.280 --> 00:09:18.280]  所以他們每個人都習慣了先洗腳
[00:09:18.280 --> 00:09:22.280]  洗腳才去桌子吃飯
[00:09:22.280 --> 00:09:25.280]  做洗腳的僕人低不低?
[00:09:25.280 --> 00:09:27.280]  當然低了
[00:09:27.280 --> 00:09:31.280]  無論是僕人還是奴隸都是低級那種
[00:09:31.280 --> 00:09:36.280]  他們會和客人洗腳和主人洗腳
[00:09:36.280 --> 00:09:39.280]  還有一種是最最低的
[00:09:39.280 --> 00:09:40.280]  是什麼呢?
[00:09:40.280 --> 00:09:42.280]  就是有客人來到
[00:09:42.280 --> 00:09:44.280]  我幫他解鞋帶
[00:09:44.280 --> 00:09:47.280]  那個是最低的,比洗腳還低
[00:09:47.280 --> 00:09:51.280]  可能他解完鞋帶就連洗腳都不頂
[00:09:51.280 --> 00:09:54.280]  但是無論是解鞋帶是最低
[00:09:54.280 --> 00:09:58.280]  然後洗腳的都高他一級
[00:09:58.280 --> 00:10:01.280]  或者如果他不夠人用就兩樣做
[00:10:01.280 --> 00:10:05.280]  都是最低級的僕人做的
[00:10:05.280 --> 00:10:08.280]  最低級的僕人或奴隸做的
[00:10:08.280 --> 00:10:12.280]  一向說我並不是什麼大人物
[00:10:12.280 --> 00:10:14.280]  雖然我是他表哥
[00:10:14.280 --> 00:10:17.280]  但是我不算什麼
[00:10:17.280 --> 00:10:19.280]  如果以級數
[00:10:19.280 --> 00:10:24.280]  我連他最低的僕人都不配
[00:10:24.280 --> 00:10:25.280]  我都比不上
[00:10:25.280 --> 00:10:29.280]  我根本沒有機會服侍他
[00:10:29.280 --> 00:10:32.280]  連最低級的我都不是
[00:10:32.280 --> 00:10:37.280]  看到這些字我心裡很佩服施洗有汗
[00:10:37.280 --> 00:10:39.280]  第一他很清楚
[00:10:39.280 --> 00:10:42.280]  我是用水做悔改的洗禮
[00:10:42.280 --> 00:10:43.280]  預備人的心
[00:10:43.280 --> 00:10:45.280]  主要我這樣做就這樣做
[00:10:45.280 --> 00:10:46.280]  第二
[00:10:46.280 --> 00:10:50.280]  那個以後來的比我大很多
[00:10:50.280 --> 00:10:52.280]  我們非常尊敬等候他
[00:10:52.280 --> 00:10:53.280]  第三
[00:10:53.280 --> 00:10:55.280]  我做他的僕人
[00:10:55.280 --> 00:10:58.280]  而且我只是做最低級的僕人
[00:10:58.280 --> 00:11:00.280]  也不配
[00:11:00.280 --> 00:11:02.280]  真是厲害
[00:11:02.280 --> 00:11:04.280]  我見到很多人侍奉主
[00:11:04.280 --> 00:11:06.280]  也文也武
[00:11:06.280 --> 00:11:07.280]  鬆無鬆易
[00:11:07.280 --> 00:11:08.280]  很厲害
[00:11:08.280 --> 00:11:10.280]  好像這個報道會沒有他不行
[00:11:10.280 --> 00:11:13.280]  出來唱歌的時候多厲害
[00:11:13.280 --> 00:11:15.280]  出來講到很厲害
[00:11:15.280 --> 00:11:17.280]  其實
[00:11:17.280 --> 00:11:21.280]  有誰比施洗有汗厲害呢?
[00:11:21.280 --> 00:11:23.280]  身份上是耶穌的表哥
[00:11:23.280 --> 00:11:25.280]  是他的先鋒
[00:11:25.280 --> 00:11:26.280]  真厲害
[00:11:26.280 --> 00:11:30.280]  如果施洗有汗跟隨耶穌做門徒
[00:11:30.280 --> 00:11:32.280]  耶穌一定收他
[00:11:32.280 --> 00:11:33.280]  是不是?
[00:11:33.280 --> 00:11:35.280]  彼得德當堂排第二
[00:11:35.280 --> 00:11:38.280]  為什麼施洗有汗不跟呢?
[00:11:38.280 --> 00:11:39.280]  因為施洗有汗
[00:11:39.280 --> 00:11:41.280]  他做了一個essence
[00:11:41.280 --> 00:11:44.280]  一個愛色尼派的人
[00:11:44.280 --> 00:11:46.280]  是很刻苦的
[00:11:46.280 --> 00:11:47.280]  穿白衣
[00:11:47.280 --> 00:11:49.280]  完全沒有女士的
[00:11:49.280 --> 00:11:50.280]  很苦修
[00:11:50.280 --> 00:11:52.280]  每天抄寫聖經
[00:11:52.280 --> 00:11:54.280]  禱告、靈修、讚美
[00:11:54.280 --> 00:11:57.280]  而他夠膽去指責希雷王
[00:11:57.280 --> 00:11:59.280]  施洗有汗真厲害
[00:11:59.280 --> 00:12:00.280]  不過他說
[00:12:00.280 --> 00:12:02.280]  我是連為主解鞋帶
[00:12:02.280 --> 00:12:04.280]  這麼低級的僕人也不配
[00:12:04.280 --> 00:12:06.280]  很謙卑
[00:12:06.280 --> 00:12:08.280]  希望大家學到服侍主
[00:12:08.280 --> 00:12:10.280]  帶著一個很謙卑的態度
[00:12:10.280 --> 00:12:14.280]  我連為他解鞋帶也不配
[00:12:14.280 --> 00:12:17.280]  這位仕途有汗說
[00:12:17.280 --> 00:12:19.280]  這就是約旦河外伯達尼
[00:12:19.280 --> 00:12:21.280]  施洗有汗的地方
[00:12:21.280 --> 00:12:23.280]  他做的見證
[00:12:23.280 --> 00:12:26.280]  真的很感人
[00:12:26.280 --> 00:12:28.280]  今天的金句
[00:12:28.280 --> 00:12:30.280]  《約翰福音》一章二十七節
[00:12:30.280 --> 00:12:32.280]  昨天是一二三
[00:12:32.280 --> 00:12:33.280]  今天是一二七
[00:12:33.280 --> 00:12:34.280]  一齊讀
[00:12:34.280 --> 00:12:36.280]  就是那在我耳後來
[00:12:36.280 --> 00:12:40.280]  我給他解鞋帶也不配
[00:12:40.280 --> 00:12:42.280]  請我們記得這一句夠了
[00:12:42.280 --> 00:12:46.280]  我給他解鞋帶也不配
[00:12:46.280 --> 00:12:47.280]  所以我很感恩
[00:12:47.280 --> 00:12:49.280]  有機會為主做工作
[00:12:49.280 --> 00:12:50.280]  做見證
[00:12:50.280 --> 00:12:52.280]  我是一個很低微的僕人
[00:12:52.280 --> 00:12:54.280]  而且本身就是一個罪人
[00:12:54.280 --> 00:12:58.280]  我給他解鞋帶也不配
[00:12:58.280 --> 00:13:00.280]  祈禱
[00:13:00.280 --> 00:13:03.280]  多謝主將施洗有汗
[00:13:03.280 --> 00:13:06.280]  在聖經裡面記錄得很清楚
[00:13:06.280 --> 00:13:08.280]  於是我們記起原來
[00:13:08.280 --> 00:13:10.280]  我是為主解鞋帶也不配
[00:13:10.280 --> 00:13:12.280]  一個最低微的僕人
[00:13:12.280 --> 00:13:15.280]  有時候為主做了一點點事
[00:13:15.280 --> 00:13:17.280]  自己滿心認叻
[00:13:17.280 --> 00:13:18.280]  覺得很厲害
[00:13:18.280 --> 00:13:23.280]  今次這個侍奉這個項目
[00:13:23.280 --> 00:13:25.280]  這個項目真的好在有我
[00:13:25.280 --> 00:13:29.280]  但其實主擁有千萬的天使
[00:13:29.280 --> 00:13:30.280]  主可以在石頭
[00:13:30.280 --> 00:13:33.280]  為阿伯拉罕興起新的子孫
[00:13:33.280 --> 00:13:34.280]  是祢自己說的
[00:13:34.280 --> 00:13:37.280]  主其實我只不過是很卑微的僕人
[00:13:37.280 --> 00:13:38.280]  主叫我做見證
[00:13:38.280 --> 00:13:39.280]  我就做見證
[00:13:39.280 --> 00:13:40.280]  主叫我做先鋒
[00:13:40.280 --> 00:13:41.280]  我就做先鋒
[00:13:41.280 --> 00:13:43.280]  祢比我們大
[00:13:43.280 --> 00:13:46.280]  我們只不過是一個很卑微
[00:13:46.280 --> 00:13:50.280]  解鞋帶也不配的低微僕人
[00:13:50.280 --> 00:13:53.280]  主願意我們謙卑在祢面前服侍祢
[00:13:53.280 --> 00:13:55.280]  求主教導我們
[00:13:55.280 --> 00:13:57.280]  禱告奉耶穌名求
[00:13:57.280 --> 00:13:58.280]  阿門
