
[00:00:00.000 --> 00:00:01.660]  由去年一月開始
[00:02:37.700 --> 00:02:41.320]  祂再差派祂的聖靈降臨在我們當中
[00:02:41.320 --> 00:02:43.600]  當祂來到這個世界的時候
[00:02:43.600 --> 00:02:45.360]  聖靈來到我們當中的時候
[00:02:45.360 --> 00:02:48.160]  祂打開上帝的聖經
[00:02:48.160 --> 00:02:51.960]  祂賜我們一個新的心
[00:02:51.960 --> 00:02:55.480]  祂賜我們明亮的眼睛
[00:02:55.480 --> 00:02:59.720]  使我們真正的可以看得清楚
[00:02:59.720 --> 00:03:03.720]  在那天我們見到一個嶄新的彼得
[00:03:03.720 --> 00:03:07.300]  在那天門徒終於領受了使命
[00:03:07.300 --> 00:03:11.080]  可以出去傳一個真的福音
[00:03:11.080 --> 00:03:13.100]  真正的耶穌基督
[00:03:13.100 --> 00:03:15.600]  將這個福音帶到地極
[00:03:15.600 --> 00:03:18.600]  這是一個極其複雜的故事
[00:03:18.600 --> 00:03:21.960]  但這個故事也是極其的榮耀
[00:03:21.960 --> 00:03:23.200]  我想問一下你
[00:03:23.200 --> 00:03:26.000]  你看到嗎
[00:03:26.000 --> 00:03:28.400]  你看得清楚嗎
[00:03:28.400 --> 00:03:33.720]  你看不看到你自己在這個故事裏面呢
[00:03:33.720 --> 00:03:36.120]  如果你有機會打開你的中文聖經
[00:03:36.120 --> 00:03:37.400]  或者英文聖經的時候
[00:03:37.400 --> 00:03:39.080]  一去到這段聖經的時候
[00:03:39.080 --> 00:03:42.320]  你會發現你的中文聖經
[00:03:42.320 --> 00:03:44.600]  英文聖經都會幫你分段
[00:03:44.600 --> 00:03:46.920]  我打開了我的ESV聖經
[00:03:46.920 --> 00:03:49.600]  它就幫我分了三段
[00:03:49.600 --> 00:03:53.560]  在第一段裏面是8章22節26節
[00:03:53.560 --> 00:03:57.920]  它說耶穌醫治一個乞子
[00:03:57.920 --> 00:04:01.240]  Jesus heals a blind man at Bethsaida
[00:04:01.240 --> 00:04:02.520]  在第二段裏面
[00:04:02.520 --> 00:04:06.520]  它給我的是Peter confesses Jesus as Christ
[00:04:06.520 --> 00:04:10.000]  彼得宣稱耶穌為基督
[00:04:10.000 --> 00:04:11.920]  去到第三段的時候
[00:04:11.920 --> 00:04:13.720]  它給我的是
[00:04:13.720 --> 00:04:16.440]  Jesus foretells his death and resurrection
[00:04:16.440 --> 00:04:21.400]  耶穌預言人子要受害
[00:04:21.400 --> 00:04:25.480]  當你去仔細分析這三個分段的時候
[00:04:25.480 --> 00:04:27.000]  你會開始發覺
[00:04:27.000 --> 00:04:33.240]  每一個題目都是欠缺了一些東西
[00:04:33.240 --> 00:04:37.880]  其實原來第一個題目不應該是耶穌醫治一個乞子
[00:04:37.880 --> 00:04:39.560]  第一個題目應該是
[00:04:39.560 --> 00:04:43.920]  耶穌醫治不好一個乞子
[00:04:43.920 --> 00:04:45.760]  是醫不好的
[00:04:45.760 --> 00:04:49.600]  第二個題目不是彼得宣稱耶穌為基督這麼簡單
[00:04:49.600 --> 00:04:57.840]  第二個題目應該是彼得妄自宣稱耶穌為基督
[00:04:57.840 --> 00:05:00.600]  是他按照他自己的意思去宣稱
[00:05:00.600 --> 00:05:03.600]  而不是正確地按照聖經去宣稱
[00:05:03.600 --> 00:05:05.200]  去到第三個題目
[00:05:05.200 --> 00:05:09.200]  就不單止是耶穌預言人子受死
[00:05:09.200 --> 00:05:15.440]  而是耶穌預言人子受死之後要被罵的
[00:05:15.440 --> 00:05:17.040]  要彼得罵
[00:05:17.040 --> 00:05:22.760]  當你去用這三個角度去看這段聖經的時候
[00:05:22.760 --> 00:05:25.520]  你開始比較看得明白
[00:05:25.520 --> 00:05:29.000]  原來這段聖經不單止分題重要
[00:05:29.000 --> 00:05:33.280]  最重要的是原來它講的不是三個故事
[00:05:33.280 --> 00:05:35.880]  而是一個三合一的故事
[00:05:35.880 --> 00:05:37.840]  如果你把它分為三個故事
[00:05:37.840 --> 00:05:39.240]  我講三篇道的時候
[00:05:39.240 --> 00:05:42.600]  我根本沒辦法告訴你這個故事講什麼
[00:05:42.600 --> 00:05:47.120]  但是當我們將這三個故事連為一體的時候
[00:05:47.120 --> 00:05:52.000]  我們開始看到馬可要我們看的是什麼
[00:05:52.000 --> 00:05:57.320]  我想看你很仔細的一節一節去看這個故事
[00:05:57.320 --> 00:06:01.120]  一開始的時候馬可波音第八章第二十二節這樣說
[00:06:01.120 --> 00:06:03.960]  他們來到白菜大
[00:06:03.960 --> 00:06:08.360]  有人帶一個盲人來求耶穌摸他
[00:06:08.360 --> 00:06:11.680]  我不知道你記不記得在白菜大之前
[00:06:11.680 --> 00:06:13.600]  發生過什麼事
[00:06:13.600 --> 00:06:16.520]  如果你之前有幾個星期都有和我們一起的時候
[00:06:16.520 --> 00:06:20.560]  你會記得在馬可波音第七章二十四節開始
[00:06:20.560 --> 00:06:25.920]  耶穌去了一個長達六至八個月的愛邦短孫
[00:06:25.920 --> 00:06:29.160]  在這個愛邦短孫將要終結的時候
[00:06:29.160 --> 00:06:32.360]  在這個愛邦短孫高潮的時刻
[00:06:32.360 --> 00:06:33.840]  耶穌做了一個神蹟
[00:06:33.840 --> 00:06:36.160]  祂用七個餅
[00:06:36.160 --> 00:06:40.800]  幾條小魚餵飽了四千個男人
[00:06:40.800 --> 00:06:44.280]  我們很相信是四千個愛邦男人
[00:06:44.280 --> 00:06:45.880]  因為祂是一個愛邦的地方
[00:06:45.880 --> 00:06:49.680]  而這個餵養的神蹟剛剛好又對應了
[00:06:49.680 --> 00:06:51.720]  另外一個餵養的神蹟
[00:06:51.720 --> 00:06:54.880]  就是祂在猶太人的地方
[00:06:54.880 --> 00:06:58.600]  用五餅二魚餵飽了五千個猶太男人
[00:06:58.600 --> 00:07:01.360]  可能還有其他的媽媽
[00:07:01.360 --> 00:07:02.240]  子女
[00:07:02.240 --> 00:07:05.720]  可能成千上萬的猶太人
[00:07:05.720 --> 00:07:08.800]  通過這兩個餵養的神蹟
[00:07:08.800 --> 00:07:12.840]  耶穌或者馬可要啟示祂真正的身份
[00:07:12.840 --> 00:07:14.320]  耶穌基督是誰
[00:07:14.320 --> 00:07:20.200]  耶穌基督是一個從天而降的生命麵包
[00:07:20.200 --> 00:07:24.760]  祂要為以色列人供應生命的麵包
[00:07:24.760 --> 00:07:26.240]  祂要為全世界
[00:07:26.240 --> 00:07:31.920]  要為所有的愛邦人供應生命的麵包
[00:07:31.920 --> 00:07:33.720]  祂是以色列人的君王
[00:07:33.720 --> 00:07:38.000]  祂是全世界的救主
[00:07:38.000 --> 00:07:41.280]  之後有一群法利塞人來找耶穌
[00:07:41.280 --> 00:07:42.720]  他們要試探耶穌
[00:07:42.720 --> 00:07:46.960]  於是耶穌和法利塞人在議論
[00:07:46.960 --> 00:07:48.880]  議論完了之後
[00:07:48.880 --> 00:07:49.560]  如果你記得
[00:07:49.560 --> 00:07:52.880]  祂帶同那些門徒上船
[00:07:52.880 --> 00:07:55.600]  一上船耶穌就開始警戒
[00:07:55.600 --> 00:07:57.480]  馬上去警戒他們
[00:07:57.480 --> 00:08:01.960]  祂說你們要防備法利塞人的毒麵包
[00:08:01.960 --> 00:08:02.720]  他們的孝
[00:08:02.720 --> 00:08:03.840]  他們的毒麵包
[00:08:03.840 --> 00:08:06.080]  他們的屬靈毒藥
[00:08:06.080 --> 00:08:07.280]  他們的屬靈毒藥是甚麼
[00:08:07.280 --> 00:08:11.480]  就是他們自高自異
[00:08:11.480 --> 00:08:15.120]  耶穌很緊張要喚醒祂的門徒
[00:08:15.120 --> 00:08:18.800]  而祂愚蠢的門徒完全沒有屬靈的意識
[00:08:18.800 --> 00:08:24.120]  他們還誤會以為耶穌怪他們沒有帶麵包
[00:08:24.120 --> 00:08:27.760]  你記不記得耶穌在祂責備門徒的時候
[00:08:27.760 --> 00:08:30.000]  祂說了甚麼
[00:08:30.000 --> 00:08:33.240]  祂說你們有眼睛看不見嗎
[00:08:33.240 --> 00:08:35.800]  你們有耳朵聽不到嗎
[00:08:35.800 --> 00:08:38.040]  你們還不明白嗎
[00:08:38.040 --> 00:08:41.120]  祂在引用耶利米書第五章
[00:08:41.120 --> 00:08:43.520]  但是你看不看到祂罵他們甚麼
[00:08:43.520 --> 00:08:47.320]  祂罵你們有眼睛看不見
[00:08:47.320 --> 00:08:49.320]  這個故事是我們上個星期說的故事
[00:08:49.320 --> 00:08:53.200]  這個故事和今天這個故事是back to back
[00:08:53.200 --> 00:08:56.080]  當你將這兩節聖經連在一起的時候
[00:08:56.080 --> 00:08:58.360]  你開始想
[00:08:58.360 --> 00:09:01.000]  這個故事和這個故事
[00:09:01.000 --> 00:09:04.280]  其實是可能有關的
[00:09:04.280 --> 00:09:05.440]  耶穌在說
[00:09:05.440 --> 00:09:08.200]  或者祂在醫治的這個盲人
[00:09:08.200 --> 00:09:11.720]  是和之前祂的門徒
[00:09:11.720 --> 00:09:14.320]  有眼睛看不見的事情
[00:09:14.320 --> 00:09:17.440]  是有關的
[00:09:17.440 --> 00:09:19.000]  當你這樣去思想的時候
[00:09:19.000 --> 00:09:20.680]  你開始明白
[00:09:20.680 --> 00:09:23.960]  我們在看的不是一個普通的神蹟騎士
[00:09:23.960 --> 00:09:27.800]  馬可邀請我們用一個天國比喻的眼光
[00:09:27.800 --> 00:09:32.040]  去看這個神蹟的騎士
[00:09:32.040 --> 00:09:33.920]  我們在看的不是神蹟
[00:09:33.920 --> 00:09:36.840]  我們在看的是天國的比喻
[00:09:36.840 --> 00:09:39.560]  這個是整個故事的關鍵
[00:09:39.560 --> 00:09:41.280]  我想帶你繼續去看
[00:09:41.280 --> 00:09:43.680]  第八章第23節這樣說
[00:09:43.680 --> 00:09:47.680]  耶穌拉著盲人的手領他到村外
[00:09:47.680 --> 00:09:50.680]  就唾沫在他的眼上
[00:09:50.680 --> 00:09:53.840]  為他按手問他
[00:09:53.840 --> 00:09:56.280]  你看見甚麼
[00:09:56.280 --> 00:09:58.120]  如果你看慣耶穌的神蹟
[00:09:58.120 --> 00:10:01.440]  你會覺得這個神蹟真的有點奇怪
[00:10:01.440 --> 00:10:04.200]  這個神蹟有一點像
[00:10:04.200 --> 00:10:11.040]  第七章31至37節那個醫治聾啞的神蹟
[00:10:11.040 --> 00:10:13.600]  耶穌好像做了很多的動作
[00:10:13.600 --> 00:10:16.160]  為要顯一個小小的神蹟
[00:10:16.160 --> 00:10:19.360]  他先帶這個人出去村外
[00:10:19.360 --> 00:10:21.360]  他又要吐口水
[00:10:21.360 --> 00:10:23.360]  又要為他按手
[00:10:23.360 --> 00:10:25.760]  之後不知為何從來未試過的
[00:10:25.760 --> 00:10:28.120]  他還問他行不行
[00:10:28.120 --> 00:10:30.840]  看不看得見
[00:10:30.840 --> 00:10:32.720]  而我們知道
[00:10:32.720 --> 00:10:35.520]  後面那節告訴他們
[00:10:35.520 --> 00:10:37.320]  他不行的
[00:10:37.320 --> 00:10:38.600]  很奇怪的一個故事
[00:10:38.600 --> 00:10:41.280]  曾幾何時耶穌基督顯神蹟的時候
[00:10:41.280 --> 00:10:44.080]  是何等的威風瀟灑
[00:10:44.080 --> 00:10:46.080]  你記不記得在約翰福音第四章裏面
[00:10:46.080 --> 00:10:48.440]  他醫治一個大神的兒子
[00:10:48.440 --> 00:10:52.520]  這個大神走了一天多的路程來找他
[00:10:52.520 --> 00:10:54.200]  叫他回去
[00:10:54.200 --> 00:10:55.400]  耶穌說你回去吧
[00:10:55.400 --> 00:10:56.680]  你的兒子活了
[00:10:56.680 --> 00:10:58.520]  去都不用去
[00:10:58.520 --> 00:11:00.040]  你回去吧
[00:11:00.040 --> 00:11:02.520]  遙控器一按
[00:11:02.520 --> 00:11:04.720]  可以的
[00:11:04.720 --> 00:11:07.840]  曾幾何時他是多麼瀟灑
[00:11:07.840 --> 00:11:12.120]  而現在他很凋落
[00:11:12.120 --> 00:11:13.520]  做了很多的動作
[00:11:13.520 --> 00:11:16.560]  結果得不到效應
[00:11:16.560 --> 00:11:18.840]  是不是年紀大了
[00:11:18.840 --> 00:11:21.080]  其實他只差兩年
[00:11:21.080 --> 00:11:22.160]  是不是有病
[00:11:22.160 --> 00:11:23.480]  是不是身體不舒服
[00:11:23.480 --> 00:11:28.200]  還是工作過勞
[00:11:28.200 --> 00:11:29.040]  耶穌問他
[00:11:29.040 --> 00:11:31.680]  你看見什麼
[00:11:31.680 --> 00:11:33.080]  那個人的答案
[00:11:33.080 --> 00:11:34.560]  如果你是門徒
[00:11:34.560 --> 00:11:37.040]  你真的會害怕
[00:11:37.040 --> 00:11:38.200]  我看見人
[00:11:38.200 --> 00:11:40.320]  他們很仗樹木
[00:11:40.320 --> 00:11:42.360]  並且行走
[00:11:42.360 --> 00:11:44.200]  如果你是當時門徒
[00:11:44.200 --> 00:11:45.480]  你在旁邊的時候
[00:11:45.480 --> 00:11:46.440]  不得了
[00:11:46.440 --> 00:11:48.120]  這次不行了
[00:11:48.120 --> 00:11:51.280]  師父的功力好像減退了一點
[00:11:51.280 --> 00:11:52.680]  究竟減什麼
[00:11:52.680 --> 00:11:55.400]  發生什麼事了
[00:11:55.400 --> 00:11:57.400]  不過幸好還有下半場
[00:11:57.400 --> 00:12:00.000]  只要耶穌中場休息一下
[00:12:00.000 --> 00:12:01.280]  再次運功
[00:12:01.280 --> 00:12:04.280]  再次為他療傷
[00:12:04.280 --> 00:12:05.920]  就可以搞定
[00:12:05.920 --> 00:12:08.960]  隨後耶穌又按守在他的眼睛上
[00:12:08.960 --> 00:12:10.640]  他定睛一看
[00:12:10.640 --> 00:12:12.320]  就復元了
[00:12:12.320 --> 00:12:14.040]  樣樣都清楚了
[00:12:14.040 --> 00:12:16.400]  總算有驚無險
[00:12:16.400 --> 00:12:17.560]  搞定了案件
[00:12:17.560 --> 00:12:20.520]  沒有辜負上帝對我們的期望
[00:12:20.520 --> 00:12:24.400]  沒有丟了上帝的臉
[00:12:24.400 --> 00:12:25.120]  離開之前
[00:12:25.120 --> 00:12:27.200]  耶穌還說多一句
[00:12:27.200 --> 00:12:28.720]  耶穌說
[00:12:28.720 --> 00:12:31.160]  「打發他孫子」
[00:12:31.160 --> 00:12:32.760]  你都不要進去
[00:12:32.760 --> 00:12:34.640]  耶穌再三祝福這個人
[00:12:34.640 --> 00:12:35.920]  叫他不要進村
[00:12:35.920 --> 00:12:37.680]  叫他不要跟任何人說
[00:12:37.680 --> 00:12:39.160]  如果我是門徒的時候
[00:12:39.160 --> 00:12:43.240]  我當時說「是的,千萬不要跟其他人說」
[00:12:43.240 --> 00:12:44.640]  我們夫子很謙卑
[00:12:44.640 --> 00:12:46.280]  其實意思就是說
[00:12:46.280 --> 00:12:47.320]  不要告訴別人
[00:12:47.320 --> 00:12:54.280]  我們夫子要兩次運功才可以救回你
[00:12:54.280 --> 00:12:58.880]  我們怎麼明白這個奇怪的神蹟
[00:12:58.880 --> 00:13:00.120]  正如我剛才所說
[00:13:00.120 --> 00:13:01.880]  你要真正明白的關鍵
[00:13:01.880 --> 00:13:02.880]  就是將這個神蹟
[00:13:02.880 --> 00:13:05.600]  跟接下來的故事連在一起
[00:13:05.600 --> 00:13:09.640]  因為這個神蹟是"appetizer"
[00:13:09.640 --> 00:13:11.160]  是開場白
[00:13:11.160 --> 00:13:14.400]  這個神蹟是指向下面的故事
[00:13:14.400 --> 00:13:16.240]  下面的故事才是主材
[00:13:16.240 --> 00:13:19.280]  下面的故事一開始是這樣說
[00:13:19.280 --> 00:13:23.200]  耶穌和門徒出去往凱撒利亞
[00:13:23.200 --> 00:13:25.120]  菲拉比附近的村莊去
[00:13:25.120 --> 00:13:26.600]  Caesarea Philippi
[00:13:26.600 --> 00:13:28.480]  你記住這個地方
[00:13:28.480 --> 00:13:31.920]  他們要去一個地方叫Caesarea Philippi
[00:13:31.920 --> 00:13:33.960]  在路上祂問門徒
[00:13:33.960 --> 00:13:35.480]  「人們說我是誰」
[00:13:35.480 --> 00:13:36.720]  然後祂再問他們
[00:13:36.720 --> 00:13:39.120]  「你們說我是誰」
[00:13:39.120 --> 00:13:40.480]  故事結束的時候是
[00:13:40.480 --> 00:13:43.680]  「於是耶穌切切祝福他們
[00:13:43.680 --> 00:13:47.880]  不可對任何人說其他」
[00:13:47.880 --> 00:13:50.640]  耶穌帶他們出去
[00:13:50.640 --> 00:13:52.080]  如果你很清晰
[00:13:52.080 --> 00:13:53.400]  你記得前面的故事
[00:13:53.400 --> 00:13:55.240]  耶穌帶他們出去
[00:13:55.240 --> 00:13:56.600]  出了一個村莊
[00:13:56.600 --> 00:13:57.960]  你看不看到一個平衡
[00:13:57.960 --> 00:13:59.240]  耶穌帶他們出去
[00:13:59.240 --> 00:13:59.960]  去哪裡呢
[00:13:59.960 --> 00:14:02.000]  去一個地方叫Caesarea Philippi
[00:14:02.000 --> 00:14:05.640]  這個地方距離加利利湖
[00:14:05.640 --> 00:14:06.560]  他們在佛西達
[00:14:06.560 --> 00:14:07.360]  然後上去
[00:14:07.360 --> 00:14:10.960]  大概是北面的25英里
[00:14:10.960 --> 00:14:15.040]  這個差不多是出了猶太人的邊界
[00:14:15.040 --> 00:14:16.960]  猶太人當時去到最遠
[00:14:16.960 --> 00:14:19.720]  住得最遠就是Caesarea Philippi
[00:14:19.720 --> 00:14:21.640]  所以耶穌帶他們離開
[00:14:21.640 --> 00:14:23.120]  猶太人的地方
[00:14:23.120 --> 00:14:25.360]  然後問了他們一個很重要的問題
[00:14:25.360 --> 00:14:26.280]  一個人生
[00:14:26.280 --> 00:14:28.920]  人類歷史裏面最重要的問題
[00:14:28.920 --> 00:14:30.800]  Who am I
[00:14:30.800 --> 00:14:34.800]  我是誰
[00:14:34.800 --> 00:14:36.280]  這個問題有點像
[00:14:36.280 --> 00:14:38.960]  問你眼睛明不明亮
[00:14:38.960 --> 00:14:41.680]  你看不看到我是誰
[00:14:41.680 --> 00:14:46.760]  你看不看得清楚我是誰
[00:14:46.760 --> 00:14:49.120]  你要留意故事的結束
[00:14:49.120 --> 00:14:51.880]  因為我們知道門徒看不到耶穌究竟是誰
[00:14:51.880 --> 00:14:52.960]  故事結束的時候
[00:14:52.960 --> 00:14:56.560]  耶穌叫他不要跟其他人說話
[00:14:56.560 --> 00:14:58.360]  當你看看這個故事的架構
[00:14:58.360 --> 00:14:59.560]  和之前的架構
[00:14:59.560 --> 00:15:02.880]  你會發現是很平衡的架構
[00:15:02.880 --> 00:15:06.640]  這個故事和那個故事是同一個故事
[00:15:06.640 --> 00:15:08.320]  兩個故事裏面他們都出去
[00:15:08.320 --> 00:15:10.440]  兩個故事裏面都問你看不看得清楚
[00:15:10.440 --> 00:15:11.400]  明不明白
[00:15:11.400 --> 00:15:13.240]  兩個故事最後都是
[00:15:13.240 --> 00:15:14.160]  Don't tell anyone
[00:15:14.160 --> 00:15:15.520]  不要跟其他人說
[00:15:15.520 --> 00:15:20.840]  兩個故事其實是同一個故事
[00:15:20.840 --> 00:15:24.960]  我們現在可以專注在這個故事裏面
[00:15:24.960 --> 00:15:26.200]  耶穌帶他們出去
[00:15:26.200 --> 00:15:28.920]  去了一個地方叫做凱撒利亞菲勒比
[00:15:28.920 --> 00:15:31.400]  Caesarea Philippi
[00:15:31.400 --> 00:15:33.480]  Caesarea Philippi是一個怎樣的地方
[00:15:33.480 --> 00:15:36.520]  簡單來說它是一個繁華的都市
[00:15:36.520 --> 00:15:39.720]  它是一個君王之城
[00:15:39.720 --> 00:15:41.920]  原來這個名字Caesarea Philippi
[00:15:41.920 --> 00:15:46.760]  是由兩個很輝煌的名字所組織成的
[00:15:46.760 --> 00:15:48.200]  我想帶你們去看一下
[00:15:48.200 --> 00:15:51.840]  路加福音第三章第一節
[00:15:51.840 --> 00:15:53.680]  路加福音第三章第一節
[00:15:53.680 --> 00:15:55.920]  第二節這樣說
[00:15:55.920 --> 00:16:00.240]  凱撒提比留在衛帝十五年
[00:16:00.240 --> 00:16:03.520]  本雕比拉多作猶太總督
[00:16:03.520 --> 00:16:10.920]  希律兄弟肥勒作土里亞和特拉可尼地區
[00:16:10.920 --> 00:16:13.600]  分封的王
[00:16:13.600 --> 00:16:16.160]  撒加利亞的兒子
[00:16:16.160 --> 00:16:20.160]  約翰在曠野裏
[00:16:20.160 --> 00:16:22.520]  路加在介紹Caesarea的出現
[00:16:22.520 --> 00:16:24.080]  但是你有沒有看到他怎樣介紹
[00:16:24.080 --> 00:16:28.080]  子弟學約翰開始一個很謙卑的侍奉
[00:16:28.080 --> 00:16:30.200]  所謂謙卑是沒有人知道的
[00:16:30.200 --> 00:16:32.040]  沒有人在意的侍奉
[00:16:32.040 --> 00:16:36.440]  在背後有一群有權有勢
[00:16:36.440 --> 00:16:38.600]  有名有利的人
[00:16:38.600 --> 00:16:40.120]  Who's who
[00:16:40.120 --> 00:16:42.400]  在當時的時代Who's who
[00:16:42.400 --> 00:16:46.240]  第一個名字是當時的龍馬君王
[00:16:46.240 --> 00:16:47.160]  Caesarea
[00:16:47.160 --> 00:16:48.360]  Caesar
[00:16:48.360 --> 00:16:49.680]  凱撒
[00:16:49.680 --> 00:16:51.480]  Tiberius
[00:16:51.480 --> 00:16:52.280]  提比留
[00:16:52.280 --> 00:16:54.480]  接著下面你會看到有另一個名字
[00:16:54.480 --> 00:16:56.040]  他叫肥勒
[00:16:56.040 --> 00:16:59.640]  他是某一個地方的分封王
[00:16:59.640 --> 00:17:01.320]  剛才我們的名字
[00:17:01.320 --> 00:17:03.240]  那個地方名叫Caesarea Philippi
[00:17:03.240 --> 00:17:04.520]  Philippi是哪裏來的呢
[00:17:04.520 --> 00:17:05.760]  就是肥勒那裏來的
[00:17:05.760 --> 00:17:07.280]  Philip
[00:17:07.280 --> 00:17:11.280]  Philip就是那個分封王主管這個城市的地方
[00:17:11.280 --> 00:17:14.200]  這個城市原來是他老爸才建了
[00:17:14.200 --> 00:17:18.040]  接著Philip肥勒將那個地方擴建
[00:17:18.040 --> 00:17:19.440]  擴大了城市之後
[00:17:19.440 --> 00:17:22.000]  他想自己的名字擺在城裏
[00:17:22.000 --> 00:17:25.520]  於是這個地方叫Philippi
[00:17:25.520 --> 00:17:29.360]  但是你不可以只是擺了自己的名字
[00:17:29.360 --> 00:17:32.240]  你老闆的名字也要擺上去
[00:17:32.240 --> 00:17:35.480]  於是再加多前面那個Caesarea
[00:17:35.480 --> 00:17:37.200]  代表凱撒
[00:17:37.200 --> 00:17:39.880]  這個地方是凱撒的地方
[00:17:39.880 --> 00:17:41.960]  這個地方是羅馬的地方
[00:17:41.960 --> 00:17:45.960]  這個地方是有權有勢的地方
[00:17:45.960 --> 00:17:48.080]  這個地方非常繁華
[00:17:48.080 --> 00:17:51.240]  這個地方有羅馬的駐軍
[00:17:51.240 --> 00:17:55.680]  這個地方還有另外一樣東西
[00:17:55.680 --> 00:17:58.160]  就是以前的希律王
[00:17:58.160 --> 00:18:02.440]  肥勒的爸爸在那裏建了一個神殿
[00:18:02.440 --> 00:18:04.920]  這個神殿用大理石所建的神殿
[00:18:04.920 --> 00:18:06.960]  是用來敬拜凱撒的
[00:18:06.960 --> 00:18:11.040]  敬拜君王的
[00:18:11.040 --> 00:18:15.440]  當你去到Caesarea Philippi這個地方
[00:18:15.440 --> 00:18:23.160]  你開始感覺到這個是金錢權力代表的地方
[00:18:23.160 --> 00:18:27.240]  你走去的時候你已經心裡震驚
[00:18:27.240 --> 00:18:28.880]  走去的路程你見到
[00:18:28.880 --> 00:18:33.120]  嘩!一家一家比一家有錢
[00:18:33.120 --> 00:18:37.840]  你走去的時候聽到一些軍隊操練的聲音
[00:18:37.840 --> 00:18:42.200]  你走去聽到廟宇宏偉的地方
[00:18:42.200 --> 00:18:44.080]  壯觀
[00:18:44.080 --> 00:18:53.200]  在當中你吸收了這些金錢權力那種氣氛
[00:18:53.200 --> 00:18:55.960]  而在這樣的一個場景裏面
[00:18:55.960 --> 00:18:58.240]  耶穌問他
[00:18:58.240 --> 00:19:00.280]  「你說,我是誰?」
[00:19:00.280 --> 00:19:02.760]  地點、地點、地點
[00:19:02.760 --> 00:19:05.360]  地點是極其的重要
[00:19:05.360 --> 00:19:08.720]  彷彿這個地點已經給了我們的答案
[00:19:08.720 --> 00:19:13.440]  耶穌問你是「我是誰?」
[00:19:13.440 --> 00:19:16.040]  我想你想像有一天
[00:19:16.040 --> 00:19:17.440]  未來一兩個月
[00:19:17.440 --> 00:19:24.160]  我要帶我們一班當中一些年輕的弟兄姊妹去做退休
[00:19:24.160 --> 00:19:25.560]  然後我們的弟兄姊妹就問
[00:19:25.560 --> 00:19:27.200]  「林牧師你想去哪裏退休呢?」
[00:19:27.200 --> 00:19:31.120]  我們周六崇拜的planning meeting
