
[00:00:00.000 --> 00:00:03.200]  是司祭的第六章尾
[00:01:33.800 --> 00:01:36.400]  這個父親是為了他的兒子
[00:01:36.400 --> 00:01:38.100]  來見校長
[00:01:38.100 --> 00:01:41.700]  他說:「你知道你們這間學校的要求很高嗎?」
[00:01:41.700 --> 00:01:43.800]  「為了要奪取學位」
[00:01:43.800 --> 00:01:48.400]  「學生要付出很大很大的努力」
[00:01:48.400 --> 00:01:53.100]  「你可否減少你們的要求?」
[00:01:53.100 --> 00:01:55.900]  「奪取學位沒那麼困難」
[00:01:55.900 --> 00:01:58.000]  喏,James Garfield 跟他說:
[00:01:58.000 --> 00:01:59.500]  「當然可以」
[00:01:59.500 --> 00:02:01.600]  「但是我要讓你知道」
[00:02:01.600 --> 00:02:04.600]  「神創造一棵好的柏樹」
[00:02:04.600 --> 00:02:07.000]  「是需要一百年的時候」
[00:02:07.000 --> 00:02:09.200]  「神造一隻矮瓜」
[00:02:09.200 --> 00:02:11.100]  「幾個月就做出來了」
[00:02:11.100 --> 00:02:14.200]  「你要你的兒子成為一棵柏樹」
[00:02:14.200 --> 00:02:16.500]  「還是成為一隻矮瓜呢?」
[00:02:16.500 --> 00:02:20.500]  這個父親當場是沒有說話的
[00:02:20.500 --> 00:02:21.900]  喏
[00:02:21.900 --> 00:02:24.500]  我們看到在《士司記》的第六章
[00:02:24.500 --> 00:02:26.900]  第十七至三十五節
[00:02:26.900 --> 00:02:28.900]  有兩個祭壇
[00:02:28.900 --> 00:02:30.900]  其實「壇」這個字
[00:02:30.900 --> 00:02:35.200]  在《士司記》的第六章一共出現了七次
[00:02:35.200 --> 00:02:39.100]  不單止基甸建了兩個壇
[00:02:39.100 --> 00:02:43.400]  還有原來當時的以色列人都是拜偶像
[00:02:43.400 --> 00:02:48.300]  他們在樹壇上獻祭給巴力
[00:02:48.300 --> 00:02:50.900]  神就叫基甸建兩個壇
[00:02:50.900 --> 00:02:55.000]  第一個是讓他自己個人來敬拜神
[00:02:55.000 --> 00:02:57.700]  第二個比較難
[00:02:57.700 --> 00:03:01.900]  是要在眾人面前挑戰眾人的信心
[00:03:01.900 --> 00:03:04.900]  要眾人都來敬拜耶和華
[00:03:04.900 --> 00:03:07.900]  就是他第二個壇
[00:03:07.900 --> 00:03:10.900]  基甸能夠帶領眾人
[00:03:10.900 --> 00:03:14.200]  帶領以色列人來面對米甸人
[00:03:14.200 --> 00:03:18.900]  首先他自己對神要有一個個人的認識
[00:03:18.900 --> 00:03:21.400]  他要知道神與他同在
[00:03:21.400 --> 00:03:24.100]  他要跟神有良好的關係
[00:03:24.100 --> 00:03:26.400]  這就是第一個壇
[00:03:26.400 --> 00:03:28.900]  所以除非他建立第一個壇
[00:03:28.900 --> 00:03:31.100]  他不可能建立第二個壇
[00:03:31.100 --> 00:03:34.300]  來挑戰眾人的信心
[00:03:34.300 --> 00:03:38.400]  這就是有關基甸的兩個壇
[00:03:38.400 --> 00:03:40.900]  我們先來看看
[00:03:40.900 --> 00:03:44.900]  基甸的第一個壇是怎樣
[00:03:44.900 --> 00:03:48.100]  這是他個人敬拜的壇
[00:03:48.100 --> 00:03:50.900]  在《使司機》的六章十七節
[00:03:50.900 --> 00:03:52.100]  基甸說:
[00:03:52.100 --> 00:03:54.700]  「我若在你眼前蒙蔭
[00:03:54.700 --> 00:03:56.900]  求你給我一個證據
[00:03:56.900 --> 00:04:01.500]  使我知道與我說話的就是主」
[00:04:01.500 --> 00:04:05.200]  哇!他要有一個證據
[00:04:05.200 --> 00:04:08.500]  有很多的解經家、神學家都說
[00:04:08.500 --> 00:04:11.700]  基甸真的不對
[00:04:11.700 --> 00:04:13.100]  聖經怎麼說的?
[00:04:13.100 --> 00:04:15.100]  「不可試探神」
[00:04:15.100 --> 00:04:18.100]  但是基甸要求建立一個神跡
[00:04:18.100 --> 00:04:23.100]  所以很多的解經家和神學家都說他是錯的
[00:04:23.100 --> 00:04:27.000]  但是羅馬書的十章十七節怎麼說?
[00:04:27.000 --> 00:04:28.600]  信心從哪裡來?
[00:04:28.600 --> 00:04:32.400]  信心是從神的話語而來
[00:04:32.400 --> 00:04:35.600]  基甸是希望證實神的話語
[00:04:35.600 --> 00:04:39.100]  希望知道眼前這個人跟他說話
[00:04:39.100 --> 00:04:40.500]  真的從神而來
[00:04:40.500 --> 00:04:42.300]  說的是神的話語
[00:04:42.300 --> 00:04:44.600]  給他的是神的指示
[00:04:44.600 --> 00:04:48.100]  所以他要求建立一個神跡
[00:04:48.100 --> 00:04:49.800]  為什麼基甸可以做
[00:04:49.800 --> 00:04:51.900]  為什麼我們不可以做?
[00:04:51.900 --> 00:04:56.700]  基甸的時候有沒有全部神的話語在他的手上?
[00:04:56.700 --> 00:04:58.000]  他是沒有的
[00:04:58.000 --> 00:05:01.200]  所以他需要有神跡來證明
[00:05:01.200 --> 00:05:02.600]  這也是原因
[00:05:02.600 --> 00:05:06.400]  為什麼摩西和約書亞頒舊約的時候
[00:05:06.400 --> 00:05:08.500]  有這麼多的神跡歧視?
[00:05:08.500 --> 00:05:12.300]  為什麼耶穌和門徒班新約的時候
[00:05:12.300 --> 00:05:14.300]  又有這麼多神跡歧視?
[00:05:14.300 --> 00:05:18.700]  就是要證明這些話語都是從神而來
[00:05:18.700 --> 00:05:20.200]  但是我們現在
[00:05:20.200 --> 00:05:23.900]  有了全部神的話語在我們的手上
[00:05:23.900 --> 00:05:26.200]  所以當我們要印證一下
[00:05:26.200 --> 00:05:28.300]  一句話是不是神的話語
[00:05:28.300 --> 00:05:29.700]  我們怎麼做?
[00:05:29.700 --> 00:05:33.300]  我們是打開聖經來看
[00:05:33.300 --> 00:05:36.000]  檢查一下聖經裡面怎麼說
[00:05:36.000 --> 00:05:40.400]  而不是要求有神跡歧視
[00:05:40.400 --> 00:05:43.200]  其實在摩西的時候
[00:05:43.200 --> 00:05:44.700]  聖經告訴我們
[00:05:44.700 --> 00:05:47.400]  神跡歧視都是負面的
[00:05:47.400 --> 00:05:49.800]  是撒旦要來迷惑人的
[00:05:49.800 --> 00:05:51.100]  在摩西的時候
[00:05:51.100 --> 00:05:54.000]  馬太福音的二十四章二十四節
[00:05:54.000 --> 00:05:57.400]  馬可福音的十三章二十二節
[00:05:57.400 --> 00:06:00.500]  鐵撒羅尼加後書的二章九節
[00:06:00.500 --> 00:06:02.900]  和啟示錄有很多經文
[00:06:02.900 --> 00:06:05.000]  都是這樣告訴我們
[00:06:05.000 --> 00:06:06.500]  所以今時今日
[00:06:06.500 --> 00:06:09.200]  如果有個人走來跟你說一句話
[00:06:09.200 --> 00:06:10.800]  或者是教主日學
[00:06:10.800 --> 00:06:14.500]  你怎麼知道這個人真的說的是神的話語?
[00:06:14.500 --> 00:06:16.800]  走回去聖經看一下
[00:06:16.800 --> 00:06:22.100]  而不是要求神跡
[00:06:22.100 --> 00:06:27.100]  基甸就建立了第一個祭壇
[00:06:27.100 --> 00:06:29.300]  在史詩記的六章十八節
[00:06:29.300 --> 00:06:32.400]  基甸說:求你不要離開這裏
[00:06:32.400 --> 00:06:33.800]  等我歸回
[00:06:33.800 --> 00:06:37.100]  將禮物拜來共在你的面前
[00:06:37.100 --> 00:06:40.300]  主說:我必等你回來
[00:06:40.300 --> 00:06:42.300]  基甸說:你不要走
[00:06:42.300 --> 00:06:43.700]  我很快回來
[00:06:43.700 --> 00:06:45.700]  我預備一些祭物
[00:06:45.700 --> 00:06:47.400]  你要等我
[00:06:47.400 --> 00:06:51.600]  相信基甸已經知道與神同在的重要性
[00:06:51.600 --> 00:06:56.000]  他要證實眼前這個真的是神派來的使者
[00:06:56.000 --> 00:06:57.600]  所以他說:你等一會
[00:06:57.600 --> 00:06:59.800]  我立刻就會回來
[00:06:59.800 --> 00:07:02.500]  耶和華的使者說:好,沒問題
[00:07:02.500 --> 00:07:04.100]  我等你
[00:07:04.100 --> 00:07:06.200]  在六章十九節
[00:07:06.200 --> 00:07:09.600]  基甸去預備了一隻山羊羔
[00:07:09.600 --> 00:07:12.100]  用一伊法的細綿作料
[00:07:12.100 --> 00:07:13.400]  毛絞餅
[00:07:13.400 --> 00:07:15.300]  將肉放在箱內
[00:07:15.300 --> 00:07:17.300]  把酒盛在壺中
[00:07:17.300 --> 00:07:19.100]  帶到像樹下
[00:07:19.100 --> 00:07:22.400]  獻在使者的面前
[00:07:22.400 --> 00:07:24.800]  耶和華的使者吩咐他
[00:07:24.800 --> 00:07:29.400]  將肉和毛絞餅放在樹盤石的上高
[00:07:29.400 --> 00:07:33.100]  然後將湯倒出來
[00:07:33.100 --> 00:07:35.700]  基甸就照做
[00:07:35.700 --> 00:07:39.400]  這個就是基甸所建立的第一個祭壇
[00:07:39.400 --> 00:07:45.100]  祂在上高獻了祭物給耶和華
[00:07:45.100 --> 00:07:47.800]  這個就是祂的第一個壇
[00:07:47.800 --> 00:07:52.300]  我們要知道這個祭物是非常昂貴的
[00:07:52.300 --> 00:07:54.600]  你說為什麼這麼昂貴?
[00:07:54.600 --> 00:07:56.500]  聖經告訴我們
[00:07:56.500 --> 00:08:00.400]  米甸人已經連續七年來搶掠以色列人
[00:08:00.400 --> 00:08:02.100]  攻打以色列人
[00:08:02.100 --> 00:08:04.100]  所有的農作物
[00:08:04.100 --> 00:08:06.900]  生畜都已經搶走了
[00:08:06.900 --> 00:08:09.900]  你去找一伊法的細綿
[00:08:09.900 --> 00:08:12.600]  你知不知道一伊法的細綿有多少?
[00:08:12.600 --> 00:08:14.800]  是三十五磅
[00:08:14.800 --> 00:08:18.700]  是足夠一家人一個星期的食物
[00:08:18.700 --> 00:08:22.700]  還要找一隻羊羔來獻給神
[00:08:22.700 --> 00:08:25.900]  非常昂貴
[00:08:25.900 --> 00:08:28.600]  我相信基甸可能用了整個小時
[00:08:28.600 --> 00:08:30.100]  可能還不止
[00:08:30.100 --> 00:08:31.900]  來預備羊羔
[00:08:31.900 --> 00:08:33.900]  預備毛絞餅
[00:08:33.900 --> 00:08:37.600]  但是耶和華的使者就等他回來
[00:08:37.600 --> 00:08:40.700]  在《士司記》的六章十九節
[00:08:40.700 --> 00:08:43.300]  說:「有火從盆石中出來
[00:08:43.300 --> 00:08:46.100]  燒盡了玉和毛絞餅
[00:08:46.100 --> 00:08:49.900]  耶和華的使者也就不見了」
[00:08:49.900 --> 00:08:51.800]  有很多人說
[00:08:51.800 --> 00:08:55.700]  喂!浪費不浪費?
[00:08:55.700 --> 00:08:57.900]  整隻羊羔
[00:08:57.900 --> 00:08:59.800]  三十五磅的細綿
[00:08:59.800 --> 00:09:02.800]  一個火就全部消失了
[00:09:02.800 --> 00:09:04.000]  浪費不浪費?
[00:09:04.000 --> 00:09:07.900]  你知不知道這些東西用來周濟窮人
[00:09:07.900 --> 00:09:10.000]  可以周濟多少窮人?
[00:09:10.000 --> 00:09:12.300]  人家吃都沒得吃
[00:09:12.300 --> 00:09:14.700]  可以救到多少人?
[00:09:14.700 --> 00:09:17.600]  這番話好像熟口熟面
[00:09:17.600 --> 00:09:20.200]  好像在哪裡聽過
[00:09:20.200 --> 00:09:21.300]  記不記得
[00:09:21.300 --> 00:09:24.400]  耶穌基督在世的時候
[00:09:24.400 --> 00:09:27.900]  祂曾經去到柏大尼這個地方
[00:09:27.900 --> 00:09:30.500]  有一個人為祂預備了一個筵席
[00:09:30.500 --> 00:09:34.000]  於是馬大就在那裡侍奉馬尼亞
[00:09:34.000 --> 00:09:36.600]  將一瓶拿達香膏
[00:09:36.600 --> 00:09:37.900]  打碎了的瓶子
[00:09:37.900 --> 00:09:39.800]  然後將香膏放到
[00:09:39.800 --> 00:09:42.700]  高沒耶穌基督的腳
[00:09:42.700 --> 00:09:45.300]  猶大當時怎麼說?
[00:09:45.300 --> 00:09:47.300]  哇!浪費不浪費?
[00:09:47.300 --> 00:09:49.500]  這一瓶拿達香膏
[00:09:49.500 --> 00:09:51.800]  起碼值三十兩的銀子
[00:09:51.800 --> 00:09:53.300]  用來周濟窮人
[00:09:53.300 --> 00:09:55.900]  你知不知道可以周濟多少窮人?
[00:09:55.900 --> 00:09:58.300]  為什麼這麼浪費?
[00:09:58.300 --> 00:10:00.400]  另外還有一件事
[00:10:00.400 --> 00:10:03.000]  在撒母以下的二十三章
[00:10:03.000 --> 00:10:05.700]  說到大衛最後的時跡
[00:10:05.700 --> 00:10:08.500]  是說到大衛身邊的勇士
[00:10:08.500 --> 00:10:10.900]  他是有三個親信的勇士
[00:10:10.900 --> 00:10:14.300]  另外是有三十個其他的勇士
[00:10:14.300 --> 00:10:16.700]  在撒母以下的二十三章
[00:10:16.700 --> 00:10:20.300]  十五至十六節說大衛口渴了
[00:10:20.300 --> 00:10:22.800]  他很希望去到百里行
[00:10:22.800 --> 00:10:25.200]  城門旁邊有個井
[00:10:25.200 --> 00:10:27.800]  那些井水特別的甘甜
[00:10:27.800 --> 00:10:30.700]  他很希望可以在那裡喝水
[00:10:30.700 --> 00:10:33.200]  你說不就去那裡打水
[00:10:33.200 --> 00:10:35.400]  有什麼大事?
[00:10:35.400 --> 00:10:39.800]  當時百里行是被菲律師人佔據
[00:10:39.800 --> 00:10:42.300]  就在百里行紮營
[00:10:42.300 --> 00:10:45.100]  這些水不容易拿到的
[00:10:45.100 --> 00:10:48.400]  大衛三個勇士冒著生命的危險
[00:10:48.400 --> 00:10:51.600]  去到百里行城門旁邊的井
[00:10:51.600 --> 00:10:52.800]  打了一些水
[00:10:52.800 --> 00:10:55.700]  來給大衛喝
[00:10:55.700 --> 00:10:57.400]  大衛有沒有喝?
[00:10:57.400 --> 00:10:58.900]  一滴都沒有喝到
[00:10:58.900 --> 00:11:01.400]  大衛把水倒出來在地上
[00:11:01.400 --> 00:11:04.300]  他是獻給耶和華
[00:11:04.300 --> 00:11:05.800]  你說有沒有搞錯?
[00:11:05.800 --> 00:11:08.400]  三個勇士冒著生命的危險
[00:11:08.400 --> 00:11:10.900]  來拿這些水
[00:11:10.900 --> 00:11:13.200]  你不喝也讓別人喝
[00:11:13.200 --> 00:11:16.600]  你倒在地上做什麼?
[00:11:16.600 --> 00:11:18.800]  你看到無論是瑪利亞
[00:11:18.800 --> 00:11:22.400]  無論是大衛都做什麼?
[00:11:22.400 --> 00:11:25.600]  都是將最好的來獻給神
[00:11:25.600 --> 00:11:27.400]  這個很重要
[00:11:27.400 --> 00:11:29.400]  有很多教外的人
[00:11:29.400 --> 00:11:31.700]  都不明白我們基督徒
[00:11:31.700 --> 00:11:34.000]  有很多人捐很多錢
[00:11:34.000 --> 00:11:38.800]  遠遠超過應該捐的十分之一給教會
[00:11:38.800 --> 00:11:40.300]  還有
[00:11:40.300 --> 00:11:46.400]  有宣教士願意為主去到很落後的地方
[00:11:46.400 --> 00:11:47.600]  你看看我們
[00:11:47.600 --> 00:11:50.600]  粵語堂派出去的Annie Fong姊妹
[00:11:50.600 --> 00:11:52.100]  我經常都記得
[00:11:52.100 --> 00:11:55.200]  她在加州的時候最怕熱
[00:11:55.200 --> 00:11:57.300]  加州那麼溫和的天氣
[00:11:57.300 --> 00:11:59.400]  她居然大汗淋濕
[00:11:59.400 --> 00:12:01.400]  拼命在那裡潑線
[00:12:01.400 --> 00:12:03.000]  現在去了哪裡?
[00:12:03.000 --> 00:12:05.600]  去了泰國為主作供
[00:12:05.600 --> 00:12:09.100]  你想想她的付出有多大
[00:12:09.100 --> 00:12:12.400]  所以我們很多教外的人都不能夠明白
[00:12:12.400 --> 00:12:15.200]  為什麼我們要將最好的獻給神
[00:12:15.200 --> 00:12:20.200]  基殿就是將最好的來獻給神
[00:12:20.200 --> 00:12:24.000]  當基殿有信心的時候
[00:12:24.000 --> 00:12:29.400]  就有一把火蟲盤石中將祭物全部燒光
[00:12:29.400 --> 00:12:31.300]  使得基殿明白
[00:12:31.300 --> 00:12:35.200]  跟祂說話的無非就是神自己
[00:12:35.200 --> 00:12:38.100]  耶和華的使者就是神
[00:12:38.100 --> 00:12:40.200]  在這裡很多年後
[00:12:40.200 --> 00:12:43.700]  以利亞先知其實有同樣的事
[00:12:43.700 --> 00:12:48.500]  以利亞先知和四五百個巴力的先知來鬥法
[00:12:48.500 --> 00:12:49.900]  以利亞怎樣做?
[00:12:49.900 --> 00:12:51.000]  建一個祭壇
[00:12:51.000 --> 00:12:52.800]  將祭物放一上高
[00:12:52.800 --> 00:12:56.000]  在祭壇的四周圍淋上水
[00:12:56.000 --> 00:12:57.800]  為什麼要淋上水?
[00:12:57.800 --> 00:13:00.400]  是個Handicap
[00:13:00.400 --> 00:13:02.300]  被巴力的先知知道
[00:13:02.300 --> 00:13:04.300]  就算祭物濕了水
[00:13:04.300 --> 00:13:08.000]  神仍然能夠一把火將祂燒光
[00:13:08.000 --> 00:13:09.700]  巴力的先知
[00:13:09.700 --> 00:13:12.000]  祭物原封不動
[00:13:12.000 --> 00:13:13.900]  沒有消滅
[00:13:13.900 --> 00:13:17.600]  其實這個和基殿很相似
[00:13:17.600 --> 00:13:21.100]  耶和華的使者叫基殿將湯怎樣畫
[00:13:21.100 --> 00:13:24.300]  淋在樹的祭物上高
[00:13:24.300 --> 00:13:26.100]  水火不容
[00:13:26.100 --> 00:13:28.300]  跟以利亞一模一樣
[00:13:28.300 --> 00:13:32.300]  濕了的祭物神一把火將祂燒光
[00:13:32.300 --> 00:13:36.300]  基殿要求神給祂一個證明
[00:13:36.300 --> 00:13:38.200]  神就給祂一個證明
[00:13:38.200 --> 00:13:41.100]  證實祂眼前跟祂說話的
[00:13:41.100 --> 00:13:43.700]  就是神自己
[00:13:43.700 --> 00:13:45.400]  但是基殿
[00:13:45.400 --> 00:13:46.900]  船頭怕賊
[00:13:46.900 --> 00:13:49.000]  船尾怕鬼
[00:13:49.000 --> 00:13:51.800]  眼前這個就是神
[00:13:51.800 --> 00:13:52.800]  祂又怕了
[00:13:52.800 --> 00:13:54.300]  怕什麼?
[00:13:54.300 --> 00:13:57.700]  在說出埃及記的三十三章二十節
[00:13:57.700 --> 00:13:59.700]  從來沒有人見過神
[00:13:59.700 --> 00:14:02.400]  所有見過神的人都不可以存活
[00:14:02.400 --> 00:14:04.800]  這是神的話語
[00:14:04.800 --> 00:14:07.600]  但是耶和華怎樣跟祂說?
[00:14:07.600 --> 00:14:10.200]  在士司記的六章二十三節
[00:14:10.200 --> 00:14:11.500]  耶和華對祂說:
[00:14:11.500 --> 00:14:17.000]  「你放心,不要懼怕,你必不致死」
[00:14:17.000 --> 00:14:19.900]  很多人又罵聖經了
[00:14:19.900 --> 00:14:22.100]  說聖經矛盾
[00:14:22.100 --> 00:14:25.400]  出埃及的三十三章二十節說什麼?
[00:14:25.400 --> 00:14:26.800]  沒有人見過神
[00:14:26.800 --> 00:14:29.600]  見到的都不能夠存活
[00:14:29.600 --> 00:14:32.600]  士司記的六章二十三節基殿見完呢?
[00:14:32.600 --> 00:14:34.000]  見完神又怎樣?
[00:14:34.000 --> 00:14:36.600]  神說你不用怕,你不會死的
[00:14:36.600 --> 00:14:39.400]  這個就是矛盾
[00:14:39.400 --> 00:14:41.200]  為什麼會這樣?
[00:14:41.200 --> 00:14:44.400]  其實你想想在舊約有很多人見過神
[00:14:44.400 --> 00:14:46.000]  不單止基殿一個
[00:14:46.000 --> 00:14:47.600]  例如摩西
[00:14:47.600 --> 00:14:50.900]  在荊棘火焰裡面見到神
[00:14:50.900 --> 00:14:54.200]  還有雅閣是與神摔跤
[00:14:54.200 --> 00:14:56.000]  他們有沒有死?
[00:14:56.000 --> 00:14:57.900]  都沒有死
[00:14:57.900 --> 00:14:59.400]  為什麼?
[00:14:59.400 --> 00:15:04.300]  這個解釋是耶穌基督來到世上親自解釋的
[00:15:04.300 --> 00:15:07.000]  在約翰福音的一章八節
[00:15:07.000 --> 00:15:08.200]  耶穌基督說:
[00:15:08.200 --> 00:15:10.400]  從來沒有人見過神
[00:15:10.400 --> 00:15:13.000]  是父懷女的獨生子
[00:15:13.000 --> 00:15:14.200]  怎樣說?
[00:15:14.200 --> 00:15:17.400]  將祂顯明出來
[00:15:17.400 --> 00:15:20.000]  所有在聖經裡面
[00:15:20.000 --> 00:15:23.000]  見過神的都是見過誰?
[00:15:23.000 --> 00:15:24.200]  耶穌基督
[00:15:24.200 --> 00:15:25.100]  所以我說
[00:15:25.100 --> 00:15:28.400]  耶和華的使者就是耶穌基督
[00:15:28.400 --> 00:15:31.900]  在舊約是未到成肉身的耶穌基督
[00:15:31.900 --> 00:15:36.800]  在新約是到成肉身的耶穌基督來到世上
[00:15:36.800 --> 00:15:39.000]  聖經絕對是不會混淆
[00:15:39.000 --> 00:15:41.000]  聖經絕對是一致
[00:15:41.000 --> 00:15:44.900]  絕對是不會有矛盾
[00:15:44.900 --> 00:15:48.900]  基甸在盤石上獻了第一個祭
[00:15:48.900 --> 00:15:52.000]  然後神就給了他一個和平的信息
[00:15:52.000 --> 00:15:53.500]  就是說他不會死
[00:15:53.500 --> 00:15:55.300]  神是與他同在
[00:15:55.300 --> 00:15:57.900]  神要培養他成為一個士師
[00:15:57.900 --> 00:16:00.400]  來打救以色列人
[00:16:00.400 --> 00:16:02.500]  除非一個領袖
[00:16:02.500 --> 00:16:04.700]  他自己是與神和好
[00:16:04.700 --> 00:16:06.100]  他是沒有信心
[00:16:06.100 --> 00:16:08.600]  來帶領他手下的人
[00:16:08.600 --> 00:16:10.600]  來面對敵人
[00:16:10.600 --> 00:16:12.600]  這個就是讓我們看到
[00:16:12.600 --> 00:16:14.900]  第一個壇的重要性
[00:16:14.900 --> 00:16:19.900]  就是首先他要個人與神和好
[00:16:19.900 --> 00:16:23.100]  以色列人當有重要的事發生的時候
[00:16:23.100 --> 00:16:26.500]  他們都是會立碑來紀念
[00:16:26.500 --> 00:16:28.000]  在《約書亞記》裏面
[00:16:28.000 --> 00:16:31.700]  我們看到約書亞是立了很多石碑
[00:16:31.700 --> 00:16:34.900]  我去年跟大家講《約書亞記》也講過
[00:16:34.900 --> 00:16:36.600]  基甸也是一樣
[00:16:36.600 --> 00:16:39.100]  在《士司記》的六章二十四節
[00:16:39.100 --> 00:16:41.100]  「於是基甸在那裏
[00:16:41.100 --> 00:16:43.500]  為耶和華築了一座壇
[00:16:43.500 --> 00:16:46.400]  起名叫耶和華沙隆」
[00:16:46.400 --> 00:16:51.200]  翻出來就是耶和華賜平安的意思
[00:16:51.200 --> 00:16:58.800]  這個壇在亞比爾的俄佛拉直到如今
[00:16:58.800 --> 00:17:01.900]  當撒姆爾寫《士司記》的時候
[00:17:01.900 --> 00:17:05.400]  這個壇仍然存在
[00:17:05.400 --> 00:17:09.700]  希伯來文的平安(shalom)這個字
[00:17:09.700 --> 00:17:11.800]  是遠遠超過平安
[00:17:11.800 --> 00:17:15.400]  是包括祝福 包括健康
[00:17:15.400 --> 00:17:19.300]  包括有繁榮的概念
[00:17:19.300 --> 00:17:24.000]  基甸現在真的相信神和他講說話
[00:17:24.000 --> 00:17:26.800]  神與他同在 讓他應許
[00:17:26.800 --> 00:17:32.000]  要他成為一個大能的勇士
[00:17:32.000 --> 00:17:34.200]  我們看到其實在聖經裏面
[00:17:34.200 --> 00:17:36.900]  神真的用了很多心思
[00:17:36.900 --> 00:17:40.000]  來訓練祂所有的領袖
[00:17:40.000 --> 00:17:41.900]  記不記得摩西
[00:17:41.900 --> 00:17:45.100]  神用了多少時間來訓練祂
[00:17:45.100 --> 00:17:46.500]  八十年
[00:17:46.500 --> 00:17:49.800]  頭四十年在埃及
[00:17:49.800 --> 00:17:53.700]  祂在皇宮裏面得到最好的教育
[00:17:53.700 --> 00:17:55.900]  四十年來訓練祂
[00:17:55.900 --> 00:17:57.100]  當祂四十歲的時候
[00:17:57.100 --> 00:17:59.400]  殺了一個埃及的士兵
[00:17:59.400 --> 00:18:02.300]  神再用四十年來訓練祂
[00:18:02.300 --> 00:18:03.600]  怎樣訓練祂?
[00:18:03.600 --> 00:18:06.700]  要祂成為一個牧羊人在米田
[00:18:06.700 --> 00:18:09.600]  你說訓練人要祂成為一個牧羊人
[00:18:09.600 --> 00:18:11.500]  怎樣訓練人?
[00:18:11.500 --> 00:18:12.800]  你知不知道
[00:18:12.800 --> 00:18:15.600]  我們經常都說羊是很笨的
[00:18:15.600 --> 00:18:18.100]  你要帶領羊不是容易的
[00:18:18.100 --> 00:18:18.800]  是很笨的
[00:18:18.800 --> 00:18:21.300]  你需要有很多耐性
[00:18:21.300 --> 00:18:23.000]  所以我們看到
[00:18:23.000 --> 00:18:25.400]  訓練完之後聖經告訴我們
[00:18:25.400 --> 00:18:27.900]  《文數記》的十二章三節
[00:18:27.900 --> 00:18:32.100]  摩西是變成了極其謙和的人
[00:18:32.100 --> 00:18:34.400]  祂是世上最謙卑的人
[00:18:34.400 --> 00:18:37.500]  就是因為用了四十年來訓練祂
[00:18:37.500 --> 00:18:39.800]  要祂成為一個牧羊人
[00:18:39.800 --> 00:18:41.500]  大衛呢?
[00:18:41.500 --> 00:18:44.400]  大衛當祂在戰場上殺死巨人
[00:18:44.400 --> 00:18:45.800]  哥利亞之前臣
[00:18:45.800 --> 00:18:47.800]  怎樣來訓練祂?
[00:18:47.800 --> 00:18:51.000]  都是要祂成為一個牧羊人
[00:18:51.000 --> 00:18:53.700]  所以很多人神意訓練祂
[00:18:53.700 --> 00:18:55.900]  就是要祂成為一個牧羊人
[00:18:55.900 --> 00:18:58.400]  牧羊人不單止是帶領祂的羊
[00:18:58.400 --> 00:19:00.500]  還要保護祂的羊
[00:19:00.500 --> 00:19:03.600]  在《術語撒母》以上的十七章我們看到
[00:19:03.600 --> 00:19:05.700]  大衛因為要保護祂的羊
[00:19:05.700 --> 00:19:08.800]  殺死獅子紅人
