
[00:00:00.000 --> 00:00:04.960]  知道尖沙咀堂今年的主題是更新商教
[00:04:30.840 --> 00:04:33.320]  要跟一群人離別的時候
[00:04:33.320 --> 00:04:35.320]  他一定有一些很牽掛的人
[00:04:35.320 --> 00:04:38.120]  要跟他說的話一定是最重要的
[00:04:38.120 --> 00:04:40.400]  是他們最重要的肺腑之言
[00:04:40.400 --> 00:04:42.160]  去每個臨別的時候
[00:04:42.160 --> 00:04:43.520]  還可以跟他說
[00:04:43.520 --> 00:04:46.040]  有空出來喝個茶
[00:04:46.040 --> 00:04:47.200]  吃個麵包
[00:04:47.200 --> 00:04:48.320]  聽個通話電話
[00:04:48.320 --> 00:04:49.720]  不會說這些的
[00:04:49.720 --> 00:04:51.720]  他一定是講最重要的
[00:04:51.720 --> 00:04:54.040]  所以耶穌基督在跟一群門徒
[00:04:54.040 --> 00:04:56.360]  他要臨別要離別之前
[00:04:56.360 --> 00:05:00.440]  跟這群門徒所講的第十三章到第十七章
[00:05:00.440 --> 00:05:02.440]  這段大段落裡面
[00:05:02.440 --> 00:05:04.520]  耶穌基督所吩咐的事情
[00:05:04.520 --> 00:05:05.840]  所講的事情
[00:05:05.840 --> 00:05:09.040]  我們必須要加倍的去留心
[00:05:09.040 --> 00:05:12.640]  加倍的去看重這段耶穌基督講的話
[00:05:12.640 --> 00:05:15.200]  因為這段話耶穌基督不是隨便講的
[00:05:15.200 --> 00:05:17.000]  他真的是一個肺腑之言
[00:05:17.000 --> 00:05:19.480]  也讓我們得到一個很重要的提醒
[00:05:19.480 --> 00:05:21.800]  我們怎樣可以去遵行
[00:05:21.800 --> 00:05:24.280]  耶穌基督的這個吩咐呢
[00:05:24.280 --> 00:05:27.440]  因為耶穌基督在他臨別的禱告裡面
[00:05:27.440 --> 00:05:29.840]  他不單止為當日的門徒祈禱
[00:05:29.840 --> 00:05:32.800]  他也為今天的教會群體來祈禱
[00:05:32.800 --> 00:05:34.040]  所禱告的事情
[00:05:34.040 --> 00:05:36.600]  也是關注到這段經文裡面所講
[00:05:36.600 --> 00:05:38.480]  所以耶穌基督在第十三章說
[00:05:38.480 --> 00:05:40.200]  我給你一條新命令
[00:05:40.200 --> 00:05:41.880]  這條新命令
[00:05:41.880 --> 00:05:43.320]  對猶太人來說
[00:05:43.320 --> 00:05:45.160]  他們在舊約裡面
[00:05:45.160 --> 00:05:46.560]  他們很清楚知道的
[00:05:46.560 --> 00:05:47.840]  上帝就說
[00:05:47.840 --> 00:05:49.480]  怎樣才是愛上帝
[00:05:49.480 --> 00:05:50.520]  怎樣去遵行律法
[00:05:50.520 --> 00:05:52.360]  就是盡心盡性盡義盡利
[00:05:52.360 --> 00:05:53.680]  愛主你的神
[00:05:53.680 --> 00:05:56.480]  並且要愛人如己
[00:05:56.480 --> 00:05:57.480]  就是說
[00:05:57.480 --> 00:06:01.040]  他們已經知道要愛人如己了
[00:06:01.040 --> 00:06:02.440]  但是耶穌基督說
[00:06:02.440 --> 00:06:04.360]  我給你們一條新的命令
[00:06:04.360 --> 00:06:06.000]  因為這條新的命令
[00:06:06.000 --> 00:06:07.600]  是一個新的標準
[00:06:07.600 --> 00:06:10.200]  或者可以說是一個新的方向
[00:06:10.200 --> 00:06:16.000]  我引用已故的牧者張無愛牧師的一篇講章
[00:06:16.000 --> 00:06:18.680]  他有一篇講章裡面講到
[00:06:18.680 --> 00:06:20.760]  他說聖經裡面
[00:06:20.760 --> 00:06:22.440]  講到愛的特質
[00:06:22.440 --> 00:06:24.880]  最少有四種不同的愛
[00:06:24.880 --> 00:06:27.160]  第一種就是男女的愛
[00:06:27.160 --> 00:06:29.560]  特別是說這種愛
[00:06:29.560 --> 00:06:31.520]  是從情感出發的
[00:06:31.520 --> 00:06:33.160]  這種愛
[00:06:33.160 --> 00:06:34.960]  是男女相愛
[00:06:34.960 --> 00:06:37.360]  互相吸引而產生的愛
[00:06:37.360 --> 00:06:38.960]  很多時候在夫妻
[00:06:38.960 --> 00:06:41.600]  在談戀愛的男女朋友身上
[00:06:41.600 --> 00:06:43.440]  最能夠經驗到的
[00:06:43.440 --> 00:06:45.840]  但是這種愛有時候是盲目的
[00:06:45.840 --> 00:06:47.880]  如果你正在談戀愛
[00:06:47.880 --> 00:06:49.120]  正在拍拖的時候
[00:06:49.120 --> 00:06:51.640]  情人眼裡出西施
[00:06:51.640 --> 00:06:56.240]  或者有時候可能明明女朋友煮東西給你吃
[00:06:56.240 --> 00:06:57.640]  本來也不是很好吃的
[00:06:57.640 --> 00:06:58.760]  不過你一定會覺得
[00:06:58.760 --> 00:07:00.320]  她煮給我吃的東西
[00:07:00.320 --> 00:07:01.720]  是一定很好吃的
[00:07:01.720 --> 00:07:04.320]  你煮的雞蛋真的很自然
[00:07:04.320 --> 00:07:06.120]  真的很自然
[00:07:06.120 --> 00:07:07.080]  很清淡
[00:07:07.080 --> 00:07:07.880]  很自然
[00:07:07.880 --> 00:07:08.880]  真的這樣
[00:07:08.880 --> 00:07:10.400]  其實可能她忘記放鹽了
[00:07:10.400 --> 00:07:11.480]  忘記放什麼也好
[00:07:11.480 --> 00:07:13.600]  但是這種愛
[00:07:13.600 --> 00:07:15.080]  有時候可能會盲目的
[00:07:15.560 --> 00:07:17.320]  第二種的愛是
[00:07:17.320 --> 00:07:18.840]  出自朋友之間的愛
[00:07:18.840 --> 00:07:22.280]  這種是比較從理智上作為出發點的
[00:07:22.280 --> 00:07:24.480]  因為朋友關心我
[00:07:24.480 --> 00:07:25.320]  他愛我
[00:07:25.320 --> 00:07:26.520]  我很自然的
[00:07:26.520 --> 00:07:27.920]  我又會愛他
[00:07:27.920 --> 00:07:30.640]  我又會用愛來回應
[00:07:30.640 --> 00:07:32.000]  但是可能有一天
[00:07:32.000 --> 00:07:34.640]  這個朋友背棄你
[00:07:34.640 --> 00:07:36.760]  在背後戳你背部的時候
[00:07:36.760 --> 00:07:38.560]  可能你就會重新計算過
[00:07:38.560 --> 00:07:40.360]  他值不值得我去愛呢?
[00:07:40.360 --> 00:07:41.600]  這種愛
[00:07:41.600 --> 00:07:43.200]  是帶有一種理智
[00:07:43.200 --> 00:07:44.880]  是從理智出發的
[00:07:45.680 --> 00:07:47.240]  而第三種的愛
[00:07:47.240 --> 00:07:49.040]  就是骨肉的愛
[00:07:49.040 --> 00:07:52.240]  這是一種很天性的出發點
[00:07:52.240 --> 00:07:53.880]  就是神做人的時候
[00:07:53.880 --> 00:07:55.040]  已經將這種愛
[00:07:55.040 --> 00:07:57.120]  特別放在父母的身上
[00:07:57.120 --> 00:07:59.440]  今天是5月19日
[00:07:59.440 --> 00:08:01.120]  昨天5月18日
[00:08:01.120 --> 00:08:07.040]  就是家父回到天家第34年的日子
[00:08:07.040 --> 00:08:12.880]  家父在1985年5月18日過世
[00:08:12.880 --> 00:08:14.560]  雖然隔了三十多年
[00:08:14.560 --> 00:08:16.680]  但是在我的記念
[00:08:16.680 --> 00:08:18.400]  或者在我的印象裡面
[00:08:18.400 --> 00:08:20.600]  我常常都仍然很記得
[00:08:20.600 --> 00:08:23.160]  我爸爸對我的那種愛
[00:08:23.160 --> 00:08:25.360]  是因為我七兄弟姐妹裡面
[00:08:25.360 --> 00:08:27.160]  我爸爸是特別疼愛我的
[00:08:27.160 --> 00:08:28.760]  我這個不怕公開講的
[00:08:28.760 --> 00:08:30.000]  我爸爸是特別偏心的
[00:08:30.000 --> 00:08:31.200]  他很疼愛我
[00:08:31.200 --> 00:08:33.880]  他小時候
[00:08:33.880 --> 00:08:35.360]  他很喜歡去吃乳鴿
[00:08:35.360 --> 00:08:37.960]  去沙田龍華酒家吃乳鴿
[00:08:37.960 --> 00:08:38.960]  那時候
[00:08:38.960 --> 00:08:42.280]  還要經過走一段火車軌的路
[00:08:42.280 --> 00:08:45.280]  才可以繞過去去到龍華酒家
[00:08:45.280 --> 00:08:47.880]  他連我媽媽都不帶
[00:08:47.880 --> 00:08:50.120]  所有兄弟都不帶
[00:08:50.120 --> 00:08:53.080]  只是帶我去龍華酒家吃乳鴿
[00:08:53.080 --> 00:08:54.480]  所以在我的印象裡面
[00:08:54.480 --> 00:08:55.840]  我經常有一幅圖畫
[00:08:55.840 --> 00:08:56.880]  是到今時今日
[00:08:56.880 --> 00:08:59.160]  我經常就算做夢都很記得的
[00:08:59.160 --> 00:09:00.960]  就是他牽著我
[00:09:00.960 --> 00:09:02.640]  因為我爸爸也挺高大的
[00:09:02.640 --> 00:09:05.320]  他以前有人叫他探長
[00:09:05.320 --> 00:09:06.720]  因為好像曹達華探長
[00:09:06.720 --> 00:09:08.320]  他很喜歡穿風濕外套
[00:09:08.320 --> 00:09:09.360]  不是風濕
[00:09:09.360 --> 00:09:10.720]  乾濕外套
[00:09:10.720 --> 00:09:13.080]  不是風濕是乾濕外套
[00:09:13.080 --> 00:09:15.720]  他很喜歡穿著乾濕外套
[00:09:15.720 --> 00:09:16.680]  他牽著我
[00:09:16.680 --> 00:09:17.520]  那時候我很小
[00:09:17.520 --> 00:09:18.840]  所以我經常在腦海裡面
[00:09:18.840 --> 00:09:19.800]  就有這個印象
[00:09:19.800 --> 00:09:22.320]  我爸爸是牽著我去吃乳鴿
[00:09:22.320 --> 00:09:24.440]  這種就是父母
[00:09:24.440 --> 00:09:25.200]  就是一種
[00:09:25.200 --> 00:09:28.480]  上帝已經放在人的心裡面
[00:09:28.480 --> 00:09:30.400]  但是第四種的愛
[00:09:30.400 --> 00:09:31.800]  也是耶穌基督說
[00:09:31.800 --> 00:09:33.680]  你們要彼此相愛的
[00:09:33.680 --> 00:09:34.520]  這一種的愛
[00:09:34.520 --> 00:09:36.040]  這條新的命運是怎麼樣的呢?
[00:09:36.040 --> 00:09:37.160]  這一種的愛
[00:09:37.160 --> 00:09:38.880]  是從上而來的
[00:09:38.880 --> 00:09:40.000]  是從上而來
[00:09:40.000 --> 00:09:41.760]  並且是以一種意志出發
[00:09:41.760 --> 00:09:42.800]  意思就是說
[00:09:42.800 --> 00:09:44.600]  你超越了人世間
[00:09:44.600 --> 00:09:45.800]  人的情感
[00:09:45.800 --> 00:09:47.080]  人的理智
[00:09:47.080 --> 00:09:49.440]  人的骨肉之親
[00:09:49.440 --> 00:09:53.080]  而可能是一種完全沒有關係之間
[00:09:53.080 --> 00:09:55.800]  但是為什麼仍然能夠去愛呢?
[00:09:55.800 --> 00:09:57.920]  就好像上帝愛人那種
[00:09:57.920 --> 00:09:59.680]  從上而來的那種愛
[00:09:59.680 --> 00:10:01.560]  是超越人世間這一切
[00:10:01.560 --> 00:10:03.400]  所以耶穌基督這裡
[00:10:03.400 --> 00:10:05.760]  祂所說的這種出發點
[00:10:05.760 --> 00:10:06.480]  就是說
[00:10:06.480 --> 00:10:08.160]  我給你一條新命令
[00:10:08.160 --> 00:10:10.280]  這條新命令是怎麼樣的呢?
[00:10:10.280 --> 00:10:12.040]  你們要彼此相愛
[00:10:12.040 --> 00:10:15.640]  就好像我愛你們那樣
[00:10:15.640 --> 00:10:17.200]  我怎麼愛你們
[00:10:17.200 --> 00:10:20.680]  你們就要怎麼去彼此相愛
[00:10:20.680 --> 00:10:22.600]  所以這是一個新的標準
[00:10:22.600 --> 00:10:25.760]  我們要怎麼去彼此相愛呢?
[00:10:25.760 --> 00:10:27.360]  不是很空泛的
[00:10:27.360 --> 00:10:28.960]  不是沒有標準的
[00:10:28.960 --> 00:10:30.240]  標準就是
[00:10:30.240 --> 00:10:31.840]  我怎麼愛你們
[00:10:31.840 --> 00:10:34.120]  你們就要怎麼去彼此相愛
[00:10:34.120 --> 00:10:36.280]  這是耶穌給的命令
[00:10:36.280 --> 00:10:37.800]  也是我們無法選擇的
[00:10:38.160 --> 00:10:39.720]  我們必須要學習的
[00:10:39.720 --> 00:10:41.960]  就是要怎麼去行出來
[00:10:41.960 --> 00:10:44.680]  而耶穌基督怎麼愛我們呢?
[00:10:44.680 --> 00:10:46.560]  從聖經裡面我們看到
[00:10:46.560 --> 00:10:49.080]  耶穌基督對我們的愛是很多方面
[00:10:49.080 --> 00:10:50.560]  不過今天時間關係
[00:10:50.560 --> 00:10:52.480]  我只是想特別強調四方面
[00:10:52.480 --> 00:10:54.920]  我覺得這四方面是很重要的
[00:10:54.920 --> 00:10:56.200]  第一樣就是憐憫
[00:10:56.200 --> 00:10:59.000]  在《馬太福音》第九章
[00:10:59.000 --> 00:11:00.800]  第35到36節
[00:11:00.800 --> 00:11:01.520]  那裡記載說
[00:11:01.520 --> 00:11:02.840]  耶穌出來傳道的時候
[00:11:02.840 --> 00:11:04.520]  祂走遍各城各鄉
[00:11:04.520 --> 00:11:06.120]  在會堂裡面祂教訓人
[00:11:06.120 --> 00:11:07.720]  宣講天國的福音
[00:11:07.720 --> 00:11:09.920]  祂也醫治各樣的病症
[00:11:09.920 --> 00:11:13.040]  祂看到很多的人就憐憫他們
[00:11:13.040 --> 00:11:14.840]  因為他們困苦流離
[00:11:14.840 --> 00:11:17.400]  如同羊沒有牧人一樣
[00:11:17.400 --> 00:11:19.480]  耶穌基督憐憫他們
[00:11:19.480 --> 00:11:21.160]  第一樣我們要學習的
[00:11:21.160 --> 00:11:22.960]  就是用一種憐憫的心
[00:11:22.960 --> 00:11:24.240]  來彼此相愛
[00:11:24.240 --> 00:11:25.480]  什麼是憐憫呢?
[00:11:25.480 --> 00:11:27.680]  之前可能我說過
[00:11:27.680 --> 00:11:29.000]  我記得我說過的
[00:11:29.000 --> 00:11:31.320]  憐憫不是同情
[00:11:31.320 --> 00:11:32.480]  不是可憐
[00:11:32.480 --> 00:11:34.440]  憐憫是一種感同身受
[00:11:34.440 --> 00:11:37.280]  耶穌基督看到這些人困苦流離
[00:11:37.280 --> 00:11:39.880]  好像羊沒有牧人一樣的時候
[00:11:39.880 --> 00:11:42.320]  祂和他們有同理心
[00:11:42.320 --> 00:11:44.760]  祂看到他們困苦的時候
[00:11:44.760 --> 00:11:47.960]  耶穌基督願意與他們同行者
[00:11:47.960 --> 00:11:49.480]  大家是平衡的
[00:11:49.480 --> 00:11:50.560]  大家是平等的
[00:11:50.560 --> 00:11:52.000]  不是我可憐你
[00:11:52.000 --> 00:11:54.040]  而是我也有感同身受
[00:11:54.040 --> 00:11:56.840]  你的痛就好像我的痛一樣
[00:11:56.840 --> 00:11:59.160]  所以聖經裡面有一個形容是很好的
[00:11:59.160 --> 00:12:00.720]  憐憫這個字眼就是
[00:12:00.720 --> 00:12:06.120]  就是說是用女性子宮那種形容詞
[00:12:06.120 --> 00:12:08.320]  我相信就好像一個孩子
[00:12:08.320 --> 00:12:11.120]  一個母親懷著她腹中的孩子
[00:12:11.120 --> 00:12:12.720]  所以孩子的感受
[00:12:12.720 --> 00:12:15.520]  就等同母親能夠感受到
[00:12:15.520 --> 00:12:18.000]  她的經歷、她的痛
[00:12:18.000 --> 00:12:19.400]  這種憐憫的心
[00:12:19.400 --> 00:12:20.720]  在今天這個世代
[00:12:20.720 --> 00:12:22.400]  我覺得是很需要
[00:12:22.400 --> 00:12:25.000]  這種同理心
[00:12:25.000 --> 00:12:28.520]  有時候為什麼我們沒有這種同理心
[00:12:28.520 --> 00:12:30.880]  可能原因就好像
[00:12:30.880 --> 00:12:33.440]  那個撒瑪利亞人的故事一樣
[00:12:33.440 --> 00:12:35.920]  就是一個好撒瑪利亞人的比喻一樣
[00:12:35.920 --> 00:12:38.960]  他有一個人被人打得半死
[00:12:38.960 --> 00:12:40.600]  躺在路邊的時候
[00:12:40.600 --> 00:12:43.200]  有祭司、有民事經過
[00:12:43.200 --> 00:12:45.800]  兩個都是很愛主的人
[00:12:45.800 --> 00:12:49.840]  但是當你看到這個人的需要的時候
[00:12:49.840 --> 00:12:50.680]  聖經裡面說
[00:12:50.680 --> 00:12:52.000]  他們看到
[00:12:52.000 --> 00:12:53.400]  他們是看見的
[00:12:53.400 --> 00:12:54.720]  不過他們看到之後
[00:12:54.720 --> 00:12:57.080]  他們在旁邊走了
[00:12:57.080 --> 00:12:58.240]  所以問題就是
[00:12:58.240 --> 00:12:59.880]  他們好像看到
[00:12:59.880 --> 00:13:02.920]  但其實他們是不是真的看到呢?
[00:13:02.920 --> 00:13:05.880]  很多年前有一個影展
[00:13:05.880 --> 00:13:09.080]  題目叫做看見看不見
[00:13:09.080 --> 00:13:11.040]  看見看不見
[00:13:11.040 --> 00:13:12.560]  是一個攝影師
[00:13:12.560 --> 00:13:14.080]  他是一個設計師
[00:13:14.080 --> 00:13:15.480]  他在中環上班
[00:13:15.480 --> 00:13:19.240]  他很喜歡下班之後就拿著相機到處去拍照
[00:13:19.240 --> 00:13:21.120]  有一天當他下班的時候
[00:13:21.120 --> 00:13:23.080]  他就無意中拍了一張照片
[00:13:23.080 --> 00:13:25.320]  那張照片令他很震撼
[00:13:25.320 --> 00:13:28.440]  他看到有一個十方的婦人
[00:13:28.440 --> 00:13:29.960]  一個老的婦人
[00:13:29.960 --> 00:13:31.320]  推著一輛木頭車上面
[00:13:31.320 --> 00:13:32.920]  堆滿了很多的紙皮
[00:13:32.920 --> 00:13:34.920]  很大很重的紙皮
[00:13:34.920 --> 00:13:38.320]  就在中環一條斜坡上面推上山
[00:13:38.320 --> 00:13:40.120]  他看到這張照片的時候
[00:13:40.120 --> 00:13:41.240]  他很震撼
[00:13:41.240 --> 00:13:44.080]  他說中環不是一個衣香奔影的地方
[00:13:44.080 --> 00:13:45.560]  很多的名店林立
[00:13:45.560 --> 00:13:46.760]  很多的大酒店
[00:13:46.760 --> 00:13:48.160]  很多的大銀行
[00:13:48.160 --> 00:13:52.320]  一個財經很重心的地方
[00:13:52.320 --> 00:13:53.400]  他沒有留意到
[00:13:53.400 --> 00:13:55.800]  竟然也有這麼基層的人
[00:13:55.800 --> 00:14:00.680]  這個老婆婆這麼辛苦去生活的人
[00:14:00.680 --> 00:14:02.920]  引起他的留意
[00:14:02.920 --> 00:14:04.560]  他開始每天下班之後
[00:14:04.560 --> 00:14:05.760]  他就周圍去
[00:14:05.760 --> 00:14:08.320]  留意他在中環的環境裡面
[00:14:08.320 --> 00:14:09.320]  他周圍去看
[00:14:09.320 --> 00:14:10.240]  當他越看的時候
[00:14:10.240 --> 00:14:12.760]  才發覺原來好像這個婆婆這樣的人
[00:14:12.760 --> 00:14:14.760]  原來在中環也有很多的
[00:14:14.760 --> 00:14:16.320]  不過在他以前
[00:14:16.320 --> 00:14:17.520]  他每天上班
[00:14:17.520 --> 00:14:18.520]  可能他看到
[00:14:18.520 --> 00:14:21.480]  但其實他真的沒有看到
[00:14:21.480 --> 00:14:23.040]  所以他就拍下這些照片
[00:14:23.040 --> 00:14:24.120]  開了一個畫展
[00:14:24.120 --> 00:14:26.040]  叫漢見漢不見
[00:14:26.040 --> 00:14:27.560]  今天這個世代
[00:14:27.560 --> 00:14:29.800]  充滿著很冷漠的人情的時候
[00:14:29.800 --> 00:14:31.080]  我們很多時候都是
[00:14:31.080 --> 00:14:31.800]  我們看到
[00:14:31.800 --> 00:14:33.480]  但其實好像看不到
[00:14:33.480 --> 00:14:34.960]  因為我們覺得那些人的生命
[00:14:34.960 --> 00:14:37.320]  跟我們有什麼關係呢
[00:14:37.320 --> 00:14:38.560]  十方者
[00:14:38.560 --> 00:14:41.000]  或者露宿者天橋底的生命
[00:14:41.000 --> 00:14:43.720]  那些人跟我的生命有什麼關係呢
[00:14:43.720 --> 00:14:46.040]  我們覺得他們很遠
[00:14:46.040 --> 00:14:47.680]  跟我們距離很遠
[00:14:47.680 --> 00:14:49.880]  但是有一位牧師叫林國章牧師
[00:14:49.880 --> 00:14:52.760]  他覺得他們的生命跟他很有關係
[00:14:52.760 --> 00:14:57.000]  林國章牧師是我讀神學的時候的實習導師
[00:14:57.000 --> 00:15:00.400]  他一個星期起碼有兩晚的時間
[00:15:00.400 --> 00:15:03.520]  他不在家裡高床軟枕地睡覺
[00:15:03.520 --> 00:15:05.480]  他去到天橋底那裡
[00:15:05.480 --> 00:15:07.320]  在那裡晚上跟他們一起
[00:15:07.320 --> 00:15:09.240]  在天橋底那裡露宿者
[00:15:09.240 --> 00:15:10.240]  一起跟他睡覺
[00:15:10.240 --> 00:15:11.440]  一起跟他生活
[00:15:11.440 --> 00:15:12.240]  為的
[00:15:12.240 --> 00:15:13.800]  他就是要讓你知道
[00:15:13.800 --> 00:15:16.840]  原來他們是可以跟他一樣的
[00:15:16.840 --> 00:15:18.240]  他是認同他們
[00:15:18.240 --> 00:15:20.440]  然後牧師就會去幫他們
[00:15:20.440 --> 00:15:22.400]  他們有病帶他們去看醫生
[00:15:22.400 --> 00:15:24.120]  然後他們有什麼需要
[00:15:24.120 --> 00:15:27.600]  他就去幫他們去爭取去政府部門申請
[00:15:27.600 --> 00:15:29.680]  甚至甚至他們可能過世之後
